,RAD
2014-02-06,5164314400
2014-02-07,5256534300
2014-02-10,5201202360
2014-02-11,5302644250
2014-02-12,5357976190
2014-02-13,5496306040
2014-02-14,5459418080
2014-02-18,5782187730
2014-02-19,5911295589
2014-02-20,6021959470
2014-02-21,6151067330
2014-02-24,6021959470
2014-02-25,6178733300
2014-02-26,6114179370
2014-02-27,6215621260
2014-02-28,6077291410
2014-03-03,6338724560
2014-03-04,6521757640
2014-03-05,6483224360
2014-03-06,6396524480
2014-03-07,6319457919
2014-03-10,6194224760
2014-03-11,6203858080
2014-03-12,6666257440
2014-03-13,6521757640
2014-03-14,6560290919
2014-03-17,6618090840
2014-03-18,6627724160
2014-03-19,6579557560
2014-03-20,6618090840
2014-03-21,6396524480
2014-03-24,6280924640
2014-03-25,6425424440
2014-03-26,6261658000
2014-03-27,6146058160
2014-03-28,6194224760
2014-03-31,6040091640
2014-04-01,6155691480
2014-04-02,6126791520
2014-04-03,6252024680
2014-04-04,5972658400
2014-04-07,5828158600
2014-04-08,5885958520
2014-04-09,6165324800
2014-04-10,6685524080
2014-04-11,6781857280
2014-04-14,6839657200
2014-04-15,6801123919
2014-04-16,6858923840
2014-04-17,6897457119
2014-04-21,6781857280
2014-04-22,6984157000
2014-04-23,6868557160
2014-04-24,6858923840
2014-04-25,6733690680
2014-04-28,6695157400
2014-04-29,6830023880
2014-04-30,7032323600
2014-05-01,7417656400
2014-05-02,7581422840
2014-05-05,7571789519
2014-05-06,7485089640
2014-05-07,7427289719
2014-05-08,7292423240
2014-05-09,7340589840
2014-05-12,7581422840
2014-05-13,7533256240
2014-05-14,7485089640
2014-05-15,7417656400
2014-05-16,7302056560
2014-05-19,7513989600
2014-05-20,7436923040
2014-05-21,7533256240
2014-05-22,7475456319
2014-05-23,7822255840
2014-05-27,7966755640
2014-05-28,8005288919
2014-05-29,8072722160
2014-05-30,8053455519
2014-06-02,8056511200
2014-06-03,8027391280
2014-06-04,8250644000
2014-06-05,7639125680
2014-06-06,7493526080
2014-06-09,7163500320
2014-06-10,7066433920
2014-06-11,7338219839
2014-06-12,7124673760
2014-06-13,6998487439
2014-06-16,6784941360
2014-06-17,6949954239
2014-06-18,7221740160
2014-06-19,6969367520
2014-06-20,6930540960
2014-06-23,6872301120
2014-06-24,6823767920
2014-06-25,6998487439
2014-06-26,7076140560
2014-06-27,6969367520
2014-06-30,6959660880
2014-07-01,6901421039
2014-07-02,6959660880
2014-07-03,7347926480
2014-07-07,7260566720
2014-07-08,7056727280
2014-07-09,7105260480
2014-07-10,7163500320
2014-07-11,7085847200
2014-07-14,6979074160
2014-07-15,6872301120
2014-07-16,6882007760
2014-07-17,6775234720
2014-07-18,6872301120
2014-07-21,6882007760
2014-07-22,7066433920
2014-07-23,7076140560
2014-07-24,7163500320
2014-07-25,6843181200
2014-07-28,6493742160
2014-07-29,6367555839
2014-07-30,6484035520
2014-07-31,6493742160
2014-08-01,6561688639
2014-08-04,6435502320
2014-08-05,6357849200
2014-08-06,5804570720
2014-08-07,5814277360
2014-08-08,5901637120
2014-08-11,5998703520
2014-08-12,6027823440
2014-08-13,6066650000
2014-08-14,6037530080
2014-08-15,6144303120
2014-08-18,6115183200
2014-08-19,6270489439
2014-08-20,6241369520
2014-08-21,6212249600
2014-08-22,6212249600
2014-08-25,6280196080
2014-08-26,6241369520
2014-08-27,6154009760
2014-08-28,6134596480
2014-08-29,6037530080
2014-09-02,6196022560
2014-09-03,6050119360
2014-09-04,5982031200
2014-09-05,6312745120
2014-09-08,6283564479
2014-09-09,6127934400
2014-09-10,6283564479
2014-09-11,6371106400
2014-09-12,6371106400
2014-09-15,6244656960
2014-09-16,6234930079
2014-09-17,6458648320
2014-09-18,5262242080
2014-09-19,5203880800
2014-09-22,4970435680
2014-09-23,5164973280
2014-09-24,4999616320
2014-09-25,4960708800
2014-09-26,5077431360
2014-09-29,4814805600
2014-09-30,4707809920
2014-10-01,4678629280
2014-10-02,4853713120
2014-10-03,4892620640
2014-10-06,4950981920
2014-10-07,4863440000
2014-10-08,4873166880
2014-10-09,4805078720
2014-10-10,4717536800
2014-10-13,4386822880
2014-10-14,4629994880
2014-10-15,4542452960
2014-10-16,4484091680
2014-10-17,4552179840
2014-10-20,4629994880
2014-10-21,4707809920
2014-10-22,4746717440
2014-10-23,4727263680
2014-10-24,4629994880
2014-10-27,4668902400
2014-10-28,4921801280
2014-10-29,5106612000
2014-10-30,5038523840
2014-10-31,5106612000
2014-11-03,5223334560
2014-11-04,5116338880
2014-11-05,5048250720
2014-11-06,5203880800
2014-11-07,5262242080
2014-11-10,5310876480
2014-11-11,5369237760
2014-11-12,5378964640
2014-11-13,5242788320
2014-11-14,5378964640
2014-11-17,5310876480
2014-11-18,5476233440
2014-11-19,5369237760
2014-11-20,5369237760
2014-11-21,5398418400
2014-11-24,5476233440
2014-11-25,5437325920
2014-11-26,5447052800
2014-11-28,5330330240
2014-12-01,5269889240
2014-12-02,5318775040
2014-12-03,5338329360
2014-12-04,5455655280
2014-12-05,5563204040
2014-12-08,5484986760
2014-12-09,5563204040
2014-12-10,5484986760
2014-12-11,5504541080
2014-12-12,5563204040
2014-12-15,5533872560
2014-12-16,5680529960
2014-12-17,5924958960
2014-12-18,6628914480
2014-12-19,6619137320
2014-12-22,6990669400
2014-12-23,7186212600
2014-12-24,7098218159
2014-12-26,7244875559
2014-12-29,7381755800
2014-12-30,7391532959
2014-12-31,7352424320
2015-01-02,7459973080
2015-01-05,7352424320
2015-01-06,7538190359
2015-01-07,7587076159
2015-01-08,7675070600
2015-01-09,7655516280
2015-01-12,7616407640
2015-01-13,7401310120
2015-01-14,7381755800
2015-01-15,7176435440
2015-01-16,7235098400
2015-01-20,7156881120
2015-01-21,7156881120
2015-01-22,7283984200
2015-01-23,7342647159
2015-01-26,7479527400
2015-01-27,7411087280
2015-01-28,7254652720
2015-01-29,7098218159
2015-01-30,6824457680
2015-02-02,6892897800
2015-02-03,7127549640
2015-02-04,7117772480
2015-02-05,7186212600
2015-02-06,7186212600
2015-02-09,7225321240
2015-02-10,7411087280
2015-02-11,7899945280
2015-02-12,7909722440
2015-02-13,8154151440
2015-02-17,8017271200
2015-02-18,8007494040
2015-02-19,7811950840
2015-02-20,7968385400
2015-02-23,8075934159
2015-02-24,8007494040
2015-02-25,7968385400
2015-02-26,7987939720
2015-02-27,7802173680
2015-03-02,8051398559
2015-03-03,7992197100
2015-03-04,7942862550
2015-03-05,7577786880
2015-03-06,7548186150
2015-03-09,7410049409
2015-03-10,7291646490
2015-03-11,7212711209
2015-03-12,7429783230
2015-03-13,7350847950
2015-03-16,7360714859
2015-03-17,7775125080
2015-03-18,7913261820
2015-03-19,8120466930
2015-03-20,7942862550
2015-03-23,8031664740
2015-03-24,8100733109
2015-03-25,8248736759
2015-03-26,8090866200
2015-03-27,8455941870
2015-03-30,8643413160
2015-03-31,8574344790
2015-04-01,8455941870
2015-04-02,8673013890
2015-04-06,8722348440
2015-04-07,8574344790
2015-04-08,8751949170
2015-04-09,8377006590
2015-04-10,8238869850
2015-04-13,8288204400
2015-04-14,8248736759
2015-04-15,8169801480
2015-04-16,8100733109
2015-04-17,7893528000
2015-04-20,7814592720
2015-04-21,7824459630
2015-04-22,8209269120
2015-04-23,8150067659
2015-04-24,8140200750
2015-04-27,7982330190
2015-04-28,8021797830
2015-04-29,7804725809
2015-04-30,7607387609
2015-05-01,7863927270
2015-05-04,8021797830
2015-05-05,7775125080
2015-05-06,7706056709
2015-05-07,7765258170
2015-05-08,7873794180
2015-05-11,7834326540
2015-05-12,7725790530
2015-05-13,7883661090
2015-05-14,7824459630
2015-05-15,8179668390
2015-05-18,8317805130
2015-05-19,8120466930
2015-05-20,8248736759
2015-05-21,8367139680
2015-05-22,8446074959
2015-05-26,8515143330
2015-05-27,8623679340
2015-05-28,8584211700
2015-05-29,8603945520
2015-06-01,8918007380
2015-06-02,8763538430
2015-06-03,8928305310
2015-06-04,8588473620
2015-06-05,8557579829
2015-06-08,8578175690
2015-06-09,8701750850
2015-06-10,8897411520
2015-06-11,9226945280
2015-06-12,9216647350
2015-06-15,9020986680
2015-06-16,9216647350
2015-06-17,9185753560
2015-06-18,8856219800
2015-06-19,8979794960
2015-06-22,8948901170
2015-06-23,9154859770
2015-06-24,8938603240
2015-06-25,8856219800
2015-06-26,8815028080
2015-06-29,8567877760
2015-06-30,8598771550
2015-07-01,8660559130
2015-07-02,8639963270
2015-07-06,8536983970
2015-07-07,8784134290
2015-07-08,8516388110
2015-07-09,8938603240
2015-07-10,8969497030
2015-07-13,9154859770
2015-07-14,9082774260
2015-07-15,8990092890
2015-07-16,9216647350
2015-07-17,9175455630
2015-07-20,9082774260
2015-07-21,8948901170
2015-07-22,9093072190
2015-07-23,9051880470
2015-07-24,8979794960
2015-07-27,8845921870
2015-07-28,9010688750
2015-07-29,9134263910
2015-07-30,9226945280
2015-07-31,9175455630
2015-08-03,9093072190
2015-08-04,9350520440
2015-08-05,9597670760
2015-08-06,9391712160
2015-08-07,9144561840
2015-08-10,9206349420
2015-08-11,9103370120
2015-08-12,9165157700
2015-08-13,9309328720
2015-08-14,9350520440
2015-08-17,9432903880
2015-08-18,9082774260
2015-08-19,8979794960
2015-08-20,8660559130
2015-08-21,8176556420
2015-08-24,8022087470
2015-08-25,7980895750
2015-08-26,8197152279
2015-08-27,8485494320
2015-08-28,8485494320
2015-08-31,8578902750
2015-09-01,8318936000
2015-09-02,8485314719
2015-09-03,8516510730
2015-09-04,8526909400
2015-09-08,8599700090
2015-09-09,8474916050
2015-09-10,8838869500
2015-09-11,8953254870
2015-09-14,8797274820
2015-09-15,8880464180
2015-09-16,8932457530
2015-09-17,7965381219
2015-09-18,7809401169
2015-09-21,7622225110
2015-09-22,7455846390
2015-09-23,7279069000
2015-09-24,7102291610
2015-09-25,7071095600
2015-09-28,6447175400
2015-09-29,6343188700
2015-09-30,6311992690
2015-10-01,6426378060
2015-10-02,6509567420
2015-10-05,6613554120
2015-10-06,6332790030
2015-10-07,6415979390
2015-10-08,6499168750
2015-10-09,6530364760
2015-10-12,6509567420
2015-10-13,6374384710
2015-10-14,6291195350
2015-10-15,6561560770
2015-10-16,6571959440
2015-10-19,6759135500
2015-10-20,6582358110
2015-10-21,6467972740
2015-10-22,6353587370
2015-10-23,6426378060
2015-10-26,6322391360
2015-10-27,9015646890
2015-10-28,8381328019
2015-10-29,8194151960
2015-10-30,8194151960
2015-11-02,8246145310
2015-11-03,8204550630
2015-11-04,8235746640
2015-11-05,8142158610
2015-11-06,8152557280
2015-11-09,8142158610
2015-11-10,8110962600
2015-11-11,8090165260
2015-11-12,7986178560
2015-11-13,7902989200
2015-11-16,8048570580
2015-11-17,8027773240
2015-11-18,8027773240
2015-11-19,7975779890
2015-11-20,8017374569
2015-11-23,8017374569
2015-11-24,8194151960
2015-11-25,8225347969
2015-11-27,8173354619
2015-11-30,8072090760
2015-12-01,8082334530
2015-12-02,8082334530
2015-12-03,8102822069
2015-12-04,8092578300
2015-12-07,8123309610
2015-12-08,8143797150
2015-12-09,8143797150
2015-12-10,8072090760
2015-12-11,7990140600
2015-12-14,7949165519
2015-12-15,7990140600
2015-12-16,8092578300
2015-12-17,8072090760
2015-12-18,8031115680
2015-12-21,8061846990
2015-12-22,8041359450
2015-12-23,8082334530
2015-12-24,8051603219
2015-12-28,8031115680
2015-12-29,8051603219
2015-12-30,8031115680
2015-12-31,8031115680
2016-01-04,8092578300
2016-01-05,8082334530
2016-01-06,8072090760
2016-01-07,8000384369
2016-01-08,7949165519
2016-01-11,7928677980
2016-01-12,7938921750
2016-01-13,7867215360
2016-01-14,7867215360
2016-01-15,7826240280
2016-01-19,7826240280
2016-01-20,7764777660
2016-01-21,7897946669
2016-01-22,7990140600
2016-01-25,7897946669
2016-01-26,7969653060
2016-01-27,7918434210
2016-01-28,7867215360
2016-01-29,7979896830
2016-02-01,8113065840
2016-02-02,8061846990
2016-02-03,8041359450
2016-02-04,8041359450
2016-02-05,8102822069
2016-02-08,7938921750
2016-02-09,7949165519
2016-02-10,7969653060
2016-02-11,7938921750
2016-02-12,8010628140
2016-02-16,8020871910
2016-02-17,8061846990
2016-02-18,8082334530
2016-02-19,8123309610
2016-02-22,8143797150
2016-02-23,8133553380
2016-02-24,8143797150
2016-02-25,8154040919
2016-02-26,8154040919
2016-02-29,8287374150
2016-03-01,8276949780
2016-03-02,8308222890
2016-03-03,8308222890
2016-03-04,8370769110
2016-03-07,8349920369
2016-03-08,8339496000
2016-03-09,8360344740
2016-03-10,8329071630
2016-03-11,8308222890
2016-03-14,8308222890
2016-03-15,8297798519
2016-03-16,8318647260
2016-03-17,8329071630
2016-03-18,8308222890
2016-03-21,8329071630
2016-03-22,8318647260
2016-03-23,8339496000
2016-03-24,8412466590
2016-03-28,8464588440
2016-03-29,8485437180
2016-03-30,8454164069
2016-03-31,8495861550
2016-04-01,8537559030
2016-04-04,8527134660
2016-04-05,8485437180
2016-04-06,8475012810
2016-04-07,8433315330
2016-04-08,8360344740
2016-04-11,8391617850
2016-04-12,8381193480
2016-04-13,8349920369
2016-04-14,8339496000
2016-04-15,8308222890
2016-04-18,8370769110
2016-04-19,8381193480
2016-04-20,8433315330
2016-04-21,8381193480
2016-04-22,8381193480
2016-04-25,8412466590
2016-04-26,8402042219
2016-04-27,8422890960
2016-04-28,8381193480
2016-04-29,8391617850
2016-05-02,8381193480
2016-05-03,8370769110
2016-05-04,8349920369
2016-05-05,8339496000
2016-05-06,8287374150
2016-05-09,8412466590
2016-05-10,8443739700
2016-05-11,8339496000
2016-05-12,8349920369
2016-05-13,8287374150
2016-05-16,8308222890
2016-05-17,8203979190
2016-05-18,8193554819
2016-05-19,8047613640
2016-05-20,7985067419
2016-05-23,7995491790
2016-05-24,7953794310
2016-05-25,7985067419
2016-05-26,8162281710
2016-05-27,8078886750
2016-05-31,8040324600
2016-06-01,8082092520
2016-06-02,8113418460
2016-06-03,8061208560
2016-06-06,8113418460
2016-06-07,8050766579
2016-06-08,7946346779
2016-06-09,7904578860
2016-06-10,8176070340
2016-06-13,8186512320
2016-06-14,8176070340
2016-06-15,8165628360
2016-06-16,8155186379
2016-06-17,8123860440
2016-06-20,8082092520
2016-06-21,8082092520
2016-06-22,8071650540
2016-06-23,8113418460
2016-06-24,8050766579
2016-06-27,7883694900
2016-06-28,7967230740
2016-06-29,7988114700
2016-06-30,7821043020
2016-07-01,7633087379
2016-07-05,7622645400
2016-07-06,7737507179
2016-07-07,7612203420
2016-07-08,7413805800
2016-07-11,7184082240
2016-07-12,7173640260
2016-07-13,7152756300
2016-07-14,7330269960
2016-07-15,7507783620
2016-07-18,7319827979
2016-07-19,7382479860
2016-07-20,7194524220
2016-07-21,7163198279
2016-07-22,7121430360
2016-07-25,7225850160
2016-07-26,7278060060
2016-07-27,7278060060
2016-07-28,7278060060
2016-07-29,7309386000
2016-08-01,7330269960
2016-08-02,7319827979
2016-08-03,7288502040
2016-08-04,7225850160
2016-08-05,7288502040
2016-08-08,7330269960
2016-08-09,7372037879
2016-08-10,7810601040
2016-08-11,7894136879
2016-08-12,7883694900
2016-08-15,7946346779
2016-08-16,8040324600
2016-08-17,7967230740
2016-08-18,8061208560
2016-08-19,8092534500
2016-08-22,8071650540
2016-08-23,7988114700
2016-08-24,7800159060
2016-08-25,7800159060
2016-08-26,7758391140
2016-08-29,7754107760
2016-08-30,7785458600
2016-08-31,7869060840
2016-09-01,7879511120
2016-09-02,7931762520
2016-09-06,7900411679
2016-09-07,8098967000
2016-09-08,8579679879
2016-09-09,8516978200
2016-09-12,8485627360
2016-09-13,8496077640
2016-09-14,8443826240
2016-09-15,8422925679
2016-09-16,8391574840
2016-09-19,8370674279
2016-09-20,8402025120
2016-09-21,8464726800
2016-09-22,8485627360
2016-09-23,8454276520
2016-09-26,8402025120
2016-09-27,8433375960
2016-09-28,8067616160
2016-09-29,7910861960
2016-09-30,8036265320
2016-10-03,8025815040
2016-10-04,7931762520
2016-10-05,7921312240
2016-10-06,7701856360
2016-10-07,7743657479
2016-10-10,7670505520
2016-10-11,7701856360
2016-10-12,7461499920
2016-10-13,7524201600
2016-10-14,7377897679
2016-10-17,7356997120
2016-10-18,7336096560
2016-10-19,6959886479
2016-10-20,7430149079
2016-10-21,7356997120
2016-10-24,7346546840
2016-10-25,7325646279
2016-10-26,7095740120
2016-10-27,6991237320
2016-10-28,6928535640
2016-10-31,7012137879
2016-11-01,6803132279
2016-11-02,6803132279
2016-11-03,6719530040
2016-11-04,6740430600
2016-11-07,6803132279
2016-11-08,7168892079
2016-11-09,6970336760
2016-11-10,7356997120
2016-11-11,7597353560
2016-11-14,7586903279
2016-11-15,7816809440
2016-11-16,8172118960
2016-11-17,7952663079
2016-11-18,8015364760
2016-11-21,8088516720
2016-11-22,7994464200
2016-11-23,8151218400
2016-11-25,8203469800
2016-11-28,8116409039
2016-11-29,8419728450
2016-11-30,8325594839
2016-12-01,8346513420
2016-12-02,8377891289
2016-12-05,8430187739
2016-12-06,8492943480
2016-12-07,8451106320
2016-12-08,8524321350
2016-12-09,8827640760
2016-12-12,8660292120
2016-12-13,8754425730
2016-12-14,8723047860
2016-12-15,8764885020
2016-12-16,8607995670
2016-12-19,8545239930
2016-12-20,9005448690
2016-12-21,8859018630
2016-12-22,8827640760
2016-12-23,8775344310
2016-12-27,8702129280
2016-12-28,8628914250
2016-12-29,8628914250
2016-12-30,8618454960
2017-01-03,8555699220
2017-01-04,8649832830
2017-01-05,8566158510
2017-01-06,8785803600
2017-01-09,8838100050
2017-01-10,8702129280
2017-01-11,8994989400
2017-01-12,9099582300
2017-01-13,9057745140
2017-01-17,9068204430
2017-01-18,9047285850
2017-01-19,8994989400
2017-01-20,7551607380
2017-01-23,7216910100
2017-01-24,7269206550
2017-01-25,7216910100
2017-01-26,7091398620
2017-01-27,7248287970
2017-01-30,5982713880
2017-01-31,5878120980
2017-02-01,5512045830
2017-02-02,5491127250
2017-02-03,5512045830
2017-02-06,5532964410
2017-02-07,5532964410
2017-02-08,5574801570
2017-02-09,5731690920
2017-02-10,5867661690
2017-02-13,5961795300
2017-02-14,5982713880
2017-02-15,6055928910
2017-02-16,6139603230
2017-02-17,6212818260
2017-02-21,6223277550
2017-02-22,6233736840
2017-02-23,6181440390
2017-02-24,6244196130
2017-02-27,6275574000
2017-02-28,6275574000
2017-03-01,6191899680
2017-03-02,6035010330
2017-03-03,5700313050
2017-03-06,5474899980
2017-03-07,5244598260
2017-03-08,4867740900
2017-03-09,4878209160
2017-03-10,5056169580
2017-03-13,4951486980
2017-03-14,5098042620
2017-03-15,5150383920
2017-03-16,5276003040
2017-03-17,5077106100
2017-03-20,4930550460
2017-03-21,4689780480
2017-03-22,4658375700
2017-03-23,4773526560
2017-03-24,4783994820
2017-03-27,4815399600
2017-03-28,4742121780
2017-03-29,4689780480
2017-03-30,4626970920
2017-03-31,4449010500
2017-04-03,4386200940
2017-04-04,4407137460
2017-04-05,4459478760
2017-04-06,4804931340
2017-04-07,4815399600
2017-04-10,4825867860
2017-04-11,4972423500
2017-04-12,4783994820
2017-04-13,4752590040
2017-04-17,4783994820
2017-04-18,4679312220
2017-04-19,4271050079
2017-04-20,4155899220
2017-04-21,3977938800
2017-04-24,3904660979
2017-04-25,4155899220
2017-04-26,4187304000
2017-04-27,4134962700
2017-04-28,4187304000
2017-05-01,4438542240
2017-05-02,4302454860
2017-05-03,4250113560
2017-05-04,4166367479
2017-05-05,4302454860
2017-05-08,4239645300
2017-05-09,4260581820
2017-05-10,4302454860
2017-05-11,4197772260
2017-05-12,4134962700
2017-05-15,4302454860
2017-05-16,3957002279
2017-05-17,3841851420
2017-05-18,3590613179
2017-05-19,3622017960
2017-05-22,3768573600
2017-05-23,3705764040
2017-05-24,3831383160
2017-05-25,3873256200
2017-05-26,3841851420
2017-05-30,3622017960
2017-05-31,3569676660
2017-06-01,3695295779
2017-06-02,3852319679
2017-06-05,3932055000
2017-06-06,3575548680
2017-06-07,3575548680
2017-06-08,3701374439
2017-06-09,3145644000
2017-06-12,3166614960
2017-06-13,3260984280
2017-06-14,3219042360
2017-06-15,3093216600
2017-06-16,3145644000
2017-06-19,3523121280
2017-06-20,3428751960
2017-06-21,3344868120
2017-06-22,3229527840
2017-06-23,3260984280
2017-06-26,4246619400
2017-06-27,3921569520
2017-06-28,4120793639
2017-06-29,3030303720
2017-06-30,3093216600
2017-07-03,2820594120
2017-07-05,2600399040
2017-07-06,2474573280
2017-07-07,2485058760
2017-07-10,2453602320
2017-07-11,2359233000
2017-07-12,2359233000
2017-07-13,2338262040
2017-07-14,2443116840
2017-07-17,2422145880
2017-07-18,2705253840
2017-07-19,2757681240
2017-07-20,2663311920
2017-07-21,2600399040
2017-07-24,2610884520
2017-07-25,2558457120
2017-07-26,2506029720
2017-07-27,2432631360
2017-07-28,2390689440
2017-07-31,2348747520
2017-08-01,2485058760
2017-08-02,2516515200
2017-08-03,2506029720
2017-08-04,2443116840
2017-08-07,2558457120
2017-08-08,2464087800
2017-08-09,2464087800
2017-08-10,2359233000
2017-08-11,2422145880
2017-08-14,2443116840
2017-08-15,2422145880
2017-08-16,2390689440
2017-08-17,2338262040
2017-08-18,2327776560
2017-08-21,2359233000
2017-08-22,2348747520
2017-08-23,2359233000
2017-08-24,2369718480
2017-08-25,2380203960
2017-08-28,2369718480
2017-08-29,2453602320
2017-08-30,2474573280
2017-08-31,2537486160
2017-09-01,2537486160
2017-09-05,2537374840
2017-09-06,2537374840
2017-09-07,2642225040
2017-09-08,2621255000
2017-09-11,2610769980
2017-09-12,2505919780
2017-09-13,2631740020
2017-09-14,2621255000
2017-09-15,2757560260
2017-09-18,2862410460
2017-09-19,2516404800
2017-09-20,2558344880
2017-09-21,2537374840
2017-09-22,2505919780
2017-09-25,2495434760
2017-09-26,2401069580
2017-09-27,2390584560
2017-09-28,2128459060
2017-09-29,2055063920
2017-10-02,2149429100
2017-10-03,2201854200
2017-10-04,2191369180
2017-10-05,2180884160
2017-10-06,2055063920
2017-10-09,1981668779
2017-10-10,1950213720
2017-10-11,1866333560
2017-10-12,1730028300
2017-10-13,1824393479
2017-10-16,1950213720
2017-10-17,1897788620
2017-10-18,1939728700
2017-10-19,1918758660
2017-10-20,1866333560
2017-10-23,1866333560
2017-10-24,1876818579
2017-10-25,1866333560
2017-10-26,1750998340
2017-10-27,1646148140
2017-10-30,1688088220
2017-10-31,1730028300
2017-11-01,1761483360
2017-11-02,1667118180
2017-11-03,1614693080
2017-11-06,1656633160
2017-11-07,1604208060
2017-11-08,1593723040
2017-11-09,1499357860
2017-11-10,1646148140
2017-11-13,1667118180
2017-11-14,1572753000
2017-11-15,1551782960
2017-11-16,1614693080
2017-11-17,1667118180
2017-11-20,1635663120
2017-11-21,1719543279
2017-11-22,1771968379
2017-11-24,1719543279
2017-11-27,1709058260
2017-11-28,1981668779
2017-11-29,2264764320
2017-11-30,2107489020
2017-12-01,2013123840
2017-12-04,1973300640
2017-12-05,1847345280
2017-12-06,1878834119
2017-12-07,1878834119
2017-12-08,1994293200
2017-12-11,1973300640
2017-12-12,1899826680
2017-12-13,1920819240
2017-12-14,1899826680
2017-12-15,1941811800
2017-12-18,2015285760
2017-12-19,2025782040
2017-12-20,2025782040
2017-12-21,2088759719
2017-12-22,2109752280
2017-12-26,2120248560
2017-12-27,2109752280
2017-12-28,2099256000
2017-12-29,2067767160
2018-01-02,2235707640
2018-01-03,2214715080
2018-01-04,2183226240
2018-01-05,2130744840
2018-01-08,2078263440
2018-01-09,2151737400
2018-01-10,2246203920
2018-01-11,2456129520
2018-01-12,2508610920
2018-01-16,2340670440
2018-01-17,2414144400
2018-01-18,2424640680
2018-01-19,2424640680
2018-01-22,2403648120
2018-01-23,2435136960
2018-01-24,2330174160
2018-01-25,2340670440
2018-01-26,2340670440
2018-01-29,2340670440
2018-01-30,2183226240
2018-01-31,2288189040
2018-02-01,2235707640
2018-02-02,2162233680
2018-02-05,2099256000
2018-02-06,2172729960
2018-02-07,2183226240
2018-02-08,2099256000
2018-02-09,2109752280
2018-02-12,2099256000
2018-02-13,2141241119
2018-02-14,2151737400
2018-02-15,2183226240
2018-02-16,2235707640
2018-02-20,2309181600
2018-02-21,2120248560
2018-02-22,2235707640
2018-02-23,2193722520
2018-02-26,2183226240
2018-02-27,2130744840
2018-02-28,2067767160
2018-03-01,1973300640
2018-03-02,2004789480
2018-03-05,2056042950
2018-03-06,2003323900
2018-03-07,1897885800
2018-03-08,1855710560
2018-03-09,1834622939
2018-03-12,1792447700
2018-03-13,1802991510
2018-03-14,1718641030
2018-03-15,1760816270
2018-03-16,1697553410
2018-03-19,1665921980
2018-03-20,1602659120
2018-03-21,1623746740
2018-03-22,1623746740
2018-03-23,1571027690
2018-03-26,1571027690
2018-03-27,1560483880
2018-03-28,1760816270
2018-03-29,1771360080
2018-04-02,1718641030
2018-04-03,1739728650
2018-04-04,1708097220
2018-04-05,1739728650
2018-04-06,1697553410
2018-04-09,1697553410
2018-04-10,1739728650
2018-04-11,1729184839
2018-04-12,1718641030
2018-04-13,1771360080
2018-04-16,1802991510
2018-04-17,1802991510
2018-04-18,1739728650
2018-04-19,1687009600
2018-04-20,1665921980
2018-04-23,1634290550
2018-04-24,1708097220
2018-04-25,1676465790
2018-04-26,1760816270
2018-04-27,1708097220
2018-04-30,1760816270
2018-05-01,1729184839
2018-05-02,1739728650
2018-05-03,1708097220
2018-05-04,1718641030
2018-05-07,1739728650
2018-05-08,1718641030
2018-05-09,1718641030
2018-05-10,1697553410
2018-05-11,1697553410
2018-05-14,1729184839
2018-05-15,1760816270
2018-05-16,1876798180
2018-05-17,1781903889
2018-05-18,1781903889
2018-05-21,1792447700
2018-05-22,1750272460
2018-05-23,1771360080
2018-05-24,1750272460
2018-05-25,1750272460
2018-05-29,1729184839
2018-05-30,1729184839
2018-05-31,1687009600
2018-06-01,1655378170
2018-06-04,1679777760
2018-06-05,1743165600
2018-06-06,1774859520
2018-06-07,1764294880
2018-06-08,1795988800
2018-06-11,1838247359
2018-06-12,1817118080
2018-06-13,1795988800
2018-06-14,1869941280
2018-06-15,1880505920
2018-06-18,2007281600
2018-06-19,2028410880
2018-06-20,2060104800
2018-06-21,2081234080
2018-06-22,2134057280
2018-06-25,2229139040
2018-06-26,2070669440
2018-06-27,2091798720
2018-06-28,1859376640
2018-06-29,1827682720
2018-07-02,1774859520
2018-07-03,1795988800
2018-07-05,1785424159
2018-07-06,1838247359
2018-07-09,1785424159
2018-07-10,1795988800
2018-07-11,1774859520
2018-07-12,1743165600
2018-07-13,1743165600
2018-07-16,1732600959
2018-07-17,1764294880
2018-07-18,1859376640
2018-07-19,1912199840
2018-07-20,1922764480
2018-07-23,1933329120
2018-07-24,1922764480
2018-07-25,1996716959
2018-07-26,2007281600
2018-07-27,2049540159
2018-07-30,2070669440
2018-07-31,2123492640
2018-08-01,1996716959
2018-08-02,2007281600
2018-08-03,1943893759
2018-08-06,1753730240
2018-08-07,1817118080
2018-08-08,1838247359
2018-08-09,1626954560
2018-08-10,1563566720
2018-08-13,1479049600
2018-08-14,1415661760
2018-08-15,1426226400
2018-08-16,1489614240
2018-08-17,1542437440
2018-08-20,1531872800
2018-08-21,1521308160
2018-08-22,1574131360
2018-08-23,1553002080
2018-08-24,1553002080
2018-08-27,1521308160
2018-08-28,1521308160
2018-08-29,1489614240
2018-08-30,1479049600
2018-08-31,1447355680
2018-09-04,1450001150
2018-09-05,1428833250
2018-09-06,1312409800
2018-09-07,1365329550
2018-09-10,1322993750
2018-09-11,1418249300
2018-09-12,1407665350
2018-09-13,1375913500
2018-09-14,1365329550
2018-09-17,1407665350
2018-09-18,1407665350
2018-09-19,1407665350
2018-09-20,1397081400
2018-09-21,1322993750
