,XRX
2013-11-26,9002397225
2013-11-27,9023636450
2013-11-29,9096456650
2013-12-02,9223892000
2013-12-03,9041841500
2013-12-04,8856756825
2013-12-05,8826415075
2013-12-06,9017568100
2013-12-09,9145003450
2013-12-10,9169276850
2013-12-11,8920474500
2013-12-12,8953850425
2013-12-13,9057012375
2013-12-16,9199618600
2013-12-17,9184447725
2013-12-18,9393805800
2013-12-19,9418079200
2013-12-20,9496967750
2013-12-23,9615300575
2013-12-24,9736667575
2013-12-26,9776111850
2013-12-27,9751838450
2013-12-30,9712394175
2013-12-31,9727565050
2014-01-02,9247905660
2014-01-03,9309794130
2014-01-06,9386417950
2014-01-07,9465988840
2014-01-08,9380523810
2014-01-09,9356947250
2014-01-10,9309794130
2014-01-13,9480724190
2014-01-14,9519036100
2014-01-15,9619236480
2014-01-16,9657548390
2014-01-17,9471882980
2014-01-21,9424729860
2014-01-22,9362841390
2014-01-23,9130022860
2014-01-24,8726274270
2014-01-27,8237060650
2014-01-28,8446302620
2014-01-29,8237060650
2014-01-30,8578920770
2014-01-31,8425673130
2014-02-03,8083813010
2014-02-04,8060236450
2014-02-05,7998347980
2014-02-06,8036659890
2014-02-07,8083813010
2014-02-10,8074971800
2014-02-11,8207589950
2014-02-12,8275372559
2014-02-13,8378520010
2014-02-14,8322525680
2014-02-18,8322525680
2014-02-19,8293054980
2014-02-20,8340208100
2014-02-21,8340208100
2014-02-24,8369678800
2014-02-25,8284213770
2014-02-26,8346102240
2014-02-27,8540608860
2014-02-28,8531767650
2014-03-03,8440408480
2014-03-04,8587761980
2014-03-05,8478720390
2014-03-06,8611338540
2014-03-07,8487561600
2014-03-10,8425673130
2014-03-11,8331366890
2014-03-12,8378520010
2014-03-13,8231166510
2014-03-14,8231166510
2014-03-17,8322525680
2014-03-18,8425673130
2014-03-19,8322525680
2014-03-20,8511138160
2014-03-21,8696803570
2014-03-24,8525873510
2014-03-25,8578920770
2014-03-26,8502296950
2014-03-27,8469879180
2014-03-28,8587761980
2014-03-31,8773427390
2014-04-01,8746944470
2014-04-02,8793378150
2014-04-03,8999427605
2014-04-04,8778867625
2014-04-07,8738238155
2014-04-08,8784671835
2014-04-09,8784671835
2014-04-10,8648272900
2014-04-11,8456733970
2014-04-14,8677293950
2014-04-15,8648272900
2014-04-16,8793378150
2014-04-17,8738238155
2014-04-21,8770161310
2014-04-22,8860126565
2014-04-23,9144532855
2014-04-24,9167749695
2014-04-25,8976210765
2014-04-28,9176456010
2014-04-29,9257714950
2014-04-30,9243204425
2014-05-01,9237400215
2014-05-02,9196770745
2014-05-05,9159043380
2014-05-06,8961700240
2014-05-07,9045861285
2014-05-08,9112609700
2014-05-09,9051665495
2014-05-12,9182260220
2014-05-13,9243204425
2014-05-14,9159043380
2014-05-15,9069078125
2014-05-16,9121316015
2014-05-19,9304148630
2014-05-20,9176456010
2014-05-21,9060371810
2014-05-22,9037154970
2014-05-23,9219987585
2014-05-27,9289638105
2014-05-28,9327365470
2014-05-29,9405722304
2014-05-30,9443449670
2014-06-02,9489883350
2014-06-03,9527610715
2014-06-04,9556631765
2014-06-05,9489883350
2014-06-06,9823625425
2014-06-09,9878765420
2014-06-10,9817821215
2014-06-11,9748170695
2014-06-12,9655303335
2014-06-13,9640792810
2014-06-16,9603065445
2014-06-17,9756877010
2014-06-18,9724953855
2014-06-19,9510198085
2014-06-20,9443449670
2014-06-23,9574044395
2014-06-24,9457960195
2014-06-25,9672715965
2014-06-26,9434743355
2014-06-27,9565338080
2014-06-30,9510198085
2014-07-01,9371016515
2014-07-02,9339415907
2014-07-03,9422726600
2014-07-07,9241741302
2014-07-08,9233122955
2014-07-09,9437090512
2014-07-10,9385380427
2014-07-11,9626694157
2014-07-14,9612330245
2014-07-15,9557747377
2014-07-16,9724368762
2014-07-17,9695640937
2014-07-18,9824916150
2014-07-21,9807679455
2014-07-22,9885244582
2014-07-23,9672658677
2014-07-24,9718623197
2014-07-25,9951318580
2014-07-28,9913972407
2014-07-29,9824916150
2014-07-30,10097830487
2014-07-31,10034629272
2014-08-01,9870880670
2014-08-04,9936954667
2014-08-05,9899608495
2014-08-06,9830661715
2014-08-07,9787569977
2014-08-08,9982919187
2014-08-11,10112194400
2014-08-12,10140922225
2014-08-13,10278815785
2014-08-14,10181141180
2014-08-15,10135176660
2014-08-18,10209869005
2014-08-19,10181141180
2014-08-20,10247215177
2014-08-21,10293179697
2014-08-22,10284561350
2014-08-25,10301798045
2014-08-26,10344889782
2014-08-27,10376490390
2014-08-28,10413836562
2014-08-29,10451182735
2014-09-02,10474164995
2014-09-03,10635040815
2014-09-04,10307543610
2014-09-05,10241469612
2014-09-08,10135176660
2014-09-09,10195505092
2014-09-10,10316161957
2014-09-11,10293179697
2014-09-12,10255833525
2014-09-15,10140922225
2014-09-16,10367872042
2014-09-17,10520129515
2014-09-18,10505765602
2014-09-19,10580457947
2014-09-22,10330525870
2014-09-23,10278815785
2014-09-24,10278815785
2014-09-25,10034629272
2014-09-26,9997283100
2014-09-29,10020265360
2014-09-30,10014519795
2014-10-01,9722044730
2014-10-02,9648692100
2014-10-03,9699474690
2014-10-06,9654334610
2014-10-07,9485059310
2014-10-08,9730508495
2014-10-09,9485059310
2014-10-10,9321426520
2014-10-13,9208576320
2014-10-14,9499165585
2014-10-15,9448382995
2014-10-16,9239610125
2014-10-17,9425812954
2014-10-20,9425812954
2014-10-21,9812324890
2014-10-22,9075977335
2014-10-23,9499165585
2014-10-24,9327069030
2014-10-27,9530199390
2014-10-28,9676904650
2014-10-29,9617658295
2014-10-30,9521735625
2014-10-31,9871571245
2014-11-03,9877213755
2014-11-04,9781291085
2014-11-05,9781291085
2014-11-06,9885677520
2014-11-07,9998527720
2014-11-10,9936460110
2014-11-11,10049310310
2014-11-12,10057774075
2014-11-13,9998527720
2014-11-14,9981600190
2014-11-17,10026740270
2014-11-18,10131126704
2014-11-19,9981600190
2014-11-20,10063416585
2014-11-21,10094450390
2014-11-24,10167803020
2014-11-25,10227049375
2014-11-26,10322972045
2014-11-28,10376575890
2014-12-01,10280653220
2014-12-02,10286295730
2014-12-03,10562778720
2014-12-04,10554314954
2014-12-05,10644595115
2014-12-08,10449928520
2014-12-09,10385039655
2014-12-10,10108556665
2014-12-11,10235513140
2014-12-12,9981600190
2014-12-15,9916711325
2014-12-16,9922353835
2014-12-17,10004170230
2014-12-18,10322972045
2014-12-19,10376575890
2014-12-22,10385039655
2014-12-23,10458392285
2014-12-24,10466856050
2014-12-26,10509174875
2014-12-29,10509174875
2014-12-30,10413252204
2014-12-31,10303223260
2015-01-02,10053815942
2015-01-05,9834591140
2015-01-06,9701391260
2015-01-07,9826266147
2015-01-08,10095440905
2015-01-09,10037165957
2015-01-12,9934491050
2015-01-13,9987216002
2015-01-14,10031615962
2015-01-15,9790191180
2015-01-16,9942816042
2015-01-20,9870666107
2015-01-21,9928941055
2015-01-22,10214765797
2015-01-23,10089890910
2015-01-26,10045490950
2015-01-27,9920616062
2015-01-28,9679191280
2015-01-29,9915066067
2015-01-30,9629241325
2015-02-02,9781866187
2015-02-03,9817941155
2015-02-04,9804066167
2015-02-05,9840141135
2015-02-06,9817941155
2015-02-09,9795741175
2015-02-10,9862341115
2015-02-11,9848466127
2015-02-12,9920616062
2015-02-13,10067690930
2015-02-17,10009415982
2015-02-18,10112090890
2015-02-19,10053815942
2015-02-20,10234190780
2015-02-23,10175915832
2015-02-24,10220315792
2015-02-25,10014965977
2015-02-26,9767991200
2015-02-27,9978891010
2015-03-02,9928941055
2015-03-03,9817941155
2015-03-04,9773541195
2015-03-05,9884541095
2015-03-06,9607041345
2015-03-09,9693066267
2015-03-10,9321216602
2015-03-11,9410016522
2015-03-12,9262941655
2015-03-13,9321216602
2015-03-16,9423891510
2015-03-17,9379491550
2015-03-18,9496041445
2015-03-19,9387816542
2015-03-20,9634791320
2015-03-23,9679191280
2015-03-24,9673641285
2015-03-25,9432216502
2015-03-26,9410016522
2015-03-27,9204666707
2015-03-30,9387816542
2015-03-31,9393366537
2015-04-01,9077023400
2015-04-02,9147725200
2015-04-06,9278251600
2015-04-07,9283690200
2015-04-08,9384304300
2015-04-09,9406058700
2015-04-10,9498514900
2015-04-13,9427813100
2015-04-14,9378865700
2015-04-15,9392462200
2015-04-16,9256497200
2015-04-17,9234742800
2015-04-20,9321760400
2015-04-21,9164041000
2015-04-22,9256497200
2015-04-23,9414216600
2015-04-24,8590268700
2015-04-27,8323777300
2015-04-28,8402637000
2015-04-29,8261233400
2015-04-30,8239479000
2015-05-01,8253075500
2015-05-04,8432549300
2015-05-05,8274829900
2015-05-06,8152461400
2015-05-07,8108952600
2015-05-08,8147022800
2015-05-11,8051847300
2015-05-12,7994742000
2015-05-13,8051847300
2015-05-14,8095356100
2015-05-15,8147022800
2015-05-18,8225882500
2015-05-19,8108952600
2015-05-20,8209566700
2015-05-21,8244917600
2015-05-22,8195970200
2015-05-26,8030092900
2015-05-27,8187812300
2015-05-28,8239479000
2015-05-29,8182373700
2015-06-01,8209566700
2015-06-02,8225882500
2015-06-03,8261233400
2015-06-04,8103514000
2015-06-05,8068163100
2015-06-08,7915882300
2015-06-09,7902285800
2015-06-10,8068163100
2015-06-11,8147022800
2015-06-12,8002899900
2015-06-15,7915882300
2015-06-16,7910443700
2015-06-17,7959391100
2015-06-18,7981145500
2015-06-19,7945794600
2015-06-22,7972987600
2015-06-23,8060005200
2015-06-24,7872373500
2015-06-25,7888689300
2015-06-26,7866934900
2015-06-29,7722812000
2015-06-30,7622197900
2015-07-01,7352496585
2015-07-02,7268886105
2015-07-06,7247983485
2015-07-07,7281950242
2015-07-08,7070311215
2015-07-09,7049408595
2015-07-10,7146083212
2015-07-13,7221855210
2015-07-14,7247983485
2015-07-15,7187888452
2015-07-16,7302852862
2015-07-17,7454396857
2015-07-20,7509266235
2015-07-21,7289788725
2015-07-22,7365560722
2015-07-23,7441332720
2015-07-24,7530168855
2015-07-27,7310691345
2015-07-28,7336819620
2015-07-29,7407365962
2015-07-30,7412591617
2015-07-31,7585038232
2015-08-03,7530168855
2015-08-04,7571974095
2015-08-05,7564135612
2015-08-06,7551071475
2015-08-07,7488363615
2015-08-10,7757484847
2015-08-11,7626843472
2015-08-12,7579812577
2015-08-13,7538007337
2015-08-14,7605940852
2015-08-17,7828031190
2015-08-18,7791451605
2015-08-19,7736582227
2015-08-20,7592876715
2015-08-21,7357722240
2015-08-24,6835156740
2015-08-25,6649645987
2015-08-26,6856059360
2015-08-27,7041570112
2015-08-28,7096439490
2015-08-31,6999764872
2015-09-01,6733256467
2015-09-02,6863897842
2015-09-03,6897864600
2015-09-04,6822092602
2015-09-08,7172211487
2015-09-09,7041570112
2015-09-10,7096439490
2015-09-11,7180049970
2015-09-14,7104277972
2015-09-15,7281950242
2015-09-16,7310691345
2015-09-17,7281950242
2015-09-18,7125180592
2015-09-21,7234919347
2015-09-22,7112116455
2015-09-23,7007603355
2015-09-24,6952733977
2015-09-25,6939669840
2015-09-28,6636581850
2015-09-29,6532068750
2015-09-30,6696676882
2015-10-01,6431203800
2015-10-02,6570462150
2015-10-05,6651485190
2015-10-06,6656549130
2015-10-07,6904682190
2015-10-08,7023684780
2015-10-09,7036344630
2015-10-12,6978109320
2015-10-13,6945193710
2015-10-14,6757827930
2015-10-15,6871766580
2015-10-16,6803403390
2015-10-19,6798339450
2015-10-20,6823659150
2015-10-21,6778083690
2015-10-22,6864170670
2015-10-23,6897086280
2015-10-26,6689464740
2015-10-27,6198262560
2015-10-28,6243838020
2015-10-29,6231178170
2015-10-30,6264093780
2015-11-02,6464119410
2015-11-03,6497035020
2015-11-04,6431203800
2015-11-05,6423607890
2015-11-06,6504630930
2015-11-09,6456523500
2015-11-10,6416011980
2015-11-11,6836319000
2015-11-12,6757827930
2015-11-13,6724912320
2015-11-16,6803403390
2015-11-17,6856574760
2015-11-18,7031280690
2015-11-19,6957853560
2015-11-20,6978109320
2015-11-23,7170539040
2015-11-24,7076856150
2015-11-25,7064196300
2015-11-27,7092047970
2015-11-30,7036344630
2015-12-01,7130027520
2015-12-02,6917342040
2015-12-03,6909746130
2015-12-04,6990769170
2015-12-07,6783147630
2015-12-08,6750232020
2015-12-09,6684400800
2015-12-10,6783147630
2015-12-11,6697060650
2015-12-14,6578058060
2015-12-15,6684400800
2015-12-16,6851510820
2015-12-17,6798339450
2015-12-18,6770487780
2015-12-21,6871766580
2015-12-22,7137623430
2015-12-23,7218646470
2015-12-24,7256626020
2015-12-28,7104707820
2015-12-29,7137623430
2015-12-30,7150283280
2015-12-31,7092047970
2016-01-04,6873428905
2016-01-05,6858233410
2016-01-06,6772125605
2016-01-07,6584714500
2016-01-08,6399835977
2016-01-11,6273206852
2016-01-12,6359314657
2016-01-13,6151642892
2016-01-14,6126317067
2016-01-15,6070600252
2016-01-19,5943971127
2016-01-20,5845200410
2016-01-21,6032611515
2016-01-22,6052872175
2016-01-25,6070600252
2016-01-26,6192164212
2016-01-27,6159240640
2016-01-28,6159240640
2016-01-29,6506204442
2016-02-01,6290934930
2016-02-02,5971829535
2016-02-03,6164305805
2016-02-04,6252946192
2016-02-05,6311195590
2016-02-08,6037676680
2016-02-09,5845200410
2016-02-10,5926243050
2016-02-11,5797081342
2016-02-12,5852798157
2016-02-16,6017416020
2016-02-17,6131382232
2016-02-18,6232685532
2016-02-19,6245348445
2016-02-22,6399835977
2016-02-23,6339053997
2016-02-24,6384640482
2016-02-25,6432759550
2016-02-26,6445422462
2016-02-29,6412498890
2016-03-01,6625235820
2016-03-02,6805049177
2016-03-03,6939276050
2016-03-04,7005123195
2016-03-07,6951938962
2016-03-08,6837972750
2016-03-09,7032981602
2016-03-10,6972199622
2016-03-11,7192534300
2016-03-14,7065905175
2016-03-15,7045644515
2016-03-16,7065905175
2016-03-17,7139350067
2016-03-18,7179871387
2016-03-21,7111491660
2016-03-22,7139350067
2016-03-23,7045644515
2016-03-24,7093763582
2016-03-28,7119089407
2016-03-29,7225457872
2016-03-30,7225457872
2016-03-31,7445792550
2016-04-01,7407106040
2016-04-04,7341242580
2016-04-05,7328576530
2016-04-06,7381773940
2016-04-07,7267779490
2016-04-08,7328576530
2016-04-11,7328576530
2016-04-12,7434971350
2016-04-13,7475502710
2016-04-14,7447637400
2016-04-15,7467903080
2016-04-18,7508434440
2016-04-19,7495768390
2016-04-20,7467903080
2016-04-21,7447637400
2016-04-22,7455237030
2016-04-25,6459685500
2016-04-26,6548347850
2016-04-27,6675008350
2016-04-28,6561013900
2016-04-29,6406488090
2016-05-02,6439419820
2016-05-03,6320358950
2016-05-04,6307692900
2016-05-05,6201298080
2016-05-06,6327958580
2016-05-09,6239296230
2016-05-10,6340624630
2016-05-11,6201298080
2016-05-12,6165833140
2016-05-13,6026506590
2016-05-16,6087303630
2016-05-17,6099969680
2016-05-18,6079704000
2016-05-19,6039172640
2016-05-20,6099969680
2016-05-23,6079704000
2016-05-24,6193698450
2016-05-25,6353290680
2016-05-26,6414087720
2016-05-27,6561013900
2016-05-31,6654742670
2016-06-01,6659809090
2016-06-02,6766203910
2016-06-03,6713006500
2016-06-06,6875131940
2016-06-07,6859932680
2016-06-08,6834600580
2016-06-09,6753537860
2016-06-10,6626877360
2016-06-13,6581279580
2016-06-14,6492617230
2016-06-15,6614211310
2016-06-16,6474884760
2016-06-17,6520482540
2016-06-20,6533148590
2016-06-21,6561013900
2016-06-22,6528082170
2016-06-23,6687674400
2016-06-24,6307692900
2016-06-27,5980908810
2016-06-28,6054371900
2016-06-29,6140501040
2016-06-30,6333025000
2016-07-01,6241980900
2016-07-05,6168486200
2016-07-06,6221706500
2016-07-07,6262255300
2016-07-08,6368695900
2016-07-11,6343352900
2016-07-12,6457396400
2016-07-13,6416847600
2016-07-14,6442190600
2016-07-15,6442190600
2016-07-18,6490342300
2016-07-19,6388970300
2016-07-20,6551165500
2016-07-21,6523288200
2016-07-22,6535959700
2016-07-25,6604385800
2016-07-26,6642400300
2016-07-27,6677880500
2016-07-28,6617057300
2016-07-29,6878090200
2016-08-01,6769115300
2016-08-02,6551165500
2016-08-03,6637331700
2016-08-04,6568905600
2016-08-05,6677880500
2016-08-08,6670277600
2016-08-09,6637331700
2016-08-10,6589180000
2016-08-11,6609454400
2016-08-12,6523288200
2016-08-15,6568905600
2016-08-16,6535959700
2016-08-17,6462465000
2016-08-18,6477670800
2016-08-19,6470067900
2016-08-22,6482739400
2016-08-23,6515685300
2016-08-24,6462465000
2016-08-25,6490342300
2016-08-26,6495410900
2016-08-29,6470067900
2016-08-30,6551165500
2016-08-31,6576508500
2016-09-01,6589180000
2016-09-02,6604385800
2016-09-06,6543562600
2016-09-07,6596782900
2016-09-08,6609454400
2016-09-09,6404176100
2016-09-12,6551165500
2016-09-13,6535959700
2016-09-14,6495410900
2016-09-15,6551165500
2016-09-16,6543562600
2016-09-19,6576508500
2016-09-20,6551165500
2016-09-21,6637331700
2016-09-22,6682949100
2016-09-23,6624660200
2016-09-26,6662674700
2016-09-27,6695620600
2016-09-28,6731100800
2016-09-29,6796992600
2016-09-30,6764046700
2016-10-03,6759329745
2016-10-04,6571711440
2016-10-05,6660449827
2016-10-06,6685803652
2016-10-07,6612277560
2016-10-10,6652843680
2016-10-11,6518468407
2016-10-12,6546357615
2016-10-13,6379022370
2016-10-14,6444942315
2016-10-17,6391699282
2016-10-18,6485508435
2016-10-19,6485508435
2016-10-20,6424659255
2016-10-21,6346062397
2016-10-24,6465225375
2016-10-25,6419588490
2016-10-26,6444942315
2016-10-27,6391699282
2016-10-28,6571711440
2016-10-31,6526074555
2016-11-01,6346062397
2016-11-02,6351133162
2016-11-03,6244647097
2016-11-04,6125484120
2016-11-07,6219293272
2016-11-08,6199010212
2016-11-09,6351133162
2016-11-10,6399305430
2016-11-11,6346062397
2016-11-14,6358739310
2016-11-15,6406911577
2016-11-16,6379022370
2016-11-17,6399305430
2016-11-18,6305496277
2016-11-21,6358739310
2016-11-22,6219293272
2016-11-23,6191404065
2016-11-25,6264930157
2016-11-28,6346062397
2016-11-29,6318173190
2016-11-30,6244647097
2016-12-01,6313102425
2016-12-02,6346062397
2016-12-05,6224364037
2016-12-06,6211687125
2016-12-07,6333385485
2016-12-08,6358739310
2016-12-09,6318173190
2016-12-12,6211687125
2016-12-13,6211687125
2016-12-14,6011391907
2016-12-15,6031674967
2016-12-16,6097594912
2016-12-19,6097594912
2016-12-20,6166050240
2016-12-21,6072241087
2016-12-22,6018998055
2016-12-23,5978431935
2016-12-27,5970825787
2016-12-28,5851662810
2016-12-29,5823773602
2016-12-30,5831379750
2017-01-03,7001287280
2017-01-04,7265486800
2017-01-05,7235002240
2017-01-06,7123225520
2017-01-09,7082579440
2017-01-10,7143548560
2017-01-11,7113064000
2017-01-12,7052094880
2017-01-13,7163871600
2017-01-17,7041933360
2017-01-18,7133387040
2017-01-19,7052094880
2017-01-20,7052094880
2017-01-23,7001287280
2017-01-24,7052094880
2017-01-25,7113064000
2017-01-26,7072417920
2017-01-27,7092740960
2017-01-30,7062256400
2017-01-31,7041933360
2017-02-01,7184194640
2017-02-02,7285809840
2017-02-03,7265486800
2017-02-06,7184194640
2017-02-07,7184194640
2017-02-08,7478878720
2017-02-09,7377263520
2017-02-10,7417909600
2017-02-13,7377263520
2017-02-14,7600816960
2017-02-15,7590655440
2017-02-16,7519524800
2017-02-17,7560170880
2017-02-21,7560170880
2017-02-22,7580493920
2017-02-23,7651624560
2017-02-24,7661786080
2017-02-27,7560170880
2017-02-28,7560170880
2017-03-01,7509363280
2017-03-02,7407748080
2017-03-03,7478878720
2017-03-06,7570332400
2017-03-07,7478878720
2017-03-08,7560170880
2017-03-09,7499201760
2017-03-10,7478878720
2017-03-13,7428071120
2017-03-14,7438232640
2017-03-15,7407748080
2017-03-16,7529686320
2017-03-17,7478878720
2017-03-20,7550009360
2017-03-21,7316294400
2017-03-22,7295971360
2017-03-23,7316294400
2017-03-24,7306132880
2017-03-27,7255325280
2017-03-28,7458555680
2017-03-29,7387425040
2017-03-30,7499201760
2017-03-31,7458555680
2017-04-03,7371597000
2017-04-04,7330926120
2017-04-05,7280087520
2017-04-06,7249584360
2017-04-07,7239416640
2017-04-10,7198745760
2017-04-11,7198745760
2017-04-12,7147907160
2017-04-13,7147907160
2017-04-17,7137739440
2017-04-18,7137739440
2017-04-19,7056397680
2017-04-20,7086900840
2017-04-21,7036062240
2017-04-24,7178410320
2017-04-25,7107236280
2017-04-26,7219081200
2017-04-27,7239416640
2017-04-28,7310590680
2017-05-01,7178410320
2017-05-02,7158074880
2017-05-03,7076733120
2017-05-04,7046229960
2017-05-05,7188578040
2017-05-08,7229248920
2017-05-09,7158074880
2017-05-10,7219081200
2017-05-11,7198745760
2017-05-12,7168242600
2017-05-15,7269919800
2017-05-16,7259752080
2017-05-17,6995391360
2017-05-18,7107236280
2017-05-19,7117404000
2017-05-22,7097068560
2017-05-23,7066565400
2017-05-24,7137739440
2017-05-25,7107236280
2017-05-26,7117404000
2017-05-30,7198745760
2017-05-31,7188578040
2017-06-01,7219081200
2017-06-02,7198745760
2017-06-05,7097068560
2017-06-06,7117404000
2017-06-07,7158074880
2017-06-08,7117404000
2017-06-09,7056397680
2017-06-12,7178410320
2017-06-13,7127571720
2017-06-14,7046229960
2017-06-15,7064023470
2017-06-16,7244500500
2017-06-19,7318216470
2017-06-20,7201287690
2017-06-21,7086900840
2017-06-22,7109778210
2017-06-23,7229248920
2017-06-26,7419893670
2017-06-27,7366513140
2017-06-28,7445312970
2017-06-29,7402100160
2017-06-30,7302964890
2017-07-03,7342613500
2017-07-05,7240809500
2017-07-06,7215358500
2017-07-07,7324797800
2017-07-10,7350248800
2017-07-11,7355339000
2017-07-12,7390970400
2017-07-13,7441872400
2017-07-14,7487684200
2017-07-17,7469868500
2017-07-18,7457143000
2017-07-19,7477503800
2017-07-20,7485139100
2017-07-21,7495319500
2017-07-24,7777825600
2017-07-25,7897445300
2017-07-26,7760009900
2017-07-27,7782915800
2017-07-28,7744739300
2017-07-31,7805821700
2017-08-01,8261394600
2017-08-02,8284300499
2017-08-03,8169771000
2017-08-04,8200312200
2017-08-07,8274120099
2017-08-08,8223218100
2017-08-09,8220672999
2017-08-10,8001794400
2017-08-11,8057786600
2017-08-14,8177406300
2017-08-15,8215582800
2017-08-16,8248669099
2017-08-17,8106143500
2017-08-18,8004339500
2017-08-21,7948347300
2017-08-22,8017065000
2017-08-23,8103598400
2017-08-24,8157045499
2017-08-25,8210492599
2017-08-28,8223218100
2017-08-29,8205402400
2017-08-30,8220672999
2017-08-31,8213037700
2017-09-01,8286845600
2017-09-05,8174861199
2017-09-06,8182496500
2017-09-07,8113778800
2017-09-08,8032335600
2017-09-11,8159590600
2017-09-12,8347927999
2017-09-13,8327567200
2017-09-14,8350473100
2017-09-15,8307206400
2017-09-18,8218127900
2017-09-19,8256304399
2017-09-20,8368288800
2017-09-21,8381014300
2017-09-22,8431916300
2017-09-25,8462457500
2017-09-26,8579532100
2017-09-27,8640614500
2017-09-28,8617708600
2017-09-29,8472637900
2017-10-02,8519451360
2017-10-03,8427789600
2017-10-04,8366681760
2017-10-05,8409966480
2017-10-06,8381958720
2017-10-09,8303027760
2017-10-10,8328489360
2017-10-11,8336127840
2017-10-12,8328489360
2017-10-13,8404874159
2017-10-16,8425243440
2017-10-17,8338674000
2017-10-18,8361589440
2017-10-19,8427789600
2017-10-20,8499082080
2017-10-23,8473620480
2017-10-24,8516905200
2017-10-25,8427789600
2017-10-26,7803980400
2017-10-27,7760695680
2017-10-30,7697041680
2017-10-31,7717410960
2017-11-01,7712318640
2017-11-02,7506079680
2017-11-03,7399140960
2017-11-06,7404233280
2017-11-07,7279471440
2017-11-08,7478071920
2017-11-09,7452610320
2017-11-10,7427148720
2017-11-13,7172532720
2017-11-14,7149617280
2017-11-15,7172532720
2017-11-16,7195448160
2017-11-17,7220909760
2017-11-20,7256556000
2017-11-21,7238732880
2017-11-22,7203086640
2017-11-24,7254009840
2017-11-27,7187809680
2017-11-28,7383864000
2017-11-29,7460248800
2017-11-30,7551910560
2017-12-01,7567187520
2017-12-04,7478071920
2017-12-05,7495895040
2017-12-06,7546818240
2017-12-07,7534087440
2017-12-08,7534087440
2017-12-11,7534087440
2017-12-12,7572279840
2017-12-13,7490802720
2017-12-14,7462794960
2017-12-15,7549364400
2017-12-18,7714864800
2017-12-19,7641026160
2017-12-20,7635933840
2017-12-21,7564641360
2017-12-22,7531541280
2017-12-26,7488256560
2017-12-27,7506079680
2017-12-28,7498441200
2017-12-29,7422056400
2018-01-02,7479364200
2018-01-03,7469177800
2018-01-04,7560855400
2018-01-05,7616880600
2018-01-08,7706011600
2018-01-09,7688185400
2018-01-10,7728931000
2018-01-11,8113467600
2018-01-12,8345208200
2018-01-16,8238251000
2018-01-17,8128747200
2018-01-18,7988684200
2018-01-19,8098188000
2018-01-22,8312102400
2018-01-23,8296822800
2018-01-24,8240797600
2018-01-25,8245890800
2018-01-26,8360487800
2018-01-29,8363034400
2018-01-30,8322288800
2018-01-31,8691545800
2018-02-01,8340115000
2018-02-02,8054895800
2018-02-05,7991230800
2018-02-06,7856261000
2018-02-07,7940298800
2018-02-08,7588868000
2018-02-09,7540482600
2018-02-12,7627067000
2018-02-13,7428432200
2018-02-14,7586321400
2018-02-15,7767130000
2018-02-16,7779863000
2018-02-20,7902099800
2018-02-21,7736570800
2018-02-22,7698371800
2018-02-23,7861354200
2018-02-26,7925019200
2018-02-27,7703465000
2018-02-28,7721291200
2018-03-01,7779863000
2018-03-02,7655079600
2018-03-05,7713651400
2018-03-06,7649986400
2018-03-07,7596507800
2018-03-08,7596507800
2018-03-09,7619427200
2018-03-12,7560855400
2018-03-13,7981044400
2018-03-14,7830795000
2018-03-15,7907193000
2018-03-16,7919926000
2018-03-19,7688185400
2018-03-20,7848621200
2018-03-21,7858807600
2018-03-22,7588868000
2018-03-23,7334208000
2018-03-26,7487004000
2018-03-27,7385140000
2018-03-28,7346941000
2018-03-29,7329114800
2018-04-02,7152353700
2018-04-03,7116668400
2018-04-04,7216077450
2018-04-05,7208430600
2018-04-06,7131962100
2018-04-09,7017259350
2018-04-10,7218626400
2018-04-11,7200783750
2018-04-12,7195685850
2018-04-13,7180392150
2018-04-16,7407248700
2018-04-17,7641752100
2018-04-18,7715671650
2018-04-19,7730965350
2018-04-20,8039388300
2018-04-23,7952724000
2018-04-24,7825276500
2018-04-25,7809982800
2018-04-26,7753905900
2018-04-27,7973115600
2018-04-30,8016447750
2018-05-01,8230559550
2018-05-02,7488815100
2018-05-03,7216077450
2018-05-04,7233920100
2018-05-07,7254311700
2018-05-08,7233920100
2018-05-09,7348622850
2018-05-10,7476070350
2018-05-11,7690182150
2018-05-14,7358818650
2018-05-15,7267056450
2018-05-16,7277252250
2018-05-17,7256860650
2018-05-18,7185490050
2018-05-21,7131962100
2018-05-22,7170196350
2018-05-23,7144706850
2018-05-24,7165098450
2018-05-25,7114119450
2018-05-29,7073336250
2018-05-30,7080983100
2018-05-31,6928046100
2018-06-01,6971378250
2018-06-04,6976476150
2018-06-05,7055493600
2018-06-06,7055493600
2018-06-07,7004514600
2018-06-08,7114119450
2018-06-11,7167647400
2018-06-12,7068238350
2018-06-13,7030004100
2018-06-14,7070787300
2018-06-15,6986671950
2018-06-18,6943339800
2018-06-19,7017259350
2018-06-20,6945888750
2018-06-21,6741972750
2018-06-22,6729228000
2018-06-25,6487077750
2018-06-26,6456490350
2018-06-27,6247476450
2018-06-28,6150616350
2018-06-29,6117480000
2018-07-02,6081218000
2018-07-03,6101321200
2018-07-05,6078705100
2018-07-06,6128963100
2018-07-09,6287275800
2018-07-10,6350098300
2018-07-11,6284762900
2018-07-12,6322456400
2018-07-13,6350098300
2018-07-16,6274711300
