,CHD
2018-08-30,13852566000
2018-08-31,13901706000
2018-09-04,13877136000
2018-09-05,14176890000
2018-09-06,14280084000
2018-09-07,14420133000
2018-09-10,14368536000
2018-09-11,14496300000
2018-09-12,14601951000
2018-09-13,14606865000
2018-09-14,14631435000
2018-09-17,14692860000
2018-09-18,14673204000
2018-09-19,14493843000
2018-09-20,14658462000
2018-09-21,14751828000
2018-09-24,14520870000
2018-09-25,14498757000
2018-09-26,14594580000
2018-09-27,14469273000
2018-09-28,14587209000
2018-10-01,14685030000
2018-10-02,14830524000
2018-10-03,14571594000
2018-10-04,14376780000
2018-10-05,14596254000
2018-10-08,14746680000
2018-10-09,14652972000
2018-10-10,13799736000
2018-10-11,13530942000
2018-10-12,13826862000
2018-10-15,14068530000
2018-10-16,14428566000
2018-10-17,14428566000
2018-10-18,14566662000
2018-10-19,14877378000
2018-10-22,14768874000
2018-10-23,14662836000
2018-10-24,14776272000
2018-10-25,14618448000
2018-10-26,14310198000
2018-10-29,14519808000
2018-10-30,14852718000
2018-10-31,14640642000
2018-11-01,15996942000
2018-11-02,16290396000
2018-11-05,16421094000
2018-11-06,16739207999
2018-11-07,16302726000
2018-11-08,15888438000
2018-11-09,16164630000
2018-11-12,16278066000
2018-11-13,16162164000
2018-11-14,16147368000
2018-11-15,16228746000
2018-11-16,16127640000
2018-11-19,15984611999
2018-11-20,15885972000
2018-11-21,16159698000
2018-11-23,16260804000
2018-11-26,16186824000
2018-11-27,16327385999
2018-11-28,16361909999
2018-11-29,16265735999
2018-11-30,16322454000
2018-12-03,16376706000
2018-12-04,16423559999
2018-12-06,16453152000
2018-12-07,16475346000
2018-12-10,16418628000
2018-12-11,16867440000
2018-12-12,16729344000
2018-12-13,17059788000
2018-12-14,16948818000
2018-12-17,16144902000
2018-12-18,16157231999
2018-12-19,15969816000
2018-12-20,15945156000
2018-12-21,16004340000
2018-12-24,15451956000
2018-12-26,15994476000
2018-12-27,16204085999
2018-12-28,16213950000
2018-12-31,16183536000
2019-01-02,15856223000
2019-01-03,15821769000
2019-01-04,16011266000
2019-01-07,16213067999
2019-01-08,16173692000
2019-01-09,16198301999
2019-01-10,16496083000
2019-01-11,16525615000
2019-01-14,16412409000
2019-01-15,16582217999
2019-01-16,16579757000
2019-01-17,16584679000
2019-01-18,16823396000
2019-01-22,16301663999
2019-01-23,16122011000
2019-01-24,15824230000
2019-01-25,15649499000
2019-01-28,15656882000
2019-01-29,15681492000
2019-01-30,15553520000
2019-01-31,15900521000
2019-02-01,15915287000
2019-02-04,16087557000
2019-02-05,14879206000
2019-02-06,15450158000
2019-02-07,15400938000
2019-02-08,15587974000
2019-02-11,15794698000
2019-02-12,15787315000
2019-02-13,15952201999
2019-02-14,15836534999
2019-02-15,15920209000
2019-02-19,15986655999
2019-02-20,15981734000
2019-02-21,16279515000
2019-02-22,16311508000
2019-02-25,16070330000
2019-02-26,16144159999
2019-02-27,16178613999
2019-02-28,16193380000
2019-03-01,16139238000
2019-03-04,16215529000
2019-03-05,16151542999
2019-03-06,16085096000
2019-03-07,16151542999
2019-03-08,16156465000
2019-03-11,16353345000
2019-03-12,16341040000
2019-03-13,16473934000
2019-03-14,16471473000
2019-03-15,16587140000
2019-03-18,16454246000
2019-03-19,16336117999
2019-03-20,16198301999
2019-03-21,16432096999
2019-03-22,16513309999
2019-03-25,16737261000
2019-03-26,16924296999
2019-03-27,17067034999
2019-03-28,17706895000
2019-03-29,17529703000
2019-04-01,17733408000
2019-04-02,17743264000
2019-04-03,17775296000
2019-04-04,17900960000
2019-04-05,17817184000
2019-04-08,17829504000
2019-04-09,17989664000
2019-04-10,18041408000
2019-04-11,18159680000
2019-04-12,18206496000
2019-04-15,18176928000
2019-04-16,18127648000
2019-04-17,18147360000
2019-04-18,18191712000
2019-04-22,18172000000
2019-04-23,18095616000
2019-04-24,18056192000
2019-04-25,18085760000
2019-04-26,18263168000
2019-04-29,18181856000
2019-04-30,18467680000
2019-05-01,18144896000
2019-05-02,18396224000
2019-05-03,18317376000
2019-05-06,18196640000
2019-05-07,17957632000
2019-05-08,18031552000
2019-05-09,17900960000
2019-05-10,18112864000
2019-05-13,18211424000
2019-05-14,17856608000
2019-05-15,18137504000
2019-05-16,18258240000
2019-05-17,18204032000
2019-05-20,18226208000
2019-05-21,18233600000
2019-05-22,18268096000
2019-05-23,18524352000
2019-05-24,18408544000
2019-05-28,18009376000
2019-05-29,18078368000
2019-05-30,18447968000
2019-05-31,18334624000
2019-06-03,18719008000
2019-06-04,18507104000
2019-06-05,18977728000
2019-06-06,19174848000
2019-06-07,19214272000
2019-06-10,19044256000
2019-06-11,18896416000
2019-06-12,18921056000
2019-06-13,18958016000
2019-06-14,19012224000
2019-06-17,19054112000
2019-06-18,18807712000
2019-06-19,18773216000
2019-06-20,18815104000
2019-06-21,18711616000
2019-06-24,18755968000
2019-06-25,18546528000
2019-06-26,17918208000
2019-06-27,18021696000
2019-06-28,18001984000
2019-07-01,18152140000
2019-07-02,18228648000
2019-07-03,18519872000
2019-07-05,18344644000
2019-07-08,18280476000
2019-07-09,18186692000
2019-07-10,18354516000
2019-07-11,18534680000
2019-07-12,18581572000
2019-07-15,18579104000
2019-07-16,18596380000
2019-07-17,18611188000
2019-07-18,18912284000
2019-07-19,18638336000
2019-07-22,18598848000
2019-07-23,18510000000
2019-07-24,18265668000
2019-07-25,18381664000
2019-07-26,18717312000
2019-07-29,18786416000
2019-07-30,18912284000
2019-07-31,18618592000
2019-08-01,18344644000
2019-08-02,18342176000
2019-08-05,18297752000
2019-08-06,18426088000
2019-08-07,18727184000
2019-08-08,19052960000
2019-08-09,18927092000
2019-08-12,19006068000
2019-08-13,19356524000
2019-08-14,19168956000
2019-08-15,19494732000
2019-08-16,19669960000
2019-08-19,19667492000
2019-08-20,19309632000
2019-08-21,19470052000
2019-08-22,19576176000
2019-08-23,19373800000
2019-08-26,19534220000
2019-08-27,19674896000
2019-08-28,19813104000
2019-08-29,19726724000
2019-08-30,19689704000
2019-09-03,19711916000
2019-09-04,19790892000
2019-09-05,19127000000
2019-09-06,18732120000
2019-09-09,18174352000
2019-09-10,17665944000
2019-09-11,17737516000
2019-09-12,17930020000
2019-09-13,17764664000
2019-09-16,17863384000
2019-09-17,17954700000
2019-09-18,17969508000
2019-09-19,17959636000
2019-09-20,17967040000
2019-09-23,18102780000
2019-09-24,18223712000
2019-09-25,18120056000
2019-09-26,18421152000
2019-09-27,18672888000
2019-09-30,18456372000
2019-10-01,18534868000
2019-10-02,18360705000
2019-10-03,18431842000
2019-10-04,18655065000
2019-10-07,18655065000
2019-10-08,18561851000
2019-10-09,18623176000
2019-10-10,18552039000
2019-10-11,18181636000
2019-10-14,18073704000
2019-10-15,17857840000
2019-10-16,17904447000
2019-10-17,18093328000
2019-10-18,18125217000
2019-10-21,18078610000
2019-10-22,18196354000
2019-10-23,18466184000
2019-10-24,18581475000
2019-10-25,18370517000
2019-10-28,18299380000
2019-10-29,18066345000
2019-10-30,18498073000
2019-10-31,17156282000
2019-11-01,16871734000
2019-11-04,16474348000
2019-11-05,16501330999
2019-11-06,16560203000
2019-11-07,16481707000
2019-11-08,16577374000
2019-11-11,16565109000
2019-11-12,16447365000
2019-11-13,16771161000
2019-11-14,16685305999
2019-11-15,16523408000
2019-11-18,16685305999
2019-11-19,16901170000
2019-11-20,17092504000
2019-11-21,16915887999
2019-11-22,16886452000
2019-11-25,16874187000
2019-11-26,17048350000
2019-11-27,17220060000
2019-11-29,17229872000
2019-12-02,17124393000
2019-12-03,16955136000
2019-12-04,17205342000
2019-12-05,17107221999
2019-12-06,17232325000
2019-12-09,17256855000
2019-12-10,17011554999
2019-12-11,17023820000
2019-12-12,17060615000
2019-12-13,17168546999
2019-12-16,16906076000
2019-12-17,16861921999
2019-12-18,16830033000
2019-12-19,17045896999
2019-12-20,17232325000
2019-12-23,17207795000
2019-12-24,17256855000
2019-12-26,17261761000
2019-12-27,17342710000
2019-12-30,17256855000
2019-12-31,17277960000
2020-01-02,17199368000
2020-01-03,17258312000
2020-01-06,17324624000
2020-01-07,17157616000
2020-01-08,17002888000
2020-01-09,17130600000
2020-01-10,17216560000
2020-01-13,17393392000
2020-01-14,17479352000
2020-01-15,17643904000
2020-01-16,17604608000
2020-01-17,17683200000
2020-01-21,17806000000
2020-01-22,17737232000
2020-01-23,17432688000
2020-01-24,17513736000
2020-01-27,17776528000
2020-01-28,17688112000
2020-01-29,17855120000
2020-01-30,17874768000
2020-01-31,18228432000
2020-02-03,18447016000
2020-02-04,18356144000
2020-02-05,18238256000
2020-02-06,18164576000
2020-02-07,18294744000
2020-02-10,18555080000
2020-02-11,18365968000
2020-02-12,18587008000
2020-02-13,18596832000
2020-02-14,18771208000
2020-02-18,18702440000
2020-02-19,18611568000
2020-02-20,18741736000
2020-02-21,18815416000
2020-02-24,18545256000
2020-02-25,18361056000
2020-02-26,18280008000
2020-02-27,17648816000
2020-02-28,17074111999
2020-03-02,18410176000
2020-03-03,17943536000
2020-03-04,18781032000
2020-03-05,18427368000
2020-03-06,18341408000
2020-03-09,17373744000
2020-03-10,17872312000
2020-03-11,16801496000
2020-03-12,15573496000
2020-03-13,15544024000
2020-03-16,14841608000
2020-03-17,16870264000
2020-03-18,17039727999
2020-03-19,16381520000
2020-03-20,16148200000
2020-03-23,14949672000
2020-03-24,15411400000
2020-03-25,14809680000
2020-03-26,15448240000
2020-03-27,15219832000
2020-03-30,15917336000
2020-03-31,15801116000
2020-04-01,15707560000
2020-04-02,16315673999
2020-04-03,16655430000
2020-04-06,16953332000
2020-04-07,16497862000
2020-04-08,16891782000
2020-04-09,16837618000
2020-04-13,16766219999
2020-04-14,17760868000
2020-04-15,17726400000
2020-04-16,17886430000
2020-04-17,18108010000
2020-04-20,17891354000
2020-04-21,17369410000
2020-04-22,17581142000
2020-04-23,17396492000
2020-04-24,17566370000
2020-04-27,17598376000
2020-04-28,17091204000
2020-04-29,16832694000
2020-04-30,17231538000
2020-05-01,17534364000
2020-05-04,17709166000
2020-05-05,18078466000
2020-05-06,17689470000
2020-05-07,17819956000
2020-05-08,18058770000
2020-05-11,18216338000
2020-05-12,18066156000
2020-05-13,18083390000
2020-05-14,17923360000
2020-05-15,18120320000
2020-05-18,17994758000
2020-05-19,17753482000
2020-05-20,17763330000
2020-05-21,17472814000
2020-05-22,17709166000
2020-05-26,17307860000
2020-05-27,17952904000
2020-05-28,18228648000
2020-05-29,18482234000
2020-06-01,18538860000
2020-06-02,18679194000
2020-06-03,18499468000
2020-06-04,18285274000
2020-06-05,18167098000
2020-06-08,18403450000
2020-06-09,18447766000
2020-06-10,18588100000
2020-06-11,18322204000
2020-06-12,17992296000
2020-06-15,18186794000
2020-06-16,18400988000
2020-06-17,18556094000
2020-06-18,19159284000
2020-06-19,19085424000
2020-06-22,19092810000
2020-06-23,18984482000
2020-06-24,18772750000
2020-06-25,18893388000
2020-06-26,18748130000
2020-06-29,18888464000
2020-06-30,19147210000
2020-07-01,19295830000
2020-07-02,19392433000
2020-07-06,19285922000
2020-07-07,19580685000
2020-07-08,19880402000
2020-07-09,20244521000
2020-07-10,20504606000
2020-07-13,20343601000
2020-07-14,20925696000
2020-07-15,20955420000
2020-07-16,20856340000
2020-07-17,21022299000
2020-07-20,20878633000
2020-07-21,20930650000
2020-07-22,21089178000
2020-07-23,21356694000
2020-07-24,21269999000
2020-07-27,21592009000
2020-07-28,21849617000
2020-07-29,22122087000
2020-07-30,22307862000
2020-07-31,23860941000
2020-08-03,23137657000
2020-08-04,23791585000
2020-08-05,23737091000
2020-08-06,23561224000
2020-08-07,23521592000
2020-08-10,23477006000
2020-08-11,22964267000
2020-08-12,23489391000
2020-08-13,23469575000
2020-08-14,23348202000
2020-08-17,23727183000
2020-08-18,23893142000
2020-08-19,23851033000
2020-08-20,23912958000
2020-08-21,23903050000
2020-08-24,23935251000
2020-08-25,23803970000
2020-08-26,23756907000
2020-08-27,23803970000
2020-08-28,23509207000
2020-08-31,23737091000
2020-09-01,23613241000
2020-09-02,24314232000
2020-09-03,23348202000
2020-09-04,23110410000
2020-09-08,22763630000
2020-09-09,23293708000
2020-09-10,23008853000
2020-09-11,23003899000
2020-09-14,22966744000
2020-09-15,22870141000
2020-09-16,22778492000
2020-09-17,22803262000
2020-09-18,22372264000
2020-09-21,22203828000
2020-09-22,22686843000
2020-09-23,22691797000
2020-09-24,22934543000
2020-09-25,23023715000
2020-09-28,23150042000
2020-09-29,22998945000
2020-09-30,23230709000
2020-10-01,23079490000
2020-10-02,22601043000
2020-10-05,22491967000
2020-10-06,22273815000
2020-10-07,22541547000
2020-10-08,22593606000
2020-10-09,22995204000
2020-10-12,23121633000
2020-10-13,23595122000
2020-10-14,23419113000
2020-10-15,23575290000
2020-10-16,23101801000
2020-10-19,22891086000
2020-10-20,22866296000
2020-10-21,22853901000
2020-10-22,22556421000
2020-10-23,22784489000
2020-10-26,22784489000
2020-10-27,22863817000
2020-10-28,21874696000
2020-10-29,21582174000
2020-10-30,21911881000
2020-11-02,21790410000
2020-11-03,22063100000
2020-11-04,22253983000
2020-11-05,22318437000
2020-11-06,22434950000
2020-11-09,21029357000
2020-11-10,21398728000
2020-11-11,21668939000
2020-11-12,21691250000
2020-11-13,21661502000
2020-11-16,21807763000
2020-11-17,21619359000
2020-11-18,21319400000
2020-11-19,21368980000
2020-11-20,21309484000
2020-11-23,21138433000
2020-11-24,20736835000
2020-11-25,21215282000
2020-11-27,21386333000
2020-11-30,21758183000
2020-12-01,21775536000
2020-12-02,21383854000
2020-12-03,21465661000
2020-12-04,21403686000
2020-12-07,21507804000
2020-12-08,21589611000
2020-12-09,21428476000
2020-12-10,21153307000
2020-12-11,21282215000
2020-12-14,21334274000
2020-12-15,21359064000
2020-12-16,21485493000
2020-12-17,21619359000
2020-12-18,21852385000
2020-12-21,21453266000
2020-12-22,21458224000
2020-12-23,21552426000
2020-12-24,21532594000
2020-12-28,21686292000
2020-12-29,21587132000
2020-12-30,21495409000
2020-12-31,21388796000
2021-01-04,21234320000
2021-01-05,21043064000
2021-01-06,21074940000
2021-01-07,20817480000
2021-01-08,20940080000
2021-01-11,20822384000
2021-01-12,20564924000
2021-01-13,20714496000
2021-01-14,20721852000
2021-01-15,20900848000
2021-01-19,20881232000
2021-01-20,20778248000
2021-01-21,20856712000
2021-01-22,20822384000
2021-01-25,21361824000
2021-01-26,21577600000
2021-01-27,21523656000
2021-01-28,21310332000
2021-01-29,20702236000
2021-02-01,20594348000
2021-02-02,20275588000
2021-02-03,20354052000
2021-02-04,20145632000
2021-02-05,20319724000
2021-02-08,20187316000
2021-02-09,20339340000
2021-02-10,20410448000
2021-02-11,20282944000
2021-02-12,20336888000
2021-02-16,20025484000
2021-02-17,20292752000
2021-02-18,20486460000
2021-02-19,19971540000
2021-02-22,19743504000
2021-02-23,19868556000
2021-02-24,19505660000
2021-02-25,19466428000
2021-02-26,19309500000
2021-03-01,19294788000
2021-03-02,19424744000
2021-03-03,19231036000
2021-03-04,19105984000
2021-03-05,19606192000
2021-03-08,19819516000
2021-03-09,19716532000
2021-03-10,19897980000
2021-03-11,19983800000
2021-03-12,20327080000
2021-03-15,20327080000
2021-03-16,20449680000
2021-03-17,20145632000
2021-03-18,20170152000
2021-03-19,20373668000
2021-03-22,20721852000
2021-03-23,21016092000
2021-03-24,20736564000
2021-03-25,21087200000
2021-03-26,21418220000
2021-03-29,21719816000
2021-03-30,21557984000
2021-03-31,21418220000
2021-04-01,21217156000
2021-04-05,21447644000
2021-04-06,21629092000
2021-04-07,21543272000
2021-04-08,21408412000
2021-04-09,21280908000
2021-04-12,21432932000
2021-04-13,21278456000
2021-04-14,21305428000
2021-04-15,21489328000
2021-04-16,21562888000
2021-04-19,21415768000
2021-04-20,21864484000
2021-04-21,22041028000
2021-04-22,21977276000
2021-04-23,21469712000
2021-04-26,21104364000
2021-04-27,20785604000
2021-04-28,20694880000
2021-04-29,21082296000
2021-04-30,21023448000
2021-05-03,21442740000
2021-05-04,21925784000
2021-05-05,21648708000
2021-05-06,21695296000
2021-05-07,21437836000
2021-05-10,21918428000
2021-05-11,21599668000
2021-05-12,21430480000
2021-05-13,21734528000
2021-05-14,21712460000
2021-05-17,21648708000
2021-05-18,21538368000
2021-05-19,21504040000
2021-05-20,21425576000
2021-05-21,21378988000
2021-05-24,21381440000
2021-05-25,21310332000
2021-05-26,21249032000
2021-05-27,20918012000
2021-05-28,21020996000
2021-06-01,20810124000
2021-06-02,20866520000
2021-06-03,21138692000
2021-06-04,21202444000
2021-06-07,21092104000
2021-06-08,20873876000
2021-06-09,20729208000
2021-06-10,20775796000
2021-06-11,20765988000
2021-06-14,20729208000
2021-06-15,20888588000
2021-06-16,20655648000
2021-06-17,20954792000
2021-06-18,20518336000
2021-06-21,20584540000
2021-06-22,20582088000
2021-06-23,20363860000
2021-06-24,20395736000
2021-06-25,20653196000
2021-06-28,20856712000
2021-06-29,20827288000
2021-06-30,20904466000
2021-07-01,20825970000
2021-07-02,20916731000
2021-07-06,20978056000
2021-07-07,21250339000
2021-07-08,21220903000
2021-07-09,21336194000
2021-07-12,21223356000
2021-07-13,21103159000
2021-07-14,21085988000
2021-07-15,21208638000
2021-07-16,21422049000
2021-07-19,21466203000
2021-07-20,21338647000
2021-07-21,20835782000
2021-07-22,20889748000
2021-07-23,21213544000
2021-07-26,21203732000
2021-07-27,21353365000
2021-07-28,21169390000
2021-07-29,21319023000
2021-07-30,21238074000
2021-08-02,20997680000
2021-08-03,20884842000
2021-08-04,20548781000
2021-08-05,20543875000
2021-08-06,20485003000
2021-08-09,20637089000
2021-08-10,20637089000
2021-08-11,20666525000
2021-08-12,20683696000
2021-08-13,20875030000
2021-08-16,21147313000
2021-08-17,21240527000
2021-08-18,20789175000
2021-08-19,21191467000
2021-08-20,21100706000
2021-08-23,20830876000
2021-08-24,20394242000
2021-08-25,20202908000
2021-08-26,20207814000
2021-08-27,20288763000
2021-08-30,20497268000
2021-08-31,20521798000
2021-09-01,20686149000
2021-09-02,20681243000
2021-09-03,20700867000
2021-09-07,20602747000
2021-09-08,20752380000
2021-09-09,20472738000
2021-09-10,20288763000
2021-09-13,20443302000
2021-09-14,20534063000
2021-09-15,20519345000
2021-09-16,20480097000
2021-09-17,20504627000
2021-09-20,20531610000
2021-09-21,20634636000
2021-09-22,20411413000
2021-09-23,20426131000
2021-09-24,20354994000
2021-09-27,20251968000
2021-09-28,20433490000
2021-09-29,20668978000
2021-09-30,20155337000
2021-10-01,20074784000
2021-10-04,19950293000
2021-10-05,19820920000
2021-10-06,20194393000
2021-10-07,20255418000
2021-10-08,20296915000
2021-10-11,20260300000
2021-10-12,20152896000
2021-10-13,20289592000
2021-10-14,20350617000
2021-10-15,20370145000
2021-10-18,20240772000
2021-10-19,20340853000
2021-10-20,20406760000
2021-10-21,20455580000
2021-10-22,20670388000
2021-10-25,20445816000
2021-10-26,20650860000
2021-10-27,20523928000
2021-10-28,20819289000
2021-10-29,21324576000
2021-11-01,21392924000
2021-11-02,21741987000
2021-11-03,21702931000
2021-11-04,21810335000
2021-11-05,21671198000
2021-11-08,21585763000
2021-11-09,21886006000
2021-11-10,22066640000
2021-11-11,22039789000
2021-11-12,21949472000
2021-11-15,22252156000
2021-11-16,22237510000
2021-11-17,22332709000
2021-11-18,22266802000
2021-11-19,22513343000
2021-11-22,22884375000
2021-11-23,22977133000
2021-11-24,22794058000
2021-11-26,22784294000
2021-11-29,22884375000
2021-11-30,21817658000
2021-12-01,22134988000
2021-12-02,22227746000
2021-12-03,22537753000
2021-12-06,22982015000
2021-12-07,22686654000
2021-12-08,23189500000
2021-12-09,23321314000
2021-12-10,23348165000
2021-12-13,23863216000
2021-12-14,23899831000
2021-12-15,24190310000
2021-12-16,24785914000
2021-12-17,23943769000
2021-12-20,24126844000
2021-12-21,24019440000
2021-12-22,24263540000
2021-12-23,24295273000
2021-12-27,24497876000
2021-12-28,24453938000
2021-12-29,24649218000
2021-12-30,24756622000
2021-12-31,24866500000
2022-01-03,24674846000
2022-01-04,24701532000
2022-01-05,24876204000
2022-01-06,24917446000
2022-01-07,25133360000
2022-01-10,24939280000
2022-01-11,24701532000
2022-01-12,24890760000
2022-01-13,25058154000
2022-01-14,25283772000
2022-01-18,25041172000
2022-01-19,24970818000
2022-01-20,24740348000
2022-01-21,25084840000
2022-01-24,24847092000
2022-01-25,24655438000
2022-01-26,24005270000
2022-01-27,23934916000
2022-01-28,24987800000
2022-01-31,24902890000
2022-02-01,24781590000
2022-02-02,25033894000
2022-02-03,24997504000
2022-02-04,24497748000
2022-02-07,24536564000
2022-02-08,24454080000
2022-02-09,24376448000
2022-02-10,23947046000
2022-02-11,23750540000
2022-02-14,23670482000
2022-02-15,23454568000
2022-02-16,23296878000
2022-02-17,23520070000
2022-02-18,23964028000
2022-02-22,23464272000
2022-02-23,23362380000
2022-02-24,23061556000
2022-02-25,23944620000
2022-02-28,23738410000
2022-03-01,23505514000
2022-03-02,23527348000
2022-03-03,24065920000
2022-03-04,24427394000
2022-03-07,24674846000
2022-03-08,23124632000
2022-03-09,23546756000
2022-03-10,23270192000
2022-03-11,23083390000
2022-03-14,23442438000
2022-03-15,24005270000
2022-03-16,23554034000
2022-03-17,23600128000
2022-03-18,23517644000
2022-03-21,23663204000
2022-03-22,23740836000
2022-03-23,23566164000
2022-03-24,23590424000
2022-03-25,23767522000
2022-03-28,24073198000
2022-03-29,24216332000
2022-03-30,24073198000
2022-03-31,24109588000
2022-04-01,24589936000
2022-04-04,24456506000
2022-04-05,24478340000
2022-04-06,24764608000
2022-04-07,25089692000
2022-04-08,25096970000
2022-04-11,25225548000
2022-04-12,25208566000
2022-04-13,24951410000
2022-04-14,24902890000
2022-04-18,24553546000
2022-04-19,24830110000
2022-04-20,25007208000
2022-04-21,24978096000
2022-04-22,24936854000
2022-04-25,25237678000
2022-04-26,24888334000
2022-04-27,25269216000
2022-04-28,24357040000
2022-04-29,23668056000
2022-05-02,23347824000
2022-05-03,23207116000
2022-05-04,23418178000
2022-05-05,22993628000
2022-05-06,23224098000
2022-05-09,23862136000
2022-05-10,23774800000
2022-05-11,23697168000
2022-05-12,23699594000
2022-05-13,23811190000
2022-05-16,23930064000
2022-05-17,23498236000
2022-05-18,21880094000
2022-05-19,21402172000
2022-05-20,21530750000
2022-05-23,21700570000
2022-05-24,21938318000
2022-05-25,21855834000
2022-05-26,21787906000
2022-05-27,21914058000
2022-05-31,21848556000
2022-06-01,21438562000
2022-06-02,21608382000
2022-06-03,21528324000
2022-06-06,21390042000
2022-06-07,21351226000
2022-06-08,21220222000
2022-06-09,20858748000
2022-06-10,20839340000
2022-06-13,20584610000
2022-06-14,19893200000
2022-06-15,19771900000
2022-06-16,19941720000
2022-06-17,19924738000
2022-06-21,20841766000
2022-06-22,21249334000
2022-06-23,21996542000
2022-06-24,22224586000
2022-06-27,22292514000
2022-06-28,22108138000
2022-06-29,22406536000
2022-06-30,22497848000
2022-07-01,22883900000
2022-07-05,23058716000
2022-07-06,23063572000
2022-07-07,23126700000
2022-07-08,22995588000
2022-07-11,23097564000
2022-07-12,22990732000
2022-07-13,23320940000
2022-07-14,23267524000
2022-07-15,23206824000
2022-07-18,22818344000
2022-07-19,22845052000
2022-07-20,22641100000
2022-07-21,22626532000
2022-07-22,22837768000
2022-07-25,22857192000
2022-07-26,22876616000
2022-07-27,22934888000
2022-07-28,23359788000
2022-07-29,21359116000
2022-08-01,21512080000
2022-08-02,21138168000
2022-08-03,21257140000
2022-08-04,21116316000
2022-08-05,21123600000
2022-08-08,21276564000
2022-08-09,21218292000
2022-08-10,21388252000
2022-08-11,21266852000
2022-08-12,21293560000
2022-08-15,21298416000
2022-08-16,21453808000
2022-08-17,21427100000
2022-08-18,21543644000
2022-08-19,21536360000
2022-08-22,21407676000
2022-08-23,21033764000
2022-08-24,21065328000
2022-08-25,21055616000
2022-08-26,20710840000
2022-08-29,20715696000
2022-08-30,20570016000
2022-08-31,20324788000
2022-09-01,20604008000
2022-09-02,20438904000
2022-09-06,19479844000
2022-09-07,19797912000
2022-09-08,19627952000
2022-09-09,19802768000
2022-09-12,19970300000
2022-09-13,19135068000
2022-09-14,18826712000
2022-09-15,18705312000
2022-09-16,18583912000
2022-09-19,18596052000
2022-09-20,18229424000
2022-09-21,18134732000
2022-09-22,18258560000
2022-09-23,18263416000
2022-09-26,18273128000
2022-09-27,17777816000
2022-09-28,17969628000
2022-09-29,17704976000
2022-09-30,17402784000
2022-10-03,17758440000
2022-10-04,17868060000
2022-10-05,17663436000
2022-10-06,17495352000
2022-10-07,17227392000
2022-10-10,17337012000
2022-10-11,17517276000
2022-10-12,17509968000
2022-10-13,17809596000
2022-10-14,17661000000
2022-10-17,18021528000
2022-10-18,17987424000
2022-10-19,17933832000
2022-10-20,17590356000
2022-10-21,17829084000
2022-10-24,18067812000
2022-10-25,18421032000
2022-10-26,18650016000
2022-10-27,18637836000
2022-10-28,18603732000
2022-10-31,18058068000
2022-11-01,17938704000
2022-11-02,17653692000
2022-11-03,17412528000
2022-11-04,17393040000
2022-11-07,17748696000
2022-11-08,17753568000
2022-11-09,17668308000
2022-11-10,18255384000
2022-11-11,18140892000
2022-11-14,18143328000
2022-11-15,18394236000
2022-11-16,18343080000
2022-11-17,18326028000
2022-11-18,18615912000
2022-11-21,18903360000
2022-11-22,19022724000
2022-11-23,19139652000
2022-11-25,19217604000
2022-11-28,19363764000
2022-11-29,19363764000
2022-11-30,19943532000
2022-12-01,20033664000
2022-12-02,20235852000
2022-12-05,19583004000
2022-12-06,19595184000
2022-12-07,19658520000
2022-12-08,19768140000
2022-12-09,19495308000
2022-12-12,19777884000
2022-12-13,19972764000
2022-12-14,20026356000
2022-12-15,19875324000
2022-12-16,19514796000
2022-12-19,19461204000
2022-12-20,19444152000
2022-12-21,19729164000
2022-12-22,19936224000
2022-12-23,19989816000
2022-12-27,19953276000
2022-12-28,19712112000
2022-12-29,19872888000
2022-12-30,19636596000
2023-01-03,19996476000
2023-01-04,20184202000
2023-01-05,19986724000
2023-01-06,20379242000
2023-01-09,20052550000
2023-01-10,19818502000
2023-01-11,19923336000
2023-01-12,19842882000
2023-01-13,19969658000
2023-01-17,20654736000
2023-01-18,20006228000
2023-01-19,19638090000
2023-01-20,20284160000
2023-01-23,20337796000
2023-01-24,20167136000
2023-01-25,20020856000
2023-01-26,19818502000
2023-01-27,19394290000
2023-01-30,19647842000
2023-01-31,19713668000
2023-02-01,19845320000
2023-02-02,19457678000
2023-02-03,20211020000
2023-02-06,20306102000
2023-02-07,20220772000
2023-02-08,20293912000
2023-02-09,19989162000
2023-02-10,20208582000
2023-02-13,20330482000
2023-02-14,20184202000
2023-02-15,20347548000
2023-02-16,20184202000
2023-02-17,20425564000
2023-02-21,20476762000
2023-02-22,20498704000
2023-02-23,20484076000
2023-02-24,20374366000
2023-02-27,20449944000
2023-02-28,20425564000
2023-03-01,20267094000
2023-03-02,20596224000
2023-03-03,20532836000
2023-03-06,20381680000
2023-03-07,20398746000
2023-03-08,20393870000
2023-03-09,20388994000
2023-03-10,20449944000
2023-03-13,20579158000
2023-03-14,20666926000
2023-03-15,21013122000
2023-03-16,20957048000
2023-03-17,20835148000
2023-03-20,20898536000
2023-03-21,20610852000
2023-03-22,20535274000
2023-03-23,20557216000
2023-03-24,20961924000
2023-03-27,20981428000
2023-03-28,21064320000
2023-03-29,21147212000
2023-03-30,21171592000
2023-03-31,21660450000
2023-04-03,21773150000
2023-04-04,21763350000
2023-04-05,21978950000
2023-04-06,22199450000
2023-04-10,22182300000
2023-04-11,22194550000
2023-04-12,21991200000
2023-04-13,21966700000
2023-04-14,21692300000
2023-04-17,22037750000
2023-04-18,21903000000
2023-04-19,21932400000
