,DRI
2013-11-25,6291896000
2013-11-26,6257758000
2013-11-27,6289270000
2013-11-29,6269575000
2013-12-02,6220994000
2013-12-03,6136962000
2013-12-04,6139588000
2013-12-05,6121206000
2013-12-06,6169787000
2013-12-09,6146153000
2013-12-10,6093633000
2013-12-11,6051617000
2013-12-12,6041113000
2013-12-13,6069999000
2013-12-16,6147466000
2013-12-17,6152718000
2013-12-18,6222307000
2013-12-19,5997784000
2013-12-20,6006975000
2013-12-23,6390371000
2013-12-24,6349668000
2013-12-26,6386432000
2013-12-27,6387745000
2013-12-30,6403501000
2013-12-31,6391684000
2014-01-02,6268262000
2014-01-03,6232811000
2014-01-06,6114641000
2014-01-07,6181604000
2014-01-08,6067373000
2014-01-09,6035861000
2014-01-10,6127771000
2014-01-13,5975463000
2014-01-14,6014853000
2014-01-15,6098885000
2014-01-16,6142214000
2014-01-17,5991219000
2014-01-21,5968898000
2014-01-22,5982028000
2014-01-23,6006975000
2014-01-24,5890118000
2014-01-27,5905874000
2014-01-28,5896683000
2014-01-29,5781139000
2014-01-30,5819216000
2014-01-31,5812651000
2014-02-03,5563181000
2014-02-04,5609136000
2014-02-05,5563181000
2014-02-06,5622266000
2014-02-07,5673473000
2014-02-10,5691855000
2014-02-11,5740436000
2014-02-12,5701046000
2014-02-13,5662969000
2014-02-14,5687916000
2014-02-18,5761444000
2014-02-19,5756192000
2014-02-20,5937386000
2014-02-21,5997784000
2014-02-24,6025192000
2014-02-25,5975070000
2014-02-26,5905163000
2014-02-27,5881421000
2014-02-28,6030468000
2014-03-03,5708632000
2014-03-04,5742926000
2014-03-05,5662467000
2014-03-06,5777220000
2014-03-07,5899887000
2014-03-10,5914396000
2014-03-11,5923629000
2014-03-12,5944733000
2014-03-13,5787772000
2014-03-14,5812833000
2014-03-17,5869550000
2014-03-18,5843170000
2014-03-19,5797005000
2014-03-20,5822066000
2014-03-21,5982984000
2014-03-24,5985622000
2014-03-25,5989579000
2014-03-26,6001450000
2014-03-27,5927586000
2014-03-28,5979027000
2014-03-31,5994855000
2014-04-01,6080590000
2014-04-02,6151816000
2014-04-03,6138626000
2014-04-04,6051572000
2014-04-07,5960561000
2014-04-08,5866912000
2014-04-09,5939457000
2014-04-10,5837894000
2014-04-11,5723141000
2014-04-14,5824704000
2014-04-15,5716546000
2014-04-16,5803600000
2014-04-17,5724460000
2014-04-21,5691485000
2014-04-22,5889335000
2014-04-23,5940776000
2014-04-24,5918353000
2014-04-25,5895930000
2014-04-28,5889335000
2014-04-29,5930224000
2014-04-30,5870869000
2014-05-01,5861636000
2014-05-02,5866912000
2014-05-05,5799643000
2014-05-06,5814152000
2014-05-07,5811514000
2014-05-08,5832618000
2014-05-09,5873507000
2014-05-12,5976389000
2014-05-13,6006726000
2014-05-14,5960561000
2014-05-15,5986941000
2014-05-16,5727098000
2014-05-19,5785134000
2014-05-20,5666424000
2014-05-21,5750840000
2014-05-22,5847127000
2014-05-23,5852403000
2014-05-27,5889510000
2014-05-28,5939746000
2014-05-29,5904052000
2014-05-30,5933136000
2014-06-02,5993948000
2014-06-03,5947678000
2014-06-04,5929170000
2014-06-05,6003202000
2014-06-06,6048150000
2014-06-09,6026998000
2014-06-10,5960898000
2014-06-11,5964864000
2014-06-12,5839274000
2014-06-13,5880256000
2014-06-16,5914628000
2014-06-17,5869680000
2014-06-18,5885544000
2014-06-19,5861748000
2014-06-20,5631720000
2014-06-23,5654194000
2014-06-24,5536536000
2014-06-25,5512740000
2014-06-26,5551078000
2014-06-27,5523316000
2014-06-30,5477046000
2014-07-01,5471758000
2014-07-02,5475724000
2014-07-03,5483656000
2014-07-07,5458538000
2014-07-08,5368642000
2014-07-09,5401692000
2014-07-10,5298576000
2014-07-11,5260238000
2014-07-14,5252306000
2014-07-15,5217934000
2014-07-16,5195460000
2014-07-17,5179596000
2014-07-18,5253628000
2014-07-21,5211324000
2014-07-22,5235120000
2014-07-23,5266848000
2014-07-24,5360710000
2014-07-25,5286678000
2014-07-28,5317084000
2014-07-29,5549756000
2014-07-30,5482334000
2014-07-31,5533892000
2014-08-01,5523316000
2014-08-04,5666092000
2014-08-05,5597348000
2014-08-06,5553722000
2014-08-07,5539180000
2014-08-08,5588094000
2014-08-11,5545790000
2014-08-12,5487622000
2014-08-13,5539180000
2014-08-14,5574874000
2014-08-15,5488944000
2014-08-18,5588094000
2014-08-19,5626432000
2014-08-20,5614534000
2014-08-21,5617178000
2014-08-22,5631720000
2014-08-25,5437466000
2014-08-26,5443851000
2014-08-27,5425973000
2014-08-28,5391494000
2014-08-29,5410649000
2014-09-02,5460452000
2014-09-03,5442574000
2014-09-04,5469391000
2014-09-05,5496208000
2014-09-08,5492377000
2014-09-09,5463006000
2014-09-10,5461729000
2014-09-11,5521748000
2014-09-12,5440020000
2014-09-15,5710744000
2014-09-16,5664772000
2014-09-17,5692866000
2014-09-18,5756716000
2014-09-19,5853768000
2014-09-22,5770763000
2014-09-23,5756716000
2014-09-24,5915064000
2014-09-25,5863984000
2014-09-26,5934219000
2014-09-29,5945712000
2014-09-30,5884416000
2014-10-01,5825674000
2014-10-02,5886970000
2014-10-03,5899740000
2014-10-06,5837167000
2014-10-07,5724791000
2014-10-08,5715852000
2014-10-09,5634124000
2014-10-10,5530687000
2014-10-13,5383832000
2014-10-14,5503870000
2014-10-15,5516640000
2014-10-16,5529410000
2014-10-17,5566443000
2014-10-20,5614969000
2014-10-21,5650725000
2014-10-22,5662218000
2014-10-23,5751608000
2014-10-24,5837167000
2014-10-27,5879308000
2014-10-28,5949543000
2014-10-29,5824397000
2014-10-30,5852491000
2014-10-31,5921449000
2014-11-03,5943158000
2014-11-04,6029994000
2014-11-05,6024886000
2014-11-06,6072135000
2014-11-07,6118107000
2014-11-10,6210051000
2014-11-11,6370953000
2014-11-12,6445019000
2014-11-13,6437357000
2014-11-14,6391385000
2014-11-17,6337751000
2014-11-18,6354352000
2014-11-19,6358183000
2014-11-20,6379892000
2014-11-21,6386277000
2014-11-24,6288562000
2014-11-25,6135304000
2014-11-26,6232492000
2014-11-28,6358338000
2014-12-01,6416900000
2014-12-02,6418146000
2014-12-03,6482938000
2014-12-04,6454280000
2014-12-05,6529040000
2014-12-08,6535270000
2014-12-09,6460510000
2014-12-10,6415654000
2014-12-11,6451788000
2014-12-12,6401948000
2014-12-15,6382012000
2014-12-16,6237476000
2014-12-17,6368306000
2014-12-18,6439328000
2014-12-19,6400702000
2014-12-22,6541500000
2014-12-23,6527794000
2014-12-24,6517826000
2014-12-26,6515334000
2014-12-29,6566420000
2014-12-30,6558944000
2014-12-31,6541500000
2015-01-02,6517826000
2015-01-05,6470478000
2015-01-06,6491660000
2015-01-07,6715940000
2015-01-08,6821850000
2015-01-09,6682298000
2015-01-12,6676068000
2015-01-13,6610030000
2015-01-14,6613768000
2015-01-15,6557698000
2015-01-16,6593832000
2015-01-20,6610030000
2015-01-21,6653640000
2015-01-22,6799422000
2015-01-23,6830572000
2015-01-26,6936482000
2015-01-27,6851754000
2015-01-28,6774502000
2015-01-29,6941466000
2015-01-30,6848016000
2015-02-02,6696004000
2015-02-03,6779486000
2015-02-04,6768272000
2015-02-05,6803160000
2015-02-06,6767026000
2015-02-09,6713448000
2015-02-10,6811882000
2015-02-11,6784470000
2015-02-12,6851754000
2015-02-13,6886642000
2015-02-17,6855492000
2015-02-18,6936482000
2015-02-19,6952680000
2015-02-20,6940220000
2015-02-23,7077852000
2015-02-24,7185207000
2015-02-25,7273617000
2015-02-26,7281195000
2015-02-27,7238253000
2015-03-02,7281195000
2015-03-03,7225623000
2015-03-04,7111953000
2015-03-05,7262250000
2015-03-06,7091745000
2015-03-09,7164999000
2015-03-10,7065222000
2015-03-11,6980601000
2015-03-12,7185207000
2015-03-13,7135950000
2015-03-16,7340556000
2015-03-17,7410021000
2015-03-18,7372131000
2015-03-19,7336767000
2015-03-20,7548951000
2015-03-23,7828074000
2015-03-24,7886172000
2015-03-25,7769976000
2015-03-26,7719456000
2015-03-27,7809129000
2015-03-30,7850808000
2015-03-31,7841967000
2015-04-01,7629783000
2015-04-02,7628520000
2015-04-06,7526217000
2015-04-07,7493379000
2015-04-08,7632309000
2015-04-09,7596945000
2015-04-10,7778817000
2015-04-13,7758609000
2015-04-14,7679040000
2015-04-15,7583052000
2015-04-16,7512324000
2015-04-17,7344345000
2015-04-20,7375920000
2015-04-21,7383498000
2015-04-22,7373394000
2015-04-23,7442859000
2015-04-24,7578000000
2015-04-27,7456752000
2015-04-28,7506009000
2015-04-29,7286247000
2015-04-30,7211730000
2015-05-01,7236990000
2015-05-04,7144791000
2015-05-05,6983127000
2015-05-06,6970497000
2015-05-07,7132161000
2015-05-08,7233201000
2015-05-11,7255935000
2015-05-12,7201626000
2015-05-13,7098060000
2015-05-14,7168788000
2015-05-15,7229412000
2015-05-18,7245831000
2015-05-19,7365816000
2015-05-20,7281195000
2015-05-21,7302666000
2015-05-22,7322874000
2015-05-26,7258461000
2015-05-27,7341819000
2015-05-28,7344345000
2015-05-29,7412547000
2015-06-01,7506408000
2015-06-02,7422324000
2015-06-03,7451626000
2015-06-04,7345884000
2015-06-05,7396844000
2015-06-08,7461818000
2015-06-09,7415954000
2015-06-10,7637630000
2015-06-11,7649096000
2015-06-12,7770126000
2015-06-15,7772674000
2015-06-16,7751016000
2015-06-17,7786688000
2015-06-18,7889882000
2015-06-19,7856758000
2015-06-22,7914088000
2015-06-23,7915362000
2015-06-24,8080982000
2015-06-25,8125572000
2015-06-26,8323042000
2015-06-29,8121750000
2015-06-30,8109010000
2015-07-01,8010912000
2015-07-02,8021104000
2015-07-06,8064420000
2015-07-07,8224944000
2015-07-08,8080982000
2015-07-09,8163792000
2015-07-10,8231314000
2015-07-13,8255520000
2015-07-14,8252972000
2015-07-15,8143408000
2015-07-16,8321767999
2015-07-17,8281000000
2015-07-20,8321767999
2015-07-21,8329411999
2015-07-22,8509046000
2015-07-23,8540896000
2015-07-24,8335782000
2015-07-27,8249150000
2015-07-28,8263164000
2015-07-29,8348522000
2015-07-30,8418592000
2015-07-31,8414770000
2015-08-03,8431332000
2015-08-04,8440250000
2015-08-05,8545992000
2015-08-06,8077160000
2015-08-07,8186724000
2015-08-10,8111558000
2015-08-11,8096270000
2015-08-12,8066968000
2015-08-13,8208382000
2015-08-14,8255520000
2015-08-17,8278452000
2015-08-18,8168888000
2015-08-19,8244053999
2015-08-20,8168888000
2015-08-21,8005816000
2015-08-24,7617246000
2015-08-25,7622342000
2015-08-26,7775222000
2015-08-27,7854210000
2015-08-28,7877142000
2015-08-31,7801290000
2015-09-01,7693686000
2015-09-02,7910175000
2015-09-03,7938357000
2015-09-04,7889679000
2015-09-08,8077986000
2015-09-09,7910175000
2015-09-10,7990878000
2015-09-11,8056209000
2015-09-14,8052366000
2015-09-15,8034432000
2015-09-16,7952448000
2015-09-17,8061333000
2015-09-18,7967820000
2015-09-21,8060052000
2015-09-22,7993440000
2015-09-23,8156127000
2015-09-24,8197119000
2015-09-25,8116416000
2015-09-28,7812819000
2015-09-29,7787199000
2015-09-30,7861497000
2015-10-01,7848687000
2015-10-02,7858935000
2015-10-05,7853811000
2015-10-06,7793604000
2015-10-07,7619388000
2015-10-08,7657818000
2015-10-09,7648851000
2015-10-12,7598892000
2015-10-13,7618107000
2015-10-14,7313229000
2015-10-15,7318353000
2015-10-16,7472073000
2015-10-19,7536123000
2015-10-20,7310667000
2015-10-21,7203063000
2015-10-22,7351659000
2015-10-23,7331163000
2015-10-26,7422114000
2015-10-27,7251741000
2015-10-28,7438767000
2015-10-29,7160790000
2015-10-30,7099302000
2015-11-02,7187691000
2015-11-03,7174881000
2015-11-04,7045500000
2015-11-05,7086492000
2015-11-06,7078806000
2015-11-09,7037814000
2015-11-10,7004508000
2015-11-11,7110831000
2015-11-12,7062153000
2015-11-13,6960954000
2015-11-16,6913557000
2015-11-17,6908433000
2015-11-18,6916119000
2015-11-19,6971202000
2015-11-20,7062153000
2015-11-23,7218435000
2015-11-24,7215873000
2015-11-25,7282485000
2015-11-27,7308105000
2015-11-30,7167292000
2015-12-01,7237472000
2015-12-02,7183880000
2015-12-03,7043520000
2015-12-04,7328068000
2015-12-07,7518192000
2015-12-08,7551368000
2015-12-09,7412284000
2015-12-10,7368900000
2015-12-11,7371452000
2015-12-14,7476084000
2015-12-15,7528400000
2015-12-16,7565404000
2015-12-17,7450564000
2015-12-18,7975000000
2015-12-21,8128120000
2015-12-22,8176608000
2015-12-23,8230200000
2015-12-24,8237856000
2015-12-28,8204680000
2015-12-29,8223820000
2015-12-30,8203404000
2015-12-31,8120464000
2016-01-04,8006900000
2016-01-05,8152364000
2016-01-06,8028592000
2016-01-07,7972448000
2016-01-08,7912476000
2016-01-11,7906096000
2016-01-12,7976276000
2016-01-13,7893336000
2016-01-14,7869092000
2016-01-15,7685348000
2016-01-19,7761908000
2016-01-20,7613892000
2016-01-21,7696832000
2016-01-22,7902268000
2016-01-25,7843572000
2016-01-26,7995416000
2016-01-27,7986484000
2016-01-28,8071976000
2016-01-29,8046456000
2016-02-01,8080908000
2016-02-02,7930340000
2016-02-03,7902268000
2016-02-04,7849952000
2016-02-05,7527124000
2016-02-08,7597304000
2016-02-09,7462048000
2016-02-10,7348484000
2016-02-11,7291064000
2016-02-12,7486292000
2016-02-16,7597304000
2016-02-17,7852504000
2016-02-18,7849952000
2016-02-19,7807844000
2016-02-22,7929064000
2016-02-23,8020936000
2016-02-24,8079632000
2016-02-25,8133224000
2016-02-26,8133224000
2016-02-29,8074432000
2016-03-01,8121200000
2016-03-02,8175552000
2016-03-03,8193247999
2016-03-04,8207152000
2016-03-07,8234960000
2016-03-08,8162912000
2016-03-09,8459952000
2016-03-10,8483968000
2016-03-11,8540847999
2016-03-14,8567392000
2016-03-15,8448576000
2016-03-16,8539584000
2016-03-17,8542112000
2016-03-18,8505456000
2016-03-21,8496608000
2016-03-22,8424560000
2016-03-23,8408127999
2016-03-24,8313327999
2016-03-28,8401808000
2016-03-29,8422031999
2016-03-30,8415712000
2016-03-31,8380320000
2016-04-01,8473856000
2016-04-04,8511776000
2016-04-05,8190720000
2016-04-06,8214735999
2016-04-07,8175552000
2016-04-08,8189456000
2016-04-11,8183135999
2016-04-12,8327231999
2016-04-13,8289312000
2016-04-14,8197039999
2016-04-15,8114880000
2016-04-18,8189456000
2016-04-19,7987216000
2016-04-20,7980896000
2016-04-21,7936656000
2016-04-22,8001120000
2016-04-25,8021344000
2016-04-26,8071904000
2016-04-27,8044096000
2016-04-28,7982160000
2016-04-29,7868400000
2016-05-02,8040304000
2016-05-03,8023872000
2016-05-04,8080752000
2016-05-05,7959408000
2016-05-06,7898736000
2016-05-09,8146480000
2016-05-10,8173024000
2016-05-11,7978368000
2016-05-12,8065584000
2016-05-13,8002384000
2016-05-16,7998592000
2016-05-17,8076960000
2016-05-18,7968256000
2016-05-19,8329760000
2016-05-20,8361360000
2016-05-23,8216000000
2016-05-24,8317120000
2016-05-25,8374000000
2016-05-26,8504192000
2016-05-27,8529472000
2016-05-31,8471967000
2016-06-01,8422007000
2016-06-02,8468220000
2016-06-03,8461975000
2016-06-06,8412014999
2016-06-07,8424505000
2016-06-08,8417011000
2016-06-09,8534417000
2016-06-10,8469469000
2016-06-13,8459477000
2016-06-14,8503192000
2016-06-15,8429500999
2016-06-16,8434497000
2016-06-17,8427003000
2016-06-20,8456978999
2016-06-21,8393280000
2016-06-22,8390782000
2016-06-23,8490702000
2016-06-24,8348316000
2016-06-27,8111006000
2016-06-28,8148475999
2016-06-29,8238403999
2016-06-30,7911166000
2016-07-01,7868700000
2016-07-05,7680101000
2016-07-06,7771278000
2016-07-07,7752543000
2016-07-08,7747547000
2016-07-11,7821238000
2016-07-12,7843720000
2016-07-13,7828732000
2016-07-14,7887435000
2016-07-15,7803752000
2016-07-18,7782519000
2016-07-19,7791262000
2016-07-20,7828732000
2016-07-21,7742551000
2016-07-22,7813744000
2016-07-25,7886186000
2016-07-26,7583928000
2016-07-27,7454032000
2016-07-28,7635137000
2016-07-29,7688844000
2016-08-01,7706330000
2016-08-02,7526474000
2016-08-03,7583928000
2016-08-04,7625145000
2016-08-05,7796258000
2016-08-08,7765033000
2016-08-09,7782519000
2016-08-10,7686346000
2016-08-11,7827483000
2016-08-12,7837475000
2016-08-15,7790013000
2016-08-16,7777523000
2016-08-17,7796258000
2016-08-18,7821238000
2016-08-19,7697587000
2016-08-22,7678852000
2016-08-23,7801254000
2016-08-24,7863704000
2016-08-25,7868700000
2016-08-26,7642631000
2016-08-29,7538644000
2016-08-30,7494328000
2016-08-31,7587884000
2016-09-01,7618659000
2016-09-02,7672823000
2016-09-06,7702367000
2016-09-07,7746683000
2016-09-08,7683902000
2016-09-09,7564495000
2016-09-12,7762686000
2016-09-13,7706060000
2016-09-14,7591577000
2016-09-15,7646972000
2016-09-16,7626045000
2016-09-19,7557109000
2016-09-20,7568188000
2016-09-21,7676516000
2016-09-22,7630969000
2016-09-23,7761455000
2016-09-26,7690057000
2016-09-27,7573112000
2016-09-28,7526334000
2016-09-29,7463553000
2016-09-30,7548492000
2016-10-03,7553416000
2016-10-04,7597732000
2016-10-05,7578036000
2016-10-06,7502945000
2016-10-07,7586653000
2016-10-10,7676516000
2016-10-11,7681440000
2016-10-12,7730680000
2016-10-13,7654358000
2016-10-14,7660513000
2016-10-17,7702367000
2016-10-18,7758993000
2016-10-19,7800847000
2016-10-20,7740528000
2016-10-21,7763917000
2016-10-24,7793461000
2016-10-25,7597732000
2016-10-26,7528796000
2016-10-27,7573112000
2016-10-28,7707291000
2016-10-31,7975649000
2016-11-01,7920254000
2016-11-02,7954722000
2016-11-03,7853780000
2016-11-04,7861166000
2016-11-07,8063050000
2016-11-08,8076591000
2016-11-09,8442198000
2016-11-10,8532061000
2016-11-11,8631772000
2016-11-14,8925981000
2016-11-15,8994917000
2016-11-16,8813960000
2016-11-17,8921057000
2016-11-18,8966604000
2016-11-21,9003534000
2016-11-22,9109400000
2016-11-23,9169719000
2016-11-25,9226345000
2016-11-28,9174713000
2016-11-29,9044408000
2016-11-30,9096530000
2016-12-01,9405539000
2016-12-02,9312464000
2016-12-05,9519711000
2016-12-06,9586725000
2016-12-07,9753019000
2016-12-08,9796454000
2016-12-09,9754260000
2016-12-12,9690969000
2016-12-13,9538326000
2016-12-14,9481240000
2016-12-15,9401816000
2016-12-16,9373273000
2016-12-19,9391888000
2016-12-20,9399334000
2016-12-21,9399334000
2016-12-22,9254137000
2016-12-23,9242968000
2016-12-27,9229317000
2016-12-28,9143688000
2016-12-29,9156098000
2016-12-30,9024552000
2017-01-03,8942646000
2017-01-04,8946369000
2017-01-05,8976153000
2017-01-06,8879355000
2017-01-09,8880596000
2017-01-10,8966225000
2017-01-11,9045649000
2017-01-12,9159821000
2017-01-13,9105217000
2017-01-17,9044408000
2017-01-18,9079156000
2017-01-19,9008419000
2017-01-20,9113904000
2017-01-23,9059300000
2017-01-24,9142447000
2017-01-25,9130037000
2017-01-26,9127555000
2017-01-27,9128796000
2017-01-30,9161062000
2017-01-31,9094048000
2017-02-01,8957538000
2017-02-02,8889283000
2017-02-03,8912862000
2017-02-06,8976153000
2017-02-07,8916585000
2017-02-08,9113904000
2017-02-09,9316187000
2017-02-10,9466348000
2017-02-13,9441528000
2017-02-14,9461384000
2017-02-15,9399334000
2017-02-16,9406780000
2017-02-17,9522193000
2017-02-21,9518470000
2017-02-22,9359622000
2017-02-23,9364586000
2017-02-24,9364586000
2017-02-27,9316250000
2017-02-28,9335000000
2017-03-01,9361250000
2017-03-02,9433750000
2017-03-03,9388750000
2017-03-06,9335000000
2017-03-07,9313750000
2017-03-08,9397500000
2017-03-09,9402500000
2017-03-10,9270000000
2017-03-13,9306250000
2017-03-14,9326250000
2017-03-15,9478750000
2017-03-16,9425000000
2017-03-17,9582500000
2017-03-20,9607500000
2017-03-21,9575000000
2017-03-22,9625000000
2017-03-23,9580000000
2017-03-24,9588750000
2017-03-27,9447500000
2017-03-28,10327500000
2017-03-29,10321250000
2017-03-30,10353750000
2017-03-31,10458750000
2017-04-03,10401250000
2017-04-04,10497500000
2017-04-05,10360000000
2017-04-06,10422500000
2017-04-07,10355000000
2017-04-10,10337500000
2017-04-11,10367500000
2017-04-12,10311250000
2017-04-13,10246250000
2017-04-17,10330000000
2017-04-18,10340000000
2017-04-19,10380000000
2017-04-20,10506250000
2017-04-21,10520000000
2017-04-24,10647500000
2017-04-25,10693750000
2017-04-26,10756250000
2017-04-27,10745000000
2017-04-28,10648750000
2017-05-01,10703750000
2017-05-02,10852500000
2017-05-03,10927500000
2017-05-04,10916250000
2017-05-05,10916250000
2017-05-08,10885000000
2017-05-09,10908750000
2017-05-10,10953750000
2017-05-11,11027500000
2017-05-12,11038750000
2017-05-15,11050000000
2017-05-16,10745000000
2017-05-17,10691250000
2017-05-18,10806250000
2017-05-19,10870000000
2017-05-22,10925000000
2017-05-23,10830000000
2017-05-24,10901250000
2017-05-25,11012500000
2017-05-26,10993750000
2017-05-30,10953748000
2017-05-31,11134036000
2017-06-01,11279268000
2017-06-02,11430760000
2017-06-05,11495864000
2017-06-06,11515896000
2017-06-07,11524660000
2017-06-08,11499620000
2017-06-09,11533424000
2017-06-12,11510888000
2017-06-13,11270504000
2017-06-14,11326844000
2017-06-15,11242960000
2017-06-16,11180360000
2017-06-19,11339364000
2017-06-20,11102736000
2017-06-21,11052656000
2017-06-22,11162832000
2017-06-23,11108996000
2017-06-26,11278016000
2017-06-27,11604788000
2017-06-28,11463312000
2017-06-29,11488352000
2017-06-30,11323088000
2017-07-03,11435768000
2017-07-05,11284276000
2017-07-06,11227936000
2017-07-07,11289284000
2017-07-10,11174100000
2017-07-11,11180360000
2017-07-12,11219172000
2017-07-13,11088964000
2017-07-14,11136540000
2017-07-17,11225432000
2017-07-18,11147808000
2017-07-19,11250472000
2017-07-20,11214164000
2017-07-21,11102736000
2017-07-24,10846076000
2017-07-25,10873620000
2017-07-26,10745916000
2017-07-27,10578148000
2017-07-28,10498020000
2017-07-31,10501776000
2017-08-01,10616960000
2017-08-02,10586912000
2017-08-03,10276416000
2017-08-04,10410380000
2017-08-07,10488004000
2017-08-08,10245116000
2017-08-09,10176256000
2017-08-10,10332756000
2017-08-11,10434168000
2017-08-14,10360300000
2017-08-15,10451696000
2017-08-16,10565628000
2017-08-17,10533076000
2017-08-18,10515548000
2017-08-21,10580652000
2017-08-22,10679560000
2017-08-23,10446688000
2017-08-24,10313976000
2017-08-25,10476736000
2017-08-28,10486224000
2017-08-29,10214304000
2017-08-30,10243968000
2017-08-31,10146324000
2017-09-01,10125312000
2017-09-05,10035084000
2017-09-06,9685296000
2017-09-07,9523380000
2017-09-08,9708780000
2017-09-11,9855864000
2017-09-12,10038792000
2017-09-13,10335432000
2017-09-14,10283520000
2017-09-15,10365096000
2017-09-18,10428132000
2017-09-19,10297116000
2017-09-20,10357680000
2017-09-21,10266216000
2017-09-22,10243968000
2017-09-25,10276104000
2017-09-26,9604956000
2017-09-27,9782940000
2017-09-28,9759456000
2017-09-29,9737208000
2017-10-02,9785412000
2017-10-03,9901596000
2017-10-04,9838560000
2017-10-05,9853392000
2017-10-06,9990588000
2017-10-09,9855864000
2017-10-10,9799008000
2017-10-11,9806424000
2017-10-12,9790356000
2017-10-13,9816312000
2017-10-16,9912720000
2017-10-17,10080816000
2017-10-18,10130256000
2017-10-19,10131492000
2017-10-20,10230372000
2017-10-23,10178460000
2017-10-24,10214304000
2017-10-25,10111716000
2017-10-26,10232844000
2017-10-27,10299588000
2017-10-30,10230372000
2017-10-31,10168572000
2017-11-01,10145088000
2017-11-02,10111716000
2017-11-03,10169808000
2017-11-06,10184640000
2017-11-07,10091940000
2017-11-08,10150032000
2017-11-09,10152504000
2017-11-10,10214304000
2017-11-13,10239024000
2017-11-14,10240260000
2017-11-15,10129020000
2017-11-16,10175988000
2017-11-17,10235316000
2017-11-20,10171044000
2017-11-21,9928788000
2017-11-22,9858336000
2017-11-24,9917664000
2017-11-27,9922608000
2017-11-28,10266216000
2017-11-29,10482516000
2017-11-30,10421952000
2017-12-01,10510944000
2017-12-04,10637016000
2017-12-05,10646904000
2017-12-06,10571508000
2017-12-07,10540608000
2017-12-08,10680276000
2017-12-11,10697580000
2017-12-12,10770504000
2017-12-13,10827360000
2017-12-14,10748256000
2017-12-15,10927476000
2017-12-18,11190744000
2017-12-19,11950884000
2017-12-20,11824812000
2017-12-21,11749416000
2017-12-22,11915040000
2017-12-26,12007740000
2017-12-27,12039876000
2017-12-28,12051000000
2017-12-29,11868072000
2018-01-02,11905152000
2018-01-03,12179544000
2018-01-04,12177072000
2018-01-05,12274716000
2018-01-08,12209208000
2018-01-09,12049764000
2018-01-10,11963244000
2018-01-11,12063360000
2018-01-12,12115272000
2018-01-16,11957064000
2018-01-17,12046056000
2018-01-18,12033696000
2018-01-19,12241344000
2018-01-22,12120216000
2018-01-23,12049764000
2018-01-24,12057180000
2018-01-25,12095496000
2018-01-26,12173364000
2018-01-29,12141228000
2018-01-30,11932344000
2018-01-31,11847060000
2018-02-01,12052236000
2018-02-02,11870544000
2018-02-05,11645592000
2018-02-06,11665368000
2018-02-07,11751888000
2018-02-08,11288388000
2018-02-09,11456484000
2018-02-12,11645592000
2018-02-13,11707392000
2018-02-14,11817396000
2018-02-15,12074484000
2018-02-16,11929872000
2018-02-20,11729640000
2018-02-21,11779080000
2018-02-22,11765484000
2018-02-23,11785260000
2018-02-26,11905152000
2018-02-27,11479968000
2018-02-28,11394684000
2018-03-01,11433000000
2018-03-02,11800092000
2018-03-05,11674020000
2018-03-06,11633232000
2018-03-07,11543004000
2018-03-08,11571432000
2018-03-09,11718516000
2018-03-12,11711100000
2018-03-13,11677728000
2018-03-14,11644356000
2018-03-15,11571432000
2018-03-16,11686380000
2018-03-19,11664132000
2018-03-20,11755596000
2018-03-21,11533116000
2018-03-22,10622184000
2018-03-23,10413300000
2018-03-26,10483752000
2018-03-27,10409592000
2018-03-28,10429368000
2018-03-29,10536900000
2018-04-02,10391052000
2018-04-03,10451616000
2018-04-04,10733424000
2018-04-05,10712412000
2018-04-06,10735896000
2018-04-09,10697580000
2018-04-10,10702524000
2018-04-11,10691400000
2018-04-12,10734660000
2018-04-13,10842192000
2018-04-16,10994220000
2018-04-17,11052312000
2018-04-18,11094336000
2018-04-19,11094336000
2018-04-20,11253780000
2018-04-23,11253780000
2018-04-24,11173440000
2018-04-25,11262432000
2018-04-26,11476260000
2018-04-27,11672784000
2018-04-30,11477496000
2018-05-01,11531880000
2018-05-02,11369964000
2018-05-03,11350188000
2018-05-04,11473788000
2018-05-07,11360076000
2018-05-08,11404572000
2018-05-09,11351424000
2018-05-10,11289624000
2018-05-11,11164788000
2018-05-14,10749492000
2018-05-15,10790280000
2018-05-16,10780392000
2018-05-17,10622184000
2018-05-18,10513416000
2018-05-21,10656792000
2018-05-22,10622184000
2018-05-23,10593756000
2018-05-24,10747020000
2018-05-25,10861968000
2018-05-29,10904304000
2018-05-30,11014486000
2018-05-31,10821358000
2018-06-01,10956300000
2018-06-04,10977346000
2018-06-05,11050388000
2018-06-06,11254658000
2018-06-07,11315320000
2018-06-08,11321510000
2018-06-11,11427978000
2018-06-12,11492354000
2018-06-13,11436644000
2018-06-14,11413122000
2018-06-15,11649580000
2018-06-18,11676816000
2018-06-19,11712718000
2018-06-20,11546826000
2018-06-21,13254028000
2018-06-22,13478106000
2018-06-25,13283740000
2018-06-26,13350592000
2018-06-27,13106706000
2018-06-28,13370400000
2018-06-29,13254028000
2018-07-02,13557338000
2018-07-03,13453346000
2018-07-05,13641522000
2018-07-06,13751704000
2018-07-09,13671234000
2018-07-10,13593240000
2018-07-11,13674948000
2018-07-12,13790082000
2018-07-13,13876742000
