,WM
2018-07-18,35370214000
2018-07-19,35365935000
2018-07-20,35383051000
2018-07-23,35190496000
2018-07-24,34869571000
2018-07-25,37586736000
2018-07-26,37877708000
2018-07-27,38361235000
2018-07-30,38027473000
2018-07-31,38511000000
2018-08-01,38455373000
2018-08-02,38558069000
2018-08-03,38322724000
2018-08-06,38433978000
2018-08-07,38472489000
2018-08-08,38523837000
2018-08-09,38570906000
2018-08-10,38485326000
2018-08-13,38515279000
2018-08-14,38575185000
2018-08-15,38793414000
2018-08-16,38874715000
2018-08-17,39084386000
2018-08-20,39011643000
2018-08-21,38887552000
2018-08-22,38767740000
2018-08-23,38780577000
2018-08-24,38810530000
2018-08-27,38797693000
2018-08-28,38699276000
2018-08-29,38780577000
2018-08-30,38836204000
2018-08-31,38896110000
2018-09-04,38990248000
2018-09-05,39169966000
2018-09-06,39315452000
2018-09-07,39285499000
2018-09-10,39341126000
2018-09-11,39512286000
2018-09-12,39259825000
2018-09-13,39379637000
2018-09-14,39379637000
2018-09-17,39413869000
2018-09-18,39585029000
2018-09-19,39028759000
2018-09-20,39246988000
2018-09-21,39118618000
2018-09-24,38729229000
2018-09-25,38673602000
2018-09-26,38412583000
2018-09-27,38446815000
2018-09-28,38665044000
2018-10-01,38349301000
2018-10-02,38247229000
2018-10-03,38068603000
2018-10-04,37864459000
2018-10-05,38259988000
2018-10-08,38651264000
2018-10-09,38817131000
2018-10-10,38404590000
2018-10-11,37443412000
2018-10-12,37660315000
2018-10-15,37609279000
2018-10-16,38383325000
2018-10-17,38336542000
2018-10-18,38323783000
2018-10-19,38464132000
2018-10-22,38242976000
2018-10-23,37588014000
2018-10-24,37094666000
2018-10-25,36082452000
2018-10-26,36120729000
2018-10-29,36750173000
2018-10-30,37775146000
2018-10-31,38051591000
2018-11-01,37464677000
2018-11-02,37001100000
2018-11-05,37332834000
2018-11-06,37354099000
2018-11-07,38034579000
2018-11-08,38230217000
2018-11-09,38472638000
2018-11-12,38642758000
2018-11-13,38608734000
2018-11-14,38706553000
2018-11-15,39119094000
2018-11-16,39391286000
2018-11-19,39404045000
2018-11-20,38893685000
2018-11-21,38749083000
2018-11-23,38634252000
2018-11-26,38889432000
2018-11-27,38876673000
2018-11-28,39472093000
2018-11-29,39433816000
2018-11-30,39871875000
2018-12-03,39586924000
2018-12-04,39391286000
2018-12-06,39493358000
2018-12-07,38791613000
2018-12-10,38817131000
2018-12-11,38902191000
2018-12-12,38655517000
2018-12-13,38863914000
2018-12-14,38761842000
2018-12-17,37872965000
2018-12-18,37932507000
2018-12-19,37392376000
2018-12-20,37405135000
2018-12-21,37430653000
2018-12-24,35597610000
2018-12-26,36975582000
2018-12-27,37468930000
2018-12-28,37405135000
2018-12-31,37776255000
2019-01-02,37661640000
2019-01-03,37559760000
2019-01-04,38557335000
2019-01-07,38650725000
2019-01-08,39198330000
2019-01-09,38998815000
2019-01-10,39559155000
2019-01-11,39754425000
2019-01-14,39525195000
2019-01-15,39809610000
2019-01-16,39351150000
2019-01-17,39614340000
2019-01-18,40102515000
2019-01-22,40276560000
2019-01-23,40289295000
2019-01-24,40077045000
2019-01-25,40285050000
2019-01-28,40115250000
2019-01-29,40225620000
2019-01-30,40302030000
2019-01-31,40611915000
2019-02-01,40527015000
2019-02-04,40752000000
2019-02-05,41265645000
2019-02-06,41032170000
2019-02-07,41129805000
2019-02-08,41354790000
2019-02-11,41333565000
2019-02-12,41876925000
2019-02-13,41838720000
2019-02-14,41957580000
2019-02-15,42050970000
2019-02-19,42059460000
2019-02-20,42101910000
2019-02-21,42161340000
2019-02-22,42335385000
2019-02-25,42152850000
2019-02-26,42208035000
2019-02-27,42551880000
2019-02-28,42980625000
2019-03-01,42874500000
2019-03-04,42551880000
2019-03-05,42326895000
2019-03-06,42369345000
2019-03-07,42322650000
2019-03-08,42004275000
2019-03-11,42386325000
2019-03-12,42666495000
2019-03-13,42908460000
2019-03-14,42942420000
2019-03-15,42861765000
2019-03-18,43044300000
2019-03-19,42984870000
2019-03-20,42789600000
2019-03-21,43277775000
2019-03-22,43256550000
2019-03-25,43375410000
2019-03-26,43931505000
2019-03-27,43702275000
2019-03-28,43906035000
2019-03-29,44109795000
2019-04-01,44187696000
2019-04-02,44179200000
2019-04-03,44187696000
2019-04-04,43329600000
2019-04-05,43414560000
2019-04-08,43367832000
2019-04-09,43176672000
2019-04-10,43724664000
2019-04-11,42722136000
2019-04-12,43240392000
2019-04-15,44289648000
2019-04-16,44366112000
2019-04-17,44667720000
2019-04-18,44935344000
2019-04-22,44922600000
2019-04-23,45122256000
2019-04-24,45075528000
2019-04-25,44824896000
2019-04-26,44952336000
2019-04-29,45219960000
2019-04-30,45598032000
2019-05-01,45050040000
2019-05-02,45101016000
2019-05-03,45198720000
2019-05-06,44982072000
2019-05-07,44485056000
2019-05-08,44527536000
2019-05-09,44697456000
2019-05-10,45449352000
2019-05-13,45241200000
2019-05-14,45139248000
2019-05-15,45576792000
2019-05-16,45878400000
2019-05-17,45933624000
2019-05-20,46048320000
2019-05-21,46426392000
2019-05-22,46485864000
2019-05-23,46553832000
2019-05-24,46061064000
2019-05-28,45950616000
2019-05-29,45555552000
2019-05-30,46052568000
2019-05-31,46451880000
2019-06-03,47309976000
2019-06-04,47343960000
2019-06-05,48189312000
2019-06-06,48244536000
2019-06-07,48580128000
2019-06-10,48350736000
2019-06-11,48061872000
2019-06-12,48495168000
2019-06-13,48278520000
2019-06-14,48673584000
2019-06-17,48414456000
2019-06-18,48384720000
2019-06-19,48605616000
2019-06-20,49302288000
2019-06-21,49208832000
2019-06-24,49688856000
2019-06-25,49455216000
2019-06-26,48677832000
2019-06-27,49208832000
2019-06-28,49009176000
2019-07-01,48940605000
2019-07-02,49195305000
2019-07-03,49755645000
2019-07-05,49445760000
2019-07-08,49619805000
2019-07-09,49670745000
2019-07-10,50001855000
2019-07-11,49772625000
2019-07-12,50052795000
2019-07-15,50103735000
2019-07-16,50163165000
2019-07-17,50171655000
2019-07-18,50078265000
2019-07-19,49577355000
2019-07-22,49721685000
2019-07-23,49747155000
2019-07-24,49157100000
2019-07-25,49547640000
2019-07-26,50303250000
2019-07-29,50074020000
2019-07-30,50095245000
2019-07-31,49666500000
2019-08-01,49348125000
2019-08-02,49551885000
2019-08-05,48295365000
2019-08-06,49284450000
2019-08-07,49602825000
2019-08-08,50290515000
2019-08-09,50540970000
2019-08-12,49976385000
2019-08-13,50523990000
2019-08-14,49242000000
2019-08-15,50175900000
2019-08-16,50566440000
2019-08-19,50948490000
2019-08-20,50137695000
2019-08-21,50392395000
2019-08-22,50120715000
2019-08-23,49212285000
2019-08-26,49687725000
2019-08-27,49984875000
2019-08-28,50197125000
2019-08-29,50651340000
2019-08-30,50664075000
2019-09-03,50740485000
2019-09-04,51215925000
2019-09-05,50553705000
2019-09-06,50655585000
2019-09-09,49929690000
2019-09-10,48257160000
2019-09-11,47637390000
2019-09-12,47998215000
2019-09-13,47522775000
2019-09-16,47501550000
2019-09-17,48333570000
2019-09-18,48533085000
2019-09-19,48702885000
2019-09-20,48936360000
2019-09-23,48796275000
2019-09-24,48868440000
2019-09-25,48359040000
2019-09-26,48855705000
2019-09-27,48218955000
2019-09-30,48817500000
2019-10-01,48762315000
2019-10-02,48719865000
2019-10-03,48813255000
2019-10-04,49500945000
2019-10-07,49118895000
2019-10-08,48719865000
2019-10-09,49072200000
2019-10-10,49853280000
2019-10-11,49386330000
2019-10-14,49305675000
2019-10-15,49093425000
2019-10-16,48775050000
2019-10-17,49360860000
2019-10-18,49687725000
2019-10-21,49781115000
2019-10-22,49632540000
2019-10-23,48125565000
2019-10-24,48040665000
2019-10-25,47268075000
2019-10-28,47238360000
2019-10-29,47556735000
2019-10-30,47828415000
2019-10-31,47633145000
2019-11-01,47217135000
2019-11-04,47043090000
2019-11-05,45977595000
2019-11-06,46665285000
2019-11-07,46843575000
2019-11-08,47132235000
2019-11-11,46894515000
2019-11-12,46695000000
2019-11-13,47094030000
2019-11-14,47565225000
2019-11-15,47611920000
2019-11-18,47713800000
2019-11-19,47768985000
2019-11-20,47785965000
2019-11-21,47208645000
2019-11-22,47021865000
2019-11-25,46826595000
2019-11-26,47917560000
2019-11-27,47943030000
2019-11-29,47930295000
2019-12-02,47395425000
2019-12-03,47556735000
2019-12-04,47909070000
2019-12-05,47319015000
2019-12-06,47382690000
2019-12-09,47446365000
2019-12-10,47229870000
2019-12-11,47289300000
2019-12-12,46975170000
2019-12-13,47552490000
2019-12-16,47556735000
2019-12-17,47951520000
2019-12-18,47790210000
2019-12-19,47747760000
2019-12-20,48036420000
2019-12-23,47930295000
2019-12-24,47798700000
2019-12-26,48044910000
2019-12-27,48346305000
2019-12-30,48295365000
2019-12-31,48341832000
2020-01-02,48452124000
2020-01-03,48922986000
2020-01-06,49177506000
2020-01-07,49211442000
2020-01-08,49241136000
2020-01-09,49262346000
2020-01-10,49292040000
2020-01-13,49911372000
2020-01-14,50085294000
2020-01-15,50148924000
2020-01-16,50687658000
2020-01-17,50755530000
2020-01-21,51077922000
2020-01-22,51039744000
2020-01-23,51387588000
2020-01-24,51328200000
2020-01-27,51408798000
2020-01-28,51349410000
2020-01-29,51527574000
2020-01-30,52074792000
2020-01-31,51625140000
2020-02-03,52045098000
2020-02-04,52117212000
2020-02-05,52435362000
2020-02-06,52490508000
2020-02-07,52562622000
2020-02-10,53041968000
2020-02-11,53016516000
2020-02-12,53283762000
2020-02-13,52698366000
2020-02-14,53343150000
2020-02-18,53542524000
2020-02-19,53122566000
2020-02-20,52622010000
2020-02-21,52838352000
2020-02-24,52596558000
2020-02-25,51731190000
2020-02-26,51298506000
2020-02-27,48197604000
2020-02-28,47005602000
2020-03-02,49644126000
2020-03-03,47811582000
2020-03-04,51027018000
2020-03-05,49932582000
2020-03-06,49686546000
2020-03-09,47540094000
2020-03-10,48129732000
2020-03-11,46649274000
2020-03-12,41461308000
2020-03-13,44676744000
2020-03-16,42373338000
2020-03-17,46208106000
2020-03-18,43463532000
2020-03-19,42356370000
2020-03-20,41703102000
2020-03-23,37274454000
2020-03-24,39056094000
2020-03-25,38576748000
2020-03-26,41435856000
2020-03-27,40426260000
2020-03-30,40129320000
2020-03-31,39088088000
2020-04-01,37343989000
2020-04-02,38488422000
2020-04-03,37593146000
2020-04-06,38551767000
2020-04-07,38610889000
2020-04-08,40380326000
2020-04-09,42166655000
2020-04-13,40857525000
2020-04-14,42073749000
2020-04-15,40806849000
2020-04-16,41195365000
2020-04-17,42344021000
2020-04-20,41469860000
2020-04-21,40849079000
2020-04-22,41706348000
2020-04-23,41296717000
2020-04-24,41588104000
2020-04-27,42707199000
2020-04-28,42931018000
2020-04-29,42626962000
2020-04-30,42238446000
2020-05-01,41474083000
2020-05-04,42044188000
2020-05-05,41816146000
2020-05-06,40878640000
2020-05-07,42842335000
2020-05-08,42639631000
2020-05-11,42441150000
2020-05-12,41516313000
2020-05-13,40760396000
2020-05-14,41039114000
2020-05-15,40511239000
2020-05-18,42086418000
2020-05-19,41524759000
2020-05-20,41997735000
2020-05-21,41778139000
2020-05-22,41773916000
2020-05-26,42905680000
2020-05-27,44045890000
2020-05-28,44974950000
2020-05-29,45080525000
2020-06-01,44768023000
2020-06-02,45367689000
2020-06-03,46541683000
2020-06-04,45604177000
2020-06-05,47382060000
2020-06-08,47943719000
2020-06-09,46980875000
2020-06-10,46170059000
2020-06-11,43581360000
2020-06-12,43872747000
2020-06-15,44126127000
2020-06-16,44637110000
2020-06-17,44637110000
2020-06-18,44189472000
2020-06-19,42977471000
2020-06-22,43792510000
2020-06-23,43860078000
2020-06-24,42808551000
2020-06-25,43239297000
2020-06-26,43416663000
2020-06-29,43733388000
2020-06-30,44768157000
2020-07-01,44421543000
2020-07-02,44370819000
2020-07-06,44472267000
2020-07-07,44222874000
2020-07-08,43588824000
2020-07-09,43149216000
2020-07-10,43884714000
2020-07-13,44100291000
2020-07-14,44890740000
2020-07-15,45140133000
2020-07-16,45423342000
2020-07-17,45947490000
2020-07-20,45047139000
2020-07-21,45448704000
2020-07-22,45740367000
2020-07-23,45664281000
2020-07-24,45347256000
2020-07-27,45258489000
2020-07-28,45448704000
2020-07-29,46349055000
2020-07-30,46234926000
2020-07-31,46327920000
2020-08-03,46065846000
2020-08-04,45998214000
2020-08-05,46150386000
2020-08-06,46653399000
2020-08-07,47646744000
2020-08-10,47177547000
2020-08-11,47169093000
2020-08-12,47448075000
2020-08-13,47063418000
2020-08-14,47118369000
2020-08-17,46864749000
2020-08-18,46923927000
2020-08-19,46733712000
2020-08-20,46560405000
2020-08-21,46987332000
2020-08-24,47557977000
2020-08-25,47845413000
2020-08-26,48145530000
2020-08-27,48301929000
2020-08-28,48192027000
2020-08-31,48187800000
2020-09-01,48035628000
2020-09-02,48251205000
2020-09-03,47012694000
2020-09-04,47008467000
2020-09-08,46691442000
2020-09-09,47579112000
2020-09-10,47207136000
2020-09-11,47828505000
2020-09-14,49185372000
2020-09-15,49485489000
2020-09-16,49392495000
2020-09-17,48847212000
2020-09-18,48724629000
2020-09-21,48314610000
2020-09-22,48597819000
2020-09-23,47228271000
2020-09-24,47046510000
2020-09-25,48031401000
2020-09-28,48204708000
2020-09-29,47938407000
2020-09-30,47859593000
2020-10-01,47741181000
2020-10-02,48164081000
2020-10-05,48312096000
2020-10-06,47893425000
2020-10-07,48159852000
2020-10-08,48506630000
2020-10-09,48781515000
2020-10-12,49403178000
2020-10-13,48844950000
2020-10-14,48455882000
2020-10-15,48747683000
2020-10-16,49001423000
2020-10-19,48083730000
2020-10-20,48341699000
2020-10-21,48282493000
2020-10-22,48959133000
2020-10-23,49352430000
2020-10-26,47956860000
2020-10-27,46785427000
2020-10-28,45233384000
2020-10-29,45482895000
2020-10-30,45635139000
2020-11-02,46802343000
2020-11-03,48510859000
2020-11-04,49077545000
2020-11-05,50616901000
2020-11-06,50443512000
2020-11-09,51153984000
2020-11-10,52177402000
2020-11-11,51932120000
2020-11-12,51208961000
2020-11-13,51559968000
2020-11-16,51589571000
2020-11-17,51297770000
2020-11-18,50972137000
2020-11-19,50993282000
2020-11-20,50896015000
2020-11-23,50794519000
2020-11-24,50929847000
2020-11-25,50595756000
2020-11-27,50405451000
2020-11-30,50380077000
2020-12-01,50595756000
2020-12-02,49534277000
2020-12-03,49538506000
2020-12-04,49707666000
2020-12-07,49382033000
2020-12-08,49373575000
2020-12-09,49301682000
2020-12-10,48608126000
2020-12-11,48806889000
2020-12-14,48540462000
2020-12-15,49386262000
2020-12-16,49090232000
2020-12-17,49694979000
2020-12-18,49652689000
2020-12-21,49272079000
2020-12-22,49868368000
2020-12-23,49162125000
2020-12-24,49479300000
2020-12-28,49940261000
2020-12-29,49403178000
2020-12-30,49449697000
2020-12-31,49872597000
2021-01-04,48561607000
2021-01-05,48722309000
2021-01-06,49800704000
2021-01-07,49923345000
2021-01-08,50155940000
2021-01-11,49496216000
2021-01-12,49225560000
2021-01-13,49145209000
2021-01-14,48481256000
2021-01-15,48515088000
2021-01-19,48637729000
2021-01-20,48654645000
2021-01-21,48455882000
2021-01-22,48785744000
2021-01-25,48290951000
2021-01-26,48189455000
2021-01-27,46924984000
2021-01-28,47411319000
2021-01-29,47077228000
2021-02-01,47402861000
2021-02-02,47787700000
2021-02-03,47457838000
2021-02-04,47821532000
2021-02-05,48096417000
2021-02-08,48371302000
2021-02-09,48020295000
2021-02-10,48079501000
2021-02-11,47880738000
2021-02-12,47893425000
2021-02-16,47618540000
2021-02-17,47453609000
2021-02-18,47969547000
2021-02-19,47208327000
2021-02-22,46755824000
2021-02-23,46485168000
2021-02-24,47309823000
2021-02-25,47478983000
2021-02-26,46895381000
2021-03-01,47567792000
2021-03-02,48350157000
2021-03-03,48197913000
2021-03-04,48853408000
2021-03-05,50189772000
2021-03-08,51479617000
2021-03-09,50578840000
2021-03-10,51462701000
2021-03-11,50748000000
2021-03-12,51504991000
2021-03-15,51855998000
2021-03-16,51978639000
2021-03-17,50320871000
2021-03-18,51551510000
2021-03-19,51411953000
2021-03-22,52173173000
2021-03-23,52481890000
2021-03-24,52786378000
2021-03-25,53890147000
2021-03-26,54892420000
2021-03-29,55120786000
2021-03-30,54672512000
2021-03-31,54394832000
2021-04-01,54504448000
2021-04-05,55225384000
2021-04-06,55482560000
2021-04-07,55824056000
2021-04-08,56005344000
2021-04-09,56781088000
2021-04-12,56692552000
2021-04-13,56688336000
2021-04-14,56443808000
2021-04-15,56713632000
2021-04-16,56937080000
2021-04-19,56675688000
2021-04-20,56861192000
2021-04-21,57152096000
2021-04-22,56810600000
2021-04-23,57126800000
2021-04-26,56464888000
2021-04-27,56941296000
2021-04-28,57434567999
2021-04-29,57835088000
2021-04-30,58168152000
2021-05-03,59167344000
2021-05-04,59395008000
2021-05-05,59715423999
2021-05-06,59647967999
2021-05-07,59605808000
2021-05-10,60398415999
2021-05-11,59529919999
2021-05-12,58256688000
2021-05-13,59622671999
2021-05-14,59841904000
2021-05-17,59660615999
2021-05-18,59222152000
2021-05-19,58665640000
2021-05-20,59205288000
2021-05-21,59432952000
2021-05-24,59491976000
2021-05-25,59314904000
2021-05-26,58927032000
2021-05-27,59255880000
2021-05-28,59310688000
2021-06-01,59053512000
2021-06-02,59496192000
2021-06-03,59268528000
2021-06-04,59340200000
2021-06-07,58842712000
2021-06-08,58745744000
2021-06-09,58846928000
2021-06-10,58994488000
2021-06-11,58986056000
2021-06-14,59129400000
2021-06-15,59386576000
2021-06-16,58948112000
2021-06-17,58728880000
2021-06-18,57788712000
2021-06-21,58754176000
2021-06-22,58884871999
2021-06-23,58400032000
2021-06-24,58408464000
2021-06-25,58648776000
2021-06-28,58678288000
2021-06-29,58796336000
2021-06-30,58776145000
2021-07-01,59220814999
2021-07-02,59556415000
2021-07-06,59892015000
2021-07-07,60424780000
2021-07-08,59640314999
2021-07-09,60005280000
2021-07-12,60034645000
2021-07-13,59787140000
2021-07-14,60403805000
2021-07-15,60978520000
2021-07-16,61163100000
2021-07-19,60252785000
2021-07-20,60898814999
2021-07-21,60764575000
2021-07-22,60819109999
2021-07-23,61410604999
2021-07-26,61536455000
2021-07-27,61649720000
2021-07-28,61108564999
2021-07-29,61335095000
2021-07-30,62195069999
2021-08-02,61779765000
2021-08-03,62677495000
2021-08-04,62446770000
2021-08-05,62224435000
2021-08-06,62018880000
2021-08-09,61762984999
2021-08-10,61658109999
2021-08-11,62560035000
2021-08-12,62958560000
2021-08-13,63180895000
2021-08-16,63734635000
2021-08-17,63638149999
2021-08-18,62740420000
2021-08-19,63604590000
2021-08-20,64158330000
2021-08-23,63663319999
2021-08-24,63927604999
2021-08-25,64112185000
2021-08-26,64435200000
2021-08-27,64665925000
2021-08-30,65077035000
2021-08-31,65068645000
2021-09-01,65379075000
2021-09-02,65362295000
2021-09-03,65190300000
2021-09-07,64292569999
2021-09-08,64703680000
2021-09-09,64519100000
2021-09-10,64791774999
2021-09-13,65077035000
2021-09-14,64846310000
2021-09-15,65286785000
2021-09-16,64556854999
2021-09-17,64049260000
2021-09-20,64070234999
2021-09-21,64078625000
2021-09-22,64359689999
2021-09-23,64393250000
2021-09-24,64682705000
2021-09-27,63784975000
2021-09-28,62891439999
2021-09-29,63596200000
2021-09-30,62417544000
2021-10-01,62618136000
2021-10-04,62196057000
2021-10-05,62622315000
2021-10-06,63219912000
2021-10-07,64352421000
2021-10-08,64657488000
2021-10-11,64390032000
2021-10-12,64548834000
2021-10-13,64761963000
2021-10-14,66011484000
2021-10-15,66099242999
2021-10-18,65677164000
2021-10-19,66379236000
2021-10-20,67072950000
2021-10-21,67649652000
2021-10-22,68711117999
2021-10-25,67344585000
2021-10-26,66563112000
2021-10-27,64837185000
2021-10-28,65819250000
2021-10-29,66960116999
2021-11-01,66563112000
2021-11-02,67378016999
2021-11-03,66746988000
2021-11-04,67160709000
2021-11-05,66818030999
2021-11-08,66884895000
2021-11-09,66688482000
2021-11-10,67733232000
2021-11-11,67382196000
2021-11-12,68109341999
2021-11-15,68117700000
2021-11-16,68798877000
2021-11-17,69124839000
2021-11-18,68740371000
2021-11-19,68280680999
2021-11-22,68126058000
2021-11-23,68886636000
2021-11-24,69254388000
2021-11-26,68314113000
2021-11-29,69718257000
2021-11-30,67143992999
2021-12-01,67077129000
2021-12-02,68426946000
2021-12-03,68209638000
2021-12-06,68318291999
2021-12-07,68640075000
2021-12-08,68339187000
2021-12-09,68029941000
2021-12-10,68836488000
2021-12-13,68631716999
2021-12-14,67942182000
2021-12-15,67921287000
2021-12-16,69388116000
2021-12-17,67411449000
2021-12-20,67110561000
2021-12-21,66876537000
2021-12-22,67139814000
2021-12-23,67674726000
2021-12-27,68447841000
2021-12-28,69012006000
2021-12-29,69530202000
2021-12-30,69258567000
2021-12-31,69380330000
2022-01-03,67651018000
2022-01-04,68299510000
2022-01-05,67276888000
2022-01-06,67696745000
2022-01-07,67243632000
2022-01-10,66266737000
2022-01-11,66287522000
2022-01-12,66275051000
2022-01-13,65451964999
2022-01-14,65119405000
2022-01-18,64578995000
2022-01-19,64466756000
2022-01-20,63697710999
2022-01-21,62936980000
2022-01-24,62267703000
2022-01-25,61527757000
2022-01-26,61506972000
2022-01-27,60796125000
2022-01-28,61482030000
2022-01-31,62537908000
2022-02-01,62255232000
2022-02-02,61573484000
2022-02-03,60870951000
2022-02-04,60288971000
2022-02-07,60313913000
2022-02-08,60338855000
2022-02-09,60958247999
2022-02-10,59785974000
2022-02-11,59295447999
2022-02-14,58933789000
2022-02-15,59312076000
2022-02-16,59266349000
2022-02-17,59470042000
2022-02-18,59166581000
2022-02-22,58834021000
2022-02-23,58447420000
2022-02-24,58991987000
2022-02-25,60343012000
2022-02-28,60027080000
2022-03-01,60933306000
2022-03-02,62421512000
2022-03-03,63523117000
2022-03-04,65605774000
2022-03-07,64786845000
2022-03-08,61506972000
2022-03-09,62346685999
2022-03-10,62957764999
2022-03-11,62966079000
2022-03-14,64204864999
2022-03-15,64504168999
2022-03-16,64225650000
2022-03-17,64695391000
2022-03-18,64712018999
2022-03-21,64861671000
2022-03-22,64362831000
2022-03-23,63830735000
2022-03-24,64450128000
2022-03-25,64965596000
2022-03-28,65747112000
2022-03-29,65576675000
2022-03-30,66283364999
2022-03-31,65682400000
2022-04-01,66225264000
2022-04-04,66051215999
2022-04-05,66548496000
2022-04-06,66759840000
2022-04-07,67870432000
2022-04-08,68438160000
2022-04-11,68027904000
2022-04-12,67070640000
2022-04-13,66196256000
2022-04-14,65955904000
2022-04-18,65479344000
2022-04-19,65922752000
2022-04-20,66548496000
2022-04-21,66784704000
2022-04-22,65272144000
2022-04-25,64629824000
2022-04-26,68023760000
2022-04-27,69391280000
2022-04-28,70302960000
2022-04-29,68143936000
2022-05-02,65906176000
2022-05-03,66026352000
2022-05-04,67269552000
2022-05-05,65740415999
2022-05-06,67041632000
2022-05-09,65989056000
2022-05-10,65040079999
2022-05-11,65384032000
2022-05-12,64430911999
2022-05-13,65433760000
2022-05-16,65238992000
2022-05-17,65156111999
2022-05-18,63428064000
2022-05-19,63307888000
2022-05-20,64024800000
2022-05-23,64679552000
2022-05-24,65309440000
2022-05-25,64650544000
2022-05-26,65471056000
2022-05-27,66718400000
2022-05-31,65686544000
2022-06-01,65694832000
2022-06-02,66047072000
2022-06-03,65939328000
2022-06-06,65450336000
2022-06-07,66221120000
2022-06-08,65085664000
2022-06-09,63548240000
2022-06-10,62744304000
2022-06-13,61273184000
2022-06-14,60344928000
2022-06-15,60257904000
2022-06-16,58985696000
2022-06-17,58285360000
2022-06-21,59669456000
2022-06-22,60050704000
2022-06-23,60995536000
2022-06-24,62288464000
2022-06-27,61965232000
2022-06-28,61695872000
2022-06-29,62678000000
2022-06-30,63027759999
2022-07-01,64127800000
2022-07-05,62500399999
2022-07-06,63678720000
2022-07-07,63266720000
2022-07-08,62937120000
2022-07-11,62862960000
2022-07-12,62224360000
2022-07-13,61977160000
2022-07-14,62240840000
2022-07-15,62628120000
2022-07-18,61499240000
2022-07-19,62681679999
2022-07-20,62933000000
2022-07-21,63963000000
2022-07-22,63831160000
2022-07-25,64230800000
2022-07-26,63864120000
2022-07-27,65631600000
2022-07-28,67802840000
2022-07-29,67798720000
2022-08-01,67304320000
2022-08-02,67291960000
2022-08-03,68466160000
2022-08-04,69681560000
2022-08-05,69557960000
2022-08-08,69834000000
2022-08-09,69998800000
2022-08-10,70068840000
2022-08-11,69932880000
2022-08-12,70756880000
2022-08-15,71152400000
2022-08-16,72021720000
2022-08-17,72219480000
2022-08-18,72095880000
2022-08-19,71819840000
2022-08-22,71786880000
2022-08-23,71453160000
2022-08-24,71473760000
2022-08-25,71947560000
2022-08-26,70662120000
2022-08-29,70752760000
2022-08-30,70340760000
2022-08-31,69640360000
2022-09-01,70056480000
2022-09-02,69401400000
2022-09-06,69693920000
2022-09-07,71576760000
2022-09-08,71514960000
2022-09-09,71440800000
2022-09-12,71568520000
2022-09-13,70538520000
2022-09-14,70752760000
2022-09-15,70464360000
2022-09-16,69768080000
2022-09-19,70414920000
2022-09-20,69916400000
2022-09-21,69582680000
2022-09-22,68750440000
2022-09-23,68284880000
2022-09-26,68070640000
2022-09-27,67246640000
2022-09-28,67844039999
2022-09-29,66706920000
2022-09-30,65557932000
2022-10-03,67554828000
2022-10-04,68819256000
2022-10-05,68184996000
2022-10-06,65226480000
2022-10-07,63524208000
2022-10-10,63630600000
2022-10-11,63945684000
2022-10-12,63160020000
2022-10-13,64399896000
2022-10-14,63315515999
2022-10-17,64579944000
2022-10-18,65930304000
2022-10-19,66085800000
2022-10-20,65177376000
2022-10-21,65402436000
2022-10-24,66572748000
2022-10-25,67538460000
2022-10-26,65459724000
2022-10-27,64776360000
2022-10-28,64616772000
2022-10-31,64805004000
2022-11-01,64047984000
2022-11-02,63516024000
2022-11-03,64297596000
2022-11-04,63741084000
2022-11-07,64387620000
2022-11-08,65324687999
2022-11-09,64735439999
2022-11-10,65971224000
2022-11-11,64719072000
2022-11-14,64485828000
2022-11-15,64281228000
2022-11-16,64686336000
2022-11-17,65099628000
2022-11-18,65954856000
2022-11-21,66617760000
2022-11-22,66797808000
2022-11-23,67112892000
2022-11-25,67297032000
2022-11-28,67350228000
2022-11-29,67550736000
2022-11-30,68631024000
2022-12-01,68671944000
2022-12-02,69486252000
2022-12-05,68659668000
2022-12-06,67747152000
2022-12-07,67603932000
2022-12-08,67931292000
2022-12-09,68266836000
2022-12-12,68250468000
2022-12-13,68234100000
2022-12-14,68148168000
2022-12-15,66851004000
2022-12-16,66204468000
2022-12-19,64485828000
2022-12-20,64567668000
2022-12-21,65173284000
2022-12-22,64543115999
2022-12-23,65148732000
2022-12-27,65267400000
2022-12-28,64395804000
2022-12-29,65009604000
2022-12-30,64195296000
2023-01-03,63974022000
2023-01-04,63925134000
2023-01-05,62690712000
2023-01-06,64976226000
2023-01-09,64466976000
2023-01-10,63110334000
2023-01-11,63957726000
2023-01-12,62201832000
2023-01-13,62817006000
2023-01-17,62890338000
2023-01-18,61476660000
2023-01-19,61309626000
2023-01-20,61949244000
2023-01-23,62197757999
2023-01-24,62034798000
2023-01-25,62377014000
2023-01-26,62128500000
2023-01-27,62173314000
2023-01-30,62372940000
2023-01-31,63037001999
2023-02-01,62906634000
2023-02-02,61248516000
2023-02-03,61541844000
2023-02-06,61851468000
2023-02-07,61651842000
2023-02-08,61460364000
2023-02-09,62038872000
2023-02-10,62768118000
2023-02-13,62242572000
2023-02-14,61655916000
2023-02-15,61981835999
2023-02-16,62034798000
2023-02-17,63114407999
2023-02-21,62144796000
2023-02-22,61985910000
2023-02-23,61509251999
2023-02-24,61643694000
2023-02-27,61545918000
2023-02-28,61012224000
2023-03-01,60633342000
2023-03-02,61110000000
2023-03-03,61142592000
2023-03-06,61423698000
