,ECL
2013-11-26,32526588000
2013-11-27,32216352000
2013-11-29,32279604000
2013-12-02,31851900000
2013-12-03,31219380000
2013-12-04,31147092000
2013-12-05,31038660000
2013-12-06,31833828000
2013-12-09,31854912000
2013-12-10,31641060000
2013-12-11,31095888000
2013-12-12,30975408000
2013-12-13,30897096000
2013-12-16,30752520000
2013-12-17,30740472000
2013-12-18,31348896000
2013-12-19,31008540000
2013-12-20,31397088000
2013-12-23,31409136000
2013-12-24,31604916000
2013-12-26,31535640000
2013-12-27,31466364000
2013-12-30,31357932000
2013-12-31,31343562000
2014-01-02,31199274000
2014-01-03,31238352000
2014-01-06,30745368000
2014-01-07,31060998000
2014-01-08,31304484000
2014-01-09,31563000000
2014-01-10,31680234000
2014-01-13,30991860000
2014-01-14,31361598000
2014-01-15,31148172000
2014-01-16,31397670000
2014-01-17,31307490000
2014-01-21,31232340000
2014-01-22,31169214000
2014-01-23,30643164000
2014-01-24,29864610000
2014-01-27,29687256000
2014-01-28,30014910000
2014-01-29,30129138000
2014-01-30,30309498000
2014-01-31,30222324000
2014-02-03,29467818000
2014-02-04,29669220000
2014-02-05,29807496000
2014-02-06,30026934000
2014-02-07,30099078000
2014-02-10,30246372000
2014-02-11,30483846000
2014-02-12,30402684000
2014-02-13,30751380000
2014-02-14,31006890000
2014-02-18,30985848000
2014-02-19,30652182000
2014-02-20,30622122000
2014-02-21,30718314000
2014-02-24,30778434000
2014-02-25,31436748000
2014-02-26,31692258000
2014-02-27,32058990000
2014-02-28,32389650000
2014-03-03,32458788000
2014-03-04,32963796000
2014-03-05,32879628000
2014-03-06,33023916000
2014-03-07,33017904000
2014-03-10,33120108000
2014-03-11,33438744000
2014-03-12,33252372000
2014-03-13,32840550000
2014-03-14,32654178000
2014-03-17,33072012000
2014-03-18,33168204000
2014-03-19,32861591999
2014-03-20,33078024000
2014-03-21,33285438000
2014-03-24,33017904000
2014-03-25,32557986000
2014-03-26,32179230000
2014-03-27,31923720000
2014-03-28,31932738000
2014-03-31,32353804000
2014-04-01,32554536000
2014-04-02,32533564000
2014-04-03,32671380000
2014-04-04,32111128000
2014-04-07,31676708000
2014-04-08,31523912000
2014-04-09,32117120000
2014-04-10,31463992000
2014-04-11,31068520000
2014-04-14,31239292000
2014-04-15,31583832000
2014-04-16,32066188000
2014-04-17,32293884000
2014-04-21,32320848000
2014-04-22,32141088000
2014-04-23,32024244000
2014-04-24,31784564000
2014-04-25,31526908000
2014-04-28,31407068000
2014-04-29,31248280000
2014-04-30,31350144000
2014-05-01,31341156000
2014-05-02,31308200000
2014-05-05,31550876000
2014-05-06,31251276000
2014-05-07,31490956000
2014-05-08,31308200000
2014-05-09,31383100000
2014-05-12,31634764000
2014-05-13,31667720000
2014-05-14,31817520000
2014-05-15,31700676000
2014-05-16,31724644000
2014-05-19,32117120000
2014-05-20,31958332000
2014-05-21,32290888000
2014-05-22,32177040000
2014-05-23,32371780000
2014-05-27,32563524000
2014-05-28,32395748000
2014-05-29,32560528000
2014-05-30,32713324000
2014-06-02,32668384000
2014-06-03,32695348000
2014-06-04,32950008000
2014-06-05,32896080000
2014-06-06,33057864000
2014-06-09,32970980000
2014-06-10,32973976000
2014-06-11,32755268000
2014-06-12,32458664000
2014-06-13,32401740000
2014-06-16,32281900000
2014-06-17,32296880000
2014-06-18,32485628000
2014-06-19,32470648000
2014-06-20,32560528000
2014-06-23,32452671999
2014-06-24,32111128000
2014-06-25,32192020000
2014-06-26,32135096000
2014-06-27,32545548000
2014-06-30,33402000000
2014-07-01,33459000000
2014-07-02,33189000000
2014-07-03,33183000000
2014-07-07,33084000000
2014-07-08,33120000000
2014-07-09,33081000000
2014-07-10,33003000000
2014-07-11,32877000000
2014-07-14,32964000000
2014-07-15,33069000000
2014-07-16,33174000000
2014-07-17,32994000000
2014-07-18,33129000000
2014-07-21,32817000000
2014-07-22,32994000000
2014-07-23,33000000000
2014-07-24,33117000000
2014-07-25,33174000000
2014-07-28,33306000000
2014-07-29,32949000000
2014-07-30,32805000000
2014-07-31,32559000000
2014-08-01,32478000000
2014-08-04,32795999999
2014-08-05,32457000000
2014-08-06,32658000000
2014-08-07,32415000000
2014-08-08,32733000000
2014-08-11,32814000000
2014-08-12,33006000000
2014-08-13,33381000000
2014-08-14,33591000000
2014-08-15,33711000000
2014-08-18,34020000000
2014-08-19,34145999999
2014-08-20,34107000000
2014-08-21,34131000000
2014-08-22,34098000000
2014-08-25,34374000000
2014-08-26,34461000000
2014-08-27,34224000000
2014-08-28,34317000000
2014-08-29,34446000000
2014-09-02,34395000000
2014-09-03,34452000000
2014-09-04,34467000000
2014-09-05,34653000000
2014-09-08,34692000000
2014-09-09,34398000000
2014-09-10,34425000000
2014-09-11,34410000000
2014-09-12,34641000000
2014-09-15,34527000000
2014-09-16,34836000000
2014-09-17,35007000000
2014-09-18,35259000000
2014-09-19,35421000000
2014-09-22,35193000000
2014-09-23,35031000000
2014-09-24,35289000000
2014-09-25,34692000000
2014-09-26,34968000000
2014-09-29,34896000000
2014-09-30,34460483000
2014-10-01,33821270000
2014-10-02,34001330000
2014-10-03,34406465000
2014-10-06,34037342000
2014-10-07,33554181000
2014-10-08,34061350000
2014-10-09,33209066000
2014-10-10,32794928000
2014-10-13,32272754000
2014-10-14,32104698000
2014-10-15,31612534000
2014-10-16,31627539000
2014-10-17,32377789000
2014-10-20,32995995000
2014-10-21,33821270000
2014-10-22,33734241000
2014-10-23,33779256000
2014-10-24,33827272000
2014-10-27,33203064000
2014-10-28,33194061000
2014-10-29,32458816000
2014-10-30,32515835000
2014-10-31,33380123000
2014-11-03,33041010000
2014-11-04,32815935000
2014-11-05,33149046000
2014-11-06,33593194000
2014-11-07,33755248000
2014-11-10,33830273000
2014-11-11,33848279000
2014-11-12,33905298000
2014-11-13,33896295000
2014-11-14,33734241000
2014-11-17,33668219000
2014-11-18,33965318000
2014-11-19,33977322000
2014-11-20,34049346000
2014-11-21,34379456000
2014-11-24,34361450000
2014-11-25,34061350000
2014-11-26,34136375000
2014-11-28,32695895000
2014-12-01,31300430000
2014-12-02,31879623000
2014-12-03,32785925000
2014-12-04,32869953000
2014-12-05,32722904000
2014-12-08,31165385000
2014-12-09,31645545000
2014-12-10,31273421000
2014-12-11,31402464000
2014-12-12,30709233000
2014-12-15,30619203000
2014-12-16,30475155000
2014-12-17,31339443000
2014-12-18,31597529000
2014-12-19,31999663000
2014-12-22,32059683000
2014-12-23,32245745000
2014-12-24,32164718000
2014-12-26,32143711000
2014-12-29,32032674000
2014-12-30,31591527000
2014-12-31,31167864000
2015-01-02,31105242000
2015-01-05,30410436000
2015-01-06,29500926000
2015-01-07,29933316000
2015-01-08,30601284000
2015-01-09,30216606000
2015-01-12,30046632000
2015-01-13,30392544000
2015-01-14,30216606000
2015-01-15,30022776000
2015-01-16,30479022000
2015-01-20,30583392000
2015-01-21,31012800000
2015-01-22,31719534000
2015-01-23,31573416000
2015-01-26,31913364000
2015-01-27,31752336000
2015-01-28,30887556000
2015-01-29,31126116000
2015-01-30,30944214000
2015-02-02,30860718000
2015-02-03,31633056000
2015-02-04,31144008000
2015-02-05,31722516000
2015-02-06,31811976000
2015-02-09,31978968000
2015-02-10,32304006000
2015-02-11,32596242000
2015-02-12,33031614000
2015-02-13,33285084000
2015-02-17,33299994000
2015-02-18,33267192000
2015-02-19,33329814000
2015-02-20,33556446000
2015-02-23,33222462000
2015-02-24,33696600000
2015-02-25,34486830000
2015-02-26,34635930000
2015-02-27,34454028000
2015-03-02,34579272000
2015-03-03,34647858000
2015-03-04,34644876000
2015-03-05,34820814000
2015-03-06,34200558000
2015-03-09,34555416000
2015-03-10,34260198000
2015-03-11,34143900000
2015-03-12,34534542000
2015-03-13,34134954000
2015-03-16,34343694000
2015-03-17,34087242000
2015-03-18,34501740000
2015-03-19,34295982000
2015-03-20,34373514000
2015-03-23,34078296000
2015-03-24,33869556000
2015-03-25,33941123999
2015-03-26,34072332000
2015-03-27,34066368000
2015-03-30,34230378000
2015-03-31,33879356000
2015-04-01,33630548000
2015-04-02,33580194000
2015-04-06,33956368000
2015-04-07,33935633999
2015-04-08,34163708000
2015-04-09,34317732000
2015-04-10,34465832000
2015-04-13,34190366000
2015-04-14,34403630000
2015-04-15,34661324000
2015-04-16,34605046000
2015-04-17,34122240000
2015-04-20,34403630000
2015-04-21,34323656000
2015-04-22,34374010000
2015-04-23,34314770000
2015-04-24,34237758000
2015-04-27,34385858000
2015-04-28,33461714000
2015-04-29,33888242000
2015-04-30,33168476000
2015-05-01,33751990000
2015-05-04,33757914000
2015-05-05,33281032000
2015-05-06,33322500000
2015-05-07,33553536000
2015-05-08,34000798000
2015-05-11,33642396000
2015-05-12,33603890000
2015-05-13,33769762000
2015-05-14,34356238000
2015-05-15,34394744000
2015-05-18,34314770000
2015-05-19,34279226000
2015-05-20,34231833999
2015-05-21,34371048000
2015-05-22,34140012000
2015-05-26,33713483999
2015-05-27,33900090000
2015-05-28,34003760000
2015-05-29,33959330000
2015-06-01,34080772000
2015-06-02,34261454000
2015-06-03,34465832000
2015-06-04,33772724000
2015-06-05,33769762000
2015-06-08,33648320000
2015-06-09,33666092000
2015-06-10,34243682000
2015-06-11,34273302000
2015-06-12,33843812000
2015-06-15,33731256000
2015-06-16,33900090000
2015-06-17,34074848000
2015-06-18,34720564000
2015-06-19,34705754000
2015-06-22,34871626000
2015-06-23,34720564000
2015-06-24,34436212000
2015-06-25,34347352000
2015-06-26,34279226000
2015-06-29,33449866000
2015-06-30,33378263999
2015-07-01,33416640000
2015-07-02,33301512000
2015-07-06,33032880000
2015-07-07,33115536000
2015-07-08,32655024000
2015-07-09,32652072000
2015-07-10,33145056000
2015-07-13,33573096000
2015-07-14,33859440000
2015-07-15,33829920000
2015-07-16,33859440000
2015-07-17,33292656000
2015-07-20,33289704000
2015-07-21,33230663999
2015-07-22,33018120000
2015-07-23,32838048000
2015-07-24,32333256000
2015-07-27,31996728000
2015-07-28,33584904000
2015-07-29,34042463999
2015-07-30,34272720000
2015-07-31,34187112000
2015-08-03,34030656000
2015-08-04,34042463999
2015-08-05,34464600000
2015-08-06,34334712000
2015-08-07,33759072000
2015-08-10,34417368000
2015-08-11,34222536000
2015-08-12,33959808000
2015-08-13,34030656000
2015-08-14,34384896000
2015-08-17,34346520000
2015-08-18,34213680000
2015-08-19,33906672000
2015-08-20,33245424000
2015-08-21,32442480000
2015-08-24,31099320000
2015-08-25,30857256000
2015-08-26,31435848000
2015-08-27,32448384000
2015-08-28,32607792000
2015-08-31,32218128000
2015-09-01,31119984000
2015-09-02,31875696000
2015-09-03,32126616000
2015-09-04,31450608000
2015-09-08,32055768000
2015-09-09,32625504000
2015-09-10,32601888000
2015-09-11,32469048000
2015-09-14,32153184000
2015-09-15,32533992000
2015-09-16,33534720000
2015-09-17,33517008000
2015-09-18,33224760000
2015-09-21,33277896000
2015-09-22,32725872000
2015-09-23,32483808000
2015-09-24,32631408000
2015-09-25,32607792000
2015-09-28,31680863999
2015-09-29,31987872000
2015-09-30,32455176000
2015-10-01,33227214000
2015-10-02,33780360000
2015-10-05,34235892000
2015-10-06,34664802000
2015-10-07,34984266000
2015-10-08,35652774000
2015-10-09,35655732000
2015-10-12,35664606000
2015-10-13,35543328000
2015-10-14,35892372000
2015-10-15,35963364000
2015-10-16,36117180000
2015-10-19,35312604000
2015-10-20,35327394000
2015-10-21,34874820000
2015-10-22,35658690000
2015-10-23,35493042000
2015-10-26,35371764000
2015-10-27,35061174000
2015-10-28,35374722000
2015-10-29,35475294000
2015-10-30,35599530000
2015-11-02,34901442000
2015-11-03,35507832000
2015-11-04,34753542000
2015-11-05,34797912000
2015-11-06,34726920000
2015-11-09,34300968000
2015-11-10,34416330000
2015-11-11,34747626000
2015-11-12,34061370000
2015-11-13,34439994000
2015-11-16,34519860000
2015-11-17,34534650000
2015-11-18,34999056000
2015-11-19,34877778000
2015-11-20,34942854000
2015-11-23,35354016000
2015-11-24,35413176000
2015-11-25,35206116000
2015-11-27,35173578000
2015-11-30,35247528000
2015-12-01,35398386000
2015-12-02,35093712000
2015-12-03,34871862000
2015-12-04,35268234000
2015-12-07,35010888000
2015-12-08,34422246000
2015-12-09,34593810000
2015-12-10,34300968000
2015-12-11,33244962000
2015-12-14,33614712000
2015-12-15,34037705999
2015-12-16,34871862000
2015-12-17,34105740000
2015-12-18,33312996000
2015-12-21,33490476000
2015-12-22,33845436000
2015-12-23,34460700000
2015-12-24,34247724000
2015-12-28,34156026000
2015-12-29,34428162000
2015-12-30,34144194000
2015-12-31,33673472000
2016-01-04,33117056000
2016-01-05,33237760000
2016-01-06,31815807999
2016-01-07,30991488000
2016-01-08,30720640000
2016-01-11,30800128000
2016-01-12,31123968000
2016-01-13,30361472000
2016-01-14,30859007999
2016-01-15,30199552000
2016-01-19,30137728000
2016-01-20,30158336000
2016-01-21,29984640000
2016-01-22,30909056000
2016-01-25,30399744000
2016-01-26,30655872000
2016-01-27,30258432000
2016-01-28,30617600000
2016-01-29,31756928000
2016-02-01,31624448000
2016-02-02,30891392000
2016-02-03,31583232000
2016-02-04,32139648000
2016-02-05,31256448000
2016-02-08,30505728000
2016-02-09,31559680000
2016-02-10,31268224000
2016-02-11,30411520000
2016-02-12,31391872000
2016-02-16,31986560000
2016-02-17,32372224000
2016-02-18,32018944000
2016-02-19,31727488000
2016-02-22,31821696000
2016-02-23,29481216000
2016-02-24,30067072000
2016-02-25,30523392000
2016-02-26,31288832000
2016-02-29,30190720000
2016-03-01,31165184000
2016-03-02,30817792000
2016-03-03,30982656000
2016-03-04,31303552000
2016-03-07,31194624000
2016-03-08,30700032000
2016-03-09,30682368000
2016-03-10,30988544000
2016-03-11,31312384000
2016-03-14,30334976000
2016-03-15,30632320000
2016-03-16,31168128000
2016-03-17,31748096000
2016-03-18,31836416000
2016-03-21,32083712000
2016-03-22,32548864000
2016-03-23,32384000000
2016-03-24,32540032000
2016-03-28,32560640000
2016-03-29,32813824000
2016-03-30,33096448000
2016-03-31,32608448000
2016-04-01,32871608000
2016-04-04,32772192000
2016-04-05,32544120000
2016-04-06,32854064000
2016-04-07,32377452000
2016-04-08,32640612000
2016-04-11,32593828000
2016-04-12,32921316000
2016-04-13,33371612000
2016-04-14,33763428000
2016-04-15,33628924000
2016-04-18,33678632000
2016-04-19,33930096000
2016-04-20,33792667999
2016-04-21,33710796000
2016-04-22,33988576000
2016-04-25,33839452000
2016-04-26,33906704000
2016-04-27,34108460000
2016-04-28,33713720000
2016-04-29,33620152000
2016-05-02,33412548000
2016-05-03,33213716000
2016-05-04,33716644000
2016-05-05,33637696000
2016-05-06,34225420000
2016-05-09,33763428000
2016-05-10,34242964000
2016-05-11,34085067999
2016-05-12,34248812000
2016-05-13,33924248000
2016-05-16,34549984000
2016-05-17,34219572000
2016-05-18,33921324000
2016-05-19,33965184000
2016-05-20,34128928000
2016-05-23,34166940000
2016-05-24,34666944000
2016-05-25,34655248000
2016-05-26,34561680000
2016-05-27,34602616000
2016-05-31,34280976000
2016-06-01,34655248000
2016-06-02,34757588000
2016-06-03,34734196000
2016-06-06,35126012000
2016-06-07,35324844000
2016-06-08,35541220000
2016-06-09,35318996000
2016-06-10,35161100000
2016-06-13,34895016000
2016-06-14,34897940000
2016-06-15,34678640000
2016-06-16,34889168000
2016-06-17,34678640000
2016-06-20,34836536000
2016-06-21,34921332000
2016-06-22,34924256000
2016-06-23,35362856000
2016-06-24,34026588000
2016-06-27,33471028000
2016-06-28,33699100000
2016-06-29,34149396000
2016-06-30,34583760000
2016-07-01,34656660000
2016-07-05,34289244000
2016-07-06,34350480000
2016-07-07,34289244000
2016-07-08,34758720000
2016-07-11,34729560000
2016-07-12,35079480000
2016-07-13,35155296000
2016-07-14,35362332000
2016-07-15,35269020000
2016-07-18,35091144000
2016-07-19,35032824000
2016-07-20,35000748000
2016-07-21,34887024000
2016-07-22,34997832000
2016-07-25,34930764000
2016-07-26,34919100000
2016-07-27,34761636000
2016-07-28,34738308000
2016-07-29,34519608000
2016-08-01,34604172000
2016-08-02,35811396000
2016-08-03,35403156000
2016-08-04,35642268000
2016-08-05,35785152000
2016-08-08,35648100000
2016-08-09,35808480000
2016-08-10,35825976000
2016-08-11,35910540000
2016-08-12,35706420000
2016-08-15,35773488000
2016-08-16,35645184000
2016-08-17,35651016000
2016-08-18,35688924000
2016-08-19,35799732000
2016-08-22,35651016000
2016-08-23,35770572000
2016-08-24,35490636000
2016-08-25,35808480000
2016-08-26,35846388000
2016-08-29,36126324000
2016-08-30,36152568000
2016-08-31,35881380000
2016-09-01,35895960000
2016-09-02,36172980000
2016-09-06,36070920000
2016-09-07,35790984000
2016-09-08,35686008000
2016-09-09,34607088000
2016-09-12,35009496000
2016-09-13,34277580000
2016-09-14,34271748000
2016-09-15,34432128000
2016-09-16,34213428000
2016-09-19,34297992000
2016-09-20,34207596000
2016-09-21,34551684000
2016-09-22,34741224000
2016-09-23,34712064000
2016-09-26,34679988000
2016-09-27,34968672000
2016-09-28,35371080000
2016-09-29,35204868000
2016-09-30,35505724000
2016-10-03,35327787000
2016-10-04,35050672000
2016-10-05,35006917000
2016-10-06,35161518000
2016-10-07,34718134000
2016-10-10,34732719000
2016-10-11,34175572000
2016-10-12,34169738000
2016-10-13,34131817000
2016-10-14,34058892000
2016-10-17,33936378000
2016-10-18,34012220000
2016-10-19,34076393999
2016-10-20,33962631000
2016-10-21,33773026000
2016-10-24,34044307000
2016-10-25,33822615000
2016-10-26,33647595000
2016-10-27,33533832000
2016-10-28,33574670000
2016-10-31,33303389000
2016-11-01,32711238000
2016-11-02,32667483000
2016-11-03,32431206000
2016-11-04,32282439000
2016-11-07,32924179000
2016-11-08,33137120000
2016-11-09,33475492000
2016-11-10,33880955000
2016-11-11,33740939000
2016-11-14,33247966000
2016-11-15,33294638000
2016-11-16,33481326000
2016-11-17,33495911000
2016-11-18,33335476000
2016-11-21,33522164000
2016-11-22,33942212000
2016-11-23,34067643000
2016-11-25,34023888000
2016-11-28,33936378000
2016-11-29,33956797000
2016-11-30,34050141000
2016-12-01,34563533000
2016-12-02,34096813000
2016-12-05,34583952000
2016-12-06,34096813000
2016-12-07,34656877000
2016-12-08,34890237000
2016-12-09,35149850000
2016-12-12,35432799000
2016-12-13,35651574000
2016-12-14,35310285000
2016-12-15,35599068000
2016-12-16,35082759000
2016-12-19,35170269000
2016-12-20,35126514000
2016-12-21,34820229000
2016-12-22,34592703000
2016-12-23,34642292000
2016-12-27,34773557000
2016-12-28,34420600000
2016-12-29,34336007000
2016-12-30,34193074000
2017-01-03,34302424000
2017-01-04,34520374000
2017-01-05,34468066000
2017-01-06,34558152000
2017-01-09,34534904000
2017-01-10,34250116000
2017-01-11,34383792000
2017-01-12,34476784000
2017-01-13,34456442000
2017-01-17,34488408000
2017-01-18,34601742000
2017-01-19,34537810000
2017-01-20,34407040000
2017-01-23,34683110000
2017-01-24,35351490000
2017-01-25,35595594000
2017-01-26,35148070000
2017-01-27,35246874000
2017-01-30,35304994000
2017-01-31,34909778000
2017-02-01,35098668000
2017-02-02,34933026000
2017-02-03,35089950000
2017-02-06,34784820000
2017-02-07,34944650000
2017-02-08,34970804000
2017-02-09,35049266000
2017-02-10,35220720000
2017-02-13,35383456000
2017-02-14,35697304000
2017-02-15,35860040000
2017-02-16,35825168000
2017-02-17,36019870000
2017-02-21,36043118000
2017-02-22,35772860000
2017-02-23,35674056000
2017-02-24,36470300000
2017-02-27,35987904000
2017-02-28,36025682000
2017-03-01,36577822000
2017-03-02,36351154000
2017-03-03,36397650000
2017-03-06,36342436000
2017-03-07,36243632000
2017-03-08,36179700000
2017-03-09,35944314000
2017-03-10,36107050000
2017-03-13,36258162000
2017-03-14,35941408000
2017-03-15,36432522000
2017-03-16,36380214000
2017-03-17,36444146000
2017-03-20,36362778000
2017-03-21,36092520000
2017-03-22,36104144000
2017-03-23,36086708000
2017-03-24,35984998000
2017-03-27,36066366000
2017-03-28,36287222000
2017-03-29,36261068000
2017-03-30,36423804000
2017-03-31,36323532000
2017-04-03,36480024000
2017-04-04,36242388000
2017-04-05,36175734000
2017-04-06,36285858000
2017-04-07,36297450000
2017-04-10,36477126000
2017-04-11,36416268000
2017-04-12,36213408000
2017-04-13,36071406000
2017-04-17,36346716000
2017-04-18,36314838000
2017-04-19,36430758000
2017-04-20,36616230000
2017-04-21,36572760000
2017-04-24,36891540000
2017-04-25,37166850000
2017-04-26,37326240000
2017-04-27,37491426000
2017-04-28,37410282000
2017-05-01,37456650000
2017-05-02,36300348000
2017-05-03,36390186000
2017-05-04,36578556000
2017-05-05,36651006000
2017-05-08,36500310000
2017-05-09,36401778000
2017-05-10,36706068000
2017-05-11,36726354000
2017-05-12,36662598000
2017-05-15,36882846000
2017-05-16,36914724000
2017-05-17,36627822000
2017-05-18,36729252000
2017-05-19,36830682000
2017-05-22,37042236000
2017-05-23,37108890000
2017-05-24,37474038000
2017-05-25,37763838000
2017-05-26,38050740000
2017-05-30,38126088000
2017-05-31,38497032000
2017-06-01,38769444000
2017-06-02,38928834000
2017-06-05,38734668000
2017-06-06,38644830000
2017-06-07,38694096000
2017-06-08,38465154000
2017-06-09,38778138000
2017-06-12,38595564000
2017-06-13,38975202000
2017-06-14,38798424000
2017-06-15,38789730000
2017-06-16,38914344000
2017-06-19,39009978000
2017-06-20,38865078000
2017-06-21,38294171999
2017-06-22,38160864000
2017-06-23,38155068000
2017-06-26,38259396000
2017-06-27,38189844000
2017-06-28,38514420000
2017-06-29,38094210000
2017-06-30,38364750000
2017-07-03,38419660000
2017-07-05,38515030000
2017-07-06,38200020000
2017-07-07,38327180000
2017-07-10,38162450000
2017-07-11,38116209999
2017-07-12,38448560000
2017-07-13,38165340000
2017-07-14,38356080000
2017-07-17,38197130000
2017-07-18,38278050000
2017-07-19,38451450000
2017-07-20,38278050000
2017-07-21,38451450000
2017-07-24,38159560000
2017-07-25,38408100000
2017-07-26,38278050000
2017-07-27,38095980000
2017-07-28,38124880000
2017-07-31,38052630000
2017-08-01,37983270000
2017-08-02,38408100000
2017-08-03,38327180000
2017-08-04,38408100000
2017-08-07,38133550000
2017-08-08,37928360000
2017-08-09,38252040000
2017-08-10,37636470000
2017-08-11,37515090000
2017-08-14,37991940000
2017-08-15,37902350000
2017-08-16,38266490000
2017-08-17,37636470000
2017-08-18,37601790000
2017-08-21,37685600000
2017-08-22,37997720000
2017-08-23,37795420000
2017-08-24,37665370000
2017-08-25,37870560000
2017-08-28,37991940000
2017-08-29,37821430000
2017-08-30,37853220000
2017-08-31,38523700000
2017-09-01,38393650000
2017-09-05,38503470000
2017-09-06,37827209999
2017-09-07,38012170000
2017-09-08,37893680000
2017-09-11,37520870000
2017-09-12,37564220000
2017-09-13,37402380000
2017-09-14,37861890000
2017-09-15,37873450000
2017-09-18,37723170000
2017-09-19,37783860000
2017-09-20,37801200000
2017-09-21,37841660000
2017-09-22,37954370000
2017-09-25,38000610000
2017-09-26,37636470000
2017-09-27,37272330000
2017-09-28,37359030000
2017-09-29,37168290000
2017-10-02,37770915000
2017-10-03,37744896000
2017-10-04,37802716000
2017-10-05,38086034000
2017-10-06,38152527000
2017-10-09,38178546000
2017-10-10,38363570000
2017-10-11,38320205000
2017-10-12,38713381000
2017-10-13,38765419000
2017-10-16,38869495000
2017-10-17,38328878000
2017-10-18,38074470000
2017-10-19,38086034000
2017-10-20,38392480000
2017-10-23,38334660000
2017-10-24,38247930000
2017-10-25,38302859000
2017-10-26,38354897000
2017-10-27,38158309000
2017-10-30,37848972000
2017-10-31,37773806000
2017-11-01,37950157000
2017-11-02,37941484000
2017-11-03,37981958000
2017-11-06,38135181000
2017-11-07,37857645000
2017-11-08,37695748999
2017-11-09,37655275000
2017-11-10,37669730000
2017-11-13,38057123999
2017-11-14,37987740000
2017-11-15,37649493000
2017-11-16,38158309000
2017-11-17,38002195000
2017-11-20,38198783000
2017-11-21,38291295000
2017-11-22,38447409000
2017-11-24,38409826000
2017-11-27,38395371000
2017-11-28,38811675000
2017-11-29,39028500000
2017-11-30,39294472000
2017-12-01,38996698999
2017-12-04,39681866000
2017-12-05,39728122000
2017-12-06,39572008000
2017-12-07,39294472000
2017-12-08,39123903000
2017-12-11,38933097000
2017-12-12,38985135000
2017-12-13,39028500000
2017-12-14,38846367000
2017-12-15,39083429000
2017-12-18,39271344000
2017-12-19,39054519000
2017-12-20,38762528000
2017-12-21,38597741000
2017-12-22,38730727000
2017-12-26,38652670000
2017-12-27,38768310000
2017-12-28,38892623000
2017-12-29,38791438000
2018-01-02,38816700000
2018-01-03,39067782000
2018-01-04,39385242000
2018-01-05,39590148000
2018-01-08,39451620000
2018-01-09,39440076000
2018-01-10,38995632000
2018-01-11,39546858000
2018-01-12,39734448000
2018-01-16,39543972000
2018-01-17,39662298000
2018-01-18,39927810000
2018-01-19,40331850000
2018-01-22,40502124000
2018-01-23,39757536000
2018-01-24,39627666000
2018-01-25,39919152000
2018-01-26,39870090000
2018-01-29,39682500000
2018-01-30,39705588000
2018-01-31,39734448000
2018-02-01,39968214000
2018-02-02,39555516000
2018-02-05,38109630000
2018-02-06,38020164000
2018-02-07,38418432000
2018-02-08,36871536000
2018-02-09,37090872000
2018-02-12,37564176000
2018-02-13,37327524000
2018-02-14,37460280000
2018-02-15,38028822000
2018-02-16,37948014000
2018-02-20,38014392000
2018-02-21,37489140000
2018-02-22,37359270000
2018-02-23,37760424000
2018-02-26,38092314000
2018-02-27,37832574000
2018-02-28,37647870000
2018-03-01,37145706000
2018-03-02,36900396000
2018-03-05,37503570000
2018-03-06,37809486000
2018-03-07,38326080000
2018-03-08,38770524000
2018-03-09,38935026000
2018-03-12,39474708000
2018-03-13,39489138000
2018-03-14,39339066000
2018-03-15,39451620000
2018-03-16,39849888000
2018-03-19,39388128000
2018-03-20,39431418000
2018-03-21,39370812000
2018-03-22,38707032000
2018-03-23,38167350000
2018-03-26,38885964000
2018-03-27,38955228000
2018-03-28,39050466000
2018-03-29,39558402000
2018-04-02,38690536000
2018-04-03,39536720000
2018-04-04,40105656000
2018-04-05,40793000000
2018-04-06,40368464000
2018-04-09,40504200000
2018-04-10,40905631999
2018-04-11,40619720000
2018-04-12,40830544000
2018-04-13,40772784000
2018-04-16,42442048000
2018-04-17,42762616000
2018-04-18,43273792000
2018-04-19,43025424000
2018-04-20,42901240000
2018-04-23,43074520000
2018-04-24,42237000000
2018-04-25,41925096000
2018-04-26,42216784000
2018-04-27,42369848000
2018-04-30,41809576000
2018-05-01,42491144000
2018-05-02,41656512000
2018-05-03,41639184000
2018-05-04,41988631999
2018-05-07,42104152000
2018-05-08,42017512000
2018-05-09,42447824000
2018-05-10,42644208000
2018-05-11,42496920000
2018-05-14,42248552000
2018-05-15,42225448000
2018-05-16,42658648000
2018-05-17,42473816000
2018-05-18,42693304000
2018-05-21,42742400000
2018-05-22,42312088000
2018-05-23,42057944000
2018-05-24,42011736000
2018-05-25,41792248000
2018-05-29,40937400000
2018-05-30,41595864000
2018-05-31,41185768000
2018-06-01,41471680000
2018-06-04,41662288000
2018-06-05,41763368000
2018-06-06,42332304000
2018-06-07,42127256000
2018-06-08,42219672000
2018-06-11,41962640000
2018-06-12,41890440000
2018-06-13,41792248000
2018-06-14,41991520000
2018-06-15,42329416000
2018-06-18,41855784000
2018-06-19,41757592000
2018-06-20,41486120000
2018-06-21,40882528000
2018-06-22,40105656000
2018-06-25,39975696000
2018-06-26,39975696000
2018-06-27,39949704000
2018-06-28,40455104000
2018-06-29,40527304000
2018-07-02,40501312000
2018-07-03,40423336000
2018-07-05,40645712000
2018-07-06,40940288000
2018-07-09,41024040000
2018-07-10,41272408000
2018-07-11,40992272000
2018-07-12,41200208000
2018-07-13,41344608000
2018-07-16,41188656000
