,CFG
2023-12-28,15651486256
2023-12-29,15451005497
2024-01-02,15460129400
2024-01-03,14828068007
2024-01-04,14911112569
2024-01-05,15395539184
2024-01-08,15501651681
2024-01-09,15377084837
2024-01-10,15395539184
2024-01-11,15044906587
2024-01-12,14597388666
2024-01-16,14394390847
2024-01-17,14638910948
2024-01-18,14578934319
2024-01-19,15035679413
2024-01-22,15303267448
2024-01-23,15261745167
2024-01-24,15538560376
2024-01-25,15501651681
2024-01-26,15497038094
2024-01-29,15806148411
2024-01-30,15829216345
2024-01-31,15086428868
2024-02-01,14385163673
2024-02-02,14791159312
2024-02-05,14555866385
2024-02-06,14551252798
2024-02-07,14445140302
2024-02-08,14472821822
2024-02-09,14532798451
2024-02-12,14864976701
2024-02-13,14186779440
2024-02-14,14445140302
2024-02-15,14643524534
2024-02-16,14560479972
2024-02-20,14472821822
2024-02-21,14389777260
2024-02-22,14339027805
2024-02-23,14371322913
2024-02-26,14039144662
2024-02-27,14283664763
2024-02-28,14182165853
2024-02-29,14482048996
2024-03-01,14592775080
2024-03-04,14731182684
2024-03-05,15501651681
2024-03-06,15483197334
2024-03-07,15635445699
2024-03-08,15833829931
2024-03-11,15796921237
2024-03-12,15695422327
2024-03-13,15824602758
2024-03-14,15298653861
2024-03-15,15450902226
2024-03-18,15538560376
2024-03-19,15464742987
2024-03-20,16073736446
2024-03-21,16475118498
2024-03-22,16216757637
2024-03-25,16281347852
2024-03-26,16064509272
2024-03-27,16525867953
2024-03-28,16742706533
2024-04-01,16442823390
2024-04-02,16166008182
2024-04-03,16110645140
2024-04-04,15732331022
2024-04-05,15676967980
2024-04-08,16119872314
2024-04-09,16142940248
2024-04-10,15598537004
2024-04-11,15487810921
2024-04-12,15289426688
2024-04-15,15224836473
2024-04-16,14952634851
2024-04-17,15234063646
2024-04-18,15178700604
2024-04-19,15681581567
2024-04-22,15939942428
2024-04-23,16133713074
2024-04-24,16387460349
2024-04-25,16147553835
2024-04-26,16216757637
2024-04-29,16138326661
2024-04-30,15736944608
2024-05-01,16009146230
2024-05-02,16142940248
2024-05-03,16327483720
2024-05-06,16498186432
2024-05-07,16410528283
2024-05-08,16585844581
2024-05-09,16618139689
2024-05-10,16636594036
2024-05-13,16581230995
2024-05-14,16807296748
2024-05-15,16996453808
2024-05-16,16848819030
2024-05-17,17144088585
2024-05-20,16834978269
2024-05-21,16871886964
2024-05-22,16567390234
2024-05-23,16202916876
2024-05-24,16309029373
2024-05-28,15990691883
2024-05-29,15778466890
2024-05-30,15875352213
2024-05-31,16281347852
2024-06-03,16018373404
2024-06-04,15764626129
2024-06-05,15736944608
2024-06-06,15713876674
2024-06-07,15755398956
2024-06-10,15861511452
2024-06-11,15672354393
2024-06-12,16221371223
2024-06-13,15912260907
2024-06-14,15718490261
2024-06-17,15916874494
2024-06-18,16041441338
2024-06-20,15999919057
2024-06-21,16041441338
2024-06-24,16327483720
2024-06-25,16142940248
2024-06-26,16046054925
2024-06-27,15976851123
2024-06-28,16622753276
2024-07-01,16530481540
2024-07-02,16784228814
2024-07-03,16631980450
2024-07-05,16258279918
2024-07-08,16401301109
2024-07-09,16747320120
2024-07-10,16922636419
2024-07-11,17623901614
2024-07-12,17623901614
2024-07-15,17557148624
2024-07-16,17984042564
2024-07-17,18583510649
2024-07-18,18506306426
2024-07-19,18619842049
2024-07-22,18801499044
2024-07-23,19210227284
2024-07-24,19173895885
2024-07-25,19637121224
2024-07-26,19632579799
2024-07-29,19528127027
2024-07-30,19618955524
2024-07-31,19378260005
2024-08-01,18488140727
2024-08-02,17802385568
2024-08-05,17393657328
2024-08-06,17643435697
2024-08-07,17434530152
2024-08-08,18061246787
2024-08-09,17979501139
