,EXPD
2013-11-26,8888051704
2013-11-27,8902370775
2013-11-29,8886006122
2013-12-02,8883960541
2013-12-03,8851231237
2013-12-04,8859413563
2013-12-05,8832821003
2013-12-06,8886006122
2013-12-09,8879869378
2013-12-10,8757134487
2013-12-11,8693721460
2013-12-12,8720314019
2013-12-13,8800091699
2013-12-16,8755088905
2013-12-17,8734633090
2013-12-18,8816456351
2013-12-19,8787818209
2013-12-20,8908507519
2013-12-23,8914644264
2013-12-24,8892142867
2013-12-26,8924872171
2013-12-27,9033287992
2013-12-30,9031242410
2013-12-31,8899488757
2014-01-02,8746638781
2014-01-03,8698370367
2014-01-06,8611889459
2014-01-07,8704403919
2014-01-08,8646079586
2014-01-09,8650101953
2014-01-10,8770772987
2014-01-13,8893455205
2014-01-14,8806974298
2014-01-15,8837142056
2014-01-16,8849209160
2014-01-17,8802951930
2014-01-21,8849209160
2014-01-22,8879376918
2014-01-23,8766750620
2014-01-24,8446972380
2014-01-27,8344402001
2014-01-28,8350435552
2014-01-29,8245853990
2014-01-30,8290100035
2014-01-31,8217697415
2014-02-03,8103059933
2014-02-04,8153339530
2014-02-05,8125182956
2014-02-06,8068869806
2014-02-07,8177473737
2014-02-10,8229764518
2014-02-11,8366525024
2014-02-12,8368536207
2014-02-13,8400715150
2014-02-14,8418815805
2014-02-18,8420826989
2014-02-19,8276021748
2014-02-20,8386636863
2014-02-21,8362502656
2014-02-24,8448983563
2014-02-25,7855684313
2014-02-26,7847639577
2014-02-27,7879818520
2014-02-28,7946187588
2014-03-03,7930098117
2014-03-04,7944176405
2014-03-05,7962277060
2014-03-06,7952221140
2014-03-07,8008534289
2014-03-10,7984400083
2014-03-11,7980377715
2014-03-12,8097026381
2014-03-13,8000489554
2014-03-14,7839594842
2014-03-17,7821494187
2014-03-18,7803393531
2014-03-19,7791326428
2014-03-20,7799371164
2014-03-21,7833561290
2014-03-24,7863729049
2014-03-25,7889874439
2014-03-26,7779259325
2014-03-27,7771214589
2014-03-28,7885852071
2014-03-31,7785389272
2014-04-01,7805034463
2014-04-02,7842360327
2014-04-03,7907189458
2014-04-04,7748063409
2014-04-07,7744134371
2014-04-08,7810928021
2014-04-09,7856111960
2014-04-10,7636085819
2014-04-11,7641979376
2014-04-14,7604653513
2014-04-15,7728418218
2014-04-16,7742169851
2014-04-17,7860040999
2014-04-21,7972018588
2014-04-22,7903260419
2014-04-23,7938621763
2014-04-24,7977912146
2014-04-25,7867899075
2014-04-28,7973983108
2014-04-29,7981841184
2014-04-30,8101676850
2014-05-01,8119357522
2014-05-02,8093818774
2014-05-05,8093818774
2014-05-06,8103641370
2014-05-07,8160612424
2014-05-08,8529942019
2014-05-09,8510296827
2014-05-12,8616380860
2014-05-13,8761755275
2014-05-14,8773542389
2014-05-15,9023036318
2014-05-16,9087865449
2014-05-19,9072149296
2014-05-20,8956242668
2014-05-21,8928739400
2014-05-22,8971958821
2014-05-23,9015178241
2014-05-27,8969994301
2014-05-28,9026965356
2014-05-29,8930703919
2014-05-30,8940526515
2014-06-02,9013213722
2014-06-03,8905165170
2014-06-04,8948384591
2014-06-05,8981781416
2014-06-06,9036787952
2014-06-09,9009284684
2014-06-10,8952313629
2014-06-11,8873732865
2014-06-12,8765684313
2014-06-13,8775506909
2014-06-16,8759790756
2014-06-17,8710677778
2014-06-18,8755861717
2014-06-19,8769613351
2014-06-20,8740145564
2014-06-23,8710677778
2014-06-24,8636026051
2014-06-25,8647813166
2014-06-26,8661564800
2014-06-27,8665493838
2014-06-30,8585546175
2014-07-01,8657481231
2014-07-02,8659425422
2014-07-03,8717751143
2014-07-07,8706085999
2014-07-08,8723583715
2014-07-09,8725527906
2014-07-10,8622485798
2014-07-11,8589434556
2014-07-14,8632206752
2014-07-15,8632206752
2014-07-16,8760523339
2014-07-17,8589434556
2014-07-18,8692476664
2014-07-21,8674978948
2014-07-22,8779965246
2014-07-23,8813016488
2014-07-24,8883007353
2014-07-25,8830514204
2014-07-28,8721639525
2014-07-29,8490280830
2014-07-30,8560271696
2014-07-31,8395015485
2014-08-01,8453341207
2014-08-04,8519443691
2014-08-05,8048949539
2014-08-06,7813702463
2014-08-07,7838976942
2014-08-08,7907023617
2014-08-11,7959516766
2014-08-12,7947851622
2014-08-13,7922577143
2014-08-14,7998400580
2014-08-15,7893414282
2014-08-18,8035340204
2014-08-19,8076168209
2014-08-20,8015898297
2014-08-21,7978958673
2014-08-22,8052837920
2014-08-25,8122828786
2014-08-26,8095610116
2014-08-27,8076168209
2014-08-28,8008121534
2014-08-29,8029507632
2014-09-02,8099498497
2014-09-03,8134493930
2014-09-04,8196708033
2014-09-05,8282252424
2014-09-08,8173377744
2014-09-09,8157824219
2014-09-10,8163656791
2014-09-11,8262810517
2014-09-12,8245312801
2014-09-15,8161712600
2014-09-16,8190875461
2014-09-17,8216149940
2014-09-18,8233647656
2014-09-19,8233647656
2014-09-22,8047005348
2014-09-23,7998400580
2014-09-24,8058670492
2014-09-25,7912856189
2014-09-26,7967293529
2014-09-29,7951740003
2014-09-30,7820120222
2014-10-01,7658244890
2014-10-02,7744963818
2014-10-03,7783505564
2014-10-06,7781578477
2014-10-07,7588869748
2014-10-08,7604286446
2014-10-09,7432775677
2014-10-10,7390379757
2014-10-13,7363400535
2014-10-14,7558036351
2014-10-15,7621630231
2014-10-16,7556109264
2014-10-17,7631265668
2014-10-20,7681369937
2014-10-21,7870224492
2014-10-22,7789286826
2014-10-23,7887568277
2014-10-24,7885641190
2014-10-27,7956943420
2014-10-28,8118818752
2014-10-29,8087985356
2014-10-30,8043662348
2014-10-31,8220954379
2014-11-03,8228662728
2014-11-04,8554340480
2014-11-05,8377048449
2014-11-06,8483038250
2014-11-07,8527361258
2014-11-10,8536996694
2014-11-11,8529288345
2014-11-12,8461840290
2014-11-13,8459913203
2014-11-14,8463767377
2014-11-17,8454131941
2014-11-18,8463767377
2014-11-19,8427152719
2014-11-20,8475329901
2014-11-21,8577465527
2014-11-24,8567830091
2014-11-25,8758611733
2014-11-26,8708507463
2014-11-28,9022622691
2014-12-01,8752830471
2014-12-02,8739340860
2014-12-03,8810643089
2014-12-04,8770174256
2014-12-05,8779809693
2014-12-08,8720069987
2014-12-09,8608298924
2014-12-10,8511944559
2014-12-11,8604444749
2014-12-12,8608298924
2014-12-15,8764392994
2014-12-16,8529288345
2014-12-17,8340433791
2014-12-18,8423298544
2014-12-19,8427152719
2014-12-22,8579392615
2014-12-23,8590955138
2014-12-24,8625642710
2014-12-26,8617934360
2014-12-29,8610226011
2014-12-30,8606371837
2014-12-31,8548513927
2015-01-02,8512104655
2015-01-05,8247658360
2015-01-06,8153760762
2015-01-07,8155677040
2015-01-08,8377965230
2015-01-09,8328142015
2015-01-12,8356886177
2015-01-13,8381797785
2015-01-14,8335807125
2015-01-15,8274486245
2015-01-16,8310895517
2015-01-20,8345388512
2015-01-21,8330058292
2015-01-22,8577258090
2015-01-23,8487193047
2015-01-26,8669239410
2015-01-27,8577258090
2015-01-28,8494858157
2015-01-29,8540848817
2015-01-30,8370300120
2015-02-02,8437369832
2015-02-03,8491025602
2015-02-04,8445034942
2015-02-05,8586839477
2015-02-06,8630913860
2015-02-09,8565760425
2015-02-10,8621332472
2015-02-11,8638578970
2015-02-12,8684569630
2015-02-13,8778467227
2015-02-17,8788048615
2015-02-18,8738225400
2015-02-19,8740141677
2015-02-20,8720978902
2015-02-23,8713313792
2015-02-24,9175136670
2015-02-25,9228792440
2015-02-26,9349517922
2015-02-27,9255620325
2015-03-02,9246038937
2015-03-03,9213462220
2015-03-04,9196215722
2015-03-05,9192383167
2015-03-06,9132978565
2015-03-09,9165555282
2015-03-10,9046746077
2015-03-11,9117648345
2015-03-12,9247955215
2015-03-13,9205797110
2015-03-16,9393592305
2015-03-17,9334187702
2015-03-18,9428085300
2015-03-19,9364848142
2015-03-20,9441499242
2015-03-23,9420420190
2015-03-24,9451080630
2015-03-25,9230708717
2015-03-26,9209629665
2015-03-27,9192383167
2015-03-30,9282448210
2015-03-31,9186914605
2015-04-01,9125897322
2015-04-02,8969540536
2015-04-06,8944752265
2015-04-07,8879921402
2015-04-08,8893268933
2015-04-09,8893268933
2015-04-10,8937125104
2015-04-13,8906616463
2015-04-14,8925684364
2015-04-15,8902802883
2015-04-16,8847505971
2015-04-17,8694962764
2015-04-20,8879921402
2015-04-21,8946659055
2015-04-22,8889455352
2015-04-23,8898989303
2015-04-24,8858946711
2015-04-27,8843692391
2015-04-28,8893268933
2015-04-29,8803649799
2015-04-30,8738818936
2015-05-01,8857039921
2015-05-04,8961913376
2015-05-05,8906616463
2015-05-06,9173567074
2015-05-07,9169753494
2015-05-08,9165939914
2015-05-11,9141151643
2015-05-12,9099202261
2015-05-13,8969540536
2015-05-14,9070600410
2015-05-15,9095388681
2015-05-18,9143058433
2015-05-19,9049625719
2015-05-20,9013396708
2015-05-21,9013396708
2015-05-22,8925684364
2015-05-26,8868480662
2015-05-27,8958099795
2015-05-28,8767420787
2015-05-29,8740725726
2015-06-01,8837972020
2015-06-02,8868480662
2015-06-03,9213609666
2015-06-04,9068693620
2015-06-05,9143058433
2015-06-08,8921870784
2015-06-09,8921870784
2015-06-10,9061066460
2015-06-11,9209796086
2015-06-12,9171660284
2015-06-15,9144965223
2015-06-16,9097295471
2015-06-17,9116363372
2015-06-18,9232677567
2015-06-19,9160219544
2015-06-22,9223143616
2015-06-23,9137338063
2015-06-24,8969540536
2015-06-25,8935218314
2015-06-26,8956193005
2015-06-29,8750259677
2015-06-30,8688249084
2015-07-01,8724049720
2015-07-02,8699554548
2015-07-06,8545046540
2015-07-07,8543162296
2015-07-08,8373580336
2015-07-09,8426339168
2015-07-10,8511130148
2015-07-13,8650564204
2015-07-14,8607226592
2015-07-15,8503593172
2015-07-16,8492287708
2015-07-17,8445181608
2015-07-20,8475329511
2015-07-21,8620416300
2015-07-22,8529972588
2015-07-23,8388654288
2015-07-24,8339663944
2015-07-27,8367927603
2015-07-28,8537509564
2015-07-29,8793766748
2015-07-30,8795650992
2015-07-31,8831451628
2015-08-03,8871020752
2015-08-04,8984075392
2015-08-05,9146120376
2015-08-06,9034949980
2015-08-07,9053792420
2015-08-10,9180036768
2015-08-11,9178152524
2015-08-12,9138583400
2015-08-13,9180036768
2015-08-14,9285554432
2015-08-17,9279901700
2015-08-18,9357155704
2015-08-19,9381650876
2015-08-20,9327007800
2015-08-21,9082056080
2015-08-24,8806956456
2015-08-25,8948274756
2015-08-26,9221490136
2015-08-27,9406146048
2015-08-28,9357155704
2015-08-31,9227142868
2015-09-01,9048139688
2015-09-02,9398609072
2015-09-03,9249753796
2015-09-04,9017991784
2015-09-08,9206416184
2015-09-09,9108435496
2015-09-10,9117856716
2015-09-11,9238448332
2015-09-14,9183805256
2015-09-15,9289322920
2015-09-16,9208300428
2015-09-17,9174384036
2015-09-18,8801303724
2015-09-21,8918126852
2015-09-22,8710860012
2015-09-23,8671290888
2015-09-24,8667522400
2015-09-25,8822030408
2015-09-28,8682596352
2015-09-29,8767387332
2015-09-30,8709472550
2015-10-01,8840901360
2015-10-02,8874221340
2015-10-05,9024161250
2015-10-06,9048225680
2015-10-07,9120418970
2015-10-08,9151887840
2015-10-09,9249996670
2015-10-12,9311083300
2015-10-13,9212974470
2015-10-14,9292572200
2015-10-15,9390681030
2015-10-16,9251847780
2015-10-19,9253698890
2015-10-20,9305529970
2015-10-21,9288869980
2015-10-22,9446214330
2015-10-23,9529514280
2015-10-26,9562834260
2015-10-27,9340701060
2015-10-28,9159292280
2015-10-29,9275912210
2015-10-30,9216676690
2015-11-02,9403638800
2015-11-03,9209272250
2015-11-04,9085247880
2015-11-05,9098205650
2015-11-06,9161143390
2015-11-09,9061183450
2015-11-10,9179654490
2015-11-11,9187058930
2015-11-12,9003799040
2015-11-13,8896434660
2015-11-16,8966776840
2015-11-17,9075992330
2015-11-18,9161143390
2015-11-19,9116716750
2015-11-20,9101907870
2015-11-23,9085247880
2015-11-24,9113014530
2015-11-25,9101907870
2015-11-27,9161143390
2015-11-30,8985287940
2015-12-01,9053779010
2015-12-02,8744643640
2015-12-03,8622470380
2015-12-04,8853859130
2015-12-07,8731685870
2015-12-08,8640981480
2015-12-09,8568788190
2015-12-10,8679854790
2015-12-11,8626172600
2015-12-14,8653939250
2015-12-15,8620619270
2015-12-16,8726132540
2015-12-17,8572490410
2015-12-18,8368868310
2015-12-21,8374421640
2015-12-22,8515106000
2015-12-23,8483637130
2015-12-24,8500297120
2015-12-28,8481786020
2015-12-29,8454019370
2015-12-30,8437359380
2015-12-31,8208651000
2016-01-04,8055762600
2016-01-05,8108545499
2016-01-06,7942916400
2016-01-07,7764546599
2016-01-08,7786387800
2016-01-11,7824609900
2016-01-12,7917435000
2016-01-13,7757266200
2016-01-14,7862832000
2016-01-15,7680822000
2016-01-19,7817329500
2016-01-20,7877392800
2016-01-21,7899234000
2016-01-22,7944736500
2016-01-25,7844631000
2016-01-26,8043021900
2016-01-27,8019360600
2016-01-28,8095804799
2016-01-29,8212291200
2016-02-01,8219571599
2016-02-02,8068503300
2016-02-03,8075783700
2016-02-04,8334237900
2016-02-05,8345158500
2016-02-08,8381560499
2016-02-09,8354259000
2016-02-10,8203190700
2016-02-11,8134026900
2016-02-12,8317857000
2016-02-16,8478025800
2016-02-17,8518067999
2016-02-18,8505327299
2016-02-19,8498046900
2016-02-22,8508967500
2016-02-23,8225031900
2016-02-24,8275994700
2016-02-25,8356079099
2016-02-26,8387020800
2016-02-29,8332417800
2016-03-01,8425242900
2016-03-02,8405221800
2016-03-03,8488946400
2016-03-04,8541729300
2016-03-07,8601792600
2016-03-08,8592692100
2016-03-09,8625453900
2016-03-10,8698257900
2016-03-11,8747400600
2016-03-14,8700078000
2016-03-15,8758321200
2016-03-16,8736480000
2016-03-17,8872987500
2016-03-18,8823844800
2016-03-21,8823844800
2016-03-22,8805643800
2016-03-23,8827485000
2016-03-24,8856606600
2016-03-28,8869347300
2016-03-29,8880267900
2016-03-30,8865707100
2016-03-31,8871363930
2016-04-01,8878634050
2016-04-04,8685975870
2016-04-05,8684158340
2016-04-06,8685975870
2016-04-07,8606004550
2016-04-08,8631449970
2016-04-11,8707786230
2016-04-12,8702333640
2016-04-13,8807750380
2016-04-14,8851371100
2016-04-15,8949517720
2016-04-18,8942247600
2016-04-19,9054934460
2016-04-20,8973145610
2016-04-21,8853188630
2016-04-22,8896809350
2016-04-25,8889539230
2016-04-26,9022218920
2016-04-27,9151263550
2016-04-28,9060387050
2016-04-29,9016766330
2016-05-02,9134905780
2016-05-03,8613274670
2016-05-04,8647807740
2016-05-05,8627814910
2016-05-06,8796845200
2016-05-09,8778669900
2016-05-10,8856823690
2016-05-11,8687793400
2016-05-12,8733231650
2016-05-13,8624179850
2016-05-16,8606004550
2016-05-17,8645990210
2016-05-18,8662347980
2016-05-19,8680523280
2016-05-20,8802297790
2016-05-23,8856823690
2016-05-24,8938612540
2016-05-25,8882269110
2016-05-26,8889539230
2016-05-27,8845918510
2016-05-31,8824108150
2016-06-01,8836830860
2016-06-02,8807750380
2016-06-03,8918619710
2016-06-06,8993138440
2016-06-07,9007678680
2016-06-08,9056751990
2016-06-09,9084014940
2016-06-10,8953152780
2016-06-13,8855006160
2016-06-14,8771399780
2016-06-15,8769582250
2016-06-16,8782304960
2016-06-17,8776852370
2016-06-20,8845918510
2016-06-21,8827743210
2016-06-22,8820473090
2016-06-23,8907714530
2016-06-24,8633267500
2016-06-27,8555113710
2016-06-28,8651442800
2016-06-29,8751406950
2016-06-30,8884920080
2016-07-01,9002685130
2016-07-05,8930214330
2016-07-06,8872237690
2016-07-07,8924779020
2016-07-08,9044355840
2016-07-11,9024426370
2016-07-12,9057038230
2016-07-13,9087838320
2016-07-14,9089650090
2016-07-15,9058850000
2016-07-18,9073344160
2016-07-19,9058850000
2016-07-20,9024426370
2016-07-21,8973696810
2016-07-22,9087838320
2016-07-25,9051602920
2016-07-26,9142191420
2016-07-27,9049791150
2016-07-28,9086026550
2016-07-29,8955579110
2016-08-01,8984567430
2016-08-02,9292568330
2016-08-03,9243650540
2016-08-04,9136756110
2016-08-05,9269015320
2016-08-08,9243650540
2016-08-09,9250897620
2016-08-10,9278074170
2016-08-11,9294380100
2016-08-12,9290756560
2016-08-15,9265391780
2016-08-16,9256332930
2016-08-17,9241838770
2016-08-18,9198356290
2016-08-19,9272638860
2016-08-22,9259956470
2016-08-23,9276262400
2016-08-24,9316121340
2016-08-25,9279885940
2016-08-26,9252709390
2016-08-29,9252709390
2016-08-30,9283509480
2016-08-31,9176615050
2016-09-01,9270827090
2016-09-02,9298003640
2016-09-06,9374097980
2016-09-07,9346921430
2016-09-08,9325180190
2016-09-09,9162120890
2016-09-12,9283509480
2016-09-13,9147626730
2016-09-14,9082403010
2016-09-15,9134944340
2016-09-16,9115014870
2016-09-19,9067908850
2016-09-20,9093273630
2016-09-21,9194732750
2016-09-22,9221909300
2016-09-23,9216473990
2016-09-26,9201979830
2016-09-27,9314309570
2016-09-28,9321556650
2016-09-29,9301627180
2016-09-30,9283955520
2016-10-03,9267737430
2016-10-04,9329005770
2016-10-05,9352431900
2016-10-06,9323599740
2016-10-07,9285757530
2016-10-10,9278549490
2016-10-11,9215479140
2016-10-12,9251519340
2016-10-13,9186646980
2016-10-14,9190251000
2016-10-17,9199261050
2016-10-18,8905533420
2016-10-19,8952385680
2016-10-20,8939771610
2016-10-21,8974009800
2016-10-24,9060506280
2016-10-25,9074922360
2016-10-26,9096546480
2016-10-27,9152408790
2016-10-28,9244311300
2016-10-31,9274945470
2016-11-01,9206469090
2016-11-02,9195657030
2016-11-03,9165022860
2016-11-04,9165022860
2016-11-07,9365045970
2016-11-08,9062308290
2016-11-09,8930761560
2016-11-10,9112764570
2016-11-11,9128982660
2016-11-14,9303777630
2016-11-15,9332609790
2016-11-16,9258727380
2016-11-17,9215479140
2016-11-18,9280351500
2016-11-21,9363243960
2016-11-22,9449740440
2016-11-23,9512810790
2016-11-25,9570475110
2016-11-28,9516414810
2016-11-29,9505602750
2016-11-30,9503800740
2016-12-01,9620931390
2016-12-02,9592099230
2016-12-05,9741666060
2016-12-06,9745270080
2016-12-07,9961511280
2016-12-08,10154326350
2016-12-09,9954303240
2016-12-12,10069631880
2016-12-13,10035393690
2016-12-14,9914659020
2016-12-15,9822756510
2016-12-16,9721843950
2016-12-19,9804736410
2016-12-20,9779508270
2016-12-21,9729051990
2016-12-22,9691209780
2016-12-23,9676793700
2016-12-27,9687605760
2016-12-28,9570475110
2016-12-29,9565069080
2016-12-30,9543444960
2017-01-03,9561292200
2017-01-04,9570295300
2017-01-05,9548687860
2017-01-06,9566694060
2017-01-09,9550488480
2017-01-10,9519877940
2017-01-11,9663927540
2017-01-12,9638718860
2017-01-13,9699939940
2017-01-17,9600905840
2017-01-18,9672930640
2017-01-19,9600905840
2017-01-20,9591902740
2017-01-23,9383030820
2017-01-24,9453255000
2017-01-25,9505472980
2017-01-26,9530681660
2017-01-27,9582899640
2017-01-30,9536083520
2017-01-31,9377628960
2017-02-01,9415441980
2017-02-02,9442451280
2017-02-03,9600905840
2017-02-06,9528881040
2017-02-07,9597304600
2017-02-08,9640519480
2017-02-09,9739553580
2017-02-10,9854793260
2017-02-13,9919615580
2017-02-14,9941223020
2017-02-15,10099677580
2017-02-16,10114082540
2017-02-17,10173503000
2017-02-21,10106880060
2017-02-22,10189708580
2017-02-23,10085272620
2017-02-24,10209515400
2017-02-27,10218518500
2017-02-28,10151895560
2017-03-01,10313951360
2017-03-02,10223920360
2017-03-03,10173503000
2017-03-06,10157297420
2017-03-07,10092475100
2017-03-08,10065465800
2017-03-09,10054662080
2017-03-10,10189708580
2017-03-13,10223920360
2017-03-14,10130288120
2017-03-15,10166300520
2017-03-16,10101478200
2017-03-17,10155496800
2017-03-20,10128487500
2017-03-21,10007845960
2017-03-22,10052861460
2017-03-23,10060063940
2017-03-24,10051060840
2017-03-27,10016849060
2017-03-28,10162699280
2017-03-29,10142892460
2017-03-30,10195110440
2017-03-31,10168877880
2017-04-03,10086072360
2017-04-04,10183278840
2017-04-05,10152676800
2017-04-06,10165277640
2017-04-07,10039269240
2017-04-10,10111274040
2017-04-11,10075271640
2017-04-12,10026668400
2017-04-13,9963664200
2017-04-17,10084272240
2017-04-18,10057270440
2017-04-19,10033868880
2017-04-20,10118474520
2017-04-21,10170678000
2017-04-24,10311087360
2017-04-25,10314687600
2017-04-26,10217481120
2017-04-27,10217481120
2017-04-28,10096873080
2017-05-01,10078871880
2017-05-02,9727848480
2017-05-03,9735048960
2017-05-04,9805253640
2017-05-05,9790852680
2017-05-08,9663044160
2017-05-09,9607240440
2017-05-10,9565837680
2017-05-11,9587439120
2017-05-12,9551436720
2017-05-15,9609040560
2017-05-16,9555036960
2017-05-17,9405627000
2017-05-18,9470431320
2017-05-19,9495633000
2017-05-22,9549636600
2017-05-23,9645042960
2017-05-24,9612640800
2017-05-25,9587439120
2017-05-26,9531635400
2017-05-30,9558637200
2017-05-31,9609040560
2017-06-01,9751250040
2017-06-02,9853856880
2017-06-05,9841256040
2017-06-06,9787252440
2017-06-07,9821454720
2017-06-08,9814254240
2017-06-09,9866457720
2017-06-12,10044669600
2017-06-13,10107673800
2017-06-14,10140075960
2017-06-15,10305687000
2017-06-16,10264284240
2017-06-19,10149076560
2017-06-20,9958263840
2017-06-21,9924061560
2017-06-22,9864657600
2017-06-23,9965464320
2017-06-26,10062670800
2017-06-27,10041069360
2017-06-28,10127475120
2017-06-29,10073471520
2017-06-30,10133415680
2017-07-03,10224917840
2017-07-05,10214152880
2017-07-06,10079590880
2017-07-07,10214152880
2017-07-10,10255418560
2017-07-11,10314625840
2017-07-12,10262595200
2017-07-13,10246447760
2017-07-14,10275154320
2017-07-17,10330773280
2017-07-18,10553249120
2017-07-19,10603485600
2017-07-20,10594514800
2017-07-21,10587338160
2017-07-24,10601691440
2017-07-25,10693193600
2017-07-26,10703958560
2017-07-27,10520954240
2017-07-28,10546072480
2017-07-31,10564014080
2017-08-01,10547866640
2017-08-02,10610662240
2017-08-03,10686016960
2017-08-04,10686016960
2017-08-07,10596308960
2017-08-08,10032942720
2017-08-09,9979117920
2017-08-10,9821231840
2017-08-11,9767407040
2017-08-14,9993471200
2017-08-15,9970147120
2017-08-16,9997059520
2017-08-17,9835585120
2017-08-18,9844555920
2017-08-21,9864291680
2017-08-22,10002442000
2017-08-23,9873262480
2017-08-24,9858909200
2017-08-25,9876850800
2017-08-28,9946823040
2017-08-29,10029354400
2017-08-30,10068825920
2017-08-31,10065237600
2017-09-01,10142386480
2017-09-05,10145974800
2017-09-06,10131621520
2017-09-07,10153151440
2017-09-08,10221329520
2017-09-11,10253624400
2017-09-12,10398951360
2017-09-13,10176475520
2017-09-14,10233888640
2017-09-15,10208770400
2017-09-18,10206976240
2017-09-19,10248241920
2017-09-20,10404333840
2017-09-21,10361274000
2017-09-22,10440217040
2017-09-25,10420481280
2017-09-26,10576573200
2017-09-27,10657310400
2017-09-28,10698576080
2017-09-29,10739841760
2017-10-02,10711737820
2017-10-03,10693985520
2017-10-04,10669132300
2017-10-05,10699311210
2017-10-06,10711737820
2017-10-09,10649604770
2017-10-10,10644279080
2017-10-11,10697535980
2017-10-12,10729490120
2017-10-13,10681558910
2017-10-16,10450779010
2017-10-17,10299884460
2017-10-18,10418824870
2017-10-19,10457879930
2017-10-20,10459655160
2017-10-23,10507586370
2017-10-24,10512912060
2017-10-25,10445453320
2017-10-26,10514687290
2017-10-27,10539540510
2017-10-30,10397522110
2017-10-31,10363792740
2017-11-01,10379769810
2017-11-02,10324737680
2017-11-03,10287457850
2017-11-06,10205797270
2017-11-07,11013526920
2017-11-08,10738366270
2017-11-09,10628302010
2017-11-10,10624751550
2017-11-13,10546641430
2017-11-14,10543090970
2017-11-15,10470306540
2017-11-16,10612324940
2017-11-17,10496934990
2017-11-20,10489834070
2017-11-21,10642503850
2017-11-22,10619425860
2017-11-24,10630077240
2017-11-27,10695760750
2017-11-28,10876834210
2017-11-29,11434256430
2017-11-30,11499939940
2017-12-01,11444907810
2017-12-04,11526568390
2017-12-05,11503490400
2017-12-06,11421829820
2017-12-07,11393426140
2017-12-08,11443132579
2017-12-11,11389875680
2017-12-12,11423605049
2017-12-13,11503490400
2017-12-14,11372123380
2017-12-15,11439582120
2017-12-18,11531894079
2017-12-19,11480412410
2017-12-20,11446683040
2017-12-21,11388100450
2017-12-22,11498164710
2017-12-26,11514141780
2017-12-27,11576274829
2017-12-28,11602903280
2017-12-29,11483962870
2018-01-02,11429982000
2018-01-03,11445812999
2018-01-04,11433500000
2018-01-05,11449331000
2018-01-08,11517932000
2018-01-09,11618195000
2018-01-10,11510896000
2018-01-11,11678001000
2018-01-12,11737807000
2018-01-16,11516173000
2018-01-17,11621712999
2018-01-18,11625231000
2018-01-19,11679760000
2018-01-22,11686796000
2018-01-23,11765951000
2018-01-24,11794095000
2018-01-25,11734288999
2018-01-26,11794095000
2018-01-29,11656893000
2018-01-30,11426463999
2018-01-31,11424705000
2018-02-01,11357862999
2018-02-02,11188999000
2018-02-05,10867102000
2018-02-06,10882933000
2018-02-07,10928667000
2018-02-08,10617324000
2018-02-09,10663058000
2018-02-12,10970883000
2018-02-13,11102808000
2018-02-14,11199553000
2018-02-15,11291021000
2018-02-16,11278708000
2018-02-20,10893487000
2018-02-21,11255841000
2018-02-22,11317406000
2018-02-23,11524968000
2018-02-26,11737807000
2018-02-27,11524968000
2018-02-28,11426463999
2018-03-01,11083459000
2018-03-02,11130952000
2018-03-05,11167891000
2018-03-06,11208348000
2018-03-07,11088736000
2018-03-08,11171409000
2018-03-09,11387766000
2018-03-12,11377212000
2018-03-13,11444054000
2018-03-14,11240010000
2018-03-15,11204830000
2018-03-16,11271672000
2018-03-19,11280467000
2018-03-20,11296298000
2018-03-21,11268154000
2018-03-22,10988473000
2018-03-23,10708792000
2018-03-26,10963847000
2018-03-27,10840717000
2018-03-28,10838958000
2018-03-29,11134470000
2018-04-02,10878436500
2018-04-03,11189498620
2018-04-04,11116101940
2018-04-05,11089888840
2018-04-06,10763098860
2018-04-09,10749118540
2018-04-10,11037462640
2018-04-11,11035715100
2018-04-12,11180760920
2018-04-13,11135324880
2018-04-16,11278623160
2018-04-17,11324059200
2018-04-18,11441144380
2018-04-19,11248914980
2018-04-20,11219206800
2018-04-23,11236682200
2018-04-24,11131829800
2018-04-25,11227944500
2018-04-26,11172023220
2018-04-27,11278623160
2018-04-30,11159790440
2018-05-01,11196488779
2018-05-02,11009502000
2018-05-03,11007754460
2018-05-04,11103869160
2018-05-07,11179013380
2018-05-08,12159383320
2018-05-09,12327147160
2018-05-10,12526366720
2018-05-11,12643451899
2018-05-14,12620733880
2018-05-15,12587530620
2018-05-16,12563065060
2018-05-17,12571802760
2018-05-18,12615491260
2018-05-21,12811215740
2018-05-22,12811215740
2018-05-23,12854904240
2018-05-24,12895097660
2018-05-25,12898592740
2018-05-29,12821700980
2018-05-30,13172956520
2018-05-31,13015677920
2018-06-01,13214897480
2018-06-04,13125772940
2018-06-05,13248100740
2018-06-06,13421107200
2018-06-07,13297031860
2018-06-08,13372176080
2018-06-11,13463048160
2018-06-12,13636054620
2018-06-13,13518969440
2018-06-14,13415864580
2018-06-15,13436835060
2018-06-18,13412369500
2018-06-19,13041891020
2018-06-20,13113540160
2018-06-21,13136258180
2018-06-22,12935291080
2018-06-25,12678402700
2018-06-26,12694130560
2018-06-27,12606753560
2018-06-28,12755294460
2018-06-29,12774517399
2018-07-02,12721917780
2018-07-03,12527716500
2018-07-05,12539854079
2018-07-06,12458358899
2018-07-09,12709780200
2018-07-10,12654294120
2018-07-11,12574532880
2018-07-12,12652560180
2018-07-13,12697642620
2018-07-16,12541588020
