,EXPD
2001-02-13,2937022985
2001-02-14,2976348874
2001-02-15,3007395628
2001-02-16,2959790605
2001-02-20,3007395628
2001-02-21,3075698489
2001-02-22,3063279787
2001-02-23,3017744547
2001-02-26,3007395628
2001-02-27,3036372599
2001-02-28,3019814330
2001-03-01,3013604979
2001-03-02,2885278394
2001-03-05,2897697096
2001-03-06,2930813634
2001-03-07,2937022985
2001-03-08,2864580557
2001-03-09,2752812241
2001-03-12,2510647555
2001-03-13,2574810848
2001-03-14,2384390753
2001-03-15,2419577075
2001-03-16,2289180705
2001-03-19,2431995777
2001-03-20,2431995777
2001-03-21,2477531017
2001-03-22,2380251186
2001-03-23,2328506595
2001-03-26,2506507988
2001-03-27,2541694309
2001-03-28,2539624526
2001-03-29,2523066257
2001-03-30,2609997170
2001-04-02,10503077128
2001-04-03,9950724068
2001-04-04,9850296239
2001-04-05,9858665225
2001-04-06,9582488695
2001-04-09,9632702609
2001-04-10,9749868410
2001-04-11,9624333624
2001-04-12,9465322894
2001-04-16,9523905794
2001-04-17,9833558268
2001-04-18,10544922057
2001-04-19,10645349886
2001-04-20,10344066399
2001-04-23,10009306968
2001-04-24,9766606381
2001-04-25,10051151897
2001-04-26,10210162627
2001-04-27,10235269584
2001-04-30,10469601185
2001-05-01,10862943516
2001-05-02,10779253658
2001-05-03,10436125242
2001-05-04,10461232200
2001-05-07,10285483499
2001-05-08,10553291043
2001-05-09,10402649299
2001-05-10,11657997163
2001-05-11,11515724405
2001-05-14,12160136309
2001-05-15,12461419796
2001-05-16,13072355757
2001-05-17,13658184760
2001-05-18,12971927928
2001-05-21,13289949386
2001-05-22,12838024155
2001-05-23,12720858355
2001-05-24,13373639244
2001-05-25,13348532287
2001-05-29,13273211415
2001-05-30,13189521557
2001-05-31,13474067073
2001-06-01,13356901272
2001-06-04,13532649973
2001-06-05,13616339831
2001-06-06,13273211415
2001-06-07,13315056344
2001-06-08,13373639244
2001-06-11,13097462714
2001-06-12,13072355757
2001-06-13,12720858355
2001-06-14,12310778052
2001-06-15,12453050810
2001-06-18,12151767323
2001-06-19,11917435722
2001-06-20,12352622981
2001-06-21,12227088195
2001-06-22,12294040081
2001-06-25,12243826166
2001-06-26,12218719209
2001-06-27,12168505295
2001-06-28,12645537483
2001-06-29,12553478640
2001-07-02,12748693684
2001-07-03,12782375833
2001-07-05,12630806160
2001-07-06,12226620362
2001-07-09,11788752416
2001-07-10,11797172953
2001-07-11,11586659517
2001-07-12,12150835525
2001-07-13,12428713261
2001-07-16,12420292724
2001-07-17,12437133798
2001-07-18,12462395411
2001-07-19,12529759710
2001-07-20,12908683895
2001-07-23,12875001745
2001-07-24,12462395411
2001-07-25,12150835525
2001-07-26,12504498098
2001-07-27,12841319596
2001-07-30,12841319596
2001-07-31,11965583702
2001-08-01,11814014028
2001-08-02,11940322089
2001-08-03,11611921129
2001-08-06,11704547041
2001-08-07,12007686389
2001-08-08,11586659517
2001-08-09,11645603279
2001-08-10,11578238980
2001-08-13,11704547041
2001-08-14,11974004239
2001-08-15,12007686389
2001-08-16,12091891763
2001-08-17,12032948001
2001-08-20,11805593490
2001-08-21,11561397905
2001-08-22,11611921129
2001-08-23,11578238980
2001-08-24,11872957790
2001-08-27,11822434565
2001-08-28,11586659517
2001-08-29,11611921129
2001-08-30,11502454143
2001-08-31,10710923623
2001-09-04,10803549535
2001-09-05,11005642434
2001-09-06,11679285429
2001-09-07,11426669306
2001-09-10,11451930918
2001-09-17,10163588690
2001-09-18,9489945694
2001-09-19,9161544734
2001-09-20,9102600972
2001-09-21,9439422470
2001-09-24,9793085042
2001-09-25,10003598478
2001-09-26,9742561818
2001-09-27,9675197518
2001-09-28,9969916328
2001-10-01,2322533430
2001-10-02,2396854499
2001-10-03,2405112396
2001-10-04,2431950560
2001-10-05,2394790025
2001-10-08,2359693964
2001-10-09,2299824214
2001-10-10,2328726852
2001-10-11,2469111095
2001-10-12,2421628189
2001-10-15,2444337405
2001-10-16,2425757138
2001-10-17,2349371594
2001-10-18,2297759740
2001-10-19,2336984749
2001-10-22,2306017636
2001-10-23,2332855800
2001-10-24,2283308420
2001-10-25,2303953162
2001-10-26,2320468955
2001-10-29,2365887387
2001-10-30,2324597904
2001-10-31,2332855800
2001-11-01,2336984749
2001-11-02,2392725551
2001-11-05,2409241344
2001-11-06,2419563715
2001-11-07,2555819010
2001-11-08,2654913769
2001-11-09,2665236140
2001-11-12,2632204554
2001-11-13,2601237441
2001-11-14,2580592700
2001-11-15,2572334803
2001-11-16,2568205855
2001-11-19,2582657174
2001-11-20,2582657174
2001-11-21,2586786122
2001-11-23,2634269028
2001-11-26,2586786122
2001-11-27,2562012432
2001-11-28,2555819010
2001-11-29,2557883484
2001-11-30,2580592700
2001-12-03,2547561113
2001-12-04,2597108493
2001-12-05,2694138778
2001-12-06,2925359884
2001-12-07,2993487532
2001-12-10,2935682255
2001-12-11,2904715143
2001-12-12,2875812504
2001-12-13,2838651970
2001-12-14,2871683556
2001-12-17,2896457246
2001-12-18,2950133574
2001-12-19,2976971738
2001-12-20,2869619082
2001-12-21,2912973039
2001-12-24,2910908565
2001-12-26,2960455945
2001-12-27,2912973039
2001-12-28,2952198048
2001-12-31,11777176279
2002-01-02,11777176279
2002-01-03,11818528723
2002-01-04,12372651484
2002-01-07,12240323660
2002-01-08,12356110506
2002-01-09,12256864638
2002-01-10,12223782682
2002-01-11,11868151657
2002-01-14,11520791121
2002-01-15,11785446768
2002-01-16,11810258234
2002-01-17,12074913881
2002-01-18,11950856547
2002-01-22,11983938503
2002-01-23,12033561436
2002-01-24,11950856547
2002-01-25,12182430238
2002-01-28,12372651484
2002-01-29,12223782682
2002-01-30,12339569528
2002-01-31,12521520285
2002-02-01,12480167840
2002-02-04,12207241704
2002-02-05,12198971216
2002-02-06,12091454859
2002-02-07,11868151657
2002-02-08,12083184370
2002-02-11,12273405616
2002-02-12,11793717256
2002-02-13,11727553345
2002-02-14,11586955032
2002-02-15,11694471389
2002-02-19,11479438676
2002-02-20,10941856894
2002-02-21,10577955379
2002-02-22,10958397872
2002-02-25,11132078140
2002-02-26,11041102761
2002-02-27,11471168187
2002-02-28,11272676452
2002-03-01,11876422146
2002-03-04,12314758061
2002-03-05,12223782682
2002-03-06,12356110506
2002-03-07,12389192462
2002-03-08,12529790774
2002-03-11,12414003928
2002-03-12,12141077793
2002-03-13,12124536815
2002-03-14,12124536815
2002-03-15,12141077793
2002-03-18,11901233613
2002-03-19,12397462951
2002-03-20,12281676105
2002-03-21,12414003928
2002-03-22,12380921973
2002-03-25,12174159749
2002-03-26,12248594149
2002-03-27,12554602241
2002-03-28,12612495664
2002-04-01,6290601361
2002-04-02,6199252695
2002-04-03,6112056240
2002-04-04,6149426149
2002-04-05,6190948270
2002-04-08,6145273937
2002-04-09,6170187210
2002-04-10,6257383664
2002-04-11,6074686331
2002-04-12,6190948270
2002-04-15,6020707574
2002-04-16,6203404907
2002-04-17,6166034998
2002-04-18,6145273937
2002-04-19,6078838543
2002-04-22,6053925270
2002-04-23,6004098725
2002-04-24,6004098725
2002-04-25,6024859786
2002-04-26,5966728816
2002-04-29,5896141210
2002-04-30,6008250937
2002-05-01,6016555361
2002-05-02,6074686331
2002-05-03,6124512877
2002-05-06,5987489877
2002-05-07,5709291665
2002-05-08,5933511119
2002-05-09,5921054483
2002-05-10,5900293422
2002-05-13,6082990755
2002-05-14,6240774816
2002-05-15,6203404907
2002-05-16,6174339422
2002-05-17,6178491634
2002-05-20,6070534119
2002-05-21,6037316422
2002-05-22,6045620846
2002-05-23,6157730573
2002-05-24,6224165967
2002-05-28,6103751816
2002-05-29,6166034998
2002-05-30,6161882786
2002-05-31,6136969513
2002-06-03,6008250937
2002-06-04,5908597846
2002-06-05,6008250937
2002-06-06,5925206695
2002-06-07,5995794301
2002-06-10,6020707574
2002-06-11,5975033240
2002-06-12,6029011998
2002-06-13,6112056240
2002-06-14,6066381907
2002-06-17,6336275695
2002-06-18,6427624361
2002-06-19,6489907543
2002-06-20,6498211967
2002-06-21,6651843816
2002-06-24,6626930543
2002-06-25,6506516392
2002-06-26,6543886301
2002-06-27,6768105755
2002-06-28,6884367694
2002-07-01,3468880363
2002-07-02,3322953905
2002-07-03,3252075340
2002-07-05,3352139197
2002-07-08,3310445923
2002-07-09,3222890049
2002-07-10,3076963591
2002-07-11,3016508344
2002-07-12,3006085026
2002-07-15,3033185654
2002-07-16,3058201618
2002-07-17,3126995520
2002-07-18,3095725564
2002-07-19,2981069062
2002-07-22,2799703322
2002-07-23,2783026012
2002-07-24,2851819914
2002-07-25,2783026012
2002-07-26,2883089869
2002-07-29,3016508344
2002-07-30,3010254353
2002-07-31,3074878928
2002-08-01,2935206461
2002-08-02,2791364667
2002-08-05,2760094712
2002-08-06,2903936506
2002-08-07,2787195340
2002-08-08,2749671393
2002-08-09,2762179376
2002-08-12,2691300810
2002-08-13,2647522873
2002-08-14,2814295968
2002-08-15,2866412560
2002-08-16,2872666551
2002-08-19,2964391752
2002-08-20,2891428524
2002-08-21,2972730407
2002-08-22,2991492380
2002-08-23,2872666551
2002-08-26,2912275160
2002-08-27,2870581887
2002-08-28,2810126640
2002-08-29,2764264039
2002-08-30,2747586730
2002-09-03,2685046819
2002-09-04,2762179376
2002-09-05,2657946192
2002-09-06,2768433367
2002-09-09,2778856685
2002-09-10,2818465295
2002-09-11,2862243232
2002-09-12,2778856685
2002-09-13,2814295968
2002-09-16,2812211304
2002-09-17,2722570766
2002-09-18,2772602694
2002-09-19,2810126640
2002-09-20,2845565923
2002-09-23,2874751214
2002-09-24,2812211304
2002-09-25,2981069062
2002-09-26,3062370945
2002-09-27,2987323053
2002-09-30,2909756481
2002-10-01,2976408026
2002-10-02,2841022076
2002-10-03,2895176456
2002-10-04,2986822329
2002-10-07,2880596431
2002-10-08,2947247975
2002-10-09,2924336507
2002-10-10,3076385342
2002-10-11,3053473874
2002-10-14,3099296810
2002-10-15,3309665747
2002-10-16,3028479545
2002-10-17,3099296810
2002-10-18,3170114076
2002-10-21,3228434178
2002-10-22,3170114076
2002-10-23,3124291140
2002-10-24,3118042557
2002-10-25,3138871165
2002-10-28,3053473874
2002-10-29,3149285469
2002-10-30,3276339975
2002-10-31,3282588557
2002-11-01,3199274127
2002-11-04,3245097064
2002-11-05,3199274127
2002-11-06,3180528380
2002-11-07,3172196937
2002-11-08,3224268456
2002-11-11,3113876836
2002-11-12,3151368329
2002-11-13,3132622583
2002-11-14,3268008532
2002-11-15,3353405823
2002-11-18,3307582886
2002-11-19,3315914329
2002-11-20,3345074380
2002-11-21,3430471671
2002-11-22,3359654405
2002-11-25,3365902988
2002-11-26,3278422836
2002-11-27,3420057367
2002-11-29,3484626051
2002-12-02,3497123216
2002-12-03,3457548861
2002-12-04,3453383140
2002-12-05,3536697570
2002-12-06,3570023342
2002-12-09,3432554532
2002-12-10,3561691899
2002-12-11,3532531848
2002-12-12,3540863292
2002-12-13,3530448988
2002-12-16,3530448988
2002-12-17,3407560203
2002-12-18,3351322962
2002-12-19,3515868962
2002-12-20,3478377469
2002-12-23,3559609038
2002-12-24,3509620380
2002-12-26,3467963165
2002-12-27,3417974507
2002-12-30,3447134557
2002-12-31,3407036592
2003-01-02,3500923087
2003-01-03,3477973055
2003-01-06,3517614020
2003-01-07,3490491254
2003-01-08,3394518393
2003-01-09,3459195756
2003-01-10,3427900258
2003-01-13,3367395627
2003-01-14,3342359229
2003-01-15,3290200065
2003-01-16,3300631897
2003-01-17,3267250032
2003-01-21,3217177235
2003-01-22,3215090868
2003-01-23,3171277171
2003-01-24,3119118007
2003-01-27,3192140836
2003-01-28,3240127267
2003-01-29,3254731833
2003-01-30,3152499872
2003-01-31,3215090868
2003-02-03,3263077299
2003-02-04,3250559100
2003-02-05,3258904566
2003-02-06,3302718264
2003-02-07,3223436335
2003-02-10,3254731833
2003-02-11,3477973055
2003-02-12,3419554791
2003-02-13,3363222894
2003-02-14,3390345660
2003-02-18,3475886688
2003-02-19,3459195756
2003-02-20,3494663988
2003-02-21,3546823152
2003-02-24,3523873119
2003-02-25,3544736785
2003-02-26,3511354920
2003-02-27,3550995885
2003-02-28,3565600451
2003-03-03,3576032283
2003-03-04,3561427717
2003-03-05,3601068682
2003-03-06,3571859550
2003-03-07,3544736785
2003-03-10,3492577621
2003-03-11,3471713955
2003-03-12,3486318521
2003-03-13,3573945917
2003-03-14,3624018714
2003-03-17,3705387010
2003-03-18,3715818843
2003-03-19,3749200708
2003-03-20,3870209968
2003-03-21,3930714599
2003-03-24,3778409840
2003-03-25,3897332734
2003-03-26,3878555435
2003-03-27,3828482637
2003-03-28,3851432669
2003-03-31,3759290548
2003-04-01,3715383372
2003-04-02,3727928280
2003-04-03,3686111922
2003-04-04,3734200733
2003-04-07,3730019097
2003-04-08,3727928280
2003-04-09,3686111922
2003-04-10,3627569021
2003-04-11,3539754670
2003-04-14,3554390396
2003-04-15,3719565008
2003-04-16,3648477200
2003-04-17,3742564005
2003-04-21,3711201737
2003-04-22,3717474190
2003-04-23,3744654823
2003-04-24,3755108912
2003-04-25,3688202740
2003-04-28,3849195717
2003-04-29,3834559991
2003-04-30,3801106905
2003-05-01,3801106905
2003-05-02,3796925270
2003-05-05,3815742631
2003-05-06,3880557985
2003-05-07,3826196720
2003-05-08,3564844485
2003-05-09,3617114932
2003-05-12,3589934299
2003-05-13,3479120952
2003-05-14,3374580058
2003-05-15,3464485227
2003-05-16,3380852511
2003-05-19,3316037157
2003-05-20,3270039164
2003-05-21,3449849502
2003-05-22,3449849502
2003-05-23,3481211770
2003-05-27,3573207756
2003-05-28,3537663852
2003-05-29,3525118945
2003-05-30,3658931290
2003-06-02,3646386382
2003-06-03,3600388389
2003-06-04,3667294561
2003-06-05,3606660843
2003-06-06,3491665859
2003-06-09,3481211770
2003-06-10,3556481213
2003-06-11,3497938313
2003-06-12,3500029131
2003-06-13,3449849502
2003-06-16,3585752664
2003-06-17,3506301584
2003-06-18,3439395412
2003-06-19,3445667866
2003-06-20,3426850505
2003-06-23,3445667866
2003-06-24,3414305598
2003-06-25,3387124965
2003-06-26,3477030134
2003-06-27,3541845488
2003-06-30,3619754556
2003-07-01,3607149491
2003-07-02,3665973129
2003-07-03,3647065531
2003-07-07,3764712806
2003-07-08,3888662614
2003-07-09,3871855860
2003-07-10,3829838976
2003-07-11,3855049107
2003-07-14,3848746574
2003-07-15,3819334755
2003-07-16,3838242353
2003-07-17,3743704364
2003-07-18,3783620404
2003-07-21,3794124625
2003-07-22,3766813650
2003-07-23,3817233911
2003-07-24,3848746574
2003-07-25,3882360081
2003-07-28,3731099299
2003-07-29,3745805208
2003-07-30,3466392930
2003-07-31,3554628386
2003-08-01,3542023321
2003-08-04,3626057089
2003-08-05,3840343197
2003-08-06,3743704364
2003-08-07,3714292545
2003-08-08,3741603520
2003-08-11,3810931378
2003-08-12,3899166835
2003-08-13,3863452483
2003-08-14,3909671056
2003-08-15,3928578654
2003-08-18,3974797226
2003-08-19,3945385407
2003-08-20,3939082875
2003-08-21,3981099759
2003-08-22,3974797226
2003-08-25,3949587096
2003-08-26,3949587096
2003-08-27,3907570212
2003-08-28,3957990472
2003-08-29,3955889628
2003-09-02,3991603980
2003-09-03,4025217487
2003-09-04,3991603980
2003-09-05,3962192161
2003-09-08,3981099759
2003-09-09,3934881186
2003-09-10,3836141509
2003-09-11,3823536444
2003-09-12,3848746574
2003-09-15,3899166835
2003-09-16,4016814110
2003-09-17,3970595537
2003-09-18,4096646190
2003-09-19,3798326313
2003-09-22,3745805208
2003-09-23,3817233911
2003-09-24,3779418715
2003-09-25,3697485792
2003-09-26,3602947802
2003-09-29,3707990012
2003-09-30,3612846721
2003-10-01,3703167889
2003-10-02,3644354105
2003-10-03,3707368874
2003-10-06,3709469366
2003-10-07,3761981673
2003-10-08,3806092011
2003-10-09,3818694965
2003-10-10,3776685119
2003-10-13,3843900872
2003-10-14,3904815148
2003-10-15,3801891026
2003-10-16,3917418102
2003-10-17,3885910718
2003-10-20,3885910718
2003-10-21,3869106779
2003-10-22,3864905795
2003-10-23,3871207272
2003-10-24,3967829916
2003-10-27,4032945177
2003-10-28,4041347146
2003-10-29,3995136316
2003-10-30,3984633855
2003-10-31,3942624009
2003-11-03,3972030901
2003-11-04,4163175698
2003-11-05,4173678160
2003-11-06,4219888990
2003-11-07,4221989482
2003-11-10,4230391451
2003-11-11,4167376683
2003-11-12,4217788498
2003-11-13,4179979637
2003-11-14,4062352069
2003-11-17,4028744193
2003-11-18,3927920563
2003-11-19,3959427947
2003-11-20,3957327455
2003-11-21,3967829916
2003-11-24,4114864376
2003-11-25,4121165853
2003-11-26,4119065361
2003-11-28,4106462407
2003-12-01,4142170776
2003-12-02,4093859453
2003-12-03,4137969791
2003-12-04,4089658469
2003-12-05,4009839762
2003-12-08,4018241731
2003-12-09,3965729424
2003-12-10,3990935332
2003-12-11,4022442716
2003-12-12,4014040747
2003-12-15,3948925486
2003-12-16,3965729424
2003-12-17,3934222040
2003-12-18,3955226963
2003-12-19,3915317609
2003-12-22,3951025978
2003-12-23,3953126470
2003-12-24,3938423025
2003-12-26,3980432870
2003-12-29,4060251577
2003-12-30,3974131393
2003-12-31,3959237753
2004-01-02,3910877440
2004-01-05,4030726910
2004-01-06,4005495443
2004-01-07,3976058731
2004-01-08,3955032508
2004-01-09,3917185307
2004-01-12,3984469220
2004-01-13,3942416775
2004-01-14,4024419043
2004-01-15,3952929886
2004-01-16,4037034777
2004-01-20,4051753133
2004-01-21,4127447535
2004-01-22,4030726910
2004-01-23,4049650511
2004-01-26,4026521666
2004-01-27,3980263976
2004-01-28,3959237753
2004-01-29,3994982332
2004-01-30,3931903663
2004-02-02,3973956109
2004-02-03,3984469220
2004-02-04,3915082685
2004-02-05,3944519397
2004-02-06,4194731448
2004-02-09,4211552426
2004-02-10,4272528472
2004-02-11,4186320959
2004-02-12,4177910470
2004-02-13,4131652780
2004-02-17,4129550157
2004-02-18,4060163622
2004-02-19,4001290198
2004-02-20,4013905932
2004-02-23,3969750864
2004-02-24,3969750864
2004-02-25,4009700687
2004-02-26,4028624288
2004-02-27,4045445266
2004-03-01,3999187576
2004-03-02,4043342644
2004-03-03,3992879709
2004-03-04,4024419043
2004-03-05,4062266244
2004-03-08,3988674465
2004-03-09,3923493174
2004-03-10,3795233215
2004-03-11,3803643704
2004-03-12,3862517128
2004-03-15,3759488636
2004-03-16,3816259438
2004-03-17,3921390552
2004-03-18,3889851218
2004-03-19,3812054193
2004-03-22,3852004016
2004-03-23,3841490905
2004-03-24,3879338106
2004-03-25,3969750864
2004-03-26,4011803310
2004-03-29,4135858024
2004-03-30,4152679003
2004-03-31,4156314175
2004-04-01,4187993399
2004-04-02,4276695226
2004-04-05,4312598346
2004-04-06,4356949260
2004-04-07,4378068742
2004-04-08,4392852380
2004-04-12,4403412122
2004-04-13,4331605881
2004-04-14,4289366916
2004-04-15,4356949260
2004-04-16,4354837312
2004-04-19,4323158088
2004-04-20,4337941726
2004-04-21,4318934191
2004-04-22,4361173156
2004-04-23,4335829777
2004-04-26,4321046139
2004-04-27,4369620949
2004-04-28,4299926657
2004-04-29,4266135485
2004-04-30,4247127950
2004-05-03,4354837312
2004-05-04,4333717829
2004-05-05,4407636018
2004-05-06,4589263568
2004-05-07,4534352914
2004-05-10,4532240965
2004-05-11,4553360448
2004-05-12,4557584345
2004-05-13,4618830844
2004-05-14,4559696293
2004-05-17,4519569276
2004-05-18,4601935258
2004-05-19,4610383051
2004-05-20,4599823310
2004-05-21,4650510068
2004-05-24,4642062275
2004-05-25,4817353981
2004-05-26,4836361515
2004-05-27,4832137618
2004-05-28,4798346446
2004-06-01,4950406721
2004-06-02,4937735031
2004-06-03,4868040739
2004-06-04,4908167756
2004-06-07,4998981531
2004-06-08,5026436858
2004-06-09,4952518669
2004-06-10,4922951394
2004-06-14,4876488532
2004-06-15,5051780237
2004-06-16,5039108548
2004-06-17,5045444393
2004-06-18,5087683358
2004-06-21,4988421790
2004-06-22,5005317376
2004-06-23,5079235565
2004-06-24,5022212962
2004-06-25,5157377650
2004-06-28,5138370116
2004-06-29,5157377650
2004-06-30,5251136580
2004-07-01,5151256604
2004-07-02,5106629381
2004-07-06,5055626840
2004-07-07,5195883827
2004-07-08,5130005546
2004-07-09,5191633615
2004-07-12,5210759568
2004-07-13,5187383404
2004-07-14,5232010627
2004-07-15,5357391873
2004-07-16,5261762109
2004-07-19,5244761262
2004-07-20,5300014014
2004-07-21,5019500041
2004-07-22,4930245595
2004-07-23,4915369854
2004-07-26,4915369854
2004-07-27,4894118795
2004-07-28,4889868583
2004-07-29,4985498347
2004-07-30,4932370701
2004-08-02,5021625147
2004-08-03,5106629381
2004-08-04,5119380016
2004-08-05,5059877052
2004-08-06,4866492419
2004-08-09,4908994536
2004-08-10,5064127264
2004-08-11,5053501735
2004-08-12,4968497500
2004-08-13,4919620065
2004-08-16,5036500888
2004-08-17,5032250676
2004-08-18,5166132345
2004-08-19,5123630228
2004-08-20,5138505969
2004-08-23,5161882133
