,SBUX
2000-11-21,8949318800
2000-11-22,9190784400
2000-11-24,9054960000
2000-11-27,8496570800
2000-11-28,8406021200
2000-11-29,8587120400
2000-11-30,8602212000
2000-12-01,8345654800
2000-12-04,8466387600
2000-12-05,8722944800
2000-12-06,8677670000
2000-12-07,8828586000
2000-12-08,8843677600
2000-12-11,8315471600
2000-12-12,8481479200
2000-12-13,8315471600
2000-12-14,8224922000
2000-12-15,7892906800
2000-12-18,8224922000
2000-12-19,8511662399
2000-12-20,8300380000
2000-12-21,8481479200
2000-12-22,8541845600
2000-12-26,8496570800
2000-12-27,8345654800
2000-12-28,8375838000
2000-12-29,8345654800
2001-01-02,31994638765
2001-01-03,32907033407
2001-01-04,31264723052
2001-01-05,31751333527
2001-01-08,32237944003
2001-01-09,31751333527
2001-01-10,33454470192
2001-01-11,33697775429
2001-01-12,34001906976
2001-01-16,34062733286
2001-01-17,34062733286
2001-01-18,34549343761
2001-01-19,35218433165
2001-01-22,34427691143
2001-01-23,35279259475
2001-01-24,32967859716
2001-01-25,32542075550
2001-01-26,34670996380
2001-01-29,37469006615
2001-01-30,37043222448
2001-01-31,37955617090
2001-02-01,37286527686
2001-02-02,36374133045
2001-02-05,36434959354
2001-02-06,37894790781
2001-02-07,37894790781
2001-02-08,36982396139
2001-02-09,36739090901
2001-02-12,38016443400
2001-02-13,36982396139
2001-02-14,36374133045
2001-02-15,37469006615
2001-02-16,37225701377
2001-02-20,36739090901
2001-02-21,36374133045
2001-02-22,36009175188
2001-02-23,36252480426
2001-02-26,36374133045
2001-02-27,36678264592
2001-02-28,36191654116
2001-03-01,36191654116
2001-03-02,36130827807
2001-03-05,35522564712
2001-03-06,35522564712
2001-03-07,35096780546
2001-03-08,36191654116
2001-03-09,35826696260
2001-03-12,34184385905
2001-03-13,34001906976
2001-03-14,32907033407
2001-03-15,33211164954
2001-03-16,33332817573
2001-03-19,33697775429
2001-03-20,32907033407
2001-03-21,31143070433
2001-03-22,30473981029
2001-03-23,31082244123
2001-03-26,31629680908
2001-03-27,30960591504
2001-03-28,31325549361
2001-03-29,31872986146
2001-03-30,32237944003
2001-04-02,8219434880
2001-04-03,7974990720
2001-04-04,7822213120
2001-04-05,7822213120
2001-04-06,7119436160
2001-04-09,7379158080
2001-04-10,7638880000
2001-04-11,7684713280
2001-04-12,7256936000
2001-04-16,7363880320
2001-04-17,7440269120
2001-04-18,7929157440
2001-04-19,7883324160
2001-04-20,7684713280
2001-04-23,7455546880
2001-04-24,7195824960
2001-04-25,7593046720
2001-04-26,7577768960
2001-04-27,7088880639
2001-04-30,7394435840
2001-05-01,7654157760
2001-05-02,7531935680
2001-05-03,7241658240
2001-05-04,7256936000
2001-05-07,7211102720
2001-05-08,7104158400
2001-05-09,7149991680
2001-05-10,7104158400
2001-05-11,7226380480
2001-05-14,7379158080
2001-05-15,7470824639
2001-05-16,7654157760
2001-05-17,7913879680
2001-05-18,7913879680
2001-05-21,8066657280
2001-05-22,8097212800
2001-05-23,7669435519
2001-05-24,7791657599
2001-05-25,7791657599
2001-05-29,7593046720
2001-05-30,7669435519
2001-05-31,7455546880
2001-06-01,7486102400
2001-06-04,7333324800
2001-06-05,7531935680
2001-06-06,7348602559
2001-06-07,7409713599
2001-06-08,7272213760
2001-06-11,7348602559
2001-06-12,7409713599
2001-06-13,7470824639
2001-06-14,7333324800
2001-06-15,7470824639
2001-06-18,7531935680
2001-06-19,7761102080
2001-06-20,8005546240
2001-06-21,8723600960
2001-06-22,8418045760
2001-06-25,8463879040
2001-06-26,8356934720
2001-06-27,8372212480
2001-06-28,8647212160
2001-06-29,8784712000
2001-07-02,8645795680
2001-07-03,8357096000
2001-07-05,8326706560
2001-07-06,7779696640
2001-07-09,7962033280
2001-07-10,7764501920
2001-07-11,7855670240
2001-07-12,7870864960
2001-07-13,7794891360
2001-07-16,7642944160
2001-07-17,7612554720
2001-07-18,7430218079
2001-07-19,7384633920
2001-07-20,7688528319
2001-07-23,7475802240
2001-07-24,7536581120
2001-07-25,7445412800
2001-07-26,7217492000
2001-07-27,7126323680
2001-07-30,6989571199
2001-07-31,6852818720
2001-08-01,6989571199
2001-08-02,7019960640
2001-08-03,6776845120
2001-08-06,6655287360
2001-08-07,6792039840
2001-08-08,6685676800
2001-08-09,6898402880
2001-08-10,6822429280
2001-08-13,6959181760
2001-08-14,6837624000
2001-08-15,6761650400
2001-08-16,6868013439
2001-08-17,6822429280
2001-08-20,7111128960
2001-08-21,7156713120
2001-08-22,7141518400
2001-08-23,7111128960
2001-08-24,7050350079
2001-08-27,7035155360
2001-08-28,6776845120
2001-08-29,6640092640
2001-08-30,6624897920
2001-08-31,6412171840
2001-09-04,6260224640
2001-09-05,6321003520
2001-09-06,6169056319
2001-09-07,6123472160
2001-09-10,6245029920
2001-09-17,5895551360
2001-09-18,5925940800
2001-09-19,5819577760
2001-09-20,5576462240
2001-09-21,5424515040
2001-09-24,5682825280
2001-09-25,5713214720
2001-09-26,5318152000
2001-09-27,5515683360
2001-09-28,5682825280
2001-10-01,11271887200
2001-10-02,11089099840
2001-10-03,11942107520
2001-10-04,11485139120
2001-10-05,12916973440
2001-10-08,13008367119
2001-10-09,12520934160
2001-10-10,12795115200
2001-10-11,12977902560
2001-10-12,12185824000
2001-10-15,12520934160
2001-10-16,12856044320
2001-10-17,12094430320
2001-10-18,12429540480
2001-10-19,12642792400
2001-10-22,13099760800
2001-10-23,13099760800
2001-10-24,13252083599
2001-10-25,13556729200
2001-10-26,13617658320
2001-10-29,12916973440
2001-10-30,13191154480
2001-10-31,13038831680
2001-11-01,13160689920
2001-11-02,13617658320
2001-11-05,14166020400
2001-11-06,14683917920
2001-11-07,14470666000
2001-11-08,14379272320
2001-11-09,14501130560
2001-11-12,14562059680
2001-11-13,14714382480
2001-11-14,14562059680
2001-11-15,14592524240
2001-11-16,13343477280
2001-11-19,13252083599
2001-11-20,13252083599
2001-11-21,13191154480
2001-11-23,13191154480
2001-11-26,13221619040
2001-11-27,13099760800
2001-11-28,12886508880
2001-11-29,12856044320
2001-11-30,13495800080
2001-12-03,14074626720
2001-12-04,14988563520
2001-12-05,15171350880
2001-12-06,14897169839
2001-12-07,14440201440
2001-12-10,14562059680
2001-12-11,14501130560
2001-12-12,14257414080
2001-12-13,14257414080
2001-12-14,14622988800
2001-12-17,14866705280
2001-12-18,14866705280
2001-12-19,14562059680
2001-12-20,14013697599
2001-12-21,14348807760
2001-12-24,14379272320
2001-12-26,14501130560
2001-12-27,14744847040
2001-12-28,14866705280
2001-12-31,7317947840
2002-01-02,7502433920
2002-01-03,7856032240
2002-01-04,8501733520
2002-01-07,8394116640
2002-01-08,8716967280
2002-01-09,8409490480
2002-01-10,8640098080
2002-01-11,8409490480
2002-01-14,8424864320
2002-01-15,8424864320
2002-01-16,8163509039
2002-01-17,8455612000
2002-01-18,8424864320
2002-01-22,8225004399
2002-01-23,8701593440
2002-01-24,8901453360
2002-01-25,8778462640
2002-01-28,8793836480
2002-01-29,8578602720
2002-01-30,8747714960
2002-01-31,9132060960
2002-02-01,8793836480
2002-02-04,8563228880
2002-02-05,8593976560
2002-02-06,8378742800
2002-02-07,8332621280
2002-02-08,8455612000
2002-02-11,8378742800
2002-02-12,8271125920
2002-02-13,8455612000
2002-02-14,8363368960
2002-02-15,8286499759
2002-02-19,8209630560
2002-02-20,8317247440
2002-02-21,8117387520
2002-02-22,8301873600
2002-02-25,8517107360
2002-02-26,8578602720
2002-02-27,8624724240
2002-02-28,8839958000
2002-03-01,9039817920
2002-03-04,9255051680
2002-03-05,9024444080
2002-03-06,8901453360
2002-03-07,8886079520
2002-03-08,8824584160
2002-03-11,8778462640
2002-03-12,8809210320
2002-03-13,8716967280
2002-03-14,8978322560
2002-03-15,9132060960
2002-03-18,9132060960
2002-03-19,9178182480
2002-03-20,9101313280
2002-03-21,9224304000
2002-03-22,9070565600
2002-03-25,8916827200
2002-03-26,9024444080
2002-03-27,9024444080
2002-03-28,8886079520
2002-04-01,9051774600
2002-04-02,9036248400
2002-04-03,9113879400
2002-04-04,9269141400
2002-04-05,9331246200
2002-04-08,9486508200
2002-04-09,9688348800
2002-04-10,9734927400
2002-04-11,9672822600
2002-04-12,9765979800
2002-04-15,9750453600
2002-04-16,9859137000
2002-04-17,9952294200
2002-04-18,9859137000
2002-04-19,9703875000
2002-04-22,9688348800
2002-04-23,9765979800
2002-04-24,9781506000
2002-04-25,9859137000
2002-04-26,9129405600
2002-04-29,8958617400
2002-04-30,8865460200
2002-05-01,9175984200
2002-05-02,9175984200
2002-05-03,9113879400
2002-05-06,8803355400
2002-05-07,8849934000
2002-05-08,8834407800
2002-05-09,8694672000
2002-05-10,8554936200
2002-05-13,8725724400
2002-05-14,9160458000
2002-05-15,9269141400
2002-05-16,9269141400
2002-05-17,9346772400
2002-05-20,9051774600
2002-05-21,8943091200
2002-05-22,8880986400
2002-05-23,8880986400
2002-05-24,8710198200
2002-05-28,8585988600
2002-05-29,8927565000
2002-05-30,9144931800
2002-05-31,9424403400
2002-06-03,9191510400
2002-06-04,9408877200
2002-06-05,9703875000
2002-06-06,9455455800
2002-06-07,9672822600
2002-06-10,9564139200
2002-06-11,9284667600
2002-06-12,9470982000
2002-06-13,9207036600
2002-06-14,9175984200
2002-06-17,9439929600
2002-06-18,9502034400
2002-06-19,9486508200
2002-06-20,9703875000
2002-06-21,9595191600
2002-06-24,9610717800
2002-06-25,9517560600
2002-06-26,9502034400
2002-06-27,9688348800
2002-06-28,9641770200
2002-07-01,9364787880
2002-07-02,9041864160
2002-07-03,8903468280
2002-07-05,9164882720
2002-07-08,9087996120
2002-07-09,8718940440
2002-07-10,8657431160
2002-07-11,8611299200
2002-07-12,8457526000
2002-07-15,8519035280
2002-07-16,8165356919
2002-07-17,8226866199
2002-07-18,8057715680
2002-07-19,7734791960
2002-07-22,7550264120
2002-07-23,7258095040
2002-07-24,8103847639
2002-07-25,7688660000
2002-07-26,7504132160
2002-07-29,7811678560
2002-07-30,7581018760
2002-07-31,7550264120
2002-08-01,7242717720
2002-08-02,7227340400
2002-08-05,7165831120
2002-08-06,7334981639
2002-08-07,7411868240
2002-08-08,7458000199
2002-08-09,7488754840
2002-08-12,7581018760
2002-08-13,7288849680
2002-08-14,7873187840
2002-08-15,8180734240
2002-08-16,8011583720
2002-08-19,8380639400
2002-08-20,8088470320
2002-08-21,8026961040
2002-08-22,8119224960
2002-08-23,8088470320
2002-08-26,8073093000
2002-08-27,7811678560
2002-08-28,7642528040
2002-08-29,7857810520
2002-08-30,7734791960
2002-09-03,7688660000
2002-09-04,7965451760
2002-09-05,7780923919
2002-09-06,8026961040
2002-09-09,8042338360
2002-09-10,8088470320
2002-09-11,7873187840
2002-09-12,7765546600
2002-09-13,7903942479
2002-09-16,7903942479
2002-09-17,7734791960
2002-09-18,7827055880
2002-09-19,7827055880
2002-09-20,7996206400
2002-09-23,7796301240
2002-09-24,7688660000
2002-09-25,7950074440
2002-09-26,8149979600
2002-09-27,8073093000
2002-09-30,16074646720
2002-10-01,16634305599
2002-10-02,16292291840
2002-10-03,16416660480
2002-10-04,16509936959
2002-10-07,16416660480
2002-10-08,16914135040
2002-10-09,16727582080
2002-10-10,17256148800
2002-10-11,17598162560
2002-10-14,17940176320
2002-10-15,18313282240
2002-10-16,18188913600
2002-10-17,16883042880
2002-10-18,17349425280
2002-10-21,17971268480
2002-10-22,17567070400
2002-10-23,17971268480
2002-10-24,17442701760
2002-10-25,18593111680
2002-10-28,18033452800
2002-10-29,18282190080
2002-10-30,18499835200
2002-10-31,18530927360
2002-11-01,18562019520
2002-11-04,17784715520
2002-11-05,18157821440
2002-11-06,18002360640
2002-11-07,17846899840
2002-11-08,17535978240
2002-11-11,16914135040
2002-11-12,16976319360
2002-11-13,17007411520
2002-11-14,17504886080
2002-11-15,17100688000
2002-11-18,16727582080
2002-11-19,16634305599
2002-11-20,17038503680
2002-11-21,16727582080
2002-11-22,16945227200
2002-11-25,17100688000
2002-11-26,17007411520
2002-11-27,17442701760
2002-11-29,16914135040
2002-12-02,16789766400
2002-12-03,16323384000
2002-12-04,16447752640
2002-12-05,15981370239
2002-12-06,16509936959
2002-12-09,16043554560
2002-12-10,16012462400
2002-12-11,15825909440
2002-12-12,16105738880
2002-12-13,15825909440
2002-12-16,16572121280
2002-12-17,16416660480
2002-12-18,16603213440
2002-12-19,16167923200
2002-12-20,16136831040
2002-12-23,16261199680
2002-12-24,16105738880
2002-12-26,16167923200
2002-12-27,15981370239
2002-12-30,16087352640
2002-12-31,15900290399
2003-01-02,16523831200
2003-01-03,16461477120
2003-01-06,16742070480
2003-01-07,16555008239
2003-01-08,16212060800
2003-01-09,16212060800
2003-01-10,16274414880
2003-01-13,16087352640
2003-01-14,15806759280
2003-01-15,15869113360
2003-01-16,15775582239
2003-01-17,15650874079
2003-01-21,15432634800
2003-01-22,15619697040
2003-01-23,15619697040
2003-01-24,17895620960
2003-01-27,17646204640
2003-01-28,17677381680
2003-01-29,17802089840
2003-01-30,17521496480
2003-01-31,17708558720
2003-02-03,17646204640
2003-02-04,17427965360
2003-02-05,17303257200
2003-02-06,17240903120
2003-02-07,17147372000
2003-02-10,17272080160
2003-02-11,17240903120
2003-02-12,17240903120
2003-02-13,17116194960
2003-02-14,17552673520
2003-02-18,17864443920
2003-02-19,17802089840
2003-02-20,17615027600
2003-02-21,18176214320
2003-02-24,17552673520
2003-02-25,17802089840
2003-02-26,17303257200
2003-02-27,17989152080
2003-02-28,18269745440
2003-03-03,18113860240
2003-03-04,18207391360
2003-03-05,18238568400
2003-03-06,18238568400
2003-03-07,17864443920
2003-03-10,17521496480
2003-03-11,17490319440
2003-03-12,17552673520
2003-03-13,18768578080
2003-03-14,18924463280
2003-03-17,19828597440
2003-03-18,19548004080
2003-03-19,19485650000
2003-03-20,19672712240
2003-03-21,20483315280
2003-03-24,19703889280
2003-03-25,20265076000
2003-03-26,20483315280
2003-03-27,20483315280
2003-03-28,20171544880
2003-03-31,10099774720
2003-04-01,9927263040
2003-04-02,10303652160
2003-04-03,10115457600
2003-04-04,9880214400
2003-04-07,10005677440
2003-04-08,10099774720
2003-04-09,9974311680
2003-04-10,10084091840
2003-04-11,10005677440
2003-04-14,10225237760
2003-04-15,10491846720
2003-04-16,10084091840
2003-04-17,10131140480
2003-04-21,9880214400
2003-04-22,9848848640
2003-04-23,9644971200
2003-04-24,9895897280
2003-04-25,9205850560
2003-04-28,9425410880
2003-04-29,9378362240
2003-04-30,9221533440
2003-05-01,9409728000
2003-05-02,9331313600
2003-05-05,9221533440
2003-05-06,9394045120
2003-05-07,9252899200
2003-05-08,9017656000
2003-05-09,9111753280
2003-05-12,9174484800
2003-05-13,9080387520
2003-05-14,9064704640
2003-05-15,9346996480
2003-05-16,9221533440
2003-05-19,8986290240
2003-05-20,9049021760
2003-05-21,9033338880
2003-05-22,9221533440
2003-05-23,9190167680
2003-05-27,9299947840
2003-05-28,9268582080
2003-05-29,9252899200
2003-05-30,9676336960
2003-06-02,9597922560
2003-06-03,9582239680
2003-06-04,9550873920
2003-06-05,9660654080
2003-06-06,9597922560
2003-06-09,9535191040
2003-06-10,9566556800
2003-06-11,9550873920
2003-06-12,9472459520
2003-06-13,9409728000
2003-06-16,9707702720
2003-06-17,9582239680
2003-06-18,9472459520
2003-06-19,9472459520
2003-06-20,9425410880
2003-06-23,9441093760
2003-06-24,9425410880
2003-06-25,9441093760
2003-06-26,9582239680
2003-06-27,9629288320
2003-06-30,9643091040
2003-07-01,9941492880
2003-07-02,10585412640
2003-07-03,10475475120
2003-07-07,10711055520
2003-07-08,10726760880
2003-07-09,10648234080
2003-07-10,10475475120
2003-07-11,10538296560
2003-07-14,10538296560
2003-07-15,10396948320
2003-07-16,10569707280
2003-07-17,10334126880
2003-07-18,10459769760
2003-07-21,10491180480
2003-07-22,10554001920
2003-07-23,10538296560
2003-07-24,10365537600
2003-07-25,10491180480
2003-07-28,10444064400
2003-07-29,10365537600
2003-07-30,10554001920
2003-07-31,10726760880
2003-08-01,10648234080
2003-08-04,10585412640
2003-08-05,10334126880
2003-08-06,10255600080
2003-08-07,10255600080
2003-08-08,10287010800
2003-08-11,10365537600
2003-08-12,10459769760
2003-08-13,10412653680
2003-08-14,10585412640
2003-08-15,10554001920
2003-08-18,10695350160
2003-08-19,10616823360
2003-08-20,10648234080
2003-08-21,10648234080
2003-08-22,10522591200
2003-08-25,10679644800
2003-08-26,10648234080
2003-08-27,10648234080
2003-08-28,10852403760
2003-08-29,11150805600
2003-09-02,11292153840
2003-09-03,11370680640
2003-09-04,11464912800
2003-09-05,11307859200
2003-09-08,11386386000
2003-09-09,11339269920
2003-09-10,11197921680
2003-09-11,11402091360
2003-09-12,11449207440
2003-09-15,11339269920
2003-09-16,11543439600
2003-09-17,11433502080
2003-09-18,11621966400
2003-09-19,11464912800
2003-09-22,11417796720
2003-09-23,11857546800
2003-09-24,11826136080
2003-09-25,11779020000
2003-09-26,11606261040
2003-09-29,11551466680
2003-09-30,11377641600
2003-10-01,11583071240
2003-10-02,11630478080
2003-10-03,11946523680
2003-10-06,11867512280
2003-10-07,11962325960
2003-10-08,11820105440
2003-10-09,11930721400
2003-10-10,11930721400
2003-10-13,12009732800
2003-10-14,11993930520
2003-10-15,11946523680
2003-10-16,12025535080
2003-10-17,11883314560
2003-10-20,11930721400
2003-10-21,11851710000
2003-10-22,11820105440
2003-10-23,11867512280
2003-10-24,11962325960
2003-10-27,11851710000
2003-10-28,12246767000
2003-10-29,12294173840
2003-10-30,12420592080
2003-10-31,12483801200
2003-11-03,12531208040
2003-11-04,12467998920
2003-11-05,12689230839
2003-11-06,12847253640
2003-11-07,12847253640
2003-11-10,12673428560
2003-11-11,12641824000
2003-11-12,12878858200
2003-11-13,13036881000
2003-11-14,12673428560
2003-11-17,12531208040
2003-11-18,12230964720
2003-11-19,12136151040
2003-11-20,12041337360
2003-11-21,12057139640
2003-11-24,12294173840
2003-11-25,12452196640
2003-11-26,12673428560
2003-11-28,12705033119
2003-12-01,12815649080
2003-12-02,12657626280
2003-12-03,12626021720
2003-12-04,12641824000
2003-12-05,12578614880
2003-12-08,12768242240
2003-12-09,12515405760
2003-12-10,12531208040
2003-12-11,12720835400
2003-12-12,12531208040
2003-12-15,12452196640
2003-12-16,12641824000
2003-12-17,12547010320
2003-12-18,12768242240
2003-12-19,12673428560
2003-12-22,12641824000
2003-12-23,12673428560
2003-12-24,12578614880
2003-12-26,12626021720
2003-12-29,25666279920
2003-12-30,26016130080
2003-12-31,26365980239
2004-01-02,26175152880
2004-01-05,26556807600
2004-01-06,26906657760
2004-01-07,26779439520
2004-01-08,26556807600
2004-01-09,26334175679
2004-01-12,26525003040
2004-01-13,26334175679
2004-01-14,26747634960
2004-01-15,27002071440
2004-01-16,27479139840
2004-01-20,27701771760
2004-01-21,27828990000
2004-01-22,28401472080
2004-01-23,28528690320
2004-01-26,28910345040
2004-01-27,28369667520
2004-01-28,28210644719
2004-01-29,29005758719
2004-01-30,29101172400
2004-02-02,28814931360
2004-02-03,29005758719
2004-02-04,29323804320
2004-02-05,29228390640
2004-02-06,29610045360
2004-02-09,29291999760
2004-02-10,29355608880
2004-02-11,29705459040
2004-02-12,29387413440
2004-02-13,29196586080
2004-02-17,30818618640
2004-02-18,30182527440
2004-02-19,30246136560
2004-02-20,30023504640
2004-02-23,30055309199
2004-02-24,30914032320
2004-02-25,30977641440
2004-02-26,29737263600
2004-02-27,29737263600
2004-03-01,30087113760
2004-03-02,29737263600
2004-03-03,30055309199
2004-03-04,30150722880
2004-03-05,30246136560
2004-03-08,29800872719
2004-03-09,29832677280
2004-03-10,30087113760
2004-03-11,29928090960
2004-03-12,29896286400
2004-03-15,29451022560
2004-03-16,29737263600
2004-03-17,29705459040
2004-03-18,29482827120
2004-03-19,29260195199
2004-03-22,29578240800
2004-03-23,29260195199
2004-03-24,29387413440
2004-03-25,29641849920
2004-03-26,29291999760
2004-03-29,14994454560
2004-03-30,15137713680
2004-03-31,15074042960
2004-04-01,15217302080
2004-04-02,15631161760
2004-04-05,15806256240
2004-04-06,15806256240
2004-04-07,15615244080
2004-04-08,15583408719
2004-04-12,15599326400
2004-04-13,15312808159
2004-04-14,15217302080
2004-04-15,15153631360
2004-04-16,15058125280
2004-04-19,15153631360
2004-04-20,14819360080
2004-04-21,14819360080
2004-04-22,15551573360
2004-04-23,15599326400
2004-04-26,15519738000
2004-04-27,15631161760
2004-04-28,15503820320
2004-04-29,15567491039
2004-04-30,15487902640
2004-05-03,15583408719
2004-05-04,15758503200
2004-05-05,15854009280
2004-05-06,15694832480
2004-05-07,15185466719
2004-05-10,15105878320
2004-05-11,15169549039
2004-05-12,15026289920
2004-05-13,15058125280
2004-05-14,15137713680
2004-05-17,14962619200
2004-05-18,14962619200
2004-05-19,14946701520
2004-05-20,15312808159
2004-05-21,15424231920
2004-05-24,15424231920
2004-05-25,15758503200
2004-05-26,15790338560
2004-05-27,15933597680
2004-05-28,16156445200
2004-06-01,16331539680
2004-06-02,16490716480
2004-06-03,16395210400
2004-06-04,16458881120
2004-06-07,16840905440
2004-06-08,17143341360
2004-06-09,17015999920
2004-06-10,16968246880
2004-06-14,16713564000
2004-06-15,17031917599
2004-06-16,17079670640
2004-06-17,17143341360
2004-06-18,17398024240
2004-06-21,17413941920
2004-06-22,17429859600
2004-06-23,17589036400
2004-06-24,17366188880
2004-06-25,17191094400
2004-06-28,17175797840
2004-06-29,17144049600
2004-06-30,17255168440
2004-07-01,17715517920
2004-07-02,18080622680
2004-07-06,18017126200
2004-07-07,18318734480
2004-07-08,17921881480
2004-07-09,18128245040
2004-07-12,18096496800
2004-07-13,18175867400
2004-07-14,18239363880
2004-07-15,18271112120
2004-07-16,18318734480
2004-07-19,18477475680
2004-07-20,18429853320
2004-07-21,18112370920
2004-07-22,18953699280
2004-07-23,18683839240
2004-07-26,18540972160
2004-07-27,18953699280
2004-07-28,19001321640
2004-07-29,18858454560
2004-07-30,18652091000
2004-08-02,18445727440
2004-08-03,18191741520
2004-08-04,18033000320
2004-08-05,17969503840
2004-08-06,17334539040
2004-08-09,17445657880
2004-08-10,17890133240
2004-08-11,17699643800
2004-08-12,17350413160
2004-08-13,17144049600
2004-08-16,17302790800
2004-08-17,17350413160
2004-08-18,17652021440
2004-08-19,17715517920
2004-08-20,17874259120
2004-08-23,17858385000
