,OXY
2013-11-26,75079205000
2013-11-27,73211244000
2013-11-29,73026853000
2013-12-02,72874530000
2013-12-03,72521782000
2013-12-04,72746258000
2013-12-05,71848354000
2013-12-06,71255096000
2013-12-09,71631895000
2013-12-10,71126824000
2013-12-11,70397277000
2013-12-12,70164784000
2013-12-13,70068580000
2013-12-16,69940308000
2013-12-17,69371101000
2013-12-18,70950450000
2013-12-19,71463538000
2013-12-20,71367334000
2013-12-23,71696031000
2013-12-24,71888439000
2013-12-26,72313340000
2013-12-27,72946683000
2013-12-30,72714190000
2013-12-31,72190299000
2014-01-02,71240739000
2014-01-03,70987523000
2014-01-06,71201174000
2014-01-07,72530558000
2014-01-08,71952909000
2014-01-09,71992474000
2014-01-10,71240739000
2014-01-13,69484053000
2014-01-14,70069615000
2014-01-15,69420749000
2014-01-16,69658139000
2014-01-17,68748144000
2014-01-21,68289190000
2014-01-22,69040925000
2014-01-23,67877714000
2014-01-24,66793633000
2014-01-27,66105202000
2014-01-28,67031022999
2014-01-29,66659111999
2014-01-30,67023110000
2014-01-31,66469200000
2014-02-03,66223897000
2014-02-04,66144767000
2014-02-05,66255549000
2014-02-06,67165544000
2014-02-07,68763970000
2014-02-10,68843100000
2014-02-11,69531531000
2014-02-12,69974659000
2014-02-13,70037963000
2014-02-14,72688818000
2014-02-18,73084468000
2014-02-19,72063691000
2014-02-20,72411863000
2014-02-21,72403950000
2014-02-24,72926208000
2014-02-25,72736296000
2014-02-26,72261516000
2014-02-27,72514732000
2014-02-28,73266467000
2014-03-03,72910382000
2014-03-04,73796638000
2014-03-05,73511770000
2014-03-06,73076555000
2014-03-07,73725421000
2014-03-10,73796638000
2014-03-11,73179424000
2014-03-12,73163598000
2014-03-13,72728383000
2014-03-14,73266467000
2014-03-17,73511770000
2014-03-18,73828290000
2014-03-19,72214038000
2014-03-20,70536482000
2014-03-21,71406912000
2014-03-24,71256565000
2014-03-25,71842127000
2014-03-26,71003349000
2014-03-27,71834214000
2014-03-28,72530558000
2014-03-31,71537466000
2014-04-01,71240078000
2014-04-02,72085286000
2014-04-03,72453108000
2014-04-04,70981820000
2014-04-07,70261828000
2014-04-08,71279208000
2014-04-09,72046156000
2014-04-10,70895734000
2014-04-11,70066178000
2014-04-14,70809648000
2014-04-15,71240078000
2014-04-16,71928766000
2014-04-17,72515716000
2014-04-21,73157448000
2014-04-22,72766148000
2014-04-23,72648758000
2014-04-24,72922668000
2014-04-25,72343544000
2014-04-28,72578324000
2014-04-29,72719192000
2014-04-30,71881810000
2014-05-01,71310512000
2014-05-02,70895734000
2014-05-05,71091384000
2014-05-06,71944418000
2014-05-07,72241806000
2014-05-08,71459206000
2014-05-09,72147894000
2014-05-12,72382674000
2014-05-13,73212230000
2014-05-14,73102666000
2014-05-15,72867886000
2014-05-16,71834854000
2014-05-19,72022678000
2014-05-20,71662682000
2014-05-21,73259186000
2014-05-22,72993102000
2014-05-23,72797452000
2014-05-27,73157448000
2014-05-28,74354826000
2014-05-29,74941776000
2014-05-30,74840038000
2014-06-02,74894820000
2014-06-03,75254816000
2014-06-04,75192208000
2014-06-05,75747854000
2014-06-06,75356554000
2014-06-09,75215686000
2014-06-10,75059166000
2014-06-11,74988732000
2014-06-12,76013938000
2014-06-13,77493052000
2014-06-16,77586964000
2014-06-17,77125230000
2014-06-18,77508704000
2014-06-19,77586964000
2014-06-20,78072176000
2014-06-23,78964340000
2014-06-24,76162632000
2014-06-25,77039144000
2014-06-26,77054796000
2014-06-27,76733930000
2014-06-30,76535030000
2014-07-01,76659414000
2014-07-02,76239618000
2014-07-03,76192974000
2014-07-07,75757630000
2014-07-08,75975302000
2014-07-09,76029720000
2014-07-10,74879168000
2014-07-11,74933586000
2014-07-14,75485540000
2014-07-15,74218378000
2014-07-16,75866466000
2014-07-17,74537112000
2014-07-18,75267868000
2014-07-21,75003552000
2014-07-22,75516636000
2014-07-23,75765404000
2014-07-24,75228998000
2014-07-25,74638174000
2014-07-28,74436050000
2014-07-29,74070672000
2014-07-30,73161114000
2014-07-31,72865702000
2014-08-01,72997860000
2014-08-04,75135710000
2014-08-05,73907418000
2014-08-06,74132864000
2014-08-07,73301046000
2014-08-08,74420502000
2014-08-11,74404954000
2014-08-12,74428276000
2014-08-13,74568208000
2014-08-14,74552660000
2014-08-15,74918038000
2014-08-18,75019100000
2014-08-19,75913110000
2014-08-20,75874240000
2014-08-21,76262940000
2014-08-22,76395098000
2014-08-25,77017018000
2014-08-26,76923730000
2014-08-27,77094758000
2014-08-28,77561198000
2014-08-29,77351300000
2014-09-02,76332906000
2014-09-03,76402872000
2014-09-04,76340680000
2014-09-05,75547732000
2014-09-08,73495396000
2014-09-09,73339916000
2014-09-10,73487622000
2014-09-11,73339916000
2014-09-12,72632482000
2014-09-15,73301046000
2014-09-16,73495396000
2014-09-17,73207758000
2014-09-18,72982312000
2014-09-19,72865702000
2014-09-22,72267104000
2014-09-23,71932822000
2014-09-24,73386560000
2014-09-25,72166042000
2014-09-26,73339916000
2014-09-29,72508098000
2014-09-30,71321459000
2014-10-01,69944985000
2014-10-02,70633222000
2014-10-03,71182265000
2014-10-06,72009696000
2014-10-07,70370300000
2014-10-08,70888411000
2014-10-09,68638108000
2014-10-10,67918939000
2014-10-13,65204655999
2014-10-14,64199366000
2014-10-15,63240474000
2014-10-16,64122036000
2014-10-17,65544908000
2014-10-20,65823296000
2014-10-21,67555488000
2014-10-22,66542465000
2014-10-23,67509090000
2014-10-24,66403271000
2014-10-27,64145235000
2014-10-28,65382515000
2014-10-29,65908359000
2014-10-30,65227854999
2014-10-31,65970223000
2014-11-03,64640147000
2014-11-04,63286872000
2014-11-05,64145235000
2014-11-06,64091104000
2014-11-07,65305185000
2014-11-10,65227854999
2014-11-11,66101684000
2014-11-12,65715034000
2014-11-13,64006041000
2014-11-14,64284429000
2014-11-17,63719920000
2014-11-18,64284429000
2014-11-19,63820449000
2014-11-20,64439089000
2014-11-21,64980399000
2014-11-24,65467578000
2014-11-25,64060172000
2014-11-26,63890046000
2014-11-28,59172916000
2014-12-01,61415486000
2014-12-02,62374378000
2014-12-03,64238030999
2014-12-04,63804983000
2014-12-05,62985285000
2014-12-08,58832664000
2014-12-09,59868886000
2014-12-10,58082563000
2014-12-11,58036165000
2014-12-12,57371127000
2014-12-15,56551429000
2014-12-16,57518054000
2014-12-17,60139541000
2014-12-18,61198962000
2014-12-19,63016216999
2014-12-22,62451708000
2014-12-23,64083371000
2014-12-24,63572992999
2014-12-26,63426066000
2014-12-29,63163144000
2014-12-30,62923421000
2014-12-31,61873928502
2015-01-02,61904642788
2015-01-05,59608749933
2015-01-06,59101964219
2015-01-07,59109642791
2015-01-08,59631785647
2015-01-09,59516607076
2015-01-12,57527857078
2015-01-13,57543214221
2015-01-14,57934821363
2015-01-15,58326428506
2015-01-16,59915892790
2015-01-20,59877499933
2015-01-21,60821964217
2015-01-22,60530178503
2015-01-23,60522499932
2015-01-26,61651249931
2015-01-27,60952499931
2015-01-28,58718035648
2015-01-29,60107857075
2015-01-30,61405535645
2015-02-02,61528392788
2015-02-03,63056428501
2015-02-04,62058214216
2015-02-05,63033392786
2015-02-06,62749285644
2015-02-09,62373035644
2015-02-10,62411428501
2015-02-11,61390178502
2015-02-12,62971964215
2015-02-13,63793571357
2015-02-17,63348214215
2015-02-18,62457499930
2015-02-19,61873928502
2015-02-20,61482321359
2015-02-23,61251964217
2015-02-24,61213571360
2015-02-25,61566785645
2015-02-26,60115535647
2015-02-27,59777678504
2015-03-02,59670178504
2015-03-03,59877499933
2015-03-04,60123214218
2015-03-05,59478214219
2015-03-06,57389642793
2015-03-09,57412678507
2015-03-10,56660178508
2015-03-11,56998035650
2015-03-12,57243749936
2015-03-13,55907678509
2015-03-16,56114999937
2015-03-17,55539107080
2015-03-18,56806071365
2015-03-19,55162857081
2015-03-20,55815535651
2015-03-23,55923035651
2015-03-24,55608214223
2015-03-25,56583392793
2015-03-26,56591071365
2015-03-27,55815535651
2015-03-30,56783035650
2015-03-31,55924208000
2015-04-01,56874543999
2015-04-02,57112128000
2015-04-06,58614272000
2015-04-07,58844192000
2015-04-08,58683247999
2015-04-09,59625920000
2015-04-10,60101088000
2015-04-13,59556943999
2015-04-14,60752528000
2015-04-15,62446272000
2015-04-16,62338976000
2015-04-17,61695200000
2015-04-20,61572576000
2015-04-21,60867488000
2015-04-22,60974784000
2015-04-23,61319664000
2015-04-24,61112735999
2015-04-27,60852160000
2015-04-28,61059088000
2015-04-29,61373312000
2015-04-30,61365647999
2015-05-01,61672208000
2015-05-04,61312000000
2015-05-05,60231376000
2015-05-06,60844496000
2015-05-07,59457312000
2015-05-08,59679568000
2015-05-11,58744560000
2015-05-12,58744560000
2015-05-13,58353696000
2015-05-14,58445664000
2015-05-15,58867184000
2015-05-18,59173743999
2015-05-19,58100784000
2015-05-20,58698576000
2015-05-21,58951488000
2015-05-22,58997472000
2015-05-26,58775216000
2015-05-27,58851856000
2015-05-28,59549280000
2015-05-29,59901824000
2015-06-01,60438304000
2015-06-02,60859824000
2015-06-03,60039776000
2015-06-04,59219728000
2015-06-05,60591584000
2015-06-08,59166080000
2015-06-09,59357680000
2015-06-10,60392320000
2015-06-11,60438304000
2015-06-12,59587600000
2015-06-15,59334688000
2015-06-16,60147072000
2015-06-17,60369328000
2015-06-18,60599247999
2015-06-19,59733216000
2015-06-22,60361664000
2015-06-23,60829168000
2015-06-24,60767856000
2015-06-25,60162400000
2015-06-26,60683552000
2015-06-29,59273376000
2015-06-30,59338941999
2015-07-01,57949736000
2015-07-02,57781810000
2015-07-06,56384971000
2015-07-07,56613961000
2015-07-08,55346883000
2015-07-09,55789597000
2015-07-10,55934624000
2015-07-13,56041486000
2015-07-14,56675025000
2015-07-15,55766698000
2015-07-16,55316351000
2015-07-17,54873637000
2015-07-20,53606559000
2015-07-21,53576027000
2015-07-22,53003552000
2015-07-23,53171478000
2015-07-24,52202087000
2015-07-27,51698309000
2015-07-28,53118047000
2015-07-29,54064539000
2015-07-30,54476721000
2015-07-31,53560761000
2015-08-03,52950121000
2015-08-04,52667700000
2015-08-05,52385279000
2015-08-06,52965387000
2015-08-07,52476875000
2015-08-10,54385125000
2015-08-11,54537785000
2015-08-12,56255210000
2015-08-13,55644570000
2015-08-14,56003321000
2015-08-17,56262842999
2015-08-18,56301008000
2015-08-19,55056829000
2015-08-20,53766852000
2015-08-21,52843259000
2015-08-24,50148810000
2015-08-25,50164076000
2015-08-26,51232696000
2015-08-27,53835549000
2015-08-28,54812573000
2015-08-31,55705634000
2015-09-01,53415734000
2015-09-02,54232465000
2015-09-03,54064539000
2015-09-04,53140946000
2015-09-08,53026451000
2015-09-09,51606713000
2015-09-10,51683042999
2015-09-11,51041871000
2015-09-14,50499928000
2015-09-15,50927376000
2015-09-16,52179188000
2015-09-17,52141023000
2015-09-18,50996073000
2015-09-21,50965541000
2015-09-22,50171709000
2015-09-23,49454207000
2015-09-24,49652665000
2015-09-25,50446497000
2015-09-28,48561146000
2015-09-29,49187052000
2015-09-30,50462784000
2015-10-01,50325408000
2015-10-02,52477632000
2015-10-05,53897184000
2015-10-06,54614592000
2015-10-07,54843552000
2015-10-08,56507328000
2015-10-09,56148623999
2015-10-12,55721232000
2015-10-13,55469376000
2015-10-14,56377584000
2015-10-15,57003408000
2015-10-16,56629440000
2015-10-19,55469376000
2015-10-20,55370160000
2015-10-21,54935136000
2015-10-22,56713392000
2015-10-23,56232576000
2015-10-26,54668016000
2015-10-27,53553744000
2015-10-28,56308896000
2015-10-29,56553119999
2015-10-30,56866032000
2015-11-02,57659760000
2015-11-03,58438223999
2015-11-04,57797136000
2015-11-05,57758976000
2015-11-06,57293423999
2015-11-09,57377376000
2015-11-10,58178736000
2015-11-11,57690288000
2015-11-12,55797552000
2015-11-13,56079936000
2015-11-16,57194208000
2015-11-17,56644704000
2015-11-18,57804767999
2015-11-19,57446064000
2015-11-20,56522592000
2015-11-23,56530223999
2015-11-24,57903984000
2015-11-25,57507119999
2015-11-27,57362112000
2015-11-30,57667392000
2015-12-01,58506912000
2015-12-02,57453696000
2015-12-03,55255680000
2015-12-04,54713808000
2015-12-07,52882128000
2015-12-08,51340464000
2015-12-09,51836544000
2015-12-10,52195248000
2015-12-11,50371200000
2015-12-14,50844384000
2015-12-15,52210512000
2015-12-16,52538688000
2015-12-17,50668848000
2015-12-18,50317776000
2015-12-21,50455152000
2015-12-22,51096240000
2015-12-23,52798176000
2015-12-24,52790544000
2015-12-28,51867071999
2015-12-29,52019712000
2015-12-30,51126767999
2015-12-31,51590572000
2016-01-04,51437892000
2016-01-05,52292900000
2016-01-06,49933994000
2016-01-07,49033182000
2016-01-08,48208710000
2016-01-11,46720080000
2016-01-12,46529230000
2016-01-13,46094092000
2016-01-14,48842332000
2016-01-15,47918618000
2016-01-19,46903296000
2016-01-20,45498640000
2016-01-21,46437622000
2016-01-22,48689652000
2016-01-25,47155218000
2016-01-26,48254514000
2016-01-27,48956842000
2016-01-28,50262256000
2016-01-29,52521920000
2016-02-01,50789002000
2016-02-02,49964530000
2016-02-03,51987539999
2016-02-04,51109630000
2016-02-05,49956896000
2016-02-08,50506544000
2016-02-09,49766046000
2016-02-10,50101942000
2016-02-11,50514178000
2016-02-12,51170702000
2016-02-16,51895932000
2016-02-17,53896039999
2016-02-18,53636484000
2016-02-19,53613582000
2016-02-22,54697610000
2016-02-23,52651698000
2016-02-24,53010496000
2016-02-25,53170810000
2016-02-26,53285320000
2016-02-29,52537187999
2016-03-01,53781530000
2016-03-02,54667074000
2016-03-03,53812065999
2016-03-04,53224248000
2016-03-07,53705189999
2016-03-08,50689760000
2016-03-09,52239462000
2016-03-10,52247096000
2016-03-11,53399830000
2016-03-14,52712770000
2016-03-15,52163122000
2016-03-16,52995228000
2016-03-17,53941844000
2016-03-18,54430420000
2016-03-21,53949478000
2016-03-22,53140274000
2016-03-23,52132586000
2016-03-24,52300534000
2016-03-28,51934102000
2016-03-29,51857762000
2016-03-30,52369239999
2016-03-31,51702666628
2016-04-01,51528888851
2016-04-04,51521333295
2016-04-05,50939555518
2016-04-06,52979555516
2016-04-07,52420444405
2016-04-08,53342222182
2016-04-11,53485777738
2016-04-12,54739999959
2016-04-13,54581333293
2016-04-14,56152888847
2016-04-15,54513333293
2016-04-18,55382222181
2016-04-19,56560888847
2016-04-20,56719555513
2016-04-21,56379555514
2016-04-22,57308888846
2016-04-25,56742222180
2016-04-26,57784888846
2016-04-27,58570666623
2016-04-28,57595999957
2016-04-29,57913333290
2016-05-02,57671555513
2016-05-03,57097333291
2016-05-04,55880888847
2016-05-05,57527999957
2016-05-06,57467555513
2016-05-09,57074666624
2016-05-10,57731999957
2016-05-11,57656444402
2016-05-12,57784888846
2016-05-13,56923555513
2016-05-16,57822666624
2016-05-17,57679111068
2016-05-18,56523111069
2016-05-19,56545777736
2016-05-20,56636444402
2016-05-23,56568444402
2016-05-24,57512888846
2016-05-25,57550666624
2016-05-26,57505333291
2016-05-27,57535555513
2016-05-31,56999111069
2016-06-01,56999111069
2016-06-02,56825333291
2016-06-03,56538222180
2016-06-06,56976444402
2016-06-07,58079555512
2016-06-08,56999111069
2016-06-09,57119999957
2016-06-10,57006666624
2016-06-13,56855555513
2016-06-14,56757333291
2016-06-15,56553333291
2016-06-16,56251111069
2016-06-17,56628888847
2016-06-20,57497777735
2016-06-21,58298666623
2016-06-22,58253333290
2016-06-23,59167555512
2016-06-24,56870666624
2016-06-27,55246222181
2016-06-28,55888444403
2016-06-29,56734666624
2016-06-30,57727840000
2016-07-01,57811880000
2016-07-05,57468080000
2016-07-06,57643800000
2016-07-07,57643800000
2016-07-08,58163320000
2016-07-11,58216800000
2016-07-12,59110680000
2016-07-13,58698120000
2016-07-14,58988439999
2016-07-15,59072479999
2016-07-18,58652280000
2016-07-19,58346680000
2016-07-20,58331399999
2016-07-21,57857720000
2016-07-22,57590320000
2016-07-25,56925640000
2016-07-26,57063160000
2016-07-27,56658240000
2016-07-28,56467240000
2016-07-29,57093720000
2016-08-01,56222760000
2016-08-02,55863680000
2016-08-03,56826320000
2016-08-04,56727000000
2016-08-05,56291520000
2016-08-08,56811040000
2016-08-09,56291520000
2016-08-10,55978280000
2016-08-11,56727000000
2016-08-12,56887439999
2016-08-15,57338200000
2016-08-16,58071640000
2016-08-17,58530040000
2016-08-18,59194720000
2016-08-19,58476560000
2016-08-22,58339040000
2016-08-23,58743960000
2016-08-24,59378080000
2016-08-25,59103040000
2016-08-26,58957880000
2016-08-29,59553800000
2016-08-30,59469760000
2016-08-31,58713399999
2016-09-01,58705760000
2016-09-02,59217640000
2016-09-06,59592000000
2016-09-07,58927320000
2016-09-08,59401000000
2016-09-09,58148040000
2016-09-12,57949399999
2016-09-13,56161640000
2016-09-14,54855200000
2016-09-15,55214280000
2016-09-16,54266920000
2016-09-19,54106479999
2016-09-20,53862000000
2016-09-21,54855200000
2016-09-22,54557240000
2016-09-23,53174399999
2016-09-26,52960479999
2016-09-27,52448600000
2016-09-28,54931600000
2016-09-29,55114960000
2016-09-30,55718172000
2016-10-03,55641761999
2016-10-04,55511865000
2016-10-05,55427814000
2016-10-06,56191914000
2016-10-07,56191914000
2016-10-10,57131757000
2016-10-11,56306529000
2016-10-12,56543400000
2016-10-13,56466990000
2016-10-14,55947402000
2016-10-17,55374327000
2016-10-18,55450736999
2016-10-19,56933091000
2016-10-20,56619809999
2016-10-21,57009501000
2016-10-24,57330423000
2016-10-25,56871963000
2016-10-26,56841399000
2016-10-27,56382939000
2016-10-28,56260683000
2016-10-31,55710531000
2016-11-01,52722900000
2016-11-02,51798339000
2016-11-03,51538545000
2016-11-04,50881419000
2016-11-07,51385725000
2016-11-08,51110649000
2016-11-09,51118290000
2016-11-10,50216652000
2016-11-11,49628295000
2016-11-14,50254857000
2016-11-15,52333208999
2016-11-16,52669413000
2016-11-17,51813621000
2016-11-18,52126902000
2016-11-21,52898643000
2016-11-22,52944489000
2016-11-23,53372384999
2016-11-25,53295975000
2016-11-28,52256799000
2016-11-29,51630236999
2016-11-30,54526176000
2016-12-01,54457407000
2016-12-02,54136484999
2016-12-05,54235818000
2016-12-06,53800281000
2016-12-07,52447824000
2016-12-08,52967411999
2016-12-09,53930178000
2016-12-12,54549099000
2016-12-13,55282634999
2016-12-14,54220535999
2016-12-15,54480330000
2016-12-16,56115504000
2016-12-19,55374327000
2016-12-20,55305558000
2016-12-21,55137456000
2016-12-22,55290276000
2016-12-23,55099251000
2016-12-27,55282634999
2016-12-28,54915867000
2016-12-29,54709559999
2016-12-30,54426843000
2017-01-03,55243188000
2017-01-04,54639312000
2017-01-05,53981928000
2017-01-06,54333552000
2017-01-09,53874912000
2017-01-10,53011139999
2017-01-11,53011139999
2017-01-12,52766532000
2017-01-13,52804752000
2017-01-17,53301612000
2017-01-18,52988207999
2017-01-19,52537212000
2017-01-20,52430196000
2017-01-23,51971555999
2017-01-24,51879828000
2017-01-25,52078572000
2017-01-26,52399620000
2017-01-27,52705380000
2017-01-30,51887472000
2017-01-31,51803388000
2017-02-01,51681084000
2017-02-02,52361400000
2017-02-03,52881192000
2017-02-06,52124436000
2017-02-07,51077207999
2017-02-08,51038988000
2017-02-09,52124436000
2017-02-10,52338468000
2017-02-13,51512916000
2017-02-14,51337104000
2017-02-15,51375323999
2017-02-16,50786736000
2017-02-17,50656788000
2017-02-21,51199512000
2017-02-22,50381604000
2017-02-23,49877100000
2017-02-24,49601916000
2017-02-27,50045268000
2017-02-28,50106420000
2017-03-01,50633855999
2017-03-02,50068200000
2017-03-03,49578984000
2017-03-06,49479612000
2017-03-07,49456680000
2017-03-08,47438664000
2017-03-09,47775000000
2017-03-10,47851440000
2017-03-13,48065472000
2017-03-14,48187776000
2017-03-15,49731864000
2017-03-16,48784008000
2017-03-17,48990396000
2017-03-20,48661704000
2017-03-21,48432384000
2017-03-22,48547044000
2017-03-23,48187776000
2017-03-24,48027252000
2017-03-27,48057828000
2017-03-28,48462960000
2017-03-29,48753432000
2017-03-30,49127988000
2017-03-31,48464064000
2017-04-03,48754726000
2017-04-04,48961249000
2017-04-05,48517607000
2017-04-06,48402872000
2017-04-07,48181051000
2017-04-10,49060686000
2017-04-11,49703202000
2017-04-12,49764394000
2017-04-13,49022441000
2017-04-17,48976547000
2017-04-18,47959230000
2017-04-19,47393204000
2017-04-20,47370257000
2017-04-21,47316714000
2017-04-24,47477343000
2017-04-25,47806250000
2017-04-26,47752707000
2017-04-27,47056648000
2017-04-28,47071946000
2017-05-01,46521218000
2017-05-02,45924596000
2017-05-03,46024033000
2017-05-04,44379498000
2017-05-05,46199960000
2017-05-08,46352940000
2017-05-09,45802212000
2017-05-10,46911317000
2017-05-11,46712443000
2017-05-12,46559463000
2017-05-15,46896019000
2017-05-16,46299397000
2017-05-17,46100523000
2017-05-18,46115821000
2017-05-19,46383536000
2017-05-22,46345291000
2017-05-23,47087244000
2017-05-24,46781284000
2017-05-25,46437079000
2017-05-26,46658900000
2017-05-30,45985788000
2017-05-31,45075557000
2017-06-01,46284099000
2017-06-02,46429430000
2017-06-05,45939894000
2017-06-06,47156085000
2017-06-07,45993437000
2017-06-08,44830789000
2017-06-09,46666549000
2017-06-12,46544165000
2017-06-13,46658900000
2017-06-14,45985788000
2017-06-15,45435060000
2017-06-16,47293767000
2017-06-19,47446747000
2017-06-20,46482973000
2017-06-21,45802212000
2017-06-22,46054629000
2017-06-23,45985788000
2017-06-26,45901649000
2017-06-27,45610987000
2017-06-28,45565093000
2017-06-29,45741020000
2017-06-30,45830485000
2017-07-03,46894530000
2017-07-05,45738625000
2017-07-06,45064985000
2017-07-07,44919540000
2017-07-10,44988435000
2017-07-11,45118570000
2017-07-12,45286980000
2017-07-13,45547250000
2017-07-14,45792210000
2017-07-17,45960620000
2017-07-18,46113720000
2017-07-19,46611295000
2017-07-20,46328060000
2017-07-21,45952965000
2017-07-24,45478355000
2017-07-25,46703155000
2017-07-26,47147145000
2017-07-27,47568170000
2017-07-28,48019815000
2017-07-31,47407415000
2017-08-01,47101215000
2017-08-02,46978735000
2017-08-03,47116525000
2017-08-04,47529895000
2017-08-07,47330865000
2017-08-08,46963425000
2017-08-09,47200730000
2017-08-10,46955770000
2017-08-11,46795015000
2017-08-14,46879220000
2017-08-15,46404610000
2017-08-16,45700350000
2017-08-17,45103260000
2017-08-18,45279325000
2017-08-21,45042020000
2017-08-22,45286980000
2017-08-23,45623800000
2017-08-24,45264015000
2017-08-25,45332910000
2017-08-28,45264015000
2017-08-29,45225740000
2017-08-30,45294635000
2017-08-31,45700350000
2017-09-01,45738625000
2017-09-05,46481160000
2017-09-06,47170110000
2017-09-07,47353830000
2017-09-08,46113720000
2017-09-11,46243855000
2017-09-12,46527090000
2017-09-13,47116525000
2017-09-14,47139490000
2017-09-15,46963425000
2017-09-18,47307900000
2017-09-19,47353830000
2017-09-20,47836095000
2017-09-21,48035125000
2017-09-22,48180570000
2017-09-25,49435990000
2017-09-26,49328820000
2017-09-27,49902945000
2017-09-28,49734535000
2017-09-29,49152754999
2017-10-02,49076205000
2017-10-03,48976690000
2017-10-04,49290545000
2017-10-05,49259924999
2017-10-06,48923105000
2017-10-09,48992000000
2017-10-10,49374750000
2017-10-11,49290545000
2017-10-12,49160410000
2017-10-13,49550815000
2017-10-16,49581435000
2017-10-17,49481920000
2017-10-18,49474265000
2017-10-19,49635020000
2017-10-20,50117285000
2017-10-23,49795775000
2017-10-24,50385209999
2017-10-25,50025424999
2017-10-26,49466610000
2017-10-27,49795775000
2017-10-30,49726879999
2017-10-31,49428334999
2017-11-01,50109629999
2017-11-02,51977450000
2017-11-03,52253030000
2017-11-06,52681709999
2017-11-07,52628125000
2017-11-08,52184135000
2017-11-09,52589850000
2017-11-10,52184135000
2017-11-13,52000415000
2017-11-14,51533459999
2017-11-15,51035885000
2017-11-16,51418635000
2017-11-17,52360200000
2017-11-20,51908555000
2017-11-21,51962140000
2017-11-22,52230065000
2017-11-24,52375510000
2017-11-27,52115240000
2017-11-28,52788879999
2017-11-29,53508450000
2017-11-30,53967750000
2017-12-01,53768719999
2017-12-04,53630930000
2017-12-05,53585000000
2017-12-06,53026185000
2017-12-07,53133355000
2017-12-08,52719985000
2017-12-11,53202250000
2017-12-12,53607965000
2017-12-13,53562035000
2017-12-14,54006025000
2017-12-15,54059610000
2017-12-18,54327535000
2017-12-19,54273950000
2017-12-20,55024140000
2017-12-21,55559990000
2017-12-22,55873844999
2017-12-26,56294870000
2017-12-27,56126459999
2017-12-28,56417350000
2017-12-29,56386730000
2018-01-02,56639088000
2018-01-03,57420000000
2018-01-04,57389375999
2018-01-05,57075480000
2018-01-08,57565464000
2018-01-09,57335784000
2018-01-10,56845800000
2018-01-11,58047791999
2018-01-12,58591368000
2018-01-16,57626712000
2018-01-17,58078416000
2018-01-18,57718584000
2018-01-19,57841080000
2018-01-22,59433528000
2018-01-23,59272752000
2018-01-24,59379936000
2018-01-25,58752143999
2018-01-26,59089008000
2018-01-29,58369343999
2018-01-30,57236256000
2018-01-31,57397032000
2018-02-01,58262159999
2018-02-02,56332848000
2018-02-05,54288696000
2018-02-06,54526032000
2018-02-07,53492472000
2018-02-08,52420632000
2018-02-09,52198608000
2018-02-12,53492472000
2018-02-13,53377632000
2018-02-14,53477159999
2018-02-15,53155608000
2018-02-16,52183296000
2018-02-20,52053143999
2018-02-21,51455975999
2018-02-22,51999552000
2018-02-23,52305791999
2018-02-26,51501912000
2018-02-27,51103800000
2018-02-28,50223359999
2018-03-01,50246328000
2018-03-02,50253984000
2018-03-05,50468352000
2018-03-06,50269296000
2018-03-07,49909464000
2018-03-08,48202176000
2018-03-09,48745752000
2018-03-12,48914184000
2018-03-13,49151520000
2018-03-14,49029024000
2018-03-15,48929496000
2018-03-16,49342920000
2018-03-19,48730440000
2018-03-20,48929496000
2018-03-21,50560224000
2018-03-22,49901808000
2018-03-23,50139143999
2018-03-26,51448320000
2018-03-27,50391791999
2018-03-28,48347640000
2018-03-29,49733375999
2018-04-02,49517819000
2018-04-03,51018591000
2018-04-04,51010934000
2018-04-05,51891489000
2018-04-06,51707721000
2018-04-09,52779701000
2018-04-10,53989507000
2018-04-11,54885376000
2018-04-12,54961946000
2018-04-13,56378491000
2018-04-16,57358587000
2018-04-17,57595954000
2018-04-18,58131944000
2018-04-19,58185542999
2018-04-20,58553079000
2018-04-23,59142667999
2018-04-24,59219238000
2018-04-25,59234552000
2018-04-26,59418319999
2018-04-27,58989528000
2018-04-30,59157982000
2018-05-01,58637306000
2018-05-02,58828731000
2018-05-03,59180953000
2018-05-04,59502546999
2018-05-07,59173296000
2018-05-08,59877740000
2018-05-09,63093680000
2018-05-10,64211602000
2018-05-11,65061529000
2018-05-14,65000273000
2018-05-15,64525539000
2018-05-16,64517882000
2018-05-17,65972712000
2018-05-18,65406094000
2018-05-21,65689403000
2018-05-22,65046215000
2018-05-23,65337181000
2018-05-24,64211602000
2018-05-25,63093680000
2018-05-29,62657231000
2018-05-30,64372398999
2018-05-31,64471940000
2018-06-01,65161069999
2018-06-04,65360152000
2018-06-05,65475007000
2018-06-06,66202421999
2018-06-07,66217736000
2018-06-08,65444379000
2018-06-11,65965055000
2018-06-12,65030901000
2018-06-13,64571481000
2018-06-14,64586794999
2018-06-15,63805781000
2018-06-18,64158003000
2018-06-19,63231506000
2018-06-20,63736867999
2018-06-21,62856313000
2018-06-22,63805781000
2018-06-25,62289694999
2018-06-26,63308076000
2018-06-27,64142689000
2018-06-28,63859380000
2018-06-29,64073776000
2018-07-02,62855484000
2018-07-03,63876162000
2018-07-05,64127523000
2018-07-06,64173225000
2018-07-09,64934925000
2018-07-10,65277690000
2018-07-11,63929481000
2018-07-12,64409352000
2018-07-13,63708588000
2018-07-16,62863101000
