,OXY
2000-08-14,7302776000
2000-08-15,7302776000
2000-08-16,7324928000
2000-08-17,7679360000
2000-08-18,7546448000
2000-08-21,7524296000
2000-08-22,7612904000
2000-08-23,7812272000
2000-08-24,7524296000
2000-08-25,7590752000
2000-08-28,7568600000
2000-08-29,7568600000
2000-08-30,7479992000
2000-08-31,7657207999
2000-09-01,7878728000
2000-09-05,7945184000
2000-09-06,8078096000
2000-09-07,8100248000
2000-09-08,8078096000
2000-09-11,8299616000
2000-09-12,8277464000
2000-09-13,8100248000
2000-09-14,7945184000
2000-09-15,8432528000
2000-09-18,8654048000
2000-09-19,8321768000
2000-09-20,8033792000
2000-09-21,7856576000
2000-09-22,7900879999
2000-09-25,7568600000
2000-09-26,7701512000
2000-09-27,7945184000
2000-09-28,7767968000
2000-09-29,7723664000
2000-10-02,7810623732
2000-10-03,7832708437
2000-10-04,7435183760
2000-10-05,7413099056
2000-10-06,7280590831
2000-10-09,7346844943
2000-10-10,7589776690
2000-10-11,7567691986
2000-10-12,7656030803
2000-10-13,7302675535
2000-10-16,7192252014
2000-10-17,7192252014
2000-10-18,7148082605
2000-10-19,7103913197
2000-10-20,7214336718
2000-10-23,7236421422
2000-10-24,7015574380
2000-10-25,6838896746
2000-10-26,6927235563
2000-10-27,6838896746
2000-10-30,7103913197
2000-10-31,7015574380
2000-11-01,7280590831
2000-11-02,7037659084
2000-11-03,7081828492
2000-11-06,7081828492
2000-11-07,7302675535
2000-11-08,7236421422
2000-11-09,7214336718
2000-11-10,7170167309
2000-11-13,7059743788
2000-11-14,7346844943
2000-11-15,7391014352
2000-11-16,7391014352
2000-11-17,7457268465
2000-11-20,7324760239
2000-11-21,7744369620
2000-11-22,7589776690
2000-11-24,7722284915
2000-11-27,7832708437
2000-11-28,8031470775
2000-11-29,7898962549
2000-11-30,7633946098
2000-12-01,7965216662
2000-12-04,8075640183
2000-12-05,7876877845
2000-12-06,7678115507
2000-12-07,7567691986
2000-12-08,7545607282
2000-12-11,7567691986
2000-12-12,7633946098
2000-12-13,7678115507
2000-12-14,7501437873
2000-12-15,7479353169
2000-12-18,8075640183
2000-12-19,8097724888
2000-12-20,8141894296
2000-12-21,8252317817
2000-12-22,8384826043
2000-12-26,8826520127
2000-12-27,9003197761
2000-12-28,8959028353
2000-12-29,8561503677
2001-01-02,8588640000
2001-01-03,8388732000
2001-01-04,8344308000
2001-01-05,8544215999
2001-01-08,8499792000
2001-01-09,8255460000
2001-01-10,8322096000
2001-01-11,8299884000
2001-01-12,8188824000
2001-01-16,8144400000
2001-01-17,8011128000
2001-01-18,7900068000
2001-01-19,7922279999
2001-01-22,8055552000
2001-01-23,8166612000
2001-01-24,8077764000
2001-01-25,8011128000
2001-01-26,7944492000
2001-01-29,7937088000
2001-01-30,7937088000
2001-01-31,8062956000
2001-02-01,7848240000
2001-02-02,8025936000
2001-02-05,8314692000
2001-02-06,8388732000
2001-02-07,8462772000
2001-02-08,8551620000
2001-02-09,8670084000
2001-02-12,8647872000
2001-02-13,8596044000
2001-02-14,8588640000
2001-02-15,8566428000
2001-02-16,8529408000
2001-02-20,8566428000
2001-02-21,8440560000
2001-02-22,8403540000
2001-02-23,8447964000
2001-02-26,8610852000
2001-02-27,8551620000
2001-02-28,8522004000
2001-03-01,8477579999
2001-03-02,8751528000
2001-03-05,8929224000
2001-03-06,8892204000
2001-03-07,9018072000
2001-03-08,9373464000
2001-03-09,9217980000
2001-03-12,8966244000
2001-03-13,8869992000
2001-03-14,8647872000
2001-03-15,8477579999
2001-03-16,8499792000
2001-03-19,8818164000
2001-03-20,8721912000
2001-03-21,8551620000
2001-03-22,8262864000
2001-03-23,8425752000
2001-03-26,8573832000
2001-03-27,8551620000
2001-03-28,8625660000
2001-03-29,8507196000
2001-03-30,8831280000
2001-04-02,8771760000
2001-04-03,8704800000
2001-04-04,8942880000
2001-04-05,9047040000
2001-04-06,9076800000
2001-04-09,9300000000
2001-04-10,9411600000
2001-04-11,9352080000
2001-04-12,9314880000
2001-04-16,9545520000
2001-04-17,9850560000
2001-04-18,9672000000
2001-04-19,9657120000
2001-04-20,9783600000
2001-04-23,10252320000
2001-04-24,10386240000
2001-04-25,10616880000
2001-04-26,10639200000
2001-04-27,10631760000
2001-04-30,10750800000
2001-05-01,10527600000
2001-05-02,10014240000
2001-05-03,10170480000
2001-05-04,10334160000
2001-05-07,10304400000
2001-05-08,10349040000
2001-05-09,10505280000
2001-05-10,10505280000
2001-05-11,10527600000
2001-05-14,10698720000
2001-05-15,10802880000
2001-05-16,10884720000
2001-05-17,10899600000
2001-05-18,11093040000
2001-05-21,11011200000
2001-05-22,10862400000
2001-05-23,10735920000
2001-05-24,10661520000
2001-05-25,10542480000
2001-05-29,10758240000
2001-05-30,10676400000
2001-05-31,10691280000
2001-06-01,10564800000
2001-06-04,10743360000
2001-06-05,10929360000
2001-06-06,10639200000
2001-06-07,10512720000
2001-06-08,10527600000
2001-06-11,10579680000
2001-06-12,10750800000
2001-06-13,10564800000
2001-06-14,10393680000
2001-06-15,10475520000
2001-06-18,10334160000
2001-06-19,10341600000
2001-06-20,10222560000
2001-06-21,9991920000
2001-06-22,10118400000
2001-06-25,9887760000
2001-06-26,9902640000
2001-06-27,9753840000
2001-06-28,9456240000
2001-06-29,9486000000
2001-07-02,9512724000
2001-07-03,9527752000
2001-07-05,9685546000
2001-07-06,9783228000
2001-07-09,9550294000
2001-07-10,9663004000
2001-07-11,9640462000
2001-07-12,9700574000
2001-07-13,9730630000
2001-07-16,9602892000
2001-07-17,9572836000
2001-07-18,9242220000
2001-07-19,9392500000
2001-07-20,9437584000
2001-07-23,9497696000
2001-07-24,9287304000
2001-07-25,9640462000
2001-07-26,9798256000
2001-07-27,9873396000
2001-07-30,10001134000
2001-07-31,9963564000
2001-08-01,9880910000
2001-08-02,9925994000
2001-08-03,9835826000
2001-08-06,9760686000
2001-08-07,9820798000
2001-08-08,9640462000
2001-08-09,9745658000
2001-08-10,9888424000
2001-08-13,9903452000
2001-08-14,9941022000
2001-08-15,10286666000
2001-08-16,10234068000
2001-08-17,10106330000
2001-08-20,10091302000
2001-08-21,10091302000
2001-08-22,9918480000
2001-08-23,10008648000
2001-08-24,10143900000
2001-08-27,10046218000
2001-08-28,10076274000
2001-08-29,10053732000
2001-08-30,9986106000
2001-08-31,9918480000
2001-09-04,10166442000
2001-09-05,10211526000
2001-09-06,10234068000
2001-09-07,10241582000
2001-09-10,10091302000
2001-09-17,9783228000
2001-09-18,9377472000
2001-09-19,8889062000
2001-09-20,8671156000
2001-09-21,8580988000
2001-09-24,8242858000
2001-09-25,7889700000
2001-09-26,8175232000
2001-09-27,8430708000
2001-09-28,8768838000
2001-10-01,8616508514
2001-10-02,8877841095
2001-10-03,8609041869
2001-10-04,8870374450
2001-10-05,9057040579
2001-10-08,9183973546
2001-10-09,9206373482
2001-10-10,9400506256
2001-10-11,9490105998
2001-10-12,9363173030
2001-10-15,9094373804
2001-10-16,9094373804
2001-10-17,9236240062
2001-10-18,8907707675
2001-10-19,8945040901
2001-10-22,9131707030
2001-10-23,9057040579
2001-10-24,9019707353
2001-10-25,9131707030
2001-10-26,9378106320
2001-10-29,9310906514
2001-10-30,9004774062
2001-10-31,9064507224
2001-11-01,9281039933
2001-11-02,8997307417
2001-11-05,8989840772
2001-11-06,8974907482
2001-11-07,9094373804
2001-11-08,9004774062
2001-11-09,9318373159
2001-11-12,9183973546
2001-11-13,9258639998
2001-11-14,8900241030
2001-11-15,8437309030
2001-11-16,8594108579
2001-11-19,8541842063
2001-11-20,8937574256
2001-11-21,8833041224
2001-11-23,8915174321
2001-11-26,8855441159
2001-11-27,8945040901
2001-11-28,8780774708
2001-11-29,8907707675
2001-11-30,8952507546
2001-12-03,9086907159
2001-12-04,9310906514
2001-12-05,9572239095
2001-12-06,9094373804
2001-12-07,9236240062
2001-12-10,8945040901
2001-12-11,8870374450
2001-12-12,8855441159
2001-12-13,8713574901
2001-12-14,8862907804
2001-12-17,8870374450
2001-12-18,9019707353
2001-12-19,9131707030
2001-12-20,9273573288
2001-12-21,9363173030
2001-12-24,9460239417
2001-12-26,9609572320
2001-12-27,9542372514
2001-12-28,9646905546
2001-12-31,9527280000
2002-01-02,9519790000
2002-01-03,9482340000
2002-01-04,9557240000
2002-01-07,9527280000
2002-01-08,9384970000
2002-01-09,9355010000
2002-01-10,9355010000
2002-01-11,9122820000
2002-01-14,9122820000
2002-01-15,9250150000
2002-01-16,9002980000
2002-01-17,8980510000
2002-01-18,8838200000
2002-01-22,8763300000
2002-01-23,9047920000
2002-01-24,9137800000
2002-01-25,9160270000
2002-01-28,9122820000
2002-01-29,8898120000
2002-01-30,9010470000
2002-01-31,9325050000
2002-02-01,9407440000
2002-02-04,9167760000
2002-02-05,9197720000
2002-02-06,9190230000
2002-02-07,9115330000
2002-02-08,9115330000
2002-02-11,9272620000
2002-02-12,9152780000
2002-02-13,9107840000
2002-02-14,9227680000
2002-02-15,9220190000
2002-02-19,9055410000
2002-02-20,9002980000
2002-02-21,9100350000
2002-02-22,9317560000
2002-02-25,9482340000
2002-02-26,9587200000
2002-02-27,9609670000
2002-02-28,9639630000
2002-03-01,9901780000
2002-03-04,10059070000
2002-03-05,10044090000
2002-03-06,10223850000
2002-03-07,10141460000
2002-03-08,10051580000
2002-03-11,10163930000
2002-03-12,10276280000
2002-03-13,10268790000
2002-03-14,10276280000
2002-03-15,10366160000
2002-03-18,10411100000
2002-03-19,10471020000
2002-03-20,10291260000
2002-03-21,10291260000
2002-03-22,10193890000
2002-03-25,10111500000
2002-03-26,10231340000
2002-03-27,10366160000
2002-03-28,10471020000
2002-04-01,10680236000
2002-04-02,10732848000
2002-04-03,10635140000
2002-04-04,10409660000
2002-04-05,10289404000
2002-04-08,10462272000
2002-04-09,10372080000
2002-04-10,10597560000
2002-04-11,10529916000
2002-04-12,10214244000
2002-04-15,10349532000
2002-04-16,10469788000
2002-04-17,10544948000
2002-04-18,10529916000
2002-04-19,10529916000
2002-04-22,10477304000
2002-04-23,10537432000
2002-04-24,10289404000
2002-04-25,10281888000
2002-04-26,10311952000
2002-04-29,10372080000
2002-04-30,10364564000
2002-05-01,10499852000
2002-05-02,10605076000
2002-05-03,10710300000
2002-05-06,10281888000
2002-05-07,10266856000
2002-05-08,10492336000
2002-05-09,10439724000
2002-05-10,10469788000
2002-05-13,10680236000
2002-05-14,10680236000
2002-05-15,10657688000
2002-05-16,10815524000
2002-05-17,10777944000
2002-05-20,10725332000
2002-05-21,10672720000
2002-05-22,10868136000
2002-05-23,11056036000
2002-05-24,10950812000
2002-05-28,10890684000
2002-05-29,10875652000
2002-05-30,10732848000
2002-05-31,10762912000
2002-06-03,10657688000
2002-06-04,10687752000
2002-06-05,10732848000
2002-06-06,10695268000
2002-06-07,10635140000
2002-06-10,10477304000
2002-06-11,10387112000
2002-06-12,10477304000
2002-06-13,10680236000
2002-06-14,10702784000
2002-06-17,10913232000
2002-06-18,10890684000
2002-06-19,10747880000
2002-06-20,10875652000
2002-06-21,10732848000
2002-06-24,10710300000
2002-06-25,10777944000
2002-06-26,10762912000
2002-06-27,10702784000
2002-06-28,10808008000
2002-07-01,10747350000
2002-07-02,10513548000
2002-07-03,10438128000
2002-07-05,10626678000
2002-07-08,10498464000
2002-07-09,10309914000
2002-07-10,10083654000
2002-07-11,9736722000
2002-07-12,9676386000
2002-07-15,9518004000
2002-07-16,9404874000
2002-07-17,9563256000
2002-07-18,9367164000
2002-07-19,9005148000
2002-07-22,8545086000
2002-07-23,8484750000
2002-07-24,8974980000
2002-07-25,8914644000
2002-07-26,9005148000
2002-07-29,9502920000
2002-07-30,9457668000
2002-07-31,9797058000
2002-08-01,9314370000
2002-08-02,9208782000
2002-08-05,9035316000
2002-08-06,9299286000
2002-08-07,9480294000
2002-08-08,9872478000
2002-08-09,10045944000
2002-08-12,9985608000
2002-08-13,9872478000
2002-08-14,10196784000
2002-08-15,10400418000
2002-08-16,10445670000
2002-08-19,10543716000
2002-08-20,10211868000
2002-08-21,10415502000
2002-08-22,10634220000
2002-08-23,10581426000
2002-08-26,10702098000
2002-08-27,10739808000
2002-08-28,10490922000
2002-08-29,10558800000
2002-08-30,10747350000
2002-09-03,10430586000
2002-09-04,10407960000
2002-09-05,10528632000
2002-09-06,10596510000
2002-09-09,10551258000
2002-09-10,10573884000
2002-09-11,10739808000
2002-09-12,10558800000
2002-09-13,10536174000
2002-09-16,10490922000
2002-09-17,10257120000
2002-09-18,10249578000
2002-09-19,10128906000
2002-09-20,10174158000
2002-09-23,10121364000
2002-09-24,10015776000
2002-09-25,10113822000
2002-09-26,10324998000
2002-09-27,10385334000
2002-09-30,10239687908
2002-10-01,10390160912
2002-10-02,10450350113
2002-10-03,10645965018
2002-10-04,10548157566
2002-10-07,10360066311
2002-10-08,10375113612
2002-10-09,10209593307
2002-10-10,10194546007
2002-10-11,10247211558
2002-10-14,10533110266
2002-10-15,10901769125
2002-10-16,10788914372
2002-10-17,10939387376
2002-10-18,10984529277
2002-10-21,11037194828
2002-10-22,10480444714
2002-10-23,10841579923
2002-10-24,10563204866
2002-10-25,10277306159
2002-10-28,10292353459
2002-10-29,10059120304
2002-10-30,10202069657
2002-10-31,10292353459
2002-11-01,10367589961
2002-11-04,10104262205
2002-11-05,10134356805
2002-11-06,10179498707
2002-11-07,10111785855
2002-11-08,10006454752
2002-11-11,9893599999
2002-11-12,9938741900
2002-11-13,9652843193
2002-11-14,9953789201
2002-11-15,9968836501
2002-11-18,9938741900
2002-11-19,9855981748
2002-11-20,10074167604
2002-11-21,10187022357
2002-11-22,10119309505
2002-11-25,10044073003
2002-11-26,9901123650
2002-11-27,9961312851
2002-11-29,10051596653
2002-12-02,9938741900
2002-12-03,9961312851
2002-12-04,9923694600
2002-12-05,9991407452
2002-12-06,10074167604
2002-12-09,9983883802
2002-12-10,10066643954
2002-12-11,10134356805
2002-12-12,10322448060
2002-12-13,10194546007
2002-12-16,10503015665
2002-12-17,10450350113
2002-12-18,10292353459
2002-12-19,10352542661
2002-12-20,10465397414
2002-12-23,10518062965
2002-12-24,10442826463
2002-12-26,10352542661
2002-12-27,10119309505
2002-12-30,10284829809
2002-12-31,10349430000
2003-01-02,10576890000
2003-01-03,10599636000
2003-01-06,10713366000
2003-01-07,10357012000
2003-01-08,10311520000
2003-01-09,10493488000
2003-01-10,10334266000
2003-01-13,10334266000
2003-01-14,10326684000
2003-01-15,10402504000
2003-01-16,10508652000
2003-01-17,10410086000
2003-01-21,10303938000
2003-01-22,10341848000
2003-01-23,10470742000
2003-01-24,10243282000
2003-01-27,9917256000
2003-01-28,10099224000
2003-01-29,10432832000
2003-01-30,10288774000
2003-01-31,10622382000
2003-02-03,10546562000
2003-02-04,10637546000
2003-02-05,10622382000
2003-02-06,10592054000
2003-02-07,10501070000
2003-02-10,10592054000
2003-02-11,10554144000
2003-02-12,10470742000
2003-02-13,10417668000
2003-02-14,10516234000
2003-02-18,10637546000
2003-02-19,10538980000
2003-02-20,10478324000
2003-02-21,10629964000
2003-02-24,10713366000
2003-02-25,10531398000
2003-02-26,10614800000
2003-02-27,10683038000
2003-02-28,10872588000
2003-03-03,10902916000
2003-03-04,10895334000
2003-03-05,10955990000
2003-03-06,10963572000
2003-03-07,10963572000
2003-03-10,10948408000
2003-03-11,10971154000
2003-03-12,10660292000
2003-03-13,10902916000
2003-03-14,10933244000
2003-03-17,11069720000
2003-03-18,11069720000
2003-03-19,11160704000
2003-03-20,10993900000
2003-03-21,10789186000
2003-03-24,10660292000
2003-03-25,10660292000
2003-03-26,10622382000
2003-03-27,10819514000
2003-03-28,10819514000
2003-03-31,10995924000
2003-04-01,11347916000
2003-04-02,11317308000
2003-04-03,11240788000
2003-04-04,11378524000
2003-04-07,11324960000
2003-04-08,11171920000
2003-04-09,11110704000
2003-04-10,11179572000
2003-04-11,11072444000
2003-04-14,11164268000
2003-04-15,11141312000
2003-04-16,11049488000
2003-04-17,11202528000
2003-04-21,11233136000
2003-04-22,11217832000
2003-04-23,11118356000
2003-04-24,11095400000
2003-04-25,11087748000
2003-04-28,11064792000
2003-04-29,10988272000
2003-04-30,10957664000
2003-05-01,11041836000
2003-05-02,11240788000
2003-05-05,11164268000
2003-05-06,11271396000
2003-05-07,11317308000
2003-05-08,11347916000
2003-05-09,11409132000
2003-05-12,11248440000
2003-05-13,11401480000
2003-05-14,11347916000
2003-05-15,11378524000
2003-05-16,11370872000
2003-05-19,11370872000
2003-05-20,11393828000
2003-05-21,11753472000
2003-05-22,11860600000
2003-05-23,12074856000
2003-05-27,12304415999
2003-05-28,12197288000
2003-05-29,12051900000
2003-05-30,12380936000
2003-06-02,12350328000
2003-06-03,12388588000
2003-06-04,12579888000
2003-06-05,12587540000
2003-06-06,12258504000
2003-06-09,12250852000
2003-06-10,12357979999
2003-06-11,12541628000
2003-06-12,12488064000
2003-06-13,12434500000
2003-06-16,12442152000
2003-06-17,12350328000
2003-06-18,12388588000
2003-06-19,12312068000
2003-06-20,12281460000
2003-06-23,12357979999
2003-06-24,12243200000
2003-06-25,12342676000
2003-06-26,12357979999
2003-06-27,12273808000
2003-06-30,12405390000
2003-07-01,12451649999
2003-07-02,12575009999
2003-07-03,12428520000
2003-07-07,12459360000
2003-07-08,12366840000
2003-07-09,12405390000
2003-07-10,12166380000
2003-07-11,12343710000
2003-07-14,12050730000
2003-07-15,11780880000
2003-07-16,11511030000
2003-07-17,11626680000
2003-07-18,12019890000
2003-07-21,12143250000
2003-07-22,11996760000
2003-07-23,11950500000
2003-07-24,11950500000
2003-07-25,12289740000
2003-07-28,12158670000
2003-07-29,12012180000
2003-07-30,11981340000
2003-07-31,12089280000
2003-08-01,12096990000
2003-08-04,12050730000
2003-08-05,11888820000
2003-08-06,12043020000
2003-08-07,12251190000
2003-08-08,12382259999
2003-08-11,12359130000
2003-08-12,12467070000
2003-08-13,12497910000
2003-08-14,12513330000
2003-08-15,12598140000
2003-08-18,12528750000
2003-08-19,12551880000
2003-08-20,12644399999
2003-08-21,12536460000
2003-08-22,12482490000
2003-08-25,12428520000
2003-08-26,12320580000
2003-08-27,12397679999
2003-08-28,12590429999
2003-08-29,12698370000
2003-09-02,13053030000
2003-09-03,13014480000
2003-09-04,12937380000
2003-09-05,12852570000
2003-09-08,13083870000
2003-09-09,12999060000
2003-09-10,12945090000
2003-09-11,12945090000
2003-09-12,13037610000
2003-09-15,12906539999
2003-09-16,12968220000
2003-09-17,12914250000
2003-09-18,12960509999
2003-09-19,12937380000
2003-09-22,12975929999
2003-09-23,12975929999
2003-09-24,12983640000
2003-09-25,12937380000
2003-09-26,12983640000
2003-09-29,12960509999
2003-09-30,12816959999
2003-10-01,13112736000
2003-10-02,13082400000
2003-10-03,13150656000
2003-10-06,13158240000
2003-10-07,13211328000
2003-10-08,13097568000
2003-10-09,13127903999
2003-10-10,13272000000
2003-10-13,13370592000
2003-10-14,13340256000
2003-10-15,13203744000
2003-10-16,13234080000
2003-10-17,13143071999
2003-10-20,12930720000
2003-10-21,13234080000
2003-10-22,13135488000
2003-10-23,13203744000
2003-10-24,13256832000
2003-10-27,13203744000
2003-10-28,12976224000
2003-10-29,13036896000
2003-10-30,12854880000
2003-10-31,12824544000
2003-11-03,12907968000
2003-11-04,12907968000
2003-11-05,12953471999
2003-11-06,13059648000
2003-11-07,13120320000
2003-11-10,13120320000
2003-11-11,12983808000
2003-11-12,13105152000
2003-11-13,13127903999
2003-11-14,13249248000
2003-11-17,13226496000
2003-11-18,13165824000
2003-11-19,13105152000
2003-11-20,13074815999
2003-11-21,13029312000
2003-11-24,13173408000
2003-11-25,13309920000
2003-11-26,13340256000
2003-11-28,13340256000
2003-12-01,13696703999
2003-12-02,13780128000
2003-12-03,13711871999
2003-12-04,14106240000
2003-12-05,14144159999
2003-12-08,14098656000
2003-12-09,14227584000
2003-12-10,14136576000
2003-12-11,14417184000
2003-12-12,14599200000
2003-12-15,14500608000
2003-12-16,14637120000
2003-12-17,14834303999
2003-12-18,15076992000
2003-12-19,14970815999
2003-12-22,15076992000
2003-12-23,15031488000
2003-12-24,15221088000
2003-12-26,15281759999
2003-12-29,15509280000
2003-12-30,15486528000
2003-12-31,15863580000
2004-01-02,15785280000
2004-01-05,16411680000
2004-01-06,16247250000
2004-01-07,16067160000
2004-01-08,16192440000
2004-01-09,16145460000
2004-01-12,16583940000
2004-01-13,16623090000
2004-01-14,16709220000
2004-01-15,16333380000
2004-01-16,16591770000
2004-01-20,16670070000
2004-01-21,16897139999
2004-01-22,16623090000
2004-01-23,16756199999
2004-01-26,16857990000
2004-01-27,16740540000
2004-01-28,16646580000
2004-01-29,16646580000
2004-01-30,16544790000
2004-02-02,16450830000
2004-02-03,16489979999
2004-02-04,16278570000
2004-02-05,16223760000
2004-02-06,16356870000
2004-02-09,16568280000
2004-02-10,16897139999
2004-02-11,16936290000
2004-02-12,16771860000
2004-02-13,16787520000
2004-02-17,16740540000
2004-02-18,16560449999
2004-02-19,16583940000
2004-02-20,16662240000
2004-02-23,16568280000
2004-02-24,16615260000
2004-02-25,16693560000
2004-02-26,16654410000
2004-02-27,16677900000
2004-03-01,17437410000
2004-03-02,17045910000
2004-03-03,17006760000
2004-03-04,16897139999
2004-03-05,17319960000
2004-03-08,17429580000
2004-03-09,17210340000
2004-03-10,16920630000
2004-03-11,16717050000
2004-03-12,16959780000
2004-03-15,16881479999
2004-03-16,17124210000
2004-03-17,17335620000
2004-03-18,17492220000
2004-03-19,17390430000
2004-03-22,17139870000
2004-03-23,16795350000
2004-03-24,16349040000
2004-03-25,16341210000
2004-03-26,16333380000
2004-03-29,16670070000
2004-03-30,17061570000
2004-03-31,17402502000
2004-04-01,17300088000
2004-04-02,17363112000
2004-04-05,17528550000
2004-04-06,17481282000
2004-04-07,17434014000
2004-04-08,17623086000
2004-04-12,17953962000
2004-04-13,17583696000
2004-04-14,17922450000
2004-04-15,18190302000
2004-04-16,18363618000
2004-04-19,18513300000
2004-04-20,18040620000
2004-04-21,18024864000
2004-04-22,18324228000
2004-04-23,18158790000
2004-04-26,18395130000
2004-04-27,18473910000
2004-04-28,18135156000
2004-04-29,17780646000
2004-04-30,17835792000
2004-05-03,18418764000
2004-05-04,18442398000
2004-05-05,18316350000
2004-05-06,18292716000
2004-05-07,17867304000
2004-05-10,17055869999
2004-05-11,17229186000
2004-05-12,17213430000
2004-05-13,17000723999
2004-05-14,17481282000
2004-05-17,17465526000
2004-05-18,17355234000
2004-05-19,17197674000
2004-05-20,17134650000
2004-05-21,16906188000
2004-05-24,17174040000
2004-05-25,17497038000
2004-05-26,17260698000
2004-05-27,16654092000
2004-05-28,16701360000
2004-06-01,16945578000
2004-06-02,16764384000
2004-06-03,16756506000
2004-06-04,16701360000
2004-06-07,17024358000
2004-06-08,17040114000
2004-06-09,16945578000
2004-06-10,17268576000
2004-06-14,17024358000
2004-06-15,17315844000
2004-06-16,17733378000
2004-06-17,17938206000
2004-06-18,18229692000
2004-06-21,18206058000
2004-06-22,18237570000
2004-06-23,18765396000
2004-06-24,18505422000
2004-06-25,18347862000
2004-06-28,17914572000
2004-06-29,18095766000
2004-06-30,18404172000
2004-07-01,18420024000
2004-07-02,18356616000
2004-07-06,18570618000
2004-07-07,18412098000
2004-07-08,18483432000
2004-07-09,18610248000
2004-07-12,18388320000
2004-07-13,18475506000
2004-07-14,18752916000
2004-07-15,18673656000
2004-07-16,19188846000
2004-07-19,19006548000
2004-07-20,18919362000
2004-07-21,18610248000
2004-07-22,18578544000
2004-07-23,18649878000
2004-07-26,18380394000
2004-07-27,18499284000
2004-07-28,18538914000
2004-07-29,18705360000
2004-07-30,18729138000
2004-08-02,18776694000
2004-08-03,18998622000
2004-08-04,18911436000
2004-08-05,18634026000
2004-08-06,18229800000
2004-08-09,18744990000
2004-08-10,18863880000
2004-08-11,18966918000
2004-08-12,18879732000
2004-08-13,19046178000
2004-08-16,19125438000
2004-08-17,18792546000
2004-08-18,19046178000
2004-08-19,19006548000
2004-08-20,19236402000
2004-08-23,18990696000
