,MCK
2013-11-14,36675800000
2013-11-15,36834500000
2013-11-18,36519400000
2013-11-19,36618300000
2013-11-20,36429700000
2013-11-21,37007000000
2013-11-22,37630300000
2013-11-25,37982200000
2013-11-26,37800500000
2013-11-27,38065000000
2013-11-29,38154700000
2013-12-02,37874100000
2013-12-03,37690100000
2013-12-04,37430200000
2013-12-05,36795400000
2013-12-06,37446300000
2013-12-09,37496900000
2013-12-10,36786200000
2013-12-11,36418200000
2013-12-12,36052500000
2013-12-13,36199700000
2013-12-16,36215800000
2013-12-17,36436600000
2013-12-18,37036900000
2013-12-19,36935700000
2013-12-20,37145000000
2013-12-23,36892000000
2013-12-24,36862100000
2013-12-26,37115100000
2013-12-27,37025400000
2013-12-30,36958700000
2013-12-31,37122000000
2014-01-02,36836800000
2014-01-03,36963300000
2014-01-06,36859800000
2014-01-07,37220900000
2014-01-08,39056300000
2014-01-09,40325900000
2014-01-10,40351200000
2014-01-13,38442200000
2014-01-14,38518100000
2014-01-15,38483600000
2014-01-16,38768800000
2014-01-17,38667600000
2014-01-21,38766500000
2014-01-22,39026400000
2014-01-23,39645100000
2014-01-24,39955600000
2014-01-27,39785400000
2014-01-28,40309800000
2014-01-29,39854400000
2014-01-30,40762900000
2014-01-31,40114300000
2014-02-03,39330000000
2014-02-04,38971200000
2014-02-05,38782600000
2014-02-06,39652000000
2014-02-07,40247700000
2014-02-10,39737100000
2014-02-11,40261500000
2014-02-12,40238500000
2014-02-13,40404100000
2014-02-14,40388000000
2014-02-18,40820400000
2014-02-19,40861800000
2014-02-20,40843400000
2014-02-21,40560500000
2014-02-24,40553600000
2014-02-25,40647900000
2014-02-26,40199400000
2014-02-27,40118900000
2014-02-28,40721500000
2014-03-03,40491500000
2014-03-04,41584000000
2014-03-05,41850800000
2014-03-06,41993400000
2014-03-07,41952000000
2014-03-10,41515000000
2014-03-11,41945100000
2014-03-12,42239500000
2014-03-13,42239500000
2014-03-14,41586300000
2014-03-17,41841600000
2014-03-18,42129100000
2014-03-19,41839300000
2014-03-20,42630500000
2014-03-21,41595500000
2014-03-24,40834200000
2014-03-25,40588100000
2014-03-26,39983200000
2014-03-27,39813000000
2014-03-28,40346600000
2014-03-31,40787670000
2014-04-01,40665240000
2014-04-02,40598250000
2014-04-03,40136250000
2014-04-04,39470970000
2014-04-07,38713290000
2014-04-08,38972010000
2014-04-09,39956070000
2014-04-10,38685570000
2014-04-11,38041080000
2014-04-14,38685570000
2014-04-15,38879610000
2014-04-16,39270000000
2014-04-17,39496380000
2014-04-21,39720450000
2014-04-22,39501000000
2014-04-23,39415530000
2014-04-24,39376260000
2014-04-25,38773350000
2014-04-28,38680950000
2014-04-29,38916570000
2014-04-30,39082890000
2014-05-01,38854200000
2014-05-02,38579310000
2014-05-05,38972010000
2014-05-06,38540040000
2014-05-07,38443020000
2014-05-08,38512320000
2014-05-09,39501000000
2014-05-12,40247130000
2014-05-13,41580000000
2014-05-14,41164200000
2014-05-15,41018670000
2014-05-16,41166510000
2014-05-19,41737080000
2014-05-20,41543040000
2014-05-21,42335370000
2014-05-22,42409290000
2014-05-23,42446250000
2014-05-27,42358470000
2014-05-28,42208320000
2014-05-29,43559670000
2014-05-30,43806840000
2014-06-02,43850730000
2014-06-03,44266530000
2014-06-04,43832250000
2014-06-05,43580460000
2014-06-06,43596630000
2014-06-09,43125390000
2014-06-10,42871290000
2014-06-11,43233960000
2014-06-12,42335370000
2014-06-13,42182910000
2014-06-16,42169050000
2014-06-17,42656460000
2014-06-18,42792750000
2014-06-19,42801990000
2014-06-20,42848190000
2014-06-23,43012200000
2014-06-24,42603330000
2014-06-25,43277850000
2014-06-26,43448790000
2014-06-27,43640520000
2014-06-30,43200720000
2014-07-01,43954720000
2014-07-02,43950080000
2014-07-03,44080000000
2014-07-07,43989520000
2014-07-08,43616000000
2014-07-09,44010400000
2014-07-10,43845680000
2014-07-11,43841040000
2014-07-14,44175120000
2014-07-15,43794640000
2014-07-16,43713440000
2014-07-17,43780720000
2014-07-18,44416400000
2014-07-21,43720400000
2014-07-22,44265600000
2014-07-23,44237760000
2014-07-24,44910560000
2014-07-25,44497600000
2014-07-28,44409440000
2014-07-29,44332880000
2014-07-30,44370000000
2014-07-31,44511520000
2014-08-01,45339760000
2014-08-04,44931440000
2014-08-05,44499920000
2014-08-06,44182080000
2014-08-07,43286560000
2014-08-08,44040560000
2014-08-11,44379280000
2014-08-12,43655440000
2014-08-13,44022000000
2014-08-14,44576480000
2014-08-15,44346800000
2014-08-18,44571840000
2014-08-19,45052080000
2014-08-20,44912880000
2014-08-21,44880400000
2014-08-22,44544000000
2014-08-25,44987120000
2014-08-26,44954640000
2014-08-27,44553280000
2014-08-28,44787600000
2014-08-29,45246960000
2014-09-02,45311920000
2014-09-03,45235360000
2014-09-04,45393120000
2014-09-05,46014880000
2014-09-08,46314160000
2014-09-09,45585680000
2014-09-10,45362960000
2014-09-11,44931440000
2014-09-12,44650720000
2014-09-15,44492960000
2014-09-16,45309600000
2014-09-17,45365280000
2014-09-18,45472000000
2014-09-19,45423280000
2014-09-22,45079920000
2014-09-23,45168080000
2014-09-24,45771280000
2014-09-25,45010320000
2014-09-26,45193600000
2014-09-29,45592640000
2014-09-30,45163440000
2014-10-01,44676240000
2014-10-02,45205200000
2014-10-03,46307200000
2014-10-06,45615840000
2014-10-07,44929120000
2014-10-08,46337360000
2014-10-09,45430240000
2014-10-10,45001040000
2014-10-13,44003440000
2014-10-14,43759840000
2014-10-15,42924640000
2014-10-16,42994240000
2014-10-17,44365360000
2014-10-20,44796880000
2014-10-21,45687760000
2014-10-22,45372240000
2014-10-23,46110000000
2014-10-24,46592560000
2014-10-27,47026400000
2014-10-28,46678400000
2014-10-29,46040400000
2014-10-30,47207360000
2014-10-31,47191120000
2014-11-03,47186480000
2014-11-04,47177200000
2014-11-05,46771200000
2014-11-06,47017120000
2014-11-07,46242240000
2014-11-10,46696960000
2014-11-11,47123840000
2014-11-12,47126160000
2014-11-13,47518240000
2014-11-14,47618000000
2014-11-17,47416160000
2014-11-18,48253680000
2014-11-19,47854640000
2014-11-20,47560000000
2014-11-21,47599440000
2014-11-24,48655040000
2014-11-25,48474080000
2014-11-26,48311680000
2014-11-28,48896320000
2014-12-01,48441600000
2014-12-02,48884720000
2014-12-03,49068000000
2014-12-04,49142240000
2014-12-05,49330160000
2014-12-08,49364960000
2014-12-09,48787280000
2014-12-10,48283840000
2014-12-11,48624880000
2014-12-12,47636560000
2014-12-15,47884800000
2014-12-16,46729440000
2014-12-17,47624960000
2014-12-18,49177040000
2014-12-19,48979840000
2014-12-22,49091200000
2014-12-23,48536720000
2014-12-24,48671280000
2014-12-26,48754800000
2014-12-29,48761760000
2014-12-30,48629520000
2014-12-31,48158560000
2015-01-02,48070400000
2015-01-05,48464800000
2015-01-06,48353440000
2015-01-07,49822000000
2015-01-08,50390400000
2015-01-09,50267440000
2015-01-12,49801120000
2015-01-13,49798800000
2015-01-14,49538960000
2015-01-15,49021600000
2015-01-16,49643360000
2015-01-20,49849840000
2015-01-21,49933360000
2015-01-22,50782480000
2015-01-23,50499440000
2015-01-26,50794080000
2015-01-27,50508720000
2015-01-28,50562080000
2015-01-29,50930960000
2015-01-30,49334800000
2015-02-02,49840560000
2015-02-03,49446160000
2015-02-04,48914880000
2015-02-05,50079520000
2015-02-06,51680320000
2015-02-09,50636320000
2015-02-10,51608400000
2015-02-11,51905360000
2015-02-12,52146640000
2015-02-13,52174480000
2015-02-17,52443600000
2015-02-18,52348480000
2015-02-19,52281200000
2015-02-20,53165120000
2015-02-23,53318240000
2015-02-24,53406400000
2015-02-25,53267200000
2015-02-26,53234720000
2015-02-27,53058400000
2015-03-02,52947040000
2015-03-03,52824080000
2015-03-04,52819440000
2015-03-05,53174400000
2015-03-06,52107200000
2015-03-09,52281200000
2015-03-10,51237200000
2015-03-11,51545760000
2015-03-12,52218560000
2015-03-13,52116480000
2015-03-16,53253280000
2015-03-17,52942400000
2015-03-18,53114080000
2015-03-19,52374000000
2015-03-20,53346080000
2015-03-23,53420320000
2015-03-24,52988800000
2015-03-25,52320640000
2015-03-26,52443600000
2015-03-27,52457520000
2015-03-30,53160480000
2015-03-31,52478400000
2015-04-01,51668720000
2015-04-02,51856640000
2015-04-06,52067760000
2015-04-07,51466880000
2015-04-08,51617680000
2015-04-09,51800960000
2015-04-10,52046880000
2015-04-13,51961040000
2015-04-14,52434320000
2015-04-15,52353120000
2015-04-16,52564240000
2015-04-17,52902960000
2015-04-20,53181360000
2015-04-21,53659280000
2015-04-22,53654640000
2015-04-23,53153520000
2015-04-24,53174400000
2015-04-27,52703440000
2015-04-28,53016640000
2015-04-29,52292800000
2015-04-30,51828800000
2015-05-01,52186080000
2015-05-04,52408800000
2015-05-05,51684960000
2015-05-06,51712800000
2015-05-07,51926240000
2015-05-08,53146560000
2015-05-11,53021280000
2015-05-12,53255600000
2015-05-13,53912160000
2015-05-14,55559360000
2015-05-15,55663760000
2015-05-18,56318000000
2015-05-19,56283200000
2015-05-20,56097600000
2015-05-21,55550080000
2015-05-22,55821520000
2015-05-26,55183520000
2015-05-27,55494400000
2015-05-28,55178880000
2015-05-29,55037360000
2015-06-01,55278640000
2015-06-02,54895840000
2015-06-03,54988640000
2015-06-04,54455040000
2015-06-05,54624400000
2015-06-08,54153440000
2015-06-09,54288000000
2015-06-10,54740400000
2015-06-11,55125520000
2015-06-12,54547840000
2015-06-15,54234640000
2015-06-16,54390080000
2015-06-17,54232320000
2015-06-18,54761280000
2015-06-19,54717200000
2015-06-22,54696320000
2015-06-23,54645280000
2015-06-24,53482960000
2015-06-25,53204560000
2015-06-26,52877440000
2015-06-29,52032960000
2015-06-30,52155920000
2015-07-01,52380960000
2015-07-02,52028320000
2015-07-06,52102560000
2015-07-07,52949360000
2015-07-08,52088640000
2015-07-09,52640800000
2015-07-10,53257920000
2015-07-13,53691760000
2015-07-14,54248560000
2015-07-15,54390080000
2015-07-16,54524640000
2015-07-17,54394720000
2015-07-20,54415600000
2015-07-21,53937680000
2015-07-22,54550160000
2015-07-23,53239360000
2015-07-24,52585120000
2015-07-27,52144320000
2015-07-28,52603680000
2015-07-29,52629200000
2015-07-30,50427520000
2015-07-31,51172240000
2015-08-03,51847360000
2015-08-04,51715120000
2015-08-05,51828800000
2015-08-06,50666480000
2015-08-07,50144480000
2015-08-10,50422880000
2015-08-11,50000640000
2015-08-12,49921760000
2015-08-13,49715280000
2015-08-14,49944960000
2015-08-17,50179280000
2015-08-18,49998320000
2015-08-19,49998320000
2015-08-20,48833680000
2015-08-21,46986960000
2015-08-24,45889600000
2015-08-25,43718080000
2015-08-26,45910480000
2015-08-27,46137840000
2015-08-28,46585600000
2015-08-31,45838560000
2015-09-01,45420960000
2015-09-02,45704000000
2015-09-03,45233040000
2015-09-04,44734240000
2015-09-08,45330480000
2015-09-09,44741200000
2015-09-10,45265520000
2015-09-11,45852480000
2015-09-14,45613520000
2015-09-15,46495120000
2015-09-16,47383680000
2015-09-17,47490400000
2015-09-18,47265360000
2015-09-21,46701600000
2015-09-22,46163360000
2015-09-23,45987040000
2015-09-24,45759680000
2015-09-25,44597360000
2015-09-28,42748320000
2015-09-29,42866640000
2015-09-30,42556900000
2015-10-01,42796100000
2015-10-02,42904200000
2015-10-05,43633300000
2015-10-06,42320000000
2015-10-07,42545400000
2015-10-08,42846700000
2015-10-09,43688500000
2015-10-12,43840300000
2015-10-13,44139300000
2015-10-14,43649400000
2015-10-15,44562500000
2015-10-16,44898300000
2015-10-19,44815500000
2015-10-20,43545900000
2015-10-21,42922600000
2015-10-22,41731200000
2015-10-23,43000800000
2015-10-26,43594200000
2015-10-27,41786400000
2015-10-28,41954300000
2015-10-29,42837500000
2015-10-30,41124000000
2015-11-02,41547200000
2015-11-03,42175100000
2015-11-04,41837000000
2015-11-05,42766200000
2015-11-06,42262500000
2015-11-09,42119900000
2015-11-10,42471800000
2015-11-11,42198100000
2015-11-12,41423000000
2015-11-13,41374700000
2015-11-16,41940500000
2015-11-17,42660400000
2015-11-18,43532100000
2015-11-19,42632800000
2015-11-20,43626400000
2015-11-23,43631000000
2015-11-24,43654000000
2015-11-25,43601100000
2015-11-27,43782800000
2015-11-30,43550500000
2015-12-01,43987500000
2015-12-02,43697700000
2015-12-03,43769000000
2015-12-04,43824200000
2015-12-07,43465400000
2015-12-08,43449300000
2015-12-09,43023800000
2015-12-10,43810400000
2015-12-11,43748300000
2015-12-14,43833400000
2015-12-15,43044500000
2015-12-16,43865600000
2015-12-17,43704600000
2015-12-18,44482000000
2015-12-21,44919000000
2015-12-22,45379000000
2015-12-23,46115000000
2015-12-24,45864300000
2015-12-28,46062100000
2015-12-29,46073600000
2015-12-30,45710200000
2015-12-31,44771210000
2016-01-04,44190090000
2016-01-05,44378500000
2016-01-06,43833700000
2016-01-07,42632870000
2016-01-08,41402530000
2016-01-11,37125850000
2016-01-12,37230270000
2016-01-13,35829680000
2016-01-14,37405060000
2016-01-15,37455000000
2016-01-19,38462880000
2016-01-20,38590000000
2016-01-21,38692150000
2016-01-22,38630860000
2016-01-25,38628590000
2016-01-26,38814730000
2016-01-27,37890840000
2016-01-28,36347240000
2016-01-29,36542460000
2016-02-01,36154290000
2016-02-02,35185000000
2016-02-03,34587990000
2016-02-04,34914870000
2016-02-05,35039720000
2016-02-08,34381420000
2016-02-09,34136260000
2016-02-10,34728730000
2016-02-11,34056810000
2016-02-12,34283810000
2016-02-16,34637930000
2016-02-17,35314390000
2016-02-18,35402920000
2016-02-19,35019290000
2016-02-22,35509610000
2016-02-23,34955730000
2016-02-24,35110090000
2016-02-25,35268990000
2016-02-26,35589060000
2016-02-29,35325740000
2016-03-01,35559550000
2016-03-02,36022630000
2016-03-03,36932900000
2016-03-04,36948790000
2016-03-07,37010080000
2016-03-08,36047600000
2016-03-09,36746760000
2016-03-10,36574240000
2016-03-11,37772800000
2016-03-14,37452730000
2016-03-15,35707100000
2016-03-16,35412000000
2016-03-17,34433630000
2016-03-18,35936370000
2016-03-21,35607220000
2016-03-22,35550470000
2016-03-23,35191810000
2016-03-24,35704830000
2016-03-28,35532310000
2016-03-29,36063490000
2016-03-30,35804710000
2016-03-31,35381250000
2016-04-01,35417250000
2016-04-04,35597250000
2016-04-05,34805250000
2016-04-06,36722250000
2016-04-07,36281250000
2016-04-08,36495000000
2016-04-11,36535500000
2016-04-12,36974250000
2016-04-13,37687500000
2016-04-14,37932750000
2016-04-15,38873250000
2016-04-18,39150000000
2016-04-19,39564000000
2016-04-20,39946500000
2016-04-21,40056750000
2016-04-22,40106250000
2016-04-25,39861000000
2016-04-26,39863250000
2016-04-27,40034250000
2016-04-28,38099250000
2016-04-29,37759500000
2016-05-02,37896750000
2016-05-03,37833750000
2016-05-04,37127250000
2016-05-05,38857500000
2016-05-06,37993500000
2016-05-09,38749500000
2016-05-10,38319750000
2016-05-11,38000250000
2016-05-12,37642500000
2016-05-13,37334250000
2016-05-16,38819250000
2016-05-17,39039750000
2016-05-18,40475250000
2016-05-19,40716000000
2016-05-20,41015250000
2016-05-23,40196250000
2016-05-24,41123250000
2016-05-25,41157000000
2016-05-26,40403250000
2016-05-27,40774500000
2016-05-31,41206500000
2016-06-01,41582250000
2016-06-02,42252750000
2016-06-03,41953500000
2016-06-06,42113250000
2016-06-07,41618250000
2016-06-08,42241500000
2016-06-09,42048000000
2016-06-10,41730750000
2016-06-13,41319000000
2016-06-14,40848750000
2016-06-15,40709250000
2016-06-16,40443750000
2016-06-17,40000500000
2016-06-20,40470750000
2016-06-21,40335750000
2016-06-22,40844250000
2016-06-23,41400000000
2016-06-24,39840750000
2016-06-27,38841750000
2016-06-28,39730500000
2016-06-29,41251500000
2016-06-30,42182900000
2016-07-01,42510600000
2016-07-05,42370480000
2016-07-06,43364880000
2016-07-07,43211200000
2016-07-08,43570540000
2016-07-11,43719700000
2016-07-12,44176220000
2016-07-13,44614660000
2016-07-14,44754780000
2016-07-15,44553640000
2016-07-18,44680200000
2016-07-19,44741220000
2016-07-20,44847440000
2016-07-21,44409000000
2016-07-22,44424820000
2016-07-25,44298260000
2016-07-26,44359280000
2016-07-27,44503920000
2016-07-28,43717440000
2016-07-29,43970560000
2016-08-01,43412340000
2016-08-02,43737780000
2016-08-03,44101640000
2016-08-04,43952480000
2016-08-05,43993160000
2016-08-08,44092600000
2016-08-09,44361540000
2016-08-10,44216900000
2016-08-11,44436120000
2016-08-12,44124240000
2016-08-15,44323120000
2016-08-16,44072260000
2016-08-17,44246280000
2016-08-18,43941180000
2016-08-19,43810100000
2016-08-22,43764900000
2016-08-23,43561500000
2016-08-24,42725300000
2016-08-25,41425800000
2016-08-26,41310540000
2016-08-29,41561400000
2016-08-30,41364780000
2016-08-31,41724120000
2016-09-01,41419020000
2016-09-02,41353480000
2016-09-06,41739940000
2016-09-07,41800960000
2016-09-08,41367040000
2016-09-09,39796340000
2016-09-12,40786220000
2016-09-13,39739840000
2016-09-14,37900200000
2016-09-15,38187220000
2016-09-16,37552160000
2016-09-19,37290000000
2016-09-20,37244800000
2016-09-21,37606400000
2016-09-22,37995120000
2016-09-23,37760080000
2016-09-26,37330680000
2016-09-27,37597360000
2016-09-28,37656120000
2016-09-29,37158920000
2016-09-30,36851750000
2016-10-03,36548980000
2016-10-04,36610860000
2016-10-05,36613070000
2016-10-06,36409750000
2016-10-07,36646220000
2016-10-10,36537930000
2016-10-11,36162230000
2016-10-12,35921340000
2016-10-13,35817470000
2016-10-14,35581000000
2016-10-17,35503650000
2016-10-18,35824100000
2016-10-19,35607520000
2016-10-20,35790950000
2016-10-21,35587630000
2016-10-24,35419670000
2016-10-25,35028500000
2016-10-26,35043970000
2016-10-27,35470500000
2016-10-28,27428310000
2016-10-31,28104570000
2016-11-01,28568670000
2016-11-02,30018430000
2016-11-03,28639390000
2016-11-04,28897959999
2016-11-07,29726709999
2016-11-08,28842709999
2016-11-09,31311280000
2016-11-10,32595290000
2016-11-11,31609630000
2016-11-14,31755490000
2016-11-15,31574270000
2016-11-16,31267079999
2016-11-17,31267079999
2016-11-18,30951050000
2016-11-21,31238350000
2016-11-22,31233930000
2016-11-23,31220670000
2016-11-25,31618470000
2016-11-28,31627310000
2016-11-29,31216250000
2016-11-30,31782010000
2016-12-01,31620680000
2016-12-02,31726760000
2016-12-05,32045000000
2016-12-06,32133400000
2016-12-07,31298020000
2016-12-08,31678140000
2016-12-09,32321250000
2016-12-12,32374290000
2016-12-13,32701370000
2016-12-14,31684770000
2016-12-15,31457140000
2016-12-16,31446090000
2016-12-19,31284760000
2016-12-20,31189730000
2016-12-21,31291390000
2016-12-22,31015140000
2016-12-23,31200780000
2016-12-27,31397470000
2016-12-28,31278130000
2016-12-29,31333380000
2016-12-30,31039449999
2017-01-03,31255160000
2017-01-04,31498960000
2017-01-05,31058000000
2017-01-06,31147039999
2017-01-09,31130080000
2017-01-10,31125840000
2017-01-11,30358399999
2017-01-12,30672160000
2017-01-13,31202160000
2017-01-17,31467160000
2017-01-18,31744880000
2017-01-19,31225480000
2017-01-20,31859360000
2017-01-23,31655840000
2017-01-24,31441720000
2017-01-25,32033200000
2017-01-26,29372600000
2017-01-27,28988880000
2017-01-30,29067320000
2017-01-31,29499800000
2017-02-01,29686360000
2017-02-02,29468000000
2017-02-03,29434080000
2017-02-06,29641840000
2017-02-07,29665160000
2017-02-08,29879280000
2017-02-09,29618520000
2017-02-10,29588840000
2017-02-13,29783880000
2017-02-14,30782399999
2017-02-15,31698240000
2017-02-16,31677039999
2017-02-17,31853000000
2017-02-21,31988679999
2017-02-22,31598600000
2017-02-23,31581640000
2017-02-24,31980200000
2017-02-27,32107399999
2017-02-28,31827560000
2017-03-01,31581640000
2017-03-02,31833920000
2017-03-03,32336360000
2017-03-06,31850880000
2017-03-07,31214880000
2017-03-08,31339960000
2017-03-09,31687640000
2017-03-10,31306039999
2017-03-13,31386600000
2017-03-14,31187320000
2017-03-15,31431119999
2017-03-16,31551960000
2017-03-17,31361160000
2017-03-20,31200039999
2017-03-21,30952000000
2017-03-22,31017720000
2017-03-23,30913840000
2017-03-24,30873560000
2017-03-27,31482000000
2017-03-28,31774560000
2017-03-29,32086200000
2017-03-30,31689759999
2017-03-31,31282859999
2017-04-03,30841869999
2017-04-04,30757470000
2017-04-05,30542250000
2017-04-06,30561240000
2017-04-07,30365010000
2017-04-10,30698390000
2017-04-11,30675180000
2017-04-12,30360789999
2017-04-13,30215199999
2017-04-17,30430420000
2017-04-18,29033600000
2017-04-19,28714990000
2017-04-20,29046260000
2017-04-21,28679119999
2017-04-24,28727650000
2017-04-25,28485000000
2017-04-26,28702330000
2017-04-27,29284690000
2017-04-28,29179190000
2017-05-01,29217170000
2017-05-02,29373310000
2017-05-03,29162310000
2017-05-04,30008420000
2017-05-05,29850170000
2017-05-08,29723570000
2017-05-09,30065390000
2017-05-10,30221529999
2017-05-11,30742699999
2017-05-12,30506380000
2017-05-15,30664630000
2017-05-16,30578119999
2017-05-17,29970440000
2017-05-18,29843840000
2017-05-19,32285109999
2017-05-22,32793619999
2017-05-23,33549000000
2017-05-24,34019529999
2017-05-25,34257960000
2017-05-26,34013199999
2017-05-30,34205210000
2017-05-31,34411990000
2017-06-01,35009120000
2017-06-02,34962700000
2017-06-05,35004900000
2017-06-06,34169340000
2017-06-07,34095490000
2017-06-08,34213650000
2017-06-09,34475290000
2017-06-12,34133470000
2017-06-13,34213650000
2017-06-14,34471070000
2017-06-15,34585010000
2017-06-16,33724130000
2017-06-19,34129250000
2017-06-20,33964670000
2017-06-21,34365570000
2017-06-22,34935270000
2017-06-23,35228560000
2017-06-26,35365710000
2017-06-27,35171590000
2017-06-28,35156820000
2017-06-29,34528040000
2017-06-30,34388860000
2017-07-03,34390950000
2017-07-05,34541430000
2017-07-06,34083720000
2017-07-07,34418120000
2017-07-10,34424390000
2017-07-11,34526800000
2017-07-12,34765060000
2017-07-13,34762970000
2017-07-14,35007500000
2017-07-17,35137080000
2017-07-18,34570690000
2017-07-19,34453650000
2017-07-20,34499630000
2017-07-21,34677280000
2017-07-24,34848660000
2017-07-25,35034670000
2017-07-26,34767150000
2017-07-27,33968770000
2017-07-28,33964590000
2017-07-31,33830830000
2017-08-01,33703340000
2017-08-02,33358490000
2017-08-03,32466060000
2017-08-04,32330210000
2017-08-07,32537120000
2017-08-08,32867340000
2017-08-09,32242430000
2017-08-10,31573630000
2017-08-11,31347910000
2017-08-14,31157720000
2017-08-15,31195340000
2017-08-16,30856759999
2017-08-17,30687470000
2017-08-18,30514000000
2017-08-21,30543259999
2017-08-22,30990520000
2017-08-23,30762710000
2017-08-24,30695830000
2017-08-25,30844220000
2017-08-28,31000970000
2017-08-29,30766890000
2017-08-30,30660299999
2017-08-31,31205790000
2017-09-01,31226690000
2017-09-05,30894380000
2017-09-06,31786810000
2017-09-07,32570560000
2017-09-08,32800460000
2017-09-11,33281160000
2017-09-12,32679240000
2017-09-13,32955120000
2017-09-14,31701120000
2017-09-15,31324920000
2017-09-18,31019779999
2017-09-19,31009330000
2017-09-20,31387620000
2017-09-21,31887130000
2017-09-22,32188090000
2017-09-25,32292590000
2017-09-26,32369920000
2017-09-27,32593549999
2017-09-28,32127480000
2017-09-29,32104490000
2017-10-02,32138820000
2017-10-03,31875930000
2017-10-04,31797270000
2017-10-05,31820040000
2017-10-06,31317030000
2017-10-09,30664979999
2017-10-10,30927870000
2017-10-11,31037580000
2017-10-12,31188689999
2017-10-13,30464189999
2017-10-16,30348270000
2017-10-17,30306870000
2017-10-18,30265470000
2017-10-19,31041720000
2017-10-20,31211460000
2017-10-23,30698100000
2017-10-24,30998250000
2017-10-25,31335660000
2017-10-26,29712780000
2017-10-27,28073340000
2017-10-30,27949140000
2017-10-31,28541160000
2017-11-01,28911689999
2017-11-02,28371420000
2017-11-03,28485270000
2017-11-06,27988470000
2017-11-07,28344510000
2017-11-08,29054520000
2017-11-09,29002770000
2017-11-10,28485270000
2017-11-13,28576350000
2017-11-14,28187189999
2017-11-15,28744020000
2017-11-16,29538899999
2017-11-17,29420910000
2017-11-20,28615680000
2017-11-21,29574090000
2017-11-22,30180600000
2017-11-24,29944620000
2017-11-27,29983950000
2017-11-28,30584250000
2017-11-29,30660840000
2017-11-30,30582180000
2017-12-01,30302729999
2017-12-04,31689630000
2017-12-05,31192830000
2017-12-06,31147290000
2017-12-07,31052070000
2017-12-08,31581990000
2017-12-11,31838670000
2017-12-12,31991850000
2017-12-13,32128470000
2017-12-14,32540399999
2017-12-15,33658200000
2017-12-18,33173820000
2017-12-19,33113790000
2017-12-20,33252479999
2017-12-21,32993729999
2017-12-22,32797080000
2017-12-26,32892300000
2017-12-27,32710140000
2017-12-28,32650109999
2017-12-29,32281649999
2018-01-02,32595000000
2018-01-03,32135800000
2018-01-04,31787300000
2018-01-05,32217800000
2018-01-08,32625750000
2018-01-09,32931199999
2018-01-10,32937349999
2018-01-11,33271500000
2018-01-12,34081250000
2018-01-16,34985300000
2018-01-17,35430150000
2018-01-18,35214900000
2018-01-19,34923800000
2018-01-22,35456800000
2018-01-23,34973000000
2018-01-24,35788900000
2018-01-25,35916000000
2018-01-26,36227600000
2018-01-29,36147650000
2018-01-30,35208750000
2018-01-31,34620400000
2018-02-01,34085350000
2018-02-02,32638050000
2018-02-05,31239949999
2018-02-06,31266600000
2018-02-07,31330150000
2018-02-08,30797149999
2018-02-09,30530650000
2018-02-12,30549100000
2018-02-13,29966900000
2018-02-14,30497850000
2018-02-15,30483499999
2018-02-16,30852500000
2018-02-20,30514250000
2018-02-21,30665950000
2018-02-22,30768450000
2018-02-23,31293250000
2018-02-26,31676600000
2018-02-27,31504400000
2018-02-28,30592149999
2018-03-01,30040700000
2018-03-02,30729500000
2018-03-05,31018550000
2018-03-06,30989849999
2018-03-07,31108750000
2018-03-08,31565899999
2018-03-09,31936950000
2018-03-12,32349000000
2018-03-13,32326450000
2018-03-14,31865200000
2018-03-15,31561800000
2018-03-16,31227650000
2018-03-19,30262100000
2018-03-20,29071050000
2018-03-21,29298599999
2018-03-22,29046450000
2018-03-23,28503200000
2018-03-26,28554450000
2018-03-27,28443750000
2018-03-28,28835300000
2018-03-29,28878350000
2018-04-02,28164623137
2018-04-03,28309666615
2018-04-04,28474855021
2018-04-05,28728681107
2018-04-06,28144478210
2018-04-09,28208941978
2018-04-10,28847536179
2018-04-11,28823362267
2018-04-12,28996608643
2018-04-13,28777028933
2018-04-16,29790318787
2018-04-17,30116666612
2018-04-18,30072347772
2018-04-19,29633188352
2018-04-20,29461956468
2018-04-23,29880970960
2018-04-24,29993782554
2018-04-25,30561869510
2018-04-26,31015130379
2018-04-27,31855173855
2018-04-30,31468391247
2018-05-01,31065492697
2018-05-02,31150101393
2018-05-03,29530449222
2018-05-04,29576782555
2018-05-07,29065101397
2018-05-08,29010710092
2018-05-09,29171869512
2018-05-10,29665420236
2018-05-11,30058246322
2018-05-14,30422869510
2018-05-15,30134797047
2018-05-16,30249623134
2018-05-17,30416826032
2018-05-18,29999826032
2018-05-21,29512318787
2018-05-22,29500231831
2018-05-23,29578797048
2018-05-24,29014739078
2018-05-25,29373318787
2018-05-29,28448666615
2018-05-30,29095318788
2018-05-31,28593710093
2018-06-01,28654144876
2018-06-04,28766956470
2018-06-05,28962362266
2018-06-06,29339072410
2018-06-07,29337057918
2018-06-08,29284681106
2018-06-11,29252449222
2018-06-12,29318927483
2018-06-13,30120695598
2018-06-14,30217391250
2018-06-15,30217391250
2018-06-18,29419652121
2018-06-19,29560666613
2018-06-20,29713768062
2018-06-21,29504260816
2018-06-22,29991768062
2018-06-25,29425695599
2018-06-26,29196043425
2018-06-27,29141652121
2018-06-28,27356811545
2018-06-29,26873333285
2018-07-02,26706240000
2018-07-03,26644860000
