,MBI
2000-05-15,5119188904
2000-05-16,5100015911
2000-05-17,5014474870
2000-05-18,5107390139
2000-05-19,5088217147
2000-05-22,5493799673
2000-05-23,5567541951
2000-05-24,5573441333
2000-05-25,5493799673
2000-05-26,5456928535
2000-05-30,5567541951
2000-05-31,5684054749
2000-06-01,5819740540
2000-06-02,5819740540
2000-06-05,5720925888
2000-06-06,5389085639
2000-06-07,5536570194
2000-06-08,5383186257
2000-06-09,5328616972
2000-06-12,5315343362
2000-06-13,5278472223
2000-06-14,5266673459
2000-06-15,5107390139
2000-06-16,5094116529
2000-06-19,5223902938
2000-06-20,5020374252
2000-06-21,4996776723
2000-06-22,4886163307
2000-06-23,4878789079
2000-06-26,4841917940
2000-06-27,4923034445
2000-06-28,4890587843
2000-06-29,4872889697
2000-06-30,4731651214
2000-07-03,4853881855
2000-07-05,4952549963
2000-07-06,4995257055
2000-07-07,5111597063
2000-07-10,5166085421
2000-07-11,5068889971
2000-07-12,5173448713
2000-07-13,5166085421
2000-07-14,5258862896
2000-07-17,5185229979
2000-07-18,5117487696
2000-07-19,5202901879
2000-07-20,5381093537
2000-07-21,5202901879
2000-07-24,5216155804
2000-07-25,5270644163
2000-07-26,5406128729
2000-07-27,5638808745
2000-07-28,5491542912
2000-07-31,5467980379
2000-08-01,5571066462
2000-08-02,5516578104
2000-08-03,5817000403
2000-08-04,6093860169
2000-08-07,6314758919
2000-08-08,6369247277
2000-08-09,6388391835
2000-08-10,6344212085
2000-08-11,6417845002
2000-08-14,6498841210
2000-08-15,6462024752
2000-08-16,6270579169
2000-08-17,6283833094
2000-08-18,6241126002
2000-08-21,6247016635
2000-08-22,6241126002
2000-08-23,6204309544
2000-08-24,6167493086
2000-08-25,6130676627
2000-08-28,6148348527
2000-08-29,6117422702
2000-08-30,6307395627
2000-08-31,6454661460
2000-09-01,6381028543
2000-09-05,6411954368
2000-09-06,6436989560
2000-09-07,6406063735
2000-09-08,6615181218
2000-09-11,6786009584
2000-09-12,6867005792
2000-09-13,6780118951
2000-09-14,6884677692
2000-09-15,6762447051
2000-09-18,6417845002
2000-09-19,6638743751
2000-09-20,6462024752
2000-09-21,6479696652
2000-09-22,6682923501
2000-09-25,6694704768
2000-09-26,6811044776
2000-09-27,6822826042
2000-09-28,6977455167
2000-09-29,6983345800
2000-10-02,7082688931
2000-10-03,6946597164
2000-10-04,6853403889
2000-10-05,6804588364
2000-10-06,6557552221
2000-10-09,6465838204
2000-10-10,6520570762
2000-10-11,6551635187
2000-10-12,6409626387
2000-10-13,6601929971
2000-10-16,6545718154
2000-10-17,6372644928
2000-10-18,6354893828
2000-10-19,6625598104
2000-10-20,6718791380
2000-10-23,6687726955
2000-10-24,6761689872
2000-10-25,6792754297
2000-10-26,6625598104
2000-10-27,6903698672
2000-10-30,7279430291
2000-10-31,7168485915
2000-11-01,6964348264
2000-11-02,6693643988
2000-11-03,6490985595
2000-11-06,6564948512
2000-11-07,6557552221
2000-11-08,6409626387
2000-11-09,6465838204
2000-11-10,6681809921
2000-11-13,6520570762
2000-11-14,6810505397
2000-11-15,6773523938
2000-11-16,6773523938
2000-11-17,6841569822
2000-11-20,6730625447
2000-11-21,6668496596
2000-11-22,6465838204
2000-11-24,6508736696
2000-11-27,6490985595
2000-11-28,6588616646
2000-11-29,6761689872
2000-11-30,6792754297
2000-12-01,6804588364
2000-12-04,6755772838
2000-12-05,6983578623
2000-12-06,7014643048
2000-12-07,7075292640
2000-12-08,7304577682
2000-12-11,7236531799
2000-12-12,7186237015
2000-12-13,7156651848
2000-12-14,7045707473
2000-12-15,6964348264
2000-12-18,7236531799
2000-12-19,7304577682
2000-12-20,7267596224
2000-12-21,7045707473
2000-12-22,6995412689
2000-12-26,7149255557
2000-12-27,7223218474
2000-12-28,7390374666
2000-12-29,7310494716
2001-01-02,10215758096
2001-01-03,10530840122
2001-01-04,10189131445
2001-01-05,10078187070
2001-01-08,10224633646
2001-01-09,10133659258
2001-01-10,9993869345
2001-01-11,9902894957
2001-01-12,9337078642
2001-01-16,9681006206
2001-01-17,9514589642
2001-01-18,9070812140
2001-01-19,9152910978
2001-01-22,9448023017
2001-01-23,9809701681
2001-01-24,9836328331
2001-01-25,10291200271
2001-01-26,10198006995
2001-01-29,10315608033
2001-01-30,10559685660
2001-01-31,10604063410
2001-02-01,10537496784
2001-02-02,10488681259
2001-02-05,10854797698
2001-02-06,10466492384
2001-02-07,10843703261
2001-02-08,10859235473
2001-02-09,10870329911
2001-02-12,11360704051
2001-02-13,11393987363
2001-02-14,11362922938
2001-02-15,11207600813
2001-02-16,11438365114
2001-02-20,11114407537
2001-02-21,10879205461
2001-02-22,11076686449
2001-02-23,11072248674
2001-02-26,11382892926
2001-02-27,11438365114
2001-02-28,11238665238
2001-03-01,11198725262
2001-03-02,11491618414
2001-03-05,11458335101
2001-03-06,11504931739
2001-03-07,11833327090
2001-03-08,11979773666
2001-03-09,11795606003
2001-03-12,11549309489
2001-03-13,11447240664
2001-03-14,10967960961
2001-03-15,11371798488
2001-03-16,11433927339
2001-03-19,11429489564
2001-03-20,11431708451
2001-03-21,11251978563
2001-03-22,11047840912
2001-03-23,11220914138
2001-03-26,11402862913
2001-03-27,11349609613
2001-03-28,11405081801
2001-03-29,11686880515
2001-03-30,11935395916
2001-04-02,8070293665
2001-04-03,7862869190
2001-04-04,7874722017
2001-04-05,8176969109
2001-04-06,7418388173
2001-04-09,7477652309
2001-04-10,7393200916
2001-04-11,7400608933
2001-04-12,7406535346
2001-04-16,7462836275
2001-04-17,7673223956
2001-04-18,7273191041
2001-04-19,7402090536
2001-04-20,7093917031
2001-04-23,7113177875
2001-04-24,6938348675
2001-04-25,6966499139
2001-04-26,7085027410
2001-04-27,7116141082
2001-04-30,7089472221
2001-05-01,7101325048
2001-05-02,7113177875
2001-05-03,7077619394
2001-05-04,7159107580
2001-05-07,7210963699
2001-05-08,7245040577
2001-05-09,7199110872
2001-05-10,7262819817
2001-05-11,7176886821
2001-05-14,7200592475
2001-05-15,7295415092
2001-05-16,7533953238
2001-05-17,7415424966
2001-05-18,7408016950
2001-05-21,7578401339
2001-05-22,7670260750
2001-05-23,7652481509
2001-05-24,7643591889
2001-05-25,7640628682
2001-05-29,7790270624
2001-05-30,7812494675
2001-05-31,7815457882
2001-06-01,7696929611
2001-06-04,7736932902
2001-06-05,7822865899
2001-06-06,7848053156
2001-06-07,7925096533
2001-06-08,7938430963
2001-06-11,7959173411
2001-06-12,7996213495
2001-06-13,7960655014
2001-06-14,7889538051
2001-06-15,7892501258
2001-06-18,7867314000
2001-06-19,7896946068
2001-06-20,8013992736
2001-06-21,8228825228
2001-06-22,8165116282
2001-06-25,8037698390
2001-06-26,8120668180
2001-06-27,8218454004
2001-06-28,8236233245
2001-06-29,8249567675
2001-07-02,8302930545
2001-07-03,8340017067
2001-07-05,8313314771
2001-07-06,8200571744
2001-07-09,8095246022
2001-07-10,8016622595
2001-07-11,8160518300
2001-07-12,8273261327
2001-07-13,8246559031
2001-07-16,8246559031
2001-07-17,8139749848
2001-07-18,8151617535
2001-07-19,8104146787
2001-07-20,7892011881
2001-07-23,7927614942
2001-07-24,7865309585
2001-07-25,8084861796
2001-07-26,8193154440
2001-07-27,8225790579
2001-07-30,8249525953
2001-07-31,8331116302
2001-08-01,8394905119
2001-08-02,8242108649
2001-08-03,8251009414
2001-08-06,8197604822
2001-08-07,8322215536
2001-08-08,8340017067
2001-08-09,8391938198
2001-08-10,8384520893
2001-08-13,8365235902
2001-08-14,8452760094
2001-08-15,8433475102
2001-08-16,8492813538
2001-08-17,8472045085
2001-08-20,8488363155
2001-08-21,8434958563
2001-08-22,8394905119
2001-08-23,8415673572
2001-08-24,8369686284
2001-08-27,8271777866
2001-08-28,8141233309
2001-08-29,8116014474
2001-08-30,8038874508
2001-08-31,8012172212
2001-09-04,7992887221
2001-09-05,8025523360
2001-09-06,7964701464
2001-09-07,7823772681
2001-09-10,7862342664
2001-09-17,7528563966
2001-09-18,7182917580
2001-09-19,6565797854
2001-09-20,5963512737
2001-09-21,5816650110
2001-09-24,6433769836
2001-09-25,6825403508
2001-09-26,6862490030
2001-09-27,7239289094
2001-09-28,7417304400
2001-10-01,7145026631
2001-10-02,7217572488
2001-10-03,7529963831
2001-10-04,7367105785
2001-10-05,7250144097
2001-10-08,7195364573
2001-10-09,7327131537
2001-10-10,7088766579
2001-10-11,7020662305
2001-10-12,7127260299
2001-10-15,7112455022
2001-10-16,7158351381
2001-10-17,6869648481
2001-10-18,6659413549
2001-10-19,6520243946
2001-10-22,6869648481
2001-10-23,6835596344
2001-10-24,7031025999
2001-10-25,7078402885
2001-10-26,7108013439
2001-10-29,7017701250
2001-10-30,6991051752
2001-10-31,6819310540
2001-11-01,6958480143
2001-11-02,7010298612
2001-11-05,7091727635
2001-11-06,7002895973
2001-11-07,7091727635
2001-11-08,7162792964
2001-11-09,6825232650
2001-11-12,6921466950
2001-11-13,7113935550
2001-11-14,7106532912
2001-11-15,7097649745
2001-11-16,7162792964
2001-11-19,7279754651
2001-11-20,7414482671
2001-11-21,7389313700
2001-11-23,7464820612
2001-11-26,7497392222
2001-11-27,7527002775
2001-11-28,7322689954
2001-11-29,7489989583
2001-11-30,7540327525
2001-12-03,7524041720
2001-12-04,7546249635
2001-12-05,7566977023
2001-12-06,7561054912
2001-12-07,7562535440
2001-12-10,7426326893
2001-12-11,7476664834
2001-12-12,7513678026
2001-12-13,7257546736
2001-12-14,7340456287
2001-12-17,7543288580
2001-12-18,7571418606
2001-12-19,7717990847
2001-12-20,7752042984
2001-12-21,7700224515
2001-12-24,7787575649
2001-12-26,7775731427
2001-12-27,7843835701
2001-12-28,7943031056
2001-12-31,7940070001
2002-01-02,7965238972
2002-01-03,7963758444
2002-01-04,7950433695
2002-01-07,7957836333
2002-01-08,7873446255
2002-01-09,7954875278
2002-01-10,8048148522
2002-01-11,8030382190
2002-01-14,7907498392
2002-01-15,8018537969
2002-01-16,7910459447
2002-01-17,7885290476
2002-01-18,7925264724
2002-01-22,7889732060
2002-01-23,7839394118
2002-01-24,7978563721
2002-01-25,8113291741
2002-01-28,8005213219
2002-01-29,7756484567
2002-01-30,7854199395
2002-01-31,7977083193
2002-02-01,7994849526
2002-02-04,7802380926
2002-02-05,7707627154
2002-02-06,7803861453
2002-02-07,7818666730
2002-02-08,7994849526
2002-02-11,8113291741
2002-02-12,8039265356
2002-02-13,8230253428
2002-02-14,8274669259
2002-02-15,8276149787
2002-02-19,8194720764
2002-02-20,8311682451
2002-02-21,8182876542
2002-02-22,8253941871
2002-02-25,8376825670
2002-02-26,8468618386
2002-02-27,8618151683
2002-02-28,8653684348
2002-03-01,8712905455
2002-03-04,8831347670
2002-03-05,8720308094
2002-03-06,8729191260
2002-03-07,8539683715
2002-03-08,8467137859
2002-03-11,8399033585
2002-03-12,8397553057
2002-03-13,8404955696
2002-03-14,8675892263
2002-03-15,8681814374
2002-03-18,8517475800
2002-03-19,8381267253
2002-03-20,8136980184
2002-03-21,8025940607
2002-03-22,7975602666
2002-03-25,7851238340
2002-03-26,7836433063
2002-03-27,7994849526
2002-03-28,8097005936
2002-04-01,7983453036
2002-04-02,7806370899
2002-04-03,7784235632
2002-04-04,7968696192
2002-04-05,8088226634
2002-04-08,8079372528
2002-04-09,8138399907
2002-04-10,8213659815
2002-04-11,7961317769
2002-04-12,8041004731
2002-04-15,7983453036
2002-04-16,8098556426
2002-04-17,8195951601
2002-04-18,8144302645
2002-04-19,8190048864
2002-04-22,8172340650
2002-04-23,8129545800
2002-04-24,8094129372
2002-04-25,7993782828
2002-04-26,7897863336
2002-04-29,7841787326
2002-04-30,7958366400
2002-05-01,7990831459
2002-05-02,8039529047
2002-05-03,8043956100
2002-05-06,8079372528
2002-05-07,8027723571
2002-05-08,8079372528
2002-05-09,7989355774
2002-05-10,7875728069
2002-05-13,8107410533
2002-05-14,8169389281
2002-05-15,8102983479
2002-05-16,8101507795
2002-05-17,8147254014
2002-05-20,7990831459
2002-05-21,7971647560
2002-05-22,7968696192
2002-05-23,8071994105
2002-05-24,8041004731
2002-05-28,8021820833
2002-05-29,8066091367
2002-05-30,8116264640
2002-05-31,8280065617
2002-06-03,8269735825
2002-06-04,8340568680
2002-06-05,8336141627
2002-06-06,8344995734
2002-06-07,8365655317
2002-06-10,8442390910
2002-06-11,8117740324
2002-06-12,8182670441
2002-06-13,8017393779
2002-06-14,7987880090
2002-06-17,8337617312
2002-06-18,8232843713
2002-06-19,8254978981
2002-06-20,8263833088
2002-06-21,8265308772
2002-06-24,8246124874
2002-06-25,8190048864
2002-06-26,8263833088
2002-06-27,8263833088
2002-06-28,8342044365
2002-07-01,8167381814
2002-07-02,7897773229
2002-07-03,7912425870
2002-07-05,8127819685
2002-07-08,8067743859
2002-07-09,7796670010
2002-07-10,7554901441
2002-07-11,7534387745
2002-07-12,7338042362
2002-07-15,7326320250
2002-07-16,7162210676
2002-07-17,6911650523
2002-07-18,6620062977
2002-07-19,6606875601
2002-07-22,6514563966
2002-07-23,6305031207
2002-07-24,6476467101
2002-07-25,6543869247
2002-07-26,6664020899
2002-07-29,7055246400
2002-07-30,7298480233
2002-07-31,7266244423
2002-08-01,7206168597
2002-08-02,6848644169
2002-08-05,6565848208
2002-08-06,6329940696
2002-08-07,6643507202
2002-08-08,6798825192
2002-08-09,6936560012
2002-08-12,6825199944
2002-08-13,6595153489
2002-08-14,6819338888
2002-08-15,6833991529
2002-08-16,6710909349
2002-08-19,6814943096
2002-08-20,6792964135
2002-08-21,6814943096
2002-08-22,6960004237
2002-08-23,6869157866
2002-08-26,6933629484
2002-08-27,6820804152
2002-08-28,6779776759
2002-08-29,6743145158
2002-08-30,6734353573
2002-09-03,6625924034
2002-09-04,6677208275
2002-09-05,6659625107
2002-09-06,6738749365
2002-09-09,6798825192
2002-09-10,6769519911
2002-09-11,6738749365
2002-09-12,6674277747
2002-09-13,6728492517
2002-09-16,6573174528
2002-09-17,6431043915
2002-09-18,6403203898
2002-09-19,6264003813
2002-09-20,5863986728
2002-09-23,6020769981
2002-09-24,5859590935
2002-09-25,5987068908
2002-09-26,6187810083
2002-09-27,5875708840
2002-09-30,5754482534
2002-10-01,5925892652
2002-10-02,5629165893
2002-10-03,5549942729
2002-10-04,5349724188
2002-10-07,5289226499
2002-10-08,5593155364
2002-10-09,5087567537
2002-10-10,5636367999
2002-10-11,5845229067
2002-10-14,5823622749
2002-10-15,6298961732
2002-10-16,6045447608
2002-10-17,6297521311
2002-10-18,6265832046
2002-10-21,6376744475
2002-10-22,6306163838
2002-10-23,6317687207
2002-10-24,6225500253
2002-10-25,6316246786
2002-10-28,6190930145
2002-10-29,6130432456
2002-10-30,6268712888
2002-10-31,6287438363
2002-11-01,6283117099
2002-11-04,6409874162
2002-11-05,6124670772
2002-11-06,6349376473
2002-11-07,6147717510
2002-11-08,6150598353
2002-11-11,6103064454
2002-11-12,5976307392
2002-11-13,5545621466
2002-11-14,5719912426
2002-11-15,5859633278
2002-11-18,5714150741
2002-11-19,5800576011
2002-11-20,5986390340
2002-11-21,6222619411
2002-11-22,6320568050
2002-11-25,6388267844
2002-11-26,6195251409
2002-11-27,6425718794
2002-11-29,6551035435
2002-12-02,6443003848
2002-12-03,6409874162
2002-12-04,6494859010
2002-12-05,6421397531
2002-12-06,6313365944
2002-12-09,6078577295
2002-12-10,6225500253
2002-12-11,6633139441
2002-12-12,6362340263
2002-12-13,6337853104
2002-12-16,6525107854
2002-12-17,6385387002
2002-12-18,6273034151
2002-12-19,6215417305
2002-12-20,6267272467
2002-12-23,6368101948
2002-12-24,6385387002
2002-12-26,6418516688
2002-12-27,6350816894
2002-12-30,6366661527
2002-12-31,6317687207
2003-01-02,6530869539
2003-01-03,6545273751
2003-01-06,6738290186
2003-01-07,6710922184
2003-01-08,6625937336
2003-01-09,6803109138
2003-01-10,6805989981
2003-01-13,6754134819
2003-01-14,6775741136
2003-01-15,6647543653
2003-01-16,6486216483
2003-01-17,6477573956
2003-01-21,6356578579
2003-01-22,6314806365
2003-01-23,6324889313
2003-01-24,6095862349
2003-01-27,5846669488
2003-01-28,5891322544
2003-01-29,5923011809
2003-01-30,5799135590
2003-01-31,5902845913
2003-02-03,5796254747
2003-02-04,5578751152
2003-02-05,5637808420
2003-02-06,5480802513
2003-02-07,5451994090
2003-02-10,5493766304
2003-02-11,5439030300
2003-02-12,5284905236
2003-02-13,5271941445
2003-02-14,5364128399
2003-02-18,5524015148
2003-02-19,5457755775
2003-02-20,5322356186
2003-02-21,5368449663
2003-02-24,5254656391
2003-02-25,5264739339
2003-02-26,5184075754
2003-02-27,5257537234
2003-02-28,5492325883
2003-03-03,5390055980
2003-03-04,5297869026
2003-03-05,5341081661
2003-03-06,5341081661
2003-03-07,5356926294
2003-03-10,5112054696
2003-03-11,5091888800
2003-03-12,4989618898
2003-03-13,5129339750
2003-03-14,5217205441
2003-03-17,5557144835
2003-03-18,5624844629
2003-03-19,5722793268
2003-03-20,5696865687
2003-03-21,5858192857
2003-03-24,5629165893
2003-03-25,5673818949
2003-03-26,5665176422
2003-03-27,5676699791
2003-03-28,5643570104
2003-03-31,5530641538
2003-04-01,5620815042
2003-04-02,5834082534
2003-04-03,5782554818
2003-04-04,5875590972
2003-04-07,5881316274
2003-04-08,5877022297
2003-04-09,5809750001
2003-04-10,5825494581
2003-04-11,5897060854
2003-04-14,6114622322
2003-04-15,6226265707
2003-04-16,6075976535
2003-04-17,6183325944
2003-04-21,6153268109
2003-04-22,6398024761
2003-04-23,6386574157
2003-04-24,6250598240
2003-04-25,6174737991
2003-04-28,6294969329
2003-04-29,6343634394
2003-04-30,6398024761
2003-05-01,6455277779
2003-05-02,6511099472
2003-05-05,6496786217
2003-05-06,6754424798
2003-05-07,6529706702
2003-05-08,6629899484
2003-05-09,6697171780
2003-05-12,6844598301
2003-05-13,6804521189
2003-05-14,6711485035
2003-05-15,6730092265
2003-05-16,6725798289
2003-05-19,6528275377
2003-05-20,6515393448
2003-05-21,6598410324
2003-05-22,6712916360
2003-05-23,6844598301
2003-05-27,6984868196
2003-05-28,7040689888
2003-05-29,7016357355
2003-05-30,7163783877
2003-06-02,7379914020
2003-06-03,7206723640
2003-06-04,7255388706
2003-06-05,7359875463
2003-06-06,7454342943
2003-06-09,7070747723
2003-06-10,7173803155
2003-06-11,7362738114
2003-06-12,7328386304
2003-06-13,7392795949
2003-06-16,7587456210
2003-06-17,7524477890
2003-06-18,7418559807
2003-06-19,7176665806
2003-06-20,7190979060
2003-06-23,7152333273
2003-06-24,7241075451
2003-06-25,7125138090
2003-06-26,7075041699
2003-06-27,7027807959
2003-06-30,6983755057
2003-07-01,7022434316
2003-07-02,7091197443
2003-07-03,7055383314
2003-07-07,7165690830
2003-07-08,7135606962
2003-07-09,7128444136
2003-07-10,7036759967
2003-07-11,7048220488
2003-07-14,7142769788
2003-07-15,7171421090
2003-07-16,7192909567
2003-07-17,7118416180
2003-07-18,7271700650
2003-07-21,7263105259
2003-07-22,7354789428
2003-07-23,7119848745
2003-07-24,7162825700
2003-07-25,7157095439
2003-07-28,7208667784
2003-07-29,7142769788
2003-07-30,7182881611
2003-07-31,7251644738
2003-08-01,7041057663
2003-08-04,7008108664
2003-08-05,7038192532
2003-08-06,7202937523
2003-08-07,7303217083
2003-08-08,7611218588
2003-08-11,7622679109
2003-08-12,7614083719
2003-08-13,7565376504
2003-08-14,7701470192
2003-08-15,7677116585
2003-08-18,7886271095
2003-08-19,7892001356
2003-08-20,7900596747
2003-08-21,7907759572
2003-08-22,7796019491
2003-08-25,7869080314
2003-08-26,7989415785
2003-08-27,7965062178
2003-08-28,8022364784
2003-08-29,8088262780
2003-09-02,8132672299
2003-09-03,8129807169
2003-09-04,8122644343
2003-09-05,8119779213
2003-09-08,8179946949
2003-09-09,8101155866
2003-09-10,8058178912
2003-09-11,8049583521
2003-09-12,7927815484
2003-09-15,7922085224
2003-09-16,8066774303
2003-09-17,8055313782
2003-09-18,8198570296
2003-09-19,8158458472
2003-09-22,8164188732
2003-09-23,8194272600
2003-09-24,8042420695
2003-09-25,7940708571
2003-09-26,7831833620
2003-09-29,7936410875
2003-09-30,7887672785
2003-10-01,8056991575
2003-10-02,8135911350
2003-10-03,8315274475
2003-10-06,8356886720
2003-10-07,8366931055
2003-10-08,8465939500
2003-10-09,8442981020
2003-10-10,8371235770
2003-10-13,8468809310
2003-10-14,8508986650
2003-10-15,8455895165
2003-10-16,8464504595
2003-10-17,8359756530
2003-10-20,8348277290
2003-10-21,8506116840
2003-10-22,8369800865
2003-10-23,8438676305
2003-10-24,8425762160
2003-10-27,8448720640
2003-10-28,8544859275
2003-10-29,8599385665
2003-10-30,8511856460
2003-10-31,8553468705
2003-11-03,8557773420
2003-11-04,8620909240
2003-11-05,8517596080
2003-11-06,8610864905
2003-11-07,8573557375
2003-11-10,8500377220
2003-11-11,8486028170
2003-11-12,8427197065
2003-11-13,8412848015
2003-11-14,8316709380
2003-11-17,8259313180
2003-11-18,8167479260
2003-11-19,8158869830
2003-11-20,8023988760
2003-11-21,8204786790
2003-11-24,8315274475
2003-11-25,8298055615
2003-11-26,8326753715
2003-11-28,8339667860
2003-12-01,8540554560
2003-12-02,8541989465
2003-12-03,8592211140
2003-12-04,8610864905
2003-12-05,8567817755
2003-12-08,8609430000
2003-12-09,8415717825
2003-12-10,8263617895
2003-12-11,8322449000
2003-12-12,8322449000
2003-12-15,8223440555
2003-12-16,8272227325
2003-12-17,8250703750
2003-12-18,8328188620
2003-12-19,8272227325
2003-12-22,8338232955
2003-12-23,8355451815
2003-12-24,8351147100
2003-12-26,8343972575
2003-12-29,8379845200
2003-12-30,8450155545
2003-12-31,8505905156
2004-01-02,8484363948
2004-01-05,8583453507
2004-01-06,8596378232
2004-01-07,8557604057
2004-01-08,8574837023
2004-01-09,8563348379
2004-01-12,8925240680
2004-01-13,8798865591
2004-01-14,8952526211
2004-01-15,8962578774
2004-01-16,9035818883
2004-01-20,9057360091
2004-01-21,9090389944
2004-01-22,9057360091
2004-01-23,8986992144
2004-01-26,9080337380
2004-01-27,8986992144
2004-01-28,8932421083
2004-01-29,9008533352
2004-01-30,9047307528
2004-02-02,9132036281
2004-02-03,9212456792
2004-02-04,9185171261
2004-02-05,9203840309
2004-02-06,9272772175
2004-02-09,9291441223
2004-02-10,9311546351
2004-02-11,9414944151
2004-02-12,9383350379
2004-02-13,9320162834
2004-02-17,9453718326
2004-02-18,9387658620
2004-02-19,9417816312
2004-02-20,9377606056
2004-02-23,9353192687
2004-02-24,9314418512
2004-02-25,9335959720
2004-02-26,9356064848
2004-02-27,9447974004
2004-03-01,9531266676
2004-03-02,9519778032
2004-03-03,9640408799
2004-03-04,9636100557
2004-03-05,9604506785
2004-03-08,9572913012
2004-03-09,9526958435
2004-03-10,9379042137
2004-03-11,9310110270
2004-03-12,9144961006
2004-03-15,9009969433
2004-03-16,9111931153
2004-03-17,9196659906
2004-03-18,9186607342
2004-03-19,9040127125
2004-03-22,8852000571
2004-03-23,8895082988
2004-03-24,8877850021
2004-03-25,8936729324
2004-03-26,8936729324
2004-03-29,8971195258
2004-03-30,8959706613
2004-03-31,8994576709
2004-04-01,9216930679
2004-04-02,9222668846
2004-04-05,9304437725
2004-04-06,9168156260
2004-04-07,9033309336
2004-04-08,9014660294
2004-04-12,9034743878
2004-04-13,8878378828
2004-04-14,8710537445
2004-04-15,8755008239
2004-04-16,8902766038
2004-04-19,8843949827
2004-04-20,8671804818
2004-04-21,8694757486
2004-04-22,8872640661
2004-04-23,8848253452
2004-04-26,8707668361
2004-04-27,8701930194
2004-04-28,8648852150
2004-04-29,8528350644
2004-04-30,8448016306
2004-05-03,8491052559
2004-05-04,8369116511
2004-05-05,8338991134
2004-05-06,8219924170
2004-05-07,8085077246
2004-05-10,7964575740
2004-05-11,8011915617
2004-05-12,8030564660
2004-05-13,8049213703
2004-05-14,7980355699
2004-05-17,7867026902
2004-05-18,7944492156
2004-05-19,7895717736
2004-05-20,7861288735
2004-05-21,7885675944
2004-05-24,7848377859
2004-05-25,8000439283
2004-05-26,8030564660
2004-05-27,7973182990
2004-05-28,7945926697
2004-06-01,7897152278
2004-06-02,7933015822
2004-06-03,7856985109
2004-06-04,7944492156
2004-06-07,8069297287
2004-06-08,8062124578
2004-06-09,7976052074
2004-06-10,8054951870
2004-06-14,7935884905
2004-06-15,8034868285
2004-06-16,8047779161
2004-06-17,8141024374
2004-06-18,8189798793
2004-06-21,8139589832
2004-06-22,8133851665
2004-06-23,8182626084
2004-06-24,8151066166
2004-06-25,8110898997
2004-06-28,8053517328
2004-06-29,8057820953
2004-06-30,8077273797
2004-07-01,7918895880
2004-07-02,8058890646
2004-07-06,8150806402
2004-07-07,8129595073
2004-07-08,8063132912
2004-07-09,8074445620
2004-07-12,8056062469
2004-07-13,8091414683
2004-07-14,8046163849
2004-07-15,7921724057
2004-07-16,7908997260
2004-07-19,7975459422
2004-07-20,7925966322
2004-07-21,8009397547
2004-07-22,7849605541
2004-07-23,7766174316
2004-07-26,7727993925
2004-07-27,7740720722
2004-07-28,7732236191
2004-07-29,7706782597
2004-07-30,7633249992
2004-08-02,7640320435
2004-08-03,7612038664
2004-08-04,7735064368
2004-08-05,7670016295
2004-08-06,7589413247
2004-08-09,7629007727
2004-08-10,7723751660
2004-08-11,7716681217
2004-08-12,7616280930
2004-08-13,7620523195
2004-08-16,7716681217
2004-08-17,7725165748
2004-08-18,7790213821
2004-08-19,7754861608
2004-08-20,7819909681
2004-08-23,7835464655
