,FLS
2014-02-10,10033921900
2014-02-11,10190938660
2014-02-12,10387898280
2014-02-13,10535273660
2014-02-14,10528386960
2014-02-18,10506349520
2014-02-19,11101360400
2014-02-20,11232207700
2014-02-21,11153699320
2014-02-24,11225321000
2014-02-25,11168850060
2014-02-26,11097228380
2014-02-27,11101360400
2014-02-28,11185378140
2014-03-03,10936079600
2014-03-04,11192264840
2014-03-05,11119265820
2014-03-06,11090341680
2014-03-07,11130284540
2014-03-10,10958117040
2014-03-11,10872721960
2014-03-12,10768044120
2014-03-13,10431973160
2014-03-14,10469161340
2014-03-17,10539405680
2014-03-18,10628932780
2014-03-19,10522877600
2014-03-20,10543537700
2014-03-21,10611027360
2014-03-24,10543537700
2014-03-25,10520122920
2014-03-26,10383766260
2014-03-27,10347955420
2014-03-28,10485689420
2014-03-31,10747151240
2014-04-01,10815744240
2014-04-02,10904915140
2014-04-03,10786935180
2014-04-04,10677186380
2014-04-07,10472779240
2014-04-08,10515306900
2014-04-09,10679930100
2014-04-10,10443970180
2014-04-11,10309527900
2014-04-14,10334221380
2014-04-15,10457688780
2014-04-16,10751266820
2014-04-17,10843181440
2014-04-21,10900799560
2014-04-22,10797910060
2014-04-23,10718342180
2014-04-24,10146276560
2014-04-25,9996743820
2014-04-28,9903457340
2014-04-29,9881507580
2014-04-30,10021437300
2014-05-01,10088658440
2014-05-02,10221728860
2014-05-05,10258769080
2014-05-06,10201150960
2014-05-07,10350683700
2014-05-08,10291693720
2014-05-09,10272487680
2014-05-12,10557834560
2014-05-13,10474151100
2014-05-14,10320502780
2014-05-15,10179201200
2014-05-16,10172341900
2014-05-19,10275231400
2014-05-20,10079055420
2014-05-21,10133929820
2014-05-22,10133929820
2014-05-23,10220357000
2014-05-27,10260140940
2014-05-28,10183316780
2014-05-29,10181944920
2014-05-30,10116095640
2014-06-02,10149020280
2014-06-03,10118839360
2014-06-04,10184688640
2014-06-05,10273859540
2014-06-06,10496100860
2014-06-09,10673070800
2014-06-10,10627799420
2014-06-11,10618196400
2014-06-12,10513935040
2014-06-13,10600362220
2014-06-16,10572925020
2014-06-17,10655236620
2014-06-18,10544115960
2014-06-19,10656608480
2014-06-20,10770472860
2014-06-23,10674442660
2014-06-24,10479638540
2014-06-25,10432995300
2014-06-26,10378120900
2014-06-27,10122954940
2014-06-30,10161191450
2014-07-01,10195358200
2014-07-02,10234991630
2014-07-03,10321091840
2014-07-07,10111991330
2014-07-08,10091491280
2014-07-09,10102424640
2014-07-10,9991724370
2014-07-11,9964390970
2014-07-14,10062791210
2014-07-15,9920657530
2014-07-16,9990357700
2014-07-17,9793557220
2014-07-18,9923390870
2014-07-21,9901524150
2014-07-22,9969857650
2014-07-23,9867357400
2014-07-24,10445458810
2014-07-25,10643625960
2014-07-28,10541125710
2014-07-29,10366191950
2014-07-30,10352525250
2014-07-31,10118824680
2014-08-01,9971224320
2014-08-04,9960290960
2014-08-05,9887857450
2014-08-06,9814057270
2014-08-07,9815423940
2014-08-08,9971224320
2014-08-11,10004024400
2014-08-12,9915190850
2014-08-13,10051857850
2014-08-14,10081924590
2014-08-15,9999924390
2014-08-18,10250025000
2014-08-19,10308791810
2014-08-20,10424958760
2014-08-21,10415392070
2014-08-22,10337491880
2014-08-25,10393525350
2014-08-26,10420858750
2014-08-27,10368925290
2014-08-28,10385325330
2014-08-29,10371658630
2014-09-02,10528825680
2014-09-03,10482358900
2014-09-04,10429058770
2014-09-05,10472792210
2014-09-08,10409925390
2014-09-09,10252758340
2014-09-10,10233624960
2014-09-11,10281458410
2014-09-12,10148891420
2014-09-15,10061424540
2014-09-16,10131124710
2014-09-17,10057324530
2014-09-18,10087391270
2014-09-19,10055957860
2014-09-22,9969857650
2014-09-23,9905624160
2014-09-24,9878290760
2014-09-25,9688323630
2014-09-26,9764857150
2014-09-29,9676023600
2014-09-30,9514417360
2014-10-01,9514417360
2014-10-02,9422673120
2014-10-03,9278310860
2014-10-06,9198709240
2014-10-07,8950460120
2014-10-08,9086727300
2014-10-09,8766971640
2014-10-10,8646894620
2014-10-13,8279917660
2014-10-14,8404042220
2014-10-15,8251584880
2014-10-16,8565943820
2014-10-17,8764273280
2014-10-20,8707607720
2014-10-21,8936968320
2014-10-22,8671179860
2014-10-23,8953158480
2014-10-24,8676576580
2014-10-27,8734591320
2014-10-28,9100219100
2014-10-29,8953158480
2014-10-30,8999030600
2014-10-31,9173074820
2014-11-03,9117758440
2014-11-04,8945063400
2014-11-05,9079981400
2014-11-06,9067838780
2014-11-07,9160932200
2014-11-10,9144742040
2014-11-11,9017919120
2014-11-12,9070537140
2014-11-13,8872207680
2014-11-14,8922127340
2014-11-17,8911333900
2014-11-18,8972047000
2014-11-19,8901889640
2014-11-20,8916730620
2014-11-21,9085378120
2014-11-24,9170376460
2014-11-25,9100219100
2014-11-26,8795304420
2014-11-28,7942622660
2014-12-01,7945321020
2014-12-02,8096429180
2014-12-03,8399994680
2014-12-04,8366265180
2014-12-05,8350075020
2014-12-08,8086984920
2014-12-09,8099127540
2014-12-10,7773975160
2014-12-11,7733499760
2014-12-12,7402950660
2014-12-15,7393506400
2014-12-16,7406998200
2014-12-17,7595883400
2014-12-18,7807704660
2014-12-19,7945321020
2014-12-22,7968257080
2014-12-23,8123412780
2014-12-24,8095080000
2014-12-26,8136904580
2014-12-29,8144999660
2014-12-30,8138253760
2014-12-31,8072143940
2015-01-02,8047858700
2015-01-05,7776673520
2015-01-06,7675485020
2015-01-07,7652548960
2015-01-08,7744293200
2015-01-09,7702468620
2015-01-12,7568899800
2015-01-13,7624216180
2015-01-14,7543265380
2015-01-15,7496044080
2015-01-16,7512234240
2015-01-20,7579693240
2015-01-21,7819847280
2015-01-22,7613422740
2015-01-23,7477155560
2015-01-26,7525726040
2015-01-27,7359776900
2015-01-28,7189780220
2015-01-29,7362475260
2015-01-30,7351681820
2015-02-02,7752388280
2015-02-03,7949368560
2015-02-04,7683580100
2015-02-05,7836037440
2015-02-06,7718658780
2015-02-09,7788816140
2015-02-10,7715960420
2015-02-11,7703817800
2015-02-12,7867068580
2015-02-13,8001986580
2015-02-17,8038414440
2015-02-18,8297457000
2015-02-19,8441819260
2015-02-20,8439120900
2015-02-23,8395947140
2015-02-24,8441819260
2015-02-25,8480945480
2015-02-26,8445866800
2015-02-27,8382455340
2015-03-02,8378407800
2015-03-03,8333884860
2015-03-04,8182776700
2015-03-05,7962860360
2015-03-06,7957463640
2015-03-09,7964209540
2015-03-10,7831989900
2015-03-11,7778022700
2015-03-12,7837386620
2015-03-13,7606676840
2015-03-16,7684929280
2015-03-17,7667389940
2015-03-18,7876512840
2015-03-19,7728103040
2015-03-20,7771276800
2015-03-23,7740245660
2015-03-24,7738896480
2015-03-25,7728103040
2015-03-26,7656596500
2015-03-27,7691675180
2015-03-30,7749689920
2015-03-31,7583048130
2015-04-01,7607210790
2015-04-02,7595129460
2015-04-06,7803196810
2015-04-07,7681041140
2015-04-08,7581705760
2015-04-09,7565597320
2015-04-10,7487739860
2015-04-13,7470289050
2015-04-14,7515929630
2015-04-15,7903874560
2015-04-16,7875684790
2015-04-17,7683725880
2015-04-20,7756213860
2015-04-21,7644797150
2015-04-22,7671644550
2015-04-23,7701176690
2015-04-24,7603183680
2015-04-27,7769637560
2015-04-28,7777691780
2015-04-29,7902532190
2015-04-30,7856891610
2015-05-01,7604526050
2015-05-04,7521299110
2015-05-05,7514587260
2015-05-06,7611237900
2015-05-07,7468946680
2015-05-08,7477000900
2015-05-11,7443441650
2015-05-12,7438072170
2015-05-13,7579021020
2015-05-14,7663590330
2015-05-15,7664932700
2015-05-18,7726681720
2015-05-19,7581705760
2015-05-20,7638085300
2015-05-21,7737420680
2015-05-22,7667617440
2015-05-26,7454180610
2015-05-27,7470289050
2015-05-28,7450153500
2015-05-29,7383035000
2015-06-01,7362899450
2015-06-02,7439414540
2015-06-03,7463577200
2015-06-04,7321285980
2015-06-05,7295780950
2015-06-08,7242086150
2015-06-09,7242086150
2015-06-10,7306519910
2015-06-11,7307862280
2015-06-12,7283699620
2015-06-15,7154832100
2015-06-16,7164228690
2015-06-17,7154832100
2015-06-18,7205842160
2015-06-19,7184364240
2015-06-22,7266248810
2015-06-23,7262221700
2015-06-24,7205842160
2015-06-25,7066235680
2015-06-26,7031334060
2015-06-29,6871592030
2015-06-30,6980083000
2015-07-01,6901878500
2015-07-02,6949596500
2015-07-06,6802466000
2015-07-07,6785234500
2015-07-08,6643406000
2015-07-09,6669916000
2015-07-10,6528087500
2015-07-13,6647382500
2015-07-14,6684496500
2015-07-15,6554597500
2015-07-16,6610268500
2015-07-17,6524111000
2015-07-20,6555923000
2015-07-21,6390235500
2015-07-22,6355772500
2015-07-23,6301427000
2015-07-24,6223222500
2015-07-27,6109229500
2015-07-28,6095974500
2015-07-29,6219246000
2015-07-30,6236477500
2015-07-31,6228524500
2015-08-03,6044280000
2015-08-04,6088021500
2015-08-05,6168877000
2015-08-06,6199363500
2015-08-07,6221897000
2015-08-10,6453859500
2015-08-11,6293474000
2015-08-12,6391561000
2015-08-13,6290823000
2015-08-14,6325286000
2015-08-17,6314682000
2015-08-18,6262987500
2015-08-19,6208642000
2015-08-20,6078743000
2015-08-21,5959448000
2015-08-24,5769901500
2015-08-25,5647955500
2015-08-26,5715556000
2015-08-27,5865337500
2015-08-28,5956797000
2015-08-31,5981981500
2015-09-01,5666512500
2015-09-02,5720858000
2015-09-03,5747368000
2015-09-04,5634700500
2015-09-08,5764599500
2015-09-09,5685069500
2015-09-10,5667838000
2015-09-11,5659885000
2015-09-14,5594935500
2015-09-15,5734113000
2015-09-16,5881243500
2015-09-17,5719532500
2015-09-18,5541915500
2015-09-21,5483593500
2015-09-22,5488895500
2015-09-23,5410691000
2015-09-24,5348392500
2015-09-25,5405389000
2015-09-28,5282117500
2015-09-29,5327184500
2015-09-30,5354041880
2015-10-01,5260339640
2015-10-02,5403495840
2015-10-05,5736659360
2015-10-06,5801730360
2015-10-07,5955297920
2015-10-08,6249418840
2015-10-09,6067220040
2015-10-12,5909748220
2015-10-13,5842074380
2015-10-14,5696315340
2015-10-15,5596106000
2015-10-16,5442538440
2015-10-19,5420414300
2015-10-20,5467265420
2015-10-21,5426921400
2015-10-22,5593503160
2015-10-23,5696315340
2015-10-26,5658574160
2015-10-27,5592201740
2015-10-28,5817347400
2015-10-29,5856390000
2015-10-30,6033383120
2015-11-02,6078932820
2015-11-03,6252021680
2015-11-04,6235103220
2015-11-05,6192156360
2015-11-06,6171333640
2015-11-09,6042493060
2015-11-10,6084138500
2015-11-11,6046397320
2015-11-12,5853787160
2015-11-13,5831663020
2015-11-16,5918858160
2015-11-17,5818648820
2015-11-18,5939680880
2015-11-19,5965709280
2015-11-20,5952695080
2015-11-23,5955297920
2015-11-24,6068521460
2015-11-25,6030780280
2015-11-27,6008656140
2015-11-30,6017766080
2015-12-01,6039890220
2015-12-02,5907145380
2015-12-03,5849882900
2015-12-04,5849882900
2015-12-07,5674191200
2015-12-08,5475073940
2015-12-09,5478978200
2015-12-10,5482882460
2015-12-11,5367056080
2015-12-14,5387878800
2015-12-15,5344931940
2015-12-16,5447744120
2015-12-17,5309793600
2015-12-18,5291573720
2015-12-21,5257736800
2015-12-22,5288970880
2015-12-23,5529733580
2015-12-24,5581790380
2015-12-28,5485485300
2015-12-29,5579187540
2015-12-30,5538843520
2015-12-31,5476375360
2016-01-04,5467265420
2016-01-05,5351439040
2016-01-06,5242119760
2016-01-07,5111977760
2016-01-08,4949300260
2016-01-11,4921970440
2016-01-12,4947998840
2016-01-13,4867310800
2016-01-14,4838679560
2016-01-15,4686413420
2016-01-19,4607026800
2016-01-20,4623945260
2016-01-21,4662987860
2016-01-22,4817856840
2016-01-25,4674700640
2016-01-26,4862105120
2016-01-27,4817856840
2016-01-28,4882927840
2016-01-29,5028686880
2016-02-01,4993548540
2016-02-02,4821761100
2016-02-03,5001357060
2016-02-04,5246024020
2016-02-05,5299382240
2016-02-08,5256435380
2016-02-09,5152321780
2016-02-10,5104169240
2016-02-11,5180953020
2016-02-12,5312396440
2016-02-16,5456854060
2016-02-17,5620832980
2016-02-18,5615627300
2016-02-19,5386577380
2016-02-22,5635148600
2016-02-23,5494595240
2016-02-24,5454251220
2016-02-25,5415208620
2016-02-26,5503705180
2016-02-29,5468566840
2016-03-01,5573981860
2016-03-02,5611723040
2016-03-03,5662478420
2016-03-04,5743166460
2016-03-07,5937078040
2016-03-08,5728850840
2016-03-09,5719740900
2016-03-10,5713233800
2016-03-11,5879815560
2016-03-14,5879815560
2016-03-15,5714535220
2016-03-16,5805634620
2016-03-17,5983929160
2016-03-18,6091947020
2016-03-21,6144003820
2016-03-22,6075028560
2016-03-23,5786113320
2016-03-24,5744467880
2016-03-28,5714535220
2016-03-29,5743166460
2016-03-30,5731453680
2016-03-31,5793462140
2016-04-01,5728235140
2016-04-04,5552122240
2016-04-05,5492113400
2016-04-06,5518204200
2016-04-07,5494722480
2016-04-08,5506463340
2016-04-11,5518204200
2016-04-12,5648658200
2016-04-13,5798680300
2016-04-14,5792157600
2016-04-15,5776503120
2016-04-18,5797375760
2016-04-19,6003493080
2016-04-20,6110465360
2016-04-21,6080460940
2016-04-22,6131338000
2016-04-25,6020452100
2016-04-26,6116988060
2016-04-27,6240919360
2016-04-28,6114378980
2016-04-29,6367459740
2016-05-02,6387027840
2016-05-03,6264401080
2016-05-04,6047847440
2016-05-05,5980011360
2016-05-06,6034802040
2016-05-09,5904348040
2016-05-10,6042629280
2016-05-11,6068720080
2016-05-12,5998274920
2016-05-13,5920002520
2016-05-16,5970879580
2016-05-17,5986534060
2016-05-18,5946093320
2016-05-19,5858689140
2016-05-20,5977402280
2016-05-23,5989143140
2016-05-24,6105247200
2016-05-25,6332237160
2016-05-26,6316582680
2016-05-27,6280055560
2016-05-31,6278751020
2016-06-01,6282664640
2016-06-02,6389636920
2016-06-03,6413118640
2016-06-06,6662285780
2016-06-07,6753603580
2016-06-08,6825353280
2016-06-09,6818830580
2016-06-10,6630976820
2016-06-13,6516177300
2016-06-14,6550095340
2016-06-15,6512263680
2016-06-16,6445732140
2016-06-17,6522700000
2016-06-20,6577490680
2016-06-21,6492695580
2016-06-22,6458777540
2016-06-23,6559227120
2016-06-24,5935657000
2016-06-27,5609522000
2016-06-28,5677358080
2016-06-29,5790853060
2016-06-30,5885605830
2016-07-01,5922089550
2016-07-05,5755306830
2016-07-06,5846516130
2016-07-07,5856940050
2016-07-08,5966391210
2016-07-11,6015904830
2016-07-12,6230898180
2016-07-13,6216565290
2016-07-14,6332531400
2016-07-15,6327319440
2016-07-18,6294744690
2016-07-19,6187899510
2016-07-20,6245231070
2016-07-21,6185293530
2016-07-22,6212656320
2016-07-25,6170960640
2016-07-26,6332531400
2016-07-27,6443285550
2016-07-28,6436770600
2016-07-29,6234807150
2016-08-01,5988542040
2016-08-02,5945543370
2016-08-03,6044570610
2016-08-04,6069327420
2016-08-05,6109720110
2016-08-08,6186596520
2016-08-09,6143597850
2016-08-10,6117538050
2016-08-11,6230898180
2016-08-12,6187899510
2016-08-15,6289532730
2016-08-16,6299956650
2016-08-17,6332531400
2016-08-18,6365106150
2016-08-19,6418528740
2016-08-22,6371621100
2016-08-23,6415922760
2016-08-24,6344258310
2016-08-25,6339046350
2016-08-26,6401589870
2016-08-29,6439376580
2016-08-30,6388559970
2016-08-31,6302562630
2016-09-01,6263472930
2016-09-02,6354682230
2016-09-06,6266078910
2016-09-07,6251746020
2016-09-08,6264775920
2016-09-09,6025025760
2016-09-12,6150112800
2016-09-13,6004177920
2016-09-14,6004177920
2016-09-15,6094084230
2016-09-16,6079751340
2016-09-19,6159233730
2016-09-20,6051085560
2016-09-21,6139688880
2016-09-22,6276502830
2016-09-23,6017207820
2016-09-26,5922089550
2016-09-27,5970300180
2016-09-28,6150112800
2016-09-29,6167051670
2016-09-30,6298310880
2016-10-03,6291782780
2016-10-04,6230418640
2016-10-05,6298310880
2016-10-06,6251308560
2016-10-07,6103773500
2016-10-10,6045020600
2016-10-11,5875290000
2016-10-12,5819148340
2016-10-13,5704253780
2016-10-14,5665085180
2016-10-17,5628527820
2016-10-18,5605026660
2016-10-19,5803480900
2016-10-20,5709476260
2016-10-21,5692503200
2016-10-24,5675530140
2016-10-25,5638972780
2016-10-26,5713393120
2016-10-27,5680752620
2016-10-28,5511022020
2016-10-31,5529300700
2016-11-01,5497965820
2016-11-02,5430073580
2016-11-03,5441824160
2016-11-04,5398738700
2016-11-07,5488826480
2016-11-08,5465325320
2016-11-09,5769534780
2016-11-10,5998018280
2016-11-11,5983656460
2016-11-14,5962766540
2016-11-15,5956238440
2016-11-16,5958849680
2016-11-17,5971905880
2016-11-18,6003240760
2016-11-21,6084189200
2016-11-22,6107690360
2016-11-23,6115524080
2016-11-25,6122052180
2016-11-28,6068521760
2016-11-29,5880512480
2016-11-30,6195166900
2016-12-01,6508515700
2016-12-02,6452374040
2016-12-05,6397538000
2016-12-06,6495459500
2016-12-07,6666495720
2016-12-08,6662578860
2016-12-09,6752666640
2016-12-12,6662578860
2016-12-13,6601214720
2016-12-14,6428872880
2016-12-15,6393621140
2016-12-16,6293088400
2016-12-19,6330951380
2016-12-20,6406677340
2016-12-21,6447151560
2016-12-22,6418427920
2016-12-23,6374036840
2016-12-27,6454985280
2016-12-28,6333562620
2016-12-29,6273504100
2016-12-30,6273504100
2017-01-03,6398843620
2017-01-04,6470652720
2017-01-05,6351841300
2017-01-06,6379259320
2017-01-09,6333562620
2017-01-10,6398843620
2017-01-11,6479792060
2017-01-12,6438012220
2017-01-13,6496765120
2017-01-17,6466735860
2017-01-18,6509821320
2017-01-19,6571185460
2017-01-20,6562046120
2017-01-23,6528100000
2017-01-24,6652133900
2017-01-25,6769639700
2017-01-26,6729165480
2017-01-27,6716109280
2017-01-30,6590769760
2017-01-31,6418427920
2017-02-01,6432789740
2017-02-02,6291782780
2017-02-03,6351841300
2017-02-06,6313978320
2017-02-07,6474569580
2017-02-08,6610354060
2017-02-09,6616882160
2017-02-10,6653439520
2017-02-13,6723943000
2017-02-14,6649522660
2017-02-15,6684774400
2017-02-16,6633855220
2017-02-17,6315283940
2017-02-21,6316589560
2017-02-22,6351841300
2017-02-23,6107690360
2017-02-24,6230418640
2017-02-27,6259142280
2017-02-28,6064604900
2017-03-01,6278726580
2017-03-02,6140330860
2017-03-03,6073744240
2017-03-06,6025436300
2017-03-07,6005852000
2017-03-08,6001935140
2017-03-09,5904013640
2017-03-10,6005852000
2017-03-13,6034575640
2017-03-14,5939265380
2017-03-15,6159915160
2017-03-16,6125969040
2017-03-17,6135108380
2017-03-20,6107690360
2017-03-21,5981045220
2017-03-22,5999323900
2017-03-23,6016296960
2017-03-24,5960155300
2017-03-27,6132497140
2017-03-28,6159915160
2017-03-29,6188638800
2017-03-30,6266976000
2017-03-31,6330043440
2017-04-03,6294745800
2017-04-04,6252911560
2017-04-05,6234609080
2017-04-06,6378414280
2017-04-07,6358804480
2017-04-10,6432014400
2017-04-11,6426785120
2017-04-12,6238531040
2017-04-13,6144404000
2017-04-17,6267292080
2017-04-18,6235916400
2017-04-19,6285594560
2017-04-20,6428092440
2017-04-21,6361419120
2017-04-24,6451624200
2017-04-25,6615039200
2017-04-26,6685634480
2017-04-27,6638570960
2017-04-28,6650336840
2017-05-01,6490843800
2017-05-02,6532678040
2017-05-03,6565361040
2017-05-04,6357497160
2017-05-05,6533985360
2017-05-08,6486921840
2017-05-09,6424170480
2017-05-10,6505224320
2017-05-11,6428092440
2017-05-12,6412404600
2017-05-15,6494765760
2017-05-16,6481692560
2017-05-17,6319584880
2017-05-18,6348345920
2017-05-19,6420248520
2017-05-22,6420248520
2017-05-23,6467312040
2017-05-24,6405868000
2017-05-25,6260755480
2017-05-26,6288209200
2017-05-30,6314355600
2017-05-31,6340502000
2017-06-01,6445087600
2017-06-02,6352267880
2017-06-05,6348345920
2017-06-06,6216306600
2017-06-07,6050276960
2017-06-08,6102569760
2017-06-09,6183623600
2017-06-12,6361419120
2017-06-13,6367955720
2017-06-14,6205848040
2017-06-15,6203233400
2017-06-16,6203233400
2017-06-19,6213691960
2017-06-20,6013672000
2017-06-21,5757437280
2017-06-22,5784891000
2017-06-23,5813652040
2017-06-26,5948306000
2017-06-27,5923466920
2017-06-28,5966608480
2017-06-29,5975759720
2017-06-30,6071186800
2017-07-03,6137874400
2017-07-05,6109107200
2017-07-06,6056803200
2017-07-07,6055495600
2017-07-10,6064648800
2017-07-11,5983577600
2017-07-12,6048957600
2017-07-13,5986192800
2017-07-14,6037189200
2017-07-17,6001884000
2017-07-18,6030651200
2017-07-19,6085570400
2017-07-20,6092108400
2017-07-21,6045034800
2017-07-24,6046342400
2017-07-25,6178410000
2017-07-26,6098646400
2017-07-27,6062033600
2017-07-28,5400388000
2017-07-31,5378158800
2017-08-01,5438308400
2017-08-02,5481459200
2017-08-03,5389927200
2017-08-04,5386004400
2017-08-07,5302318000
2017-08-08,5209478400
2017-08-09,5115331200
2017-08-10,5052566400
2017-08-11,5077410800
2017-08-14,5162404800
2017-08-15,5157174400
2017-08-16,5154559200
2017-08-17,5019876400
2017-08-18,4984571200
2017-08-21,4913960800
2017-08-22,5064334800
2017-08-23,5039490400
2017-08-24,4972802800
2017-08-25,5022491600
2017-08-28,5021184000
2017-08-29,5055181600
2017-08-30,5095717200
2017-08-31,5136252800
2017-09-01,5170250400
2017-09-05,5171558000
2017-09-06,5225169600
2017-09-07,5218631600
2017-09-08,5162404800
2017-09-11,5259167200
2017-09-12,5289242000
2017-09-13,5349391600
2017-09-14,5408233600
2017-09-15,5412156400
2017-09-18,5413464000
2017-09-19,5487997200
2017-09-20,5566453200
2017-09-21,5516764400
2017-09-22,5574298800
2017-09-25,5626602800
2017-09-26,5671061200
2017-09-27,5655370000
2017-09-28,5557300000
2017-09-29,5569068400
2017-10-02,5494511840
2017-10-03,5572855640
2017-10-04,5622473380
2017-10-05,5642059330
2017-10-06,5656422360
2017-10-09,5642059330
2017-10-10,5685148420
2017-10-11,5708651560
2017-10-12,5754352110
2017-10-13,5794829740
2017-10-16,5828778720
2017-10-17,5820944340
2017-10-18,5826167260
2017-10-19,5809192770
2017-10-20,5925402740
2017-10-23,5824861530
2017-10-24,5854893320
2017-10-25,5801358390
2017-10-26,5841836020
2017-10-27,5779160980
2017-10-30,5729543240
2017-10-31,5754352110
2017-11-01,5743906270
2017-11-02,5110627220
2017-11-03,5124990250
2017-11-06,5224225730
2017-11-07,5162856420
2017-11-08,5080595430
2017-11-09,5092347000
2017-11-10,5109321490
2017-11-13,5140659010
2017-11-14,5102792840
2017-11-15,5044034990
2017-11-16,5102792840
2017-11-17,5119767330
2017-11-20,5084512620
2017-11-21,5091041270
2017-11-22,5156327770
2017-11-24,5101487110
2017-11-27,5207251240
2017-11-28,5369161760
2017-11-29,5420085230
2017-11-30,5559798340
2017-12-01,5534989470
2017-12-04,5592441590
2017-12-05,5489288920
2017-12-06,5459257130
2017-12-07,5568938450
2017-12-08,5501040490
2017-12-11,5430531070
2017-12-12,5386136250
2017-12-13,5356104460
2017-12-14,5249034600
2017-12-15,5373078950
2017-12-18,5393970630
2017-12-19,5375690410
2017-12-20,5370467490
2017-12-21,5430531070
2017-12-22,5404416470
2017-12-26,5454034210
2017-12-27,5457951400
2017-12-28,5478843080
2017-12-29,5501040490
2018-01-02,5557342500
2018-01-03,5540343570
2018-01-04,5677642620
2018-01-05,5675027400
2018-01-08,5716870920
2018-01-09,5661951300
2018-01-10,5553419670
2018-01-11,5684180670
2018-01-12,5753484000
2018-01-16,5890783050
2018-01-17,5672412180
2018-01-18,5796635130
2018-01-19,5715563310
2018-01-22,5723408970
2018-01-23,5762637270
2018-01-24,5928703740
2018-01-25,5888167830
2018-01-26,5960086380
2018-01-29,5932626570
2018-01-30,5911704810
2018-01-31,5926088520
2018-02-01,5961393990
2018-02-02,5828017770
2018-02-05,5506345710
2018-02-06,5469732630
2018-02-07,5433119550
2018-02-08,5337664020
2018-02-09,5277513960
2018-02-12,5416120620
2018-02-13,5372969490
2018-02-14,5516806590
2018-02-15,5605724070
2018-02-16,5760022050
2018-02-20,5714255700
2018-02-21,5724716580
2018-02-22,5698564380
2018-02-23,5787481860
2018-02-26,5873784120
2018-02-27,5749561170
2018-02-28,5537728350
2018-03-01,5387353200
2018-03-02,5529882690
2018-03-05,5680257840
2018-03-06,5770482930
2018-03-07,5801865570
2018-03-08,5818864500
2018-03-09,5960086380
2018-03-12,5905166760
2018-03-13,5831940600
2018-03-14,5787481860
2018-03-15,5733869850
2018-03-16,5824094940
2018-03-19,5745638340
2018-03-20,5766560100
2018-03-21,5873784120
2018-03-22,5658028470
2018-03-23,5506345710
2018-03-26,5604416460
2018-03-27,5512883760
2018-03-28,5464502190
2018-03-29,5665874130
2018-04-02,5566103760
2018-04-03,5626292000
2018-04-04,5763678200
2018-04-05,5863119640
2018-04-06,5649843920
2018-04-09,5685171800
2018-04-10,5833025520
2018-04-11,6052843440
2018-04-12,6007048040
2018-04-13,5975645480
2018-04-16,6013590240
2018-04-17,6051535000
2018-04-18,6120882320
2018-04-19,6233408160
2018-04-20,6190229640
2018-04-23,6136583600
2018-04-24,5967794840
2018-04-25,6018824000
2018-04-26,5919382560
2018-04-27,5893213760
2018-04-30,5810782040
2018-05-01,5853960560
2018-05-02,5920691000
2018-05-03,5884054680
2018-05-04,5984804560
2018-05-07,6069853160
2018-05-08,6126116080
2018-05-09,6256960080
2018-05-10,6264810720
2018-05-11,5695639320
2018-05-14,5810782040
2018-05-15,5694330880
2018-05-16,5669470520
2018-05-17,5770220400
2018-05-18,5831717080
2018-05-21,5886671560
2018-05-22,5834333960
2018-05-23,5679938040
2018-05-24,5651152360
2018-05-25,5532084320
2018-05-29,5430026000
2018-05-30,5563486880
2018-05-31,5409090960
2018-06-01,5350211160
2018-06-04,5343668960
2018-06-05,5376379960
2018-06-06,5483672040
2018-06-07,5509840840
2018-06-08,5517691480
2018-06-11,5537318080
2018-06-12,5553019360
2018-06-13,5439185080
2018-06-14,5435259760
2018-06-15,5339743640
2018-06-18,5382922160
2018-06-19,5261237240
2018-06-20,5341052080
2018-06-21,5259928800
2018-06-22,5337126760
2018-06-25,5187964600
2018-06-26,5233760000
2018-06-27,5299182000
2018-06-28,5244227520
2018-06-29,5286097600
2018-07-02,5246804300
2018-07-03,5246804300
2018-07-05,5293907780
2018-07-06,5310917370
2018-07-09,5483630130
2018-07-10,5504565010
2018-07-11,5394656890
2018-07-12,5416900200
2018-07-13,5504565010
2018-07-16,5382881020
2018-07-17,5498022860
2018-07-18,5450919380
2018-07-19,5555593780
2018-07-20,5516340880
2018-07-23,5445685660
2018-07-24,5501948150
2018-07-25,5585687670
2018-07-26,5664193470
2018-07-27,5660268180
2018-07-30,5665501900
2018-07-31,5800270190
2018-08-01,5695595790
2018-08-02,5706063230
2018-08-03,5874850700
2018-08-06,5906253020
2018-08-07,6022703290
2018-08-08,6009618990
2018-08-09,6394297410
2018-08-10,6555234300
2018-08-13,6544766860
2018-08-14,6529065700
2018-08-15,6447943040
2018-08-16,6569627030
2018-08-17,6718788050
2018-08-20,6739722930
2018-08-21,6797293850
2018-08-22,6790751700
2018-08-23,6739722930
2018-08-24,6763274670
2018-08-27,6844397330
2018-08-28,6862715350
2018-08-29,6935987430
2018-08-30,6850939480
2018-08-31,6819537160
2018-09-04,6820845590
2018-09-05,6896734530
2018-09-06,6864023780
2018-09-07,6886267090
2018-09-10,6964772890
2018-09-11,6905893540
2018-09-12,6968698180
2018-09-13,7145336230
2018-09-14,7270945510
2018-09-17,7217299880
2018-09-18,7332441720
2018-09-19,7329824860
2018-09-20,7297114110
2018-09-21,7253935920
2018-09-24,7151878380
2018-09-25,7159728960
