,WAT
2013-11-25,8556703960
2013-11-26,8472548020
2013-11-27,8492099400
2013-11-29,8460647180
2013-12-02,8464897480
2013-12-03,8444496040
2013-12-04,8432595200
2013-12-05,8372240940
2013-12-06,8348439259
2013-12-09,8372240940
2013-12-10,8248132180
2013-12-11,8096821500
2013-12-12,8161426060
2013-12-13,8163126180
2013-12-16,8221780320
2013-12-17,8169076599
2013-12-18,8398592800
2013-12-19,8417294120
2013-12-20,8464897480
2013-12-23,8455546820
2013-12-24,8466597599
2013-12-26,8466597599
2013-12-27,8446196160
2013-12-30,8526101800
2013-12-31,8497700000
2014-01-02,8431417940
2014-01-03,8331145080
2014-01-06,8360887030
2014-01-07,8529991260
2014-01-08,8538488960
2014-01-09,8550385740
2014-01-10,8621766420
2014-01-13,8541038270
2014-01-14,8752631000
2014-01-15,8833359150
2014-01-16,8943829250
2014-01-17,8871598800
2014-01-21,8926833850
2014-01-22,8919185920
2014-01-23,8886894660
2014-01-24,8754330540
2014-01-27,8744133300
2014-01-28,9382310570
2014-01-29,9246347370
2014-01-30,9331324370
2014-01-31,9200459790
2014-02-03,8931932470
2014-02-04,8941279940
2014-02-05,8948927870
2014-02-06,9084041300
2014-02-07,9238699440
2014-02-10,9278638630
2014-02-11,9334723450
2014-02-12,9414601830
2014-02-13,9521672850
2014-02-14,9558212960
2014-02-18,9508076530
2014-02-19,9527621240
2014-02-20,9767256380
2014-02-21,9628743870
2014-02-24,9652537430
2014-02-25,9567560430
2014-02-26,9506376990
2014-02-27,9535269170
2014-02-28,9466437800
2014-03-03,9393357580
2014-03-04,9567560430
2014-03-05,9593053530
2014-03-06,9583706060
2014-03-07,9578607440
2014-03-10,9608349390
2014-03-11,9632992720
2014-03-12,9622795480
2014-03-13,9576907900
2014-03-14,9605800080
2014-03-17,9657636050
2014-03-18,9706922710
2014-03-19,9585405600
2014-03-20,9559062730
2014-03-21,9410352980
2014-03-24,9218304960
2014-03-25,9230201740
2014-03-26,9123130720
2014-03-27,9161370370
2014-03-28,9150323360
2014-03-31,9156525420
2014-04-01,9196222560
2014-04-02,9345720300
2014-04-03,9362612700
2014-04-04,9377815860
2014-04-07,9240987420
2014-04-08,9413289900
2014-04-09,9653161980
2014-04-10,9284063040
2014-04-11,9121896000
2014-04-14,9218182680
2014-04-15,9261258300
2014-04-16,9275616840
2014-04-17,9387951300
2014-04-21,9382883580
2014-04-22,9425959200
2014-04-23,9324604800
2014-04-24,9315313980
2014-04-25,9181019400
2014-04-28,9142166880
2014-04-29,8364271860
2014-04-30,8322885480
2014-05-01,8490964860
2014-05-02,8437753800
2014-05-05,8552622120
2014-05-06,8594008500
2014-05-07,8595697740
2014-05-08,8609211660
2014-05-09,8738438520
2014-05-12,8878645440
2014-05-13,8855840700
2014-05-14,8626948680
2014-05-15,8580494580
2014-05-16,8700430620
2014-05-19,8620191720
2014-05-20,8528972760
2014-05-21,8530662000
2014-05-22,8476606320
2014-05-23,8491809480
2014-05-27,8463092400
2014-05-28,8458869300
2014-05-29,8485052519
2014-05-30,8459713920
2014-06-02,8507857260
2014-06-03,8646374940
2014-06-04,8663267340
2014-06-05,8832191340
2014-06-06,8914119480
2014-06-09,8910741000
2014-06-10,8880334680
2014-06-11,8875266960
2014-06-12,8820366660
2014-06-13,8859219180
2014-06-16,8839792920
2014-06-17,8893848600
2014-06-18,9054326400
2014-06-19,8924254920
2014-06-20,8958884340
2014-06-23,8933545740
2014-06-24,8867665380
2014-06-25,8914964100
2014-06-26,8861753040
2014-06-27,8898916320
2014-06-30,8737763720
2014-07-01,8779595220
2014-07-02,8759516100
2014-07-03,8853218660
2014-07-07,8772902180
2014-07-08,8668323430
2014-07-09,8661630390
2014-07-10,8549521970
2014-07-11,8600556400
2014-07-14,8641551270
2014-07-15,8525259700
2014-07-16,8491794500
2014-07-17,8303552750
2014-07-18,8493467760
2014-07-21,8475061900
2014-07-22,8965327080
2014-07-23,8767045770
2014-07-24,8845688990
2014-07-25,8864931480
2014-07-28,8815570310
2014-07-29,8798001080
2014-07-30,8848198880
2014-07-31,8654100720
2014-08-01,8633184970
2014-08-04,8697605480
2014-08-05,8687565920
2014-08-06,8650754200
2014-08-07,8594699990
2014-08-08,8666650170
2014-08-11,8664976910
2014-08-12,8571274350
2014-08-13,8627328560
2014-08-14,8744456760
2014-08-15,8654100720
2014-08-18,8729397420
2014-08-19,8730234050
2014-08-20,8644061160
2014-08-21,8642387900
2014-08-22,8610595960
2014-08-25,8625655300
2014-08-26,8668323430
2014-08-27,8642387900
2014-08-28,8647407680
2014-08-29,8653264090
2014-09-02,8690912440
2014-09-03,8677526360
2014-09-04,8660793760
2014-09-05,8707645040
2014-09-08,8625655300
2014-09-09,8581313909
2014-09-10,8631511710
2014-09-11,8675853100
2014-09-12,8515220140
2014-09-15,8469205490
2014-09-16,8476735159
2014-09-17,8497650909
2014-09-18,8544502190
2014-09-19,8498487540
2014-09-22,8494304390
2014-09-23,8419844320
2014-09-24,8487611350
2014-09-25,8375502930
2014-09-26,8378012820
2014-09-29,8325860850
2014-09-30,8248469040
2014-10-01,8190217140
2014-10-02,8087028060
2014-10-03,8133629580
2014-10-06,8140286939
2014-10-07,8050412580
2014-10-08,8242643850
2014-10-09,8146944300
2014-10-10,8100342780
2014-10-13,7968859920
2014-10-14,8000482380
2014-10-15,7912272360
2014-10-16,7915601040
2014-10-17,8070384660
2014-10-20,8116986180
2014-10-21,8918365890
2014-10-22,8692847820
2014-10-23,8932512780
2014-10-24,9004911570
2014-10-27,9000750720
2014-10-28,9153870000
2014-10-29,9143051790
2014-10-30,9203800200
2014-10-31,9220443600
2014-11-03,9293674560
2014-11-04,9312814470
2014-11-05,9302828430
2014-11-06,9393534960
2014-11-07,9241247850
2014-11-10,9362744670
2014-11-11,9347765610
2014-11-12,9445129500
2014-11-13,9463437240
2014-11-14,9360248160
2014-11-17,9357751650
2014-11-18,9494227530
2014-11-19,9515863950
2014-11-20,9647346810
2014-11-21,9639857280
2014-11-24,9692283990
2014-11-25,9637360770
2014-11-26,9642353790
2014-11-28,9644850300
2014-12-01,9644850300
2014-12-02,9719745600
2014-12-03,9734724660
2014-12-04,9693948330
2014-12-05,9607402650
2014-12-08,9599080950
2014-12-09,9615724350
2014-12-10,9356919480
2014-12-11,9433479120
2014-12-12,9283688520
2014-12-15,9299499750
2014-12-16,9257059080
2014-12-17,9432646950
2014-12-18,9508374420
2014-12-19,9577444530
2014-12-22,9610731330
2014-12-23,9514199610
2014-12-24,9531675180
2014-12-26,9515863950
2014-12-29,9522521310
2014-12-30,9467598090
2014-12-31,9358578000
2015-01-02,9454887000
2015-01-05,9383485500
2015-01-06,9342803250
2015-01-07,9625088250
2015-01-08,9804422250
2015-01-09,9674073000
2015-01-12,9669091500
2015-01-13,9632560500
2015-01-14,9498060000
2015-01-15,9364389750
2015-01-16,9420016500
2015-01-20,9461529000
2015-01-21,9487266750
2015-01-22,9623427750
2015-01-23,9502211250
2015-01-26,9640032750
2015-01-27,9909033750
2015-01-28,9875823750
2015-01-29,10014475500
2015-01-30,9884126250
2015-02-02,9884956500
2015-02-03,9919827000
2015-02-04,9890768250
2015-02-05,9971302500
2015-02-06,9884956500
2015-02-09,9775363500
2015-02-10,9853407000
2015-02-11,9859218750
2015-02-12,9892428750
2015-02-13,9951376500
2015-02-17,9962169750
2015-02-18,9963830250
2015-02-19,9920657250
2015-02-20,10049346000
2015-02-23,10097500500
2015-02-24,10009494000
2015-02-25,10023608250
2015-02-26,10040213250
2015-02-27,9994549500
2015-03-02,10075914000
2015-03-03,9923978250
2015-03-04,9982926000
2015-03-05,10119917250
2015-03-06,9874993500
2015-03-09,9894089250
2015-03-10,9703131750
2015-03-11,9943074000
2015-03-12,10127389500
2015-03-13,10041873750
2015-03-16,10344915000
2015-03-17,10250266500
2015-03-18,10300911750
2015-03-19,10262720250
2015-03-20,10363180500
2015-03-23,10281816000
2015-03-24,10223698500
2015-03-25,10090858500
2015-03-26,10116596250
2015-03-27,10304232750
2015-03-30,10373143500
2015-03-31,10321668000
2015-04-01,10251096750
2015-04-02,10311705000
2015-04-06,10372515320
2015-04-07,10315546160
2015-04-08,10313894880
2015-04-09,10356002520
2015-04-10,10384074280
2015-04-13,10299859000
2015-04-14,10284171840
2015-04-15,10285823120
2015-04-16,10315546160
2015-04-17,10271787240
2015-04-20,10239587280
2015-04-21,10251146240
2015-04-22,10244541120
2015-04-23,10266833400
2015-04-24,10199956560
2015-04-27,10072808000
2015-04-28,10369212760
2015-04-29,10357653800
2015-04-30,10336187160
2015-05-01,10451776760
2015-05-04,10487279280
2015-05-05,10542597160
2015-05-06,10517827960
2015-05-07,10573145840
2015-05-08,10766345600
2015-05-11,10832396800
2015-05-12,10801022480
2015-05-13,10715981560
2015-05-14,10734145640
2015-05-15,10780381480
2015-05-18,10856340360
2015-05-19,10996699160
2015-05-20,11126324640
2015-05-21,11050365760
2015-05-22,11004955560
2015-05-26,10955417160
2015-05-27,11123022080
2015-05-28,11110637480
2015-05-29,11032201680
2015-06-01,11048714480
2015-06-02,11071006760
2015-06-03,11118893879
2015-06-04,11052017040
2015-06-05,11014037600
2015-06-08,10999176080
2015-06-09,11016514520
2015-06-10,11131278480
2015-06-11,11116416959
2015-06-12,11058622160
2015-06-15,10980186360
2015-06-16,11082565720
2015-06-17,11094124680
2015-06-18,11269986000
2015-06-19,11261729600
2015-06-22,11258427040
2015-06-23,11165129720
2015-06-24,11081740080
2015-06-25,10751484080
2015-06-26,10797719920
2015-06-29,10554156120
2015-06-30,10599566320
2015-07-01,10653232920
2015-07-02,10681304680
2015-07-06,10632685960
2015-07-07,10648272800
2015-07-08,10292236560
2015-07-09,10288134760
2015-07-10,10544087080
2015-07-13,10640889560
2015-07-14,10804141200
2015-07-15,10698314760
2015-07-16,10729488440
2015-07-17,10736871680
2015-07-20,10756560320
2015-07-21,10716362680
2015-07-22,10862386760
2015-07-23,10793476520
2015-07-24,10724566280
2015-07-27,10654015320
2015-07-28,10712260880
2015-07-29,10941961680
2015-07-30,10877153240
2015-07-31,10950985640
2015-08-03,10959189240
2015-08-04,11037943800
2015-08-05,11086345039
2015-08-06,10791015440
2015-08-07,10823829840
2015-08-10,10984620400
2015-08-11,10877973600
2015-08-12,10633506320
2015-08-13,10551470320
2015-08-14,10567877520
2015-08-17,10602332640
2015-08-18,10576081119
2015-08-19,10562955360
2015-08-20,10321769520
2015-08-21,10070739360
2015-08-24,9661379720
2015-08-25,9584265880
2015-08-26,10063356120
2015-08-27,10312745560
2015-08-28,10238913160
2015-08-31,9957529680
2015-09-01,9709780960
2015-09-02,10026439920
2015-09-03,10063356120
2015-09-04,9845140360
2015-09-08,10135547800
2015-09-09,9982140480
2015-09-10,10082224400
2015-09-11,10220865240
2015-09-14,10185589760
2015-09-15,10228248480
2015-09-16,10213482000
2015-09-17,10178206520
2015-09-18,10021517760
2015-09-21,9941942840
2015-09-22,9829553520
2015-09-23,9838577480
2015-09-24,9739313920
2015-09-25,9611337760
2015-09-28,9453008280
2015-09-29,9614619200
2015-09-30,9697475560
2015-10-01,9627744960
2015-10-02,9787715160
2015-10-05,9776771000
2015-10-06,9584077000
2015-10-07,9762074000
2015-10-08,9778404000
2015-10-09,9873118000
2015-10-12,9846173500
2015-10-13,9721249000
2015-10-14,9635516500
2015-10-15,9846990000
2015-10-16,9878833500
2015-10-19,9927823500
2015-10-20,9962116500
2015-10-21,9907411000
2015-10-22,10057647000
2015-10-23,10146645500
2015-10-26,10137664000
2015-10-27,10369550000
2015-10-28,10548363500
2015-10-29,10496924000
2015-10-30,10434870000
2015-11-02,10796579500
2015-11-03,10845569500
2015-11-04,10797396000
2015-11-05,10756571000
2015-11-06,10816992000
2015-11-09,10790864000
2015-11-10,10802295000
2015-11-11,10750855499
2015-11-12,10569592500
2015-11-13,10507538500
2015-11-16,10656958000
2015-11-17,10759020500
2015-11-18,10766369000
2015-11-19,10741057500
2015-11-20,10873330499
2015-11-23,10919054500
2015-11-24,10845569500
2015-11-25,10880679000
2015-11-27,10949265000
2015-11-30,10844753000
2015-12-01,10890477000
2015-12-02,10679003500
2015-12-03,10415274000
2015-12-04,10696150000
2015-12-07,10680636500
2015-12-08,10627564000
2015-12-09,10527134500
2015-12-10,10634912500
2015-12-11,10572858500
2015-12-14,10588372000
2015-12-15,10745956500
2015-12-16,10919054500
2015-12-17,10720645000
2015-12-18,10575308000
2015-12-21,10664306500
2015-12-22,10846386000
2015-12-23,10934567999
2015-12-24,10936201000
2015-12-28,10941100000
2015-12-29,11118280499
2015-12-30,11075005999
2015-12-31,10937989500
2016-01-04,10594196250
2016-01-05,10550307750
2016-01-06,10542180250
2016-01-07,10469845500
2016-01-08,10299168000
2016-01-11,10247152000
2016-01-12,10307295500
2016-01-13,10071598000
2016-01-14,10324363250
2016-01-15,10260156000
2016-01-19,10228458750
2016-01-20,10161000500
2016-01-21,10123614000
2016-01-22,10338992750
2016-01-25,10372315500
2016-01-26,9960251250
2016-01-27,9854593750
2016-01-28,9545748750
2016-01-29,9851342750
2016-02-01,9782259000
2016-02-02,9590450000
2016-02-03,9658721000
2016-02-04,9583948000
2016-02-05,9384824250
2016-02-08,9234465500
2016-02-09,9414083250
2016-02-10,9564442000
2016-02-11,9465286500
2016-02-12,9623772750
2016-02-16,9754625500
2016-02-17,9926115750
2016-02-18,9850530000
2016-02-19,9864346750
2016-02-22,9971629750
2016-02-23,9839964250
2016-02-24,9814769000
2016-02-25,9900107750
2016-02-26,9902546000
2016-02-29,9778195250
2016-03-01,10041526250
2016-03-02,10243088250
2016-03-03,10269096250
2016-03-04,10330052500
2016-03-07,10404012750
2016-03-08,10382881250
2016-03-09,10396698000
2016-03-10,10361749750
2016-03-11,10496666250
2016-03-14,10481224000
2016-03-15,10497479000
2016-03-16,10561686250
2016-03-17,10383694000
2016-03-18,10561686250
2016-03-21,10577941250
2016-03-22,10564124500
2016-03-23,10618578750
2016-03-24,10551933250
2016-03-28,10560873500
2016-03-29,10702292000
2016-03-30,10741304000
2016-03-31,10721797999
2016-04-01,10842897750
2016-04-04,10738043559
2016-04-05,10586132040
2016-04-06,10843088760
2016-04-07,10516640600
2016-04-08,10611989320
2016-04-11,10557850640
2016-04-12,10681480760
2016-04-13,10887530960
2016-04-14,10899651559
2016-04-15,10973991240
2016-04-18,11176001240
2016-04-19,11039442480
2016-04-20,11022473640
2016-04-21,11125094720
2016-04-22,11162264559
2016-04-25,11116206280
2016-04-26,10774405360
2016-04-27,10766324960
2016-04-28,10637846600
2016-04-29,10517448640
2016-05-02,10737235520
2016-05-03,10607141080
2016-05-04,10563506920
2016-05-05,10593404400
2016-05-06,10731579240
2016-05-09,10804302840
2016-05-10,10965102800
2016-05-11,10872178200
2016-05-12,10905307840
2016-05-13,10889147040
2016-05-16,10990152040
2016-05-17,10867329960
2016-05-18,10912580200
2016-05-19,10902075679
2016-05-20,10944093760
2016-05-23,10917428440
2016-05-24,11115398240
2016-05-25,11119438440
2016-05-26,11046714840
2016-05-27,11106509800
2016-05-31,11114590200
2016-06-01,11188121840
2016-06-02,11293167040
2016-06-03,11181657520
2016-06-06,11213979120
2016-06-07,11167920840
2016-06-08,11286702720
2016-06-09,11316600200
2016-06-10,11154184160
2016-06-13,10959446520
2016-06-14,10982071640
2016-06-15,10907731960
2016-06-16,10938437480
2016-06-17,10829352080
2016-06-20,11026513840
2016-06-21,10997424400
2016-06-22,11088732920
2016-06-23,11183273600
2016-06-24,10951366120
2016-06-27,10706530000
2016-06-28,10826927960
2016-06-29,10880258600
2016-06-30,11365082600
2016-07-01,11479824280
2016-07-05,11417409040
2016-07-06,11508574050
2016-07-07,11494052190
2016-07-08,11821600810
2016-07-11,11761093060
2016-07-12,11908731970
2016-07-13,11933741839
2016-07-14,12042655790
2016-07-15,12007157910
2016-07-18,12015225610
2016-07-19,12003930830
2016-07-20,12148342660
2016-07-21,12057984420
2016-07-22,12053143800
2016-07-25,11975693880
2016-07-26,12512195930
2016-07-27,12698559800
2016-07-28,12671129620
2016-07-29,12821995610
2016-08-01,12874435660
2016-08-02,12683231170
2016-08-03,12682424400
2016-08-04,12702593650
2016-08-05,12686458250
2016-08-08,12697753029
2016-08-09,12768748790
2016-08-10,12788111270
2016-08-11,12851846100
2016-08-12,12767135250
2016-08-15,12838937779
2016-08-16,12765521710
2016-08-17,12786497730
2016-08-18,12835710700
2016-08-19,12929296020
2016-08-22,12971248060
2016-08-23,13055152140
2016-08-24,12746159230
2016-08-25,12755840470
2016-08-26,12763908170
2016-08-29,12819575300
2016-08-30,12708241040
2016-08-31,12691298870
2016-09-01,12593679700
2016-09-02,12600940630
2016-09-06,12641279130
2016-09-07,12846198710
2016-09-08,12867174730
2016-09-09,12192715010
2016-09-12,12379078880
2016-09-13,12349228390
2016-09-14,12334706529
2016-09-15,12517843320
2016-09-16,12415383529
2016-09-19,12479118360
2016-09-20,12512195930
2016-09-21,12643699440
2016-09-22,12732444140
2016-09-23,12720342589
2016-09-26,12648540060
2016-09-27,12866367960
2016-09-28,12766328480
2016-09-29,12613042180
2016-09-30,12786497730
2016-10-03,12782212300
2016-10-04,12713901200
2016-10-05,12719526820
2016-10-06,12678540160
2016-10-07,12778194000
2016-10-10,12769353739
2016-10-11,12603799780
2016-10-12,12517004500
2016-10-13,12442264120
2016-10-14,12448693400
2016-10-17,12470392219
2016-10-18,12596566840
2016-10-19,12640768140
2016-10-20,12632731540
2016-10-21,12551561880
2016-10-24,12677736500
2016-10-25,11138727600
2016-10-26,11043895719
2016-10-27,11315532800
2016-10-28,11235970460
2016-10-31,11182125239
2016-11-01,11044699380
2016-11-02,10963529719
2016-11-03,10993265140
2016-11-04,11093722640
2016-11-07,11274546140
2016-11-08,11343660900
2016-11-09,11442511080
2016-11-10,11518055120
2016-11-11,11419204940
2016-11-14,11265705880
2016-11-15,11369378020
2016-11-16,11307496200
2016-11-17,11158819100
2016-11-18,10863875880
2016-11-21,11062379900
2016-11-22,10873519800
2016-11-23,11118636100
2016-11-25,11148371520
2016-11-28,10974780960
2016-11-29,11060772580
2016-11-30,10814852620
2016-12-01,10745737860
2016-12-02,10827711180
2016-12-05,10835747780
2016-12-06,11161230080
2016-12-07,10983621219
2016-12-08,11096133620
2016-12-09,11211860660
2016-12-12,11206235040
2016-12-13,11218289940
2016-12-14,11122654400
2016-12-15,11050325000
2016-12-16,11016571280
2016-12-19,10940223580
2016-12-20,10956296780
2016-12-21,10900844239
2016-12-22,10907273520
2016-12-23,10946652860
2016-12-27,10970762660
2016-12-28,10822085560
2016-12-29,10809227000
2016-12-30,10800386739
2017-01-03,10924359390
2017-01-04,10849090770
2017-01-05,10868308290
2017-01-06,11208618540
2017-01-09,11144560140
2017-01-10,11014841880
2017-01-11,11140556490
2017-01-12,11078099550
2017-01-13,11315916360
2017-01-17,11332731690
2017-01-18,11458446300
2017-01-19,11349547020
2017-01-20,11325525120
2017-01-23,11633005440
2017-01-24,11382376950
2017-01-25,11540921490
2017-01-26,11436025860
2017-01-27,11560939740
2017-01-30,11286289350
2017-01-31,11342340450
2017-02-01,11669038290
2017-02-02,11614588650
2017-02-03,11717882820
2017-02-06,11680248510
2017-02-07,11795553630
2017-02-08,11817173340
2017-02-09,11904452909
2017-02-10,11946891600
2017-02-13,11989330290
2017-02-14,12048584310
2017-02-15,12283998930
2017-02-16,12251169000
2017-02-17,12357666090
2017-02-21,12379285800
2017-02-22,12385691640
2017-02-23,12402506969
2017-02-24,12523417200
2017-02-27,12533826690
2017-02-28,12410514270
2017-03-01,12477775590
2017-03-02,12346455870
2017-03-03,12403307700
2017-03-06,12284799659
2017-03-07,12279995280
2017-03-08,12255172650
2017-03-09,12380086530
2017-03-10,12566656620
2017-03-13,12584272680
2017-03-14,12523417200
2017-03-15,12676356630
2017-03-16,12527420850
2017-03-17,12538631070
2017-03-20,12480177780
2017-03-21,12450550770
2017-03-22,12484982159
2017-03-23,12461760990
2017-03-24,12392097480
2017-03-27,12484181430
2017-03-28,12452952960
2017-03-29,12460159530
2017-03-30,12513808440
2017-03-31,12516210630
2017-04-03,12532709300
2017-04-04,12383148570
2017-04-05,12426337230
2017-04-06,12471925260
2017-04-07,12541506990
2017-04-10,12507915809
2017-04-11,12467126520
2017-04-12,12405542690
2017-04-13,12451930510
2017-04-17,12583895860
2017-04-18,12577497540
2017-04-19,12733456590
2017-04-20,12715861210
2017-04-21,12678271080
2017-04-24,12818234330
2017-04-25,13713199340
2017-04-26,13671610260
2017-04-27,13654814670
2017-04-28,13587632309
2017-05-01,13840365950
2017-05-02,13896351250
2017-05-03,13794777920
2017-05-04,13892352300
2017-05-05,13916346000
2017-05-08,13841965530
2017-05-09,13956335500
2017-05-10,13925143690
2017-05-11,13773983380
2017-05-12,13789179390
2017-05-15,13973131090
2017-05-16,13989126890
2017-05-17,13947537809
2017-05-18,14102697070
2017-05-19,14036314500
2017-05-22,14040313450
2017-05-23,14084301900
2017-05-24,14199471660
2017-05-25,14284249400
2017-05-26,14241860530
2017-05-30,14281050240
2017-05-31,14365827980
2017-06-01,14476998790
2017-06-02,14712936840
2017-06-05,14699340410
2017-06-06,14683344610
2017-06-07,14860897990
2017-06-08,14902487070
2017-06-09,14795315210
2017-06-12,14664149650
2017-06-13,14793715630
2017-06-14,14793715630
2017-06-15,14792116050
2017-06-16,14728932640
2017-06-19,14842502820
2017-06-20,14738530120
2017-06-21,14830505970
2017-06-22,14787317309
2017-06-23,14833705130
2017-06-26,14789716679
2017-06-27,14652952590
2017-06-28,14732931590
2017-06-29,14623360360
2017-06-30,14703339360
2017-07-03,14549034240
2017-07-05,14649471360
2017-07-06,14526714880
2017-07-07,14673384960
2017-07-10,14379247679
2017-07-11,14415118080
2017-07-12,14580121920
2017-07-13,14566570880
2017-07-14,14618383679
2017-07-17,14764256640
2017-07-18,14627152000
2017-07-19,14580121920
2017-07-20,14675776320
2017-07-21,14765850880
2017-07-24,14747517120
2017-07-25,13958368320
2017-07-26,13756696960
2017-07-27,13808509760
2017-07-28,13878656320
2017-07-31,13825249280
2017-08-01,14008586880
2017-08-02,14084313280
2017-08-03,14201489920
2017-08-04,14176779200
2017-08-07,14184750400
2017-08-08,14080327679
2017-08-09,14085110400
2017-08-10,14002209920
2017-08-11,14111415360
2017-08-14,14329029120
2017-08-15,14309898240
2017-08-16,14539468800
2017-08-17,14365696640
2017-08-18,14324246400
2017-08-21,14362508160
2017-08-22,14574542080
2017-08-23,14343377280
2017-08-24,14424683520
2017-08-25,14301927039
2017-08-28,14343377280
2017-08-29,14374464960
2017-08-30,14432654720
2017-08-31,14625557760
2017-09-01,14589687360
2017-09-05,14579324800
2017-09-06,14659833920
2017-09-07,14737154560
2017-09-08,14871070720
2017-09-11,15074336320
2017-09-12,15145280000
2017-09-13,15117380800
2017-09-14,15091075840
2017-09-15,14964333760
2017-09-18,15061582400
2017-09-19,14726792000
2017-09-20,14655848320
2017-09-21,14490844480
2017-09-22,14440625920
2017-09-25,14373667840
2017-09-26,14266853760
2017-09-27,14247722880
2017-09-28,14250911360
2017-09-29,14309898240
2017-10-02,14458370809
2017-10-03,14521115881
2017-10-04,14600540023
2017-10-05,14610070920
2017-10-06,14763359514
2017-10-09,14598157299
2017-10-10,14694260511
2017-10-11,14746680445
2017-10-12,14757005583
2017-10-13,14756211342
2017-10-16,14664873578
2017-10-17,14369415770
2017-10-18,14388477564
2017-10-19,14729207133
2017-10-20,14942858075
2017-10-23,14895997832
2017-10-24,14902351763
2017-10-25,15118385429
2017-10-26,15458320757
2017-10-27,15864972364
2017-10-30,15584605143
2017-10-31,15571103039
2017-11-01,15729951323
2017-11-02,15718831943
2017-11-03,15719626184
2017-11-06,15537744899
2017-11-07,15594930281
2017-11-08,15581428177
2017-11-09,15485324965
2017-11-10,15345538475
2017-11-13,15459114998
2017-11-14,15538539140
2017-11-15,15474999827
2017-11-16,15853058743
2017-11-17,15742659185
2017-11-20,15906272918
2017-11-21,15730745564
2017-11-22,15612403592
2017-11-24,15563160624
2017-11-27,15623522972
2017-11-28,15710095287
2017-11-29,15541716106
2017-11-30,15660058078
2017-12-01,15738687978
2017-12-04,15461497723
2017-12-05,15428933824
2017-12-06,15503592518
2017-12-07,15604461178
2017-12-08,15828437259
2017-12-11,15706918321
2017-12-12,15686268045
2017-12-13,15662440802
2017-12-14,15406695065
2017-12-15,15611609351
2017-12-18,15703741356
2017-12-19,15732334047
2017-12-20,15571897280
2017-12-21,15449584101
2017-12-22,15391604478
2017-12-26,15393987202
2017-12-27,15364600269
2017-12-28,15472617103
2017-12-29,15343949992
2018-01-02,15436614270
2018-01-03,15600690910
2018-01-04,15749779780
2018-01-05,15952509090
2018-01-08,16152083080
2018-01-09,16483391680
2018-01-10,16354023560
2018-01-11,16386365590
2018-01-12,16545709250
2018-01-16,16481814020
2018-01-17,16499168280
2018-01-18,16397409210
2018-01-19,16622225760
2018-01-22,16941701910
2018-01-23,16643524170
2018-01-24,16904626900
2018-01-25,17134176430
2018-01-26,17207537620
2018-01-29,17251712100
2018-01-30,16949590210
2018-01-31,17007963630
2018-02-01,17146797710
2018-02-02,16761848670
2018-02-05,16033758580
2018-02-06,15991161760
2018-02-07,15932788340
2018-02-08,15128970570
2018-02-09,15270959970
2018-02-12,15654331350
2018-02-13,15792376600
2018-02-14,16141039460
2018-02-15,16320892700
2018-02-16,16264096940
2018-02-20,16081877210
2018-02-21,16110275090
2018-02-22,16129207010
2018-02-23,16444739010
2018-02-26,16443161350
2018-02-27,16258575130
2018-02-28,16142617119
2018-03-01,15632244109
2018-03-02,15785277130
2018-03-05,15885458540
2018-03-06,16196257560
2018-03-07,16368222500
2018-03-08,16483391680
2018-03-09,16778414100
2018-03-12,16791824210
2018-03-13,16733450790
2018-03-14,16661667260
2018-03-15,16750016220
2018-03-16,16816277940
2018-03-19,16800501340
2018-03-20,16917248180
2018-03-21,16658511940
2018-03-22,16140250630
2018-03-23,15737947330
2018-03-26,16107908600
2018-03-27,15817619160
2018-03-28,15663797310
2018-03-29,15670107950
2018-04-02,15253711340
2018-04-03,15473978730
2018-04-04,15692689460
2018-04-05,15698916100
2018-04-06,15168095040
2018-04-09,15448293840
2018-04-10,15825005560
2018-04-11,15615634790
2018-04-12,15747172560
2018-04-13,15747172560
2018-04-16,16048386270
2018-04-17,16158130800
2018-04-18,16348821650
2018-04-19,16141785869
2018-04-20,16205608930
2018-04-23,16313796800
2018-04-24,15035778940
2018-04-25,14917472780
2018-04-26,14879334609
2018-04-27,14827186500
2018-04-30,14664515530
2018-05-01,14688643760
2018-05-02,14725225270
2018-05-03,14791383320
2018-05-04,14911246140
2018-05-07,14991414130
2018-05-08,14964950910
2018-05-09,15051345540
2018-05-10,15268499609
2018-05-11,15295741160
2018-05-14,15329987680
2018-05-15,14788270000
2018-05-16,14838861450
2018-05-17,14825629840
2018-05-18,15112055280
2018-05-21,15278617900
2018-05-22,15253711340
2018-05-23,15111276950
2018-05-24,15110498619
2018-05-25,14838861450
2018-05-29,14860654690
2018-05-30,15073917109
2018-05-31,14992192460
2018-06-01,15193001600
2018-06-04,15171208359
2018-06-05,15272391260
2018-06-06,15691132800
2018-06-07,15799320670
2018-06-08,15980671560
2018-06-11,16084967780
2018-06-12,16263205350
2018-06-13,16325471750
2018-06-14,15587614910
2018-06-15,15663891250
2018-06-18,15464638770
2018-06-19,15178991660
2018-06-20,15017099020
2018-06-21,15020990670
2018-06-22,15089483710
2018-06-25,14971177550
2018-06-26,14953275960
2018-06-27,14953275960
2018-06-28,15084035400
2018-06-29,15067690470
2018-07-02,14838703500
2018-07-03,14745282000
2018-07-05,14940548250
2018-07-06,15045456000
2018-07-09,15236127750
2018-07-10,15308873999
2018-07-11,15061536750
2018-07-12,15204732000
2018-07-13,15168741750
