,ADI
2000-09-20,32204143300
2000-09-21,31265049200
2000-09-22,31557846600
2000-09-25,31957765000
2000-09-26,30440217500
2000-09-27,30997246700
2000-09-28,30775863300
2000-09-29,29479699200
2000-10-02,29993880000
2000-10-03,30461641700
2000-10-04,32693329200
2000-10-05,32871864200
2000-10-06,29993880000
2000-10-09,27851460000
2000-10-10,24773516600
2000-10-11,24191492500
2000-10-12,22784636700
2000-10-13,26623139200
2000-10-16,23855846700
2000-10-17,24012957500
2000-10-18,23345236600
2000-10-19,27248011700
2000-10-20,28587024200
2000-10-23,28208530000
2000-10-24,25933994100
2000-10-25,22898899100
2000-10-26,21849113300
2000-10-27,21424200000
2000-10-30,21445624200
2000-10-31,23209550000
2000-11-01,21245665000
2000-11-02,21424200000
2000-11-03,22249031700
2000-11-06,22138340000
2000-11-07,19260355800
2000-11-08,16760865800
2000-11-09,16382371600
2000-11-10,15889615000
2000-11-13,17207203300
2000-11-14,19817385000
2000-11-15,22584677500
2000-11-16,21692002500
2000-11-17,21334932500
2000-11-20,21959805000
2000-11-21,21156397500
2000-11-22,20888595000
2000-11-24,22274026600
2000-11-27,19863804100
2000-11-28,19171088300
2000-11-29,18524791600
2000-11-30,17721384100
2000-12-01,18703326600
2000-12-04,17475005800
2000-12-05,20042339100
2000-12-06,20999286700
2000-12-07,19728117500
2000-12-08,21245665000
2000-12-11,21738421600
2000-12-12,21381351600
2000-12-13,19481739200
2000-12-14,19685269100
2000-12-15,19371047500
2000-12-18,18946134200
2000-12-19,19706693300
2000-12-20,18142726700
2000-12-21,16939400800
2000-12-22,17585697500
2000-12-26,18435524100
2000-12-27,19838809200
2000-12-28,19281780000
2000-12-29,18278413300
2001-01-02,16782290000
2001-01-03,19460315000
2001-01-04,18614059100
2001-01-05,17007244100
2001-01-08,16425220000
2001-01-09,16382371600
2001-01-10,17564273300
2001-01-11,18546215800
2001-01-12,18746175000
2001-01-16,18767599200
2001-01-17,20577944100
2001-01-18,20888595000
2001-01-19,20463681700
2001-01-22,19995920000
2001-01-23,20106611700
2001-01-24,20195879200
2001-01-25,19528158300
2001-01-26,19549582500
2001-01-29,20238727600
2001-01-30,21570598700
2001-01-31,22352582000
2001-02-01,21138544000
2001-02-02,19710264000
2001-02-05,19318095150
2001-02-06,18812273160
2001-02-07,17721706600
2001-02-08,18105557330
2001-02-09,17395254110
2001-02-12,17255345900
2001-02-13,17043689890
2001-02-14,18281339440
2001-02-15,18478645890
2001-02-16,17757580500
2001-02-20,16125318050
2001-02-21,16322624500
2001-02-22,16326211890
2001-02-23,15838326850
2001-02-26,15501112190
2001-02-27,14439244750
2001-02-28,13380964699
2001-03-01,14780046800
2001-03-02,15354029199
2001-03-05,15264344449
2001-03-06,15963885500
2001-03-07,15246407500
2001-03-08,14869731550
2001-03-09,14234763520
2001-03-12,13596208100
2001-03-13,14399783460
2001-03-14,14213239180
2001-03-15,14550453840
2001-03-16,14209651790
2001-03-19,14403370850
2001-03-20,13793514550
2001-03-21,13380964699
2001-03-22,14543279060
2001-03-23,15644607790
2001-03-26,14708299000
2001-03-27,14450006920
2001-03-28,13416838600
2001-03-29,13129847400
2001-03-30,13000701360
2001-04-02,11759464420
2001-04-03,11120909000
2001-04-04,11117321610
2001-04-05,12634787580
2001-04-06,11838387000
2001-04-09,11443774100
2001-04-10,12484117199
2001-04-11,13990821000
2001-04-12,15199771430
2001-04-16,14127141820
2001-04-17,14112792260
2001-04-18,16250876699
2001-04-19,17456239740
2001-04-20,17043689890
2001-04-23,16179128900
2001-04-24,15623083449
2001-04-25,16107381100
2001-04-26,15300218350
2001-04-27,16053570250
2001-04-30,16971942090
2001-05-01,16896606900
2001-05-02,18080445600
2001-05-03,17129787250
2001-05-04,17456239740
2001-05-07,17041959000
2001-05-08,17243298600
2001-05-09,16664447250
2001-05-10,16448726250
2001-05-11,16250982000
2001-05-14,16179075000
2001-05-15,16326484349
2001-05-16,16959265950
2001-05-17,17401494000
2001-05-18,17707098750
2001-05-21,19109285250
2001-05-22,18713796750
2001-05-23,17922819750
2001-05-24,17437447500
2001-05-25,17473401000
2001-05-29,16862191500
2001-05-30,15636177150
2001-05-31,16017284249
2001-06-01,16502656500
2001-06-04,16197051749
2001-06-05,17473401000
2001-06-06,17491377750
2001-06-07,18444145500
2001-06-08,17728670850
2001-06-11,17052745050
2001-06-12,16556586749
2001-06-13,15855493500
2001-06-14,14597121000
2001-06-15,14611502400
2001-06-18,14776888500
2001-06-19,14802055950
2001-06-20,14687004750
2001-06-21,14471283750
2001-06-22,14201632500
2001-06-25,14381400000
2001-06-26,14967442050
2001-06-27,14873962950
2001-06-28,15693702750
2001-06-29,15549888750
2001-07-02,16268958750
2001-07-03,16233005250
2001-07-05,15733251600
2001-07-06,14715767550
2001-07-09,14636669850
2001-07-10,13942767300
2001-07-11,14093772000
2001-07-12,15905828400
2001-07-13,15474386400
2001-07-16,14561167500
2001-07-17,15147209550
2001-07-18,14043437100
2001-07-19,15118446749
2001-07-20,15549888750
2001-07-23,14780483850
2001-07-24,15132828150
2001-07-25,15596628300
2001-07-26,17354754450
2001-07-27,16898145000
2001-07-30,16808261250
2001-07-31,16538610000
2001-08-01,17976750000
2001-08-02,17940796500
2001-08-03,17617215000
2001-08-06,17826886230
2001-08-07,17412898650
2001-08-08,16704762000
2001-08-09,16730182290
2001-08-10,17231325150
2001-08-13,17790571530
2001-08-14,17797834470
2001-08-15,17111486640
2001-08-16,17510948340
2001-08-17,17307586020
2001-08-20,17492790990
2001-08-21,16432401750
2001-08-22,17300323080
2001-08-23,17583577740
2001-08-24,18211822050
2001-08-27,19065217500
2001-08-28,18622178160
2001-08-29,17707047720
2001-08-30,17104223700
2001-08-31,17383846890
2001-09-04,16450559099
2001-09-05,16112832390
2001-09-06,15426484559
2001-09-07,15397432800
2001-09-10,15223122240
2001-09-17,14159101530
2001-09-18,12630252660
2001-09-19,12317946240
2001-09-20,11693333400
2001-09-21,11348343750
2001-09-24,12092795099
2001-09-25,12800931750
2001-09-26,11929378950
2001-09-27,11638861349
2001-09-28,11874906900
2001-10-01,11544443130
2001-10-02,11671544580
2001-10-03,13418281650
2001-10-04,14002948320
2001-10-05,13886741280
2001-10-08,14373358260
2001-10-09,13280285790
2001-10-10,14322517680
2001-10-11,15971205059
2001-10-12,15655267170
2001-10-15,14525880000
2001-10-16,15277594290
2001-10-17,14438724720
2001-10-18,13000662599
2001-10-19,13135026990
2001-10-22,14068314780
2001-10-23,13730588070
2001-10-24,14057420370
2001-10-25,15114178140
2001-10-26,15433747500
2001-10-29,14090103599
2001-10-30,12964347900
2001-10-31,13799586000
2001-11-01,14525880000
2001-11-02,14616666750
2001-11-05,15092389320
2001-11-06,16178198849
2001-11-07,16432401750
2001-11-08,15615321000
2001-11-09,16069254750
2001-11-12,16454190570
2001-11-13,17220430740
2001-11-14,16958964900
2001-11-15,16577660550
2001-11-16,16813706099
2001-11-19,15905838599
2001-11-20,15252174000
2001-11-21,15106915200
2001-11-23,15321171930
2001-11-26,16087412099
2001-11-27,15546323070
2001-11-28,14816397599
2001-11-29,15379275450
2001-11-30,15433747500
2001-12-03,15237648120
2001-12-04,16214513550
2001-12-05,17165958690
2001-12-06,17333006310
2001-12-07,16824600510
2001-12-10,16327089120
2001-12-11,16225407960
2001-12-12,16672078769
2001-12-13,15978468000
2001-12-14,16461453510
2001-12-17,16697499059
2001-12-18,17140538400
2001-12-19,16388824110
2001-12-20,15604426590
2001-12-21,16214513550
2001-12-24,15651635700
2001-12-26,15760579800
2001-12-27,16058360340
2001-12-28,16388824110
2001-12-31,16120095330
2002-01-02,16468716450
2002-01-03,17307586020
2002-01-04,17412898650
2002-01-07,17013436950
2002-01-08,16919018730
2002-01-09,17195010450
2002-01-10,16922650200
2002-01-11,16933544610
2002-01-14,16018414170
2002-01-15,15923995950
2002-01-16,15506376900
2002-01-17,15622583940
2002-01-18,15615321000
2002-01-22,14907184349
2002-01-23,15252174000
2002-01-24,15742422450
2002-01-25,15713370690
2002-01-28,15884049780
2002-01-29,15128704019
2002-01-30,15796894500
2002-01-31,15905838599
2002-02-01,15666161580
2002-02-04,15412962600
2002-02-05,15318180900
2002-02-06,14949990450
2002-02-07,14341200300
2002-02-08,14169864150
2002-02-11,14909890500
2002-02-12,14672936250
2002-02-13,14807817900
2002-02-14,14567218200
2002-02-15,15062999400
2002-02-19,14446918350
2002-02-20,14399527500
2002-02-21,13488165000
2002-02-22,13699601100
2002-02-25,14592736350
2002-02-26,14115182400
2002-02-27,13925619000
2002-02-28,13564719450
2002-03-01,15161426550
2002-03-04,16021752750
2002-03-05,16623252000
2002-03-06,16302452400
2002-03-07,16411815900
2002-03-08,17334114750
2002-03-11,17115387750
2002-03-12,16466497650
2002-03-13,15864998400
2002-03-14,16065498150
2002-03-15,16510243050
2002-03-18,16696160999
2002-03-19,16787297249
2002-03-20,16167570750
2002-03-21,16495661250
2002-03-22,16298806950
2002-03-25,15609816900
2002-03-26,16058207249
2002-03-27,16043625450
2002-03-28,16419106800
2002-04-01,16750842750
2002-04-02,15864998400
2002-04-03,15427544400
2002-04-04,15606171450
2002-04-05,15577007849
2002-04-08,15595235100
2002-04-09,15055708499
2002-04-10,15278080949
2002-04-11,14727618000
2002-04-12,15172362900
2002-04-15,15307244550
2002-04-16,15999880050
2002-04-17,16229543400
2002-04-18,15857707500
2002-04-19,15128617500
2002-04-22,14964572249
2002-04-23,14468791050
2002-04-24,13900100850
2002-04-25,13688664749
2002-04-26,13211110800
2002-04-29,13032483750
2002-04-30,13473583200
2002-05-01,13415255999
2002-05-02,13181947199
2002-05-03,12551284350
2002-05-06,12342847650
2002-05-07,12481572350
2002-05-08,13927229750
2002-05-09,13452645250
2002-05-10,12981711400
2002-05-13,13927229750
2002-05-14,14485779200
2002-05-15,14295945399
2002-05-16,14412766199
2002-05-17,14748626000
2002-05-20,14639106500
2002-05-21,14438320749
2002-05-22,14350705150
2002-05-23,14160871350
2002-05-24,13817710250
2002-05-28,13562164750
2002-05-29,13390584200
2002-05-30,13306619250
2002-05-31,13368680300
2002-06-03,12788226950
2002-06-04,13138689350
2002-06-05,13098532200
2002-06-06,12649502250
2002-06-07,12521729499
2002-06-10,12569187950
2002-06-11,12174917750
2002-06-12,12280786600
2002-06-13,12269834650
2002-06-14,12236978800
2002-06-17,12777275000
2002-06-18,12532681450
2002-06-19,11846359250
2002-06-20,11079722750
2002-06-21,10718308400
2002-06-24,10900840900
2002-06-25,10291182350
2002-06-26,10404352500
2002-06-27,10959251300
2002-06-28,10842430500
2002-07-01,10218169350
2002-07-02,9820248500
2002-07-03,10422605750
2002-07-05,11240351350
2002-07-08,10477365500
2002-07-09,10112300500
2002-07-10,9601209500
2002-07-11,10119601800
2002-07-12,10345942100
2002-07-15,10397051200
2002-07-16,10513872000
2002-07-17,10521173300
2002-07-18,10039287500
2002-07-19,9718030300
2002-07-22,9345664000
2002-07-23,9163131500
2002-07-24,9298205550
2002-07-25,8407446950
2002-07-26,8067936500
2002-07-29,8852826250
2002-07-30,9181384750
2002-07-31,8798066500
2002-08-01,8097141700
2002-08-02,7666365000
2002-08-05,7262760000
2002-08-06,7771153199
2002-08-07,7851043560
2002-08-08,8406644699
2002-08-09,8323122960
2002-08-12,8315860199
2002-08-13,7992667380
2002-08-14,8490166440
2002-08-15,8715312000
2002-08-16,9623157000
2002-08-19,10055291220
2002-08-20,9405274200
2002-08-21,9913667400
2002-08-22,10029871560
2002-08-23,9427062480
2002-08-26,9572317680
2002-08-27,9383485920
2002-08-28,8824253400
2002-08-29,8918669280
2002-08-30,8751625800
2002-09-03,8290440539
2002-09-04,8548268520
2002-09-05,8225075699
2002-09-06,8533743000
2002-09-09,8635421640
2002-09-10,9078450000
2002-09-11,9329015220
2002-09-12,8537374380
2002-09-13,8352174000
2002-09-16,8003561520
2002-09-17,7872831840
2002-09-18,7752996300
2002-09-19,7349913119
2002-09-20,7259128619
2002-09-23,7124767560
2002-09-24,7222814820
2002-09-25,7760259060
2002-09-26,7625898000
2002-09-27,7538744880
2002-09-30,7153818600
2002-10-01,7680368699
2002-10-02,7771153199
2002-10-03,7549639020
2002-10-04,7012194780
2002-10-07,6779786460
2002-10-08,6743472660
2002-10-09,6641794020
2002-10-10,7273654140
2002-10-11,7792941480
2002-10-14,8116134300
2002-10-15,9060293100
2002-10-16,8526480240
2002-10-17,9245493480
2002-10-18,9350803500
2002-10-21,9906404640
2002-10-22,9005822400
2002-10-23,9594105960
2002-10-24,9256387620
2002-10-25,9790200480
2002-10-28,9623157000
2002-10-29,9299964180
2002-10-30,10167864000
2002-10-31,9732098400
2002-11-01,10055291220
2002-11-04,11151967980
2002-11-05,10567315800
2002-11-06,10531002000
2002-11-07,9768412200
2002-11-08,9775674960
2002-11-11,9252756240
2002-11-12,9877353600
2002-11-13,9782937720
2002-11-14,10698045480
2002-11-15,10509213720
2002-11-18,10313119200
2002-11-19,10167864000
2002-11-20,10825143780
2002-11-21,11253646620
2002-11-22,10785198600
2002-11-25,11355325260
2002-11-26,10607260980
2002-11-27,11329905600
2002-11-29,11144705220
2002-12-02,11199175920
2002-12-03,10737990660
2002-12-04,10037134320
2002-12-05,9811988760
2002-12-06,9946349820
2002-12-09,9347172120
2002-12-10,9906404640
2002-12-11,9902773260
2002-12-12,9895510500
2002-12-13,9554160780
2002-12-16,9793831860
2002-12-17,9772043580
2002-12-18,9169234500
2002-12-19,9060293100
2002-12-20,9241862100
2002-12-23,9379854540
2002-12-24,9209179680
2002-12-26,9074818620
2002-12-27,8969508600
2002-12-30,8642684400
2002-12-31,8668104060
2003-01-02,9405274200
2003-01-03,9445219380
2003-01-06,10026240180
2003-01-07,10073448120
2003-01-08,9808357380
2003-01-09,10294962300
2003-01-10,10509213720
2003-01-13,10058922600
2003-01-14,10171495380
2003-01-15,9968138100
2003-01-16,9659470800
2003-01-17,9071187240
2003-01-21,8933194800
2003-01-22,8940457560
2003-01-23,9307226940
2003-01-24,9089344140
2003-01-27,8936826180
2003-01-28,9092975520
2003-01-29,9147446220
2003-01-30,8559162660
2003-01-31,8689892340
2003-02-03,8647698580
2003-02-04,8647698580
2003-02-05,8556631829
2003-02-06,8392711680
2003-02-07,8399997020
2003-02-10,8545703820
2003-02-11,8742408000
2003-02-12,8742408000
2003-02-13,8698695960
2003-02-14,9798782300
2003-02-18,10112051920
2003-02-19,9944489100
2003-02-20,10163049300
2003-02-21,10294185420
2003-02-24,10148478620
2003-02-25,10188547990
2003-02-26,9929918420
2003-02-27,10323326780
2003-02-28,10622025720
2003-03-03,10163049300
2003-03-04,9955417110
2003-03-05,10141193280
2003-03-06,9926275750
2003-03-07,9835209000
2003-03-10,9489155350
2003-03-11,9518296710
2003-03-12,9747784920
2003-03-13,10603812370
2003-03-14,10476318920
2003-03-17,11059146120
2003-03-18,11244922290
2003-03-19,11175711560
2003-03-20,11008148740
2003-03-21,11157498210
2003-03-24,10549172320
2003-03-25,10873369950
2003-03-26,10815087230
2003-03-27,10709449800
2003-03-28,10523673630
2003-03-31,10017342500
2003-04-01,10108409250
2003-04-02,10775017860
2003-04-03,10800516550
2003-04-04,10629311060
2003-04-07,10877012620
2003-04-08,9969987790
2003-04-09,9973630460
2003-04-10,10042841190
2003-04-11,9806067640
2003-04-14,10177619980
2003-04-15,10312398770
2003-04-16,11022719420
2003-04-17,11408842440
2003-04-21,11474410500
2003-04-22,11922458909
2003-04-23,12130091099
2003-04-24,12017168330
2003-04-25,11408842440
2003-04-28,11933386920
2003-04-29,12319509940
2003-04-30,12064523040
2003-05-01,12079093719
2003-05-02,12111877750
2003-05-05,12357004000
2003-05-06,12510734500
2003-05-07,12291119500
2003-05-08,12049543000
2003-05-09,12536356250
2003-05-12,12887740250
2003-05-13,12664465000
2003-05-14,12444850000
2003-05-15,12898721000
2003-05-16,12785253250
2003-05-19,12181312000
2003-05-20,12309420750
2003-05-21,12536356250
2003-05-22,12781593000
2003-05-23,12774272500
2003-05-27,13433117500
2003-05-28,13561226249
2003-05-29,14029738250
2003-05-30,14110263749
2003-06-02,13682014500
2003-06-03,13854046250
2003-06-04,14457987500
2003-06-05,14205430250
2003-06-06,14102943250
2003-06-09,13433117500
2003-06-10,13645412000
2003-06-11,13337951000
2003-06-12,12920682499
2003-06-13,12605901000
2003-06-16,12810875000
2003-06-17,12408247500
2003-06-18,12873099250
2003-06-19,12873099250
2003-06-20,12441189750
2003-06-23,12097126249
2003-06-24,11987318750
2003-06-25,12093466000
2003-06-26,12649824000
2003-06-27,12463151249
2003-06-30,12744990500
2003-07-01,12902381250
2003-07-02,13111015500
2003-07-03,13176900000
2003-07-07,13436777750
2003-07-08,13649072250
2003-07-09,13703976000
2003-07-10,13268406250
2003-07-11,13433117500
2003-07-14,13967513999
2003-07-15,13923591000
2003-07-16,13876007749
2003-07-17,13224483250
2003-07-18,13067092500
2003-07-21,13089054000
2003-07-22,13718616999
2003-07-23,13725937500
2003-07-24,13590508250
2003-07-25,13974834500
2003-07-28,14183468750
2003-07-29,13908950000
2003-07-30,13649072250
2003-07-31,13890648750
2003-08-01,14461647750
2003-08-04,14781625959
2003-08-05,14208665880
2003-08-06,14230989000
2003-08-07,13866378040
2003-08-08,13405033560
2003-08-11,13680352040
2003-08-12,13572456959
2003-08-13,13788247120
2003-08-14,13799408680
2003-08-15,13524090200
2003-08-18,14286796800
2003-08-19,14435617599
2003-08-20,14450499680
2003-08-21,15068106000
2003-08-22,15443878520
2003-08-25,15142516400
2003-08-26,14733259200
2003-08-27,15242970440
2003-08-28,15239249920
2003-08-29,15254132000
2003-09-02,15514568400
2003-09-03,15246690959
2003-09-04,15309939800
2003-09-05,15544332560
2003-09-08,15901502480
2003-09-09,15581537760
2003-09-10,14595599959
2003-09-11,14815110640
2003-09-12,15082988080
2003-09-15,14833713240
2003-09-16,15358306560
2003-09-17,15131354840
2003-09-18,15313660319
2003-09-19,15332262920
2003-09-22,14882080000
2003-09-23,15179721599
2003-09-24,14435617599
2003-09-25,14394691880
2003-09-26,14208665880
2003-09-29,14621643599
2003-09-30,14145417040
2003-10-01,14621643599
2003-10-02,14818831160
2003-10-03,15626184000
2003-10-06,15626184000
2003-10-07,15990794959
2003-10-08,15644786599
2003-10-09,15920105080
2003-10-10,15990794959
2003-10-13,16039161720
2003-10-14,16321921240
2003-10-15,15964751319
2003-10-16,16031720680
2003-10-17,15667109720
2003-10-20,16005677040
2003-10-21,16690252720
2003-10-22,15961030800
2003-10-23,15577817240
2003-10-24,15440158000
2003-10-27,15689432840
2003-10-28,16511667760
2003-10-29,16474462560
2003-10-30,16649327000
2003-10-31,16493065160
2003-11-03,17017658480
2003-11-04,17118112520
2003-11-05,17385989960
2003-11-06,17702234160
2003-11-07,17787806120
2003-11-10,17438077240
2003-11-11,17501326080
2003-11-12,18111491360
2003-11-13,17653867400
2003-11-14,17170199800
2003-11-17,16831632480
2003-11-18,16701414280
2003-11-19,17333902680
2003-11-20,17043702120
2003-11-21,17553413360
2003-11-24,18148696560
2003-11-25,18267753200
2003-11-26,18234268520
2003-11-28,18509587000
2003-12-01,18528189600
2003-12-02,18386809840
2003-12-03,18156137600
2003-12-04,18063124600
2003-12-05,17545972320
2003-12-08,17337623200
2003-12-09,16749781040
2003-12-10,16842794040
2003-12-11,17545972320
2003-12-12,17400872040
2003-12-15,16720016880
2003-12-16,16366567480
2003-12-17,16262392920
2003-12-18,16786986240
2003-12-19,16500506200
2003-12-22,16507947240
2003-12-23,16682811680
2003-12-24,16734898959
2003-12-26,16690252720
2003-12-29,17066025240
2003-12-30,16999055880
2003-12-31,16984173800
2004-01-02,17036261080
2004-01-05,17560854400
2004-01-06,17955229520
2004-01-07,18133814480
2004-01-08,18457499720
2004-01-09,18163578640
2004-01-12,18710495080
2004-01-13,18636084680
2004-01-14,18863036400
2004-01-15,18792346520
2004-01-16,18788626000
2004-01-20,18572835840
2004-01-21,18174740200
2004-01-22,18029639920
2004-01-23,18100329800
2004-01-26,18267753200
2004-01-27,17549692840
2004-01-28,17549692840
2004-01-29,17709675200
2004-01-30,17802688200
2004-02-02,17532389280
2004-02-03,17588618880
2004-02-04,17161273920
2004-02-05,17243744000
2004-02-06,18008466560
2004-02-09,18027209760
2004-02-10,18282117280
2004-02-11,18739451360
2004-02-12,18364587360
2004-02-13,18983112960
2004-02-17,19095572160
2004-02-18,19264260960
2004-02-19,18765691840
2004-02-20,18495789760
2004-02-23,18075942080
2004-02-24,18555768000
2004-02-25,18825670080
2004-02-26,18949375200
2004-02-27,18705713600
2004-03-01,19264260960
2004-03-02,19174293600
2004-03-03,19020599360
2004-03-04,19121812640
2004-03-05,19039342560
2004-03-08,18315855040
2004-03-09,18012215200
2004-03-10,17753559040
2004-03-11,17689832160
2004-03-12,18083439360
2004-03-15,17468662400
2004-03-16,17318716800
2004-03-17,17667340320
2004-03-18,17273733120
2004-03-19,16910115040
2004-03-22,16910115040
2004-03-23,16827644960
2004-03-24,17277481760
2004-03-25,18113428480
2004-03-26,17506148800
2004-03-29,18012215200
2004-03-30,17940991040
2004-03-31,17997220640
2004-04-01,18364587360
2004-04-02,19016850720
2004-04-05,19009353440
2004-04-06,18611997600
2004-04-07,18544522080
2004-04-08,18686970400
2004-04-12,18754445920
2004-04-13,18458303360
2004-04-14,18454554720
2004-04-15,17866018240
2004-04-16,17843526400
2004-04-19,18004717920
2004-04-20,17225000800
2004-04-21,17243744000
2004-04-22,17322465440
2004-04-23,17851023680
2004-04-26,17266235840
2004-04-27,17030071520
2004-04-28,16887623199
2004-04-29,16490267360
2004-04-30,15969206400
2004-05-03,15953191199
2004-05-04,16285077920
2004-05-05,16635821840
2004-05-06,16643364720
2004-05-07,17254338000
2004-05-10,17295823840
2004-05-11,17582453280
2004-05-12,17367481200
2004-05-13,17329766800
2004-05-14,17616396240
2004-05-17,17243023680
2004-05-18,17997311680
2004-05-19,18068969040
2004-05-20,17944511520
2004-05-21,18133083520
2004-05-24,18053883280
2004-05-25,18366912800
2004-05-26,18404627200
2004-05-27,18468741680
2004-05-28,18536627600
2004-06-01,18257541040
2004-06-02,18117997760
2004-06-03,17710682240
2004-06-04,17970911600
2004-06-07,18804399840
2004-06-08,18762914000
2004-06-09,18193426560
2004-06-10,18253769600
2004-06-14,18121769200
2004-06-15,18325426960
2004-06-16,17978454480
2004-06-17,17216623600
2004-06-18,17246795120
2004-06-21,16982794320
2004-06-22,17503253040
2004-06-23,17548510320
2004-06-24,17348624000
2004-06-25,17420281360
2004-06-28,17201537840
2004-06-29,17405195600
2004-06-30,17755939520
2004-07-01,16914908400
2004-07-02,16688622000
2004-07-06,16051248640
2004-07-07,16273763600
2004-07-08,15979591279
2004-07-09,16311478000
2004-07-12,16077648720
2004-07-13,16111591680
2004-07-14,15602447279
2004-07-15,15609990160
2004-07-16,15100845760
2004-07-19,15010331199
2004-07-20,15323360720
2004-07-21,14987702560
2004-07-22,15368618000
2004-07-23,14806673440
2004-07-26,14629415760
2004-07-27,14572844160
2004-07-28,14459700960
2004-07-29,14678444480
2004-07-30,14972616800
2004-08-02,15123841470
2004-08-03,14380230690
2004-08-04,14320140930
2004-08-05,14320140930
2004-08-06,13595308200
2004-08-09,13490151120
2004-08-10,13460106240
2004-08-11,13426305750
2004-08-12,12705228630
2004-08-13,12607582770
2004-08-16,12851697420
2004-08-17,13283592569
2004-08-18,13659153569
2004-08-19,13756799430
2004-08-20,13790599920
2004-08-23,13801866750
