,ADI
2013-11-26,15589317120
2013-11-27,15158362440
2013-11-29,15058430920
2013-12-02,15114642400
2013-12-03,15476894160
2013-12-04,15230188220
2013-12-05,15245802520
2013-12-06,15386331220
2013-12-09,15305136860
2013-12-10,15273908259
2013-12-11,15198959620
2013-12-12,15024079460
2013-12-13,15117765259
2013-12-16,15220819640
2013-12-17,15283276840
2013-12-18,15545597080
2013-12-19,15508122759
2013-12-20,15617422860
2013-12-23,15807917320
2013-12-24,15811040180
2013-12-26,15845391640
2013-12-27,15832900200
2013-12-30,15879743100
2013-12-31,15904725980
2014-01-02,15389454080
2014-01-03,15492508460
2014-01-06,15405068380
2014-01-07,15486262740
2014-01-08,15523737060
2014-01-09,15464402720
2014-01-10,15467525580
2014-01-13,15261416820
2014-01-14,15523737060
2014-01-15,15620545720
2014-01-16,15558088520
2014-01-17,15420682680
2014-01-21,15608054279
2014-01-22,15729845820
2014-01-23,15430051259
2014-01-24,15067799500
2014-01-27,15058430920
2014-01-28,15148993860
2014-01-29,15074045220
2014-01-30,15267662540
2014-01-31,15074045220
2014-02-03,14815442880
2014-02-04,14950242720
2014-02-05,15000400800
2014-02-06,15157144800
2014-02-07,15351507360
2014-02-10,15429879360
2014-02-11,15596028000
2014-02-12,15639916320
2014-02-13,15890706720
2014-02-14,15915785760
2014-02-18,16059990239
2014-02-19,16166576160
2014-02-20,16113283200
2014-02-21,16025506560
2014-02-24,15975348480
2014-02-25,15925190400
2014-02-26,15937729920
2014-02-27,15997292640
2014-02-28,15931460160
2014-03-03,15856223040
2014-03-04,16050585600
2014-03-05,16063125120
2014-03-06,16166576160
2014-03-07,16248083040
2014-03-10,16238678400
2014-03-11,16150901760
2014-03-12,16216734239
2014-03-13,15815469600
2014-03-14,15702613920
2014-03-17,15887571840
2014-03-18,16125822720
2014-03-19,16175980800
2014-03-20,16686966239
2014-03-21,16690101120
2014-03-24,16806091680
2014-03-25,16705775520
2014-03-26,16536492000
2014-03-27,16483199040
2014-03-28,16564705920
2014-03-31,16658752320
2014-04-01,16953431040
2014-04-02,16947161280
2014-04-03,16922082239
2014-04-04,16589784960
2014-04-07,16652482560
2014-04-08,16915812480
2014-04-09,17022398400
2014-04-10,16454985120
2014-04-11,16329589920
2014-04-14,16445580480
2014-04-15,16671291840
2014-04-16,16348399200
2014-04-17,16567840800
2014-04-21,16583515200
2014-04-22,16708910400
2014-04-23,16705775520
2014-04-24,16834305600
2014-04-25,16119552960
2014-04-28,15984753120
2014-04-29,16047450720
2014-04-30,16078799520
2014-05-01,15931460160
2014-05-02,16116418079
2014-05-05,16080244200
2014-05-06,15942000600
2014-05-07,15960852000
2014-05-08,16121088900
2014-05-09,16102237500
2014-05-12,16410143699
2014-05-13,16171359300
2014-05-14,16042541400
2014-05-15,15954568200
2014-05-16,16212204000
2014-05-19,16331596199
2014-05-20,16331596199
2014-05-21,16127372700
2014-05-22,16256190600
2014-05-23,16460414100
2014-05-27,16658353800
2014-05-28,16479265500
2014-05-29,16419569400
2014-05-30,16457272200
2014-06-02,16454130300
2014-06-03,16485549300
2014-06-04,16491833100
2014-06-05,16516968300
2014-06-06,16554671100
2014-06-09,17377848900
2014-06-10,17528660100
2014-06-11,17478389700
2014-06-12,17418693600
2014-06-13,17475247800
2014-06-16,17437545000
2014-06-17,17500383000
2014-06-18,17321294700
2014-06-19,17258456700
2014-06-20,17183051100
2014-06-23,17129638800
2014-06-24,16925415300
2014-06-25,16887712500
2014-06-26,16824874500
2014-06-27,16809165000
2014-06-30,16988253300
2014-07-01,17129638800
2014-07-02,17095077899
2014-07-03,17227037700
2014-07-07,17173625399
2014-07-08,17107645500
2014-07-09,17198760600
2014-07-10,17091936000
2014-07-11,17057375100
2014-07-14,16919131500
2014-07-15,16881428699
2014-07-16,16862577300
2014-07-17,16633218600
2014-07-18,16802881199
2014-07-21,16796597400
2014-07-22,16887712500
2014-07-23,16111663200
2014-07-24,16117947000
2014-07-25,15759770399
2014-07-28,15882304500
2014-07-29,15872878800
2014-07-30,15979703400
2014-07-31,15593249700
2014-08-01,15712641900
2014-08-04,15467205060
2014-08-05,15454754100
2014-08-06,15579263700
2014-08-07,15230636820
2014-08-08,15420513960
2014-08-11,15541910820
2014-08-12,15619729320
2014-08-13,15728675220
2014-08-14,15794042760
2014-08-15,15931003320
2014-08-18,15980807160
2014-08-19,16099091280
2014-08-20,16239164580
2014-08-21,16354335960
2014-08-22,16341885000
2014-08-25,16164458820
2014-08-26,16251615540
2014-08-27,15884312220
2014-08-28,15965243460
2014-08-29,15912326880
2014-09-02,15756689880
2014-09-03,15641518500
2014-09-04,15691322339
2014-09-05,15632180280
2014-09-08,15585489180
2014-09-09,15501445200
2014-09-10,15451641360
2014-09-11,15488994240
2014-09-12,15289778880
2014-09-15,15211960380
2014-09-16,15314680800
2014-09-17,15448528620
2014-09-18,15653969460
2014-09-19,15560587260
2014-09-22,15538798080
2014-09-23,15460979580
2014-09-24,15563700000
2014-09-25,15451641360
2014-09-26,15573038220
2014-09-29,15504557940
2014-09-30,15404950260
2014-10-01,15018970500
2014-10-02,14878897200
2014-10-03,14810416920
2014-10-06,14676569100
2014-10-07,14383971540
2014-10-08,14863333500
2014-10-09,14424437160
2014-10-10,13524855300
2014-10-13,13415909400
2014-10-14,13527968040
2014-10-15,13733408880
2014-10-16,13882820400
2014-10-17,13988653560
2014-10-20,14106937680
2014-10-21,14542721280
2014-10-22,14324829480
2014-10-23,14449339080
2014-10-24,14583186900
2014-10-27,14511593880
2014-10-28,14626765260
2014-10-29,14726372940
2014-10-30,14629878000
2014-10-31,15445415880
2014-11-03,15476543280
2014-11-04,15392499300
2014-11-05,15573038220
2014-11-06,15632180280
2014-11-07,15638405760
2014-11-10,15694435080
2014-11-11,15607278360
2014-11-12,15644631240
2014-11-13,15629067540
2014-11-14,15756689880
2014-11-17,15672645900
2014-11-18,15955905240
2014-11-19,15797155500
2014-11-20,15927890580
2014-11-21,16077302100
2014-11-24,16123993200
2014-11-25,16095978540
2014-11-26,16983109440
2014-11-28,17008011360
2014-12-01,17011124100
2014-12-02,17185437540
2014-12-03,17590093740
2014-12-04,17624333880
2014-12-05,17848451160
2014-12-08,17487373320
2014-12-09,17546515380
2014-12-10,17319285360
2014-12-11,17509162500
2014-12-12,17406442080
2014-12-15,17250805080
2014-12-16,17051589720
2014-12-17,17428231260
2014-12-18,17761294440
2014-12-19,17664799500
2014-12-22,17895142260
2014-12-23,17636784840
2014-12-24,17652348540
2014-12-26,17518500720
2014-12-29,17456245920
2014-12-30,17294383440
2014-12-31,17281932480
2015-01-02,17288157960
2015-01-05,16973771220
2015-01-06,16575340500
2015-01-07,16749653940
2015-01-08,17045364240
2015-01-09,17032913280
2015-01-12,16861712580
2015-01-13,16668722700
2015-01-14,16656271740
2015-01-15,16413478019
2015-01-16,16712301060
2015-01-20,16930192860
2015-01-21,16989334920
2015-01-22,17042251500
2015-01-23,16967545740
2015-01-26,17014236839
2015-01-27,16612693380
2015-01-28,16475732820
2015-01-29,16569115019
2015-01-30,16220488140
2015-02-02,16352118000
2015-02-03,16874260200
2015-02-04,16814854800
2015-02-05,17180667000
2015-02-06,17199426600
2015-02-09,17058729600
2015-02-10,17365136400
2015-02-11,17390149200
2015-02-12,17734075200
2015-02-13,17837253000
2015-02-17,18387534600
2015-02-18,18253090800
2015-02-19,18337509000
2015-02-20,18487585800
2015-02-23,18440686800
2015-02-24,18637662600
2015-02-25,18443813400
2015-02-26,18409420800
2015-02-27,18303116400
2015-03-02,18690814800
2015-03-03,18365648400
2015-03-04,18259344000
2015-03-05,18274977000
2015-03-06,18112393800
2015-03-09,18278103600
2015-03-10,17884152000
2015-03-11,17912291400
2015-03-12,17981076600
2015-03-13,17987329800
2015-03-16,18384408000
2015-03-17,18371901600
2015-03-18,18656422200
2015-03-19,18759600000
2015-03-20,19094146200
2015-03-23,18884664000
2015-03-24,18872157600
2015-03-25,17996709600
2015-03-26,17952937200
2015-03-27,18396914400
2015-03-30,20263494600
2015-03-31,19697580000
2015-04-01,19563136200
2015-04-02,19459958400
2015-04-06,19628794800
2015-04-07,19772618400
2015-04-08,19907062200
2015-04-09,20019619800
2015-04-10,20085278400
2015-04-13,19932075000
2015-04-14,19563136200
2015-04-15,19988353800
2015-04-16,20044632600
2015-04-17,19828897200
2015-04-20,19922695200
2015-04-21,20125924200
2015-04-22,20163443400
2015-04-23,19882049400
2015-04-24,19550629800
2015-04-27,19594402200
2015-04-28,19766365200
2015-04-29,19641301200
2015-04-30,19334894400
2015-05-01,19781998200
2015-05-04,19852720250
2015-05-05,19388182290
2015-05-06,19347378280
2015-05-07,19472929080
2015-05-08,19686365440
2015-05-11,19661255280
2015-05-12,19485484160
2015-05-13,19535704480
2015-05-14,19899801800
2015-05-15,19830748860
2015-05-18,19887246720
2015-05-19,19915495650
2015-05-20,20772379860
2015-05-21,20555804730
2015-05-22,21061146700
2015-05-26,20982677450
2015-05-27,21434660330
2015-05-28,21440937870
2015-05-29,21331080919
2015-06-01,21579043750
2015-06-02,21252611669
2015-06-03,21120783330
2015-06-04,21010926380
2015-06-05,21145893490
2015-06-08,20700188150
2015-06-09,20618580130
2015-06-10,21255750440
2015-06-11,21098811940
2015-06-12,20797490020
2015-06-15,20935595900
2015-06-16,20913624510
2015-06-17,21101950710
2015-06-18,21437799100
2015-06-19,21315387070
2015-06-22,21349913540
2015-06-23,21196113810
2015-06-24,20979538680
2015-06-25,20901069430
2015-06-26,20653106600
2015-06-29,20084989230
2015-06-30,20147764630
2015-07-01,20267037889
2015-07-02,20207401260
2015-07-06,19959438430
2015-07-07,19893524260
2015-07-08,19441541380
2015-07-09,19111970530
2015-07-10,19306574270
2015-07-13,19419569990
2015-07-14,19654977740
2015-07-15,19749140840
2015-07-16,19720891910
2015-07-17,19604757420
2015-07-20,19457235230
2015-07-21,19485484160
2015-07-22,18408886050
2015-07-23,18848313850
2015-07-24,18358665730
2015-07-27,18170339530
2015-07-28,18515604230
2015-07-29,18452828830
2015-07-30,18462245140
2015-07-31,18308445410
2015-08-03,18256109220
2015-08-04,18196987680
2015-08-05,18887776200
2015-08-06,18318342420
2015-08-07,18548605260
2015-08-10,19009130940
2015-08-11,18477037080
2015-08-12,18589056840
2015-08-13,18358794000
2015-08-14,18309007440
2015-08-17,18514377000
2015-08-18,18016511400
2015-08-19,18165871080
2015-08-20,16746954120
2015-08-21,16734507480
2015-08-24,16077947220
2015-08-25,15748111260
2015-08-26,16871420520
2015-08-27,17574655680
2015-08-28,17565320700
2015-08-31,17381732760
2015-09-01,16662939300
2015-09-02,16986551940
2015-09-03,17167028220
2015-09-04,16790517360
2015-09-08,17976059820
2015-09-09,17509310820
2015-09-10,17428407660
2015-09-11,17534204100
2015-09-14,17910714960
2015-09-15,18140977800
2015-09-16,18187652700
2015-09-17,18025846380
2015-09-18,17633777220
2015-09-21,17621330580
2015-09-22,17170139880
2015-09-23,17176363200
2015-09-24,16802964000
2015-09-25,16939877040
2015-09-28,16638046020
2015-09-29,16818522300
2015-09-30,17552874060
2015-10-01,17095460040
2015-10-02,17328834540
2015-10-05,17870263380
2015-10-06,17702233740
2015-10-07,18007176420
2015-10-08,17960501520
2015-10-09,17640000540
2015-10-12,17605772280
2015-10-13,17440854300
2015-10-14,18978014340
2015-10-15,19068252480
2015-10-16,18729081540
2015-10-19,18738416520
2015-10-20,18794426400
2015-10-21,19214500500
2015-10-22,19727924400
2015-10-23,19796380920
2015-10-26,19146043980
2015-10-27,19102480740
2015-10-28,19248728760
2015-10-29,18663736680
2015-10-30,18707299920
2015-11-02,18775756440
2015-11-03,18875329560
2015-11-04,18822431340
2015-11-05,18781979760
2015-11-06,19198942200
2015-11-09,18968679360
2015-11-10,18660625020
2015-11-11,18638843400
2015-11-12,18501930360
2015-11-13,18088079580
2015-11-16,18196987680
2015-11-17,18452143800
2015-11-18,18900222840
2015-11-19,18598391820
2015-11-20,18489483720
2015-11-23,17674228800
2015-11-24,18800649720
2015-11-25,18747751500
2015-11-27,18809984700
2015-11-30,19177160580
2015-12-01,19158490620
2015-12-02,18900222840
2015-12-03,18374352300
2015-12-04,18424138860
2015-12-07,18203211000
2015-12-08,18053851320
2015-12-09,17627553900
2015-12-10,17783136900
2015-12-11,17714680380
2015-12-14,17680452120
2015-12-15,17596437300
2015-12-16,17901379980
2015-12-17,17462635920
2015-12-18,17167028220
2015-12-21,17372397780
2015-12-22,17431519320
2015-12-23,17574655680
2015-12-24,17674228800
2015-12-28,17565320700
2015-12-29,17832923460
2015-12-30,17596437300
2015-12-31,17213703120
2016-01-04,16939877040
2016-01-05,16815410640
2016-01-06,16099728840
2016-01-07,15688989720
2016-01-08,15552076679
2016-01-11,15922364220
2016-01-12,16071723900
2016-01-13,15589416600
2016-01-14,15713883000
2016-01-15,15502290120
2016-01-19,15368488740
2016-01-20,15738776280
2016-01-21,15723217980
2016-01-22,15987709080
2016-01-25,15885024300
2016-01-26,15959704140
2016-01-27,15956592480
2016-01-28,16105952160
2016-01-29,16759400760
2016-02-01,16418364300
2016-02-02,15853278600
2016-02-03,15865630200
2016-02-04,15955179300
2016-02-05,15383917800
2016-02-08,15180116399
2016-02-09,15226434900
2016-02-10,15118358400
2016-02-11,15081303600
2016-02-12,15328335600
2016-02-16,16078695300
2016-02-17,16282496699
2016-02-18,16069431600
2016-02-19,16087959000
2016-02-22,16245441900
2016-02-23,15890333400
2016-02-24,15998409900
2016-02-25,16362782100
2016-02-26,16501737600
2016-02-29,16362782100
2016-03-01,16890813000
2016-03-02,17110053899
2016-03-03,17128581300
2016-03-04,17224306200
2016-03-07,17443547100
2016-03-08,17088438600
2016-03-09,16961834700
2016-03-10,17020504800
2016-03-11,17273712600
2016-03-14,17190339300
2016-03-15,17326206900
2016-03-16,17557799400
2016-03-17,17869677300
2016-03-18,18221697900
2016-03-21,18172291500
2016-03-22,18070390800
2016-03-23,18011720700
2016-03-24,18107445600
2016-03-28,18008632800
2016-03-29,18156852000
2016-03-30,18252576900
2016-03-31,18277280100
2016-04-01,18212434200
2016-04-04,18144500400
2016-04-05,18058039200
2016-04-06,18268016400
2016-04-07,18020984400
2016-04-08,18156852000
2016-04-11,18095094000
2016-04-12,18156852000
2016-04-13,18465642000
2016-04-14,18354477600
2016-04-15,18113621400
2016-04-18,18125973000
2016-04-19,17980841700
2016-04-20,18274192200
2016-04-21,18159939900
2016-04-22,18058039200
2016-04-25,18042599700
2016-04-26,18320510700
2016-04-27,18416235600
2016-04-28,17866589400
2016-04-29,17391052800
2016-05-02,17509766350
2016-05-03,17270201050
2016-05-04,17147347050
2016-05-05,17104348150
2016-05-06,17036778450
2016-05-09,16963066049
2016-05-10,17230273500
2016-05-11,17122776250
2016-05-12,16861711500
2016-05-13,16806427200
2016-05-16,17024493050
2016-05-17,17006064950
2016-05-18,17144275700
2016-05-19,17107419500
2016-05-20,17365412900
2016-05-23,17432982600
2016-05-24,17881399700
2016-05-25,17896756450
2016-05-26,17902899150
2016-05-27,17948969400
2016-05-31,17967397500
2016-06-01,18013467750
2016-06-02,17899827800
2016-06-03,17847614850
2016-06-06,17534337150
2016-06-07,17749331650
2016-06-08,17746260300
2016-06-09,17678690600
2016-06-10,17494409600
2016-06-13,17466767450
2016-06-14,17528194450
2016-06-15,17466767450
2016-06-16,17475981500
2016-06-17,17196488650
2016-06-20,17442196650
2016-06-21,17525123100
2016-06-22,17460624750
2016-06-23,17847614850
2016-06-24,16904710400
2016-06-27,16139944250
2016-06-28,16680501850
2016-06-29,17082848700
2016-06-30,17396126400
2016-07-01,17393055050
2016-07-05,17002993600
2016-07-06,17033707100
2016-07-07,17184203250
2016-07-08,17733974900
2016-07-11,17890613750
2016-07-12,18117893650
2016-07-13,18280675200
2016-07-14,18434242700
2016-07-15,18474170250
2016-07-18,18560168050
2016-07-19,18511026450
2016-07-20,18640023150
2016-07-21,18412743250
2016-07-22,18550954000
2016-07-25,18590881550
2016-07-26,19309577450
2016-07-27,19450859550
2016-07-28,19724209700
2016-07-29,19604427050
2016-08-01,19756128280
2016-08-02,19404112240
2016-08-03,19413375820
2016-08-04,19558505240
2016-08-05,19666580340
2016-08-08,19589383840
2016-08-09,19706722520
2016-08-10,19697458940
2016-08-11,19805534040
2016-08-12,19836412640
2016-08-15,20154462220
2016-08-16,20034035680
2016-08-17,19824061200
2016-08-18,19802446180
2016-08-19,19805534040
2016-08-22,19712898240
2016-08-23,19700546800
2016-08-24,19360882200
2016-08-25,19367057920
2016-08-26,19441166560
2016-08-29,19419551540
2016-08-30,19422639400
2016-08-31,19317652160
2016-09-01,19472045160
2016-09-02,19499835900
2016-09-06,19370145780
2016-09-07,19036656900
2016-09-08,18962548260
2016-09-09,18409821320
2016-09-12,18718607320
2016-09-13,18666113700
2016-09-14,18811243120
2016-09-15,19345442900
2016-09-16,19160171300
2016-09-19,19286773560
2016-09-20,19249719240
2016-09-21,19546153800
2016-09-22,19663492480
2016-09-23,19524538780
2016-09-26,19231192080
2016-09-27,19703634660
2016-09-28,19740688980
2016-09-29,19682019640
2016-09-30,19901257700
2016-10-03,19839500500
2016-10-04,19836412640
2016-10-05,19972278480
2016-10-06,19990805640
2016-10-07,19891994120
2016-10-10,19561593100
2016-10-11,19175610600
2016-10-12,18894615340
2016-10-13,18746398060
2016-10-14,19163259160
2016-10-17,19052096200
2016-10-18,19187962040
2016-10-19,19116941260
2016-10-20,19598647420
2016-10-21,19425727260
2016-10-24,19768479720
2016-10-25,19780831160
2016-10-26,19589383840
2016-10-27,19536890220
2016-10-28,19617174580
2016-10-31,19793182600
2016-11-01,19638789600
2016-11-02,19657316760
2016-11-03,19715986100
2016-11-04,19586295980
2016-11-07,19873466960
2016-11-08,20024772100
2016-11-09,20061826420
2016-11-10,19839500500
2016-11-11,20169901519
2016-11-14,20521917559
2016-11-15,21062293059
2016-11-16,20960393680
2016-11-17,21062293059
2016-11-18,21142577420
2016-11-21,21559438519
2016-11-22,22507411540
2016-11-23,22723561740
2016-11-25,22911921200
2016-11-28,22899569760
2016-11-29,23013820580
2016-11-30,22924272640
2016-12-01,21309321860
2016-12-02,21648986460
2016-12-05,21800291600
2016-12-06,21923806000
2016-12-07,22522850840
2016-12-08,22813109680
2016-12-09,22584608040
2016-12-12,22510499400
2016-12-13,22572256600
2016-12-14,22399336440
2016-12-15,22729737460
2016-12-16,22260382740
2016-12-19,22482708660
2016-12-20,22664892400
2016-12-21,22726649600
2016-12-22,22680331700
2016-12-23,22800758240
2016-12-27,22945887660
2016-12-28,22714298160
2016-12-29,22720473880
2016-12-30,22424039320
2017-01-03,22390072860
2017-01-04,22343754960
2017-01-05,22022617519
2017-01-06,22109077600
2017-01-09,22214064840
2017-01-10,22340667100
2017-01-11,22424039320
2017-01-12,22300524920
2017-01-13,22439478620
2017-01-17,22319052080
2017-01-18,22544465860
2017-01-19,22368457840
2017-01-20,22504323680
2017-01-23,22473445080
2017-01-24,22698858860
2017-01-25,23016908440
2017-01-26,22911921200
2017-01-27,23754906980
2017-01-30,26035584480
2017-01-31,25578221040
2017-02-01,25998039720
2017-02-02,25677202680
2017-02-03,25776184320
2017-02-06,25779597480
2017-02-07,26045823960
2017-02-08,26445163680
2017-02-09,26114087160
2017-02-10,26120913480
2017-02-13,26595342720
2017-02-14,26568037440
2017-02-15,27851385599
2017-02-16,27977672520
2017-02-17,28151743680
2017-02-21,28267791119
2017-02-22,28008390960
2017-02-23,27854798760
2017-02-24,27878690880
2017-02-27,28083480480
2017-02-28,27964019880
2017-03-01,28588628160
2017-03-02,28551083400
2017-03-03,28390664880
2017-03-06,28619346599
2017-03-07,28469167560
2017-03-08,28493059680
2017-03-09,28387251720
2017-03-10,28056175200
2017-03-13,28247312160
2017-03-14,28561322880
2017-03-15,28503299160
2017-03-16,28233659520
2017-03-17,28417970160
2017-03-20,28295096400
2017-03-21,27919648800
2017-03-22,28028869920
2017-03-23,27830906640
2017-03-24,27865038240
2017-03-27,27783122400
2017-03-28,28056175200
2017-03-29,27957193560
2017-03-30,28056175200
2017-03-31,27970846200
2017-04-03,27728511840
2017-04-04,27728511840
2017-04-05,27318932640
2017-04-06,27414501119
2017-04-07,27308693160
2017-04-10,27076598280
2017-04-11,26649953280
2017-04-12,26236960920
2017-04-13,26114087160
2017-04-17,26073129240
2017-04-18,26421271560
2017-04-19,26277918840
2017-04-20,26847916560
2017-04-21,26496361080
2017-04-24,27039053520
2017-04-25,27083424599
2017-04-26,26615821680
2017-04-27,26571450599
2017-04-28,26008279200
2017-05-01,27996749300
2017-05-02,27735955650
2017-05-03,27769013999
2017-05-04,27791052900
2017-05-05,27838803850
2017-05-08,28055519700
2017-05-09,28834227500
2017-05-10,29028904450
2017-05-11,28812188600
2017-05-12,28881978450
2017-05-15,29462336149
2017-05-16,29770880750
2017-05-17,28804842300
2017-05-18,29561511200
2017-05-19,29840670600
2017-05-22,30152888350
2017-05-23,30105137399
2017-05-24,30163907800
2017-05-25,30244717100
2017-05-26,30417355150
2017-05-30,31148312000
2017-05-31,31500934400
2017-06-01,30196966149
2017-06-02,29719456650
2017-06-05,28926056250
2017-06-06,29421931499
2017-06-07,29690071450
2017-06-08,30281448600
2017-06-09,28870958999
2017-06-12,29289698100
2017-06-13,29836997450
2017-06-14,29730476100
2017-06-15,29293371250
2017-06-16,29399892600
2017-06-19,29521106550
2017-06-20,29091348000
2017-06-21,29377853700
2017-06-22,29870055799
2017-06-23,29954538250
2017-06-26,29594569549
2017-06-27,28701994100
2017-06-28,29091348000
2017-06-29,28555068100
2017-06-30,28577107000
2017-07-03,27956344650
2017-07-05,28555068100
2017-07-06,28404468950
2017-07-07,28823208050
2017-07-10,28918709950
2017-07-11,29333775900
2017-07-12,29521106550
2017-07-13,29484375050
2017-07-14,29954538250
2017-07-17,29785573350
2017-07-18,29803939100
2017-07-19,29521106550
2017-07-20,29697417749
2017-07-21,29003192399
2017-07-24,28926056250
2017-07-25,29208888800
2017-07-26,29649666800
2017-07-27,29219908250
2017-07-28,29106040600
2017-07-31,29162037930
2017-08-01,29139892350
2017-08-02,29091910259
2017-08-03,28767108420
2017-08-04,28708053540
2017-08-07,29110364910
2017-08-08,29147274210
2017-08-09,28781872140
2017-08-10,28357415190
2017-08-11,28804017720
2017-08-14,29490530700
2017-08-15,29512676279
2017-08-16,29549585580
2017-08-17,28626853080
2017-08-18,28693289820
2017-08-21,28678526100
2017-08-22,29221092810
2017-08-23,29184183509
2017-08-24,29258002110
2017-08-25,29147274210
2017-08-28,29320747920
2017-08-29,29361348150
2017-08-30,30900465960
2017-08-31,30882011310
2017-09-01,31144067340
2017-09-05,30634719000
2017-09-06,30453863430
2017-09-07,29933442299
2017-09-08,29689840920
2017-09-11,30346826460
2017-09-12,30320989950
2017-09-13,30287771580
2017-09-14,30391117620
2017-09-15,30944757120
2017-09-18,31435650810
2017-09-19,31461487320
2017-09-20,30889393170
2017-09-21,31092394320
2017-09-22,31343377560
2017-09-25,30959520840
2017-09-26,30970593630
2017-09-27,31343377560
2017-09-28,31609124520
2017-09-29,31804743810
2017-10-02,31675561259
2017-10-03,31705088700
2017-10-04,32111091000
2017-10-05,32439583770
2017-10-06,32432201910
2017-10-09,32373147029
2017-10-10,32476493070
2017-10-11,32690567009
2017-10-12,32786531190
2017-10-13,32871422580
2017-10-16,32786531190
2017-10-17,32827131420
2017-10-18,32849277000
2017-10-19,32775458400
2017-10-20,32823440490
2017-10-23,32764385610
2017-10-24,33325406970
2017-10-25,33166696980
2017-10-26,33425062080
2017-10-27,33664972529
2017-10-30,33705572759
2017-10-31,33698190900
2017-11-01,33583772070
2017-11-02,33509953470
2017-11-03,33886428330
2017-11-06,34059902040
2017-11-07,33919646700
2017-11-08,33956556000
2017-11-09,33107642100
2017-11-10,33067041870
2017-11-13,33229442790
2017-11-14,33380770920
2017-11-15,32908331880
2017-11-16,33395534640
2017-11-17,33373389060
2017-11-20,34351485509
2017-11-21,33288497670
2017-11-22,32720094450
2017-11-24,32904640950
2017-11-27,32277182850
2017-11-28,32136927509
2017-11-29,31616506380
2017-11-30,31782598230
2017-12-01,31520542200
2017-12-04,31295395470
2017-12-05,31310159190
2017-12-06,31524233130
2017-12-07,31782598230
2017-12-08,31564833360
2017-12-11,31668179400
2017-12-12,31550069640
2017-12-13,31439341740
2017-12-14,31535305920
2017-12-15,31996672170
2017-12-18,32513402370
2017-12-19,32461729350
2017-12-20,32720094450
2017-12-21,32720094450
2017-12-22,32793913049
2017-12-26,32712712590
2017-12-27,32886186299
2017-12-28,32989532340
2017-12-29,32860349790
2018-01-02,33321716040
2018-01-03,33735100200
2018-01-04,33698190900
2018-01-05,33834755310
2018-01-08,33893810190
2018-01-09,33823682520
2018-01-10,33258970230
2018-01-11,33657590670
2018-01-12,33963937860
2018-01-16,34362558300
2018-01-17,35274218010
2018-01-18,35890603320
2018-01-19,35484601020
2018-01-22,35672838450
2018-01-23,35606401710
2018-01-24,35189326620
2018-01-25,33949174140
2018-01-26,34635687120
2018-01-29,34613541540
2018-01-30,33790464150
2018-01-31,33912264840
2018-02-01,33827373450
2018-02-02,32889877230
2018-02-05,31630793600
2018-02-06,32793799360
2018-02-07,31612274399
2018-02-08,30623349120
2018-02-09,31086329120
2018-02-12,31501159200
2018-02-13,31238186560
2018-02-14,31530789920
2018-02-15,31630793600
2018-02-16,31886358560
2018-02-20,32745649440
2018-02-21,32745649440
2018-02-22,32801207040
2018-02-23,33471602080
2018-02-26,34208666240
2018-02-27,34171627840
2018-02-28,33390117600
2018-03-01,32708611040
2018-03-02,33160479520
2018-03-05,33756797760
2018-03-06,34049401120
2018-03-07,34349412160
2018-03-08,34342004480
2018-03-09,35086476320
2018-03-12,35382783520
2018-03-13,35060549440
2018-03-14,34849430560
2018-03-15,34793872960
2018-03-16,34871653600
2018-03-19,34630904000
2018-03-20,34338300639
2018-03-21,34371635200
2018-03-22,33534567360
2018-03-23,32482676800
2018-03-26,34486454240
2018-03-27,33723463200
2018-03-28,33301225440
2018-03-29,33753093920
2018-04-02,32871580000
2018-04-03,33156775680
2018-04-04,33793836160
2018-04-05,33682720960
2018-04-06,32708611040
2018-04-09,32590088160
2018-04-10,33345671520
2018-04-11,33630867200
2018-04-12,34453119680
2018-04-13,34364227520
2018-04-16,34497565760
2018-04-17,35249445280
2018-04-18,35027214880
2018-04-19,33279002399
2018-04-20,33245667840
2018-04-23,32593792000
2018-04-24,32464157600
2018-04-25,32508603680
2018-04-26,32853060800
2018-04-27,32475269120
2018-04-30,32353042399
2018-05-01,32912322240
2018-05-02,32704907200
2018-05-03,32560457440
2018-05-04,33434563680
2018-05-07,33604007500
2018-05-08,33945617300
2018-05-09,34391195300
2018-05-10,34658542100
2018-05-11,34383769000
2018-05-14,34855339050
2018-05-15,34740231400
2018-05-16,35189522550
2018-05-17,35289777600
2018-05-18,35230367200
2018-05-21,35386319500
2018-05-22,35538558650
2018-05-23,35048422850
2018-05-24,35289777600
2018-05-25,35442016750
2018-05-29,35048422850
2018-05-30,35267498700
2018-05-31,36084391700
2018-06-01,36537396000
2018-06-04,37124073700
2018-06-05,37369141600
2018-06-06,37911261500
2018-06-07,37859277400
2018-06-08,37525093900
2018-06-11,37647627850
2018-06-12,37881556300
2018-06-13,37521380750
2018-06-14,37762735500
2018-06-15,37688472500
2018-06-18,37536233350
2018-06-19,37153778900
2018-06-20,37502815000
2018-06-21,36819595400
2018-06-22,36793603350
2018-06-25,36444567250
2018-06-26,36652503650
2018-06-27,35831897500
2018-06-28,35627674250
2018-06-29,35616534800
2018-07-02,35761347650
2018-07-03,35092980650
2018-07-05,35794766000
2018-07-06,36091818000
2018-07-09,36084391700
2018-07-10,36589380100
2018-07-11,35727929300
2018-07-12,36537396000
2018-07-13,36433427800
2018-07-16,36255196600
