,GTE
2013-09-27,2077896894.0
2013-09-30,2007677781.0
2013-10-01,2041658223.0
2013-10-02,2038826520.0
2013-10-03,2010509485.0
2013-10-04,2112450810.0
2013-10-07,2081302072.0
2013-10-08,2021836299.0
2013-10-09,2050153334.0
2013-10-10,2084133775.0
2013-10-11,2123777625.0
2013-10-14,2166253177.0
2013-10-15,2038826520.0
2013-10-16,2143599549.0
2013-10-17,2157758067.0
2013-10-18,2180411695.0
2013-10-21,2169084881.0
2013-10-22,2180411695.0
2013-10-23,2129441032.0
2013-10-24,2132272735.0
2013-10-25,2152094660.0
2013-10-28,2140767845.0
2013-10-29,2101123997.0
2013-10-30,2143599549.0
2013-10-31,2149262956.0
2013-11-01,2152094660.0
2013-11-04,2222887247.0
2013-11-05,2242709172.0
2013-11-06,2183243398.0
2013-11-07,2120945921.0
2013-11-08,2154926363.0
2013-11-11,2194570212.0
2013-11-12,2016172892.0
2013-11-13,2064311851.0
2013-11-14,2038826520.0
2013-11-15,2069975258.0
2013-11-18,2081302072.0
2013-11-19,2120945921.0
2013-11-20,2075638665.0
2013-11-21,2123777625.0
2013-11-22,2120945921.0
2013-11-25,2067143555.0
2013-11-26,2044489927.0
2013-11-27,2013341188.0
2013-11-29,2010509485.0
2013-12-02,1942548600.0
2013-12-03,1987855857.0
2013-12-04,2002014374.0
2013-12-05,1996350967.0
2013-12-06,1999182670.0
2013-12-09,1962370525.0
2013-12-10,1979360746.0
2013-12-11,1973697339.0
2013-12-12,1953875415.0
2013-12-13,2010509485.0
2013-12-16,2010509485.0
2013-12-17,1979360746.0
2013-12-18,1999182670.0
2013-12-19,1985024153.0
2013-12-20,1976529043.0
2013-12-23,1979360746.0
2013-12-24,1982192450.0
2013-12-26,2002014374.0
2013-12-27,1996350967.0
2013-12-30,2044489927.0
2013-12-31,2070449311.0
2014-01-02,2025131680.0
2014-01-03,2047790496.0
2014-01-06,2044958144.0
2014-01-07,2044958144.0
2014-01-08,2033628736.0
2014-01-09,1985478751.0
2014-01-10,1988311104.0
2014-01-13,1954322880.0
2014-01-14,1993975808.0
2014-01-15,2002472864.0
2014-01-16,2008137568.0
2014-01-17,1996808160.0
2014-01-21,2019466976.0
2014-01-22,2192240448.0
2014-01-23,2141258111.0
2014-01-24,2078946368.0
2014-01-27,2084611071.0
2014-01-28,2121431648.0
2014-01-29,2064784608.0
2014-01-30,2101605184.0
2014-01-31,2138425760.0
2014-02-03,2118599296.0
2014-02-04,2112934591.0
2014-02-05,2112934591.0
2014-02-06,2110102240.0
2014-02-07,2107269888.0
2014-02-10,2087443424.0
2014-02-11,2098772831.0
2014-02-12,2110102240.0
2014-02-13,2104437536.0
2014-02-14,2107269888.0
2014-02-18,2183743392.0
2014-02-19,2138425760.0
2014-02-20,2146922816.0
2014-02-21,2135593408.0
2014-02-24,2155419872.0
2014-02-25,2152587520.0
2014-02-26,2059119904.0
2014-02-27,2005305216.0
2014-02-28,2008137568.0
2014-03-03,2010969920.0
2014-03-04,2002472864.0
2014-03-05,2008137568.0
2014-03-06,2019466976.0
2014-03-07,2005305216.0
2014-03-10,1971316991.0
2014-03-11,1945825824.0
2014-03-12,1931664064.0
2014-03-13,1957155231.0
2014-03-14,1959987584.0
2014-03-17,1959987584.0
2014-03-18,2005305216.0
2014-03-19,2013802271.0
2014-03-20,2115766944.0
2014-03-21,2138425760.0
2014-03-24,2101605184.0
2014-03-25,2098772831.0
2014-03-26,2059119904.0
2014-03-27,2076114016.0
2014-03-28,2073281664.0
2014-03-31,2122623536.0
2014-04-01,2165189516.0
2014-04-02,2128299000.0
2014-04-03,2128299000.0
2014-04-04,2082895288.0
2014-04-07,2028978380.0
2014-04-08,2128299000.0
2014-04-09,2119785804.0
2014-04-10,2099921680.0
2014-04-11,2091408484.0
2014-04-14,2168027248.0
2014-04-15,2148163124.0
2014-04-16,2125461268.0
2014-04-17,2190729104.0
2014-04-21,2159514052.0
2014-04-22,2105597144.0
2014-04-23,2091408484.0
2014-04-24,2082895288.0
2014-04-25,2037491576.0
2014-04-28,2023302916.0
2014-04-29,2082895288.0
2014-04-30,2028978380.0
2014-05-01,1997763328.0
2014-05-02,2011951988.0
2014-05-05,2009114256.0
2014-05-06,1997763328.0
2014-05-07,2009114256.0
2014-05-08,2054517968.0
2014-05-09,2014789720.0
2014-05-12,2077219824.0
2014-05-13,2074382091.0
2014-05-14,2054517968.0
2014-05-15,2000601060.0
2014-05-16,1977899204.0
2014-05-19,1977899204.0
2014-05-20,2003438791.0
2014-05-21,2028978380.0
2014-05-22,2028978380.0
2014-05-23,2043167040.0
2014-05-27,2006276524.0
2014-05-28,2043167040.0
2014-05-29,2065868896.0
2014-05-30,2048842504.0
2014-06-02,2043167040.0
2014-06-03,2040329308.0
2014-06-04,1983574668.0
2014-06-05,2023302916.0
2014-06-06,2023302916.0
2014-06-09,2054517968.0
2014-06-10,2060193431.0
2014-06-11,2116948071.0
2014-06-12,2159514052.0
2014-06-13,2153838588.0
2014-06-16,2159514052.0
2014-06-17,2148163124.0
2014-06-18,2199242300.0
2014-06-19,2190729104.0
2014-06-20,2207755496.0
2014-06-23,2193566836.0
2014-06-24,2156676320.0
2014-06-25,2170864980.0
2014-06-26,2190729104.0
2014-06-27,2250321476.0
2014-06-30,2318884346.0
2014-07-01,2296038195.0
2014-07-02,2287470888.0
2014-07-03,2281759351.0
2014-07-07,2218932435.0
2014-07-08,2216076666.0
2014-07-09,2141826675.0
2014-07-10,2136115137.0
2014-07-11,2084711297.0
2014-07-14,2073288221.0
2014-07-15,2041874763.0
2014-07-16,2076143990.0
2014-07-17,2039018994.0
2014-07-18,2061865145.0
2014-07-21,2056153608.0
2014-07-22,2067576683.0
2014-07-23,2064720914.0
2014-07-24,2053297839.0
2014-07-25,2039018994.0
2014-07-28,2013317074.0
2014-07-29,1964769003.0
2014-07-30,1927644007.0
2014-07-31,1896230549.0
2014-08-01,1893374780.0
2014-08-04,1941922852.0
2014-08-05,1867672860.0
2014-08-06,1881951705.0
2014-08-07,1830547864.0
2014-08-08,1830547864.0
2014-08-11,1839115171.0
2014-08-12,1813413251.0
2014-08-13,1847682478.0
2014-08-14,1833403633.0
2014-08-15,1844826709.0
2014-08-18,1853394016.0
2014-08-19,1861961322.0
2014-08-20,1867672860.0
2014-08-21,1893374780.0
2014-08-22,1859105553.0
2014-08-25,1850538247.0
2014-08-26,1901942087.0
2014-08-27,1921932469.0
2014-08-28,1904797856.0
2014-08-29,1916220931.0
2014-09-02,1887663242.0
2014-09-03,1910509394.0
2014-09-04,1873384398.0
2014-09-05,1859105553.0
2014-09-08,1819124789.0
2014-09-09,1776288255.0
2014-09-10,1747730566.0
2014-09-11,1762009411.0
2014-09-12,1739163260.0
2014-09-15,1744874797.0
2014-09-16,1790567100.0
2014-09-17,1727740184.0
2014-09-18,1713461340.0
2014-09-19,1696326726.0
2014-09-22,1616365197.0
2014-09-23,1602086352.0
2014-09-24,1602086352.0
2014-09-25,1590663277.0
2014-09-26,1627788273.0
2014-09-29,1636355579.0
2014-09-30,1574384789.0
2014-10-01,1543124441.0
2014-10-02,1466394496.0
2014-10-03,1457868947.0
2014-10-06,1432292299.0
2014-10-07,1415241200.0
2014-10-08,1386822702.0
2014-10-09,1347036805.0
2014-10-10,1318618307.0
2014-10-13,1366929753.0
2014-10-14,1278832410.0
2014-10-15,1275990560.0
2014-10-16,1324302006.0
2014-10-17,1329985706.0
2014-10-20,1392506402.0
2014-10-21,1443659698.0
2014-10-22,1389664552.0
2014-10-23,1392506402.0
2014-10-24,1364087904.0
2014-10-27,1295883508.0
2014-10-28,1332827556.0
2014-10-29,1341353105.0
2014-10-30,1310092757.0
2014-10-31,1295883508.0
2014-11-03,1270306860.0
2014-11-04,1202102465.0
2014-11-05,1258939461.0
2014-11-06,1304409058.0
2014-11-07,1312934607.0
2014-11-10,1273148710.0
2014-11-11,1301567208.0
2014-11-12,1310092757.0
2014-11-13,1258939461.0
2014-11-14,1304409058.0
2014-11-17,1312934607.0
2014-11-18,1290199809.0
2014-11-19,1290199809.0
2014-11-20,1378297153.0
2014-11-21,1401031951.0
2014-11-24,1352720504.0
2014-11-25,1318618307.0
2014-11-26,1250413912.0
2014-11-28,1085586623.0
2014-12-01,1003172979.0
2014-12-02,1025907777.0
2014-12-03,1057168125.0
2014-12-04,1028749627.0
2014-12-05,1025907777.0
2014-12-08,977596331.0
2014-12-09,971912631.0
2014-12-10,940652283.0
2014-12-11,909391936.0
2014-12-12,889498987.0
2014-12-15,883815287.0
2014-12-16,957703382.0
2014-12-17,1051484426.0
2014-12-18,1074219224.0
2014-12-19,1119688821.0
2014-12-22,1065693675.0
2014-12-23,1114005121.0
2014-12-24,1096954022.0
2014-12-26,1094112173.0
2014-12-29,1071377374.0
2014-12-30,1074219224.0
2014-12-31,1079588779.0
2015-01-02,1102021793.0
2015-01-05,973031964.0
2015-01-06,970227838.0
2015-01-07,950598951.0
2015-01-08,944990697.0
2015-01-09,964619584.0
2015-01-12,888908163.0
2015-01-13,905732924.0
2015-01-14,973031964.0
2015-01-15,911341177.0
2015-01-16,1009485612.0
2015-01-20,661773901.0
2015-01-21,675794534.0
2015-01-22,667382154.0
2015-01-23,633732634.0
2015-01-26,619712000.0
2015-01-27,611299620.0
2015-01-28,597278987.0
2015-01-29,588866607.0
2015-01-30,600083113.0
2015-02-02,639340887.0
2015-02-03,712248181.0
2015-02-04,684206914.0
2015-02-05,731877068.0
2015-02-06,771134842.0
2015-02-09,801980236.0
2015-02-10,751505955.0
2015-02-11,745897702.0
2015-02-12,771134842.0
2015-02-13,793567856.0
2015-02-17,810392616.0
2015-02-18,779547222.0
2015-02-19,751505955.0
2015-02-20,731877068.0
2015-02-23,726268815.0
2015-02-24,729072942.0
2015-02-25,726268815.0
2015-02-26,717856435.0
2015-02-27,709444055.0
2015-03-02,709444055.0
2015-03-03,729072942.0
2015-03-04,771134842.0
2015-03-05,754310082.0
2015-03-06,757114209.0
2015-03-09,757114209.0
2015-03-10,734681195.0
2015-03-11,754310082.0
2015-03-12,717856435.0
2015-03-13,672990408.0
2015-03-16,644949141.0
2015-03-17,661773901.0
2015-03-18,684206914.0
2015-03-19,703835801.0
2015-03-20,712248181.0
2015-03-23,743093575.0
2015-03-24,740289448.0
2015-03-25,765526589.0
2015-03-26,759918335.0
2015-03-27,734681195.0
2015-03-30,726268815.0
2015-03-31,781854992.0
2015-04-01,778991054.0
2015-04-02,781854992.0
2015-04-06,813358306.0
2015-04-07,850589496.0
2015-04-08,850589496.0
2015-04-09,839133746.0
2015-04-10,859181310.0
2015-04-13,890684624.0
2015-04-14,947963378.0
2015-04-15,1013833945.0
2015-04-16,1068248762.0
2015-04-17,1008106070.0
2015-04-20,968010942.0
2015-04-21,1008106070.0
2015-04-22,1016697883.0
2015-04-23,1036745447.0
2015-04-24,1028153634.0
2015-04-27,1033881509.0
2015-04-28,1045337260.0
2015-04-29,1071112699.0
2015-04-30,1065384824.0
2015-05-01,1079704512.0
2015-05-04,1091160263.0
2015-05-05,1099752076.0
2015-05-06,1108343889.0
2015-05-07,1045337260.0
2015-05-08,1068248762.0
2015-05-11,1062520886.0
2015-05-12,1056793011.0
2015-05-13,1053929073.0
2015-05-14,1019561821.0
2015-05-15,1025289696.0
2015-05-18,1010970008.0
2015-05-19,976602755.0
2015-05-20,976602755.0
2015-05-21,976602755.0
2015-05-22,953691254.0
2015-05-26,905004313.0
2015-05-27,864909185.0
2015-05-28,833405870.0
2015-05-29,830541933.0
2015-06-01,836269808.0
2015-06-02,870637060.0
2015-06-03,853453434.0
2015-06-04,841997683.0
2015-06-05,847725559.0
2015-06-08,833405870.0
2015-06-09,836269808.0
2015-06-10,879228873.0
2015-06-11,870637060.0
2015-06-12,876364936.0
2015-06-15,870637060.0
2015-06-16,862045247.0
2015-06-17,867773123.0
2015-06-18,864909185.0
2015-06-19,859181310.0
2015-06-22,844861621.0
2015-06-23,864909185.0
2015-06-24,876364936.0
2015-06-25,890684624.0
2015-06-26,882092811.0
2015-06-29,862045247.0
2015-06-30,851065292.0
2015-07-01,833929749.0
2015-07-02,825361978.0
2015-07-06,776811273.0
2015-07-07,808226435.0
2015-07-08,765387578.0
2015-07-09,768243502.0
2015-07-10,768243502.0
2015-07-13,759675730.0
2015-07-14,791090892.0
2015-07-15,753963883.0
2015-07-16,713980950.0
2015-07-17,688277635.0
2015-07-20,656862474.0
2015-07-21,665430245.0
2015-07-22,656862474.0
2015-07-23,625447312.0
2015-07-24,602599921.0
2015-07-27,591176226.0
2015-07-28,605455845.0
2015-07-29,645438778.0
2015-07-30,636871007.0
2015-07-31,628303236.0
2015-08-03,596888074.0
2015-08-04,625447312.0
2015-08-05,622591388.0
2015-08-06,642582855.0
2015-08-07,611167693.0
2015-08-10,656862474.0
2015-08-11,654006550.0
2015-08-12,662574321.0
2015-08-13,654006550.0
2015-08-14,665430245.0
2015-08-17,616879540.0
2015-08-18,614023617.0
2015-08-19,591176226.0
2015-08-20,594032150.0
2015-08-21,585464379.0
2015-08-24,545481445.0
2015-08-25,554049217.0
2015-08-26,545481445.0
2015-08-27,622591388.0
2015-08-28,688277635.0
2015-08-31,711125026.0
2015-09-01,676853940.0
2015-09-02,665430245.0
2015-09-03,682565788.0
2015-09-04,685421712.0
2015-09-08,702557254.0
2015-09-09,685421712.0
2015-09-10,691133559.0
2015-09-11,642582855.0
2015-09-14,622591388.0
2015-09-15,605455845.0
2015-09-16,673998016.0
2015-09-17,708269102.0
2015-09-18,685421712.0
2015-09-21,679709864.0
2015-09-22,656862474.0
2015-09-23,645438778.0
2015-09-24,654006550.0
2015-09-25,659718397.0
2015-09-28,631159159.0
2015-09-29,634015083.0
2015-09-30,601789602.0
2015-10-01,641343849.0
2015-10-02,669596882.0
2015-10-05,703500521.0
2015-10-06,748705374.0
2015-10-07,762831891.0
2015-10-08,822163260.0
2015-10-09,782609014.0
2015-10-12,745880071.0
2015-10-13,748705374.0
2015-10-14,757181284.0
2015-10-15,779783710.0
2015-10-16,731753554.0
2015-10-19,706325825.0
2015-10-20,703500521.0
2015-10-21,663946275.0
2015-10-22,680898095.0
2015-10-23,686548701.0
2015-10-26,649819759.0
2015-10-27,630042635.0
2015-10-28,686548701.0
2015-10-29,689374005.0
2015-10-30,678072792.0
2015-11-02,683723398.0
2015-11-03,697849915.0
2015-11-04,723277644.0
2015-11-05,709151128.0
2015-11-06,706325825.0
2015-11-09,717627038.0
2015-11-10,737404161.0
2015-11-11,714801734.0
2015-11-12,675247488.0
2015-11-13,635693242.0
2015-11-16,669596882.0
2015-11-17,655470365.0
2015-11-18,658295668.0
2015-11-19,644169152.0
2015-11-20,646994455.0
2015-11-23,646994455.0
2015-11-24,703500521.0
2015-11-25,706325825.0
2015-11-27,686548701.0
2015-11-30,706325825.0
2015-12-01,686548701.0
2015-12-02,683723398.0
2015-12-03,680898095.0
2015-12-04,635693242.0
2015-12-07,567885963.0
2015-12-08,596138996.0
2015-12-09,604614906.0
2015-12-10,593313693.0
2015-12-11,570711266.0
2015-12-14,570711266.0
2015-12-15,610265512.0
2015-12-16,596138996.0
2015-12-17,610265512.0
2015-12-18,658295668.0
2015-12-21,621566726.0
2015-12-22,598964299.0
2015-12-23,644169152.0
2015-12-24,627217332.0
2015-12-28,590488389.0
2015-12-29,601789602.0
2015-12-30,598964299.0
2015-12-31,637572517.0
2016-01-04,640510639.0
2016-01-05,649325006.0
2016-01-06,617005662.0
2016-01-07,587624440.0
2016-01-08,593500684.0
2016-01-11,555305095.0
2016-01-12,549428851.0
2016-01-13,555305095.0
2016-01-14,584686317.0
2016-01-15,584686317.0
2016-01-19,569995706.0
2016-01-20,590562562.0
2016-01-21,617005662.0
2016-01-22,702211205.0
2016-01-25,649325006.0
2016-01-26,658139372.0
2016-01-27,640510639.0
2016-01-28,661077495.0
2016-01-29,672829983.0
2016-02-01,640510639.0
2016-02-02,614067539.0
2016-02-03,646386884.0
2016-02-04,646386884.0
2016-02-05,619943784.0
2016-02-08,605253173.0
2016-02-09,596438806.0
2016-02-10,602315051.0
2016-02-11,599376928.0
2016-02-12,628758150.0
2016-02-16,625820028.0
2016-02-17,661077495.0
2016-02-18,640510639.0
2016-02-19,622881906.0
2016-02-22,666953739.0
2016-02-23,640510639.0
2016-02-24,655201250.0
2016-02-25,652263128.0
2016-02-26,652263128.0
2016-02-29,699273083.0
2016-03-01,725716183.0
2016-03-02,781540505.0
2016-03-03,813859849.0
2016-03-04,822674216.0
2016-03-07,834426704.0
2016-03-08,822674216.0
2016-03-09,796231116.0
2016-03-10,805045482.0
2016-03-11,819736093.0
2016-03-14,790354871.0
2016-03-15,778602383.0
2016-03-16,793292994.0
2016-03-17,819736093.0
2016-03-18,752159283.0
2016-03-21,778602383.0
2016-03-22,772726138.0
2016-03-23,740406794.0
2016-03-24,743344916.0
2016-03-28,746283038.0
2016-03-29,758035527.0
2016-03-30,778602383.0
2016-03-31,732516859.0
2016-04-01,693963340.0
2016-04-04,685066374.0
2016-04-05,685066374.0
2016-04-06,711757272.0
2016-04-07,702860306.0
2016-04-08,738448169.0
2016-04-11,735482514.0
2016-04-12,777001688.0
2016-04-13,800726931.0
2016-04-14,765139067.0
2016-04-15,750310790.0
2016-04-18,777001688.0
2016-04-19,836314794.0
2016-04-20,851143071.0
2016-04-21,854108726.0
2016-04-22,883765279.0
2016-04-25,865971347.0
2016-04-26,877833968.0
2016-04-27,877833968.0
2016-04-28,857074381.0
2016-04-29,877833968.0
2016-05-02,854108726.0
2016-05-03,806658241.0
2016-05-04,797761275.0
2016-05-05,800726931.0
2016-05-06,803692586.0
2016-05-09,800726931.0
2016-05-10,797761275.0
2016-05-11,806658241.0
2016-05-12,815555207.0
2016-05-13,806658241.0
2016-05-16,842246105.0
2016-05-17,868937002.0
2016-05-18,812589552.0
2016-05-19,827417828.0
2016-05-20,821486518.0
2016-05-23,830383484.0
2016-05-24,842246105.0
2016-05-25,895627900.0
2016-05-26,880799624.0
2016-05-27,871902658.0
2016-05-31,883765279.0
2016-06-01,886730934.0
2016-06-02,883765279.0
2016-06-03,868937002.0
2016-06-06,928250108.0
2016-06-07,937147074.0
2016-06-08,993494525.0
2016-06-09,1032048044.0
2016-06-10,949009696.0
2016-06-13,946044040.0
2016-06-14,949009696.0
2016-06-15,937147074.0
2016-06-16,913421832.0
2016-06-17,946044040.0
2016-06-20,978666249.0
2016-06-21,1014254112.0
2016-06-22,993494525.0
2016-06-23,1014254112.0
2016-06-24,960872317.0
2016-06-27,925284453.0
2016-06-28,951975351.0
2016-06-29,981631904.0
2016-06-30,1087431750.0
2016-07-01,1010217661.0
2016-07-05,965176110.0
2016-07-06,958741602.0
2016-07-07,929786319.0
2016-07-08,939438080.0
2016-07-11,929786319.0
2016-07-12,965176110.0
2016-07-13,949089841.0
2016-07-14,961958856.0
2016-07-15,961958856.0
2016-07-18,984479632.0
2016-07-19,958741602.0
2016-07-20,936220826.0
2016-07-21,926569065.0
2016-07-22,907265543.0
2016-07-25,865441245.0
2016-07-26,865441245.0
2016-07-27,875093006.0
2016-07-28,871875752.0
2016-07-29,891179274.0
2016-08-01,875093006.0
2016-08-02,875093006.0
2016-08-03,852572230.0
2016-08-04,871875752.0
2016-08-05,871875752.0
2016-08-08,916917304.0
2016-08-09,920134558.0
2016-08-10,884744767.0
2016-08-11,923351811.0
2016-08-12,926569065.0
2016-08-15,949089841.0
2016-08-16,974827871.0
2016-08-17,952307095.0
2016-08-18,978045124.0
2016-08-19,955524348.0
2016-08-22,945872587.0
2016-08-23,965176110.0
2016-08-24,945872587.0
2016-08-25,942655334.0
2016-08-26,926569065.0
2016-08-29,929786319.0
2016-08-30,916917304.0
2016-08-31,891179274.0
2016-09-01,907265543.0
2016-09-02,939438080.0
2016-09-06,958741602.0
2016-09-07,952307095.0
2016-09-08,990914139.0
2016-09-09,933003573.0
2016-09-12,942655334.0
2016-09-13,887962021.0
2016-09-14,891179274.0
2016-09-15,887962021.0
2016-09-16,865441245.0
2016-09-19,887962021.0
2016-09-20,865441245.0
2016-09-21,897613782.0
2016-09-22,904048289.0
2016-09-23,878310260.0
2016-09-26,862223991.0
2016-09-27,855789484.0
2016-09-28,923351811.0
2016-09-29,971610617.0
2016-09-30,1113059381.0
2016-10-03,1094570023.0
2016-10-04,1109361510.0
2016-10-05,1113059381.0
2016-10-06,1161131713.0
2016-10-07,1135246611.0
2016-10-10,1161131713.0
2016-10-11,1153735970.0
2016-10-12,1146340227.0
2016-10-13,1138944483.0
2016-10-14,1135246611.0
2016-10-17,1138944483.0
2016-10-18,1135246611.0
2016-10-19,1157433842.0
2016-10-20,1142642355.0
2016-10-21,1194412559.0
2016-10-24,1190714687.0
2016-10-25,1150038098.0
2016-10-26,1131548740.0
2016-10-27,1120455125.0
2016-10-28,1101965766.0
2016-10-31,1076080664.0
2016-11-01,1083476408.0
2016-11-02,1031706204.0
2016-11-03,1035404076.0
2016-11-04,987331743.0
2016-11-07,1061289177.0
2016-11-08,1098267894.0
2016-11-09,1131548740.0
2016-11-10,1116757253.0
2016-11-11,1072382793.0
2016-11-14,1050195562.0
2016-11-15,1168527457.0
2016-11-16,1138944483.0
2016-11-17,1120455125.0
2016-11-18,1120455125.0
2016-11-21,1172225328.0
2016-11-22,1072382793.0
2016-11-23,1061289177.0
2016-11-25,1024310460.0
2016-11-28,1016914717.0
2016-11-29,961446642.0
2016-11-30,1072382793.0
2016-12-01,1076080664.0
2016-12-02,1109361510.0
2016-12-05,1127850868.0
2016-12-06,1098267894.0
2016-12-07,1094570023.0
2016-12-08,1083476408.0
2016-12-09,1083476408.0
2016-12-12,1105663638.0
2016-12-13,1127850868.0
2016-12-14,1057591306.0
2016-12-15,1072382793.0
2016-12-16,1076080664.0
2016-12-19,1076080664.0
2016-12-20,1068684921.0
2016-12-21,1064987049.0
2016-12-22,1061289177.0
2016-12-23,1050195562.0
2016-12-27,1079778536.0
2016-12-28,1094570023.0
2016-12-29,1101965766.0
2016-12-30,1116757253.0
2017-01-03,1197021240.0
2017-01-04,1216971594.0
2017-01-05,1208991452.0
2017-01-06,1189041098.0
2017-01-09,1137170178.0
2017-01-10,1097269470.0
2017-01-11,1117219824.0
2017-01-12,1133180107.0
2017-01-13,1121209894.0
2017-01-17,1097269470.0
2017-01-18,1041408478.0
2017-01-19,1041408478.0
2017-01-20,1057368762.0
2017-01-23,1041408478.0
2017-01-24,1045398549.0
2017-01-25,1061358832.0
2017-01-26,1025448195.0
2017-01-27,1013477983.0
2017-01-30,973577275.0
2017-01-31,1029438266.0
2017-02-01,1045398549.0
2017-02-02,1037418408.0
2017-02-03,1045398549.0
2017-02-06,1009487912.0
2017-02-07,993527629.0
2017-02-08,985547487.0
2017-02-09,1021458124.0
2017-02-10,1057368762.0
2017-02-13,1061358832.0
2017-02-14,1065348903.0
2017-02-15,1089289328.0
2017-02-16,1089289328.0
2017-02-17,1093279399.0
2017-02-21,1109239682.0
2017-02-22,1069338974.0
2017-02-23,1073329045.0
2017-02-24,1041408478.0
2017-02-27,1041408478.0
2017-02-28,1069338974.0
2017-03-01,1029438266.0
2017-03-02,1025448195.0
2017-03-03,1053378691.0
2017-03-06,1061358832.0
2017-03-07,1045398549.0
2017-03-08,1001507770.0
2017-03-09,993527629.0
2017-03-10,985547487.0
2017-03-13,1029438266.0
2017-03-14,985547487.0
2017-03-15,1041408478.0
2017-03-16,1025448195.0
2017-03-17,1001507770.0
2017-03-20,1005497841.0
2017-03-21,973577275.0
2017-03-22,993527629.0
2017-03-23,1009487912.0
2017-03-24,1013477983.0
2017-03-27,993527629.0
2017-03-28,1009487912.0
2017-03-29,1033428337.0
2017-03-30,1041408478.0
2017-03-31,1052265165.0
2017-04-03,1036321754.0
2017-04-04,1048279312.0
2017-04-05,1044293459.0
2017-04-06,1080166135.0
2017-04-07,1060236871.0
2017-04-10,1088137841.0
2017-04-11,1120024664.0
2017-04-12,1084151988.0
2017-04-13,1052265165.0
2017-04-17,1052265165.0
2017-04-18,1040307606.0
2017-04-19,988491519.0
2017-04-20,992477372.0
2017-04-21,1008420783.0
2017-04-24,1008420783.0
2017-04-25,1016392489.0
2017-04-26,1020378342.0
2017-04-27,1024364195.0
2017-04-28,1004434930.0
2017-05-01,1012406636.0
2017-05-02,996463225.0
2017-05-03,976533960.0
2017-05-04,916746167.0
2017-05-05,956604696.0
2017-05-08,996463225.0
2017-05-09,992477372.0
2017-05-10,1012406636.0
2017-05-11,1008420783.0
2017-05-12,996463225.0
2017-05-15,1016392489.0
2017-05-16,1008420783.0
2017-05-17,1000449077.0
2017-05-18,976533960.0
2017-05-19,1024364195.0
2017-05-22,996463225.0
2017-05-23,1008420783.0
2017-05-24,996463225.0
2017-05-25,948632990.0
2017-05-26,980519813.0
2017-05-30,944647137.0
2017-05-31,928703725.0
2017-06-01,948632990.0
2017-06-02,920732019.0
2017-06-05,920732019.0
2017-06-06,932689578.0
2017-06-07,900802755.0
2017-06-08,896816902.0
2017-06-09,916746167.0
2017-06-12,932689578.0
2017-06-13,944647137.0
2017-06-14,900802755.0
2017-06-15,868915932.0
2017-06-16,904788608.0
2017-06-19,876887638.0
2017-06-20,837029109.0
2017-06-21,801156432.0
2017-06-22,809128138.0
2017-06-23,872901785.0
2017-06-26,848986667.0
2017-06-27,845000814.0
2017-06-28,872901785.0
2017-06-29,876887638.0
2017-06-30,884287465.0
2017-07-03,919816872.0
2017-07-05,864548906.0
2017-07-06,852705770.0
2017-07-07,848758058.0
2017-07-10,876392041.0
2017-07-11,848758058.0
2017-07-12,860601194.0
2017-07-13,880339753.0
2017-07-14,884287465.0
2017-07-17,872444329.0
2017-07-18,872444329.0
2017-07-19,927712296.0
2017-07-20,911921448.0
2017-07-21,900078313.0
2017-07-24,900078313.0
2017-07-25,931660008.0
2017-07-26,931660008.0
2017-07-27,923764584.0
2017-07-28,939555432.0
2017-07-31,931660008.0
2017-08-01,904026025.0
2017-08-02,927712296.0
2017-08-03,880339753.0
2017-08-04,896130601.0
2017-08-07,892182889.0
2017-08-08,892182889.0
2017-08-09,892182889.0
2017-08-10,856653482.0
2017-08-11,868496618.0
2017-08-14,844810346.0
2017-08-15,844810346.0
2017-08-16,844810346.0
2017-08-17,844810346.0
2017-08-18,860601194.0
2017-08-21,836914922.0
2017-08-22,817176363.0
2017-08-23,817176363.0
2017-08-24,801385515.0
2017-08-25,809280939.0
2017-08-28,773751532.0
2017-08-29,777699244.0
2017-08-30,781646956.0
2017-08-31,801385515.0
2017-09-01,809280939.0
2017-09-05,821124075.0
2017-09-06,832967210.0
2017-09-07,836914922.0
2017-09-08,813228651.0
2017-09-11,817176363.0
2017-09-12,821124075.0
2017-09-13,868496618.0
2017-09-14,880339753.0
2017-09-15,876392041.0
2017-09-18,840862634.0
2017-09-19,832967210.0
2017-09-20,884287465.0
2017-09-21,907973737.0
2017-09-22,907973737.0
2017-09-25,923764584.0
2017-09-26,931660008.0
2017-09-27,907973737.0
2017-09-28,900078313.0
2017-09-29,900078313.0
2017-10-02,867718126.0
2017-10-03,871662299.0
2017-10-04,836164739.0
2017-10-05,859829779.0
2017-10-06,844053086.0
2017-10-09,844053086.0
2017-10-10,847997259.0
2017-10-11,840108912.0
2017-10-12,832220566.0
2017-10-13,844053086.0
2017-10-16,844053086.0
2017-10-17,832220566.0
2017-10-18,828276393.0
2017-10-19,816443873.0
2017-10-20,816443873.0
2017-10-23,832220566.0
2017-10-24,820388046.0
2017-10-25,796723006.0
2017-10-26,800667179.0
2017-10-27,832220566.0
2017-10-30,855885606.0
2017-10-31,855885606.0
2017-11-01,883494819.0
2017-11-02,883494819.0
2017-11-03,867718126.0
2017-11-06,903215685.0
2017-11-07,887438992.0
2017-11-08,875606472.0
2017-11-09,879550645.0
