,GTE
2006-06-01,68102682.0
2006-06-02,67115687.0
2006-06-05,62180710.0
2006-06-06,62674207.0
2006-06-07,63167705.0
2006-06-08,62180710.0
2006-06-09,59713221.0
2006-06-12,57739230.0
2006-06-13,57245733.0
2006-06-14,54778244.0
2006-06-15,56258737.0
2006-06-16,63167705.0
2006-06-19,60206719.0
2006-06-20,58232728.0
2006-06-21,56258737.0
2006-06-22,52804253.0
2006-06-23,56258737.0
2006-06-26,56752235.0
2006-06-27,54284747.0
2006-06-28,55765240.0
2006-06-29,55765240.0
2006-06-30,115501457.0
2006-07-03,115501457.0
2006-07-05,108819555.0
2006-07-06,105955882.0
2006-07-07,106910440.0
2006-07-10,105001325.0
2006-07-11,105955882.0
2006-07-12,105955882.0
2006-07-13,101183095.0
2006-07-14,103092210.0
2006-07-17,93546635.0
2006-07-18,269185224.0
2006-07-19,269185224.0
2006-07-20,63000795.0
2006-07-21,65864467.0
2006-07-24,66819025.0
2006-07-25,56318892.0
2006-07-26,53455220.0
2006-07-27,53455220.0
2006-07-28,56318892.0
2006-07-31,55364335.0
2006-08-01,53455220.0
2006-08-02,55364335.0
2006-08-03,55364335.0
2006-08-04,55364335.0
2006-08-07,55364335.0
2006-08-08,55364335.0
2006-08-09,56318892.0
2006-08-10,55364335.0
2006-08-11,56318892.0
2006-08-14,66819025.0
2006-08-15,61091680.0
2006-08-16,64909910.0
2006-08-17,68728140.0
2006-08-18,63000795.0
2006-08-21,63000795.0
2006-08-22,62046237.0
2006-08-23,61091680.0
2006-08-24,52500662.0
2006-08-25,48682432.0
2006-08-28,43909645.0
2006-08-29,40091415.0
2006-08-30,50591547.0
2006-08-31,47727875.0
2006-09-01,49636990.0
2006-09-05,60137122.0
2006-09-06,56318892.0
2006-09-07,55364335.0
2006-09-08,57273450.0
2006-09-11,56318892.0
2006-09-12,49636990.0
2006-09-13,43909645.0
2006-09-14,42955087.0
2006-09-15,43909645.0
2006-09-18,40091415.0
2006-09-19,39136857.0
2006-09-20,39136857.0
2006-09-21,47727875.0
2006-09-22,43909645.0
2006-09-25,43909645.0
2006-09-26,42955087.0
2006-09-27,42000530.0
2006-09-28,45818760.0
2006-09-29,48739705.0
2006-10-02,48308174.0
2006-10-03,50321015.0
2006-10-04,49314594.0
2006-10-05,50321015.0
2006-10-06,49314594.0
2006-10-09,34218290.0
2006-10-10,31199029.0
2006-10-11,125802537.0
2006-10-12,121776856.0
2006-10-13,110706233.0
2006-10-16,130834639.0
2006-10-17,155995146.0
2006-10-18,157001566.0
2006-10-19,168072200.0
2006-10-20,171091451.0
2006-10-23,150963045.0
2006-10-24,149956624.0
2006-10-25,155995146.0
2006-10-26,168072200.0
2006-10-27,176123552.0
2006-10-30,171091451.0
2006-10-31,171091451.0
2006-11-01,164046498.0
2006-11-02,150963045.0
2006-11-03,140898842.0
2006-11-06,135866740.0
2006-11-07,130834639.0
2006-11-08,127815378.0
2006-11-09,120770436.0
2006-11-10,139892421.0
2006-11-13,130834639.0
2006-11-14,128821798.0
2006-11-15,136873160.0
2006-11-16,130834639.0
2006-11-17,126808957.0
2006-11-20,135866740.0
2006-11-21,130834639.0
2006-11-22,127815378.0
2006-11-24,126808957.0
2006-11-27,121776856.0
2006-11-28,125802537.0
2006-11-29,118757595.0
2006-11-30,129828218.0
2006-12-01,130834639.0
2006-12-04,135866740.0
2006-12-05,128821798.0
2006-12-06,130834639.0
2006-12-07,122783276.0
2006-12-08,118757595.0
2006-12-11,121776856.0
2006-12-12,119764015.0
2006-12-13,117751175.0
2006-12-14,119764015.0
2006-12-15,118757595.0
2006-12-18,117751175.0
2006-12-19,118757595.0
2006-12-20,119764015.0
2006-12-21,118757595.0
2006-12-22,118757595.0
2006-12-26,116744754.0
2006-12-27,116744754.0
2006-12-28,116744754.0
2006-12-29,119764015.0
2007-01-03,109774124.0
2007-01-04,109774124.0
2007-01-05,105955893.0
2007-01-08,103092220.0
2007-01-09,97364875.0
2007-01-10,97364875.0
2007-01-11,88773856.0
2007-01-12,93546644.0
2007-01-16,139365409.0
2007-01-17,126001603.0
2007-01-18,120274257.0
2007-01-19,130774391.0
2007-01-22,136501736.0
2007-01-23,146047312.0
2007-01-24,138410852.0
2007-01-25,143183640.0
2007-01-26,144138197.0
2007-01-29,144138197.0
2007-01-30,143183640.0
2007-01-31,140319967.0
2007-02-01,140319967.0
2007-02-02,139365409.0
2007-02-05,144138197.0
2007-02-06,147956428.0
2007-02-07,143183640.0
2007-02-08,143183640.0
2007-02-09,141274524.0
2007-02-12,138410852.0
2007-02-13,137456294.0
2007-02-14,135547179.0
2007-02-15,123137930.0
2007-02-16,118365142.0
2007-02-20,114546912.0
2007-02-21,110728681.0
2007-02-22,121228815.0
2007-02-23,131728948.0
2007-02-26,132683506.0
2007-02-27,128865276.0
2007-02-28,128865276.0
2007-03-01,122183372.0
2007-03-02,124092488.0
2007-03-05,128865276.0
2007-03-06,124092488.0
2007-03-07,124092488.0
2007-03-08,124092488.0
2007-03-09,126001603.0
2007-03-12,131728948.0
2007-03-13,135547179.0
2007-03-14,132683506.0
2007-03-15,134592621.0
2007-03-16,126001603.0
2007-03-19,127910718.0
2007-03-20,131728948.0
2007-03-21,134592621.0
2007-03-22,152729216.0
2007-03-23,150820100.0
2007-03-26,143183640.0
2007-03-27,142229082.0
2007-03-28,140319967.0
2007-03-29,133638064.0
2007-03-30,124092488.0
2007-04-02,122815107.0
2007-04-03,121863052.0
2007-04-04,121863052.0
2007-04-05,125671273.0
2007-04-09,123767163.0
2007-04-10,119958942.0
2007-04-11,115198667.0
2007-04-12,115198667.0
2007-04-13,113294556.0
2007-04-16,112342501.0
2007-04-17,112342501.0
2007-04-18,107582226.0
2007-04-19,108534281.0
2007-04-20,115198667.0
2007-04-23,111390446.0
2007-04-24,106630171.0
2007-04-25,109486336.0
2007-04-26,110438391.0
2007-04-27,108534281.0
2007-04-30,104726061.0
2007-05-01,96157565.0
2007-05-02,104726061.0
2007-05-03,105678116.0
2007-05-04,104726061.0
2007-05-07,118054832.0
2007-05-08,130431548.0
2007-05-09,129479493.0
2007-05-10,130431548.0
2007-05-11,136143879.0
2007-05-14,137095934.0
2007-05-15,114246612.0
2007-05-16,107582226.0
2007-05-17,104726061.0
2007-05-18,109486336.0
2007-05-21,111390446.0
2007-05-22,105678116.0
2007-05-23,108534281.0
2007-05-24,106630171.0
2007-05-25,100917840.0
2007-05-29,112342501.0
2007-05-30,102821950.0
2007-05-31,106630171.0
2007-06-01,107582226.0
2007-06-04,104726061.0
2007-06-05,104726061.0
2007-06-06,102821950.0
2007-06-07,102821950.0
2007-06-08,94253454.0
2007-06-11,89493179.0
2007-06-12,94253454.0
2007-06-13,95205510.0
2007-06-14,98061675.0
2007-06-15,100917840.0
2007-06-18,103774005.0
2007-06-19,104726061.0
2007-06-20,130431548.0
2007-06-21,128527438.0
2007-06-22,138047989.0
2007-06-25,138047989.0
2007-06-26,126623328.0
2007-06-27,123767163.0
2007-06-28,131383603.0
2007-06-29,135191824.0
2007-07-02,130663740.0
2007-07-03,129716901.0
2007-07-05,126876385.0
2007-07-06,124982708.0
2007-07-09,132557418.0
2007-07-10,136344772.0
2007-07-11,135397934.0
2007-07-12,135397934.0
2007-07-13,137291611.0
2007-07-16,137291611.0
2007-07-17,134451095.0
2007-07-18,143919482.0
2007-07-19,155281546.0
2007-07-20,155281546.0
2007-07-23,159068892.0
2007-07-24,156228385.0
2007-07-25,158122072.0
2007-07-26,155281546.0
2007-07-27,175165159.0
2007-07-30,162856265.0
2007-07-31,177058846.0
2007-08-01,178005666.0
2007-08-02,177058846.0
2007-08-03,188420901.0
2007-08-06,179899353.0
2007-08-07,196942440.0
2007-08-08,187474053.0
2007-08-09,177058846.0
2007-08-10,179899353.0
2007-08-13,165696772.0
2007-08-14,144866321.0
2007-08-15,147706837.0
2007-08-16,129716901.0
2007-08-17,132557418.0
2007-08-20,134451095.0
2007-08-21,134451095.0
2007-08-22,137291611.0
2007-08-23,137291611.0
2007-08-24,142025805.0
2007-08-27,146759998.0
2007-08-28,151494192.0
2007-08-29,157175224.0
2007-08-30,160015740.0
2007-08-31,162856265.0
2007-09-04,147706837.0
2007-09-05,142025805.0
2007-09-06,145813159.0
2007-09-07,138238450.0
2007-09-10,131610579.0
2007-09-11,138238450.0
2007-09-12,140132127.0
2007-09-13,138238450.0
2007-09-14,137291611.0
2007-09-17,135397934.0
2007-09-18,136344772.0
2007-09-19,137291611.0
2007-09-20,135397934.0
2007-09-21,130663740.0
2007-09-24,128770063.0
2007-09-25,129716901.0
2007-09-26,127823224.0
2007-09-27,148653675.0
2007-09-28,151494192.0
2007-10-01,152077728.0
2007-10-02,144473841.0
2007-10-03,136869955.0
2007-10-04,135919469.0
2007-10-05,140671898.0
2007-10-08,142572870.0
2007-10-09,153978709.0
2007-10-10,153028213.0
2007-10-11,152077728.0
2007-10-12,153028213.0
2007-10-15,156830157.0
2007-10-16,162533071.0
2007-10-17,162533071.0
2007-10-18,163483567.0
2007-10-19,166335015.0
2007-10-22,167285500.0
2007-10-23,165384529.0
2007-10-24,165384529.0
2007-10-25,163483567.0
2007-10-26,153978709.0
2007-10-29,156830157.0
2007-10-30,159681604.0
2007-10-31,158731138.0
2007-11-01,156830157.0
2007-11-02,161582586.0
2007-11-05,175839873.0
2007-11-06,174889387.0
2007-11-07,176790358.0
2007-11-08,166335015.0
2007-11-09,166335015.0
2007-11-12,162533071.0
2007-11-13,163483567.0
2007-11-14,167285500.0
2007-11-15,167285500.0
2007-11-16,168235996.0
2007-11-19,165384529.0
2007-11-20,189146674.0
2007-11-21,180592302.0
2007-11-23,175839873.0
2007-11-26,180592302.0
2007-11-27,175839873.0
2007-11-28,172037929.0
2007-11-29,174889387.0
2007-11-30,183443749.0
2007-12-03,188196178.0
2007-12-04,180592302.0
2007-12-05,175839873.0
2007-12-06,181542787.0
2007-12-07,179641816.0
2007-12-10,185344731.0
2007-12-11,188196178.0
2007-12-12,192948607.0
2007-12-13,190097160.0
2007-12-14,196750570.0
2007-12-17,203403961.0
2007-12-18,197701036.0
2007-12-19,202453465.0
2007-12-20,199602018.0
2007-12-21,203403961.0
2007-12-24,209106876.0
2007-12-26,223364163.0
2007-12-27,231918535.0
2007-12-28,246175822.0
2007-12-31,254100631.0
2008-01-02,245371964.0
2008-01-03,242462425.0
2008-01-04,257010170.0
2008-01-07,271557916.0
2008-01-08,258949879.0
2008-01-09,261859419.0
2008-01-10,273497625.0
2008-01-11,303562946.0
2008-01-14,300653407.0
2008-01-15,280286563.0
2008-01-16,270588066.0
2008-01-17,268648376.0
2008-01-18,259919709.0
2008-01-22,265738817.0
2008-01-23,244402134.0
2008-01-24,269618206.0
2008-01-25,278346873.0
2008-01-28,271557916.0
2008-01-29,268648376.0
2008-01-30,266708667.0
2008-01-31,269618206.0
2008-02-01,271557916.0
2008-02-04,280286563.0
2008-02-05,292894619.0
2008-02-06,290954910.0
2008-02-07,290954910.0
2008-02-08,281256413.0
2008-02-11,294834308.0
2008-02-12,295804158.0
2008-02-13,295804158.0
2008-02-14,295804158.0
2008-02-15,300653407.0
2008-02-19,310351904.0
2008-02-20,324899649.0
2008-02-21,307442364.0
2008-02-22,320050401.0
2008-02-25,344296643.0
2008-02-26,357874558.0
2008-02-27,352055431.0
2008-02-28,374361964.0
2008-02-29,367573055.0
2008-03-03,348176061.0
2008-03-04,338477564.0
2008-03-05,331688607.0
2008-03-06,338477564.0
2008-03-07,339447395.0
2008-03-10,347206182.0
2008-03-11,344296643.0
2008-03-12,383090631.0
2008-03-13,409276583.0
2008-03-14,379211213.0
2008-03-17,361753928.0
2008-03-18,359814219.0
2008-03-19,339447395.0
2008-03-20,333628316.0
2008-03-24,351085601.0
2008-03-25,346236352.0
2008-03-26,348176061.0
2008-03-27,339447395.0
2008-03-28,337507685.0
2008-03-31,349008968.0
2008-04-01,353213863.0
2008-04-02,368982340.0
2008-04-03,388955766.0
2008-04-04,414185350.0
2008-04-07,423646404.0
2008-04-08,406826706.0
2008-04-09,409980402.0
2008-04-10,450978442.0
2008-04-11,446773515.0
2008-04-14,408929170.0
2008-04-15,440466124.0
2008-04-16,415236561.0
2008-04-17,422595183.0
2008-04-18,425748879.0
2008-04-21,428902574.0
2008-04-22,436261197.0
2008-04-23,446773515.0
2008-04-24,444671051.0
2008-04-25,449927210.0
2008-04-28,485669091.0
2008-04-29,489874018.0
2008-04-30,473054310.0
2008-05-01,464644455.0
2008-05-02,487771555.0
2008-05-05,487771555.0
2008-05-06,526498934.0
2008-05-07,564511476.0
2008-05-08,570818867.0
2008-05-09,577126258.0
2008-05-12,549794231.0
2008-05-13,570818867.0
2008-05-14,596048430.0
2008-05-15,617073066.0
2008-05-16,620542131.0
2008-05-19,625482921.0
2008-05-20,663327265.0
2008-05-21,693812988.0
2008-05-22,676993279.0
2008-05-23,611816907.0
2008-05-27,625482921.0
2008-05-28,620226762.0
2008-05-29,597099662.0
2008-05-30,608663212.0
2008-06-02,627585384.0
2008-06-03,625482921.0
2008-06-04,624431689.0
2008-06-05,637046470.0
2008-06-06,638097702.0
2008-06-09,683300670.0
2008-06-10,691710524.0
2008-06-11,723247478.0
2008-06-12,735862260.0
2008-06-13,736913491.0
2008-06-16,798936168.0
2008-06-17,814704645.0
2008-06-18,867266235.0
2008-06-19,814704645.0
2008-06-20,783167691.0
2008-06-23,783167691.0
2008-06-24,762143055.0
2008-06-25,737964723.0
2008-06-26,798936168.0
2008-06-27,867266235.0
2008-06-30,911166902.0
2008-07-01,906593919.0
2008-07-02,832282942.0
2008-07-03,800272060.0
2008-07-07,791126093.0
2008-07-08,764831440.0
2008-07-09,744253015.0
2008-07-10,811704518.0
2008-07-11,815134255.0
2008-07-14,807131534.0
2008-07-15,773977406.0
2008-07-16,699666429.0
2008-07-17,671085284.0
2008-07-18,668798793.0
2008-07-21,756828719.0
2008-07-22,743109770.0
2008-07-23,674515022.0
2008-07-24,655079843.0
2008-07-25,657366335.0
2008-07-28,636787910.0
2008-07-29,579625620.0
2008-07-30,607063519.0
2008-07-31,579625620.0
2008-08-01,565906671.0
2008-08-04,515603855.0
2008-08-05,481306481.0
2008-08-06,573909391.0
2008-08-07,592201324.0
2008-08-08,589914832.0
2008-08-11,548757984.0
2008-08-12,525893068.0
2008-08-13,546471492.0
2008-08-14,533895788.0
2008-08-15,506457889.0
2008-08-18,488165956.0
2008-08-19,496168677.0
2008-08-20,506457889.0
2008-08-21,539612017.0
2008-08-22,527036313.0
2008-08-25,520176839.0
2008-08-26,543041755.0
2008-08-27,570479654.0
2008-08-28,570479654.0
2008-08-29,560190442.0
2008-09-02,497311923.0
2008-09-03,471017269.0
2008-09-04,469874023.0
2008-09-05,508744381.0
2008-09-08,503028152.0
2008-09-09,444722616.0
2008-09-10,451582091.0
2008-09-11,450438845.0
2008-09-12,469874023.0
2008-09-15,403565767.0
2008-09-16,393276555.0
2008-09-17,411568488.0
2008-09-18,506457889.0
2008-09-19,541898509.0
2008-09-22,532752542.0
2008-09-23,471017269.0
2008-09-24,484736219.0
2008-09-25,487022710.0
2008-09-26,476733498.0
2008-09-29,362408918.0
2008-09-30,657255994.0
2008-10-01,653712835.0
2008-10-02,573991758.0
2008-10-03,554504383.0
2008-10-06,496042260.0
2008-10-07,465925408.0
2008-10-08,419864341.0
2008-10-09,364945377.0
2008-10-10,451752772.0
2008-10-13,485412783.0
2008-10-14,441123295.0
2008-10-15,347229582.0
2008-10-16,419864341.0
2008-10-17,411006444.0
2008-10-20,434036977.0
2008-10-21,428722239.0
2008-10-22,382661172.0
2008-10-23,398605387.0
2008-10-24,375574854.0
2008-10-27,334828525.0
2008-10-28,372031695.0
2008-10-29,400376967.0
2008-10-30,416321182.0
2008-10-31,448209613.0
2008-11-03,395062228.0
2008-11-04,481869624.0
2008-11-05,411006444.0
2008-11-06,372031695.0
2008-11-07,403920126.0
2008-11-10,428722239.0
2008-11-11,389747490.0
2008-11-12,361402218.0
2008-11-13,412778023.0
2008-11-14,384432751.0
2008-11-17,531473850.0
2008-11-18,575763337.0
2008-11-19,504900157.0
2008-11-20,386204331.0
2008-11-21,412778023.0
2008-11-24,437580136.0
2008-11-25,398605387.0
2008-11-26,402148546.0
2008-11-28,483641203.0
2008-12-01,395062228.0
2008-12-02,419864341.0
2008-12-03,391519069.0
2008-12-04,382661172.0
2008-12-05,393290649.0
2008-12-08,418092762.0
2008-12-09,389747490.0
2008-12-10,439351716.0
2008-12-11,442894875.0
2008-12-12,531473850.0
2008-12-15,444666454.0
2008-12-16,474783306.0
2008-12-17,462382249.0
2008-12-18,451752772.0
2008-12-19,501356998.0
2008-12-22,473011726.0
2008-12-23,449981193.0
2008-12-24,460610670.0
2008-12-26,478326465.0
2008-12-29,464153829.0
2008-12-30,453524352.0
2008-12-31,668939768.0
2009-01-02,692830474.0
2009-01-05,733444674.0
2009-01-06,750168168.0
2009-01-07,678496050.0
2009-01-08,711943038.0
2009-01-09,678496050.0
2009-01-12,652216273.0
2009-01-13,688052332.0
2009-01-14,633103709.0
2009-01-15,664161626.0
2009-01-16,661772556.0
2009-01-20,590100438.0
2009-01-21,623547426.0
2009-01-22,616380214.0
2009-01-23,621158356.0
2009-01-26,654605344.0
2009-01-27,642659991.0
2009-01-28,671328838.0
2009-01-29,671328838.0
2009-01-30,676106979.0
2009-02-02,673717909.0
2009-02-03,745390027.0
2009-02-04,743000956.0
2009-02-05,766891662.0
2009-02-06,836174710.0
2009-02-09,731055603.0
2009-02-10,647438132.0
2009-02-11,656994415.0
2009-02-12,661772556.0
2009-02-13,685663262.0
2009-02-17,606823932.0
2009-02-18,580544155.0
2009-02-19,609213003.0
2009-02-20,535151814.0
2009-02-23,518428320.0
2009-02-24,539929955.0
2009-02-25,520817390.0
2009-02-26,563820661.0
2009-02-27,554264379.0
2009-03-02,492148543.0
2009-03-03,513650179.0
2009-03-04,566209732.0
2009-03-05,535151814.0
2009-03-06,547097167.0
2009-03-09,568598802.0
2009-03-10,609213003.0
2009-03-11,585322297.0
2009-03-12,640270920.0
2009-03-13,611602073.0
2009-03-16,635492779.0
2009-03-17,680885121.0
2009-03-18,678496050.0
2009-03-19,697608615.0
2009-03-20,623547426.0
2009-03-23,714332109.0
2009-03-24,692830474.0
2009-03-25,680885121.0
2009-03-26,709553968.0
2009-03-27,633103709.0
2009-03-30,606823932.0
2009-03-31,605981117.0
2009-04-01,649437930.0
2009-04-02,692894743.0
2009-04-03,697723278.0
2009-04-06,675994872.0
2009-04-07,649437930.0
2009-04-08,678409139.0
2009-04-09,637366593.0
2009-04-13,615638187.0
2009-04-14,586666978.0
2009-04-15,620466721.0
2009-04-16,627709524.0
2009-04-17,622880989.0
2009-04-20,557695769.0
2009-04-21,593909780.0
2009-04-22,569767106.0
2009-04-23,591495513.0
2009-04-24,615638187.0
2009-04-27,574595641.0
2009-04-28,574595641.0
2009-04-29,584252710.0
2009-04-30,598738315.0
2009-05-01,601152582.0
2009-05-04,647023663.0
2009-05-05,627709524.0
2009-05-06,649437930.0
2009-05-07,649437930.0
2009-05-08,654266465.0
2009-05-11,649437930.0
2009-05-12,627709524.0
2009-05-13,584252710.0
2009-05-14,593909780.0
2009-05-15,601152582.0
2009-05-18,659095000.0
2009-05-19,627709524.0
2009-05-20,647023663.0
2009-05-21,630123791.0
2009-05-22,642195128.0
2009-05-26,675994872.0
2009-05-27,675994872.0
2009-05-28,680823406.0
2009-05-29,733937289.0
2009-06-01,760494231.0
2009-06-02,777394102.0
2009-06-03,712208883.0
2009-06-04,774979835.0
2009-06-05,789465439.0
2009-06-08,760494231.0
2009-06-09,774979835.0
2009-06-10,796708242.0
2009-06-11,811193846.0
2009-06-12,847407857.0
2009-06-15,830507985.0
2009-06-16,823265183.0
2009-06-17,811193846.0
2009-06-18,823265183.0
2009-06-19,820850916.0
2009-06-22,750837161.0
2009-06-23,738765824.0
2009-06-24,755665696.0
2009-06-25,784636905.0
2009-06-26,844993590.0
2009-06-29,835336520.0
2009-06-30,835702849.0
2009-07-01,833280522.0
2009-07-02,826013541.0
2009-07-06,760610709.0
2009-07-07,731542784.0
2009-07-08,707319513.0
2009-07-09,721853475.0
2009-07-10,738809765.0
2009-07-13,799367943.0
2009-07-14,811479578.0
2009-07-15,867193101.0
2009-07-16,876882410.0
2009-07-17,905950335.0
2009-07-20,932595933.0
2009-07-21,927751279.0
2009-07-22,903528008.0
2009-07-23,930173606.0
2009-07-24,925328952.0
2009-07-27,918061970.0
2009-07-28,893838699.0
2009-07-29,842969830.0
2009-07-30,884149391.0
2009-07-31,898683354.0
2009-08-03,937440587.0
2009-08-04,932595933.0
2009-08-05,927751279.0
2009-08-06,918061970.0
2009-08-07,935018260.0
2009-08-10,910794989.0
2009-08-11,879304737.0
2009-08-12,932595933.0
2009-08-13,944707569.0
2009-08-14,910794989.0
2009-08-17,886571718.0
2009-08-18,908372662.0
2009-08-19,951974550.0
2009-08-20,942285241.0
2009-08-21,968930840.0
2009-08-24,985887129.0
2009-08-25,981042475.0
2009-08-26,1000421092.0
2009-08-27,1007688073.0
2009-08-28,1005265746.0
2009-08-31,968930840.0
2009-09-01,937440587.0
2009-09-02,930173606.0
2009-09-03,937440587.0
2009-09-04,964086185.0
2009-09-08,956819204.0
2009-09-09,949552223.0
2009-09-10,985887129.0
2009-09-11,981042475.0
2009-09-14,961663858.0
2009-09-15,981042475.0
2009-09-16,1017377382.0
2009-09-17,1031911344.0
2009-09-18,1029489017.0
2009-09-21,1000421092.0
2009-09-22,1029489017.0
2009-09-23,1024644363.0
2009-09-24,1012532727.0
2009-09-25,990731783.0
2009-09-28,1017377382.0
2009-09-29,1014955054.0
2009-09-30,1012030780.0
2009-10-01,970673753.0
2009-10-02,1004732481.0
2009-10-05,1016896313.0
2009-10-06,1055820574.0
2009-10-07,1029060144.0
