,AVGO
2010-01-15,4295199909
2010-01-19,4200799911
2010-01-20,4247999910
2010-01-21,4247999910
2010-01-22,4153599912
2010-01-25,4153599912
2010-01-26,4200799911
2010-01-27,4106399913
2010-01-28,4177199911
2010-01-29,4106399913
2010-02-01,4164999912
2010-02-02,4212599911
2010-02-03,4188799912
2010-02-04,4093599914
2010-02-05,4093599914
2010-02-08,4045999915
2010-02-09,4045999915
2010-02-10,3998399916
2010-02-11,4069799914
2010-02-12,4141199913
2010-02-16,4164999912
2010-02-17,4141199913
2010-02-18,4164999912
2010-02-19,4164999912
2010-02-22,4141199913
2010-02-23,4141199913
2010-02-24,4212599911
2010-02-25,4307799909
2010-02-26,4307799909
2010-03-01,4355399908
2010-03-02,4450599906
2010-03-03,4498199905
2010-03-04,4545799904
2010-03-05,4617199903
2010-03-08,4593399903
2010-03-09,4617199903
2010-03-10,4688599901
2010-03-11,4736199900
2010-03-12,4664799902
2010-03-15,4617199903
2010-03-16,4640999902
2010-03-17,4736199900
2010-03-18,4759999900
2010-03-19,4783799899
2010-03-22,4736199900
2010-03-23,4807599899
2010-03-24,4664799902
2010-03-25,4664799902
2010-03-26,4736199900
2010-03-29,4807599899
2010-03-30,4855199898
2010-03-31,4902799897
2010-04-01,4878999897
2010-04-05,4831399898
2010-04-06,4926599896
2010-04-07,4878999897
2010-04-08,4783799899
2010-04-09,4759999900
2010-04-12,4759999900
2010-04-13,4783799899
2010-04-14,5116999892
2010-04-15,5235999890
2010-04-16,5212199890
2010-04-19,5212199890
2010-04-20,5331199888
2010-04-21,5188399891
2010-04-22,5116999892
2010-04-23,5116999892
2010-04-26,5188399891
2010-04-27,4997999895
2010-04-28,4997999895
2010-04-29,5093199893
2010-04-30,4878999897
2010-05-03,5042899894
2010-05-04,4803899899
2010-05-05,4684399902
2010-05-06,4588799904
2010-05-07,4612699903
2010-05-10,4947299896
2010-05-11,4947299896
2010-05-12,4947299896
2010-05-13,4899499897
2010-05-14,4827799899
2010-05-17,4899499897
2010-05-18,4803899899
2010-05-19,4779999900
2010-05-20,4803899899
2010-05-21,4732199901
2010-05-24,4636599903
2010-05-25,4588799904
2010-05-26,4779999900
2010-05-27,5090699893
2010-05-28,4923399897
2010-06-01,4875599898
2010-06-02,5042899894
2010-06-03,5186299891
2010-06-04,4971199896
2010-06-07,4971199896
2010-06-08,5042899894
2010-06-09,5042899894
2010-06-10,5210199891
2010-06-11,5234099890
2010-06-14,5138499892
2010-06-15,5329699888
2010-06-16,5473099885
2010-06-17,5592599883
2010-06-18,5496999885
2010-06-21,5496999885
2010-06-22,5329699888
2010-06-23,5377499887
2010-06-24,5066799894
2010-06-25,5138499892
2010-06-28,5186299891
2010-06-29,5018999895
2010-06-30,5042899894
2010-07-01,5114599893
2010-07-02,5162399892
2010-07-06,4995099895
2010-07-07,5186299891
2010-07-08,5210199891
2010-07-09,5257999890
2010-07-12,5281899889
2010-07-13,5377499887
2010-07-14,5329699888
2010-07-15,5473099885
2010-07-16,5257999890
2010-07-19,5329699888
2010-07-20,5257999890
2010-07-21,5210199891
2010-07-22,5473099885
2010-07-23,5473099885
2010-07-26,5449199886
2010-07-27,5353599888
2010-07-28,5210199891
2010-07-29,5210199891
2010-07-30,5210199891
2010-08-02,5275600000
2010-08-03,5227200000
2010-08-04,5396600000
2010-08-05,5493400000
2010-08-06,5469199999
2010-08-09,5541800000
2010-08-10,5396600000
2010-08-11,4888400000
2010-08-12,4936800000
2010-08-13,4840000000
2010-08-16,4912600000
2010-08-17,4936800000
2010-08-18,5033600000
2010-08-19,4961000000
2010-08-20,4936800000
2010-08-23,4936800000
2010-08-24,4888400000
2010-08-25,4912600000
2010-08-26,4985200000
2010-08-27,4912600000
2010-08-30,4840000000
2010-08-31,4864199999
2010-09-01,5082000000
2010-09-02,5106200000
2010-09-03,5082000000
2010-09-07,4985200000
2010-09-08,4864199999
2010-09-09,4767400000
2010-09-10,4501200000
2010-09-13,4598000000
2010-09-14,4815800000
2010-09-15,4622200000
2010-09-16,4670600000
2010-09-17,4840000000
2010-09-20,4985200000
2010-09-21,5033600000
2010-09-22,5033600000
2010-09-23,5154600000
2010-09-24,5227200000
2010-09-27,5299800000
2010-09-28,5396600000
2010-09-29,5396600000
2010-09-30,5445000000
2010-10-01,5469199999
2010-10-04,5396600000
2010-10-05,5445000000
2010-10-06,5396600000
2010-10-07,5541800000
2010-10-08,5372400000
2010-10-11,5396600000
2010-10-12,5324000000
2010-10-13,5324000000
2010-10-14,5420800000
2010-10-15,5493400000
2010-10-18,5493400000
2010-10-19,5420800000
2010-10-20,5348200000
2010-10-21,5299800000
2010-10-22,5445000000
2010-10-25,5541800000
2010-10-26,5662800000
2010-10-27,5735400000
2010-10-28,5662800000
2010-10-29,5977400000
2010-11-01,5759599881
2010-11-02,5832199879
2010-11-03,5977399876
2010-11-04,6122599873
2010-11-05,6146799873
2010-11-08,6122599873
2010-11-09,6001599876
2010-11-10,5953199877
2010-11-11,6025799875
2010-11-12,6219399871
2010-11-15,6098399874
2010-11-16,6025799875
2010-11-17,5953199877
2010-11-18,6074199874
2010-11-19,6122599873
2010-11-22,6291999870
2010-11-23,6291999870
2010-11-24,6364599868
2010-11-26,6533999865
2010-11-29,6509799865
2010-11-30,6316199869
2010-12-01,6509799865
2010-12-02,6872799858
2010-12-03,6437199867
2010-12-06,6509799865
2010-12-07,6025799875
2010-12-08,6146799873
2010-12-09,6388799868
2010-12-10,6388799868
2010-12-13,6437199867
2010-12-14,6364599868
2010-12-15,6388799868
2010-12-16,6679199861
2010-12-17,6824399859
2010-12-20,6727599861
2010-12-21,6751799860
2010-12-22,6800199859
2010-12-23,6800199859
2010-12-27,6969599856
2010-12-28,6848599858
2010-12-29,6921199857
2010-12-30,6993799855
2010-12-31,6872799858
2011-01-03,6727599861
2011-01-04,6775999860
2011-01-05,6775999860
2011-01-06,6896999857
2011-01-07,6848599858
2011-01-10,6993799855
2011-01-11,7066399854
2011-01-12,6824399859
2011-01-13,6872799858
2011-01-14,7017999855
2011-01-18,6727599861
2011-01-19,6727599861
2011-01-20,6703399861
2011-01-21,6727599861
2011-01-24,6800199859
2011-01-25,6775999860
2011-01-26,6848599858
2011-01-27,7066399854
2011-01-28,6800199859
2011-01-31,6945399856
2011-02-01,7129499854
2011-02-02,7055999856
2011-02-03,7202999853
2011-02-04,7643999844
2011-02-07,7545999846
2011-02-08,7815499840
2011-02-09,8035999835
2011-02-10,7962499837
2011-02-11,8158499833
2011-02-14,8329999830
2011-02-15,8256499831
2011-02-16,8427999828
2011-02-17,8231999832
2011-02-18,8305499830
2011-02-22,7986999836
2011-02-23,7668499843
2011-02-24,8329999830
2011-02-25,8427999828
2011-02-28,8329999830
2011-03-01,7864499839
2011-03-02,7962499837
2011-03-03,8084999835
2011-03-04,8035999835
2011-03-07,7839999840
2011-03-08,7937999838
2011-03-09,7594999845
2011-03-10,7594999845
2011-03-11,7643999844
2011-03-14,7594999845
2011-03-15,7619499844
2011-03-16,7251999852
2011-03-17,7178499853
2011-03-18,7423499848
2011-03-21,7594999845
2011-03-22,7521499846
2011-03-23,7594999845
2011-03-24,7619499844
2011-03-25,7570499845
2011-03-28,7594999845
2011-03-29,7594999845
2011-03-30,7717499842
2011-03-31,7619499844
2011-04-01,7717499842
2011-04-04,7496999847
2011-04-05,7766499841
2011-04-06,8035999835
2011-04-07,7962499837
2011-04-08,7986999836
2011-04-11,7888999839
2011-04-12,7692999843
2011-04-13,7790999841
2011-04-14,7619499844
2011-04-15,7766499841
2011-04-18,7741999842
2011-04-19,7790999841
2011-04-20,7986999836
2011-04-21,7986999836
2011-04-25,7888999839
2011-04-26,7937999838
2011-04-27,8182999833
2011-04-28,8060499835
2011-04-29,8207499832
2011-05-02,8142599834
2011-05-03,7921199839
2011-05-04,7994999837
2011-05-05,8167199834
2011-05-06,8585399825
2011-05-09,8732999822
2011-05-10,8806799821
2011-05-11,8831399820
2011-05-12,8634599824
2011-05-13,8585399825
2011-05-16,8437799828
2011-05-17,8437799828
2011-05-18,8511599827
2011-05-19,8560799826
2011-05-20,8462399828
2011-05-23,7871999840
2011-05-24,7798199841
2011-05-25,8486999827
2011-05-26,8536199826
2011-05-27,8609999825
2011-05-31,8314799831
2011-06-01,8314799831
2011-06-02,8240999832
2011-06-03,8339399830
2011-06-06,8191799833
2011-06-07,8388599829
2011-06-08,8216399833
2011-06-09,8413199829
2011-06-10,8314799831
2011-06-13,8240999832
2011-06-14,8413199829
2011-06-15,8265599832
2011-06-16,8216399833
2011-06-17,7994999837
2011-06-20,8068799835
2011-06-21,8388599829
2011-06-22,8855999820
2011-06-23,8806799821
2011-06-24,8732999822
2011-06-27,8732999822
2011-06-28,9101999815
2011-06-29,9274199811
2011-06-30,9347999810
2011-07-01,9520199806
2011-07-05,9593999805
2011-07-06,9618599804
2011-07-07,9520199806
2011-07-08,9347999810
2011-07-11,9200399813
2011-07-12,8708399823
2011-07-13,8708399823
2011-07-14,8659199824
2011-07-15,8732999822
2011-07-18,8609999825
2011-07-19,8905199819
2011-07-20,8880599819
2011-07-21,9052799816
2011-07-22,9126599814
2011-07-25,8880599819
2011-07-26,9028199816
2011-07-27,8265599832
2011-07-28,8511599827
2011-07-29,8265599832
2011-08-01,8134000000
2011-08-02,7864500000
2011-08-03,8035999999
2011-08-04,7570500000
2011-08-05,7178500000
2011-08-08,6664000000
2011-08-09,7252000000
2011-08-10,7178500000
2011-08-11,7521500000
2011-08-12,7595000000
2011-08-15,7742000000
2011-08-16,7595000000
2011-08-17,7521500000
2011-08-18,7007000000
2011-08-19,6933500000
2011-08-22,6761999999
2011-08-23,7178500000
2011-08-24,7913500000
2011-08-25,7570500000
2011-08-26,7717500000
2011-08-29,8060500000
2011-08-30,8109500000
2011-08-31,8109500000
2011-09-01,7742000000
2011-09-02,7619500000
2011-09-06,7717500000
2011-09-07,8011500000
2011-09-08,8109500000
2011-09-09,7913500000
2011-09-12,8207500000
2011-09-13,8403500000
2011-09-14,8967000000
2011-09-15,8991500000
2011-09-16,8942500000
2011-09-19,9163000000
2011-09-20,8893500000
2011-09-21,8820000000
2011-09-22,8330000000
2011-09-23,8526000000
2011-09-26,8354500000
2011-09-27,8452500000
2011-09-28,8085000000
2011-09-29,8134000000
2011-09-30,8035999999
2011-10-03,7815500000
2011-10-04,7913500000
2011-10-05,7986999999
2011-10-06,8085000000
2011-10-07,8060500000
2011-10-10,8256500000
2011-10-11,8158500000
2011-10-12,8232000000
2011-10-13,8354500000
2011-10-14,8746500000
2011-10-17,8599500000
2011-10-18,8771000000
2011-10-19,8477000000
2011-10-20,8330000000
2011-10-21,8281000000
2011-10-24,8673000000
2011-10-25,8428000000
2011-10-26,8281000000
2011-10-27,8281000000
2011-10-28,8232000000
2011-10-31,8281000000
2011-11-01,8084999835
2011-11-02,7986999836
2011-11-03,8403499828
2011-11-04,8427999828
2011-11-07,8476999827
2011-11-08,8501499826
2011-11-09,8133999834
2011-11-10,8109499834
2011-11-11,8403499828
2011-11-14,8109499834
2011-11-15,8084999835
2011-11-16,7864499839
2011-11-17,7643999844
2011-11-18,7325499850
2011-11-21,7227499852
2011-11-22,7202999853
2011-11-23,7104999855
2011-11-25,6957999858
2011-11-28,7006999857
2011-11-29,7080499855
2011-11-30,7325499850
2011-12-01,7325499850
2011-12-02,7643999844
2011-12-05,7594999845
2011-12-06,7545999846
2011-12-07,7643999844
2011-12-08,7521499846
2011-12-09,7496999847
2011-12-12,7227499852
2011-12-13,7153999854
2011-12-14,7031499856
2011-12-15,7006999857
2011-12-16,7055999856
2011-12-19,6761999861
2011-12-20,7055999856
2011-12-21,6835499860
2011-12-22,7104999855
2011-12-23,7202999853
2011-12-27,7178499853
2011-12-28,7031499856
2011-12-29,7129499854
2011-12-30,7080499855
2012-01-03,7080499855
2012-01-04,6982499857
2012-01-05,6982499857
2012-01-06,6933499858
2012-01-09,7398999849
2012-01-10,7496999847
2012-01-11,7643999844
2012-01-12,7766499841
2012-01-13,7741999842
2012-01-17,7741999842
2012-01-18,8305499830
2012-01-19,8231999832
2012-01-20,8280999831
2012-01-23,8256499831
2012-01-24,8305499830
2012-01-25,8329999830
2012-01-26,8354499829
2012-01-27,8329999830
2012-01-30,8256499831
2012-01-31,8305499830
2012-02-01,8442399827
2012-02-02,8539999825
2012-02-03,8564399824
2012-02-06,8369199828
2012-02-07,8442399827
2012-02-08,8515599825
2012-02-09,8564399824
2012-02-10,8417999827
2012-02-13,8491199826
2012-02-14,8417999827
2012-02-15,8539999825
2012-02-16,8759599820
2012-02-17,8588799824
2012-02-21,8661999822
2012-02-22,8759599820
2012-02-23,9076799814
2012-02-24,8857199818
2012-02-27,9027999815
2012-02-28,9027999815
2012-02-29,9174399812
2012-03-01,9101199813
2012-03-02,8930399817
2012-03-05,8661999822
2012-03-06,8613199823
2012-03-07,8735199821
2012-03-08,8881599818
2012-03-09,8979199816
2012-03-12,8930399817
2012-03-13,9174399812
2012-03-14,9052399814
2012-03-15,9223199811
2012-03-16,9247599810
2012-03-19,9296399809
2012-03-20,9271999810
2012-03-21,9369599808
2012-03-22,9271999810
2012-03-23,9296399809
2012-03-26,9467199806
2012-03-27,9467199806
2012-03-28,9271999810
2012-03-29,9345199808
2012-03-30,9515999805
2012-04-02,9442799806
2012-04-03,9369599808
2012-04-04,9125599813
2012-04-05,9174399812
2012-04-09,9174399812
2012-04-10,8979199816
2012-04-11,9149999812
2012-04-12,9296399809
2012-04-13,9101199813
2012-04-16,9052399814
2012-04-17,9198799811
2012-04-18,9149999812
2012-04-19,8710799821
2012-04-20,8369199828
2012-04-23,8100799834
2012-04-24,7978799836
2012-04-25,8539999825
2012-04-26,8564399824
2012-04-27,8442399827
2012-04-30,8417999827
2012-05-01,8452499827
2012-05-02,8525999826
2012-05-03,8182999833
2012-05-04,7741999842
2012-05-07,7668499843
2012-05-08,7741999842
2012-05-09,7619499844
2012-05-10,7570499845
2012-05-11,7570499845
2012-05-14,7619499844
2012-05-15,7619499844
2012-05-16,7545999846
2012-05-17,7374499849
2012-05-18,7349999850
2012-05-21,7570499845
2012-05-22,7668499843
2012-05-23,8207499832
2012-05-24,7962499837
2012-05-25,8109499834
2012-05-29,8452499827
2012-05-30,8109499834
2012-05-31,8109499834
2012-06-01,7594999845
2012-06-04,7472499847
2012-06-05,7692999843
2012-06-06,8084999835
2012-06-07,8084999835
2012-06-08,8280999831
2012-06-11,8133999834
2012-06-12,8305499830
2012-06-13,8329999830
2012-06-14,8158499833
2012-06-15,8354499829
2012-06-18,8525999826
2012-06-19,8501499826
2012-06-20,8648499823
2012-06-21,8452499827
2012-06-22,8525999826
2012-06-25,8378999829
2012-06-26,8427999828
2012-06-27,8550499825
2012-06-28,8403499828
2012-06-29,8795499820
2012-07-02,8697499822
2012-07-03,8746499821
2012-07-05,8721999822
2012-07-06,8452499827
2012-07-09,8158499833
2012-07-10,8182999833
2012-07-11,8109499834
2012-07-12,7986999836
2012-07-13,8109499834
2012-07-16,8011499836
2012-07-17,8084999835
2012-07-18,8280999831
2012-07-19,8819999820
2012-07-20,8648499823
2012-07-23,8452499827
2012-07-24,8378999829
2012-07-25,8378999829
2012-07-26,8672999823
2012-07-27,8844499819
2012-07-30,8819999820
2012-07-31,9040499815
2012-08-01,9028200000
2012-08-02,8979000000
2012-08-03,9126600000
2012-08-06,9126600000
2012-08-07,9200400000
2012-08-08,9225000000
2012-08-09,9175800000
2012-08-10,9126600000
2012-08-13,8929800000
2012-08-14,8880600000
2012-08-15,9003600000
2012-08-16,9077400000
2012-08-17,9052800000
2012-08-20,8856000000
2012-08-21,8954400000
2012-08-22,8979000000
2012-08-23,8856000000
2012-08-24,8880600000
2012-08-27,8806800000
2012-08-28,8929800000
2012-08-29,9003600000
2012-08-30,8856000000
2012-08-31,9003600000
2012-09-04,8831400000
2012-09-05,8659200000
2012-09-06,9003600000
2012-09-07,8905200000
2012-09-10,8610000000
2012-09-11,8610000000
2012-09-12,8659200000
2012-09-13,8634600000
2012-09-14,8634600000
2012-09-17,8683800000
2012-09-18,8659200000
2012-09-19,8634600000
2012-09-20,8314800000
2012-09-21,8733000000
2012-09-24,8511600000
2012-09-25,8118000000
2012-09-26,8241000000
2012-09-27,8585400000
2012-09-28,8585400000
2012-10-01,8536200000
2012-10-02,8462400000
2012-10-03,8511600000
2012-10-04,8462400000
2012-10-05,8462400000
2012-10-08,8339400000
2012-10-09,8265600000
2012-10-10,8019599999
2012-10-11,8093400000
2012-10-12,8118000000
2012-10-15,8167200000
2012-10-16,8462400000
2012-10-17,8388600000
2012-10-18,8388600000
2012-10-19,8167200000
2012-10-22,8216400000
2012-10-23,8167200000
2012-10-24,8044200000
2012-10-25,8290200000
2012-10-26,8314800000
2012-10-31,8118000000
2012-11-01,8486999827
2012-11-02,8363999830
2012-11-05,8437799828
2012-11-06,8683799823
2012-11-07,8363999830
2012-11-08,8314799831
2012-11-09,8240999832
2012-11-12,8265599832
2012-11-13,8191799833
2012-11-14,8117999835
2012-11-15,7945799838
2012-11-16,7847399840
2012-11-19,8068799835
2012-11-20,8068799835
2012-11-21,8068799835
2012-11-23,8265599832
2012-11-26,8363999830
2012-11-27,8388599829
2012-11-28,8511599827
2012-11-29,8634599824
2012-11-30,8634599824
2012-12-03,8560799826
2012-12-04,8585399825
2012-12-05,8486999827
2012-12-06,8634599824
2012-12-07,8437799828
2012-12-10,8486999827
2012-12-11,8511599827
2012-12-12,8511599827
2012-12-13,8290199831
2012-12-14,7650599844
2012-12-17,7871999840
2012-12-18,7945799838
2012-12-19,7871999840
2012-12-20,7847399840
2012-12-21,7724399843
2012-12-24,7650599844
2012-12-26,7601399845
2012-12-27,7724399843
2012-12-28,7675199844
2012-12-31,7798199841
2013-01-02,7994999837
2013-01-03,8044199836
2013-01-04,7994999837
2013-01-07,7945799838
2013-01-08,7896599839
2013-01-09,8068799835
2013-01-10,8240999832
2013-01-11,8437799828
2013-01-14,8511599827
2013-01-15,8339399830
2013-01-16,8511599827
2013-01-17,8560799826
2013-01-18,8462399828
2013-01-22,8462399828
2013-01-23,8462399828
2013-01-24,8339399830
2013-01-25,8413199829
2013-01-28,8486999827
2013-01-29,8511599827
2013-01-30,8634599824
2013-01-31,8806799821
2013-02-01,8929799818
2013-02-04,8659199824
2013-02-05,8708399823
2013-02-06,8757599822
2013-02-07,8609999825
2013-02-08,8683799823
2013-02-11,8708399823
2013-02-12,8634599824
2013-02-13,8659199824
2013-02-14,8757599822
2013-02-15,8634599824
2013-02-19,8732999822
2013-02-20,8536199826
2013-02-21,8290199831
2013-02-22,8388599829
2013-02-25,8117999835
2013-02-26,8142599834
2013-02-27,8290199831
2013-02-28,8413199829
2013-03-01,8290199831
2013-03-04,8240999832
2013-03-05,8437799828
2013-03-06,8536199826
2013-03-07,8609999825
2013-03-08,8683799823
2013-03-11,8683799823
2013-03-12,8732999822
2013-03-13,8855999820
2013-03-14,9028199816
2013-03-15,8855999820
2013-03-18,8683799823
2013-03-19,8683799823
2013-03-20,8831399820
2013-03-21,8757599822
2013-03-22,8806799821
2013-03-25,8732999822
2013-03-26,8806799821
2013-03-27,8757599822
2013-03-28,8831399820
2013-04-01,8683799823
2013-04-02,8585399825
2013-04-03,8437799828
2013-04-04,8511599827
2013-04-05,8437799828
2013-04-08,8536199826
2013-04-09,8560799826
2013-04-10,8708399823
2013-04-11,8757599822
2013-04-12,8585399825
2013-04-15,8314799831
2013-04-16,8511599827
2013-04-17,7970399838
2013-04-18,7724399843
2013-04-19,7699799843
2013-04-22,7773599842
2013-04-23,7970399838
2013-04-24,8019599836
2013-04-25,8019599836
2013-04-26,7896599839
2013-04-29,7994999837
2013-04-30,7871999840
2013-05-01,7762399843
2013-05-02,7960799839
2013-05-03,7911199840
2013-05-06,8134399835
2013-05-07,8059999837
2013-05-08,8307999832
2013-05-09,8407199830
2013-05-10,8456799829
2013-05-13,8332799832
2013-05-14,8357599831
2013-05-15,8481599829
2013-05-16,8481599829
2013-05-17,8531199828
2013-05-20,8531199828
2013-05-21,8704799824
2013-05-22,8580799827
2013-05-23,8431999830
2013-05-24,8456799829
2013-05-28,8531199828
2013-05-29,8531199828
2013-05-30,9374399811
2013-05-31,9349599811
2013-06-03,9250399813
2013-06-04,9374399811
2013-06-05,9175999815
2013-06-06,9126399816
2013-06-07,9250399813
2013-06-10,9126399816
2013-06-11,9002399818
2013-06-12,8927999820
2013-06-13,9200799814
2013-06-14,9324799812
2013-06-17,9448799809
2013-06-18,9622399806
2013-06-19,9448799809
2013-06-20,9200799814
2013-06-21,9275199813
2013-06-24,9101599816
2013-06-25,9200799814
2013-06-26,9250399813
2013-06-27,9250399813
2013-06-28,9275199813
2013-07-01,9324799812
2013-07-02,9547999807
2013-07-03,9572799807
2013-07-05,9622399806
2013-07-08,9250399813
2013-07-09,9324799812
2013-07-10,9498399808
2013-07-11,9572799807
2013-07-12,9671999805
2013-07-15,9423999810
2013-07-16,9647199805
2013-07-17,9647199805
2013-07-18,9324799812
2013-07-19,9399199810
2013-07-22,9374399811
2013-07-23,9324799812
2013-07-24,9151199815
2013-07-25,9151199815
2013-07-26,9126399816
2013-07-29,9076799817
2013-07-30,9151199815
2013-07-31,9101599816
2013-08-01,9275199813
2013-08-02,9299999812
2013-08-05,9175999815
2013-08-06,9151199815
2013-08-07,9250399813
2013-08-08,9250399813
2013-08-09,9126399816
2013-08-12,9349599811
2013-08-13,9423999810
2013-08-14,9225599814
2013-08-15,8927999820
2013-08-16,9002399818
2013-08-19,9002399818
2013-08-20,9126399816
2013-08-21,9076799817
2013-08-22,9076799817
2013-08-23,9101599816
2013-08-26,9299999812
2013-08-27,9076799817
2013-08-28,9498399808
2013-08-29,9671999805
2013-08-30,9547999807
2013-09-03,9523199808
2013-09-04,9671999805
2013-09-05,9622399806
2013-09-06,9572799807
2013-09-09,9622399806
2013-09-10,9845599801
2013-09-11,9746399803
2013-09-12,9671999805
2013-09-13,9671999805
2013-09-16,9746399803
2013-09-17,9944799799
2013-09-18,10093599796
2013-09-19,10118399796
2013-09-20,10316799792
2013-09-23,10391199790
2013-09-24,10515199788
2013-09-25,10465599789
2013-09-26,10490399788
2013-09-27,10589599786
2013-09-30,10688799784
2013-10-01,10763199783
2013-10-02,10763199783
2013-10-03,10738399783
2013-10-04,10787999782
2013-10-07,10663999785
2013-10-08,10564799787
2013-10-09,10465599789
2013-10-10,10787999782
2013-10-11,10738399783
2013-10-14,10961599779
2013-10-15,10837599781
2013-10-16,11035999777
2013-10-17,11184799774
2013-10-18,11432799769
2013-10-21,11680799764
2013-10-22,11631199765
2013-10-23,11259199773
2013-10-24,11283999772
2013-10-25,11308799771
2013-10-28,11283999772
2013-10-29,11358399771
2013-10-30,11135199775
2013-10-31,11259199773
2013-11-01,11130299776
2013-11-04,11204999775
2013-11-05,11204999775
2013-11-06,11304599773
2013-11-07,10881299781
2013-11-08,11030699778
2013-11-11,11005799779
2013-11-12,11229899774
2013-11-13,11304599773
2013-11-14,10706999785
2013-11-15,11105399777
2013-11-18,10955999780
2013-11-19,10706999785
2013-11-20,10632299786
2013-11-21,10731899784
2013-11-22,10781699783
2013-11-25,10881299781
2013-11-26,11130299776
2013-11-27,11130299776
2013-11-29,11130299776
2013-12-02,11204999775
2013-12-03,11155199776
2013-12-04,11080499777
2013-12-05,11852399762
2013-12-06,11702999765
2013-12-09,11802599763
2013-12-10,11603399767
2013-12-11,11478899769
2013-12-12,11404199771
2013-12-13,11379299771
2013-12-16,12474899749
2013-12-17,13346399732
2013-12-18,13246799734
2013-12-19,12798599743
2013-12-20,12873299741
2013-12-23,12972899739
2013-12-24,13097399737
2013-12-26,13122299736
2013-12-27,13147199736
2013-12-30,13122299736
2013-12-31,13172099735
2014-01-02,13122299736
2014-01-03,13172099735
2014-01-06,13072499737
2014-01-07,13196999735
2014-01-08,13396199731
2014-01-09,13246799734
2014-01-10,13271699733
2014-01-13,13097399737
2014-01-14,13769699723
2014-01-15,14192999715
2014-01-16,13794599723
2014-01-17,13968899719
2014-01-21,13968899719
2014-01-22,14242799714
2014-01-23,13968899719
2014-01-24,13570499727
2014-01-27,13570499727
2014-01-28,13620299726
2014-01-29,13470899729
2014-01-30,13719899724
2014-01-31,13595399727
2014-02-03,13378299680
2014-02-04,13553999676
2014-02-05,13553999676
2014-02-06,13855199668
2014-02-07,14206599660
2014-02-10,14131299662
2014-02-11,14583099651
2014-02-12,14783899646
2014-02-13,14834099645
2014-02-14,14583099651
2014-02-18,14658399649
2014-02-19,14482699653
2014-02-20,14808999646
2014-02-21,14708599648
2014-02-24,14959599642
2014-02-25,14808999646
2014-02-26,15536899628
2014-02-27,15411399631
2014-02-28,15486699629
2014-03-03,15486699629
2014-03-04,15913399619
2014-03-05,15838099621
2014-03-06,15963599618
2014-03-07,15762799623
2014-03-10,15762799623
2014-03-11,15561999628
2014-03-12,15863199620
2014-03-13,15737699623
2014-03-14,15737699623
2014-03-17,15913399619
2014-03-18,16013799617
2014-03-19,16164399613
2014-03-20,16390299608
2014-03-21,16038899616
2014-03-24,15863199620
