,AVGO
2018-11-07,93994397890
2018-11-08,96360297837
2018-11-09,95838997849
2018-11-12,89663597987
2018-11-13,90144797976
2018-11-14,90706197964
2018-11-15,94756297873
2018-11-16,95277597861
2018-11-19,91869097938
2018-11-20,91307697950
2018-11-21,92229997930
2018-11-23,92189897930
2018-11-26,94355297882
2018-11-27,94555797877
2018-11-28,94315197883
2018-11-29,94555797877
2018-11-30,95197397863
2018-12-03,97082097821
2018-12-04,93031997912
2018-12-06,91107197955
2018-12-07,91668597942
2018-12-10,95959297846
2018-12-11,98966797778
2018-12-12,102254997705
2018-12-13,103578297675
2018-12-14,102174797706
2018-12-17,101894097713
2018-12-18,100129697752
2018-12-19,97803897804
2018-12-20,97001897822
2018-12-21,98204897795
2018-12-24,93753797895
2018-12-26,99488097767
2018-12-27,100610897741
2018-12-28,101693597717
2018-12-31,101974297711
2019-01-02,101653497718
2019-01-03,92630997921
2019-01-04,93513197901
2019-01-07,95437997858
2019-01-08,94676097875
2019-01-09,98766297783
2019-01-10,100049497754
2019-01-11,100490597744
2019-01-14,100610897741
2019-01-15,102856497691
2019-01-16,100931697734
2019-01-17,102375297702
2019-01-18,104580797652
2019-01-22,103578297675
2019-01-23,103257497682
2019-01-24,105703597627
2019-01-25,107427897588
2019-01-28,107307597591
2019-01-29,106786297603
2019-01-30,108590797562
2019-01-31,107588297585
2019-02-01,106986797598
2019-02-04,108023697823
2019-02-05,107189997840
2019-02-06,109651397790
2019-02-07,106832697847
2019-02-08,108817697807
2019-02-11,109452897794
2019-02-12,110921797764
2019-02-13,111676097749
2019-02-14,111755497748
2019-02-15,111914297744
2019-02-19,111834897746
2019-02-20,112509797732
2019-02-21,111517297752
2019-02-22,109770497788
2019-02-25,110604197771
2019-02-26,109174997800
2019-02-27,107785497828
2019-02-28,109333797796
2019-03-01,108301597817
2019-03-04,109135297800
2019-03-05,109968997784
2019-03-06,107745797828
2019-03-07,105403497876
2019-03-08,104887397886
2019-03-11,106832697847
2019-03-12,107031197843
2019-03-13,107666397830
2019-03-14,106475397854
2019-03-15,115249097677
2019-03-18,116638597649
2019-03-19,118822097605
2019-03-20,115526997672
2019-03-21,117829597625
2019-03-22,116201897658
2019-03-25,116003397662
2019-03-26,117908997624
2019-03-27,117511997632
2019-03-28,118742697607
2019-03-29,119377897594
2019-04-01,121402597553
2019-04-02,120330697575
2019-04-03,120767397566
2019-04-04,119893997584
2019-04-05,120807097565
2019-04-08,120886497564
2019-04-09,120489497572
2019-04-10,122077497540
2019-04-11,122831797524
2019-04-12,125848997464
2019-04-15,125610797468
2019-04-16,126444497452
2019-04-17,127238497435
2019-04-18,126484197451
2019-04-22,125054997480
2019-04-23,125293197475
2019-04-24,124777097485
2019-04-25,123784597505
2019-04-26,123228797516
2019-04-29,124141897498
2019-04-30,126404797452
2019-05-01,126603297448
2019-05-02,125372597473
2019-05-03,125332897474
2019-05-06,124016797507
2019-05-07,122305397541
2019-05-08,120753197572
2019-05-09,121031797567
2019-05-10,120991997568
2019-05-13,116773197652
2019-05-14,120195997584
2019-05-15,121151197564
2019-05-16,118325397621
2019-05-17,115380197680
2019-05-20,108494797819
2019-05-21,109569397797
2019-05-22,107141597846
2019-05-23,103519797919
2019-05-24,101848197952
2019-05-28,101290997964
2019-05-29,101131797967
2019-05-30,102126797947
2019-05-31,100136797987
2019-06-03,100773597974
2019-06-04,105748597874
2019-06-05,105748597874
2019-06-06,108574397817
2019-06-07,109410197800
2019-06-10,111519597758
2019-06-11,112832997732
2019-06-12,111320597762
2019-06-13,112076797747
2019-06-14,105828197872
2019-06-17,105867997872
2019-06-18,110683797775
2019-06-19,110444997780
2019-06-20,111081797767
2019-06-21,109051997808
2019-06-24,111121597766
2019-06-25,110046997788
2019-06-26,111997197748
2019-06-27,113708597714
2019-06-28,114584197696
2019-07-01,119559197596
2019-07-02,117529397637
2019-07-03,113390197720
2019-07-05,112514597738
2019-07-08,109449997800
2019-07-09,109648997796
2019-07-10,109250997804
2019-07-11,109887797791
2019-07-12,113589197716
2019-07-15,114743397693
2019-07-16,113071797727
2019-07-17,113469797719
2019-07-18,115340397681
2019-07-19,115419997680
2019-07-22,117887597630
2019-07-23,119718397593
2019-07-24,120912397569
2019-07-25,119559197596
2019-07-26,119758197592
2019-07-29,120076597586
2019-07-30,119240797603
2019-07-31,115419997680
2019-08-01,113549397717
2019-08-02,110842997772
2019-08-05,106276897858
2019-08-06,105760797868
2019-08-07,107229697839
2019-08-08,107586997832
2019-08-09,109452897794
2019-08-12,109413197795
2019-08-13,112628897730
2019-08-14,107825197827
2019-08-15,106634197851
2019-08-16,108698597809
2019-08-19,110683597769
2019-08-20,111318797756
2019-08-21,114137497700
2019-08-22,114177197699
2019-08-23,108023697823
2019-08-26,110048397782
2019-08-27,109413197795
2019-08-28,109611697791
2019-08-29,112509797732
2019-08-30,112192197739
2019-09-03,108817697807
2019-09-04,112350997736
2019-09-05,115526997672
2019-09-06,115884297664
2019-09-09,116162197659
2019-09-10,116876797644
2019-09-11,118305997616
2019-09-12,119338197595
2019-09-13,115249097677
2019-09-16,114613897690
2019-09-17,114653597689
2019-09-18,114216897698
2019-09-19,115368197675
2019-09-20,112867097725
2019-09-23,113343497716
2019-09-24,112073097741
2019-09-25,109492597793
2019-09-26,109929297784
2019-09-27,108817697807
2019-09-30,109611697791
2019-10-01,109135297800
2019-10-02,107229697839
2019-10-03,108936797804
2019-10-04,111715797748
2019-10-07,109611697791
2019-10-08,107309097837
2019-10-09,108460397814
2019-10-10,108976497804
2019-10-11,111517297752
2019-10-14,111834897746
2019-10-15,115249097677
2019-10-16,114534497692
2019-10-17,114891797684
2019-10-18,113819897706
2019-10-21,114971197683
2019-10-22,114137497700
2019-10-23,111279097757
2019-10-24,112073097741
2019-10-25,115050597681
2019-10-28,115765197667
2019-10-29,114415397694
2019-10-30,115209397678
2019-10-31,116281297656
2019-11-01,117750197627
2019-11-04,121389997560
2019-11-05,124971997488
2019-11-06,124653597494
2019-11-07,124056597506
2019-11-08,124733197492
2019-11-11,124494397497
2019-11-12,125568997476
2019-11-13,124852597490
2019-11-14,122981997528
2019-11-15,124534197496
2019-11-18,123817797511
2019-11-19,126444597458
2019-11-20,124056597506
2019-11-21,125489397477
2019-11-22,125330197480
2019-11-25,127200797443
2019-11-26,125887397469
2019-11-27,126723197452
2019-11-29,125847597470
2019-12-02,123658597514
2019-12-03,121986997548
2019-12-04,123260597522
2019-12-05,123857597510
2019-12-06,125807797471
2019-12-09,125131197484
2019-12-10,125409797479
2019-12-11,127240597442
2019-12-12,130464397377
2019-12-13,125529197476
2019-12-16,128593797415
2019-12-17,128872397409
2019-12-18,130305197380
2019-12-19,128991797407
2019-12-20,126961997448
2019-12-23,127160997444
2019-12-24,127558997435
2019-12-26,126563997456
2019-12-27,125966997468
2019-12-30,124772997492
2019-12-31,125767997472
2020-01-02,128315197420
2020-01-03,125051597486
2020-01-06,124852597490
2020-01-07,124414797499
2020-01-08,122862597530
2020-01-09,121907397549
2020-01-10,119081597606
2020-01-13,119877597590
2020-01-14,122663597534
2020-01-15,120633797575
2020-01-16,122225797543
2020-01-17,122902397529
2020-01-21,122623797535
2020-01-22,124534197496
2020-01-23,127240597442
2020-01-24,128951997408
2020-01-27,122981997528
2020-01-28,126683397453
2020-01-29,126364997460
2020-01-30,125449597478
2020-01-31,121469597558
2020-02-03,122385197253
2020-02-04,124951597195
2020-02-05,127277397143
2020-02-06,128199697122
2020-02-07,126395197163
2020-02-10,125994197172
2020-02-11,128400197118
2020-02-12,130204697077
2020-02-13,129923997084
2020-02-14,127437797139
2020-02-18,124630797202
2020-02-19,126595697158
2020-02-20,123989197217
2020-02-21,122104497259
2020-02-24,116931597375
2020-02-25,113362697455
2020-02-26,114645897426
2020-02-27,109873997534
2020-02-28,109312597546
2020-03-02,114284997435
2020-03-03,109994297531
2020-03-04,114485497430
2020-03-05,109873997534
2020-03-06,108069497574
2020-03-09,99327697770
2020-03-10,105422897633
2020-03-11,98645997786
2020-03-12,87738798030
2020-03-13,93914197892
2020-03-16,75227598311
2020-03-17,79999498204
2020-03-18,67327898488
2020-03-19,77994498249
2020-03-20,77072198270
2020-03-23,77593498258
2020-03-24,85332798084
2020-03-25,87257598041
2020-03-26,97523197811
2020-03-27,92510697923
2020-03-30,96280097839
2020-03-31,95077097866
2020-04-01,89663597987
2020-04-02,95077097866
2020-04-03,93954297891
2020-04-06,101212397728
2020-04-07,101573297720
2020-04-08,104701097650
2020-04-09,101974297711
2020-04-13,104219897660
2020-04-14,107307597591
2020-04-15,103217397683
2020-04-16,103578297675
2020-04-17,106625897606
2020-04-20,103578297675
2020-04-21,99327697770
2020-04-22,104259997660
2020-04-23,103818897669
2020-04-24,106184797616
2020-04-27,107668497583
2020-04-28,106144697617
2020-04-29,110675997516
2020-04-30,108911597555
2020-05-01,104139697662
2020-05-04,105706897639
2020-05-05,106754697615
2020-05-06,106472597622
2020-05-07,107923397589
2020-05-08,110824997525
2020-05-11,110986197521
2020-05-12,108205497583
2020-05-13,106069597631
2020-05-14,107439797600
2020-05-15,104941197656
2020-05-18,110220497538
2020-05-19,109615997552
2020-05-20,112316097491
2020-05-21,110744397526
2020-05-22,111510097509
2020-05-26,113645997462
2020-05-27,115902797411
2020-05-28,114089297452
2020-05-29,117393897378
2020-06-01,116869997390
2020-06-02,120134297317
2020-06-03,124728497214
2020-06-04,124486697219
2020-06-05,127791297146
2020-06-08,127952497142
2020-06-09,127065897162
2020-06-10,126944997165
2020-06-11,118401397355
2020-06-12,121020897297
2020-06-15,122552297263
2020-06-16,125212097203
2020-06-17,126300197179
2020-06-18,128436097131
2020-06-19,122028397274
2020-06-22,126340497178
2020-06-23,125453897198
2020-06-24,123720997237
2020-06-25,124486697219
2020-06-26,123882197233
2020-06-29,124849397211
2020-06-30,127186797159
2020-07-01,126018097185
2020-07-02,127146497160
2020-07-06,128476397130
2020-07-07,126179297182
2020-07-08,128798797123
2020-07-09,129564497106
2020-07-10,128718197125
2020-07-13,125453897198
2020-07-14,126985297164
2020-07-15,126461397175
2020-07-16,125453897198
2020-07-17,126018097185
2020-07-20,127791297146
2020-07-21,126662897171
2020-07-22,126461397175
2020-07-23,124809097212
2020-07-24,123237397247
2020-07-27,126018097185
2020-07-28,123882197233
2020-07-29,124486697219
2020-07-30,125776297191
2020-07-31,127670397148
2020-08-03,130412027314
2020-08-04,133335335523
2020-08-05,133781952055
2020-08-06,133660147546
2020-08-07,132320297951
2020-08-10,132929320494
2020-08-11,131548869396
2020-08-12,135446613674
2020-08-13,133741350552
2020-08-14,133091726506
2020-08-17,134106764078
2020-08-18,133416538529
2020-08-19,133660147546
2020-08-20,133497741535
2020-08-21,133984959570
2020-08-24,135609019686
2020-08-25,136461651246
2020-08-26,137923305351
2020-08-27,137679696333
2020-08-28,139993981999
2020-08-31,140968418068
2020-09-01,145962402925
2020-09-02,152255635875
2020-09-03,142957891710
2020-09-04,147383455527
2020-09-08,142308267664
2020-09-09,146165410440
2020-09-10,144987966855
2020-09-11,146043605931
2020-09-14,147058643503
2020-09-15,148966914140
2020-09-16,149007515643
2020-09-17,148560899111
2020-09-18,146043605931
2020-09-21,142836087202
2020-09-22,146815034486
2020-09-23,142754884196
2020-09-24,143120297722
2020-09-25,144866162347
2020-09-28,149129320151
2020-09-29,147911275064
2020-09-30,147911275064
2020-10-01,149657139689
2020-10-02,144866162347
2020-10-05,148642102116
2020-10-06,147789470556
2020-10-07,148885711134
2020-10-08,151565410325
2020-10-09,152945861424
2020-10-12,155260147089
2020-10-13,154894733563
2020-10-14,154407515528
2020-10-15,154245109517
2020-10-16,153757891482
2020-10-19,152580447898
2020-10-20,153067665933
2020-10-21,151078192290
2020-10-22,151606011828
2020-10-23,151321801308
2020-10-26,147383455527
2020-10-27,146003004428
2020-10-28,140968418068
2020-10-29,144135335295
2020-10-30,141942854138
2020-11-02,143337440403
2020-11-03,144357490505
2020-11-04,148764106948
2020-11-05,155414833616
2020-11-06,155292427604
2020-11-09,153211525395
2020-11-10,148152076887
2020-11-11,153374733411
2020-11-12,151049019178
2020-11-13,152395485313
2020-11-16,155374031612
2020-11-17,155292427604
2020-11-18,155292427604
2020-11-19,156802101756
2020-11-20,156394081715
2020-11-23,157903755867
2020-11-24,160025460080
2020-11-25,159454232022
2020-11-27,161127114190
2020-11-30,163860848465
2020-12-01,165084908588
2020-12-02,164717690551
2020-12-03,163126412391
2020-12-04,167981850879
2020-12-07,171735635256
2020-12-08,172755685359
2020-12-09,169817941064
2020-12-10,167288216810
2020-12-11,165574532637
2020-12-14,168022652883
2020-12-15,170593179142
2020-12-16,173367715420
2020-12-17,173857339470
2020-12-18,177325509818
2020-12-21,174999795584
2020-12-22,176713479757
2020-12-23,173612527445
2020-12-24,176060647691
2020-12-28,176223855707
2020-12-29,175040597589
2020-12-30,177407113826
2020-12-31,178671975953
2021-01-04,173490121433
2021-01-05,174673379552
2021-01-06,173612527445
2021-01-07,180916086179
2021-01-08,181813730269
2021-01-11,181895334277
2021-01-12,183364206425
2021-01-13,184098642499
2021-01-14,184465860536
2021-01-15,181936136281
2021-01-19,187403604831
2021-01-20,188464456937
2021-01-21,190463755138
2021-01-22,189729319065
2021-01-25,189647715056
2021-01-26,189280497019
2021-01-27,181446512232
2021-01-28,184302652519
2021-01-29,183813028470
2021-02-01,191358692701
2021-02-02,195540948252
2021-02-03,190743655120
2021-02-04,192957790412
2021-02-05,191071675164
2021-02-08,193818843025
2021-02-09,194597890628
2021-02-10,192752777885
2021-02-11,196155985833
2021-02-12,199395183760
2021-02-16,200543253911
2021-02-17,197837088555
2021-02-18,198165108598
2021-02-19,200912276460
2021-02-22,195335935725
2021-02-23,193490822982
2021-02-24,197181048468
2021-02-25,187463454688
2021-02-26,192670772874
2021-03-01,200748266438
2021-03-02,197017038447
2021-03-03,189882602507
2021-03-04,181887113954
2021-03-05,184552276805
2021-03-08,172743555250
2021-03-09,181887113954
2021-03-10,179426963630
2021-03-11,186028366999
2021-03-12,185003304364
2021-03-15,193039795423
2021-03-16,196073980822
2021-03-17,198288116114
2021-03-18,190333630066
2021-03-19,194556888123
2021-03-22,194884908166
2021-03-23,190292627561
2021-03-24,187504457194
2021-03-25,189308567431
2021-03-26,197632076028
2021-03-29,193777840520
2021-03-30,187053429634
2021-03-31,190128617539
2021-04-01,195171925704
2021-04-05,200297238879
2021-04-06,198411123630
2021-04-07,197837088555
2021-04-08,199067163717
2021-04-09,198903153695
2021-04-12,198329118619
2021-04-13,198862151190
2021-04-14,195704958274
2021-04-15,196812025920
2021-04-16,196319995855
2021-04-19,189431574948
2021-04-20,187504457194
2021-04-21,188529519829
2021-04-22,186602402075
2021-04-23,191112677669
2021-04-26,193490822982
2021-04-27,191235685185
2021-04-28,188283504796
2021-04-29,191194682680
2021-04-30,187053429634
2021-05-03,185454732706
2021-05-04,183147364337
2021-05-05,182858943290
2021-05-06,184836687607
2021-05-07,186484807871
2021-05-10,179686311782
2021-05-11,181334432046
2021-05-12,174041499878
2021-05-13,177420146419
2021-05-14,181952477145
2021-05-17,181252026033
2021-05-18,178697439624
2021-05-19,181993680152
2021-05-20,187473680030
2021-05-21,185907965779
2021-05-24,189204206307
2021-05-25,189327815327
2021-05-26,189739845393
2021-05-27,192706461868
2021-05-28,194601800171
2021-06-01,192953679907
2021-06-02,195178642264
2021-06-03,191511574676
2021-06-04,195714281350
2021-06-07,191099544610
2021-06-08,190975935591
2021-06-09,191140747617
2021-06-10,193118491934
2021-06-11,193942552066
2021-06-14,196043905402
2021-06-15,193942552066
2021-06-16,191923604742
2021-06-17,194148567099
2021-06-18,190975935591
2021-06-21,191429168663
2021-06-22,191387965657
2021-06-23,192294431802
2021-06-24,193695334026
2021-06-25,190440296505
2021-06-28,194807815204
2021-06-29,196620747495
2021-06-30,196455935468
2021-07-01,193489318993
2021-07-02,192912476901
2021-07-06,195013830237
2021-07-07,193448115987
2021-07-08,193860146053
2021-07-09,197856837693
2021-07-12,200164206062
2021-07-13,199422551944
2021-07-14,198433679785
2021-07-15,196661950501
2021-07-16,192871273894
2021-07-19,191882401736
2021-07-20,193077288927
2021-07-21,197362401614
2021-07-22,196249920435
2021-07-23,199092927891
2021-07-26,198680897825
2021-07-27,195879093376
2021-07-28,196826762528
2021-07-29,199463754950
2021-07-30,199999394036
2021-08-02,200196888133
2021-08-03,201064256536
2021-08-04,201477289109
2021-08-05,201435985852
2021-08-06,200486010934
2021-08-09,200196888133
2021-08-10,199205609957
2021-08-11,199742552302
2021-08-12,200031675103
2021-08-13,200816436992
2021-08-16,201601198881
2021-08-17,197718692695
2021-08-18,193712276737
2021-08-19,195570923315
2021-08-20,196273078689
2021-08-23,199288216472
2021-08-24,198833880642
2021-08-25,199659945788
2021-08-26,200609920706
2021-08-27,204822852950
2021-08-30,206061950669
2021-08-31,205359795295
2021-09-01,203707665003
2021-09-02,203170722658
2021-09-03,205566311582
2021-09-07,205111975751
2021-09-08,204203304091
2021-09-09,203831574775
2021-09-10,205772827868
2021-09-13,206103253927
2021-09-14,207301048388
2021-09-15,210522702458
2021-09-16,209572727540
2021-09-17,208994481938
2021-09-20,204368517120
2021-09-21,202798993343
2021-09-22,206764106043
2021-09-23,208292326563
2021-09-24,208540146107
2021-09-27,208540146107
2021-09-28,202798993343
2021-09-29,202179444483
2021-09-30,200279494647
2021-10-01,201312076080
2021-10-04,196603504748
2021-10-05,200486010934
2021-10-06,201890321682
2021-10-07,203996787804
2021-10-08,203583755231
2021-10-11,203335935687
2021-10-12,200444707676
2021-10-13,200320797905
2021-10-14,205525008324
2021-10-15,207879293990
2021-10-18,207920597248
2021-10-19,210811825259
2021-10-20,210398792686
2021-10-21,212381349036
2021-10-22,212876988124
2021-10-25,215644306363
2021-10-26,220518090724
2021-10-27,216057338936
2021-10-28,218742050660
2021-10-29,219609419064
2021-11-01,217577200000
2021-11-02,221285200000
2021-11-03,223468800000
2021-11-04,226023200000
2021-11-05,230266800000
2021-11-08,230308000000
2021-11-09,229813600000
2021-11-10,226105600000
2021-11-11,228824800000
2021-11-12,232038400000
2021-11-15,233109600000
2021-11-16,234345600000
2021-11-17,234675200000
2021-11-18,236817600000
2021-11-19,234304400000
2021-11-22,227959600000
2021-11-23,228701200000
2021-11-24,230184400000
2021-11-26,225199200000
2021-11-29,232491600000
2021-11-30,228124400000
2021-12-01,228577600000
2021-12-02,227630000000
2021-12-03,229937200000
2021-12-06,232780000000
2021-12-07,243244800000
2021-12-08,242503200000
2021-12-09,240360800000
2021-12-10,260260400000
2021-12-13,256140400000
2021-12-14,253338800000
2021-12-15,263638800000
2021-12-16,255728400000
2021-12-17,261620000000
2021-12-20,265740000000
2021-12-21,266234400000
2021-12-22,269942399999
2021-12-23,273897600000
2021-12-27,277811600000
2021-12-28,275628000000
2021-12-29,277111200000
2021-12-30,274021200000
2021-12-31,274144800000
2022-01-03,273279600000
2022-01-04,276410800000
2022-01-05,264916000000
2022-01-06,262444000000
2022-01-07,255110400000
2022-01-10,255934400000
2022-01-11,256305200000
2022-01-12,256264000000
2022-01-13,246046400000
2022-01-14,245716800000
2022-01-18,238053600000
2022-01-19,232368000000
2022-01-20,225652400000
2022-01-21,219678400000
2022-01-24,223139200000
2022-01-25,220049200000
2022-01-26,229525200000
2022-01-27,223427600000
2022-01-28,230761200000
2022-01-31,239646310873
2022-02-01,242427664199
2022-02-02,246804205463
2022-02-03,237601198133
2022-02-04,241405107829
2022-02-07,240341649204
2022-02-08,245495333309
2022-02-09,250035483592
2022-02-10,241895934887
2022-02-11,234533529023
2022-02-14,236660446272
2022-02-15,246558791934
2022-02-16,244268265665
2022-02-17,236824055292
2022-02-18,237233077840
2022-02-22,236210521470
2022-02-23,231179544129
2022-02-24,237233077840
2022-02-25,240505258224
2022-02-28,240259844695
2022-03-01,233183754614
2022-03-02,239605408618
2022-03-03,236660446272
2022-03-04,243777438608
2022-03-07,233429168143
2022-03-08,235596987648
2022-03-09,244186461156
2022-03-10,240382551459
2022-03-11,236374130489
2022-03-14,232243002754
2022-03-15,242468566454
2022-03-16,248317588890
2022-03-17,246517889679
2022-03-18,249667363299
2022-03-21,245945258112
2022-03-22,250035483592
2022-03-23,245168115271
2022-03-24,256211724067
2022-03-25,257234280437
2022-03-28,258870370629
2022-03-29,262387964542
2022-03-30,258134130042
2022-03-31,257561498475
2022-04-01,256457137596
2022-04-04,259688415725
2022-04-05,251180746726
2022-04-06,246231573896
2022-04-07,246681498698
2022-04-08,240096235676
2022-04-11,237478491368
2022-04-12,239319092834
2022-04-13,242345859690
2022-04-14,234738040297
2022-04-18,239891724402
2022-04-19,244431874684
2022-04-20,244472776939
2022-04-21,242427664199
2022-04-22,240096235676
2022-04-25,240464355969
2022-04-26,229093529134
2022-04-27,228848115606
2022-04-28,236783153037
2022-04-29,226762100611
2022-05-02,241804869438
2022-05-03,243818511654
2022-05-04,253257459541
2022-05-05,243315101100
2022-05-06,243357051979
2022-05-09,236141500705
2022-05-10,243902413413
2022-05-11,237903437644
2022-05-12,239791227222
2022-05-13,246755073219
2022-05-16,244447774846
2022-05-17,255145249119
2022-05-18,239371718427
2022-05-19,229135703829
2022-05-20,227877177444
2022-05-23,220829429688
2022-05-24,219906510339
2022-05-25,223010875422
2022-05-26,231023493406
2022-05-27,244699480123
2022-05-31,243357051979
2022-06-01,240630244812
2022-06-02,241930722076
2022-06-03,236309304223
2022-06-06,235428335754
2022-06-07,240378539535
2022-06-08,237190272693
2022-06-09,233330791779
2022-06-10,227080110733
2022-06-13,217137752292
2022-06-14,218228475159
2022-06-15,220955282326
2022-06-16,208579772874
2022-06-17,209209036066
2022-06-21,211348530921
2022-06-22,208118313199
2022-06-23,208328067597
2022-06-24,213571927534
2022-06-27,212145597631
2022-06-28,209125134307
2022-06-29,205727113068
2022-06-30,203797372611
2022-07-01,200441302251
2022-07-05,199812039058
2022-07-06,202454944467
2022-07-07,209125134307
2022-07-08,209209036066
2022-07-11,202580797105
2022-07-12,201951533913
2022-07-13,202077386551
2022-07-14,203293962057
2022-07-15,207447099127
2022-07-18,206020769224
2022-07-19,213529976655
2022-07-20,214704601281
2022-07-21,217179703171
2022-07-22,214998257437
2022-07-25,215249962714
2022-07-26,214410945124
2022-07-27,221416742001
2022-07-28,223849893012
2022-07-29,224646959722
2022-08-01,220460400000
2022-08-02,218323200000
2022-08-03,224693700000
2022-08-04,227200800000
2022-08-05,226625400000
2022-08-08,224200500000
2022-08-09,218980800000
2022-08-10,226214400000
2022-08-11,224159400000
2022-08-12,229420200000
2022-08-15,229749000000
2022-08-16,226748700000
2022-08-17,221364600000
2022-08-18,229543500000
2022-08-19,225392400000
2022-08-22,217336800000
2022-08-23,217747800000
2022-08-24,218158800000
2022-08-25,226091100000
2022-08-26,214089900000
2022-08-29,211336200000
2022-08-30,208130400000
2022-08-31,205130100000
2022-09-01,202212000000
2022-09-02,205582200000
2022-09-06,204760200000
2022-09-07,207596100000
2022-09-08,210390900000
2022-09-09,214706400000
2022-09-12,217460100000
2022-09-13,207020700000
2022-09-14,209938800000
2022-09-15,205541100000
2022-09-16,206527500000
2022-09-19,206239800000
2022-09-20,202664100000
2022-09-21,198143100000
2022-09-22,196293600000
2022-09-23,192635700000
2022-09-26,190005300000
2022-09-27,191032800000
2022-09-28,191526000000
2022-09-29,184991100000
2022-09-30,182484000000
2022-10-03,187744800000
2022-10-04,197238900000
2022-10-05,199252800000
2022-10-06,197074500000
2022-10-07,189265500000
2022-10-10,179894700000
2022-10-11,177058800000
2022-10-12,176976600000
2022-10-13,180018000000
2022-10-14,175538100000
2022-10-17,178949400000
2022-10-18,178702800000
2022-10-19,178908300000
2022-10-20,176853300000
2022-10-21,184826700000
2022-10-24,187621500000
2022-10-25,189101100000
2022-10-26,189553200000
2022-10-27,187169400000
2022-10-28,194361900000
2022-10-31,196501800000
2022-11-01,195582200000
2022-11-02,190608000000
2022-11-03,185633800000
2022-11-04,194495400000
2022-11-07,198633600000
2022-11-08,201517800000
2022-11-09,196251000000
2022-11-10,211758800000
2022-11-11,216565800000
2022-11-14,214517600000
2022-11-15,219199200000
2022-11-16,213890600000
2022-11-17,214057800000
2022-11-18,215353600000
2022-11-21,216273200000
2022-11-22,221581800000
2022-11-23,223044800000
2022-11-25,221498200000
2022-11-28,218279600000
2022-11-29,217945200000
2022-11-30,230318000000
2022-12-01,230234400000
2022-12-02,226054400000
2022-12-05,221790800000
2022-12-06,219784400000
2022-12-07,216733000000
2022-12-08,221999800000
2022-12-09,227684600000
2022-12-12,232658800000
2022-12-13,238678000000
2022-12-14,240099200000
2022-12-15,233244000000
2022-12-16,232366200000
2022-12-19,229732800000
2022-12-20,227392000000
2022-12-21,234581600000
2022-12-22,231195800000
2022-12-23,230903200000
2022-12-27,231363000000
2022-12-28,227768200000
2022-12-29,233160400000
2022-12-30,233703800000
2023-01-03,231363000000
2023-01-04,234163600000
2023-01-05,231990000000
2023-01-06,245951200000
2023-01-09,241144200000
2023-01-10,240308200000
2023-01-11,241645800000
2023-01-12,243234200000
2023-01-13,242022000000
2023-01-17,242105600000
2023-01-18,240057400000
2023-01-19,235417600000
2023-01-20,238594400000
2023-01-23,243108800000
2023-01-24,244530000000
2023-01-25,244822600000
2023-01-26,250214800000
2023-01-27,247038000000
2023-01-30,241322500000
2023-01-31,242775000000
2023-02-01,250162000000
2023-02-02,251407000000
2023-02-03,248004000000
2023-02-06,249539500000
2023-02-07,255017500000
2023-02-08,249705500000
2023-02-09,248751000000
2023-02-10,246219500000
2023-02-13,249456500000
2023-02-14,249954500000
2023-02-15,252195500000
2023-02-16,249207500000
2023-02-17,247174000000
2023-02-21,241322500000
2023-02-22,239123000000
2023-02-23,242277000000
2023-02-24,239787000000
2023-02-27,242982500000
2023-02-28,246634500000
2023-03-01,246344000000
2023-03-02,248460500000
2023-03-03,262612000000
2023-03-06,262653500000
2023-03-07,259458000000
2023-03-08,262404500000
2023-03-09,258337500000
2023-03-10,255142000000
2023-03-13,255847500000
2023-03-14,262487500000
2023-03-15,259790000000
2023-03-16,264147500000
2023-03-17,261865000000
2023-03-20,267135500000
2023-03-21,264272000000
2023-03-22,261823500000
2023-03-23,265268000000
2023-03-24,264023000000
2023-03-27,260122000000
2023-03-28,259250500000
2023-03-29,259582500000
2023-03-30,263027000000
2023-03-31,266222500000
2023-04-03,266637500000
2023-04-04,263276000000
2023-04-05,261035000000
2023-04-06,258379000000
2023-04-10,260371000000
2023-04-11,257964000000
2023-04-12,255930500000
2023-04-13,259043000000
2023-04-14,257092500000
2023-04-17,260371000000
2023-04-18,262404500000
2023-04-19,263317500000
2023-04-20,262695000000
2023-04-21,262653500000
2023-04-24,263317500000
2023-04-25,258130000000
2023-04-26,255723000000
2023-04-27,256636000000
2023-04-28,259997500000
2023-05-01,263494000000
2023-05-02,252879900000
2023-05-03,253251600000
2023-05-04,252012600000
2023-05-05,260231300000
2023-05-08,259818300000
2023-05-09,255440500000
2023-05-10,258661900000
2023-05-11,259240100000
2023-05-12,260685600000
2023-05-15,264237400000
2023-05-16,264898200000
2023-05-17,271547500000
2023-05-18,279972700000
2023-05-19,281748600000
2023-05-22,280179200000
2023-05-23,283524500000
2023-05-24,280633500000
2023-05-25,300994400000
2023-05-26,335645100000
2023-05-30,331762900000
2023-05-31,333704000000
2023-06-01,326270000000
2023-06-02,335356000000
2023-06-05,331349900000
2023-06-06,326270000000
2023-06-07,327343800000
2023-06-08,332134600000
2023-06-09,332299800000
2023-06-12,353280200000
2023-06-13,351504300000
2023-06-14,366000600000
2023-06-15,364844200000
2023-06-16,358525300000
2023-06-20,358484000000
2023-06-21,350100100000
2023-06-22,347911200000
2023-06-23,339568600000
2023-06-26,339320800000
2023-06-27,350389200000
2023-06-28,350182700000
