,HCA
2020-06-12,33981918220
2020-06-15,34992419816
2020-06-16,35235751304
2020-06-17,33491875639
2020-06-18,33829836039
2020-06-19,32961277812
2020-06-22,33228266527
2020-06-23,33485116432
2020-06-24,31677028292
2020-06-25,31548603339
2020-06-26,31254577792
2020-06-29,32511790480
2020-06-30,32842240730
2020-07-01,33187378640
2020-07-02,33150157885
2020-07-06,33569737304
2020-07-07,32564776920
2020-07-08,32358370915
2020-07-09,31921872970
2020-07-10,32727194760
2020-07-13,32764415515
2020-07-14,33485144679
2020-07-15,35748843325
2020-07-16,36253015370
2020-07-17,35887575230
2020-07-20,35518751385
2020-07-21,36994046765
2020-07-22,41423316610
2020-07-23,42962902385
2020-07-24,42468881455
2020-07-27,42407974765
2020-07-28,41944407180
2020-07-29,43913723490
2020-07-30,43328342525
2020-07-31,42851240120
2020-08-03,42590694835
2020-08-04,43443388494
2020-08-05,44126896905
2020-08-06,44773184560
2020-08-07,44079525035
2020-08-10,44823940135
2020-08-11,44526174095
2020-08-12,44708894165
2020-08-13,44214873234
2020-08-14,45487146315
2020-08-17,45443158150
2020-08-18,45311193655
2020-08-19,45016811320
2020-08-20,44377291075
2020-08-21,44837474955
2020-08-24,45470227790
2020-08-25,45378867755
2020-08-26,44539708915
2020-08-27,45483762609
2020-08-28,46015004295
2020-08-31,45923644260
2020-09-01,45409321099
2020-09-02,46752651984
2020-09-03,46221410300
2020-09-04,46373677025
2020-09-08,44844242365
2020-09-09,45277356605
2020-09-10,45568355234
2020-09-11,45341647000
2020-09-14,45923644260
2020-09-15,45950713900
2020-09-16,46698512705
2020-09-17,46404130369
2020-09-18,44749498625
2020-09-21,42448579225
2020-09-22,40824400825
2020-09-23,39362640265
2020-09-24,39572429975
2020-09-25,40790563775
2020-09-28,41064643880
2020-09-29,40665366690
2020-09-30,42319583808
2020-10-01,42278852736
2020-10-02,43124022480
2020-10-05,44183030351
2020-10-06,43572064272
2020-10-07,43809662192
2020-10-08,44746476848
2020-10-09,45469453376
2020-10-12,44203395888
2020-10-13,45123239264
2020-10-14,45707051296
2020-10-15,46769453424
2020-10-16,45863187072
2020-10-19,45595040848
2020-10-20,46304440351
2020-10-21,46155093088
2020-10-22,45893735376
2020-10-23,46362142704
2020-10-26,45968409008
2020-10-27,44315406336
2020-10-28,42954309680
2020-10-29,42563970240
2020-10-30,42068408864
2020-11-02,44328983360
2020-11-03,46192429904
2020-11-04,44736294080
2020-11-05,46691385536
2020-11-06,47010445600
2020-11-09,50004179392
2020-11-10,51630028016
2020-11-11,49376242032
2020-11-12,49077547504
2020-11-13,50828983600
2020-11-16,51531594592
2020-11-17,51942299568
2020-11-18,51334727744
2020-11-19,51202351760
2020-11-20,50010967904
2020-11-23,50710184640
2020-11-24,52631333536
2020-11-25,52142560672
2020-11-27,51949088080
2020-11-30,50951176816
2020-12-01,51562142896
2020-12-02,51796346560
2020-12-03,51847260400
2020-12-04,53520628608
2020-12-07,52736555472
2020-12-08,54033161264
2020-12-09,54284336208
2020-12-10,54915667824
2020-12-11,53483291792
2020-12-14,54600002016
2020-12-15,54630550319
2020-12-16,54837599936
2020-12-17,55920367600
2020-12-18,55781203104
2020-12-21,55356921104
2020-12-22,55418017712
2020-12-23,56297130016
2020-12-24,55747260544
2020-12-28,55665798400
2020-12-29,55608096048
2020-12-30,55105746160
2020-12-31,55607708580
2021-01-04,55330447719
2021-01-05,55793676230
2021-01-06,57670258880
2021-01-07,58698152800
2021-01-08,58251830440
2021-01-11,57944138510
2021-01-12,58238305520
2021-01-13,57639827810
2021-01-14,56895957210
2021-01-15,57065018710
2021-01-19,56162230300
2021-01-20,56787757849
2021-01-21,56601790200
2021-01-22,56456397310
2021-01-25,56950056890
2021-01-26,55496127990
2021-01-27,53092073460
2021-01-28,55384547400
2021-01-29,54938225040
2021-02-01,56442872390
2021-02-02,56077699550
2021-02-03,58535853760
2021-02-04,60625453900
2021-02-05,59776765170
2021-02-08,60503729620
2021-02-09,59313536659
2021-02-10,59100519170
2021-02-11,59357492650
2021-02-12,58667721730
2021-02-16,58833402000
2021-02-17,59658422120
2021-02-18,59039657030
2021-02-19,59972876510
2021-02-22,59110662860
2021-02-23,59195193610
2021-02-24,59316917890
2021-02-25,59181668690
2021-02-26,58167299690
2021-03-01,59327061580
2021-03-02,60246756140
2021-03-03,59367636340
2021-03-04,59624609820
2021-03-05,62116576330
2021-03-08,63976252830
2021-03-09,62326212590
2021-03-10,62677860510
2021-03-11,62630523290
2021-03-12,64050639890
2021-03-15,64858753860
2021-03-16,62728578960
2021-03-17,62721816500
2021-03-18,63577267690
2021-03-19,63769997800
2021-03-22,63627986140
2021-03-23,62099670180
2021-03-24,62414124570
2021-03-25,63347344050
2021-03-26,64605161610
2021-03-29,63293244370
2021-03-30,63749710420
2021-03-31,61807726140
2021-04-01,61089031650
2021-04-05,61696148000
2021-04-06,61164510980
2021-04-07,61292497670
2021-04-08,61709274840
2021-04-09,62641280480
2021-04-12,62897253860
2021-04-13,61886487180
2021-04-14,62664252450
2021-04-15,63497806790
2021-04-16,64626715030
2021-04-19,63957246189
2021-04-20,63317312740
2021-04-21,64823617630
2021-04-22,66129738210
2021-04-23,66454627500
2021-04-26,65817975760
2021-04-27,65292902160
2021-04-28,65138661790
2021-04-29,66270851740
2021-04-30,65982061260
2021-05-03,67114251210
2021-05-04,67714804140
2021-05-05,68207060640
2021-05-06,68696035430
2021-05-07,69086558920
2021-05-10,69536153190
2021-05-11,67852635960
2021-05-12,66982982810
2021-05-13,68085637370
2021-05-14,69408166500
2021-05-17,68751824500
2021-05-18,67422731950
2021-05-19,66838587569
2021-05-20,67672141910
2021-05-21,67727930980
2021-05-24,67642606520
2021-05-25,68984825910
2021-05-26,69516462930
2021-05-27,70126860990
2021-05-28,70487849090
2021-06-01,70842273770
2021-06-02,69122657730
2021-06-03,69985747460
2021-06-04,70153114670
2021-06-07,69529589770
2021-06-08,68863402640
2021-06-09,68361301010
2021-06-10,68948727100
2021-06-11,69470518990
2021-06-14,68213624060
2021-06-15,68771514760
2021-06-16,67852635960
2021-06-17,68000312910
2021-06-18,66080512560
2021-06-21,68289103390
2021-06-22,68863402640
2021-06-23,67652451650
2021-06-24,67087997530
2021-06-25,68134863020
2021-06-28,67905143319
2021-06-29,67563845480
2021-06-30,65758205280
2021-07-01,67377191760
2021-07-02,68337769200
2021-07-06,68334588480
2021-07-07,68999358960
2021-07-08,68083311600
2021-07-09,69590972880
2021-07-12,70083984480
2021-07-13,69730924560
2021-07-14,69578250000
2021-07-15,70068080880
2021-07-16,69721382400
2021-07-19,69222009360
2021-07-20,79168120800
2021-07-21,79279446000
2021-07-22,78496988880
2021-07-23,79028169120
2021-07-26,78169374720
2021-07-27,78783253680
2021-07-28,78223446960
2021-07-29,78850048800
2021-07-30,78945470400
2021-08-02,79836072000
2021-08-03,80634432720
2021-08-04,78964554720
2021-08-05,79219012320
2021-08-06,79556168640
2021-08-09,79085422080
2021-08-10,76547207520
2021-08-11,76706243520
2021-08-12,77145182880
2021-08-13,77285134560
2021-08-16,78344314320
2021-08-17,77937182160
2021-08-18,77122917840
2021-08-19,78404748000
2021-08-20,79308072480
2021-08-23,79406674800
2021-08-24,79352602560
2021-08-25,80182770480
2021-08-26,79848794880
2021-08-27,80106433200
2021-08-30,80628071280
2021-08-31,80465854560
2021-09-01,80364071520
2021-09-02,80561276160
2021-09-03,80456312400
2021-09-07,80195493360
2021-09-08,80927058960
2021-09-09,82145274720
2021-09-10,81649082400
2021-09-13,81963973680
2021-09-14,81003396240
2021-09-15,81569564400
2021-09-16,83220358080
2021-09-17,82297949280
2021-09-20,81117902160
2021-09-21,81375540480
2021-09-22,82142094000
2021-09-23,81276938160
2021-09-24,81531395760
2021-09-27,81283299600
2021-09-28,80090529600
2021-09-29,80220939120
2021-09-30,74145328896
2021-10-01,75694096272
2021-10-04,74652420384
2021-10-05,74264464848
2021-10-06,73170857904
2021-10-07,74010919104
2021-10-08,73442732256
2021-10-11,72556849536
2021-10-12,73030338576
2021-10-13,73012009968
2021-10-14,74081178768
2021-10-15,75416112384
2021-10-18,75327524112
2021-10-19,75965970624
2021-10-20,76631910048
2021-10-21,79423968000
2021-10-22,77319232848
2021-10-25,73867345008
2021-10-26,73742099520
2021-10-27,74954842416
2021-10-28,76573869456
2021-10-29,76509719328
2021-11-01,76671622032
2021-11-02,75892656192
2021-11-03,76369200000
2021-11-04,75578015088
2021-11-05,75840725136
2021-11-08,75645219984
2021-11-09,75190059552
2021-11-10,74924294736
2021-11-11,74533284432
2021-11-12,74924294736
2021-11-15,74096452608
2021-11-16,73839852096
2021-11-17,74493572448
2021-11-18,74307231600
2021-11-19,73027283808
2021-11-22,73445787024
2021-11-23,73824578256
2021-11-24,73268610480
2021-11-26,70565140800
2021-11-29,70235225856
2021-11-30,68912511312
2021-12-01,68918620848
2021-12-02,70888946208
2021-12-03,70268828304
2021-12-06,71411311536
2021-12-07,72886764480
2021-12-08,73470225168
2021-12-09,73754318592
2021-12-10,74398874640
2021-12-13,74566886880
2021-12-14,74875418448
2021-12-15,77539176144
2021-12-16,77584997664
2021-12-17,77526957072
2021-12-20,75031211616
2021-12-21,75461933904
2021-12-22,77001536976
2021-12-23,76995427440
2021-12-27,77520847536
2021-12-28,78434223168
2021-12-29,78962698032
2021-12-30,78846616848
2021-12-31,77704426320
2022-01-03,76845479680
2022-01-04,78717620420
2022-01-05,78324440620
2022-01-06,76975531460
2022-01-07,76279905660
2022-01-10,75451203620
2022-01-11,75711307180
2022-01-12,75399787800
2022-01-13,76945286860
2022-01-14,77728622000
2022-01-18,75227393580
2022-01-19,74199077180
2022-01-20,72816898960
2022-01-21,71960976780
2022-01-24,73675845600
2022-01-25,72317863060
2022-01-26,72587040000
2022-01-27,69214767100
2022-01-28,71561748060
2022-01-31,72602162300
2022-02-01,71779509180
2022-02-02,72825972340
2022-02-03,72847143560
2022-02-04,72308789680
2022-02-07,70291474860
2022-02-08,72429768080
2022-02-09,73621405320
2022-02-10,72590064460
2022-02-11,71852096220
2022-02-14,71201837320
2022-02-15,73309885940
2022-02-16,76213367540
2022-02-17,75853456800
2022-02-18,73827068600
2022-02-22,73896631180
2022-02-23,73125393880
2022-02-24,73663747760
2022-02-25,76606547340
2022-02-28,75705258260
2022-03-01,76343419320
2022-03-02,78977723980
2022-03-03,79879013060
2022-03-04,80272192860
2022-03-07,78581519720
2022-03-08,78040141379
2022-03-09,79954624560
2022-03-10,80783326600
2022-03-11,80753082000
2022-03-14,79068457780
2022-03-15,80804497820
2022-03-16,80556492100
2022-03-17,80744008620
2022-03-18,78841623280
2022-03-21,79107775760
2022-03-22,78741816100
2022-03-23,78820452060
2022-03-24,78817427600
2022-03-25,78660155680
2022-03-28,79969746860
2022-03-29,79739887900
2022-03-30,77111632160
2022-03-31,73313116740
2022-04-01,73351145250
2022-04-04,71841705930
2022-04-05,71262502470
2022-04-06,73272162960
2022-04-07,74486150010
2022-04-08,75673809630
2022-04-11,75524620860
2022-04-12,76317369030
2022-04-13,75659183280
2022-04-14,76331995380
2022-04-18,76030692570
2022-04-19,76630372920
2022-04-20,80491729320
2022-04-21,78818474880
2022-04-22,61617887279
2022-04-25,61576933500
2022-04-26,62875753380
2022-04-27,62083005210
2022-04-28,64045861380
2022-04-29,62761667850
2022-05-02,61670542140
2022-05-03,63273590100
2022-05-04,65760069600
2022-05-05,65581628130
2022-05-06,66506013450
2022-05-09,65555300700
2022-05-10,65669386230
2022-05-11,61293182310
2022-05-12,62542272600
2022-05-13,62869902840
2022-05-16,61910414279
2022-05-17,63177056190
2022-05-18,60494583600
2022-05-19,59421009510
2022-05-20,59903679060
2022-05-23,59979736080
2022-05-24,59897828520
2022-05-25,60307366320
2022-05-26,61954293330
2022-05-27,63054194850
2022-05-31,61547680800
2022-06-01,60538462650
2022-06-02,61775851860
2022-06-03,60725679930
2022-06-06,59915380140
2022-06-07,60705203040
2022-06-08,60181579710
2022-06-09,58873984020
2022-06-10,57545911440
2022-06-13,54342740790
2022-06-14,52444240560
2022-06-15,53149230630
2022-06-16,50185932120
2022-06-17,50636423700
2022-06-21,50861669490
2022-06-22,51657342930
2022-06-23,51905990880
2022-06-24,53336447910
2022-06-27,52602205140
2022-06-28,51432097140
2022-06-29,51388218090
2022-06-30,48058101480
2022-07-01,50059807480
2022-07-05,49350631640
2022-07-06,47466168420
2022-07-07,49945424280
2022-07-08,49356350800
2022-07-11,48438425619
2022-07-12,48644315380
2022-07-13,48415548980
2022-07-14,47895105420
2022-07-15,49073252380
2022-07-18,49096129020
2022-07-19,50951996440
2022-07-20,51132149980
2022-07-21,51847044980
2022-07-22,57772094740
2022-07-25,56799837540
2022-07-26,58318274520
2022-07-27,58524164280
2022-07-28,59988269240
2022-07-29,60743198360
2022-08-01,60311401780
2022-08-02,60471538260
2022-08-03,61901328260
2022-08-04,60828985760
2022-08-05,60854721980
2022-08-08,60434363720
2022-08-09,60071197060
2022-08-10,61972817760
2022-08-11,61915626160
2022-08-12,62593346619
2022-08-15,61967098600
2022-08-16,60871879460
2022-08-17,59762362420
2022-08-18,61492408320
2022-08-19,61489548740
2022-08-22,60734619619
2022-08-23,60122669500
2022-08-24,60171282360
2022-08-25,61069190480
2022-08-26,58615670840
2022-08-29,58358308640
2022-08-30,57700605240
2022-08-31,56582509460
2022-09-01,57034323100
2022-09-02,57200178740
2022-09-06,57394630180
2022-09-07,60668849280
2022-09-08,61826979180
2022-09-09,62824972600
2022-09-12,63585620880
2022-09-13,60634534320
2022-09-14,59696592080
2022-09-15,59756643260
2022-09-16,59956813860
2022-09-19,59590787619
2022-09-20,57694886080
2022-09-21,56859888720
2022-09-22,55493009480
2022-09-23,54760957000
2022-09-26,53542775920
2022-09-27,52704918980
2022-09-28,54314862520
2022-09-29,53668597440
2022-09-30,50979357757
2022-10-03,53606130258
2022-10-04,56557435370
2022-10-05,56180200882
2022-10-06,55900048799
2022-10-07,55603254018
2022-10-10,55223245747
2022-10-11,56221807627
2022-10-12,55611575367
2022-10-13,57139929800
2022-10-14,55883406101
2022-10-17,57225917073
2022-10-18,58254990566
2022-10-19,58024766577
2022-10-20,57863887163
2022-10-21,54549216478
2022-10-24,58349299188
2022-10-25,59469907520
2022-10-26,60324232684
2022-10-27,60404672391
2022-10-28,62038430578
2022-10-31,60321458901
2022-11-01,61336663479
2022-11-02,59309028106
2022-11-03,59012233325
2022-11-04,58779235553
2022-11-07,59425526992
2022-11-08,58712664761
2022-11-09,57974838483
2022-11-10,61716671750
2022-11-11,62154929464
2022-11-14,61749957146
2022-11-15,63533499615
2022-11-16,64074387300
2022-11-17,63048087590
2022-11-18,63819199264
2022-11-21,63516856917
2022-11-22,65111782142
2022-11-23,65816323024
2022-11-25,66396043671
2022-11-28,65003604605
2022-11-29,65408576923
2022-11-30,66631815226
2022-12-01,66146403201
2022-12-02,66301735049
2022-12-05,65280982905
2022-12-06,65633253346
2022-12-07,66046547013
2022-12-08,66995180799
2022-12-09,65902310297
2022-12-12,67328034759
2022-12-13,67430664730
2022-12-14,67874470010
2022-12-15,66487578510
2022-12-16,66307282615
2022-12-19,66201878861
2022-12-20,66115891588
2022-12-21,67375189070
2022-12-22,66889777045
2022-12-23,66776051942
2022-12-27,66579113349
2022-12-28,65572230120
2022-12-29,66676195754
2022-12-30,66559696868
2023-01-03,67347281100
2023-01-04,68917360800
2023-01-05,69310573000
2023-01-06,70479133200
2023-01-09,69169348900
2023-01-10,69338264000
2023-01-11,69869931200
2023-01-12,70653586500
2023-01-13,71683691700
2023-01-17,71531391200
2023-01-18,71099411600
2023-01-19,71160331800
2023-01-20,72384274000
2023-01-23,73051627100
2023-01-24,69969618800
2023-01-25,70235452400
2023-01-26,70570513500
2023-01-27,70548360700
2023-01-30,70141303000
2023-01-31,70631433700
2023-02-01,72400888600
2023-02-02,71440010900
2023-02-03,71464932800
2023-02-06,70202223200
2023-02-07,70675739300
2023-02-08,70999724000
2023-02-09,70944342000
2023-02-10,71060644200
2023-02-13,72029829200
2023-02-14,71691999000
2023-02-15,71730766400
2023-02-16,72868866500
2023-02-17,72783024400
2023-02-21,70913881900
2023-02-22,70362831000
2023-02-23,69775781800
2023-02-24,68989357400
2023-02-27,68684756400
2023-02-28,67413739500
2023-03-01,67649113000
2023-03-02,67496812500
2023-03-03,69224730900
2023-03-06,69706554300
2023-03-07,67934330300
2023-03-08,69623481300
2023-03-09,69817318300
2023-03-10,68286006000
2023-03-13,68416153700
2023-03-14,69418567900
2023-03-15,68526917700
2023-03-16,70440365800
2023-03-17,69410260600
2023-03-20,71010800400
2023-03-21,71633847900
2023-03-22,70440365800
2023-03-23,69994540700
2023-03-24,70396060200
2023-03-27,70448673100
2023-03-28,70468056800
2023-03-29,71265557600
2023-03-30,71841530400
2023-03-31,72378577920
2023-04-03,72510335040
2023-04-04,73353031620
2023-04-05,74472967140
2023-04-06,74275331460
2023-04-10,74385129060
2023-04-11,74549825460
2023-04-12,74766675720
2023-04-13,75049404540
2023-04-14,75032934900
2023-04-17,74415323400
2023-04-18,74511396300
2023-04-19,74934117060
2023-04-20,74327485320
2023-04-21,77190457740
2023-04-24,78573907500
2023-04-25,77404563060
2023-04-26,76328546580
2023-04-27,77528085360
2023-04-28,78870361020
2023-05-01,77959040940
2023-05-02,77006546760
2023-05-03,76366975740
2023-05-04,76207769220
2023-05-05,76325801640
2023-05-08,76248943320
2023-05-09,75225080700
2023-05-10,76457558760
2023-05-11,76336781400
2023-05-12,75724659780
2023-05-15,76177574880
2023-05-16,75642311580
2023-05-17,75612117240
2023-05-18,76693623600
2023-05-19,77536320180
2023-05-22,76045817760
2023-05-23,73498513440
2023-05-24,72713460600
2023-05-25,72491120460
2023-05-26,72578958540
2023-05-30,72515824920
2023-05-31,72518569860
2023-06-01,73528707780
2023-06-02,75282724440
2023-06-05,74725501620
2023-06-06,74440027860
2023-06-07,75082343820
2023-06-08,75071364060
2023-06-09,74604724260
2023-06-12,75826222560
2023-06-13,76817145900
2023-06-14,78011194800
2023-06-15,78475089660
2023-06-16,79625219520
2023-06-20,78313138200
2023-06-21,78774288120
2023-06-22,80811033600
2023-06-23,81085527600
2023-06-26,80940045780
2023-06-27,81689414400
2023-06-28,82216442880
2023-06-29,82468977360
2023-06-30,82295582040
2023-07-03,80695661340
2023-07-05,80904464550
2023-07-06,79849601580
2023-07-07,79044217770
2023-07-10,80196703020
2023-07-11,79911971370
2023-07-12,80061116520
2023-07-13,80261784540
2023-07-14,80419064880
2023-07-17,79144551780
2023-07-18,78569665020
2023-07-19,77748010830
2023-07-20,77802245430
2023-07-21,77322269220
2023-07-24,77333116140
2023-07-25,77428026690
2023-07-26,76519597140
2023-07-27,74930523360
2023-07-28,74098022250
2023-07-31,73978706130
2023-08-01,74266149510
2023-08-02,73051294470
2023-08-03,73420089750
2023-08-04,72861473370
2023-08-07,73916336340
2023-08-08,72568606530
2023-08-09,72430308300
2023-08-10,72687922650
2023-08-11,73102817340
2023-08-14,73458053970
2023-08-15,72883167210
2023-08-16,72416749650
2023-08-17,72026260530
2023-08-18,72956383920
2023-08-21,74523763860
2023-08-22,74526475590
2023-08-23,75161020410
2023-08-24,73919048070
2023-08-25,74106157440
2023-08-28,75261354420
2023-08-29,75752177550
2023-08-30,75863358480
2023-08-31,75196272900
2023-09-01,76148090130
2023-09-05,74369195250
2023-09-06,74455970610
2023-09-07,73729226970
2023-09-08,74187509340
2023-09-11,73889219040
2023-09-12,70740900510
2023-09-13,71180200770
2023-09-14,71475779340
2023-09-15,69496216440
2023-09-18,69341647830
2023-09-19,68956582170
2023-09-20,68934888330
2023-09-21,68726085120
2023-09-22,68408812710
2023-09-25,69018951960
2023-09-26,67375643580
2023-09-27,67050235980
2023-09-28,67969512450
2023-09-29,66703134540
2023-10-02,65643475933
2023-10-03,64785790454
2023-10-04,64621157328
2023-10-05,65170819539
2023-10-06,65157542674
2023-10-09,66105510835
2023-10-10,67199524511
2023-10-11,64809688811
2023-10-12,62393299381
2023-10-13,63043865766
2023-10-16,63574940366
2023-10-17,64783135081
2023-10-18,64395450623
2023-10-19,64804378065
2023-10-20,64029009149
2023-10-23,63978557062
2023-10-24,61105443476
2023-10-25,59841485928
2023-10-26,58898828513
2023-10-27,59822898317
2023-10-30,59305100582
2023-10-31,60048605022
2023-11-01,59841485928
2023-11-02,60521261416
2023-11-03,61296630332
2023-11-06,61339116300
2023-11-07,61899400003
2023-11-08,61485161815
2023-11-09,60425667988
2023-11-10,61822394186
2023-11-13,61070923627
2023-11-14,63086351734
2023-11-15,64013076911
2023-11-16,63840477666
2023-11-17,65423079974
2023-11-20,65962120693
2023-11-21,66001951288
2023-11-22,67183592273
2023-11-24,66963196314
2023-11-27,66748111101
2023-11-28,65494775045
2023-11-29,66140030684
2023-11-30,66511782904
2023-12-01,67010993028
2023-12-04,68280261322
2023-12-05,67050823623
2023-12-06,67018959147
2023-12-07,67433197335
2023-12-08,68383820868
2023-12-11,69576083346
2023-12-12,69836309900
2023-12-13,71235691471
2023-12-14,73248464205
2023-12-15,71798630547
2023-12-18,70946255814
2023-12-19,71477330414
2023-12-20,69961112431
2023-12-21,71363149375
2023-12-22,71692415627
2023-12-26,72146484410
2023-12-27,72019026506
2023-12-28,71822528904
2023-12-29,71875636364
2024-01-02,72468574056
2024-01-03,71615754864
2024-01-04,71884234980
2024-01-05,72605446272
2024-01-08,74092615542
2024-01-09,73524069414
2024-01-10,74358463500
2024-01-11,74366359974
2024-01-12,74276866602
2024-01-16,73916260956
2024-01-17,73142406504
2024-01-18,74969124156
2024-01-19,75745610766
2024-01-22,75887747298
2024-01-23,74992813578
2024-01-24,73418783094
2024-01-25,75284983116
2024-01-26,74603254194
2024-01-29,75471866334
2024-01-30,79383253122
2024-01-31,80254497420
2024-02-01,82823483628
2024-02-02,81444232836
2024-02-05,81760091796
2024-02-06,80759871756
2024-02-07,80880951024
2024-02-08,80401898268
2024-02-09,80628263856
2024-02-12,81639012528
2024-02-13,80159739732
2024-02-14,80394001794
2024-02-15,80980973028
2024-02-16,81215235090
2024-02-20,81223131564
2024-02-21,82023307596
2024-02-22,82344430872
2024-02-23,83007734688
2024-02-26,82439188560
2024-02-27,82649761200
2024-02-28,82139122548
2024-02-29,82044364860
2024-03-01,82118065284
2024-03-04,82670818464
2024-03-05,83055113532
2024-03-06,85123989720
2024-03-07,85455641628
2024-03-08,85642524846
2024-03-11,84558075750
2024-03-12,85163472090
2024-03-13,84729166020
2024-03-14,85487227524
2024-03-15,84747591126
2024-03-18,86116313286
2024-03-19,86987557584
2024-03-20,86561147988
2024-03-21,86558515830
2024-03-22,86845421052
2024-03-25,86155795656
2024-03-26,86258449818
2024-03-27,87306048702
2024-03-28,87790365774
2024-04-01,86890167738
2024-04-02,86690123730
2024-04-03,87440288760
2024-04-04,85589881686
2024-04-05,86545355040
2024-04-08,86340046716
2024-04-09,86569044462
2024-04-10,86271610608
2024-04-11,86137370550
2024-04-12,84971324556
2024-04-15,84921313554
2024-04-16,82620807462
2024-04-17,81868010274
2024-04-18,78175092600
2024-04-19,80309772738
2024-04-22,81678494898
2024-04-23,84079022994
2024-04-24,83971104516
2024-04-25,82681347096
2024-04-26,80725653702
2024-04-29,81970664436
2024-04-30,81549519156
2024-05-01,81449497152
2024-05-02,81291567672
2024-05-03,81007294608
2024-05-06,81612690948
2024-05-07,82768208310
2024-05-08,81444232836
2024-05-09,84726533862
2024-05-10,85979441070
2024-05-13,83486787444
2024-05-14,84360663900
2024-05-15,86061037968
2024-05-16,84942370818
2024-05-17,84981853188
2024-05-20,85558295790
2024-05-21,84523857696
2024-05-22,83810542878
2024-05-23,82997206056
2024-05-24,83886875460
2024-05-28,83876346828
2024-05-29,85579353054
2024-05-30,88203614580
2024-05-31,89427568050
2024-06-03,87571896660
2024-06-04,87387645600
2024-06-05,88680035178
2024-06-06,88656345756
2024-06-07,88819539552
2024-06-10,89825023908
2024-06-11,88522105698
2024-06-12,89706576798
2024-06-13,89730266220
2024-06-14,88827436026
2024-06-17,88301004426
2024-06-18,89661830112
2024-06-20,89064330246
2024-06-21,89209098936
2024-06-24,89853977646
2024-06-25,89611819110
2024-06-26,89619715584
2024-06-27,90359351982
2024-06-28,84565972224
2024-07-01,82944562896
2024-07-02,84150091260
2024-07-03,85953119490
2024-07-05,84308020740
2024-07-08,83231468118
2024-07-09,83415719178
2024-07-10,83005102530
2024-07-11,83573648658
2024-07-12,85366148256
2024-07-15,83434144284
2024-07-16,83942150778
2024-07-17,85013439084
2024-07-18,84684419334
2024-07-19,84797602128
2024-07-22,85645157004
2024-07-23,89538118686
2024-07-24,90530442252
2024-07-25,92859902082
2024-07-26,93383701524
2024-07-29,94423403934
2024-07-30,95113029330
2024-07-31,95560496190
2024-08-01,95578921296
2024-08-02,93799582488
2024-08-05,92172908844
2024-08-06,92896752294
2024-08-07,92723029866
2024-08-08,94934042586
2024-08-09,94994582220
