,AN
2013-11-26,5942991713
2013-11-27,5974429716
2013-11-29,5929691019
2013-12-02,5900671324
2013-12-03,5927272711
2013-12-04,6071162033
2013-12-05,6101390882
2013-12-06,6112273267
2013-12-09,6103809190
2013-12-10,6085671880
2013-12-11,6017959258
2013-12-12,5998612795
2013-12-13,6046978953
2013-12-16,6043351492
2013-12-17,5985312102
2013-12-18,6210214738
2013-12-19,6175149273
2013-12-20,6026423336
2013-12-23,6020377566
2013-12-24,6037305722
2013-12-26,6131619731
2013-12-27,6053024723
2013-12-30,6026423336
2013-12-31,5931063792
2014-01-02,5882125652
2014-01-03,5938225471
2014-01-06,5837961965
2014-01-07,5932257405
2014-01-08,5868995907
2014-01-09,5848704484
2014-01-10,5944193536
2014-01-13,5803347183
2014-01-14,5876157586
2014-01-15,5685179481
2014-01-16,5756796270
2014-01-17,5707858131
2014-01-21,5744860139
2014-01-22,5834381126
2014-01-23,5774700468
2014-01-24,5650564699
2014-01-27,5590884041
2014-01-28,5656532765
2014-01-29,5611175465
2014-01-30,5954936055
2014-01-31,5895255397
2014-02-03,5748440978
2014-02-04,5873770360
2014-02-05,5953742442
2014-02-06,6046844268
2014-02-07,6102944087
2014-02-10,6063554852
2014-02-11,6105331313
2014-02-12,6118461058
2014-02-13,6135171642
2014-02-14,6178141716
2014-02-18,6075490984
2014-02-19,6087427116
2014-02-20,6061167626
2014-02-21,6096976021
2014-02-24,6107718539
2014-02-25,6212756497
2014-02-26,6305858324
2014-02-27,6272437155
2014-02-28,6283179674
2014-03-03,6284373287
2014-03-04,6391798471
2014-03-05,6381055953
2014-03-06,6364345369
2014-03-07,6410896282
2014-03-10,6403734603
2014-03-11,6334505040
2014-03-12,6317794455
2014-03-13,6248564892
2014-03-14,6332117813
2014-03-17,6400153763
2014-03-18,6378668727
2014-03-19,6338085879
2014-03-20,6302277484
2014-03-21,6328536974
2014-03-24,6391798471
2014-03-25,6256920184
2014-03-26,6161431131
2014-03-27,6178141716
2014-03-28,6216337337
2014-03-31,6339693000
2014-04-01,6513579000
2014-04-02,6538590000
2014-04-03,6510006000
2014-04-04,6368277000
2014-04-07,6214638000
2014-04-08,6236076000
2014-04-09,6481422000
2014-04-10,6337311000
2014-04-11,6280143000
2014-04-14,6337311000
2014-04-15,6325401000
2014-04-16,6411153000
2014-04-17,6549309000
2014-04-21,6513579000
2014-04-22,6444501000
2014-04-23,6362322000
2014-04-24,6348030000
2014-04-25,6275379000
2014-04-28,6270615000
2014-04-29,6270615000
2014-04-30,6311109000
2014-05-01,6290862000
2014-05-02,6420681000
2014-05-05,6383760000
2014-05-06,6380187000
2014-05-07,6380187000
2014-05-08,6405198000
2014-05-09,6459984000
2014-05-12,6639825000
2014-05-13,6556455000
2014-05-14,6470703000
2014-05-15,6469512000
2014-05-16,6520725000
2014-05-19,6521916000
2014-05-20,6600522000
2014-05-21,6669600000
2014-05-22,6710094000
2014-05-23,6714858000
2014-05-27,6736296000
2014-05-28,6725577000
2014-05-29,6776790000
2014-05-30,6808947000
2014-06-02,6841104000
2014-06-03,6872070000
2014-06-04,6842295000
2014-06-05,6819666000
2014-06-06,6812520000
2014-06-09,6794655000
2014-06-10,6776790000
2014-06-11,6763689000
2014-06-12,6570747000
2014-06-13,6588612000
2014-06-16,6612432000
2014-06-17,6674364000
2014-06-18,6700566000
2014-06-19,6730341000
2014-06-20,7076922000
2014-06-23,7037619000
2014-06-24,6930429000
2014-06-25,6953058000
2014-06-26,7042383000
2014-06-27,7042383000
2014-06-30,6982560000
2014-07-01,6994260000
2014-07-02,7067970000
2014-07-03,7127640000
2014-07-07,7100730000
2014-07-08,7074990000
2014-07-09,7163910000
2014-07-10,7099560000
2014-07-11,7127640000
2014-07-14,7121790000
2014-07-15,7112430000
2014-07-16,7117110000
2014-07-17,6530940000
2014-07-18,6719310000
2014-07-21,6663150000
2014-07-22,6656130000
2014-07-23,6650280000
2014-07-24,6604650000
2014-07-25,6543810000
2014-07-28,6449040000
2014-07-29,6404580000
2014-07-30,6389370000
2014-07-31,6238440000
2014-08-01,6264180000
2014-08-04,6325020000
2014-08-05,6301620000
2014-08-06,6271200000
2014-08-07,6208020000
2014-08-08,6363630000
2014-08-11,6353100000
2014-08-12,6307470000
2014-08-13,6286410000
2014-08-14,6369480000
2014-08-15,6298110000
2014-08-18,6341400000
2014-08-19,6382350000
2014-08-20,6374160000
2014-08-21,6327360000
2014-08-22,6308640000
2014-08-25,6319170000
2014-08-26,6326190000
2014-08-27,6313320000
2014-08-28,6300450000
2014-08-29,6347250000
2014-09-02,6322680000
2014-09-03,6291090000
2014-09-04,6253650000
2014-09-05,6301620000
2014-09-08,6318000000
2014-09-09,6237270000
2014-09-10,6197490000
2014-09-11,6196320000
2014-09-12,6126120000
2014-09-15,6064110000
2014-09-16,6039540000
2014-09-17,6069960000
2014-09-18,6051240000
2014-09-19,6018480000
2014-09-22,5850000000
2014-09-23,5728320000
2014-09-24,5809050000
2014-09-25,5847660000
2014-09-26,5902650000
2014-09-29,5936580000
2014-09-30,5700789104
2014-10-01,5563680084
2014-10-02,5900220406
2014-10-03,6071323399
2014-10-06,6013533646
2014-10-07,5819768006
2014-10-08,5945545702
2014-10-09,5843563786
2014-10-10,5815235476
2014-10-13,5349518060
2014-10-14,5407307812
2014-10-15,5439035520
2014-10-16,5463964432
2014-10-17,5586342732
2014-10-20,5691724045
2014-10-21,5786907166
2014-10-22,5721185487
2014-10-23,5904752936
2014-10-24,5955743894
2014-10-27,5891155347
2014-10-28,6297949879
2014-10-29,6318346262
2014-10-30,6334210116
2014-10-31,6488316122
2014-11-03,6390866736
2014-11-04,6341008910
2014-11-05,6436192032
2014-11-06,6555170934
2014-11-07,6525709491
2014-11-10,6560836596
2014-11-11,6557437198
2014-11-12,6557437198
2014-11-13,6557437198
2014-11-14,6501913711
2014-11-17,6497381181
2014-11-18,6541573345
2014-11-19,6563102860
2014-11-20,6590298038
2014-11-21,6588031773
2014-11-24,6641288996
2014-11-25,6662818512
2014-11-26,6654886585
2014-11-28,6735338985
2014-12-01,6605028759
2014-12-02,6690013689
2014-12-03,6801060664
2014-12-04,6787463076
2014-12-05,6774998619
2014-12-08,6632223937
2014-12-09,6795395002
2014-12-10,6643555261
2014-12-11,6622025745
2014-12-12,6498514314
2014-12-15,6472452268
2014-12-16,6336476380
2014-12-17,6466786606
2014-12-18,6543839610
2014-12-19,6635623334
2014-12-22,6643555261
2014-12-23,6731939588
2014-12-24,6769332957
2014-12-26,6795395002
2014-12-29,6898510051
2014-12-30,6889444992
2014-12-31,6862576000
2015-01-02,6820544000
2015-01-05,6726256000
2015-01-06,6716032000
2015-01-07,6760336000
2015-01-08,6800096000
2015-01-09,6696720000
2015-01-12,6602432000
2015-01-13,6534272000
2015-01-14,6496784000
2015-01-15,6375232000
2015-01-16,6596752000
2015-01-20,6566080000
2015-01-21,6513824000
2015-01-22,6654688000
2015-01-23,6748976000
2015-01-26,6805776000
2015-01-27,6794416000
2015-01-28,6785328000
2015-01-29,6880752000
2015-01-30,6772832000
2015-02-02,6741024000
2015-02-03,7176112000
2015-02-04,7135216000
2015-02-05,7203376000
2015-02-06,7193152000
2015-02-09,7213600000
2015-02-10,7329472000
2015-02-11,7257904000
2015-02-12,7210192000
2015-02-13,7236320000
2015-02-17,7173840000
2015-02-18,7080688000
2015-02-19,7075008000
2015-02-20,7114768000
2015-02-23,7101136000
2015-02-24,7046608000
2015-02-25,7043200000
2015-02-26,6979584000
2015-02-27,6986400000
2015-03-02,7111360000
2015-03-03,7075008000
2015-03-04,7047744000
2015-03-05,6998896000
2015-03-06,6819408000
2015-03-09,6904608000
2015-03-10,6834176000
2015-03-11,6906880000
2015-03-12,7062512000
2015-03-13,6989808000
2015-03-16,7134080000
2015-03-17,7067056000
2015-03-18,7143168000
2015-03-19,7201104000
2015-03-20,7212464000
2015-03-23,7179520000
2015-03-24,7153392000
2015-03-25,7047744000
2015-03-26,6997760000
2015-03-27,7156800000
2015-03-30,7321520000
2015-03-31,7320754000
2015-04-01,7257026000
2015-04-02,7336686000
2015-04-06,7386758000
2015-04-07,7249060000
2015-04-08,7375378000
2015-04-09,7386758000
2015-04-10,7449347999
2015-04-13,7353756000
2015-04-14,7360584000
2015-04-15,7382206000
2015-04-16,7320754000
2015-04-17,7228576000
2015-04-20,7341238000
2015-04-21,7385620000
2015-04-22,7491454000
2015-04-23,7393586000
2015-04-24,7374240000
2015-04-27,7245646000
2015-04-28,7113638000
2015-04-29,7081774000
2015-04-30,7004390000
2015-05-01,7164848000
2015-05-04,7234266000
2015-05-05,7179642000
2015-05-06,7183056000
2015-05-07,7147778000
2015-05-08,7183056000
2015-05-11,7176228000
2015-05-12,7165986000
2015-05-13,7097706000
2015-05-14,7092016000
2015-05-15,7089740000
2015-05-18,7134122000
2015-05-19,7110224000
2015-05-20,7079498000
2015-05-21,7099982000
2015-05-22,7085188000
2015-05-26,6982768000
2015-05-27,7201264000
2015-05-28,7212644000
2015-05-29,7102258000
2015-06-01,7161434000
2015-06-02,7135260000
2015-06-03,7270682000
2015-06-04,7253612000
2015-06-05,7310511999
2015-06-08,7307097999
2015-06-09,7278648000
2015-06-10,7304822000
2015-06-11,7251336000
2015-06-12,7172814000
2015-06-15,7127294000
2015-06-16,7210368000
2015-06-17,7231990000
2015-06-18,7222886000
2015-06-19,7160296000
2015-06-22,7156882000
2015-06-23,7226300000
2015-06-24,7309374000
2015-06-25,7323029999
2015-06-26,7379929999
2015-06-29,7135260000
2015-06-30,7078952000
2015-07-01,7181236000
2015-07-02,7128408000
2015-07-06,7095812000
2015-07-07,7064340000
2015-07-08,6895740000
2015-07-09,6947444000
2015-07-10,6992404000
2015-07-13,7304875999
2015-07-14,7364448000
2015-07-15,7381308000
2015-07-16,7417275999
2015-07-17,7440880000
2015-07-20,7439756000
2015-07-21,7274528000
2015-07-22,7067712000
2015-07-23,7014884000
2015-07-24,6802448000
2015-07-27,6660824000
2015-07-28,6752992000
2015-07-29,6859772000
2015-07-30,6947444000
2015-07-31,7007016000
2015-08-03,6880004000
2015-08-04,6869888000
2015-08-05,6946320000
2015-08-06,6837292000
2015-08-07,6804696000
2015-08-10,6886748000
2015-08-11,6811440000
2015-08-12,6793456000
2015-08-13,6818184000
2015-08-14,6812564000
2015-08-17,6846284000
2015-08-18,7029496000
2015-08-19,6955312000
2015-08-20,6833920000
2015-08-21,6619236000
2015-08-24,6496720000
2015-08-25,6491100000
2015-08-26,6654080000
2015-08-27,6777720000
2015-08-28,6802448000
2015-08-31,6726016000
2015-09-01,6528192000
2015-09-02,6576524000
2015-09-03,6509084000
2015-09-04,6446140000
2015-09-08,6605748000
2015-09-09,6599004000
2015-09-10,6592260000
2015-09-11,6599004000
2015-09-14,6577648000
2015-09-15,6618112000
2015-09-16,6812564000
2015-09-17,6873260000
2015-09-18,6757488000
2015-09-21,6848532000
2015-09-22,6723768000
2015-09-23,6702412000
2015-09-24,6581020000
2015-09-25,6673188000
2015-09-28,6320252000
2015-09-29,6367460000
2015-09-30,6446580094
2015-10-01,6407798674
2015-10-02,6591733410
2015-10-05,6737994766
2015-10-06,6601705775
2015-10-07,6608354019
2015-10-08,6716941995
2015-10-09,6755723416
2015-10-12,6730238482
2015-10-13,6644919358
2015-10-14,6647135439
2015-10-15,6800045039
2015-10-16,6783424430
2015-10-19,6892012407
2015-10-20,6895336529
2015-10-21,6833286256
2015-10-22,6829962135
2015-10-23,6823313891
2015-10-26,6851014906
2015-10-27,6759047538
2015-10-28,6919713422
2015-10-29,6914173219
2015-10-30,7001708425
2015-11-02,7019437074
2015-11-03,7085919509
2015-11-04,7237721068
2015-11-05,7136889375
2015-11-06,7091459712
2015-11-09,7053786332
2015-11-10,7111404442
2015-11-11,7019437074
2015-11-12,6876499839
2015-11-13,6621650506
2015-11-16,6807801323
2015-11-17,6940766193
2015-11-18,7033841601
2015-11-19,6985087816
2015-11-20,7028301398
2015-11-23,6988411938
2015-11-24,7036057683
2015-11-25,7159050187
2015-11-27,7128025051
2015-11-30,7082595387
2015-12-01,7144645659
2015-12-02,7122484848
2015-12-03,6972899369
2015-12-04,7039381804
2015-12-07,6999492343
2015-12-08,6926361665
2015-12-09,6982871735
2015-12-10,6957386801
2015-12-11,6785640511
2015-12-14,6771235984
2015-12-15,6763479700
2015-12-16,6811125445
2015-12-17,6621650506
2015-12-18,6550735908
2015-12-21,6581761045
2015-12-22,6706969630
2015-12-23,6728022401
2015-12-24,6670404291
2015-12-28,6622758546
2015-12-29,6715833955
2015-12-30,6679268616
2015-12-31,6365722000
2016-01-04,6262223000
2016-01-05,6054158000
2016-01-06,5416092000
2016-01-07,5236836000
2016-01-08,5209094000
2016-01-11,5178151000
2016-01-12,5122667000
2016-01-13,5006364000
2016-01-14,5075719000
2016-01-15,4966885000
2016-01-19,4753485000
2016-01-20,4909267000
2016-01-21,4887927000
2016-01-22,4871922000
2016-01-25,4820706000
2016-01-26,4853783000
2016-01-27,4701202000
2016-01-28,4431251000
2016-01-29,4614775000
2016-02-01,4816438000
2016-02-02,4637182000
2016-02-03,4744949000
2016-02-04,4950880000
2016-02-05,4881525000
2016-02-08,4770557000
2016-02-09,4955148000
2016-02-10,4986091000
2016-02-11,4991426000
2016-02-12,5138672000
2016-02-16,5252841000
2016-02-17,5298722000
2016-02-18,5329665000
2016-02-19,5115198000
2016-02-22,5316861000
2016-02-23,5374479000
2016-02-24,5477978000
2016-02-25,5541998000
2016-02-26,5512122000
2016-02-29,5491849000
2016-03-01,5604951000
2016-03-02,5500385000
2016-03-03,5652966000
2016-03-04,5625224000
2016-03-07,5639095000
2016-03-08,5283784000
2016-03-09,5342469000
2016-03-10,5338201000
2016-03-11,5453437000
2016-03-14,5316861000
2016-03-15,5169615000
2016-03-16,5130136000
2016-03-17,5059714000
2016-03-18,5176017000
2016-03-21,5245372000
2016-03-22,5199491000
2016-03-23,5119466000
2016-03-24,5118399000
2016-03-28,5044776000
2016-03-29,5139739000
2016-03-30,5118399000
2016-03-31,4803372000
2016-04-01,4716936000
2016-04-04,4666515000
2016-04-05,4700472000
2016-04-06,4736487000
2016-04-07,4642848000
2016-04-08,4594485000
2016-04-11,4522455000
2016-04-12,4613007000
2016-04-13,4776618000
2016-04-14,4865112000
2016-04-15,4848648000
2016-04-18,4934055000
2016-04-19,4962867000
2016-04-20,5011230000
2016-04-21,4944345000
2016-04-22,5092521000
2016-04-25,5097666000
2016-04-26,5256132000
2016-04-27,5282886000
2016-04-28,5217030000
2016-04-29,5211885000
2016-05-02,5112072000
2016-05-03,5056506000
2016-05-04,5008143000
2016-05-05,4959780000
2016-05-06,4972128000
2016-05-09,4975215000
2016-05-10,5045187000
2016-05-11,4845561000
2016-05-12,4831155000
2016-05-13,4774560000
2016-05-16,4802343000
2016-05-17,4831155000
2016-05-18,4796169000
2016-05-19,4782792000
2016-05-20,4952577000
2016-05-23,4852764000
2016-05-24,4938171000
2016-05-25,5095608000
2016-05-26,5079144000
2016-05-27,5196450000
2016-05-31,5190276000
2016-06-01,5111043000
2016-06-02,5094579000
2016-06-03,4990650000
2016-06-06,5049303000
2016-06-07,5175870000
2016-06-08,5227320000
2016-06-09,5179986000
2016-06-10,4901127000
2016-06-13,4864083000
2016-06-14,4833213000
2016-06-15,4886721000
2016-06-16,4877460000
2016-06-17,4947432000
2016-06-20,5079144000
2016-06-21,4927881000
2016-06-22,4900098000
2016-06-23,5014317000
2016-06-24,4839387000
2016-06-27,4740603000
2016-06-28,4836300000
2016-06-29,4894953000
2016-06-30,4787262000
2016-07-01,4873877000
2016-07-05,4657849000
2016-07-06,4775034000
2016-07-07,4964568000
2016-07-08,5173463000
2016-07-11,5174482000
2016-07-12,5185691000
2016-07-13,5161235000
2016-07-14,5175501000
2016-07-15,5178558000
2016-07-18,5240717000
2016-07-19,5164292000
2016-07-20,5225432000
2016-07-21,5261097000
2016-07-22,5306952000
2016-07-25,5296762000
2016-07-26,5319180000
2016-07-27,5250907000
2016-07-28,5311028000
2016-07-29,5436365000
2016-08-01,5280458000
2016-08-02,4966606000
2016-08-03,5016537000
2016-08-04,5039974000
2016-08-05,5093981000
2016-08-08,5071563000
2016-08-09,4996157000
2016-08-10,4951321000
2016-08-11,5039974000
2016-08-12,4976796000
2016-08-15,5019594000
2016-08-16,4979853000
2016-08-17,4918713000
2016-08-18,4969663000
2016-08-19,4931960000
2016-08-22,4890181000
2016-08-23,4927884000
2016-08-24,4874896000
2016-08-25,4846364000
2016-08-26,4846364000
2016-08-29,4887124000
2016-08-30,4859611000
2016-08-31,4824965000
2016-09-01,4893238000
2016-09-02,4928903000
2016-09-06,4896295000
2016-09-07,4999214000
2016-09-08,5024689000
2016-09-09,4805604000
2016-09-12,4954378000
2016-09-13,4944188000
2016-09-14,4961511000
2016-09-15,5007366000
2016-09-16,4976796000
2016-09-19,4929922000
2016-09-20,4891200000
2016-09-21,4852478000
2016-09-22,4919732000
2016-09-23,4945207000
2016-09-26,4872858000
2016-09-27,4856554000
2016-09-28,4835155000
2016-09-29,4815794000
2016-09-30,4921858013
2016-10-03,4934993746
2016-10-04,4939035510
2016-10-05,5027954316
2016-10-06,5068371955
2016-10-07,4978442708
2016-10-10,4957223447
2016-10-11,4881440374
2016-10-12,4898617871
2016-10-13,4863252436
2016-10-14,4882450815
2016-10-17,4842033176
2016-10-18,4840012294
2016-10-19,4931962423
2016-10-20,4733915991
2016-10-21,4730884668
2016-10-24,4770291866
2016-10-25,4628830129
2016-10-26,4718759376
2016-10-27,4653080712
2016-10-28,4461096926
2016-10-31,4432804579
2016-11-01,4339844009
2016-11-02,4236779029
2016-11-03,4139776695
2016-11-04,4128661844
2016-11-07,4171100365
2016-11-08,4068035385
2016-11-09,4196361389
2016-11-10,4281238432
2016-11-11,4355000623
2016-11-14,4630851011
2016-11-15,4519702503
2016-11-16,4448971634
2016-11-17,4454023839
2016-11-18,4441898548
2016-11-21,4550015732
2016-11-22,4525765149
2016-11-23,4538900882
2016-11-25,4525765149
2016-11-28,4510608534
2016-11-29,4469180454
2016-11-30,4512629416
2016-12-01,4682383501
2016-12-02,4513639857
2016-12-05,4605589986
2016-12-06,4734926432
2016-12-07,4887503020
2016-12-08,5040079608
2016-12-09,4948129479
2016-12-12,4862241995
2016-12-13,4849106263
2016-12-14,4799594655
2016-12-15,4848095822
2016-12-16,4846074940
2016-12-19,4910743162
2016-12-20,4992588882
2016-12-21,5005724614
2016-12-22,4943077274
2016-12-23,4950150361
2016-12-27,5006735055
2016-12-28,4890534343
2016-12-29,4918826690
2016-12-30,4915795367
2017-01-03,4982208000
2017-01-04,5178342000
2017-01-05,5168232000
2017-01-06,5088363000
2017-01-09,5109594000
2017-01-10,5169243000
2017-01-11,5194518000
2017-01-12,5217771000
2017-01-13,5188452000
2017-01-17,5223837000
2017-01-18,5239002000
2017-01-19,5218782000
2017-01-20,5225859000
2017-01-23,5275398000
2017-01-24,5359311000
2017-01-25,5354256000
2017-01-26,5344146000
2017-01-27,5275398000
2017-01-30,5319882000
2017-01-31,5370432000
2017-02-01,5299662000
2017-02-02,5233947000
2017-02-03,5031747000
2017-02-06,4900317000
2017-02-07,4860888000
2017-02-08,4817415000
2017-02-09,4787085000
2017-02-10,4840668000
2017-02-13,4768887000
2017-02-14,4805283000
2017-02-15,4795173000
2017-02-16,4743612000
2017-02-17,4829547000
2017-02-21,4880097000
2017-02-22,4819437000
2017-02-23,4710249000
2017-02-24,4734513000
2017-02-27,4756755000
2017-02-28,4640490000
2017-03-01,4712271000
2017-03-02,4695084000
2017-03-03,4632402000
2017-03-06,4582863000
2017-03-07,4575786000
2017-03-08,4599039000
2017-03-09,4519170000
2017-03-10,4533324000
2017-03-13,4532313000
2017-03-14,4531302000
2017-03-15,4587918000
2017-03-16,4577808000
2017-03-17,4501983000
2017-03-20,4440312000
2017-03-21,4286640000
2017-03-22,4285629000
2017-03-23,4247211000
2017-03-24,4273497000
2017-03-27,4274508000
2017-03-28,4353366000
2017-03-29,4389762000
2017-03-30,4396839000
2017-03-31,4279748000
2017-04-03,4133008000
2017-04-04,4075324000
2017-04-05,4013591999
2017-04-06,4080384000
2017-04-07,4062168000
2017-04-10,4113780000
2017-04-11,4130984000
2017-04-12,4055084000
2017-04-13,3990316000
2017-04-17,4081396000
2017-04-18,4204859999
2017-04-19,4381960000
2017-04-20,4417380000
2017-04-21,4332372000
2017-04-24,4458872000
2017-04-25,4438632000
2017-04-26,4365768000
2017-04-27,4417380000
2017-04-28,4250400000
2017-05-01,4214980000
2017-05-02,4076336000
2017-05-03,4089491999
2017-05-04,4091516000
2017-05-05,4122888000
2017-05-08,4122888000
2017-05-09,4062168000
2017-05-10,4066216000
2017-05-11,4040916000
2017-05-12,3983232000
2017-05-15,4102648000
2017-05-16,4088480000
2017-05-17,3954896000
2017-05-18,3971088000
2017-05-19,4014604000
2017-05-22,4009543999
2017-05-23,3945788000
2017-05-24,3971088000
2017-05-25,3936680000
2017-05-26,3974124000
2017-05-30,3980196000
2017-05-31,3999424000
2017-06-01,4083420000
2017-06-02,4033832000
2017-06-05,4029784000
2017-06-06,4050024000
2017-06-07,4065204000
2017-06-08,4015616000
2017-06-09,4113780000
2017-06-12,4254448000
2017-06-13,4261532000
2017-06-14,4266591999
2017-06-15,4327312000
2017-06-16,4079372000
2017-06-19,4073300000
2017-06-20,4000436000
2017-06-21,3986268000
2017-06-22,4000436000
2017-06-23,3999424000
2017-06-26,4133008000
2017-06-27,4147175999
2017-06-28,4194740000
2017-06-29,4244328000
2017-06-30,4102167999
2017-07-03,4185846000
2017-07-05,4089519000
2017-07-06,3996111000
2017-07-07,4067139999
2017-07-10,3925082000
2017-07-11,3945514999
2017-07-12,4000975999
2017-07-13,4174170000
2017-07-14,4087573000
2017-07-17,4114817000
2017-07-18,4104114000
2017-07-19,4128439000
2017-07-20,4181953999
2017-07-21,4180981000
2017-07-24,4169305000
2017-07-25,4166386000
2017-07-26,4133303999
2017-07-27,4112871000
2017-07-28,4149845000
2017-07-31,4123574000
2017-08-01,4083681000
2017-08-02,3790808000
2017-08-03,3767456000
2017-08-04,3862810000
2017-08-07,3925082000
2017-08-08,3892000000
2017-08-09,3967894000
2017-08-10,3928974000
2017-08-11,3993192000
2017-08-14,4059356000
2017-08-15,4062275000
2017-08-16,4080762000
2017-08-17,3985408000
2017-08-18,4055464000
2017-08-21,4130385000
2017-08-22,4159575000
2017-08-23,4133303999
2017-08-24,4101195000
2017-08-25,4175142999
2017-08-28,4092438000
2017-08-29,4064221000
2017-08-30,4230603999
2017-08-31,4414501000
2017-09-01,4429096000
2017-09-05,4476773000
2017-09-06,4355148000
2017-09-07,4353202000
2017-09-08,4368770000
2017-09-11,4435907000
2017-09-12,4456340000
2017-09-13,4526396000
2017-09-14,4474827000
2017-09-15,4505963000
2017-09-18,4485530000
2017-09-19,4562397000
2017-09-20,4553640000
2017-09-21,4567262000
2017-09-22,4608128000
2017-09-25,4639264000
2017-09-26,4750186000
2017-09-27,4697644000
2017-09-28,4596452000
2017-09-29,4617858000
2017-10-02,4380312000
2017-10-03,4430692000
2017-10-04,4361076000
2017-10-05,4356496000
2017-10-06,4353748000
2017-10-09,4282300000
2017-10-10,4237416000
2017-10-11,4141236000
2017-10-12,4102764000
2017-10-13,4030400000
2017-10-16,4044140000
2017-10-17,4107344000
2017-10-18,4088108000
2017-10-19,4078032000
2017-10-20,4167800000
2017-10-23,4184288000
2017-10-24,4242912000
2017-10-25,4275888000
2017-10-26,4375732000
2017-10-27,4360160000
2017-10-30,4359244000
2017-10-31,4341840000
2017-11-01,4360160000
2017-11-02,5005940000
2017-11-03,4918004000
2017-11-06,4988536000
2017-11-07,4847472000
2017-11-08,4760452000
2017-11-09,4712820000
2017-11-10,4807168000
2017-11-13,4830068000
2017-11-14,4876784000
2017-11-15,4865792000
2017-11-16,4768696000
2017-11-17,4737552000
2017-11-20,4749460000
2017-11-21,4782436000
2017-11-22,4771444000
2017-11-24,4816328000
2017-11-27,4812664000
2017-11-28,4885028000
2017-11-29,5070976000
2017-11-30,5071892000
2017-12-01,5041664000
2017-12-04,5152500000
2017-12-05,5114944000
2017-12-06,5063648000
2017-12-07,5072808000
2017-12-08,5092044000
2017-12-11,5079220000
2017-12-12,4990368000
2017-12-13,4970216000
2017-12-14,4801672000
2017-12-15,4815412000
2017-12-18,4927164000
2017-12-19,4819076000
2017-12-20,4779688000
2017-12-21,4721064000
2017-12-22,4721064000
2017-12-26,4730224000
2017-12-27,4712820000
2017-12-28,4706408000
2017-12-29,4701828000
2018-01-02,4832487000
2018-01-03,4950375000
2018-01-04,5033265000
2018-01-05,5118918000
2018-01-08,5237727000
2018-01-09,5192598000
2018-01-10,5166810000
2018-01-11,5314170000
2018-01-12,5338116000
2018-01-16,5271804000
2018-01-17,5191677000
2018-01-18,5197203000
2018-01-19,5427453000
2018-01-22,5529684000
2018-01-23,5535210000
2018-01-24,5619942000
2018-01-25,5641125000
2018-01-26,5710200000
2018-01-29,5624547000
2018-01-30,5626389000
2018-01-31,5546262000
2018-02-01,5345484000
2018-02-02,5270883000
2018-02-05,4943928000
2018-02-06,5012082000
2018-02-07,4933797000
2018-02-08,4852749000
2018-02-09,4975242000
2018-02-12,5029581000
2018-02-13,4918140000
2018-02-14,4856433000
2018-02-15,4844460000
2018-02-16,4891431000
2018-02-20,4787358000
2018-02-21,4765254000
2018-02-22,4774464000
2018-02-23,4831566000
2018-02-26,4802094000
2018-02-27,4659339000
2018-02-28,4624341000
2018-03-01,4527636000
2018-03-02,4574607000
2018-03-05,4650129000
2018-03-06,4726572000
2018-03-07,4681443000
2018-03-08,4640919000
2018-03-09,4742229000
2018-03-12,4694337000
2018-03-13,4691574000
2018-03-14,4708152000
2018-03-15,4631709000
2018-03-16,4657497000
2018-03-19,4621578000
2018-03-20,4404222000
2018-03-21,4426326000
2018-03-22,4337910000
2018-03-23,4275282000
2018-03-26,4337910000
2018-03-27,4243047000
2018-03-28,4222785000
2018-03-29,4308438000
2018-04-02,4118686999
2018-04-03,4178549000
2018-04-04,4297366000
2018-04-05,4322762000
2018-04-06,4214829000
2018-04-09,4187619000
2018-04-10,4315506000
2018-04-11,4225713000
2018-04-12,4220271000
2018-04-13,4183084000
2018-04-16,4252923000
2018-04-17,4270156000
2018-04-18,4307343000
2018-04-19,4213015000
2018-04-20,4133199000
2018-04-23,4171293000
2018-04-24,4160409000
2018-04-25,4207573000
2018-04-26,4164036999
2018-04-27,4198503000
2018-04-30,4189433000
2018-05-01,4219364000
2018-05-02,4275598000
2018-05-03,4274691000
2018-05-04,4301901000
2018-05-07,4312785000
2018-05-08,4306436000
2018-05-09,4227527000
2018-05-10,4167665000
2018-05-11,4174014000
2018-05-14,4226620000
2018-05-15,4182177000
2018-05-16,4254736999
2018-05-17,4318227000
2018-05-18,4191247000
2018-05-21,4275598000
2018-05-22,4153153000
2018-05-23,4163130000
2018-05-24,4166758000
2018-05-25,4185805000
2018-05-29,4193060999
2018-05-30,4220271000
2018-05-31,4141361999
2018-06-01,4227527000
2018-06-04,4252923000
2018-06-05,4310971000
2018-06-06,4436137000
2018-06-07,4393508000
2018-06-08,4454277000
2018-06-11,4499627000
2018-06-12,4507790000
2018-06-13,4395322000
2018-06-14,4446114000
2018-06-15,4482394000
2018-06-18,4490557000
2018-06-19,4554954000
2018-06-20,4631142000
2018-06-21,4578536000
2018-06-22,4551326000
2018-06-25,4518674000
2018-06-26,4530465000
2018-06-27,4442486000
2018-06-28,4456998000
2018-06-29,4406206000
2018-07-02,4374456000
2018-07-03,4363608000
2018-07-05,4425984000
2018-07-06,4495592000
2018-07-09,4563392000
2018-07-10,4373552000
2018-07-11,4316600000
2018-07-12,4312984000
2018-07-13,4416040000
2018-07-16,4444968000
