,FCX
2013-11-25,37150020000
2013-11-26,36662160000
2013-11-27,35997840000
2013-11-29,36008220000
2013-12-02,35561880000
2013-12-03,35520360000
2013-12-04,35852520000
2013-12-05,35582640000
2013-12-06,35551500000
2013-12-09,35945940000
2013-12-10,36215820000
2013-12-11,35759100000
2013-12-12,35593020000
2013-12-13,35644920000
2013-12-16,35914800000
2013-12-17,36226200000
2013-12-18,36516840000
2013-12-19,36527220000
2013-12-20,37046220000
2013-12-23,37087740000
2013-12-24,37679400000
2013-12-26,38364480000
2013-12-27,38925000000
2013-12-30,39101460000
2013-12-31,39174120000
2014-01-02,39059940000
2014-01-03,38738160000
2014-01-06,38426760000
2014-01-07,38053080000
2014-01-08,37575600000
2014-01-09,37066980000
2014-01-10,37544460000
2014-01-13,36983940000
2014-01-14,37492560000
2014-01-15,38001180000
2014-01-16,38312580000
2014-01-17,37565220000
2014-01-21,36599880000
2014-01-22,35831760000
2014-01-23,34959840000
2014-01-24,34015260000
2014-01-27,33620820000
2014-01-28,33797280000
2014-01-29,33568920000
2014-01-30,33641579999
2014-01-31,33641579999
2014-02-03,32261040000
2014-02-04,32115720000
2014-02-05,32271420000
2014-02-06,32738520000
2014-02-07,33579300000
2014-02-10,33454739999
2014-02-11,34451220000
2014-02-12,34025640000
2014-02-13,34420080000
2014-02-14,35032500000
2014-02-18,35022120000
2014-02-19,34430460000
2014-02-20,35032500000
2014-02-21,34627680000
2014-02-24,34471980000
2014-02-25,34015260000
2014-02-26,34679580000
2014-02-27,34741860000
2014-02-28,33859559999
2014-03-03,34077540000
2014-03-04,34804140000
2014-03-05,35198580000
2014-03-06,35115540000
2014-03-07,33413219999
2014-03-10,32572440000
2014-03-11,31876980000
2014-03-12,31939260000
2014-03-13,31804320000
2014-03-14,32240280000
2014-03-17,32697000000
2014-03-18,32831940000
2014-03-19,32250660000
2014-03-20,32074200000
2014-03-21,33537780000
2014-03-24,32821560000
2014-03-25,33299040000
2014-03-26,32894220000
2014-03-27,33641579999
2014-03-28,34108680000
2014-03-31,34359730000
2014-04-01,34203880000
2014-04-02,34619480000
2014-04-03,34712990000
2014-04-04,34619480000
2014-04-07,34370120000
2014-04-08,34931180000
2014-04-09,35305220000
2014-04-10,34484410000
2014-04-11,33829840000
2014-04-14,34598700000
2014-04-15,34297389999
2014-04-16,34297389999
2014-04-17,34297389999
2014-04-21,34266219999
2014-04-22,34598700000
2014-04-23,34806500000
2014-04-24,35253270000
2014-04-25,35336390000
2014-04-28,35211710000
2014-04-29,35783160000
2014-04-30,35710430000
2014-05-01,35502630000
2014-05-02,36032520000
2014-05-05,35398730000
2014-05-06,35159760000
2014-05-07,35315610000
2014-05-08,35159760000
2014-05-09,35232490000
2014-05-12,36250710000
2014-05-13,36946840000
2014-05-14,36884500000
2014-05-15,36583190000
2014-05-16,36354610000
2014-05-19,36416950000
2014-05-20,35783160000
2014-05-21,35596140000
2014-05-22,35637700000
2014-05-23,35772770000
2014-05-27,35284440000
2014-05-28,35149370000
2014-05-29,35606530000
2014-05-30,35377950000
2014-06-02,35450680000
2014-06-03,35398730000
2014-06-04,35855890000
2014-06-05,36126030000
2014-06-06,36292270000
2014-06-09,36011740000
2014-06-10,35700040000
2014-06-11,35409120000
2014-06-12,34983130000
2014-06-13,35294830000
2014-06-16,35326000000
2014-06-17,35377950000
2014-06-18,36146810000
2014-06-19,35959790000
2014-06-20,36219540000
2014-06-23,37445560000
2014-06-24,37050740000
2014-06-25,37165030000
2014-06-26,37092300000
2014-06-27,37476730000
2014-06-30,37923500000
2014-07-01,38287150000
2014-07-02,39305370000
2014-07-03,40011890000
2014-07-07,40178130000
2014-07-08,40250860000
2014-07-09,40562560000
2014-07-10,40375540000
2014-07-11,40219690000
2014-07-14,40209300000
2014-07-15,39783310000
2014-07-16,40344370000
2014-07-17,40001500000
2014-07-18,39845650000
2014-07-21,40178130000
2014-07-22,40230080000
2014-07-23,40053450000
2014-07-24,38993670000
2014-07-25,39471610000
2014-07-28,39544340000
2014-07-29,39388490000
2014-07-30,39357320000
2014-07-31,38671580000
2014-08-01,38214420000
2014-08-04,38692360000
2014-08-05,38370270000
2014-08-06,38131300000
2014-08-07,37559850000
2014-08-08,37913110000
2014-08-11,38339100000
2014-08-12,38318320000
2014-08-13,37809210000
2014-08-14,37455950000
2014-08-15,37507900000
2014-08-18,37788430000
2014-08-19,37705310000
2014-08-20,38422220000
2014-08-21,38110520000
2014-08-22,37861160000
2014-08-25,37892330000
2014-08-26,37809210000
2014-08-27,37861160000
2014-08-28,37570240000
2014-08-29,37788430000
2014-09-02,36874110000
2014-09-03,36676700000
2014-09-04,36593580000
2014-09-05,36385780000
2014-09-08,36271490000
2014-09-09,35783160000
2014-09-10,35907840000
2014-09-11,35907840000
2014-09-12,35575360000
2014-09-15,35658480000
2014-09-16,36250710000
2014-09-17,35855890000
2014-09-18,35648090000
2014-09-19,35388340000
2014-09-22,34463630000
2014-09-23,34245440000
2014-09-24,34546750000
2014-09-25,33944130000
2014-09-26,34151929999
2014-09-29,33663600000
2014-09-30,33923350000
2014-10-01,33123320000
2014-10-02,33320730000
2014-10-03,33580480000
2014-10-06,33757110000
2014-10-07,32832400000
2014-10-08,33559699999
2014-10-09,32354460000
2014-10-10,31855740000
2014-10-13,31918080000
2014-10-14,31990810000
2014-10-15,31201170000
2014-10-16,31419360000
2014-10-17,31523260000
2014-10-20,31959640000
2014-10-21,32728500000
2014-10-22,32094710000
2014-10-23,32167440000
2014-10-24,32001200000
2014-10-27,31471310000
2014-10-28,30162170000
2014-10-29,30120610000
2014-10-30,29175120000
2014-10-31,29611500000
2014-11-03,28873810000
2014-11-04,28873810000
2014-11-05,28188070000
2014-11-06,28645230000
2014-11-07,29445260000
2014-11-10,29112780000
2014-11-11,29538770000
2014-11-12,29673840000
2014-11-13,28988100000
2014-11-14,29403700000
2014-11-17,29528380000
2014-11-18,29289410000
2014-11-19,29175120000
2014-11-20,29684230000
2014-11-21,30744010000
2014-11-24,30245290000
2014-11-25,30421920000
2014-11-26,30484260000
2014-11-28,27897150000
2014-12-01,27221800000
2014-12-02,26878930000
2014-12-03,27741300000
2014-12-04,27460770000
2014-12-05,27024390000
2014-12-08,26110070000
2014-12-09,26110070000
2014-12-10,24894440000
2014-12-11,23876220000
2014-12-12,22629420000
2014-12-15,21850170000
2014-12-16,22016410000
2014-12-17,22993070000
2014-12-18,23709980000
2014-12-19,24312600000
2014-12-22,23429450000
2014-12-23,23730760000
2014-12-24,23803490000
2014-12-26,24426890000
2014-12-29,24167140000
2014-12-30,24499620000
2014-12-31,24255423699
2015-01-02,24452706683
2015-01-05,22999042592
2015-01-06,23393608559
2015-01-07,23736257952
2015-01-08,24265807014
2015-01-09,24348873534
2015-01-12,23954307566
2015-01-13,21846494633
2015-01-14,19458332197
2015-01-15,19032616285
2015-01-16,19977497944
2015-01-20,20008647889
2015-01-21,20610880155
2015-01-22,20787396509
2015-01-23,19977497944
2015-01-26,20309764022
2015-01-27,19084532859
2015-01-28,18087734625
2015-01-29,17475119044
2015-01-30,17454352414
2015-02-02,18118884570
2015-02-03,19707531756
2015-02-04,18991083025
2015-02-05,20340913967
2015-02-06,19572548661
2015-02-09,20257847447
2015-02-10,19427182252
2015-02-11,19312965788
2015-02-12,20216314188
2015-02-13,21067746013
2015-02-17,21753044799
2015-02-18,22106077507
2015-02-19,21919177838
2015-02-20,22095694192
2015-02-23,21379245461
2015-02-24,22033394302
2015-02-25,22324127121
2015-02-26,21919177838
2015-02-27,22459110215
2015-03-02,21939944468
2015-03-03,21794578059
2015-03-04,21669978279
2015-03-05,20963912863
2015-03-06,20185164243
2015-03-09,20372063912
2015-03-10,19562165346
2015-03-11,19531015402
2015-03-12,19614081921
2015-03-13,18835333301
2015-03-16,18658816947
2015-03-17,18087734625
2015-03-18,18928783135
2015-03-19,17921601586
2015-03-20,19115682804
2015-03-23,20070947779
2015-03-24,19915198054
2015-03-25,19821748220
2015-03-26,20247464133
2015-03-27,19520632087
2015-03-30,20122864353
2015-03-31,19705869963
2015-04-01,19726667715
2015-04-02,19757864343
2015-04-06,19913847482
2015-04-07,19737066591
2015-04-08,19570684575
2015-04-09,19529089071
2015-04-10,19029943025
2015-04-13,18988347521
2015-04-14,19705869963
2015-04-15,21494476629
2015-04-16,21660858645
2015-04-17,21494476629
2015-04-20,21484077754
2015-04-21,21036926087
2015-04-22,21390487870
2015-04-23,20870544071
2015-04-24,21650459769
2015-04-27,22690347366
2015-04-28,23584650699
2015-04-29,23803027095
2015-04-30,24198184382
2015-05-01,24603740545
2015-05-04,24322970893
2015-05-05,24281375389
2015-05-06,24187785506
2015-05-07,23823824847
2015-05-08,24218982134
2015-05-11,23886218103
2015-05-12,23636645079
2015-05-13,23511858568
2015-05-14,23709437211
2015-05-15,23740633839
2015-05-18,23012712521
2015-05-19,22139206940
2015-05-20,21920830544
2015-05-21,22201600195
2015-05-22,21827240661
2015-05-26,20880942947
2015-05-27,20953735079
2015-05-28,20964133955
2015-05-29,20433791281
2015-06-01,20121825001
2015-06-02,21276100234
2015-06-03,20662566552
2015-06-04,20298605893
2015-06-05,20433791281
2015-06-08,20173819381
2015-06-09,20818549691
2015-06-10,21380088994
2015-06-11,20724959808
2015-06-12,20600173296
2015-06-15,20371398025
2015-06-16,20589774420
2015-06-17,20818549691
2015-06-18,20932937327
2015-06-19,20558577792
2015-06-22,20173819381
2015-06-23,20912139575
2015-06-24,21380088994
2015-06-25,20527381164
2015-06-26,20735358684
2015-06-29,20153021629
2015-06-30,19927030639
2015-07-01,19691587742
2015-07-02,19691587742
2015-07-06,19092278550
2015-07-07,18460863508
2015-07-08,17658217269
2015-07-09,17957871865
2015-07-10,17915064065
2015-07-13,18107699163
2015-07-14,18311036210
2015-07-15,17561899720
2015-07-16,17444178271
2015-07-17,16994696377
2015-07-20,16106434539
2015-07-21,16823465179
2015-07-22,16117136489
2015-07-23,14597459609
2015-07-24,13152696377
2015-07-27,12168116990
2015-07-28,13195504177
2015-07-29,13377437325
2015-07-30,12671108634
2015-07-31,12574791085
2015-08-03,11986183843
2015-08-04,11814952645
2015-08-05,11697231196
2015-08-06,11996885793
2015-08-07,11269153202
2015-08-10,12467771586
2015-08-11,10937392756
2015-08-12,10969498606
2015-08-13,10776863509
2015-08-14,10734055709
2015-08-17,10958796656
2015-08-18,10616334261
2015-08-19,10412997213
2015-08-20,10391593314
2015-08-21,10252467965
2015-08-24,9289292478
2015-08-25,8818406684
2015-08-26,8475944289
2015-08-27,10905286907
2015-08-28,11237047353
2015-08-31,11386874651
2015-09-01,10455805013
2015-09-02,10594930361
2015-09-03,10841075208
2015-09-04,10391593314
2015-09-08,11130027854
2015-09-09,11483192199
2015-09-10,12061097492
2015-09-11,12200222840
2015-09-14,11943376043
2015-09-15,12082501391
2015-09-16,12671108634
2015-09-17,12895849581
2015-09-18,11643721447
2015-09-21,11269153202
2015-09-22,11333364901
2015-09-23,10701949860
2015-09-24,10691247910
2015-09-25,10487910862
2015-09-28,9535437325
2015-09-29,9749476322
2015-09-30,11405130000
2015-10-01,11558140000
2015-10-02,12499740000
2015-10-05,13158860000
2015-10-06,13923910000
2015-10-07,15312770000
2015-10-08,15842420000
2015-10-09,15877730000
2015-10-12,15230380000
2015-10-13,14983210000
2015-10-14,15371620000
2015-10-15,15301000000
2015-10-16,14641880000
2015-10-19,14159310000
2015-10-20,14406480000
2015-10-21,14065150000
2015-10-22,14147540000
2015-10-23,14277010000
2015-10-26,14147540000
2015-10-27,13664970000
2015-10-28,13865060000
2015-10-29,13688510000
2015-10-30,13853290000
2015-11-02,13912140000
2015-11-03,14606570000
2015-11-04,14147540000
2015-11-05,13511960000
2015-11-06,12652750000
2015-11-09,12346730000
2015-11-10,11569910000
2015-11-11,10957870000
2015-11-12,10322290000
2015-11-13,10216360000
2015-11-16,10428220000
2015-11-17,9875030000
2015-11-18,10322290000
2015-11-19,9898570000
2015-11-20,9710250000
2015-11-23,9416000000
2015-11-24,9769100000
2015-11-25,9533700000
2015-11-27,9533700000
2015-11-30,9627860000
2015-12-01,9804410000
2015-12-02,9215910000
2015-12-03,9039360000
2015-12-04,9239450000
2015-12-07,8509710000
2015-12-08,7932980000
2015-12-09,8227230000
2015-12-10,8662720000
2015-12-11,8121300000
2015-12-14,7603420000
2015-12-15,7674039999
2015-12-16,7874130000
2015-12-17,7203240000
2015-12-18,7309170000
2015-12-21,7344480000
2015-12-22,7556340000
2015-12-23,8768650000
2015-12-24,8909890000
2015-12-28,8062450000
2015-12-29,8203690000
2015-12-30,7968289999
2015-12-31,8469269999
2016-01-04,8194050000
2016-01-05,8394210000
2016-01-06,7718670000
2016-01-07,7018110000
2016-01-08,6767910000
2016-01-11,5391809999
2016-01-12,5141610000
2016-01-13,4678740000
2016-01-14,5254200000
2016-01-15,5441850000
2016-01-19,4953960000
2016-01-20,5091570000
2016-01-21,5416830000
2016-01-22,4928940000
2016-01-25,4928940000
2016-01-26,5254200000
2016-01-27,5817150000
2016-01-28,5529420000
2016-01-29,5754600000
2016-02-01,5929740000
2016-02-02,5441850000
2016-02-03,6067350000
2016-02-04,7155720000
2016-02-05,7105680000
2016-02-08,6592769999
2016-02-09,6255000000
2016-02-10,6229980000
2016-02-11,6117390000
2016-02-12,6918030000
2016-02-16,7968870000
2016-02-17,8957160000
2016-02-18,8944650000
2016-02-19,8656920000
2016-02-22,9920430000
2016-02-23,9057240000
2016-02-24,9007200000
2016-02-25,8907120000
2016-02-26,9294930000
2016-02-29,9545130000
2016-03-01,9707760000
2016-03-02,11221470000
2016-03-03,11396610000
2016-03-04,12184740000
2016-03-07,12334860000
2016-03-08,10833660000
2016-03-09,11446650000
2016-03-10,12009600000
2016-03-11,11947050000
2016-03-14,12472470000
2016-03-15,11596770000
2016-03-16,12785220000
2016-03-17,13635900000
2016-03-18,13460760000
2016-03-21,13510800000
2016-03-22,13748490000
2016-03-23,12197250000
2016-03-24,12647610000
2016-03-28,12685140000
2016-03-29,12685140000
2016-03-30,12872789999
2016-03-31,12954782405
2016-04-01,12390986265
2016-04-04,11802132520
2016-04-05,11701902095
2016-04-06,12040179779
2016-04-07,11087990743
2016-04-08,11689373292
2016-04-11,12228111825
2016-04-12,13067541633
2016-04-13,13556164954
2016-04-14,13443405726
2016-04-15,13606280166
2016-04-18,13806741016
2016-04-19,15047092523
2016-04-20,15485600631
2016-04-21,14433181171
2016-04-22,14621113217
2016-04-25,14220191518
2016-04-26,14383065958
2016-04-27,15848935921
2016-04-28,15861464724
2016-04-29,17540324340
2016-05-02,16976528200
2016-05-03,15047092523
2016-05-04,14783987658
2016-05-05,14145018699
2016-05-06,14771458854
2016-05-09,13180300861
2016-05-10,13606280166
2016-05-11,14545940399
2016-05-12,13819269819
2016-05-13,13042484027
2016-05-16,13831798622
2016-05-17,14420652368
2016-05-18,13205358467
2016-05-19,13756625803
2016-05-20,13881913834
2016-05-23,14257777927
2016-05-24,13919500244
2016-05-25,14596055611
2016-05-26,14207662715
2016-05-27,13957086653
2016-05-31,13881913834
2016-06-01,13280531286
2016-06-02,13355704104
2016-06-03,13919500244
2016-06-06,14596055611
2016-06-07,14082374684
2016-06-08,14508353989
2016-06-09,13656395379
2016-06-10,12979840011
2016-06-13,13029955224
2016-06-14,12791907965
2016-06-15,13781683410
2016-06-16,13506049741
2016-06-17,13957086653
2016-06-20,14470767580
2016-06-21,14545940399
2016-06-22,14408123565
2016-06-23,14746401248
2016-06-24,13255473679
2016-06-27,12691677540
2016-06-28,13393290513
2016-06-29,13493520938
2016-06-30,14994440000
2016-07-01,15277100000
2016-07-05,14133000000
2016-07-06,14657940000
2016-07-07,14361820000
2016-07-08,15075199999
2016-07-11,15680900000
2016-07-12,17363400000
2016-07-13,17444160000
2016-07-14,17430700000
2016-07-15,17646060000
2016-07-18,17686440000
2016-07-19,16757699999
2016-07-20,16555800000
2016-07-21,17323020000
2016-07-22,17053820000
2016-07-25,16663480000
2016-07-26,17067280000
2016-07-27,17578760000
2016-07-28,17417240000
2016-07-29,17444160000
2016-08-01,16798080000
2016-08-02,16690400000
2016-08-03,16676940000
2016-08-04,16582720000
2016-08-05,16461580000
2016-08-08,16542339999
2016-08-09,16273140000
2016-08-10,16178920000
2016-08-11,16300060000
2016-08-12,15909720000
2016-08-15,16380820000
2016-08-16,16259680000
2016-08-17,16152000000
2016-08-18,16461580000
2016-08-19,16111620000
2016-08-22,15923180000
2016-08-23,16125080000
2016-08-24,14913680000
2016-08-25,14927140000
2016-08-26,14657940000
2016-08-29,14779080000
2016-08-30,14213760000
2016-08-31,13850339999
2016-09-01,13931100000
2016-09-02,14106080000
2016-09-06,14429120000
2016-09-07,14267600000
2016-09-08,14294519999
2016-09-09,13823420000
2016-09-12,14913680000
2016-09-13,13661900000
2016-09-14,13190800000
2016-09-15,13163880000
2016-09-16,13379240000
2016-09-19,13473460000
2016-09-20,13392699999
2016-09-21,14186839999
2016-09-22,14779080000
2016-09-23,14307980000
2016-09-26,14146460000
2016-09-27,13742660000
2016-09-28,14684860000
2016-09-29,14388740000
2016-09-30,15236580000
2016-10-03,14998070000
2016-10-04,14577170000
2016-10-05,14970010000
2016-10-06,14450900000
2016-10-07,14212390000
2016-10-10,14296570000
2016-10-11,13847609999
2016-10-12,14100150000
2016-10-13,13524920000
2016-10-14,13552980000
2016-10-17,13356560000
2016-10-18,13637160000
2016-10-19,14058060000
2016-10-20,14324630000
2016-10-21,14086119999
2016-10-24,14282540000
2016-10-25,14801650000
2016-10-26,14843740000
2016-10-27,14998070000
2016-10-28,15334790000
2016-10-31,15685540000
2016-11-01,15643450000
2016-11-02,14899859999
2016-11-03,15054190000
2016-11-04,15503150000
2016-11-07,15839869999
2016-11-08,16962270000
2016-11-09,18337210000
2016-11-10,19361400000
2016-11-11,19557820000
2016-11-14,19529760000
2016-11-15,19627970000
2016-11-16,19361400000
2016-11-17,19361400000
2016-11-18,19263190000
2016-11-21,20357530000
2016-11-22,21213360000
2016-11-23,22742630000
2016-11-25,22448000000
2016-11-28,22139340000
2016-11-29,21002910000
2016-11-30,21536050000
2016-12-01,21087090000
2016-12-02,21634260000
2016-12-05,22265610000
2016-12-06,22293670000
2016-12-07,21648290000
2016-12-08,21886800000
2016-12-09,22097250000
2016-12-12,21550080000
2016-12-13,21101120000
2016-12-14,20553950000
2016-12-15,20497830000
2016-12-16,19403490000
2016-12-19,19010650000
2016-12-20,19866480000
2016-12-21,19712150000
2016-12-22,19361400000
2016-12-23,19375430000
2016-12-27,19305280000
2016-12-28,19038710000
2016-12-29,18912440000
2016-12-30,18505570000
2017-01-03,19925880000
2017-01-04,21444180000
2017-01-05,21140520000
2017-01-06,21545400000
2017-01-09,21227280000
2017-01-10,22485300000
2017-01-11,22948020000
2017-01-12,22080420000
2017-01-13,21964740000
2017-01-17,21776760000
2017-01-18,22037040000
2017-01-19,22065960000
2017-01-20,22427460000
2017-01-23,22731120000
2017-01-24,24610920000
2017-01-25,23859000000
2017-01-26,22904640000
2017-01-27,23671020000
2017-01-30,23497500000
2017-01-31,24075899999
2017-02-01,24350640000
2017-02-02,24307260000
2017-02-03,22890180000
2017-02-06,23136000000
2017-02-07,22441920000
2017-02-08,22456380000
2017-02-09,22253940000
2017-02-10,22846800000
2017-02-13,23078160000
2017-02-14,22991400000
2017-02-15,22225020000
2017-02-16,21791220000
2017-02-17,21559860000
2017-02-21,20431980000
2017-02-22,19853580000
2017-02-23,19492080000
2017-02-24,19159500000
2017-02-27,19188420000
2017-02-28,19376400000
2017-03-01,20229540000
2017-03-02,19246260000
2017-03-03,19087200000
2017-03-06,18653400000
2017-03-07,18349740000
2017-03-08,17988240000
2017-03-09,17930400000
2017-03-10,17887020000
2017-03-13,18161760000
2017-03-14,17742420000
2017-03-15,18638940000
2017-03-16,18537720000
2017-03-17,18450960000
2017-03-20,18407580000
2017-03-21,18176220000
2017-03-22,18595560000
2017-03-23,18552180000
2017-03-24,18523260000
2017-03-27,17655660000
2017-03-28,18176220000
2017-03-29,18393120000
2017-03-30,19246260000
2017-03-31,19331920000
2017-04-03,19158280000
2017-04-04,19592380000
2017-04-05,19447680000
2017-04-06,19621320000
2017-04-07,19346390000
2017-04-10,19563440000
2017-04-11,19708140000
2017-04-12,18637360000
2017-04-13,18405840000
2017-04-17,18449250000
2017-04-18,18044090000
2017-04-19,17870450000
2017-04-20,18101970000
2017-04-21,17696810000
2017-04-24,17696810000
2017-04-25,18955700000
2017-04-26,19534500000
2017-04-27,18825470000
2017-04-28,18449250000
2017-05-01,18145380000
2017-05-02,18405840000
2017-05-03,17392940000
2017-05-04,16900960000
2017-05-05,17074600000
2017-05-08,16886490000
2017-05-09,16828610000
2017-05-10,16958840000
2017-05-11,16900960000
2017-05-12,16654970000
2017-05-15,17002250000
2017-05-16,17031190000
2017-05-17,16539210000
2017-05-18,16336629999
2017-05-19,16973310000
2017-05-22,17118010000
2017-05-23,17190360000
2017-05-24,17219300000
2017-05-25,16929899999
2017-05-26,16886490000
2017-05-30,16886490000
2017-05-31,16626030000
2017-06-01,16568149999
2017-06-02,16336629999
2017-06-05,16524740000
2017-06-06,17146950000
2017-06-07,16958840000
2017-06-08,17450820000
2017-06-09,17884920000
2017-06-12,17855980000
2017-06-13,17884920000
2017-06-14,17494230000
2017-06-15,16640500000
2017-06-16,16524740000
2017-06-19,16770730000
2017-06-20,16264280000
2017-06-21,16220870000
2017-06-22,16568149999
2017-06-23,17016720000
2017-06-26,17103540000
2017-06-27,16958840000
2017-06-28,17349530000
2017-06-29,17479760000
2017-06-30,17390480000
2017-07-03,17665600000
2017-07-05,17622160000
2017-07-06,17216720000
2017-07-07,17231200000
2017-07-10,18128960000
2017-07-11,18215840000
2017-07-12,17766960000
2017-07-13,18071040000
2017-07-14,18244800000
2017-07-17,18824000000
2017-07-18,18824000000
2017-07-19,18983280000
2017-07-20,18881920000
2017-07-21,18838480000
2017-07-24,18766080000
2017-07-25,21531760000
2017-07-26,21806880000
2017-07-27,20996000000
2017-07-28,21140800000
2017-07-31,21169760000
2017-08-01,20981520000
2017-08-02,20807760000
2017-08-03,20807760000
2017-08-04,20865680000
2017-08-07,21285600000
2017-08-08,20952560000
2017-08-09,21126320000
2017-08-10,20489200000
2017-08-11,20214080000
2017-08-14,20489200000
2017-08-15,20228560000
2017-08-16,21386960000
2017-08-17,20561600000
2017-08-18,20489200000
2017-08-21,21329040000
2017-08-22,21821360000
2017-08-23,22139920000
2017-08-24,22429520000
2017-08-25,22139920000
2017-08-28,22487440000
2017-08-29,22024080000
2017-08-30,21082880000
2017-08-31,21401440000
2017-09-01,21821360000
2017-09-05,21415920000
2017-09-06,21806880000
2017-09-07,22024080000
2017-09-08,20619520000
2017-09-11,20836720000
2017-09-12,20706400000
2017-09-13,20185120000
2017-09-14,20069280000
2017-09-15,20098240000
2017-09-18,20460240000
2017-09-19,20967040000
2017-09-20,20532640000
2017-09-21,20243040000
2017-09-22,20358880000
2017-09-25,20112720000
2017-09-26,20257520000
2017-09-27,20272000000
2017-09-28,20880160000
2017-09-29,20329920000
2017-10-02,20764320000
2017-10-03,21198720000
2017-10-04,21039440000
2017-10-05,21358000000
2017-10-06,20749840000
2017-10-09,20735360000
2017-10-10,20865680000
2017-10-11,20894640000
2017-10-12,21010480000
2017-10-13,21358000000
2017-10-16,22110960000
2017-10-17,21618640000
2017-10-18,21473840000
2017-10-19,21444880000
2017-10-20,21473840000
2017-10-23,21444880000
2017-10-24,22053040000
2017-10-25,21285600000
2017-10-26,21271120000
2017-10-27,20460240000
2017-10-30,20185120000
2017-10-31,20243040000
2017-11-01,20822240000
2017-11-02,20605040000
2017-11-03,20489200000
2017-11-06,21198720000
2017-11-07,21068400000
2017-11-08,21517280000
2017-11-09,21314560000
2017-11-10,20865680000
2017-11-13,20894640000
2017-11-14,19982400000
2017-11-15,19736240000
2017-11-16,19721760000
2017-11-17,20069280000
2017-11-20,20199600000
2017-11-21,20489200000
2017-11-22,20619520000
2017-11-24,20778800000
2017-11-27,20402320000
2017-11-28,20576080000
2017-11-29,20286480000
2017-11-30,20156160000
2017-12-01,20431280000
2017-12-04,20706400000
2017-12-05,20431280000
2017-12-06,20778800000
2017-12-07,21488320000
2017-12-08,21676560000
2017-12-11,21748960000
2017-12-12,22748080000
2017-12-13,23631360000
2017-12-14,23443120000
2017-12-15,24587040000
2017-12-18,25122800000
2017-12-19,25093839999
2017-12-20,25571680000
2017-12-21,26324640000
2017-12-22,26208800000
2017-12-26,27034160000
2017-12-27,27063120000
2017-12-28,27902960000
2017-12-29,27454080000
2018-01-02,28646730000
2018-01-03,28212030000
2018-01-04,28603259999
2018-01-05,28835099999
2018-01-08,28704690000
2018-01-09,27415080000
2018-01-10,28269990000
2018-01-11,28806120000
2018-01-12,28617750000
2018-01-16,27994680000
2018-01-17,28646730000
2018-01-18,28110599999
2018-01-19,28922040000
2018-01-22,28965509999
2018-01-23,28327950000
2018-01-24,28400400000
2018-01-25,28719180000
2018-01-26,28313460000
2018-01-29,28443870000
2018-01-30,27719370000
2018-01-31,28255500000
2018-02-01,28183050000
2018-02-02,26038530000
2018-02-05,25574849999
2018-02-06,27154259999
2018-02-07,25879140000
2018-02-08,24864840000
2018-02-09,25458930000
2018-02-12,25458930000
2018-02-13,25792200000
2018-02-14,27704880000
2018-02-15,27704880000
2018-02-16,27139770000
2018-02-20,26705070000
2018-02-21,27139770000
2018-02-22,27762840000
2018-02-23,28327950000
2018-02-26,28298970000
2018-02-27,27661410000
2018-02-28,26951400000
2018-03-01,26864460000
2018-03-02,26545680000
2018-03-05,26357310000
2018-03-06,27096300000
2018-03-07,26255880000
2018-03-08,25893630000
2018-03-09,26705070000
2018-03-12,26893440000
2018-03-13,26777520000
2018-03-14,27038340000
2018-03-15,26676090000
2018-03-16,26603640000
2018-03-19,26154450000
2018-03-20,26792009999
2018-03-21,27791820000
2018-03-22,26154450000
2018-03-23,25386480000
2018-03-26,25719750000
2018-03-27,24980759999
2018-03-28,24270750000
2018-03-29,25458930000
2018-04-02,24835860000
2018-04-03,25183620000
2018-04-04,25125660000
2018-04-05,26241390000
2018-04-06,25111169999
2018-04-09,25256070000
2018-04-10,26371800000
2018-04-11,26053020000
2018-04-12,25879140000
2018-04-13,25893630000
2018-04-16,26313840000
2018-04-17,26516700000
2018-04-18,27791820000
2018-04-19,28356930000
2018-04-20,28052640000
2018-04-23,27255690000
2018-04-24,23299919999
2018-04-25,22271130000
2018-04-26,22647870000
2018-04-27,22198680000
2018-04-30,22039290000
2018-05-01,21662550000
2018-05-02,21894390000
2018-05-03,22039290000
2018-05-04,22343580000
2018-05-07,22111740000
2018-05-08,22169700000
2018-05-09,22720320000
2018-05-10,23502780000
2018-05-11,23575230000
2018-05-14,23473800000
2018-05-15,23126040000
2018-05-16,24111360000
2018-05-17,24314220000
2018-05-18,24444630000
2018-05-21,24183810000
2018-05-22,24879330000
2018-05-23,25140150000
2018-05-24,25183620000
2018-05-25,24748919999
2018-05-29,24125849999
2018-05-30,24806880000
2018-05-31,24488099999
2018-06-01,24806880000
2018-06-04,24937290000
2018-06-05,25574849999
2018-06-06,26371800000
2018-06-07,25980570000
2018-06-08,26125470000
2018-06-11,26357310000
2018-06-12,25879140000
2018-06-13,25806690000
2018-06-14,25473419999
2018-06-15,24473610000
2018-06-18,24343200000
2018-06-19,23560740000
2018-06-20,23618700000
2018-06-21,23705640000
2018-06-22,23821560000
2018-06-25,22807260000
2018-06-26,23546250000
2018-06-27,24488099999
2018-06-28,24328710000
2018-06-29,25009740000
2018-07-02,24882000000
2018-07-03,24751500000
2018-07-05,24606500000
2018-07-06,25389500000
2018-07-09,26259500000
2018-07-10,26259500000
2018-07-11,25244500000
2018-07-12,25070500000
2018-07-13,24360000000
