,TXN
2013-11-26,46372200000
2013-11-27,46176720000
2013-11-29,46698000000
2013-12-02,46491660000
2013-12-03,46524240000
2013-12-04,46078980000
2013-12-05,46328760000
2013-12-06,47230140000
2013-12-09,47327880000
2013-12-10,47143260000
2013-12-11,46491660000
2013-12-12,46068120000
2013-12-13,45557700000
2013-12-16,45926940000
2013-12-17,46078980000
2013-12-18,46806600000
2013-12-19,46111560000
2013-12-20,46524240000
2013-12-23,47088960000
2013-12-24,47164980000
2013-12-26,47338740000
2013-12-27,47425620000
2013-12-30,47675400000
2013-12-31,47466710000
2014-01-02,46591100000
2014-01-03,46796490000
2014-01-06,46407330000
2014-01-07,46158700000
2014-01-08,46796490000
2014-01-09,46547860000
2014-01-10,46601910000
2014-01-13,45661440000
2014-01-14,46850540000
2014-01-15,47066740000
2014-01-16,46882970000
2014-01-17,46969450000
2014-01-21,47401850000
2014-01-22,48223410000
2014-01-23,47661290000
2014-01-24,46428950000
2014-01-27,46093840000
2014-01-28,46374900000
2014-01-29,45834400000
2014-01-30,46147890000
2014-01-31,45834400000
2014-02-03,44861500000
2014-02-04,44202090000
2014-02-05,44288570000
2014-02-06,44569630000
2014-02-07,45347950000
2014-02-10,45791160000
2014-02-11,46623530000
2014-02-12,46807300000
2014-02-13,47282940000
2014-02-14,47412660000
2014-02-18,47574810000
2014-02-19,47488330000
2014-02-20,47780200000
2014-02-21,47726150000
2014-02-24,48050450000
2014-02-25,48072070000
2014-02-26,48245030000
2014-02-27,48407180000
2014-02-28,48601760000
2014-03-03,48190980000
2014-03-04,48926060000
2014-03-05,48839580000
2014-03-06,49380080000
2014-03-07,49563850000
2014-03-10,49585470000
2014-03-11,49369270000
2014-03-12,50190830000
2014-03-13,48634190000
2014-03-14,47899110000
2014-03-17,48936870000
2014-03-18,49077400000
2014-03-19,49207120000
2014-03-20,50752950000
2014-03-21,50969150000
2014-03-24,50342170000
2014-03-25,50471890000
2014-03-26,50147590000
2014-03-27,49812480000
2014-03-28,50417840000
2014-03-31,50508360000
2014-04-01,50904630000
2014-04-02,51001020000
2014-04-03,51075990000
2014-04-04,49630140000
2014-04-07,49533750000
2014-04-08,50090670000
2014-04-09,50594040000
2014-04-10,48762630000
2014-04-11,48173580000
2014-04-14,48537720000
2014-04-15,49062510000
2014-04-16,48419910000
2014-04-17,49083930000
2014-04-21,49383810000
2014-04-22,49897890000
2014-04-23,49758660000
2014-04-24,51911370000
2014-04-25,49630140000
2014-04-28,48676950000
2014-04-29,49394520000
2014-04-30,48676950000
2014-05-01,48441330000
2014-05-02,49030380000
2014-05-05,48966120000
2014-05-06,48601980000
2014-05-07,48816180000
2014-05-08,49383810000
2014-05-09,49094640000
2014-05-12,50283450000
2014-05-13,49415940000
2014-05-14,48848310000
2014-05-15,48077190000
2014-05-16,48184290000
2014-05-19,48837600000
2014-05-20,48955410000
2014-05-21,48891150000
2014-05-22,49415940000
2014-05-23,49533750000
2014-05-27,49640850000
2014-05-28,49758660000
2014-05-29,49972860000
2014-05-30,50315580000
2014-06-02,50326290000
2014-06-03,50326290000
2014-06-04,50176350000
2014-06-05,50765400000
2014-06-06,50872500000
2014-06-09,51279480000
2014-06-10,51375870000
2014-06-11,51504390000
2014-06-12,51557940000
2014-06-13,51761430000
2014-06-16,51547230000
2014-06-17,51686460000
2014-06-18,51268770000
2014-06-19,51311610000
2014-06-20,51343740000
2014-06-23,51493680000
2014-06-24,51097410000
2014-06-25,51450840000
2014-06-26,51183090000
2014-06-27,51150960000
2014-06-30,50657400000
2014-07-01,51399400000
2014-07-02,51420600000
2014-07-03,51887000000
2014-07-07,51855200000
2014-07-08,51781000000
2014-07-09,52236800000
2014-07-10,51940000000
2014-07-11,52247400000
2014-07-14,51855200000
2014-07-15,51579600000
2014-07-16,51993000000
2014-07-17,51039000000
2014-07-18,51749200000
2014-07-21,52120200000
2014-07-22,52067200000
2014-07-23,51092000000
2014-07-24,50731600000
2014-07-25,49629200000
2014-07-28,50191000000
2014-07-29,49576200000
2014-07-30,50063800000
2014-07-31,49025000000
2014-08-01,49014400000
2014-08-04,49173400000
2014-08-05,48749400000
2014-08-06,48940200000
2014-08-07,48410200000
2014-08-08,49109800000
2014-08-11,49290000000
2014-08-12,49470200000
2014-08-13,49904800000
2014-08-14,50095600000
2014-08-15,50413600000
2014-08-18,50413600000
2014-08-19,50551400000
2014-08-20,50752800000
2014-08-21,51060200000
2014-08-22,50901200000
2014-08-25,50212200000
2014-08-26,50339400000
2014-08-27,50646800000
2014-08-28,50901200000
2014-08-29,51070800000
2014-09-02,50784600000
2014-09-03,51251000000
2014-09-04,51145000000
2014-09-05,51494800000
2014-09-08,51399400000
2014-09-09,51176800000
2014-09-10,50869400000
2014-09-11,51039000000
2014-09-12,50699800000
2014-09-15,50445400000
2014-09-16,50795200000
2014-09-17,51272200000
2014-09-18,51918800000
2014-09-19,51675000000
2014-09-22,51579600000
2014-09-23,51579600000
2014-09-24,51738600000
2014-09-25,51028400000
2014-09-26,51229800000
2014-09-29,51155600000
2014-09-30,49913632664
2014-10-01,49065864946
2014-10-02,49023999874
2014-10-03,49003067337
2014-10-06,48804208243
2014-10-07,48155299620
2014-10-08,49128662555
2014-10-09,48165765888
2014-10-10,44732829944
2014-10-13,43885062227
2014-10-14,44282780415
2014-10-15,44753762481
2014-10-16,45622462735
2014-10-17,45706192880
2014-10-20,46480696720
2014-10-21,48950735997
2014-10-22,48793741975
2014-10-23,49191460164
2014-10-24,49788037446
2014-10-27,50185755635
2014-10-28,50761400382
2014-10-29,50583473823
2014-10-30,49746172374
2014-10-31,51975487483
2014-11-03,52415070744
2014-11-04,52749991324
2014-11-05,53514028897
2014-11-06,53283770998
2014-11-07,53273304730
2014-11-10,53964078426
2014-11-11,53712887991
2014-11-12,53671022919
2014-11-13,53566360238
2014-11-14,54037342303
2014-11-17,53953612158
2014-11-18,54257133934
2014-11-19,54361796615
2014-11-20,54665318390
2014-11-21,55010705238
2014-11-24,55314227014
2014-11-25,54885110021
2014-11-26,56863234695
2014-11-28,56957431109
2014-12-01,56779504551
2014-12-02,57103958862
2014-12-03,58213383283
2014-12-04,57993591652
2014-12-05,58171518210
2014-12-08,57648204804
2014-12-09,57574940928
2014-12-10,56622510529
2014-12-11,57030694985
2014-12-12,55586349985
2014-12-15,55544484912
2014-12-16,54916508825
2014-12-17,55994534442
2014-12-18,57009762449
2014-12-19,56758572014
2014-12-22,57376081833
2014-12-23,57334216761
2014-12-24,57417946906
2014-12-26,57302817957
2014-12-29,56999296181
2014-12-30,56444583971
2014-12-31,55844817595
2015-01-02,55855261736
2015-01-05,54988398100
2015-01-06,54079757903
2015-01-07,55051062941
2015-01-08,55949258997
2015-01-09,55980591418
2015-01-12,55479272689
2015-01-13,55134616063
2015-01-14,55051062941
2015-01-15,54716850455
2015-01-16,55656823072
2015-01-20,56199918362
2015-01-21,56690792951
2015-01-22,57411438624
2015-01-23,57505435886
2015-01-26,57494991745
2015-01-27,57265220661
2015-01-28,56335692184
2015-01-29,57098114418
2015-01-30,55823929315
2015-02-02,55865705876
2015-02-03,56857899194
2015-02-04,57045893717
2015-02-05,57766539390
2015-02-06,56774346072
2015-02-09,56680348811
2015-02-10,58299190540
2015-02-11,58487185064
2015-02-12,59991141251
2015-02-13,60544680681
2015-02-17,60784895905
2015-02-18,60513348260
2015-02-19,60617789662
2015-02-20,61119108391
2015-02-23,60858004887
2015-02-24,61578650560
2015-02-25,61724868522
2015-02-26,62059081008
2015-02-27,61411544317
2015-03-02,62602176298
2015-03-03,61171329092
2015-03-04,60910225588
2015-03-05,60931113868
2015-03-06,60200024055
2015-03-09,61014666989
2015-03-10,59636040484
2015-03-11,59709149466
2015-03-12,59761370167
2015-03-13,59656928765
2015-03-16,60920669728
2015-03-17,60544680681
2015-03-18,60889337307
2015-03-19,61129552532
2015-03-20,61912863046
2015-03-23,61265326354
2015-03-24,61035555270
2015-03-25,58205193278
2015-03-26,58278302260
2015-03-27,59280939718
2015-03-30,60576013102
2015-03-31,59140281026
2015-04-01,58468114867
2015-04-02,58654253188
2015-04-06,58747322349
2015-04-07,58881755580
2015-04-08,58912778634
2015-04-09,59750401079
2015-04-10,59667672936
2015-04-13,59160963062
2015-04-14,58685276242
2015-04-15,60494954364
2015-04-16,60401885203
2015-04-17,59285055276
2015-04-20,60153700775
2015-04-21,60143359757
2015-04-22,60732797774
2015-04-23,56586049620
2015-04-24,56596390638
2015-04-27,57454695119
2015-04-28,56968667280
2015-04-29,56896280155
2015-04-30,56058657710
2015-05-01,57196169673
2015-05-04,57185828655
2015-05-05,55851837353
2015-05-06,55531265800
2015-05-07,55903542443
2015-05-08,56565367584
2015-05-11,56296501120
2015-05-12,56017293639
2015-05-13,56555026566
2015-05-14,57506400208
2015-05-15,57506400208
2015-05-18,57692538529
2015-05-19,57682197511
2015-05-20,57527082243
2015-05-21,57392649012
2015-05-22,57258215780
2015-05-26,56420593335
2015-05-27,57878676850
2015-05-28,57816630743
2015-05-29,57826971761
2015-06-01,57609810386
2015-06-02,57134123566
2015-06-03,56761846923
2015-06-04,55820814300
2015-06-05,55624334961
2015-06-08,54621256230
2015-06-09,54724666409
2015-06-10,56037975674
2015-06-11,55469219693
2015-06-12,54817735569
2015-06-15,54859099641
2015-06-16,54900463712
2015-06-17,55107284069
2015-06-18,56068998728
2015-06-19,56368888245
2015-06-22,57392649012
2015-06-23,56699800816
2015-06-24,55831155318
2015-06-25,55634675979
2015-06-26,54703984373
2015-06-29,53276923911
2015-06-30,52521120026
2015-07-01,52928971861
2015-07-02,52990149636
2015-07-06,52398764475
2015-07-07,52215231150
2015-07-08,50502253444
2015-07-09,49054379430
2015-07-10,49972046058
2015-07-13,50298327526
2015-07-14,50736768249
2015-07-15,50461468260
2015-07-16,50328916414
2015-07-17,50328916414
2015-07-20,51073246012
2015-07-21,51215994155
2015-07-22,50267738639
2015-07-23,51501490439
2015-07-24,49992438650
2015-07-27,49992438650
2015-07-28,51063049716
2015-07-29,50940694166
2015-07-30,51226190450
2015-07-31,50961086758
2015-08-03,51073246012
2015-08-04,50818338616
2015-08-05,51858360794
2015-08-06,51236386746
2015-08-07,51307760817
2015-08-10,53102308890
2015-08-11,51634042285
2015-08-12,52113268191
2015-08-13,51623845989
2015-08-14,51634042285
2015-08-17,51899145978
2015-08-18,50889712687
2015-08-19,50165775680
2015-08-20,48361031311
2015-08-21,46862175818
2015-08-24,45771172160
2015-08-25,44374279626
2015-08-26,46301379545
2015-08-27,47983768364
2015-08-28,48932023880
2015-08-31,48779079442
2015-09-01,47249635061
2015-09-02,48279460944
2015-09-03,48391620199
2015-09-04,47443364683
2015-09-08,49645764591
2015-09-09,48544564637
2015-09-10,48340638719
2015-09-11,48503779453
2015-09-14,48768883146
2015-09-15,49248109052
2015-09-16,49655960886
2015-09-17,49095164614
2015-09-18,48738294258
2015-09-21,48381423903
2015-09-22,47524935050
2015-09-23,47494346162
2015-09-24,47667683192
2015-09-25,48095927618
2015-09-28,47871609109
2015-09-29,48462994270
2015-09-30,50078011762
2015-10-01,48985841877
2015-10-02,49319560453
2015-10-05,50694885493
2015-10-06,51028604069
2015-10-07,51615139748
2015-10-08,52100548586
2015-10-09,51443224118
2015-10-12,51918520272
2015-10-13,51483674854
2015-10-14,53243281891
2015-10-15,53020802841
2015-10-16,53162380418
2015-10-19,53233169207
2015-10-20,53020802841
2015-10-21,52484830582
2015-10-22,58744582053
2015-10-23,59644610939
2015-10-26,59472695309
2015-10-27,59078300629
2015-10-28,59331117732
2015-10-29,57207454066
2015-10-30,57359144328
2015-11-02,57632186799
2015-11-03,57793989745
2015-11-04,57591736063
2015-11-05,58046806848
2015-11-06,58279398583
2015-11-09,57854665850
2015-11-10,57672637536
2015-11-11,58249060531
2015-11-12,57308580908
2015-11-13,56762495965
2015-11-16,57520947274
2015-11-17,57713088272
2015-11-18,58613117159
2015-11-19,58603004475
2015-11-20,58774920105
2015-11-23,57996243428
2015-11-24,58501877634
2015-11-25,57915341955
2015-11-27,58198497110
2015-11-30,58774920105
2015-12-01,58967061103
2015-12-02,58198497110
2015-12-03,58340074688
2015-12-04,59543484098
2015-12-07,59007511840
2015-12-08,58319849320
2015-12-09,57399595065
2015-12-10,57571510695
2015-12-11,56843397438
2015-12-14,56853510122
2015-12-15,58198497110
2015-12-16,58724356684
2015-12-17,57167003330
2015-12-18,55559086555
2015-12-21,56449002757
2015-12-22,56236636391
2015-12-23,57338918960
2015-12-24,57389482381
2015-12-28,57055763805
2015-12-29,57662524852
2015-12-30,56792834017
2015-12-31,55170198165
2016-01-04,54697109438
2016-01-05,54123363535
2016-01-06,53771063419
2016-01-07,52039759992
2016-01-08,50690953833
2016-01-11,51546539829
2016-01-12,51868642792
2016-01-13,50147405083
2016-01-14,50358785152
2016-01-15,48345641632
2016-01-19,48536890267
2016-01-20,49332081957
2016-01-21,50157470800
2016-01-22,50630559528
2016-01-25,50409113740
2016-01-26,51033188232
2016-01-27,51002991079
2016-01-28,51466014088
2016-01-29,53277843256
2016-02-01,53177186080
2016-02-02,50972793926
2016-02-03,50580230940
2016-02-04,51596868417
2016-02-05,50207799388
2016-02-08,51234502584
2016-02-09,51013056796
2016-02-10,51083516820
2016-02-11,50711085268
2016-02-12,51476079806
2016-02-16,52885280270
2016-02-17,54042837794
2016-02-18,53408697585
2016-02-19,53106726057
2016-02-22,53650274808
2016-02-23,52583308742
2016-02-24,52804754529
2016-02-25,53459026173
2016-02-26,53650274808
2016-02-29,53368434715
2016-03-01,54576320827
2016-03-02,54777635179
2016-03-03,55230592471
2016-03-04,55250723906
2016-03-07,55854666962
2016-03-08,54888358072
2016-03-09,55109803860
2016-03-10,55854666962
2016-03-11,56428412865
2016-03-14,55975455573
2016-03-15,56096244184
2016-03-16,56508938606
2016-03-17,56971961616
2016-03-18,57465181778
2016-03-21,57394721755
2016-03-22,57273933144
2016-03-23,56971961616
2016-03-24,57072618792
2016-03-28,56891435875
2016-03-29,57787284741
2016-03-30,58753593631
2016-03-31,57612257663
2016-04-01,58133998763
2016-04-04,57913262144
2016-04-05,57903228661
2016-04-06,58555405037
2016-04-07,57341353630
2016-04-08,58083831350
2016-04-11,58013596971
2016-04-12,58635672898
2016-04-13,59368117135
2016-04-14,59418284549
2016-04-15,59127313551
2016-04-18,59147380516
2016-04-19,58615605933
2016-04-20,59247715343
2016-04-21,59057079172
2016-04-22,58876476483
2016-04-25,59217614895
2016-04-26,59598887238
2016-04-27,60120628338
2016-04-28,58886509966
2016-04-29,57230985320
2016-05-02,58043697419
2016-05-03,57391521044
2016-05-04,56618942876
2016-05-05,56829646012
2016-05-06,57391521044
2016-05-09,57100550045
2016-05-10,57822960800
2016-05-11,57822960800
2016-05-12,57351387113
2016-05-13,57311253182
2016-05-16,58214266625
2016-05-17,57622291146
2016-05-18,58204233142
2016-05-19,57421621492
2016-05-20,58725974243
2016-05-23,58926643897
2016-05-24,60291197544
2016-05-25,60642369438
2016-05-26,60973474367
2016-05-27,61224311435
2016-05-31,60802905162
2016-06-01,61274478848
2016-06-02,60963440885
2016-06-03,60732670783
2016-06-06,61495215468
2016-06-07,61766119501
2016-06-08,62287860601
2016-06-09,62348061497
2016-06-10,62117291395
2016-06-13,61736019053
2016-06-14,62107257913
2016-06-15,61896554776
2016-06-16,62267793636
2016-06-17,61826320397
2016-06-20,62217626222
2016-06-21,62247726670
2016-06-22,62267793636
2016-06-23,63511945491
2016-06-24,60742704265
2016-06-27,59267782308
2016-06-28,60471800232
2016-06-29,61455081537
2016-06-30,62720322056
2016-07-01,62179715928
2016-07-05,61318750613
2016-07-06,61128537346
2016-07-07,61839334292
2016-07-08,63341017980
2016-07-11,63471163900
2016-07-12,64452263910
2016-07-13,64612443503
2016-07-14,64882746567
2016-07-15,64922791466
2016-07-18,65263173102
2016-07-19,65012892487
2016-07-20,65523464941
2016-07-21,64982858813
2016-07-22,65563509839
2016-07-25,66294329234
2016-07-26,71500166021
2016-07-27,71349997652
2016-07-28,70308830295
2016-07-29,69828291515
2016-08-01,69958437434
2016-08-02,68927281302
2016-08-03,68957314975
2016-08-04,69688134370
2016-08-05,70228740498
2016-08-08,70218729274
2016-08-09,70328852744
2016-08-10,69968448659
2016-08-11,70078572130
2016-08-12,69918392536
2016-08-15,70408942541
2016-08-16,69898370087
2016-08-17,69898370087
2016-08-18,70208718049
2016-08-19,70348875193
2016-08-22,70078572130
2016-08-23,70058549680
2016-08-24,69978459884
2016-08-25,69898370087
2016-08-26,69828291515
2016-08-29,70058549680
2016-08-30,69387797633
2016-08-31,69618055798
2016-09-01,69778235392
2016-09-02,69758212943
2016-09-06,69868336413
2016-09-07,69567999675
2016-09-08,69067438446
2016-09-09,66744834341
2016-09-12,68016259864
2016-09-13,67525709859
2016-09-14,67866091495
2016-09-15,69297696611
2016-09-16,69437853756
2016-09-19,69618055798
2016-09-20,69257651713
2016-09-21,69638078248
2016-09-22,69838302739
2016-09-23,69057427221
2016-09-26,68496798644
2016-09-27,69527954777
2016-09-28,69818280290
2016-09-29,69918392536
2016-09-30,69898154382
2016-10-03,69380242723
2016-10-04,69310523845
2016-10-05,70316467646
2016-10-06,70675021872
2016-10-07,70585383316
2016-10-10,69649158392
2016-10-11,68483857158
2016-10-12,68185061970
2016-10-13,67497833036
2016-10-14,68214941488
2016-10-17,68145222611
2016-10-18,68971889299
2016-10-19,69210925449
2016-10-20,69469881279
2016-10-21,69688997751
2016-10-24,71392130324
2016-10-25,70914058023
2016-10-26,71422009843
2016-10-27,70445945561
2016-10-28,70515664438
2016-10-31,70565463636
2016-11-01,69161126251
2016-11-02,68563535875
2016-11-03,67627310951
2016-11-04,67328515763
2016-11-07,68732853148
2016-11-08,69549559996
2016-11-09,69509720638
2016-11-10,68862331063
2016-11-11,69569479675
2016-11-14,69738796949
2016-11-15,70744740749
2016-11-16,70914058023
2016-11-17,71790523908
2016-11-18,72308435568
2016-11-21,73384098246
2016-11-22,74101206698
2016-11-23,73762572151
2016-11-25,74131086217
2016-11-28,74230684613
2016-11-29,74101206698
2016-11-30,73633094236
2016-12-01,70127230694
2016-12-02,70435985721
2016-12-05,70226829090
2016-12-06,71083375296
2016-12-07,71910041984
2016-12-08,71840323106
2016-12-09,71700885352
2016-12-12,71441929522
2016-12-13,72906025945
2016-12-14,72208837172
2016-12-15,73155021935
2016-12-16,72597270917
2016-12-19,73274540010
2016-12-20,73742652472
2016-12-21,73872130387
2016-12-22,73902009906
2016-12-23,74081287019
2016-12-27,74569319160
2016-12-28,73752612312
2016-12-29,73852210708
2016-12-30,72676949634
2017-01-03,73432840000
2017-01-04,73343020000
2017-01-05,72774160000
2017-01-06,74001700000
2017-01-09,74191320000
2017-01-10,74450800000
2017-01-11,75049600000
2017-01-12,74700300000
2017-01-13,74850000000
2017-01-17,74341020000
2017-01-18,74231240000
2017-01-19,73732240000
2017-01-20,74600500000
2017-01-23,75578540000
2017-01-24,76925840000
2017-01-25,78422840000
2017-01-26,79101480000
2017-01-27,77873940000
2017-01-30,77744200000
2017-01-31,75388920000
2017-02-01,76117460000
2017-02-02,75738220000
2017-02-03,76347000000
2017-02-06,76067560000
2017-02-07,76027640000
2017-02-08,75798100000
2017-02-09,75149400000
2017-02-10,75009680000
2017-02-13,75368960000
2017-02-14,75488720000
2017-02-15,75518660000
2017-02-16,76097500000
2017-02-17,76287120000
2017-02-21,76925840000
2017-02-22,77075540000
2017-02-23,76985720000
2017-02-24,77085520000
2017-02-27,77035620000
2017-02-28,76466760000
2017-03-01,77993700000
2017-03-02,77923840000
2017-03-03,77704280000
2017-03-06,78153380000
2017-03-07,78961760000
2017-03-08,79181320000
2017-03-09,78971740000
2017-03-10,80169340000
2017-03-13,80857960000
2017-03-14,80927820000
2017-03-15,81656360000
2017-03-16,81546580000
2017-03-17,82035600000
2017-03-20,81426820000
2017-03-21,79590500000
2017-03-22,80528620000
2017-03-23,80508660000
2017-03-24,80428820000
2017-03-27,80368940000
2017-03-28,80448780000
2017-03-29,80329020000
2017-03-30,80877920000
2017-03-31,80076640000
2017-04-03,79877840000
2017-04-04,80116400000
2017-04-05,79599520000
2017-04-06,79619400000
2017-04-07,80046820000
2017-04-10,79649220000
2017-04-11,78933540000
2017-04-12,78009120000
2017-04-13,77372960000
2017-04-17,78247680000
2017-04-18,79132340000
2017-04-19,78893780000
2017-04-20,80275440000
2017-04-21,79331140000
2017-04-24,80593520000
2017-04-25,81865840000
2017-04-26,80623340000
2017-04-27,80315200000
2017-04-28,78704920000
2017-05-01,78814260000
2017-05-02,78774500000
2017-05-03,79291380000
2017-05-04,78824200000
2017-05-05,79152220000
2017-05-08,78983240000
2017-05-09,78973300000
2017-05-10,80007060000
2017-05-11,79917600000
2017-05-12,80205860000
2017-05-15,81060700000
2017-05-16,81776380000
2017-05-17,78207920000
2017-05-18,78754620000
2017-05-19,79818200000
2017-05-22,79887780000
2017-05-23,79211860000
2017-05-24,79569700000
2017-05-25,80305260000
2017-05-26,80633280000
2017-05-30,81478180000
2017-05-31,81995060000
2017-06-01,81001060000
2017-06-02,81140220000
2017-06-05,81398660000
2017-06-06,81726680000
2017-06-07,82392660000
2017-06-08,83833960000
2017-06-09,80414600000
2017-06-12,80563700000
2017-06-13,80504060000
2017-06-14,79679040000
2017-06-15,79599520000
2017-06-16,79221800000
2017-06-19,80931480000
2017-06-20,79092580000
2017-06-21,79191980000
2017-06-22,78575700000
2017-06-23,79102520000
2017-06-26,77840140000
2017-06-27,76488300000
2017-06-28,77591640000
2017-06-29,76438600000
2017-06-30,76006840000
2017-07-03,75493080000
2017-07-05,75987080000
2017-07-06,75937680000
2017-07-07,77538240000
2017-07-10,77834640000
2017-07-11,78091520000
2017-07-12,79553760000
2017-07-13,79573520000
2017-07-14,81016000000
2017-07-17,80680080000
2017-07-18,81174080000
2017-07-19,81174080000
2017-07-20,81697720000
2017-07-21,80719600000
2017-07-24,79948960000
2017-07-25,80413320000
2017-07-26,81539640000
2017-07-27,79998360000
2017-07-28,79741480000
2017-07-31,80403440000
2017-08-01,80729480000
2017-08-02,80334280000
2017-08-03,80383680000
2017-08-04,80452840000
2017-08-07,81183960000
2017-08-08,81460600000
2017-08-09,81292640000
2017-08-10,79395680000
2017-08-11,79919320000
2017-08-14,81065400000
2017-08-15,80966600000
2017-08-16,81470480000
2017-08-17,79188200000
2017-08-18,79010360000
2017-08-21,78931320000
2017-08-22,79781000000
2017-08-23,79919320000
2017-08-24,80275000000
2017-08-25,80008240000
2017-08-28,79790880000
2017-08-29,80057640000
2017-08-30,81322280000
2017-08-31,81826160000
2017-09-01,81549520000
2017-09-05,80867800000
2017-09-06,81085160000
2017-09-07,81016000000
2017-09-08,80403440000
2017-09-11,81233360000
2017-09-12,81895320000
2017-09-13,81707600000
2017-09-14,82290520000
2017-09-15,83821920000
2017-09-18,85106320000
2017-09-19,85768280000
2017-09-20,84800040000
2017-09-21,85017400000
2017-09-22,87210760000
2017-09-25,86450000000
2017-09-26,86647600000
2017-09-27,87744280000
2017-09-28,88574200000
2017-09-29,88564320000
2017-10-02,88305250000
2017-10-03,88590900000
2017-10-04,89132650000
2017-10-05,89772900000
2017-10-06,89979750000
2017-10-09,90206300000
2017-10-10,90994300000
2017-10-11,91476950000
2017-10-12,91230700000
2017-10-13,92186150000
2017-10-16,92816550000
2017-10-17,92855950000
2017-10-18,92028550000
2017-10-19,92048250000
2017-10-20,93752300000
2017-10-23,94766850000
2017-10-24,94993400000
2017-10-25,94382700000
2017-10-26,94707750000
2017-10-27,96037500000
2017-10-30,94619100000
2017-10-31,95239650000
2017-11-01,94904750000
2017-11-02,95338150000
2017-11-03,96510300000
2017-11-06,97061900000
2017-11-07,96924000000
2017-11-08,96963400000
2017-11-09,95594250000
2017-11-10,95485900000
2017-11-13,95574550000
2017-11-14,95505600000
2017-11-15,95318450000
2017-11-16,96845200000
2017-11-17,96273900000
2017-11-20,96805800000
2017-11-21,97702150000
2017-11-22,96608800000
2017-11-24,97810500000
2017-11-27,97150550000
2017-11-28,97987800000
2017-11-29,95426800000
2017-11-30,95830650000
2017-12-01,95722300000
2017-12-04,94530450000
2017-12-05,95446500000
2017-12-06,95564700000
2017-12-07,96313300000
2017-12-08,96549700000
2017-12-11,97347550000
2017-12-12,96953550000
2017-12-13,97377100000
2017-12-14,98746250000
2017-12-15,99701700000
2017-12-18,101720950000
2017-12-19,102538500000
2017-12-20,103228000000
2017-12-21,102508950000
2017-12-22,102568050000
2017-12-26,102587750000
2017-12-27,102962050000
2017-12-28,103247700000
2017-12-29,102873400000
2018-01-02,103775310000
2018-01-03,106586690000
2018-01-04,106449070000
2018-01-05,107264960000
2018-01-08,107776120000
2018-01-09,108513370000
2018-01-10,107835100000
2018-01-11,108788610000
2018-01-12,110803760000
2018-01-16,111000360000
2018-01-17,117134280000
2018-01-18,114431030000
2018-01-19,114843890000
2018-01-22,117409520000
2018-01-23,117851870000
2018-01-24,107835100000
2018-01-25,108277450000
2018-01-26,111757270000
2018-01-29,110734950000
2018-01-30,108021870000
2018-01-31,107805610000
2018-02-01,108208640000
2018-02-02,105829780000
2018-02-05,102438430000
2018-02-06,104070210000
2018-02-07,100246340000
2018-02-08,95999780000
2018-02-09,98781670000
2018-02-12,100207020000
2018-02-13,99263340000
2018-02-14,100934440000
2018-02-15,102792310000
2018-02-16,102694010000
2018-02-20,103500070000
2018-02-21,101897780000
2018-02-22,102163190000
2018-02-23,105220320000
2018-02-26,107766290000
2018-02-27,106498220000
2018-02-28,106508050000
2018-03-01,104718990000
2018-03-02,106380260000
2018-03-05,107156830000
2018-03-06,107825270000
2018-03-07,106714480000
2018-03-08,107628670000
2018-03-09,109633990000
2018-03-12,109732290000
2018-03-13,108709970000
2018-03-14,108100510000
2018-03-15,107844930000
2018-03-16,108100510000
2018-03-19,106026380000
2018-03-20,107599180000
2018-03-21,106793120000
2018-03-22,102133700000
2018-03-23,99636880000
2018-03-26,104787800000
2018-03-27,100816480000
2018-03-28,100177530000
2018-03-29,102123870000
2018-04-02,98335050000
2018-04-03,99829860000
2018-04-04,101813170000
2018-04-05,99888480000
2018-04-06,97172420000
2018-04-09,97514370000
2018-04-10,100005720000
2018-04-11,99986180000
2018-04-12,101842480000
2018-04-13,99810320000
2018-04-16,101119500000
2018-04-17,102966030000
2018-04-18,102926950000
2018-04-19,98960330000
2018-04-20,97660920000
2018-04-23,95833930000
2018-04-24,96156340000
2018-04-25,100631000000
2018-04-26,100357440000
2018-04-27,100152270000
2018-04-30,99097110000
2018-05-01,101021800000
2018-05-02,100591920000
2018-05-03,101217200000
2018-05-04,102282130000
2018-05-07,102106270000
2018-05-08,103034420000
2018-05-09,105066580000
2018-05-10,107440690000
2018-05-11,106737250000
2018-05-14,108095280000
2018-05-15,106698170000
2018-05-16,108837800000
2018-05-17,107792410000
2018-05-18,107997580000
2018-05-21,107870570000
2018-05-22,108310220000
2018-05-23,108515390000
2018-05-24,108202750000
2018-05-25,108994120000
2018-05-29,108388380000
2018-05-30,109277450000
2018-05-31,109336070000
2018-06-01,112159600000
2018-06-04,113077980000
2018-06-05,114953820000
2018-06-06,115393470000
2018-06-07,114543480000
2018-06-08,113077980000
2018-06-11,112628560000
2018-06-12,112755570000
2018-06-13,111378000000
2018-06-14,112081440000
2018-06-15,113224530000
2018-06-18,111759030000
2018-06-19,111045820000
2018-06-20,111612480000
2018-06-21,109531470000
2018-06-22,109795260000
2018-06-25,107655630000
2018-06-26,108945270000
2018-06-27,106278060000
2018-06-28,106590700000
2018-06-29,107714250000
2018-07-02,106822560000
2018-07-03,105533790000
2018-07-05,108053190000
2018-07-06,109215990000
2018-07-09,108615210000
2018-07-10,110204370000
2018-07-11,108295440000
2018-07-12,112248960000
2018-07-13,111570660000
2018-07-16,111008640000
