,PVH
2019-01-07,7451136000
2019-01-08,7662060000
2019-01-09,7757316000
2019-01-10,7479864000
2019-01-11,7996212000
2019-01-14,7898688000
2019-01-15,7894152000
2019-01-16,7903980000
2019-01-17,8131536000
2019-01-18,8329608000
2019-01-22,7941780000
2019-01-23,7877520000
2019-01-24,8012844000
2019-01-25,8192772000
2019-01-28,8198820000
2019-01-29,8183700000
2019-01-30,8342460000
2019-01-31,8248716000
2019-02-01,8222256000
2019-02-04,8190032000
2019-02-05,8408112000
2019-02-06,8442704000
2019-02-07,8362240000
2019-02-08,8338928000
2019-02-11,8481056000
2019-02-12,8597616000
2019-02-13,8462256000
2019-02-14,8451728000
2019-02-15,8490080000
2019-02-19,8476544000
2019-02-20,8577312000
2019-02-21,8655520000
2019-02-22,8845024000
2019-02-25,8709664000
2019-02-26,8702144000
2019-02-27,8746512000
2019-02-28,8635968000
2019-03-01,8657024000
2019-03-04,8429920000
2019-03-05,8364496000
2019-03-06,8279520000
2019-03-07,8291552000
2019-03-08,8293056000
2019-03-11,8421648000
2019-03-12,8424656000
2019-03-13,8506624000
2019-03-14,8476544000
2019-03-15,8310352000
2019-03-18,8381040000
2019-03-19,8277263999
2019-03-20,8053168000
2019-03-21,8173488000
2019-03-22,8062192000
2019-03-25,8211088000
2019-03-26,8279520000
2019-03-27,8338928000
2019-03-28,9569952000
2019-03-29,9170640000
2019-04-01,9402256000
2019-04-02,9339840000
2019-04-03,9360896000
2019-04-04,9662448000
2019-04-05,9569952000
2019-04-08,9580480000
2019-04-09,9520320000
2019-04-10,9575216000
2019-04-11,9543632000
2019-04-12,9712080000
2019-04-15,9681248000
2019-04-16,9772240000
2019-04-17,9951216000
2019-04-18,9941440000
2019-04-22,9845936000
2019-04-23,9936176000
2019-04-24,9979792000
2019-04-25,9778256000
2019-04-26,9852704000
2019-04-29,9824127999
2019-04-30,9700048000
2019-05-01,9649664000
2019-05-02,9614320000
2019-05-03,9563936000
2019-05-06,9273704000
2019-05-07,9112136000
2019-05-08,9083712000
2019-05-09,9024620000
2019-05-10,8930372000
2019-05-13,8415000000
2019-05-14,8405276000
2019-05-15,8297564000
2019-05-16,8257920000
2019-05-17,8131508000
2019-05-20,7933288000
2019-05-21,8117296000
2019-05-22,8195835999
2019-05-23,8025292000
2019-05-24,8000608000
2019-05-28,7921320000
2019-05-29,7423900000
2019-05-30,6319852000
2019-05-31,6372212000
2019-06-03,6561456000
2019-06-04,6810540000
2019-06-05,6676648000
2019-06-06,6573424000
2019-06-07,6610076000
2019-06-10,6714796000
2019-06-11,6634760000
2019-06-12,6530040000
2019-06-13,6714796000
2019-06-14,6586140000
2019-06-17,6606335999
2019-06-18,6705072000
2019-06-19,6572676000
2019-06-20,6764164000
2019-06-21,6975848000
2019-06-24,6928724000
2019-06-25,6828492000
2019-06-26,6998288000
2019-06-27,6977344000
2019-06-28,7079072000
2019-07-01,7125448000
2019-07-02,7010256000
2019-07-03,7005768000
2019-07-05,6942935999
2019-07-08,6874120000
2019-07-09,6737235999
2019-07-10,6542756000
2019-07-11,6600352000
2019-07-12,6671412000
2019-07-15,6767904000
2019-07-16,6919000000
2019-07-17,6699835999
2019-07-18,6572676000
2019-07-19,6601100000
2019-07-22,6483664000
2019-07-23,6586888000
2019-07-24,6672908000
2019-07-25,6685624000
2019-07-26,6680388000
2019-07-29,6663184000
2019-07-30,6663184000
2019-07-31,6651216000
2019-08-01,6193440000
2019-08-02,6021400000
2019-08-05,5660740000
2019-08-06,5753854000
2019-08-07,5753854000
2019-08-08,5807062000
2019-08-09,5517374000
2019-08-12,5328190000
2019-08-13,5518113000
2019-08-14,5125704000
2019-08-15,5113141000
2019-08-16,5226208000
2019-08-19,5317844000
2019-08-20,5308976000
2019-08-21,5320061000
2019-08-22,5375486000
2019-08-23,5099839000
2019-08-26,5208472000
2019-08-27,5158959000
2019-08-28,5289022999
2019-08-29,5616400000
2019-08-30,5601620000
2019-09-03,5490770000
2019-09-04,5991812000
2019-09-05,6248984000
2019-09-06,6310321000
2019-09-09,6591141000
2019-09-10,6690906000
2019-09-11,6680560000
2019-09-12,6679821000
2019-09-13,6696079000
2019-09-16,6696818000
2019-09-17,6536455000
2019-09-18,6578578000
2019-09-19,6410086000
2019-09-20,6363529000
2019-09-23,6429300000
2019-09-24,6336925000
2019-09-25,6448514000
2019-09-26,6413042000
2019-09-27,6482508000
2019-09-30,6520197000
2019-10-01,6330274000
2019-10-02,6126310000
2019-10-03,6197993000
2019-10-04,6243072000
2019-10-07,6186169000
2019-10-08,5971859000
2019-10-09,6115964000
2019-10-10,6192820000
2019-10-11,6482508000
2019-10-14,6424866000
2019-10-15,6470684000
2019-10-16,6477335000
2019-10-17,6457382000
2019-10-18,6458121000
2019-10-21,6602965000
2019-10-22,6827621000
2019-10-23,6780325000
2019-10-24,6713076000
2019-10-25,6855703000
2019-10-28,6626613000
2019-10-29,6534238000
2019-10-30,6531282000
2019-10-31,6441124000
2019-11-01,6657651000
2019-11-04,6798064000
2019-11-05,6912360000
2019-11-06,6784960000
2019-11-07,7109648000
2019-11-08,7131488000
2019-11-11,7041216000
2019-11-12,7052864000
2019-11-13,7041944000
2019-11-14,7122752000
2019-11-15,7274176000
2019-11-18,7266168000
2019-11-19,7148960000
2019-11-20,7120568000
2019-11-21,7073248000
2019-11-22,7266895999
2019-11-25,7322224000
2019-11-26,7283640000
2019-11-27,7094360000
2019-11-29,7058688000
2019-12-02,7041944000
2019-12-03,6848295999
2019-12-04,7087080000
2019-12-05,7333144000
2019-12-06,7382648000
2019-12-09,7445256000
2019-12-10,7379008000
2019-12-11,7462000000
2019-12-12,7653464000
2019-12-13,7601048000
2019-12-16,7607600000
2019-12-17,7670936000
2019-12-18,7783048000
2019-12-19,7619248000
2019-12-20,7660744000
2019-12-23,7636720000
2019-12-24,7619976000
2019-12-26,7636720000
2019-12-27,7574840000
2019-12-30,7571928000
2019-12-31,7654920000
2020-01-02,7669480000
2020-01-03,7519512000
2020-01-06,7690592000
2020-01-07,7691320000
2020-01-08,7733544000
2020-01-09,7520240000
2020-01-10,7314944000
2020-01-13,7298200000
2020-01-14,7272720000
2020-01-15,7188272000
2020-01-16,7235592000
2020-01-17,7349160000
2020-01-21,7190456000
2020-01-22,7140224000
2020-01-23,7053592000
2020-01-24,6912360000
2020-01-27,6655376000
2020-01-28,6566560000
2020-01-29,6545448000
2020-01-30,6653920000
2020-01-31,6345976000
2020-02-03,6166913138
2020-02-04,6219005785
2020-02-05,6422381190
2020-02-06,6342458224
2020-02-07,6169053931
2020-02-10,6091985357
2020-02-11,6148359592
2020-02-12,6414531612
2020-02-13,6371002140
2020-02-14,6377424521
2020-02-18,6161917952
2020-02-19,6146218798
2020-02-20,6199738642
2020-02-21,6042033503
2020-02-24,5796555822
2020-02-25,5491849515
2020-02-26,5283478925
2020-02-27,5213546330
2020-02-28,5288474111
2020-03-02,5322726810
2020-03-03,5132909766
2020-03-04,5265638977
2020-03-05,4983767803
2020-03-06,4936670341
2020-03-09,4388627146
2020-03-10,4537769109
2020-03-11,4041104964
2020-03-12,3157670751
2020-03-13,3592251878
2020-03-16,2907911483
2020-03-17,2670996977
2020-03-18,2372713050
2020-03-19,2419096914
2020-03-20,2252828601
2020-03-23,2073001928
2020-03-24,2534699776
2020-03-25,2673137770
2020-03-26,2785172642
2020-03-27,2711672058
2020-03-30,2727371212
2020-03-31,2685982533
2020-04-01,2328469980
2020-04-02,2274236539
2020-04-03,2211439923
2020-04-06,2833697300
2020-04-07,3334643033
2020-04-08,3417420390
2020-04-09,3533023252
2020-04-13,3286831973
2020-04-14,3422415576
2020-04-15,3020659953
2020-04-16,2857246031
2020-04-17,3202627420
2020-04-20,2917188256
2020-04-21,2806580580
2020-04-22,2796590209
2020-04-23,2832983702
2020-04-24,2951440955
2020-04-27,3399580443
2020-04-28,3612232620
2020-04-29,3849860724
2020-04-30,3513042510
2020-05-01,3187641863
2020-05-04,3158973000
2020-05-05,3147597000
2020-05-06,3021750000
2020-05-07,3053034000
2020-05-08,3272022000
2020-05-11,3094983000
2020-05-12,2996865000
2020-05-13,2809872000
2020-05-14,2931453000
2020-05-15,2858931000
2020-05-18,3162528000
2020-05-19,2961315000
2020-05-20,2985489000
2020-05-21,3150441000
2020-05-22,3139065000
2020-05-26,3542913000
2020-05-27,3828735000
2020-05-28,3523716000
2020-05-29,3232917000
2020-06-01,3385782000
2020-06-02,3527271000
2020-06-03,3911211000
2020-06-04,4061943000
2020-06-05,4461525000
2020-06-08,4938606000
2020-06-09,4520538000
2020-06-10,4238271000
2020-06-11,3748392000
2020-06-12,3527271000
2020-06-15,3567087000
2020-06-16,3737727000
2020-06-17,3525849000
2020-06-18,3535092000
2020-06-19,3331035000
2020-06-22,3377250000
2020-06-23,3498120000
2020-06-24,3384360000
2020-06-25,3333168000
2020-06-26,3175325999
2020-06-29,3460437000
2020-06-30,3416355000
2020-07-01,3319659000
2020-07-02,3374406000
2020-07-06,3306150000
2020-07-07,3172482000
2020-07-08,3207321000
2020-07-09,3022461000
2020-07-10,3154707000
2020-07-13,3227229000
2020-07-14,3306861000
2020-07-15,3610458000
2020-07-16,3644586000
2020-07-17,3500253000
2020-07-20,3365874000
2020-07-21,3485322000
2020-07-22,3515184000
2020-07-23,3618990000
2020-07-24,3560688000
2020-07-27,3563532000
2020-07-28,3605481000
2020-07-29,3708575999
2020-07-30,3567798000
2020-07-31,3459725999
2020-08-03,3500253000
2020-08-04,3392892000
2020-08-05,3638898000
2020-08-06,3601215000
2020-08-07,3683691000
2020-08-10,3841533000
2020-08-11,3853620000
2020-08-12,3806694000
2020-08-13,3811671000
2020-08-14,3936096000
2020-08-17,3886325999
2020-08-18,3661650000
2020-08-19,3628944000
2020-08-20,3567798000
2020-08-21,3564243000
2020-08-24,3815225999
2020-08-25,3850775999
2020-08-26,3769722000
2020-08-27,3914055000
2020-08-28,4069764000
2020-08-31,3964536000
2020-09-01,4098915000
2020-09-02,4231161000
2020-09-03,4369095000
2020-09-04,4509162000
2020-09-08,4695444000
2020-09-09,4623633000
2020-09-10,4767255000
2020-09-11,4768676999
2020-09-14,5076540000
2020-09-15,5043123000
2020-09-16,5124888000
2020-09-17,5013261000
2020-09-18,4868928000
2020-09-21,4598748000
2020-09-22,4575996000
2020-09-23,4413888000
2020-09-24,4399668000
2020-09-25,4372650000
2020-09-28,4400379000
2020-09-29,4172859000
2020-09-30,4240404000
2020-10-01,4307949000
2020-10-02,4416732000
2020-10-05,4535469000
2020-10-06,4382604000
2020-10-07,4581684000
2020-10-08,4807071000
2020-10-09,4701843000
2020-10-12,4663449000
2020-10-13,4446594000
2020-10-14,4423131000
2020-10-15,4540446000
2020-10-16,4419576000
2020-10-19,4411755000
2020-10-20,4379049000
2020-10-21,4366962000
2020-10-22,4620078000
2020-10-23,4617234000
2020-10-26,4428108000
2020-10-27,4336389000
2020-10-28,4160061000
2020-10-29,4345632000
2020-10-30,4144419000
2020-11-02,4249647000
2020-11-03,4493520000
2020-11-04,4342788000
2020-11-05,4439484000
2020-11-06,4202010000
2020-11-09,5036724000
2020-11-10,5112090000
2020-11-11,4809204000
2020-11-12,4647807000
2020-11-13,4983399000
2020-11-16,5369472000
2020-11-17,5612634000
2020-11-18,5593437000
2020-11-19,5601258000
2020-11-20,5457636000
2020-11-23,5766210000
2020-11-24,6141618000
2020-11-25,6023592000
2020-11-27,5963157000
2020-11-30,5651739000
2020-12-01,5815980000
2020-12-02,5921919000
2020-12-03,6266754000
2020-12-04,6507783000
2020-12-07,6559686000
2020-12-08,6518448000
2020-12-09,6659226000
2020-12-10,6728904000
2020-12-11,6706863000
2020-12-14,6654960000
2020-12-15,6792183000
2020-12-16,6708996000
2020-12-17,6854040000
2020-12-18,6772986000
2020-12-21,6728904000
2020-12-22,6518448000
2020-12-23,6724638000
2020-12-24,6670601999
2020-12-28,6748101000
2020-12-29,6643584000
2020-12-30,6791472000
2020-12-31,6675579000
2021-01-04,6861150000
2021-01-05,6869682000
2021-01-06,7306947000
2021-01-07,7501050000
2021-01-08,7392267000
2021-01-11,7435638000
2021-01-12,7734969000
2021-01-13,7454124000
2021-01-14,7197453000
2021-01-15,7129908000
2021-01-19,6919451999
2021-01-20,7055253000
2021-01-21,7065918000
2021-01-22,6952869000
2021-01-25,6814935000
2021-01-26,6507072000
2021-01-27,6051321000
2021-01-28,6307992000
2021-01-29,6061986000
2021-02-01,5870440000
2021-02-02,6095432000
2021-02-03,6237120000
2021-02-04,6593832000
2021-02-05,6777528000
2021-02-08,6781088000
2021-02-09,6677848000
2021-02-10,6825232000
2021-02-11,6957664000
2021-02-12,6845880000
2021-02-16,6947696000
2021-02-17,6653640000
2021-02-18,6485608000
2021-02-19,6691376000
2021-02-22,6940576000
2021-02-23,6910672000
2021-02-24,7283048000
2021-02-25,7114304000
2021-02-26,7117152000
2021-03-01,7134952000
2021-03-02,7270232000
2021-03-03,7422600000
2021-03-04,7087960000
2021-03-05,7432568000
2021-03-08,7600600000
2021-03-09,7414056000
2021-03-10,7501632000
2021-03-11,7474576000
2021-03-12,7639760000
2021-03-15,7720928000
2021-03-16,7547200000
2021-03-17,7476000000
2021-03-18,7504480000
2021-03-19,7531536000
2021-03-22,7367064000
2021-03-23,6759728000
2021-03-24,6813128000
2021-03-25,6995400000
2021-03-26,7255280000
2021-03-29,6974752000
2021-03-30,7128544000
2021-03-31,7525840000
2021-04-01,7189776000
2021-04-05,7426160000
2021-04-06,7410496000
2021-04-07,7330040000
2021-04-08,7444672000
2021-04-09,7867600000
2021-04-12,8052720000
2021-04-13,7710248000
2021-04-14,7671088000
2021-04-15,7631928000
2021-04-16,7559304000
2021-04-19,7399816000
2021-04-20,7255280000
2021-04-21,7657560000
2021-04-22,7619112000
2021-04-23,7792128000
2021-04-26,7724488000
2021-04-27,7934528000
2021-04-28,8081200000
2021-04-29,8120360000
2021-04-30,8058416000
2021-05-03,8328096000
2021-05-04,8299536000
2021-05-05,8381646000
2021-05-06,8266692000
2021-05-07,8473038000
2021-05-10,8211714000
2021-05-11,7981806000
2021-05-12,7564830000
2021-05-13,7685496000
2021-05-14,8093904000
2021-05-17,8316672000
2021-05-18,8330238000
2021-05-19,8043924000
2021-05-20,7856142000
2021-05-21,7800450000
2021-05-24,7861854000
2021-05-25,7872564000
2021-05-26,8166018000
2021-05-27,8327382000
2021-05-28,8198147999
2021-06-01,8147454000
2021-06-02,7811874000
2021-06-03,7896126000
2021-06-04,7856856000
2021-06-07,7901124000
2021-06-08,8062488000
2021-06-09,7914690000
2021-06-10,7762608000
2021-06-11,8071056000
2021-06-14,7781172000
2021-06-15,7781172000
2021-06-16,7752612000
2021-06-17,7514136000
2021-06-18,7262094000
2021-06-21,7417032000
2021-06-22,7477722000
2021-06-23,7694778000
2021-06-24,7733334000
2021-06-25,7918974000
2021-06-28,7587678000
2021-06-29,7497000000
2021-06-30,7681926000
2021-07-01,7846860000
2021-07-02,7806876000
2021-07-06,7625520000
2021-07-07,7407036000
2021-07-08,7351344000
2021-07-09,7714770000
2021-07-12,7691922000
2021-07-13,7473438000
2021-07-14,7379190000
2021-07-15,7200690000
2021-07-16,6997200000
2021-07-19,6697320000
2021-07-20,7125720000
2021-07-21,7268520000
2021-07-22,7237104000
2021-07-23,7275660000
2021-07-26,7411320000
2021-07-27,7300650000
2021-07-28,7257096000
2021-07-29,7386330000
2021-07-30,7469868000
2021-08-02,7394161000
2021-08-03,7753624000
2021-08-04,7499802000
2021-08-05,7723137000
2021-08-06,7816016000
2021-08-09,7661454000
2021-08-10,7868482000
2021-08-11,8071965000
2021-08-12,8101743000
2021-08-13,8268358000
2021-08-16,7997520000
2021-08-17,7565030000
2021-08-18,7524617000
2021-08-19,7472151000
2021-08-20,7412595000
2021-08-23,7594808000
2021-08-24,7842958000
2021-08-25,7830905000
2021-08-26,7499802000
2021-08-27,7718883000
2021-08-30,7565030000
2021-08-31,7429611000
2021-09-01,8549122000
2021-09-02,8489566000
2021-09-03,8166262000
2021-09-07,7990430000
2021-09-08,7697612999
2021-09-09,7854302000
2021-09-10,7737317000
2021-09-13,7886916000
2021-09-14,7734481000
2021-09-15,7796873000
2021-09-16,7812471000
2021-09-17,7797582000
2021-09-20,7545178000
2021-09-21,7479241000
2021-09-22,7626004000
2021-09-23,7919530000
2021-09-24,7833032000
2021-09-27,8038642000
2021-09-28,7937964000
2021-09-29,7755042000
2021-09-30,7287811000
2021-10-01,7528162000
2021-10-04,7618914000
2021-10-05,7686269000
2021-10-06,7399124000
2021-10-07,7586300000
2021-10-08,7426775000
2021-10-11,7384235000
2021-10-12,7569284000
2021-10-13,7626004000
2021-10-14,7820979000
2021-10-15,7799709000
2021-10-18,7763550000
2021-10-19,7823815000
2021-10-20,7879826000
2021-10-21,7991139000
2021-10-22,7937964000
2021-10-25,7955689000
2021-10-26,7923075000
2021-10-27,7736608000
2021-10-28,7773476000
2021-10-29,7751497000
2021-11-01,7896120000
2021-11-02,7841136000
2021-11-03,8255952000
2021-11-04,8321376000
2021-11-05,8554536000
2021-11-08,8532960000
2021-11-09,8546880000
2021-11-10,8413248000
2021-11-11,8480064000
2021-11-12,8371488000
2021-11-15,8395152000
2021-11-16,8578896000
2021-11-17,8535744000
2021-11-18,8441784000
2021-11-19,8142504000
2021-11-22,8302584000
2021-11-23,8319984000
2021-11-24,8228808000
2021-11-26,7663656000
2021-11-29,7645560000
2021-11-30,7431888000
2021-12-01,7314264000
2021-12-02,7013592000
2021-12-03,6891792000
2021-12-06,7237008000
2021-12-07,7269720000
2021-12-08,7287816000
2021-12-09,7143744000
2021-12-10,7077624000
2021-12-13,6847944000
2021-12-14,6834720000
2021-12-15,6808272000
2021-12-16,6698304000
2021-12-17,6802704000
2021-12-20,6576504000
2021-12-21,6864648000
2021-12-22,6861168000
2021-12-23,6982968000
2021-12-27,7157664000
2021-12-28,7241880000
2021-12-29,7349760000
2021-12-30,7385952000
2021-12-31,7422840000
2022-01-03,7522368000
2022-01-04,7762488000
2022-01-05,7618416000
2022-01-06,7665048000
2022-01-07,7444416000
2022-01-10,7120080000
2022-01-11,7231440000
2022-01-12,7168800000
2022-01-13,7276680000
2022-01-14,7147920000
2022-01-18,7019856000
2022-01-19,7008720000
2022-01-20,6803400000
2022-01-21,6695520000
2022-01-24,6719880000
2022-01-25,6545184000
2022-01-26,6406680000
2022-01-27,6462360000
2022-01-28,6475584000
2022-01-31,6460680000
2022-02-01,6598720000
2022-02-02,6532080000
2022-02-03,6508960000
2022-02-04,6554520000
2022-02-07,6554520000
2022-02-08,6702760000
2022-02-09,7009440000
2022-02-10,6946880000
2022-02-11,6672840000
2022-02-14,6610960000
2022-02-15,6857800000
2022-02-16,6888400000
2022-02-17,6699360000
2022-02-18,6808840000
2022-02-22,6709560000
2022-02-23,6625920000
2022-02-24,6606880000
2022-02-25,6813600000
2022-02-28,6656520000
2022-03-01,6081920000
2022-03-02,6398800000
2022-03-03,6087360000
2022-03-04,5382880000
2022-03-07,4555320000
2022-03-08,4715800000
2022-03-09,5124480000
2022-03-10,5049680000
2022-03-11,4931360000
2022-03-14,4928640000
2022-03-15,5102040000
2022-03-16,5486920000
2022-03-17,5572600000
2022-03-18,5693640000
2022-03-21,5525000000
2022-03-22,5544720000
2022-03-23,5451560000
2022-03-24,5541320000
2022-03-25,5692960000
2022-03-28,5733080000
2022-03-29,6016640000
2022-03-30,5622920000
2022-03-31,5209480000
2022-04-01,5248920000
2022-04-04,5308080000
2022-04-05,5004800000
2022-04-06,4862680000
2022-04-07,4867440000
2022-04-08,4953120000
2022-04-11,5100000000
2022-04-12,5208800000
2022-04-13,5487600000
2022-04-14,5395120000
2022-04-18,5238720000
2022-04-19,5443400000
2022-04-20,5407360000
2022-04-21,5325760000
2022-04-22,5119720000
2022-04-25,5180920000
2022-04-26,4930680000
2022-04-27,4940200000
2022-04-28,5087080000
2022-04-29,4949040000
2022-05-02,4979682000
2022-05-03,4862466000
2022-05-04,4825836000
2022-05-05,4448880000
2022-05-06,4510818000
2022-05-09,4462200000
2022-05-10,4396266000
2022-05-11,4294368000
2022-05-12,4295700000
2022-05-13,4525470000
2022-05-16,4462200000
2022-05-17,4612050000
2022-05-18,4360968000
2022-05-19,4295034000
2022-05-20,4320342000
2022-05-23,4276385999
2022-05-24,4147848000
2022-05-25,4376952000
2022-05-26,4660668000
2022-05-27,4712616000
2022-05-31,4719942000
2022-06-01,4735926000
2022-06-02,4826502000
2022-06-03,4792536000
2022-06-06,4733262000
2022-06-07,4717944000
2022-06-08,4703292000
2022-06-09,4508820000
2022-06-10,4370292000
2022-06-13,4069260000
2022-06-14,4105224000
2022-06-15,4222440000
2022-06-16,3917412000
2022-06-17,4099896000
2022-06-21,4031298000
2022-06-22,3982680000
2022-06-23,4100562000
2022-06-24,4219110000
2022-06-27,4129200000
2022-06-28,4049946000
2022-06-29,3883446000
2022-06-30,3789540000
2022-07-01,3782880000
2022-07-05,3828168000
2022-07-06,3729600000
2022-07-07,3908088000
2022-07-08,3881448000
2022-07-11,3756240000
2022-07-12,3801528000
2022-07-13,3807522000
2022-07-14,3670992000
2022-07-15,3794202000
2022-07-18,3808188000
2022-07-19,4119876000
2022-07-20,4222440000
2022-07-21,4165164000
2022-07-22,4124538000
2022-07-25,4112550000
2022-07-26,3864798000
2022-07-27,4001328000
2022-07-28,4105890000
2022-07-29,4123872000
2022-08-01,4032504000
2022-08-02,3965760000
2022-08-03,4084344000
2022-08-04,4129704000
2022-08-05,4171823999
2022-08-08,4300128000
2022-08-09,4111560000
2022-08-10,4253472000
2022-08-11,4456296000
2022-08-12,4469256000
2022-08-15,4438152000
2022-08-16,4599504000
2022-08-17,4561272000
2022-08-18,4548960000
2022-08-19,4374000000
2022-08-22,4147848000
2022-08-23,4240512000
2022-08-24,4281984000
2022-08-25,4388256000
2022-08-26,4149144000
2022-08-29,4092768000
2022-08-30,4072032000
2022-08-31,3645000000
2022-09-01,3620376000
2022-09-02,3536784000
2022-09-06,3488832000
2022-09-07,3657960000
2022-09-08,3750624000
2022-09-09,3926232000
2022-09-12,3972240000
2022-09-13,3713688000
2022-09-14,3595104000
2022-09-15,3538728000
2022-09-16,3525768000
2022-09-19,3562704000
2022-09-20,3483648000
2022-09-21,3402648000
2022-09-22,3302208000
2022-09-23,3143448000
2022-09-26,2985984000
2022-09-27,3004128000
2022-09-28,3124008000
2022-09-29,3009960000
2022-09-30,2903040000
2022-10-03,3031992000
2022-10-04,3223800000
2022-10-05,3277584000
2022-10-06,3215376000
2022-10-07,3086424000
2022-10-10,3032640000
2022-10-11,3121416000
2022-10-12,3160296000
2022-10-13,3188160000
2022-10-14,3162888000
2022-10-17,3216672000
2022-10-18,3243240000
2022-10-19,3124008000
2022-10-20,3055320000
2022-10-21,3177792000
2022-10-24,3178440000
2022-10-25,3369600000
2022-10-26,3392280000
2022-10-27,3337200000
2022-10-28,3390984000
2022-10-31,3238292000
2022-11-01,3300761000
2022-11-02,3136070000
2022-11-03,3210528000
2022-11-04,3339252000
2022-11-07,3330418000
2022-11-08,3319691000
2022-11-09,3170144000
2022-11-10,3549375000
2022-11-11,3894532000
2022-11-14,3737413000
2022-11-15,3896425000
2022-11-16,3752557000
2022-11-17,3768963000
2022-11-18,3808085000
2022-11-21,3707125000
2022-11-22,3873078000
2022-11-23,3895163000
2022-11-25,3992968000
2022-11-28,3936809000
2022-11-29,4093927999
2022-11-30,4239058000
2022-12-01,4639112000
2022-12-02,4601883000
2022-12-05,4490827000
2022-12-06,4519853000
2022-12-07,4594311000
2022-12-08,4780456000
2022-12-09,4632171000
2022-12-12,4613872000
2022-12-13,4634064000
2022-12-14,4560868000
2022-12-15,4454229000
2022-12-16,4410059000
2022-12-19,4351376000
2022-12-20,4277549000
2022-12-21,4336863000
2022-12-22,4360841000
2022-12-23,4420786000
2022-12-27,4491458000
2022-12-28,4358317000
2022-12-29,4471897000
2022-12-30,4454229000
2023-01-03,4502816000
2023-01-04,4750168000
2023-01-05,4848604000
2023-01-06,5054310000
2023-01-09,5010771000
2023-01-10,5060620000
2023-01-11,5167259000
2023-01-12,5278946000
2023-01-13,5437958000
2023-01-17,5460674000
2023-01-18,5376120000
2023-01-19,5254968000
2023-01-20,5456257000
2023-01-23,5686572000
2023-01-24,5660070000
2023-01-25,5615900000
2023-01-26,5623472000
2023-01-27,5549014000
2023-01-30,5470575000
2023-01-31,5636730000
2023-02-01,5836743000
2023-02-02,5790345000
2023-02-03,5772162000
2023-02-06,5651778000
2023-02-07,5573403000
2023-02-08,5034183000
2023-02-09,5093121000
2023-02-10,5028540000
2023-02-13,5097510000
2023-02-14,5095629000
2023-02-15,5246736000
2023-02-16,5151432000
2023-02-17,5181528000
2023-02-21,4933236000
2023-02-22,5026032000
2023-02-23,5041707000
2023-02-24,4985904000
2023-02-27,4965213000
2023-02-28,5031048000
2023-03-01,5028540000
2023-03-02,5160837000
2023-03-03,5218521000
2023-03-06,5044842000
2023-03-07,5002833000
2023-03-08,4942014000
2023-03-09,4795296000
2023-03-10,4701873000
2023-03-13,4557036000
2023-03-14,4633530000
2023-03-15,4469883000
2023-03-16,4585251000
2023-03-17,4558917000
2023-03-20,4546377000
2023-03-21,4664253000
2023-03-22,4610958000
2023-03-23,4631022000
2023-03-24,4562052000
2023-03-27,4615974000
2023-03-28,5540172000
2023-03-29,5340786000
2023-03-30,5405367000
2023-03-31,5590332000
2023-04-03,5574657000
2023-04-04,5503179000
2023-04-05,5405994000
2023-04-06,5254260000
2023-04-10,5447376000
2023-04-11,5551458000
2023-04-12,5505060000
2023-04-13,5500044000
2023-04-14,5530140000
2023-04-17,5417907000
2023-04-18,5431074000
2023-04-19,5428566000
2023-04-20,5418534000
2023-04-21,5454900000
2023-04-24,5510703000
2023-04-25,5224164000
2023-04-26,5211624000
2023-04-27,5239212000
2023-04-28,5380287000
2023-05-01,5226957000
2023-05-02,5223231000
2023-05-03,5127597000
2023-05-04,4971726000
2023-05-05,5192181000
2023-05-08,5136912000
2023-05-09,5042520000
2023-05-10,5028858000
2023-05-11,5146227000
2023-05-12,5196528000
2023-05-15,5345568000
2023-05-16,5166099000
2023-05-17,5295267000
2023-05-18,5396490000
2023-05-19,5307687000
2023-05-22,5335011000
2023-05-23,5197770000
2023-05-24,5310171000
2023-05-25,5399595000
2023-05-26,5527521000
2023-05-30,5526900000
2023-05-31,5341842000
2023-06-01,4832622000
2023-06-02,4821444000
2023-06-05,4779216000
2023-06-06,5137533000
2023-06-07,5306445000
2023-06-08,5248692000
2023-06-09,5112693000
2023-06-12,5045004000
2023-06-13,5231925000
2023-06-14,5233788000
2023-06-15,5227578000
2023-06-16,5237514000
2023-06-20,5113314000
2023-06-21,5095926000
2023-06-22,5112693000
2023-06-23,5020785000
2023-06-26,5046246000
2023-06-27,5171688000
2023-06-28,5135670000
2023-06-29,5193423000
2023-06-30,5276637000
2023-07-03,5425677000
2023-07-05,5226957000
2023-07-06,5218884000
2023-07-07,5197149000
2023-07-10,5401458000
2023-07-11,5482809000
2023-07-12,5649858000
2023-07-13,5729346000
2023-07-14,5477220000
2023-07-17,5430024000
2023-07-18,5492124000
2023-07-19,5444307000
2023-07-20,5438097000
2023-07-21,5335632000
2023-07-24,5358609000
2023-07-25,5312034000
2023-07-26,5410773000
2023-07-27,5256765000
2023-07-28,5478462000
2023-07-31,5405292000
2023-08-01,5329314000
2023-08-02,5213538000
2023-08-03,5255748000
2023-08-04,5223789000
2023-08-07,5252733000
2023-08-08,5101380000
2023-08-09,5115852000
2023-08-10,5171931000
2023-08-11,5063994000
2023-08-14,5022387000
2023-08-15,4962690000
2023-08-16,4924098000
2023-08-17,4896963000
2023-08-18,4960881000
2023-08-21,4859577000
2023-08-22,4835457000
2023-08-23,4854753000
