,FRT
2014-01-31,7261035000
2014-02-03,7075845300
2014-02-04,7227727500
2014-02-05,7352297550
2014-02-06,7440895500
2014-02-07,7502181300
2014-02-10,7527495000
2014-02-11,7544814900
2014-02-12,7399594200
2014-02-13,7378277400
2014-02-14,7422909450
2014-02-18,7429570950
2014-02-19,7407588000
2014-02-20,7359625200
2014-02-21,7432235550
2014-02-24,7391600400
2014-02-25,7426906350
2014-02-26,7411584900
2014-02-27,7390268100
2014-02-28,7414915650
2014-03-03,7372948200
2014-03-04,7478199900
2014-03-05,7410252600
2014-03-06,7373614350
2014-03-07,7342971450
2014-03-10,7334977650
2014-03-11,7382274300
2014-03-12,7418246400
2014-03-13,7396263450
2014-03-14,7385605050
2014-03-17,7374280500
2014-03-18,7464876900
2014-03-19,7305000900
2014-03-20,7394265000
2014-03-21,7522831950
2014-03-24,7474203000
2014-03-25,7541484150
2014-03-26,7496852100
2014-03-27,7546147200
2014-03-28,7562800950
2014-03-31,7698859200
2014-04-01,7757916000
2014-04-02,7698859200
2014-04-03,7639131300
2014-04-04,7651211100
2014-04-07,7659264300
2014-04-08,7694161500
2014-04-09,7635775800
2014-04-10,7555243800
2014-04-11,7521017700
2014-04-14,7623024900
2014-04-15,7690134900
2014-04-16,7792813200
2014-04-17,7736440800
2014-04-21,7763955900
2014-04-22,7785431100
2014-04-23,7753889400
2014-04-24,7825026000
2014-04-25,7780062300
2014-04-28,7876700700
2014-04-29,7832408100
2014-04-30,7888109400
2014-05-01,7941797400
2014-05-02,7925019900
2014-05-05,7937770800
2014-05-06,7942468500
2014-05-07,8033738100
2014-05-08,8030382600
2014-05-09,7971325800
2014-05-12,7968641400
2014-05-13,7917637800
2014-05-14,7944481800
2014-05-15,7943139600
2014-05-16,8051857800
2014-05-19,8012262900
2014-05-20,7985418900
2014-05-21,7978707900
2014-05-22,7984747800
2014-05-23,8023671600
2014-05-27,8067964200
2014-05-28,7986090000
2014-05-29,7986090000
2014-05-30,8020987200
2014-06-02,8110914600
2014-06-03,8102190300
2014-06-04,8148496200
2014-06-05,8261912100
2014-06-06,8210237400
2014-06-09,8068635300
2014-06-10,8012262900
2014-06-11,8004209700
2014-06-12,7994814300
2014-06-13,8034409200
2014-06-16,7950521700
2014-06-17,7984747800
2014-06-18,8046489000
2014-06-19,8073333000
2014-06-20,8098163700
2014-06-23,8051857800
2014-06-24,8037093600
2014-06-25,8080044000
2014-06-26,8027698200
2014-06-27,8143127400
2014-06-30,8169234280
2014-07-01,8236117690
2014-07-02,8222605890
2014-07-03,8200311420
2014-07-07,8210445270
2014-07-08,8294894020
2014-07-09,8297596380
2014-07-10,8310432590
2014-07-11,8313134950
2014-07-14,8334078240
2014-07-15,8320566440
2014-07-16,8315837310
2014-07-17,8290840480
2014-07-18,8392178980
2014-07-21,8368533330
2014-07-22,8399610470
2014-07-23,8418526990
2014-07-24,8404339600
2014-07-25,8326646750
2014-07-28,8386774260
2014-07-29,8330024700
2014-07-30,8332727060
2014-07-31,8248953900
2014-08-01,8257060980
2014-08-04,8294218430
2014-08-05,8215174400
2014-08-06,8183421670
2014-08-07,8203013780
2014-08-08,8221930300
2014-08-11,8322593210
2014-08-12,8296920790
2014-08-13,8398259290
2014-08-14,8363128610
2014-08-15,8357048300
2014-08-18,8399610470
2014-08-19,8452982080
2014-08-20,8498922200
2014-08-21,8481356860
2014-08-22,8418526990
2014-08-25,8381369540
2014-08-26,8407041960
2014-08-27,8414473450
2014-08-28,8394205750
2014-08-29,8430012020
2014-09-02,8414473450
2014-09-03,8452306490
2014-09-04,8457711210
2014-09-05,8493517480
2014-09-08,8488788350
2014-09-09,8460413570
2014-09-10,8346238860
2014-09-11,8355021530
2014-09-12,8092217020
2014-09-15,8078705220
2014-09-16,8146939810
2014-09-17,8187475210
2014-09-18,8046276900
2014-09-19,8065869010
2014-09-22,8029387150
2014-09-23,7984122620
2014-09-24,7938182500
2014-09-25,7912510080
2014-09-26,8008443860
2014-09-29,8011821810
2014-09-30,8055635380
2014-10-01,8072636130
2014-10-02,8063115710
2014-10-03,8111397840
2014-10-06,8145399340
2014-10-07,8043394840
2014-10-08,8224282820
2014-10-09,8257604290
2014-10-10,8225642880
2014-10-13,8181440930
2014-10-14,8326967350
2014-10-15,8333767650
2014-10-16,8307926510
2014-10-17,8305886420
2014-10-20,8403130710
2014-10-21,8526216140
2014-10-22,8601699470
2014-10-23,8683983100
2014-10-24,8703703970
2014-10-27,8783947510
2014-10-28,8846510270
2014-10-29,8874391500
2014-10-30,8914513270
2014-10-31,8962795400
2014-11-03,9201485930
2014-11-04,9242287730
2014-11-05,9174964760
2014-11-06,9123962510
2014-11-07,9037598700
2014-11-10,9161364160
2014-11-11,9090641040
2014-11-12,8940354410
2014-11-13,8988636540
2014-11-14,8922673630
2014-11-17,8950554860
2014-11-18,8985236390
2014-11-19,8891392250
2014-11-20,8863511020
2014-11-21,8885952010
2014-11-24,8911793150
2014-11-25,8894112370
2014-11-26,9040998850
2014-11-28,9021277980
2014-12-01,8972995850
2014-12-02,9012437590
2014-12-03,9022638040
2014-12-04,9031478430
2014-12-05,9002917170
2014-12-08,9052559360
2014-12-09,9050519270
2014-12-10,9014477680
2014-12-11,9008357410
2014-12-12,8928113870
2014-12-15,8819309070
2014-12-16,8783267480
2014-12-17,9032158460
2014-12-18,9194685630
2014-12-19,9118522270
2014-12-22,9311650790
2014-12-23,9274929170
2014-12-24,9266088780
2014-12-26,9279689380
2014-12-29,9328651540
2014-12-30,9271529020
2014-12-31,9124393280
2015-01-02,9280272320
2015-01-05,9406069440
2015-01-06,9529131840
2015-01-07,9728766400
2015-01-08,9686378240
2015-01-09,9695266080
2015-01-12,9752695200
2015-01-13,9700735520
2015-01-14,9784144480
2015-01-15,9775256640
2015-01-16,9861400320
2015-01-20,9787562880
2015-01-21,9784828160
2015-01-22,9959850240
2015-01-23,9918145760
2015-01-26,10110259840
2015-01-27,10066504320
2015-01-28,10033004000
2015-01-29,10077443200
2015-01-30,9829267360
2015-02-02,9835420480
2015-02-03,9948911360
2015-02-04,9894216960
2015-02-05,10052830720
2015-02-06,9728766400
2015-02-09,9667918880
2015-02-10,9733552160
2015-02-11,9724664320
2015-02-12,9881910720
2015-02-13,9842257280
2015-02-17,9816277440
2015-02-18,9902421120
2015-02-19,9723980640
2015-02-20,9861400320
2015-02-23,9942074560
2015-02-24,9777307680
2015-02-25,9744491040
2015-02-26,9610489760
2015-02-27,9710307040
2015-03-02,9754062560
2015-03-03,9686378240
2015-03-04,9633734880
2015-03-05,9698000800
2015-03-06,9373936480
2015-03-09,9483325280
2015-03-10,9436151360
2015-03-11,9551009600
2015-03-12,9648092160
2015-03-13,9689112960
2015-03-16,9812175360
2015-03-17,9823797920
2015-03-18,10029585600
2015-03-19,10009075200
2015-03-20,10216913920
2015-03-23,10273659360
2015-03-24,10177260480
2015-03-25,9964636000
2015-03-26,9908574240
2015-03-27,9958482880
2015-03-30,10177260480
2015-03-31,10088448510
2015-04-01,10034994330
2015-04-02,10173426950
2015-04-06,10224825200
2015-04-07,10013749720
2015-04-08,10057609560
2015-04-09,9788968040
2015-04-10,9760185020
2015-04-13,9664241620
2015-04-14,9678633130
2015-04-15,9551850780
2015-04-16,9542941750
2015-04-17,9527179620
2015-04-20,9563501050
2015-04-21,9608731510
2015-04-22,9625178950
2015-04-23,9612843370
2015-04-24,9623123020
2015-04-27,9624493640
2015-04-28,9542941750
2015-04-29,9366817080
2015-04-30,9160538770
2015-05-01,9255796860
2015-05-04,9250314380
2015-05-05,9080357500
2015-05-06,9039238900
2015-05-07,9183154000
2015-05-08,9185209930
2015-05-11,9065280680
2015-05-12,9118049550
2015-05-13,8976190380
2015-05-14,9238664110
2015-05-15,9358593360
2015-05-18,9360649290
2015-05-19,9355166810
2015-05-20,9309936350
2015-05-21,9253055620
2015-05-22,9266076510
2015-05-26,9220846050
2015-05-27,9291432980
2015-05-28,9296915460
2015-05-29,9215363570
2015-06-01,9351054950
2015-06-02,9205769230
2015-06-03,9046777310
2015-06-04,9007029330
2015-06-05,8935757090
2015-06-08,8972763830
2015-06-09,8869282020
2015-06-10,8927533370
2015-06-11,9004973400
2015-06-12,9010455880
2015-06-15,8998120300
2015-06-16,9092693080
2015-06-17,9187265860
2015-06-18,9269503060
2015-06-19,9168077180
2015-06-22,9096804940
2015-06-23,9019364910
2015-06-24,8967281350
2015-06-25,8867911400
2015-06-26,8943295500
2015-06-29,8761003040
2015-06-30,8838978540
2015-07-01,9001832700
2015-07-02,9039095940
2015-07-06,9149505540
2015-07-07,9266815740
2015-07-08,9279236820
2015-07-09,9203330220
2015-07-10,9250944360
2015-07-13,9283377180
2015-07-14,9264055500
2015-07-15,9288207600
2015-07-16,9422769300
2015-07-17,9377915400
2015-07-20,9406207860
2015-07-21,9331681380
2015-07-22,9353763300
2015-07-23,9235763040
2015-07-24,9279236820
2015-07-27,9248874180
2015-07-28,9315119940
2015-07-29,9413108460
2015-07-30,9423459360
2015-07-31,9439330740
2015-08-03,9595284300
2015-08-04,9482114460
2015-08-05,9397237080
2015-08-06,9368254560
2015-08-07,9426909660
2015-08-10,9302008800
2015-08-11,9338581980
2015-08-12,9386886180
2015-08-13,9423459360
2015-08-14,9453822000
2015-08-17,9533868960
2015-08-18,9516617460
2015-08-19,9434500320
2015-08-20,9371704860
2015-08-21,9246804000
2015-08-24,8803785480
2015-08-25,8622989760
2015-08-26,8997692340
2015-08-27,9192289260
2015-08-28,9157096200
2015-08-31,8907294480
2015-09-01,8727188820
2015-09-02,8809305960
2015-09-03,8854159860
2015-09-04,8713387620
2015-09-08,8843118900
2015-09-09,8713387620
2015-09-10,8745130380
2015-09-11,8926616160
2015-09-14,8941107420
2015-09-15,9094990800
2015-09-16,9237833220
2015-09-17,9289587720
2015-09-18,9298558500
2015-09-21,9390336480
2015-09-22,9230932620
2015-09-23,9269575980
2015-09-24,9219891660
2015-09-25,9299248560
2015-09-28,9212991060
2015-09-29,9328921140
2015-09-30,9452846650
2015-10-01,9393961200
2015-10-02,9526973040
2015-10-05,9671761970
2015-10-06,9602484970
2015-10-07,9786069020
2015-10-08,9893448370
2015-10-09,9839412310
2015-10-12,9840797850
2015-10-13,9796460570
2015-10-14,9666912580
2015-10-15,9806159350
2015-10-16,9941942270
2015-10-19,10063869790
2015-10-20,10035466220
2015-10-21,9941942270
2015-10-22,10000134950
2015-10-23,9906611000
2015-10-26,9922544710
2015-10-27,9913538700
2015-10-28,9976580770
2015-10-29,9946791660
2015-10-30,9940556730
2015-11-02,10211429800
2015-11-03,10080496270
2015-11-04,10060405940
2015-11-05,10275164640
2015-11-06,9984894010
2015-11-09,9892755600
2015-11-10,9995978330
2015-11-11,10059713170
2015-11-12,9917002550
2015-11-13,9832484610
2015-11-16,9941942270
2015-11-17,10021610820
2015-11-18,10140074490
2015-11-19,10158779280
2015-11-20,10200345480
2015-11-23,10191339470
2015-11-24,10101279370
2015-11-25,10115827540
2015-11-27,10246068300
2015-11-30,10150466040
2015-12-01,10229441820
2015-12-02,9976580770
2015-12-03,9808930430
2015-12-04,10026460210
2015-12-07,9995978330
2015-12-08,10023689130
2015-12-09,9991821710
2015-12-10,9815165360
2015-12-11,9856038790
2015-12-14,9988357860
2015-12-15,10114442000
2015-12-16,10298026050
2015-12-17,10284863420
2015-12-18,10200345480
2015-12-21,10243297220
2015-12-22,10235676750
2015-12-23,10230134590
2015-12-24,10235676750
2015-12-28,10366610280
2015-12-29,10388778920
2015-12-30,10262002010
2015-12-31,10193543100
2016-01-04,10107027060
2016-01-05,10224242340
2016-01-06,10287036240
2016-01-07,10118888130
2016-01-08,10135633170
2016-01-11,10203311040
2016-01-12,10215172110
2016-01-13,10243080510
2016-01-14,10259825550
2016-01-15,10238196540
2016-01-19,10349830140
2016-01-20,10152378210
2016-01-21,10167030120
2016-01-22,10485883590
2016-01-25,10386111060
2016-01-26,10476115650
2016-01-27,10332387390
2016-01-28,10314246930
2016-01-29,10523559930
2016-02-01,10603796580
2016-02-02,10494256110
2016-02-03,10628914140
2016-02-04,10569608790
2016-02-05,10515187410
2016-02-08,10273082040
2016-02-09,10240289670
2016-02-10,10235405700
2016-02-11,10104236220
2016-02-12,10109120190
2016-02-16,10389599610
2016-02-17,10339364490
2016-02-18,10328201130
2016-02-19,10249359900
2016-02-22,10299595020
2016-02-23,10284943110
2016-02-24,10234707990
2016-02-25,10495651530
2016-02-26,10356807240
2016-02-29,10330294260
2016-03-01,10557050010
2016-03-02,10486581300
2016-03-03,10480301910
2016-03-04,10441230150
2016-03-07,10411228620
2016-03-08,10445416410
2016-03-09,10441927860
2016-03-10,10492162980
2016-03-11,10625425590
2016-03-14,10673567580
2016-03-15,10741245450
2016-03-16,10803341640
2016-03-17,11090798160
2016-03-18,10855669890
2016-03-21,10750315680
2016-03-22,10725198120
2016-03-23,10614262230
2016-03-24,10634495820
2016-03-28,10673567580
2016-03-29,10898230200
2016-03-30,10880089740
2016-03-31,11047871850
2016-04-01,11121500730
2016-04-04,11105925390
2016-04-05,11025924780
2016-04-06,11125748550
2016-04-07,11034420420
2016-04-08,11052119670
2016-04-11,11037960270
2016-04-12,11036544329
2016-04-13,10952295900
2016-04-14,10920437250
2016-04-15,11007517560
2016-04-18,11025924780
2016-04-19,11001145829
2016-04-20,10851764160
2016-04-21,10601850750
2016-04-22,10677603540
2016-04-25,10788046860
2016-04-26,10864507620
2016-04-27,10942384320
2016-04-28,10870171380
2016-04-29,10766807760
2016-05-02,10925393040
2016-05-03,10951587930
2016-05-04,11100969600
2016-05-05,11119376820
2016-05-06,11154775320
2016-05-09,11289289620
2016-05-10,11255307060
2016-05-11,11013889290
2016-05-12,11083978320
2016-05-13,10991234250
2016-05-16,11100969600
2016-05-17,10832648970
2016-05-18,10693178880
2016-05-19,10664152110
2016-05-20,10804330170
2016-05-23,10731409260
2016-05-24,10849640250
2016-05-25,10788754829
2016-05-26,10853180100
2016-05-27,10874419200
2016-05-31,10845392430
2016-06-01,10892826420
2016-06-02,10958667630
2016-06-03,11023092900
2016-06-06,10984862520
2016-06-07,10985570490
2016-06-08,11030880570
2016-06-09,11123624640
2016-06-10,11116544940
2016-06-13,11093889900
2016-06-14,11058491400
2016-06-15,11124332610
2016-06-16,11240439690
2016-06-17,11137784040
2016-06-20,11091765990
2016-06-21,11121500730
2016-06-22,11125040579
2016-06-23,11169642690
2016-06-24,11100969600
2016-06-27,11264510670
2016-06-28,11499556710
2016-06-29,11609292060
2016-06-30,11806860450
2016-07-01,11819697870
2016-07-05,11997282180
2016-07-06,12012972360
2016-07-07,11860349700
2016-07-08,11968041390
2016-07-11,11993716230
2016-07-12,11892443250
2016-07-13,11953777590
2016-07-14,11786891130
2016-07-15,11842519950
2016-07-18,11835388050
2016-07-19,11898148770
2016-07-20,11850365040
2016-07-21,11872473930
2016-07-22,11918831280
2016-07-25,11935234650
2016-07-26,11885311350
2016-07-27,11825403390
2016-07-28,12032228490
2016-07-29,12102834300
2016-08-01,12149191650
2016-08-02,11943792930
2016-08-03,11879605830
2016-08-04,11801868120
2016-08-05,11726983170
2016-08-08,11585058360
2016-08-09,11606454060
2016-08-10,11567228610
2016-08-11,11398915770
2016-08-12,11426730180
2016-08-15,11382512400
2016-08-16,11217052320
2016-08-17,11319038490
2016-08-18,11320464870
2016-08-19,11256990960
2016-08-22,11265549240
2016-08-23,11233455690
2016-08-24,11260556909
2016-08-25,11378946450
2016-08-26,11346852900
2016-08-29,11457397350
2016-08-30,11353984800
2016-08-31,11339721000
2016-09-01,11273394330
2016-09-02,11373954120
2016-09-06,11422451040
2016-09-07,11470234770
2016-09-08,11444559930
2016-09-09,11017359120
2016-09-12,11272681140
2016-09-13,11013079980
2016-09-14,11023064640
2016-09-15,11051592240
2016-09-16,11061576900
2016-09-19,11135748659
2016-09-20,10997389800
2016-09-21,11102941920
2016-09-22,11308340640
2016-09-23,11332589100
2016-09-26,11375380500
2016-09-27,11296216409
2016-09-28,11325457200
2016-09-29,11077267080
2016-09-30,11025698040
2016-10-03,10606674240
2016-10-04,10529316000
2016-10-05,10367436720
2016-10-06,10364571600
2016-10-07,10400385600
2016-10-10,10439064720
2016-10-11,10328757600
2016-10-12,10485622919
2016-10-13,10653948720
2016-10-14,10547223000
2016-10-17,10550804400
2016-10-18,10536478800
2016-10-19,10583753280
2016-10-20,10526450880
2016-10-21,10554385800
2016-10-24,10608106800
2016-10-25,10590199800
2016-10-26,10477743840
2016-10-27,10253548200
2016-10-28,10293659880
2016-10-31,10402534440
2016-11-01,10162580640
2016-11-02,10065166560
2016-11-03,9835240680
2016-11-04,9901854720
2016-11-07,10153985280
2016-11-08,10181920200
2016-11-09,9959157120
2016-11-10,9811603440
2016-11-11,9838105800
2016-11-14,9954859440
2016-11-15,9884664000
2016-11-16,9896840760
2016-11-17,9838822080
2016-11-18,9871054680
2016-11-21,9928357080
2016-11-22,10080924720
2016-11-23,10038664200
2016-11-25,10098115440
2016-11-28,10111724760
2016-11-29,10156850400
2016-11-30,10058003760
2016-12-01,9828794160
2016-12-02,9905436120
2016-12-05,9988524600
2016-12-06,10024338600
2016-12-07,10159715520
2016-12-08,10155417840
2016-12-09,10134645720
2016-12-12,10124617800
2016-12-13,10177622520
2016-12-14,9928357080
2016-12-15,9890394240
2016-12-16,10046543280
2016-12-19,10177622520
2016-12-20,10181203919
2016-12-21,10013594400
2016-12-22,10007147880
2016-12-23,10003566480
2016-12-27,10035082800
2016-12-28,9951278040
2016-12-29,10031501400
2016-12-30,10179055080
2017-01-03,10305010800
2017-01-04,10363937640
2017-01-05,10440829980
2017-01-06,10383340380
2017-01-09,10253270160
2017-01-10,10146195780
2017-01-11,10044151740
2017-01-12,10105234440
2017-01-13,10073615160
2017-01-17,10153381980
2017-01-18,10170628860
2017-01-19,10006783500
2017-01-20,10112420640
2017-01-23,10184282640
2017-01-24,10129667520
2017-01-25,10116013740
2017-01-26,10118169600
2017-01-27,10038402780
2017-01-30,9998878679
2017-01-31,10091580660
2017-02-01,9881025000
2017-02-02,10068584820
2017-02-03,10056368280
2017-02-06,10045588980
2017-02-07,10037684160
2017-02-08,10084394460
2017-02-09,10205841240
2017-02-10,10273391520
2017-02-13,10272672900
2017-02-14,10138290960
2017-02-15,10059242760
2017-02-16,10096611000
2017-02-17,10108108920
2017-02-21,10240335000
2017-02-22,10172066100
2017-02-23,10233148800
2017-02-24,10228837080
2017-02-27,10220213640
2017-02-28,10113139260
2017-03-01,9986662140
2017-03-02,9827847120
2017-03-03,9702807240
2017-03-06,9651066600
2017-03-07,9585672179
2017-03-08,9377991000
2017-03-09,9158093280
2017-03-10,9125036760
2017-03-13,9221331840
2017-03-14,9314752440
2017-03-15,9559083240
2017-03-16,9557646000
2017-03-17,9683404500
2017-03-20,9661127280
2017-03-21,9677655540
2017-03-22,9565550820
2017-03-23,9681967260
2017-03-24,9686997600
2017-03-27,9538961880
2017-03-28,9576330120
2017-03-29,9568425300
2017-03-30,9582079080
2017-03-31,9612133500
2017-04-03,9636613840
2017-04-04,9584053110
2017-04-05,9584053110
2017-04-06,9584053110
2017-04-07,9556692730
2017-04-10,9644533950
2017-04-11,9725895080
2017-04-12,9710774870
2017-04-13,9701414740
2017-04-17,9824536450
2017-04-18,9867737050
2017-04-19,9898697480
2017-04-20,9879977220
2017-04-21,9805096180
2017-04-24,9630133750
2017-04-25,9692054610
2017-04-26,9544452560
2017-04-27,9587653160
2017-04-28,9424210889
2017-05-01,9587653160
2017-05-02,9634453810
2017-05-03,9525732300
2017-05-04,9460931400
2017-05-05,9560292780
2017-05-08,9391810440
2017-05-09,9399730550
2017-05-10,9504132000
2017-05-11,9339969720
2017-05-12,9031085430
2017-05-15,9113166570
2017-05-16,8817242460
2017-05-17,8853962970
2017-05-18,8949004290
2017-05-19,9042605590
2017-05-22,9106686480
2017-05-23,9051245710
2017-05-24,9172927400
2017-05-25,9171487380
2017-05-26,9095166320
2017-05-30,8915163820
2017-05-31,8837402740
2017-06-01,8949004290
2017-06-02,8882763370
2017-06-05,8764681730
2017-06-06,8797082180
2017-06-07,8999404990
2017-06-08,8847482880
2017-06-09,8977084680
2017-06-12,9139806940
2017-06-13,9207487880
2017-06-14,9143406990
2017-06-15,9239168320
2017-06-16,9026765370
2017-06-19,9013805190
2017-06-20,8916603840
2017-06-21,8879883330
2017-06-22,8941804190
2017-06-23,9003725050
2017-06-26,9195967720
2017-06-27,9175807440
2017-06-28,9225488130
2017-06-29,9195247710
2017-06-30,9111581490
2017-07-03,9302622640
2017-07-05,9102209660
2017-07-06,9038769580
2017-07-07,9103651480
2017-07-10,8994073160
2017-07-11,8999840440
2017-07-12,9040932310
2017-07-13,9131766970
2017-07-14,9247112570
2017-07-17,9300459910
2017-07-18,9278832610
2017-07-19,9366783630
2017-07-20,9371830000
2017-07-21,9406433680
2017-07-24,9462664660
2017-07-25,9525383830
2017-07-26,9566475700
2017-07-27,9734447730
2017-07-28,9574405710
2017-07-31,9561429330
2017-08-01,9689030400
2017-08-02,9576568440
2017-08-03,9586661180
2017-08-04,9634241239
2017-08-07,9617660310
2017-08-08,9558545690
2017-08-09,9570080250
2017-08-10,9518895640
2017-08-11,9328575400
2017-08-14,9448246460
2017-08-15,9319203570
2017-08-16,9346598150
2017-08-17,9267298050
2017-08-18,9152673360
2017-08-21,9234857100
2017-08-22,9145464260
2017-08-23,9197369780
2017-08-24,9145464260
2017-08-25,9250717120
2017-08-28,9040932310
2017-08-29,9062559610
2017-08-30,9122395140
2017-08-31,9150510630
2017-09-01,9242066200
2017-09-05,9201695240
2017-09-06,9322808120
2017-09-07,9404270950
2017-09-08,9327133580
2017-09-11,9389852750
2017-09-12,9277390790
2017-09-13,9247112570
2017-09-14,9441758270
2017-09-15,9371830000
2017-09-18,9192323410
2017-09-19,9038769580
2017-09-20,8984701330
2017-09-21,8928470350
2017-09-22,8877285740
2017-09-25,8996956800
2017-09-26,9017142280
2017-09-27,8937842180
2017-09-28,8971724950
2017-09-29,8954423110
2017-10-02,8994035450
2017-10-03,9036094150
2017-10-04,9073801950
2017-10-05,9143416350
2017-10-06,9113685200
2017-10-09,9144866650
2017-10-10,9191276250
2017-10-11,9268867300
2017-10-12,9318902650
2017-10-13,9403745200
2017-10-16,9340657150
2017-10-17,9400119450
2017-10-18,9320352950
2017-10-19,9226083450
2017-10-20,9122387000
2017-10-23,9181124150
2017-10-24,9057123500
2017-10-25,8938924050
2017-10-26,8827250950
2017-10-27,8806946750
2017-10-30,8772864700
2017-10-31,8739507800
2017-11-01,8825075500
2017-11-02,9289171500
2017-11-03,9177498400
2017-11-06,9203603800
2017-11-07,9326154150
2017-11-08,9345008050
2017-11-09,9531371600
2017-11-10,9572705150
2017-11-13,9491488349
2017-11-14,9558202150
2017-11-15,9542248850
2017-11-16,9564728500
2017-11-17,9608237500
2017-11-20,9516868600
2017-11-21,9542974000
2017-11-22,9553851250
2017-11-24,9566178800
2017-11-27,9476985350
2017-11-28,9508166800
2017-11-29,9579231500
2017-11-30,9587208150
2017-12-01,9611138100
2017-12-04,9685828550
2017-12-05,9538623100
2017-12-06,9433476350
2017-12-07,9415347600
2017-12-08,9447979350
2017-12-11,9411721850
2017-12-12,9463207500
2017-12-13,9526295550
2017-12-14,9479885950
2017-12-15,9571980000
2017-12-18,9708308200
2017-12-19,9574155450
2017-12-20,9464657800
2017-12-21,9377639800
2017-12-22,9455230849
2017-12-26,9573430300
2017-12-27,9665524350
2017-12-28,9688729150
2017-12-29,9630717150
2018-01-02,9751043750
2018-01-03,9714591250
2018-01-04,9371208700
2018-01-05,9358085800
2018-01-08,9471088550
2018-01-09,9145203200
2018-01-10,9028555200
2018-01-11,8982625050
2018-01-12,8953463050
2018-01-16,8898055250
2018-01-17,8952734000
2018-01-18,8898055250
2018-01-19,8938882050
2018-01-22,9067194850
2018-01-23,9094169700
2018-01-24,8983354100
2018-01-25,8978979800
2018-01-26,8922113900
2018-01-29,8830982650
2018-01-30,8712876550
2018-01-31,8806924000
2018-02-01,8584563750
2018-02-02,8423443700
2018-02-05,8203270600
2018-02-06,8181399100
2018-02-07,8117242700
2018-02-08,7881759550
2018-02-09,8012988550
2018-02-12,8037047200
2018-02-13,8038505300
2018-02-14,8079332099
2018-02-15,8172650500
2018-02-16,8343977250
2018-02-20,8351996800
2018-02-21,8100474550
2018-02-22,8317002400
2018-02-23,8451876650
2018-02-26,8526968800
2018-02-27,8273259400
2018-02-28,8306795700
2018-03-01,8453334750
2018-03-02,8483225800
2018-03-05,8494161550
2018-03-06,8526968800
2018-03-07,8550298400
2018-03-08,8543736950
2018-03-09,8480309599
2018-03-12,8553214599
2018-03-13,8588938050
2018-03-14,8598415700
2018-03-15,8542278850
2018-03-16,8594770450
2018-03-19,8492703450
2018-03-20,8401572200
2018-03-21,8360016350
2018-03-22,8313357150
2018-03-23,8202541550
2018-03-26,8256491250
2018-03-27,8273259400
2018-03-28,8505097300
2018-03-29,8464999550
2018-04-02,8441293500
2018-04-03,8541289800
2018-04-04,8655154200
2018-04-05,8633257200
2018-04-06,8450782200
2018-04-09,8429615100
2018-04-10,8449322400
2018-04-11,8489466900
2018-04-12,8390930400
2018-04-13,8408448000
2018-04-16,8446402800
2018-04-17,8504794800
2018-04-18,8477058600
2018-04-19,8294583600
2018-04-20,8116488000
2018-04-23,8140574700
2018-04-24,8147143800
2018-04-25,8186558400
2018-04-26,8310641400
2018-04-27,8495306100
2018-04-30,8455891500
2018-05-01,8571945600
2018-05-02,8431804800
2018-05-03,8568296100
2018-05-04,8666102700
2018-05-07,8674861500
2018-05-08,8596762200
2018-05-09,8657343900
2018-05-10,8688729600
2018-05-11,8655154200
2018-05-14,8569755900
2018-05-15,8401878900
2018-05-16,8327429100
2018-05-17,8336187900
2018-05-18,8374872600
2018-05-21,8504794800
2018-05-22,8511363900
2018-05-23,8557347600
2018-05-24,8520122700
2018-05-25,8535450600
2018-05-29,8543479500
2018-05-30,8713546200
2018-05-31,8677781100
2018-06-01,8654424300
2018-06-04,8685080100
2018-06-05,8719385400
2018-06-06,8885072700
2018-06-07,8819381700
2018-06-08,8821571400
2018-06-11,8816462100
2018-06-12,8926677000
2018-06-13,8758800000
2018-06-14,8838359100
2018-06-15,8733983400
2018-06-18,8679240900
2018-06-19,8627418000
2018-06-20,8791645500
2018-06-21,9028133100
2018-06-22,9168273900
2018-06-25,9177032700
2018-06-26,9120830400
2018-06-27,9120100500
2018-06-28,9209148300
2018-06-29,9236884500
2018-07-02,9155916000
2018-07-03,9175000000
2018-07-05,9268952000
2018-07-06,9313726000
2018-07-09,9286568000
2018-07-10,9268952000
2018-07-11,9166926000
2018-07-12,9219040000
2018-07-13,9181606000
2018-07-16,9155182000
2018-07-17,9100132000
2018-07-18,9039944000
2018-07-19,9159586000
2018-07-20,9120684000
2018-07-23,9136832000
2018-07-24,9096462000
2018-07-25,9178670000
2018-07-26,9020126000
2018-07-27,8857912000
2018-07-30,8987096000
2018-07-31,9211700000
2018-08-01,9173532000
2018-08-02,9251336000
2018-08-03,9411348000
2018-08-06,9266016000
2018-08-07,9186010000
2018-08-08,9222710000
2018-08-09,9246198000
2018-08-10,9177936000
2018-08-13,9165458000
2018-08-14,9221976000
2018-08-15,9278494000
2018-08-16,9328406000
2018-08-17,9495024000
2018-08-20,9578700000
2018-08-21,9464930000
2018-08-22,9482546000
2018-08-23,9530256000
2018-08-24,9548606000
2018-08-27,9496492000
2018-08-28,9602188000
2018-08-29,9602188000
2018-08-30,9548606000
2018-08-31,9586774000
2018-09-04,9489152000
2018-09-05,9551542000
2018-09-06,9633016000
2018-09-07,9519980000
2018-09-10,9550074000
2018-09-11,9564754000
2018-09-12,9610996000
2018-09-13,9646228000
2018-09-14,9513374000
2018-09-17,9583838000
