,VLO
2000-09-18,1850264640
2000-09-19,1874739040
2000-09-20,1891871120
2000-09-21,1874739040
2000-09-22,1862501840
2000-09-25,1803763280
2000-09-26,1928582720
2000-09-27,1940819920
2000-09-28,1928582720
2000-09-29,1967741759
2000-10-02,1963850399
2000-10-03,1936981800
2000-10-04,1873474200
2000-10-05,1824622200
2000-10-06,1846605600
2000-10-09,1849048200
2000-10-10,1846605600
2000-10-11,1846605600
2000-10-12,1883244600
2000-10-13,1807524000
2000-10-16,1839277800
2000-10-17,1871031600
2000-10-18,1912555800
2000-10-19,1922326200
2000-10-20,1939424400
2000-10-23,1890572400
2000-10-24,1817294400
2000-10-25,1751344200
2000-10-26,1802638800
2000-10-27,1797753600
2000-10-30,1814851800
2000-10-31,1846605600
2000-11-01,1890572400
2000-11-02,1883244600
2000-11-03,1900342800
2000-11-06,1929654000
2000-11-07,1944309600
2000-11-08,1897900200
2000-11-09,1944309600
2000-11-10,1968735600
2000-11-13,1954080000
2000-11-14,1985833800
2000-11-15,2142160200
2000-11-16,2061554399
2000-11-17,1995604200
2000-11-20,1980948599
2000-11-21,2010259800
2000-11-22,2027358000
2000-11-24,2066439600
2000-11-27,2029800600
2000-11-28,1971178200
2000-11-29,1822179600
2000-11-30,1753786800
2000-12-01,1775770200
2000-12-04,1724475600
2000-12-05,1685394000
2000-12-06,1744016400
2000-12-07,1797753600
2000-12-08,1800196200
2000-12-11,1849048200
2000-12-12,1824622200
2000-12-13,1866146400
2000-12-14,1827064800
2000-12-15,1827064800
2000-12-18,1914998400
2000-12-19,1963850399
2000-12-20,1954080000
2000-12-21,1897900200
2000-12-22,1961407799
2000-12-26,2054226600
2000-12-27,2042013599
2000-12-28,2059111800
2000-12-29,2076210000
2001-01-02,1995604200
2001-01-03,2017587600
2001-01-04,1827064800
2001-01-05,1846605600
2001-01-08,1895457600
2001-01-09,1880802000
2001-01-10,1929654000
2001-01-11,1932096600
2001-01-12,1963850399
2001-01-16,1968735600
2001-01-17,1932096600
2001-01-18,1873474200
2001-01-19,1851490800
2001-01-22,1890572400
2001-01-23,1944309600
2001-01-24,1880802000
2001-01-25,1924768800
2001-01-26,1922326200
2001-01-29,1939424400
2001-01-30,1927211400
2001-01-31,1929654000
2001-02-01,1958965200
2001-02-02,1988276400
2001-02-05,2051784000
2001-02-06,2073767400
2001-02-07,2144602799
2001-02-08,2059111800
2001-02-09,2078652600
2001-02-12,2147045399
2001-02-13,2176356600
2001-02-14,2149488000
2001-02-15,2059111800
2001-02-16,2063996999
2001-02-20,2051784000
2001-02-21,2022472799
2001-02-22,2015145000
2001-02-23,2020030200
2001-02-26,2100636000
2001-02-27,2093308200
2001-02-28,2046898800
2001-03-01,2037128400
2001-03-02,2039571000
2001-03-05,2081095200
2001-03-06,2044456199
2001-03-07,2076210000
2001-03-08,2164143600
2001-03-09,2166586200
2001-03-12,2134832400
2001-03-13,2093308200
2001-03-14,2037128400
2001-03-15,1990719000
2001-03-16,1910113200
2001-03-19,1951637400
2001-03-20,1983391199
2001-03-21,2000489399
2001-03-22,1900342800
2001-03-23,1907670600
2001-03-26,1951637400
2001-03-27,1924768800
2001-03-28,1958965200
2001-03-29,1973620800
2001-03-30,1980948599
2001-04-02,1977196000
2001-04-03,1957644000
2001-04-04,2023631999
2001-04-05,2143388000
2001-04-06,2101840000
2001-04-09,2238704000
2001-04-10,2268032000
2001-04-11,2258256000
2001-04-12,2268032000
2001-04-16,2397564000
2001-04-17,2422004000
2001-04-18,2534428000
2001-04-19,2502656000
2001-04-20,2512432000
2001-04-23,2593084000
2001-04-24,2605304000
2001-04-25,2573532000
2001-04-26,2651740000
2001-04-27,2703064000
2001-04-30,2690844000
2001-05-01,2671292000
2001-05-02,2424448000
2001-05-03,2451332000
2001-05-04,2539316000
2001-05-07,2385344000
2001-05-08,2507544000
2001-05-09,2681068000
2001-05-10,2742168000
2001-05-11,2793492000
2001-05-14,2742168000
2001-05-15,2803268000
2001-05-16,2764164000
2001-05-17,2835040000
2001-05-18,2881476000
2001-05-21,2896140000
2001-05-22,2857036000
2001-05-23,2720172000
2001-05-24,2676180000
2001-05-25,2661516000
2001-05-29,2607748000
2001-05-30,2522208000
2001-05-31,2463552000
2001-06-01,2497768000
2001-06-04,2600416000
2001-06-05,2593084000
2001-06-06,2475772000
2001-06-07,2453776000
2001-06-08,2441556000
2001-06-11,2426892000
2001-06-12,2497768000
2001-06-13,2363348000
2001-06-14,2282696000
2001-06-15,2231372000
2001-06-18,2187380000
2001-06-19,2177604000
2001-06-20,2121392000
2001-06-21,2043183999
2001-06-22,2162940000
2001-06-25,2121392000
2001-06-26,2094508000
2001-06-27,2011412000
2001-06-28,1984527999
2001-06-29,2052960000
2001-07-02,2003925000
2001-07-03,2047647000
2001-07-05,2120517000
2001-07-06,2088940000
2001-07-09,2057363000
2001-07-10,2008783000
2001-07-11,1950486999
2001-07-12,1957774000
2001-07-13,1940771000
2001-07-16,1867901000
2001-07-17,1850898000
2001-07-18,1906765000
2001-07-19,1887333000
2001-07-20,1940771000
2001-07-23,1889762000
2001-07-24,1826608000
2001-07-25,1833895000
2001-07-26,1894620000
2001-07-27,1933484000
2001-07-30,1892191000
2001-07-31,1960203000
2001-08-01,1986922000
2001-08-02,1969918999
2001-08-03,1977206000
2001-08-06,1974777000
2001-08-07,1957774000
2001-08-08,1960203000
2001-08-09,1923768000
2001-08-10,1926197000
2001-08-13,1938342000
2001-08-14,1943200000
2001-08-15,2006354000
2001-08-16,1984493000
2001-08-17,1989350999
2001-08-20,1991779999
2001-08-21,2008783000
2001-08-22,2108372000
2001-08-23,2071936999
2001-08-24,2110800999
2001-08-27,2125375000
2001-08-28,2142378000
2001-08-29,2268686000
2001-08-30,2258970000
2001-08-31,2302692000
2001-09-04,2302692000
2001-09-05,2331840000
2001-09-06,2419284000
2001-09-07,2373133000
2001-09-10,2377991000
2001-09-17,2171526000
2001-09-18,2079224000
2001-09-19,1916481000
2001-09-20,1872759000
2001-09-21,1918910000
2001-09-24,1887333000
2001-09-25,1897049000
2001-09-26,1853327000
2001-09-27,1877617000
2001-09-28,1948058000
2001-10-01,3414600000
2001-10-02,3557400000
2001-10-03,3544800000
2001-10-04,3540600000
2001-10-05,3553200000
2001-10-08,3528000000
2001-10-09,3570000000
2001-10-10,3591000000
2001-10-11,3599400000
2001-10-12,3595200000
2001-10-15,3574200000
2001-10-16,3612000000
2001-10-17,3582599999
2001-10-18,3456600000
2001-10-19,3519600000
2001-10-22,3544800000
2001-10-23,3717000000
2001-10-24,3578400000
2001-10-25,3712800000
2001-10-26,3838800000
2001-10-29,3792599999
2001-10-30,3687599999
2001-10-31,3607800000
2001-11-01,3653999999
2001-11-02,3645600000
2001-11-05,3612000000
2001-11-06,3649800000
2001-11-07,3725399999
2001-11-08,3717000000
2001-11-09,3788400000
2001-11-12,3805200000
2001-11-13,3830399999
2001-11-14,3687599999
2001-11-15,3486000000
2001-11-16,3603600000
2001-11-19,3439800000
2001-11-20,3548999999
2001-11-21,3385200000
2001-11-23,3410399999
2001-11-26,3427200000
2001-11-27,3465000000
2001-11-28,3360000000
2001-11-29,3385200000
2001-11-30,3360000000
2001-12-03,3515399999
2001-12-04,3675000000
2001-12-05,3742200000
2001-12-06,3653999999
2001-12-07,3750600000
2001-12-10,3708600000
2001-12-11,3603600000
2001-12-12,3448200000
2001-12-13,3397800000
2001-12-14,3330600000
2001-12-17,3318000000
2001-12-18,3364200000
2001-12-19,3456600000
2001-12-20,3460800000
2001-12-21,3528000000
2001-12-24,3523800000
2001-12-26,3507000000
2001-12-27,3460800000
2001-12-28,3628800000
2001-12-31,3658200000
2002-01-02,3712800000
2002-01-03,3742200000
2002-01-04,3788400000
2002-01-07,3977400000
2002-01-08,3948000000
2002-01-09,3998400000
2002-01-10,3985800000
2002-01-11,3964800000
2002-01-14,3838800000
2002-01-15,3885000000
2002-01-16,3863999999
2002-01-17,3889200000
2002-01-18,3863999999
2002-01-22,3897599999
2002-01-23,3960600000
2002-01-24,4153800000
2002-01-25,4187400000
2002-01-28,4221000000
2002-01-29,4275600000
2002-01-30,4250399999
2002-01-31,4410000000
2002-02-01,4418400000
2002-02-04,4368000000
2002-02-05,4355400000
2002-02-06,4355400000
2002-02-07,4368000000
2002-02-08,4380600000
2002-02-11,4384800000
2002-02-12,4351200000
2002-02-13,4288200000
2002-02-14,4347000000
2002-02-15,4317600000
2002-02-19,4229400000
2002-02-20,4212599999
2002-02-21,4200000000
2002-02-22,4200000000
2002-02-25,4237800000
2002-02-26,4250399999
2002-02-27,4242000000
2002-02-28,4111799999
2002-03-01,4162200000
2002-03-04,4095000000
2002-03-05,4170600000
2002-03-06,4338600000
2002-03-07,4435200000
2002-03-08,4380600000
2002-03-11,4418400000
2002-03-12,4573800000
2002-03-13,4620000000
2002-03-14,4569600000
2002-03-15,4561200000
2002-03-18,4607400000
2002-03-19,4666200000
2002-03-20,4569600000
2002-03-21,4670400000
2002-03-22,4615800000
2002-03-25,4578000000
2002-03-26,4653600000
2002-03-27,4741800000
2002-03-28,4754400000
2002-04-01,4744072000
2002-04-02,4714448000
2002-04-03,4553632000
2002-04-04,4511312000
2002-04-05,4549400000
2002-04-08,4579024000
2002-04-09,4557864000
2002-04-10,4638272000
2002-04-11,4629808000
2002-04-12,4481688000
2002-04-15,4595952000
2002-04-16,4570560000
2002-04-17,4600184000
2002-04-18,4701752000
2002-04-19,4612880000
2002-04-22,4579024000
2002-04-23,4507080000
2002-04-24,4435136000
2002-04-25,4464760000
2002-04-26,4443600000
2002-04-29,4380120000
2002-04-30,4172751999
2002-05-01,4215072000
2002-05-02,4041560000
2002-05-03,4155824000
2002-05-06,4024632000
2002-05-07,3897672000
2002-05-08,3876512000
2002-05-09,4024632000
2002-05-10,4092344000
2002-05-13,4109272000
2002-05-14,4117736000
2002-05-15,4041560000
2002-05-16,3965383999
2002-05-17,3914600000
2002-05-20,3927295999
2002-05-21,3990776000
2002-05-22,4062720000
2002-05-23,4041560000
2002-05-24,3969616000
2002-05-28,3842656000
2002-05-29,3715695999
2002-05-30,3800336000
2002-05-31,3821495999
2002-06-03,3690304000
2002-06-04,3728392000
2002-06-05,3677608000
2002-06-06,3542183999
2002-06-07,3580272000
2002-06-10,3559112000
2002-06-11,3499864000
2002-06-12,3554880000
2002-06-13,3614127999
2002-06-14,3614127999
2002-06-17,3749551999
2002-06-18,3813032000
2002-06-19,3779176000
2002-06-20,3770712000
2002-06-21,3715695999
2002-06-24,3652216000
2002-06-25,3686072000
2002-06-26,3643751999
2002-06-27,3554880000
2002-06-28,3618360000
2002-07-01,3676848000
2002-07-02,3583656000
2002-07-03,3490464000
2002-07-05,3566712000
2002-07-08,3486228000
2002-07-09,3456576000
2002-07-10,3405743999
2002-07-11,3494700000
2002-07-12,3473519999
2002-07-15,3520116000
2002-07-16,3515880000
2002-07-17,3592128000
2002-07-18,3456576000
2002-07-19,3329496000
2002-07-22,3075336000
2002-07-23,2969436000
2002-07-24,3075336000
2002-07-25,3071100000
2002-07-26,3193944000
2002-07-29,3282900000
2002-07-30,3282900000
2002-07-31,3295608000
2002-08-01,3155820000
2002-08-02,3109224000
2002-08-05,2994852000
2002-08-06,3088044000
2002-08-07,3130404000
2002-08-08,3193944000
2002-08-09,3253248000
2002-08-12,3249012000
2002-08-13,3223596000
2002-08-14,3321024000
2002-08-15,3371856000
2002-08-16,3384564000
2002-08-19,3367620000
2002-08-20,3325260000
2002-08-21,3401507999
2002-08-22,3575184000
2002-08-23,3439631999
2002-08-26,3511643999
2002-08-27,3465048000
2002-08-28,3278664000
2002-08-29,3147348000
2002-08-30,3143112000
2002-09-03,3020268000
2002-09-04,3016032000
2002-09-05,3037212000
2002-09-06,3096516000
2002-09-09,3028740000
2002-09-10,3160056000
2002-09-11,3121932000
2002-09-12,3011796000
2002-09-13,2986380000
2002-09-16,3020268000
2002-09-17,2931312000
2002-09-18,2948256000
2002-09-19,2838120000
2002-09-20,2812704000
2002-09-23,2766108000
2002-09-24,2622084000
2002-09-25,2736456000
2002-09-26,2821176000
2002-09-27,2711040000
2002-09-30,2606340000
2002-10-01,2640804000
2002-10-02,2692500000
2002-10-03,2498640000
2002-10-04,2347860000
2002-10-07,2356476000
2002-10-08,2408172000
2002-10-09,2309088000
2002-10-10,2502948000
2002-10-11,2619264000
2002-10-14,2705424000
2002-10-15,2864820000
2002-10-16,2886360000
2002-10-17,3136224000
2002-10-18,3110376000
2002-10-21,3075912000
2002-10-22,3101760000
2002-10-23,3174996000
2002-10-24,3140532000
2002-10-25,3084528000
2002-10-28,3097452000
2002-10-29,3011292000
2002-10-30,3390396000
2002-10-31,3467940000
2002-11-01,3493787999
2002-11-04,3446400000
2002-11-05,3532559999
2002-11-06,3558408000
2002-11-07,3549792000
2002-11-08,3472248000
2002-11-11,3394704000
2002-11-12,3243924000
2002-11-13,3088836000
2002-11-14,3149148000
2002-11-15,3140532000
2002-11-18,3149148000
2002-11-19,3088836000
2002-11-20,3166380000
2002-11-21,3231000000
2002-11-22,3209460000
2002-11-25,3174996000
2002-11-26,3140532000
2002-11-27,3149148000
2002-11-29,3149148000
2002-12-02,3123300000
2002-12-03,3196536000
2002-12-04,3368856000
2002-12-05,3476556000
2002-12-06,3584256000
2002-12-09,3498095999
2002-12-10,3515328000
2002-12-11,3338700000
2002-12-12,3437784000
2002-12-13,3459323999
2002-12-16,3648876000
2002-12-17,3700572000
2002-12-18,3618720000
2002-12-19,3623028000
2002-12-20,3683340000
2002-12-23,3648876000
2002-12-24,3635952000
2002-12-26,3631644000
2002-12-27,3545484000
2002-12-30,3614412000
2002-12-31,3635952000
2003-01-02,3752268000
2003-01-03,3700572000
2003-01-06,3691956000
2003-01-07,3648876000
2003-01-08,3498095999
2003-01-09,3696264000
2003-01-10,3696264000
2003-01-13,3773808000
2003-01-14,3773808000
2003-01-15,3747959999
2003-01-16,3739344000
2003-01-17,3653184000
2003-01-21,3549792000
2003-01-22,3506712000
2003-01-23,3571331999
2003-01-24,3493787999
2003-01-27,3325776000
2003-01-28,3256848000
2003-01-29,3437784000
2003-01-30,3360240000
2003-01-31,3386088000
2003-02-03,3579948000
2003-02-04,3657492000
2003-02-05,3618720000
2003-02-06,3735036000
2003-02-07,3739344000
2003-02-10,3709187999
2003-02-11,3722112000
2003-02-12,3618720000
2003-02-13,3545484000
2003-02-14,3515328000
2003-02-18,3644568000
2003-02-19,3623028000
2003-02-20,3571331999
2003-02-21,3691956000
2003-02-24,3821195999
2003-02-25,3765192000
2003-02-26,3872892000
2003-02-27,3838428000
2003-02-28,3838428000
2003-03-03,3877200000
2003-03-04,3920280000
2003-03-05,4006440000
2003-03-06,3954744000
2003-03-07,3984900000
2003-03-10,4049520000
2003-03-11,3967668000
2003-03-12,3924587999
2003-03-13,3894431999
2003-03-14,3933204000
2003-03-17,4027980000
2003-03-18,4032287999
2003-03-19,4010748000
2003-03-20,4118448000
2003-03-21,4118448000
2003-03-24,4053828000
2003-03-25,4079676000
2003-03-26,3941820000
2003-03-27,3993516000
2003-03-28,4096908000
2003-03-31,4325112000
2003-04-01,4375404000
2003-04-02,4274820000
2003-04-03,4219956000
2003-04-04,4206239999
2003-04-07,4110228000
2003-04-08,3863339999
2003-04-09,3941063999
2003-04-10,3886200000
2003-04-11,3867912000
2003-04-14,3895344000
2003-04-15,3877056000
2003-04-16,3918204000
2003-04-17,3950208000
2003-04-21,4023360000
2003-04-22,3986784000
2003-04-23,3950208000
2003-04-24,3936491999
2003-04-25,3918204000
2003-04-28,3913632000
2003-04-29,3799332000
2003-04-30,3840480000
2003-05-01,3799332000
2003-05-02,3781044000
2003-05-05,3767328000
2003-05-06,3749039999
2003-05-07,3790187999
2003-05-08,3717036000
2003-05-09,3717036000
2003-05-12,3849624000
2003-05-13,3931920000
2003-05-14,4018787999
2003-05-15,4018787999
2003-05-16,4037076000
2003-05-19,3963924000
2003-05-20,3963924000
2003-05-21,4041648000
2003-05-22,3954780000
2003-05-23,3950208000
2003-05-27,3977639999
2003-05-28,3881628000
2003-05-29,3831336000
2003-05-30,3918204000
2003-06-02,3890772000
2003-06-03,3854196000
2003-06-04,3890772000
2003-06-05,3918204000
2003-06-06,3858768000
2003-06-09,3835908000
2003-06-10,3890772000
2003-06-11,4000500000
2003-06-12,3982212000
2003-06-13,3895344000
2003-06-16,3968496000
2003-06-17,3977639999
2003-06-18,3927348000
2003-06-19,3927348000
2003-06-20,3909060000
2003-06-23,3973068000
2003-06-24,3877056000
2003-06-25,3867912000
2003-06-26,3817620000
2003-06-27,3826763999
2003-06-30,3881080000
2003-07-01,3862376000
2003-07-02,3932516000
2003-07-03,3932516000
2003-07-07,3867052000
2003-07-08,3918488000
2003-07-09,4030711999
2003-07-10,3983952000
2003-07-11,4016684000
2003-07-14,3946544000
2003-07-15,4058768000
2003-07-16,3960572000
2003-07-17,3932516000
2003-07-18,3969924000
2003-07-21,3913811999
2003-07-22,3951219999
2003-07-23,3918488000
2003-07-24,3867052000
2003-07-25,3871727999
2003-07-28,3862376000
2003-07-29,3871727999
2003-07-30,3909135999
2003-07-31,3890432000
2003-08-01,3857700000
2003-08-04,3796911999
2003-08-05,3796911999
2003-08-06,3871727999
2003-08-07,4040064000
2003-08-08,4086824000
2003-08-11,4082148000
2003-08-12,4185019999
2003-08-13,4227103999
2003-08-14,4213076000
2003-08-15,4255160000
2003-08-18,4231780000
2003-08-19,4283216000
2003-08-20,4203724000
2003-08-21,4264511999
2003-08-22,4217752000
2003-08-25,4175668000
2003-08-26,4105527999
2003-08-27,4124232000
2003-08-28,4194372000
2003-08-29,4208400000
2003-09-02,4199048000
2003-09-03,4086824000
2003-09-04,4030711999
2003-09-05,4068119999
2003-09-08,4124232000
2003-09-09,4091500000
2003-09-10,4086824000
2003-09-11,4077472000
2003-09-12,4072796000
2003-09-15,4063444000
2003-09-16,4068119999
2003-09-17,4049416000
2003-09-18,4030711999
2003-09-19,3993303999
2003-09-22,4035388000
2003-09-23,4035388000
2003-09-24,4030711999
2003-09-25,3969924000
2003-09-26,3946544000
2003-09-29,3965248000
2003-09-30,4403000000
2003-10-01,4347648000
2003-10-02,4418096000
2003-10-03,4478480000
2003-10-06,4483512000
2003-10-07,4483512000
2003-10-08,4508672000
2003-10-09,4538864000
2003-10-10,4558992000
2003-10-13,4584152000
2003-10-14,4574088000
2003-10-15,4569056000
2003-10-16,4594216000
2003-10-17,4574088000
2003-10-20,4574088000
2003-10-21,4538864000
2003-10-22,4478480000
2003-10-23,4579120000
2003-10-24,4528800000
2003-10-27,4604280000
2003-10-28,4513704000
2003-10-29,4543896000
2003-10-30,4760272000
2003-10-31,4911232000
2003-11-03,4886072000
2003-11-04,4951488000
2003-11-05,4961552000
2003-11-06,4976648000
2003-11-07,5057160000
2003-11-10,4991744000
2003-11-11,4886072000
2003-11-12,4971616000
2003-11-13,5026968000
2003-11-14,5107480000
2003-11-17,4986712000
2003-11-18,4986712000
2003-11-19,4926328000
2003-11-20,4916264000
2003-11-21,4946456000
2003-11-24,4931360000
2003-11-25,4971616000
2003-11-26,5011872000
2003-11-28,4956520000
2003-12-01,5047096000
2003-12-02,4991744000
2003-12-03,5042064000
2003-12-04,5147736000
2003-12-05,5177928000
2003-12-08,5218184000
2003-12-09,5193024000
2003-12-10,5032000000
2003-12-11,5062192000
2003-12-12,5187992000
2003-12-15,5117544000
2003-12-16,5072256000
2003-12-17,5172896000
2003-12-18,5354048000
2003-12-19,5379208000
2003-12-22,5313792000
2003-12-23,5273536000
2003-12-24,5278568000
2003-12-26,5288632000
2003-12-29,5354048000
2003-12-30,5374176000
2003-12-31,5337360000
2004-01-02,5302080000
2004-01-05,5412960000
2004-01-06,5458320000
2004-01-07,5402880000
2004-01-08,5347440000
2004-01-09,5362560000
2004-01-12,5473440000
2004-01-13,5780880000
2004-01-14,5770800000
2004-01-15,5695200000
2004-01-16,5790960000
2004-01-20,6002640000
2004-01-21,6017760000
2004-01-22,5992560000
2004-01-23,6042960000
2004-01-26,6153840000
2004-01-27,6209280000
2004-01-28,6259680000
2004-01-29,6174000000
2004-01-30,6093360000
2004-02-02,6189120000
2004-02-03,6168960000
2004-02-04,6098400000
2004-02-05,6143760000
2004-02-06,6078240000
2004-02-09,6174000000
2004-02-10,6249600000
2004-02-11,6380640000
2004-02-12,6415920000
2004-02-13,6415920000
2004-02-17,6552000000
2004-02-18,6481440000
2004-02-19,6456240000
2004-02-20,6420960000
2004-02-23,6426000000
2004-02-24,6451200000
2004-02-25,6652800000
2004-02-26,6798960000
2004-02-27,6909840000
2004-03-01,6985440000
2004-03-02,6783840000
2004-03-03,6824160000
2004-03-04,6829200000
2004-03-05,6940080000
2004-03-08,7005600000
2004-03-09,6884640000
2004-03-10,6793920000
2004-03-11,6652800000
2004-03-12,6678000000
2004-03-15,6536880000
2004-03-16,6436080000
2004-03-17,6562080000
2004-03-18,6723360000
2004-03-19,6698160000
2004-03-22,6678000000
2004-03-23,6708240000
2004-03-24,6577200000
2004-03-25,6511680000
2004-03-26,6592320000
2004-03-29,6748560000
2004-03-30,6773760000
2004-03-31,7041800000
2004-04-01,6805360000
2004-04-02,6615180000
2004-04-05,6748820000
2004-04-06,6692280000
2004-04-07,6717980000
2004-04-08,6789940000
2004-04-12,7077780000
2004-04-13,7031520000
2004-04-14,6872180000
2004-04-15,6882460000
2004-04-16,6846480000
2004-04-19,6897880000
2004-04-20,7016100000
2004-04-21,7005820000
2004-04-22,7278240000
2004-04-23,7160020000
2004-04-26,7309080000
2004-04-27,7350200000
2004-04-28,7571220000
2004-04-29,7478700000
2004-04-30,7488980000
2004-05-03,7627760000
2004-05-04,7715140000
2004-05-05,7751120000
2004-05-06,7653460000
2004-05-07,7571220000
2004-05-10,7355340000
2004-05-11,7566080000
2004-05-12,7632900000
2004-05-13,7607200000
2004-05-14,7745980000
2004-05-17,7720280000
2004-05-18,7473560000
2004-05-19,7473560000
2004-05-20,7370760000
2004-05-21,7463280000
2004-05-24,7632900000
2004-05-25,7689440000
2004-05-26,7756260000
2004-05-27,7632900000
2004-05-28,7766540000
2004-06-01,8059520000
2004-06-02,7869340000
2004-06-03,7781960000
2004-06-04,7627760000
2004-06-07,7864200000
2004-06-08,7591780000
2004-06-09,7776820000
2004-06-10,7699720000
2004-06-14,7674020000
2004-06-15,7874480000
2004-06-16,7997840000
2004-06-17,8162320000
2004-06-18,8239420000
2004-06-21,8244560000
2004-06-22,8388480000
2004-06-23,8727720000
2004-06-24,8635200000
2004-06-25,8594080000
2004-06-28,8434740000
2004-06-29,8475859999
2004-06-30,8632320000
2004-07-01,8755200000
2004-07-02,8791040000
2004-07-06,8862720000
2004-07-07,9077760000
2004-07-08,8888320000
2004-07-09,8919040000
2004-07-12,8872960000
2004-07-13,8903680000
2004-07-14,8975360000
2004-07-15,8944640000
2004-07-16,9169920000
2004-07-19,9093120000
2004-07-20,9031680000
2004-07-21,8673280000
2004-07-22,8581120000
2004-07-23,8632320000
2004-07-26,8468480000
2004-07-27,8576000000
2004-07-28,8606720000
2004-07-29,8791040000
2004-07-30,8765440000
2004-08-02,8709120000
2004-08-03,8796160000
2004-08-04,8463360000
2004-08-05,7900160000
2004-08-06,7920640000
2004-08-09,8156160000
2004-08-10,7997440000
2004-08-11,7644160000
2004-08-12,7618560000
2004-08-13,7787520000
2004-08-16,7951360000
2004-08-17,7531520000
2004-08-18,7618560000
2004-08-19,7690240000
2004-08-20,7685120000
2004-08-23,7536640000
2004-08-24,7557120000
