,HRB
2013-11-25,7711320669
2013-11-26,7640374336
2013-11-27,7670390092
2013-11-29,7610358579
2013-12-02,7757708656
2013-12-03,7768623476
2013-12-04,7774080886
2013-12-05,7787724412
2013-12-06,7915973553
2013-12-09,7918702258
2013-12-10,7858670745
2013-12-11,7643103041
2013-12-12,7681304912
2013-12-13,7651289156
2013-12-16,7697677143
2013-12-17,7634916925
2013-12-18,7714049374
2013-12-19,7771352181
2013-12-20,7787724412
2013-12-23,7866856860
2013-12-24,7842298514
2013-12-26,7896872617
2013-12-27,7782267002
2013-12-30,7937803194
2013-12-31,7924159668
2014-01-02,8016935642
2014-01-03,7989648591
2014-01-06,7771352181
2014-01-07,7768623476
2014-01-08,8115169026
2014-01-09,8194301475
2014-01-10,8267976513
2014-01-13,8025121757
2014-01-14,8079695860
2014-01-15,8000563411
2014-01-16,7861399450
2014-01-17,7921430963
2014-01-21,7853213335
2014-01-22,8006020822
2014-01-23,7913244848
2014-01-24,7662203976
2014-01-27,7986919886
2014-01-28,7997834706
2014-01-29,7948718014
2014-01-30,8218859821
2014-01-31,8336348800
2014-02-03,8040189040
2014-02-04,8122455640
2014-02-05,8020993500
2014-02-06,8051157920
2014-02-07,8133424520
2014-02-10,8149877840
2014-02-11,8432326500
2014-02-12,8361028780
2014-02-13,8426842060
2014-02-14,8520077540
2014-02-18,8492655340
2014-02-19,8613313020
2014-02-20,8646219660
2014-02-21,8522819760
2014-02-24,8651704100
2014-02-25,8827206180
2014-02-26,8695579620
2014-02-27,8690095180
2014-02-28,8676384080
2014-03-03,8758650680
2014-03-04,8657188540
2014-03-05,8536530860
2014-03-06,8489913120
2014-03-07,8333606580
2014-03-10,8374739880
2014-03-11,8303442160
2014-03-12,8284246620
2014-03-13,8185526700
2014-03-14,8053900140
2014-03-17,8182784480
2014-03-18,8111486760
2014-03-19,8106002320
2014-03-20,8174557820
2014-03-21,8232144440
2014-03-24,8100517880
2014-03-25,7988086860
2014-03-26,7960664660
2014-03-27,7837264760
2014-03-28,8325379920
2014-03-31,8278762180
2014-04-01,8465233140
2014-04-02,8473459800
2014-04-03,8218433340
2014-04-04,8092291220
2014-04-07,7823553660
2014-04-08,7911304700
2014-04-09,8001797960
2014-04-10,7793389240
2014-04-11,7579496080
2014-04-14,7689184880
2014-04-15,7722091520
2014-04-16,7768709260
2014-04-17,7733060400
2014-04-21,7826295880
2014-04-22,7771451480
2014-04-23,7669989340
2014-04-24,7669989340
2014-04-25,7576753860
2014-04-28,7513682800
2014-04-29,7724833740
2014-04-30,7740187000
2014-05-01,7846403500
2014-05-02,7876362000
2014-05-05,7849127000
2014-05-06,7633970500
2014-05-07,7546818500
2014-05-08,7557712500
2014-05-09,7612182500
2014-05-12,7696611000
2014-05-13,7699334500
2014-05-14,7696611000
2014-05-15,7609459000
2014-05-16,7674823000
2014-05-19,7802827500
2014-05-20,7729293000
2014-05-21,7917214500
2014-05-22,7966237500
2014-05-23,8001643000
2014-05-27,8026154500
2014-05-28,8017984000
2014-05-29,8012537000
2014-05-30,8110583000
2014-06-02,7985302000
2014-06-03,7968961000
2014-06-04,8126924000
2014-06-05,8121477000
2014-06-06,8254928500
2014-06-09,8333910000
2014-06-10,8369315500
2014-06-11,8756052500
2014-06-12,8813246000
2014-06-13,8848651500
2014-06-16,9028402500
2014-06-17,9093766500
2014-06-18,9110107500
2014-06-19,9066531500
2014-06-20,9036573000
2014-06-23,9044743500
2014-06-24,8963038500
2014-06-25,9091043000
2014-06-26,9071978500
2014-06-27,9110107500
2014-06-30,9129172000
2014-07-01,8960315000
2014-07-02,9042020000
2014-07-03,9055637500
2014-07-07,8960315000
2014-07-08,8758776000
2014-07-09,8960315000
2014-07-10,8878610000
2014-07-11,8987550000
2014-07-14,8946697500
2014-07-15,8911292000
2014-07-16,8870439500
2014-07-17,8698859000
2014-07-18,8815969500
2014-07-21,8753329000
2014-07-22,8723370500
2014-07-23,8747882000
2014-07-24,8878610000
2014-07-25,8810522500
2014-07-28,8788734500
2014-07-29,8723370500
2014-07-30,8835034000
2014-07-31,8839155780
2014-08-01,8806143060
2014-08-04,8852911080
2014-08-05,8822649420
2014-08-06,8885923800
2014-08-07,8907932280
2014-08-08,8993215140
2014-08-11,9141772380
2014-08-12,9067493760
2014-08-13,9111510720
2014-08-14,9150025560
2014-08-15,9133519200
2014-08-18,9188540400
2014-08-19,9207797820
2014-08-20,9265570080
2014-08-21,9306835980
2014-08-22,9293080680
2014-08-25,9271072200
2014-08-26,9279325380
2014-08-27,9309587040
2014-08-28,9232557360
2014-08-29,9224304180
2014-09-02,9243561600
2014-09-03,9216051000
2014-09-04,9026227860
2014-09-05,8946447120
2014-09-08,8858413200
2014-09-09,8899679100
2014-09-10,8899679100
2014-09-11,8929940760
2014-09-12,8927189700
2014-09-15,8891425920
2014-09-16,8877670620
2014-09-17,8858413200
2014-09-18,8872168500
2014-09-19,8874919560
2014-09-22,8888674860
2014-09-23,8671341120
2014-09-24,8671341120
2014-09-25,8533788120
2014-09-26,8602564620
2014-09-29,8539290240
2014-09-30,8531037060
2014-10-01,8393484060
2014-10-02,8454007380
2014-10-03,8709855960
2014-10-06,8228420460
2014-10-07,8093618520
2014-10-08,8214665160
2014-10-09,7961567640
2014-10-10,7824014640
2014-10-13,7603929840
2014-10-14,7766242380
2014-10-15,7892791140
2014-10-16,8085365340
2014-10-17,8228420460
2014-10-20,8316454380
2014-10-21,8393484060
2014-10-22,8324707560
2014-10-23,8473264800
2014-10-24,8509028580
2014-10-27,8520032820
2014-10-28,8652083700
2014-10-29,8682345360
2014-10-30,8709855960
2014-10-31,8802238146
2014-11-03,8777719377
2014-11-04,8717784608
2014-11-05,8785892300
2014-11-06,8829481223
2014-11-07,8905761838
2014-11-10,8962972300
2014-11-11,8971145223
2014-11-12,8973869530
2014-11-13,8785892300
2014-11-14,8864897223
2014-11-17,8829481223
2014-11-18,8853999992
2014-11-19,8870345838
2014-11-20,8971145223
2014-11-21,9055598761
2014-11-24,9091014761
2014-11-25,9112809223
2014-11-26,9104636299
2014-11-28,9164571069
2014-12-01,9120982146
2014-12-02,9344375376
2014-12-03,9390688607
2014-12-04,9300786453
2014-12-05,9368894145
2014-12-08,9276267684
2014-12-09,8810411069
2014-12-10,8712335992
2014-12-11,8652401223
2014-12-12,8706887377
2014-12-15,8753200607
2014-12-16,8608812300
2014-12-17,8941177838
2014-12-18,9126430761
2014-12-19,9396137222
2014-12-22,9194538453
2014-12-23,9208159992
2014-12-24,9186365530
2014-12-26,9164571069
2014-12-29,9186365530
2014-12-30,9170019684
2014-12-31,9175468299
2015-01-02,9012009838
2015-01-05,8848551377
2015-01-06,8794065223
2015-01-07,8870345838
2015-01-08,9025631376
2015-01-09,9077393223
2015-01-12,8973869530
2015-01-13,8875794454
2015-01-14,8873070146
2015-01-15,8734130454
2015-01-16,8954799377
2015-01-20,8883967377
2015-01-21,9003836915
2015-01-22,9262646146
2015-01-23,9325305222
2015-01-26,9420655992
2015-01-27,9428828915
2015-01-28,9377067068
2015-01-29,9453347684
2015-01-30,9338926761
2015-02-02,9504912300
2015-02-03,9606701520
2015-02-04,9590195160
2015-02-05,9804777840
2015-02-06,9733250280
2015-02-09,9628710000
2015-02-10,9636963180
2015-02-11,9636963180
2015-02-12,9683731200
2015-02-13,9645216360
2015-02-17,9669975900
2015-02-18,9631461060
2015-02-19,9628710000
2015-02-20,9557182440
2015-02-23,9601199400
2015-02-24,9493908060
2015-02-25,9573688800
2015-02-26,9485654880
2015-02-27,9394869900
2015-03-02,9405874140
2015-03-03,9273823260
2015-03-04,9194042520
2015-03-05,8806143060
2015-03-06,8836404720
2015-03-09,8759375040
2015-03-10,8687847480
2015-03-11,8742868680
2015-03-12,8822649420
2015-03-13,8751121860
2015-03-16,8847408960
2015-03-17,8855662140
2015-03-18,8962953480
2015-03-19,8883172740
2015-03-20,9050987400
2015-03-23,9078498000
2015-03-24,9075746940
2015-03-25,8888674860
2015-03-26,8797889880
2015-03-27,8811645180
2015-03-30,8723611260
2015-03-31,8822649420
2015-04-01,8891425920
2015-04-02,8844657900
2015-04-06,8806143060
2015-04-07,8718109140
2015-04-08,8764877160
2015-04-09,8781383520
2015-04-10,8745619740
2015-04-13,8808894120
2015-04-14,8734615500
2015-04-15,8789636700
2015-04-16,8806143060
2015-04-17,8591560380
2015-04-20,8745619740
2015-04-21,8847408960
2015-04-22,8891425920
2015-04-23,8979459840
2015-04-24,8874919560
2015-04-27,8775881400
2015-04-28,8599813560
2015-04-29,8418243600
2015-04-30,8339148931
2015-05-01,8700401745
2015-05-04,8507365890
2015-05-05,8328118311
2015-05-06,8330875966
2015-05-07,8510123546
2015-05-08,8554246027
2015-05-11,8722462986
2015-05-12,8648006299
2015-05-13,8697644090
2015-05-14,8832769189
2015-05-15,8645248644
2015-05-18,8722462986
2015-05-19,8791404363
2015-05-20,8805192638
2015-05-21,8857588084
2015-05-22,8849315119
2015-05-26,8741766571
2015-05-27,8860345739
2015-05-28,8838284499
2015-05-29,8750039537
2015-06-01,8785889053
2015-06-02,8813465603
2015-06-03,8827253879
2015-06-04,8661794574
2015-06-05,8681098160
2015-06-08,8617672093
2015-06-09,8813465603
2015-06-10,8355694862
2015-06-11,8386029067
2015-06-12,8443939824
2015-06-15,8311572380
2015-06-16,8397059688
2015-06-17,8341906586
2015-06-18,8374998447
2015-06-19,8452212789
2015-06-22,8620429748
2015-06-23,8631460369
2015-06-24,8410847963
2015-06-25,8424636238
2015-06-26,8432909204
2015-06-29,8137840111
2015-06-30,8176447282
2015-07-01,8206781488
2015-07-02,8165416662
2015-07-06,8239873349
2015-07-07,8317087691
2015-07-08,8295026450
2015-07-09,8402574998
2015-07-10,8598368508
2015-07-13,8694886435
2015-07-14,8653521609
2015-07-15,8727978296
2015-07-16,8843799809
2015-07-17,8769343122
2015-07-20,8761070157
2015-07-21,8879649325
2015-07-22,9064412215
2015-07-23,9064412215
2015-07-24,9034078009
2015-07-27,8714190021
2015-07-28,8827253879
2015-07-29,9125080626
2015-07-30,9194022003
2015-07-31,8792258885
2015-08-03,8723589996
2015-08-04,8689255551
2015-08-05,9463101107
2015-08-06,9288787773
2015-08-07,9344251107
2015-08-10,9468383329
2015-08-11,9418202218
2015-08-12,9375944440
2015-08-13,9397073329
2015-08-14,9391791107
2015-08-17,9444613329
2015-08-18,9304634440
2015-08-19,9267658884
2015-08-20,9082781107
2015-08-21,8734154440
2015-08-24,8459478885
2015-08-25,8538712218
2015-08-26,8889979996
2015-08-27,9077498885
2015-08-28,9103909996
2015-08-31,8985059996
2015-09-01,8702461107
2015-09-02,9354815551
2015-09-03,9349533329
2015-09-04,9323122218
2015-09-08,9465742218
2015-09-09,9381226662
2015-09-10,9434048884
2015-09-11,9547616662
2015-09-14,9468383329
2015-09-15,9463101107
2015-09-16,9452536662
2015-09-17,9439331107
2015-09-18,9375944440
2015-09-21,9449895551
2015-09-22,9439331107
2015-09-23,9534411107
2015-09-24,9447254440
2015-09-25,9521205551
2015-09-28,9286146662
2015-09-29,9309916662
2015-09-30,9560822218
2015-10-01,9605721107
2015-10-02,9658543329
2015-10-05,9492153329
2015-10-06,9283505551
2015-10-07,9193707773
2015-10-08,9344251107
2015-10-09,9349533329
2015-10-12,9315198884
2015-10-13,9238606662
2015-10-14,9148808885
2015-10-15,9206913329
2015-10-16,9407637773
2015-10-19,9415561107
2015-10-20,9370662218
2015-10-21,9420843329
2015-10-22,9378585551
2015-10-23,9560822218
2015-10-26,9750982218
2015-10-27,9669107773
2015-10-28,9811727773
2015-10-29,9814368884
2015-10-30,9840779995
2015-11-02,8663709962
2015-11-03,8547884963
2015-11-04,8527036463
2015-11-05,8647494462
2015-11-06,8619696462
2015-11-09,8510820963
2015-11-10,8601164462
2015-11-11,8520086963
2015-11-12,8452908463
2015-11-13,8265271964
2015-11-16,8448275463
2015-11-17,8436692963
2015-11-18,8510820963
2015-11-19,8448275463
2015-11-20,8575682962
2015-11-23,8594214962
2015-11-24,8480706463
2015-11-25,8557150963
2015-11-27,8508504463
2015-11-30,8499238463
2015-12-01,8622012962
2015-12-02,8554834463
2015-12-03,8496921963
2015-12-04,8591898462
2015-12-07,8545568463
2015-12-08,7947911465
2015-12-09,7565688967
2015-12-10,7683830466
2015-12-11,7470712467
2015-12-14,7602752967
2015-12-15,7561055967
2015-12-16,7769540966
2015-12-17,7801971966
2015-12-18,7695412966
2015-12-21,7697729466
2015-12-22,7720894466
2015-12-23,7755641966
2015-12-24,7720894466
2015-12-28,7746375966
2015-12-29,7760274966
2015-12-30,7741742966
2015-12-31,7716261466
2016-01-04,7632867467
2016-01-05,7702362466
2016-01-06,7646766466
2016-01-07,7579587967
2016-01-08,7479978467
2016-01-11,7503143467
2016-01-12,7486927967
2016-01-13,7308557468
2016-01-14,7489244467
2016-01-15,7382685468
2016-01-19,7394267968
2016-01-20,7442914467
2016-01-21,7473028967
2016-01-22,7572638467
2016-01-25,7521675467
2016-01-26,7605069467
2016-01-27,7581904467
2016-01-28,7642133467
2016-01-29,7887682465
2016-02-01,7655718060
2016-02-02,7562436899
2016-02-03,7566878860
2016-02-04,7689032759
2016-02-05,7768988039
2016-02-08,7662381000
2016-02-09,7591309640
2016-02-10,7555773960
2016-02-11,7364769679
2016-02-12,7489144560
2016-02-16,7682369820
2016-02-17,7702358640
2016-02-18,7595751600
2016-02-19,7542448080
2016-02-22,7557994940
2016-02-23,7473597700
2016-02-24,7438062020
2016-02-25,7486923580
2016-02-26,7491365539
2016-02-29,7302582240
2016-03-01,7287035380
2016-03-02,7238173820
2016-03-03,7307024200
2016-03-04,6165440480
2016-03-07,6243174780
2016-03-08,6192092240
2016-03-09,6087706180
2016-03-10,6234290860
2016-03-11,6256500660
2016-03-14,6200976160
2016-03-15,6047728540
2016-03-16,6016634820
2016-03-17,5998866980
2016-03-18,6078822260
2016-03-21,6125462840
2016-03-22,5989983060
2016-03-23,5994425020
2016-03-24,5910027780
2016-03-28,5867829160
2016-03-29,5934458560
2016-03-30,5865608180
2016-03-31,5867829160
2016-04-01,5825630540
2016-04-04,5847840340
2016-04-05,5645731160
2016-04-06,5645731160
2016-04-07,5499146480
2016-04-08,5408086300
2016-04-11,5328131020
2016-04-12,5376992580
2016-04-13,5554670980
2016-04-14,5334793960
2016-04-15,5301479260
2016-04-18,5363666700
2016-04-19,5330352000
2016-04-20,5279269460
2016-04-21,5277048480
2016-04-22,5292595340
2016-04-25,5339235920
2016-04-26,5290374360
2016-04-27,4572997820
2016-04-28,4666278980
2016-04-29,4495263520
2016-05-02,4453914539
2016-05-03,4469333630
2016-05-04,4451711812
2016-05-05,4412062721
2016-05-06,4339372721
2016-05-09,4372413630
2016-05-10,4407657267
2016-05-11,4286507267
2016-05-12,4299723631
2016-05-13,4363602721
2016-05-16,4401049085
2016-05-17,4502374539
2016-05-18,4497969085
2016-05-19,4440698176
2016-05-20,4531009994
2016-05-23,4416468176
2016-05-24,4489158176
2016-05-25,4522199085
2016-05-26,4561848176
2016-05-27,4619119085
2016-05-31,4705025448
2016-06-01,4753485448
2016-06-02,4784323630
2016-06-03,4771107266
2016-06-06,4755688175
2016-06-07,4740269085
2016-06-08,4627929994
2016-06-09,4744674539
2016-06-10,5337208175
2016-06-13,5231477266
2016-06-14,5240288175
2016-06-15,5216058175
2016-06-16,5167598175
2016-06-17,5114732720
2016-06-20,5013407266
2016-06-21,4975960902
2016-06-22,4978163630
2016-06-23,5033231811
2016-06-24,4896662721
2016-06-27,4786526357
2016-06-28,4916487266
2016-06-29,5015609993
2016-06-30,5066272721
2016-07-01,5149976357
2016-07-05,5086097266
2016-07-06,5152179084
2016-07-07,5176409084
2016-07-08,5196233629
2016-07-11,5189625448
2016-07-12,5200639084
2016-07-13,5209449993
2016-07-14,5242490902
2016-07-15,5346019084
2016-07-18,5266720902
2016-07-19,5253504538
2016-07-20,5293153629
2016-07-21,5242490902
2016-07-22,5266720902
2016-07-25,5266720902
2016-07-26,5304167266
2016-07-27,5312978175
2016-07-28,5297559084
2016-07-29,5240288175
2016-08-01,5125234850
2016-08-02,5009531387
2016-08-03,5052384522
2016-08-04,5110236253
2016-08-05,5099522969
2016-08-08,5086667029
2016-08-09,5093094999
2016-08-10,5116664223
2016-08-11,5150946730
2016-08-12,5262364879
2016-08-15,5208798462
2016-08-16,5225939715
2016-08-17,5243080969
2016-08-18,5131662820
2016-08-19,5153089387
2016-08-22,5191657208
2016-08-23,5251651596
2016-08-24,5262364879
2016-08-25,5243080969
2016-08-26,5198085178
2016-08-29,5260222223
2016-08-30,5185229238
2016-08-31,4640994433
2016-09-01,4621710523
2016-09-02,4638851777
2016-09-06,4583142702
2016-09-07,4677419597
2016-09-08,4750269926
2016-09-09,4700988821
2016-09-12,4767411179
2016-09-13,4741699299
2016-09-14,4756697896
2016-09-15,4797408373
2016-09-16,4801693687
2016-09-19,4790980403
2016-09-20,4810264313
2016-09-21,4893827925
2016-09-22,4940966373
2016-09-23,4947394343
2016-09-26,4880971985
2016-09-27,4874544015
2016-09-28,4910969179
2016-09-29,4853117448
2016-09-30,4960250283
2016-10-03,4889542612
2016-10-04,4840261507
2016-10-05,4902398552
2016-10-06,4878829328
2016-10-07,4853117448
2016-10-10,4891685268
2016-10-11,4889542612
2016-10-12,4930253089
2016-10-13,4917397149
2016-10-14,4943109029
2016-10-17,4953822313
2016-10-18,4947394343
2016-10-19,4973106223
2016-10-20,4990247477
2016-10-21,5011674044
2016-10-24,5033100611
2016-10-25,4928110433
2016-10-26,4883114642
2016-10-27,4861688074
2016-10-28,4870258701
2016-10-31,4751274165
2016-11-01,4623029064
2016-11-02,4623029064
2016-11-03,4585796615
2016-11-04,4536153350
2016-11-07,4556838044
2016-11-08,4579591207
2016-11-09,4405839779
2016-11-10,4558906513
2016-11-11,4722315594
2016-11-14,4875382328
2016-11-15,4943641818
2016-11-16,4598207431
2016-11-17,4763684982
2016-11-18,4788506614
2016-11-21,4809191308
2016-11-22,4838149879
2016-11-23,4898135491
2016-11-25,4960189573
2016-11-28,4513400187
2016-11-29,4629234472
2016-11-30,4583728146
2016-12-01,4505126309
2016-12-02,4492715493
2016-12-05,4579591207
2016-12-06,4693357023
2016-12-07,4827807532
2016-12-08,4714041717
2016-12-09,4747137227
2016-12-12,4848492226
2016-12-13,4809191308
2016-12-14,4734726410
2016-12-15,4776095798
2016-12-16,4850560696
2016-12-19,4798848961
2016-12-20,4798848961
2016-12-21,4800917430
2016-12-22,4819533655
2016-12-23,4815396716
2016-12-27,4862971512
2016-12-28,4817465186
2016-12-29,4802985900
2016-12-30,4755411104
2017-01-03,4738863349
2017-01-04,4840218349
2017-01-05,4900203961
2017-01-06,4964326512
2017-01-09,4879519267
2017-01-10,4891930083
2017-01-11,4906409369
2017-01-12,4912614777
2017-01-13,4920888655
2017-01-17,4927094063
2017-01-18,4893998553
2017-01-19,4813328247
2017-01-20,4786438145
2017-01-23,4738863349
2017-01-24,4780232737
2017-01-25,4776095798
2017-01-26,4736794880
2017-01-27,4589933554
2017-01-30,4529947942
2017-01-31,4445868200
2017-02-01,4371287000
2017-02-02,4379573800
2017-02-03,4439653100
2017-02-06,4481087100
2017-02-07,4454155000
2017-02-08,4383717200
2017-02-09,4373358700
2017-02-10,4360928500
2017-02-13,4319494500
2017-02-14,4344354900
2017-02-15,4309136000
2017-02-16,4259415199
2017-02-17,4249056700
2017-02-21,4267702000
2017-02-22,4201407600
2017-02-23,4153758500
2017-02-24,4153758500
2017-02-27,4197264200
2017-02-28,4259415199
2017-03-01,4273917100
2017-03-02,4278060499
2017-03-03,4346426600
2017-03-06,4344354900
2017-03-07,4317422800
2017-03-08,4959649800
2017-03-09,4837419500
2017-03-10,4916144100
2017-03-13,4986581900
2017-03-14,4980366800
2017-03-15,5059091400
2017-03-16,5025944200
2017-03-17,5065306500
2017-03-20,4945147900
2017-03-21,4829132700
2017-03-22,4837419500
2017-03-23,4715189200
2017-03-24,4644751400
2017-03-27,4684113700
2017-03-28,4760766600
2017-03-29,4729691100
2017-03-30,4804272300
2017-03-31,4816702500
2017-04-03,4802200600
2017-04-04,4822917600
2017-04-05,4754551500
2017-04-06,4885068600
2017-04-07,4847778000
2017-04-10,4878853500
2017-04-11,4891283700
2017-04-12,4895427100
2017-04-13,4868495000
2017-04-17,4903713900
2017-04-18,4932717700
2017-04-19,5017657400
2017-04-20,4897498800
2017-04-21,4781483600
2017-04-24,4891283700
2017-04-25,5021800800
2017-04-26,4949291300
2017-04-27,5028015900
2017-04-28,5135744300
2017-05-01,5088157579
2017-05-02,5117055837
2017-05-03,5121184160
2017-05-04,5193429805
2017-05-05,5216135579
2017-05-08,5216135579
2017-05-09,5342049418
2017-05-10,5470027418
2017-05-11,5453514128
2017-05-12,5486540708
2017-05-15,5529888095
2017-05-16,5197558128
2017-05-17,5176916515
2017-05-18,5220263902
2017-05-19,5294573708
2017-05-22,5327600289
2017-05-23,5315215321
2017-05-24,5346177741
2017-05-25,5379204321
2017-05-26,5389525128
2017-05-30,5426680031
2017-05-31,5478284063
2017-06-01,5612454547
2017-06-02,5550529708
2017-06-05,5525759773
2017-06-06,5441129160
2017-06-07,5441129160
2017-06-08,5445257483
2017-06-09,5406038418
2017-06-12,5457642450
2017-06-13,5571171321
2017-06-14,6012901837
2017-06-15,6194548031
2017-06-16,6175970579
2017-06-19,6320461869
2017-06-20,6215189644
2017-06-21,6376194224
2017-06-22,6429862418
2017-06-23,6450504031
2017-06-26,6464953160
2017-06-27,6469081482
2017-06-28,6345231805
2017-06-29,6374130063
2017-06-30,6380322547
2017-07-03,6411284966
2017-07-05,6407156644
2017-07-06,6456696515
2017-07-07,6475273966
2017-07-10,6467017321
2017-07-11,6464953160
2017-07-12,6504172224
2017-07-13,6450504031
2017-07-14,6301884418
2017-07-17,6256472869
2017-07-18,6264729515
2017-07-19,6250280386
2017-07-20,6314269386
2017-07-21,6151200644
2017-07-24,6147072321
2017-07-25,6237895418
2017-07-26,6229638773
2017-07-27,6277114482
2017-07-28,6239959579
2017-07-31,6376482500
2017-08-01,6401570300
2017-08-02,6370210550
2017-08-03,6384845100
2017-08-04,6290765850
2017-08-07,6320034950
2017-08-08,6336760150
2017-08-09,6460108500
2017-08-10,6403660950
2017-08-11,6418295500
2017-08-14,6537462550
2017-08-15,6583456850
2017-08-16,6426658100
2017-08-17,6313763000
2017-08-18,6225955700
2017-08-21,6215502450
2017-08-22,6322125600
2017-08-23,6286584550
2017-08-24,6363938600
2017-08-25,6211321150
2017-08-28,6190414650
2017-08-29,6110969950
2017-08-30,5605032650
2017-08-31,5590398100
2017-09-01,5596670050
2017-09-05,5517225350
2017-09-06,5435690000
2017-09-07,5370879850
2017-09-08,5452415200
2017-09-11,5454505850
2017-09-12,5550675750
2017-09-13,5429418050
2017-09-14,5527678600
2017-09-15,5410602200
2017-09-18,5431508700
2017-09-19,5469140400
2017-09-20,5479593650
2017-09-21,5479593650
2017-09-22,5592488750
2017-09-25,5479593650
2017-09-26,5510953400
2017-09-27,5579944850
2017-09-28,5694930600
2017-09-29,5536041200
2017-10-02,5517225350
2017-10-03,5559038350
2017-10-04,5372970500
2017-10-05,5159724200
2017-10-06,5197355900
2017-10-09,5301888400
2017-10-10,5375061150
2017-10-11,5354154650
2017-10-12,5383423750
2017-10-13,5268438000
2017-10-16,5295616450
2017-10-17,5193174600
2017-10-18,5234987600
2017-10-19,5341610750
2017-10-20,5377151800
2017-10-23,5487956250
2017-10-24,5521406650
2017-10-25,5423146100
2017-10-26,5542313150
2017-10-27,5492137550
2017-10-30,5289344500
2017-10-31,5172639200
2017-11-01,5120369200
2017-11-02,4988648800
2017-11-03,5030464800
2017-11-06,5089007200
2017-11-07,5022101600
2017-11-08,5279270000
2017-11-09,5310632000
2017-11-10,5243726400
2017-11-13,5425626000
2017-11-14,5406808800
2017-11-15,5277179200
2017-11-16,5410990400
2017-11-17,5454897200
2017-11-20,5410990400
2017-11-21,5348266400
2017-11-22,5404718000
2017-11-24,5364992800
2017-11-27,5329449200
2017-11-28,5341994000
2017-11-29,5408899600
2017-11-30,5473714400
2017-12-01,5406808800
2017-12-04,5488350000
2017-12-05,5496713200
2017-12-06,6061229200
2017-12-07,5726701200
2017-12-08,5691157600
2017-12-11,5749700000
2017-12-12,5758063200
2017-12-13,5709974800
2017-12-14,5622161200
2017-12-15,5686976000
2017-12-18,5791516000
2017-12-19,5776880400
2017-12-20,5822878000
2017-12-21,5582436000
2017-12-22,5484168400
2017-12-26,5448624800
2017-12-27,5530166000
2017-12-28,5555255600
2017-12-29,5482077600
2018-01-02,5594980800
2018-01-03,5571982000
2018-01-04,5565709600
2018-01-05,5601253200
2018-01-08,5500894800
2018-01-09,5528075200
2018-01-10,5429807600
2018-01-11,5452806400
2018-01-12,5511348800
2018-01-16,5567800400
2018-01-17,5536438400
2018-01-18,5546892400
2018-01-19,5494622400
2018-01-22,5536438400
2018-01-23,5755972400
2018-01-24,5678612800
2018-01-25,5607525600
2018-01-26,5586617600
2018-01-29,5609616400
2018-01-30,5528075200
2018-01-31,5552964200
2018-02-01,5471364500
2018-02-02,5326995800
2018-02-05,5119858100
2018-02-06,5266319100
2018-02-07,5385580200
2018-02-08,5270503700
2018-02-09,5214011600
2018-02-12,5257949900
2018-02-13,5421149300
2018-02-14,5636656200
2018-02-15,5766378800
2018-02-16,5866809200
2018-02-20,5684779100
2018-02-21,5525764300
2018-02-22,5471364500
2018-02-23,5611548600
2018-02-26,5622010100
2018-02-27,5425333900
2018-02-28,5299795900
2018-03-01,5257949900
2018-03-02,5165888700
2018-03-05,5398134000
2018-03-06,5391857100
2018-03-07,6011177900
2018-03-08,5789394100
2018-03-09,5793578700
2018-03-12,5812409400
2018-03-13,5688963700
2018-03-14,5569702600
2018-03-15,5588533300
2018-03-16,5672225300
2018-03-19,5458810700
2018-03-20,5481826000
2018-03-21,5406503200
2018-03-22,5270503700
2018-03-23,5335365000
2018-03-26,5396041700
2018-03-27,5243303800
2018-03-28,5262134500
2018-03-29,5316534300
2018-04-02,5140781100
2018-04-03,5299795900
2018-04-04,5370934100
2018-04-05,5406503200
2018-04-06,5337457300
2018-04-09,5301888200
2018-04-10,5393949400
2018-04-11,5416964700
2018-04-12,5496472100
2018-04-13,5450441500
2018-04-16,5532041200
2018-04-17,5536225800
2018-04-18,5584348700
2018-04-19,5509025900
2018-04-20,5670133000
2018-04-23,5676409900
2018-04-24,5582256400
2018-04-25,5883547600
2018-04-26,5973516500
2018-04-27,5904470600
2018-04-30,5719671313
2018-05-01,5730014299
2018-05-02,5527291771
2018-05-03,5487988424
2018-05-04,5686573757
2018-05-07,5723808507
2018-05-08,5754837466
2018-05-09,5665887785
2018-05-10,5746563077
2018-05-11,5761043257
2018-05-14,5730014299
2018-05-15,5750700271
2018-05-16,5779660632
2018-05-17,5738288688
2018-05-18,5725877104
2018-05-21,5769317646
2018-05-22,5771386243
2018-05-23,5742425882
2018-05-24,5804483799
2018-05-25,5777592035
2018-05-29,5779660632
2018-05-30,5812758188
2018-05-31,5678299368
2018-06-01,5769317646
2018-06-04,5839649952
2018-06-05,5862404521
2018-06-06,5963765785
2018-06-07,5986520354
2018-06-08,6029960896
2018-06-11,6077538632
2018-06-12,6123047771
2018-06-13,5024622647
2018-06-14,4917055591
2018-06-15,4894301022
2018-06-18,4871546453
2018-06-19,4962564730
2018-06-20,4979113508
2018-06-21,4857066272
2018-06-22,4757773606
2018-06-25,4755705008
2018-06-26,4728813244
2018-06-27,4654343745
2018-06-28,4701921481
2018-06-29,4712264467
2018-07-02,4815694328
2018-07-03,4836380300
2018-07-05,4873615050
2018-07-06,4863272064
2018-07-09,4898438216
2018-07-10,4914986994
2018-07-11,4956358939
2018-07-12,4977044911
2018-07-13,4950153147
