,CNX
2013-12-24,8669547353
2013-12-26,8667257457
2013-12-27,8790911857
2013-12-30,8646648391
2013-12-31,8731170295
2014-01-02,8648540923
2014-01-03,8678379307
2014-01-06,8719693993
2014-01-07,8591159415
2014-01-08,8469510617
2014-01-09,8322613956
2014-01-10,8407538588
2014-01-13,8357042861
2014-01-14,8389176506
2014-01-15,8811504406
2014-01-16,8788551803
2014-01-17,8770189720
2014-01-21,8763303939
2014-01-22,8926267423
2014-01-23,8721989254
2014-01-24,8600340456
2014-01-27,8549844729
2014-01-28,8643950402
2014-01-29,8618702539
2014-01-30,8699036650
2014-01-31,8572797332
2014-02-03,8464920097
2014-02-04,8664607745
2014-02-05,8416719630
2014-02-06,8517711084
2014-02-07,8377700204
2014-02-10,8540663687
2014-02-11,8749532377
2014-02-12,8692150869
2014-02-13,8671493526
2014-02-14,8820685448
2014-02-18,8974467890
2014-02-19,9132840853
2014-02-20,9162679237
2014-02-21,9109888249
2014-02-24,9249899129
2014-02-25,9082345125
2014-02-26,8926267423
2014-02-27,9206289183
2014-02-28,9203993923
2014-03-03,9164974497
2014-03-04,9298099596
2014-03-05,9137431373
2014-03-06,9327937981
2014-03-07,9164974497
2014-03-10,9057097262
2014-03-11,8972172629
2014-03-12,8960696328
2014-03-13,8850523832
2014-03-14,8857409613
2014-03-17,9123659811
2014-03-18,9226946526
2014-03-19,9187927100
2014-03-20,9231537047
2014-03-21,9341709543
2014-03-24,9302690117
2014-03-25,9424338914
2014-03-26,9360071625
2014-03-27,9444996257
2014-03-28,9123659811
2014-03-31,9056020926
2014-04-01,8942678987
2014-04-02,9130826605
2014-04-03,9121759250
2014-04-04,9135360283
2014-04-07,9008417311
2014-04-08,9294038998
2014-04-09,9430049324
2014-04-10,9266836932
2014-04-11,9092290346
2014-04-14,9198831769
2014-04-15,9280437965
2014-04-16,9402847259
2014-04-17,9477652939
2014-04-21,9516189198
2014-04-22,9405114098
2014-04-23,9572860167
2014-04-24,9817678756
2014-04-25,9724738366
2014-04-28,9509388682
2014-04-29,9958222760
2014-04-30,10089699409
2014-05-01,10237043930
2014-05-02,10137303024
2014-05-05,9960489599
2014-05-06,9906085468
2014-05-07,9944621727
2014-05-08,9729272043
2014-05-09,9810878239
2014-05-12,10026227923
2014-05-13,9917419662
2014-05-14,9946888566
2014-05-15,9992225342
2014-05-16,9980891148
2014-05-19,10150904056
2014-05-20,10082898893
2014-05-21,10087432571
2014-05-22,10021694246
2014-05-23,10071564699
2014-05-27,10257445479
2014-05-28,10261979157
2014-05-29,10130502507
2014-05-30,10012626891
2014-06-02,10114634636
2014-06-03,10076098377
2014-06-04,10373054257
2014-06-05,10747082655
2014-06-06,10756150011
2014-06-09,10651875427
2014-06-10,10552134520
2014-06-11,10654142266
2014-06-12,10159971411
2014-06-13,10447859937
2014-06-16,10361720063
2014-06-17,10361720063
2014-06-18,10486396196
2014-06-19,10611072329
2014-06-20,10710813235
2014-06-23,10697212202
2014-06-24,10352652708
2014-06-25,10495463551
2014-06-26,10515865100
2014-06-27,10436525743
2014-06-30,10604127973
2014-07-01,10567300092
2014-07-02,10424592054
2014-07-03,10518963499
2014-07-07,10254263104
2014-07-08,10054011502
2014-07-09,10152986432
2014-07-10,10010278393
2014-07-11,9964243542
2014-07-14,10026390591
2014-07-15,9784707622
2014-07-16,9812328533
2014-07-17,9430239268
2014-07-18,9595964732
2014-07-21,9409523585
2014-07-22,9381902674
2014-07-23,9370393961
2014-07-24,9377299189
2014-07-25,9209271982
2014-07-28,9193159784
2014-07-29,9280626001
2014-07-30,9177047586
2014-07-31,8935364617
2014-08-01,8965287271
2014-08-04,9110297052
2014-08-05,9057356973
2014-08-06,9188556299
2014-08-07,9197763269
2014-08-08,9243798120
2014-08-11,9312850397
2014-08-12,9089581369
2014-08-13,9195461527
2014-08-14,9144823190
2014-08-15,9137917963
2014-08-18,9101090082
2014-08-19,9167840616
2014-08-20,9144823190
2014-08-21,9188556299
2014-08-22,9248401606
2014-08-25,9066563943
2014-08-26,9147124933
2014-08-27,9239194635
2014-08-28,9098788339
2014-08-29,9271419031
2014-09-02,9211573725
2014-09-03,9216177210
2014-09-04,9165538873
2014-09-05,9232289408
2014-09-08,9011322122
2014-09-09,8905441964
2014-09-10,8944571588
2014-09-11,8972192498
2014-09-12,9015925607
2014-09-15,8953778558
2014-09-16,8937666360
2014-09-17,8946873330
2014-09-18,8742018242
2014-09-19,8748923470
2014-09-22,8622327629
2014-09-23,8553275352
2014-09-24,8523352699
2014-09-25,8408265571
2014-09-26,8525654442
2014-09-29,8622327629
2014-09-30,8715608625
2014-10-01,8480798250
2014-10-02,8315049749
2014-10-03,8181530125
2014-10-06,8206852812
2014-10-07,7992761000
2014-10-08,8001969250
2014-10-09,7536952625
2014-10-10,7479401062
2014-10-13,7396526812
2014-10-14,7467890749
2014-10-15,7751044437
2014-10-16,7944417687
2014-10-17,8006573375
2014-10-20,7999667187
2014-10-21,8112468250
2014-10-22,7981250687
2014-10-23,8006573375
2014-10-24,7983552750
2014-10-27,7879959937
2014-10-28,8197644562
2014-10-29,8289727062
2014-10-30,8259800250
2014-10-31,8471589999
2014-11-03,8529141562
2014-11-04,8690285937
2014-11-05,9035595312
2014-11-06,9056313875
2014-11-07,9203645875
2014-11-10,8964231375
2014-11-11,8973439625
2014-11-12,9077032437
2014-11-13,8929700437
2014-11-14,9116167500
2014-11-17,9265801562
2014-11-18,9348675812
2014-11-19,9385508812
2014-11-20,9578882062
2014-11-21,9555861437
2014-11-24,9433852125
2014-11-25,9240478875
2014-11-26,9226666500
2014-11-28,9007970562
2014-12-01,8621224062
2014-12-02,8568276625
2014-12-03,8676473562
2014-12-04,8499214750
2014-12-05,8471589999
2014-12-08,8105562062
2014-12-09,8310445625
2014-12-10,8048010500
2014-12-11,8128582687
2014-12-12,7902980562
2014-12-15,7815502187
2014-12-16,7755648562
2014-12-17,8034198125
2014-12-18,8137790937
2014-12-19,8029594000
2014-12-22,7958230062
2014-12-23,8066427000
2014-12-24,8045708437
2014-12-26,8064124937
2014-12-29,8061822875
2014-12-30,7847731062
2014-12-31,7767320469
2015-01-02,7879890331
2015-01-05,7457179013
2015-01-06,7167713654
2015-01-07,7133253492
2015-01-08,7225147257
2015-01-09,7075819889
2015-01-12,6977034092
2015-01-13,6977034092
2015-01-14,7114874739
2015-01-15,6924195177
2015-01-16,6951763307
2015-01-20,6954060651
2015-01-21,7174605686
2015-01-22,7147037557
2015-01-23,6967844715
2015-01-26,7133253492
2015-01-27,7048251760
2015-01-28,6843788133
2015-01-29,6722028895
2015-01-30,6650811227
2015-02-02,6951763307
2015-02-03,7411232131
2015-02-04,7174605686
2015-02-05,7303256957
2015-02-06,7337717119
2015-02-09,7558262154
2015-02-10,7569748875
2015-02-11,7441097604
2015-02-12,7519207304
2015-02-13,7719076243
2015-02-17,7686913425
2015-02-18,7675426704
2015-02-19,7808672663
2015-02-20,7771915157
2015-02-23,7659345296
2015-02-24,7889079708
2015-02-25,7884485019
2015-02-26,7420421507
2015-02-27,7397448066
2015-03-02,7232039289
2015-03-03,7300959613
2015-03-04,6958655339
2015-03-05,6977034092
2015-03-06,6767975777
2015-03-09,6558917462
2015-03-10,6432563536
2015-03-11,6593377624
2015-03-12,6342967115
2015-03-13,6101745982
2015-03-16,6207423812
2015-03-17,6202829124
2015-03-18,6319993674
2015-03-19,6409590094
2015-03-20,6476213074
2015-03-23,6574998871
2015-03-24,6501483859
2015-03-25,6666892636
2015-03-26,6297020232
2015-03-27,6147692865
2015-03-30,6416482127
2015-03-31,6384824315
2015-04-01,6348195707
2015-04-02,6659538879
2015-04-06,6565678070
2015-04-07,6735085384
2015-04-08,6654960303
2015-04-09,6519892309
2015-04-10,6572545934
2015-04-13,6538206613
2015-04-14,6501578005
2015-04-15,7046428556
2015-04-16,7128842925
2015-04-17,7128842925
2015-04-20,6879310530
2015-04-21,6751110400
2015-04-22,6872442666
2015-04-23,7023535676
2015-04-24,6913649850
2015-04-27,6840392633
2015-04-28,6618331694
2015-04-29,7067032148
2015-04-30,7435607521
2015-05-01,7575254091
2015-05-04,7602725547
2015-05-05,7417293217
2015-05-06,7566096939
2015-05-07,7398978912
2015-05-08,7632486292
2015-05-11,7394400336
2015-05-12,7451632537
2015-05-13,7163182245
2015-05-14,7227282310
2015-05-15,7337168136
2015-05-18,7181496550
2015-05-19,7057874996
2015-05-20,7115107197
2015-05-21,7245596614
2015-05-22,7208968006
2015-05-26,6801474737
2015-05-27,6762556840
2015-05-28,6524470885
2015-05-29,6373377875
2015-06-01,6368799299
2015-06-02,6510735157
2015-06-03,6371088587
2015-06-04,6268070626
2015-06-05,6203970561
2015-06-08,6277227778
2015-06-09,6361931435
2015-06-10,6270359914
2015-06-11,6029984671
2015-06-12,5782741563
2015-06-15,5757559395
2015-06-16,5677434314
2015-06-17,5702616482
2015-06-18,5533209168
2015-06-19,5377537582
2015-06-22,5439348359
2015-06-23,5473687679
2015-06-24,5361512566
2015-06-25,5214998132
2015-06-26,5125715899
2015-06-29,5043301530
2015-06-30,4979246379
2015-07-01,4793727079
2015-07-02,4990698187
2015-07-06,4901374080
2015-07-07,4713564419
2015-07-08,4587594525
2015-07-09,4637982483
2015-07-10,4498270418
2015-07-13,4560110184
2015-07-14,4587594525
2015-07-15,4335654735
2015-07-16,4168458330
2015-07-17,3941712520
2015-07-20,3815742625
2015-07-21,4019584818
2015-07-22,3982939031
2015-07-23,4086005308
2015-07-24,4040198074
2015-07-27,3973777584
2015-07-28,4065392053
2015-07-29,3820323348
2015-07-30,3859259498
2015-07-31,3783677561
2015-08-03,3495091984
2015-08-04,3311863047
2015-08-05,3183602790
2015-08-06,3272926897
2015-08-07,3011825661
2015-08-10,3174441343
2015-08-11,3080536513
2015-08-12,3252313642
2015-08-13,2966018427
2015-08-14,2961437703
2015-08-17,2982050959
2015-08-18,2938534086
2015-08-19,2878984682
2015-08-20,2860661788
2015-08-21,2888146128
2015-08-24,2691175021
2015-08-25,2803402745
2015-08-26,2789660574
2015-08-27,3174441343
2015-08-28,3295830515
2015-08-31,3488220899
2015-09-01,3263765451
2015-09-02,3245442557
2015-09-03,3259184727
2015-09-04,3069084704
2015-09-08,3062213619
2015-09-09,3057632896
2015-09-10,3025567832
2015-09-11,2869823235
2015-09-14,2883565405
2015-09-15,2986631682
2015-09-16,3172150982
2015-09-17,3098859407
2015-09-18,2982050959
2015-09-21,2943114810
2015-09-22,2759885872
2015-09-23,2521688253
2015-09-24,2491913551
2015-09-25,2391137635
2015-09-28,2242264123
2015-09-29,2155230378
2015-09-30,2244717312
2015-10-01,2093542473
2015-10-02,2256169951
2015-10-05,2460026932
2015-10-06,2485222738
2015-10-07,2590587020
2015-10-08,2657012329
2015-10-09,2682208135
2015-10-12,2638688106
2015-10-13,2604330188
2015-10-14,2537904879
2015-10-15,2650140745
2015-10-16,2519580657
2015-10-19,2407344791
2015-10-20,2366115289
2015-10-21,2210359394
2015-10-22,2274494174
2015-10-23,2176001476
2015-10-26,2029407692
2015-10-27,1598788453
2015-10-28,1619403204
2015-10-29,1550687367
2015-10-30,1525491561
2015-11-02,1791192794
2015-11-03,1878232853
2015-11-04,1859908630
2015-11-05,1935496050
2015-11-06,1880523381
2015-11-09,1885104437
2015-11-10,1871361269
2015-11-11,1733929597
2015-11-12,1630855843
2015-11-13,1694990623
2015-11-16,1823260184
2015-11-17,1763706459
2015-11-18,1898847604
2015-11-19,1793483322
2015-11-20,1802645433
2015-11-23,1681247456
2015-11-24,1722476958
2015-11-25,1832422296
2015-11-27,1713314846
2015-11-30,1804935961
2015-12-01,1981306607
2015-12-02,1985887663
2015-12-03,1990468719
2015-12-04,1768287515
2015-12-07,1502586282
2015-12-08,1488843115
2015-12-09,1580464230
2015-12-10,1740801181
2015-12-11,1601078981
2015-12-14,1541525256
2015-12-15,1498005226
2015-12-16,1527782089
2015-12-17,1580464230
2015-12-18,1690409568
2015-12-21,1825550712
2015-12-22,1848455991
2015-12-23,1972144496
2015-12-24,1981306607
2015-12-28,1802645433
2015-12-29,1887394964
2015-12-30,1782030682
2015-12-31,1811147901
2016-01-04,1964751583
2016-01-05,1955581214
2016-01-06,1737784948
2016-01-07,1666714587
2016-01-08,1763003463
2016-01-11,1604814596
2016-01-12,1536036827
2016-01-13,1387018329
2016-01-14,1288436861
2016-01-15,1144003547
2016-01-19,1180685024
2016-01-20,1162344285
2016-01-21,1384725737
2016-01-22,1412236844
2016-01-25,1311362784
2016-01-26,1432870175
2016-01-27,1540622012
2016-01-28,1547499789
2016-01-29,1820318270
2016-02-01,1923484922
2016-02-02,1790514570
2016-02-03,1944118253
2016-02-04,2019773798
2016-02-05,2086258974
2016-02-08,1960166399
2016-02-09,1726321986
2016-02-10,1652959033
2016-02-11,1682762733
2016-02-12,1785929386
2016-02-16,1808855308
2016-02-17,2033529352
2016-02-18,1932655292
2016-02-19,1804270124
2016-02-22,1994555283
2016-02-23,1813440493
2016-02-24,1815733085
2016-02-25,1753833094
2016-02-26,1797392347
2016-02-29,1978507137
2016-03-01,2074796013
2016-03-02,2166499704
2016-03-03,2361370048
2016-03-04,2425562632
2016-03-07,2673162598
2016-03-08,2398051524
2016-03-09,2528729284
2016-03-10,2542484838
2016-03-11,2682332967
2016-03-14,2723599628
2016-03-15,2647944083
2016-03-16,2666284821
2016-03-17,2728184813
2016-03-18,2691503336
2016-03-21,2675455190
2016-03-22,2757988512
2016-03-23,2393466340
2016-03-24,2508095954
2016-03-28,2503510769
2016-03-29,2535607061
2016-03-30,2604384830
2016-03-31,2578318118
2016-04-01,2464132196
2016-04-04,2498387973
2016-04-05,2498387973
2016-04-06,2530360031
2016-04-07,2530360031
2016-04-08,2708490069
2016-04-11,2850080613
2016-04-12,3089871049
2016-04-13,3135545418
2016-04-14,2950564224
2016-04-15,2920875884
2016-04-18,2950564224
2016-04-19,3044196680
2016-04-20,3158382602
2016-04-21,2982536282
2016-04-22,3096722204
2016-04-25,2991671156
2016-04-26,3233745311
2016-04-27,3583154232
2016-04-28,3462117155
2016-04-29,3436996252
2016-05-02,3521493834
2016-05-03,3338796359
2016-05-04,3329661485
2016-05-05,3350214951
2016-05-06,3400456757
2016-05-09,3151531447
2016-05-10,3366200980
2016-05-11,3478103184
2016-05-12,3290838272
2016-05-13,3270284806
2016-05-16,3206340689
2016-05-17,3306824301
2016-05-18,3083019894
2016-05-19,3007657185
2016-05-20,3007657185
2016-05-23,3083019894
2016-05-24,3194922097
2016-05-25,3386754446
2016-05-26,3430145096
2016-05-27,3391321883
2016-05-31,3507791523
2016-06-01,3539763582
2016-06-02,3450698562
2016-06-03,3576303077
2016-06-06,3523777552
2016-06-07,3507791523
2016-06-08,3441563689
2016-06-09,3347931233
2016-06-10,3055615272
2016-06-13,3112708233
2016-06-14,3032778088
2016-06-15,3083019894
2016-06-16,3083019894
2016-06-17,3265717369
2016-06-20,3368484699
2016-06-21,3405024194
2016-06-22,3366200980
2016-06-23,3537479863
2016-06-24,3329661485
2016-06-27,3112708233
2016-06-28,3462117155
2016-06-29,3633396038
2016-06-30,3691667267
2016-07-01,3762793236
2016-07-05,3629718841
2016-07-06,3801797800
2016-07-07,3661840247
2016-07-08,3726083058
2016-07-11,3755910078
2016-07-12,3895867631
2016-07-13,3833919206
2016-07-14,3845391137
2016-07-15,3944049740
2016-07-18,3893573245
2016-07-19,3810975345
2016-07-20,3914222720
2016-07-21,3891278859
2016-07-22,3909633948
2016-07-25,3939460968
2016-07-26,4210198530
2016-07-27,4334095380
2016-07-28,4398338192
2016-07-29,4446520300
2016-08-01,4249203094
2016-08-02,4221670460
2016-08-03,4318034677
2016-08-04,4345567311
2016-08-05,4370805558
2016-08-08,4350156083
2016-08-09,4242319935
2016-08-10,4090890451
2016-08-11,4074829749
2016-08-12,3953227284
2016-08-15,4113834313
2016-08-16,4097773610
2016-08-17,4143661332
2016-08-18,4207904144
2016-08-19,4005998165
2016-08-22,4017470096
2016-08-23,4116128699
2016-08-24,4058769046
2016-08-25,4132189402
2016-08-26,4159722035
2016-08-29,4253791866
2016-08-30,4240025549
2016-08-31,4184960282
2016-09-01,4173488352
2016-09-02,4214787302
2016-09-06,4414398894
2016-09-07,4272146955
2016-09-08,4345567311
2016-09-09,4084007293
2016-09-12,4017470096
2016-09-13,3671017792
2016-09-14,3650368316
2016-09-15,3810975345
2016-09-16,3771970781
2016-09-19,3806386573
2016-09-20,3900456404
2016-09-21,4072535363
2016-09-22,4031236412
2016-09-23,3992231848
2016-09-26,4168899580
2016-09-27,4194137827
2016-09-28,4414398894
2016-09-29,4304268361
2016-09-30,4405280352
2016-10-03,4464935190
2016-10-04,4506234693
2016-10-05,4577361615
2016-10-06,4637016453
2016-10-07,4593422533
2016-10-10,4648488538
2016-10-11,4517706777
2016-10-12,4524590028
2016-10-13,4554417447
2016-10-14,4290559509
2016-10-17,4233199088
2016-10-18,4274498591
2016-10-19,4129950330
2016-10-20,4152894498
2016-10-21,3994579735
2016-10-24,3852325891
2016-10-25,3900508645
2016-10-26,3758254800
2016-10-27,3829381722
2016-10-28,3863797975
2016-10-31,3889036560
2016-11-01,4228610254
2016-11-02,3863797975
2016-11-03,3813320804
2016-11-04,3854620308
2016-11-07,3930336064
2016-11-08,3893625394
2016-11-09,4244671172
2016-11-10,4045056906
2016-11-11,4129950330
2016-11-14,4228610254
2016-11-15,4214843753
2016-11-16,4240082338
2016-11-17,4150600081
2016-11-18,4230904671
2016-11-21,4382336183
2016-11-22,4510823527
2016-11-23,4552123030
2016-11-25,4506234693
2016-11-28,4529178861
2016-11-29,4643899704
2016-11-30,4721909877
2016-12-01,4634722037
2016-12-02,4793036799
2016-12-05,4949057145
2016-12-06,4958234812
2016-12-07,5059189154
2016-12-08,4997239899
2016-12-09,4887107890
2016-12-12,4568183948
2016-12-13,4480996108
2016-12-14,4389219434
2016-12-15,4458051939
2016-12-16,4407574768
2016-12-19,4304326010
2016-12-20,4327270179
2016-12-21,4416752436
2016-12-22,4382336183
2016-12-23,4416752436
2016-12-27,4430518937
2016-12-28,4389219434
2016-12-29,4292853926
2016-12-30,4182721917
2017-01-03,4001116912
2017-01-04,4214846879
2017-01-05,4299879231
2017-01-06,4244723111
2017-01-09,4129814526
2017-01-10,4265406656
2017-01-11,4235530424
2017-01-12,4240126768
2017-01-13,4283792030
2017-01-17,4184970647
2017-01-18,4219443222
2017-01-19,4212548707
2017-01-20,4201057849
2017-01-23,4260810313
2017-01-24,4483732967
2017-01-25,4490627482
2017-01-26,4437769533
2017-01-27,4366526211
2017-01-30,4205654192
2017-01-31,3893102842
2017-02-01,3886208327
2017-02-02,3849437580
2017-02-03,3943662620
2017-02-06,3968942508
2017-02-07,4042484002
2017-02-08,3980433367
2017-02-09,3978135195
2017-02-10,3911488216
2017-02-13,3906891873
2017-02-14,3982731538
2017-02-15,3922979074
2017-02-16,3913786388
2017-02-17,3893102842
2017-02-21,3913786388
2017-02-22,3916084559
2017-02-23,3755212541
2017-02-24,3626514926
2017-02-27,3612725896
2017-02-28,3578253321
2017-03-01,3688565562
2017-03-02,3559867947
2017-03-03,3550675261
2017-03-06,3608129553
2017-03-07,3536886230
2017-03-08,3428872161
2017-03-09,3527693544
2017-03-10,3490922797
2017-03-13,3527693544
2017-03-14,3472537423
2017-03-15,3601235038
2017-03-16,3495519140
2017-03-17,3470239251
2017-03-20,3615024068
2017-03-21,3532289887
2017-03-22,3529991715
2017-03-23,3608129553
2017-03-24,3610427724
2017-03-27,3589744179
2017-03-28,3677074704
2017-03-29,3778194258
2017-03-30,3725336309
2017-03-31,3860380321
2017-04-03,3864981489
2017-04-04,3973108947
2017-04-05,3823570973
2017-04-06,3924796679
2017-04-07,3917894926
2017-04-10,3940900768
2017-04-11,3871883242
2017-04-12,3745351110
2017-04-13,3651027157
2017-04-17,3683235336
2017-04-18,3630321899
2017-04-19,3556703204
2017-04-20,3542899698
2017-04-21,3531396777
2017-04-24,3542899698
2017-04-25,3660229494
2017-04-26,3641824820
2017-04-27,3535997946
2017-04-28,3492286845
2017-05-01,3568206125
2017-05-02,3713142931
2017-05-03,3653327741
2017-05-04,3423269319
2017-05-05,3621119562
2017-05-08,3747651694
2017-05-09,3609616641
2017-05-10,3729247020
2017-05-11,3720044683
2017-05-12,3738449357
2017-05-15,3738449357
2017-05-16,3731547604
2017-05-17,3575107877
2017-05-18,3655628325
2017-05-19,3699339425
2017-05-22,3690137088
2017-05-23,3779859873
2017-05-24,3772958120
2017-05-25,3669431830
2017-05-26,3538298530
2017-05-30,3425569903
2017-05-31,3338147703
2017-06-01,3400263477
2017-06-02,3280633097
2017-06-05,3255326671
2017-06-06,3324344197
2017-06-07,3269130176
2017-06-08,3326644782
2017-06-09,3397962892
2017-06-12,3441673993
2017-06-13,3563604956
2017-06-14,3443974577
2017-06-15,3407165229
2017-06-16,3333546534
2017-06-19,3319743029
2017-06-20,3269130176
2017-06-21,3131095123
2017-06-22,3133395707
2017-06-23,3255326671
2017-06-26,3365754713
2017-06-27,3349650624
2017-06-28,3471581587
2017-06-29,3522194440
2017-06-30,3437407107
2017-07-03,3545545081
2017-07-05,3430504683
2017-07-06,3389090139
2017-07-07,3347675596
2017-07-10,3435106299
2017-07-11,3637577400
2017-07-12,3586959625
2017-07-13,3621471744
2017-07-14,3628374168
2017-07-17,3600764473
2017-07-18,3589260433
2017-07-19,3817040422
2017-07-20,3731910527
2017-07-21,3665187096
2017-07-24,3711203255
2017-07-25,3883763853
2017-07-26,3844650117
2017-07-27,3904471125
2017-07-28,3890666277
2017-07-31,3856154157
2017-08-01,3557049121
2017-08-02,3554748313
2017-08-03,3439707915
2017-08-04,3575455585
2017-08-07,3543244273
2017-08-08,3531740233
2017-08-09,3554748313
2017-08-10,3476520842
2017-08-11,3451211955
2017-08-14,3317765092
2017-08-15,3340773172
2017-08-16,3287854589
2017-08-17,3237236813
2017-08-18,3278651357
2017-08-21,3285553781
2017-08-22,3306261052
2017-08-23,3317765092
2017-08-24,3336171556
2017-08-25,3368382868
2017-08-28,3333870748
2017-08-29,3333870748
2017-08-30,3299358628
2017-08-31,3347675596
2017-09-01,3400594179
2017-09-05,3290155397
2017-09-06,3310862668
2017-09-07,3313163476
2017-09-08,3269448125
2017-09-11,3368382868
2017-09-12,3531740233
2017-09-13,3566252353
2017-09-14,3603065281
2017-09-15,3607666896
2017-09-18,3649081440
2017-09-19,3672089520
2017-09-20,3754918607
2017-09-21,3692796791
2017-09-22,3743414567
2017-09-25,3846950925
2017-09-26,3892967085
2017-09-27,3897568701
2017-09-28,3789430726
2017-09-29,3897568701
2017-10-02,3803278965
2017-10-03,3774040274
2017-10-04,3738054192
2017-10-05,3798780705
2017-10-06,3726808542
2017-10-09,3738054192
2017-10-10,3670580290
2017-10-11,3684075071
2017-10-12,3621099428
2017-10-13,3569369436
2017-10-16,3499646404
2017-10-17,3560372916
2017-10-18,3616601168
2017-10-19,3558123786
2017-10-20,3571618567
2017-10-23,3560372916
2017-10-24,3625597688
2017-10-25,3573867697
2017-10-26,3542379876
2017-10-27,3670580290
2017-10-30,3720061152
2017-10-31,3627846819
2017-11-01,3726808542
2017-11-02,3711064632
2017-11-03,3659334640
2017-11-06,3661583770
2017-11-07,3573867697
2017-11-08,3461411193
2017-11-09,3463660323
2017-11-10,3537881615
2017-11-13,3623348558
2017-11-14,3533383355
2017-11-15,3585113347
2017-11-16,3605355518
2017-11-17,3778538534
2017-11-20,3607604648
2017-11-21,3659334640
2017-11-22,3695320721
2017-11-24,3654836380
2017-11-27,3598608128
2017-11-28,3634594209
2017-11-29,3036325608
2017-11-30,3137536461
2017-12-01,3353452949
2017-12-04,3402933811
2017-12-05,3294975567
2017-12-06,3279231656
2017-12-07,3270235136
2017-12-08,3236498185
2017-12-11,3290477307
2017-12-12,3281480786
2017-12-13,3234249055
2017-12-14,3218505144
2017-12-15,3106048640
2017-12-18,3191515583
2017-12-19,3209508624
2017-12-20,3238747315
2017-12-21,3240996445
2017-12-22,3285979046
2017-12-26,3333210778
2017-12-27,3258989485
2017-12-28,3366947729
2017-12-29,3290477307
2018-01-02,3344487586
2018-01-03,3382215714
2018-01-04,3328952475
2018-01-05,3282347140
2018-01-08,3240180409
2018-01-09,3326733173
2018-01-10,3264592727
2018-01-11,3337829681
2018-01-12,3371119206
2018-01-16,3246838313
2018-01-17,3302320855
2018-01-18,3249057615
2018-01-19,3171382057
2018-01-22,3220206694
2018-01-23,3251276917
2018-01-24,3255715520
2018-01-25,3264592727
2018-01-26,3206890884
2018-01-29,3071513483
2018-01-30,3036004657
2018-01-31,3109241611
2018-02-01,3020469545
2018-02-02,2878434240
2018-02-05,2811855190
2018-02-06,2840706112
2018-02-07,2625433851
2018-02-08,2596582930
2018-02-09,2791881475
2018-02-12,2891750049
2018-02-13,2960548401
2018-02-14,3231303202
2018-02-15,3282347140
2018-02-16,3275689235
2018-02-20,3209110185
2018-02-21,3162504851
2018-02-22,3226864599
2018-02-23,3322294570
2018-02-26,3324513871
2018-02-27,3533128226
2018-02-28,3566417751
2018-03-01,3646312610
2018-03-02,3710672358
2018-03-05,3872681379
2018-03-06,3841611156
2018-03-07,3879339284
2018-03-08,3972549953
2018-03-09,3894874395
2018-03-12,3799444424
2018-03-13,3606365181
2018-03-14,3448794764
2018-03-15,3388873619
2018-03-16,3439917557
2018-03-19,3417724541
2018-03-20,3453233367
2018-03-21,3462110574
2018-03-22,3388873619
2018-03-23,3419943842
2018-03-26,3484303590
2018-03-27,3433259652
2018-03-28,3377777111
2018-03-29,3424382445
2018-04-02,3131876605
2018-04-03,3218273201
2018-04-04,3248512009
2018-04-05,3369467244
2018-04-06,3229072775
2018-04-09,3263631413
2018-04-10,3373787073
2018-04-11,3393226307
2018-04-12,3384586648
2018-04-13,3399706052
2018-04-16,3414825456
2018-04-17,3410505627
2018-04-18,3503381967
2018-04-19,3481782818
2018-04-20,3378106903
2018-04-23,3380266818
2018-04-24,3188034392
2018-04-25,3110277456
2018-04-26,3088678307
2018-04-27,3159955498
2018-04-30,3209633541
2018-05-01,3218273201
2018-05-02,3272271073
2018-05-03,3226912860
2018-05-04,3313309456
2018-05-07,3345708180
2018-05-08,3302509882
2018-05-09,3358667669
2018-05-10,3382426733
2018-05-11,3360827584
2018-05-14,3488262563
2018-05-15,3496902223
2018-05-16,3527141031
2018-05-17,3581138904
2018-05-18,3529300946
2018-05-21,3583298819
2018-05-22,3488262563
2018-05-23,3425625031
2018-05-24,3425625031
2018-05-25,3423465116
2018-05-29,3434264691
2018-05-30,3520661287
2018-05-31,3490422478
2018-06-01,3574659159
2018-06-04,3475303074
2018-06-05,3550900095
2018-06-06,3574659159
2018-06-07,3719373457
2018-06-08,3743132521
2018-06-11,3686974734
2018-06-12,3693454479
2018-06-13,3678335074
2018-06-14,3667535500
2018-06-15,3624337202
2018-06-18,3626497117
2018-06-19,3652416095
2018-06-20,3682654904
2018-06-21,3719373457
2018-06-22,3779851075
2018-06-25,3704254053
2018-06-26,3756092011
2018-06-27,3730173032
2018-06-28,3715053628
2018-06-29,3840328692
2018-07-02,3742245460
2018-07-03,3681276292
2018-07-05,3609795199
2018-07-06,3656047671
2018-07-09,3777986006
2018-07-10,3780088391
2018-07-11,3679173907
2018-07-12,3590873733
2018-07-13,3607692814
2018-07-16,3624511895
2018-07-17,3599283274
2018-07-18,3582464193
2018-07-19,3592976118
2018-07-20,3616102354
2018-07-23,3628716665
2018-07-24,3550928417
2018-07-25,3553030802
2018-07-26,3576157038
2018-07-27,3334382752
2018-07-30,3330177982
2018-07-31,3422682926
2018-08-01,3382737609
2018-08-02,3311256516
2018-08-03,3353304218
2018-08-06,3384839994
2018-08-07,3357508988
2018-08-08,3346997063
2018-08-09,3368020914
2018-08-10,3319666057
