,ALB
2018-08-17,10242143600
2018-08-20,10252875100
2018-08-21,10177754600
2018-08-22,10144486950
2018-08-23,10062927550
2018-08-24,10302240000
2018-08-27,10397750350
2018-08-28,10403116100
2018-08-29,10379506800
2018-08-30,10200290750
2018-08-31,10250728800
2018-09-04,10363409550
2018-09-05,10350531750
2018-09-06,10480382900
2018-09-07,10429944850
2018-09-10,10451407850
2018-09-11,10607014600
2018-09-12,10673549900
2018-09-13,10796962150
2018-09-14,10828083500
2018-09-17,10994421750
2018-09-18,11059883900
2018-09-19,11320659350
2018-09-20,11439779000
2018-09-21,11313147300
2018-09-24,11261636100
2018-09-25,11003006950
2018-09-26,10873155800
2018-09-27,10833449250
2018-09-28,10707890700
2018-10-01,10693275280
2018-10-02,10800377700
2018-10-03,11032609680
2018-10-04,11051697240
2018-10-05,10928688520
2018-10-08,10842794500
2018-10-09,10315765760
2018-10-10,10145038140
2018-10-11,10006123120
2018-10-12,10083533780
2018-10-15,10185334100
2018-10-16,10300919880
2018-10-17,10213965440
2018-10-18,10145038140
2018-10-19,10140796460
2018-10-22,10313644920
2018-10-23,10196998720
2018-10-24,9929772880
2018-10-25,10117467220
2018-10-26,10099440080
2018-10-29,10090956720
2018-10-30,10298799040
2018-10-31,10521487240
2018-11-01,11178947640
2018-11-02,11287110480
2018-11-05,11262720820
2018-11-06,11430267180
2018-11-07,11451475580
2018-11-08,11226666540
2018-11-09,10856579960
2018-11-12,10399538940
2018-11-13,10519366400
2018-11-14,10597837480
2018-11-15,10890513400
2018-11-16,10708121160
2018-11-19,10562843620
2018-11-20,10152461080
2018-11-21,10129131840
2018-11-23,10261684340
2018-11-26,10244717620
2018-11-27,10119588060
2018-11-28,10245778040
2018-11-29,10224569640
2018-11-30,10213965440
2018-12-03,10440895320
2018-12-04,9882053980
2018-12-06,9669969980
2018-12-07,9400623300
2018-12-10,9441979680
2018-12-11,9446221360
2018-12-12,9414408760
2018-12-13,9325333480
2018-12-14,9010388740
2018-12-17,8537441420
2018-12-18,8592583260
2018-12-19,8462151600
2018-12-20,8076158720
2018-12-21,7936183280
2018-12-24,7754851459
2018-12-26,8088883760
2018-12-27,8188563240
2018-12-28,8137663079
2018-12-31,8153928929
2019-01-02,8263959890
2019-01-03,7690529310
2019-01-04,8066115759
2019-01-07,8102087420
2019-01-08,8181436670
2019-01-09,8129595160
2019-01-10,8175088730
2019-01-11,8189900590
2019-01-14,8143349030
2019-01-15,7791038360
2019-01-16,7821720070
2019-01-17,7965606710
2019-01-18,8107377369
2019-01-22,7974070630
2019-01-23,7820662080
2019-01-24,7831241980
2019-01-25,8102087420
2019-01-28,8156044910
2019-01-29,8286177679
2019-01-30,8486137789
2019-01-31,8541153270
2019-02-01,8601458700
2019-02-04,8669170060
2019-02-05,8603574680
2019-02-06,8695619810
2019-02-07,8531631360
2019-02-08,8570776990
2019-02-11,8554907140
2019-02-12,8511529550
2019-02-13,8646952270
2019-02-14,8508355580
2019-02-15,8608864630
2019-02-19,8795070870
2019-02-20,8761215190
2019-02-21,9443618740
2019-02-22,9435154820
2019-02-25,9688014430
2019-02-26,9627709000
2019-02-27,9763131720
2019-02-28,9658390710
2019-03-01,9605491210
2019-03-04,9362153510
2019-03-05,9302906070
2019-03-06,9137859630
2019-03-07,8950595400
2019-03-08,8778143030
2019-03-11,9046872490
2019-03-12,9042640530
2019-03-13,9120931790
2019-03-14,8964349270
2019-03-15,9037350580
2019-03-18,9144207570
2019-03-19,9017248770
2019-03-20,8933667560
2019-03-21,9046872490
2019-03-22,8751693280
2019-03-25,8631082420
2019-03-26,8573950960
2019-03-27,8479789850
2019-03-28,8587704830
2019-03-29,8673402020
2019-04-01,8921916200
2019-04-02,8784166900
2019-04-03,8922975810
2019-04-04,9064963550
2019-04-05,9127480540
2019-04-08,9212249340
2019-04-09,8983373580
2019-04-10,9064963550
2019-04-11,8764034310
2019-04-12,8864697260
2019-04-15,8716351860
2019-04-16,8817014810
2019-04-17,8699398100
2019-04-18,8749199770
2019-04-22,8706815370
2019-04-23,8376217050
2019-04-24,8137804800
2019-04-25,7933300070
2019-04-26,8006413160
2019-04-29,8022307309
2019-04-30,7953432660
2019-05-01,7848531269
2019-05-02,8062572490
2019-05-03,8164295050
2019-05-06,8164295050
2019-05-07,8037141849
2019-05-08,7690649380
2019-05-09,7693828210
2019-05-10,7695947429
2019-05-13,7263626550
2019-05-14,7440581420
2019-05-15,7372766380
2019-05-16,7354753010
2019-05-17,7179917360
2019-05-20,7182036580
2019-05-21,7258328500
2019-05-22,7201109559
2019-05-23,7029452740
2019-05-24,7078194800
2019-05-28,7144950230
2019-05-29,6972233800
2019-05-30,6947862769
2019-05-31,6707331300
2019-06-03,6892763050
2019-06-04,7156605940
2019-06-05,7138592570
2019-06-06,7254090059
2019-06-07,7319785880
2019-06-10,7515813730
2019-06-11,7780716230
2019-06-12,7648264980
2019-06-13,7709722360
2019-06-14,7510515679
2019-06-17,7548661639
2019-06-18,7498859970
2019-06-19,7304951340
2019-06-20,7363229889
2019-06-21,7241374740
2019-06-24,7206407610
2019-06-25,7183096190
2019-06-26,7328262760
2019-06-27,7366408720
2019-06-28,7460714010
2019-07-01,7454909670
2019-07-02,7406150130
2019-07-03,7583168460
2019-07-05,7473989490
2019-07-08,7440069810
2019-07-09,7485649380
2019-07-10,7471869509
2019-07-11,7481409420
2019-07-12,7698707369
2019-07-15,7676447580
2019-07-16,7743226950
2019-07-17,7699767360
2019-07-18,7737927000
2019-07-19,7893745530
2019-07-22,7757006820
2019-07-23,7905405420
2019-07-24,8006104470
2019-07-25,7908585390
2019-07-26,7905405420
2019-07-29,7747466910
2019-07-30,7801526399
2019-07-31,7733687039
2019-08-01,7376470410
2019-08-02,7280011320
2019-08-05,6933394590
2019-08-06,6937634550
2019-08-07,7164472410
2019-08-08,7789866509
2019-08-09,7446429750
2019-08-12,7142212619
2019-08-13,7255631550
2019-08-14,6814675710
2019-08-15,6535898340
2019-08-16,6687476910
2019-08-19,6881455080
2019-08-20,6801955830
2019-08-21,6986394090
2019-08-22,6701256780
2019-08-23,6354640050
2019-08-26,6445799190
2019-08-27,6285740700
2019-08-28,6287860680
2019-08-29,6411879510
2019-08-30,6543318270
2019-09-03,6384319770
2019-09-04,6498798690
2019-09-05,6674757030
2019-09-06,6702316770
2019-09-09,6928094640
2019-09-10,7237611720
2019-09-11,7340430750
2019-09-12,7343610720
2019-09-13,7343610720
2019-09-16,7296971160
2019-09-17,7182492240
2019-09-18,7144332600
2019-09-19,7238671710
2019-09-20,7299091140
2019-09-23,7231251780
2019-09-24,7196272110
2019-09-25,7239731700
2019-09-26,7122072810
2019-09-27,7222771860
2019-09-30,7371692240
2019-10-01,7243387470
2019-10-02,7058883089
2019-10-03,7128867510
2019-10-04,7032373839
2019-10-07,6964510160
2019-10-08,6754556900
2019-10-09,6743953200
2019-10-10,6941182019
2019-10-11,7307009670
2019-10-14,7163859720
2019-10-15,7196731190
2019-10-16,7165980460
2019-10-17,7233844140
2019-10-18,7118263809
2019-10-21,7129927879
2019-10-22,7082211230
2019-10-23,7153256019
2019-10-24,7364269650
2019-10-25,6742892830
2019-10-28,6758798380
2019-10-29,6683512110
2019-10-30,6645338790
2019-10-31,6440687380
2019-11-01,6838326129
2019-11-04,7178704900
2019-11-05,7143712690
2019-11-06,7074788640
2019-11-07,7569981430
2019-11-08,7208395260
2019-11-11,7181886010
2019-11-12,6925276470
2019-11-13,6911491660
2019-11-14,6949664980
2019-11-15,7013287180
2019-11-18,7115082699
2019-11-19,7047219019
2019-11-20,6897706850
2019-11-21,6906189809
2019-11-22,6881801300
2019-11-25,6907250180
2019-11-26,6954966830
2019-11-27,6945423500
2019-11-29,6932699059
2019-12-02,6896646480
2019-12-03,6749255050
2019-12-04,6671848040
2019-12-05,6752436160
2019-12-06,6818179100
2019-12-09,6862714640
2019-12-10,6924216100
2019-12-11,6963449790
2019-12-12,7212636740
2019-12-13,7065245309
2019-12-16,7019649400
2019-12-17,7292164490
2019-12-18,7305949300
2019-12-19,7364269650
2019-12-20,7460763320
2019-12-23,7680259910
2019-12-24,7668595839
2019-12-26,7686622129
2019-12-27,7635724370
2019-12-30,7627241410
2019-12-31,7758820080
2020-01-02,7713142470
2020-01-03,7602666389
2020-01-06,7594168229
2020-01-07,7694021610
2020-01-08,7561237860
2020-01-09,7726951979
2020-01-10,7658966699
2020-01-13,8058380220
2020-01-14,8304826860
2020-01-15,8510907240
2020-01-16,8542775340
2020-01-17,8593764300
2020-01-21,8638379640
2020-01-22,8644753260
2020-01-23,8699991300
2020-01-24,8623507860
2020-01-27,8385559380
2020-01-28,8519405400
2020-01-29,8575705710
2020-01-30,8581017060
2020-01-31,8527903560
2020-02-03,8582079330
2020-02-04,9606107610
2020-02-05,9303360660
2020-02-06,9236437650
2020-02-07,8767976580
2020-02-10,8843397750
2020-02-11,8998489170
2020-02-12,9223690410
2020-02-13,9340540110
2020-02-14,9522188280
2020-02-18,9422334900
2020-02-19,9490320180
2020-02-20,10018268370
2020-02-21,9818561610
2020-02-24,9519001470
2020-02-25,9117463410
2020-02-26,9098342550
2020-02-27,8583141600
2020-02-28,8694679950
2020-03-02,8954936100
2020-03-03,8794533330
2020-03-04,9164203290
2020-03-05,9004862790
2020-03-06,8774350200
2020-03-09,7750321919
2020-03-10,7987208130
2020-03-11,7443325889
2020-03-12,6882447330
2020-03-13,7224498270
2020-03-16,6263143920
2020-03-17,7123582620
2020-03-18,7291421280
2020-03-19,6579700380
2020-03-20,5677833150
2020-03-23,5406954300
2020-03-24,5951898810
2020-03-25,6375744540
2020-03-26,6422484420
2020-03-27,5844609540
2020-03-30,5906221200
2020-03-31,5993765730
2020-04-01,5831082360
2020-04-02,5705614140
2020-04-03,5603538300
2020-04-06,6053309970
2020-04-07,6060753000
2020-04-08,6573258780
2020-04-09,7126169580
2020-04-13,6731688990
2020-04-14,6771030720
2020-04-15,6193664250
2020-04-16,6227689530
2020-04-17,6536043630
2020-04-20,6379740000
2020-04-21,6152195940
2020-04-22,6321259050
2020-04-23,6449917140
2020-04-24,6542423370
2020-04-27,6618980250
2020-04-28,6838017990
2020-04-29,6876296430
2020-04-30,6531790470
2020-05-01,6107537760
2020-05-04,6088398540
2020-05-05,6217056630
2020-05-06,6159638970
2020-05-07,6352094460
2020-05-08,6831638250
2020-05-11,6848650890
2020-05-12,6301056540
2020-05-13,6371233680
2020-05-14,6348904590
2020-05-15,6523284150
2020-05-18,6797612970
2020-05-19,6752954790
2020-05-20,7245258060
2020-05-21,7227182130
2020-05-22,7242068190
2020-05-26,7967231970
2020-05-27,7978928160
2020-05-28,8073560970
2020-05-29,8136295080
2020-06-01,8231991180
2020-06-02,8356396110
2020-06-03,8393611260
2020-06-04,8503130130
2020-06-05,8964597990
2020-06-08,9222977460
2020-06-09,9037965000
2020-06-10,8916749940
2020-06-11,7923637080
2020-06-12,8221358279
2020-06-15,8124598890
2020-06-16,8424446670
2020-06-17,8418066930
2020-06-18,8379788490
2020-06-19,8330877149
2020-06-22,8057611620
2020-06-23,8093763480
2020-06-24,7796042279
2020-06-25,7863029550
2020-06-26,7936396560
2020-06-29,8116092570
2020-06-30,8214063059
2020-07-01,8091719160
2020-07-02,8357684160
2020-07-06,8640670920
2020-07-07,8298108000
2020-07-08,8292788700
2020-07-09,8058739500
2020-07-10,8392791540
2020-07-13,8676842160
2020-07-14,8952381900
2020-07-15,9213027600
2020-07-16,9197069700
2020-07-17,9410905560
2020-07-20,9259837440
2020-07-21,9274731480
2020-07-22,9328988340
2020-07-23,9354520980
2020-07-24,9259837440
2020-07-27,9125791080
2020-07-28,8904508200
2020-07-29,8918338380
2020-07-30,8830038000
2020-07-31,8772589560
2020-08-03,8865145380
2020-08-04,9077917380
2020-08-05,9425799600
2020-08-06,8866209240
2020-08-07,8983233840
2020-08-10,9278986920
2020-08-11,9835385700
2020-08-12,9683253720
2020-08-13,9744957600
2020-08-14,9829002540
2020-08-17,9763043220
2020-08-18,9808789200
2020-08-19,9814108500
2020-08-20,9686445300
2020-08-21,9547079640
2020-08-24,9785384280
2020-08-25,9690700740
2020-08-26,9776873400
2020-08-27,9694956180
2020-08-28,9821555520
2020-08-31,9682189860
2020-09-01,10360932540
2020-09-02,10601364900
2020-09-03,9913047480
2020-09-04,10076881920
2020-09-08,9908792040
2020-09-09,10151352120
2020-09-10,9947091000
2020-09-11,10102414560
2020-09-14,10443913620
2020-09-15,10467318540
2020-09-16,10404550800
2020-09-17,10686473700
2020-09-18,10421572560
2020-09-21,10120500180
2020-09-22,10132202640
2020-09-23,8555562120
2020-09-24,8863017660
2020-09-25,8991744720
2020-09-28,9025788240
2020-09-29,9240687960
2020-09-30,9523051200
2020-10-01,9251055450
2020-10-02,9524117850
2020-10-05,10107575400
2020-10-06,9998777100
2020-10-07,10313438850
2020-10-08,10341171750
2020-10-09,10243039950
2020-10-12,10126775100
2020-10-13,10148108100
2020-10-14,10089442350
2020-10-15,10063842750
2020-10-16,9964644300
2020-10-19,9873979050
2020-10-20,9979577400
2020-10-21,10225973550
2020-10-22,10128908400
2020-10-23,10291039200
2020-10-26,10077709200
2020-10-27,10152374700
2020-10-28,9683048700
2020-10-29,10001977050
2020-10-30,9942244650
2020-11-02,10329438600
2020-11-03,10412637300
2020-11-04,9965710950
2020-11-05,11253157500
2020-11-06,11969946300
2020-11-09,12451005450
2020-11-10,12579003450
2020-11-11,12647269050
2020-11-12,12654735600
2020-11-13,13064329200
2020-11-16,13751251799
2020-11-17,13647786750
2020-11-18,13497389100
2020-11-19,13418457000
2020-11-20,13641386850
2020-11-23,14299509900
2020-11-24,14640837899
2020-11-25,14370975449
2020-11-27,14683503900
2020-11-30,14503240050
2020-12-01,14493640200
2020-12-02,14426441250
2020-12-03,14049913800
2020-12-04,14849901300
2020-12-07,14933100000
2020-12-08,15354426749
2020-12-09,15205095750
2020-12-10,15085630950
2020-12-11,14789102250
2020-12-14,14353909050
2020-12-15,14713370100
2020-12-16,14482973700
2020-12-17,14664304199
2020-12-18,14815768500
2020-12-21,15148563300
2020-12-22,15601889550
2020-12-23,15990150150
2020-12-24,15961350599
2020-12-28,15969883800
2020-12-29,15596556300
2020-12-30,15924017850
2020-12-31,16609571840
2021-01-04,17184916960
2021-01-05,18344614560
2021-01-06,19714859200
2021-01-07,20716928000
2021-01-08,20728187200
2021-01-11,19961435680
2021-01-12,20548040000
2021-01-13,20257552640
2021-01-14,20533403040
2021-01-15,20282322880
2021-01-19,20857668000
2021-01-20,20287952480
2021-01-21,19862354720
2021-01-22,19558356320
2021-01-25,19919776640
2021-01-26,19746384960
2021-01-27,19011159200
2021-01-28,18731931040
2021-01-29,18314214720
2021-02-01,18731931040
2021-02-02,19056196000
2021-02-03,18226392960
2021-02-04,17440500800
2021-02-05,17696084640
2021-02-08,18190363520
2021-02-09,17867224480
2021-02-10,17569981600
2021-02-11,17997831200
2021-02-12,18537146880
2021-02-16,18262422400
2021-02-17,17729862240
2021-02-18,15927264320
2021-02-19,17583492640
2021-02-22,17619522080
2021-02-23,17408975040
2021-02-24,18116052800
2021-02-25,17280620160
2021-02-26,17700588320
2021-03-01,17220946400
2021-03-02,17307642240
2021-03-03,16551024000
2021-03-04,15932893919
2021-03-05,16199736960
2021-03-08,15840568480
2021-03-09,16412535840
2021-03-10,17147761600
2021-03-11,18157711840
2021-03-12,17708469760
2021-03-15,17882987360
2021-03-16,17492293120
2021-03-17,17554218720
2021-03-18,17172531840
2021-03-19,17057688000
2021-03-22,17130872800
2021-03-23,16491350240
2021-03-24,16509364960
2021-03-25,16768326560
2021-03-26,16933836800
2021-03-29,16484594720
2021-03-30,16369750879
2021-03-31,17066962990
2021-04-01,17607788660
2021-04-05,17547047980
2021-04-06,17858928010
2021-04-07,16785453299
2021-04-08,17073971529
2021-04-09,17208301880
2021-04-12,17253857390
2021-04-13,17355481220
2021-04-14,17863600370
2021-04-15,17580922590
2021-04-16,17758472270
2021-04-19,18397417500
2021-04-20,17348472680
2021-04-21,17877617450
2021-04-22,18198842200
2021-04-23,18833115070
2021-04-26,19924111130
2021-04-27,19828327750
2021-04-28,19787444600
2021-04-29,19579524580
2021-04-30,19643769530
2021-05-03,19389125910
2021-05-04,18935906990
2021-05-05,19524624350
2021-05-06,17854255650
2021-05-07,19007160480
2021-05-10,18628699320
2021-05-11,18747844500
2021-05-12,18058671400
2021-05-13,18419611210
2021-05-14,19134482290
2021-05-17,18431292110
2021-05-18,18613514150
2021-05-19,18336676820
2021-05-20,18454653910
2021-05-21,18640380220
2021-05-24,18641548310
2021-05-25,18458158180
2021-05-26,18946419800
2021-05-27,19689325040
2021-05-28,19516447720
2021-06-01,20024566870
2021-06-02,19899581240
2021-06-03,19643769530
2021-06-04,20271033860
2021-06-07,19948641020
2021-06-08,20559552090
2021-06-09,20367985330
2021-06-10,19598214020
2021-06-11,19878555620
2021-06-14,19663627060
2021-06-15,19393798270
2021-06-16,19306191520
2021-06-17,19141490830
2021-06-18,18452317730
2021-06-21,18854140690
2021-06-22,18873998220
2021-06-23,19118129030
2021-06-24,19386789730
2021-06-25,19480236930
2021-06-28,19746561450
2021-06-29,19570179860
2021-06-30,19692823565
2021-07-01,20110153377
2021-07-02,19948832609
2021-07-06,19704513475
2021-07-07,19877524154
2021-07-08,19628529056
2021-07-09,20516962269
2021-07-12,21917413571
2021-07-13,21609968920
2021-07-14,21336425009
2021-07-15,21723361053
2021-07-16,21118992670
2021-07-19,20817392974
2021-07-20,21889357785
2021-07-21,22236548133
2021-07-22,22533471865
2021-07-23,22251745017
2021-07-26,22776622007
2021-07-27,22092762231
2021-07-28,22741552275
2021-07-29,23709476881
2021-07-30,24085892006
2021-08-02,24186425238
2021-08-03,24195777166
2021-08-04,24179411291
2021-08-05,25556482772
2021-08-06,26502196547
2021-08-09,27048115377
2021-08-10,27942393546
2021-08-11,27587020260
2021-08-12,27651314769
2021-08-13,27497007948
2021-08-16,26407508271
2021-08-17,25302811710
2021-08-18,25452442567
2021-08-19,24940424478
2021-08-20,25680395825
2021-08-23,26645982449
2021-08-24,26793275324
2021-08-25,27374263886
2021-08-26,26968623984
2021-08-27,27664173671
2021-08-30,27702750376
2021-08-31,27674694591
2021-09-01,27962266394
2021-09-02,28526889081
2021-09-03,28273218019
2021-09-07,27913168769
2021-09-08,27971618322
2021-09-09,28454411634
2021-09-10,28192557635
2021-09-13,26785092386
2021-09-14,26941737190
2021-09-15,27352053055
2021-09-16,27032918493
2021-09-17,26518562422
2021-09-20,25189419576
2021-09-21,25307487674
2021-09-22,26101232610
2021-09-23,26787430369
2021-09-24,26465957824
2021-09-27,25980826530
2021-09-28,25302811710
2021-09-29,25597397459
2021-09-30,25619271030
2021-10-01,25609911110
2021-10-04,25179354790
2021-10-05,26019407610
2021-10-06,26017067630
2021-10-07,26008877700
2021-10-08,25161804940
2021-10-11,25056505840
2021-10-12,25373573130
2021-10-13,26167996340
2021-10-14,27065378670
2021-10-15,26765861230
2021-10-18,27718233090
2021-10-19,27605914050
2021-10-20,27514654830
2021-10-21,27396485840
2021-10-22,27086438490
2021-10-25,28014240560
2021-10-26,27630483840
2021-10-27,27114518250
2021-10-28,28806323790
2021-10-29,29304739530
2021-11-01,29936534130
2021-11-02,30422079979
2021-11-03,30647888050
2021-11-04,31900947340
2021-11-05,31883397490
2021-11-08,32586561479
2021-11-09,32124415430
2021-11-10,31092484250
2021-11-11,31859997690
2021-11-12,32338523599
2021-11-15,31740658710
2021-11-16,31878717530
2021-11-17,31986356610
2021-11-18,32134945340
2021-11-19,32927028570
2021-11-22,33204316200
2021-11-23,32193444840
2021-11-24,32113885520
2021-11-26,31221183150
2021-11-29,32278854110
2021-11-30,31179063510
2021-12-01,30402190150
2021-12-02,30582368610
2021-12-03,29421738530
2021-12-06,29078931460
2021-12-07,30364750469
2021-12-08,30962615360
2021-12-09,30123732530
2021-12-10,30755527130
2021-12-13,29109351200
2021-12-14,28527866170
2021-12-15,28055190210
2021-12-16,27017409080
2021-12-17,26894560130
2021-12-20,25520991870
2021-12-21,26225325850
2021-12-22,26351684770
2021-12-23,26664072100
2021-12-27,27272466900
2021-12-28,27237367200
2021-12-29,27205777470
2021-12-30,27418715650
2021-12-31,27366518820
2022-01-03,27706010220
2022-01-04,28397870280
2022-01-05,27585432240
2022-01-06,27320863080
2022-01-07,27629917320
2022-01-10,26570470020
2022-01-11,28115741220
2022-01-12,28221100620
2022-01-13,27537435180
2022-01-14,27354812220
2022-01-18,26492035800
2022-01-19,25718229540
2022-01-20,25420881900
2022-01-21,24905791500
2022-01-24,24808626720
2022-01-25,24116766660
2022-01-26,24071110920
2022-01-27,24048868380
2022-01-28,24142521180
2022-01-31,25841148840
2022-02-01,26363263200
2022-02-02,25928948340
2022-02-03,25176213960
2022-02-04,25288597320
2022-02-07,25728765480
2022-02-08,26537691540
2022-02-09,27677914380
2022-02-10,27632258640
2022-02-11,27029368740
2022-02-14,26653586880
2022-02-15,28258561740
2022-02-16,28798236000
2022-02-17,23064343320
2022-02-18,22331510160
2022-02-22,22459112100
2022-02-23,21306012000
2022-02-24,21563557200
2022-02-25,22470818700
2022-02-28,22932058740
2022-03-01,21825785040
2022-03-02,22373653920
2022-03-03,21812907780
2022-03-04,20963008620
2022-03-07,20145887940
2022-03-08,21158508840
2022-03-09,21906560580
2022-03-10,22051722420
2022-03-11,21629114160
2022-03-14,20637565140
2022-03-15,21300158700
2022-03-16,22388872500
2022-03-17,22988250420
2022-03-18,23207163840
2022-03-21,23258672880
2022-03-22,24068769600
2022-03-23,24374311860
2022-03-24,25069683900
2022-03-25,25471220280
2022-03-28,25091926440
2022-03-29,26044843680
2022-03-30,26123277900
2022-03-31,25900203400
2022-04-01,26341730720
2022-04-04,26472900640
2022-04-05,25449306800
2022-04-06,24766520520
2022-04-07,24811024600
2022-04-08,24711476000
2022-04-11,24125896000
2022-04-12,24011122320
2022-04-13,24887150000
2022-04-14,24698593240
2022-04-18,24555711720
2022-04-19,25548855400
2022-04-20,25436424040
2022-04-21,24271119840
2022-04-22,23498154240
2022-04-25,23242841360
2022-04-26,21989700160
2022-04-27,22513208680
2022-04-28,22868070160
2022-04-29,22583478280
2022-05-02,22418344720
2022-05-03,23085905920
2022-05-04,25234984520
2022-05-05,27697934000
2022-05-06,28390089560
2022-05-09,25957590240
2022-05-10,25932995880
2022-05-11,24949221480
2022-05-12,24998410200
2022-05-13,26798483120
2022-05-16,26505693120
2022-05-17,28017660680
2022-05-18,27637033680
2022-05-19,28000093280
2022-05-20,27690907040
2022-05-23,28452161040
2022-05-24,28476755400
2022-05-25,27816221160
2022-05-26,29870435800
2022-05-27,31729066720
2022-05-31,30499348720
2022-06-01,28121893920
2022-06-02,29430079640
2022-06-03,29368008160
2022-06-06,30191333640
2022-06-07,30203045240
2022-06-08,29702959920
2022-06-09,28316306480
2022-06-10,27741266920
2022-06-13,26025517520
2022-06-14,26155516280
2022-06-15,25189309280
2022-06-16,23677341720
2022-06-17,24833276640
2022-06-21,25335704280
2022-06-22,25325163840
2022-06-23,25018319920
2022-06-24,26326505640
2022-06-27,26540827920
2022-06-28,26139120040
2022-06-29,24815709240
2022-06-30,24479081280
2022-07-01,24030450400
2022-07-05,23477568480
2022-07-06,23228068800
2022-07-07,23778608000
2022-07-08,24121816480
2022-07-11,23406115520
2022-07-12,22937571520
2022-07-13,22958656000
2022-07-14,23035965760
2022-07-15,23509195200
2022-07-18,23881687680
2022-07-19,24776606720
2022-07-20,25712523360
2022-07-21,26425881600
2022-07-22,25940938560
2022-07-25,26656639520
2022-07-26,26367313600
2022-07-27,27443793440
2022-07-28,27681579520
2022-07-29,28617496160
2022-08-01,28107954560
2022-08-02,28568299040
2022-08-03,28058757440
2022-08-04,27514075040
2022-08-05,27877196640
2022-08-08,28679578240
2022-08-09,28658493760
2022-08-10,30373364800
2022-08-11,31123035200
2022-08-12,32981983520
2022-08-15,33275994880
2022-08-16,32892960160
2022-08-17,32519296320
2022-08-18,32740683360
2022-08-19,31629062719
2022-08-22,32294395200
2022-08-23,32918730079
2022-08-24,33721111680
2022-08-25,34634772480
2022-08-26,33753909760
2022-08-29,33380245920
2022-08-30,31951186719
2022-08-31,31387762559
2022-09-01,30099266559
2022-09-02,30441303680
2022-09-06,31240171200
2022-09-07,32704371200
2022-09-08,34136944480
2022-09-09,35184140320
2022-09-12,34785877920
2022-09-13,34917070240
2022-09-14,35966608800
2022-09-15,33588748000
2022-09-16,33655515520
2022-09-19,34783535200
2022-09-20,33694170399
2022-09-21,33387274079
2022-09-22,31878562399
2022-09-23,31562295200
2022-09-26,31044554079
2022-09-27,31589236480
2022-09-28,32557951200
2022-09-29,31092579840
2022-09-30,30981790400
2022-10-03,32070206800
2022-10-04,33247664799
2022-10-05,32429888000
2022-10-06,32914930400
2022-10-07,31929614799
2022-10-10,32582196000
2022-10-11,31983508400
2022-10-12,29459882000
2022-10-13,29992960000
2022-10-14,27821985200
2022-10-17,29059194800
2022-10-18,29485657200
2022-10-19,30052711600
2022-10-20,29921492400
2022-10-21,31634371600
2022-10-24,31699981200
2022-10-25,32972338800
2022-10-26,33056693999
2022-10-27,33059037200
2022-10-28,32823545600
2022-10-31,32789569200
2022-11-01,32687640000
2022-11-02,31225483199
2022-11-03,32167449600
2022-11-04,33389428400
2022-11-07,33565168400
2022-11-08,35852131600
2022-11-09,35163230800
2022-11-10,37581413200
2022-11-11,38121520800
2022-11-14,37063566000
2022-11-15,34662957600
2022-11-16,33597973199
2022-11-17,32506042000
2022-11-18,32450976800
2022-11-21,33142220800
2022-11-22,33166824399
2022-11-23,33261723999
2022-11-25,31963591200
2022-11-28,31177447600
2022-11-29,31635543199
2022-11-30,32569308400
2022-12-01,32252976400
2022-12-02,33306244799
2022-12-05,31074346800
2022-12-06,30226108400
2022-12-07,30181587600
2022-12-08,29996474799
2022-12-09,29670770000
2022-12-12,30386617600
2022-12-13,30685375600
2022-12-14,29039277600
2022-12-15,28176980000
2022-12-16,28453477600
2022-12-19,27338114400
2022-12-20,27356860000
2022-12-21,27254930800
2022-12-22,26475816800
2022-12-23,26590633600
2022-12-27,25090985600
2022-12-28,25076926400
2022-12-29,25478785200
2022-12-30,25407317600
2023-01-03,25146264000
2023-01-04,26209558240
2023-01-05,25628087520
2023-01-06,25983300480
2023-01-09,26259968000
2023-01-10,26248244800
2023-01-11,27732401920
2023-01-12,28511994720
2023-01-13,28397107360
2023-01-17,28495582240
2023-01-18,28581161600
2023-01-19,28031343520
2023-01-20,29130979680
2023-01-23,30555348480
2023-01-24,31011380959
2023-01-25,31767527360
2023-01-26,32760482400
2023-01-27,33026599040
2023-01-30,31884759360
2023-01-31,32994946400
2023-02-01,33516628799
2023-02-02,34014864799
2023-02-03,33672547360
2023-02-06,32450989920
2023-02-07,32747586879
2023-02-08,31435760799
2023-02-09,31346664480
2023-02-10,31452173280
2023-02-13,31644433760
2023-02-14,31734702400
2023-02-15,31979717280
2023-02-16,33483803840
2023-02-17,30247028320
2023-02-21,28365454720
2023-02-22,28891826400
2023-02-23,29759343200
2023-02-24,29251728640
2023-02-27,30130968639
2023-02-28,29813269920
2023-03-01,29617492480
2023-03-02,29352548160
2023-03-03,30406463840
2023-03-06,30115728480
2023-03-07,29179044800
2023-03-08,29689004000
2023-03-09,27754676000
2023-03-10,26392440160
2023-03-13,26141563680
2023-03-14,26419403520
2023-03-15,25134540800
2023-03-16,25159159520
2023-03-17,24441699680
2023-03-20,24993862400
2023-03-21,26134529760
2023-03-22,25335007520
2023-03-23,25279908480
2023-03-24,25531957280
2023-03-27,25659740160
2023-03-28,25575333120
2023-03-29,26313894720
2023-03-30,26077086080
2023-03-31,25935065280
2023-04-03,25628828760
2023-04-04,24589267240
2023-04-05,23080377720
