,EOG
2001-01-12,5446771200
2001-01-16,5577121280
2001-01-17,5200037120
2001-01-18,5065031680
2001-01-19,5148828160
2001-01-22,5237280000
2001-01-23,5353664000
2001-01-24,5353664000
2001-01-25,5507290880
2001-01-26,5456081920
2001-01-29,5283833600
2001-01-30,5181415680
2001-01-31,5092963840
2001-02-01,5032444160
2001-02-02,5288488960
2001-02-05,5265212160
2001-02-06,5367630080
2001-02-07,5511946240
2001-02-08,5367630080
2001-02-09,5525912320
2001-02-12,5418839040
2001-02-13,5488669440
2001-02-14,5479358720
2001-02-15,5274522880
2001-02-16,5358319360
2001-02-20,5335042560
2001-02-21,5204692480
2001-02-22,5134862080
2001-02-23,5074342400
2001-02-26,5153483520
2001-02-27,5162794240
2001-02-28,5074342400
2001-03-01,5078997760
2001-03-02,5251246080
2001-03-05,5321076480
2001-03-06,5395562240
2001-03-07,5679539200
2001-03-08,5847132160
2001-03-09,5865753600
2001-03-12,5530567680
2001-03-13,5460737280
2001-03-14,5302455040
2001-03-15,5214003200
2001-03-16,5214003200
2001-03-19,5316421120
2001-03-20,5437460480
2001-03-21,5134862080
2001-03-22,4985890560
2001-03-23,5060376320
2001-03-26,5055720960
2001-03-27,4930026240
2001-03-28,4883472640
2001-03-29,4664670720
2001-03-30,4799676160
2001-04-02,4593086800
2001-04-03,4389155600
2001-04-04,4537469200
2001-04-05,4671878400
2001-04-06,4676513200
2001-04-09,4866540000
2001-04-10,4977775200
2001-04-11,4940696800
2001-04-12,5024123200
2001-04-16,5167802000
2001-04-17,5251228400
2001-04-18,5153897600
2001-04-19,5010218800
2001-04-20,5065836400
2001-04-23,5431985600
2001-04-24,5404176800
2001-04-25,5524681600
2001-04-26,5543220800
2001-04-27,5482968400
2001-04-30,5376368000
2001-05-01,5265132800
2001-05-02,4917522800
2001-05-03,4880444400
2001-05-04,5056566800
2001-05-07,5056566800
2001-05-08,5098280000
2001-05-09,5237324000
2001-05-10,5167802000
2001-05-11,5144628000
2001-05-14,5265132800
2001-05-15,5464429200
2001-05-16,5478333600
2001-05-17,5571029600
2001-05-18,5705438800
2001-05-21,5770326000
2001-05-22,5723978000
2001-05-23,5418081200
2001-05-24,5330020000
2001-05-25,5269767600
2001-05-29,5228054400
2001-05-30,5214150000
2001-05-31,5200245600
2001-06-01,5214150000
2001-06-04,5288306800
2001-06-05,5218784800
2001-06-06,4838731200
2001-06-07,4769209200
2001-06-08,4787748400
2001-06-11,4852635600
2001-06-12,4954601200
2001-06-13,4820192000
2001-06-14,4732130800
2001-06-15,4718226400
2001-06-18,4579182400
2001-06-19,4620895600
2001-06-20,4532834400
2001-06-21,4282555200
2001-06-22,4407694800
2001-06-25,4347442400
2001-06-26,4398425200
2001-06-27,4254746400
2001-06-28,4073989199
2001-06-29,4120337200
2001-07-02,4035336960
2001-07-03,4095496800
2001-07-05,4169539680
2001-07-06,4257465599
2001-07-09,4095496800
2001-07-10,4044592320
2001-07-11,3905761920
2001-07-12,3845602080
2001-07-13,3933528000
2001-07-16,3771559200
2001-07-17,3683633280
2001-07-18,3623473440
2001-07-19,3641984160
2001-07-20,3716027039
2001-07-23,3716027039
2001-07-24,3572568960
2001-07-25,3919644960
2001-07-26,3993687840
2001-07-27,4211188800
2001-07-30,4095496800
2001-07-31,4090869120
2001-08-01,4002943200
2001-08-02,4072358400
2001-08-03,3975177120
2001-08-06,3924272640
2001-08-07,3887251200
2001-08-08,3720654719
2001-08-09,3720654719
2001-08-10,3762303840
2001-08-13,3785442240
2001-08-14,3877995840
2001-08-15,4188050400
2001-08-16,4174167360
2001-08-17,4076986080
2001-08-20,3952038719
2001-08-21,3947411039
2001-08-22,3901134240
2001-08-23,3850229760
2001-08-24,3790069920
2001-08-27,3762303840
2001-08-28,3720654719
2001-08-29,3725282400
2001-08-30,3655867200
2001-08-31,3660494880
2001-09-04,3762303840
2001-09-05,3674377920
2001-09-06,3771559200
2001-09-07,3780814560
2001-09-10,3785442240
2001-09-17,3558685920
2001-09-18,3355068000
2001-09-19,3248631360
2001-09-20,3225492960
2001-09-21,3285652800
2001-09-24,3142194720
2001-09-25,3086662560
2001-09-26,3082034880
2001-09-27,3160705440
2001-09-28,3345812640
2001-10-01,3250819360
2001-10-02,3324492320
2001-10-03,3398165280
2001-10-04,3582347680
2001-10-05,3623788720
2001-10-08,3688252560
2001-10-09,3702066239
2001-10-10,3913876000
2001-10-11,3909271440
2001-10-12,3913876000
2001-10-15,3784948320
2001-10-16,3923085120
2001-10-17,3913876000
2001-10-18,3817180239
2001-10-19,3913876000
2001-10-22,3959921600
2001-10-23,3946107920
2001-10-24,4015176320
2001-10-25,4245404320
2001-10-26,4342100080
2001-10-29,4365122880
2001-10-30,4098058400
2001-10-31,4070431040
2001-11-01,4139499440
2001-11-02,3982944400
2001-11-05,3895457760
2001-11-06,3923085120
2001-11-07,4061221920
2001-11-08,4065826480
2001-11-09,4213172400
2001-11-12,4157917679
2001-11-13,4153313120
2001-11-14,3913876000
2001-11-15,3660625200
2001-11-16,3766530080
2001-11-19,3771134640
2001-11-20,3964526159
2001-11-21,3950712480
2001-11-23,4047408239
2001-11-26,3982944400
2001-11-27,3982944400
2001-11-28,3955317040
2001-11-29,4047408239
2001-11-30,4024385440
2001-12-03,4148708560
2001-12-04,4286845360
2001-12-05,4503259680
2001-12-06,4443400400
2001-12-07,4392750240
2001-12-10,4300659040
2001-12-11,4190149600
2001-12-12,4107267520
2001-12-13,4056617360
2001-12-14,4157917679
2001-12-17,4121081199
2001-12-18,4222381520
2001-12-19,4328286400
2001-12-20,4282240800
2001-12-21,4319077280
2001-12-24,4365122880
2001-12-26,4489446000
2001-12-27,4484841440
2001-12-28,4517073360
2001-12-31,4517773200
2002-01-02,4397668800
2002-01-03,4314519600
2002-01-04,4365333000
2002-01-07,4402288200
2002-01-08,4356094200
2002-01-09,4332997200
2002-01-10,4286803199
2002-01-11,4115885400
2002-01-14,3995781000
2002-01-15,4055833199
2002-01-16,3968064600
2002-01-17,3880296000
2002-01-18,3783288600
2002-01-22,3778669200
2002-01-23,3875676600
2002-01-24,3944967599
2002-01-25,3958825800
2002-01-28,3829482599
2002-01-29,3690900600
2002-01-30,3797146800
2002-01-31,3926490000
2002-02-01,3843340800
2002-02-04,3811005000
2002-02-05,3792527400
2002-02-06,3774049800
2002-02-07,3672423000
2002-02-08,3718617000
2002-02-11,3820243800
2002-02-12,3741714000
2002-02-13,3755572200
2002-02-14,3806385600
2002-02-15,3769430400
2002-02-19,3792527400
2002-02-20,3746333399
2002-02-21,3847960200
2002-02-22,3931109400
2002-02-25,4028116800
2002-02-26,3995781000
2002-02-27,3986542200
2002-02-28,4065072000
2002-03-01,4060452599
2002-03-04,4125124200
2002-03-05,4148221200
2002-03-06,4383810600
2002-03-07,4503915000
2002-03-08,4499295600
2002-03-11,4559347800
2002-03-12,4568586600
2002-03-13,4600922400
2002-03-14,4545489600
2002-03-15,4531631400
2002-03-18,4605541800
2002-03-19,4707168600
2002-03-20,4670213400
2002-03-21,4753362600
2002-03-22,4637877600
2002-03-25,4605541800
2002-03-26,4536250800
2002-03-27,4697929800
2002-03-28,4684071600
2002-04-01,4791511800
2002-04-02,4897989840
2002-04-03,4759105440
2002-04-04,4597073640
2002-04-05,4541519880
2002-04-08,4657256880
2002-04-09,4518372480
2002-04-10,4643368440
2002-04-11,4634109480
2002-04-12,4402635480
2002-04-15,4504484040
2002-04-16,4495225080
2002-04-17,4647997920
2002-04-18,4703551680
2002-04-19,4782252840
2002-04-22,4786882320
2002-04-23,4828547640
2002-04-24,4745217000
2002-04-25,4833177120
2002-04-26,4874842440
2002-04-29,4874842440
2002-04-30,4925766720
2002-05-01,4925766720
2002-05-02,4999838400
2002-05-03,5064651120
2002-05-06,4888730880
2002-05-07,4907248800
2002-05-08,5032244760
2002-05-09,4944284640
2002-05-10,4948914120
2002-05-13,5050762680
2002-05-14,5060021640
2002-05-15,4930396200
2002-05-16,5009097360
2002-05-17,4907248800
2002-05-20,4944284640
2002-05-21,4921137240
2002-05-22,4976691000
2002-05-23,4995208920
2002-05-24,4879471920
2002-05-28,4842436080
2002-05-29,4842436080
2002-05-30,4712810640
2002-05-31,4745217000
2002-06-03,4643368440
2002-06-04,4610962080
2002-06-05,4578555720
2002-06-06,4541519880
2002-06-07,4606332600
2002-06-10,4448930280
2002-06-11,4370229120
2002-06-12,4379488080
2002-06-13,4402635480
2002-06-14,4435041840
2002-06-17,4536890400
2002-06-18,4532260920
2002-06-19,4518372480
2002-06-20,4504594160
2002-06-21,4486094800
2002-06-24,4523093520
2002-06-25,4523093520
2002-06-26,4546217720
2002-06-27,4527718360
2002-06-28,4592466120
2002-07-01,4476845120
2002-07-02,4356599280
2002-07-03,4370473800
2002-07-05,4449096080
2002-07-08,4324225400
2002-07-09,4277977000
2002-07-10,4157731160
2002-07-11,4102233079
2002-07-12,4074484040
2002-07-15,4088358560
2002-07-16,4065234359
2002-07-17,4065234359
2002-07-18,4032860480
2002-07-19,3926489160
2002-07-22,3658248440
2002-07-23,3575001320
2002-07-24,3792368799
2002-07-25,3672122960
2002-07-26,3750745239
2002-07-29,3963487880
2002-07-30,3968112720
2002-07-31,3963487880
2002-08-01,3843242040
2002-08-02,3829367519
2002-08-05,3695247160
2002-08-06,3838617200
2002-08-07,3889490440
2002-08-08,4042110160
2002-08-09,4106857920
2002-08-12,4162356000
2002-08-13,3986612079
2002-08-14,4028235640
2002-08-15,4134606960
2002-08-16,4060609519
2002-08-19,4074484040
2002-08-20,3986612079
2002-08-21,4018985960
2002-08-22,4125357280
2002-08-23,4055984680
2002-08-26,4106857920
2002-08-27,4148481480
2002-08-28,4046735000
2002-08-29,3958863040
2002-08-30,4028235640
2002-09-03,3880240760
2002-09-04,3898740120
2002-09-05,3935738840
2002-09-06,4014361120
2002-09-09,3995861760
2002-09-10,4088358560
2002-09-11,4116107600
2002-09-12,4055984680
2002-09-13,4074484040
2002-09-16,4120732440
2002-09-17,4023610799
2002-09-18,4074484040
2002-09-19,3958863040
2002-09-20,3935738840
2002-09-23,3949613359
2002-09-24,3829367519
2002-09-25,3995861760
2002-09-26,4111482760
2002-09-27,4125357280
2002-09-30,4123713000
2002-10-01,4142060999
2002-10-02,4183343999
2002-10-03,4105364999
2002-10-04,4009038000
2002-10-07,3967755000
2002-10-08,3917297999
2002-10-09,3820971000
2002-10-10,3820971000
2002-10-11,3894363000
2002-10-14,4105364999
2002-10-15,4229214000
2002-10-16,4164996000
2002-10-17,4307193000
2002-10-18,4279671000
2002-10-21,4334715000
2002-10-22,4270497000
2002-10-23,4453977000
2002-10-24,4389759000
2002-10-25,4183343999
2002-10-28,4201692000
2002-10-29,4100778000
2002-10-30,4275084000
2002-10-31,4247562000
2002-11-01,4316367000
2002-11-04,4343889000
2002-11-05,4325541000
2002-11-06,4362237000
2002-11-07,4343889000
2002-11-08,4298019000
2002-11-11,4265910000
2002-11-12,4229214000
2002-11-13,4109952000
2002-11-14,4320954000
2002-11-15,4311780000
2002-11-18,4353063000
2002-11-19,4394346000
2002-11-20,4573239000
2002-11-21,4628283000
2002-11-22,4403520000
2002-11-25,4431042000
2002-11-26,4325541000
2002-11-27,4389759000
2002-11-29,4444803000
2002-12-02,4481499000
2002-12-03,4522782000
2002-12-04,4458564000
2002-12-05,4509021000
2002-12-06,4573239000
2002-12-09,4518195000
2002-12-10,4605348000
2002-12-11,4619109000
2002-12-12,4756719000
2002-12-13,4720023000
2002-12-16,4747545000
2002-12-17,4669566000
2002-12-18,4573239000
2002-12-19,4564065000
2002-12-20,4747545000
2002-12-23,4779654000
2002-12-24,4738371000
2002-12-26,4715436000
2002-12-27,4600761000
2002-12-30,4591587000
2002-12-31,4567925840
2003-01-02,4709815320
2003-01-03,4677775760
2003-01-06,4659467440
2003-01-07,4435190520
2003-01-08,4421459280
2003-01-09,4494692560
2003-01-10,4453498840
2003-01-13,4430613440
2003-01-14,4453498840
2003-01-15,4531309200
2003-01-16,4531309200
2003-01-17,4490115480
2003-01-21,4389419720
2003-01-22,4375688480
2003-01-23,4380265560
2003-01-24,4279569800
2003-01-27,4119372000
2003-01-28,4242953160
2003-01-29,4393996800
2003-01-30,4339071840
2003-01-31,4435190520
2003-02-03,4426036360
2003-02-04,4563348760
2003-02-05,4549617520
2003-02-06,4517577960
2003-02-07,4467230080
2003-02-10,4513000880
2003-02-11,4494692560
2003-02-12,4366534320
2003-02-13,4398573880
2003-02-14,4448921760
2003-02-18,4517577960
2003-02-19,4549617520
2003-02-20,4599965400
2003-02-21,4645736200
2003-02-24,4769317360
2003-02-25,4787625680
2003-02-26,4824242320
2003-02-27,4751009040
2003-02-28,4728123640
2003-03-03,4677775760
2003-03-04,4677775760
2003-03-05,4760163200
2003-03-06,4787625680
2003-03-07,4810511080
2003-03-10,4837973560
2003-03-11,4778471520
2003-03-12,4691507000
2003-03-13,4618273720
2003-03-14,4531309200
2003-03-17,4522155040
2003-03-18,4590811240
2003-03-19,4586234160
2003-03-20,4636582040
2003-03-21,4490115480
2003-03-24,4439767600
2003-03-25,4508423800
2003-03-26,4453498840
2003-03-27,4526732120
2003-03-28,4586234160
2003-03-31,4524951920
2003-04-01,4602731680
2003-04-02,4515801360
2003-04-03,4442596880
2003-04-04,4360241840
2003-04-07,4300763200
2003-04-08,4227558720
2003-04-09,4236709280
2003-04-10,4405994640
2003-04-11,4373967680
2003-04-14,4378542960
2003-04-15,4387693520
2003-04-16,4314489040
2003-04-17,4428871040
2003-04-21,4479199120
2003-04-22,4529527200
2003-04-23,4460898000
2003-04-24,4392268800
2003-04-25,4364817120
2003-04-28,4355666560
2003-04-29,4200107040
2003-04-30,4277886800
2003-05-01,4236709280
2003-05-02,4264160960
2003-05-05,4319064320
2003-05-06,4273311520
2003-05-07,4264160960
2003-05-08,4259585680
2003-05-09,4337365440
2003-05-12,4415145200
2003-05-13,4479199120
2003-05-14,4520376640
2003-05-15,4556978880
2003-05-16,4589005840
2003-05-19,4552403600
2003-05-20,4479199120
2003-05-21,4703387840
2003-05-22,4726264240
2003-05-23,4804044000
2003-05-27,4886399040
2003-05-28,4854372080
2003-05-29,4822345120
2003-05-30,4932151840
2003-06-02,4973329360
2003-06-03,5051109120
2003-06-04,5028232720
2003-06-05,5028232720
2003-06-06,4996205760
2003-06-09,4955028240
2003-06-10,4959603520
2003-06-11,5174641680
2003-06-12,5005356320
2003-06-13,4872673200
2003-06-16,4799468720
2003-06-17,4776592320
2003-06-18,4726264240
2003-06-19,4817769840
2003-06-20,4767441760
2003-06-23,4822345120
2003-06-24,4781167600
2003-06-25,4913850720
2003-06-26,4804044000
2003-06-27,4790318160
2003-06-30,4795533440
2003-07-01,4740517760
2003-07-02,4694671360
2003-07-03,4722179200
2003-07-07,4612147840
2003-07-08,4584640000
2003-07-09,4639655680
2003-07-10,4511285760
2003-07-11,4529624320
2003-07-14,4415008320
2003-07-15,4387500480
2003-07-16,4327900160
2003-07-17,4465439360
2003-07-18,4552547520
2003-07-21,4520455040
2003-07-22,4483777920
2003-07-23,4447100800
2003-07-24,4382915840
2003-07-25,4470024000
2003-07-28,4483777920
2003-07-29,4378331200
2003-07-30,4424177600
2003-07-31,4447100800
2003-08-01,4456270080
2003-08-04,4369161920
2003-08-05,4415008320
2003-08-06,4470024000
2003-08-07,4589224640
2003-08-08,4543378240
2003-08-11,4671748160
2003-08-12,4786364160
2003-08-13,4754271680
2003-08-14,4713009920
2003-08-15,4749687040
2003-08-18,4768025600
2003-08-19,4680917440
2003-08-20,4713009920
2003-08-21,4758856320
2003-08-22,4790948800
2003-08-25,4758856320
2003-08-26,4735933120
2003-08-27,4758856320
2003-08-28,4832210560
2003-08-29,4859718400
2003-09-02,4864303040
2003-09-03,4868887680
2003-09-04,4864303040
2003-09-05,4786364160
2003-09-08,4836795200
2003-09-09,4763440960
2003-09-10,4722179200
2003-09-11,4671748160
2003-09-12,4676332800
2003-09-15,4676332800
2003-09-16,4758856320
2003-09-17,4685502080
2003-09-18,4758856320
2003-09-19,4745102400
2003-09-22,4777194880
2003-09-23,4735933120
2003-09-24,4795533440
2003-09-25,4726763840
2003-09-26,4657994240
2003-09-29,4694671360
2003-09-30,4786364160
2003-10-01,4790948800
2003-10-02,4845964480
2003-10-03,4873472320
2003-10-06,4859718400
2003-10-07,4873472320
2003-10-08,4855133760
2003-10-09,4827625920
2003-10-10,4900980160
2003-10-13,4905564800
2003-10-14,4859718400
2003-10-15,4754271680
2003-10-16,4813872000
2003-10-17,4786364160
2003-10-20,4749687040
2003-10-21,4818456640
2003-10-22,4818456640
2003-10-23,4804702720
2003-10-24,4809287360
2003-10-27,4740517760
2003-10-28,4717594560
2003-10-29,4772610240
2003-10-30,4722179200
2003-10-31,4832210560
2003-11-03,4841379840
2003-11-04,4818456640
2003-11-05,4772610240
2003-11-06,4772610240
2003-11-07,4786364160
2003-11-10,4781779520
2003-11-11,4795533440
2003-11-12,4882641600
2003-11-13,4942241920
2003-11-14,4928488000
2003-11-17,4864303040
2003-11-18,4873472320
2003-11-19,4882641600
2003-11-20,4882641600
2003-11-21,4818456640
2003-11-24,4781779520
2003-11-25,4800118080
2003-11-26,4800118080
2003-11-28,4809287360
2003-12-01,4864303040
2003-12-02,4910149440
2003-12-03,4855133760
2003-12-04,5107288960
2003-12-05,5102704320
2003-12-08,5139381440
2003-12-09,5162304640
2003-12-10,5134796800
2003-12-11,5171473920
2003-12-12,5240243520
2003-12-15,5171473920
2003-12-16,5235658880
2003-12-17,5299843840
2003-12-18,5409875200
2003-12-19,5377782720
2003-12-22,5331936320
2003-12-23,5281505280
2003-12-24,5364028800
2003-12-26,5368613440
2003-12-29,5400705920
2003-12-30,5373198080
2003-12-31,5338150120
2004-01-02,5301143880
2004-01-05,5389033700
2004-01-06,5365904800
2004-01-07,5301143880
2004-01-08,5287266540
2004-01-09,5301143880
2004-01-12,5250260300
2004-01-13,5264137640
2004-01-14,5347401680
2004-01-15,5180873600
2004-01-16,5241008740
2004-01-20,5402911040
2004-01-21,5352027460
2004-01-22,5324272780
2004-01-23,5421414160
2004-01-26,5430665720
2004-01-27,5389033700
2004-01-28,5305769660
2004-01-29,5241008740
2004-01-30,5241008740
2004-02-02,5217879840
2004-02-03,5236382960
2004-02-04,5139241580
2004-02-05,4958836160
2004-02-06,5000468180
2004-02-09,4991216620
2004-02-10,5060603320
2004-02-11,5000468180
2004-02-12,5102235340
2004-02-13,5060603320
2004-02-17,5083732220
2004-02-18,5032848640
2004-02-19,4995842400
2004-02-20,4972713500
2004-02-23,4977339280
2004-02-24,5018971300
2004-02-25,5055977540
2004-02-26,5088358000
2004-02-27,5143867360
2004-03-01,5231757180
2004-03-02,5254886080
2004-03-03,5268763420
2004-03-04,5180873600
2004-03-05,5264137640
2004-03-08,5291892320
2004-03-09,5222505620
2004-03-10,5148493140
2004-03-11,5074480660
2004-03-12,5166996260
2004-03-15,5217879840
2004-03-16,5208628280
2004-03-17,5259511860
2004-03-18,5250260300
2004-03-19,5171622040
2004-03-22,5199376720
2004-03-23,5176247820
2004-03-24,5014345520
2004-03-25,5028222860
2004-03-26,5088358000
2004-03-29,5153118920
2004-03-30,5231757180
2004-03-31,5339881440
2004-04-01,5307292800
2004-04-02,5339881440
2004-04-05,5339881440
2004-04-06,5353848000
2004-04-07,5353848000
2004-04-08,5479547040
2004-04-12,5572657440
2004-04-13,5516791200
2004-04-14,5530757760
2004-04-15,5647145760
2004-04-16,5721634080
2004-04-19,5828711040
2004-04-20,5707667520
2004-04-21,5614557120
2004-04-22,5698356480
2004-04-23,5665767840
2004-04-26,5726289600
2004-04-27,5870610720
2004-04-28,5833366560
2004-04-29,5698356480
2004-04-30,5730945120
2004-05-03,6070798080
2004-05-04,6289607520
2004-05-05,6284952000
2004-05-06,6303574080
2004-05-07,6270985440
2004-05-10,6075453600
2004-05-11,6112697760
2004-05-12,6168564000
2004-05-13,6182530560
2004-05-14,6303574080
2004-05-17,6359440320
2004-05-18,6261674400
2004-05-19,6159252960
2004-05-20,6103386720
2004-05-21,6131319840
2004-05-24,6266329920
2004-05-25,6350129280
2004-05-26,6294263040
2004-05-27,6182530560
2004-05-28,6219774720
2004-06-01,6354784800
2004-06-02,6266329920
2004-06-03,6159252960
2004-06-04,6066142560
2004-06-07,6219774720
2004-06-08,6173219520
2004-06-09,6122008800
2004-06-10,6364095840
2004-06-14,6354784800
2004-06-15,6578249760
2004-06-16,6741192960
2004-06-17,6783092640
2004-06-18,6769126080
2004-06-21,6792403680
2004-06-22,6862236480
2004-06-23,7108979040
2004-06-24,7085701440
2004-06-25,6992591040
2004-06-28,6857580960
2004-06-29,6904136160
2004-06-30,7011784920
2004-07-01,7082231520
2004-07-02,7138588800
2004-07-06,7237214040
2004-07-07,7317053520
2004-07-08,7298267760
2004-07-09,7345232160
2004-07-12,7317053520
2004-07-13,7246606920
2004-07-14,7345232160
2004-07-15,7410982320
2004-07-16,7434464520
2004-07-19,7425071640
2004-07-20,7373410800
2004-07-21,7176160320
2004-07-22,7213731840
2004-07-23,7138588800
2004-07-26,7030570680
2004-07-27,7190249640
2004-07-28,7349928600
2004-07-29,7401589440
2004-07-30,7462643160
2004-08-02,7457946720
2004-08-03,7617625679
2004-08-04,7209035400
2004-08-05,7072838640
2004-08-06,6856802400
2004-08-09,6950731200
2004-08-10,6988302720
2004-08-11,6809838000
2004-08-12,6701819880
2004-08-13,6753480720
2004-08-16,6748784280
2004-08-17,6504569400
2004-08-18,6589105320
2004-08-19,6678337680
2004-08-20,6715909200
2004-08-23,6621980400
