,EOG
2013-11-26,45763693200
2013-11-27,45017193240
2013-11-29,44627715000
2013-12-02,44627715000
2013-12-03,44757541080
2013-12-04,45206522940
2013-12-05,44730493980
2013-12-06,43286178840
2013-12-09,42772283940
2013-12-10,43091439720
2013-12-11,42263798460
2013-12-12,42831787560
2013-12-13,43010298420
2013-12-16,43205037540
2013-12-17,43183399860
2013-12-18,43816302000
2013-12-19,44719675140
2013-12-20,45579772920
2013-12-23,45336349020
2013-12-24,45509450460
2013-12-26,45444537420
2013-12-27,45752874360
2013-12-30,45266026560
2013-12-31,45507969760
2014-01-02,44743357780
2014-01-03,44618633840
2014-01-06,44472218780
2014-01-07,45242253540
2014-01-08,45220562420
2014-01-09,45280213000
2014-01-10,45231407980
2014-01-13,44320380940
2014-01-14,45714035400
2014-01-15,46191240040
2014-01-16,46120743900
2014-01-17,45811645440
2014-01-21,45887564360
2014-01-22,46559989080
2014-01-23,45871296020
2014-01-24,44884350060
2014-01-27,43951631900
2014-01-28,45339863580
2014-01-29,44645747740
2014-01-30,45047033460
2014-01-31,44803008360
2014-02-03,43854021860
2014-02-04,45708612620
2014-02-05,45415782500
2014-02-06,46977543140
2014-02-07,47856033500
2014-02-10,47232413800
2014-02-11,47378828860
2014-02-12,47481861680
2014-02-13,47579471720
2014-02-14,47980757440
2014-02-18,48783328880
2014-02-19,48495921540
2014-02-20,48815865560
2014-02-21,48262742000
2014-02-24,48913475600
2014-02-25,49889576000
2014-02-26,50551155160
2014-02-27,50833139720
2014-02-28,51359149380
2014-03-03,51326612700
2014-03-04,51939386840
2014-03-05,51651979500
2014-03-06,51803817340
2014-03-07,51494718880
2014-03-10,51261539340
2014-03-11,50323398400
2014-03-12,50198674460
2014-03-13,49596745880
2014-03-14,50426431220
2014-03-17,50768066360
2014-03-18,51288653240
2014-03-19,50849408060
2014-03-20,51608597260
2014-03-21,51961077960
2014-03-24,51407954400
2014-03-25,51944809620
2014-03-26,52091224680
2014-03-27,52454550940
2014-03-28,53457765240
2014-03-31,53272580910
2014-04-01,53755939020
2014-04-02,53826541890
2014-04-03,54662914350
2014-04-04,54184987230
2014-04-07,53185685070
2014-04-08,53609302290
2014-04-09,53739646050
2014-04-10,53283442890
2014-04-11,53565854370
2014-04-14,54288176040
2014-04-15,54912739890
2014-04-16,54858429990
2014-04-17,55640492550
2014-04-21,56227039470
2014-04-22,55580751660
2014-04-23,57068842920
2014-04-24,56199884520
2014-04-25,53788524960
2014-04-28,53256287940
2014-04-29,54103522380
2014-04-30,53223702000
2014-05-01,52745774880
2014-05-02,52713188940
2014-05-05,53902575750
2014-05-06,56281349370
2014-05-07,56911344210
2014-05-08,55249461270
2014-05-09,55548165720
2014-05-12,56286780360
2014-05-13,57117721830
2014-05-14,56427986100
2014-05-15,55797991260
2014-05-16,55667647500
2014-05-19,55559027700
2014-05-20,55336357110
2014-05-21,56569191840
2014-05-22,56308504320
2014-05-23,56466003030
2014-05-27,56878758270
2014-05-28,57128583810
2014-05-29,57932370330
2014-05-30,57459874200
2014-06-02,57231772620
2014-06-03,57926939340
2014-06-04,57769440630
2014-06-05,58600382100
2014-06-06,59371582680
2014-06-09,59474771490
2014-06-10,59029430310
2014-06-11,60121059300
2014-06-12,60626141370
2014-06-13,61924147980
2014-06-16,61929578970
2014-06-17,61038896610
2014-06-18,61663460460
2014-06-19,62890864200
2014-06-20,64074820020
2014-06-23,63765253590
2014-06-24,61381048980
2014-06-25,63010345980
2014-06-26,62684486580
2014-06-27,62912588160
2014-06-30,63569970240
2014-07-01,63401335200
2014-07-02,63227260320
2014-07-03,63510132000
2014-07-07,62955268320
2014-07-08,63091264320
2014-07-09,63406775040
2014-07-10,62536400640
2014-07-11,61823781600
2014-07-14,62933508960
2014-07-15,61709544960
2014-07-16,63700526400
2014-07-17,62857351200
2014-07-18,63123903360
2014-07-21,63183741600
2014-07-22,63401335200
2014-07-23,63074944800
2014-07-24,63210940800
2014-07-25,62460242880
2014-07-28,61682345760
2014-07-29,62144732160
2014-07-30,61812901920
2014-07-31,59533608960
2014-08-01,58772031360
2014-08-04,60822851040
2014-08-05,59092981920
2014-08-06,58010453760
2014-08-07,57694943040
2014-08-08,58630595520
2014-08-11,58913467200
2014-08-12,58037652960
2014-08-13,57852698400
2014-08-14,56536257120
2014-08-15,57711262560
2014-08-18,57352233120
2014-08-19,58222607520
2014-08-20,58358603520
2014-08-21,58309644960
2014-08-22,57809179680
2014-08-25,58717632960
2014-08-26,59511849600
2014-08-27,59082102240
2014-08-28,58962425760
2014-08-29,59772961920
2014-09-02,58592516640
2014-09-03,58608836160
2014-09-04,56906166240
2014-09-05,57216237120
2014-09-08,55165417440
2014-09-09,55111019040
2014-09-10,55491807840
2014-09-11,56062991040
2014-09-12,55116458880
2014-09-15,55437409440
2014-09-16,57237996480
2014-09-17,57221676960
2014-09-18,57107440320
2014-09-19,56775610080
2014-09-22,55344932160
2014-09-23,54855346560
2014-09-24,55562525760
2014-09-25,54594234240
2014-09-26,55421089920
2014-09-29,55415650080
2014-09-30,53926292000
2014-10-01,52744510000
2014-10-02,52858876000
2014-10-03,52592022000
2014-10-06,51786014000
2014-10-07,50980006000
2014-10-08,51497376000
2014-10-09,50081416000
2014-10-10,48921418000
2014-10-13,45615696000
2014-10-14,45659264000
2014-10-15,48017382000
2014-10-16,49705642000
2014-10-17,49678412000
2014-10-20,50517096000
2014-10-21,52297938000
2014-10-22,50141322000
2014-10-23,50865640000
2014-10-24,50157660000
2014-10-27,48158978000
2014-10-28,49830900000
2014-10-29,50718598000
2014-10-30,50223012000
2014-10-31,51764230000
2014-11-03,50822072000
2014-11-04,49166488000
2014-11-05,52336060000
2014-11-06,53899062000
2014-11-07,54214930000
2014-11-10,53643100000
2014-11-11,53779250000
2014-11-12,53131176000
2014-11-13,52199910000
2014-11-14,53457936000
2014-11-17,52472210000
2014-11-18,53191082000
2014-11-19,53550518000
2014-11-20,54155024000
2014-11-21,55407604000
2014-11-24,54220376000
2014-11-25,52684604000
2014-11-26,51230522000
2014-11-28,47227712000
2014-12-01,47510904000
2014-12-02,49177380000
2014-12-03,49994280000
2014-12-04,50647800000
2014-12-05,49422450000
2014-12-08,48028274000
2014-12-09,48551090000
2014-12-10,47265834000
2014-12-11,47303956000
2014-12-12,47037102000
2014-12-15,46476164000
2014-12-16,46546962000
2014-12-17,49634844000
2014-12-18,50348270000
2014-12-19,51747892000
2014-12-22,51769676000
2014-12-23,52504886000
2014-12-24,51219630000
2014-12-26,51094372000
2014-12-29,51372118000
2014-12-30,50484420000
2014-12-31,50177965860
2015-01-02,50270615520
2015-01-05,47240426640
2015-01-06,45894281580
2015-01-07,45605432640
2015-01-08,47349426240
2015-01-09,47665525080
2015-01-12,46057780980
2015-01-13,46357529880
2015-01-14,47818124520
2015-01-15,47158676940
2015-01-16,49218769380
2015-01-20,48684671340
2015-01-21,49344118920
2015-01-22,49246019280
2015-01-23,49480368420
2015-01-26,50319665340
2015-01-27,50684814000
2015-01-28,48014323800
2015-01-29,48455772180
2015-01-30,48521171940
2015-02-02,50423214960
2015-02-03,52488757380
2015-02-04,51878359620
2015-02-05,52423357620
2015-02-06,52205358420
2015-02-09,52292558100
2015-02-10,51916509480
2015-02-11,50793813600
2015-02-12,51665810400
2015-02-13,52821206160
2015-02-17,52586857020
2015-02-18,51943759380
2015-02-19,51120812400
2015-02-20,49638417840
2015-02-23,50101666140
2015-02-24,49927266780
2015-02-25,50701163940
2015-02-26,49120669740
2015-02-27,48897220560
2015-03-02,48537521880
2015-03-03,49251469260
2015-03-04,49316869020
2015-03-05,48826370820
2015-03-06,48270472860
2015-03-09,47807224560
2015-03-10,46973377620
2015-03-11,47169576900
2015-03-12,46711778580
2015-03-13,46537379220
2015-03-16,47905324200
2015-03-17,47305826400
2015-03-18,49409518680
2015-03-19,48793670940
2015-03-20,49420418640
2015-03-23,48504822000
2015-03-24,48417622320
2015-03-25,49028020080
2015-03-26,49791017280
2015-03-27,49355018880
2015-03-30,50216115720
2015-03-31,50017261760
2015-04-01,49760874880
2015-04-02,50573675840
2015-04-06,51751964480
2015-04-07,51424662080
2015-04-08,51299196160
2015-04-09,52210187840
2015-04-10,52690231360
2015-04-13,51653773760
2015-04-14,52619315840
2015-04-15,53437571840
2015-04-16,53459392000
2015-04-17,53039353920
2015-04-20,53317560960
2015-04-21,52690231360
2015-04-22,53295740800
2015-04-23,53606678080
2015-04-24,52761146880
2015-04-27,53110269440
2015-04-28,53710323840
2015-04-29,54408568960
2015-04-30,53977620800
2015-05-01,53950345600
2015-05-04,54217642560
2015-05-05,51571948160
2015-05-06,51866520320
2015-05-07,51004624000
2015-05-08,51004624000
2015-05-11,49973621440
2015-05-12,50955528640
2015-05-13,49968166400
2015-05-14,49493577920
2015-05-15,49351746880
2015-05-18,50077267200
2015-05-19,49237191040
2015-05-20,49346291840
2015-05-21,49908160960
2015-05-22,49237191040
2015-05-26,48631681600
2015-05-27,48549856000
2015-05-28,48631681600
2015-05-29,48380749760
2015-06-01,48418935040
2015-06-02,48969894080
2015-06-03,48555311040
2015-06-04,47666139520
2015-06-05,48920798720
2015-06-08,48609861440
2015-06-09,48598951360
2015-06-10,49319016640
2015-06-11,49449937600
2015-06-12,48838973120
2015-06-15,48669866880
2015-06-16,49139000320
2015-06-17,48560766080
2015-06-18,48446210240
2015-06-19,48151638080
2015-06-22,48047992320
2015-06-23,48435300160
2015-06-24,48189823360
2015-06-25,47813425600
2015-06-26,48037082240
2015-06-29,47049720000
2015-06-30,47768533978
2015-07-01,46797340483
2015-07-02,46742779051
2015-07-06,46426322744
2015-07-07,47315674090
2015-07-08,46098954150
2015-07-09,46540901751
2015-07-10,46126234866
2015-07-13,45946182139
2015-07-14,46502708749
2015-07-15,45422392389
2015-07-16,44958620215
2015-07-17,43921953001
2015-07-20,42519724191
2015-07-21,42192355597
2015-07-22,41515793837
2015-07-23,41641285131
2015-07-24,41008372516
2015-07-27,39933512300
2015-07-28,41930460722
2015-07-29,42416057470
2015-07-30,42852548928
2015-07-31,42115969592
2015-08-03,41706758850
2015-08-04,41870443147
2015-08-05,41515793837
2015-08-06,42383320610
2015-08-07,40244512464
2015-08-10,41614004415
2015-08-11,42175987167
2015-08-12,43610952837
2015-08-13,43474549256
2015-08-14,43610952837
2015-08-17,43654601983
2015-08-18,43872847712
2015-08-19,42050495873
2015-08-20,41864987003
2015-08-21,40844688219
2015-08-24,37789248010
2015-08-25,37298195120
2015-08-26,38733160789
2015-08-27,41352109540
2015-08-28,42181443311
2015-08-31,42727057634
2015-09-01,41477600834
2015-09-02,42399689040
2015-09-03,42257829316
2015-09-04,41952285295
2015-09-08,42372408324
2015-09-09,41974109868
2015-09-10,42590654053
2015-09-11,42094145019
2015-09-14,41701302706
2015-09-15,42148706451
2015-09-16,43616408980
2015-09-17,43463636970
2015-09-18,41608548271
2015-09-21,41750407995
2015-09-22,41041109376
2015-09-23,39851670151
2015-09-24,39971705302
2015-09-25,39715266571
2015-09-28,37882002445
2015-09-29,38263932471
2015-09-30,39604559612
2015-10-01,40034334366
2015-10-02,41922079172
2015-10-05,43875106219
2015-10-06,45066507119
2015-10-07,45572444488
2015-10-08,47351385559
2015-10-09,47492830414
2015-10-12,46801926696
2015-10-13,46393912689
2015-10-14,46665922027
2015-10-15,47405787426
2015-10-16,47601634150
2015-10-19,46138223911
2015-10-20,46170865032
2015-10-21,45577884675
2015-10-22,46676802400
2015-10-23,46475515490
2015-10-26,45365717391
2015-10-27,44990344505
2015-10-28,46127343538
2015-10-29,46524477171
2015-10-30,46704003334
2015-11-02,46823687443
2015-11-03,48118451892
2015-11-04,47041294913
2015-11-05,47041294913
2015-11-06,46388472502
2015-11-09,46442874370
2015-11-10,47101136968
2015-11-11,45327636084
2015-11-12,44440885642
2015-11-13,44745536101
2015-11-16,46127343538
2015-11-17,45142669734
2015-11-18,46323190261
2015-11-19,44963143571
2015-11-20,44952263197
2015-11-23,44919622077
2015-11-24,46317750074
2015-11-25,45441880006
2015-11-27,44620411805
2015-11-30,45387478138
2015-12-01,45724769717
2015-12-02,43989350141
2015-12-03,44060072569
2015-12-04,43788063231
2015-12-07,41448782924
2015-12-08,41949280106
2015-12-09,42640183824
2015-12-10,42531380089
2015-12-11,40741558645
2015-12-14,41813275437
2015-12-15,42052643654
2015-12-16,41236615640
2015-12-17,39876568950
2015-12-18,38859254026
2015-12-21,38217311989
2015-12-22,37977943771
2015-12-23,40088736234
2015-12-24,39941851191
2015-12-28,38347876471
2015-12-29,38674287676
2015-12-30,38413158712
2015-12-31,38701954850
2016-01-04,38095101200
2016-01-05,38341122950
2016-01-06,36804853800
2016-01-07,35787963900
2016-01-08,35820766800
2016-01-11,34809344050
2016-01-12,34399307800
2016-01-13,35082701550
2016-01-14,35678620900
2016-01-15,34426643550
2016-01-19,33338680700
2016-01-20,32934111600
2016-01-21,34853081250
2016-01-22,36094124300
2016-01-25,33672176850
2016-01-26,36099591450
2016-01-27,36121460050
2016-01-28,37521050450
2016-01-29,38827699300
2016-02-01,37772539350
2016-02-02,36717379400
2016-02-03,38373925850
2016-02-04,37417174600
2016-02-05,36662707900
2016-02-08,37411707450
2016-02-09,35859036850
2016-02-10,35968379850
2016-02-11,35842635400
2016-02-12,37012605500
2016-02-16,37116481350
2016-02-17,38718356300
2016-02-18,37974823900
2016-02-19,38111502650
2016-02-22,39478290150
2016-02-23,37187554300
2016-02-24,38007626800
2016-02-25,37449977500
2016-02-26,36903262500
2016-02-29,35394329100
2016-03-01,35547409300
2016-03-02,36629905000
2016-03-03,37860013750
2016-03-04,39040918150
2016-03-07,41260581050
2016-03-08,38576210400
2016-03-09,39505625900
2016-03-10,39511093050
2016-03-11,41102033700
2016-03-14,40883347700
2016-03-15,40243691150
2016-03-16,41025493600
2016-03-17,41823697500
2016-03-18,41348055450
2016-03-21,41528471400
2016-03-22,41495668500
2016-03-23,40642793100
2016-03-24,40620924500
2016-03-28,40746668950
2016-03-29,41249646750
2016-03-30,40271026900
2016-03-31,39725574300
2016-04-01,39430013400
2016-04-04,38483123850
2016-04-05,38609010900
2016-04-06,38981198700
2016-04-07,39107085750
2016-04-08,40212702450
2016-04-11,40508263350
2016-04-12,42423935850
2016-04-13,42571716300
2016-04-14,42588136350
2016-04-15,41438732850
2016-04-18,42385622400
2016-04-19,43310618550
2016-04-20,43441978950
2016-04-21,43327038600
2016-04-22,44290348200
2016-04-25,43655439600
2016-04-26,45308391300
2016-04-27,46255280850
2016-04-28,44821263150
2016-04-29,45220817700
2016-05-02,45308391300
2016-05-03,44131621050
2016-05-04,43425558900
2016-05-05,44476442100
2016-05-06,43064317800
2016-05-09,43042424400
2016-05-10,43639019550
2016-05-11,43961947200
2016-05-12,44060467500
2016-05-13,43047897750
2016-05-16,44164461150
2016-05-17,44646115950
2016-05-18,44011207350
2016-05-19,43830586800
2016-05-20,44290348200
2016-05-23,44481915450
2016-05-24,45149664150
2016-05-25,45472591800
2016-05-26,45045670500
2016-05-27,44646115950
2016-05-31,44531175600
2016-06-01,44197301250
2016-06-02,44054994150
2016-06-03,43628072850
2016-06-06,44481915450
2016-06-07,46753355700
2016-06-08,46720515600
2016-06-09,46293594300
2016-06-10,44640642600
2016-06-13,44547595650
2016-06-14,45417858300
2016-06-15,45122297400
2016-06-16,43885320300
2016-06-17,44273928150
2016-06-20,45532798650
2016-06-21,46474214850
2016-06-22,45757206000
2016-06-23,46249807500
2016-06-24,44366975100
2016-06-27,43015057650
2016-06-28,44744636250
2016-06-29,45669632400
2016-06-30,45285142785
2016-07-01,46023428498
2016-07-05,44926857071
2016-07-06,44926857071
2016-07-07,44302571358
2016-07-08,44807428500
2016-07-11,45002857071
2016-07-12,46218857069
2016-07-13,45513142785
2016-07-14,45941999927
2016-07-15,45654285642
2016-07-18,45192857071
2016-07-19,44535999929
2016-07-20,44573999929
2016-07-21,44237428501
2016-07-22,43960571359
2016-07-25,42749999932
2016-07-26,43672857073
2016-07-27,43309142788
2016-07-28,43374285645
2016-07-29,44351428501
2016-08-01,42722857075
2016-08-02,43368857074
2016-08-03,44715142786
2016-08-04,45730285642
2016-08-05,48943999922
2016-08-08,49215428493
2016-08-09,49063428493
2016-08-10,48542285637
2016-08-11,49009142779
2016-08-12,49508571350
2016-08-15,49155714208
2016-08-16,48998285636
2016-08-17,48976571351
2016-08-18,49796285635
2016-08-19,49812571349
2016-08-22,49492285636
2016-08-23,49513999921
2016-08-24,49253428493
2016-08-25,48992857065
2016-08-26,48954857065
2016-08-29,49475999921
2016-08-30,48895142779
2016-08-31,48037428495
2016-09-01,48069999924
2016-09-02,48265428495
2016-09-06,51479142775
2016-09-07,51202285633
2016-09-08,51804857061
2016-09-09,50295714206
2016-09-12,50474857063
2016-09-13,49074285636
2016-09-14,48015714209
2016-09-15,49372857064
2016-09-16,49383714207
2016-09-19,48884285637
2016-09-20,49074285636
2016-09-21,50767999919
2016-09-22,50273999920
2016-09-23,48721428494
2016-09-26,48455428494
2016-09-27,48075428495
2016-09-28,51006857062
2016-09-29,51598571347
2016-09-30,54463555721
2016-10-03,54125657536
2016-10-04,53579388804
2016-10-05,54840875360
2016-10-06,54705716086
2016-10-07,54311501538
2016-10-10,54790190632
2016-10-11,54091867718
2016-10-12,54232658628
2016-10-13,53782127715
2016-10-14,53207700801
2016-10-17,52813486252
2016-10-18,52447429886
2016-10-19,53534335713
2016-10-20,53449861167
2016-10-21,52869802617
2016-10-24,52723380070
2016-10-25,52188374611
2016-10-26,51889897881
2016-10-27,51664632425
2016-10-28,51135258602
2016-10-31,50921256419
2016-11-01,51337997513
2016-11-02,51214101512
2016-11-03,51856108063
2016-11-04,51698422243
2016-11-07,52616378978
2016-11-08,52576957523
2016-11-09,52616378978
2016-11-10,52165848065
2016-11-11,51478788423
2016-11-14,52194006247
2016-11-15,53258385529
2016-11-16,53624441896
2016-11-17,52002530609
2016-11-18,52458693159
2016-11-21,53877865534
2016-11-22,53652600078
2016-11-23,54626873177
2016-11-25,54052446263
2016-11-28,52638905524
2016-11-29,52058846974
2016-11-30,57735536475
2016-12-01,58991391394
2016-12-02,58422596117
2016-12-05,58828073938
2016-12-06,58552123754
2016-12-07,58304331752
2016-12-08,59092760850
2016-12-09,59948769584
2016-12-12,59599608127
2016-12-13,60827304864
2016-12-14,58687283028
2016-12-15,58523965572
2016-12-16,58569018664
2016-12-19,58276173570
2016-12-20,58095961205
2016-12-21,57752431384
2016-12-22,58079066296
2016-12-23,57459586291
2016-12-27,57746799748
2016-12-28,57245584107
2016-12-29,57037213560
2016-12-30,56935844105
2017-01-03,59425229900
2017-01-04,59471144700
2017-01-05,59792548300
2017-01-06,60383701350
2017-01-09,59126783700
2017-01-10,59344879000
2017-01-11,60217260200
2017-01-12,60475530950
2017-01-13,60487009650
2017-01-17,60538663800
2017-01-18,60492749000
2017-01-19,60372222650
2017-01-20,60532924450
2017-01-23,59379315100
2017-01-24,59505580800
2017-01-25,59631846500
2017-01-26,59913074650
2017-01-27,59057911500
2017-01-30,58082222000
2017-01-31,58300317300
2017-02-01,57967435000
2017-02-02,57227058850
2017-02-03,57932998900
2017-02-06,57221319500
2017-02-07,55780742650
2017-02-08,56325980900
2017-02-09,57284452350
2017-02-10,58219966400
2017-02-13,57594377250
2017-02-14,58099440050
2017-02-15,57823951250
2017-02-16,57491068950
2017-02-17,56836783050
2017-02-21,57089314450
2017-02-22,55975880550
2017-02-23,55998837949
2017-02-24,55269940500
2017-02-27,56193975850
2017-02-28,55665955650
2017-03-01,57422196750
2017-03-02,56515379450
2017-03-03,56572772949
2017-03-06,57433675449
2017-03-07,57123750550
2017-03-08,54426256050
2017-03-09,54925579500
2017-03-10,54403298650
2017-03-13,54495128250
2017-03-14,54288511650
2017-03-15,55706131100
2017-03-16,55000191050
2017-03-17,55344552050
2017-03-20,55224025700
2017-03-21,54254075550
2017-03-22,54322947750
2017-03-23,54414777350
2017-03-24,54443474100
2017-03-27,53594050300
2017-03-28,54690266150
2017-03-29,55671695000
2017-03-30,55818237630
2017-03-31,56036524450
2017-04-03,55697605440
2017-04-04,56438631750
2017-04-05,56053757620
2017-04-06,56323743950
2017-04-07,55927381040
2017-04-10,56622452229
2017-04-11,56226089320
2017-04-12,56002058110
2017-04-13,54939345960
2017-04-17,54996789860
2017-04-18,54474050370
2017-04-19,53589414310
2017-04-20,53595158700
2017-04-21,53756001620
2017-04-24,53847911860
2017-04-25,54726803530
2017-04-26,54175342090
2017-04-27,53422827000
2017-04-28,53135607500
2017-05-01,52865621170
2017-05-02,52773710930
2017-05-03,52710522640
2017-05-04,50895295400
2017-05-05,52205016320
2017-05-08,52670311910
2017-05-09,52641589960
2017-05-10,54307463060
2017-05-11,54158108920
2017-05-12,54399373300
2017-05-15,54416606470
2017-05-16,53899611370
2017-05-17,53394105050
2017-05-18,52670311910
2017-05-19,53888122590
2017-05-22,53486015290
2017-05-23,53152840670
2017-05-24,53233262130
2017-05-25,52285437780
2017-05-26,52400325580
2017-05-30,51481223180
2017-05-31,51877586090
2017-06-01,51929285600
2017-06-02,51515689520
2017-06-05,51239958800
2017-06-06,52176294370
2017-06-07,50636797850
2017-06-08,50613820290
2017-06-09,51745465120
2017-06-12,51630577320
2017-06-13,52021195840
2017-06-14,51084860270
2017-06-15,49999170560
2017-06-16,50849340280
2017-06-19,50590842729
2017-06-20,50464466150
2017-06-21,50045125680
2017-06-22,50372555910
2017-06-23,50429999810
2017-06-26,50200224210
2017-06-27,50550632000
2017-06-28,51136559780
2017-06-29,51699510000
2017-06-30,52029357160
2017-07-03,53092705710
2017-07-05,51902904900
2017-07-06,50943017290
2017-07-07,50833808520
2017-07-10,51512052460
2017-07-11,52092583290
2017-07-12,52058096309
2017-07-13,52770827230
2017-07-14,52805314210
2017-07-17,52822557700
2017-07-18,52707601100
2017-07-19,54207784730
2017-07-20,53834175780
2017-07-21,53403088530
2017-07-24,53633001730
2017-07-25,54529663210
2017-07-26,54460689250
2017-07-27,55167672340
2017-07-28,54845793860
2017-07-31,54684854620
2017-08-01,54294002180
2017-08-02,53063966559
2017-08-03,51098208700
2017-08-04,51989122350
2017-08-07,51540791610
2017-08-08,52391470450
2017-08-09,51931644050
2017-08-10,51224660960
2017-08-11,50885538990
2017-08-14,50575156170
2017-08-15,50017616660
2017-08-16,48845059340
2017-08-17,47925406540
2017-08-18,48333502470
2017-08-21,48103589270
2017-08-22,48419719920
2017-08-23,48919781130
2017-08-24,48638137460
2017-08-25,48574911330
2017-08-28,47936902200
2017-08-29,47793206450
2017-08-30,48092093610
2017-08-31,48850807170
2017-09-01,49230163950
2017-09-05,49356616210
2017-09-06,50494686550
2017-09-07,50925773800
2017-09-08,49879668740
2017-09-11,50540669190
2017-09-12,50851052010
2017-09-13,52362731300
2017-09-14,52753583740
2017-09-15,53581271260
2017-09-18,53483558150
2017-09-19,53529540790
2017-09-20,54133062940
2017-09-21,53966375870
2017-09-22,54345732650
2017-09-25,55345855070
2017-09-26,55679229210
2017-09-27,55937881559
2017-09-28,55650490059
2017-09-29,55604507420
2017-10-02,55917372000
2017-10-03,55526100000
2017-10-04,55428282000
2017-10-05,55554870000
2017-10-06,55347726000
2017-10-09,55526100000
2017-10-10,55687212000
2017-10-11,55773522000
2017-10-12,55612410000
2017-10-13,55595148000
2017-10-16,55934634000
2017-10-17,56072730000
2017-10-18,55618164000
2017-10-19,55100304000
2017-10-20,55721736000
2017-10-23,55796538000
2017-10-24,55514592000
2017-10-25,55324710000
2017-10-26,55767768000
2017-10-27,56659638000
2017-10-30,57269562000
2017-10-31,57465198000
2017-11-01,58857666000
2017-11-02,59237430000
2017-11-03,60129300000
2017-11-06,61544784000
2017-11-07,61044186000
2017-11-08,60031482000
2017-11-09,60290412000
2017-11-10,60175332000
2017-11-13,60106284000
2017-11-14,58961238000
2017-11-15,58322544000
2017-11-16,58362822000
2017-11-17,58483656000
2017-11-20,58368576000
2017-11-21,58495164000
2017-11-22,58454886000
2017-11-24,58495164000
2017-11-27,57436427999
2017-11-28,57447936000
2017-11-29,57827700000
2017-11-30,58874927999
2017-12-01,59214414000
2017-12-04,58144170000
2017-12-05,58057860000
2017-12-06,56884044000
2017-12-07,57378888000
2017-12-08,57764406000
2017-12-11,58236234000
2017-12-12,57701112000
2017-12-13,57505476000
2017-12-14,57332856000
2017-12-15,56705670000
2017-12-18,57488214000
2017-12-19,58362822000
2017-12-20,59576916000
2017-12-21,61193790000
2017-12-22,61631094000
2017-12-26,62954514000
2017-12-27,62350344000
2017-12-28,62402130000
2017-12-29,62091414000
2018-01-02,62932207500
2018-01-03,63870720750
2018-01-04,63882236250
2018-01-05,64584681750
2018-01-08,64895600250
2018-01-09,64319825250
2018-01-10,64492557750
2018-01-11,66294733500
2018-01-12,66617167500
2018-01-16,65287127250
2018-01-17,65367735750
2018-01-18,65776536000
2018-01-19,65851386750
2018-01-22,67262035499
2018-01-23,67849326000
2018-01-24,68212064250
2018-01-25,67624773750
2018-01-26,67803264000
2018-01-29,67123849500
2018-01-30,66312006750
2018-01-31,66214125000
2018-02-01,67089303000
2018-02-02,64964693250
2018-02-05,63081909000
2018-02-06,62339159250
2018-02-07,60905479500
2018-02-08,58176306000
2018-02-09,57617804249
2018-02-12,59385433500
2018-02-13,58999664250
2018-02-14,61469739000
2018-02-15,62005209750
2018-02-16,61976421000
2018-02-20,62160669000
2018-02-21,60922752750
2018-02-22,61659744750
2018-02-23,62661593250
2018-02-26,63041604750
2018-02-27,61573378500
2018-02-28,58395100500
2018-03-01,58256914500
2018-03-02,58412373750
2018-03-05,58619652750
2018-03-06,58159032750
2018-03-07,58078424250
2018-03-08,57917207250
2018-03-09,59189670000
2018-03-12,57951753750
2018-03-13,57606288750
2018-03-14,57514164750
2018-03-15,56800203750
2018-03-16,57836598750
2018-03-19,56696564250
2018-03-20,58343280750
2018-03-21,60329704500
2018-03-22,60047574750
2018-03-23,60951541500
2018-03-26,61936116749
2018-03-27,61222155750
2018-03-28,59776960499
2018-03-29,60611834250
2018-04-02,59301575550
2018-04-03,60534504449
2018-04-04,60015982950
2018-04-05,60136971300
2018-04-06,58725440550
2018-04-09,59560836300
2018-04-10,62026694100
2018-04-11,63029169000
2018-04-12,63363327300
2018-04-13,63962507700
2018-04-16,63962507700
2018-04-17,64037405250
2018-04-18,65016834750
2018-04-19,65702435400
2018-04-20,65662105950
2018-04-23,66163343400
2018-04-24,66019309650
2018-04-25,66485979000
2018-04-26,67764998700
2018-04-27,67286806650
2018-04-30,68081872950
2018-05-01,67730430600
2018-05-02,67206147750
2018-05-03,66837421350
2018-05-04,66059639100
2018-05-07,65616015150
2018-05-08,66422604150
2018-05-09,67862941650
2018-05-10,68531258250
2018-05-11,67644010350
2018-05-14,68375701800
2018-05-15,69268711050
2018-05-16,70000402500
2018-05-17,72679430250
2018-05-18,72472021650
2018-05-21,73428405750
2018-05-22,71302467600
2018-05-23,70853082300
2018-05-24,69124677300
2018-05-25,67845657600
2018-05-29,66952648350
2018-05-30,68997927600
2018-05-31,67874464350
2018-06-01,68185577250
2018-06-04,68369940450
2018-06-05,67165818300
2018-06-06,66912318900
2018-06-07,67943600550
2018-06-08,67793805450
2018-06-11,67989691350
2018-06-12,68254713450
2018-06-13,68127963750
2018-06-14,67713146550
2018-06-15,65783094300
2018-06-18,67188863700
2018-06-19,67453885800
2018-06-20,68807803050
2018-06-21,67177341000
2018-06-22,68277758850
2018-06-25,67309852050
2018-06-26,68951836800
2018-06-27,71400410550
2018-06-28,71152672500
2018-06-29,71688478050
2018-07-02,70655889600
2018-07-03,70673207220
2018-07-05,71129237880
2018-07-06,71781534900
2018-07-09,72809047020
2018-07-10,73293940380
2018-07-11,71960483640
2018-07-12,71660311560
2018-07-13,72710913840
2018-07-16,71931620940
