,ODFL
2019-02-20,12356764663
2019-02-21,12317868690
2019-02-22,12305713698
2019-02-25,12315437691
2019-02-26,12235214745
2019-02-27,12191456775
2019-02-28,12218197757
2019-03-01,12366488657
2019-03-04,12043165875
2019-03-05,11821945024
2019-03-06,11702826105
2019-03-07,11415968298
2019-03-08,11564259198
2019-03-11,11853548003
2019-03-12,11860840998
2019-03-13,12040734877
2019-03-14,11967804926
2019-03-15,11921615957
2019-03-18,12099078837
2019-03-19,11673654124
2019-03-20,11578845188
2019-03-21,11817083027
2019-03-22,11564259198
2019-03-25,11522932226
2019-03-26,11705257103
2019-03-27,11659068134
2019-03-28,11790342046
2019-03-29,11700395106
2019-04-01,12030326019
2019-04-02,11974719609
2019-04-03,12083514759
2019-04-04,12257587001
2019-04-05,12228574961
2019-04-08,12305940401
2019-04-09,12141538840
2019-04-10,12112526800
2019-04-11,12354293802
2019-04-12,12390558852
2019-04-15,12286599041
2019-04-16,12477594973
2019-04-17,12658920224
2019-04-18,12509024683
2019-04-22,12562213423
2019-04-23,12477594973
2019-04-24,12808815765
2019-04-25,12269675351
2019-04-26,12400229532
2019-04-29,12071426409
2019-04-30,12030326019
2019-05-01,12003731649
2019-05-02,12093185440
2019-05-03,12354293802
2019-05-06,12385723512
2019-05-07,11904607178
2019-05-08,11732952607
2019-05-09,11781306007
2019-05-10,11795812027
2019-05-13,11433161524
2019-05-14,11628992796
2019-05-15,11691852216
2019-05-16,11783723677
2019-05-17,11776470667
2019-05-20,11839330087
2019-05-21,11757129307
2019-05-22,11583057065
2019-05-23,11256671613
2019-05-24,11159964812
2019-05-28,11046334321
2019-05-29,10819073339
2019-05-30,10816655669
2019-05-31,10674013138
2019-06-03,10608736047
2019-06-04,10898856450
2019-06-05,10935121500
2019-06-06,10910944800
2019-06-07,10973804220
2019-06-10,11208318212
2019-06-11,11341290063
2019-06-12,11442832204
2019-06-13,11401731814
2019-06-14,11447667544
2019-06-17,11191394522
2019-06-18,11348543073
2019-06-19,11445249874
2019-06-20,11732952607
2019-06-21,11764382317
2019-06-24,11486350265
2019-06-25,11447667544
2019-06-26,11566133375
2019-06-27,11868342128
2019-06-28,12027908349
2019-07-01,11979655939
2019-07-02,11867024647
2019-07-03,11943709782
2019-07-05,11984448760
2019-07-08,11751996944
2019-07-09,11689690272
2019-07-10,11387742553
2019-07-11,11406913837
2019-07-12,11977259529
2019-07-15,11876610289
2019-07-16,12257639554
2019-07-17,12269621606
2019-07-18,12279207248
2019-07-19,12396631361
2019-07-22,12475712906
2019-07-23,12839967298
2019-07-24,13103572449
2019-07-25,13022094493
2019-07-26,13168275532
2019-07-29,13141915017
2019-07-30,13201825279
2019-07-31,13338420676
2019-08-01,13295285287
2019-08-02,13264131951
2019-08-05,12947805769
2019-08-06,13175464764
2019-08-07,13302474518
2019-08-08,13482205304
2019-08-09,13185050405
2019-08-12,13264131951
2019-08-13,13721846351
2019-08-14,13271321182
2019-08-15,12957391411
2019-08-16,13235375025
2019-08-19,13247357078
2019-08-20,13117950912
2019-08-21,13223392973
2019-08-22,13163482711
2019-08-23,12696182670
2019-08-26,12856742171
2019-08-27,12741714468
2019-08-28,12816003193
2019-08-29,12945409358
2019-08-30,13082004755
2019-09-03,12734525237
2019-09-04,12885499097
2019-09-05,13153897069
2019-09-06,13161086301
2019-09-09,13340817086
2019-09-10,13772170971
2019-09-11,13949505345
2019-09-12,13875216621
2019-09-13,13891991494
2019-09-16,13918352009
2019-09-17,13899180726
2019-09-18,13889595084
2019-09-19,13669125320
2019-09-20,13551701207
2019-09-23,13604422238
2019-09-24,13400727348
2019-09-25,13839270464
2019-09-26,13939919703
2019-09-27,13743414045
2019-09-30,13609467171
2019-10-01,13251576135
2019-10-02,12951331977
2019-10-03,13042606201
2019-10-04,13030596435
2019-10-07,13179517537
2019-10-08,12953733931
2019-10-09,13241968322
2019-10-10,13347654265
2019-10-11,13691133582
2019-10-14,13710349208
2019-10-15,13856868356
2019-10-16,14056230477
2019-10-17,14123485168
2019-10-18,14294023850
2019-10-21,14402111746
2019-10-22,14495787924
2019-10-23,14649512932
2019-10-24,14719169577
2019-10-25,14940149277
2019-10-28,15002600061
2019-10-29,15146717257
2019-10-30,14844071146
2019-10-31,14577454334
2019-11-01,15062648893
2019-11-04,15237991481
2019-11-05,15394118443
2019-11-06,15463775087
2019-11-07,15567059078
2019-11-08,15547843451
2019-11-11,15643921582
2019-11-12,15663137208
2019-11-13,15576666891
2019-11-14,15617500096
2019-11-15,15446961415
2019-11-18,15458971181
2019-11-19,15531029779
2019-11-20,15300442266
2019-11-21,15245197341
2019-11-22,15177942649
2019-11-25,15358089144
2019-11-26,15538235638
2019-11-27,15660735255
2019-11-29,15338873518
2019-12-02,14913727791
2019-12-03,14555836755
2019-12-04,14553434802
2019-12-05,14721571530
2019-12-06,14757600829
2019-12-09,14961766856
2019-12-10,15014609828
2019-12-11,14868090679
2019-12-12,15009805921
2019-12-13,14925737557
2019-12-16,14892110212
2019-12-17,14947355136
2019-12-18,14863286772
2019-12-19,14880100445
2019-12-20,15067452799
2019-12-23,15000198108
2019-12-24,15050639127
2019-12-26,15072256706
2019-12-27,15127501631
2019-12-30,15086668426
2019-12-31,15179778252
2020-01-02,15359747169
2020-01-03,15177378667
2020-01-06,15057399389
2020-01-07,15100591929
2020-01-08,15170179910
2020-01-09,15518119816
2020-01-10,15755678786
2020-01-13,16046028639
2020-01-14,16317181808
2020-01-15,16482753211
2020-01-16,16715513010
2020-01-17,16672320470
2020-01-21,16429962329
2020-01-22,16221198385
2020-01-23,16427562743
2020-01-24,16355575176
2020-01-27,16053227396
2020-01-28,16108417864
2020-01-29,16230796727
2020-01-30,16285987195
2020-01-31,15695689147
2020-02-03,15904453091
2020-02-04,16343577249
2020-02-05,16552341192
2020-02-06,17425790336
2020-02-07,17644152622
2020-02-10,17612958010
2020-02-11,17552968371
2020-02-12,17826521125
2020-02-13,17836119467
2020-02-14,17749734387
2020-02-18,17800125684
2020-02-19,17999291285
2020-02-20,18054481753
2020-02-21,17800125684
2020-02-24,17308210644
2020-02-25,16710713839
2020-02-26,16499550310
2020-02-27,15854061794
2020-02-28,15501322717
2020-03-02,16002836099
2020-03-03,15532517329
2020-03-04,16480353626
2020-03-05,16120415792
2020-03-06,15873258479
2020-03-09,14534289736
2020-03-10,15258964576
2020-03-11,14397513360
2020-03-12,13387287839
2020-03-13,14231941956
2020-03-16,12876176114
2020-03-17,13624846809
2020-03-18,13519265045
2020-03-19,12964960780
2020-03-20,13492869603
2020-03-23,13747225673
2020-03-24,15026204776
2020-03-25,16261991340
2020-03-26,16869086486
2020-03-27,15398140538
2020-03-30,16156409575
2020-03-31,15520707439
2020-04-01,14465970960
2020-04-02,14688269680
2020-04-03,14487254880
2020-04-06,16338955920
2020-04-07,16866324159
2020-04-08,16353145200
2020-04-09,15981859040
2020-04-13,15357530720
2020-04-14,15785574000
2020-04-15,15698073439
2020-04-16,16100103040
2020-04-17,16159225040
2020-04-20,15357530720
2020-04-21,14683539920
2020-04-22,15165975439
2020-04-23,16703147439
2020-04-24,16748080159
2020-04-27,16861594400
2020-04-28,17086258000
2020-04-29,17573423280
2020-04-30,17180853200
2020-05-01,17386597760
2020-05-04,17509571520
2020-05-05,18167008160
2020-05-06,18008561200
2020-05-07,17703491680
2020-05-08,18062953440
2020-05-11,18417685440
2020-05-12,18273427760
2020-05-13,17684572640
2020-05-14,17519031040
2020-05-15,17625450640
2020-05-18,18261603360
2020-05-19,18131534960
2020-05-20,18389306880
2020-05-21,18436604480
2020-05-22,18777147200
2020-05-26,19415664800
2020-05-27,19723099200
2020-05-28,19602490320
2020-05-29,20231548400
2020-06-01,19864992000
2020-06-02,19578841520
2020-06-03,19687626000
2020-06-04,19621409360
2020-06-05,20058912160
2020-06-08,19732558720
2020-06-09,19377826720
2020-06-10,19548098080
2020-06-11,18595051440
2020-06-12,18668362720
2020-06-15,19176811920
2020-06-16,19188636320
2020-06-17,19316339840
2020-06-18,19472421920
2020-06-19,19891005680
2020-06-22,19332894000
2020-06-23,19507895120
2020-06-24,19313974960
2020-06-25,19276136880
2020-06-26,19273772000
2020-06-29,19472421920
2020-06-30,20021551360
2020-07-01,19875167376
2020-07-02,20172657408
2020-07-06,20762915408
2020-07-07,20734583024
2020-07-08,20880967008
2020-07-09,20826663272
2020-07-10,20880967008
2020-07-13,20340290680
2020-07-14,20982491384
2020-07-15,21173734976
2020-07-16,21364978568
2020-07-17,22009540304
2020-07-20,22146480160
2020-07-21,22127591904
2020-07-22,21988291016
2020-07-23,21735660592
2020-07-24,21513723584
2020-07-27,21874961480
2020-07-28,21532611840
2020-07-29,21523167712
2020-07-30,21275259352
2020-07-31,21582193512
2020-08-03,21534972872
2020-08-04,21841907032
2020-08-05,21886766640
2020-08-06,22099259520
2020-08-07,21955236568
2020-08-10,22073288168
2020-08-11,22188978736
2020-08-12,22708405776
2020-08-13,22724933000
2020-08-14,22613964496
2020-08-17,22817013248
2020-08-18,23067282640
2020-08-19,23138113600
2020-08-20,23116864312
2020-08-21,23286858616
2020-08-24,23473380144
2020-08-25,23336440288
2020-08-26,23492268400
2020-08-27,23501712528
2020-08-28,23648096512
2020-08-31,23867672488
2020-09-01,24099053624
2020-09-02,24037666792
2020-09-03,23459213952
2020-09-04,23168807016
2020-09-08,22935064848
2020-09-09,23496990464
2020-09-10,22970480328
2020-09-11,23095615024
2020-09-14,22802847056
2020-09-15,23310468936
2020-09-16,22439248128
2020-09-17,22488829800
2020-09-18,21730938528
2020-09-21,21086376792
2020-09-22,21334285152
2020-09-23,21506640488
2020-09-24,21714411304
2020-09-25,21534972872
2020-09-28,22118147776
2020-09-29,21853712192
2020-09-30,21315406048
2020-10-01,21534545199
2020-10-02,21744259010
2020-10-05,22203744328
2020-10-06,22281503381
2020-10-07,22731563359
2020-10-08,23224037365
2020-10-09,23535073580
2020-10-12,23652890328
2020-10-13,23636395983
2020-10-14,23860247804
2020-10-15,24036972926
2020-10-16,23631683313
2020-10-19,23198117681
2020-10-20,23459670861
2020-10-21,23125071297
2020-10-22,23110933287
2020-10-23,23636395983
2020-10-26,23377199138
2020-10-27,22338055420
2020-10-28,21991674181
2020-10-29,22427596149
2020-10-30,22429952484
2020-11-02,22828173092
2020-11-03,23344210448
2020-11-04,23610476299
2020-11-05,24291457102
2020-11-06,24390423170
2020-11-09,23480877876
2020-11-10,23266451395
2020-11-11,23327716104
2020-11-12,23242888045
2020-11-13,23888523824
2020-11-16,24284388097
2020-11-17,24263181083
2020-11-18,24093524966
2020-11-19,24216054383
2020-11-20,24225479723
2020-11-23,23827259115
2020-11-24,23973351883
2020-11-25,23907374504
2020-11-27,23798983096
2020-11-30,23959213873
2020-12-01,24864046497
2020-12-02,24133582660
2020-12-03,24390423170
2020-12-04,24654332686
2020-12-07,24515308923
2020-12-08,24758011424
2020-12-09,23890880159
2020-12-10,23410187827
2020-12-11,23657602998
2020-12-14,23016679889
2020-12-15,23360704793
2020-12-16,22974265860
2020-12-17,23099151612
2020-12-18,23509153895
2020-12-21,23306509089
2020-12-22,23405475157
2020-12-23,23191048676
2020-12-24,23358348458
2020-12-28,22964840520
2020-12-29,22872943456
2020-12-30,22811678747
2020-12-31,22888758600
2021-01-04,22363389000
2021-01-05,22487695200
2021-01-06,22668291000
2021-01-07,23683849200
2021-01-08,24106021200
2021-01-11,23728411800
2021-01-12,23848027200
2021-01-13,23566579200
2021-01-14,24335870400
2021-01-15,24321798000
2021-01-19,24335870400
2021-01-20,24504739200
2021-01-21,24359324400
2021-01-22,23995787400
2021-01-25,24758042400
2021-01-26,24338215800
2021-01-27,22790251800
2021-01-28,23339075400
2021-01-29,22750380000
2021-02-01,23348457000
2021-02-02,23991096600
2021-02-03,23191315200
2021-02-04,23965297200
2021-02-05,24563374200
2021-02-08,24891730200
2021-02-09,25274030400
2021-02-10,24509430000
2021-02-11,24396850800
2021-02-12,24887039400
2021-02-16,24650154000
2021-02-17,24392160000
2021-02-18,24837786000
2021-02-19,25288102800
2021-02-22,24833095200
2021-02-23,24816677400
2021-02-24,25485116400
2021-02-25,25276375800
2021-02-26,25187250600
2021-03-01,25883834400
2021-03-02,26083193400
2021-03-03,26123065200
2021-03-04,25215395400
2021-03-05,25782982200
2021-03-08,25642258200
2021-03-09,26247371400
2021-03-10,26495983800
2021-03-11,26934573600
2021-03-12,27420071400
2021-03-15,27206640000
2021-03-16,26852484600
2021-03-17,26728178400
2021-03-18,26983827000
2021-03-19,27044807400
2021-03-22,27119860200
2021-03-23,27166768200
2021-03-24,27455252400
2021-03-25,27178495200
2021-03-26,27647575200
2021-03-29,27598321800
2021-03-30,28217507400
2021-03-31,28056934180
2021-04-01,28439709091
2021-04-05,28743128228
2021-04-06,28544738792
2021-04-07,28404699191
2021-04-08,28589084666
2021-04-09,29090893239
2021-04-12,29060551325
2021-04-13,28981195551
2021-04-14,28929847697
2021-04-15,29186586966
2021-04-16,29335962541
2021-04-19,28932181690
2021-04-20,28899505783
2021-04-21,28789808095
2021-04-22,29263608747
2021-04-23,30080506423
2021-04-26,29583365838
2021-04-27,30150526224
2021-04-28,30017488602
2021-04-29,30262557905
2021-04-30,30087508403
2021-05-03,30537969122
2021-05-04,30897404099
2021-05-05,30825050305
2021-05-06,30920744033
2021-05-07,31459896499
2021-05-10,31525248313
2021-05-11,30825050305
2021-05-12,29919460881
2021-05-13,30806378358
2021-05-14,31459896499
2021-05-17,31536918280
2021-05-18,30927746013
2021-05-19,30825050305
2021-05-20,30878732152
2021-05-21,30685010703
2021-05-24,30890402119
2021-05-25,30498291235
2021-05-26,30654668790
2021-05-27,30846056245
2021-05-28,30979093867
2021-06-01,31259173070
2021-06-02,30741026544
2021-06-03,30829718292
2021-06-04,30374589587
2021-06-07,29676725572
2021-06-08,29805095207
2021-06-09,29149243073
2021-06-10,28990531524
2021-06-11,29296284654
2021-06-14,29191254953
2021-06-15,29574029864
2021-06-16,29459664189
2021-06-17,29081557265
2021-06-18,28750130208
2021-06-21,29338296535
2021-06-22,29518014023
2021-06-23,29520348017
2021-06-24,29419986302
2021-06-25,29597369798
2021-06-28,29826101147
2021-06-29,29763083326
2021-06-30,29452513758
2021-07-01,29939907603
2021-07-02,29939907603
2021-07-06,29538387911
2021-07-07,30076842064
2021-07-08,29758875603
2021-07-09,30239306679
2021-07-12,29895810064
2021-07-13,29891168218
2021-07-14,30028102679
2021-07-15,30035065448
2021-07-16,29468760219
2021-07-19,29030105759
2021-07-20,29364318681
2021-07-21,29524462373
2021-07-22,29631224834
2021-07-23,30297329755
2021-07-26,30030423602
2021-07-27,30088446679
2021-07-28,30058274679
2021-07-29,31100369138
2021-07-30,31232661752
2021-08-02,30961113753
2021-08-03,31775757751
2021-08-04,31374238060
2021-08-05,31587762982
2021-08-06,31648106982
2021-08-09,31587762982
2021-08-10,31613293136
2021-08-11,32068194058
2021-08-12,32383839595
2021-08-13,32608969133
2021-08-16,32687880517
2021-08-17,32469713749
2021-08-18,32084440519
2021-08-19,32437220826
2021-08-20,32785359286
2021-08-23,32973354055
2021-08-24,33133497747
2021-08-25,33196162670
2021-08-26,33200804516
2021-08-27,33627854361
2021-08-30,34099001744
2021-08-31,33504845438
2021-09-01,33989918360
2021-09-02,34802241434
2021-09-03,34946138664
2021-09-07,35041296510
2021-09-08,34783674050
2021-09-09,33611607899
2021-09-10,33822811899
2021-09-13,33639458976
2021-09-14,33497882669
2021-09-15,33743900514
2021-09-16,33827453745
2021-09-17,33611607899
2021-09-20,33827453745
2021-09-21,34604962973
2021-09-22,34435535589
2021-09-23,34776711280
2021-09-24,35159663587
2021-09-27,34642097742
2021-09-28,34061866975
2021-09-29,34022411283
2021-09-30,33064533302
2021-10-01,33011348865
2021-10-04,32761613247
2021-10-05,33483071698
2021-10-06,33857675124
2021-10-07,33959419265
2021-10-08,33261084482
2021-10-11,33177839276
2021-10-12,33041409633
2021-10-13,32925791292
2021-10-14,34174469380
2021-10-15,34976860670
2021-10-18,35573451312
2021-10-19,35612761548
2021-10-20,36209352190
2021-10-21,36847565436
2021-10-22,37199045194
2021-10-25,37541275485
2021-10-26,37663830927
2021-10-27,37448780811
2021-10-28,38734456769
2021-10-29,39467477054
2021-11-01,39881390717
2021-11-02,40110315033
2021-11-03,40274493078
2021-11-04,41074572001
2021-11-05,40332302248
2021-11-08,40635222303
2021-11-09,40690719107
2021-11-10,39890640184
2021-11-11,40394736153
2021-11-12,41319682885
2021-11-15,41585605070
2021-11-16,41779843884
2021-11-17,41731284181
2021-11-18,40697656208
2021-11-19,40676844906
2021-11-22,40972827860
2021-11-23,41039886498
2021-11-24,41488485663
2021-11-26,40704593308
2021-11-29,41301183950
2021-11-30,41065322533
2021-12-01,40514979228
2021-12-02,41282685015
2021-12-03,41504672231
2021-12-06,40829461117
2021-12-07,42085076306
2021-12-08,41254936614
2021-12-09,41016762830
2021-12-10,41194815076
2021-12-13,41497735131
2021-12-14,40706905675
2021-12-15,40880333187
2021-12-16,40605161534
2021-12-17,39381919481
2021-12-20,38600339493
2021-12-21,39245489838
2021-12-22,39777334209
2021-12-23,40272180711
2021-12-27,41113882237
2021-12-28,41234125312
2021-12-29,41717409980
2021-12-30,41192502709
2021-12-31,41317216629
2022-01-03,39933750477
2022-01-04,40925234553
2022-01-05,39461066208
2022-01-06,39451843101
2022-01-07,38345070179
2022-01-10,38066071172
2022-01-11,37524213596
2022-01-12,37388172757
2022-01-13,36643406812
2022-01-14,36445109997
2022-01-18,36173028320
2022-01-19,36020847044
2022-01-20,35393675722
2022-01-21,34220035269
2022-01-24,35631170744
2022-01-25,34584348023
2022-01-26,33673566139
2022-01-27,32970304179
2022-01-28,33837276301
2022-01-31,34810314161
2022-02-01,35301444645
2022-02-02,37378949650
2022-02-03,37773237503
2022-02-04,35691120944
2022-02-07,35266857991
2022-02-08,35806409790
2022-02-09,36419746451
2022-02-10,35414427714
2022-02-11,34083994431
2022-02-14,33890309170
2022-02-15,34312266346
2022-02-16,34273068138
2022-02-17,33403790240
2022-02-18,33198576094
2022-02-22,33041783263
2022-02-23,32566793218
2022-02-24,33968705585
2022-02-25,35027057191
2022-02-28,36203003420
2022-03-01,35753376921
2022-03-02,36659547251
2022-03-03,37406618973
2022-03-04,36698745458
2022-03-07,34819537268
2022-03-08,34512868938
2022-03-09,35379841060
2022-03-10,35709567160
2022-03-11,35322196637
2022-03-14,34420637861
2022-03-15,35621947637
2022-03-16,37284412796
2022-03-17,37212933711
2022-03-18,37849328141
2022-03-21,36869372950
2022-03-22,37229074150
2022-03-23,36281399836
2022-03-24,36509671751
2022-03-25,36173028320
2022-03-28,36424358005
2022-03-29,36908571158
2022-03-30,35891723536
2022-03-31,34038477800
2022-04-01,31738703855
2022-04-04,31647533431
2022-04-05,30692523239
2022-04-06,29922133156
2022-04-07,30086239920
2022-04-08,29621270757
2022-04-11,29413858043
2022-04-12,29630387800
2022-04-13,30380264537
2022-04-14,30172851822
2022-04-18,30245788161
2022-04-19,31205356874
2022-04-20,31556363006
2022-04-21,31348950292
2022-04-22,30658334330
2022-04-25,31889135054
2022-04-26,31011619723
2022-04-27,30997944160
2022-04-28,33306835147
2022-04-29,31923323963
2022-05-02,31914206921
2022-05-03,32085151466
2022-05-04,33165520990
2022-05-05,32285726399
2022-05-06,31948395830
2022-05-09,30906773736
2022-05-10,31244104304
2022-05-11,30865747045
2022-05-12,30728991409
2022-05-13,31125582753
2022-05-16,29913016114
2022-05-17,30966034511
2022-05-18,26949977334
2022-05-19,27177903394
2022-05-20,27713529635
2022-05-23,28497595281
2022-05-24,28089607634
2022-05-25,28645747220
2022-05-26,29739792308
2022-05-27,30102194744
2022-05-31,29429812867
2022-06-01,29336363182
2022-06-02,30482831264
2022-06-03,30564884646
2022-06-06,30662892851
2022-06-07,30432687531
2022-06-08,28932934056
2022-06-09,28750593208
2022-06-10,28169381755
2022-06-13,27316938291
2022-06-14,27291866424
2022-06-15,27608683647
2022-06-16,26776753528
2022-06-17,26450819263
2022-06-21,27164227830
2022-06-22,26861086171
2022-06-23,28219525488
2022-06-24,29370552091
2022-06-27,29637225581
2022-06-28,28572810881
2022-06-29,29094761559
2022-06-30,28785811939
2022-07-01,29318216920
2022-07-05,29093573468
2022-07-06,29675400009
2022-07-07,30742456406
2022-07-08,30666077632
2022-07-11,30272951591
2022-07-12,29520396027
2022-07-13,28004052726
2022-07-14,28181521053
2022-07-15,28677983082
2022-07-18,29372131349
2022-07-19,30398751924
2022-07-20,31070435846
2022-07-21,31694944642
2022-07-22,31333268684
2022-07-25,30951374816
2022-07-26,30675063370
2022-07-27,30717745626
2022-07-28,32928237194
2022-07-29,34091890275
2022-08-01,34123340358
2022-08-02,33040558920
2022-08-03,33213534378
2022-08-04,33593181812
2022-08-05,34053700888
2022-08-08,34473784143
2022-08-09,33912175513
2022-08-10,35424025945
2022-08-11,35426272380
2022-08-12,35304964916
2022-08-15,35078075029
2022-08-16,34828720798
2022-08-17,34058193757
2022-08-18,34069425930
2022-08-19,33364045491
2022-08-22,32788958253
2022-08-23,32793451122
2022-08-24,32728304521
2022-08-25,33799853787
2022-08-26,32083577814
2022-08-29,31427618934
2022-08-30,31034492893
2022-08-31,30486362870
2022-09-01,31191743310
2022-09-02,30578466686
2022-09-06,30551509472
2022-09-07,29650689229
2022-09-08,29178937980
2022-09-09,30192079948
2022-09-12,31000796376
2022-09-13,29271041795
2022-09-14,29174445111
2022-09-15,28794797677
2022-09-16,28534211273
2022-09-19,29010455391
2022-09-20,28482543279
2022-09-21,28260146261
2022-09-22,27449183399
2022-09-23,27860280917
2022-09-26,27842309440
2022-09-27,28053474285
2022-09-28,28774579766
2022-09-29,28549936314
2022-09-30,27632222731
2022-10-03,29087251743
2022-10-04,30340131687
2022-10-05,30266824882
2022-10-06,30786636774
2022-10-07,28882881256
2022-10-10,29751455827
2022-10-11,29740348735
2022-10-12,30504516644
2022-10-13,29829205469
2022-10-14,28827345798
2022-10-17,29669263349
2022-10-18,29838091142
2022-10-19,28962852316
2022-10-20,28616311055
2022-10-21,28927309623
2022-10-24,29902512274
2022-10-25,30435652676
2022-10-26,30488966716
2022-10-27,29369371873
2022-10-28,30055790140
2022-10-31,30500073808
2022-11-01,30309031830
2022-11-02,28922866786
2022-11-03,29213872589
2022-11-04,30202403750
2022-11-07,31319777175
2022-11-08,32217230185
2022-11-09,31306448665
2022-11-10,33947715071
2022-11-11,34889596448
2022-11-14,34907367794
2022-11-15,35329437279
2022-11-16,34118764284
2022-11-17,33185768581
2022-11-18,33136897377
2022-11-21,33165775816
2022-11-22,32865884340
2022-11-23,32990283767
2022-11-25,32654849598
2022-11-28,32023966789
2022-11-29,32441593437
2022-11-30,33612280902
2022-12-01,33421238925
2022-12-02,33638937922
2022-12-05,32183908909
2022-12-06,31890681689
2022-12-07,31837367648
2022-12-08,31908453035
2022-12-09,32459364784
2022-12-12,33521202750
2022-12-13,33836644154
2022-12-14,34365341719
2022-12-15,33225754111
2022-12-16,32752592004
2022-12-19,32232780113
2022-12-20,31566354611
2022-12-21,31912895872
2022-12-22,31319777175
2022-12-23,31777389353
2022-12-27,31852917577
2022-12-28,31350877032
2022-12-29,31830703393
2022-12-30,31519704826
2023-01-03,31212765668
2023-01-04,31906579091
2023-01-05,31097866629
2023-01-06,33221289241
2023-01-09,33848814757
2023-01-10,33873120323
2023-01-11,34589029716
2023-01-12,34608916088
2023-01-13,34840923761
2023-01-17,34754749482
2023-01-18,34874067714
2023-01-19,34330506879
2023-01-20,35024320303
2023-01-23,35669522595
2023-01-24,35452982100
2023-01-25,35415418952
2023-01-26,35271795155
2023-01-27,36878172094
2023-01-30,35561252347
2023-01-31,36816303381
2023-02-01,40614600435
2023-02-02,41034423844
2023-02-03,40990231906
2023-02-06,40831140930
2023-02-07,40402479133
2023-02-08,40424575102
2023-02-09,39220344797
2023-02-10,38557465730
2023-02-13,39326405448
2023-02-14,39629120222
2023-02-15,39465610052
2023-02-16,38882276473
2023-02-17,39202668022
2023-02-21,37861442710
2023-02-22,37786316415
2023-02-23,38146480708
2023-02-24,37512326401
2023-02-27,37828298756
2023-02-28,37481392045
2023-03-01,37410684944
2023-03-02,39196039231
2023-03-03,39226973588
2023-03-06,38994965914
2023-03-07,38645849606
2023-03-08,38716556706
2023-03-09,37892377066
2023-03-10,37161000496
2023-03-13,36372174406
2023-03-14,36856076125
2023-03-15,36732338699
2023-03-16,37289157115
2023-03-17,36630697242
2023-03-20,36838399350
2023-03-21,37138904527
2023-03-22,36548942157
2023-03-23,36403108762
2023-03-24,36403108762
2023-03-27,36955507985
2023-03-28,36683727567
2023-03-29,36610810870
2023-03-30,36858285722
2023-03-31,37603269457
2023-04-03,36872916084
2023-04-04,36266127027
2023-04-05,35853510469
2023-04-06,35941770695
2023-04-10,36936904748
2023-04-11,37510596220
2023-04-12,37517215736
2023-04-13,36714047676
2023-04-14,37364966846
2023-04-17,37601062952
2023-04-18,37885702182
2023-04-19,38174754423
2023-04-20,38271840672
2023-04-21,38488078227
2023-04-24,39103693306
2023-04-25,37442194544
2023-04-26,33706580462
2023-04-27,34553878635
2023-04-28,35348220673
2023-05-01,35054755420
2023-05-02,34816452809
2023-05-03,35379111752
2023-05-04,34447966363
2023-05-05,34970908205
2023-05-08,34381771194
2023-05-09,34436933835
2023-05-10,34688475480
2023-05-11,34247174348
2023-05-12,33989013186
2023-05-15,33812492733
2023-05-16,32925477458
2023-05-17,33512407964
2023-05-18,33808079722
2023-05-19,33254246801
2023-05-22,33333681005
2023-05-23,33241007767
2023-05-24,33150541035
2023-05-25,34222902786
2023-05-26,34845137382
2023-05-30,35037103375
2023-05-31,34249380854
2023-06-01,35043722892
2023-06-02,35268786469
2023-06-05,34598008748
2023-06-06,33927231028
2023-06-07,34873821956
2023-06-08,34959875677
2023-06-09,33781601654
2023-06-12,33774982137
2023-06-13,34432520824
2023-06-14,35383524763
2023-06-15,36228616431
2023-06-16,35906466605
2023-06-20,35372492235
2023-06-21,36036650439
2023-06-22,36508842650
2023-06-23,36036650439
2023-06-26,36908220174
2023-06-27,39637667676
2023-06-28,40853452294
2023-06-29,41455828340
2023-06-30,40600246271
2023-07-03,40393819229
2023-07-05,40378447003
2023-07-06,40193980285
2023-07-07,40620010562
2023-07-10,41149254361
2023-07-11,41496227474
2023-07-12,41259055979
2023-07-13,41432542536
2023-07-14,41480855248
2023-07-17,42084764147
2023-07-18,43283797815
2023-07-19,43393599433
2023-07-20,43740572546
2023-07-21,43316738301
2023-07-24,42763338146
2023-07-25,43413363724
2023-07-26,46200128789
2023-07-27,45253638842
2023-07-28,46948975824
2023-07-31,46061778751
2023-08-01,45308539651
2023-08-02,44862745082
2023-08-03,45352460298
2023-08-04,44702434720
2023-08-07,44948390344
2023-08-08,44919841923
2023-08-09,44078761529
2023-08-10,44575064843
2023-08-11,45104308642
2023-08-14,45677473088
2023-08-15,44979134797
2023-08-16,44700238687
2023-08-17,43281601783
2023-08-18,43206936683
2023-08-21,44263228248
2023-08-22,44469655290
2023-08-23,45310735683
2023-08-24,44875921276
2023-08-25,44913253826
2023-08-28,45721393735
2023-08-29,46973132180
2023-08-30,47249832257
2023-08-31,46927015500
2023-09-01,47860329253
2023-09-05,46494397125
2023-09-06,46540513805
2023-09-07,47517748205
2023-09-08,46255029598
2023-09-11,46779881332
2023-09-12,46320910569
2023-09-13,45648924667
2023-09-14,44687062493
2023-09-15,44974742732
2023-09-18,45001095121
2023-09-19,44610201361
2023-09-20,44785883949
2023-09-21,43936019426
2023-09-22,43993116267
2023-09-25,44856156985
2023-09-26,43813041614
2023-09-27,43909667038
2023-09-28,44586045005
2023-09-29,44924233988
2023-10-02,44263189756
2023-10-03,43898721031
2023-10-04,44258798567
2023-10-05,44271972135
