,SIG
2009-04-23,1383647999
2009-04-24,1405800000
2009-04-27,1373424000
2009-04-28,1350420000
2009-04-29,1378536000
2009-04-30,1352124000
2009-05-01,1364052000
2009-05-04,1391315999
2009-05-05,1390464000
2009-05-06,1491000000
2009-05-07,1494408000
2009-05-08,1576200000
2009-05-11,1513152000
2009-05-12,1505484000
2009-05-13,1327416000
2009-05-14,1379388000
2009-05-15,1404096000
2009-05-18,1510596000
2009-05-19,1423692000
2009-05-20,1485036000
2009-05-21,1496112000
2009-05-22,1469700000
2009-05-26,1519968000
2009-05-27,1512300000
2009-05-28,1525079999
2009-05-29,1532747999
2009-06-01,1692924000
2009-06-02,1669920000
2009-06-03,1652028000
2009-06-04,1685256000
2009-06-05,1671624000
2009-06-08,1666512000
2009-06-09,1715076000
2009-06-10,1805388000
2009-06-11,1796868000
2009-06-12,1758528000
2009-06-15,1650324000
2009-06-16,1670772000
2009-06-17,1580460000
2009-06-18,1575347999
2009-06-19,1685256000
2009-06-22,1628172000
2009-06-23,1592388000
2009-06-24,1622208000
2009-06-25,1681847999
2009-06-26,1761936000
2009-06-29,1773864000
2009-06-30,1773864000
2009-07-01,1790052000
2009-07-02,1742340000
2009-07-06,1743192000
2009-07-07,1662252000
2009-07-08,1697184000
2009-07-09,1709112000
2009-07-10,1702296000
2009-07-13,1725300000
2009-07-14,1744044000
2009-07-15,1825836000
2009-07-16,1814760000
2009-07-17,1810500000
2009-07-20,1836060000
2009-07-21,1852247999
2009-07-22,1894847999
2009-07-23,1888032000
2009-07-24,1862472000
2009-07-27,1862472000
2009-07-28,1872696000
2009-07-29,1843728000
2009-07-30,1865879999
2009-07-31,1881215999
2009-08-03,1871114000
2009-08-04,1789130000
2009-08-05,1737036000
2009-08-06,1751554000
2009-08-07,1801940000
2009-08-10,1795108000
2009-08-11,1865990000
2009-08-12,1882216000
2009-08-13,1931748000
2009-08-14,1931748000
2009-08-17,1883070000
2009-08-18,1931748000
2009-08-19,1925770000
2009-08-20,1936018000
2009-08-21,1992381999
2009-08-24,1995798000
2009-08-25,2052162000
2009-08-26,2091445999
2009-08-27,2070950000
2009-08-28,2088884000
2009-08-31,2069242000
2009-09-01,1930894000
2009-09-02,1942850000
2009-09-03,2007754000
2009-09-04,2041914000
2009-09-08,2094862000
2009-09-09,2320318000
2009-09-10,2253706000
2009-09-11,2247728000
2009-09-14,2275056000
2009-09-15,2266516000
2009-09-16,2280180000
2009-09-17,2261392000
2009-09-18,2251144000
2009-09-21,2231502000
2009-09-22,2292990000
2009-09-23,2271640000
2009-09-24,2161474000
2009-09-25,2117066000
2009-09-28,2152934000
2009-09-29,2217838000
2009-09-30,2248582000
2009-10-01,2276764000
2009-10-02,2150372000
2009-10-05,2237480000
2009-10-06,2214422000
2009-10-07,2297260000
2009-10-08,2306654000
2009-10-09,2305800000
2009-10-12,2276764000
2009-10-13,2301530000
2009-10-14,2343376000
2009-10-15,2419382000
2009-10-16,2440732000
2009-10-19,2415112000
2009-10-20,2390346000
2009-10-21,2371558000
2009-10-22,2409988000
2009-10-23,2373266000
2009-10-26,2292990000
2009-10-27,2219546000
2009-10-28,2158912000
2009-10-29,2203320000
2009-10-30,2152934000
2009-11-02,2186239000
2009-11-03,2221212000
2009-11-04,2225477000
2009-11-05,2277510000
2009-11-06,2276657000
2009-11-09,2302247000
2009-11-10,2300541000
2009-11-11,2301394000
2009-11-12,2280069000
2009-11-13,2367075000
2009-11-16,2471141000
2009-11-17,2438727000
2009-11-18,2418255000
2009-11-19,2349162000
2009-11-20,2302247000
2009-11-23,2292864000
2009-11-24,2245096000
2009-11-25,2249361000
2009-11-27,2226330000
2009-11-30,2205005000
2009-12-01,2229742000
2009-12-02,2290305000
2009-12-03,2230595000
2009-12-04,2276657000
2009-12-07,2164914000
2009-12-08,2023316000
2009-12-09,2030140000
2009-12-10,2113734000
2009-12-11,2167473000
2009-12-14,2192210000
2009-12-15,2203299000
2009-12-16,2224624000
2009-12-17,2153825000
2009-12-18,2180268000
2009-12-21,2212682000
2009-12-22,2187945000
2009-12-23,2214388000
2009-12-24,2242537000
2009-12-28,2289452000
2009-12-29,2334661000
2009-12-30,2315042000
2009-12-31,2279216000
2010-01-04,2313336000
2010-01-05,2285187000
2010-01-06,2281775000
2010-01-07,2302247000
2010-01-08,2404607000
2010-01-11,2459199000
2010-01-12,2425932000
2010-01-13,2464317000
2010-01-14,2429344000
2010-01-15,2429344000
2010-01-19,2435315000
2010-01-20,2373899000
2010-01-21,2339779000
2010-01-22,2280922000
2010-01-25,2289452000
2010-01-26,2310777000
2010-01-27,2350868000
2010-01-28,2330396000
2010-01-29,2333808000
2010-02-01,2386305000
2010-02-02,2387160000
2010-02-03,2391435000
2010-02-04,2339280000
2010-02-05,2308500000
2010-02-08,2305935000
2010-02-09,2307645000
2010-02-10,2273445000
2010-02-11,2340135000
2010-02-12,2412810000
2010-02-16,2462400000
2010-02-17,2457270000
2010-02-18,2476935000
2010-02-19,2482065000
2010-02-22,2470950000
2010-02-23,2452140000
2010-02-24,2471805000
2010-02-25,2473515000
2010-02-26,2463255000
2010-03-01,2472660000
2010-03-02,2474370000
2010-03-03,2470095000
2010-03-04,2499165000
2010-03-05,2577825000
2010-03-08,2571840000
2010-03-09,2544480000
2010-03-10,2549610000
2010-03-11,2525670000
2010-03-12,2550465000
2010-03-15,2530800000
2010-03-16,2521395000
2010-03-17,2495745000
2010-03-18,2507715000
2010-03-19,2411955000
2010-03-22,2433330000
2010-03-23,2426490000
2010-03-24,2400840000
2010-03-25,2441025000
2010-03-26,2629125000
2010-03-29,2741985000
2010-03-30,2736855000
2010-03-31,2765070000
2010-04-01,2743695000
2010-04-05,2842020000
2010-04-06,2836035000
2010-04-07,2877075000
2010-04-08,2811240000
2010-04-09,2823210000
2010-04-12,2828340000
2010-04-13,2869380000
2010-04-14,2912130000
2010-04-15,2915550000
2010-04-16,2905289999
2010-04-19,2869380000
2010-04-20,2894175000
2010-04-21,2907000000
2010-04-22,2909565000
2010-04-23,2912130000
2010-04-26,2888190000
2010-04-27,2779605000
2010-04-28,2748825000
2010-04-29,2776185000
2010-04-30,2737710000
2010-05-03,2793984000
2010-05-04,2727216000
2010-05-05,2683560000
2010-05-06,2593680000
2010-05-07,2503800000
2010-05-10,2627920000
2010-05-11,2627064000
2010-05-12,2806824000
2010-05-13,2805968000
2010-05-14,2778576000
2010-05-17,2805112000
2010-05-18,2706672000
2010-05-19,2682704000
2010-05-20,2598816000
2010-05-21,2612512000
2010-05-24,2611656000
2010-05-25,2612512000
2010-05-26,2623640000
2010-05-27,2703248000
2010-05-28,2657880000
2010-06-01,2684416000
2010-06-02,2693832000
2010-06-03,2699824000
2010-06-04,2573992000
2010-06-07,2459288000
2010-06-08,2478976000
2010-06-09,2483256000
2010-06-10,2636480000
2010-06-11,2675000000
2010-06-14,2704960000
2010-06-15,2764024000
2010-06-16,2748616000
2010-06-17,2689552000
2010-06-18,2748616000
2010-06-21,2650176000
2010-06-22,2565432000
2010-06-23,2604808000
2010-06-24,2553448000
2010-06-25,2472128000
2010-06-28,2467848000
2010-06-29,2337736000
2010-06-30,2354000000
2010-07-01,2359992000
2010-07-02,2355712000
2010-07-06,2353144000
2010-07-07,2407928000
2010-07-08,2431896000
2010-07-09,2447304000
2010-07-12,2438744000
2010-07-13,2526056000
2010-07-14,2525200000
2010-07-15,2523488000
2010-07-16,2403648000
2010-07-19,2397656000
2010-07-20,2458432000
2010-07-21,2455008000
2010-07-22,2552592000
2010-07-23,2604808000
2010-07-26,2605664000
2010-07-27,2588544000
2010-07-28,2556016000
2010-07-29,2536328000
2010-07-30,2548312000
2010-08-02,2701264000
2010-08-03,2586426000
2010-08-04,2589854000
2010-08-05,2597567000
2010-08-06,2545290000
2010-08-09,2585569000
2010-08-10,2528150000
2010-08-11,2433023000
2010-08-12,2404742000
2010-08-13,2356750000
2010-08-16,2358464000
2010-08-17,2358464000
2010-08-18,2397886000
2010-08-19,2383317000
2010-08-20,2395315000
2010-08-23,2365320000
2010-08-24,2307044000
2010-08-25,2349894000
2010-08-26,2461304000
2010-08-27,2452734000
2010-08-30,2314757000
2010-08-31,2265908000
2010-09-01,2365320000
2010-09-02,2408170000
2010-09-03,2447592000
2010-09-07,2349894000
2010-09-08,2393601000
2010-09-09,2418454000
2010-09-10,2444164000
2010-09-13,2480158000
2010-09-14,2501583000
2010-09-15,2451877000
2010-09-16,2482729000
2010-09-17,2482729000
2010-09-20,2549575000
2010-09-21,2545290000
2010-09-22,2537577000
2010-09-23,2550432000
2010-09-24,2656700000
2010-09-27,2661842000
2010-09-28,2708120000
2010-09-29,2761254000
2010-09-30,2720118000
2010-10-01,2774109000
2010-10-04,2760397000
2010-10-05,2795534000
2010-10-06,2812674000
2010-10-07,2798105000
2010-10-08,2850382000
2010-10-11,2840955000
2010-10-12,2846097000
2010-10-13,2824672000
2010-10-14,2778394000
2010-10-15,2813531000
2010-10-18,2840955000
2010-10-19,2796391000
2010-10-20,2910372000
2010-10-21,2931797000
2010-10-22,2969505000
2010-10-25,2973790000
2010-10-26,3014069000
2010-10-27,2988359000
2010-10-28,3026067000
2010-10-29,3014926000
2010-11-01,3041493000
2010-11-02,3039779000
2010-11-03,3052634000
2010-11-04,3131478000
2010-11-05,3175184999
2010-11-08,3183755000
2010-11-09,3164044000
2010-11-10,3128050000
2010-11-11,3106625000
2010-11-12,3065489000
2010-11-15,3083485999
2010-11-16,3022639000
2010-11-17,3069774000
2010-11-18,3146904000
2010-11-19,3196609999
2010-11-22,3212893000
2010-11-23,3396291000
2010-11-24,3441711999
2010-11-26,3429714000
2010-11-29,3416002000
2010-11-30,3413431000
2010-12-01,3428000000
2010-12-02,3472564000
2010-12-03,3547123000
2010-12-06,3531697000
2010-12-07,3557407000
2010-12-08,3555693000
2010-12-09,3537696000
2010-12-10,3595115000
2010-12-13,3658533000
2010-12-14,3673959000
2010-12-15,3657676000
2010-12-16,3703954000
2010-12-17,3796509999
2010-12-20,3761373000
2010-12-21,3737377000
2010-12-22,3725379000
2010-12-23,3688528000
2010-12-27,3729664000
2010-12-28,3697098000
2010-12-29,3700526000
2010-12-30,3697098000
2010-12-31,3719380000
2011-01-03,3729664000
2011-01-04,3629395000
2011-01-05,3676530000
2011-01-06,3608827000
2011-01-07,3537696000
2011-01-10,3587402000
2011-01-11,3524841000
2011-01-12,3619968000
2011-01-13,3632823000
2011-01-14,3646534999
2011-01-18,3714238000
2011-01-19,3649963000
2011-01-20,3642250000
2011-01-21,3608827000
2011-01-24,3613111999
2011-01-25,3583974000
2011-01-26,3613111999
2011-01-27,3650820000
2011-01-28,3561692000
2011-01-31,3657527999
2011-02-01,3725547000
2011-02-02,3661833000
2011-02-03,3706604999
2011-02-04,3745350000
2011-02-07,3778068000
2011-02-08,3786677999
2011-02-09,3831450000
2011-02-10,3793566000
2011-02-11,3791844000
2011-02-14,3774624000
2011-02-15,3741906000
2011-02-16,3848670000
2011-02-17,3859863000
2011-02-18,3892581000
2011-02-22,3784956000
2011-02-23,3772902000
2011-02-24,3717798000
2011-02-25,3769458000
2011-02-28,3777207000
2011-03-01,3736740000
2011-03-02,3836616000
2011-03-03,3883110000
2011-03-04,3840921000
2011-03-07,3749654999
2011-03-08,3747933000
2011-03-09,3757404000
2011-03-10,3776346000
2011-03-11,3790122000
2011-03-14,3721242000
2011-03-15,3667860000
2011-03-16,3545598000
2011-03-17,3574011000
2011-03-18,3639447000
2011-03-21,3800454000
2011-03-22,3827145000
2011-03-23,3883971000
2011-03-24,3939936000
2011-03-25,3852114000
2011-03-28,3784095000
2011-03-29,3857279999
2011-03-30,3883110000
2011-03-31,3962322000
2011-04-01,3974375999
2011-04-04,3973515000
2011-04-05,4003650000
2011-04-06,3945102000
2011-04-07,3966627000
2011-04-08,3939936000
2011-04-11,3926160000
2011-04-12,3821979000
2011-04-13,3805620000
2011-04-14,3802175999
2011-04-15,3778929000
2011-04-18,3738462000
2011-04-19,3677331000
2011-04-20,3818535000
2011-04-21,3829727999
2011-04-25,3762570000
2011-04-26,3773763000
2011-04-27,3776346000
2011-04-28,3752238000
2011-04-29,3766875000
2011-05-02,3709173999
2011-05-03,3640997000
2011-05-04,3565053000
2011-05-05,3490835000
2011-05-06,3538300000
2011-05-09,3647901000
2011-05-10,3713489000
2011-05-11,3678106000
2011-05-12,3743694000
2011-05-13,3733338000
2011-05-16,3735064000
2011-05-17,3653942000
2011-05-18,3734201000
2011-05-19,3697092000
2011-05-20,3652216000
2011-05-23,3646175000
2011-05-24,3674654000
2011-05-25,3758364999
2011-05-26,3948225000
2011-05-27,3971526000
2011-05-31,3970663000
2011-06-01,3905075000
2011-06-02,3899897000
2011-06-03,3816186000
2011-06-06,3730748999
2011-06-07,3738516000
2011-06-08,3700544000
2011-06-09,3805830000
2011-06-10,3690188000
2011-06-13,3640997000
2011-06-14,3733338000
2011-06-15,3640997000
2011-06-16,3585764999
2011-06-17,3559875000
2011-06-20,3688462000
2011-06-21,3780803000
2011-06-22,3769584000
2011-06-23,3815323000
2011-06-24,3784255000
2011-06-27,3832582999
2011-06-28,3925787000
2011-06-29,3996553000
2011-06-30,4039703000
2011-07-01,4108743000
2011-07-05,4107880000
2011-07-06,4093209000
2011-07-07,4143263000
2011-07-08,4086305000
2011-07-11,3999142000
2011-07-12,3974978000
2011-07-13,3997416000
2011-07-14,3982745000
2011-07-15,3955129000
2011-07-18,3887814999
2011-07-19,3937869000
2011-07-20,3899897000
2011-07-21,3925787000
2011-07-22,3941321000
2011-07-25,3878322000
2011-07-26,3889541000
2011-07-27,3766132000
2011-07-28,3728160000
2011-07-29,3697092000
2011-08-01,3686736000
2011-08-02,3460630000
2011-08-03,3449411000
2011-08-04,3089539999
2011-08-05,3056746000
2011-08-08,2697738000
2011-08-09,2922981000
2011-08-10,2769367000
2011-08-11,2936789000
2011-08-12,2945419000
2011-08-15,3028267000
2011-08-16,3011007000
2011-08-17,2991157999
2011-08-18,2796120000
2011-08-19,2751244000
2011-08-22,2790079000
2011-08-23,2921255000
2011-08-24,3034307999
2011-08-25,3141320000
2011-08-26,3232798000
2011-08-29,3334632000
2011-08-30,3385548999
2011-08-31,3360522000
2011-09-01,3338084000
2011-09-02,3285441000
2011-09-06,3193100000
2011-09-07,3332043000
2011-09-08,3234523999
2011-09-09,3084362000
2011-09-12,3079184000
2011-09-13,3187059000
2011-09-14,3230209000
2011-09-15,3225031000
2011-09-16,3218127000
2011-09-19,3172388000
2011-09-20,3148223999
2011-09-21,3031719000
2011-09-22,2846173999
2011-09-23,2873789999
2011-09-26,2976487000
2011-09-27,3044664000
2011-09-28,2946282000
2011-09-29,2954912000
2011-09-30,2916939999
2011-10-03,2888461000
2011-10-04,3164621000
2011-10-05,3234523999
2011-10-06,3392453000
2011-10-07,3308742000
2011-10-10,3449411000
2011-10-11,3433014000
2011-10-12,3437329000
2011-10-13,3394179000
2011-10-14,3421795000
2011-10-17,3323413000
2011-10-18,3397631000
2011-10-19,3369152000
2011-10-20,3454589000
2011-10-21,3557286000
2011-10-24,3679832000
2011-10-25,3557286000
2011-10-26,3687598999
2011-10-27,3848117000
2011-10-28,3827405000
2011-10-31,3716082000
2011-11-01,3615228000
2011-11-02,3670396000
2011-11-03,3712634000
2011-11-04,3655741999
2011-11-07,3679878000
2011-11-08,3959166000
2011-11-09,3834175999
2011-11-10,3902274000
2011-11-11,3879000000
2011-11-14,3869518000
2011-11-15,3910032000
2011-11-16,3806591999
2011-11-17,3735046000
2011-11-18,3866932000
2011-11-21,3753148000
2011-11-22,3742804000
2011-11-23,3610056000
2011-11-25,3576438000
2011-11-28,3745390000
2011-11-29,3724702000
2011-11-30,3816936000
2011-12-01,3810902000
2011-12-02,3849691999
2011-12-05,3922100000
2011-12-06,3899688000
2011-12-07,3920375999
2011-12-08,3804868000
2011-12-09,3885896000
2011-12-12,3820384000
2011-12-13,3651432000
2011-12-14,3616090000
2011-12-15,3685912000
2011-12-16,3823832000
2011-12-19,3616090000
2011-12-20,3715220000
2011-12-21,3793662000
2011-12-22,3722116000
2011-12-23,3762630000
2011-12-27,3791075999
2011-12-28,3735908000
2011-12-29,3782456000
2011-12-30,3789352000
2012-01-03,3973820000
2012-01-04,3966924000
2012-01-05,4031574000
2012-01-06,4024678000
2012-01-09,4053124000
2012-01-10,3797109999
2012-01-11,3884172000
2012-01-12,3868656000
2012-01-13,3854864000
2012-01-17,3879000000
2012-01-18,3888482000
2012-01-19,4051400000
2012-01-20,4026402000
2012-01-23,4044504000
2012-01-24,4065191999
2012-01-25,4084156000
2012-01-26,4048814000
2012-01-27,4004852000
2012-01-30,3935565000
2012-01-31,3897090000
2012-02-01,3968910000
2012-02-02,3944115000
2012-02-03,3980024999
2012-02-06,3940695000
2012-02-07,3873149999
2012-02-08,3848355000
2012-02-09,3816720000
2012-02-10,3809024999
2012-02-13,3889395000
2012-02-14,3986010000
2012-02-15,3941550000
2012-02-16,4006530000
2012-02-17,4031325000
2012-02-21,4003110000
2012-02-22,4062960000
2012-02-23,4101435000
2012-02-24,4100580000
2012-02-27,4086899999
2012-02-28,4078350000
2012-02-29,4009950000
2012-03-01,4075785000
2012-03-02,4104000000
2012-03-05,4106565000
2012-03-06,4024485000
2012-03-07,4037310000
2012-03-08,4139054999
2012-03-09,4179240000
2012-03-12,4178385000
2012-03-13,4233105000
2012-03-14,4272435000
2012-03-15,4234815000
2012-03-16,4214295000
2012-03-19,4238235000
2012-03-20,4316040000
2012-03-21,4382730000
2012-03-22,4207455000
2012-03-23,4231395000
2012-03-26,4304925000
2012-03-27,4232250000
2012-03-28,4186080000
2012-03-29,4155300000
2012-03-30,4042440000
2012-04-02,4045005000
2012-04-03,4114260000
2012-04-04,4100580000
2012-04-05,4111695000
2012-04-09,4033890000
2012-04-10,3862035000
2012-04-11,3973185000
2012-04-12,4024485000
2012-04-13,3984300000
2012-04-16,4027905000
2012-04-17,4105710000
2012-04-18,4058685000
2012-04-19,4001399999
2012-04-20,4074075000
2012-04-23,4040730000
2012-04-24,3950100000
2012-04-25,4021065000
2012-04-26,4087755000
2012-04-27,4092030000
2012-04-30,4028402000
2012-05-01,4054008000
2012-05-02,4071354000
2012-05-03,4001144000
2012-05-04,3927630000
2012-05-07,3953236000
2012-05-08,3839247999
2012-05-09,3820250000
2012-05-10,3832640000
2012-05-11,3793818000
2012-05-14,3732694000
2012-05-15,3765734000
2012-05-16,3773168000
2012-05-17,3622010000
2012-05-18,3637704000
2012-05-21,3761604000
2012-05-22,3778950000
2012-05-23,3944150000
2012-05-24,3635226000
2012-05-25,3655050000
2012-05-29,3652572000
2012-05-30,3630270000
2012-05-31,3606315999
2012-06-01,3517934000
2012-06-04,3519586000
2012-06-05,3550974000
2012-06-06,3617054000
2012-06-07,3577406000
2012-06-08,3622010000
2012-06-11,3535280000
2012-06-12,3620358000
2012-06-13,3512152000
2012-06-14,3574102000
2012-06-15,3568320000
2012-06-18,3586492000
2012-06-19,3640182000
2012-06-20,3603012000
2012-06-21,3464244000
2012-06-22,3473330000
2012-06-25,3408902000
2012-06-26,3423770000
2012-06-27,3410554000
2012-06-28,3475808000
2012-06-29,3635226000
2012-07-02,3717000000
2012-07-03,3801252000
2012-07-05,3789688000
2012-07-06,3674874000
2012-07-09,3629444000
2012-07-10,3596404000
2012-07-11,3509674000
2012-07-12,3486546000
2012-07-13,3544365999
2012-07-16,3531150000
2012-07-17,3624488000
2012-07-18,3711218000
2012-07-19,3732694000
2012-07-20,3711218000
2012-07-23,3640182000
2012-07-24,3570797999
2012-07-25,3590622000
2012-07-26,3609620000
2012-07-27,3708740000
2012-07-30,3620085000
2012-07-31,3535560000
2012-08-01,3454254999
2012-08-02,3429300000
2012-08-03,3508190000
2012-08-06,3554075000
2012-08-07,3632965000
2012-08-08,3725540000
2012-08-09,3774645000
2012-08-10,3748885000
2012-08-13,3751300000
2012-08-14,3780280000
2012-08-15,3740835000
2012-08-16,3788330000
2012-08-17,3823750000
2012-08-20,3918740000
2012-08-21,3896200000
2012-08-22,3823750000
2012-08-23,3773840000
2012-08-24,3746470000
2012-08-27,3694950000
2012-08-28,3679655000
2012-08-29,3694950000
2012-08-30,3639405000
2012-08-31,3691730000
2012-09-04,3717490000
2012-09-05,3712660000
2012-09-06,3797185000
2012-09-07,3827775000
2012-09-10,3830190000
2012-09-11,3858365000
2012-09-12,3888150000
2012-09-13,4022585000
2012-09-14,4093425000
2012-09-17,4081350000
2012-09-18,4028220000
2012-09-19,4061225000
2012-09-20,4071690000
2012-09-21,4025000000
2012-09-24,4003264999
2012-09-25,3934035000
2012-09-26,3895395000
2012-09-27,3909885000
2012-09-28,3925180000
2012-10-01,3904250000
2012-10-02,3963014999
2012-10-03,3953355000
2012-10-04,3996020000
2012-10-05,4025000000
2012-10-08,4002460000
2012-10-09,3960600000
2012-10-10,3960600000
2012-10-11,3931620000
2012-10-12,3928400000
2012-10-15,3979115000
2012-10-16,4070080000
2012-10-17,4107110000
2012-10-18,4118379999
2012-10-19,4018560000
2012-10-22,3990385000
2012-10-23,3970260000
2012-10-24,4036270000
2012-10-25,4162655000
2012-10-26,4142530000
2012-10-31,4259848000
2012-11-01,4444200000
2012-11-02,4333918000
2012-11-05,4366015000
2012-11-06,4389059000
2012-11-07,4366838000
2012-11-08,4304290000
2012-11-09,4373422000
2012-11-12,4309228000
2012-11-13,4307582000
2012-11-14,4253264000
2012-11-15,4217052000
2012-11-16,4245034000
2012-11-19,4361077000
2012-11-20,4240096000
2012-11-21,4244211000
2012-11-23,4300998000
2012-11-26,4292767999
2012-11-27,4433501000
2012-11-28,4471359000
2012-11-29,4461483000
2012-11-30,4423625000
2012-12-03,4440908000
2012-12-04,4435970000
2012-12-05,4429386000
2012-12-06,4443377000
2012-12-07,4449138000
2012-12-10,4449138000
2012-12-11,4533907000
2012-12-12,4538022000
2012-12-13,4532261000
2012-12-14,4483704000
2012-12-17,4561889000
2012-12-18,4649127000
2012-12-19,4589871000
2012-12-20,4554482000
2012-12-21,4523208000
2012-12-24,4496872000
2012-12-26,4368484000
2012-12-27,4369307000
2012-12-28,4356139000
2012-12-31,4394820000
2013-01-02,4431032000
2013-01-03,4459837000
2013-01-04,4433501000
2013-01-07,4430209000
2013-01-08,4831010000
2013-01-09,4938823000
2013-01-10,4886151000
2013-01-11,4845001000
2013-01-14,4850762000
2013-01-15,4926478000
2013-01-16,4941292000
2013-01-17,5016185000
2013-01-18,5044990000
2013-01-22,5038406000
2013-01-23,5030999000
2013-01-24,5037583000
2013-01-25,5106715000
2013-01-28,5096016000
2013-01-29,5100954000
2013-01-30,5165971000
2013-01-31,5150334000
2013-02-01,5220289000
2013-02-04,5071008000
2013-02-05,5125952000
2013-02-06,5126760000
2013-02-07,5083936000
2013-02-08,5083128000
2013-02-11,5069392000
2013-02-12,5049192000
2013-02-13,5050000000
2013-02-14,5062928000
2013-02-15,5016872000
2013-02-19,5102520000
2013-02-20,5019296000
2013-02-21,4831032000
2013-02-22,4843152000
2013-02-25,4818912000
2013-02-26,4923144000
2013-02-27,4919104000
2013-02-28,4946576000
2013-03-01,4822952000
2013-03-04,4830224000
2013-03-05,4846384000
2013-03-06,4881128000
2013-03-07,4910216000
2013-03-08,4909408000
2013-03-11,4986976000
2013-03-12,5024144000
2013-03-13,5007984000
2013-03-14,5096056000
2013-03-15,5079896000
2013-03-18,5095248000
2013-03-19,5102520000
2013-03-20,5098480000
2013-03-21,4995864000
2013-03-22,5047576000
2013-03-25,5044344000
2013-03-26,5071816000
2013-03-27,5112216000
2013-03-28,5413600000
2013-04-01,5458040000
2013-04-02,5511367999
2013-04-03,5407944000
2013-04-04,5334416000
2013-04-05,5416832000
2013-04-08,5538032000
2013-04-09,5492784000
2013-04-10,5543688000
2013-04-11,5575200000
2013-04-12,5494400000
2013-04-15,5301288000
2013-04-16,5411984000
2013-04-17,5323104000
2013-04-18,5302904000
2013-04-19,5344112000
2013-04-22,5357040000
2013-04-23,5426528000
2013-04-24,5436224000
2013-04-25,5490360000
2013-04-26,5426528000
2013-04-29,5482280000
2013-04-30,5553384000
2013-05-01,5496824000
2013-05-02,5606712000
2013-05-03,5655192000
2013-05-06,5610561000
2013-05-07,5612167000
2013-05-08,5612167000
2013-05-09,5601728000
2013-05-10,5613773000
2013-05-13,5608152000
2013-05-14,5623409000
2013-05-15,5625015000
2013-05-16,5586470999
2013-05-17,5682831000
2013-05-20,5701300000
2013-05-21,5751086000
2013-05-22,5751889000
2013-05-23,5675604000
2013-05-24,5611364000
2013-05-28,5581653000
2013-05-29,5498944000
2013-05-30,5520625000
2013-05-31,5501353000
2013-06-03,5516610000
2013-06-04,5448355000
2013-06-05,5356812999
2013-06-06,5431492000
2013-06-07,5512595000
2013-06-10,5505368000
2013-06-11,5411417000
2013-06-12,5355207000
2013-06-13,5430689000
2013-06-14,5473248000
2013-06-17,5457991000
2013-06-18,5613773000
2013-06-19,5570411000
2013-06-20,5360828000
2013-06-21,5321481000
2013-06-24,5230742000
2013-06-25,5340753000
2013-06-26,5376887999
2013-06-27,5421053000
2013-06-28,5414629000
2013-07-01,5466824000
2013-07-02,5428280000
2013-07-03,5469233000
2013-07-05,5629833000
2013-07-08,5621803000
2013-07-09,5673195000
2013-07-10,5641878000
2013-07-11,5702103000
2013-07-12,5730208000
2013-07-15,5759116000
2013-07-16,5642681000
2013-07-17,5684437000
2013-07-18,5745465000
2013-07-19,5747874000
2013-07-22,5765540000
2013-07-23,5771964000
2013-07-24,5737435000
2013-07-25,5774373000
2013-07-26,5776782000
2013-07-29,5772767000
2013-07-30,5779994000
2013-07-31,5870733000
2013-08-01,5994395000
2013-08-02,5973517000
2013-08-05,5932575000
2013-08-06,5855871000
2013-08-07,5834298000
2013-08-08,5899816000
2013-08-09,5904610000
2013-08-12,5942163000
2013-08-13,6041239000
2013-08-14,5929378999
2013-08-15,5793549000
2013-08-16,5769578999
2013-08-19,5805534000
2013-08-20,5851876000
2013-08-21,5735222000
2013-08-22,5619367000
2013-08-23,5724835000
2013-08-26,5687282000
2013-08-27,5418019000
2013-08-28,5579417000
2013-08-29,5353300000
2013-08-30,5305360000
2013-09-03,5318144000
2013-09-04,5322938000
2013-09-05,5354898000
2013-09-06,5351702000
2013-09-09,5471552000
2013-09-10,5569030000
2013-09-11,5521889000
2013-09-12,5449180000
2013-09-13,5482738000
2013-09-16,5523487000
2013-09-17,5529878999
2013-09-18,5627357000
2013-09-19,5744011000
2013-09-20,5699267000
2013-09-23,5677694000
2013-09-24,5652925000
2013-09-25,5644136000
2013-09-26,5648131000
2013-09-27,5748006000
2013-09-30,5724835000
2013-10-01,5755996000
2013-10-02,5764785000
2013-10-03,5724036000
2013-10-04,5811926000
2013-10-07,5775971000
2013-10-08,5667307000
2013-10-09,5559442000
2013-10-10,5663312000
2013-10-11,5818317999
2013-10-14,5827906000
2013-10-15,5803137000
2013-10-16,5939766000
2013-10-17,5986907000
2013-10-18,6077194000
2013-10-21,6117144000
2013-10-22,6090777000
2013-10-23,6054822000
2013-10-24,6048430000
2013-10-25,6049228999
2013-10-28,6041239000
2013-10-29,6031651000
2013-10-30,5996495000
2013-10-31,5965334000
2013-11-01,6010078000
2013-11-04,6058416000
2013-11-05,6146994000
2013-11-06,6156570000
2013-11-07,5902007999
2013-11-08,5974626000
2013-11-11,5985798000
2013-11-12,6138216000
2013-11-13,6194874000
2013-11-14,6251532000
2013-11-15,6281856000
2013-11-18,6220410000
2013-11-19,6140610000
2013-11-20,6144600000
2013-11-21,6179712000
2013-11-22,6155772000
2013-11-25,6102306000
2013-11-26,6209238000
2013-11-27,6157368000
2013-11-29,6131832000
2013-12-02,6103902000
2013-12-03,6028890000
2013-12-04,5986596000
2013-12-05,6040062000
2013-12-06,6085548000
