,SIG
2000-06-16,1369905557
2000-06-19,1468055557
2000-06-20,1363194446
2000-06-21,1369905557
2000-06-22,1369905557
2000-06-23,1369905557
2000-06-26,1384166668
2000-06-27,1384166668
2000-06-28,1363194446
2000-06-29,1363194446
2000-06-30,1356483335
2000-07-03,1453794446
2000-07-05,1363194446
2000-07-06,1363194446
2000-07-07,1342222224
2000-07-10,1468055557
2000-07-11,1468055557
2000-07-12,1398427779
2000-07-13,1411850001
2000-07-14,1398427779
2000-07-17,1398427779
2000-07-18,1342222224
2000-07-19,1342222224
2000-07-20,1342222224
2000-07-21,1342222224
2000-07-24,1342222224
2000-07-25,1356483335
2000-07-26,1342222224
2000-07-27,1342222224
2000-07-28,1342222224
2000-07-31,1342222224
2000-08-01,1342302288
2000-08-02,1369987272
2000-08-03,1356564249
2000-08-04,1369987272
2000-08-07,1369987272
2000-08-08,1369987272
2000-08-09,1363275761
2000-08-10,1349013799
2000-08-11,1349013799
2000-08-14,1349013799
2000-08-15,1349013799
2000-08-16,1366631516
2000-08-17,1366631516
2000-08-18,1366631516
2000-08-21,1366631516
2000-08-22,1366631516
2000-08-23,1366631516
2000-08-24,1366631516
2000-08-25,1366631516
2000-08-28,1384249234
2000-08-29,1317973059
2000-08-30,1300355341
2000-08-31,1314617303
2000-09-01,1314617303
2000-09-05,1342302288
2000-09-06,1384249234
2000-09-07,1342302288
2000-09-08,1314617303
2000-09-11,1314617303
2000-09-12,1384249234
2000-09-13,1380893478
2000-09-14,1380893478
2000-09-15,1342302288
2000-09-18,1349013799
2000-09-19,1342302288
2000-09-20,1328040326
2000-09-21,1342302288
2000-09-22,1369987272
2000-09-25,1419484669
2000-09-26,1363275761
2000-09-27,1363275761
2000-09-28,1390960745
2000-09-29,1314617303
2000-10-02,1356564249
2000-10-03,1344819104
2000-10-04,1344819104
2000-10-05,1344819104
2000-10-06,1314617303
2000-10-09,1314617303
2000-10-10,1286093379
2000-10-11,1279381868
2000-10-12,1265119906
2000-10-13,1356564249
2000-10-16,1356564249
2000-10-17,1314617303
2000-10-18,1314617303
2000-10-19,1272670356
2000-10-20,1369987272
2000-10-23,1300355341
2000-10-24,1314617303
2000-10-25,1314617303
2000-10-26,1314617303
2000-10-27,1356564249
2000-10-30,1356564249
2000-10-31,1356564249
2000-11-01,1370477613
2000-11-02,1370477613
2000-11-03,1357049786
2000-11-06,1384744680
2000-11-07,1384744680
2000-11-08,1384744680
2000-11-09,1419992726
2000-11-10,1342782720
2000-11-13,1342782720
2000-11-14,1342782720
2000-11-15,1342782720
2000-11-16,1342782720
2000-11-17,1370477613
2000-11-20,1370477613
2000-11-21,1370477613
2000-11-22,1363763700
2000-11-24,1363763700
2000-11-27,1342782720
2000-11-28,1342782720
2000-11-29,1336068806
2000-11-30,1336068806
2000-12-01,1315087826
2000-12-04,1286553693
2000-12-05,1286553693
2000-12-06,1286553693
2000-12-07,1342782720
2000-12-08,1342782720
2000-12-11,1342782720
2000-12-12,1328515653
2000-12-13,1336068806
2000-12-14,1336068806
2000-12-15,1336068806
2000-12-18,1336068806
2000-12-19,1357049786
2000-12-20,1342782720
2000-12-21,1342782720
2000-12-22,1346139676
2000-12-26,1328515653
2000-12-27,1328515653
2000-12-28,1265572713
2000-12-29,1244591733
2001-01-02,1231163906
2001-01-03,1231163906
2001-01-04,1454401533
2001-01-05,1678478400
2001-01-08,1636516440
2001-01-09,1580287413
2001-01-10,1566859586
2001-01-11,1538325453
2001-01-12,1664211333
2001-01-16,1573573500
2001-01-17,1615535460
2001-01-18,1615535460
2001-01-19,1615535460
2001-01-22,1552592520
2001-01-23,1706173293
2001-01-24,1615535460
2001-01-25,1552592520
2001-01-26,1580287413
2001-01-29,1566859586
2001-01-30,1678478400
2001-01-31,1559306433
2001-02-01,1565072067
2001-02-02,1666995490
2001-02-05,1684684680
2001-02-06,1677945941
2001-02-07,1677945941
2001-02-08,1712481977
2001-02-09,1712481977
2001-02-12,1656887382
2001-02-13,1656887382
2001-02-14,1684684680
2001-02-15,1663626121
2001-02-16,1670364860
2001-02-20,1754599094
2001-02-21,1741121616
2001-02-22,1783238733
2001-02-23,1796716211
2001-02-26,1762180175
2001-02-27,1768918914
2001-02-28,1796716211
2001-03-01,1909590084
2001-03-02,1934018012
2001-03-05,1934018012
2001-03-06,1811036031
2001-03-07,1741121616
2001-03-08,1741121616
2001-03-09,1768918914
2001-03-12,1768918914
2001-03-13,1677945941
2001-03-14,1649306301
2001-03-15,1582761256
2001-03-16,1582761256
2001-03-19,1443774770
2001-03-20,1459779275
2001-03-21,1459779275
2001-03-22,1438720716
2001-03-23,1431981978
2001-03-26,1431981978
2001-03-27,1509477473
2001-03-28,1530536031
2001-03-29,1579391887
2001-03-30,1656887382
2001-04-02,1663626121
2001-04-03,1670364860
2001-04-04,1670364860
2001-04-05,1621509004
2001-04-06,1537274770
2001-04-09,1572653148
2001-04-10,1572653148
2001-04-11,1581076572
2001-04-12,1560860356
2001-04-16,1544013509
2001-04-17,1528851347
2001-04-18,1550752247
2001-04-19,1692265761
2001-04-20,1692265761
2001-04-23,1653518013
2001-04-24,1653518013
2001-04-25,1712481977
2001-04-26,1712481977
2001-04-27,1712481977
2001-04-30,1715851346
2001-05-01,1653884951
2001-05-02,1694481047
2001-05-03,1678242608
2001-05-04,1694481047
2001-05-07,1694481047
2001-05-08,1785416302
2001-05-09,1767554019
2001-05-10,1767554019
2001-05-11,1731829455
2001-05-14,1731829455
2001-05-15,1623843840
2001-05-16,1623843840
2001-05-17,1731829455
2001-05-18,1786228224
2001-05-21,1816269335
2001-05-22,1731829455
2001-05-23,1726957923
2001-05-24,1731829455
2001-05-25,1731829455
2001-05-29,1731829455
2001-05-30,1731829455
2001-05-31,1731829455
2001-06-01,1731829455
2001-06-04,1731829455
2001-06-05,1731829455
2001-06-06,1761870566
2001-06-07,1804090506
2001-06-08,1821140866
2001-06-11,1821140866
2001-06-12,1790287833
2001-06-13,1804902428
2001-06-14,1867420416
2001-06-15,1794347443
2001-06-18,1794347443
2001-06-19,1794347443
2001-06-20,1856865431
2001-06-21,1881223088
2001-06-22,1881223088
2001-06-25,1894213839
2001-06-26,1897461527
2001-06-27,1964851046
2001-06-28,2056598223
2001-06-29,2040359784
2001-07-02,1989208704
2001-07-03,1989208704
2001-07-05,1989208704
2001-07-06,1989208704
2001-07-09,1834943539
2001-07-10,1794347443
2001-07-11,1731829455
2001-07-12,1731829455
2001-07-13,1687985671
2001-07-16,1743196362
2001-07-17,1743196362
2001-07-18,1824388554
2001-07-19,1813021647
2001-07-20,1894213839
2001-07-23,1848746211
2001-07-24,1788663989
2001-07-25,1744820206
2001-07-26,1775673239
2001-07-27,1785416302
2001-07-30,1785416302
2001-07-31,1759434800
2001-08-01,1948594578
2001-08-02,1975693677
2001-08-03,1992630614
2001-08-06,1964684668
2001-08-07,1919801786
2001-08-08,1863063048
2001-08-09,1970612596
2001-08-10,1879999984
2001-08-13,1879999984
2001-08-14,1879999984
2001-08-15,1792774760
2001-08-16,1786846832
2001-08-17,1786846832
2001-08-20,1818180165
2001-08-21,1818180165
2001-08-22,1813099084
2001-08-23,1813099084
2001-08-24,1813099084
2001-08-27,1865603588
2001-08-28,1852054039
2001-08-29,1806324309
2001-08-30,1798702688
2001-08-31,1886774759
2001-09-04,1886774759
2001-09-05,1750432418
2001-09-06,1721639625
2001-09-07,1636954941
2001-09-10,1625945932
2001-09-17,1625945932
2001-09-18,1425243231
2001-09-19,1328702691
2001-09-20,1328702691
2001-09-21,1431171159
2001-09-24,1411693682
2001-09-25,1411693682
2001-09-26,1411693682
2001-09-27,1518396384
2001-09-28,1581063050
2001-10-01,1524324312
2001-10-02,1524324312
2001-10-03,1420162150
2001-10-04,1420162150
2001-10-05,1426936925
2001-10-08,1411693682
2001-10-09,1553117104
2001-10-10,1553117104
2001-10-11,1697927914
2001-10-12,1736036022
2001-10-15,1636954941
2001-10-16,1524324312
2001-10-17,1524324312
2001-10-18,1503153141
2001-10-19,1566666654
2001-10-22,1566666654
2001-10-23,1566666654
2001-10-24,1541261248
2001-10-25,1541261248
2001-10-26,1454882871
2001-10-29,1398144132
2001-10-30,1465045033
2001-10-31,1496378366
2001-11-01,1466075714
2001-11-02,1466075714
2001-11-05,1466075714
2001-11-06,1595862265
2001-11-07,1650509234
2001-11-08,1878489558
2001-11-09,1878489558
2001-11-12,1932282668
2001-11-13,1928867232
2001-11-14,1928867232
2001-11-15,1893005159
2001-11-16,1893005159
2001-11-19,1893005159
2001-11-20,1893005159
2001-11-21,1921182502
2001-11-23,1935698103
2001-11-26,1935698103
2001-11-27,2079146397
2001-11-28,2162824568
2001-11-29,2162824568
2001-11-30,2162824568
2001-12-03,2106469881
2001-12-04,2162824568
2001-12-05,2188440335
2001-12-06,2188440335
2001-12-07,2262726058
2001-12-10,2191855770
2001-12-11,2260164481
2001-12-12,2226010126
2001-12-13,2214056101
2001-12-14,2214056101
2001-12-17,2132085648
2001-12-18,2162824568
2001-12-19,2194417347
2001-12-20,2109885317
2001-12-21,2219179255
2001-12-24,2219179255
2001-12-26,2214056101
2001-12-27,2191855770
2001-12-28,2305419003
2001-12-31,2305419003
2002-01-02,2432643977
2002-01-03,2391658750
2002-01-04,2448013437
2002-01-07,2490706382
2002-01-08,2405320493
2002-01-09,2433497836
2002-01-10,2646962559
2002-01-11,2689655503
2002-01-14,2646962559
2002-01-15,2548768786
2002-01-16,2551330363
2002-01-17,2555599657
2002-01-18,2477044639
2002-01-22,2434351695
2002-01-23,2434351695
2002-01-24,2390804892
2002-01-25,2337865640
2002-01-28,2391658750
2002-01-29,2453136590
2002-01-30,2453136590
2002-01-31,2504368124
2002-02-01,2453419069
2002-02-04,2436322072
2002-02-05,2436322072
2002-02-06,2436322072
2002-02-07,2376482583
2002-02-08,2428628423
2002-02-11,2479064565
2002-02-12,2479064565
2002-02-13,2508129459
2002-02-14,2519242507
2002-02-15,2493597012
2002-02-19,2493597012
2002-02-20,2471370916
2002-02-21,2488467913
2002-02-22,2564549550
2002-02-25,2570533498
2002-02-26,2597888694
2002-02-27,2564549550
2002-02-28,2564549550
2002-03-01,2632937538
2002-03-04,2769713514
2002-03-05,2729535571
2002-03-06,2736374369
2002-03-07,2713293423
2002-03-08,2678244580
2002-03-11,2667986381
2002-03-12,2644905435
2002-03-13,2689357628
2002-03-14,2722696772
2002-03-15,2722696772
2002-03-18,2722696772
2002-03-19,2722696772
2002-03-20,2736374369
2002-03-21,2799633258
2002-03-22,2818439955
2002-03-25,2735519520
2002-03-26,2746632568
2002-03-27,2746632568
2002-03-28,2900505541
2002-04-01,2878279444
2002-04-02,2821004505
2002-04-03,2846650000
2002-04-04,2849214550
2002-04-05,2852633949
2002-04-08,2828698153
2002-04-09,2881698844
2002-04-10,3117637402
2002-04-11,3020184520
2002-04-12,3002232673
2002-04-15,2994539024
2002-04-16,3086007958
2002-04-17,3109088904
2002-04-18,3113363153
2002-04-19,3267236126
2002-04-22,3228767883
2002-04-23,3228767883
2002-04-24,3121056802
2002-04-25,3028733018
2002-04-26,2964619279
2002-04-29,2915892838
2002-04-30,2889392492
2002-05-01,2914674604
2002-05-02,2892405565
2002-05-03,2997755250
2002-05-06,2966064694
2002-05-07,2966064694
2002-05-08,2969490700
2002-05-09,3083405400
2002-05-10,3101391931
2002-05-13,3055140850
2002-05-14,3012315775
2002-05-15,3072270880
2002-05-16,3127086976
2002-05-17,3126230475
2002-05-20,3072270880
2002-05-21,3082548898
2002-05-22,3100535430
2002-05-23,3111669949
2002-05-24,3111669949
2002-05-28,3057710355
2002-05-29,2863284514
2002-05-30,2954073673
2002-05-31,3026019799
2002-06-03,3026019799
2002-06-04,3056853853
2002-06-05,2912105100
2002-06-06,2983194724
2002-06-07,2875275535
2002-06-10,2910392096
2002-06-11,2942939154
2002-06-12,2940369649
2002-06-13,2740804800
2002-06-14,2825598448
2002-06-17,2826454950
2002-06-18,2826454950
2002-06-19,2663719665
2002-06-20,2672284680
2002-06-21,2854719499
2002-06-24,2854719499
2002-06-25,2854719499
2002-06-26,2638024620
2002-06-27,2620894590
2002-06-28,2522396917
2002-07-01,2569504500
2002-07-02,2450450791
2002-07-03,2494988869
2002-07-05,2542952953
2002-07-08,2626033599
2002-07-09,2578069515
2002-07-10,2427325251
2002-07-11,2568647998
2002-07-12,2312554050
2002-07-15,2323688569
2002-07-16,2220908389
2002-07-17,2203778359
2002-07-18,2226903900
2002-07-19,2220908389
2002-07-22,2214056377
2002-07-23,2112989200
2002-07-24,2041043074
2002-07-25,2078729140
2002-07-26,2078729140
2002-07-29,2116415206
2002-07-30,2226047398
2002-07-31,2141253750
2002-08-01,2070309290
2002-08-02,2070309290
2002-08-05,2070309290
2002-08-06,1998358119
2002-08-07,2055747744
2002-08-08,2340982743
2002-08-09,2125129230
2002-08-12,2268175010
2002-08-13,2113137368
2002-08-14,2215924755
2002-08-15,2175666362
2002-08-16,2312716212
2002-08-19,2370105836
2002-08-20,2241621602
2002-08-21,2293015296
2002-08-22,2397515806
2002-08-23,2282736557
2002-08-26,2380384575
2002-08-27,2394089560
2002-08-28,2364109905
2002-08-29,2255326587
2002-08-30,2370105836
2002-09-03,2363253344
2002-09-04,2261322518
2002-09-05,2261322518
2002-09-06,2398372368
2002-09-09,2398372368
2002-09-10,2471180100
2002-09-11,2469466977
2002-09-12,2400942052
2002-09-13,2400942052
2002-09-16,2401798614
2002-09-17,2392376437
2002-09-18,2378671452
2002-09-19,2289589049
2002-09-20,2278453749
2002-09-23,2278453749
2002-09-24,2157678569
2002-09-25,2157678569
2002-09-26,2304150596
2002-09-27,2304150596
2002-09-30,2265605326
2002-10-01,2258752833
2002-10-02,2143973584
2002-10-03,2143973584
2002-10-04,2070309290
2002-10-07,2058317428
2002-10-08,2110567683
2002-10-09,2101145506
2002-10-10,2101145506
2002-10-11,2113137368
2002-10-14,2143973584
2002-10-15,2169670431
2002-10-16,2227060056
2002-10-17,2227060056
2002-10-18,2227060056
2002-10-21,2227060056
2002-10-22,2227060056
2002-10-23,2392376437
2002-10-24,2392376437
2002-10-25,2486598208
2002-10-28,2512295055
2002-10-29,2444626692
2002-10-30,2347835235
2002-10-31,2389806752
2002-11-01,2357121903
2002-11-04,2394794756
2002-11-05,2276638990
2002-11-06,2300612624
2002-11-07,2300612624
2002-11-08,2300612624
2002-11-11,2300612624
2002-11-12,2254377759
2002-11-13,2226123120
2002-11-14,2226123120
2002-11-15,2226123120
2002-11-18,2326298660
2002-11-19,2182456858
2002-11-20,2097692940
2002-11-21,2097692940
2002-11-22,2207286693
2002-11-25,2207286693
2002-11-26,2180744456
2002-11-27,2256090162
2002-11-29,2363115312
2002-12-02,2417055987
2002-12-03,2417055987
2002-12-04,2153346018
2002-12-05,2005223210
2002-12-06,2024915837
2002-12-09,1969262760
2002-12-10,1997517399
2002-12-11,1982105777
2002-12-12,1982105777
2002-12-13,1952994937
2002-12-16,1900766664
2002-12-17,1877649231
2002-12-18,1762918270
2002-12-19,1883642640
2002-12-20,1853675597
2002-12-23,1883642640
2002-12-24,1883642640
2002-12-26,1883642640
2002-12-27,1827133360
2002-12-30,1882786438
2002-12-31,1855388000
2003-01-02,1897341859
2003-01-03,1995804997
2003-01-06,1929021303
2003-01-07,1832270567
2003-01-08,1861381408
2003-01-09,2243247144
2003-01-10,2121666573
2003-01-13,2160195627
2003-01-14,2106254952
2003-01-15,1969262760
2003-01-16,1974399967
2003-01-17,2000086003
2003-01-21,1930733706
2003-01-22,1912753480
2003-01-23,1912753480
2003-01-24,1881930237
2003-01-27,1875080627
2003-01-28,1969262760
2003-01-29,2026628240
2003-01-30,1969262760
2003-01-31,2108823555
2003-02-03,2059596527
2003-02-04,2069890221
2003-02-05,2058738720
2003-02-06,2015848330
2003-02-07,2016706137
2003-02-10,2039009140
2003-02-11,2008128059
2003-02-12,2001265597
2003-02-13,1996118750
2003-02-14,1996118750
2003-02-18,2002123405
2003-02-19,2002123405
2003-02-20,1980678210
2003-02-21,1953228360
2003-02-24,2025284215
2003-02-25,1966953285
2003-02-26,2047587218
2003-02-27,2004696828
2003-02-28,2008128059
2003-03-03,2064743374
2003-03-04,2033862293
2003-03-05,2001265597
2003-03-06,1929209742
2003-03-07,1852864848
2003-03-10,1852864848
2003-03-11,1831419653
2003-03-12,1829704037
2003-03-13,1829704037
2003-03-14,1829704037
2003-03-17,1829704037
2003-03-18,2030431062
2003-03-19,1930067550
2003-03-20,1936930012
2003-03-21,2030431062
2003-03-24,2030431062
2003-03-25,1990114096
2003-03-26,1932640973
2003-03-27,1932640973
2003-03-28,2030431062
2003-03-31,1992687519
2003-04-01,1997834366
2003-04-02,1997834366
2003-04-03,2001265597
2003-04-04,2001265597
2003-04-07,2069890221
2003-04-08,2058738720
2003-04-09,2058738720
2003-04-10,2058738720
2003-04-11,2044155987
2003-04-14,2028715446
2003-04-15,2114496226
2003-04-16,2171969349
2003-04-17,2172827157
2003-04-21,2172827157
2003-04-22,2187409890
2003-04-23,2258607937
2003-04-24,2260323553
2003-04-25,2301498327
2003-04-28,2306645174
2003-04-29,2258607937
2003-04-30,2301498327
2003-05-01,2350819974
2003-05-02,2404930920
2003-05-05,2428121325
2003-05-06,2404930920
2003-05-07,2325052857
2003-05-08,2290696701
2003-05-09,2347384358
2003-05-12,2347384358
2003-05-13,2347384358
2003-05-14,2359409013
2003-05-15,2364562436
2003-05-16,2459041865
2003-05-19,2390329553
2003-05-20,2459041865
2003-05-21,2376587091
2003-05-22,2404930920
2003-05-23,2330206280
2003-05-27,2290696701
2003-05-28,2393765169
2003-05-29,2447876115
2003-05-30,2376587091
2003-06-02,2428121325
2003-06-03,2422108998
2003-06-04,2404930920
2003-06-05,2519165138
2003-06-06,2559533622
2003-06-09,2502845964
2003-06-10,2502845964
2003-06-11,2490821310
2003-06-12,2562110333
2003-06-13,2617080183
2003-06-16,2579288411
2003-06-17,2651436339
2003-06-18,2648000723
2003-06-19,2665178801
2003-06-20,2634258261
2003-06-23,2599902105
2003-06-24,2668614417
2003-06-25,2754504807
2003-06-26,2526036369
2003-06-27,2626528126
2003-06-30,2543214447
2003-07-01,2525177466
2003-07-02,2605055528
2003-07-03,2602478817
2003-07-07,2690945918
2003-07-08,2776836308
2003-07-09,2788860963
2003-07-10,2649718531
2003-07-11,2806039041
2003-07-14,2737326729
2003-07-15,2806039041
2003-07-16,2748492480
2003-07-17,2677203456
2003-07-18,2720148651
2003-07-21,2747633576
2003-07-22,2748492480
2003-07-23,2714136324
2003-07-24,2748492480
2003-07-25,2848984236
2003-07-28,2877328065
2003-07-29,2835241773
2003-07-30,2891929431
2003-07-31,2720148651
2003-08-01,2842013493
2003-08-04,2784312006
2003-08-05,2856654168
2003-08-06,2856654168
2003-08-07,2856654168
2003-08-08,2856654168
2003-08-11,2813593358
2003-08-12,2713692277
2003-08-13,2870433627
2003-08-14,2813593358
2003-08-15,2870433627
2003-08-18,2870433627
2003-08-19,2844597141
2003-08-20,2829095249
2003-08-21,2866988763
2003-08-22,2883351871
2003-08-25,2918661735
2003-08-26,2928135114
2003-08-27,2942775789
2003-08-28,3048705383
2003-08-29,2999616059
2003-09-02,3027174978
2003-09-03,3100378356
2003-09-04,3106406869
2003-09-05,3042676869
2003-09-08,3163247139
2003-09-09,3158079842
2003-09-10,3128798490
2003-09-11,3031481059
2003-09-12,3158079842
2003-09-15,3106406869
2003-09-16,3042676869
2003-09-17,3099517139
2003-09-18,3128798490
2003-09-19,3140855517
2003-09-22,3159802274
2003-09-23,3209752814
2003-09-24,3272621598
2003-09-25,3130520923
2003-09-26,3128798490
2003-09-29,3135688220
2003-09-30,3061623626
2003-10-01,3097794707
2003-10-02,3124492409
2003-10-03,3158079842
2003-10-06,3214920111
2003-10-07,3214920111
2003-10-08,3158079842
2003-10-09,3214920111
2003-10-10,3271760381
2003-10-13,3214920111
2003-10-14,3272621598
2003-10-15,3387163353
2003-10-16,3406971326
2003-10-17,3301041732
2003-10-20,3287262273
2003-10-21,3186499977
2003-10-22,3186499977
2003-10-23,3169275652
2003-10-24,3206307949
2003-10-27,3115019031
2003-10-28,3023730113
2003-10-29,3091766193
2003-10-30,3077986734
2003-10-31,3040954437
2003-11-03,3035939756
2003-11-04,3132182398
2003-11-05,3065156273
2003-11-06,3043673540
2003-11-07,3151946512
2003-11-10,3076327293
2003-11-11,3164836151
2003-11-12,3188896812
2003-11-13,3207801616
2003-11-14,3164836151
2003-11-17,3179444410
2003-11-18,3207801616
2003-11-19,3151087203
2003-11-20,3065156273
2003-11-21,3035939756
2003-11-24,3065156273
2003-11-25,3050548015
2003-11-26,3035939756
2003-11-28,3010160477
2003-12-01,3104684500
2003-12-02,3121870686
2003-12-03,3119292758
2003-12-04,3134760326
2003-12-05,3118433449
2003-12-08,3118433449
2003-12-09,3151087203
2003-12-10,3108121738
2003-12-11,3018753570
2003-12-12,3065156273
2003-12-15,2990396363
2003-12-16,2956023992
2003-12-17,2950008826
2003-12-18,3013597715
2003-12-19,3059141108
2003-12-22,3065156273
2003-12-23,3035939756
2003-12-24,3136478945
2003-12-26,3170851317
2003-12-29,3199208523
2003-12-30,3207801616
2003-12-31,3205223688
2004-01-02,3179444410
2004-01-05,3245611226
2004-01-06,3253345009
2004-01-07,3266234649
2004-01-08,3293732546
2004-01-09,3293732546
2004-01-12,3207801616
2004-01-13,3179444410
2004-01-14,3168273389
2004-01-15,3108121738
2004-01-16,3195771286
2004-01-20,3151087203
2004-01-21,3195771286
2004-01-22,3164836151
2004-01-23,3151087203
2004-01-26,3151087203
2004-01-27,3023050117
2004-01-28,2980943961
2004-01-29,3035939756
2004-01-30,2998989457
2004-02-02,3110216767
2004-02-03,3104164079
2004-02-04,3054877908
2004-02-05,3144803553
2004-02-06,3213977126
2004-02-09,3251157921
2004-02-10,3250293251
2004-02-11,3210518447
2004-02-12,3262398627
2004-02-13,3245105233
2004-02-17,3257210609
2004-02-18,3320331494
2004-02-19,3400745772
2004-02-20,3400745772
2004-02-23,3400745772
2004-02-24,3389505067
2004-02-25,3357512289
2004-02-26,3344542244
2004-02-27,3239917216
2004-03-01,3419768505
2004-03-02,3419768505
2004-03-03,3343677575
2004-03-04,3374805682
2004-03-05,3425821192
2004-03-08,3487212738
2004-03-09,3487212738
2004-03-10,3414580487
2004-03-11,3285744708
2004-03-12,3400745772
2004-03-15,3309090788
2004-03-16,3294391404
2004-03-17,3314278806
2004-03-18,3452625952
2004-03-19,3487212738
2004-03-22,3400745772
2004-03-23,3443979255
2004-03-24,3521799525
2004-03-25,3501912123
2004-03-26,3487212738
2004-03-29,3458678640
2004-03-30,3521799525
2004-03-31,3573679704
2004-04-01,3590973097
2004-04-02,3665334688
2004-04-05,3682628081
2004-04-06,3686086760
2004-04-07,3641123938
2004-04-08,3683492751
2004-04-12,3688680769
2004-04-13,3642853277
2004-04-14,3487212738
2004-04-15,3585785080
2004-04-16,3616913187
2004-04-19,3631612572
2004-04-20,3661876010
2004-04-21,3614319178
2004-04-22,3615183848
2004-04-23,3654958652
2004-04-26,3700786144
2004-04-27,3736237600
2004-04-28,3724132225
2004-04-29,3693004117
2004-04-30,3674846055
2004-05-03,3692639568
2004-05-04,3736847224
2004-05-05,3696973652
2004-05-06,3580820200
2004-05-07,3468134016
2004-05-10,3427393627
2004-05-11,3407456840
2004-05-12,3413524558
2004-05-13,3413524558
2004-05-14,3356314649
2004-05-17,3333777412
2004-05-18,3455998581
2004-05-19,3544413895
2004-05-20,3449930863
2004-05-21,3455998581
2004-05-24,3436061795
2004-05-25,3525343925
2004-05-26,3513208490
2004-05-27,3666635063
2004-05-28,3736847224
2004-06-01,3727312240
2004-06-02,3784522148
2004-06-03,3684838216
2004-06-04,3767185812
2004-06-07,3862535660
2004-06-08,3785388965
2004-06-09,3778454431
2004-06-10,3743781759
2004-06-14,3631962392
2004-06-15,3698707285
2004-06-16,3698707285
2004-06-17,3858201576
2004-06-18,3773253530
2004-06-21,3828729805
2004-06-22,3793190316
2004-06-23,3770653080
2004-06-24,3677903682
2004-06-25,3698707285
2004-06-28,3698707285
2004-06-29,3664034613
2004-06-30,3716043621
2004-07-01,3651899178
2004-07-02,3655366445
2004-07-06,3698707285
2004-07-07,3640630560
2004-07-08,3657100079
2004-07-09,3594689269
2004-07-12,3573885666
2004-07-13,3438662245
2004-07-14,3569551582
2004-07-15,3547881162
2004-07-16,3592088819
2004-07-19,3549614796
2004-07-20,3540079811
2004-07-21,3502806688
2004-07-22,3466400383
2004-07-23,3436928612
2004-07-26,3391854138
2004-07-27,3437795428
2004-07-28,3374517802
2004-07-29,3460332665
2004-07-30,3519276208
2004-08-02,3509122500
2004-08-03,3540314700
2004-08-04,3398216900
2004-08-05,3489194150
2004-08-06,3422477500
2004-08-09,3321102850
2004-08-10,3399083349
2004-08-11,3404282050
2004-08-12,3407747850
2004-08-13,3287311300
2004-08-16,3291643550
2004-08-17,3368757600
2004-08-18,3291643550
2004-08-19,3342764100
2004-08-20,3350562150
2004-08-23,3393884650
