,DVA
2013-12-24,13318829724
2013-12-26,13348310138
2013-12-27,13341992906
2013-12-30,13327252700
2013-12-31,13394848451
2014-01-02,13692887528
2014-01-03,13627361207
2014-01-06,13697115033
2014-01-07,13781665126
2014-01-08,13832395182
2014-01-09,13874670228
2014-01-10,13684432519
2014-01-13,13627361207
2014-01-14,13733048823
2014-01-15,13629474959
2014-01-16,13665408748
2014-01-17,13703456290
2014-01-21,13790120135
2014-01-22,14054339175
2014-01-23,13864101466
2014-01-24,13570289894
2014-01-27,13521673591
2014-01-28,13595654922
2014-01-29,13506877324
2014-01-30,13720366309
2014-01-31,13724593813
2014-02-03,13327208377
2014-02-04,13261682055
2014-02-05,13358914662
2014-02-06,13473057287
2014-02-07,13447692259
2014-02-10,13494194810
2014-02-11,13597768674
2014-02-12,14024746643
2014-02-13,14003609120
2014-02-14,14028974147
2014-02-18,14126206754
2014-02-19,13965561578
2014-02-20,13904262760
2014-02-21,13978244092
2014-02-24,14267828160
2014-02-25,14151571782
2014-02-26,14267828160
2014-02-27,14377743280
2014-02-28,14527819695
2014-03-03,14451724611
2014-03-04,14532047200
2014-03-05,14451724611
2014-03-06,14532047200
2014-03-07,14538388456
2014-03-10,14470748382
2014-03-11,14519364686
2014-03-12,14441155850
2014-03-13,14398880803
2014-03-14,14415790822
2014-03-17,14474975887
2014-03-18,14633507311
2014-03-19,14751877441
2014-03-20,14753991193
2014-03-21,14756104945
2014-03-24,14470748382
2014-03-25,14502454667
2014-03-26,14563753484
2014-03-27,14455952116
2014-03-28,14468634630
2014-03-31,14614031736
2014-04-01,14718038643
2014-04-02,14662851305
2014-04-03,14764735622
2014-04-04,14448469721
2014-04-07,14295643245
2014-04-08,14531250729
2014-04-09,14692567564
2014-04-10,14422998642
2014-04-11,14285030296
2014-04-14,14395404973
2014-04-15,14520637779
2014-04-16,14679832025
2014-04-17,14754122672
2014-04-21,14777471162
2014-04-22,14760490442
2014-04-23,14735019363
2014-04-24,14726529003
2014-04-25,14764735622
2014-04-28,14696812744
2014-04-29,14796574471
2014-04-30,14709548284
2014-05-01,14843271450
2014-05-02,14304133605
2014-05-05,14246823677
2014-05-06,14261681806
2014-05-07,14386914613
2014-05-08,14291398066
2014-05-09,14380546843
2014-05-12,14450592311
2014-05-13,14410263102
2014-05-14,14365688713
2014-05-15,14376301663
2014-05-16,14333849864
2014-05-19,14321114325
2014-05-20,14331727274
2014-05-21,14507902239
2014-05-22,14467573031
2014-05-23,14601296197
2014-05-27,14720161233
2014-05-28,14688322384
2014-05-29,14836903680
2014-05-30,14983362386
2014-06-02,15114962962
2014-06-03,15170150301
2014-06-04,15221092459
2014-06-05,15295383107
2014-06-06,15263544258
2014-06-09,15267789438
2014-06-10,15216847279
2014-06-11,15087369293
2014-06-12,15057653034
2014-06-13,15025814185
2014-06-16,15021569005
2014-06-17,14896336198
2014-06-18,14947278357
2014-06-19,15193498790
2014-06-20,15246563539
2014-06-23,15182885840
2014-06-24,15153169581
2014-06-25,15252931308
2014-06-26,15199866560
2014-06-27,15484293612
2014-06-30,15376478652
2014-07-01,15555077132
2014-07-02,15648628716
2014-07-03,15589095890
2014-07-07,15580591200
2014-07-08,15480661098
2014-07-09,15567834166
2014-07-10,15529563063
2014-07-11,15538067753
2014-07-14,15642250199
2014-07-15,15576338855
2014-07-16,15695404509
2014-07-17,15606105269
2014-07-18,15701783026
2014-07-21,15097950070
2014-07-22,15238277447
2014-07-23,15238277447
2014-07-24,15285053239
2014-07-25,15193627827
2014-07-28,15255286826
2014-07-29,15165987586
2014-07-30,15163861414
2014-07-31,14976758244
2014-08-01,15176618448
2014-08-04,15340333721
2014-08-05,15204258689
2014-08-06,15206384861
2014-08-07,15200006344
2014-08-08,15276548550
2014-08-11,15263791516
2014-08-12,15316945825
2014-08-13,15397740375
2014-08-14,15542320097
2014-08-15,15331829032
2014-08-18,15612483786
2014-08-19,15691152164
2014-08-20,15674142785
2014-08-21,15697530681
2014-08-22,15659259578
2014-08-25,15712413888
2014-08-26,15825101024
2014-08-27,15854867437
2014-08-28,15822974851
2014-08-29,15878255333
2014-09-02,15856993610
2014-09-03,15850615092
2014-09-04,15759189680
2014-09-05,15797460783
2014-09-08,15825101024
2014-09-09,15795334611
2014-09-10,15778325231
2014-09-11,15799586955
2014-09-12,15748558818
2014-09-15,15718792405
2014-09-16,15784703749
2014-09-17,15718792405
2014-09-18,15884633850
2014-09-19,15920778781
2014-09-22,15895264712
2014-09-23,15735801784
2014-09-24,15933535815
2014-09-25,15684773647
2014-09-26,15606105269
2014-09-29,15623114648
2014-09-30,15574566909
2014-10-01,15497907843
2014-10-02,15702332018
2014-10-03,15853520732
2014-10-06,15717237948
2014-10-07,15572437490
2014-10-08,15972768168
2014-10-09,15755567481
2014-10-10,15634190627
2014-10-13,15664002486
2014-10-14,15670390741
2014-10-15,15489390168
2014-10-16,15338201455
2014-10-17,15491519587
2014-10-20,15664002486
2014-10-21,16077109675
2014-10-22,16030262468
2014-10-23,16236816062
2014-10-24,16339028150
2014-10-27,16332639895
2014-10-28,16520028723
2014-10-29,16475310934
2014-10-30,16528546397
2014-10-31,16624370229
2014-11-03,16615852555
2014-11-04,16575393604
2014-11-05,16505122793
2014-11-06,16615852555
2014-11-07,15862038406
2014-11-10,15911015032
2014-11-11,16211263040
2014-11-12,16336898732
2014-11-13,16405040124
2014-11-14,16111180371
2014-11-17,16079239093
2014-11-18,16019615375
2014-11-19,15996191772
2014-11-20,15998321190
2014-11-21,15872685499
2014-11-24,15862038406
2014-11-25,15983415261
2014-11-26,16204874784
2014-11-28,16296439780
2014-12-01,16185710018
2014-12-02,16119698045
2014-12-03,16117568626
2014-12-04,16034521305
2014-12-05,16104792115
2014-12-08,16155898159
2014-12-09,16002580027
2014-12-10,15853520732
2014-12-11,15866297243
2014-12-12,15629931790
2014-12-15,15514943191
2014-12-16,15495778424
2014-12-17,15827967710
2014-12-18,16013227120
2014-12-19,16170804089
2014-12-22,16258110247
2014-12-23,16181451181
2014-12-24,16196357111
2014-12-26,16230427807
2014-12-29,16204874784
2014-12-30,16183580600
2014-12-31,16111791499
2015-01-02,16130936750
2015-01-05,15890557500
2015-01-06,15660814500
2015-01-07,15803340250
2015-01-08,16118173250
2015-01-09,16001174500
2015-01-12,15830994500
2015-01-13,15856521500
2015-01-14,15888430250
2015-01-15,15839503499
2015-01-16,15965011250
2015-01-20,15999047249
2015-01-21,16109664250
2015-01-22,16199008750
2015-01-23,16135191249
2015-01-26,16207517750
2015-01-27,16175609000
2015-01-28,16064992000
2015-01-29,16196881500
2015-01-30,15967138500
2015-02-02,16075628249
2015-02-03,16082009999
2015-02-04,16158590999
2015-02-05,16330898250
2015-02-06,16075628249
2015-02-09,15884175750
2015-02-10,16118173250
2015-02-11,16156463750
2015-02-12,16250062750
2015-02-13,15550197499
2015-02-17,15482125500
2015-02-18,15588488000
2015-02-19,15579978999
2015-02-20,15690596000
2015-02-23,15711868500
2015-02-24,15514034250
2015-02-25,15726759250
2015-02-26,15805467500
2015-02-27,15869284999
2015-03-02,16073501000
2015-03-03,16143700250
2015-03-04,16326643750
2015-03-05,16364934250
2015-03-06,16513841749
2015-03-09,16592550000
2015-03-10,16613822499
2015-03-11,16892492250
2015-03-12,16954182500
2015-03-13,17190307250
2015-03-16,17317942250
2015-03-17,17254124750
2015-03-18,17366869000
2015-03-19,17324324000
2015-03-20,17413668500
2015-03-23,17622139000
2015-03-24,17483867750
2015-03-25,17241361250
2015-03-26,17245615750
2015-03-27,17407286750
2015-03-30,17479613250
2015-03-31,17311957735
2015-04-01,17049978060
2015-04-02,17164993527
2015-04-06,17352426140
2015-04-07,17435492867
2015-04-08,17409933874
2015-04-09,17363075721
2015-04-10,17444012531
2015-04-13,17414193706
2015-04-14,17467441608
2015-04-15,17382244965
2015-04-16,17493000600
2015-04-17,17307697903
2015-04-20,17431233035
2015-04-21,17703862290
2015-04-22,17725161451
2015-04-23,17765629856
2015-04-24,17872125659
2015-04-27,17846566666
2015-04-28,17803968345
2015-04-29,17601626319
2015-04-30,17273619246
2015-05-01,17550508334
2015-05-04,17537728838
2015-05-05,17360945805
2015-05-06,17339646644
2015-05-07,17414193706
2015-05-08,17501520265
2015-05-11,17377985133
2015-05-12,17235280757
2015-05-13,17248060253
2015-05-14,17435492867
2015-05-15,17354556056
2015-05-18,17614405816
2015-05-19,17720901619
2015-05-20,17825267506
2015-05-21,17782669184
2015-05-22,17910464148
2015-05-26,17838047002
2015-05-27,17904074400
2015-05-28,17940282973
2015-05-29,17844436750
2015-06-01,17865735911
2015-06-02,17852956414
2015-06-03,17882775239
2015-06-04,17593106655
2015-06-05,17580327159
2015-06-08,17437622783
2015-06-09,17356685972
2015-06-10,17397154378
2015-06-11,17505780097
2015-06-12,17337516728
2015-06-15,17311957735
2015-06-16,17360945805
2015-06-17,17267229498
2015-06-18,17348166308
2015-06-19,17505780097
2015-06-22,17493000600
2015-06-23,17373725301
2015-06-24,17079796885
2015-06-25,17233150841
2015-06-26,17269359414
2015-06-29,16956261753
2015-06-30,16877433064
2015-07-01,16845576830
2015-07-02,16764874369
2015-07-06,16894423056
2015-07-07,16917784295
2015-07-08,16737265632
2015-07-09,16739389381
2015-07-10,16841329332
2015-07-13,16883804311
2015-07-14,17004858002
2015-07-15,16919908043
2015-07-16,16956011776
2015-07-17,16983620513
2015-07-20,16964506772
2015-07-21,16909289299
2015-07-22,17002734253
2015-07-23,17017600496
2015-07-24,16860443072
2015-07-27,16656563171
2015-07-28,16781864360
2015-07-29,16792483105
2015-07-30,16699038151
2015-07-31,16783988109
2015-08-03,16928403039
2015-08-04,17032466739
2015-08-05,17094055459
2015-08-06,17232099142
2015-08-07,17206614154
2015-08-10,17212985401
2015-08-11,17153520430
2015-08-12,16979373015
2015-08-13,16915660546
2015-08-14,17049456731
2015-08-17,17049456731
2015-08-18,16989991760
2015-08-19,17006981751
2015-08-20,16677800661
2015-08-21,16138368423
2015-08-24,15732732369
2015-08-25,15785826094
2015-08-26,16165977159
2015-08-27,16278535855
2015-08-28,16202080892
2015-08-31,16064037209
2015-09-01,15726361122
2015-09-02,15953602262
2015-09-03,16021562229
2015-09-04,15832548571
2015-09-08,16025809727
2015-09-09,15872899801
2015-09-10,15851662312
2015-09-11,15928117275
2015-09-14,15879271048
2015-09-15,15959973509
2015-09-16,16102264690
2015-09-17,16091645945
2015-09-18,15925993526
2015-09-21,16144739669
2015-09-22,16004572237
2015-09-23,16038552221
2015-09-24,15790073591
2015-09-25,15346210057
2015-09-28,15063751444
2015-09-29,15116845168
2015-09-30,15099807320
2015-10-01,15041353759
2015-10-02,15218802069
2015-10-05,15314832919
2015-10-06,15062230031
2015-10-07,15279343257
2015-10-08,15260554612
2015-10-09,15273080375
2015-10-12,15373286479
2015-10-13,15312745291
2015-10-14,15289781393
2015-10-15,15705219199
2015-10-16,15970347850
2015-10-19,15934858188
2015-10-20,15905631408
2015-10-21,15961997341
2015-10-22,15653028520
2015-10-23,15853440728
2015-10-26,15949471578
2015-10-27,16064291073
2015-10-28,16166584804
2015-10-29,16231301246
2015-10-30,16181198194
2015-11-02,16316893960
2015-11-03,16199986839
2015-11-04,16168672431
2015-11-05,16231301246
2015-11-06,16131095142
2015-11-09,15780373778
2015-11-10,15888930390
2015-11-11,15650940893
2015-11-12,15289781393
2015-11-13,15151997999
2015-11-16,15346147326
2015-11-17,15270992748
2015-11-18,15446353430
2015-11-19,15283518511
2015-11-20,15350322581
2015-11-23,15325271054
2015-11-24,15344059699
2015-11-25,15396250378
2015-11-27,15515245127
2015-11-30,15248028849
2015-12-01,15348234953
2015-12-02,15191662916
2015-12-03,14962023927
2015-12-04,15076843421
2015-12-07,14936972401
2015-12-08,14899395112
2015-12-09,14792926126
2015-12-10,14822152907
2015-12-11,14552849002
2015-12-14,14210478146
2015-12-15,14200040010
2015-12-16,14223003909
2015-12-17,14220916282
2015-12-18,14152024585
2015-12-21,14404627473
2015-12-22,14523622221
2015-12-23,14676019005
2015-12-24,14642616970
2015-12-28,14659317987
2015-12-29,14740735447
2015-12-30,14617565444
2015-12-31,14246414437
2016-01-04,14033872894
2016-01-05,14125837985
2016-01-06,13929645791
2016-01-07,13819287681
2016-01-08,13829506025
2016-01-11,13739584602
2016-01-12,13784545314
2016-01-13,13514781046
2016-01-14,13784545314
2016-01-15,13584265782
2016-01-19,13428946961
2016-01-20,13367636901
2016-01-21,13324719858
2016-01-22,13670099867
2016-01-25,13477995010
2016-01-26,13594484125
2016-01-27,13430990630
2016-01-28,13171444707
2016-01-29,13717104247
2016-02-01,13776370639
2016-02-02,13541348739
2016-02-03,13373767907
2016-02-04,13375811576
2016-02-05,13059042929
2016-02-08,12719793926
2016-02-09,12721837595
2016-02-10,13009994880
2016-02-11,12787234993
2016-02-12,12785191324
2016-02-16,12801540674
2016-02-17,13097872634
2016-02-18,13181663050
2016-02-19,13038606242
2016-02-22,13253191454
2016-02-23,13136702339
2016-02-24,13108090977
2016-02-25,13351287551
2016-02-26,13582222113
2016-02-29,13482082347
2016-03-01,13939864134
2016-03-02,13933733128
2016-03-03,14322030179
2016-03-04,14409907933
2016-03-07,14495742018
2016-03-08,14254589112
2016-03-09,14340423197
2016-03-10,14272982130
2016-03-11,14520266042
2016-03-14,14493698349
2016-03-15,14268894793
2016-03-16,14338379529
2016-03-17,14499829355
2016-03-18,14865646051
2016-03-21,14773680960
2016-03-22,14855427707
2016-03-23,14779811966
2016-03-24,14622449476
2016-03-28,14612231133
2016-03-29,14859515044
2016-03-30,14924912443
2016-03-31,15006061038
2016-04-01,15126714840
2016-04-04,15024465855
2016-04-05,14934486749
2016-04-06,15241233704
2016-04-07,15122624881
2016-04-08,15153299576
2016-04-11,15014240957
2016-04-12,15087860226
2016-04-13,15171704394
2016-04-14,15173749374
2016-04-15,15175794353
2016-04-18,15231008805
2016-04-19,15325077871
2016-04-20,15304628074
2016-04-21,15224873866
2016-04-22,15316897953
2016-04-25,15278043338
2016-04-26,15318942932
2016-04-27,15361887506
2016-04-28,15292358196
2016-04-29,15112399983
2016-05-02,15059230510
2016-05-03,15073545368
2016-05-04,14977431322
2016-05-05,15507081065
2016-05-06,15480496329
2016-05-09,15550025638
2016-05-10,15642049725
2016-05-11,15607285070
2016-05-12,15458001552
2016-05-13,15423236897
2016-05-16,15760658547
2016-05-17,15697264177
2016-05-18,15715668994
2016-05-19,15815872999
2016-05-20,15822007938
2016-05-23,15701354136
2016-05-24,15817917979
2016-05-25,15777018385
2016-05-26,15736118791
2016-05-27,15756568588
2016-05-31,15811783040
2016-06-01,15854727614
2016-06-02,15936526802
2016-06-03,15777018385
2016-06-06,15746343690
2016-06-07,15734073811
2016-06-08,15725893893
2016-06-09,15789288263
2016-06-10,15558205557
2016-06-13,15451866613
2016-06-14,15466181471
2016-06-15,15429371836
2016-06-16,15476406369
2016-06-17,15359842526
2016-06-20,15494811186
2016-06-21,15470271430
2016-06-22,15578655354
2016-06-23,15777018385
2016-06-24,15480496329
2016-06-27,15087860226
2016-06-28,15257593541
2016-06-29,15680904339
2016-06-30,15754833999
2016-07-01,15754833999
2016-07-05,15561260638
2016-07-06,15624426682
2016-07-07,15673329426
2016-07-08,15907655074
2016-07-11,15983046804
2016-07-12,15862827559
2016-07-13,15891354159
2016-07-14,15838376187
2016-07-15,15838376187
2016-07-18,15793548671
2016-07-19,15760946842
2016-07-20,15815962429
2016-07-21,15807811972
2016-07-22,15875053245
2016-07-25,15881166088
2016-07-26,15930068831
2016-07-27,15597937696
2016-07-28,15640727597
2016-07-29,15799661514
2016-08-01,15689630341
2016-08-02,15485868908
2016-08-03,15502169822
2016-08-04,15467530379
2016-08-05,15681479883
2016-08-08,15355461590
2016-08-09,14733989220
2016-08-10,14285714067
2016-08-11,14281638838
2016-08-12,14090103091
2016-08-15,13923018716
2016-08-16,13908755416
2016-08-17,13692768297
2016-08-18,13784460942
2016-08-19,13138537199
2016-08-22,13279132588
2016-08-23,13336185789
2016-08-24,13144650042
2016-08-25,13089634455
2016-08-26,12975528053
2016-08-29,13124273899
2016-08-30,13175214257
2016-08-31,13169101414
2016-09-01,13079446384
2016-09-02,13199665629
2016-09-06,13052957397
2016-09-07,13107972984
2016-09-08,13128349128
2016-09-09,12969415210
2016-09-12,13185402329
2016-09-13,13030543640
2016-09-14,12906249166
2016-09-15,13054995012
2016-09-16,13130386742
2016-09-19,12959227138
2016-09-20,13242455530
2016-09-21,13413615134
2016-09-22,13594962809
2016-09-23,13550135294
2016-09-26,13478818792
2016-09-27,13515495850
2016-09-28,13491044478
2016-09-29,13338223404
2016-09-30,12817560245
2016-10-03,12435380834
2016-10-04,12481940762
2016-10-05,12437320831
2016-10-06,12470300780
2016-10-07,12305401034
2016-10-10,12357780953
2016-10-11,12027981462
2016-10-12,12156021264
2016-10-13,12220041165
2016-10-14,12192881207
2016-10-17,12078421384
2016-10-18,12126921309
2016-10-19,12179301228
2016-10-20,11853381731
2016-10-21,11826221772
2016-10-24,11271382628
2016-10-25,11308242571
2016-10-26,11030822998
2016-10-27,10850403276
2016-10-28,10701023507
2016-10-31,11372262472
2016-11-01,11217062711
2016-11-02,11246162666
2016-11-03,11341222520
2016-11-04,11374202469
2016-11-07,11222882702
2016-11-08,11255862652
2016-11-09,11510002260
2016-11-10,11636102065
2016-11-11,11548802200
2016-11-14,11754441883
2016-11-15,11698181970
2016-11-16,11723401931
2016-11-17,12026041464
2016-11-18,11934861605
2016-11-21,12192881207
2016-11-22,12227801154
2016-11-23,12291821055
2016-11-25,12286001064
2016-11-28,12260781103
2016-11-29,12350020965
2016-11-30,12289881058
2016-12-01,12530440687
2016-12-02,12460600795
2016-12-05,12437320831
2016-12-06,12435380834
2016-12-07,12417920861
2016-12-08,12858300182
2016-12-09,12899040119
2016-12-12,12918440089
2016-12-13,12681760454
2016-12-14,12377180923
2016-12-15,12439260828
2016-12-16,12598340582
2016-12-19,12646840508
2016-12-20,12584760603
2016-12-21,12545960663
2016-12-22,12580880609
2016-12-23,12648780505
2016-12-27,12611920562
2016-12-28,12476120771
2016-12-29,12485820756
2016-12-30,12454780804
2017-01-03,12521801681
2017-01-04,12756501297
2017-01-05,12641075256
2017-01-06,12656465395
2017-01-09,12192837464
2017-01-10,12240931648
2017-01-11,12156285884
2017-01-12,12198608766
2017-01-13,12298644668
2017-01-17,12283254529
2017-01-18,12290949599
2017-01-19,12100496631
2017-01-20,12123581839
2017-01-23,12142819513
2017-01-24,12227465276
2017-01-25,12327501178
2017-01-26,12544886889
2017-01-27,12417918244
2017-01-30,12187066162
2017-01-31,12264016856
2017-02-01,12433308383
2017-02-02,12462164893
2017-02-03,12566048330
2017-02-06,12431384615
2017-02-07,12364052758
2017-02-08,12444850987
2017-02-09,12439079685
2017-02-10,12456393591
2017-02-13,12467936195
2017-02-14,12452546056
2017-02-15,12475631264
2017-02-16,12439079685
2017-02-17,12870003571
2017-02-21,13252833274
2017-02-22,13289384853
2017-02-23,13264375878
2017-02-24,13281689784
2017-02-27,13310546294
2017-02-28,13352869176
2017-03-01,13306698759
2017-03-02,13464447682
2017-03-03,13466371450
2017-03-06,13354792943
2017-03-07,13106626955
2017-03-08,13131635931
2017-03-09,13137407233
2017-03-10,13187425184
2017-03-13,13225900531
2017-03-14,13216281694
2017-03-15,13279766017
2017-03-16,13031600028
2017-03-17,13043142633
2017-03-20,12968115706
2017-03-21,12698788277
2017-03-22,12612218746
2017-03-23,12719949718
2017-03-24,12844994595
2017-03-27,12875774873
2017-03-28,13021981192
2017-03-29,13141254767
2017-03-30,13177806347
2017-03-31,12988266041
2017-04-03,12925206930
2017-04-04,12837306350
2017-04-05,12869791347
2017-04-06,12948137516
2017-04-07,12810554000
2017-04-10,13045592506
2017-04-11,13053236034
2017-04-12,13013107509
2017-04-13,12951959280
2017-04-17,13058968681
2017-04-18,12940493987
2017-04-19,12950048398
2017-04-20,13076166620
2017-04-21,12944315751
2017-04-24,13045592506
2017-04-25,13089542796
2017-04-26,13085721031
2017-04-27,13150691025
2017-04-28,13186997786
2017-05-01,13200373961
2017-05-02,13393373059
2017-05-03,12697811953
2017-05-04,12466595211
2017-05-05,12506723737
2017-05-08,12495258444
2017-05-09,12586980787
2017-05-10,12715009892
2017-05-11,12779979886
2017-05-12,12734118714
2017-05-15,12617554902
2017-05-16,11864667331
2017-05-17,12220091413
2017-05-18,12248754645
2017-05-19,12338566107
2017-05-22,12363407575
2017-05-23,12397803454
2017-05-24,12376783750
2017-05-25,12663416074
2017-05-26,12372961986
2017-05-30,12458951683
2017-05-31,12661505192
2017-06-01,12883167522
2017-06-02,12693990188
2017-06-05,12552584909
2017-06-06,12512456383
2017-06-07,12239200234
2017-06-08,12155121419
2017-06-09,12319457285
2017-06-12,12462773447
2017-06-13,12537297851
2017-06-14,12606089609
2017-06-15,12527743440
2017-06-16,12644307252
2017-06-19,12621376666
2017-06-20,12436021097
2017-06-21,12285061406
2017-06-22,12434110215
2017-06-23,12399714336
2017-06-26,12315635521
2017-06-27,12252576409
2017-06-28,12367229339
2017-06-29,12241111116
2017-06-30,12232122788
2017-07-03,12160346898
2017-07-05,12107459400
2017-07-06,11909131282
2017-07-07,11979018333
2017-07-10,11775023697
2017-07-11,11967685297
2017-07-12,12065904937
2017-07-13,12133903149
2017-07-14,12220789753
2017-07-17,12328453588
2017-07-18,12317120553
2017-07-19,12354897338
2017-07-20,12545670099
2017-07-21,12421006710
2017-07-24,12368119212
2017-07-25,12347341981
2017-07-26,12256677698
2017-07-27,12254788859
2017-07-28,12366230373
2017-07-31,12235900467
2017-08-01,12113125917
2017-08-02,11042154080
2017-08-03,11049709437
2017-08-04,10898602299
2017-08-07,10738050965
2017-08-08,10775827750
2017-08-09,10675719271
2017-08-10,10602054541
2017-08-11,10681385789
2017-08-14,10751272840
2017-08-15,10762605875
2017-08-16,10830604087
2017-08-17,10683274628
2017-08-18,10620942934
2017-08-21,10666275075
2017-08-22,10724829091
2017-08-23,10711607216
2017-08-24,10755050518
2017-08-25,10809826856
2017-08-28,10826826409
2017-08-29,10779605428
2017-08-30,10864603193
2017-08-31,11061042472
2017-09-01,10932601405
2017-09-05,10809826856
2017-09-06,10845714801
2017-09-07,10836270605
2017-09-08,11013821491
2017-09-11,11295258535
2017-09-12,11387811657
2017-09-13,11291480857
2017-09-14,11278258982
2017-09-15,11263148268
2017-09-18,11467142904
2017-09-19,11197038896
2017-09-20,11433143798
2017-09-21,11571029061
2017-09-22,10858936675
2017-09-25,10894824620
2017-09-26,11044042919
2017-09-27,11013821491
2017-09-28,11044042919
2017-09-29,11217816127
2017-10-02,10968507481
2017-10-03,11101558502
2017-10-04,10921119446
2017-10-05,11004959815
2017-10-06,10902893278
2017-10-09,9822081557
2017-10-10,9900454077
2017-10-11,9944196878
2017-10-12,9915035011
2017-10-13,9975181363
2017-10-16,10376157043
2017-10-17,10295961907
2017-10-18,10520143765
2017-10-19,10698760205
2017-10-20,10817230292
2017-10-23,11117962053
2017-10-24,11391354562
2017-10-25,11409580729
2017-10-26,11214560739
2017-10-27,11280174941
2017-10-30,11130720370
2017-10-31,11070574018
2017-11-01,10904715895
2017-11-02,10848214776
2017-11-03,10919296829
2017-11-06,10828165992
2017-11-07,10746148240
2017-11-08,9904099310
2017-11-09,10044440799
2017-11-10,10024392015
2017-11-13,10022569398
2017-11-14,9962423046
2017-11-15,9911389777
2017-11-16,10141039485
2017-11-17,10007988464
2017-11-20,9980649213
2017-11-21,10055376499
2017-11-22,10095474067
2017-11-24,10416254611
2017-11-27,10569354417
2017-11-28,10658662637
2017-11-29,11052347850
2017-11-30,11128897753
2017-12-01,11138010837
2017-12-04,11287465408
2017-12-05,11105203735
2017-12-06,12612507771
2017-12-07,12237048725
2017-12-08,12340937878
2017-12-11,12669008890
2017-12-12,12831221779
2017-12-13,12995257284
2017-12-14,12581523287
2017-12-15,12853093179
2017-12-18,12953337100
2017-12-19,13086388121
2017-12-20,13077275037
2017-12-21,13104614288
2017-12-22,13119195222
2017-12-26,13141066623
2017-12-27,13179341574
2017-12-28,13188454658
2017-12-29,13168405874
2018-01-02,12981603527
2018-01-03,13047817937
2018-01-04,13394996195
2018-01-05,13516687543
2018-01-08,13539952065
2018-01-09,13863865801
2018-01-10,13971240520
2018-01-11,14321997935
2018-01-12,14160935857
2018-01-16,14164515014
2018-01-17,14148408806
2018-01-18,13992715464
2018-01-19,14067877767
2018-01-22,14128723441
2018-01-23,14144829649
2018-01-24,14073246503
2018-01-25,14130513020
2018-01-26,14155567121
2018-01-29,14153777542
2018-01-30,14125144284
2018-01-31,13965871784
2018-02-01,13878182430
2018-02-02,13538162487
2018-02-05,13035290886
2018-02-06,13248250745
2018-02-07,13360994200
2018-02-08,12868860072
2018-02-09,13058555409
2018-02-12,13137296869
2018-02-13,13160561392
2018-02-14,13377100408
2018-02-15,13214248751
2018-02-16,13180246757
2018-02-20,13022763836
2018-02-21,12983393105
2018-02-22,12897493330
2018-02-23,13096136560
2018-02-26,13153403077
2018-02-27,13183825914
2018-02-28,12888545437
2018-03-01,12607581589
2018-03-02,12868860072
2018-03-05,12918968274
2018-03-06,12895703751
2018-03-07,12918968274
2018-03-08,12992340998
2018-03-09,12967286897
2018-03-12,12931495324
2018-03-13,12561052544
2018-03-14,12532419285
2018-03-15,12428623724
2018-03-16,12263982488
2018-03-19,12242507544
2018-03-20,11877433500
2018-03-21,11961543696
2018-03-22,11773637938
2018-03-23,11632261225
2018-03-26,11746794258
2018-03-27,11693106899
2018-03-28,11811219090
2018-03-29,11800481618
2018-04-02,10947463612
2018-04-03,11043569265
2018-04-04,10926869543
2018-04-05,11016110507
2018-04-06,10817034511
2018-04-09,10772414029
2018-04-10,10842777096
2018-04-11,10805021304
2018-04-12,10789575753
2018-04-13,10794724270
2018-04-16,10841060924
2018-04-17,10825615373
2018-04-18,11010961990
2018-04-19,11004097300
2018-04-20,10940598922
2018-04-23,10827331545
2018-04-24,10786143408
2018-04-25,10863371165
2018-04-26,10801588959
2018-04-27,10849641786
2018-04-30,10775846374
2018-05-01,10832480062
2018-05-02,10877100544
2018-05-03,10863371165
2018-05-04,11391952258
2018-05-07,11330170052
2018-05-08,11010961990
2018-05-09,11120797022
2018-05-10,11287265743
2018-05-11,11328453880
2018-05-14,11429708050
2018-05-15,11376506707
2018-05-16,11469180015
2018-05-17,11597892944
2018-05-18,11690566252
2018-05-21,11656242804
2018-05-22,11656242804
2018-05-23,11760929320
2018-05-24,11685417735
2018-05-25,11651094287
2018-05-29,11506935807
2018-05-30,11731754389
2018-05-31,11470896187
2018-06-01,11513800497
2018-06-04,11482909394
2018-06-05,11565285668
2018-06-06,11790104250
2018-06-07,11831292387
2018-06-08,12193404759
2018-06-11,12375319032
2018-06-12,12315252998
2018-06-13,12179675380
2018-06-14,12191688587
2018-06-15,12608718475
2018-06-18,12512612822
2018-06-19,12522909856
2018-06-20,12431952720
2018-06-21,12370170515
2018-06-22,12347860274
2018-06-25,12238025241
2018-06-26,12272348689
2018-06-27,12150500450
2018-06-28,12038949245
2018-06-29,11917101006
2018-07-02,11587225734
2018-07-03,11535526828
2018-07-05,11552203895
2018-07-06,11710636026
2018-07-09,11777344291
2018-07-10,11774008878
2018-07-11,11613909040
2018-07-12,11924102476
2018-07-13,11969130555
2018-07-16,11959124315
2018-07-17,11894083756
2018-07-18,11775676585
2018-07-19,11769005758
2018-07-20,11670611066
2018-07-23,11820704664
2018-07-24,11685620426
2018-07-25,11587225734
2018-07-26,11703965199
2018-07-27,11618912160
2018-07-30,11642260053
2018-07-31,11720642265
2018-08-01,11730648505
2018-08-02,12357706202
2018-08-03,12432753001
2018-08-06,12179261591
2018-08-07,12147575165
2018-08-08,12230960497
2018-08-09,12115888739
2018-08-10,11972465968
