,WDC
2018-09-20,17534600000
2018-09-21,17730240000
2018-09-24,17496640000
2018-09-25,17426560000
2018-09-26,17210480000
2018-09-27,17017760000
2018-09-28,16969630930
2018-10-01,16818892835
2018-10-02,16731928549
2018-10-03,16917452358
2018-10-04,16410160692
2018-10-05,16276815454
2018-10-08,16131874978
2018-10-09,15775321407
2018-10-10,15697053550
2018-10-11,15691255931
2018-10-12,15772422598
2018-10-15,15798511884
2018-10-16,16250726169
2018-10-17,16163761883
2018-10-18,16184053550
2018-10-19,16389869026
2018-10-22,16047809502
2018-10-23,16134773788
2018-10-24,15172369027
2018-10-25,15656470217
2018-10-26,12809839268
2018-10-29,12044553555
2018-10-30,11992374984
2018-10-31,12485172602
2018-11-01,13647595220
2018-11-02,13838916648
2018-11-05,14018642838
2018-11-06,14175178552
2018-11-07,14067922600
2018-11-08,13786738077
2018-11-09,13256255934
2018-11-12,12598226173
2018-11-13,12954779744
2018-11-14,13059136887
2018-11-15,13546136886
2018-11-16,13508452363
2018-11-19,13076529744
2018-11-20,13241761887
2018-11-21,13595416648
2018-11-23,13722964267
2018-11-26,13891095219
2018-11-27,14111404743
2018-11-28,13957767838
2018-11-29,13195380935
2018-11-30,13157696411
2018-12-03,13441779744
2018-12-04,12476476174
2018-12-06,12638809507
2018-12-07,12183696412
2018-12-10,12076440460
2018-12-11,12059047603
2018-12-12,11876422603
2018-12-13,11583642841
2018-12-14,11241583318
2018-12-17,11087946414
2018-12-18,11224190461
2018-12-19,10603845224
2018-12-20,10635732128
2018-12-21,10406726176
2018-12-24,10163226177
2018-12-26,10705303557
2018-12-27,10693708319
2018-12-28,10726602978
2018-12-31,10793753732
2019-01-02,11170381871
2019-01-03,10408366798
2019-01-04,10849226093
2019-01-07,11234613027
2019-01-08,11126587901
2019-01-09,11617080362
2019-01-10,11622919558
2019-01-11,11687150713
2019-01-14,11111989911
2019-01-15,11001045188
2019-01-16,11044839158
2019-01-17,10647773833
2019-01-18,11444824081
2019-01-22,10966010012
2019-01-23,10983527600
2019-01-24,11719266291
2019-01-25,12600984881
2019-01-28,12846231112
2019-01-29,12422889404
2019-01-30,12796597946
2019-01-31,13135271312
2019-02-01,13722110506
2019-02-04,13970276334
2019-02-05,13841814023
2019-02-06,14014070304
2019-02-07,13389276336
2019-02-08,13637442164
2019-02-11,13409713522
2019-02-12,13798020053
2019-02-13,13923562766
2019-02-14,14008231108
2019-02-15,13911884374
2019-02-19,14014070304
2019-02-20,14148371811
2019-02-21,13777582867
2019-02-22,14449090403
2019-02-25,14995055225
2019-02-26,14881190904
2019-02-27,14171728594
2019-02-28,14685577839
2019-03-01,15082643164
2019-03-04,15360004972
2019-03-05,14814040150
2019-03-06,14049105479
2019-03-07,13719190908
2019-03-08,13862251209
2019-03-11,14498723568
2019-03-12,14349824071
2019-03-13,14303110504
2019-03-14,13891447188
2019-03-15,14043266283
2019-03-18,14098738645
2019-03-19,13979035128
2019-03-20,13771743671
2019-03-21,15117678340
2019-03-22,14127934625
2019-03-25,13981954726
2019-03-26,13745467289
2019-03-27,13249135633
2019-03-28,13357160758
2019-03-29,14090317836
2019-04-01,14456795100
2019-04-02,14770499638
2019-04-03,15248385990
2019-04-04,15069545085
2019-04-05,15257181444
2019-04-08,15125249629
2019-04-09,14691340549
2019-04-10,14861385999
2019-04-11,14902431453
2019-04-12,15195613264
2019-04-15,15204408718
2019-04-16,15916840519
2019-04-17,15963749608
2019-04-18,16239340511
2019-04-22,15893385974
2019-04-23,15963749608
2019-04-24,15814226885
2019-04-25,15523976892
2019-04-26,14928817816
2019-04-29,14796886001
2019-04-30,14987454178
2019-05-01,14893635998
2019-05-02,14588726915
2019-05-03,14893635998
2019-05-06,14530090553
2019-05-07,13841113297
2019-05-08,13691590573
2019-05-09,13609499666
2019-05-10,13445317852
2019-05-13,12603886054
2019-05-14,13084704224
2019-05-15,13336840582
2019-05-16,13219567857
2019-05-17,13084704224
2019-05-20,12298976971
2019-05-21,12738749687
2019-05-22,12369340606
2019-05-23,12164113338
2019-05-24,12014590614
2019-05-28,11604136079
2019-05-29,11627590624
2019-05-30,11568954262
2019-05-31,10912227005
2019-06-03,10871181551
2019-06-04,11475136082
2019-06-05,11111590636
2019-06-06,11137976999
2019-06-07,10830136098
2019-06-10,11135045181
2019-06-11,11261113360
2019-06-12,10624908830
2019-06-13,10947408822
2019-06-14,10651295193
2019-06-17,10633704284
2019-06-18,11173158817
2019-06-19,11387181539
2019-06-20,11621726988
2019-06-21,11738999712
2019-06-24,12029249705
2019-06-25,12049772432
2019-06-26,12929317865
2019-06-27,13061249680
2019-06-28,14074800000
2019-07-01,14696400000
2019-07-02,14305680000
2019-07-03,14190240000
2019-07-05,14361920000
2019-07-08,14761520000
2019-07-09,15238080000
2019-07-10,15995840000
2019-07-11,16060960000
2019-07-12,16368800000
2019-07-15,16173440000
2019-07-16,15241040000
2019-07-17,15241040000
2019-07-18,15652480000
2019-07-19,15528160000
2019-07-22,16371760000
2019-07-23,16570080000
2019-07-24,16978560000
2019-07-25,16863120000
2019-07-26,16724000000
2019-07-29,16513840000
2019-07-30,16750640000
2019-07-31,15951440000
2019-08-01,16430960000
2019-08-02,16099440000
2019-08-05,15614000000
2019-08-06,15859680000
2019-08-07,15637680000
2019-08-08,16339200000
2019-08-09,16060960000
2019-08-12,16034320000
2019-08-13,16457600000
2019-08-14,16111280000
2019-08-15,16001760000
2019-08-16,16336240000
2019-08-19,16946000000
2019-08-20,16632240000
2019-08-21,16679600000
2019-08-22,16854240000
2019-08-23,16170480000
2019-08-26,16173440000
2019-08-27,15587359999
2019-08-28,15818240000
2019-08-29,16303680000
2019-08-30,16951920000
2019-09-03,17011120000
2019-09-04,17561680000
2019-09-05,18337200000
2019-09-06,18423040000
2019-09-09,18574000000
2019-09-10,18431920000
2019-09-11,19032800000
2019-09-12,19151200000
2019-09-13,19121600000
2019-09-16,18645040000
2019-09-17,18917360000
2019-09-18,18813760000
2019-09-19,18544400000
2019-09-20,17961280000
2019-09-23,18053040000
2019-09-24,17635680000
2019-09-25,18070800000
2019-09-26,18292800000
2019-09-27,17905040000
2019-09-30,17653440000
2019-10-01,17342640000
2019-10-02,16818720000
2019-10-03,17102880000
2019-10-04,17321765907
2019-10-07,17150233993
2019-10-08,16419744633
2019-10-09,16718446760
2019-10-10,16957999951
2019-10-11,17256702078
2019-10-14,17531744630
2019-10-15,17987191437
2019-10-16,17584978672
2019-10-17,17632297821
2019-10-18,17191638248
2019-10-21,17330638248
2019-10-22,17407531864
2019-10-23,17049680802
2019-10-24,17602723353
2019-10-25,18108446756
2019-10-28,18552063776
2019-10-29,18569808457
2019-10-30,18383489308
2019-10-31,15275212722
2019-11-01,15919936124
2019-11-04,16254127612
2019-11-05,16011616975
2019-11-06,15887404209
2019-11-07,15745446763
2019-11-08,15384638253
2019-11-11,15375765913
2019-11-12,15538425487
2019-11-13,15088893573
2019-11-14,14899616978
2019-11-15,14887787191
2019-11-18,14642319106
2019-11-19,14053787193
2019-11-20,14343616980
2019-11-21,14148425491
2019-11-22,14331787192
2019-11-25,14716255276
2019-11-26,14405723362
2019-11-27,14908489318
2019-11-29,14884829744
2019-12-02,14343616980
2019-12-03,14109978682
2019-12-04,14030127619
2019-12-05,14015340385
2019-12-06,14515148894
2019-12-09,14213489320
2019-12-10,14562468043
2019-12-11,15103680807
2019-12-12,15890361656
2019-12-13,16058936124
2019-12-16,16709574420
2019-12-17,16928425483
2019-12-18,16925468036
2019-12-19,17380914843
2019-12-20,18072957394
2019-12-23,18543191436
2019-12-24,18404191436
2019-12-26,18572765904
2019-12-27,18374616968
2019-12-30,18448553138
2019-12-31,18770914839
2020-01-02,19406765901
2020-01-03,19318390000
2020-01-06,18947630000
2020-01-07,20230340000
2020-01-08,20523360000
2020-01-09,20517380000
2020-01-10,20314060000
2020-01-13,20669870000
2020-01-14,20693790000
2020-01-15,19934330000
2020-01-16,20532330000
2020-01-17,20409740000
2020-01-21,20568210000
2020-01-22,20523360000
2020-01-23,21208070000
2020-01-24,20786480000
2020-01-27,19931340000
2020-01-28,20454590000
2020-01-29,19961240000
2020-01-30,20021040000
2020-01-31,19584500000
2020-02-03,20104760000
2020-02-04,20460570000
2020-02-05,20364890000
2020-02-06,20541300000
2020-02-07,20041970000
2020-02-10,20337980000
2020-02-11,20607080000
2020-02-12,21034650000
2020-02-13,20804420000
2020-02-14,20705750000
2020-02-18,20424690000
2020-02-19,20798440000
2020-02-20,20648940000
2020-02-21,20027020000
2020-02-24,19004440000
2020-02-25,17799470000
2020-02-26,17826380000
2020-02-27,16495830000
2020-02-28,16612440000
2020-03-02,17951960000
2020-03-03,17022070000
2020-03-04,17682860000
2020-03-05,17255290000
2020-03-06,16364270000
2020-03-09,14172600000
2020-03-10,14935050000
2020-03-11,13496860000
2020-03-12,11693890000
2020-03-13,12504180000
2020-03-16,9947730000
2020-03-17,10180950000
2020-03-18,8727810000
2020-03-19,9370660000
2020-03-20,9283950000
2020-03-23,10276630000
2020-03-24,12100530000
2020-03-25,12447370000
2020-03-26,13242710000
2020-03-27,12632750000
2020-03-30,13009490000
2020-03-31,12444380000
2020-04-01,11562330000
2020-04-02,11481600000
2020-04-03,11463000000
2020-04-06,12993000000
2020-04-07,12858000000
2020-04-08,13602000000
2020-04-09,13515000000
2020-04-13,13128000000
2020-04-14,13431000000
2020-04-15,12795000000
2020-04-16,12324000000
2020-04-17,12696000000
2020-04-20,11865000000
2020-04-21,11349000000
2020-04-22,11979000000
2020-04-23,11817000000
2020-04-24,12207000000
2020-04-27,12927000000
2020-04-28,13410000000
2020-04-29,14319000000
2020-04-30,13824000000
2020-05-01,12144000000
2020-05-04,11901000000
2020-05-05,12100500000
2020-05-06,12189000000
2020-05-07,12555000000
2020-05-08,13260000000
2020-05-11,12717000000
2020-05-12,12294000000
2020-05-13,11775000000
2020-05-14,12102000000
2020-05-15,11763000000
2020-05-18,12714000000
2020-05-19,12522000000
2020-05-20,12894000000
2020-05-21,12807000000
2020-05-22,12726000000
2020-05-26,13521000000
2020-05-27,13803000000
2020-05-28,13086000000
2020-05-29,13311000000
2020-06-01,12922500000
2020-06-02,13200000000
2020-06-03,13632000000
2020-06-04,13794000000
2020-06-05,14538000000
2020-06-08,14559000000
2020-06-09,14349000000
2020-06-10,14055000000
2020-06-11,12705000000
2020-06-12,12885000000
2020-06-15,12879000000
2020-06-16,13341000000
2020-06-17,13113000000
2020-06-18,12846000000
2020-06-19,13317000000
2020-06-22,13533000000
2020-06-23,13053000000
2020-06-24,12675000000
2020-06-25,12771000000
2020-06-26,12261000000
2020-06-29,12597000000
2020-06-30,13245000000
2020-07-01,12735000000
2020-07-02,12732000000
2020-07-06,12885000000
2020-07-07,12516000000
2020-07-08,12840000000
2020-07-09,12696000000
2020-07-10,12693000000
2020-07-13,12555000000
2020-07-14,12613500000
2020-07-15,13221000000
2020-07-16,13140000000
2020-07-17,13021500000
2020-07-20,13074000000
2020-07-21,13251000000
2020-07-22,13188000000
2020-07-23,13847999999
2020-07-24,12855000000
2020-07-27,13119000000
2020-07-28,12855000000
2020-07-29,12726000000
2020-07-30,12828000000
2020-07-31,12930000000
2020-08-03,13170000000
2020-08-04,13428000000
2020-08-05,13341000000
2020-08-06,11190000000
2020-08-07,11098500000
2020-08-10,11208000000
2020-08-11,11094000000
2020-08-12,11031000000
2020-08-13,10722000000
2020-08-14,10722000000
2020-08-17,10680000000
2020-08-18,10413000000
2020-08-19,10335000000
2020-08-20,10230000000
2020-08-21,10113000000
2020-08-24,10362000000
2020-08-25,10293000000
2020-08-26,10288500000
2020-08-27,10572000000
2020-08-28,11352000000
2020-08-31,11526000000
2020-09-01,11202000000
2020-09-02,11658000000
2020-09-03,11313000000
2020-09-04,11447999999
2020-09-08,10935000000
2020-09-09,10965000000
2020-09-10,10875000000
2020-09-11,11211000000
2020-09-14,11682000000
2020-09-15,11335499999
2020-09-16,11635499999
2020-09-17,11484000000
2020-09-18,11163000000
2020-09-21,10827000000
2020-09-22,10941000000
2020-09-23,11676000000
2020-09-24,11259000000
2020-09-25,11541000000
2020-09-28,11586000000
2020-09-29,11796000000
2020-09-30,10965000000
2020-10-01,10899000000
2020-10-02,10967800000
2020-10-05,11153850000
2020-10-06,11059300000
2020-10-07,11452750000
2020-10-08,11803500000
2020-10-09,11626600000
2020-10-12,11687600000
2020-10-13,11544250000
2020-10-14,11507650000
2020-10-15,11590000000
2020-10-16,11571700000
2020-10-19,12480600000
2020-10-20,12630049999
2020-10-21,12828300000
2020-10-22,13096700000
2020-10-23,12724600000
2020-10-26,12350975000
2020-10-27,12297600000
2020-10-28,11837050000
2020-10-29,11623550000
2020-10-30,11507650000
2020-11-02,11294150000
2020-11-03,11431400000
2020-11-04,11440550000
2020-11-05,11940750000
2020-11-06,12142050000
2020-11-09,12651400000
2020-11-10,12587350000
2020-11-11,12383000000
2020-11-12,11989550000
2020-11-13,12648350000
2020-11-16,13291900000
2020-11-17,13029600000
2020-11-18,12959450000
2020-11-19,12996050000
2020-11-20,12938100000
2020-11-23,13566400000
2020-11-24,13981200000
2020-11-25,13804300000
2020-11-27,13984250000
2020-11-30,13688400000
2020-12-01,14417350000
2020-12-02,14554600000
2020-12-03,14786400000
2020-12-04,15783750000
2020-12-07,15597700000
2020-12-08,15988100000
2020-12-09,15585500000
2020-12-10,15741050000
2020-12-11,15582450000
2020-12-14,15597700000
2020-12-15,16341900000
2020-12-16,16171100000
2020-12-17,16305300000
2020-12-18,16222950000
2020-12-21,15924050000
2020-12-22,15164600000
2020-12-23,15228650000
2020-12-24,15225600000
2020-12-28,15268300000
2020-12-29,14728450000
2020-12-30,15106650000
2020-12-31,16893950000
2021-01-04,15982379999
2021-01-05,16236360000
2021-01-06,16343459999
2021-01-07,16750440000
2021-01-08,15856920000
2021-01-11,15777360000
2021-01-12,15269400000
2021-01-13,15137820000
2021-01-14,15413220000
2021-01-15,15670260000
2021-01-19,15908940000
2021-01-20,15856920000
2021-01-21,16374060000
2021-01-22,15517260000
2021-01-25,15691680000
2021-01-26,15930360000
2021-01-27,16276140000
2021-01-28,16110900000
2021-01-29,17267580000
2021-02-01,17622540000
2021-02-02,17720460000
2021-02-03,17656200000
2021-02-04,18133560000
2021-02-05,18280440000
2021-02-08,19008720000
2021-02-09,18877140000
2021-02-10,18479340000
2021-02-11,19570230000
2021-02-12,20064419999
2021-02-16,20397960000
2021-02-17,20593800000
2021-02-18,21025259999
2021-02-19,21077280000
2021-02-22,20765160000
2021-02-23,20547900000
2021-02-24,21582180000
2021-02-25,20743740000
2021-02-26,20970180000
2021-03-01,22096259999
2021-03-02,21279240000
2021-03-03,21319020000
2021-03-04,19427940000
2021-03-05,20829419999
2021-03-08,21071160000
2021-03-09,21214980000
2021-03-10,20373480000
2021-03-11,21019140000
2021-03-12,20951820000
2021-03-15,20991600000
2021-03-16,21349620000
2021-03-17,21817800000
2021-03-18,21166020000
2021-03-19,21597480000
2021-03-22,21520980000
2021-03-23,20030759999
2021-03-24,19479960000
2021-03-25,19599300000
2021-03-26,20587680000
2021-03-29,19997100000
2021-03-30,20030759999
2021-03-31,20425500000
2021-04-01,21839220000
2021-04-05,22116280000
2021-04-06,22355739999
2021-04-07,22171540000
2021-04-08,22392580000
2021-04-09,22389510000
2021-04-12,21929010000
2021-04-13,21428600000
2021-04-14,21087830000
2021-04-15,21100110000
2021-04-16,21149230000
2021-04-19,20971170000
2021-04-20,20869860000
2021-04-21,21324219999
2021-04-22,20341820000
2021-04-23,20897489999
2021-04-26,21922870000
2021-04-27,22242150000
2021-04-28,21674200000
2021-04-29,21836910000
2021-04-30,21683410000
2021-05-03,21526840000
2021-05-04,20654960000
2021-05-05,21054060000
2021-05-06,21370270000
2021-05-07,21996550000
2021-05-10,21066340000
2021-05-11,20922050000
2021-05-12,19764660000
2021-05-13,20375590000
2021-05-14,22064090000
2021-05-17,23460940000
2021-05-18,22475469999
2021-05-19,21876820000
2021-05-20,22395650000
2021-05-21,22208380000
2021-05-24,22690370000
2021-05-25,22426350000
2021-05-26,22951320000
2021-05-27,23289020000
2021-05-28,23095610000
2021-06-01,23193850000
2021-06-02,23516200000
2021-06-03,23571460000
2021-06-04,23691190000
2021-06-07,23371910000
2021-06-08,23239900000
2021-06-09,22982020000
2021-06-10,22582920000
2021-06-11,22957460000
2021-06-14,22935969999
2021-06-15,23000440000
2021-06-16,22493890000
2021-06-17,21726390000
2021-06-18,21327290000
2021-06-21,21244400000
2021-06-22,21017219999
2021-06-23,21256680000
2021-06-24,21425530000
2021-06-25,21720250000
2021-06-28,21486930000
2021-06-29,21689550000
2021-06-30,21849190000
2021-07-01,21754020000
2021-07-02,21765099999
2021-07-06,21436500000
2021-07-07,21492300000
2021-07-08,21024199999
2021-07-09,21752700000
2021-07-12,21975900000
2021-07-13,21724800000
2021-07-14,21703100000
2021-07-15,20742100000
2021-07-16,19902000000
2021-07-19,19526900000
2021-07-20,20038400000
2021-07-21,19979500000
2021-07-22,19545500000
2021-07-23,19762500000
2021-07-26,19923700000
2021-07-27,19331600000
2021-07-28,19691200000
2021-07-29,19982599999
2021-07-30,20128300000
2021-08-02,20053900000
2021-08-03,20503400000
2021-08-04,20131400000
2021-08-05,20791699999
2021-08-06,21315600000
2021-08-09,20959100000
2021-08-10,20305000000
2021-08-11,20683200000
2021-08-12,19337800000
2021-08-13,19576500000
2021-08-16,19173500000
2021-08-17,18953400000
2021-08-18,18913100000
2021-08-19,18466700000
2021-08-20,18612400000
2021-08-23,19306800000
2021-08-24,18835600000
2021-08-25,20305000000
2021-08-26,19396700000
2021-08-27,19604400000
2021-08-30,19241700000
2021-08-31,19592000000
2021-09-01,18922400000
2021-09-02,19108400000
2021-09-03,19037100000
2021-09-07,18724000000
2021-09-08,18004800000
2021-09-09,18209400000
2021-09-10,17970700000
2021-09-13,18138100000
2021-09-14,17837400000
2021-09-15,18060600000
2021-09-16,18066800000
2021-09-17,17955200000
2021-09-20,17552200000
2021-09-21,17195700000
2021-09-22,17539800000
2021-09-23,17821900000
2021-09-24,17961400000
2021-09-27,18308600000
2021-09-28,18079200000
2021-09-29,17577000000
2021-09-30,17496400000
2021-10-01,17812080000
2021-10-04,17768400000
2021-10-05,17771520000
2021-10-06,17606160000
2021-10-07,17905680000
2021-10-08,17656080000
2021-10-11,17525040000
2021-10-12,16910400000
2021-10-13,16913520000
2021-10-14,17643600000
2021-10-15,17287920000
2021-10-18,17284800000
2021-10-19,17362800000
2021-10-20,17599920000
2021-10-21,17721600000
2021-10-22,17799600000
2021-10-25,17730960000
2021-10-26,17571840000
2021-10-27,17309760000
2021-10-28,17871360000
2021-10-29,16314480000
2021-11-01,16904160000
2021-11-02,17169360000
2021-11-03,17400240000
2021-11-04,17172480000
2021-11-05,17528160000
2021-11-08,17403360000
2021-11-09,17550000000
2021-11-10,17241120000
2021-11-11,18351840000
2021-11-12,18894720000
2021-11-15,18386160000
2021-11-16,18245760000
2021-11-17,17624880000
2021-11-18,17378400000
2021-11-19,17478240000
2021-11-22,17762160000
2021-11-23,18885360000
2021-11-24,18679440000
2021-11-26,18021120000
2021-11-29,18404880000
2021-11-30,18046080000
2021-12-01,18008640000
2021-12-02,17768400000
2021-12-03,17946240000
2021-12-06,17802720000
2021-12-07,18461040000
2021-12-08,18408000000
2021-12-09,17886960000
2021-12-10,18055440000
2021-12-13,17387760000
2021-12-14,17356560000
2021-12-15,17581200000
2021-12-16,17693520000
2021-12-17,17737200000
2021-12-20,17440800000
2021-12-21,18414240000
2021-12-22,18654480000
2021-12-23,19094400000
2021-12-27,19372080000
2021-12-28,19606080000
2021-12-29,20632560000
2021-12-30,20395440000
2021-12-31,20410729999
2022-01-03,20636090000
2022-01-04,21165060000
2022-01-05,20989780000
2022-01-06,20263620000
2022-01-07,20604790000
2022-01-10,20514020000
2022-01-11,20664260000
2022-01-12,20827020000
2022-01-13,20817630000
2022-01-14,20858320000
2022-01-18,20069560000
2022-01-19,19387220000
2022-01-20,18754960000
2022-01-21,18094530000
2022-01-24,17847260000
2022-01-25,17243170000
2022-01-26,17083540000
2022-01-27,16851920000
2022-01-28,15618700000
2022-01-31,16194620000
2022-02-01,16454410000
2022-02-02,16726720000
2022-02-03,16366770000
2022-02-04,16216530000
2022-02-07,16229050000
2022-02-08,16391810000
2022-02-09,17052239999
2022-02-10,16930170000
2022-02-11,16817489999
2022-02-14,16545180000
2022-02-15,17487310000
2022-02-16,17650070000
2022-02-17,17668850000
2022-02-18,17380890000
2022-02-22,16720460000
2022-02-23,16269739999
2022-02-24,16222790000
2022-02-25,16573350000
2022-02-28,15944220000
2022-03-01,15490370000
2022-03-02,16225920000
2022-03-03,16282260000
2022-03-04,15734510000
2022-03-07,14588930000
2022-03-08,14326010000
2022-03-09,14952010000
2022-03-10,14582670000
2022-03-11,14178900000
2022-03-14,13919110000
2022-03-15,14379220000
2022-03-16,15102250000
2022-03-17,15293180000
2022-03-18,15430900000
2022-03-21,15321350000
2022-03-22,15565489999
2022-03-23,15236840000
2022-03-24,15806500000
2022-03-25,15903530000
2022-03-28,15869100000
2022-03-29,16241570000
2022-03-30,15844060000
2022-03-31,15540450000
2022-04-01,15194460000
2022-04-04,15492760000
2022-04-05,15109680000
2022-04-06,15028040000
2022-04-07,14996640000
2022-04-08,14820800000
2022-04-11,14764280000
2022-04-12,14915000000
2022-04-13,15028040000
2022-04-14,14550760000
2022-04-18,14845920000
2022-04-19,15370300000
2022-04-20,15543000000
2022-04-21,15775360000
2022-04-22,15530440000
2022-04-25,16017140000
2022-04-26,15568120000
2022-04-27,15715700000
2022-04-28,16519540000
2022-04-29,16663980000
2022-05-02,16930880000
2022-05-03,19380080000
2022-05-04,19738040000
2022-05-05,19213660000
2022-05-06,18667300000
2022-05-09,17750420000
2022-05-10,18011040000
2022-05-11,17505500000
2022-05-12,17442700000
2022-05-13,18353300000
2022-05-16,18177460000
2022-05-17,19213660000
2022-05-18,18557400000
2022-05-19,18215140000
2022-05-20,17838340000
2022-05-23,18004760000
2022-05-24,17772400000
2022-05-25,18557400000
2022-05-26,19053520000
2022-05-27,19546500000
2022-05-31,19056660000
2022-06-01,18927920000
2022-06-02,19446020000
2022-06-03,18865120000
2022-06-06,18752080000
2022-06-07,18940480000
2022-06-08,18155480000
2022-06-09,17766120000
2022-06-10,16965420000
2022-06-13,15813040000
2022-06-14,15461360000
2022-06-15,15684300000
2022-06-16,14553900000
2022-06-17,14553900000
2022-06-21,14601000000
2022-06-22,14293280000
2022-06-23,14418880000
2022-06-24,14779980000
2022-06-27,14940120000
2022-06-28,14676360000
2022-06-29,14255600000
2022-06-30,14076620000
2022-07-01,13720720000
2022-07-05,13837640000
2022-07-06,13831320000
2022-07-07,14175760000
2022-07-08,14295840000
2022-07-11,14163120000
2022-07-12,14545480000
2022-07-13,14633960000
2022-07-14,14539160000
2022-07-15,14981559999
2022-07-18,14820400000
2022-07-19,15344960000
2022-07-20,15670440000
2022-07-21,15935880000
2022-07-22,14921520000
2022-07-25,14801440000
2022-07-26,14836200000
2022-07-27,15303880000
2022-07-28,15395520000
2022-07-29,15515600000
2022-08-01,15521920000
2022-08-02,15316520000
2022-08-03,15607240000
2022-08-04,15771559999
2022-08-05,14880440000
2022-08-08,15035280000
2022-08-09,14633960000
2022-08-10,15066880000
2022-08-11,15502960000
2022-08-12,16011720000
2022-08-15,15676760000
2022-08-16,15559840000
2022-08-17,15231200000
2022-08-18,15395520000
2022-08-19,15063720000
2022-08-22,14554960000
2022-08-23,14488600000
2022-08-24,14602360000
2022-08-25,15139559999
2022-08-26,14374840000
2022-08-29,14144160000
2022-08-30,13701760000
2022-08-31,13354160000
2022-09-01,13268840000
2022-09-02,13161400000
2022-09-06,12946520000
2022-09-07,13098200000
2022-09-08,13401559999
2022-09-09,13840800000
2022-09-12,13673320000
2022-09-13,12425120000
2022-09-14,12112280000
2022-09-15,11935320000
2022-09-16,11761520000
2022-09-19,11571920000
2022-09-20,11230640000
2022-09-21,10990480000
2022-09-22,10687120000
2022-09-23,10693440000
2022-09-26,10238400000
2022-09-27,10339520000
2022-09-28,10475400000
2022-09-29,10168880000
2022-09-30,10350900000
2022-10-03,10827900000
2022-10-04,11594280000
2022-10-05,11820060000
2022-10-06,11785080000
2022-10-07,11365320000
2022-10-10,11021879999
2022-10-11,11072760000
2022-10-12,10901040000
2022-10-13,11161800000
2022-10-14,10722960000
2022-10-17,10777020000
2022-10-18,10687980000
2022-10-19,10608480000
2022-10-20,10643460000
2022-10-21,11085480000
2022-10-24,11104560000
2022-10-25,11222220000
2022-10-26,11219040000
2022-10-27,10920120000
2022-10-28,11289000000
2022-10-31,10929660000
2022-11-01,11351010000
2022-11-02,10996440000
2022-11-03,10719780000
2022-11-04,11269920000
2022-11-07,11645160000
2022-11-08,11613360000
2022-11-09,10923300000
2022-11-10,12004500000
2022-11-11,12640500000
2022-11-14,12592800000
2022-11-15,12548280000
2022-11-16,11581560000
2022-11-17,11616540000
2022-11-18,11721480000
2022-11-21,11432100000
2022-11-22,11521139999
2022-11-23,11766000000
2022-11-25,11874120000
2022-11-28,11482980000
2022-11-29,11457540000
2022-11-30,11686500000
2022-12-01,11397120000
2022-12-02,11273100000
2022-12-05,11063220000
2022-12-06,10777020000
2022-12-07,10856520000
2022-12-08,11203139999
2022-12-09,11355780000
2022-12-12,11514780000
2022-12-13,11543400000
2022-12-14,11393940000
2022-12-15,10242780000
2022-12-16,10156920000
2022-12-19,10036080000
2022-12-20,10201440000
2022-12-21,9978840000
2022-12-22,9743520000
2022-12-23,9727620000
2022-12-27,9912060000
2022-12-28,9606780000
2022-12-29,10039260000
2022-12-30,10064450000
2023-01-03,10019790000
2023-01-04,10542950000
2023-01-05,11238369999
2023-01-06,11857230000
2023-01-09,11991210000
2023-01-10,12176230000
2023-01-11,12255980000
2023-01-12,12109240000
2023-01-13,11873180000
2023-01-17,11905080000
2023-01-18,11952930000
2023-01-19,11978450000
2023-01-20,12268740000
2023-01-23,13331010000
2023-01-24,13110900000
2023-01-25,13177890000
2023-01-26,13959440000
2023-01-27,14345430000
2023-01-30,14112560000
2023-01-31,14020050000
2023-02-01,13819080000
2023-02-02,14221020000
2023-02-03,13796750000
2023-02-06,13477750000
2023-02-07,13742520000
2023-02-08,13634060000
2023-02-09,13394810000
2023-02-10,13720190000
2023-02-13,13729760000
2023-02-14,13921160000
2023-02-15,13930730000
2023-02-16,13579830000
2023-02-17,13264020000
2023-02-21,12775950000
2023-02-22,12622830000
2023-02-23,12693010000
2023-02-24,12476090000
2023-02-27,12284690000
2023-02-28,12275119999
2023-03-01,12160280000
2023-03-02,12243220000
2023-03-03,12310210000
2023-03-06,12051820000
2023-03-07,11901890000
2023-03-08,12090100000
2023-03-09,11822140000
2023-03-10,11503140000
2023-03-13,11267080000
2023-03-14,11257510000
2023-03-15,10970410000
2023-03-16,11273460000
2023-03-17,11190520000
2023-03-20,11228800000
2023-03-21,11314930000
2023-03-22,11069300000
2023-03-23,11251130000
2023-03-24,11247940000
2023-03-27,11231990000
2023-03-28,11040590000
2023-03-29,11675400000
2023-03-30,11892320000
2023-03-31,12092070000
2023-04-03,11941200000
2023-04-04,11536740000
2023-04-05,11254260000
2023-04-06,11283150000
2023-04-10,12210840000
2023-04-11,12316770000
2023-04-12,12198000000
2023-04-13,11838480000
2023-04-14,11382660000
2023-04-17,11562420000
2023-04-18,11466120000
2023-04-19,11113020000
2023-04-20,10695720000
2023-04-21,10734240000
2023-04-24,10560900000
2023-04-25,10300890000
2023-04-26,10490280000
2023-04-27,10515960000
2023-04-28,11055240000
2023-05-01,10933260000
2023-05-02,10743870000
2023-05-03,10609050000
2023-05-04,10605840000
2023-05-05,10737450000
2023-05-08,10971780000
2023-05-09,10785600000
