,ORCL
2013-11-26,159243374985
2013-11-27,160884589270
2013-11-29,160884589270
2013-12-02,160491000000
2013-12-03,160445250000
2013-12-04,160445250000
2013-12-05,159438750000
2013-12-06,162321000000
2013-12-09,162870000000
2013-12-10,159210000000
2013-12-11,158112000000
2013-12-12,153720000000
2013-12-13,152027250000
2013-12-16,153445500000
2013-12-17,153857250000
2013-12-18,158295000000
2013-12-19,167445000000
2013-12-20,166392750000
2013-12-23,168954750000
2013-12-24,170739000000
2013-12-26,172431750000
2013-12-27,173758500000
2013-12-30,173804250000
2013-12-31,175039500000
2014-01-02,173118000000
2014-01-03,172111500000
2014-01-06,171425250000
2014-01-07,173163750000
2014-01-08,172569000000
2014-01-09,172248750000
2014-01-10,174353250000
2014-01-13,172706250000
2014-01-14,174810750000
2014-01-15,175725749999
2014-01-16,175176750000
2014-01-17,174810750000
2014-01-21,174353250000
2014-01-22,173758500000
2014-01-23,174536250000
2014-01-24,169778250000
2014-01-27,166941750000
2014-01-28,169732500000
2014-01-29,169137750000
2014-01-30,171105000000
2014-01-31,167756970863
2014-02-03,162937935928
2014-02-04,163483487053
2014-02-05,163438024459
2014-02-06,166938644176
2014-02-07,169075386081
2014-02-10,169575474612
2014-02-11,172030454674
2014-02-12,173076094330
2014-02-13,174667285110
2014-02-14,172666930986
2014-02-18,172621468392
2014-02-19,172166842455
2014-02-20,173985346204
2014-02-21,173212482111
2014-02-24,173394332486
2014-02-25,173894421017
2014-02-26,175030985860
2014-02-27,177076802578
2014-02-28,177804204078
2014-03-03,175076448454
2014-03-04,179168081889
2014-03-05,179577245233
2014-03-06,179395394858
2014-03-07,176531251453
2014-03-10,176667639234
2014-03-11,176849489609
2014-03-12,175121911047
2014-03-13,171166665393
2014-03-14,170939352424
2014-03-17,173758033236
2014-03-18,176576714047
2014-03-19,175258298829
2014-03-20,174439972142
2014-03-21,170484726487
2014-03-24,173576182861
2014-03-25,174576359923
2014-03-26,177667816296
2014-03-27,178395217796
2014-03-28,179895483389
2014-03-31,185987470949
2014-04-01,188624301385
2014-04-02,186987648011
2014-04-03,183532490888
2014-04-04,181759449732
2014-04-07,179440857452
2014-04-08,182941477169
2014-04-09,185851083168
2014-04-10,180895660451
2014-04-11,177213190359
2014-04-14,179895483389
2014-04-15,180622884889
2014-04-16,182441388638
2014-04-17,182214075669
2014-04-21,182941477169
2014-04-22,183941654231
2014-04-23,180895660451
2014-04-24,180713810076
2014-04-25,179349932264
2014-04-28,182441388638
2014-04-29,182350463451
2014-04-30,185851083168
2014-05-01,186260246511
2014-05-02,185532845012
2014-05-05,187351348761
2014-05-06,186442096886
2014-05-07,186669409855
2014-05-08,185805620574
2014-05-09,186578484667
2014-05-12,190715580697
2014-05-13,190442805134
2014-05-14,190397342541
2014-05-15,190624655509
2014-05-16,189533553260
2014-05-19,191670295165
2014-05-20,188942539541
2014-05-21,189488090666
2014-05-22,188760689166
2014-05-23,191624832571
2014-05-27,190533730322
2014-05-28,188988002135
2014-05-29,191852145540
2014-05-30,191033818853
2014-06-02,190879560000
2014-06-03,190151880000
2014-06-04,189651600000
2014-06-05,191470800000
2014-06-06,193881240000
2014-06-09,194199600000
2014-06-10,194017679999
2014-06-11,193562880000
2014-06-12,191016000000
2014-06-13,191652720000
2014-06-16,191698200000
2014-06-17,192471360000
2014-06-18,194699880000
2014-06-19,193335480000
2014-06-20,185649360000
2014-06-23,186922800000
2014-06-24,185376480000
2014-06-25,184012080000
2014-06-26,182602200000
2014-06-27,184330440000
2014-06-30,184330440000
2014-07-01,185421960000
2014-07-02,186240600000
2014-07-03,188014320000
2014-07-07,185967720000
2014-07-08,184466880000
2014-07-09,183102480000
2014-07-10,183375360000
2014-07-11,182511240000
2014-07-14,184148520000
2014-07-15,184375920000
2014-07-16,183102480000
2014-07-17,181510679999
2014-07-18,181920000000
2014-07-21,181965480000
2014-07-22,183875640000
2014-07-23,183329880000
2014-07-24,184057560000
2014-07-25,183420840000
2014-07-28,184421400000
2014-07-29,184785240000
2014-07-30,186286080000
2014-07-31,183693720000
2014-08-01,180146280000
2014-08-04,182374800000
2014-08-05,181738080000
2014-08-06,182647679999
2014-08-07,180419160000
2014-08-08,181647120000
2014-08-11,181556160000
2014-08-12,181465200000
2014-08-13,183011520000
2014-08-14,182920560000
2014-08-15,183193440000
2014-08-18,184830720000
2014-08-19,188332679999
2014-08-20,187605000000
2014-08-21,189105840000
2014-08-22,189333240000
2014-08-25,189833520000
2014-08-26,190288320000
2014-08-27,189378720000
2014-08-28,187695960000
2014-08-29,188878440000
2014-09-02,186130928535
2014-09-03,187203214249
2014-09-04,185639464250
2014-09-05,184388464250
2014-09-08,181573714250
2014-09-09,181886464250
2014-09-10,181886464250
2014-09-11,181752428536
2014-09-12,180948214251
2014-09-15,181663071393
2014-09-16,184031035678
2014-09-17,183807642821
2014-09-18,185639464250
2014-09-19,177820714251
2014-09-22,176837785680
2014-09-23,173486892823
2014-09-24,176122928537
2014-09-25,173174142823
2014-09-26,174023035680
2014-09-29,171744428538
2014-09-30,171029571395
2014-10-01,170180678538
2014-10-02,170984892824
2014-10-03,173754964252
2014-10-06,174603857109
2014-10-07,171833785681
2014-10-08,174335785680
2014-10-09,173084785681
2014-10-10,170225357110
2014-10-13,170806178538
2014-10-14,171833785681
2014-10-15,171118928538
2014-10-16,167812714253
2014-10-17,169197749967
2014-10-20,168884999967
2014-10-21,171342321395
2014-10-22,168170142824
2014-10-23,170806178538
2014-10-24,173040107109
2014-10-27,171699749967
2014-10-28,172682678538
2014-10-29,172369928538
2014-10-30,172012499967
2014-10-31,174469821395
2014-11-03,174201749966
2014-11-04,174827249966
2014-11-05,175542107109
2014-11-06,177865392823
2014-11-07,178446214251
2014-11-10,180724821393
2014-11-11,180814178536
2014-11-12,179339785679
2014-11-13,181931142822
2014-11-14,182467285679
2014-11-17,183896999964
2014-11-18,184343785678
2014-11-19,182824714250
2014-11-20,182824714250
2014-11-21,185147999964
2014-11-24,185103321393
2014-11-25,183852321393
2014-11-26,187069178535
2014-11-28,189481821392
2014-12-01,187481428535
2014-12-02,187926964249
2014-12-03,187392321392
2014-12-04,186634910678
2014-12-05,186813124964
2014-12-08,184318124964
2014-12-09,186545803535
2014-12-10,182313214250
2014-12-11,181600357107
2014-12-12,177991517822
2014-12-15,183159732107
2014-12-16,181021160679
2014-12-17,183382499964
2014-12-18,202050446389
2014-12-19,204946428532
2014-12-22,203387053532
2014-12-23,204990982103
2014-12-24,205971160674
2014-12-26,205391964246
2014-12-29,203208839246
2014-12-30,202005892818
2014-12-31,200357410675
2015-01-02,197505982104
2015-01-05,194209017819
2015-01-06,192204107105
2015-01-07,192248660677
2015-01-08,193407053534
2015-01-09,193317946391
2015-01-12,192783303534
2015-01-13,191268482106
2015-01-14,191847678534
2015-01-15,189931874963
2015-01-16,193852589248
2015-01-20,195590178533
2015-01-21,193763482105
2015-01-22,196258482105
2015-01-23,196882232104
2015-01-26,195590178533
2015-01-27,193362499962
2015-01-28,190199196391
2015-01-29,190956607106
2015-01-30,186634910678
2015-02-02,190154642820
2015-02-03,191758571391
2015-02-04,188996249963
2015-02-05,192293214248
2015-02-06,191491249963
2015-02-09,193362499962
2015-02-10,195991160676
2015-02-11,193184285677
2015-02-12,195545624962
2015-02-13,195723839248
2015-02-17,195322857105
2015-02-18,196481249962
2015-02-19,196525803533
2015-02-20,195010982105
2015-02-23,195055535676
2015-02-24,195501071390
2015-02-25,194832767819
2015-02-26,195545624962
2015-02-27,195233749962
2015-03-02,195499794637
2015-03-03,192613697282
2015-03-04,193634931731
2015-03-05,194478560188
2015-03-06,188173547506
2015-03-09,189549993937
2015-03-10,185687063632
2015-03-11,184133011210
2015-03-12,184799033677
2015-03-13,188173547506
2015-03-16,192746901776
2015-03-17,190349220897
2015-03-18,195943809614
2015-03-19,196077014108
2015-03-20,197187051552
2015-03-23,196476627588
2015-03-24,194078946708
2015-03-25,190615629883
2015-03-26,190882038870
2015-03-27,189327986448
2015-03-30,192880106269
2015-03-31,191592462834
2015-04-01,190660031381
2015-04-02,189239183453
2015-04-06,190748834376
2015-04-07,190748834376
2015-04-08,191414856843
2015-04-09,191814470323
2015-04-10,193190916753
2015-04-13,191281652350
2015-04-14,189727599928
2015-04-15,195322188646
2015-04-16,192968909264
2015-04-17,190926440368
2015-04-20,192347288296
2015-04-21,192791303273
2015-04-22,193368522744
2015-04-23,192658098780
2015-04-24,191281652350
2015-04-27,193634931731
2015-04-28,197586665032
2015-04-29,198607899480
2015-04-30,193679333229
2015-05-01,197009445561
2015-05-04,197986278511
2015-05-05,195011378161
2015-05-06,192080879309
2015-05-07,193057712260
2015-05-08,195410991641
2015-05-11,194656166179
2015-05-12,193457325740
2015-05-13,194434158691
2015-05-14,197053847058
2015-05-15,196032612610
2015-05-18,196432226090
2015-05-19,196787438072
2015-05-20,196654233579
2015-05-21,196609832081
2015-05-22,195055779659
2015-05-26,192391689794
2015-05-27,195988211112
2015-05-28,194744969175
2015-05-29,193102113758
2015-06-01,191252825000
2015-06-02,190859750000
2015-06-03,192038975000
2015-06-04,191165475000
2015-06-05,191340175000
2015-06-08,188239250000
2015-06-09,188108225000
2015-06-10,191907950000
2015-06-11,193392900000
2015-06-12,193654950000
2015-06-15,190947100000
2015-06-16,194965200000
2015-06-17,196144425000
2015-06-18,186666950000
2015-06-19,181644325000
2015-06-22,181207575000
2015-06-23,182168425000
2015-06-24,179941000000
2015-06-25,179329550000
2015-06-26,179023825000
2015-06-29,176534350000
2015-06-30,176010250000
2015-07-01,175748200000
2015-07-02,176272300000
2015-07-06,175355125000
2015-07-07,175398800000
2015-07-08,173695475000
2015-07-09,175486150000
2015-07-10,176272300000
2015-07-13,178194000000
2015-07-14,178106650000
2015-07-15,178150325000
2015-07-16,178892800000
2015-07-17,176447000000
2015-07-20,174394275000
2015-07-21,172821975000
2015-07-22,172166850000
2015-07-23,170332500000
2015-07-24,170332500000
2015-07-27,168192425000
2015-07-28,171555400000
2015-07-29,173782825000
2015-07-30,173171375000
2015-07-31,174437950000
2015-08-03,173433425000
2015-08-04,173215050000
2015-08-05,173127700000
2015-08-06,171730100000
2015-08-07,172778300000
2015-08-10,174219575000
2015-08-11,171074975000
2015-08-12,171555400000
2015-08-13,171686425000
2015-08-14,172123175000
2015-08-17,173477100000
2015-08-18,173957525000
2015-08-19,172647275000
2015-08-20,168716525000
2015-08-21,163999625000
2015-08-24,157579400000
2015-08-25,154827875000
2015-08-26,161204425000
2015-08-27,160811350000
2015-08-28,163606550000
2015-08-31,159777901951
2015-09-01,155125431363
2015-09-02,158313235284
2015-09-03,158959411755
2015-09-04,156245470578
2015-09-08,162319529402
2015-09-09,159777901951
2015-09-10,162017980382
2015-09-11,163353411755
2015-09-14,161802588225
2015-09-15,163654960774
2015-09-16,164861156852
2015-09-17,158270156853
2015-09-18,156719333324
2015-09-21,158657862735
2015-09-22,155900843128
2015-09-23,155039274500
2015-09-24,155340823520
2015-09-25,155297745088
2015-09-28,152669960775
2015-09-29,152971509794
2015-09-30,155599294108
2015-10-01,156116235284
2015-10-02,158916333323
2015-10-05,161931823519
2015-10-06,162534921559
2015-10-07,162233372539
2015-10-08,163224176460
2015-10-09,164128823519
2015-10-12,163870352931
2015-10-13,162922627441
2015-10-14,160510235284
2015-10-15,161759509794
2015-10-16,160984098029
2015-10-19,158830176461
2015-10-20,158787098029
2015-10-21,157753215676
2015-10-22,162793392147
2015-10-23,163999588225
2015-10-26,165291941166
2015-10-27,165162705872
2015-10-28,167488941166
2015-10-29,167402784303
2015-10-30,167316627441
2015-11-02,171236764695
2015-11-03,173175294107
2015-11-04,174381490185
2015-11-05,173821470577
2015-11-06,174984588224
2015-11-09,172744509793
2015-11-10,171969098029
2015-11-11,168178196068
2015-11-12,166411980382
2015-11-13,160682549010
2015-11-16,164214980382
2015-11-17,164258058813
2015-11-18,166713529401
2015-11-19,168092039205
2015-11-20,169470549009
2015-11-23,168608980382
2015-11-24,169987490186
2015-11-25,169125921558
2015-11-27,168781294107
2015-11-30,165856320000
2015-12-01,166962880000
2015-12-02,164707200000
2015-12-03,160919360000
2015-12-04,166664960000
2015-12-07,165217920000
2015-12-08,164834880000
2015-12-09,164196480000
2015-12-10,162536640000
2015-12-11,158365760000
2015-12-14,160238400000
2015-12-15,162621760000
2015-12-16,165600960000
2015-12-17,157174080000
2015-12-18,154705600000
2015-12-21,155003520000
2015-12-22,155727040000
2015-12-23,157174080000
2015-12-24,157514560000
2015-12-28,156578240000
2015-12-29,157642240000
2015-12-30,157131520000
2015-12-31,155471680000
2016-01-04,152152000000
2016-01-05,151683840000
2016-01-06,152449920000
2016-01-07,149130240000
2016-01-08,147470400000
2016-01-11,148704640000
2016-01-12,150534720000
2016-01-13,145044480000
2016-01-14,148066240000
2016-01-15,145214720000
2016-01-19,147044800000
2016-01-20,144448640000
2016-01-21,145214720000
2016-01-22,148108800000
2016-01-25,146151040000
2016-01-26,149938880000
2016-01-27,148576960000
2016-01-28,150364480000
2016-01-29,154535360000
2016-02-01,154577920000
2016-02-02,150449600000
2016-02-03,151896640000
2016-02-04,155131200000
2016-02-05,151939200000
2016-02-08,151556160000
2016-02-09,149300480000
2016-02-10,149811200000
2016-02-11,148279040000
2016-02-12,151258240000
2016-02-16,151939200000
2016-02-17,155897280000
2016-02-18,155897280000
2016-02-19,156535680000
2016-02-22,157940160000
2016-02-23,155556800000
2016-02-24,155897280000
2016-02-25,158706240000
2016-02-26,157301760000
2016-02-29,155873640000
2016-03-01,161001620000
2016-03-02,160026880000
2016-03-03,160577820000
2016-03-04,160577820000
2016-03-07,162569680000
2016-03-08,161679700000
2016-03-09,163078240000
2016-03-10,161255900000
2016-03-11,165070100000
2016-03-14,164010600000
2016-03-15,164180120000
2016-03-16,170452360000
2016-03-17,172105180000
2016-03-18,175792240000
2016-03-21,176343180000
2016-03-22,175368440000
2016-03-23,172698500000
2016-03-24,173630860000
2016-03-28,172147560000
2016-03-29,172486600000
2016-03-30,173630860000
2016-03-31,173376580000
2016-04-01,174436080000
2016-04-04,174054660000
2016-04-05,171766140000
2016-04-06,172698500000
2016-04-07,169392860000
2016-04-08,171045680000
2016-04-11,171172820000
2016-04-12,171299960000
2016-04-13,175071780000
2016-04-14,174775120000
2016-04-15,173842760000
2016-04-18,174775120000
2016-04-19,174012280000
2016-04-20,174181800000
2016-04-21,173715620000
2016-04-22,172486600000
2016-04-25,172825640000
2016-04-26,172274700000
2016-04-27,173122300000
2016-04-28,170918540000
2016-04-29,168926680000
2016-05-02,170791400000
2016-05-03,168163840000
2016-05-04,166511020000
2016-05-05,166256740000
2016-05-06,167019580000
2016-05-09,166807680000
2016-05-10,169604760000
2016-05-11,168036700000
2016-05-12,168757160000
2016-05-13,167867180000
2016-05-16,169392860000
2016-05-17,167824800000
2016-05-18,167273860000
2016-05-19,164603920000
2016-05-20,167019580000
2016-05-23,166044840000
2016-05-24,169096200000
2016-05-25,170070940000
2016-05-26,169308100000
2016-05-27,169816660000
2016-05-31,169684200000
2016-06-01,169937460000
2016-06-02,163183860000
2016-06-03,165041100000
2016-06-06,166476240000
2016-06-07,165167730000
2016-06-08,165800880000
2016-06-09,164830050000
2016-06-10,163521540000
2016-06-13,163015020000
2016-06-14,163901430000
2016-06-15,162255240000
2016-06-16,163099440000
2016-06-17,167489280000
2016-06-20,167700330000
2016-06-21,168797790000
2016-06-22,168882210000
2016-06-23,172343430000
2016-06-24,165589830000
2016-06-27,162424080000
2016-06-28,165167730000
2016-06-29,171161550000
2016-06-30,172765530000
2016-07-01,172470060000
2016-07-05,170528400000
2016-07-06,171077130000
2016-07-07,171077130000
2016-07-08,172512270000
2016-07-11,172132380000
2016-07-12,174833820000
2016-07-13,175002660000
2016-07-14,175889070000
2016-07-15,176311170000
2016-07-18,175762440000
2016-07-19,173398680000
2016-07-20,174116250000
2016-07-21,173356470000
2016-07-22,173398680000
2016-07-25,173736360000
2016-07-26,172807740000
2016-07-27,172765530000
2016-07-28,173862990000
2016-07-29,173229840000
2016-08-01,173694150000
2016-08-02,171836910000
2016-08-03,171836910000
2016-08-04,172638900000
2016-08-05,173609730000
2016-08-08,173736360000
2016-08-09,173483100000
2016-08-10,173440890000
2016-08-11,174242880000
2016-08-12,173440890000
2016-08-15,174707190000
2016-08-16,174411720000
2016-08-17,173947410000
2016-08-18,173651940000
2016-08-19,174411720000
2016-08-22,173989620000
2016-08-23,175171500000
2016-08-24,173356470000
2016-08-25,173483100000
2016-08-26,174158460000
2016-08-29,174369510000
2016-08-30,174369510000
2016-08-31,172917900000
2016-09-01,172666200000
2016-09-02,173043750000
2016-09-06,173043750000
2016-09-07,173043750000
2016-09-08,170820400000
2016-09-09,167925850000
2016-09-12,170652600000
2016-09-13,168555100000
2016-09-14,168848750000
2016-09-15,171407700000
2016-09-16,163269400000
2016-09-19,164569850000
2016-09-20,163898650000
2016-09-21,165744450000
2016-09-22,165744450000
2016-09-23,164569850000
2016-09-26,163730850000
2016-09-27,164863500000
2016-09-28,165450800000
2016-09-29,164108400000
2016-09-30,164779600000
2016-10-03,163563050000
2016-10-04,163059650000
2016-10-05,164234250000
2016-10-06,163059650000
2016-10-07,162388450000
2016-10-10,162010900000
2016-10-11,159451950000
2016-10-12,159619750000
2016-10-13,159535850000
2016-10-14,161129950000
2016-10-17,160626550000
2016-10-18,161171900000
2016-10-19,160878250000
2016-10-20,159787550000
2016-10-21,159116350000
2016-10-24,160542650000
2016-10-25,160920200000
2016-10-26,160710450000
2016-10-27,160332900000
2016-10-28,160123150000
2016-10-31,161171900000
2016-11-01,161339700000
2016-11-02,159535850000
2016-11-03,160710450000
2016-11-04,160584600000
2016-11-07,163982550000
2016-11-08,164150350000
2016-11-09,165912250000
2016-11-10,166038100000
2016-11-11,165492750000
2016-11-14,164863500000
2016-11-15,164318150000
2016-11-16,166541500000
2016-11-17,168848750000
2016-11-18,167212700000
2016-11-21,167338550000
2016-11-22,168177550000
2016-11-23,168219500000
2016-11-25,168932650000
2016-11-28,169058500000
2016-11-29,170107250000
2016-11-30,168958760000
2016-12-01,162694800000
2016-12-02,161854000000
2016-12-05,163829880000
2016-12-06,165931880000
2016-12-07,169505280000
2016-12-08,169631400000
2016-12-09,170346080000
2016-12-12,170304040000
2016-12-13,171355040000
2016-12-14,171859520000
2016-12-15,171775440000
2016-12-16,164376400000
2016-12-19,163535600000
2016-12-20,163956000000
2016-12-21,163241320000
2016-12-22,163787840000
2016-12-23,163031120000
2016-12-27,163199280000
2016-12-28,162610720000
2016-12-29,162652760000
2016-12-30,161643800000
2017-01-03,162064200000
2017-01-04,162862960000
2017-01-05,162442560000
2017-01-06,161643800000
2017-01-09,164082120000
2017-01-10,162526640000
2017-01-11,164418440000
2017-01-12,164796800000
2017-01-13,165049040000
2017-01-17,164376400000
2017-01-18,164754760000
2017-01-19,164838840000
2017-01-20,167613480000
2017-01-23,166814720000
2017-01-24,168580400000
2017-01-25,168790600000
2017-01-26,168706520000
2017-01-27,169126920000
2017-01-30,169126920000
2017-01-31,168622440000
2017-02-01,167487360000
2017-02-02,168075920000
2017-02-03,169967720000
2017-02-06,168580400000
2017-02-07,168454280000
2017-02-08,168244080000
2017-02-09,169126920000
2017-02-10,171481160000
2017-02-13,172742360000
2017-02-14,172784400000
2017-02-15,174087640000
2017-02-16,174844360000
2017-02-17,176820240000
2017-02-21,177703080000
2017-02-22,178712040000
2017-02-23,180603840000
2017-02-24,181486680000
2017-02-27,179510800000
2017-02-28,180922320000
2017-03-01,182324160000
2017-03-02,182196720000
2017-03-03,181347120000
2017-03-06,180837360000
2017-03-07,180964800000
2017-03-08,181007280000
2017-03-09,180285120000
2017-03-10,181304640000
2017-03-13,180879840000
2017-03-14,181771920000
2017-03-15,182876400000
2017-03-16,194261040000
2017-03-17,193963680000
2017-03-20,192137040000
2017-03-21,190480320000
2017-03-22,190267920000
2017-03-23,190947600000
2017-03-24,189673200000
2017-03-27,190480320000
2017-03-28,189843120000
2017-03-29,189120960000
2017-03-30,189800640000
2017-03-31,189503280000
2017-04-03,189503280000
2017-04-04,189418320000
2017-04-05,188993520000
2017-04-06,187676640000
2017-04-07,188143920000
2017-04-10,186912000000
2017-04-11,187634160000
2017-04-12,187676640000
2017-04-13,186912000000
2017-04-17,188143920000
2017-04-18,189120960000
2017-04-19,187719120000
2017-04-20,189163440000
2017-04-21,188738640000
2017-04-24,190480320000
2017-04-25,189970560000
2017-04-26,189843120000
2017-04-27,190182960000
2017-04-28,190990080000
2017-05-01,191372400000
2017-05-02,191712240000
2017-05-03,190692720000
2017-05-04,193156560000
2017-05-05,193623840000
2017-05-08,193538880000
2017-05-09,193199040000
2017-05-10,193411440000
2017-05-11,191839680000
2017-05-12,191499840000
2017-05-15,192519360000
2017-05-16,192391920000
2017-05-17,187889040000
2017-05-18,187634160000
2017-05-19,188228880000
2017-05-22,189588240000
2017-05-23,189290880000
2017-05-24,190437840000
2017-05-25,192009600000
2017-05-26,192264480000
2017-05-30,192944160000
2017-05-31,194450760000
2017-06-01,196164360000
2017-06-02,195607440000
2017-06-05,196721280000
2017-06-06,195393240000
2017-06-07,194493600000
2017-06-08,194579280000
2017-06-09,192908520000
2017-06-12,192137400000
2017-06-13,192694320000
2017-06-14,191966040000
2017-06-15,191409120000
2017-06-16,193165560000
2017-06-19,195907320000
2017-06-20,196378560000
2017-06-21,198477720000
2017-06-22,215485200000
2017-06-23,218269800000
2017-06-26,217884240000
2017-06-27,217413000000
2017-06-28,217927080000
2017-06-29,215056800000
2017-06-30,214799760000
2017-07-03,211458240000
2017-07-05,211886640000
2017-07-06,209273400000
2017-07-07,211415400000
2017-07-10,212572080000
2017-07-11,213685920000
2017-07-12,216127800000
2017-07-13,215699400000
2017-07-14,216599040000
2017-07-17,216084960000
2017-07-18,216127800000
2017-07-19,218484000000
2017-07-20,219040920000
2017-07-21,217627200000
2017-07-24,217455840000
2017-07-25,219212280000
2017-07-26,219212280000
2017-07-27,216127800000
2017-07-28,215485200000
2017-07-31,213900120000
2017-08-01,214885440000
2017-08-02,213214680000
2017-08-03,215185320000
2017-08-04,214028640000
2017-08-07,212657760000
2017-08-08,210344400000
2017-08-09,210173040000
2017-08-10,206060400000
2017-08-11,206660160000
2017-08-14,209273400000
2017-08-15,209187720000
2017-08-16,210987000000
2017-08-17,207988200000
2017-08-18,208288080000
2017-08-21,209487600000
2017-08-22,211029840000
2017-08-23,210215880000
2017-08-24,210729960000
2017-08-25,210944160000
2017-08-28,210944160000
2017-08-29,211843800000
2017-08-30,213343200000
2017-08-31,214289653811
2017-09-01,215524384580
2017-09-05,216844269195
2017-09-06,217184884580
2017-09-07,220250423041
2017-09-08,219611769195
2017-09-11,223486269194
2017-09-12,224678423040
2017-09-13,224806153809
2017-09-14,224763576886
2017-09-15,207519923043
2017-09-18,205774269197
2017-09-19,204539538428
2017-09-20,204241499966
2017-09-21,204241499966
2017-09-22,205050461505
2017-09-25,204241499966
2017-09-26,204028615351
2017-09-27,205050461505
2017-09-28,204709846120
2017-09-29,205859423043
2017-10-02,207775384581
2017-10-03,207307038427
2017-10-04,208201153812
2017-10-05,208243730735
2017-10-06,206072307658
2017-10-09,205901999966
2017-10-10,205263346120
2017-10-11,205561384581
2017-10-12,205348499966
2017-10-13,206966423043
2017-10-16,208030846120
2017-10-17,209435884581
2017-10-18,211096384581
2017-10-19,210117115350
2017-10-20,209691346119
2017-10-23,209946807658
2017-10-24,212799461503
2017-10-25,211607307657
2017-10-26,213523269196
2017-10-27,216631384580
2017-10-30,215779846118
2017-10-31,216716538426
2017-11-01,215609538426
2017-11-02,214076769195
2017-11-03,213650999965
2017-11-06,214587692272
2017-11-07,214970884580
2017-11-08,215183769195
2017-11-09,209648769196
2017-11-10,209989384581
2017-11-13,210329999965
2017-11-14,209478461504
2017-11-15,207860538427
2017-11-16,209478461504
2017-11-17,208371461504
2017-11-20,208712076889
2017-11-21,207051576889
2017-11-22,206838692274
2017-11-24,208669499966
2017-11-27,208115999966
2017-11-28,208669499966
2017-11-29,206583230735
2017-11-30,202225320000
2017-12-01,204492420000
2017-12-04,199504800000
2017-12-05,197814780000
2017-12-06,199587240000
2017-12-07,199999440000
2017-12-08,204451200000
2017-12-11,208037340000
2017-12-12,207707580000
2017-12-13,206306100000
2017-12-14,206883180000
2017-12-15,199092600000
2017-12-18,196660620000
2017-12-19,197114040000
2017-12-20,197443800000
2017-12-21,194888160000
2017-12-22,195217920000
2017-12-26,195506460000
2017-12-27,195300360000
2017-12-28,195877440000
2017-12-29,194888160000
2018-01-02,192208860000
2018-01-03,196660620000
2018-01-04,198597960000
2018-01-05,199793340000
2018-01-08,201895560000
2018-01-09,202225320000
2018-01-10,201153600000
2018-01-11,201771900000
2018-01-12,204080220000
2018-01-16,204409980000
2018-01-17,207212940000
2018-01-18,207048060000
2018-01-19,208490760000
2018-01-22,209026620000
2018-01-23,210716640000
2018-01-24,212076900000
2018-01-25,212695200000
2018-01-26,217435500000
2018-01-29,214096680000
2018-01-30,210057120000
2018-01-31,212653980000
2018-02-01,212818860000
2018-02-02,206635860000
2018-02-05,198226980000
2018-02-06,203626800000
2018-02-07,201442140000
2018-02-08,193074480000
2018-02-09,196743060000
2018-02-12,198474300000
2018-02-13,199875780000
2018-02-14,203832900000
2018-02-15,208738080000
2018-02-16,209026620000
2018-02-20,205646580000
2018-02-21,203750460000
2018-02-22,204409980000
2018-02-23,208161000000
2018-02-26,210922740000
2018-02-27,209109060000
2018-02-28,208477402729
2018-03-01,204527564430
2018-03-02,207037357516
2018-03-05,211028339964
2018-03-06,211892367092
2018-03-07,212797538369
2018-03-08,214484448476
2018-03-09,217940556988
2018-03-12,217652547945
2018-03-13,216335935179
2018-03-14,215266187306
2018-03-15,215471908051
2018-03-16,215060466561
2018-03-19,213743853795
2018-03-20,193583220809
2018-03-21,193459788362
2018-03-22,188810499531
2018-03-23,184284643147
2018-03-26,191238004319
2018-03-27,186712147935
2018-03-28,185066381977
2018-03-29,188234481446
2018-04-02,185189814423
2018-04-03,184696084636
2018-04-04,187247021871
2018-04-05,189098508574
2018-04-06,184449219742
2018-04-09,184737228785
2018-04-10,188522490488
2018-04-11,187658463360
2018-04-12,188769355382
2018-04-13,189592238361
2018-04-16,189468805914
2018-04-17,191978599000
2018-04-18,193706653256
2018-04-19,192636905383
2018-04-20,190209400595
2018-04-23,188440202191
2018-04-24,187329310169
2018-04-25,188234481446
2018-04-26,189098508574
2018-04-27,187329310169
2018-04-30,187905328254
2018-05-01,189057364425
2018-05-02,187247021871
2018-05-03,185395535168
2018-05-04,188069904850
2018-05-07,189551094212
2018-05-08,189016220276
2018-05-09,191649445809
2018-05-10,193089491022
2018-05-11,192636905383
2018-05-14,192636905383
2018-05-15,192595761234
2018-05-16,192266608043
2018-05-17,191484869213
2018-05-18,190579697936
2018-05-21,194241527192
2018-05-22,190785418681
2018-05-23,192966058575
2018-05-24,191155716021
2018-05-25,193377500065
2018-05-29,190332833042
2018-05-30,193583220809
2018-05-31,185650526291
2018-06-01,188153947343
2018-06-04,188034736817
2018-06-05,187279736817
2018-06-06,189743421027
2018-06-07,189465263132
2018-06-08,191452105237
2018-06-11,191491842079
2018-06-12,192524999974
2018-06-13,191809736816
2018-06-14,182392105239
2018-06-15,183902105238
2018-06-18,184855789449
2018-06-19,183862368396
2018-06-20,170153157872
2018-06-21,171265789451
2018-06-22,175239473661
2018-06-25,175954736818
2018-06-26,176471315766
2018-06-27,172656578924
2018-06-28,174206315766
2018-06-29,175080526292
2018-07-02,178617105239
2018-07-03,177703157871
2018-07-05,180444999976
2018-07-06,182789473660
2018-07-09,185690263133
2018-07-10,186723421027
2018-07-11,189306315764
2018-07-12,191332894711
2018-07-13,193240263132
2018-07-16,192564736816
