,STT
2013-11-27,31530908140
2013-11-29,31648593310
2013-12-02,31770637190
2013-12-03,31164776500
2013-12-04,30872742930
2013-12-05,30580709360
2013-12-06,31047091330
2013-12-09,31304255219
2013-12-10,31099395849
2013-12-11,30672242270
2013-12-12,30602502909
2013-12-13,30393284830
2013-12-16,30519687420
2013-12-17,30332262890
2013-12-18,31134265530
2013-12-19,30959917130
2013-12-20,31186570050
2013-12-23,31474244909
2013-12-24,31482962330
2013-12-26,31700897830
2013-12-27,31801148159
2013-12-30,31670386860
2013-12-31,31988572690
2014-01-02,31504232360
2014-01-03,32167388700
2014-01-06,32163082490
2014-01-07,32399924039
2014-01-08,32318106050
2014-01-09,32447292349
2014-01-10,32244900479
2014-01-13,31405189530
2014-01-14,31637724870
2014-01-15,32003752719
2014-01-16,31745380120
2014-01-17,31650643500
2014-01-21,31939159570
2014-01-22,32361168150
2014-01-23,31331983960
2014-01-24,29936771920
2014-01-27,29411414300
2014-01-28,29661174479
2014-01-29,29109979599
2014-01-30,29385577039
2014-01-31,28830075950
2014-02-03,27818116599
2014-02-04,28188450659
2014-02-05,27706155140
2014-02-06,28386536320
2014-02-07,29381270830
2014-02-10,29351127360
2014-02-11,29605193750
2014-02-12,29626724800
2014-02-13,29497538500
2014-02-14,29631031010
2014-02-18,29376964620
2014-02-19,29303759050
2014-02-20,29204716219
2014-02-21,29506150920
2014-02-24,29742992469
2014-02-25,29226247270
2014-02-26,29028161610
2014-02-27,29019549190
2014-02-28,28278881070
2014-03-03,28076489200
2014-03-04,28597540610
2014-03-05,28636296500
2014-03-06,29165960330
2014-03-07,29342514940
2014-03-10,29368352200
2014-03-11,28778401430
2014-03-12,28489885360
2014-03-13,27766442080
2014-03-14,27874097330
2014-03-17,28179838240
2014-03-18,28136776140
2014-03-19,28485579150
2014-03-20,29282228000
2014-03-21,29631031010
2014-03-24,30233900409
2014-03-25,30212369360
2014-03-26,29557825440
2014-03-27,29493232289
2014-03-28,29708542789
2014-03-31,29755159200
2014-04-01,29763715679
2014-04-02,29639646720
2014-04-03,29729489759
2014-04-04,29198988000
2014-04-07,28458852480
2014-04-08,28202158080
2014-04-09,28694155679
2014-04-10,27872733600
2014-04-11,27278058240
2014-04-14,27568978560
2014-04-15,27530474399
2014-04-16,27770055840
2014-04-17,28035306720
2014-04-21,27808560000
2014-04-22,27962576640
2014-04-23,28197879840
2014-04-24,28120871520
2014-04-25,27290892960
2014-04-28,27162545760
2014-04-29,27526196160
2014-04-30,27620317440
2014-05-01,27637430399
2014-05-02,27962576640
2014-05-05,27436353119
2014-05-06,27188215200
2014-05-07,27487692000
2014-05-08,27791447039
2014-05-09,27748664640
2014-05-12,28176488640
2014-05-13,28060976160
2014-05-14,27752942880
2014-05-15,27042755040
2014-05-16,27034198560
2014-05-19,27299449440
2014-05-20,27051311520
2014-05-21,27496248480
2014-05-22,27675934560
2014-05-23,27590369759
2014-05-27,27881290080
2014-05-28,27735829920
2014-05-29,27812838240
2014-05-30,27924072480
2014-06-02,27838507679
2014-06-03,28146540960
2014-06-04,28373287679
2014-06-05,28420348320
2014-06-06,28664208000
2014-06-09,28754051039
2014-06-10,28647095039
2014-06-11,28441739520
2014-06-12,28334783520
2014-06-13,28347618240
2014-06-16,28274888160
2014-06-17,28976519520
2014-06-18,29015023679
2014-06-19,28758329280
2014-06-20,29006467200
2014-06-23,29104866720
2014-06-24,28899511200
2014-06-25,29104866720
2014-06-26,28950850080
2014-06-27,28587199679
2014-06-30,28775442240
2014-07-01,28550760840
2014-07-02,28736429399
2014-07-03,29048690160
2014-07-07,28922097960
2014-07-08,28605617460
2014-07-09,28757528100
2014-07-10,28567639800
2014-07-11,28529662140
2014-07-14,28938976920
2014-07-15,29162623140
2014-07-16,29293435080
2014-07-17,29166842880
2014-07-18,29495982600
2014-07-21,29432686500
2014-07-22,29567718179
2014-07-23,29660552460
2014-07-24,30196459440
2014-07-25,30150042300
2014-07-28,30065647500
2014-07-29,29968593480
2014-07-30,30323051640
2014-07-31,29723848560
2014-08-01,29521301039
2014-08-04,29736507780
2014-08-05,29377829880
2014-08-06,29673211679
2014-08-07,29407368060
2014-08-08,29690090640
2014-08-11,29664772200
2014-08-12,29441125980
2014-08-13,29533960259
2014-08-14,29609915580
2014-08-15,29382049619
2014-08-18,29618355060
2014-08-19,29622574800
2014-08-20,29723848560
2014-08-21,29863099980
2014-08-22,29926396080
2014-08-25,30276634500
2014-08-26,30466522800
2014-08-27,30217558140
2014-08-28,30242876580
2014-08-29,30394787220
2014-09-02,30546697860
2014-09-03,30512939940
2014-09-04,30563576820
2014-09-05,30660630840
2014-09-08,30673290060
2014-09-09,30192239700
2014-09-10,30462303060
2014-09-11,30770344080
2014-09-12,31259833920
2014-09-15,31352668200
2014-09-16,31352668200
2014-09-17,31567874940
2014-09-18,31956091020
2014-09-19,31580534160
2014-09-22,31424403780
2014-09-23,31200757560
2014-09-24,31622731560
2014-09-25,31166999640
2014-09-26,31356887940
2014-09-29,31061506140
2014-09-30,31061506140
2014-10-01,30207197500
2014-10-02,30273861660
2014-10-03,30661347090
2014-10-06,30628015010
2014-10-07,29694716770
2014-10-08,29969706430
2014-10-09,28794750610
2014-10-10,28348934040
2014-10-13,27873951900
2014-10-14,28011446730
2014-10-15,27419802310
2014-10-16,27578129690
2014-10-17,28073944380
2014-10-20,28090610420
2014-10-21,28736419470
2014-10-22,28290602900
2014-10-23,28723919940
2014-10-24,29948873880
2014-10-27,30148866360
2014-10-28,30394690450
2014-10-29,30757176819
2014-10-30,30644681050
2014-10-31,31440484459
2014-11-03,31607144860
2014-11-04,31907133580
2014-11-05,32173790220
2014-11-06,32436280349
2014-11-07,32419614310
2014-11-10,32548776120
2014-11-11,32365449680
2014-11-12,32269619950
2014-11-13,31865468480
2014-11-14,31694641569
2014-11-17,31527981170
2014-11-18,31607144860
2014-11-19,31615477880
2014-11-20,31748806200
2014-11-21,31902967069
2014-11-24,32169623709
2014-11-25,32161290690
2014-11-26,32027962370
2014-11-28,31969631230
2014-12-01,31673809020
2014-12-02,32257120420
2014-12-03,32644605849
2014-12-04,32615440280
2014-12-05,33032091280
2014-12-08,33215417720
2014-12-09,33165419599
2014-12-10,32657105380
2014-12-11,32582108200
2014-12-12,31348821239
2014-12-15,31423818420
2014-12-16,31202993390
2014-12-17,32023795860
2014-12-18,33111254970
2014-12-19,33219584230
2014-12-22,33190418660
2014-12-23,33469574830
2014-12-24,33361245569
2014-12-26,33290414900
2014-12-29,33294581410
2014-12-30,33002925709
2014-12-31,32707103500
2015-01-02,32297828749
2015-01-05,31761936250
2015-01-06,30855041249
2015-01-07,31143598750
2015-01-08,31803158750
2015-01-09,31341466750
2015-01-12,31069398250
2015-01-13,30995197750
2015-01-14,30236703749
2015-01-15,30001735500
2015-01-16,30364493500
2015-01-20,30174870000
2015-01-21,30809696499
2015-01-22,31778425250
2015-01-23,29845090000
2015-01-26,30207848000
2015-01-27,29902801500
2015-01-28,29383398000
2015-01-29,29597755000
2015-01-30,29478209750
2015-02-02,30084180500
2015-02-03,30760229500
2015-02-04,30409838250
2015-02-05,30789085250
2015-02-06,31378567000
2015-02-09,31395056000
2015-02-10,31852625750
2015-02-11,31737202749
2015-02-12,31902092750
2015-02-13,31712469250
2015-02-17,31852625750
2015-02-18,31432156250
2015-02-19,31551701500
2015-02-20,32001026750
2015-02-23,31782547499
2015-02-24,32240117249
2015-02-25,31704224750
2015-02-26,30838552250
2015-02-27,30690151250
2015-03-02,31151843249
2015-03-03,31069398250
2015-03-04,30970464250
2015-03-05,30780840750
2015-03-06,30014102250
2015-03-09,30327393249
2015-03-10,29408131500
2015-03-11,29853334500
2015-03-12,30368615750
2015-03-13,30261437250
2015-03-16,30875652500
2015-03-17,31147721000
2015-03-18,30970464250
2015-03-19,30846796750
2015-03-20,31428033999
2015-03-23,31151843249
2015-03-24,30813818750
2015-03-25,30203725750
2015-03-26,30360371250
2015-03-27,30286170750
2015-03-30,30455183000
2015-03-31,30196859220
2015-04-01,30164005300
2015-04-02,30377555780
2015-04-06,30656814100
2015-04-07,30882684800
2015-04-08,31120875720
2015-04-09,31301572280
2015-04-10,31354959899
2015-04-13,31478162100
2015-04-14,31371386860
2015-04-15,31428881220
2015-04-16,31391920560
2015-04-17,31079808320
2015-04-20,31326212720
2015-04-21,31486375580
2015-04-22,32003824820
2015-04-23,32110600060
2015-04-24,31359066640
2015-04-27,31593150820
2015-04-28,31819021520
2015-04-29,31888836100
2015-04-30,31671178880
2015-05-01,31888836100
2015-05-04,32336470759
2015-05-05,32340577500
2015-05-06,32036678740
2015-05-07,32102386580
2015-05-08,32340577500
2015-05-11,32040785480
2015-05-12,31934010240
2015-05-13,32032572000
2015-05-14,31917583280
2015-05-15,31970970899
2015-05-18,32315937060
2015-05-19,32488420140
2015-05-20,32422712300
2015-05-21,32402178600
2015-05-22,32287189880
2015-05-26,31872409140
2015-05-27,32225588780
2015-05-28,32492526880
2015-05-29,32003824820
2015-06-01,31802594560
2015-06-02,31683499100
2015-06-03,32176307899
2015-06-04,31757420420
2015-06-05,32246122480
2015-06-08,32357004460
2015-06-09,32504847100
2015-06-10,33133178320
2015-06-11,33198886160
2015-06-12,33116751360
2015-06-15,32779998679
2015-06-16,32788212160
2015-06-17,32644476259
2015-06-18,32816959340
2015-06-19,32422712300
2015-06-22,32656796480
2015-06-23,32812852600
2015-06-24,32755358240
2015-06-25,32303616840
2015-06-26,32435032520
2015-06-29,31330319460
2015-06-30,31621898000
2015-07-01,31483967160
2015-07-02,31313190120
2015-07-06,31154611440
2015-07-07,31158677560
2015-07-08,30333255199
2015-07-09,30475569400
2015-07-10,30890313640
2015-07-13,31398578640
2015-07-14,31528694480
2015-07-15,31711669879
2015-07-16,32244331600
2015-07-17,32276860560
2015-07-20,32447637600
2015-07-21,32508629400
2015-07-22,32862381839
2015-07-23,32411042519
2015-07-24,30650412560
2015-07-27,30426775960
2015-07-28,30971636040
2015-07-29,31073289040
2015-07-30,31370115800
2015-07-31,31130214720
2015-08-03,31386380280
2015-08-04,31776727800
2015-08-05,31756397199
2015-08-06,31858050199
2015-08-07,31923108120
2015-08-10,32337852360
2015-08-11,31890579160
2015-08-12,31394512519
2015-08-13,31532760600
2015-08-14,31906843640
2015-08-17,31768595560
2015-08-18,31870248560
2015-08-19,31695405400
2015-08-20,30869983040
2015-08-21,30040494560
2015-08-24,28243269519
2015-08-25,27686211080
2015-08-26,28775931240
2015-08-27,29658279280
2015-08-28,29727403320
2015-08-31,29243535040
2015-09-01,28332724160
2015-09-02,28796261839
2015-09-03,29052427400
2015-09-04,28475038360
2015-09-08,29365518640
2015-09-09,28975171120
2015-09-10,29121551440
2015-09-11,29080890240
2015-09-14,28991435600
2015-09-15,29247601160
2015-09-16,29312659080
2015-09-17,29068691879
2015-09-18,28056228000
2015-09-21,28397782080
2015-09-22,27897649320
2015-09-23,27877318720
2015-09-24,27539830760
2015-09-25,27950508879
2015-09-28,26994970680
2015-09-29,27088491440
2015-09-30,27328392519
2015-10-01,26980971510
2015-10-02,26984991920
2015-10-05,27608155470
2015-10-06,27383012510
2015-10-07,27748869820
2015-10-08,27921747450
2015-10-09,27648359570
2015-10-12,27785053510
2015-10-13,27222196109
2015-10-14,26792012240
2015-10-15,27543828910
2015-10-16,27543828910
2015-10-19,27266420619
2015-10-20,27443318660
2015-10-21,27013134790
2015-10-22,27849380070
2015-10-23,26993032740
2015-10-26,26904583720
2015-10-27,27125706270
2015-10-28,28279563940
2015-10-29,28054420980
2015-10-30,27740829000
2015-11-02,28271523119
2015-11-03,28645421250
2015-11-04,28653462070
2015-11-05,29131890859
2015-11-06,29598258420
2015-11-09,29115809220
2015-11-10,28717788630
2015-11-11,28806237650
2015-11-12,28392135420
2015-11-13,28126788359
2015-11-16,28380074190
2015-11-17,28536870180
2015-11-18,29300748080
2015-11-19,29196217420
2015-11-20,29260543980
2015-11-23,29196217420
2015-11-24,29083645940
2015-11-25,29276625619
2015-11-27,29268584800
2015-11-30,29180135780
2015-12-01,29119829630
2015-12-02,29091686760
2015-12-03,28681604940
2015-12-04,29626401290
2015-12-07,29156013320
2015-12-08,28528829359
2015-12-09,27672482030
2015-12-10,27760931050
2015-12-11,26582950920
2015-12-14,26426154930
2015-12-15,27101583810
2015-12-16,27584033010
2015-12-17,26695522400
2015-12-18,26024113930
2015-12-21,26442236570
2015-12-22,26695522400
2015-12-23,27001073560
2015-12-24,26993032740
2015-12-28,27005093970
2015-12-29,27198073650
2015-12-30,26763869369
2015-12-31,26679440760
2016-01-04,26018283940
2016-01-05,26058226039
2016-01-06,25191482470
2016-01-07,24053132620
2016-01-08,23426041650
2016-01-11,23342163240
2016-01-12,23705636350
2016-01-13,22691107010
2016-01-14,22942742240
2016-01-15,21956172370
2016-01-19,22183842340
2016-01-20,22020079730
2016-01-21,21740485030
2016-01-22,22299674430
2016-01-25,21656606620
2016-01-26,22339616530
2016-01-27,20733944110
2016-01-28,20761903580
2016-01-29,22259732330
2016-02-01,21884276590
2016-02-02,21157330370
2016-02-03,21480861380
2016-02-04,22012091310
2016-02-05,21736490820
2016-02-08,21396982970
2016-02-09,21329081400
2016-02-10,21460890330
2016-02-11,20921671980
2016-02-12,21840340280
2016-02-16,22623205440
2016-02-17,22599240180
2016-02-18,22199819180
2016-02-19,22443465990
2016-02-22,22695101220
2016-02-23,22219790230
2016-02-24,21640629780
2016-02-25,21864305540
2016-02-26,22131917610
2016-02-29,21880282380
2016-03-01,22822915940
2016-03-02,23042597490
2016-03-03,23186389050
2016-03-04,23434030070
2016-03-07,23366128500
2016-03-08,22878834880
2016-03-09,22763002790
2016-03-10,22595245970
2016-03-11,23146446950
2016-03-14,23070556960
2016-03-15,22667141750
2016-03-16,22707083850
2016-03-17,22926765400
2016-03-18,23585810050
2016-03-21,23941294740
2016-03-22,23709630560
2016-03-23,23821468440
2016-03-24,23465983750
2016-03-28,23330180610
2016-03-29,23362134290
2016-03-30,23374116920
2016-03-31,23066243200
2016-04-01,23235732000
2016-04-04,23176608000
2016-04-05,22707557600
2016-04-06,22940112000
2016-04-07,22143908800
2016-04-08,22179383200
2016-04-11,22297631200
2016-04-12,22660258400
2016-04-13,23547118400
2016-04-14,23681132800
2016-04-15,23480111200
2016-04-18,23606242400
2016-04-19,23752081600
2016-04-20,24339380000
2016-04-21,24118650400
2016-04-22,24394562400
2016-04-25,24205365600
2016-04-26,24627116800
2016-04-27,25198648800
2016-04-28,24757189600
2016-04-29,24556168000
2016-05-02,24796605600
2016-05-03,24067409600
2016-05-04,23657483200
2016-05-05,23547118400
2016-05-06,23555001600
2016-05-09,23570768000
2016-05-10,24087117600
2016-05-11,23799380800
2016-05-12,23661424800
2016-05-13,23346096800
2016-05-16,23535293600
2016-05-17,23527410400
2016-05-18,24240840000
2016-05-19,23933395200
2016-05-20,24213248800
2016-05-23,24142300000
2016-05-24,24654708000
2016-05-25,25100108800
2016-05-26,24780839200
2016-05-27,24962152800
2016-05-31,24855729600
2016-06-01,24816313600
2016-06-02,24832080000
2016-06-03,24047701600
2016-06-06,24654708000
2016-06-07,24347263200
2016-06-08,24256606400
2016-06-09,23763906400
2016-06-10,23326388800
2016-06-13,23298797600
2016-06-14,22947995200
2016-06-15,22825805600
2016-06-16,22683908000
2016-06-17,22837630400
2016-06-20,23117484000
2016-06-21,23168724800
2016-06-22,23054418400
2016-06-23,23756023200
2016-06-24,21674858400
2016-06-27,20019386400
2016-06-28,20208583200
2016-06-29,20559385600
2016-06-30,21253107200
2016-07-01,20909194720
2016-07-05,20427630800
2016-07-06,20241218960
2016-07-07,20210150320
2016-07-08,20672296340
2016-07-11,20819872380
2016-07-12,21247066180
2016-07-13,21285901980
2016-07-14,21833486760
2016-07-15,22101453780
2016-07-18,22377187960
2016-07-19,22315050680
2016-07-20,22435441660
2016-07-21,22252913400
2016-07-22,22617969920
2016-07-25,22443208820
2016-07-26,22649038560
2016-07-27,24757822500
2016-07-28,25418031100
2016-07-29,25546189240
2016-08-01,25608326520
2016-08-02,25371428140
2016-08-03,25573374299
2016-08-04,25550072820
2016-08-05,26388926100
2016-08-08,26478248440
2016-08-09,26334555980
2016-08-10,26287953020
2016-08-11,26602523000
2016-08-12,26501549919
2016-08-15,26878257179
2016-08-16,26792818419
2016-08-17,26831654220
2016-08-18,26816119900
2016-08-19,26804469160
2016-08-22,26785051260
2016-08-23,26920976559
2016-08-24,26804469160
2016-08-25,26812236320
2016-08-26,26823887059
2016-08-29,27041367540
2016-08-30,27317101720
2016-08-31,27278265919
2016-09-01,27231662960
2016-09-02,27429725540
2016-09-06,27328752460
2016-09-07,27406424059
2016-09-08,27394773320
2016-09-09,27068552600
2016-09-12,27437492700
2016-09-13,26866606440
2016-09-14,26959812360
2016-09-15,27328752460
2016-09-16,26909325820
2016-09-19,26804469160
2016-09-20,27173409260
2016-09-21,27600603059
2016-09-22,27588952320
2016-09-23,27425841960
2016-09-26,26924860140
2016-09-27,27216128640
2016-09-28,27355937520
2016-09-29,26637475220
2016-09-30,27041367540
2016-10-03,26818909299
2016-10-04,27406605249
2016-10-05,27925160500
2016-10-06,27848337500
2016-10-07,27756149900
2016-10-10,27594821600
2016-10-11,27018649100
2016-10-12,27130042450
2016-10-13,26411747400
2016-10-14,26507776150
2016-10-17,26361812450
2016-10-18,26799703550
2016-10-19,27091630950
2016-10-20,27283688450
2016-10-21,27226071200
2016-10-24,27437334450
2016-10-25,27229912350
2016-10-26,26961031850
2016-10-27,27199183150
2016-10-28,27072425200
2016-10-31,26968714149
2016-11-01,27145407050
2016-11-02,26880367700
2016-11-03,27022490249
2016-11-04,27037854850
2016-11-07,27786879100
2016-11-08,27756149900
2016-11-09,29016047100
2016-11-10,29476985099
2016-11-11,29365591750
2016-11-14,30156868650
2016-11-15,30441113750
2016-11-16,29914876200
2016-11-17,30160709800
2016-11-18,30153027500
2016-11-21,30187597850
2016-11-22,29964811150
2016-11-23,30068522200
2016-11-25,30129980600
2016-11-28,29523078900
2016-11-29,29580696150
2016-11-30,30268262000
2016-12-01,30879004850
2016-12-02,30129980600
2016-12-05,30406543400
2016-12-06,30579395150
2016-12-07,30698470800
2016-12-08,31282325600
2016-12-09,30932780950
2016-12-12,30817546450
2016-12-13,30752246900
2016-12-14,30491048700
2016-12-15,30763770350
2016-12-16,30199121300
2016-12-19,30083886799
2016-12-20,30348926150
2016-12-21,30291308900
2016-12-22,30345085000
2016-12-23,30226009350
2016-12-27,30345085000
2016-12-28,30114616000
2016-12-29,29830370900
2016-12-30,29853417800
2017-01-03,30212002000
2017-01-04,31363298480
2017-01-05,31138376320
2017-01-06,31428106560
2017-01-09,31020196880
2017-01-10,30993511200
2017-01-11,31584408399
2017-01-12,31294678160
2017-01-13,31614906320
2017-01-17,30574164800
2017-01-18,30555103600
2017-01-19,30021390000
2017-01-20,30120508240
2017-01-23,29948957440
2017-01-24,30696156480
2017-01-25,29659227200
2017-01-26,29194133920
2017-01-27,28973024000
2017-01-30,29049268800
2017-01-31,29049268800
2017-02-01,29102640160
2017-02-02,28961587280
2017-02-03,29560108960
2017-02-06,29476239679
2017-02-07,29544860000
2017-02-08,29487676399
2017-02-09,29712598560
2017-02-10,29777406640
2017-02-13,30227250960
2017-02-14,31050694800
2017-02-15,31226057840
2017-02-16,30787650240
2017-02-17,30753340080
2017-02-21,30699968720
2017-02-22,30577977039
2017-02-23,30429299679
2017-02-24,30097634800
2017-02-27,30196753039
2017-02-28,30387365039
2017-03-01,31126939600
2017-03-02,30638972880
2017-03-03,30581789280
2017-03-06,30353054880
2017-03-07,30345430399
2017-03-08,30467422080
2017-03-09,30463609840
2017-03-10,30463609840
2017-03-13,30322556960
2017-03-14,30170067360
2017-03-15,30368303840
2017-03-16,30730466640
2017-03-17,29968018640
2017-03-20,29643978240
2017-03-21,29091203440
2017-03-22,29274190960
2017-03-23,29457178480
2017-03-24,29434305039
2017-03-27,29777406640
2017-03-28,30269185600
2017-03-29,30234875440
2017-03-30,30513168960
2017-03-31,29885195950
2017-04-03,29588633899
2017-04-04,29539832550
2017-04-05,29509800950
2017-04-06,29611157600
2017-04-07,29573618100
2017-04-10,29438475900
2017-04-11,29400936399
2017-04-12,29179453350
2017-04-13,29018033500
2017-04-17,29460999600
2017-04-18,29171945449
2017-04-19,29232008650
2017-04-20,29400936399
2017-04-21,29168191500
2017-04-24,29952767050
2017-04-25,30264344900
2017-04-26,31364252250
2017-04-27,31807218350
2017-04-28,31495640500
2017-05-01,31510656300
2017-05-02,31289173249
2017-05-03,31450593100
2017-05-04,31428069400
2017-05-05,31383021999
2017-05-08,31304189050
2017-05-09,31326712750
2017-05-10,31368006200
2017-05-11,31093967850
2017-05-12,30996365149
2017-05-15,31078952050
2017-05-16,31120245500
2017-05-17,29964028899
2017-05-18,29990306550
2017-05-19,30335669950
2017-05-22,30335669950
2017-05-23,30598446450
2017-05-24,30711064950
2017-05-25,30834945300
2017-05-26,30778636049
2017-05-30,30662263600
2017-05-31,30579676699
2017-06-01,31090213899
2017-06-02,31037658600
2017-06-05,31184062649
2017-06-06,31270403500
2017-06-07,31679584050
2017-06-08,32283970000
2017-06-09,32790753249
2017-06-12,32700658450
2017-06-13,33256243050
2017-06-14,33331322050
2017-06-15,33335076000
2017-06-16,33128608750
2017-06-19,33605360400
2017-06-20,33466464250
2017-06-21,33552805100
2017-06-22,33290028600
2017-06-23,32749459799
2017-06-26,32967188899
2017-06-27,32997220500
2017-06-28,33657915700
2017-06-29,33650407800
2017-06-30,33448203450
2017-07-03,33951436200
2017-07-05,34119180450
2017-07-06,33776236650
2017-07-07,33873155550
2017-07-10,34115452800
2017-07-11,33623403000
2017-07-12,33917887350
2017-07-13,34216099350
2017-07-14,34320473549
2017-07-17,34503128400
2017-07-18,34324201200
2017-07-19,33776236650
2017-07-20,33873155550
2017-07-21,33917887350
2017-07-24,34119180450
2017-07-25,34495673100
2017-07-26,35144284200
2017-07-27,34872165750
2017-07-28,34730515050
2017-07-31,34752880950
2017-08-01,34890804000
2017-08-02,35121918300
2017-08-03,34954174050
2017-08-04,35449951500
2017-08-07,35207654250
2017-08-08,35170377750
2017-08-09,35144284200
2017-08-10,34480762500
2017-08-11,34324201200
2017-08-14,34860982800
2017-08-15,34972812300
2017-08-16,34682055600
2017-08-17,34216099350
2017-08-18,34450941300
2017-08-21,34417392450
2017-08-22,34905714600
2017-08-23,34834889250
2017-08-24,34957901700
2017-08-25,34842344550
2017-08-28,34629868500
2017-08-29,34294380000
2017-08-30,34443486000
2017-08-31,34477034850
2017-09-01,34734242700
2017-09-05,34216099350
2017-09-06,34156456950
2017-09-07,33910432050
2017-09-08,34480762500
2017-09-11,35162922450
2017-09-12,35397764400
2017-09-13,35140556550
2017-09-14,35077186500
2017-09-15,35054820600
2017-09-18,35323211400
2017-09-19,35666155200
2017-09-20,35718342300
2017-09-21,35766801750
2017-09-22,35621423400
2017-09-25,35211381900
2017-09-26,35006361150
2017-09-27,35613968100
2017-09-28,35714614650
2017-09-29,35613968100
2017-10-02,35639441560
2017-10-03,35879898660
2017-10-04,35924290740
2017-10-05,36604969300
2017-10-06,36549479200
2017-10-09,36286826060
2017-10-10,36686354780
2017-10-11,36730746860
2017-10-12,36486590420
2017-10-13,36719648840
2017-10-16,36453296360
2017-10-17,35939088100
2017-10-18,36383008900
2017-10-19,36061166320
2017-10-20,36667858080
2017-10-23,35576552780
2017-10-24,35672735620
2017-10-25,34792292700
2017-10-26,35047547160
2017-10-27,34592528340
2017-10-30,34511142860
2017-10-31,34033928000
2017-11-01,34126411500
2017-11-02,34222594340
2017-11-03,34229993020
2017-11-06,34141208860
2017-11-07,33397641520
2017-11-08,33712085420
2017-11-09,33578909180
2017-11-10,33534517100
2017-11-13,33586307860
2017-11-14,33778673540
2017-11-15,33982137240
2017-11-16,34181901600
2017-11-17,34148607540
2017-11-20,34426058040
2017-11-21,34426058040
2017-11-22,34281783780
2017-11-24,34204097639
2017-11-27,33797170240
2017-11-28,34455652760
2017-11-29,35025351120
2017-11-30,35273206900
2017-12-01,35321298320
2017-12-04,35920591400
2017-12-05,35820709220
2017-12-06,35706029680
2017-12-07,35854003280
2017-12-08,36131453780
2017-12-11,36035270940
2017-12-12,36320120120
2017-12-13,36690054120
2017-12-14,36242433980
2017-12-15,36449597020
2017-12-18,36331218140
2017-12-19,36205440580
2017-12-20,35913192720
2017-12-21,36368211540
2017-12-22,36227636620
2017-12-26,36046368960
2017-12-27,36146251140
2017-12-28,36338616820
2017-12-29,36109257740
2018-01-02,35538700080
2018-01-03,35799581770
2018-01-04,36185392720
2018-01-05,36218462230
2018-01-08,36615296350
2018-01-09,37258314600
2018-01-10,38305515750
2018-01-11,38867697420
2018-01-12,39404158360
2018-01-16,38937510830
2018-01-17,39095509600
2018-01-18,38599466950
2018-01-19,39540110790
2018-01-22,40047176610
2018-01-23,41219307020
2018-01-24,41414049690
2018-01-25,40539544870
2018-01-26,40752659490
2018-01-29,41039261910
2018-01-30,40469731460
2018-01-31,40480754630
2018-02-01,40539544870
2018-02-02,39488669330
2018-02-05,37651474330
2018-02-06,38397375500
2018-02-07,38037285280
2018-02-08,36207439060
2018-02-09,36747574390
2018-02-12,37397941420
2018-02-13,37210547530
2018-02-14,38191609660
2018-02-15,38198958440
2018-02-16,38415747450
2018-02-20,38136493810
2018-02-21,38198958440
2018-02-22,37743334080
2018-02-23,38397375500
2018-02-26,39249833980
2018-02-27,39378437630
2018-02-28,39003649850
2018-03-01,38426770620
2018-03-02,38316538920
2018-03-05,38893418150
2018-03-06,38750116940
2018-03-07,38709698650
2018-03-08,39014673020
2018-03-09,40355825370
2018-03-12,39988386370
2018-03-13,39437227870
2018-03-14,38867697420
2018-03-15,38911790100
2018-03-16,39268205930
2018-03-19,38886069370
2018-03-20,39003649850
2018-03-21,39246159590
2018-03-22,37295058500
2018-03-23,35902464690
2018-03-26,37276686550
2018-03-27,36361763440
2018-03-28,36111904920
2018-03-29,36644691470
2018-04-02,35545479180
2018-04-03,36316935270
2018-04-04,36539962860
2018-04-05,36770302830
2018-04-06,35644196310
2018-04-09,35940347700
2018-04-10,36528994290
2018-04-11,36061001970
2018-04-12,36960424710
2018-04-13,36488776200
2018-04-16,36781271400
2018-04-17,36905581860
2018-04-18,37081078980
2018-04-19,38090187420
2018-04-20,36437589540
2018-04-23,37402823700
2018-04-24,36964080900
2018-04-25,36887300910
2018-04-26,36777615210
2018-04-27,36656960940
2018-04-30,36481463820
2018-05-01,35976909600
2018-05-02,35735601060
2018-05-03,35245671600
2018-05-04,35739257250
2018-05-07,36013471500
2018-05-08,36305966700
2018-05-09,36967737090
2018-05-10,37212701820
2018-05-11,37296794190
2018-05-14,37406479890
2018-05-15,37004298990
2018-05-16,36964080900
2018-05-17,37015267560
2018-05-18,36313279080
2018-05-21,36558243810
2018-05-22,36682554270
2018-05-23,36715459980
2018-05-24,36821489490
2018-05-25,36733740930
2018-05-29,34763054520
2018-05-30,35618602980
2018-05-31,35139642090
2018-06-01,35995190550
2018-06-04,35980565790
2018-06-05,35761194390
2018-06-06,36375434310
2018-06-07,36872676150
2018-06-08,36730084740
2018-06-11,36649648560
2018-06-12,36349840980
2018-06-13,35962284840
2018-06-14,35925722940
2018-06-15,35954972460
2018-06-18,36071970540
2018-06-19,35735601060
2018-06-20,35731944870
2018-06-21,35900129610
2018-06-22,35881848660
2018-06-25,35070174480
2018-06-26,34953176400
2018-06-27,34364529810
2018-06-28,34463246940
2018-06-29,34035472710
2018-07-02,35254021260
2018-07-03,34841561960
2018-07-05,34657830090
2018-07-06,34777818250
2018-07-09,35422754610
2018-07-10,35160280510
2018-07-11,34759070100
2018-07-12,34819064180
2018-07-13,34661579720
2018-07-16,34946551600
2018-07-17,35040292350
