,DDS
2001-03-27,1789997400
2001-03-28,1832414400
2001-03-29,1855319580
2001-03-30,1861257960
2001-04-02,1866348000
2001-04-03,1781514000
2001-04-04,1754367120
2001-04-05,1757760480
2001-04-06,1736551980
2001-04-09,1739097000
2001-04-10,1773030599
2001-04-11,1785755700
2001-04-12,1440481320
2001-04-16,1398064320
2001-04-17,1402306020
2001-04-18,1446419700
2001-04-19,1438784640
2001-04-20,1415031120
2001-04-23,1370069099
2001-04-24,1335287160
2001-04-25,1377704159
2001-04-26,1403154360
2001-04-27,1437087960
2001-04-30,1437087960
2001-05-01,1437936300
2001-05-02,1430301240
2001-05-03,1427756219
2001-05-04,1439632980
2001-05-07,1449498639
2001-05-08,1471486366
2001-05-09,1467257957
2001-05-10,1483325912
2001-05-11,1470640684
2001-05-14,1486708639
2001-05-15,1452035684
2001-05-16,1461338184
2001-05-17,1529838412
2001-05-18,1560282957
2001-05-21,1610178185
2001-05-22,1650770912
2001-05-23,1435967730
2001-05-24,1455418412
2001-05-25,1419054093
2001-05-29,1382689775
2001-05-30,1379307048
2001-05-31,1380152730
2001-06-01,1372541593
2001-06-04,1369158866
2001-06-05,1428356593
2001-06-06,1397912048
2001-06-07,1449498639
2001-06-08,1486708639
2001-06-11,1474869094
2001-06-12,1468103639
2001-06-13,1484171594
2001-06-14,1439350457
2001-06-15,1420745457
2001-06-18,1452035684
2001-06-19,1389455230
2001-06-20,1385226821
2001-06-21,1409751593
2001-06-22,1371695912
2001-06-25,1345479775
2001-06-26,1325183411
2001-06-27,1278670911
2001-06-28,1302350002
2001-06-29,1291356139
2001-07-02,1363239093
2001-07-03,1321800684
2001-07-05,1288819093
2001-07-06,1229621366
2001-07-09,1253300457
2001-07-10,1238923866
2001-07-11,1234695457
2001-07-12,1260065911
2001-07-13,1254991820
2001-07-16,1259220229
2001-07-17,1241460911
2001-07-18,1234695457
2001-07-19,1237232502
2001-07-20,1245689320
2001-07-23,1239769548
2001-07-24,1206787957
2001-07-25,1216936138
2001-07-26,1209325002
2001-07-27,1212707729
2001-07-30,1238078184
2001-07-31,1254991820
2001-08-01,1254146139
2001-08-02,1273596820
2001-08-03,1277825230
2001-08-06,1252316560
2001-08-07,1262361880
2001-08-08,1267384540
2001-08-09,1382068610
2001-08-10,1383742830
2001-08-13,1400485030
2001-08-14,1466616720
2001-08-15,1485870250
2001-08-16,1506798000
2001-08-17,1485033139
2001-08-20,1508472220
2001-08-21,1494241350
2001-08-22,1506798000
2001-08-23,1494241350
2001-08-24,1559535930
2001-08-27,1593857440
2001-08-28,1594694550
2001-08-29,1586323450
2001-08-30,1435643650
2001-08-31,1498426900
2001-09-04,1500938230
2001-09-05,1484196030
2001-09-06,1444851860
2001-09-07,1346072879
2001-09-10,1310914260
2001-09-17,1199578630
2001-09-18,1168605560
2001-09-19,1175302440
2001-09-20,1111682080
2001-09-21,1057269930
2001-09-24,1128424280
2001-09-25,1110007860
2001-09-26,1077360570
2001-09-27,1087405890
2001-09-28,1102473870
2001-10-01,1134284050
2001-10-02,1104148090
2001-10-03,1173628220
2001-10-04,1204601290
2001-10-05,1212972390
2001-10-08,1171954000
2001-10-09,1159397350
2001-10-10,1208786840
2001-10-11,1171954000
2001-10-12,1142655150
2001-10-15,1120890290
2001-10-16,1161071570
2001-10-17,1136795380
2001-10-18,1122564510
2001-10-19,1145166480
2001-10-22,1105822310
2001-10-23,1104148090
2001-10-24,1115030520
2001-10-25,1138469600
2001-10-26,1145166480
2001-10-29,1104985200
2001-10-30,1079871900
2001-10-31,1084057450
2001-11-01,1079034790
2001-11-02,1101636760
2001-11-05,1123920000
2001-11-06,1167600000
2001-11-07,1165080000
2001-11-08,1176840000
2001-11-09,1158360000
2001-11-12,1169280000
2001-11-13,1198680000
2001-11-14,1222200000
2001-11-15,1270920000
2001-11-16,1258320000
2001-11-19,1326360000
2001-11-20,1306200000
2001-11-21,1264200000
2001-11-23,1294440000
2001-11-26,1349040000
2001-11-27,1355760000
2001-11-28,1367520000
2001-11-29,1393560000
2001-11-30,1390200000
2001-12-03,1360800000
2001-12-04,1301160000
2001-12-05,1286880000
2001-12-06,1304520000
2001-12-07,1294440000
2001-12-10,1261680000
2001-12-11,1259160000
2001-12-12,1249080000
2001-12-13,1239840000
2001-12-14,1233120000
2001-12-17,1261680000
2001-12-18,1289400000
2001-12-19,1265040000
2001-12-20,1309560000
2001-12-21,1333920000
2001-12-24,1336440000
2001-12-26,1341480000
2001-12-27,1344000000
2001-12-28,1369200000
2001-12-31,1344000000
2002-01-02,1338960000
2002-01-03,1343160000
2002-01-04,1359120000
2002-01-07,1389360000
2002-01-08,1490159999
2002-01-09,1438920000
2002-01-10,1471680000
2002-01-11,1411200000
2002-01-14,1358280000
2002-01-15,1352400000
2002-01-16,1332240000
2002-01-17,1323000000
2002-01-18,1287720000
2002-01-22,1289400000
2002-01-23,1309560000
2002-01-24,1293600000
2002-01-25,1205400000
2002-01-28,1171800000
2002-01-29,1207920000
2002-01-30,1205400000
2002-01-31,1207920000
2002-02-01,1201200000
2002-02-04,1140396000
2002-02-05,1128622000
2002-02-06,1150488000
2002-02-07,1088254000
2002-02-08,1303550000
2002-02-11,1367466000
2002-02-12,1366625000
2002-02-13,1450725000
2002-02-14,1480160000
2002-02-15,1463339999
2002-02-19,1487729000
2002-02-20,1471750000
2002-02-21,1453248000
2002-02-22,1572670000
2002-02-25,1585285000
2002-02-26,1692092000
2002-02-27,1655929000
2002-02-28,1690410000
2002-03-01,1682000000
2002-03-04,1721527000
2002-03-05,1766100000
2002-03-06,1888045000
2002-03-07,1955325000
2002-03-08,1917480000
2002-03-11,1890568000
2002-03-12,1959530000
2002-03-13,1953643000
2002-03-14,1994852000
2002-03-15,2050358000
2002-03-18,2115956000
2002-03-19,2071383000
2002-03-20,2079793000
2002-03-21,2068860000
2002-03-22,2068019000
2002-03-25,2018400000
2002-03-26,1999057000
2002-03-27,2025969000
2002-03-28,2006626000
2002-04-01,1952802000
2002-04-02,1879635000
2002-04-03,1914116000
2002-04-04,1958689000
2002-04-05,1987283000
2002-04-08,2022605000
2002-04-09,1971304000
2002-04-10,2044471000
2002-04-11,2094089999
2002-04-12,2118479000
2002-04-15,2089044000
2002-04-16,2115956000
2002-04-17,2102500000
2002-04-18,2128571000
2002-04-19,2127730000
2002-04-22,2094089999
2002-04-23,2175667000
2002-04-24,2086521000
2002-04-25,2096613000
2002-04-26,2053722000
2002-04-29,2033538000
2002-04-30,2059608999
2002-05-01,2101658999
2002-05-02,2117638000
2002-05-03,2090726000
2002-05-06,2066704710
2002-05-07,2082778140
2002-05-08,2047247400
2002-05-09,2030328000
2002-05-10,1964342340
2002-05-13,2031173970
2002-05-14,2213057520
2002-05-15,2300192430
2002-05-16,2484613890
2002-05-17,2537064030
2002-05-20,2489689710
2002-05-21,2425395990
2002-05-22,2394941070
2002-05-23,2476154190
2002-05-24,2511684930
2002-05-28,2476154190
2002-05-29,2475308220
2002-05-30,2485459860
2002-05-31,2540447910
2002-06-03,2577670590
2002-06-04,2519298660
2002-06-05,2551445520
2002-06-06,2453313000
2002-06-07,2504917170
2002-06-10,2487151800
2002-06-11,2457542850
2002-06-12,2438931510
2002-06-13,2354334510
2002-06-14,2324725560
2002-06-17,2420320170
2002-06-18,2386481370
2002-06-19,2392403160
2002-06-20,2364486150
2002-06-21,2293424670
2002-06-24,2246050350
2002-06-25,2171604990
2002-06-26,2169067080
2002-06-27,2179218720
2002-06-28,2224055130
2002-07-01,2273967360
2002-07-02,2088699930
2002-07-03,2162299320
2002-07-05,2303576310
2002-07-08,2271429450
2002-07-09,2200367970
2002-07-10,2192754240
2002-07-11,2187678420
2002-07-12,2169913050
2002-07-15,2075164410
2002-07-16,2051477250
2002-07-17,1999027110
2002-07-18,1978723830
2002-07-19,1909354290
2002-07-22,1835754900
2002-07-23,1835754900
2002-07-24,2030328000
2002-07-25,2010870690
2002-07-26,2009178750
2002-07-29,2149609770
2002-07-30,2115770970
2002-07-31,1988029500
2002-08-01,1914430110
2002-08-02,1845060570
2002-08-05,1841703000
2002-08-06,1939080399
2002-08-07,1896742399
2002-08-08,1845936800
2002-08-09,1944160960
2002-08-12,1869646079
2002-08-13,1832388640
2002-08-14,1998353600
2002-08-15,2099964800
2002-08-16,2093190720
2002-08-19,2107585640
2002-08-20,2143149560
2002-08-21,2320969160
2002-08-22,2369234480
2002-08-23,2289639040
2002-08-26,2296413120
2002-08-27,2271857080
2002-08-28,2281171440
2002-08-29,2014442040
2002-08-30,2079642560
2002-09-03,1998353600
2002-09-04,2069481440
2002-09-05,2020369360
2002-09-06,2094037480
2002-09-09,2114359720
2002-09-10,2137222239
2002-09-11,2128754640
2002-09-12,2138069000
2002-09-13,2157544480
2002-09-16,2201576000
2002-09-17,2168552360
2002-09-18,2113512960
2002-09-19,2099964800
2002-09-20,2082182840
2002-09-23,1960249399
2002-09-24,1924685480
2002-09-25,1972104040
2002-09-26,1947548000
2002-09-27,1816300200
2002-09-30,1708761680
2002-10-01,1800211760
2002-10-02,1647794960
2002-10-03,1564812480
2002-10-04,1480136480
2002-10-07,1399694280
2002-10-08,1490297600
2002-10-09,1403928079
2002-10-10,1440338760
2002-10-11,1503845760
2002-10-14,1517393920
2002-10-15,1607997239
2002-10-16,1499611960
2002-10-17,1320098840
2002-10-18,1388686399
2002-10-21,1398000760
2002-10-22,1420863280
2002-10-23,1444572560
2002-10-24,1417476239
2002-10-25,1439492000
2002-10-28,1392920200
2002-10-29,1392920200
2002-10-30,1358203040
2002-10-31,1396307239
2002-11-01,1417476239
2002-11-04,1437832440
2002-11-05,1475090760
2002-11-06,1473397199
2002-11-07,1479324660
2002-11-08,1453921260
2002-11-11,1409888699
2002-11-12,1433598540
2002-11-13,1438679219
2002-11-14,1520816880
2002-11-15,1541139600
2002-11-18,1503034500
2002-11-19,1476784320
2002-11-20,1519970100
2002-11-21,1455614820
2002-11-22,1477631100
2002-11-25,1480171440
2002-11-26,1471703640
2002-11-27,1529284680
2002-11-29,1635978960
2002-12-02,1591099620
2002-12-03,1491179580
2002-12-04,1448840580
2002-12-05,1448840580
2002-12-06,1445453460
2002-12-09,1370090040
2002-12-10,1404808020
2002-12-11,1415816160
2002-12-12,1415816160
2002-12-13,1368396480
2002-12-16,1401420900
2002-12-17,1373477160
2002-12-18,1337912400
2002-12-19,1355694780
2002-12-20,1371783600
2002-12-23,1303194420
2002-12-24,1325210700
2002-12-26,1309121880
2002-12-27,1293879840
2002-12-30,1329444600
2002-12-31,1342993080
2003-01-02,1393799880
2003-01-03,1333678500
2003-01-06,1358235120
2003-01-07,1326057480
2003-01-08,1332831720
2003-01-09,1410735480
2003-01-10,1427671080
2003-01-13,1492026360
2003-01-14,1461542280
2003-01-15,1448840580
2003-01-16,1435292100
2003-01-17,1442913120
2003-01-21,1398033780
2003-01-22,1387872420
2003-01-23,1403961239
2003-01-24,1362469020
2003-01-27,1333678500
2003-01-28,1326904260
2003-01-29,1313355780
2003-01-30,1296420180
2003-01-31,1270170000
2003-02-03,1267827241
2003-02-04,1254393310
2003-02-05,1259431035
2003-02-06,1227525448
2003-02-07,1252714069
2003-02-10,1247676345
2003-02-11,1231723552
2003-02-12,1214931138
2003-02-13,1183025552
2003-02-14,1214091517
2003-02-18,1257751793
2003-02-19,1197299103
2003-02-20,1180506690
2003-02-21,1200657586
2003-02-24,1143563379
2003-02-25,1170431241
2003-02-26,1144403000
2003-02-27,1175468966
2003-02-28,1171270862
2003-03-03,1162874655
2003-03-04,1137686034
2003-03-05,1125091724
2003-03-06,1133487931
2003-03-07,1049525862
2003-03-10,1062120172
2003-03-11,1059601310
2003-03-12,1048686241
2003-03-13,1072195621
2003-03-14,1084789931
2003-03-17,1115855897
2003-03-18,1138525655
2003-03-19,1128450207
2003-03-20,1123412483
2003-03-21,1179667069
2003-03-24,1081431448
2003-03-25,1085629552
2003-03-26,1092346517
2003-03-27,1094025759
2003-03-28,1091506897
2003-03-31,1084789931
2003-04-01,1086469172
2003-04-02,1094865379
2003-04-03,1095705000
2003-04-04,1086469172
2003-04-07,1085629552
2003-04-08,1089827655
2003-04-09,1077233345
2003-04-10,1089827655
2003-04-11,1080591828
2003-04-14,1091506897
2003-04-15,1088148414
2003-04-16,1078912586
2003-04-17,1090667276
2003-04-21,1088988034
2003-04-22,1115855897
2003-04-23,1104101207
2003-04-24,1103261586
2003-04-25,1085629552
2003-04-28,1125091724
2003-04-29,1162035034
2003-04-30,1173789724
2003-05-01,1158676552
2003-05-02,1155318069
2003-05-05,1170544500
2003-05-06,1178096400
2003-05-07,1176418200
2003-05-08,1173061800
2003-05-09,1189843800
2003-05-12,1232637900
2003-05-13,1204947600
2003-05-14,1189004700
2003-05-15,1189843800
2003-05-16,1188165600
2003-05-19,1145371500
2003-05-20,1071530700
2003-05-21,1076565300
2003-05-22,1089990900
2003-05-23,1095025500
2003-05-27,1103416500
2003-05-28,1133624100
2003-05-29,1102577400
2003-05-30,1121037600
2003-06-02,1140336900
2003-06-03,1121037600
2003-06-04,1162992600
2003-06-05,1183970100
2003-06-06,1152923400
2003-06-09,1137819600
2003-06-10,1138658700
2003-06-11,1142854200
2003-06-12,1127750400
2003-06-13,1101738300
2003-06-16,1139497800
2003-06-17,1124394000
2003-06-18,1128589500
2003-06-19,1117681200
2003-06-20,1134463200
2003-06-23,1122715800
2003-06-24,1121037600
2003-06-25,1095864600
2003-06-26,1088312700
2003-06-27,1109290200
2003-06-30,1130267700
2003-07-01,1144532400
2003-07-02,1151245200
2003-07-03,1147049700
2003-07-07,1154601600
2003-07-08,1187326500
2003-07-09,1159636200
2003-07-10,1122715800
2003-07-11,1142854200
2003-07-14,1158797100
2003-07-15,1170544500
2003-07-16,1173900900
2003-07-17,1147049700
2003-07-18,1165509900
2003-07-21,1157118900
2003-07-22,1166349000
2003-07-23,1174740000
2003-07-24,1176418200
2003-07-25,1219212300
2003-07-28,1259489100
2003-07-29,1262845500
2003-07-30,1265362800
2003-07-31,1264523700
2003-08-01,1254454500
2003-08-04,1258708330
2003-08-05,1217056830
2003-08-06,1215390770
2003-08-07,1243713790
2003-08-08,1230385310
2003-08-11,1242047730
2003-08-12,1277868020
2003-08-13,1274535900
2003-08-14,1344510420
2003-08-15,1352840719
2003-08-18,1397824340
2003-08-19,1409486760
2003-08-20,1283699230
2003-08-21,1282033170
2003-08-22,1232884400
2003-08-25,1249545000
2003-08-26,1270370750
2003-08-27,1269537720
2003-08-28,1271203780
2003-08-29,1260374390
2003-09-02,1321185580
2003-09-03,1336180120
2003-09-04,1266205600
2003-09-05,1275368930
2003-09-08,1305358010
2003-09-09,1263706510
2003-09-10,1244546820
2003-09-11,1277034990
2003-09-12,1262873480
2003-09-15,1263706510
2003-09-16,1274535900
2003-09-17,1287031350
2003-09-18,1293695590
2003-09-19,1284532260
2003-09-22,1269537720
2003-09-23,1279534080
2003-09-24,1249545000
2003-09-25,1232884400
2003-09-26,1202895320
2003-09-29,1189566840
2003-09-30,1164575940
2003-10-01,1227886220
2003-10-02,1196231080
2003-10-03,1232051370
2003-10-06,1242047730
2003-10-07,1245379850
2003-10-08,1224554100
2003-10-09,1338679210
2003-10-10,1337013150
2003-10-13,1365336170
2003-10-14,1381163739
2003-10-15,1358671930
2003-10-16,1378664650
2003-10-17,1348675570
2003-10-20,1344510420
2003-10-21,1336180120
2003-10-22,1328682850
2003-10-23,1344510420
2003-10-24,1310356190
2003-10-27,1342844360
2003-10-28,1382829800
2003-10-29,1363670110
2003-10-30,1349508600
2003-10-31,1347009510
2003-11-03,1342796000
2003-11-04,1313641000
2003-11-05,1308643000
2003-11-06,1296148000
2003-11-07,1285319000
2003-11-10,1271991000
2003-11-11,1311975000
2003-11-12,1286152000
2003-11-13,1267826000
2003-11-14,1260329000
2003-11-17,1234506000
2003-11-18,1211182000
2003-11-19,1204518000
2003-11-20,1207850000
2003-11-21,1296981000
2003-11-24,1381113999
2003-11-25,1405271000
2003-11-26,1392776000
2003-11-28,1403605000
2003-12-01,1421098000
2003-12-02,1382780000
2003-12-03,1380281000
2003-12-04,1310309000
2003-12-05,1287818000
2003-12-08,1304478000
2003-12-09,1268659000
2003-12-10,1254498000
2003-12-11,1306977000
2003-12-12,1286152000
2003-12-15,1249500000
2003-12-16,1272824000
2003-12-17,1282820000
2003-12-18,1313641000
2003-12-19,1311975000
2003-12-22,1312808000
2003-12-23,1332800000
2003-12-24,1322804000
2003-12-26,1339463999
2003-12-29,1361955000
2003-12-30,1371118000
2003-12-31,1371118000
2004-01-02,1362788000
2004-01-05,1366953000
2004-01-06,1361122000
2004-01-07,1371951000
2004-01-08,1381113999
2004-01-09,1332800000
2004-01-12,1341963000
2004-01-13,1357790000
2004-01-14,1386112000
2004-01-15,1410269000
2004-01-16,1386945000
2004-01-20,1376949000
2004-01-21,1459416000
2004-01-22,1487738000
2004-01-23,1456084000
2004-01-26,1472744000
2004-01-27,1428595000
2004-01-28,1377782000
2004-01-29,1380281000
2004-01-30,1412768000
2004-02-02,1406212312
2004-02-03,1423012937
2004-02-04,1391931781
2004-02-05,1432253281
2004-02-06,1472574781
2004-02-09,1467534593
2004-02-10,1476774937
2004-02-11,1470894718
2004-02-12,1452414031
2004-02-13,1428053125
2004-02-17,1459134281
2004-02-18,1456614187
2004-02-19,1435613406
2004-02-20,1441493625
2004-02-23,1415452656
2004-02-24,1428893156
2004-02-25,1454094093
2004-02-26,1487695343
2004-02-27,1478455000
2004-03-01,1558257968
2004-03-02,1517936468
2004-03-03,1514576343
2004-03-04,1539777281
2004-03-05,1543977437
2004-03-08,1522136625
2004-03-09,1486015281
2004-03-10,1436453437
2004-03-11,1463334437
2004-03-12,1519616531
2004-03-15,1487695343
2004-03-16,1507016062
2004-03-17,1518776499
2004-03-18,1508696125
2004-03-19,1470894718
2004-03-22,1446533812
2004-03-23,1460814343
2004-03-24,1495255625
2004-03-25,1553217781
2004-03-26,1540617312
2004-03-29,1585138968
2004-03-30,1607819812
2004-03-31,1609499875
2004-04-01,1511216218
2004-04-02,1497775718
2004-04-05,1507016062
2004-04-06,1507016062
2004-04-07,1486855312
2004-04-08,1445693781
2004-04-12,1470894718
2004-04-13,1444853750
2004-04-14,1433093312
2004-04-15,1456614187
2004-04-16,1460814343
2004-04-19,1548177593
2004-04-20,1495255625
2004-04-21,1533057031
2004-04-22,1522976656
2004-04-23,1515416375
2004-04-26,1478455000
2004-04-27,1479295031
2004-04-28,1444853750
2004-04-29,1411252500
2004-04-30,1413772593
2004-05-03,1413962449
2004-05-04,1403047062
2004-05-05,1393810965
2004-05-06,1351828707
2004-05-07,1312365385
2004-05-10,1304808578
2004-05-11,1314044675
2004-05-12,1351828707
2004-05-13,1473577255
2004-05-14,1464341159
2004-05-17,1500445900
2004-05-18,1582731126
2004-05-19,1602042965
2004-05-20,1600363674
2004-05-21,1618835868
2004-05-24,1623034094
2004-05-25,1633109836
2004-05-26,1666695642
2004-05-27,1670054223
2004-05-28,1680129965
2004-06-01,1711196836
2004-06-02,1738065481
2004-06-03,1614637642
2004-06-04,1669214578
2004-06-07,1711196836
2004-06-08,1736386190
2004-06-09,1694403932
2004-06-10,1950495706
2004-06-14,1869889771
2004-06-15,1874087997
2004-06-16,1848058997
2004-06-17,1879125868
2004-06-18,1869050126
2004-06-21,1864851900
2004-06-22,1867370835
2004-06-23,1911872029
2004-06-24,1900956642
2004-06-25,1890880900
2004-06-28,1926145997
2004-06-29,1850577932
2004-06-30,1872408706
2004-07-01,1860653674
2004-07-02,1867370835
2004-07-06,1877446577
2004-07-07,1854776158
2004-07-08,1859814029
2004-07-09,1899277351
2004-07-12,1920268480
2004-07-13,1994996900
2004-07-14,1984921158
2004-07-15,1937061384
2004-07-16,1918589190
2004-07-19,1885843029
2004-07-20,1932023513
2004-07-21,1892560190
2004-07-22,1846379706
2004-07-23,1871569061
2004-07-26,1832105739
2004-07-27,1936221738
2004-07-28,1901796287
2004-07-29,1911032384
2004-07-30,1913551319
2004-08-02,1905733059
2004-08-03,1909877760
2004-08-04,1899930480
2004-08-05,1821181180
2004-08-06,1780563120
2004-08-09,1881693800
2004-08-10,1886667440
2004-08-11,1823668000
2004-08-12,1850194080
2004-08-13,1852680900
2004-08-16,1918167160
2004-08-17,1913193519
2004-08-18,1773931600
2004-08-19,1724195200
2004-08-20,1733313540
2004-08-23,1732484600
2004-08-24,1667827280
2004-08-25,1671143040
2004-08-26,1666169400
2004-08-27,1674458800
2004-08-30,1626380280
2004-08-31,1574986000
