,CMI
2013-12-05,23937120000
2013-12-06,24099656000
2013-12-09,24317602000
2013-12-10,24539242000
2013-12-11,24132902000
2013-12-12,23926038000
2013-12-13,24012847000
2013-12-16,24581723000
2013-12-17,24611275000
2013-12-18,25124741000
2013-12-19,25340839999
2013-12-20,25442425000
2013-12-23,25610502000
2013-12-24,25747180000
2013-12-26,25830295000
2013-12-27,25826601000
2013-12-30,25845071000
2013-12-31,25980771000
2014-01-02,25536608000
2014-01-03,25647188000
2014-01-06,25566096000
2014-01-07,25781726999
2014-01-08,25682205000
2014-01-09,25556880999
2014-01-10,25451830000
2014-01-13,25092445000
2014-01-14,25273059000
2014-01-15,25394697000
2014-01-16,25403912000
2014-01-17,25385482000
2014-01-21,25140363000
2014-01-22,24858384000
2014-01-23,24342344000
2014-01-24,23278933000
2014-01-27,23212585000
2014-01-28,23706509000
2014-01-29,23699137000
2014-01-30,23678864000
2014-01-31,23402414000
2014-02-03,22797910000
2014-02-04,23295520000
2014-02-05,23345281000
2014-02-06,24102754000
2014-02-07,24757019000
2014-02-10,24515586000
2014-02-11,24976336000
2014-02-12,25542137000
2014-02-13,25971555999
2014-02-14,26192716000
2014-02-18,26373330000
2014-02-19,25798314000
2014-02-20,26124525000
2014-02-21,26323569000
2014-02-24,26909643000
2014-02-25,26839609000
2014-02-26,26889370000
2014-02-27,26778790000
2014-02-28,26893055999
2014-03-03,26354900000
2014-03-04,26852509999
2014-03-05,26771418000
2014-03-06,26929916000
2014-03-07,26837766000
2014-03-10,26520770000
2014-03-11,26336470000
2014-03-12,26367801000
2014-03-13,25916266000
2014-03-14,25684048000
2014-03-17,26316197000
2014-03-18,26295924000
2014-03-19,26310668000
2014-03-20,26456265000
2014-03-21,26603705000
2014-03-24,26236948000
2014-03-25,26601862000
2014-03-26,26537357000
2014-03-27,26553944000
2014-03-28,26907800000
2014-03-31,27235372000
2014-04-01,27228059999
2014-04-02,27299352000
2014-04-03,27315804000
2014-04-04,26886224000
2014-04-07,26449332000
2014-04-08,26816759999
2014-04-09,27039775999
2014-04-10,26339652000
2014-04-11,25966740000
2014-04-14,26187928000
2014-04-15,25913728000
2014-04-16,26560840000
2014-04-17,26739984000
2014-04-21,26792996000
2014-04-22,26835040000
2014-04-23,26935580000
2014-04-24,27248168000
2014-04-25,26904504000
2014-04-28,26542559999
2014-04-29,27568068000
2014-04-30,27575380000
2014-05-01,27690544000
2014-05-02,27580864000
2014-05-05,27473012000
2014-05-06,27129348000
2014-05-07,27339568000
2014-05-08,27632048000
2014-05-09,27409032000
2014-05-12,28026896000
2014-05-13,28047004000
2014-05-14,27730759999
2014-05-15,27354191999
2014-05-16,27368816000
2014-05-19,27438280000
2014-05-20,26972140000
2014-05-21,27235372000
2014-05-22,27143972000
2014-05-23,27429140000
2014-05-27,27800224000
2014-05-28,27827644000
2014-05-29,27880656000
2014-05-30,27955604000
2014-06-02,28021412000
2014-06-03,28065284000
2014-06-04,28110984000
2014-06-05,28562500000
2014-06-06,29076168000
2014-06-09,29293700000
2014-06-10,29348540000
2014-06-11,28971972000
2014-06-12,28291956000
2014-06-13,28522284000
2014-06-16,28639275999
2014-06-17,28505832000
2014-06-18,28664868000
2014-06-19,28699600000
2014-06-20,28982940000
2014-06-23,28789172000
2014-06-24,28600888000
2014-06-25,28721536000
2014-06-26,28337656000
2014-06-27,28270020000
2014-06-30,28111638000
2014-07-01,28122570000
2014-07-02,28056978000
2014-07-03,28742050000
2014-07-07,28425022000
2014-07-08,28415912000
2014-07-09,28144434000
2014-07-10,27694400000
2014-07-11,27736306000
2014-07-14,27796432000
2014-07-15,27674357999
2014-07-16,28095239999
2014-07-17,27612410000
2014-07-18,27829228000
2014-07-21,27876600000
2014-07-22,28060622000
2014-07-23,27929438000
2014-07-24,27475760000
2014-07-25,27357330000
2014-07-28,26482770000
2014-07-29,26182139999
2014-07-30,26045489999
2014-07-31,25396857999
2014-08-01,25323978000
2014-08-04,25528042000
2014-08-05,25508000000
2014-08-06,25393214000
2014-08-07,25393214000
2014-08-08,25761257999
2014-08-11,25835960000
2014-08-12,25697488000
2014-08-13,25866934000
2014-08-14,25863289999
2014-08-15,25677446000
2014-08-18,25903373999
2014-08-19,26309680000
2014-08-20,26834416000
2014-08-21,26639462000
2014-08-22,26459084000
2014-08-25,26435398000
2014-08-26,26267773999
2014-08-27,26453618000
2014-08-28,26373450000
2014-08-29,26439042000
2014-09-02,26300570000
2014-09-03,26262307999
2014-09-04,26160276000
2014-09-05,25985364000
2014-09-08,25868756000
2014-09-09,25770368000
2014-09-10,25580880000
2014-09-11,25508000000
2014-09-12,25247454000
2014-09-15,25127202000
2014-09-16,25045212000
2014-09-17,25016060000
2014-09-18,25272962000
2014-09-19,25123557999
2014-09-22,24786488000
2014-09-23,24522298000
2014-09-24,24453062000
2014-09-25,24239888000
2014-09-26,24374716000
2014-09-29,24045850000
2014-09-30,23888380000
2014-10-01,23721860000
2014-10-02,24069380000
2014-10-03,24453100000
2014-10-06,24639530000
2014-10-07,23452170000
2014-10-08,24243140000
2014-10-09,23685660000
2014-10-10,23053970000
2014-10-13,22615950000
2014-10-14,23075690000
2014-10-15,23251260000
2014-10-16,23633170000
2014-10-17,23625930000
2014-10-20,23689280000
2014-10-21,24398800000
2014-10-22,23892000000
2014-10-23,24681160000
2014-10-24,24842250000
2014-10-27,24501970000
2014-10-28,26170790000
2014-10-29,26156310000
2014-10-30,26176220000
2014-10-31,26458580000
2014-11-03,26261290000
2014-11-04,25660370000
2014-11-05,26085720000
2014-11-06,26541839999
2014-11-07,26433240000
2014-11-10,26516500000
2014-11-11,26534600000
2014-11-12,26514690000
2014-11-13,26158120000
2014-11-14,26255860000
2014-11-17,26205180000
2014-11-18,26216040000
2014-11-19,25908339999
2014-11-20,26056760000
2014-11-21,26869449999
2014-11-24,26786190000
2014-11-25,27008820000
2014-11-26,26954519999
2014-11-28,26357220000
2014-12-01,26306540000
2014-12-02,26460390000
2014-12-03,27258600000
2014-12-04,27142760000
2014-12-05,27305660000
2014-12-08,26719220000
2014-12-09,27008820000
2014-12-10,26058570000
2014-12-11,26100199999
2014-12-12,25502900000
2014-12-15,25394300000
2014-12-16,25063070000
2014-12-17,25416019999
2014-12-18,26064000000
2014-12-19,25893860000
2014-12-22,26299300000
2014-12-23,26377130000
2014-12-24,26393420000
2014-12-26,26521930000
2014-12-29,26587089999
2014-12-30,26454960000
2014-12-31,26037101999
2015-01-02,26443451999
2015-01-05,25547676000
2015-01-06,25690350000
2015-01-07,25813158000
2015-01-08,26335092000
2015-01-09,25934160000
2015-01-12,25746336000
2015-01-13,25526004000
2015-01-14,25717440000
2015-01-15,25558512000
2015-01-16,25439316000
2015-01-20,25650618000
2015-01-21,26138238000
2015-01-22,26607798000
2015-01-23,26340510000
2015-01-26,26701710000
2015-01-27,25693962000
2015-01-28,25576572000
2015-01-29,25771619999
2015-01-30,25186476000
2015-02-02,25827606000
2015-02-03,26286330000
2015-02-04,26035296000
2015-02-05,24942666000
2015-02-06,24536316000
2015-02-09,24272640000
2015-02-10,24373776000
2015-02-11,24402672000
2015-02-12,24675378000
2015-02-13,25110624000
2015-02-17,25099788000
2015-02-18,25316508000
2015-02-19,25428480000
2015-02-20,25744530000
2015-02-23,25565736000
2015-02-24,25607274000
2015-02-25,25677708000
2015-02-26,25686738000
2015-02-27,25686738000
2015-03-02,25903458000
2015-03-03,26252016000
2015-03-04,25997369999
2015-03-05,25693962000
2015-03-06,25359851999
2015-03-09,25455569999
2015-03-10,24969756000
2015-03-11,24809022000
2015-03-12,25291224000
2015-03-13,25152162000
2015-03-16,25374300000
2015-03-17,25049219999
2015-03-18,25253298000
2015-03-19,24823469999
2015-03-20,24995040000
2015-03-23,24991428000
2015-03-24,25092564000
2015-03-25,24698856000
2015-03-26,24702468000
2015-03-27,24825276000
2015-03-30,25113087999
2015-03-31,24844287999
2015-04-01,24553984000
2015-04-02,24518144000
2015-04-06,24708096000
2015-04-07,24507392000
2015-04-08,24192000000
2015-04-09,24045056000
2015-04-10,24469760000
2015-04-13,24371200000
2015-04-14,24450048000
2015-04-15,24593408000
2015-04-16,24432128000
2015-04-17,23984128000
2015-04-20,24218880000
2015-04-21,24376576000
2015-04-22,24537856000
2015-04-23,24451839999
2015-04-24,24460800000
2015-04-27,24953600000
2015-04-28,24595200000
2015-04-29,24734976000
2015-04-30,24776192000
2015-05-01,25290496000
2015-05-04,25283328000
2015-05-05,24957184000
2015-05-06,24966144000
2015-05-07,25071872000
2015-05-08,25206272000
2015-05-11,25403392000
2015-05-12,25308416000
2015-05-13,25501952000
2015-05-14,25665024000
2015-05-15,25584384000
2015-05-18,25663232000
2015-05-19,25186560000
2015-05-20,25261824000
2015-05-21,25433856000
2015-05-22,25424896000
2015-05-26,25163263999
2015-05-27,25174016000
2015-05-28,24953600000
2015-05-29,24290560000
2015-06-01,24231424000
2015-06-02,24328192000
2015-06-03,24294144000
2015-06-04,24401663999
2015-06-05,24405248000
2015-06-08,24276224000
2015-06-09,24355072000
2015-06-10,24579072000
2015-06-11,24702720000
2015-06-12,24571904000
2015-06-15,24344320000
2015-06-16,24267263999
2015-06-17,24331776000
2015-06-18,24453632000
2015-06-19,24396287999
2015-06-22,24317439999
2015-06-23,24310272000
2015-06-24,24224256000
2015-06-25,24028928000
2015-06-26,23930368000
2015-06-29,23211779999
2015-06-30,23220630000
2015-07-01,23202930000
2015-07-02,23250720000
2015-07-06,23156910000
2015-07-07,23273730000
2015-07-08,22843620000
2015-07-09,22615290000
2015-07-10,22786980000
2015-07-13,23043630000
2015-07-14,22986990000
2015-07-15,22994070000
2015-07-16,23079029999
2015-07-17,22689630000
2015-07-20,22827690000
2015-07-21,22765740000
2015-07-22,22519710000
2015-07-23,22473690000
2015-07-24,22013490000
2015-07-27,21909060000
2015-07-28,22656000000
2015-07-29,23057790000
2015-07-30,22974600000
2015-07-31,22926810000
2015-08-03,22763970000
2015-08-04,22302000000
2015-08-05,22627680000
2015-08-06,22510860000
2015-08-07,22457760000
2015-08-10,23174610000
2015-08-11,22652460000
2015-08-12,22843620000
2015-08-13,22725029999
2015-08-14,22664850000
2015-08-17,22763970000
2015-08-18,22663080000
2015-08-19,22556880000
2015-08-20,21962160000
2015-08-21,21195750000
2015-08-24,20680680000
2015-08-25,20331990000
2015-08-26,21015210000
2015-08-27,21700200000
2015-08-28,21641790000
2015-08-31,21549750000
2015-09-01,21294870000
2015-09-02,21399300000
2015-09-03,21245310000
2015-09-04,20886000000
2015-09-08,21208140000
2015-09-09,21061230000
2015-09-10,21066540000
2015-09-11,21326730000
2015-09-14,21066540000
2015-09-15,21546210000
2015-09-16,21742680000
2015-09-17,21270090000
2015-09-18,20397480000
2015-09-21,20323140000
2015-09-22,20048790000
2015-09-23,19862940000
2015-09-24,19677090000
2015-09-25,19562040000
2015-09-28,18750420000
2015-09-29,18971550000
2015-09-30,19055790000
2015-10-01,18497700000
2015-10-02,18946980000
2015-10-05,19613880000
2015-10-06,19685835000
2015-10-07,19749015000
2015-10-08,20054385000
2015-10-09,19847295000
2015-10-12,19652490000
2015-10-13,19301490000
2015-10-14,19194435000
2015-10-15,19157580000
2015-10-16,19078605000
2015-10-19,19054035000
2015-10-20,19215495000
2015-10-21,19057545000
2015-10-22,19624410000
2015-10-23,19803420000
2015-10-26,19673550000
2015-10-27,17962425000
2015-10-28,18116865000
2015-10-29,18146700000
2015-10-30,18166005000
2015-11-02,18753930000
2015-11-03,18848700000
2015-11-04,18736380000
2015-11-05,18690750000
2015-11-06,18687240000
2015-11-09,18462600000
2015-11-10,18204615000
2015-11-11,17564040000
2015-11-12,17169165000
2015-11-13,17316585000
2015-11-16,17397315000
2015-11-17,17181450000
2015-11-18,17260425000
2015-11-19,17299035000
2015-11-20,17321850000
2015-11-23,17223570000
2015-11-24,17318340000
2015-11-25,17474535000
2015-11-27,17504370000
2015-11-30,17614935000
2015-12-01,16217955000
2015-12-02,16646174999
2015-12-03,16230240000
2015-12-04,16233750000
2015-12-07,16042455000
2015-12-08,15826590000
2015-12-09,15780960000
2015-12-10,15823080000
2015-12-11,15375555000
2015-12-14,15238665000
2015-12-15,15286049999
2015-12-16,15331680000
2015-12-17,15085979999
2015-12-18,14954354999
2015-12-21,14985945000
2015-12-22,15340455000
2015-12-23,15717780000
2015-12-24,15672150000
2015-12-28,15666885000
2015-12-29,15768674999
2015-12-30,15651090000
2015-12-31,15120118000
2016-01-04,15456846000
2016-01-05,15305662000
2016-01-06,15235224000
2016-01-07,14979242000
2016-01-08,14778236000
2016-01-11,14675156000
2016-01-12,14883034000
2016-01-13,14585820000
2016-01-14,14891624000
2016-01-15,14491329999
2016-01-19,14348736000
2016-01-20,14472432000
2016-01-21,14778236000
2016-01-22,14845238000
2016-01-25,14439790000
2016-01-26,14668284000
2016-01-27,14639077999
2016-01-28,14938010000
2016-01-29,15443102000
2016-02-01,15663006000
2016-02-02,15285046000
2016-02-03,15575388000
2016-02-04,16762525999
2016-02-05,17008200000
2016-02-08,16910274000
2016-02-09,17128460000
2016-02-10,16549494000
2016-02-11,16363950000
2016-02-12,16666318000
2016-02-16,17032252000
2016-02-17,16755654000
2016-02-18,16698960000
2016-02-19,16594162000
2016-02-22,16927454000
2016-02-23,16755654000
2016-02-24,16515134000
2016-02-25,16784860000
2016-02-26,16777988000
2016-02-29,16762525999
2016-03-01,17224668000
2016-03-02,17087227999
2016-03-03,17394750000
2016-03-04,17564832000
2016-03-07,18051026000
2016-03-08,17485804000
2016-03-09,17535626000
2016-03-10,17659322000
2016-03-11,17867200000
2016-03-14,18059616000
2016-03-15,17966844000
2016-03-16,18276084000
2016-03-17,18825844000
2016-03-18,18913462000
2016-03-21,19002798000
2016-03-22,18803510000
2016-03-23,18509732000
2016-03-24,18451320000
2016-03-28,18629992000
2016-03-29,18885974000
2016-03-30,18779458000
2016-03-31,18887692000
2016-04-01,18918616000
2016-04-04,18414392000
2016-04-05,18233776000
2016-04-06,17965384000
2016-04-07,17739192000
2016-04-08,17940064000
2016-04-11,17936688000
2016-04-12,18196640000
2016-04-13,19192560000
2016-04-14,19339416000
2016-04-15,19466016000
2016-04-18,19692208000
2016-04-19,19876200000
2016-04-20,19683768000
2016-04-21,19435632000
2016-04-22,19599368000
2016-04-25,19396808000
2016-04-26,19611184000
2016-04-27,19702336000
2016-04-28,19683768000
2016-04-29,19754664000
2016-05-02,19670264000
2016-05-03,20019680000
2016-05-04,19317472000
2016-05-05,19224632000
2016-05-06,19410312000
2016-05-09,18976496000
2016-05-10,19374864000
2016-05-11,19364736000
2016-05-12,19309032000
2016-05-13,18870152000
2016-05-16,19275272000
2016-05-17,19290464000
2016-05-18,18681096000
2016-05-19,18243904000
2016-05-20,18265848000
2016-05-23,18257408000
2016-05-24,18519048000
2016-05-25,19103096000
2016-05-26,19158800000
2016-05-27,19114912000
2016-05-31,19322536000
2016-06-01,19265144000
2016-06-02,19433944000
2016-06-03,19182432000
2016-06-06,19631440000
2016-06-07,19774920000
2016-06-08,20065256000
2016-06-09,20026432000
2016-06-10,19580800000
2016-06-13,19199312000
2016-06-14,19065960000
2016-06-15,19148672000
2016-06-16,19133480000
2016-06-17,19273584000
2016-06-20,19575736000
2016-06-21,19472768000
2016-06-22,19543664000
2016-06-23,20080448000
2016-06-24,18652400000
2016-06-27,17850600000
2016-06-28,18051472000
2016-06-29,18522424000
2016-06-30,18979872000
2016-07-01,19060896000
2016-07-05,18488204000
2016-07-06,18560358000
2016-07-07,18669428000
2016-07-08,19246660000
2016-07-11,19446342000
2016-07-12,19964844000
2016-07-13,19822214000
2016-07-14,20047066000
2016-07-15,19969878000
2016-07-18,19832282000
2016-07-19,19543666000
2016-07-20,19726568000
2016-07-21,19877588000
2016-07-22,19835638000
2016-07-25,19832282000
2016-07-26,20479990000
2016-07-27,20709876000
2016-07-28,20498448000
2016-07-29,20600806000
2016-08-01,20438040000
2016-08-02,20310512000
2016-08-03,20518584000
2016-08-04,20681350000
2016-08-05,21032052000
2016-08-08,21211598000
2016-08-09,21122664000
2016-08-10,21154546000
2016-08-11,21329058000
2016-08-12,21265294000
2016-08-15,21312278000
2016-08-16,21288786000
2016-08-17,21228378000
2016-08-18,21179716000
2016-08-19,21164614000
2016-08-22,21033730000
2016-08-23,21085748000
2016-08-24,20964932000
2016-08-25,21030374000
2016-08-26,20892778000
2016-08-29,21057222000
2016-08-30,21151190000
2016-08-31,21077358000
2016-09-01,21043798000
2016-09-02,21169648000
2016-09-06,19622532000
2016-09-07,20094050000
2016-09-08,20115864000
2016-09-09,19600718000
2016-09-12,19963166000
2016-09-13,19684618000
2016-09-14,19808790000
2016-09-15,20053778000
2016-09-16,20062168000
2016-09-19,20016862000
2016-09-20,19996726000
2016-09-21,20290376000
2016-09-22,20458176000
2016-09-23,20241714000
2016-09-26,20174594000
2016-09-27,20214866000
2016-09-28,20740080000
2016-09-29,20850828000
2016-09-30,21503570000
2016-10-03,21429336000
2016-10-04,21337156000
2016-10-05,21829900000
2016-10-06,21870124000
2016-10-07,21526544000
2016-10-10,21481291999
2016-10-11,21429336000
2016-10-12,21414252000
2016-10-13,21139388000
2016-10-14,21077376000
2016-10-17,21084080000
2016-10-18,21293580000
2016-10-19,21503080000
2016-10-20,21281848000
2016-10-21,21224864000
2016-10-24,21233244000
2016-10-25,21045532000
2016-10-26,21204752000
2016-10-27,21161176000
2016-10-28,21221512000
2016-10-31,21422632000
2016-11-01,20495804000
2016-11-02,20400272000
2016-11-03,20405300000
2016-11-04,20834356000
2016-11-07,21844984000
2016-11-08,21932136000
2016-11-09,22936060000
2016-11-10,23096956000
2016-11-11,22959524000
2016-11-14,22582424000
2016-11-15,23091928000
2016-11-16,22939412000
2016-11-17,22698068000
2016-11-18,22631028000
2016-11-21,22932708000
2016-11-22,23355060000
2016-11-23,23598080000
2016-11-25,23680204000
2016-11-28,23182432000
2016-11-29,23165672000
2016-11-30,23762328000
2016-12-01,23904788000
2016-12-02,23958420000
2016-12-05,23943336000
2016-12-06,23909816000
2016-12-07,24546696000
2016-12-08,24097528000
2016-12-09,23841100000
2016-12-12,23851156000
2016-12-13,23904788000
2016-12-14,23272936000
2016-12-15,23269584000
2016-12-16,22684660000
2016-12-19,23029916000
2016-12-20,23128800000
2016-12-21,23246120000
2016-12-22,23167348000
2016-12-23,23169024000
2016-12-27,23142208000
2016-12-28,22870696000
2016-12-29,22863991999
2016-12-30,22905891999
2017-01-03,23414825000
2017-01-04,23388025000
2017-01-05,23073125000
2017-01-06,23235600000
2017-01-09,23017849999
2017-01-10,23376300000
2017-01-11,23568925000
2017-01-12,23208800000
2017-01-13,23446650000
2017-01-17,23269099999
2017-01-18,23433250000
2017-01-19,23612475000
2017-01-20,23714650000
2017-01-23,23696225000
2017-01-24,24289175000
2017-01-25,24766550000
2017-01-26,24697875000
2017-01-27,24645949999
2017-01-30,24624175000
2017-01-31,24624175000
2017-02-01,24676100000
2017-02-02,24510275000
2017-02-03,24599050000
2017-02-06,24518650000
2017-02-07,24681125000
2017-02-08,24401400000
2017-02-09,25148449999
2017-02-10,25218800000
2017-02-13,25602375000
2017-02-14,25453300000
2017-02-15,25449950000
2017-02-16,25490150000
2017-02-17,25612425000
2017-02-21,25880425000
2017-02-22,25501875000
2017-02-23,24975925000
2017-02-24,25114950000
2017-02-27,25109925000
2017-02-28,24872075000
2017-03-01,25602375000
2017-03-02,25265700000
2017-03-03,25449950000
2017-03-06,25532025000
2017-03-07,25476750000
2017-03-08,25320974999
2017-03-09,24930700000
2017-03-10,25376250000
2017-03-13,25594000000
2017-03-14,25272400000
2017-03-15,25853625000
2017-03-16,25793325000
2017-03-17,25880425000
2017-03-20,25843575000
2017-03-21,25243925000
2017-03-22,25436550000
2017-03-23,25496850000
2017-03-24,25253975000
2017-03-27,25068050000
2017-03-28,25408075000
2017-03-29,25411425000
2017-03-30,25453300000
2017-03-31,25326000000
2017-04-03,25048156000
2017-04-04,25113403000
2017-04-05,25064886000
2017-04-06,25091654000
2017-04-07,25001312000
2017-04-10,24951121999
2017-04-11,25175304000
2017-04-12,24579715999
2017-04-13,24186561000
2017-04-17,24593100000
2017-04-18,24270211000
2017-04-19,24148082000
2017-04-20,24449221999
2017-04-21,24352188000
2017-04-24,24944430000
2017-04-25,25448003000
2017-04-26,25441311000
2017-04-27,25272338000
2017-04-28,25252262000
2017-05-01,25317509000
2017-05-02,26861688000
2017-05-03,26538799000
2017-05-04,26105492000
2017-05-05,26011804000
2017-05-08,26147317000
2017-05-09,26391575000
2017-05-10,26640852000
2017-05-11,26575605000
2017-05-12,26262754000
2017-05-15,26199180000
2017-05-16,26336365999
2017-05-17,25648763000
2017-05-18,25402832000
2017-05-19,25914770000
2017-05-22,25996746999
2017-05-23,25981690000
2017-05-24,25944884000
2017-05-25,26075378000
2017-05-26,26205871999
2017-05-30,26322982000
2017-05-31,26383210000
2017-06-01,26873399000
2017-06-02,26456821999
2017-06-05,26115530000
2017-06-06,26292868000
2017-06-07,26145644000
2017-06-08,26495301000
2017-06-09,26639179000
2017-06-12,26843285000
2017-06-13,26833246999
2017-06-14,26682677000
2017-06-15,27052410000
2017-06-16,27028988000
2017-06-19,27453930000
2017-06-20,27184577000
2017-06-21,26632487000
2017-06-22,26594008000
2017-06-23,26624121999
2017-06-26,26583970000
2017-06-27,26466860000
2017-06-28,27030661000
2017-06-29,26788076000
2017-06-30,27139406000
2017-07-03,27166768000
2017-07-05,27289830000
2017-07-06,27308123000
2017-07-07,27389610000
2017-07-10,27452804000
2017-07-11,27401251000
2017-07-12,27492716000
2017-07-13,27467770999
2017-07-14,27582518000
2017-07-17,27629081999
2017-07-18,27409566000
2017-07-19,27379631999
2017-07-20,27344709000
2017-07-21,27476086000
2017-07-24,27683961000
2017-07-25,27888510000
2017-07-26,27600811000
2017-07-27,27569214000
2017-07-28,27808686000
2017-07-31,27921770000
2017-08-01,26188924000
2017-08-02,26238814000
2017-08-03,26232162000
2017-08-04,26634608000
2017-08-07,26612989000
2017-08-08,26578066000
2017-08-09,26508220000
2017-08-10,25914529000
2017-08-11,25884595000
2017-08-14,25982712000
2017-08-15,25874617000
2017-08-16,25673394000
2017-08-17,25157864000
2017-08-18,25076377000
2017-08-21,25287578000
2017-08-22,25460530000
2017-08-23,25340794000
2017-08-24,25244340000
2017-08-25,25294230000
2017-08-28,25395673000
2017-08-29,25749892000
2017-08-30,26240477000
2017-08-31,26504894000
2017-09-01,26501568000
2017-09-05,26453341000
2017-09-06,26521524000
2017-09-07,26915655000
2017-09-08,27076966000
2017-09-11,27384620999
2017-09-12,27524313000
2017-09-13,27690613000
2017-09-14,27718884000
2017-09-15,27477749000
2017-09-18,27762122000
2017-09-19,27855250000
2017-09-20,27808686000
2017-09-21,27685624000
2017-09-22,27935074000
2017-09-25,27901814000
2017-09-26,27905140000
2017-09-27,27996605000
2017-09-28,27993279000
2017-09-29,27943389000
2017-10-02,28007182000
2017-10-03,28253628000
2017-10-04,28407450000
2017-10-05,28400834000
2017-10-06,28466994000
2017-10-09,28405796000
2017-10-10,28607584000
2017-10-11,28503382000
2017-10-12,28433914000
2017-10-13,28551348000
2017-10-16,28801102000
2017-10-17,28898688000
2017-10-18,28948308000
2017-10-19,28996274000
2017-10-20,29292340000
2017-10-23,29313842000
2017-10-24,29507360000
2017-10-25,29262567999
2017-10-26,29547055999
2017-10-27,29689300000
2017-10-30,29829890000
2017-10-31,29255952000
2017-11-01,28586082000
2017-11-02,28662166000
2017-11-03,28625778000
2017-11-06,28546386000
2017-11-07,28425644000
2017-11-08,28346252000
2017-11-09,27780584000
2017-11-10,27944330000
2017-11-13,27985680000
2017-11-14,27972448000
2017-11-15,27595336000
2017-11-16,27643302000
2017-11-17,26366414000
2017-11-20,26430920000
2017-11-21,26569855999
2017-11-22,27024705999
2017-11-24,26573164000
2017-11-27,26655864000
2017-11-28,27211608000
2017-11-29,27211608000
2017-11-30,27687960000
2017-12-01,27292654000
2017-12-04,27284384000
2017-12-05,27264536000
2017-12-06,27353852000
2017-12-07,28002220000
2017-12-08,28263552000
2017-12-11,28245358000
2017-12-12,27988988000
2017-12-13,28048532000
2017-12-14,27878170000
2017-12-15,28056802000
2017-12-18,28455416000
2017-12-19,28779600000
2017-12-20,28969810000
2017-12-21,28888764000
2017-12-22,29070704000
2017-12-26,29133555999
2017-12-27,29150096000
2017-12-28,29308880000
2017-12-29,29216255999
2018-01-02,29197194000
2018-01-03,29518749000
2018-01-04,29970575000
2018-01-05,29922754000
2018-01-08,30031588000
2018-01-09,30005204000
2018-01-10,29774344000
2018-01-11,30325110000
2018-01-12,30371282000
2018-01-16,30102495000
2018-01-17,30290481000
2018-01-18,30295428000
2018-01-19,31179292000
2018-01-22,31261742000
2018-01-23,31072107000
2018-01-24,31058915000
2018-01-25,31232060000
2018-01-26,31743250000
2018-01-29,31464569000
2018-01-30,30877525000
2018-01-31,31001200000
2018-02-01,31194132999
2018-02-02,30392719000
2018-02-05,29518749000
2018-02-06,28829467000
2018-02-07,28484826000
2018-02-08,27328877000
2018-02-09,27051845000
2018-02-12,27335473000
2018-02-13,27312387000
2018-02-14,27373400000
2018-02-15,27211798000
2018-02-16,27307440000
2018-02-20,27508618000
2018-02-21,27419572000
2018-02-22,27541598000
2018-02-23,27955497000
2018-02-26,28303435999
2018-02-27,28042894000
2018-02-28,27731232999
2018-03-01,26530760999
2018-03-02,26209206000
2018-03-05,26539006000
2018-03-06,26491185000
2018-03-07,26260325000
2018-03-08,26252080000
2018-03-09,26774813000
2018-03-12,26393894000
2018-03-13,26441715000
2018-03-14,26319689000
2018-03-15,26410384000
2018-03-16,26807793000
2018-03-19,26319689000
2018-03-20,26548900000
2018-03-21,26628052000
2018-03-22,25979995000
2018-03-23,25628757999
2018-03-26,26502728000
2018-03-27,26177875000
2018-03-28,26329582999
2018-03-29,26728641000
2018-04-02,25999974000
2018-04-03,26224380000
2018-04-04,26363610000
2018-04-05,26604395999
2018-04-06,25864020000
2018-04-09,25634700000
2018-04-10,26522495999
2018-04-11,26021268000
2018-04-12,26501202000
2018-04-13,26599481999
2018-04-16,27300545999
2018-04-17,27431586000
2018-04-18,27981954000
2018-04-19,27767376000
2018-04-20,27644526000
2018-04-23,27685476000
2018-04-24,26425854000
2018-04-25,26558531999
2018-04-26,26533962000
2018-04-27,26342316000
2018-04-30,26185068000
2018-05-01,25107264000
2018-05-02,23934456000
2018-05-03,23513490000
2018-05-04,23677290000
2018-05-07,23744448000
2018-05-08,23913162000
2018-05-09,23999976000
2018-05-10,23934456000
2018-05-11,23955750000
2018-05-14,23729706000
2018-05-15,23986872000
2018-05-16,24108084000
2018-05-17,23973768000
2018-05-18,24389820000
2018-05-21,24733800000
2018-05-22,24416028000
2018-05-23,24416028000
2018-05-24,24304644000
2018-05-25,24003252000
2018-05-29,23669100000
2018-05-30,23829624000
2018-05-31,23323481999
2018-06-01,23518404000
2018-06-04,23308740000
2018-06-05,23189166000
2018-06-06,23513490000
2018-06-07,23564268000
2018-06-08,23534784000
2018-06-11,23678928000
2018-06-12,23520042000
2018-06-13,23187528000
2018-06-14,23241581999
2018-06-15,23444694000
2018-06-18,23326758000
2018-06-19,22894326000
2018-06-20,22699404000
2018-06-21,22152312000
2018-06-22,22284990000
2018-06-25,21973770000
2018-06-26,21939372000
2018-06-27,21674016000
2018-06-28,21824712000
2018-06-29,21785400000
2018-07-02,21331925000
2018-07-03,21138365000
2018-07-05,21204498000
2018-07-06,21194820000
2018-07-09,21799695000
2018-07-10,22128747000
2018-07-11,21628717000
2018-07-12,21693237000
2018-07-13,22075518000
2018-07-16,21723884000
2018-07-17,21917444000
2018-07-18,22215849000
2018-07-19,22230366000
2018-07-20,21906153000
2018-07-23,21730336000
2018-07-24,21870667000
