,VZ
2018-07-17,212714480000
2018-07-18,211515040000
2018-07-19,209902000000
2018-07-20,209364320000
2018-07-23,209902000000
2018-07-24,213045360000
2018-07-25,210563760000
2018-07-26,211680480000
2018-07-27,215113360000
2018-07-30,217098640000
2018-07-31,213583040000
2018-08-01,213955280000
2018-08-02,214989280000
2018-08-03,216188720000
2018-08-06,217057280000
2018-08-07,216974560000
2018-08-08,217967200000
2018-08-09,219249360000
2018-08-10,217015920000
2018-08-13,215981920000
2018-08-14,218670320000
2018-08-15,220200640000
2018-08-16,224460720000
2018-08-17,226611440000
2018-08-20,226032400000
2018-08-21,227107760000
2018-08-22,223923040000
2018-08-23,224502080000
2018-08-24,226570080000
2018-08-27,226859600000
2018-08-28,226032400000
2018-08-29,225701520000
2018-08-30,226446000000
2018-08-31,224874320000
2018-09-04,219993840000
2018-09-05,222599520000
2018-09-06,224543440000
2018-09-07,223344000000
2018-09-10,223840320000
2018-09-11,226321920000
2018-09-12,227355920000
2018-09-13,227231840000
2018-09-14,225618800000
2018-09-17,226239200000
2018-09-18,224957040000
2018-09-19,221276000000
2018-09-20,223137200000
2018-09-21,225081120000
2018-09-24,221441440000
2018-09-25,219414800000
2018-09-26,219787040000
2018-09-27,221648240000
2018-09-28,220821040000
2018-10-01,222736080000
2018-10-02,225135540000
2018-10-03,224597730000
2018-10-04,227617740000
2018-10-05,227286780000
2018-10-08,227617740000
2018-10-09,227493630000
2018-10-10,224763210000
2018-10-11,220626210000
2018-10-12,222281010000
2018-10-15,221743200000
2018-10-16,222156900000
2018-10-17,223232520000
2018-10-18,226087050000
2018-10-19,227121300000
2018-10-22,227452260000
2018-10-23,236677770000
2018-10-24,237546540000
2018-10-25,233450910000
2018-10-26,229644870000
2018-10-29,233657760000
2018-10-30,240690660000
2018-10-31,236181330000
2018-11-01,231878850000
2018-11-02,234278310000
2018-11-05,236677770000
2018-11-06,236677770000
2018-11-07,238498050000
2018-11-08,241062990000
2018-11-09,241849020000
2018-11-12,242924640000
2018-11-13,242676420000
2018-11-14,243834780000
2018-11-15,244413960000
2018-11-16,249088770000
2018-11-19,250784940000
2018-11-20,245986020000
2018-11-21,244744920000
2018-11-23,242593680000
2018-11-26,244786290000
2018-11-27,250909050000
2018-11-28,248468220000
2018-11-29,245944650000
2018-11-30,249461100000
2018-12-03,240607920000
2018-12-04,240318330000
2018-12-06,240276960000
2018-12-07,238622160000
2018-12-10,241062990000
2018-12-11,243462450000
2018-12-12,236843250000
2018-12-13,236181330000
2018-12-14,236139960000
2018-12-17,231465150000
2018-12-18,230224050000
2018-12-19,231092820000
2018-12-20,227824590000
2018-12-21,227204040000
2018-12-24,219467850000
2018-12-26,225218280000
2018-12-27,228155550000
2018-12-28,228651990000
2018-12-31,232638360000
2019-01-02,231810760000
2019-01-03,232638360000
2019-01-04,233217680000
2019-01-07,234707360000
2019-01-08,241576440000
2019-01-09,236072900000
2019-01-10,238348800000
2019-01-11,240086760000
2019-01-14,240128140000
2019-01-15,240417800000
2019-01-16,236197040000
2019-01-17,235162540000
2019-01-18,236238420000
2019-01-22,235824620000
2019-01-23,239010880000
2019-01-24,236155660000
2019-01-25,233383200000
2019-01-28,227879660000
2019-01-29,220472640000
2019-01-30,223452000000
2019-01-31,227838280000
2019-02-01,225727900000
2019-02-04,223617520000
2019-02-05,224031320000
2019-02-06,222583020000
2019-02-07,221672660000
2019-02-08,223245100000
2019-02-11,223658900000
2019-02-12,225189960000
2019-02-13,225438240000
2019-02-14,223576140000
2019-02-15,228252080000
2019-02-19,229410720000
2019-02-20,230734880000
2019-02-21,232348700000
2019-02-22,235534960000
2019-02-25,234955640000
2019-02-26,234376320000
2019-02-27,234707360000
2019-02-28,235534960000
2019-03-01,235700480000
2019-03-04,232721120000
2019-03-05,232059040000
2019-03-06,230403840000
2019-03-07,232969400000
2019-03-08,233921140000
2019-03-11,238266040000
2019-03-12,237645340000
2019-03-13,238597080000
2019-03-14,239797100000
2019-03-15,241617820000
2019-03-18,240293660000
2019-03-19,237935000000
2019-03-20,238638460000
2019-03-21,241204020000
2019-03-22,247286880000
2019-03-25,248611040000
2019-03-26,250886940000
2019-03-27,251921440000
2019-03-28,244473040000
2019-03-29,244679940000
2019-04-01,244514420000
2019-04-02,242197140000
2019-04-03,243604060000
2019-04-04,244100620000
2019-04-05,244514420000
2019-04-08,244679940000
2019-04-09,241659200000
2019-04-10,242528180000
2019-04-11,242321280000
2019-04-12,243066120000
2019-04-15,242941980000
2019-04-16,243273020000
2019-04-17,239093640000
2019-04-18,240169520000
2019-04-22,241535060000
2019-04-23,236486700000
2019-04-24,236197040000
2019-04-25,231107300000
2019-04-26,234128040000
2019-04-29,235203920000
2019-04-30,236652220000
2019-05-01,233879760000
2019-05-02,235824620000
2019-05-03,236859120000
2019-05-06,235493580000
2019-05-07,234334940000
2019-05-08,233300440000
2019-05-09,233714240000
2019-05-10,235493580000
2019-05-13,234831500000
2019-05-14,234003900000
2019-05-15,235079780000
2019-05-16,237438440000
2019-05-17,240376420000
2019-05-20,244183380000
2019-05-21,246211000000
2019-05-22,245176500000
2019-05-23,243604060000
2019-05-24,245466160000
2019-05-28,243024740000
2019-05-29,240748840000
2019-05-30,235162540000
2019-05-31,224900300000
2019-06-03,233300440000
2019-06-04,232638360000
2019-06-05,235990140000
2019-06-06,238100520000
2019-06-07,236859120000
2019-06-10,232348700000
2019-06-11,235162540000
2019-06-12,237355680000
2019-06-13,238431560000
2019-06-14,241162640000
2019-06-17,238472940000
2019-06-18,237231540000
2019-06-19,238472940000
2019-06-20,237272920000
2019-06-21,239052260000
2019-06-24,241121260000
2019-06-25,240004000000
2019-06-26,235824620000
2019-06-27,236900500000
2019-06-28,236403940000
2019-07-01,234459080000
2019-07-02,240541940000
2019-07-03,240541940000
2019-07-05,241286780000
2019-07-08,239548820000
2019-07-09,233424580000
2019-07-10,235866000000
2019-07-11,235534960000
2019-07-12,236652220000
2019-07-15,238266040000
2019-07-16,237562580000
2019-07-17,236776360000
2019-07-18,236734980000
2019-07-19,234169420000
2019-07-22,229659000000
2019-07-23,229576240000
2019-07-24,231603860000
2019-07-25,233217680000
2019-07-26,236197040000
2019-07-29,237397060000
2019-07-30,234334940000
2019-07-31,228707260000
2019-08-01,228665880000
2019-08-02,230031420000
2019-08-05,228500360000
2019-08-06,227796900000
2019-08-07,227962420000
2019-08-08,230983160000
2019-08-09,230817640000
2019-08-12,230445220000
2019-08-13,233259060000
2019-08-14,230569360000
2019-08-15,232969400000
2019-08-16,234417700000
2019-08-19,235866000000
2019-08-20,232845260000
2019-08-21,234169420000
2019-08-22,234955640000
2019-08-23,231396960000
2019-08-26,234665980000
2019-08-27,236610840000
2019-08-28,239797100000
2019-08-29,239755720000
2019-08-30,240666080000
2019-09-03,240169520000
2019-09-04,240748840000
2019-09-05,242445420000
2019-09-06,244390280000
2019-09-09,242735080000
2019-09-10,247079980000
2019-09-11,248817940000
2019-09-12,250059340000
2019-09-13,248114480000
2019-09-16,246211000000
2019-09-17,247742060000
2019-09-18,247990340000
2019-09-19,248197240000
2019-09-20,249480020000
2019-09-23,249148980000
2019-09-24,250390380000
2019-09-25,249397260000
2019-09-26,250100720000
2019-09-27,249521400000
2019-09-30,249830040000
2019-10-01,247719150000
2019-10-02,243828490000
2019-10-03,244242390000
2019-10-04,247926100000
2019-10-07,249374750000
2019-10-08,247181080000
2019-10-09,245111580000
2019-10-10,247636370000
2019-10-11,248050270000
2019-10-14,246684400000
2019-10-15,250616450000
2019-10-16,249540310000
2019-10-17,250036990000
2019-10-18,252685950000
2019-10-21,251444250000
2019-10-22,251527030000
2019-10-23,251982320000
2019-10-24,250740620000
2019-10-25,249871430000
2019-10-28,249085020000
2019-10-29,249126410000
2019-10-30,251733980000
2019-10-31,250285330000
2019-11-01,249871430000
2019-11-04,247801930000
2019-11-05,246270500000
2019-11-06,248878070000
2019-11-07,250533670000
2019-11-08,245649650000
2019-11-11,246725790000
2019-11-12,245525480000
2019-11-13,245897990000
2019-11-14,245608260000
2019-11-15,246311890000
2019-11-18,246022160000
2019-11-19,246270500000
2019-11-20,246187720000
2019-11-21,246725790000
2019-11-22,247305250000
2019-11-25,245773820000
2019-11-26,247884710000
2019-11-27,248753900000
2019-11-29,249333360000
2019-12-02,248174440000
2019-12-03,248919460000
2019-12-04,250533670000
2019-12-05,251733980000
2019-12-06,253265410000
2019-12-09,252520390000
2019-12-10,253430970000
2019-12-11,252810120000
2019-12-12,253182630000
2019-12-13,251692590000
2019-12-16,253430970000
2019-12-17,254507110000
2019-12-18,251899540000
2019-12-19,251651200000
2019-12-20,256907730000
2019-12-23,254134600000
2019-12-24,253637920000
2019-12-26,253679310000
2019-12-27,254672670000
2019-12-30,253348190000
2019-12-31,254134600000
2020-01-02,252685950000
2020-01-03,249995600000
2020-01-06,249457530000
2020-01-07,246684400000
2020-01-08,247139690000
2020-01-09,243580150000
2020-01-10,244159610000
2020-01-13,244821850000
2020-01-14,244366560000
2020-01-15,244614900000
2020-01-16,246974130000
2020-01-17,248878070000
2020-01-21,249664480000
2020-01-22,250326720000
2020-01-23,250450890000
2020-01-24,249498920000
2020-01-27,247967490000
2020-01-28,251237300000
2020-01-29,246394670000
2020-01-30,245691040000
2020-01-31,246022160000
2020-02-03,240268950000
2020-02-04,241262310000
2020-02-05,244739070000
2020-02-06,246022160000
2020-02-07,248091660000
2020-02-10,249333360000
2020-02-11,242917910000
2020-02-12,241013970000
2020-02-13,242752350000
2020-02-14,242172890000
2020-02-18,239689490000
2020-02-19,240972580000
2020-02-20,240434510000
2020-02-21,240889800000
2020-02-24,240020610000
2020-02-25,236419680000
2020-02-26,236502460000
2020-02-27,227893340000
2020-02-28,224168240000
2020-03-02,237247480000
2020-03-03,230542300000
2020-03-04,240558680000
2020-03-05,236585240000
2020-03-06,235384930000
2020-03-09,231080370000
2020-03-10,233936280000
2020-03-11,226941370000
2020-03-12,211916800000
2020-03-13,224209630000
2020-03-16,211047610000
2020-03-17,224789090000
2020-03-18,224830480000
2020-03-19,221933180000
2020-03-20,214400200000
2020-03-23,208233090000
2020-03-24,206908610000
2020-03-25,206701660000
2020-03-26,221602060000
2020-03-27,218415030000
2020-03-30,226693030000
2020-03-31,222388470000
2020-04-01,219035880000
2020-04-02,228679750000
2020-04-03,226403300000
2020-04-06,234681300000
2020-04-07,235840220000
2020-04-08,239234200000
2020-04-09,237744160000
2020-04-13,234557130000
2020-04-14,240641460000
2020-04-15,235633270000
2020-04-16,238654740000
2020-04-17,241965940000
2020-04-20,240600070000
2020-04-21,235177980000
2020-04-22,240020610000
2020-04-23,238365010000
2020-04-24,239772270000
2020-04-27,239275590000
2020-04-28,239358370000
2020-04-29,240558680000
2020-04-30,237785550000
2020-05-01,235219370000
2020-05-04,232777360000
2020-05-05,233894890000
2020-05-06,230293960000
2020-05-07,230045620000
2020-05-08,235923000000
2020-05-11,233439600000
2020-05-12,229548940000
2020-05-13,227024150000
2020-05-14,227272490000
2020-05-15,226444690000
2020-05-18,230625080000
2020-05-19,225078820000
2020-05-20,224582140000
2020-05-21,223381830000
2020-05-22,223919900000
2020-05-26,224747700000
2020-05-27,228224460000
2020-05-28,230625080000
2020-05-29,237495820000
2020-06-01,230873420000
2020-06-02,233439600000
2020-06-03,235219370000
2020-06-04,236833580000
2020-06-05,238985860000
2020-06-08,240434510000
2020-06-09,239482540000
2020-06-10,240268950000
2020-06-11,233646550000
2020-06-12,233977670000
2020-06-15,232404850000
2020-06-16,235591880000
2020-06-17,234474350000
2020-06-18,235467710000
2020-06-19,232446240000
2020-06-22,230376740000
2020-06-23,227396660000
2020-06-24,223216270000
2020-06-25,224664920000
2020-06-26,220029240000
2020-06-29,226361910000
2020-06-30,228238200000
2020-07-01,226333800000
2020-07-02,226830600000
2020-07-06,228693600000
2020-07-07,227865600000
2020-07-08,229273200000
2020-07-09,223311600000
2020-07-10,225588600000
2020-07-13,225423000000
2020-07-14,229521600000
2020-07-15,227948400000
2020-07-16,230929200000
2020-07-17,233082000000
2020-07-20,231301800000
2020-07-21,231177600000
2020-07-22,230805000000
2020-07-23,231219000000
2020-07-24,235359000000
2020-07-27,235441800000
2020-07-28,237967200000
2020-07-29,237843000000
2020-07-30,237222000000
2020-07-31,237967200000
2020-08-03,236973600000
2020-08-04,239747400000
2020-08-05,238215600000
2020-08-06,239416200000
2020-08-07,242314200000
2020-08-10,244218600000
2020-08-11,242231400000
2020-08-12,242604000000
2020-08-13,242272800000
2020-08-14,243390600000
2020-08-17,243349200000
2020-08-18,245005200000
2020-08-19,244467000000
2020-08-20,244094400000
2020-08-21,244218600000
2020-08-24,246619800000
2020-08-25,245998800000
2020-08-26,246164400000
2020-08-27,246040200000
2020-08-28,245336400000
2020-08-31,245377800000
2020-09-01,244922400000
2020-09-02,250594200000
2020-09-03,250925400000
2020-09-04,250387200000
2020-09-08,248234400000
2020-09-09,248565600000
2020-09-10,246454200000
2020-09-11,247530600000
2020-09-14,249724800000
2020-09-15,250884000000
2020-09-16,249931800000
2020-09-17,250842600000
2020-09-18,249849000000
2020-09-21,246785400000
2020-09-22,247654800000
2020-09-23,243887400000
2020-09-24,245046600000
2020-09-25,245874600000
2020-09-28,245750400000
2020-09-29,245253600000
2020-09-30,246288600000
2020-10-01,246123000000
2020-10-02,245253600000
2020-10-05,246992400000
2020-10-06,246164400000
2020-10-07,246785400000
2020-10-08,245046600000
2020-10-09,245626200000
2020-10-12,246537000000
2020-10-13,245750400000
2020-10-14,241900200000
2020-10-15,240782400000
2020-10-16,240327000000
2020-10-19,237222000000
2020-10-20,237015000000
2020-10-21,234945000000
2020-10-22,237346200000
2020-10-23,239954400000
2020-10-26,239333400000
2020-10-27,237553200000
2020-10-28,233123400000
2020-10-29,234986400000
2020-10-30,235938600000
2020-11-02,238878000000
2020-11-03,239085000000
2020-11-04,236890800000
2020-11-05,240741000000
2020-11-06,242314200000
2020-11-09,247737600000
2020-11-10,252954000000
2020-11-11,252540000000
2020-11-12,251670600000
2020-11-13,252788400000
2020-11-16,252084600000
2020-11-17,251505000000
2020-11-18,249724800000
2020-11-19,249269400000
2020-11-20,248565600000
2020-11-23,249352200000
2020-11-24,251049600000
2020-11-25,250097400000
2020-11-27,250801200000
2020-11-30,250097400000
2020-12-01,250801200000
2020-12-02,254030400000
2020-12-03,255603600000
2020-12-04,254817000000
2020-12-07,253989000000
2020-12-08,254403000000
2020-12-09,254444400000
2020-12-10,250511400000
2020-12-11,249849000000
2020-12-14,248317200000
2020-12-15,250677000000
2020-12-16,248027400000
2020-12-17,248441400000
2020-12-18,250304400000
2020-12-21,246288600000
2020-12-22,244218600000
2020-12-23,244094400000
2020-12-24,243597600000
2020-12-28,244177200000
2020-12-29,243473400000
2020-12-30,240699600000
2020-12-31,243283750000
2021-01-04,243697850000
2021-01-05,242579780000
2021-01-06,245519890000
2021-01-07,242372730000
2021-01-08,239349800000
2021-01-11,237941860000
2021-01-12,237113660000
2021-01-13,236285460000
2021-01-14,236202640000
2021-01-15,237610580000
2021-01-19,236244050000
2021-01-20,237113660000
2021-01-21,237155070000
2021-01-22,237983270000
2021-01-25,241917220000
2021-01-26,234256370000
2021-01-27,228293330000
2021-01-28,229287170000
2021-01-29,226719750000
2021-02-01,224773480000
2021-02-02,225684500000
2021-02-03,226885390000
2021-02-04,228334740000
2021-02-05,229080120000
2021-02-08,227962050000
2021-02-09,227755000000
2021-02-10,227589360000
2021-02-11,226098600000
2021-02-12,224442200000
2021-02-16,224235150000
2021-02-17,235995590000
2021-02-18,235954180000
2021-02-19,233759450000
2021-02-22,233759450000
2021-02-23,236161230000
2021-02-24,236533920000
2021-02-25,233966500000
2021-02-26,228997300000
2021-03-01,229245760000
2021-03-02,227672180000
2021-03-03,229328580000
2021-03-04,226926800000
2021-03-05,231896000000
2021-03-08,235167390000
2021-03-09,232724200000
2021-03-10,236368280000
2021-03-11,229866910000
2021-03-12,230363830000
2021-03-15,230405240000
2021-03-16,230405240000
2021-03-17,230860750000
2021-03-18,233179710000
2021-03-19,232889840000
2021-03-22,234339190000
2021-03-23,235664310000
2021-03-24,236078410000
2021-03-25,237610580000
2021-03-26,240923380000
2021-03-29,243615030000
2021-03-30,242621190000
2021-03-31,240799150000
2021-04-01,241420300000
2021-04-05,243780670000
2021-04-06,244774510000
2021-04-07,244319000000
2021-04-08,238521600000
2021-04-09,238066090000
2021-04-12,238273140000
2021-04-13,238604420000
2021-04-14,238935700000
2021-04-15,238935700000
2021-04-16,241337480000
2021-04-19,241792990000
2021-04-20,241792990000
2021-04-21,240757740000
2021-04-22,237196480000
2021-04-23,237279300000
2021-04-26,235788540000
2021-04-27,233221120000
2021-04-28,233676630000
2021-04-29,237362120000
2021-04-30,239308390000
2021-05-03,239846720000
2021-05-04,242662600000
2021-05-05,243035290000
2021-05-06,245519890000
2021-05-07,243159520000
2021-05-10,246472320000
2021-05-11,242414140000
2021-05-12,241875810000
2021-05-13,243532210000
2021-05-14,243035290000
2021-05-17,239929540000
2021-05-18,236782380000
2021-05-19,235705720000
2021-05-20,235167390000
2021-05-21,235664310000
2021-05-24,235954180000
2021-05-25,233883680000
2021-05-26,233386760000
2021-05-27,233096890000
2021-05-28,233925090000
2021-06-01,233469580000
2021-06-02,234587650000
2021-06-03,235954180000
2021-06-04,237279300000
2021-06-07,236865200000
2021-06-08,236658150000
2021-06-09,236244050000
2021-06-10,237444940000
2021-06-11,237403530000
2021-06-14,236782380000
2021-06-15,237237890000
2021-06-16,234546240000
2021-06-17,234090730000
2021-06-18,231150620000
2021-06-21,233510990000
2021-06-22,233428170000
2021-06-23,232185870000
2021-06-24,233428170000
2021-06-25,233469580000
2021-06-28,232641380000
2021-06-29,231233440000
2021-06-30,232076260000
2021-07-01,233153180000
2021-07-02,233774480000
2021-07-06,233650220000
2021-07-07,234147260000
2021-07-08,230626560000
2021-07-09,232241940000
2021-07-12,232573300000
2021-07-13,232324780000
2021-07-14,233277440000
2021-07-15,234230100000
2021-07-16,233857320000
2021-07-19,231289280000
2021-07-20,230212360000
2021-07-21,231744900000
2021-07-22,231744900000
2021-07-23,231454960000
2021-07-26,231040760000
2021-07-27,232780400000
2021-07-28,230792240000
2021-07-29,231869160000
2021-07-30,231040760000
2021-08-02,230957920000
2021-08-03,230833660000
2021-08-04,229342540000
2021-08-05,229052600000
2021-08-06,228721240000
2021-08-09,228307040000
2021-08-10,229798160000
2021-08-11,230170940000
2021-08-12,230460880000
2021-08-13,231413540000
2021-08-16,231869160000
2021-08-17,232697560000
2021-08-18,229756740000
2021-08-19,229342540000
2021-08-20,229963840000
2021-08-23,229549640000
2021-08-24,227851420000
2021-08-25,227520060000
2021-08-26,226153200000
2021-08-27,226857340000
2021-08-30,226857340000
2021-08-31,227810000000
2021-09-01,227561480000
2021-09-02,229011180000
2021-09-03,229591060000
2021-09-07,227064440000
2021-09-08,227437220000
2021-09-09,225490480000
2021-09-10,224620660000
2021-09-13,226236040000
2021-09-14,225366220000
2021-09-15,226028940000
2021-09-16,225449060000
2021-09-17,224827760000
2021-09-20,224744920000
2021-09-21,223792260000
2021-09-22,223916520000
2021-09-23,225407640000
2021-09-24,225200540000
2021-09-27,225614740000
2021-09-28,224330720000
2021-09-29,225241960000
2021-09-30,225059670000
2021-10-01,226268100000
2021-10-04,227101500000
2021-10-05,227143170000
2021-10-06,227226510000
2021-10-07,224601300000
2021-10-08,221851080000
2021-10-11,217434060000
2021-10-12,213892110000
2021-10-13,213975450000
2021-10-14,216350640000
2021-10-15,217809090000
2021-10-18,216308970000
2021-10-19,218142450000
2021-10-20,223392870000
2021-10-21,222476130000
2021-10-22,220559310000
2021-10-25,219100860000
2021-10-26,221184360000
2021-10-27,219309210000
2021-10-28,220017600000
2021-10-29,220809330000
2021-11-01,220642650000
2021-11-02,219059190000
2021-11-03,220600980000
2021-11-04,216058950000
2021-11-05,217684080000
2021-11-08,218059110000
2021-11-09,217684080000
2021-11-10,219184200000
2021-11-11,218559150000
2021-11-12,218100780000
2021-11-15,218350800000
2021-11-16,216934020000
2021-11-17,215558910000
2021-11-18,213517080000
2021-11-19,211933620000
2021-11-22,214767180000
2021-11-23,215642250000
2021-11-24,215267220000
2021-11-26,215850600000
2021-11-29,215267220000
2021-11-30,209475090000
2021-12-01,207391590000
2021-12-02,211391910000
2021-12-03,214267140000
2021-12-06,212808690000
2021-12-07,211641930000
2021-12-08,210391830000
2021-12-09,209016720000
2021-12-10,209141730000
2021-12-13,209516760000
2021-12-14,211058550000
2021-12-15,210641850000
2021-12-16,219809250000
2021-12-17,221559390000
2021-12-20,221226030000
2021-12-21,219934260000
2021-12-22,219892590000
2021-12-23,219517560000
2021-12-27,219517560000
2021-12-28,219684240000
2021-12-29,218184120000
2021-12-30,217725750000
2021-12-31,218283960000
2022-01-03,220300440000
2022-01-04,224627470000
2022-01-05,226938020000
2022-01-06,225845760000
2022-01-07,227862240000
2022-01-10,226307870000
2022-01-11,225131590000
2022-01-12,224543450000
2022-01-13,224837520000
2022-01-14,223829280000
2022-01-18,224459430000
2022-01-19,224753500000
2022-01-20,224333400000
2022-01-21,223325160000
2022-01-24,222484960000
2022-01-25,222232900000
2022-01-26,214335020000
2022-01-27,215049190000
2022-01-28,222232900000
2022-01-31,223619230000
2022-02-01,223493200000
2022-02-02,226013800000
2022-02-03,225971790000
2022-02-04,223955310000
2022-02-07,222653000000
2022-02-08,221896820000
2022-02-09,224753500000
2022-02-10,222821040000
2022-02-11,223997320000
2022-02-14,223787270000
2022-02-15,224165360000
2022-02-16,224333400000
2022-02-17,225089580000
2022-02-18,226139830000
2022-02-22,226433900000
2022-02-23,224375410000
2022-02-24,220930590000
2022-02-25,227358120000
2022-02-28,225467670000
2022-03-01,225215610000
2022-03-02,227442140000
2022-03-03,229626660000
2022-03-04,231517110000
2022-03-07,229710680000
2022-03-08,223703250000
2022-03-09,222989080000
2022-03-10,223619230000
2022-03-11,222821040000
2022-03-14,220552500000
2022-03-15,221644760000
2022-03-16,220510490000
2022-03-17,219964360000
2022-03-18,213410800000
2022-03-21,214671100000
2022-03-22,214251000000
2022-03-23,214124970000
2022-03-24,214251000000
2022-03-25,215427280000
2022-03-28,214965170000
2022-03-29,215301250000
2022-03-30,216813610000
2022-03-31,213998940000
2022-04-01,218956120000
2022-04-04,220384460000
2022-04-05,221728780000
2022-04-06,223493200000
2022-04-07,221266670000
2022-04-08,224879530000
2022-04-11,226433900000
2022-04-12,225467670000
2022-04-13,227442140000
2022-04-14,226139830000
2022-04-18,224291390000
2022-04-19,225803750000
2022-04-20,228576410000
2022-04-21,231097010000
2022-04-22,218073910000
2022-04-25,211226280000
2022-04-26,207571410000
2022-04-27,203580460000
2022-04-28,203328400000
2022-04-29,194506300000
2022-05-02,194212230000
2022-05-03,198161170000
2022-05-04,203202370000
2022-05-05,200975840000
2022-05-06,202782270000
2022-05-09,204252620000
2022-05-10,202194130000
2022-05-11,201143880000
2022-05-12,201900060000
2022-05-13,202404180000
2022-05-16,206017040000
2022-05-17,205596940000
2022-05-18,205386890000
2022-05-19,206269100000
2022-05-20,208075530000
2022-05-23,208663670000
2022-05-24,212906680000
2022-05-25,215259240000
2022-05-26,214208990000
2022-05-27,215931400000
2022-05-31,215469290000
2022-06-01,215931400000
2022-06-02,215469290000
2022-06-03,213452810000
2022-06-06,215259240000
2022-06-07,216981650000
2022-06-08,216561550000
2022-06-09,213998940000
2022-06-10,213494820000
2022-06-13,208327590000
2022-06-14,206521160000
2022-06-15,206479150000
2022-06-16,205176840000
2022-06-17,205975030000
2022-06-21,212780650000
2022-06-22,213368790000
2022-06-23,218830090000
2022-06-24,214082960000
2022-06-27,214082960000
2022-06-28,211982460000
2022-06-29,213998940000
2022-06-30,213251500000
2022-07-01,216991280000
2022-07-05,216066840000
2022-07-06,216445020000
2022-07-07,213083420000
2022-07-08,212158980000
2022-07-11,212201000000
2022-07-12,213377560000
2022-07-13,212243020000
2022-07-14,212158980000
2022-07-15,214386040000
2022-07-18,211276560000
2022-07-19,211990900000
2022-07-20,206192140000
2022-07-21,200267320000
2022-07-22,186778900000
2022-07-25,188081520000
2022-07-26,188753840000
2022-07-27,188711820000
2022-07-28,191401100000
2022-07-29,194090380000
2022-08-01,194384520000
2022-08-02,190518680000
2022-08-03,190476660000
2022-08-04,186694860000
2022-08-05,188879900000
2022-08-08,187157080000
2022-08-09,187745360000
2022-08-10,188417680000
2022-08-11,188165560000
2022-08-12,189720300000
2022-08-15,191443120000
2022-08-16,192451600000
2022-08-17,190518680000
2022-08-18,185686380000
2022-08-19,186652840000
2022-08-22,185602340000
2022-08-23,182660940000
2022-08-24,182997100000
2022-08-25,183795480000
2022-08-26,181736500000
2022-08-29,182072660000
2022-08-30,178711060000
2022-08-31,175685620000
2022-09-01,175685620000
2022-09-02,173542600000
2022-09-06,172702200000
2022-09-07,172618160000
2022-09-08,173626640000
2022-09-09,177492480000
2022-09-12,179677520000
2022-09-13,175433500000
2022-09-14,173458560000
2022-09-15,172408060000
2022-09-16,173332500000
2022-09-19,173290480000
2022-09-20,170559180000
2022-09-21,165894960000
2022-09-22,167785860000
2022-09-23,166063040000
2022-09-26,163583860000
2022-09-27,163415780000
2022-09-28,165516780000
2022-09-29,162365280000
2022-09-30,159625880000
2022-10-03,164628640000
2022-10-04,167361240000
2022-10-05,165637600000
2022-10-06,159079360000
2022-10-07,154917400000
2022-10-10,153950480000
2022-10-11,151091760000
2022-10-12,149998720000
2022-10-13,153025600000
2022-10-14,152941520000
2022-10-17,156304720000
2022-10-18,155842280000
2022-10-19,153740280000
2022-10-20,155548000000
2022-10-21,148611400000
2022-10-24,151217880000
2022-10-25,153151720000
2022-10-26,153151720000
2022-10-27,152100720000
2022-10-28,158364680000
2022-10-31,157103480000
2022-11-01,157103480000
2022-11-02,158532840000
2022-11-03,156178600000
2022-11-04,156556960000
2022-11-07,156346760000
2022-11-08,159205480000
2022-11-09,158154480000
2022-11-10,161938080000
2022-11-11,161013200000
2022-11-14,161055240000
2022-11-15,158490800000
2022-11-16,159247520000
2022-11-17,160424640000
2022-11-18,162064200000
2022-11-21,162358480000
2022-11-22,164796800000
2022-11-23,163619680000
2022-11-25,164040080000
2022-11-28,160760960000
2022-11-29,161181360000
2022-11-30,163871920000
2022-12-01,161139320000
2022-12-02,160508720000
2022-12-05,155842280000
2022-12-06,155085560000
2022-12-07,156262680000
2022-12-08,155968400000
2022-12-09,157229600000
2022-12-12,159541800000
2022-12-13,159163440000
2022-12-14,157439800000
2022-12-15,158785080000
2022-12-16,156052480000
2022-12-19,155674120000
2022-12-20,155505960000
2022-12-21,158827120000
2022-12-22,161055240000
2022-12-23,161475640000
2022-12-27,165007000000
2022-12-28,163157240000
2022-12-29,165049040000
2022-12-30,165637600000
2023-01-03,168784840000
2023-01-04,173033910000
2023-01-05,175431900000
2023-01-06,177493330000
2023-01-09,174043590000
2023-01-10,176483650000
2023-01-11,173244260000
2023-01-12,175894670000
2023-01-13,176105020000
2023-01-17,171855950000
2023-01-18,168153790000
2023-01-19,168532420000
2023-01-20,168280000000
2023-01-23,166723410000
2023-01-24,170046940000
2023-01-25,169668310000
2023-01-26,169415890000
2023-01-27,170972480000
2023-01-30,172697350000
2023-01-31,174884990000
2023-02-01,175389830000
2023-02-02,175978810000
2023-02-03,174632570000
2023-02-06,173664960000
2023-02-07,170593850000
2023-02-08,170467640000
2023-02-09,167480670000
2023-02-10,168322070000
2023-02-13,169626240000
2023-02-14,169668310000
2023-02-15,169878660000
2023-02-16,167606880000
2023-02-17,169205540000
2023-02-21,164914400000
2023-02-22,165250960000
2023-02-23,162095710000
2023-02-24,162979180000
2023-02-27,163568160000
2023-02-28,163273670000
2023-03-01,161128100000
2023-03-02,161590870000
2023-03-03,160959820000
