,EFX
2021-02-26,19716984000
2021-03-01,20293098000
2021-03-02,20229762000
2021-03-03,20345472000
2021-03-04,19954494000
2021-03-05,20675550000
2021-03-08,21088452000
2021-03-09,21302820000
2021-03-10,21016590000
2021-03-11,20793696000
2021-03-12,20770554000
2021-03-15,21150570000
2021-03-16,21019026000
2021-03-17,20948382000
2021-03-18,21034860000
2021-03-19,21215124000
2021-03-22,21330834000
2021-03-23,21373464000
2021-03-24,21243138000
2021-03-25,21558600000
2021-03-26,22228500000
2021-03-29,22373442000
2021-03-30,22323504000
2021-03-31,22061634000
2021-04-01,22241898000
2021-04-05,22744932000
2021-04-06,22535436000
2021-04-07,22117662000
2021-04-08,22379532000
2021-04-09,22631658000
2021-04-12,22803396000
2021-04-13,22897182000
2021-04-14,22597554000
2021-04-15,22941030000
2021-04-16,23261364000
2021-04-19,23092062000
2021-04-20,23409960000
2021-04-21,23462334000
2021-04-22,26967738000
2021-04-23,27979896000
2021-04-26,27469554000
2021-04-27,28542612000
2021-04-28,27685140000
2021-04-29,27770400000
2021-04-30,27920214000
2021-05-03,28487802000
2021-05-04,28867818000
2021-05-05,29213730000
2021-05-06,28886088000
2021-05-07,29178408000
2021-05-10,29130906000
2021-05-11,29061480000
2021-05-12,28406196000
2021-05-13,28869036000
2021-05-14,29160138000
2021-05-17,28950642000
2021-05-18,28459788000
2021-05-19,28431774000
2021-05-20,28417158000
2021-05-21,28882434000
2021-05-24,28927500000
2021-05-25,28614474000
2021-05-26,28406196000
2021-05-27,28685118000
2021-05-28,28627872000
2021-06-01,28391580000
2021-06-02,28202790000
2021-06-03,27889764000
2021-06-04,28428120000
2021-06-07,27858096000
2021-06-08,27981114000
2021-06-09,27848352000
2021-06-10,27893418000
2021-06-11,28130928000
2021-06-14,27873930000
2021-06-15,28188174000
2021-06-16,28123620000
2021-06-17,28531650000
2021-06-18,28355040000
2021-06-21,29076096000
2021-06-22,29001798000
2021-06-23,28590114000
2021-06-24,29132124000
2021-06-25,29108982000
2021-06-28,28921410000
2021-06-29,29147958000
2021-06-30,29196269000
2021-07-01,29398623000
2021-07-02,29541246000
2021-07-06,29973991000
2021-07-07,30258018000
2021-07-08,29858186000
2021-07-09,30297026000
2021-07-12,30139775000
2021-07-13,29872814000
2021-07-14,30145870000
2021-07-15,30560330000
2021-07-16,31039397000
2021-07-19,30320187000
2021-07-20,31277101999
2021-07-21,31089376000
2021-07-22,30440868000
2021-07-23,30849233000
2021-07-26,31097909000
2021-07-27,31485551000
2021-07-28,31561129000
2021-07-29,31768359000
2021-07-30,31767140000
2021-08-02,31509931000
2021-08-03,31656211000
2021-08-04,31217370999
2021-08-05,31183239000
2021-08-06,30941877000
2021-08-09,30869956000
2021-08-10,31592823000
2021-08-11,31854908000
2021-08-12,31628173999
2021-08-13,31706190000
2021-08-16,31780548999
2021-08-17,31928048000
2021-08-18,31019893000
2021-08-19,31545281999
2021-08-20,31512369000
2021-08-23,31676934000
2021-08-24,31585509000
2021-08-25,32292529000
2021-08-26,32058481000
2021-08-27,32530234000
2021-08-30,32571680000
2021-08-31,33188494000
2021-09-01,33365248999
2021-09-02,33878448000
2021-09-03,33922331999
2021-09-07,33423761000
2021-09-08,33591983000
2021-09-09,33630991000
2021-09-10,33262853000
2021-09-13,33382315000
2021-09-14,33383534000
2021-09-15,33292109000
2021-09-16,33400600000
2021-09-17,32728931000
2021-09-20,32086518000
2021-09-21,31618422000
2021-09-22,32020692000
2021-09-23,32318128000
2021-09-24,32364450000
2021-09-27,31996312000
2021-09-28,31267350000
2021-09-29,31273445000
2021-09-30,30917240000
2021-10-01,31269820000
2021-10-04,30914800000
2021-10-05,31537000000
2021-10-06,31356439999
2021-10-07,31641920000
2021-10-08,31558960000
2021-10-11,31428420000
2021-10-12,31186860000
2021-10-13,31102680000
2021-10-14,31848100000
2021-10-15,32201900000
2021-10-18,32808240000
2021-10-19,33327960000
2021-10-20,32908280000
2021-10-21,31167340000
2021-10-22,32730159999
2021-10-25,33523159999
2021-10-26,33058340000
2021-10-27,32615479999
2021-10-28,33615880000
2021-10-29,33846460000
2021-11-01,33861100000
2021-11-02,33490220000
2021-11-03,33887939999
2021-11-04,34718760000
2021-11-05,34716320000
2021-11-08,35001800000
2021-11-09,35177480000
2021-11-10,33829380000
2021-11-11,33626860000
2021-11-12,34170979999
2021-11-15,34449140000
2021-11-16,35537380000
2021-11-17,35455640000
2021-11-18,35281180000
2021-11-19,35240920000
2021-11-22,34302740000
2021-11-23,34519900000
2021-11-24,34582120000
2021-11-26,33884280000
2021-11-29,34655320000
2021-11-30,33995299999
2021-12-01,33862320000
2021-12-02,35502000000
2021-12-03,34465000000
2021-12-06,34422300000
2021-12-07,35606920000
2021-12-08,35981460000
2021-12-09,35603260000
2021-12-10,36004640000
2021-12-13,36240100000
2021-12-14,35162840000
2021-12-15,35564220000
2021-12-16,35409280000
2021-12-17,33750080000
2021-12-20,33668340000
2021-12-21,34168540000
2021-12-22,34574800000
2021-12-23,35017660000
2021-12-27,35514200000
2021-12-28,35869220000
2021-12-29,35908260000
2021-12-30,35567880000
2021-12-31,35778938000
2022-01-03,34704800000
2022-01-04,34901542000
2022-01-05,34126793999
2022-01-06,34197670000
2022-01-07,32682390000
2022-01-10,31867315999
2022-01-11,32161818000
2022-01-12,31993182000
2022-01-13,31151224000
2022-01-14,30488900000
2022-01-18,29408652000
2022-01-19,28585024000
2022-01-20,27941030000
2022-01-21,27575652000
2022-01-24,28618018000
2022-01-25,27624532000
2022-01-26,27691742000
2022-01-27,27485224000
2022-01-28,28600910000
2022-01-31,29298672000
2022-02-01,29599284000
2022-02-02,29959774000
2022-02-03,28527590000
2022-02-04,28603354000
2022-02-07,28647346000
2022-02-08,28847754000
2022-02-09,29376880000
2022-02-10,28248974000
2022-02-11,27495000000
2022-02-14,27003756000
2022-02-15,27095406000
2022-02-16,27095406000
2022-02-17,25906400000
2022-02-18,26033488000
2022-02-22,25935728000
2022-02-23,25437152000
2022-02-24,26385424000
2022-02-25,26708032000
2022-02-28,26681148000
2022-03-01,26766688000
2022-03-02,27442454000
2022-03-03,27398462000
2022-03-04,27821274000
2022-03-07,26618826000
2022-03-08,26549172000
2022-03-09,27501110000
2022-03-10,27642862000
2022-03-11,27360580000
2022-03-14,27914146000
2022-03-15,28202538000
2022-03-16,28574026000
2022-03-17,29257124000
2022-03-18,29463642000
2022-03-21,29064048000
2022-03-22,29279120000
2022-03-23,28914964000
2022-03-24,28903966000
2022-03-25,28773212000
2022-03-28,29161808000
2022-03-29,29710486000
2022-03-30,29270566000
2022-03-31,29021040000
2022-04-01,28657512000
2022-04-04,28702800000
2022-04-05,28378440000
2022-04-06,27300096000
2022-04-07,27470232000
2022-04-08,27313560000
2022-04-11,26715024000
2022-04-12,26584056000
2022-04-13,26316000000
2022-04-14,26484912000
2022-04-18,26058960000
2022-04-19,26735832000
2022-04-20,27100584000
2022-04-21,24841080000
2022-04-22,24920640000
2022-04-25,26120160000
2022-04-26,25405344000
2022-04-27,24530184000
2022-04-28,25254792000
2022-04-29,24910848000
2022-05-02,25153200000
2022-05-03,25096896000
2022-05-04,26024688000
2022-05-05,25487352000
2022-05-06,25104240000
2022-05-09,24434712000
2022-05-10,24528960000
2022-05-11,23446944000
2022-05-12,23581584000
2022-05-13,24258456000
2022-05-16,23989176000
2022-05-17,24151968000
2022-05-18,23020992000
2022-05-19,23397984000
2022-05-20,23820264000
2022-05-23,24110352000
2022-05-24,23442048000
2022-05-25,23943888000
2022-05-26,24752952000
2022-05-27,25249896000
2022-05-31,24795792000
2022-06-01,24306192000
2022-06-02,24926760000
2022-06-03,24548544000
2022-06-06,24415128000
2022-06-07,24546096000
2022-06-08,24012432000
2022-06-09,23497128000
2022-06-10,22442040000
2022-06-13,21981816000
2022-06-14,21055248000
2022-06-15,21828816000
2022-06-16,20850840000
2022-06-17,21189888000
2022-06-21,21459168000
2022-06-22,22126248000
2022-06-23,22318416000
2022-06-24,22623192000
2022-06-27,22636656000
2022-06-28,21967128000
2022-06-29,22052808000
2022-06-30,22372272000
2022-07-01,22833720000
2022-07-05,22767624000
2022-07-06,23122584000
2022-07-07,23377176000
2022-07-08,23311080000
2022-07-11,23218056000
2022-07-12,22910832000
2022-07-13,22598712000
2022-07-14,23185008000
2022-07-15,23552208000
2022-07-18,23460408000
2022-07-19,24602400000
2022-07-20,25112808000
2022-07-21,24548544000
2022-07-22,24584040000
2022-07-25,24254784000
2022-07-26,23647680000
2022-07-27,24282936000
2022-07-28,25398000000
2022-07-29,25570584000
2022-08-01,25799472000
2022-08-02,25252344000
2022-08-03,26072424000
2022-08-04,26167896000
2022-08-05,26003880000
2022-08-08,26083440000
2022-08-09,25986744000
2022-08-10,26874144000
2022-08-11,26719920000
2022-08-12,27213192000
2022-08-15,26957376000
2022-08-16,26437176000
2022-08-17,26196048000
2022-08-18,26044272000
2022-08-19,25543656000
2022-08-22,25424928000
2022-08-23,25033248000
2022-08-24,25198488000
2022-08-25,25424928000
2022-08-26,24128712000
2022-08-29,23510592000
2022-08-30,23230296000
2022-08-31,23103000000
2022-09-01,23262120000
2022-09-02,22950000000
2022-09-06,22935312000
2022-09-07,23681952000
2022-09-08,24035688000
2022-09-09,24132384000
2022-09-12,24312312000
2022-09-13,23418792000
2022-09-14,23005080000
2022-09-15,22854528000
2022-09-16,22429800000
2022-09-19,22351464000
2022-09-20,21767616000
2022-09-21,21626856000
2022-09-22,21088296000
2022-09-23,21408984000
2022-09-26,21218040000
2022-09-27,20725992000
2022-09-28,21191112000
2022-09-29,20453040000
2022-09-30,21000175000
2022-10-03,21234150000
2022-10-04,22331750000
2022-10-05,22047550000
2022-10-06,21354200000
2022-10-07,20680450000
2022-10-10,20647375000
2022-10-11,20067950000
2022-10-12,20175750000
2022-10-13,20203925000
2022-10-14,19488525000
2022-10-17,20119400000
2022-10-18,20327650000
2022-10-19,19614700000
2022-10-20,18404400000
2022-10-21,18622450000
2022-10-24,19232500000
2022-10-25,19781300000
2022-10-26,20211275000
2022-10-27,20402375000
2022-10-28,20934025000
2022-10-31,20768650000
2022-11-01,20701275000
2022-11-02,19827850000
2022-11-03,19569375000
2022-11-04,19978525000
2022-11-07,20304375000
2022-11-08,20561625000
2022-11-09,20227200000
2022-11-10,23006725000
2022-11-11,23763775000
2022-11-14,24243975000
2022-11-15,25369750000
2022-11-16,24887100000
2022-11-17,24378725000
2022-11-18,24522050000
2022-11-21,24082275000
2022-11-22,23758875000
2022-11-23,24246425000
2022-11-25,24552675000
2022-11-28,23371775000
2022-11-29,23142700000
2022-11-30,24177825000
2022-12-01,24775625000
2022-12-02,24669050000
2022-12-05,23725800000
2022-12-06,23772350000
2022-12-07,23745400000
2022-12-08,24264800000
2022-12-09,24187625000
2022-12-12,24335850000
2022-12-13,25352600000
2022-12-14,24861375000
2022-12-15,24231725000
2022-12-16,23507750000
2022-12-19,23418325000
2022-12-20,23299500000
2022-12-21,24134950000
2022-12-22,23791950000
2022-12-23,23976925000
2022-12-27,23806650000
2022-12-28,23299500000
2022-12-29,24106775000
2022-12-30,23809100000
2023-01-03,24312806000
2023-01-04,25085186000
2023-01-05,24287060000
2023-01-06,25086412000
2023-01-09,25088864000
2023-01-10,25133000000
2023-01-11,26177552000
2023-01-12,26506120000
2023-01-13,26604200000
2023-01-17,26491408000
2023-01-18,26680212000
2023-01-19,26659370000
2023-01-20,27301794000
2023-01-23,27234364000
2023-01-24,27214748000
2023-01-25,26395780000
2023-01-26,26626268000
2023-01-27,26756224000
2023-01-30,26647110000
2023-01-31,27241720000
2023-02-01,27538412000
2023-02-02,28277690000
2023-02-03,27706374000
2023-02-06,27242946000
2023-02-07,27331218000
2023-02-08,26996520000
2023-02-09,25345098000
2023-02-10,25275216000
2023-02-13,26224140000
2023-02-14,26243756000
2023-02-15,26791778000
2023-02-16,26113800000
2023-02-17,25956872000
2023-02-21,24987106000
2023-02-22,25166102000
2023-02-23,25079056000
2023-02-24,24537164000
2023-02-27,24481994000
2023-02-28,24830178000
2023-03-01,24610724000
2023-03-02,24759070000
2023-03-03,25441952000
2023-03-06,25183266000
2023-03-07,24516322000
2023-03-08,24513870000
2023-03-09,24175494000
2023-03-10,23678964000
2023-03-13,23907000000
2023-03-14,24317710000
2023-03-15,24429276000
2023-03-16,24603368000
2023-03-17,24629114000
2023-03-20,24627888000
2023-03-21,24877992000
2023-03-22,24159556000
2023-03-23,24008758000
2023-03-24,24223308000
2023-03-27,24224534000
2023-03-28,23958492000
2023-03-29,24363072000
2023-03-30,24481994000
2023-03-31,24888468000
2023-04-03,24814848000
2023-04-04,24798897000
2023-04-05,24466380000
2023-04-06,24099507000
2023-04-10,24265152000
2023-04-11,24611166000
2023-04-12,23998893000
2023-04-13,24313005000
2023-04-14,23982942000
2023-04-17,24127728000
2023-04-18,23901960000
2023-04-19,23915457000
2023-04-20,24813621000
2023-04-21,24879879000
2023-04-24,24654111000
2023-04-25,24298281000
2023-04-26,24373128000
2023-04-27,25241844000
2023-04-28,25568226000
2023-05-01,25201353000
2023-05-02,24457791000
2023-05-03,24540000000
2023-05-04,24201348000
2023-05-05,24553497000
2023-05-08,24617301000
2023-05-09,24452883000
2023-05-10,24957180000
2023-05-11,24990309000
2023-05-12,25024665000
2023-05-15,25223439000
2023-05-16,24924051000
2023-05-17,25222212000
2023-05-18,25808718000
2023-05-19,25781724000
2023-05-22,26418537000
2023-05-23,25774362000
2023-05-24,25489698000
2023-05-25,25414851000
2023-05-26,25845528000
2023-05-30,25860252000
2023-05-31,25597674000
2023-06-01,25589085000
2023-06-02,26214855000
2023-06-05,26240622000
2023-06-06,26938785000
2023-06-07,27202590000
2023-06-08,27462714000
2023-06-09,27465168000
2023-06-12,28072533000
2023-06-13,28562106000
2023-06-14,28185417000
2023-06-15,28515480000
2023-06-16,28192779000
2023-06-20,27946152000
2023-06-21,28068852000
2023-06-22,27785415000
2023-06-23,27488481000
2023-06-26,27503205000
2023-06-27,28066398000
2023-06-28,28543701000
2023-06-29,28765788000
2023-06-30,28941900000
2023-07-03,28182990000
2023-07-05,28447440000
2023-07-06,27671310000
2023-07-07,27750030000
2023-07-10,28182990000
2023-07-11,28417920000
2023-07-12,28510170000
2023-07-13,28677450000
2023-07-14,29091960000
2023-07-17,29168220000
2023-07-18,29250630000
2023-07-19,29211270000
2023-07-20,26613510000
2023-07-21,26119050000
2023-07-24,25405650000
2023-07-25,25582770000
2023-07-26,25030500000
2023-07-27,24951780000
2023-07-28,24940710000
2023-07-31,25101840000
2023-08-01,24871830000
2023-08-02,24809100000
2023-08-03,24244530000
2023-08-04,24318330000
2023-08-07,24360150000
2023-08-08,24497910000
2023-08-09,24389670000
2023-08-10,24392130000
2023-08-11,24269130000
2023-08-14,24196560000
2023-08-15,23791890000
2023-08-16,23782050000
2023-08-17,23472090000
2023-08-18,23635680000
2023-08-21,23580330000
2023-08-22,23604930000
2023-08-23,24136290000
2023-08-24,24162120000
2023-08-25,24351540000
2023-08-28,24585240000
2023-08-29,25266660000
2023-08-30,25523730000
2023-08-31,25424100000
2023-09-01,25440090000
2023-09-05,25099380000
2023-09-06,25115370000
2023-09-07,24782040000
2023-09-08,24176880000
2023-09-11,24355230000
2023-09-12,24293730000
2023-09-13,24260520000
2023-09-14,24563100000
2023-09-15,24213780000
2023-09-18,23978850000
2023-09-19,24169500000
2023-09-20,23905050000
2023-09-21,22887840000
2023-09-22,22823880000
2023-09-25,22645530000
2023-09-26,22184280000
2023-09-27,22228560000
2023-09-28,22509000000
2023-09-29,22531140000
2023-10-02,22062069000
2023-10-03,22025079000
2023-10-04,22195233000
2023-10-05,22288941000
2023-10-06,22467726000
2023-10-09,22872150000
2023-10-10,23089158000
2023-10-11,23007780000
2023-10-12,22327164000
2023-10-13,21999186000
2023-10-16,22196466000
2023-10-17,22300038000
2023-10-18,21597228000
2023-10-19,22068234000
2023-10-20,21746421000
2023-10-23,22075632000
2023-10-24,20924010000
2023-10-25,20242161000
2023-10-26,20489994000
2023-10-27,20058444000
2023-10-30,20223666000
2023-10-31,20907981000
2023-11-01,20677410000
2023-11-02,21936303000
2023-11-03,22418406000
2023-11-06,22291407000
2023-11-07,22657608000
2023-11-08,22743918000
2023-11-09,22732821000
2023-11-10,22799403000
2023-11-13,22689666000
2023-11-14,24219819000
2023-11-15,24487380000
2023-11-16,24706854000
2023-11-17,25302393000
2023-11-20,25835049000
2023-11-21,25842447000
2023-11-22,25959582000
2023-11-24,25984242000
2023-11-27,26091513000
2023-11-28,26266599000
2023-11-29,26706780000
2023-11-30,26843643000
2023-12-01,27387396000
2023-12-04,27759762000
2023-12-05,27567414000
2023-12-06,27688248000
2023-12-07,27650025000
2023-12-08,28159254000
2023-12-11,28616697000
2023-12-12,28917549000
2023-12-13,29831202000
2023-12-14,30416877000
2023-12-15,30159180000
2023-12-18,30732525000
2023-12-19,30386052000
2023-12-20,29318274000
2023-12-21,29864493000
2023-12-22,30070404000
2023-12-26,30525381000
2023-12-27,30875553000
2023-12-28,30776913000
2023-12-29,30490857000
2024-01-02,29623945000
2024-01-03,28779205000
2024-01-04,28910115000
2024-01-05,29271970000
2024-01-08,30426695000
2024-01-09,30043845000
2024-01-10,30236505000
2024-01-11,29989505000
2024-01-12,30104360000
2024-01-16,30436575000
2024-01-17,30166110000
2024-01-18,30297020000
2024-01-19,30299490000
2024-01-22,30688515000
2024-01-23,30765085000
2024-01-24,30556370000
2024-01-25,30681105000
2024-01-26,30395820000
2024-01-29,30888585000
2024-01-30,30653935000
2024-01-31,30175990000
2024-02-01,30915755000
2024-02-02,30862650000
2024-02-05,30237740000
2024-02-06,30045080000
2024-02-07,29869710000
2024-02-08,31129410000
2024-02-09,30773730000
2024-02-12,31588830000
2024-02-13,30620590000
2024-02-14,30916990000
2024-02-15,32174219999
2024-02-16,31872879999
2024-02-20,31844475000
2024-02-21,31743204999
2024-02-22,32749730000
2024-02-23,32848530000
2024-02-26,32758375000
2024-02-27,33138754999
2024-02-28,33012785000
2024-02-29,33788364999
2024-03-01,33466030000
2024-03-04,33242495000
2024-03-05,32195215000
2024-03-06,32665750000
2024-03-07,33462325000
2024-03-08,33345000000
2024-03-11,32499024999
2024-03-12,33121465000
2024-03-13,32329829999
2024-03-14,31703684999
2024-03-15,31238090000
2024-03-18,31501145000
2024-03-19,32090239999
2024-03-20,32689215000
2024-03-21,32848530000
2024-03-22,32623760000
2024-03-25,32240910000
2024-03-26,32168045000
2024-03-27,32406399999
2024-03-28,33038719999
2024-04-01,32200155000
2024-04-02,31578950000
2024-04-03,31602415000
2024-04-04,31126940000
2024-04-05,31634524999
2024-04-08,31990204999
2024-04-09,32448390000
2024-04-10,30688515000
2024-04-11,30778670000
2024-04-12,30503265000
2024-04-15,30000620000
2024-04-16,29463395000
2024-04-17,29353480000
2024-04-18,26862485000
2024-04-19,26700700000
2024-04-22,27037855000
2024-04-23,27720810000
2024-04-24,27875185000
2024-04-25,27945580000
2024-04-26,27592370000
2024-04-29,27851720000
2024-04-30,27193465000
2024-05-01,27252745000
2024-05-02,27725750000
2024-05-03,28040675000
2024-05-06,28570490000
2024-05-07,29237390000
2024-05-08,28936050000
2024-05-09,29543670000
2024-05-10,29836365000
2024-05-13,30224155000
2024-05-14,30550195000
2024-05-15,31035550000
2024-05-16,30867590000
2024-05-17,30720625000
2024-05-20,31083715000
2024-05-21,29399175000
2024-05-22,29900585000
2024-05-23,29289260000
2024-05-24,29642470000
2024-05-28,29208985000
2024-05-29,28511210000
2024-05-30,28354365000
2024-05-31,28576665000
2024-06-03,28545790000
2024-06-04,28975570000
2024-06-05,29800550000
2024-06-06,29518970000
2024-06-07,28810080000
2024-06-10,28744625000
2024-06-11,28460575000
2024-06-12,30099420000
2024-06-13,30282200000
2024-06-14,29838835000
2024-06-17,29522675000
2024-06-18,29862300000
2024-06-20,29611595000
2024-06-21,29607890000
2024-06-24,29680755000
2024-06-25,29328780000
2024-06-26,29238625000
2024-06-27,29616535000
2024-06-28,29943810000
2024-07-01,29197870000
2024-07-02,29635060000
2024-07-03,29690635000
2024-07-05,29916640000
2024-07-08,29800550000
2024-07-09,29672110000
2024-07-10,29622710000
2024-07-11,31231915000
2024-07-12,31859295000
2024-07-15,32034589000
2024-07-16,32731020000
2024-07-17,32069225000
2024-07-18,32680303000
2024-07-19,32199110000
2024-07-22,33351994000
2024-07-23,32779263000
2024-07-24,32272093000
2024-07-25,33093460999
2024-07-26,33614238000
2024-07-29,33885141000
2024-07-30,34421999000
2024-07-31,34558069000
2024-08-01,34895770000
2024-08-02,35208731000
2024-08-05,34446739000
2024-08-06,34623630000
2024-08-07,34148622000
2024-08-08,34726301000
2024-08-09,34441791000
