,PLD
2023-03-06,120494272800
2023-03-07,117329355600
2023-03-08,118504354800
2023-03-09,114941454000
2023-03-10,110847908400
2023-03-13,112165044600
2023-03-14,113548511400
2023-03-15,113719075800
2023-03-16,113794882200
2023-03-17,109947707400
2023-03-20,112477746000
2023-03-21,112155568800
2023-03-22,108137829600
2023-03-23,108166257000
2023-03-24,110895287400
2023-03-27,110923714800
2023-03-28,110535207000
2023-03-29,113595890400
2023-03-30,115528953600
2023-03-31,118229556600
2023-04-03,117250291480
2023-04-04,117543961920
2023-04-05,115829305480
2023-04-06,116284021000
2023-04-10,117221871760
2023-04-11,116208235080
2023-04-12,116340860440
2023-04-13,115497742080
2023-04-14,113451522240
2023-04-17,116653477360
2023-04-18,117193452040
2023-04-19,118567071840
2023-04-20,116757683000
2023-04-21,117070299920
2023-04-24,116700843560
2023-04-25,114285167360
2023-04-26,112797868680
2023-04-27,115744046320
2023-04-28,118652331000
2023-05-01,115952457600
2023-05-02,116028243520
2023-05-03,117619747840
2023-05-04,118301821120
2023-05-05,120546979000
2023-05-08,120660657880
2023-05-09,119287038080
2023-05-10,121333257920
2023-05-11,119116519760
2023-05-12,118576545080
2023-05-15,118680750720
2023-05-16,114863035000
2023-05-17,116236654800
2023-05-18,115630367440
2023-05-19,116577691440
2023-05-22,117686060520
2023-05-23,117032406960
2023-05-24,114645150480
2023-05-25,115554581520
2023-05-26,118368133800
2023-05-30,117761846440
2023-05-31,117989204200
2023-06-01,116179815360
2023-06-02,118339714080
2023-06-05,118064990120
2023-06-06,119201778920
2023-06-07,121314311440
2023-06-08,118330240840
2023-06-09,114919874440
2023-06-12,113318896880
2023-06-13,114957767400
2023-06-14,115829305480
2023-06-15,115308277280
2023-06-16,116170342120
2023-06-20,114474632160
2023-06-21,114332533560
2023-06-22,112409465840
2023-06-23,110742175600
2023-06-26,112741029240
2023-06-27,114503051880
2023-06-28,114247274400
2023-06-29,115099866000
2023-06-30,116219516750
2023-07-03,117375741250
2023-07-05,117508422750
2023-07-06,116560697750
2023-07-07,115612972750
2023-07-10,115442382250
2023-07-11,116778674500
2023-07-12,118693079000
2023-07-13,120313688750
2023-07-14,121071868750
2023-07-17,121289845500
2023-07-18,117517900000
2023-07-19,116361675500
2023-07-20,117290446000
2023-07-21,118882624000
2023-07-24,120370552250
2023-07-25,120455847500
2023-07-26,122521888000
2023-07-27,118408761500
2023-07-28,117186196250
2023-07-31,118228693750
2023-08-01,117688490500
2023-08-02,117214628000
2023-08-03,117337832250
2023-08-04,115849904000
2023-08-07,117925421750
2023-08-08,116968219500
2023-08-09,116191085000
2023-08-10,115774086000
2023-08-11,117053514750
2023-08-14,117025083000
2023-08-15,116276380250
2023-08-16,115480291250
2023-08-17,113916545000
2023-08-18,115120155750
2023-08-21,113859681500
2023-08-22,114693679500
2023-08-23,116636515750
2023-08-24,115376041500
2023-08-25,116247948500
2023-08-28,117517900000
2023-08-29,118560397500
2023-08-30,119129032500
2023-08-31,117707445000
2023-09-01,118077057750
2023-09-05,115669836250
2023-09-06,115034860500
2023-09-07,116863969750
2023-09-08,116077358000
2023-09-11,115774086000
2023-09-12,115603495500
2023-09-13,114902179000
2023-09-14,117830649250
2023-09-15,116740765500
2023-09-18,116314289250
2023-09-19,115214928250
2023-09-20,114589429750
2023-09-21,108561898750
2023-09-22,108106990750
2023-09-25,107329856250
2023-09-26,105671337500
2023-09-27,105434406250
2023-09-28,106268404250
2023-09-29,106344222250
2023-10-02,101244247500
2023-10-03,99395037500
2023-10-04,100245674100
2023-10-05,100809683150
2023-10-06,100698730550
2023-10-09,101207263300
2023-10-10,102011669650
2023-10-11,103925602000
2023-10-12,101382938250
2023-10-13,101382938250
2023-10-16,102557186600
2023-10-17,99977538650
2023-10-18,96510269900
2023-10-19,94845980900
2023-10-20,94707290150
2023-10-23,93209430050
2023-10-24,94032328500
2023-10-25,91295497700
2023-10-26,92118396150
2023-10-27,89982558600
2023-10-30,91424942400
2023-10-31,93153953750
2023-11-01,93939868000
2023-11-02,96824635600
2023-11-03,98516662750
2023-11-06,97018802650
2023-11-07,96371579150
2023-11-08,97203723650
2023-11-09,95493204400
2023-11-10,96667452750
2023-11-13,94753520400
2023-11-14,101087064650
2023-11-15,102178098550
2023-11-16,101956193350
2023-11-17,101771272350
2023-11-20,102631155000
2023-11-21,102270559050
2023-11-22,103130441700
2023-11-24,103555760000
2023-11-27,103435561350
2023-11-28,103657466550
2023-11-29,104517349200
2023-11-30,106264852650
2023-12-01,109343787300
2023-12-04,111257719650
2023-12-05,109704383250
2023-12-06,110074225250
2023-12-07,109981764750
2023-12-08,110813909250
2023-12-11,112801810000
2023-12-12,112866532350
2023-12-13,119495950200
2023-12-14,126781837600
2023-12-15,124137467299
2023-12-18,122676591400
2023-12-19,123665918750
2023-12-20,120633214350
2023-12-21,121086270800
2023-12-22,122417702000
2023-12-26,123397783300
2023-12-27,124063498900
2023-12-28,124997349950
2023-12-29,123249846500
2024-01-02,124566847640
2024-01-03,120773027440
2024-01-04,120560203380
2024-01-05,120810040320
2024-01-08,123225130739
2024-01-09,123132598540
2024-01-10,123576753100
2024-01-11,121513285040
2024-01-12,121726109100
2024-01-16,120264100340
2024-01-17,117386348920
2024-01-18,116831155720
2024-01-19,118848357680
2024-01-22,119125954280
2024-01-23,118450469219
2024-01-24,116072391680
2024-01-25,116775636400
2024-01-26,117395602140
2024-01-29,118339430580
2024-01-30,117080992660
2024-01-31,117229044180
2024-02-01,120699001680
2024-02-02,119597868500
2024-02-05,117432615020
2024-02-06,120754521000
2024-02-07,119449816980
2024-02-08,121827894520
2024-02-09,122586658559
2024-02-12,122188770100
2024-02-13,121106143360
2024-02-14,120754521000
2024-02-15,123160358200
2024-02-16,123428701579
2024-02-20,123391688700
2024-02-21,123456461239
2024-02-22,123474967680
2024-02-23,123262143620
2024-02-26,122660684320
2024-02-27,122595911780
2024-02-28,123983894780
2024-02-29,123317662940
2024-03-01,124548341200
2024-03-04,123632272420
2024-03-05,122549645680
2024-03-06,123141851760
2024-03-07,122827242280
2024-03-08,124983242540
2024-03-11,124104186640
2024-03-12,124520581540
2024-03-13,123373182260
2024-03-14,120985851500
2024-03-15,119385044440
2024-03-18,118570761079
2024-03-19,118302417700
2024-03-20,119088941399
2024-03-21,120190074579
2024-03-22,119014915640
2024-03-25,117636185860
2024-03-26,115794795080
2024-03-27,119236992920
2024-03-28,120495430840
2024-04-01,118367190240
2024-04-02,116201936760
2024-04-03,116673850980
2024-04-04,115378400180
2024-04-05,115424666280
2024-04-08,116747876740
2024-04-09,116831155720
2024-04-10,111612339640
2024-04-11,111269970500
2024-04-12,110113318000
2024-04-15,107143034380
2024-04-16,106171446280
2024-04-17,98537539780
2024-04-18,96871960180
2024-04-19,95761573780
2024-04-22,96307513760
2024-04-23,97001505260
2024-04-24,95474723960
2024-04-25,95632028700
2024-04-26,96289007320
2024-04-29,97168063220
2024-04-30,94429110100
2024-05-01,94271805360
2024-05-02,96723908660
2024-05-03,97982346580
2024-05-06,96853453740
2024-05-07,99712698720
2024-05-08,97973093360
2024-05-09,100073574300
2024-05-10,99462861780
2024-05-13,99638672960
2024-05-14,100193866160
2024-05-15,101776166780
2024-05-16,102516424380
2024-05-17,103173403000
2024-05-20,103682330100
2024-05-21,102340613200
2024-05-22,101063668840
2024-05-23,97751016080
2024-05-24,96927479500
2024-05-28,97158810000
2024-05-29,97158810000
2024-05-30,99536887540
2024-05-31,102238827780
2024-06-03,99379582800
2024-06-04,100647273940
2024-06-05,100619514280
2024-06-06,101794673220
2024-06-07,101970484400
2024-06-10,102868046740
2024-06-11,103247428760
2024-06-12,104385574820
2024-06-13,103987686360
2024-06-14,103904407380
2024-06-17,102969832160
2024-06-18,101831686100
2024-06-20,101008149520
2024-06-21,101230226800
2024-06-24,103293694860
2024-06-25,101628115260
2024-06-26,102164802020
2024-06-27,103034604700
2024-06-28,103922913820
2024-07-01,103589797900
2024-07-02,104755703620
2024-07-03,104838982600
2024-07-05,105912356120
2024-07-08,105866090020
2024-07-09,105903102900
2024-07-10,107837025880
2024-07-11,111418022020
2024-07-12,111177438300
2024-07-15,112209074640
2024-07-16,112533271240
2024-07-17,114126465960
2024-07-18,113579963120
2024-07-19,114626655000
2024-07-22,117322118160
2024-07-23,116414367680
2024-07-24,114006050080
2024-07-25,114314203310
2024-07-26,116449941560
2024-07-29,114811910200
2024-07-30,116794140840
2024-07-31,116757089800
2024-08-01,118303970720
2024-08-02,114839698480
2024-08-05,110171267440
2024-08-06,112125709800
2024-08-07,111292061400
2024-08-08,112996409240
2024-08-09,112913044400
