,MCO
2009-04-09,5782089000
2009-04-13,6011106000
2009-04-14,5694732000
2009-04-15,5749035000
2009-04-16,6459696000
2009-04-17,6764265000
2009-04-20,6388866000
2009-04-21,6523443000
2009-04-22,6429003000
2009-04-23,6587190000
2009-04-24,6809124000
2009-04-27,6993282000
2009-04-28,6490389000
2009-04-29,6797319000
2009-04-30,6969672000
2009-05-01,6964950000
2009-05-04,7153830000
2009-05-05,7366320000
2009-05-06,7349793000
2009-05-07,6990921000
2009-05-08,7373403000
2009-05-11,7333266000
2009-05-12,7071195000
2009-05-13,6582468000
2009-05-14,6705240000
2009-05-15,6705240000
2009-05-18,7014531000
2009-05-19,6936618000
2009-05-20,6783153000
2009-05-21,6636771000
2009-05-22,6584829000
2009-05-26,6830373000
2009-05-27,6646215000
2009-05-28,6348729000
2009-05-29,6466779000
2009-06-01,6740655000
2009-06-02,6761904000
2009-06-03,6787875000
2009-06-04,6816207000
2009-06-05,6832734000
2009-06-08,6778431000
2009-06-09,6924813000
2009-06-10,6870510000
2009-06-11,6757182000
2009-06-12,6691074000
2009-06-15,6251928000
2009-06-16,6060687000
2009-06-17,6242484000
2009-06-18,6122073000
2009-06-19,6148044000
2009-06-22,5777367000
2009-06-23,5935554000
2009-06-24,6070131000
2009-06-25,6058326000
2009-06-26,6140961000
2009-06-29,6251928000
2009-06-30,6229140000
2009-07-01,6363888000
2009-07-02,6070752000
2009-07-06,6250416000
2009-07-07,6172404000
2009-07-08,6266964000
2009-07-09,6300060000
2009-07-10,6219684000
2009-07-13,6505728000
2009-07-14,6609744000
2009-07-15,6791772000
2009-07-16,6869784000
2009-07-17,6862692000
2009-07-20,6761040000
2009-07-21,6335520000
2009-07-22,6269328000
2009-07-23,6032928000
2009-07-24,6129852000
2009-07-27,6323700000
2009-07-28,6529368000
2009-07-29,6032928000
2009-07-30,5668872000
2009-07-31,5612136000
2009-08-03,5690148000
2009-08-04,5931276000
2009-08-05,5836716000
2009-08-06,5775252000
2009-08-07,6030564000
2009-08-10,5962008000
2009-08-11,5827260000
2009-08-12,5919456000
2009-08-13,5874540000
2009-08-14,5796528000
2009-08-17,5588496000
2009-08-18,5659416000
2009-08-19,5914728000
2009-08-20,5983284000
2009-08-21,6158220000
2009-08-24,6297696000
2009-08-25,6335520000
2009-08-26,6314244000
2009-08-27,6496272000
2009-08-28,6515184000
2009-08-31,6439536000
2009-09-01,6245688000
2009-09-02,6170040000
2009-09-03,5735064000
2009-09-04,5772888000
2009-09-08,5590860000
2009-09-09,5803620000
2009-09-10,5836716000
2009-09-11,5966736000
2009-09-14,5952552000
2009-09-15,5933640000
2009-09-16,6127488000
2009-09-17,5694876000
2009-09-18,5576676000
2009-09-21,5257536000
2009-09-22,5285904000
2009-09-23,4843836000
2009-09-24,4628712000
2009-09-25,4456140000
2009-09-28,4437228000
2009-09-29,4919484000
2009-09-30,4836744000
2009-10-01,4820196000
2009-10-02,4635804000
2009-10-05,4732728000
2009-10-06,4855656000
2009-10-07,4926576000
2009-10-08,5207892000
2009-10-09,5283540000
2009-10-12,5387556000
2009-10-13,5337912000
2009-10-14,5576676000
2009-10-15,5664144000
2009-10-16,5678328000
2009-10-19,5673600000
2009-10-20,5895816000
2009-10-21,5936004000
2009-10-22,6047112000
2009-10-23,5917092000
2009-10-26,5933640000
2009-10-27,5952552000
2009-10-28,5820168000
2009-10-29,5737428000
2009-10-30,5597952000
2009-11-02,5460840000
2009-11-03,5451384000
2009-11-04,5529396000
2009-11-05,5631048000
2009-11-06,5640504000
2009-11-09,5815440000
2009-11-10,5621592000
2009-11-11,5704332000
2009-11-12,5609772000
2009-11-13,5576676000
2009-11-16,5668872000
2009-11-17,5590860000
2009-11-18,5597952000
2009-11-19,5482116000
2009-11-20,5425380000
2009-11-23,5432472000
2009-11-24,5571948000
2009-11-25,5545944000
2009-11-27,5423016000
2009-11-30,5491572000
2009-12-01,5531760000
2009-12-02,5567220000
2009-12-03,5564856000
2009-12-04,5995104000
2009-12-07,5919456000
2009-12-08,5839080000
2009-12-09,5898180000
2009-12-10,5945460000
2009-12-11,6309516000
2009-12-14,6278784000
2009-12-15,6144036000
2009-12-16,6352068000
2009-12-17,6408804000
2009-12-18,6330792000
2009-12-21,6420624000
2009-12-22,6467904000
2009-12-23,6467904000
2009-12-24,6541188000
2009-12-28,6418260000
2009-12-29,6408804000
2009-12-30,6427716000
2009-12-31,6348920000
2010-01-04,6460263000
2010-01-05,6393931000
2010-01-06,6258898000
2010-01-07,6239946000
2010-01-08,6358396000
2010-01-11,6320492000
2010-01-12,6353658000
2010-01-13,6557392000
2010-01-14,6581082000
2010-01-15,6495798000
2010-01-19,6562130000
2010-01-20,6545547000
2010-01-21,6472108000
2010-01-22,6389193000
2010-01-25,6237577000
2010-01-26,6308647000
2010-01-27,6829827000
2010-01-28,6709008000
2010-01-29,6536071000
2010-02-01,6614248000
2010-02-02,6720853000
2010-02-03,6656890000
2010-02-04,6251791000
2010-02-05,6476846000
2010-02-08,6273112000
2010-02-09,6339444000
2010-02-10,6315754000
2010-02-11,6424728000
2010-02-12,6391562000
2010-02-16,6453156000
2010-02-17,6412883000
2010-02-18,6372610000
2010-02-19,6417621000
2010-02-22,6348920000
2010-02-23,6329968000
2010-02-24,6401038000
2010-02-25,6363134000
2010-02-26,6306278000
2010-03-01,6436573000
2010-03-02,6446049000
2010-03-03,6438942000
2010-03-04,6462632000
2010-03-05,6659259000
2010-03-08,6682949000
2010-03-09,6642676000
2010-03-10,6573975000
2010-03-11,6694794000
2010-03-12,6694794000
2010-03-15,6775340000
2010-03-16,6806137000
2010-03-17,6808506000
2010-03-18,7026454000
2010-03-19,7026454000
2010-03-22,7111738000
2010-03-23,7182808000
2010-03-24,7185177000
2010-03-25,7227819000
2010-03-26,7168594000
2010-03-29,7234926000
2010-03-30,7161487000
2010-03-31,7000175000
2010-04-01,6910761000
2010-04-05,6948409000
2010-04-06,6927232000
2010-04-07,6903702000
2010-04-08,6823700000
2010-04-09,6793111000
2010-04-12,6736639000
2010-04-13,6736639000
2010-04-14,6800170000
2010-04-15,6976645000
2010-04-16,6449573000
2010-04-19,6362512000
2010-04-20,6381336000
2010-04-21,6044857000
2010-04-22,6131918000
2010-04-23,6174272000
2010-04-26,6131918000
2010-04-27,5847205000
2010-04-28,6026033000
2010-04-29,5934266000
2010-04-30,5816616000
2010-05-03,5936619000
2010-05-04,5755438000
2010-05-05,5783674000
2010-05-06,5538962000
2010-05-07,5496608000
2010-05-10,5122481000
2010-05-11,5120128000
2010-05-12,5244837000
2010-05-13,5106010000
2010-05-14,5075421000
2010-05-17,5073068000
2010-05-18,4948359000
2010-05-19,5061303000
2010-05-20,4990713000
2010-05-21,5181306000
2010-05-24,4976595000
2010-05-25,4997772000
2010-05-26,4913064000
2010-05-27,4913064000
2010-05-28,4823650000
2010-06-01,4541290000
2010-06-02,4682470000
2010-06-03,4633057000
2010-06-04,4444817000
2010-06-07,4411875000
2010-06-08,4461288000
2010-06-09,4421287000
2010-06-10,4583644000
2010-06-11,4630704000
2010-06-14,4684823000
2010-06-15,4995419000
2010-06-16,5120128000
2010-06-17,4898946000
2010-06-18,4964830000
2010-06-21,4990713000
2010-06-22,4877769000
2010-06-23,4971889000
2010-06-24,4847180000
2010-06-25,5178953000
2010-06-28,5000125000
2010-06-29,4708353000
2010-06-30,4667256000
2010-07-01,4639140000
2010-07-02,4686000000
2010-07-06,4625082000
2010-07-07,4772691000
2010-07-08,4990590000
2010-07-09,5163972000
2010-07-12,5156943000
2010-07-13,5311581000
2010-07-14,5245977000
2010-07-15,5264721000
2010-07-16,5140542000
2010-07-19,5117112000
2010-07-20,5229576000
2010-07-21,5196774000
2010-07-22,5260035000
2010-07-23,5299866000
2010-07-26,5409987000
2010-07-27,5360784000
2010-07-28,5304552000
2010-07-29,5538852000
2010-07-30,5517765000
2010-08-02,5531823000
2010-08-03,5595084000
2010-08-04,5637258000
2010-08-05,5588055000
2010-08-06,5513079000
2010-08-09,5538852000
2010-08-10,5466219000
2010-08-11,5229576000
2010-08-12,5206146000
2010-08-13,5131170000
2010-08-16,5215518000
2010-08-17,5210832000
2010-08-18,5281122000
2010-08-19,5159286000
2010-08-20,5086653000
2010-08-23,5037450000
2010-08-24,4943730000
2010-08-25,4976532000
2010-08-26,4936701000
2010-08-27,5023392000
2010-08-30,4962474000
2010-08-31,4953102000
2010-09-01,5142885000
2010-09-02,5349069000
2010-09-03,5424045000
2010-09-07,5213175000
2010-09-08,5309238000
2010-09-09,5522451000
2010-09-10,5845785000
2010-09-13,5939505000
2010-09-14,5878587000
2010-09-15,5817669000
2010-09-16,5822355000
2010-09-17,5857500000
2010-09-20,6089457000
2010-09-21,5986365000
2010-09-22,5960592000
2010-09-23,5784867000
2010-09-24,6037911000
2010-09-27,5880930000
2010-09-28,5958249000
2010-09-29,5892645000
2010-09-30,5717922000
2010-10-01,5775147000
2010-10-04,5717922000
2010-10-05,5852973000
2010-10-06,5962845000
2010-10-07,6061272000
2010-10-08,6157410000
2010-10-11,6310773000
2010-10-12,6335952000
2010-10-13,6381732000
2010-10-14,6102474000
2010-10-15,6065850000
2010-10-18,6091029000
2010-10-19,6052116000
2010-10-20,6205479000
2010-10-21,6182589000
2010-10-22,6143676000
2010-10-25,6061272000
2010-10-26,6262704000
2010-10-27,6210057000
2010-10-28,6081873000
2010-10-29,6194034000
2010-11-01,6079584000
2010-11-02,6118497000
2010-11-03,6070428000
2010-11-04,6418356000
2010-11-05,6587742000
2010-11-08,6425223000
2010-11-09,6365709000
2010-11-10,6505338000
2010-11-11,6461847000
2010-11-12,6345108000
2010-11-15,6386310000
2010-11-16,6214635000
2010-11-17,6134520000
2010-11-18,6258126000
2010-11-19,6180300000
2010-11-22,6157410000
2010-11-23,6026937000
2010-11-24,6104763000
2010-11-26,6100185000
2010-11-29,6116208000
2010-11-30,6141387000
2010-12-01,6166566000
2010-12-02,6219213000
2010-12-03,6189456000
2010-12-06,6113919000
2010-12-07,6116208000
2010-12-08,6264993000
2010-12-09,6214635000
2010-12-10,6253548000
2010-12-13,6237525000
2010-12-14,6255837000
2010-12-15,6166566000
2010-12-16,6134520000
2010-12-17,6031515000
2010-12-20,6033804000
2010-12-21,6013203000
2010-12-22,6038382000
2010-12-23,6026937000
2010-12-27,6031515000
2010-12-28,6054405000
2010-12-29,6072717000
2010-12-30,6063561000
2010-12-31,6075006000
2011-01-03,6155121000
2011-01-04,6097896000
2011-01-05,6253548000
2011-01-06,6791463000
2011-01-07,6704481000
2011-01-10,6576297000
2011-01-11,6564852000
2011-01-12,6633522000
2011-01-13,6626655000
2011-01-14,6624366000
2011-01-18,6757128000
2011-01-19,6638100000
2011-01-20,6647256000
2011-01-21,6635811000
2011-01-24,6663279000
2011-01-25,6640389000
2011-01-26,6693036000
2011-01-27,6747972000
2011-01-28,6644967000
2011-01-31,6722793000
2011-02-01,6766284000
2011-02-02,6791463000
2011-02-03,6816642000
2011-02-04,6832665000
2011-02-07,6873867000
2011-02-08,6860133000
2011-02-09,6912780000
2011-02-10,6937959000
2011-02-11,6972294000
2011-02-14,6981450000
2011-02-15,7004340000
2011-02-16,6981450000
2011-02-17,6976872000
2011-02-18,7024941000
2011-02-22,6960849000
2011-02-23,6805197000
2011-02-24,6812064000
2011-02-25,7150836000
2011-02-28,7301910000
2011-03-01,7176015000
2011-03-02,7189749000
2011-03-03,7317933000
2011-03-04,7262997000
2011-03-07,7283598000
2011-03-08,7391181000
2011-03-09,7414071000
2011-03-10,7269864000
2011-03-11,7407204000
2011-03-14,7311066000
2011-03-15,7251552000
2011-03-16,7189749000
2011-03-17,7196616000
2011-03-18,7384314000
2011-03-21,7569723000
2011-03-22,7368290999
2011-03-23,7496475000
2011-03-24,7469007000
2011-03-25,7560567000
2011-03-28,7640682000
2011-03-29,7679594999
2011-03-30,7885605000
2011-03-31,7738261999
2011-04-01,7888874000
2011-04-04,7893438000
2011-04-05,7977872000
2011-04-06,8080561999
2011-04-07,8253994000
2011-04-08,8055459999
2011-04-11,8101100000
2011-04-12,8032640000
2011-04-13,8117074000
2011-04-14,8094254000
2011-04-15,8183252000
2011-04-18,8101100000
2011-04-19,8080561999
2011-04-20,8075998000
2011-04-21,8176406000
2011-04-25,8153585999
2011-04-26,8194661999
2011-04-27,8746906000
2011-04-28,8842750000
2011-04-29,8931748000
2011-05-02,8895236000
2011-05-03,8879262000
2011-05-04,8740060000
2011-05-05,8664754000
2011-05-06,8639652000
2011-05-09,8742342000
2011-05-10,8783418000
2011-05-11,8630524000
2011-05-12,8653344000
2011-05-13,8703548000
2011-05-16,8710394000
2011-05-17,8778854000
2011-05-18,8847314000
2011-05-19,8911210000
2011-05-20,8829058000
2011-05-23,8648780000
2011-05-24,8609986000
2011-05-25,8680728000
2011-05-26,8874698000
2011-05-27,8851878000
2011-05-31,9107462000
2011-06-01,8993362000
2011-06-02,9057258000
2011-06-03,8997926000
2011-06-06,8840468000
2011-06-07,8963696000
2011-06-08,8997926000
2011-06-09,9527350000
2011-06-10,9397276000
2011-06-13,9404122000
2011-06-14,9497684000
2011-06-15,9175922000
2011-06-16,8733214000
2011-06-17,8295070000
2011-06-20,8509578000
2011-06-21,8635088000
2011-06-22,8628242000
2011-06-23,8596294000
2011-06-24,8454809999
2011-06-27,8479911999
2011-06-28,8534680000
2011-06-29,8562064000
2011-06-30,8667100000
2011-07-01,8816260000
2011-07-05,8784620000
2011-07-06,8917960000
2011-07-07,8990280000
2011-07-08,8904400000
2011-07-11,8497600000
2011-07-12,8201540000
2011-07-13,8282900000
2011-07-14,8208320000
2011-07-15,8237700000
2011-07-18,8027520000
2011-07-19,8291939999
2011-07-20,8244479999
2011-07-21,8398159999
2011-07-22,8400420000
2011-07-25,8447880000
2011-07-26,8456920000
2011-07-27,8011700000
2011-07-28,7964240000
2011-07-29,8047860000
2011-08-01,7989100000
2011-08-02,7756320000
2011-08-03,8052380000
2011-08-04,7584560000
2011-08-05,7430880000
2011-08-08,6734800000
2011-08-09,7157420000
2011-08-10,6587900000
2011-08-11,7094140000
2011-08-12,7200360000
2011-08-15,7390200000
2011-08-16,7076060000
2011-08-17,7098660000
2011-08-18,6312180000
2011-08-19,6111040000
2011-08-22,6092960000
2011-08-23,6434220000
2011-08-24,6755140000
2011-08-25,6612760000
2011-08-26,6728020000
2011-08-29,6963060000
2011-08-30,6944980000
2011-08-31,6967580000
2011-09-01,6845540000
2011-09-02,6630840000
2011-09-06,6565300000
2011-09-07,6841020000
2011-09-08,6798080000
2011-09-09,6547220000
2011-09-12,6667000000
2011-09-13,6886220000
2011-09-14,7152900000
2011-09-15,7322400000
2011-09-16,7430880000
2011-09-19,7390200000
2011-09-20,7428619999
2011-09-21,7177760000
2011-09-22,6877180000
2011-09-23,6863620000
2011-09-26,7030860000
2011-09-27,7116740000
2011-09-28,6947240000
2011-09-29,6994700000
2011-09-30,6762945000
2011-10-03,6427574000
2011-10-04,6791818000
2011-10-05,6729630000
2011-10-06,7005034000
2011-10-07,6847343000
2011-10-10,7025023000
2011-10-11,6971719000
2011-10-12,7107200000
2011-10-13,7011697000
2011-10-14,7147178000
2011-10-17,7007255000
2011-10-18,7187156000
2011-10-19,7120526000
2011-10-20,6869553000
2011-10-21,6969498000
2011-10-24,7271554000
2011-10-25,7127189000
2011-10-26,7478107000
2011-10-27,8162175000
2011-10-28,7971169000
2011-10-31,7882329000
2011-11-01,7562504999
2011-11-02,7717975000
2011-11-03,7900097000
2011-11-04,7873445000
2011-11-07,7820141000
2011-11-08,7922307000
2011-11-09,7555842000
2011-11-10,7589157000
2011-11-11,7780163000
2011-11-14,7491432999
2011-11-15,7706870000
2011-11-16,7331521000
2011-11-17,7229354999
2011-11-18,7284879999
2011-11-21,7273775000
2011-11-22,7271554000
2011-11-23,7036128000
2011-11-25,7025023000
2011-11-28,7162725000
2011-11-29,7100537000
2011-11-30,7709091000
2011-12-01,7726859000
2011-12-02,7762395000
2011-12-05,7893434000
2011-12-06,7820141000
2011-12-07,7835688000
2011-12-08,7735743000
2011-12-09,7866782000
2011-12-12,7653566000
2011-12-13,7442571000
2011-12-14,7302648000
2011-12-15,7184935000
2011-12-16,7240460000
2011-12-19,7193819000
2011-12-20,7486991000
2011-12-21,7493654000
2011-12-22,7606925000
2011-12-23,7671334000
2011-12-27,7566947000
2011-12-28,7444792000
2011-12-29,7575831000
2011-12-30,7480328000
2012-01-03,7854743999
2012-01-04,7834638000
2012-01-05,7973145999
2012-01-06,8004422000
2012-01-09,8004422000
2012-01-10,8116122000
2012-01-11,7993252000
2012-01-12,8203248000
2012-01-13,8026762000
2012-01-17,7890488000
2012-01-18,7941869999
2012-01-19,8165269999
2012-01-20,8147398000
2012-01-23,8209950000
2012-01-24,8238992000
2012-01-25,8547284000
2012-01-26,8502604000
2012-01-27,8413243999
2012-01-30,8276969999
2012-01-31,8317181999
2012-02-01,8399840000
2012-02-02,8368564000
2012-02-03,8600900000
2012-02-06,8632176000
2012-02-07,8708132000
2012-02-08,8558454000
2012-02-09,8571857999
2012-02-10,8587495999
2012-02-13,8647814000
2012-02-14,8636644000
2012-02-15,8542816000
2012-02-16,8589730000
2012-02-17,8607602000
2012-02-21,8632176000
2012-02-22,8661218000
2012-02-23,8746110000
2012-02-24,8685792000
2012-02-27,8763982000
2012-02-28,8632176000
2012-02-29,8625474000
2012-03-01,8763982000
2012-03-02,8699196000
2012-03-05,8609836000
2012-03-06,8343990000
2012-03-07,8343990000
2012-03-08,8607602000
2012-03-09,8676856000
2012-03-12,8947170000
2012-03-13,9271100000
2012-03-14,9275568000
2012-03-15,9389502000
2012-03-16,9516840000
2012-03-19,9358226000
2012-03-20,9286738000
2012-03-21,9326950000
2012-03-22,9264398000
2012-03-23,9295674000
2012-03-26,9454288000
2012-03-27,9454288000
2012-03-28,9387268000
2012-03-29,9275568000
2012-03-30,9405140000
2012-04-02,9479926000
2012-04-03,9620983000
2012-04-04,9462014000
2012-04-05,9475448000
2012-04-09,9314240000
2012-04-10,9128403000
2012-04-11,9370215000
2012-04-12,9607549000
2012-04-13,9332152000
2012-04-16,9318718000
2012-04-17,9567247000
2012-04-18,9459775000
2012-04-19,9229158000
2012-04-20,9316479000
2012-04-23,9273938000
2012-04-24,9318718000
2012-04-25,9397083000
2012-04-26,9316479000
2012-04-27,9307523000
2012-04-30,9168705000
2012-05-01,9090340000
2012-05-02,8987346000
2012-05-03,8839572000
2012-05-04,8734339000
2012-05-07,8680603000
2012-05-08,8676125000
2012-05-09,8586565000
2012-05-10,8584326000
2012-05-11,8588804000
2012-05-14,8481332000
2012-05-15,8481332000
2012-05-16,8340275000
2012-05-17,8011142000
2012-05-18,7966362000
2012-05-21,8136526000
2012-05-22,8123092000
2012-05-23,8190262000
2012-05-24,8340275000
2012-05-25,8364904000
2012-05-29,8438790999
2012-05-30,8248476000
2012-05-31,8192501000
2012-06-01,7919342999
2012-06-04,7894714000
2012-06-05,8073834000
2012-06-06,8226086000
2012-06-07,8161155000
2012-06-08,8127569999
2012-06-11,7977557000
2012-06-12,8080551000
2012-06-13,7905909000
2012-06-14,7854412000
2012-06-15,7995469000
2012-06-18,8069356000
2012-06-19,8165633000
2012-06-20,8071594999
2012-06-21,7780525000
2012-06-22,7843217000
2012-06-25,7632751000
2012-06-26,7773808000
2012-06-27,7939494000
2012-06-28,7959644999
2012-06-29,8183544999
2012-07-02,8136825000
2012-07-03,8279225000
2012-07-05,8165750000
2012-07-06,8110125000
2012-07-09,8185775000
2012-07-10,8194675000
2012-07-11,8201350000
2012-07-12,8010000000
2012-07-13,8159075000
2012-07-16,8061174999
2012-07-17,8090100000
2012-07-18,8174650000
2012-07-19,8230275000
2012-07-20,8078975000
2012-07-23,7965499999
2012-07-24,7956600000
2012-07-25,8021124999
2012-07-26,8920025000
2012-07-27,9102475000
2012-07-30,9078000000
2012-07-31,9017925000
2012-08-01,8977875000
2012-08-02,8864400000
2012-08-03,9044625000
2012-08-06,8951175000
2012-08-07,9086900000
2012-08-08,8862175000
2012-08-09,8811000000
2012-08-10,8813225000
2012-08-13,8733125000
2012-08-14,8675275000
2012-08-15,8684175000
2012-08-16,8726450000
2012-08-17,8835475000
2012-08-20,8617425000
2012-08-21,8579600000
2012-08-22,8575150000
2012-08-23,8517300000
2012-08-24,8586275000
2012-08-27,8570700000
2012-08-28,8588500000
2012-08-29,8666375000
2012-08-30,8690850000
2012-08-31,8811000000
2012-09-04,8837700000
2012-09-05,8875525000
2012-09-06,9178125000
2012-09-07,9182575000
2012-09-10,9271575000
2012-09-11,9456250000
2012-09-12,9694325000
2012-09-13,9734375000
2012-09-14,9749950000
2012-09-17,9907925000
2012-09-18,9956875000
2012-09-19,10021400000
2012-09-20,10099275000
2012-09-21,10190500000
2012-09-24,10110400000
2012-09-25,9883450000
2012-09-26,9805575000
2012-09-27,9901250000
2012-09-28,9827825000
2012-10-01,9872210000
2012-10-02,9907890000
2012-10-03,9988170000
2012-10-04,10088520000
2012-10-05,10017160000
2012-10-08,9901200000
2012-10-09,9807540000
2012-10-10,9812000000
2012-10-11,9894510000
2012-10-12,9892280000
2012-10-15,10050610000
2012-10-16,10146500000
2012-10-17,10240160000
2012-10-18,10387340000
2012-10-19,10173260000
2012-10-22,10142040000
2012-10-23,10014930000
2012-10-24,10077370000
2012-10-25,10195560000
2012-10-26,10679470000
2012-10-31,10739680000
2012-11-01,10909160000
2012-11-02,10708460000
2012-11-05,10391800000
2012-11-06,10494380000
2012-11-07,10318210000
2012-11-08,10253540000
2012-11-09,10229010000
2012-11-12,10351660000
2012-11-13,10278070000
2012-11-14,10200020000
2012-11-15,10269150000
2012-11-16,10035000000
2012-11-19,10304830000
2012-11-20,10289220000
2012-11-21,10298140000
2012-11-23,10552360000
2012-11-26,10563510000
2012-11-27,10438630000
2012-11-28,10561280000
2012-11-29,10732990000
2012-11-30,10833340000
2012-12-03,10922540000
2012-12-04,10920310000
2012-12-05,11092020000
2012-12-06,11020660000
2012-12-07,11007280000
2012-12-10,10953760000
2012-12-11,10962680000
2012-12-12,10982750000
2012-12-13,10795430000
2012-12-14,10741910000
2012-12-17,11076410000
2012-12-18,11326170000
2012-12-19,11493420000
2012-12-20,11424290000
2012-12-21,11205750000
2012-12-24,11192370000
2012-12-26,11183450000
2012-12-27,11118780000
2012-12-28,11031810000
2012-12-31,11236456000
2013-01-02,11560241000
2013-01-03,11607134000
2013-01-04,11783541000
2013-01-07,11729949000
2013-01-08,11792473000
2013-01-09,11895191000
2013-01-10,11852764000
2013-01-11,11897424000
2013-01-14,11888492000
2013-01-15,11933152000
2013-01-16,11834900000
2013-01-17,11935385000
2013-01-18,11968880000
2013-01-22,11913055000
2013-01-23,11975579000
2013-01-24,12049268000
2013-01-25,12134122000
2013-01-28,12158685000
2013-01-29,12279267000
2013-01-30,12263636000
2013-01-31,12241306000
2013-02-01,12359655000
2013-02-04,11042185000
2013-02-05,10068597000
2013-02-06,10604517000
2013-02-07,10492867000
2013-02-08,9684521000
2013-02-11,10157917000
2013-02-12,10291897000
2013-02-13,10448207000
2013-02-14,10423644000
2013-02-15,10450440000
2013-02-19,10845681000
2013-02-20,10577721000
2013-02-21,10600051000
2013-02-22,10778691000
2013-02-25,10430343000
2013-02-26,10606750000
2013-02-27,10807720000
2013-02-28,10731798000
2013-03-01,10926069000
2013-03-04,11024321000
2013-03-05,11178398000
2013-03-06,11236456000
2013-03-07,11216359000
2013-03-08,11377135000
2013-03-11,11459756000
2013-03-12,11403931000
2013-03-13,11544610000
2013-03-14,11499950000
2013-03-15,11524513000
2013-03-18,11482086000
2013-03-19,11314611000
2013-03-20,11582571000
2013-03-21,11459756000
2013-03-22,11459756000
2013-03-25,11658493000
2013-03-26,11629464000
2013-03-27,11723250000
2013-03-28,11906356000
2013-04-01,11730771000
2013-04-02,11761893000
2013-04-03,11610729000
2013-04-04,11737440000
2013-04-05,11648520000
2013-04-08,11779677000
2013-04-09,11761893000
2013-04-10,12041991000
2013-04-11,12084228000
2013-04-12,12093120000
2013-04-15,11884158000
2013-04-16,12144249000
2013-04-17,12146472000
2013-04-18,12055329000
2013-04-19,12190932000
2013-04-22,12188709000
2013-04-23,12242061000
2013-04-24,12070890000
2013-04-25,12237615000
2013-04-26,12253176000
2013-04-29,13269087000
2013-04-30,13526955000
2013-05-01,13515840000
2013-05-02,13460265000
2013-05-03,13949325000
2013-05-06,14116050000
2013-05-07,14253876000
2013-05-08,14191632000
2013-05-09,14264991000
2013-05-10,14538420000
2013-05-13,14471729999
2013-05-14,14822964000
2013-05-15,14976351000
2013-05-16,14851863000
2013-05-17,15096393000
2013-05-20,15105285000
2013-05-21,15254226000
2013-05-22,14889654000
2013-05-23,14798510999
2013-05-24,14949675000
2013-05-28,15034148999
2013-05-29,14940782999
2013-05-30,15027479999
2013-05-31,14769612000
2013-06-03,14634009000
2013-06-04,14509521000
2013-06-05,14142726000
2013-06-06,14440607999
2013-06-07,14614001999
2013-06-10,14449500000
2013-06-11,14120496000
2013-06-12,13569192000
2013-06-13,13973778000
2013-06-14,13827060000
2013-06-17,13824837000
2013-06-18,13918203000
2013-06-19,13562523000
2013-06-20,13071240000
2013-06-21,13089024000
2013-06-24,12813372000
2013-06-25,12988989000
2013-06-26,13075686000
2013-06-27,13522509000
2013-06-28,13544739000
2013-07-01,13351140000
2013-07-02,13166010000
2013-07-03,13076712000
2013-07-05,13229172000
2013-07-08,13342428000
2013-07-09,13429548000
2013-07-10,13074534000
2013-07-11,13359852000
2013-07-12,13294512000
2013-07-15,13242240000
2013-07-16,13139874000
2013-07-17,13207392000
2013-07-18,13449150000
2013-07-19,13451328000
2013-07-22,13479642000
2013-07-23,13571118000
2013-07-24,14087304000
2013-07-25,14061168000
2013-07-26,14019786000
2013-07-29,14096016000
2013-07-30,14494590000
2013-07-31,14760306000
2013-08-01,15008598000
2013-08-02,15076116000
2013-08-05,15078294000
2013-08-06,15455087999
2013-08-07,15176304000
2013-08-08,15097895999
2013-08-09,15154524000
2013-08-12,15028200000
2013-08-13,15028200000
2013-08-14,14265900000
2013-08-15,14015429999
2013-08-16,14035032000
2013-08-19,13937022000
2013-08-20,14063345999
2013-08-21,13760604000
2013-08-22,14198382000
2013-08-23,14196204000
2013-08-26,14104728000
2013-08-27,13815054000
2013-08-28,13878216000
2013-08-29,13952268000
2013-08-30,13843368000
2013-09-03,13954445999
2013-09-04,13963158000
2013-09-05,13856436000
2013-09-06,14326884000
2013-09-09,14368266000
2013-09-10,14636160000
2013-09-11,14753771999
2013-09-12,14703678000
2013-09-13,14679720000
2013-09-16,15036912000
2013-09-17,15326586000
2013-09-18,15531318000
2013-09-19,15570521999
2013-09-20,15376679999
2013-09-23,15396282000
2013-09-24,15357078000
2013-09-25,15298271999
2013-09-26,15411528000
2013-09-27,15322229999
2013-09-30,15071719000
2013-10-01,15266731999
2013-10-02,15215300000
2013-10-03,15005286000
2013-10-04,15200299000
2013-10-07,15142438000
2013-10-08,14908850999
2013-10-09,14992427999
2013-10-10,15309592000
2013-10-11,15313877999
2013-10-14,15348166000
2013-10-15,15129579999
2013-10-16,15343879999
2013-10-17,15421027999
2013-10-18,15688902999
2013-10-21,15635327999
2013-10-22,15654615000
2013-10-23,15418885000
2013-10-24,15686760000
2013-10-25,15335308000
2013-10-28,15099577999
2013-10-29,15427456999
2013-10-30,15264589000
2013-10-31,15142438000
2013-11-01,15256017000
2013-11-04,15519606000
2013-11-05,15453173000
2013-11-06,15489604000
2013-11-07,15296733999
2013-11-08,15658900999
2013-11-11,15740335000
2013-11-12,15607469000
2013-11-13,15714619000
2013-11-14,15845342000
2013-11-15,16083215000
2013-11-18,15907489000
2013-11-19,15973922000
2013-11-20,15913918000
2013-11-21,15924633000
2013-11-22,16175364000
