,ALGN
2020-03-13,15394600960
2020-03-16,12709898240
2020-03-17,13301696000
2020-03-18,11455569920
2020-03-19,11178140160
2020-03-20,11381693440
2020-03-23,10823690240
2020-03-24,12989685760
2020-03-25,14435778560
2020-03-26,15061370879
2020-03-27,13913927680
2020-03-30,14140272639
2020-03-31,13582149767
2020-04-01,12274296886
2020-04-02,11873742541
2020-04-03,12040054579
2020-04-06,13799995113
2020-04-07,13628998228
2020-04-08,14398874611
2020-04-09,15084423763
2020-04-13,14501160418
2020-04-14,14835346110
2020-04-15,14353587765
2020-04-16,14081085881
2020-04-17,15069588417
2020-04-20,15359268069
2020-04-21,14621404802
2020-04-22,14837688533
2020-04-23,14723690610
2020-04-24,14989165224
2020-04-27,15356144839
2020-04-28,15890217299
2020-04-29,17223056026
2020-04-30,16775653219
2020-05-01,15870697106
2020-05-04,16407892797
2020-05-05,16288429221
2020-05-06,16859980450
2020-05-07,16670244181
2020-05-08,16399303913
2020-05-11,16732708796
2020-05-12,16119774760
2020-05-13,15692672953
2020-05-14,16091665683
2020-05-15,15902710222
2020-05-18,17913290023
2020-05-19,17518982140
2020-05-20,18428623099
2020-05-21,18423938253
2020-05-22,19031406636
2020-05-26,19356222635
2020-05-27,19630286134
2020-05-28,19456166019
2020-05-29,19178198481
2020-06-01,19563136672
2020-06-02,20596535650
2020-06-03,20952974361
2020-06-04,20306465593
2020-06-05,22503658433
2020-06-08,22623902817
2020-06-09,21839971896
2020-06-10,20891290553
2020-06-11,18605085637
2020-06-12,19629505326
2020-06-15,20207303017
2020-06-16,20675006823
2020-06-17,20473558439
2020-06-18,20660952285
2020-06-19,20372053439
2020-06-22,20340040324
2020-06-23,20879578438
2020-06-24,20117510132
2020-06-25,20100332363
2020-06-26,20546173554
2020-06-29,20806963323
2020-06-30,21632458560
2020-07-01,21585164159
2020-07-02,22065202320
2020-07-06,22263050560
2020-07-07,21653741040
2020-07-08,21943813360
2020-07-09,21604081920
2020-07-10,21541810960
2020-07-13,21301397760
2020-07-14,23617246880
2020-07-15,24774383200
2020-07-16,24356616000
2020-07-17,25404975200
2020-07-20,24669547280
2020-07-21,24855571920
2020-07-22,25063667280
2020-07-23,23572317200
2020-07-24,23500587360
2020-07-27,24336910000
2020-07-28,23577046640
2020-07-29,23666117760
2020-07-30,23342151120
2020-07-31,23160067680
2020-08-03,22650864640
2020-08-04,22722594480
2020-08-05,23529752240
2020-08-06,23789083200
2020-08-07,24105167440
2020-08-10,23876183719
2020-08-11,23972743120
2020-08-12,24276215520
2020-08-13,24610429280
2020-08-14,24195815040
2020-08-17,24397604480
2020-08-18,24125661680
2020-08-19,23766224240
2020-08-20,23430434000
2020-08-21,23197114960
2020-08-24,23259385920
2020-08-25,23385504320
2020-08-26,23702376800
2020-08-27,24091767360
2020-08-28,23692917920
2020-08-31,23409151520
2020-09-01,24075214320
2020-09-02,25572870320
2020-09-03,24791724480
2020-09-04,24356616000
2020-09-08,24373957280
2020-09-09,25532670080
2020-09-10,25850330800
2020-09-11,25039231840
2020-09-14,25496411040
2020-09-15,26424957760
2020-09-16,26000884640
2020-09-17,25856636719
2020-09-18,25300139280
2020-09-21,25404975200
2020-09-22,25426257680
2020-09-23,24303015680
2020-09-24,24583629120
2020-09-25,25060514320
2020-09-28,25449116640
2020-09-29,25237080080
2020-09-30,25813318080
2020-10-01,25044501330
2020-10-02,24830021170
2020-10-05,25194322030
2020-10-06,24923856240
2020-10-07,25518407860
2020-10-08,25829877210
2020-10-09,25914249920
2020-10-12,26474894750
2020-10-13,26086149460
2020-10-14,26265934300
2020-10-15,26547439510
2020-10-16,26535611560
2020-10-19,25772314519
2020-10-20,26384213800
2020-10-21,26479625930
2020-10-22,35738545190
2020-10-23,37026214680
2020-10-26,35839477030
2020-10-27,35885211770
2020-10-28,34656682030
2020-10-29,34424854210
2020-10-30,33597686240
2020-11-02,36149369320
2020-11-03,36667433530
2020-11-04,38122271380
2020-11-05,38788579230
2020-11-06,37679906050
2020-11-09,37612092470
2020-11-10,36613024960
2020-11-11,36412738340
2020-11-12,35701484280
2020-11-13,36056322780
2020-11-16,36049226010
2020-11-17,35592667140
2020-11-18,35058832330
2020-11-19,34801771550
2020-11-20,35203921850
2020-11-23,37579762740
2020-11-24,37463060300
2020-11-25,37351877570
2020-11-27,37494601500
2020-11-30,37951160370
2020-12-01,39434385300
2020-12-02,39858614440
2020-12-03,40293883000
2020-12-04,41139187160
2020-12-07,40822986630
2020-12-08,40669223280
2020-12-09,40136965530
2020-12-10,40088076670
2020-12-11,39984779240
2020-12-14,39766356430
2020-12-15,40711803900
2020-12-16,40714958020
2020-12-17,41533452160
2020-12-18,41785781760
2020-12-21,41848075630
2020-12-22,42311731270
2020-12-23,41397825000
2020-12-24,41636749590
2020-12-28,41071373580
2020-12-29,41039043850
2020-12-30,41344204960
2020-12-31,42216020000
2021-01-04,41590340000
2021-01-05,42948350000
2021-01-06,42690810000
2021-01-07,44110440000
2021-01-08,45071870000
2021-01-11,44006160000
2021-01-12,43677520000
2021-01-13,43540060000
2021-01-14,43816560000
2021-01-15,44811170000
2021-01-19,44035390000
2021-01-20,44585230000
2021-01-21,42960989999
2021-01-22,42192320000
2021-01-25,42618130000
2021-01-26,42272900000
2021-01-27,40261560000
2021-01-28,42389820000
2021-01-29,41505020000
2021-02-01,42900950000
2021-02-02,44063830000
2021-02-03,43148219999
2021-02-04,48597640000
2021-02-05,49015550000
2021-02-08,47592760000
2021-02-09,48585000000
2021-02-10,47856620000
2021-02-11,47321000000
2021-02-12,48156820000
2021-02-16,48522590000
2021-02-17,47362870000
2021-02-18,47004210000
2021-02-19,47340750000
2021-02-22,45783660000
2021-02-23,44856989999
2021-02-24,45287540000
2021-02-25,43932690000
2021-02-26,44801690000
2021-03-01,44643690000
2021-03-02,44493590000
2021-03-03,41666969999
2021-03-04,41115550000
2021-03-05,42380340000
2021-03-08,39189530000
2021-03-09,40753730000
2021-03-10,40431410000
2021-03-11,42976000000
2021-03-12,42378760000
2021-03-15,44149150000
2021-03-16,42860660000
2021-03-17,42660790000
2021-03-18,40634440000
2021-03-19,41827340000
2021-03-22,41917400000
2021-03-23,40991520000
2021-03-24,39987430000
2021-03-25,40911730000
2021-03-26,41738860000
2021-03-29,40764000000
2021-03-30,41422070000
2021-03-31,42785202240
2021-04-01,43063310400
2021-04-05,43291643520
2021-04-06,43757790720
2021-04-07,43656660479
2021-04-08,45488856000
2021-04-09,46816980479
2021-04-12,47492498880
2021-04-13,47059535040
2021-04-14,47004229439
2021-04-15,47897019840
2021-04-16,47904920640
2021-04-19,47698709760
2021-04-20,47104569600
2021-04-21,48675248640
2021-04-22,48614412479
2021-04-23,48994440960
2021-04-26,48766897920
2021-04-27,49124014080
2021-04-28,48460346880
2021-04-29,47747694720
2021-04-30,47051634240
2021-05-03,47386628160
2021-05-04,45994507200
2021-05-05,44975304000
2021-05-06,46197557760
2021-05-07,47273646720
2021-05-10,43809936000
2021-05-11,44739070080
2021-05-12,43346949120
2021-05-13,43740408960
2021-05-14,44958712320
2021-05-17,44206556160
2021-05-18,44995056000
2021-05-19,45152281920
2021-05-20,46448803200
2021-05-21,46752984000
2021-05-24,47756385600
2021-05-25,47005809600
2021-05-26,47143283520
2021-05-27,47386628160
2021-05-28,46626571200
2021-06-01,46889667840
2021-06-02,45468313920
2021-06-03,44794375680
2021-06-04,46010308800
2021-06-07,45845972160
2021-06-08,46595758080
2021-06-09,46259184000
2021-06-10,48364747200
2021-06-11,48316552320
2021-06-14,47860676160
2021-06-15,47408750400
2021-06-16,47373196800
2021-06-17,48457976640
2021-06-18,47534373120
2021-06-21,48316552320
2021-06-22,47776927680
2021-06-23,47864626560
2021-06-24,48778749120
2021-06-25,48588339840
2021-06-28,49105052160
2021-06-29,48416102400
2021-06-30,48210344000
2021-07-01,48838419840
2021-07-02,49249509680
2021-07-06,47710881680
2021-07-07,48306606880
2021-07-08,48667198160
2021-07-09,49487799760
2021-07-12,50724225440
2021-07-13,50687929600
2021-07-14,50111141360
2021-07-15,49054616800
2021-07-16,48614332480
2021-07-19,46992066239
2021-07-20,48581981840
2021-07-21,48892863600
2021-07-22,49545399680
2021-07-23,50362845120
2021-07-26,50149804320
2021-07-27,49355241040
2021-07-28,49068030480
2021-07-29,53416429920
2021-07-30,54901403200
2021-08-02,55232800000
2021-08-03,55338531360
2021-08-04,55864821040
2021-08-05,55171254880
2021-08-06,54733337680
2021-08-09,54172330239
2021-08-10,54237031520
2021-08-11,54268593120
2021-08-12,55569720080
2021-08-13,54537655760
2021-08-16,54502938000
2021-08-17,53724944560
2021-08-18,53280715040
2021-08-19,53643673440
2021-08-20,53778599280
2021-08-23,55035540000
2021-08-24,56245927360
2021-08-25,56566277600
2021-08-26,54961370239
2021-08-27,55378772400
2021-08-30,55399287440
2021-08-31,55942936000
2021-09-01,56709882880
2021-09-02,57523383120
2021-09-03,56929236000
2021-09-07,56511833840
2021-09-08,57593607680
2021-09-09,57316654640
2021-09-10,56863745680
2021-09-13,56075494719
2021-09-14,55741730800
2021-09-15,56046300239
2021-09-16,57464994160
2021-09-17,56761959520
2021-09-20,55993434560
2021-09-21,55954771600
2021-09-22,56543395440
2021-09-23,57371887440
2021-09-24,57224336960
2021-09-27,55314860160
2021-09-28,53443257280
2021-09-29,53107126239
2021-09-30,52408601369
2021-10-01,52143183539
2021-10-04,50437263600
2021-10-05,51081512220
2021-10-06,51244543350
2021-10-07,52091990190
2021-10-08,50686142039
2021-10-11,49763874150
2021-10-12,49415759369
2021-10-13,46957690980
2021-10-14,47075829480
2021-10-15,46437093990
2021-10-18,46871843670
2021-10-19,46804110930
2021-10-20,47901223800
2021-10-21,47215232910
2021-10-22,46511915039
2021-10-25,46452845789
2021-10-26,46727714700
2021-10-27,47601152010
2021-10-28,49759936200
2021-10-29,49174756830
2021-11-01,52095928140
2021-11-02,52536978539
2021-11-03,53052849990
2021-11-04,53497838340
2021-11-05,54122397210
2021-11-08,55987410330
2021-11-09,55999224180
2021-11-10,54312993990
2021-11-11,54021585690
2021-11-12,54170440200
2021-11-15,53571084210
2021-11-16,54269676539
2021-11-17,54526430880
2021-11-18,53857766970
2021-11-19,53815237110
2021-11-22,52743327119
2021-11-23,51765140340
2021-11-24,51445378800
2021-11-26,49950532980
2021-11-29,49970222730
2021-11-30,48163491270
2021-12-01,47435758110
2021-12-02,49218861869
2021-12-03,48810890250
2021-12-06,50320700280
2021-12-07,52510200480
2021-12-08,53179651980
2021-12-09,53051274810
2021-12-10,52620463080
2021-12-13,49611081690
2021-12-14,47706689070
2021-12-15,47413705590
2021-12-16,46866330539
2021-12-17,47968956539
2021-12-20,46778120460
2021-12-21,49517358480
2021-12-22,50869650510
2021-12-23,51506810820
2021-12-27,52065212130
2021-12-28,51695044830
2021-12-29,51456405060
2021-12-30,52155784980
2021-12-31,51747667559
2022-01-03,51028753100
2022-01-04,49095637000
2022-01-05,45579019280
2022-01-06,44695534040
2022-01-07,43071086580
2022-01-10,43222271220
2022-01-11,44067172880
2022-01-12,42478946740
2022-01-13,41322226760
2022-01-14,41310415460
2022-01-18,38548933520
2022-01-19,39181231780
2022-01-20,38639486820
2022-01-21,36440222760
2022-01-24,37357567060
2022-01-25,36850468580
2022-01-26,36013441120
2022-01-27,35876430040
2022-01-28,36533138320
2022-01-31,38974140320
2022-02-01,40045031520
2022-02-02,39813530040
2022-02-03,39631636020
2022-02-04,38572556120
2022-02-07,39388323240
2022-02-08,40590713580
2022-02-09,42988407480
2022-02-10,41919091120
2022-02-11,40087552200
2022-02-14,39817467140
2022-02-15,41594674080
2022-02-16,41448213960
2022-02-17,39509585920
2022-02-18,39264698300
2022-02-22,38907209620
2022-02-23,38005613720
2022-02-24,40091489300
2022-02-25,40359999519
2022-02-28,40273383320
2022-03-01,39447379740
2022-03-02,39067055880
2022-03-03,37595367900
2022-03-04,36574084160
2022-03-07,34297652940
2022-03-08,32678717420
2022-03-09,34807901100
2022-03-10,33866146779
2022-03-11,31549557140
2022-03-14,29771562779
2022-03-15,30766861660
2022-03-16,33122822300
2022-03-17,33503146160
2022-03-18,34872469540
2022-03-21,34053552740
2022-03-22,35987456260
2022-03-23,34414978520
2022-03-24,34351984920
2022-03-25,33893706480
2022-03-28,34174028000
2022-03-29,35665401480
2022-03-30,34817350140
2022-03-31,34180220000
2022-04-01,34996311950
2022-04-04,34916349050
2022-04-05,34242936000
2022-04-06,33062307300
2022-04-07,33096801100
2022-04-08,32969801200
2022-04-11,32117647550
2022-04-12,31846400850
2022-04-13,32683659450
2022-04-14,32127838900
2022-04-18,31818962600
2022-04-19,33281813300
2022-04-20,32861616100
2022-04-21,30074673850
2022-04-22,28266885150
2022-04-25,28916779700
2022-04-26,28324113500
2022-04-27,28255909850
2022-04-28,23883820700
2022-04-29,22727494450
2022-05-02,24214647600
2022-05-03,23598462900
2022-05-04,24372221550
2022-05-05,22242229400
2022-05-06,21982741950
2022-05-09,21085119200
2022-05-10,20236101350
2022-05-11,20077743450
2022-05-12,20345854349
2022-05-13,21599390400
2022-05-16,21495909000
2022-05-17,21996853049
2022-05-18,21096878450
2022-05-19,21471606550
2022-05-20,21561760800
2022-05-23,21849470450
2022-05-24,21180761100
2022-05-25,21681705150
2022-05-26,21545297850
2022-05-27,22308865150
2022-05-31,21765587800
2022-06-01,20788002150
2022-06-02,22332383650
2022-06-03,21448872000
2022-06-06,21089038950
2022-06-07,21441816450
2022-06-08,21412026350
2022-06-09,20582607250
2022-06-10,20151826725
2022-06-13,19129163950
2022-06-14,18664281600
2022-06-15,19111133100
2022-06-16,18016738900
2022-06-17,18381275650
2022-06-21,18055152450
2022-06-22,18429880550
2022-06-23,19686552400
2022-06-24,20284706250
2022-06-27,19612077150
2022-06-28,18965318400
2022-06-29,18983349250
2022-06-30,18482270310
2022-07-01,19315522620
2022-07-05,19844212230
2022-07-06,19487327220
2022-07-07,20276066520
2022-07-08,20422881360
2022-07-11,19482641640
2022-07-12,19443595140
2022-07-13,19512316980
2022-07-14,19303027740
2022-07-15,19904343840
2022-07-18,19841869440
2022-07-19,20875039830
2022-07-20,21435747570
2022-07-21,22197154320
2022-07-22,20763366840
2022-07-25,19684902510
2022-07-26,19668502980
2022-07-27,20508002730
2022-07-28,22041749250
2022-07-29,21941790210
2022-08-01,22086262260
2022-08-02,21962094390
2022-08-03,22350997530
2022-08-04,22938256890
2022-08-05,22950751770
2022-08-08,22885934580
2022-08-09,21369368520
2022-08-10,22475946330
2022-08-11,22442366340
2022-08-12,22568877000
2022-08-15,22349435670
2022-08-16,22572000720
2022-08-17,21683302380
2022-08-18,21995674380
2022-08-19,21071053260
2022-08-22,19995712650
2022-08-23,19697397390
2022-08-24,20436938100
2022-08-25,21318608070
2022-08-26,19714577850
2022-08-29,19366283070
2022-08-30,19263981240
2022-08-31,19031264100
2022-09-01,19190573820
2022-09-02,19094519430
2022-09-06,18663446070
2022-09-07,19518564420
2022-09-08,20093328900
2022-09-09,20547049230
2022-09-12,20912524470
2022-09-13,19293656580
2022-09-14,19268666820
2022-09-15,19679436000
2022-09-16,19446718860
2022-09-19,19069529670
2022-09-20,18134756460
2022-09-21,17702121240
2022-09-22,17020369350
2022-09-23,17370225990
2022-09-26,17152346519
2022-09-27,16729082460
2022-09-28,16563525300
2022-09-29,16478403930
2022-09-30,16059516510
2022-10-03,16720941239
2022-10-04,17827451310
2022-10-05,17742156210
2022-10-06,17242016760
2022-10-07,16406124780
2022-10-10,16080452580
2022-10-11,16163421450
2022-10-12,16132405050
2022-10-13,16462729710
2022-10-14,15634591830
2022-10-17,16395269040
2022-10-18,16283610000
2022-10-19,15894354180
2022-10-20,15374829480
2022-10-21,16102939469
2022-10-24,16391391989
2022-10-25,16902387180
2022-10-26,17186187240
2022-10-27,14076017730
2022-10-28,14625783420
2022-10-31,15066216300
2022-11-01,14970065460
2022-11-02,13886042280
2022-11-03,13634034030
2022-11-04,14029493130
2022-11-07,14063611170
2022-11-08,13988396400
2022-11-09,13537107780
2022-11-10,15235255680
2022-11-11,16979928180
2022-11-14,16309198530
2022-11-15,16510029719
2022-11-16,15615981989
2022-11-17,15117393360
2022-11-18,15008835960
2022-11-21,14859181830
2022-11-22,14840571989
2022-11-23,15219747480
2022-11-25,15094906469
2022-11-28,14715730980
2022-11-29,14874690030
2022-11-30,15249213060
2022-12-01,15645447570
2022-12-02,15384909810
2022-12-05,14570729310
2022-12-06,14425727640
2022-12-07,14525755530
2022-12-08,14768458860
2022-12-09,14640516210
2022-12-12,15121270410
2022-12-13,15398091780
2022-12-14,15183303210
2022-12-15,15660955770
2022-12-16,15369401610
2022-12-19,15412049160
2022-12-20,15566355750
2022-12-21,15840075480
2022-12-22,15778818090
2022-12-23,15792775469
2022-12-27,15864113190
2022-12-28,15630714780
2022-12-29,16449547739
2022-12-30,16353396900
2023-01-03,16328789880
2023-01-04,17278764230
2023-01-05,16908774220
2023-01-06,16981849170
2023-01-09,17512604070
2023-01-10,17864902250
2023-01-11,18011821360
2023-01-12,18121049180
2023-01-13,18442578960
2023-01-17,18925642840
2023-01-18,18984102800
2023-01-19,18176432300
2023-01-20,18692572210
2023-01-23,19336400980
2023-01-24,19432552230
2023-01-25,19390245680
2023-01-26,20226376950
2023-01-27,20707133200
2023-01-30,20447140220
2023-01-31,20747901330
2023-02-01,21732490129
2023-02-02,27682329480
2023-02-03,26391595100
2023-02-06,26342365660
2023-02-07,26543129470
2023-02-08,25755458430
2023-02-09,24720870980
2023-02-10,24292421010
2023-02-13,25019324460
2023-02-14,25500849920
2023-02-15,26029297190
2023-02-16,25089322570
2023-02-17,24361649910
2023-02-21,23383984000
2023-02-22,23285525120
2023-02-23,23496288660
2023-02-24,23559363879
2023-02-27,23433213440
2023-02-28,23807049500
2023-03-01,23732436129
2023-03-02,24092426410
2023-03-03,25734689760
2023-03-06,25830071800
2023-03-07,25751612379
2023-03-08,25557771460
2023-03-09,24740870440
2023-03-10,24060119590
2023-03-13,24261652610
2023-03-14,24673179960
2023-03-15,24473954570
2023-03-16,25107014400
2023-03-17,24681641270
2023-03-20,24334727560
2023-03-21,25202396440
2023-03-22,24023197510
2023-03-23,23959353080
2023-03-24,23591670700
2023-03-27,23533979950
2023-03-28,23483212090
2023-03-29,23553979410
2023-03-30,23987813850
2023-03-31,25569729360
2023-04-03,25050131400
2023-04-04,25011869400
2023-04-05,24259638480
2023-04-06,24727965360
2023-04-10,25303425840
2023-04-11,25941636000
2023-04-12,25425099000
2023-04-13,26121467400
2023-04-14,26191869480
2023-04-17,26606629560
2023-04-18,26634178200
2023-04-19,27270857880
2023-04-20,26966292360
2023-04-21,27176733360
2023-04-24,27782803440
2023-04-25,26899716480
2023-04-26,27131584200
2023-04-27,24313970520
2023-04-28,24893257200
2023-05-01,24283360920
2023-05-02,23480624159
2023-05-03,23195189640
2023-05-04,23271713640
2023-05-05,24000987360
2023-05-08,23421700680
2023-05-09,23166875760
2023-05-10,23359716240
2023-05-11,22657225920
2023-05-12,22475864040
2023-05-15,22749054719
2023-05-16,22367965200
2023-05-17,22296032640
2023-05-18,22453672080
2023-05-19,22267718760
2023-05-22,23020714920
2023-05-23,21621856200
2023-05-24,21520844520
2023-05-25,21432841920
2023-05-26,21839184360
2023-05-30,21805513800
2023-05-31,21630273840
2023-06-01,22742932800
2023-06-02,23110248000
2023-06-05,23351298600
2023-06-06,23315332320
2023-06-07,23089586520
2023-06-08,23474502240
2023-06-09,23296966560
2023-06-12,23821155960
2023-06-13,24642258480
2023-06-14,24675929040
2023-06-15,25497031560
2023-06-16,25275111960
2023-06-20,25362349320
2023-06-21,25307252040
2023-06-22,25589625600
2023-06-23,25163386920
2023-06-26,25364645040
2023-06-27,26070961560
2023-06-28,26406136680
2023-06-29,26155137960
2023-06-30,27077861160
2023-07-03,26384911709
2023-07-05,25789970580
2023-07-06,25338213480
2023-07-07,25232548260
2023-07-10,26316765300
2023-07-11,26806806900
2023-07-12,27381074400
2023-07-13,28143701640
2023-07-14,28091634720
2023-07-17,28358094840
2023-07-18,27612312780
2023-07-19,26231008020
2023-07-20,25343573310
2023-07-21,25832083530
2023-07-24,25804518690
2023-07-25,25431627660
2023-07-26,26021974650
2023-07-27,29502801390
2023-07-28,29241701100
2023-07-31,28934659410
2023-08-01,28837416780
2023-08-02,28131450600
2023-08-03,28042630560
2023-08-04,27675099360
2023-08-07,27660551250
2023-08-08,27392559750
2023-08-09,27013543200
2023-08-10,26587053870
2023-08-11,27019668720
2023-08-14,27602358810
2023-08-15,27645237450
2023-08-16,27453049260
2023-08-17,26736363420
2023-08-18,26826714840
2023-08-21,26231773709
2023-08-22,26923957470
2023-08-23,27525024120
2023-08-24,26853513990
2023-08-25,27285363150
2023-08-28,27462237540
2023-08-29,28148295780
2023-08-30,28396379340
2023-08-31,28341249660
2023-09-01,28705718100
2023-09-05,28225630470
2023-09-06,28307559300
2023-09-07,26104669170
2023-09-08,25440815940
2023-09-11,25664397420
2023-09-12,24677423010
2023-09-13,24686611290
2023-09-14,25485225959
2023-09-15,25427799209
2023-09-18,24909427080
2023-09-19,24348942000
2023-09-20,23698105500
2023-09-21,22992139319
2023-09-22,22860440640
2023-09-25,22819093380
2023-09-26,22894896690
2023-09-27,23099335920
2023-09-28,23545733190
2023-09-29,23378047080
2023-10-02,22692731280
2023-10-03,22000048830
2023-10-04,22082565100
2023-10-05,21210088025
2023-10-06,21548101920
2023-10-09,21495109820
2023-10-10,21689666530
2023-10-11,21009096560
2023-10-12,20288404000
2023-10-13,20136240970
2023-10-16,20618469080
2023-10-17,20951562280
2023-10-18,20621497200
2023-10-19,20461763870
2023-10-20,20430725640
2023-10-23,20115801160
2023-10-24,20096118380
2023-10-25,19205094070
2023-10-26,14425963680
2023-10-27,14454730820
2023-10-30,14136778220
2023-10-31,13974016770
2023-11-01,13869546630
2023-11-02,14559200960
2023-11-03,14946800320
2023-11-06,14971782310
2023-11-07,14952856560
2023-11-08,14657614860
2023-11-09,14182200020
2023-11-10,14544817390
2023-11-13,14475927660
2023-11-14,15346512160
2023-11-15,15523657180
2023-11-16,15376793360
2023-11-17,15643267919
2023-11-20,16294313720
2023-11-21,16298855900
2023-11-22,16449504870
2023-11-24,16615294440
2023-11-27,16408625250
2023-11-28,16211040419
2023-11-29,16388185440
2023-11-30,16185301400
2023-12-01,16688726350
2023-12-04,16624378800
2023-12-05,16302641050
2023-12-06,16417709610
2023-12-07,16398026830
2023-12-08,16747774690
2023-12-11,16554732040
2023-12-12,16463131410
2023-12-13,17514646080
2023-12-14,19457185060
2023-12-15,19305022030
2023-12-18,19810718070
2023-12-19,20311871930
2023-12-20,19840242240
2023-12-21,20750192300
2023-12-22,20581374610
2023-12-26,20757005570
2023-12-27,20839521839
2023-12-28,20944749010
2023-12-29,20742622000
2024-01-02,20216061000
2024-01-03,19261338500
2024-01-04,19647738000
2024-01-05,19897319000
2024-01-08,20593439500
2024-01-09,20862566000
2024-01-10,20807688250
2024-01-11,20775363000
2024-01-12,20420537000
2024-01-16,20106305500
2024-01-17,19512423000
2024-01-18,19884539250
2024-01-19,20022109500
2024-01-22,20418281750
2024-01-23,20028875250
2024-01-24,19325237250
2024-01-25,19704119250
2024-01-26,19867248999
2024-01-29,20326568250
2024-01-30,19901829500
2024-01-31,20095781000
2024-02-01,20551341500
2024-02-02,20590432500
2024-02-05,20716726500
2024-02-06,21683477000
2024-02-07,21404577750
2024-02-08,22176625000
2024-02-09,22279614750
2024-02-12,22735927000
2024-02-13,21975156000
2024-02-14,22759231250
2024-02-15,23286959750
2024-02-16,23211784750
2024-02-20,23569617749
2024-02-21,22902063750
2024-02-22,23797398000
2024-02-23,23821454000
2024-02-26,23367397000
2024-02-27,23534285500
2024-02-28,22732168250
2024-02-29,22734423500
2024-03-01,22553251750
2024-03-04,23156907000
2024-03-05,22514160750
2024-03-06,22837413250
2024-03-07,23364390000
2024-03-08,23491435750
2024-03-11,23160665750
2024-03-12,23355369000
2024-03-13,24107870750
2024-03-14,23824461000
2024-03-15,23631261250
2024-03-18,23765824500
2024-03-19,23845510000
2024-03-20,24743099500
2024-03-21,24151472250
2024-03-22,24012398500
2024-03-25,24001873999
2024-03-26,24051489500
2024-03-27,24649882500
2024-03-28,24651386000
2024-04-01,24029688750
2024-04-02,23459862250
2024-04-03,23312519250
2024-04-04,23676366250
2024-04-05,23874076500
2024-04-08,24060510500
2024-04-09,24826543750
2024-04-10,24643868500
2024-04-11,24424357500
2024-04-12,23677869750
2024-04-15,22908829500
2024-04-16,22935892500
2024-04-17,22563024500
2024-04-18,22653234500
2024-04-19,22475821500
2024-04-22,22614143500
2024-04-23,23445579000
2024-04-24,23588411499
2024-04-25,23341837500
2024-04-26,23230578500
2024-04-29,22914843500
2024-04-30,21227916500
2024-05-01,21388791000
2024-05-02,21540644500
2024-05-03,21640627250
2024-05-06,21603039750
2024-05-07,21539141000
2024-05-08,20571638750
2024-05-09,21078318250
2024-05-10,20425047500
2024-05-13,20503229500
2024-05-14,20904664000
2024-05-15,21073056000
2024-05-16,20564873000
2024-05-17,20410012500
2024-05-20,20104802000
2024-05-21,19847703500
2024-05-22,19629696000
2024-05-23,18973418250
2024-05-24,19216233500
2024-05-28,19077159750
2024-05-29,19001233000
2024-05-30,19282387500
2024-05-31,19335761750
2024-06-03,19134292750
2024-06-04,18711809250
2024-06-05,19245551750
2024-06-06,19354555500
2024-06-07,19210219500
2024-06-10,19222247500
2024-06-11,19040324000
2024-06-12,20006322750
2024-06-13,20393473999
2024-06-14,19245551750
2024-06-17,18456966000
2024-06-18,18207385000
2024-06-20,18238206750
2024-06-21,18206633250
2024-06-24,17822489000
2024-06-25,17683415250
2024-06-26,18313381750
2024-06-27,18267525000
2024-06-28,18149500250
2024-07-01,17939762000
2024-07-02,18022454500
2024-07-03,18295339750
2024-07-05,18312630000
2024-07-08,18714064500
2024-07-09,18604309000
2024-07-10,18728347750
2024-07-11,19267352500
2024-07-12,18241213750
2024-07-15,18062297250
2024-07-16,18608819500
2024-07-17,18837351500
2024-07-18,18843365500
2024-07-19,18914030000
2024-07-22,18744123040
2024-07-23,18844869600
2024-07-24,18405043200
2024-07-25,16995343200
2024-07-26,16574312800
2024-07-29,16838208640
2024-07-30,17379533440
2024-07-31,17433665920
2024-08-01,17166762720
2024-08-02,16051032160
2024-08-05,15633760960
2024-08-06,15514970240
2024-08-07,15339791520
2024-08-08,16100653600
2024-08-09,16158545280
