,ALGN
2010-12-06,1365517880
2010-12-07,1368553218
2010-12-08,1390876400
2010-12-09,1413161160
2010-12-10,1434677480
2010-12-13,1423150880
2010-12-14,1437751240
2010-12-15,1443898760
2010-12-16,1492310480
2010-12-17,1545332840
2010-12-20,1542259080
2010-12-21,1558396320
2010-12-22,1565312280
2010-12-23,1555322559
2010-12-27,1546101280
2010-12-28,1546869720
2010-12-29,1533806240
2010-12-30,1538416880
2010-12-31,1501531760
2011-01-03,1526890280
2011-01-04,1498458000
2011-01-05,1523816519
2011-01-06,1505373960
2011-01-07,1536880000
2011-01-10,1552248800
2011-01-11,1559933200
2011-01-12,1569154480
2011-01-13,1579912640
2011-01-14,1575302000
2011-01-18,1599892080
2011-01-19,1576838880
2011-01-20,1559164760
2011-01-21,1526890280
2011-01-24,1533037800
2011-01-25,1530732480
2011-01-26,1576070440
2011-01-27,1606231710
2011-01-28,1563775400
2011-01-31,1600660519
2011-02-01,1642924720
2011-02-02,1686725800
2011-02-03,1694410200
2011-02-04,1679809840
2011-02-07,1613724000
2011-02-08,1633703440
2011-02-09,1591823460
2011-02-10,1597586760
2011-02-11,1603350059
2011-02-14,1611418680
2011-02-15,1576070440
2011-02-16,1615260880
2011-02-17,1616029320
2011-02-18,1597586760
2011-02-22,1526121840
2011-02-23,1483857640
2011-02-24,1501723870
2011-02-25,1559164760
2011-02-28,1602197400
2011-03-01,1576838880
2011-03-02,1598355200
2011-03-03,1659830400
2011-03-04,1665977920
2011-03-07,1652914440
2011-03-08,1674814980
2011-03-09,1673278100
2011-03-10,1610650240
2011-03-11,1616797760
2011-03-14,1602197400
2011-03-15,1569922920
2011-03-16,1562238519
2011-03-17,1562238519
2011-03-18,1606808040
2011-03-21,1598355200
2011-03-22,1593552450
2011-03-23,1563006960
2011-03-24,1585291720
2011-03-25,1613724000
2011-03-28,1612187120
2011-03-29,1627555920
2011-03-30,1565312280
2011-03-31,1595146240
2011-04-01,1612281600
2011-04-04,1652004480
2011-04-05,1646552320
2011-04-06,1655898880
2011-04-07,1647331200
2011-04-08,1651225600
2011-04-11,1638763520
2011-04-12,1629416960
2011-04-13,1639542400
2011-04-14,1670697600
2011-04-15,1726776960
2011-04-18,1662129920
2011-04-19,1667582080
2011-04-20,1666024320
2011-04-21,1946421119
2011-04-25,1945642240
2011-04-26,1913708160
2011-04-27,1915265920
2011-04-28,1874764160
2011-04-29,1880216320
2011-05-02,1916044800
2011-05-03,1896572800
2011-05-04,1865417600
2011-05-05,1805443840
2011-05-06,1827252480
2011-05-09,1852176640
2011-05-10,1851397760
2011-05-11,1838935680
2011-05-12,1838156800
2011-05-13,1821021440
2011-05-16,1792981760
2011-05-17,1823358080
2011-05-18,1846724480
2011-05-19,1885279039
2011-05-20,1866975360
2011-05-23,1812453760
2011-05-24,1777404160
2011-05-25,1799212800
2011-05-26,1883331840
2011-05-27,1900467200
2011-05-31,1908256000
2011-06-01,1885668480
2011-06-02,1852176640
2011-06-03,1836988480
2011-06-06,1828031360
2011-06-07,1830368000
2011-06-08,1791424000
2011-06-09,1824915840
2011-06-10,1823358080
2011-06-13,1831925760
2011-06-14,1870090880
2011-06-15,1817905920
2011-06-16,1806222720
2011-06-17,1785192960
2011-06-20,1767278720
2011-06-21,1836599039
2011-06-22,1808169920
2011-06-23,1764163200
2011-06-24,1720545920
2011-06-27,1713536000
2011-06-28,1748585600
2011-06-29,1756374400
2011-06-30,1788774000
2011-07-01,1804857275
2011-07-05,1804465000
2011-07-06,1822509650
2011-07-07,1873505400
2011-07-08,1871936300
2011-07-11,1835062450
2011-07-12,1835062450
2011-07-13,1867229000
2011-07-14,1832708800
2011-07-15,1841338850
2011-07-18,1807603200
2011-07-19,1847615250
2011-07-20,1827216950
2011-07-21,1853891650
2011-07-22,1884489100
2011-07-25,1829570600
2011-07-26,1808387750
2011-07-27,1732286399
2011-07-28,1733855500
2011-07-29,1725225449
2011-08-01,1737778250
2011-08-02,1657754150
2011-08-03,1613819350
2011-08-04,1517711975
2011-08-05,1498490500
2011-08-08,1350210550
2011-08-09,1434157400
2011-08-10,1376100700
2011-08-11,1465539400
2011-08-12,1456909350
2011-08-15,1495352300
2011-08-16,1431803750
2011-08-17,1431803750
2011-08-18,1332950449
2011-08-19,1305491200
2011-08-22,1312552150
2011-08-23,1405129050
2011-08-24,1418466399
2011-08-25,1380023450
2011-08-26,1438864700
2011-08-29,1518888800
2011-08-30,1478876750
2011-08-31,1498490500
2011-09-01,1478876750
2011-09-02,1398068100
2011-09-06,1380808000
2011-09-07,1457693899
2011-09-08,1406698150
2011-09-09,1339226850
2011-09-12,1288231100
2011-09-13,1353348750
2011-09-14,1367470650
2011-09-15,1369039750
2011-09-16,1345503250
2011-09-19,1305491200
2011-09-20,1272540100
2011-09-21,1225467100
2011-09-22,1177609550
2011-09-23,1173686800
2011-09-26,1187024150
2011-09-27,1257633650
2011-09-28,1219190700
2011-09-29,1234097150
2011-09-30,1194440290
2011-10-03,1122789620
2011-10-04,1266090959
2011-10-05,1267665700
2011-10-06,1321994230
2011-10-07,1275539400
2011-10-10,1340891110
2011-10-11,1319632120
2011-10-12,1314907900
2011-10-13,1285775209
2011-10-14,1289712060
2011-10-17,1246406710
2011-10-18,1291286800
2011-10-19,1270027810
2011-10-20,1300735240
2011-10-21,1363724840
2011-10-24,1420415480
2011-10-25,1383409090
2011-10-26,1359000620
2011-10-27,1402305970
2011-10-28,1862130050
2011-10-31,1813313110
2011-11-01,1710167640
2011-11-02,1732214000
2011-11-03,1758984580
2011-11-04,1777094090
2011-11-07,1809376260
2011-11-08,1801502560
2011-11-09,1727489780
2011-11-10,1735363480
2011-11-11,1813313110
2011-11-14,1820399440
2011-11-15,1818824700
2011-11-16,1756622470
2011-11-17,1751898250
2011-11-18,1766070910
2011-11-21,1766858280
2011-11-22,1752685620
2011-11-23,1696782350
2011-11-25,1671586510
2011-11-28,1801502560
2011-11-29,1795990970
2011-11-30,1929056500
2011-12-01,1929056500
2011-12-02,1918820690
2011-12-05,1927481760
2011-12-06,1956614450
2011-12-07,1972361850
2011-12-08,1925119650
2011-12-09,2000707170
2011-12-12,1940079680
2011-12-13,1877877450
2011-12-14,1825123660
2011-12-15,1860555310
2011-12-16,1885751150
2011-12-19,1873940600
2011-12-20,1965275520
2011-12-21,1936930200
2011-12-22,1946378640
2011-12-23,1932205980
2011-12-27,1958189190
2011-12-28,1868429010
2011-12-29,1891262740
2011-12-30,1868035325
2012-01-03,1897678250
2012-01-04,1934126350
2012-01-05,1916694650
2012-01-06,1878661850
2012-01-09,1796257450
2012-01-10,1848552549
2012-01-11,1897678250
2012-01-12,1957896850
2012-01-13,1907978799
2012-01-17,1973743850
2012-01-18,1964235650
2012-01-19,1999891399
2012-01-20,1996722000
2012-01-23,1980875000
2012-01-24,1973743850
2012-01-25,1965028000
2012-01-26,1976913250
2012-01-27,2024454250
2012-01-30,2010984300
2012-01-31,1866776600
2012-02-01,1931749300
2012-02-02,1961066250
2012-02-03,2014946050
2012-02-06,2049017100
2012-02-07,2053771200
2012-02-08,2145683799
2012-02-09,2064864100
2012-02-10,2061694700
2012-02-13,2094181050
2012-02-14,2097350450
2012-02-15,2088634600
2012-02-16,2144891450
2012-02-17,2156776700
2012-02-21,2125875049
2012-02-22,2102104550
2012-02-23,2099727500
2012-02-24,2109235700
2012-02-27,2148853200
2012-02-28,2118743899
2012-02-29,2029208350
2012-03-01,2074372300
2012-03-02,2059317649
2012-03-05,2051394150
2012-03-06,2008607250
2012-03-07,2041885950
2012-03-08,2099727500
2012-03-09,2107651000
2012-03-12,2063279400
2012-03-13,2146476150
2012-03-14,2127459750
2012-03-15,2154399650
2012-03-16,2144891450
2012-03-19,2118743899
2012-03-20,2091804000
2012-03-21,2122705650
2012-03-22,2070410550
2012-03-23,2123498000
2012-03-26,2237596400
2012-03-27,2228880550
2012-03-28,2211448850
2012-03-29,2159153750
2012-03-30,2182924250
2012-04-02,2307020800
2012-04-03,2304609280
2012-04-04,2225029120
2012-04-05,2229852160
2012-04-09,2190464000
2012-04-10,2116510719
2012-04-11,2150272000
2012-04-12,2192071680
2012-04-13,2148664320
2012-04-16,2155095040
2012-04-17,2238694400
2012-04-18,2274867200
2012-04-19,2259594240
2012-04-20,2245928960
2012-04-23,2205736960
2012-04-24,2552995840
2012-04-25,2558622720
2012-04-26,2528076800
2012-04-27,2569072640
2012-04-30,2548976640
2012-05-01,2580326400
2012-05-02,2606853120
2012-05-03,2597207040
2012-05-04,2530488320
2012-05-07,2540134400
2012-05-08,2528880640
2012-05-09,2527272960
2012-05-10,2502353920
2012-05-11,2475827200
2012-05-14,2458946560
2012-05-15,2512000000
2012-05-16,2483061760
2012-05-17,2437242880
2012-05-18,2389012480
2012-05-21,2508784640
2012-05-22,2508784640
2012-05-23,2510392320
2012-05-24,2532899840
2012-05-25,2560230400
2012-05-29,2593187840
2012-05-30,2524057600
2012-05-31,2510392320
2012-06-01,2376954880
2012-06-04,2320686080
2012-06-05,2419558400
2012-06-06,2509588480
2012-06-07,2437242880
2012-06-08,2480650240
2012-06-11,2428400640
2012-06-12,2452515840
2012-06-13,2499942400
2012-06-14,2505569280
2012-06-15,2551388160
2012-06-18,2672768000
2012-06-19,2791736319
2012-06-20,2764405760
2012-06-21,2637399040
2012-06-22,2636595200
2012-06-25,2566661120
2012-06-26,2603637760
2012-06-27,2605245439
2012-06-28,2564249600
2012-06-29,2689648640
2012-07-02,2868211140
2012-07-03,2853552480
2012-07-05,2845408780
2012-07-06,2785145400
2012-07-09,2820977680
2012-07-10,2735468830
2012-07-11,2668690490
2012-07-12,2571780460
2012-07-13,2578295420
2012-07-16,2522918260
2012-07-17,2515588930
2012-07-18,2513145820
2012-07-19,2581552900
2012-07-20,2783516660
2012-07-23,2740355050
2012-07-24,2700450919
2012-07-25,2790031620
2012-07-26,2850295000
2012-07-27,2917073340
2012-07-30,2796546580
2012-07-31,2765600520
2012-08-01,2733840090
2012-08-02,2733025720
2012-08-03,2793289100
2012-08-06,2790031620
2012-08-07,2873911730
2012-08-08,2816905830
2012-08-09,2827492640
2012-08-10,2804690280
2012-08-13,2772115480
2012-08-14,2790845990
2012-08-15,2789217250
2012-08-16,2794103470
2012-08-17,2823420790
2012-08-20,2766414890
2012-08-21,2774558590
2012-08-22,2750941860
2012-08-23,2638558800
2012-08-24,2678462930
2012-08-27,2672762340
2012-08-28,2736283200
2012-08-29,2768043630
2012-08-30,2755013710
2012-08-31,2764786150
2012-09-04,2864953660
2012-09-05,2902414680
2012-09-06,3043300690
2012-09-07,3088091040
2012-09-10,3052258759
2012-09-11,3102749700
2012-09-12,3136138870
2012-09-13,3189887290
2012-09-14,3112522140
2012-09-17,3057959350
2012-09-18,3050630020
2012-09-19,3015612110
2012-09-20,2974079240
2012-09-21,3080761710
2012-09-24,3040043210
2012-09-25,3031899509
2012-09-26,2991181009
2012-09-27,3059588090
2012-09-28,3010725890
2012-10-01,3079634000
2012-10-02,3092600879
2012-10-03,3089359160
2012-10-04,3152572700
2012-10-05,3090980020
2012-10-08,3086927870
2012-10-09,3001022290
2012-10-10,2963742510
2012-10-11,2990486700
2012-10-12,2962932080
2012-10-15,2988055410
2012-10-16,3101515610
2012-10-17,2869732629
2012-10-18,2283791740
2012-10-19,2243270240
2012-10-22,2235976370
2012-10-23,2181677560
2012-10-24,2178435840
2012-10-25,2146829069
2012-10-26,2114411870
2012-10-31,2152907295
2012-11-01,2141156060
2012-11-02,2105497140
2012-11-05,2124137030
2012-11-06,2109549290
2012-11-07,2081994670
2012-11-08,2125757890
2012-11-09,2097392840
2012-11-12,2148449930
2012-11-13,2141156060
2012-11-14,2078752950
2012-11-15,2057722291
2012-11-16,2116843160
2012-11-19,2164658530
2012-11-20,2165468960
2012-11-21,2177625410
2012-11-23,2221388630
2012-11-26,2187350570
2012-11-27,2180056700
2012-11-28,2171952400
2012-11-29,2226251210
2012-11-30,2219767770
2012-12-03,2193023580
2012-12-04,2150070790
2012-12-05,2118464020
2012-12-06,2077942520
2012-12-07,2067406930
2012-12-10,2123326600
2012-12-11,2171141970
2012-12-12,2167089820
2012-12-13,2137914340
2012-12-14,2136293480
2012-12-17,2150070790
2012-12-18,2202748740
2012-12-19,2239218090
2012-12-20,2283791740
2012-12-21,2301621200
2012-12-24,2269204000
2012-12-26,2219767770
2012-12-27,2228682500
2012-12-28,2193834010
2012-12-31,2226042423
2013-01-02,2278183958
2013-01-03,2339951621
2013-01-04,2351182105
2013-01-07,2321501540
2013-01-08,2266183383
2013-01-09,2189944438
2013-01-10,2157055163
2013-01-11,2075233063
2013-01-14,2137000726
2013-01-15,2112935403
2013-01-16,2085661370
2013-01-17,2124165887
2013-01-18,2137000726
2013-01-22,2199570567
2013-01-23,2173098712
2013-01-24,2231657665
2013-01-25,2293425329
2013-01-28,2292623152
2013-01-29,2307864523
2013-01-30,2347973396
2013-01-31,2515628483
2013-02-01,2558946065
2013-02-04,2576593969
2013-02-05,2591835340
2013-02-06,2587022276
2013-02-07,2586220098
2013-02-08,2625526793
2013-02-11,2649592117
2013-02-12,2648789939
2013-02-13,2627131148
2013-02-14,2611889777
2013-02-15,2625526793
2013-02-19,2615098487
2013-02-20,2545309048
2013-02-21,2519639370
2013-02-22,2557341710
2013-02-25,2502793644
2013-02-26,2490760982
2013-02-27,2524452435
2013-02-28,2522045902
2013-03-01,2497178401
2013-03-04,2485947917
2013-03-05,2550924291
2013-03-06,2602263647
2013-03-07,2624724616
2013-03-08,2670448731
2013-03-11,2689700989
2013-03-12,2643976875
2013-03-13,2637559455
2013-03-14,2670448731
2013-03-15,2650394294
2013-03-18,2596648405
2013-03-19,2590230986
2013-03-20,2615098487
2013-03-21,2569374372
2013-03-22,2617505019
2013-03-25,2636757278
2013-03-26,2695316232
2013-03-27,2672855263
2013-03-28,2688096634
2013-04-01,2613885440
2013-04-02,2566345600
2013-04-03,2493827200
2013-04-04,2538144000
2013-04-05,2501079040
2013-04-08,2552647680
2013-04-09,2568762880
2013-04-10,2629194880
2013-04-11,2647727360
2013-04-12,2639669760
2013-04-15,2513971200
2013-04-16,2562316800
2013-04-17,2480129280
2013-04-18,2427754880
2013-04-19,2538144000
2013-04-22,2578432000
2013-04-23,2577626240
2013-04-24,2581655040
2013-04-25,2598576000
2013-04-26,2605827840
2013-04-29,2653367680
2013-04-30,2668677120
2013-05-01,2630806400
2013-05-02,2610662400
2013-05-03,2626777600
2013-05-06,2773425920
2013-05-07,2870922880
2013-05-08,2893484159
2013-05-09,2874951680
2013-05-10,2970837120
2013-05-13,2986952320
2013-05-14,2923297280
2013-05-15,2918462720
2013-05-16,2969225600
2013-05-17,3028851840
2013-05-20,3045772800
2013-05-21,3074780159
2013-05-22,3005484800
2013-05-23,2979700479
2013-05-24,2957139200
2013-05-28,2936995200
2013-05-29,2898318720
2013-05-30,2915239680
2013-05-31,2880592000
2013-06-03,2969225600
2013-06-04,2891066880
2013-06-05,2850778880
2013-06-06,2835469440
2013-06-07,2856419200
2013-06-10,2843527040
2013-06-11,2801627520
2013-06-12,2757310720
2013-06-13,2793569920
2013-06-14,2821771520
2013-06-17,2890261120
2013-06-18,2920880000
2013-06-19,2908793600
2013-06-20,2858836479
2013-06-21,2887843840
2013-06-24,2882203520
2013-06-25,2853196159
2013-06-26,2883009280
2013-06-27,2956333440
2013-06-28,2984535040
2013-07-01,3021952930
2013-07-02,2982769100
2013-07-03,3021153260
2013-07-05,3069933130
2013-07-08,3072332140
2013-07-09,3109116960
2013-07-10,3133906730
2013-07-11,3150699800
2013-07-12,3134706400
2013-07-15,3094722900
2013-07-16,3053939730
2013-07-17,3112315640
2013-07-18,3170691550
2013-07-19,3434582650
2013-07-22,3518548000
2013-07-23,3518548000
2013-07-24,3472966810
2013-07-25,3508951960
2013-07-26,3418589250
2013-07-29,3385802780
2013-07-30,3394599150
2013-07-31,3441779680
2013-08-01,3517748330
2013-08-02,3487360870
2013-08-05,3552134140
2013-08-06,3540139090
2013-08-07,3504953610
2013-08-08,3524945360
2013-08-09,3510551300
2013-08-12,3553733480
2013-08-13,3580122590
2013-08-14,3548935460
2013-08-15,3451375719
2013-08-16,3435382320
2013-08-19,3427385620
2013-08-20,3487360870
2013-08-21,3482562850
2013-08-22,3547336120
2013-08-23,3559331170
2013-08-26,3554533150
2013-08-27,3488160540
2013-08-28,3448976710
2013-08-29,3501754930
2013-08-30,3482562850
2013-09-03,3548135790
2013-09-04,3576124240
2013-09-05,3584920610
2013-09-06,3586519950
2013-09-09,3735258570
2013-09-10,3760848010
2013-09-11,3799232170
2013-09-12,3768045040
2013-09-13,3743255270
2013-09-16,3698473750
2013-09-17,3835217320
2013-09-18,3858407750
2013-09-19,3812026890
2013-09-20,3805629530
2013-09-23,3794434150
2013-09-24,3796833159
2013-09-25,3792035140
2013-09-26,3844813360
2013-09-27,3820823260
2013-09-30,3901872000
2013-10-01,3995971200
2013-10-02,3964334400
2013-10-03,3883214400
2013-10-04,3715296000
2013-10-07,3652022400
2013-10-08,3571713600
2013-10-09,3570902400
2013-10-10,3449222400
2013-10-11,3516552000
2013-10-14,3525475200
2013-10-15,3488971200
2013-10-16,3546566400
2013-10-17,3725841600
2013-10-18,4703337600
2013-10-21,4725240000
2013-10-22,4597070400
2013-10-23,4665211200
2013-10-24,4588958400
2013-10-25,4542720000
2013-10-28,4546776000
2013-10-29,4643308800
2013-10-30,4605993600
2013-10-31,4628707200
2013-11-01,4603560000
2013-11-04,4707393600
2013-11-05,4595448000
2013-11-06,4631140800
2013-11-07,4593825600
2013-11-08,4724428800
2013-11-11,4752820800
2013-11-12,4745520000
2013-11-13,4735785600
2013-11-14,4435641600
2013-11-15,4494859200
2013-11-18,4380480000
2013-11-19,4253932800
2013-11-20,4274212800
2013-11-21,4371556800
2013-11-22,4392648000
2013-11-25,4346409600
2013-11-26,4374801600
2013-11-27,4442131200
2013-11-29,4432396800
2013-12-02,4470523200
2013-12-03,4475390400
2013-12-04,4433208000
2013-12-05,4423473600
2013-12-06,4498915200
2013-12-09,4522440000
2013-12-10,4451054400
2013-12-11,4354521600
2013-12-12,4390214400
2013-12-13,4396704000
2013-12-16,4508649600
2013-12-17,4542720000
2013-12-18,4636819200
2013-12-19,4580846400
2013-12-20,4626273600
2013-12-23,4708204800
2013-12-24,4701715200
2013-12-26,4686302400
2013-12-27,4640064000
2013-12-30,4627896000
2013-12-31,4635196800
2014-01-02,4620595200
2014-01-03,4637630400
2014-01-06,4859088000
2014-01-07,4977726000
2014-01-08,4926417600
2014-01-09,4894780800
2014-01-10,4924795200
2014-01-13,4760932800
2014-01-14,4899648000
2014-01-15,5048097600
2014-01-16,5039174400
2014-01-17,5187624000
2014-01-21,5083790400
2014-01-22,5126784000
2014-01-23,5143008000
2014-01-24,4776345600
2014-01-27,4496481600
2014-01-28,4661966400
2014-01-29,4683868800
2014-01-30,4744708800
2014-01-31,4820150400
2014-02-03,4458355200
2014-02-04,4480257600
2014-02-05,4434830400
2014-02-06,4381291200
2014-02-07,4462411200
2014-02-10,4460788800
2014-02-11,4477012800
2014-02-12,4454299200
2014-02-13,4434019200
2014-02-14,4427529600
2014-02-18,4487558400
2014-02-19,4364256000
2014-02-20,4341542400
2014-02-21,4297737600
2014-02-24,4405627200
2014-02-25,4336675200
2014-02-26,4311528000
2014-02-27,4293681600
2014-02-28,4245009600
2014-03-03,4242576000
2014-03-04,4471740000
2014-03-05,4386158400
2014-03-06,4441320000
2014-03-07,4484313600
2014-03-10,4510272000
2014-03-11,4403193600
2014-03-12,4406438400
2014-03-13,4249065600
2014-03-14,4278268800
2014-03-17,4335864000
2014-03-18,4443753600
2014-03-19,4393459200
2014-03-20,4438886400
2014-03-21,4373990400
2014-03-24,4279080000
2014-03-25,4292059199
2014-03-26,4223918400
2014-03-27,4172001600
2014-03-28,4115217599
2014-03-31,4196388330
2014-04-01,4342236930
2014-04-02,4394904480
2014-04-03,4342236930
2014-04-04,4441089870
2014-04-07,4289407326
2014-04-08,4241763450
2014-04-09,4388422320
2014-04-10,4100776470
2014-04-11,4001923530
2014-04-14,3982477050
2014-04-15,4136428350
2014-04-16,4187475360
2014-04-17,4326841800
2014-04-21,4233660750
2014-04-22,4218265620
2014-04-23,4249866150
2014-04-24,4116009546
2014-04-25,4051350000
2014-04-28,3984097590
2014-04-29,4056211620
2014-04-30,4082950530
2014-05-01,4132377000
2014-05-02,4086191610
2014-05-05,4078088910
2014-05-06,3972753810
2014-05-07,3904691130
2014-05-08,3892537080
2014-05-09,4006785150
2014-05-12,4156685100
2014-05-13,4133187270
2014-05-14,4058642430
2014-05-15,4026231630
2014-05-16,4079709450
2014-05-19,4115361330
2014-05-20,4054591080
2014-05-21,4270933170
2014-05-22,4271743440
2014-05-23,4385991510
2014-05-27,4350339630
2014-05-28,4309015860
2014-05-29,4466208240
2014-05-30,4424884470
2014-06-02,4457295270
2014-06-03,4366545030
2014-06-04,4324410990
2014-06-05,4339806120
2014-06-06,4324410990
2014-06-09,4306585050
2014-06-10,4251486690
2014-06-11,4180993200
2014-06-12,4116981870
2014-06-13,4114551060
2014-06-16,4128325650
2014-06-17,4136833485
2014-06-18,4199629410
2014-06-19,4226368319
2014-06-20,4245004530
2014-06-23,4254727770
2014-06-24,4273363980
2014-06-25,4379509350
2014-06-26,4467018510
2014-06-27,4563440640
2014-06-30,4518449160
2014-07-01,4624879440
2014-07-02,4578920910
2014-07-03,4607141060
2014-07-07,4524899480
2014-07-08,4443464190
2014-07-09,4439432740
2014-07-10,4391055340
2014-07-11,4361222610
2014-07-14,4378960990
2014-07-15,4346709390
2014-07-16,4347515680
2014-07-17,4213671540
2014-07-18,4238666530
2014-07-21,4162068980
2014-07-22,4242697980
2014-07-23,4283012480
2014-07-24,4291881669
2014-07-25,4544250440
2014-07-28,4412018880
2014-07-29,4412018880
2014-07-30,4478134660
2014-07-31,4370898090
2014-08-01,4307201180
2014-08-04,4350740840
2014-08-05,4365254060
2014-08-06,4374929540
2014-08-07,4316876660
2014-08-08,4362835190
2014-08-11,4375735830
2014-08-12,4334615040
2014-08-13,4414437750
2014-08-14,4411212590
2014-08-15,4382186150
2014-08-18,4430563550
2014-08-19,4445883060
2014-08-20,4441851610
2014-08-21,4393071065
2014-08-22,4377348410
2014-08-25,4452333380
2014-08-26,4564407690
2014-08-27,4474909500
2014-08-28,4417662910
2014-08-29,4391055340
2014-09-02,4477328370
2014-09-03,4457977410
2014-09-04,4459186845
2014-09-05,4459589990
2014-09-08,4481359820
2014-09-09,4426532100
2014-09-10,4460396280
2014-09-11,4478940950
2014-09-12,4426532100
2014-09-15,4336227620
2014-09-16,4367672930
2014-09-17,4345499955
2014-09-18,4383798730
2014-09-19,4424919520
2014-09-22,4348725115
2014-09-23,4267692970
2014-09-24,4337840200
2014-09-25,4259630070
2014-09-26,4288253365
2014-09-29,4283012480
2014-09-30,4158121120
2014-10-01,4028582130
2014-10-02,3926399200
2014-10-03,3901456910
2014-10-06,3850767740
2014-10-07,3783584475
2014-10-08,3845135610
2014-10-09,3751803170
2014-10-10,3637953685
2014-10-13,3617034345
2014-10-14,3569965830
2014-10-15,3585253040
2014-10-16,3633528439
2014-10-17,3651229420
2014-10-20,3829043810
2014-10-21,3926399200
2014-10-22,3860422819
2014-10-23,3945709360
2014-10-24,4143638500
2014-10-27,4129155880
2014-10-28,4200764390
2014-10-29,4198350620
2014-10-30,4179845050
2014-10-31,4233752580
2014-11-03,4168580790
2014-11-04,4202373569
2014-11-05,4170994560
2014-11-06,4234557170
2014-11-07,4215247010
2014-11-10,4213637830
2014-11-11,4310188630
2014-11-12,4413980740
2014-11-13,4401911890
2014-11-14,4366509930
2014-11-17,4364900750
2014-11-18,4405934840
2014-11-19,4378176485
2014-11-20,4435302375
2014-11-21,4478347940
2014-11-24,4584553820
2014-11-25,4610300700
2014-11-26,4613519060
2014-11-28,4578117100
2014-12-01,4493635150
2014-12-02,4586163000
2014-12-03,4531450880
2014-12-04,4532255470
2014-12-05,4569266610
2014-12-08,4573289560
2014-12-09,4636852170
2014-12-10,4551565630
2014-12-11,4542715140
2014-12-12,4483980070
2014-12-15,4458233190
2014-12-16,4431681720
2014-12-17,4461451550
2014-12-18,4513749900
2014-12-19,4572484970
2014-12-22,4576507920
2014-12-23,4573289560
2014-12-24,4586967590
2014-12-26,4558806940
2014-12-29,4532255470
2014-12-30,4534669240
2014-12-31,4498462690
2015-01-02,4521795800
2015-01-05,4585358410
2015-01-06,4622369550
2015-01-07,4792942630
2015-01-08,4943400960
2015-01-09,5035124220
2015-01-12,5082595030
2015-01-13,5040756350
2015-01-14,4912826540
2015-01-15,4797770170
2015-01-16,4579726280
2015-01-20,4525014160
2015-01-21,4497658100
2015-01-22,4667426590
2015-01-23,4623174140
2015-01-26,4682713800
2015-01-27,4726966250
2015-01-28,4712483630
2015-01-29,4720529530
2015-01-30,4268349950
2015-02-02,4439727620
2015-02-03,4399498120
2015-02-04,4368923700
2015-02-05,4425245000
2015-02-06,4395475170
2015-02-09,4426854180
2015-02-10,4484784660
2015-02-11,4489612200
2015-02-12,4605473160
2015-02-13,4578117100
2015-02-17,4636852170
2015-02-18,4549151860
2015-02-19,4570875790
2015-02-20,4570875790
2015-02-23,4548749565
2015-02-24,4550761040
2015-02-25,4518577440
2015-02-26,4540301370
2015-02-27,4614323650
2015-03-02,4647311840
2015-03-03,4583749230
2015-03-04,4598231850
2015-03-05,4657771510
2015-03-06,4593404310
2015-03-09,4545128910
2015-03-10,4574898740
2015-03-11,4580530870
2015-03-12,4585358410
2015-03-13,4504094820
2015-03-16,4533060060
2015-03-17,4520991210
2015-03-18,4536278420
2015-03-19,4692368880
2015-03-20,4600645620
2015-03-23,4532255470
2015-03-24,4463865320
2015-03-25,4400302710
2015-03-26,4391452220
2015-03-27,4348004360
2015-03-30,4392659105
2015-03-31,4316622745
2015-04-01,4209479650
2015-04-02,4233556750
2015-04-06,4259238990
2015-04-07,4217505350
2015-04-08,4231149040
2015-04-09,4231149040
2015-04-10,4357152530
2015-04-13,4319431740
2015-04-14,4265659550
2015-04-15,4242385020
2015-04-16,4235161890
2015-04-17,4283717375
2015-04-20,4350330685
2015-04-21,4506430550
2015-04-22,4489576580
2015-04-23,4495194570
2015-04-24,4749609260
2015-04-27,4702257630
2015-04-28,4771278650
2015-04-29,4829866260
2015-04-30,4722321880
2015-05-01,4749609260
2015-05-04,4843509950
2015-05-05,4776094070
2015-05-06,4727939870
2015-05-07,4724729590
2015-05-08,4792145470
2015-05-11,4763252950
2015-05-12,4706270480
2015-05-13,4715098750
2015-05-14,4760042670
2015-05-15,4757634960
2015-05-18,4804184020
2015-05-19,4754424680
2015-05-20,4752819540
2015-05-21,4765660660
2015-05-22,4758437530
2015-05-26,4756832390
2015-05-27,4791342900
2015-05-28,4910123260
2015-05-29,4869192190
2015-06-01,4955067180
2015-06-02,5005629090
2015-06-03,5088293800
2015-06-04,5039337030
2015-06-05,5048967870
2015-06-08,4975131430
2015-06-09,4942226060
2015-06-10,5017667640
2015-06-11,5052980720
2015-06-12,5057796140
2015-06-15,5073847540
2015-06-16,5159722530
2015-06-17,4999208530
2015-06-18,4987972550
2015-06-19,5075452680
2015-06-22,5081070670
2015-06-23,5054585860
2015-06-24,4905307840
2015-06-25,4941423490
2015-06-26,5026495910
2015-06-29,4947844050
2015-06-30,5004759680
2015-07-01,5045461760
2015-07-02,5051048320
2015-07-06,4988000000
2015-07-07,5067808000
2015-07-08,5007153920
2015-07-09,4964057600
2015-07-10,5023115520
2015-07-13,5076586880
2015-07-14,5132452480
2015-07-15,5157991040
2015-07-16,5217048960
2015-07-17,5181933440
2015-07-20,5270520320
2015-07-21,5200289280
2015-07-22,5205875840
2015-07-23,5234606720
2015-07-24,4820403200
