,PEG
2013-11-26,16642761100
2013-11-27,16592175199
2013-11-29,16536530709
2013-12-02,16531472120
2013-12-03,16632643920
2013-12-04,16531472120
2013-12-05,16293718390
2013-12-06,16470769040
2013-12-09,16394890189
2013-12-10,16288659800
2013-12-11,16121726330
2013-12-12,16248191079
2013-12-13,16116667740
2013-12-16,16243132490
2013-12-17,16136902100
2013-12-18,16288659800
2013-12-19,16010437350
2013-12-20,16061023250
2013-12-23,16055964660
2013-12-24,16111609150
2013-12-26,16106550560
2013-12-27,16147019280
2013-12-30,16197605180
2013-12-31,16214707080
2014-01-02,15855392410
2014-01-03,15906000110
2014-01-06,16002154740
2014-01-07,16017337050
2014-01-08,15931303960
2014-01-09,16052762440
2014-01-10,16133734760
2014-01-13,15976850890
2014-01-14,15895878570
2014-01-15,15956607810
2014-01-16,16052762440
2014-01-17,16083127060
2014-01-21,16240010930
2014-01-22,16401955569
2014-01-23,16568960980
2014-01-24,16710662540
2014-01-27,16811877940
2014-01-28,16665115610
2014-01-29,16644872530
2014-01-30,16887789489
2014-01-31,16872607180
2014-02-03,16816938709
2014-02-04,16761270239
2014-02-05,16705601769
2014-02-06,16989004890
2014-02-07,17181314150
2014-02-10,17161071069
2014-02-11,17393866490
2014-02-12,17409048800
2014-02-13,17459656500
2014-02-14,17560871900
2014-02-18,17768363470
2014-02-19,17697512690
2014-02-20,18486992810
2014-02-21,18512296660
2014-02-24,18588208210
2014-02-25,18613512060
2014-02-26,18552782820
2014-02-27,18446506650
2014-02-28,18552782820
2014-03-03,18289622780
2014-03-04,18340230480
2014-03-05,18122617370
2014-03-06,17970794270
2014-03-07,17935368880
2014-03-10,17965733500
2014-03-11,17798728090
2014-03-12,18112495830
2014-03-13,18319987400
2014-03-14,18547722050
2014-03-17,18618572830
2014-03-18,18669180530
2014-03-19,18416142030
2014-03-20,18360473560
2014-03-21,18674241300
2014-03-24,18699545150
2014-03-25,18719788230
2014-03-26,18826064400
2014-03-27,18866550560
2014-03-28,18912097490
2014-03-31,19294072500
2014-04-01,19020900000
2014-04-02,19020900000
2014-04-03,19273837500
2014-04-04,19461011250
2014-04-07,19349718750
2014-04-08,19405365000
2014-04-09,19577362500
2014-04-10,19486305000
2014-04-11,19633008750
2014-04-14,19880887500
2014-04-15,20027591250
2014-04-16,20042767500
2014-04-17,19946651250
2014-04-21,19946651250
2014-04-22,19845476250
2014-04-23,19926416250
2014-04-24,20118648750
2014-04-25,20356410000
2014-04-28,20553701250
2014-04-29,20457585000
2014-04-30,20725698750
2014-05-01,20467702500
2014-05-02,19673478750
2014-05-05,20042767500
2014-05-06,19870770000
2014-05-07,20174295000
2014-05-08,19815123750
2014-05-09,19410423750
2014-05-12,19253602500
2014-05-13,19334542500
2014-05-14,19344660000
2014-05-15,19213132500
2014-05-16,19122075000
2014-05-19,18803373750
2014-05-20,18803373750
2014-05-21,18848902500
2014-05-22,19031017500
2014-05-23,18919725000
2014-05-27,18894431250
2014-05-28,19319366250
2014-05-29,19476187500
2014-05-30,19708890000
2014-06-02,19784771250
2014-06-03,19815123750
2014-06-04,19511598750
2014-06-05,19764536250
2014-06-06,19597597500
2014-06-09,19369953750
2014-06-10,19263720000
2014-06-11,19066428750
2014-06-12,19036076250
2014-06-13,19142310000
2014-06-16,19218191250
2014-06-17,19364895000
2014-06-18,19855593750
2014-06-19,20159118750
2014-06-20,20078178750
2014-06-23,19799947500
2014-06-24,19956768750
2014-06-25,20027591250
2014-06-26,20189471250
2014-06-27,20371586250
2014-06-30,20639740000
2014-07-01,20391800000
2014-07-02,19809900000
2014-07-03,19308960000
2014-07-07,19511360000
2014-07-08,19572080000
2014-07-09,19536660000
2014-07-10,19723880000
2014-07-11,19475940000
2014-07-14,18924400000
2014-07-15,18883920000
2014-07-16,19045840000
2014-07-17,18762480000
2014-07-18,18818140000
2014-07-21,18808020000
2014-07-22,18813080000
2014-07-23,18732120000
2014-07-24,18873800000
2014-07-25,18691640000
2014-07-28,19121740000
2014-07-29,18752360000
2014-07-30,18261540000
2014-07-31,17796020000
2014-08-01,17957940000
2014-08-04,17861800000
2014-08-05,17558200000
2014-08-06,17279900000
2014-08-07,17563260000
2014-08-08,17983240000
2014-08-11,17978180000
2014-08-12,17973120000
2014-08-13,17846620000
2014-08-14,17963000000
2014-08-15,17978180000
2014-08-18,17932640000
2014-08-19,18210940000
2014-08-20,18312140000
2014-08-21,18443700000
2014-08-22,18408280000
2014-08-25,18600560000
2014-08-26,18382980000
2014-08-27,18641040000
2014-08-28,18732120000
2014-08-29,18919340000
2014-09-02,18509480000
2014-09-03,18499360000
2014-09-04,18534780000
2014-09-05,18818140000
2014-09-08,18747300000
2014-09-09,18529720000
2014-09-10,18474060000
2014-09-11,18833320000
2014-09-12,18575260000
2014-09-15,18686580000
2014-09-16,19207760000
2014-09-17,19172340000
2014-09-18,19106560000
2014-09-19,19379800000
2014-09-22,19233060000
2014-09-23,19076200000
2014-09-24,19071140000
2014-09-25,19025600000
2014-09-26,19020540000
2014-09-29,19050900000
2014-09-30,18843440000
2014-10-01,18868740000
2014-10-02,18853560000
2014-10-03,18853560000
2014-10-06,18929460000
2014-10-07,18888980000
2014-10-08,19394980000
2014-10-09,19045840000
2014-10-10,19212820000
2014-10-13,19253300000
2014-10-14,19577140000
2014-10-15,18934520000
2014-10-16,18833320000
2014-10-17,18975000000
2014-10-20,19308960000
2014-10-21,19612560000
2014-10-22,19663160000
2014-10-23,19668220000
2014-10-24,20022420000
2014-10-27,19966760000
2014-10-28,20022420000
2014-10-29,19971820000
2014-10-30,20609380000
2014-10-31,20902860000
2014-11-03,21059720000
2014-11-04,20832020000
2014-11-05,21236820000
2014-11-06,20604320000
2014-11-07,20796600000
2014-11-10,20978760000
2014-11-11,20720700000
2014-11-12,20098320000
2014-11-13,19875680000
2014-11-14,19976880000
2014-11-17,20472760000
2014-11-18,20533480000
2014-11-19,20518300000
2014-11-20,20558780000
2014-11-21,20746000000
2014-11-24,20599260000
2014-11-25,20685280000
2014-11-26,20852260000
2014-11-28,21140680000
2014-12-01,21064780000
2014-12-02,20968640000
2014-12-03,20816840000
2014-12-04,20761180000
2014-12-05,20710580000
2014-12-08,20837080000
2014-12-09,20968640000
2014-12-10,20715640000
2014-12-11,21029360000
2014-12-12,20614440000
2014-12-15,20518300000
2014-12-16,20472760000
2014-12-17,21085020000
2014-12-18,21388620000
2014-12-19,21287420000
2014-12-22,21221640000
2014-12-23,21246940000
2014-12-24,21611260000
2014-12-26,21838960000
2014-12-29,22026180000
2014-12-30,21520180000
2014-12-31,20953460000
2015-01-02,21201400000
2015-01-05,20685280000
2015-01-06,20710580000
2015-01-07,21029360000
2015-01-08,21211520000
2015-01-09,20912980000
2015-01-12,20943340000
2015-01-13,21206460000
2015-01-14,21398740000
2015-01-15,21585960000
2015-01-16,22036300000
2015-01-20,21995820000
2015-01-21,22415800000
2015-01-22,22172920000
2015-01-23,22264000000
2015-01-26,22167860000
2015-01-27,22147620000
2015-01-28,21869320000
2015-01-29,22193160000
2015-01-30,21596080000
2015-02-02,21560660000
2015-02-03,21859200000
2015-02-04,21343080000
2015-02-05,21687160000
2015-02-06,20538540000
2015-02-09,20376620000
2015-02-10,20720700000
2015-02-11,20285540000
2015-02-12,20128680000
2015-02-13,19916160000
2015-02-17,20062900000
2015-02-18,20513240000
2015-02-19,20381680000
2015-02-20,21064780000
2015-02-23,21555600000
2015-02-24,21838960000
2015-02-25,21368380000
2015-02-26,21358260000
2015-02-27,21282360000
2015-03-02,20715640000
2015-03-03,21216580000
2015-03-04,20912980000
2015-03-05,20973700000
2015-03-06,20052780000
2015-03-09,20148920000
2015-03-10,20270360000
2015-03-11,20351320000
2015-03-12,20670100000
2015-03-13,20518300000
2015-03-16,20862380000
2015-03-17,20867440000
2015-03-18,21363320000
2015-03-19,21186220000
2015-03-20,21307660000
2015-03-23,21479700000
2015-03-24,21160920000
2015-03-25,20999000000
2015-03-26,20837080000
2015-03-27,20912980000
2015-03-30,21236820000
2015-03-31,21211520000
2015-04-01,20877560000
2015-04-02,20918040000
2015-04-06,21454400000
2015-04-07,21171040000
2015-04-08,21100200000
2015-04-09,20882620000
2015-04-10,21085020000
2015-04-13,20735880000
2015-04-14,20872500000
2015-04-15,20877560000
2015-04-16,20907920000
2015-04-17,20735880000
2015-04-20,21160920000
2015-04-21,20852260000
2015-04-22,21176100000
2015-04-23,21231760000
2015-04-24,21398740000
2015-04-27,21049600000
2015-04-28,21272240000
2015-04-29,21160920000
2015-04-30,21019240000
2015-05-01,21231760000
2015-05-04,21601140000
2015-05-05,21029360000
2015-05-06,21120440000
2015-05-07,21231760000
2015-05-08,21282360000
2015-05-11,21277300000
2015-05-12,21196340000
2015-05-13,21090080000
2015-05-14,21393680000
2015-05-15,21525240000
2015-05-18,21570780000
2015-05-19,21773180000
2015-05-20,21924980000
2015-05-21,22142560000
2015-05-22,22193160000
2015-05-26,21818720000
2015-05-27,21884500000
2015-05-28,21783300000
2015-05-29,21570780000
2015-06-01,21712460000
2015-06-02,21398740000
2015-06-03,20918040000
2015-06-04,20700460000
2015-06-05,20447460000
2015-06-08,20310840000
2015-06-09,20310840000
2015-06-10,20361440000
2015-06-11,20442400000
2015-06-12,20088200000
2015-06-15,20245060000
2015-06-16,20336140000
2015-06-17,20487940000
2015-06-18,20837080000
2015-06-19,20740940000
2015-06-22,20604320000
2015-06-23,20326020000
2015-06-24,20042660000
2015-06-25,19804840000
2015-06-26,20032540000
2015-06-29,19845320000
2015-06-30,19836400000
2015-07-01,19922250000
2015-07-02,20169700000
2015-07-06,20366650000
2015-07-07,21028200000
2015-07-08,20896900000
2015-07-09,20806000000
2015-07-10,20836300000
2015-07-13,20694900000
2015-07-14,20644400000
2015-07-15,20730250000
2015-07-16,21154450000
2015-07-17,20912050000
2015-07-20,20876700000
2015-07-21,20447450000
2015-07-22,20583800000
2015-07-23,20078800000
2015-07-24,20088900000
2015-07-27,20295950000
2015-07-28,20351500000
2015-07-29,20543400000
2015-07-30,20836300000
2015-07-31,21043350000
2015-08-03,21023150000
2015-08-04,20523200000
2015-08-05,20800950000
2015-08-06,21008000000
2015-08-07,21432200000
2015-08-10,21169600000
2015-08-11,21447350000
2015-08-12,21462500000
2015-08-13,21366550000
2015-08-14,21669550000
2015-08-17,21790750000
2015-08-18,21730150000
2015-08-19,21957400000
2015-08-20,21816000000
2015-08-21,21230200000
2015-08-24,20528250000
2015-08-25,20144450000
2015-08-26,20336350000
2015-08-27,20674700000
2015-08-28,20462600000
2015-08-31,20326250000
2015-09-01,19684900000
2015-09-02,19669750000
2015-09-03,19876800000
2015-09-04,19371800000
2015-09-08,19745500000
2015-09-09,19513200000
2015-09-10,19634400000
2015-09-11,19856600000
2015-09-14,19846500000
2015-09-15,19992950000
2015-09-16,20275750000
2015-09-17,20503000000
2015-09-18,20371700000
2015-09-21,20508050000
2015-09-22,20033350000
2015-09-23,20169700000
2015-09-24,20275750000
2015-09-25,20649450000
2015-09-28,20497950000
2015-09-29,20659550000
2015-09-30,21290800000
2015-10-01,20876700000
2015-10-02,21386750000
2015-10-05,21578650000
2015-10-06,21654400000
2015-10-07,21376650000
2015-10-08,21664500000
2015-10-09,21361500000
2015-10-12,21563500000
2015-10-13,21477650000
2015-10-14,21548350000
2015-10-15,21886700000
2015-10-16,21952350000
2015-10-19,22164450000
2015-10-20,21997800000
2015-10-21,21805900000
2015-10-22,22028100000
2015-10-23,21543300000
2015-10-26,21129200000
2015-10-27,21098900000
2015-10-28,20901950000
2015-10-29,20927200000
2015-10-30,20851450000
2015-11-02,20513100000
2015-11-03,20715100000
2015-11-04,20750450000
2015-11-05,20548450000
2015-11-06,19523300000
2015-11-09,19578850000
2015-11-10,19649550000
2015-11-11,19770750000
2015-11-12,19684900000
2015-11-13,19725300000
2015-11-16,20139400000
2015-11-17,19700050000
2015-11-18,19684900000
2015-11-19,19957600000
2015-11-20,20033350000
2015-11-23,19947500000
2015-11-24,19790950000
2015-11-25,19684900000
2015-11-27,19755600000
2015-11-30,19745500000
2015-12-01,20008100000
2015-12-02,19422300000
2015-12-03,19270800000
2015-12-04,19508150000
2015-12-07,19225350000
2015-12-08,19179900000
2015-12-09,19291000000
2015-12-10,18902150000
2015-12-11,18695100000
2015-12-14,18917300000
2015-12-15,18740550000
2015-12-16,19341500000
2015-12-17,19245550000
2015-12-18,18927400000
2015-12-21,19053650000
2015-12-22,19159700000
2015-12-23,19523300000
2015-12-24,19493000000
2015-12-28,19548550000
2015-12-29,19720250000
2015-12-30,19689950000
2015-12-31,19538450000
2016-01-04,19543500000
2016-01-05,19659650000
2016-01-06,19498050000
2016-01-07,19599050000
2016-01-08,19402100000
2016-01-11,19493000000
2016-01-12,19493000000
2016-01-13,19583900000
2016-01-14,20068700000
2016-01-15,19998000000
2016-01-19,20114150000
2016-01-20,19679850000
2016-01-21,19740450000
2016-01-22,20134350000
2016-01-25,19684900000
2016-01-26,19886900000
2016-01-27,19998000000
2016-01-28,20386850000
2016-01-29,20856500000
2016-02-01,20896900000
2016-02-02,20932250000
2016-02-03,21285750000
2016-02-04,21422100000
2016-02-05,21669550000
2016-02-08,21204950000
2016-02-09,21401900000
2016-02-10,21533200000
2016-02-11,21154450000
2016-02-12,21154450000
2016-02-16,21245350000
2016-02-17,21149400000
2016-02-18,21634200000
2016-02-19,21699850000
2016-02-22,22139200000
2016-02-23,22012950000
2016-02-24,21917000000
2016-02-25,22088700000
2016-02-26,21487750000
2016-02-29,21543300000
2016-03-01,21523100000
2016-03-02,21755400000
2016-03-03,22149300000
2016-03-04,22523000000
2016-03-07,22533100000
2016-03-08,22644200000
2016-03-09,22699750000
2016-03-10,22735100000
2016-03-11,22386650000
2016-03-14,22528050000
2016-03-15,22593700000
2016-03-16,22800750000
2016-03-17,23255250000
2016-03-18,23053250000
2016-03-21,23083550000
2016-03-22,23144150000
2016-03-23,23336050000
2016-03-24,23250200000
2016-03-28,23270400000
2016-03-29,23522900000
2016-03-30,23502700000
2016-03-31,23805700000
2016-04-01,23896600000
2016-04-04,23704700000
2016-04-05,23331000000
2016-04-06,23285550000
2016-04-07,23179500000
2016-04-08,23219900000
2016-04-11,23043150000
2016-04-12,23361300000
2016-04-13,23113850000
2016-04-14,23159300000
2016-04-15,23432000000
2016-04-18,23603700000
2016-04-19,23795600000
2016-04-20,23230000000
2016-04-21,22669450000
2016-04-22,22831050000
2016-04-25,22846200000
2016-04-26,22957300000
2016-04-27,23260300000
2016-04-28,23371400000
2016-04-29,23295650000
2016-05-02,23315850000
2016-05-03,23275450000
2016-05-04,23553200000
2016-05-05,23457250000
2016-05-06,23083550000
2016-05-09,23331000000
2016-05-10,23356250000
2016-05-11,23416850000
2016-05-12,23411800000
2016-05-13,23164350000
2016-05-16,23199700000
2016-05-17,22810850000
2016-05-18,22386650000
2016-05-19,22618950000
2016-05-20,22709850000
2016-05-23,22482600000
2016-05-24,22725000000
2016-05-25,22113950000
2016-05-26,22351300000
2016-05-27,22492700000
2016-05-31,22598750000
2016-06-01,22745200000
2016-06-02,22649250000
2016-06-03,22906800000
2016-06-06,22876500000
2016-06-07,22310900000
2016-06-08,22366450000
2016-06-09,22533100000
2016-06-10,22401800000
2016-06-13,22482600000
2016-06-14,22467450000
2016-06-15,22376550000
2016-06-16,22512900000
2016-06-17,22629050000
2016-06-20,22406850000
2016-06-21,22356350000
2016-06-22,22265450000
2016-06-23,22371500000
2016-06-24,22265450000
2016-06-27,22432100000
2016-06-28,22492700000
2016-06-29,22871450000
2016-06-30,23538050000
2016-07-01,23482500000
2016-07-05,23573400000
2016-07-06,23608750000
2016-07-07,23002750000
2016-07-08,23300700000
2016-07-11,23204750000
2016-07-12,22947200000
2016-07-13,23214850000
2016-07-14,23088600000
2016-07-15,23164350000
2016-07-18,23179500000
2016-07-19,23154250000
2016-07-20,22932050000
2016-07-21,23214850000
2016-07-22,23533000000
2016-07-25,23421900000
2016-07-26,23113850000
2016-07-27,22800750000
2016-07-28,22765400000
2016-07-29,23235050000
2016-08-01,22921950000
2016-08-02,22805800000
2016-08-03,22629050000
2016-08-04,22528050000
2016-08-05,22199800000
2016-08-08,22240200000
2016-08-09,22144250000
2016-08-10,22113950000
2016-08-11,22179600000
2016-08-12,22204850000
2016-08-15,21927100000
2016-08-16,21876600000
2016-08-17,22108900000
2016-08-18,22326050000
2016-08-19,22043250000
2016-08-22,22119000000
2016-08-23,22124050000
2016-08-24,22023050000
2016-08-25,21997800000
2016-08-26,21447350000
2016-08-29,21644300000
2016-08-30,21538250000
2016-08-31,21593800000
2016-09-01,21507950000
2016-09-02,21704900000
2016-09-06,21790750000
2016-09-07,21401900000
2016-09-08,21775600000
2016-09-09,20770650000
2016-09-12,21164550000
2016-09-13,20816100000
2016-09-14,20942350000
2016-09-15,21184750000
2016-09-16,21361500000
2016-09-19,21543300000
2016-09-20,21513000000
2016-09-21,22033150000
2016-09-22,22053350000
2016-09-23,22119000000
2016-09-26,21967500000
2016-09-27,21614000000
2016-09-28,21588750000
2016-09-29,21265550000
2016-09-30,21144350000
2016-10-03,20856500000
2016-10-04,20543400000
2016-10-05,20588850000
2016-10-06,20578750000
2016-10-07,20563600000
2016-10-10,20634300000
2016-10-11,20497950000
2016-10-12,20614100000
2016-10-13,20689850000
2016-10-14,20654500000
2016-10-17,20992850000
2016-10-18,21114050000
2016-10-19,20917100000
2016-10-20,20846400000
2016-10-21,20679750000
2016-10-24,20634300000
2016-10-25,20790850000
2016-10-26,20816100000
2016-10-27,20811050000
2016-10-28,20720150000
2016-10-31,21250400000
2016-11-01,20881750000
2016-11-02,20604000000
2016-11-03,20689850000
2016-11-04,20654500000
2016-11-07,21149400000
2016-11-08,21235250000
2016-11-09,20518150000
2016-11-10,20220200000
2016-11-11,19982850000
2016-11-14,20184850000
2016-11-15,20871650000
2016-11-16,20543400000
2016-11-17,20563600000
2016-11-18,20371700000
2016-11-21,20705000000
2016-11-22,20831250000
2016-11-23,20573700000
2016-11-25,20932250000
2016-11-28,21614000000
2016-11-29,21634200000
2016-11-30,20861550000
2016-12-01,20725200000
2016-12-02,20831250000
2016-12-05,21078700000
2016-12-06,20896900000
2016-12-07,21043350000
2016-12-08,21336250000
2016-12-09,21563500000
2016-12-12,21699850000
2016-12-13,21886700000
2016-12-14,21568550000
2016-12-15,21689750000
2016-12-16,22214950000
2016-12-19,22053350000
2016-12-20,22103850000
2016-12-21,22012950000
2016-12-22,22058400000
2016-12-23,22058400000
2016-12-27,22119000000
2016-12-28,21922050000
2016-12-29,22245250000
2016-12-30,22159400000
2017-01-03,21911950000
2017-01-04,22063450000
2017-01-05,22098800000
2017-01-06,22321000000
2017-01-09,21977600000
2017-01-10,21947300000
2017-01-11,22240200000
2017-01-12,22255350000
2017-01-13,22235150000
2017-01-17,22427050000
2017-01-18,22310900000
2017-01-19,22058400000
2017-01-20,22088700000
2017-01-23,21851350000
2017-01-24,21942250000
2017-01-25,21911950000
2017-01-26,21881650000
2017-01-27,21745300000
2017-01-30,21821050000
2017-01-31,22346250000
2017-02-01,21901850000
2017-02-02,21977600000
2017-02-03,22073550000
2017-02-06,21942250000
2017-02-07,21937200000
2017-02-08,21987700000
2017-02-09,21810950000
2017-02-10,21911950000
2017-02-13,22098800000
2017-02-14,21932150000
2017-02-15,21821050000
2017-02-16,22048300000
2017-02-17,21962450000
2017-02-21,22386650000
2017-02-22,22356350000
2017-02-23,22346250000
2017-02-24,23033050000
2017-02-27,23033050000
2017-02-28,23219900000
2017-03-01,22886600000
2017-03-02,23123950000
2017-03-03,22992650000
2017-03-06,22780550000
2017-03-07,22714900000
2017-03-08,22199800000
2017-03-09,22164450000
2017-03-10,22437150000
2017-03-13,22462400000
2017-03-14,22467450000
2017-03-15,22790650000
2017-03-16,22427050000
2017-03-17,22588650000
2017-03-20,22285650000
2017-03-21,22553300000
2017-03-22,22775500000
2017-03-23,22760350000
2017-03-24,22800750000
2017-03-27,22593700000
2017-03-28,22477550000
2017-03-29,22295750000
2017-03-30,22174550000
2017-03-31,22396750000
2017-04-03,22351300000
2017-04-04,22356350000
2017-04-05,22432100000
2017-04-06,22669450000
2017-04-07,22583600000
2017-04-10,22553300000
2017-04-11,22871450000
2017-04-12,23033050000
2017-04-13,23053250000
2017-04-17,23068400000
2017-04-18,22896700000
2017-04-19,22523000000
2017-04-20,22406850000
2017-04-21,22477550000
2017-04-24,22725000000
2017-04-25,22583600000
2017-04-26,22467450000
2017-04-27,22427050000
2017-04-28,22245250000
2017-05-01,22073550000
2017-05-02,22154350000
2017-05-03,22048300000
2017-05-04,21957400000
2017-05-05,22124050000
2017-05-08,22028100000
2017-05-09,21689750000
2017-05-10,21563500000
2017-05-11,21598850000
2017-05-12,21598850000
2017-05-15,21735200000
2017-05-16,21765500000
2017-05-17,22038200000
2017-05-18,22113950000
2017-05-19,22230100000
2017-05-22,22341200000
2017-05-23,22255350000
2017-05-24,22432100000
2017-05-25,22492700000
2017-05-26,22437150000
2017-05-30,22502800000
2017-05-31,22679550000
2017-06-01,22997700000
2017-06-02,22810850000
2017-06-05,22719950000
2017-06-06,22568450000
2017-06-07,22512900000
2017-06-08,22209900000
2017-06-09,22386650000
2017-06-12,22361400000
2017-06-13,22240200000
2017-06-14,22356350000
2017-06-15,22381600000
2017-06-16,22447250000
2017-06-19,22351300000
2017-06-20,22376550000
2017-06-21,22199800000
2017-06-22,22053350000
2017-06-23,22002850000
2017-06-26,22310900000
2017-06-27,22028100000
2017-06-28,21846300000
2017-06-29,21674600000
2017-06-30,21720050000
2017-07-03,21563500000
2017-07-05,21371600000
2017-07-06,21215050000
2017-07-07,21260500000
2017-07-10,21194850000
2017-07-11,21134250000
2017-07-12,21346350000
2017-07-13,21326150000
2017-07-14,21391800000
2017-07-17,21831150000
2017-07-18,21997800000
2017-07-19,22326050000
2017-07-20,22457350000
2017-07-21,22583600000
2017-07-24,22235150000
2017-07-25,22149300000
2017-07-26,22366450000
2017-07-27,22391700000
2017-07-28,22704800000
2017-07-31,22709850000
2017-08-01,22856300000
2017-08-02,22891650000
2017-08-03,23113850000
2017-08-04,23078500000
2017-08-07,23073450000
2017-08-08,23113850000
2017-08-09,22947200000
2017-08-10,23033050000
2017-08-11,22992650000
2017-08-14,23189600000
2017-08-15,23376450000
2017-08-16,23553200000
2017-08-17,23381500000
2017-08-18,23573400000
2017-08-21,23659250000
2017-08-22,23735000000
2017-08-23,23856200000
2017-08-24,23846100000
2017-08-25,23881450000
2017-08-28,23886500000
2017-08-29,23790550000
2017-08-30,23649150000
2017-08-31,23654200000
2017-09-01,23492600000
2017-09-05,23416850000
2017-09-06,23179500000
2017-09-07,23250200000
2017-09-08,23457250000
2017-09-11,23603700000
2017-09-12,23149200000
2017-09-13,22967400000
2017-09-14,23129000000
2017-09-15,23139100000
2017-09-18,23028000000
2017-09-19,23022950000
2017-09-20,22841150000
2017-09-21,23341100000
2017-09-22,23325950000
2017-09-25,23482500000
2017-09-26,23487550000
2017-09-27,23305750000
2017-09-28,23270400000
2017-09-29,23356250000
2017-10-02,23533000000
2017-10-03,23356250000
2017-10-04,23729950000
2017-10-05,23962250000
2017-10-06,24038000000
2017-10-09,24043050000
2017-10-10,24346050000
2017-10-11,24436950000
2017-10-12,24755100000
2017-10-13,24563200000
2017-10-16,24543000000
2017-10-17,24543000000
2017-10-18,24573300000
2017-10-19,24714700000
2017-10-20,24745000000
2017-10-23,24734900000
2017-10-24,24785400000
2017-10-25,24825800000
2017-10-26,24926800000
2017-10-27,24992450000
2017-10-30,25022750000
2017-10-31,24846000000
2017-11-01,25002550000
2017-11-02,25143950000
2017-11-03,25406550000
2017-11-06,25073250000
2017-11-07,25224750000
2017-11-08,25351000000
2017-11-09,25386350000
2017-11-10,25441900000
2017-11-13,25583300000
2017-11-14,26118600000
2017-11-15,25911550000
2017-11-16,25946900000
2017-11-17,26007500000
2017-11-20,26042850000
2017-11-21,26058000000
2017-11-22,25972150000
2017-11-24,26037800000
2017-11-27,26047900000
2017-11-28,26280200000
2017-11-29,26613500000
2017-11-30,26795300000
2017-12-01,26800350000
2017-12-04,26709450000
2017-12-05,26603400000
2017-12-06,26643800000
2017-12-07,26249900000
2017-12-08,26224650000
2017-12-11,26462000000
2017-12-12,26265050000
2017-12-13,26350900000
2017-12-14,26229700000
2017-12-15,26411500000
2017-12-18,26244850000
2017-12-19,25916600000
2017-12-20,25744900000
2017-12-21,25760050000
2017-12-22,25790350000
2017-12-26,25734800000
2017-12-27,25760050000
2017-12-28,25926700000
2017-12-29,26007500000
2018-01-02,25704000000
2018-01-03,25572960000
2018-01-04,24822000000
2018-01-05,25028640000
2018-01-08,25104240000
2018-01-09,25013520000
2018-01-10,24897600000
2018-01-11,25200000000
2018-01-12,25250400000
2018-01-16,24973200000
2018-01-17,25336080000
2018-01-18,25068960000
2018-01-19,25099200000
2018-01-22,25220160000
2018-01-23,25562880000
2018-01-24,25411680000
2018-01-25,25764480000
2018-01-26,25804800000
2018-01-29,25547760000
2018-01-30,25709040000
2018-01-31,26142480000
2018-02-01,25537680000
2018-02-02,25220160000
2018-02-05,24615360000
2018-02-06,24005520000
2018-02-07,24040800000
2018-02-08,23551920000
2018-02-09,23808960000
2018-02-12,24000480000
2018-02-13,24212160000
2018-02-14,24000480000
2018-02-15,24499440000
2018-02-16,24912720000
2018-02-20,24842160000
2018-02-21,24459120000
2018-02-22,24786720000
2018-02-23,25467120000
2018-02-26,25351200000
2018-02-27,24590160000
2018-02-28,24408720000
2018-03-01,24338160000
2018-03-02,24040800000
2018-03-05,24227280000
2018-03-06,23783760000
2018-03-07,23375520000
2018-03-08,23602320000
2018-03-09,23713200000
2018-03-12,23980320000
2018-03-13,23884560000
2018-03-14,24418800000
2018-03-15,24519600000
2018-03-16,24842160000
2018-03-19,24847200000
2018-03-20,24685920000
2018-03-21,24388560000
2018-03-22,24323040000
2018-03-23,24141600000
2018-03-26,24408720000
2018-03-27,24857280000
2018-03-28,24877440000
2018-03-29,25320960000
2018-04-02,25134480000
2018-04-03,25351200000
2018-04-04,25386480000
2018-04-05,25567920000
2018-04-06,25250400000
2018-04-09,25356240000
2018-04-10,25124400000
2018-04-11,25129440000
2018-04-12,24917760000
2018-04-13,25139520000
2018-04-16,25406640000
2018-04-17,25638480000
2018-04-18,25426800000
2018-04-19,25215120000
2018-04-20,24953040000
2018-04-23,24887520000
2018-04-24,25164720000
2018-04-25,25371360000
2018-04-26,25789680000
2018-04-27,25971120000
2018-04-30,26283600000
2018-05-01,26137440000
2018-05-02,25935840000
2018-05-03,26142480000
2018-05-04,26258400000
2018-05-07,26147520000
2018-05-08,25744320000
2018-05-09,25487280000
2018-05-10,25769520000
2018-05-11,25779600000
2018-05-14,25648560000
2018-05-15,25320960000
2018-05-16,25134480000
2018-05-17,24978240000
2018-05-18,25063920000
2018-05-21,25230240000
2018-05-22,25472160000
2018-05-23,25880400000
2018-05-24,26172720000
2018-05-25,26409600000
2018-05-29,26525520000
2018-05-30,26555760000
2018-05-31,26701920000
2018-06-01,26485200000
2018-06-04,26344080000
2018-06-05,26192880000
2018-06-06,25714080000
2018-06-07,25613280000
2018-06-08,25648560000
2018-06-11,25608240000
2018-06-12,26172720000
2018-06-13,26097120000
2018-06-14,26318880000
2018-06-15,26475120000
2018-06-18,26636400000
2018-06-19,26641440000
2018-06-20,26742240000
2018-06-21,26772480000
2018-06-22,26883360000
2018-06-25,27336960000
2018-06-26,27074880000
2018-06-27,27246240000
2018-06-28,27311760000
2018-06-29,27286560000
2018-07-02,27175680000
2018-07-03,26958960000
2018-07-05,26923680000
2018-07-06,26848080000
2018-07-09,25900560000
2018-07-10,26228160000
2018-07-11,26520480000
2018-07-12,26374320000
2018-07-13,26228160000
2018-07-16,26112240000
