,MTD
2013-11-26,7349810345
2013-11-27,7311334311
2013-11-29,7297719714
2013-12-02,7300975379
2013-12-03,7246221023
2013-12-04,7252436382
2013-12-05,7279961545
2013-12-06,7313998036
2013-12-09,7264275162
2013-12-10,7203897386
2013-12-11,7083141834
2013-12-12,7104155668
2013-12-13,7133456647
2013-12-16,7178148040
2013-12-17,7153286603
2013-12-18,7258947711
2013-12-19,7124577563
2013-12-20,7134936495
2013-12-23,7194426362
2013-12-24,7187619064
2013-12-26,7188802942
2013-12-27,7221951525
2013-12-30,7156542268
2013-12-31,7124924580
2014-01-02,7093792134
2014-01-03,7128449008
2014-01-06,7119931641
2014-01-07,7294390819
2014-01-08,7332865823
2014-01-09,7327872884
2014-01-10,7342264297
2014-01-13,7262377266
2014-01-14,7414515068
2014-01-15,7436542742
2014-01-16,7462094844
2014-01-17,7468556295
2014-01-21,7510849429
2014-01-22,7514373857
2014-01-23,7447997132
2014-01-24,7149889278
2014-01-27,7096435455
2014-01-28,7302320782
2014-01-29,7186014663
2014-01-30,7325816967
2014-01-31,7233888141
2014-02-03,6893487152
2014-02-04,6984534871
2014-02-05,6927556621
2014-02-06,7460038928
2014-02-07,7496458015
2014-02-10,7472961830
2014-02-11,7469731104
2014-02-12,7399829952
2014-02-13,7398948845
2014-02-14,7331984716
2014-02-18,7254741006
2014-02-19,7160462561
2014-02-20,7196881649
2014-02-21,7142253017
2014-02-24,7221846346
2014-02-25,7230070011
2014-02-26,7285286047
2014-02-27,7262670968
2014-02-28,7218028216
2014-03-03,7080575530
2014-03-04,7197762756
2014-03-05,7154588515
2014-03-06,7183371342
2014-03-07,7213035276
2014-03-10,7180434319
2014-03-11,7144896338
2014-03-12,7158112943
2014-03-13,7017135829
2014-03-14,6947822081
2014-03-17,7012142890
2014-03-18,7085274767
2014-03-19,6959863877
2014-03-20,7001863308
2014-03-21,6918745552
2014-03-24,6817418251
2014-03-25,6863823218
2014-03-26,6849725507
2014-03-27,6790103936
2014-03-28,6816243442
2014-03-31,6852324117
2014-04-01,6927918324
2014-04-02,6982869498
2014-04-03,6979089787
2014-04-04,6835170047
2014-04-07,6664501587
2014-04-08,6757831358
2014-04-09,6781381861
2014-04-10,6523489317
2014-04-11,6506916741
2014-04-14,6538026664
2014-04-15,6541515628
2014-04-16,6653743950
2014-04-17,6788941282
2014-04-21,6799117425
2014-04-22,6810456556
2014-04-23,6812201038
2014-04-24,6806386099
2014-04-25,6686889103
2014-04-28,6700844956
2014-04-29,6637462121
2014-04-30,6777892898
2014-05-01,6778765139
2014-05-02,6841275733
2014-05-05,6911927242
2014-05-06,6856394574
2014-05-07,6879363583
2014-05-08,6857266815
2014-05-09,7029970504
2014-05-12,7020957348
2014-05-13,7004675519
2014-05-14,6992754894
2014-05-15,7025609299
2014-05-16,7130859695
2014-05-19,7091027363
2014-05-20,7031714985
2014-05-21,7043635610
2014-05-22,7065150885
2014-05-23,7127370732
2014-05-27,7122428034
2014-05-28,7131731936
2014-05-29,7142489573
2014-05-30,7123881768
2014-06-02,7167203064
2014-06-03,7112251890
2014-06-04,7111670397
2014-06-05,7248612210
2014-06-06,7274488689
2014-06-09,7310832057
2014-06-10,7228550670
2014-06-11,7178832942
2014-06-12,7133185671
2014-06-13,7191625808
2014-06-16,7134930153
2014-06-17,7181740411
2014-06-18,7200929710
2014-06-19,7181158918
2014-06-20,7275651676
2014-06-23,7299202179
2014-06-24,7200929710
2014-06-25,7226515442
2014-06-26,7236691585
2014-06-27,7307924588
2014-06-30,7274406243
2014-07-01,7384450385
2014-07-02,7327848046
2014-07-03,7376692704
2014-07-07,7335318405
2014-07-08,7302851073
2014-07-09,7264637311
2014-07-10,7198553362
2014-07-11,7219815154
2014-07-14,7253719093
2014-07-15,7258316238
2014-07-16,7287048390
2014-07-17,7182750678
2014-07-18,7315780542
2014-07-21,7319228400
2014-07-22,7535006862
2014-07-23,7441914689
2014-07-24,7464325768
2014-07-25,7572358659
2014-07-28,7510297211
2014-07-29,7449385049
2014-07-30,7521502750
2014-07-31,7388185565
2014-08-01,7348535195
2014-08-04,7403126284
2014-08-05,7413469859
2014-08-06,7390484137
2014-08-07,7397092532
2014-08-08,7473807378
2014-08-11,7465187732
2014-08-12,7443063975
2014-08-13,7585575449
2014-08-14,7637006001
2014-08-15,7653096006
2014-08-18,7739292462
2014-08-19,7746188179
2014-08-20,7780666761
2014-08-21,7805089090
2014-08-22,7742452999
2014-08-25,7776069617
2014-08-26,7798480695
2014-08-27,7773483723
2014-08-28,7770323186
2014-08-29,7771472472
2014-09-02,7837556422
2014-09-03,7839280351
2014-09-04,7792734265
2014-09-05,7823190346
2014-09-08,7778080867
2014-09-09,7696481556
2014-09-10,7697630842
2014-09-11,7761990862
2014-09-12,7732396746
2014-09-15,7686137981
2014-09-16,7696194234
2014-09-17,7676943692
2014-09-18,7701366022
2014-09-19,7624363854
2014-09-22,7535581505
2014-09-23,7453407550
2014-09-24,7532708289
2014-09-25,7432433079
2014-09-26,7422664147
2014-09-29,7394506638
2014-09-30,7273728039
2014-10-01,7150478206
2014-10-02,7139970732
2014-10-03,7166097424
2014-10-06,7201595648
2014-10-07,7057614853
2014-10-08,7173765041
2014-10-09,7021832643
2014-10-10,6823326576
2014-10-13,6720523720
2014-10-14,6713992047
2014-10-15,6641007699
2014-10-16,6720239734
2014-10-17,6841785652
2014-10-20,6862516615
2014-10-21,7116115925
2014-10-22,6964467513
2014-10-23,7107880337
2014-10-24,7156441908
2014-10-27,7190520202
2014-10-28,7296446902
2014-10-29,7259528749
2014-10-30,7323993524
2014-10-31,7340180714
2014-11-03,7373123065
2014-11-04,7378234809
2014-11-05,7377666838
2014-11-06,7486433395
2014-11-07,7890261189
2014-11-10,7959553722
2014-11-11,8151244130
2014-11-12,8085075441
2014-11-13,8236439867
2014-11-14,8186458368
2014-11-17,8206337373
2014-11-18,8282445565
2014-11-19,8304028485
2014-11-20,8306868343
2014-11-21,8336118879
2014-11-24,8431254119
2014-11-25,8403991483
2014-11-26,8351454112
2014-11-28,8328167277
2014-12-01,8293521011
2014-12-02,8371617103
2014-12-03,8474987930
2014-12-04,8465900385
2014-12-05,8397459810
2014-12-08,8292385068
2014-12-09,8311696101
2014-12-10,8140452670
2014-12-11,8245243426
2014-12-12,8170271178
2014-12-15,7983692514
2014-12-16,7928031299
2014-12-17,8239847696
2014-12-18,8400867639
2014-12-19,8529797188
2014-12-22,8551948080
2014-12-23,8549392207
2014-12-24,8601361607
2014-12-26,8642539547
2014-12-29,8686841330
2014-12-30,8674061969
2014-12-31,8503729441
2015-01-02,8489390679
2015-01-05,8306641749
2015-01-06,8184902846
2015-01-07,8335881577
2015-01-08,8454808958
2015-01-09,8414323041
2015-01-12,8331101990
2015-01-13,8340098860
2015-01-14,8355562231
2015-01-15,8127828949
2015-01-16,8209644240
2015-01-20,8281338051
2015-01-21,8315638619
2015-01-22,8568675599
2015-01-23,8520317421
2015-01-26,8532969270
2015-01-27,8392393170
2015-01-28,8428099499
2015-01-29,8590886623
2015-01-30,8545621119
2015-02-02,8633621757
2015-02-03,8751986833
2015-02-04,8729494657
2015-02-05,8751424529
2015-02-06,8685072610
2015-02-09,8570643664
2015-02-10,8515537833
2015-02-11,8530720052
2015-02-12,8635027518
2015-02-13,8631372540
2015-02-17,8691257958
2015-02-18,8715718200
2015-02-19,8693788328
2015-02-20,8817776448
2015-02-23,8785162793
2015-02-24,8801188468
2015-02-25,8910275522
2015-02-26,8846735125
2015-02-27,8832958667
2015-03-02,8927144654
2015-03-03,8861636191
2015-03-04,8799501555
2015-03-05,8818619905
2015-03-06,8742989963
2015-03-09,8726401983
2015-03-10,8610848429
2015-03-11,8700535981
2015-03-12,8915055109
2015-03-13,8846453973
2015-03-16,9017394510
2015-03-17,9012052618
2015-03-18,9120296215
2015-03-19,9297984406
2015-03-20,9329754604
2015-03-23,9240629357
2015-03-24,9142226087
2015-03-25,9008116488
2015-03-26,8965381353
2015-03-27,9089369473
2015-03-30,9132666912
2015-03-31,9150899378
2015-04-01,9051775076
2015-04-02,8950980140
2015-04-06,9081568054
2015-04-07,8990796924
2015-04-08,9098552836
2015-04-09,9167048843
2015-04-10,9220509140
2015-04-13,9121663278
2015-04-14,9035347172
2015-04-15,9107462886
2015-04-16,9069873614
2015-04-17,8925085308
2015-04-20,8998871656
2015-04-21,9006946389
2015-04-22,9025323366
2015-04-23,9031449025
2015-04-24,8967408044
2015-04-27,8910606478
2015-04-28,8977710289
2015-04-29,8925642186
2015-04-30,8826796324
2015-05-01,8923971552
2015-05-04,9022538976
2015-05-05,8944297603
2015-05-06,9004440437
2015-05-07,8962674580
2015-05-08,9085187762
2015-05-11,9049826003
2015-05-12,8954878287
2015-05-13,9005275755
2015-05-14,9065975468
2015-05-15,9066532346
2015-05-18,9120271082
2015-05-19,9177072648
2015-05-20,9224685726
2015-05-21,9211877530
2015-05-22,9204916553
2015-05-26,9057065418
2015-05-27,9189045528
2015-05-28,9137812742
2015-05-29,9040359075
2015-06-01,9066253907
2015-06-02,9166491965
2015-06-03,9359171787
2015-06-04,9185425820
2015-06-05,9179021722
2015-06-08,9141710889
2015-06-09,9262553437
2015-06-10,9380333155
2015-06-11,9469433651
2015-06-12,9398431693
2015-06-15,9372536862
2015-06-16,9450499796
2015-06-17,9554357561
2015-06-18,9523729266
2015-06-19,9411239890
2015-06-22,9558534147
2015-06-23,9562710733
2015-06-24,9535145267
2015-06-25,9535980584
2015-06-26,9553800683
2015-06-29,9439083795
2015-06-30,9406449251
2015-07-01,9502866320
2015-07-02,9544187921
2015-07-06,9535097169
2015-07-07,9511681595
2015-07-08,9063479963
2015-07-09,9065959259
2015-07-10,9218573705
2015-07-13,9360444535
2015-07-14,9418019299
2015-07-15,9390196088
2015-07-16,9522425211
2015-07-17,9504243707
2015-07-20,9556859879
2015-07-21,9393777294
2015-07-22,9375871266
2015-07-23,9297911179
2015-07-24,9248600735
2015-07-27,9078906694
2015-07-28,9228215412
2015-07-29,9304247158
2015-07-30,9376697698
2015-07-31,9300114998
2015-08-03,9173119944
2015-08-04,9090752220
2015-08-05,9172293512
2015-08-06,9010863791
2015-08-07,9072295238
2015-08-10,9204248884
2015-08-11,9021882885
2015-08-12,8799021716
2015-08-13,8859626731
2015-08-14,8871196780
2015-08-17,8997089924
2015-08-18,8956043800
2015-08-19,8840618795
2015-08-20,8575334116
2015-08-21,8395447413
2015-08-24,8018594412
2015-08-25,7924656639
2015-08-26,8235395079
2015-08-27,8421066806
2015-08-28,8269829746
2015-08-31,8169280517
2015-09-01,7900414633
2015-09-02,8186635590
2015-09-03,8161567152
2015-09-04,7961019648
2015-09-08,8216111665
2015-09-09,8211704028
2015-09-10,8015288684
2015-09-11,8257984221
2015-09-14,8112807663
2015-09-15,8165148357
2015-09-16,8260463517
2015-09-17,8350820084
2015-09-18,8083882542
2015-09-21,8053029080
2015-09-22,7866806398
2015-09-23,7761023099
2015-09-24,7690776378
2015-09-25,7743392550
2015-09-28,7647801913
2015-09-29,7780306513
2015-09-30,7668416368
2015-10-01,7653604157
2015-10-02,7815730541
2015-10-05,7804150085
2015-10-06,7660875606
2015-10-07,7745439866
2015-10-08,7868515875
2015-10-09,7909990067
2015-10-12,7958735707
2015-10-13,7842123208
2015-10-14,7628827368
2015-10-15,7756481696
2015-10-16,7845893589
2015-10-19,7847778780
2015-10-20,7929380597
2015-10-21,7894369917
2015-10-22,8091237668
2015-10-23,8194384521
2015-10-26,8097701179
2015-10-27,8094738737
2015-10-28,8277871529
2015-10-29,8333349992
2015-10-30,8375362810
2015-11-02,8431649212
2015-11-03,8463158825
2015-11-04,8426262953
2015-11-05,8412258681
2015-11-06,8824307464
2015-11-09,8835887920
2015-11-10,8933109888
2015-11-11,8963542249
2015-11-12,8755632667
2015-11-13,8838581049
2015-11-16,8969467133
2015-11-17,9057532461
2015-11-18,9187341294
2015-11-19,9156639620
2015-11-20,9252784336
2015-11-23,9171990457
2015-11-24,9160679313
2015-11-25,9156639620
2015-11-27,9285101887
2015-11-30,9231508614
2015-12-01,9215080525
2015-12-02,9052146203
2015-12-03,8945767595
2015-12-04,9122167564
2015-12-07,9120551687
2015-12-08,9004747127
2015-12-09,8928531568
2015-12-10,8985087283
2015-12-11,8897560581
2015-12-14,9007170943
2015-12-15,9053762080
2015-12-16,9175491525
2015-12-17,8942805153
2015-12-18,8915873860
2015-12-21,8960849119
2015-12-22,9078808183
2015-12-23,9157178245
2015-12-24,9206731824
2015-12-28,9249821893
2015-12-29,9311494554
2015-12-30,9268135173
2015-12-31,9133209395
2016-01-04,8869552036
2016-01-05,8924491874
2016-01-06,8745668088
2016-01-07,8503017138
2016-01-08,8454540811
2016-01-11,8371861741
2016-01-12,8537758506
2016-01-13,8391252272
2016-01-14,8366475483
2016-01-15,8446192110
2016-01-19,8306418699
2016-01-20,8280026032
2016-01-21,8270061454
2016-01-22,8517021411
2016-01-25,8510827213
2016-01-26,8489551492
2016-01-27,8425455015
2016-01-28,8278679468
2016-01-29,8425455015
2016-02-01,8545837894
2016-02-02,8395022653
2016-02-03,8328771673
2016-02-04,8455887376
2016-02-05,8393945402
2016-02-08,8029295695
2016-02-09,8267906951
2016-02-10,8282988475
2016-02-11,8060805307
2016-02-12,8269792141
2016-02-16,8421146008
2016-02-17,8656525508
2016-02-18,8531833622
2016-02-19,8675646727
2016-02-22,8727893435
2016-02-23,8519445227
2016-02-24,8490090118
2016-02-25,8564959112
2016-02-26,8530487057
2016-02-29,8480933478
2016-03-01,8871437227
2016-03-02,8887326690
2016-03-03,8953308357
2016-03-04,9007978882
2016-03-07,9047567883
2016-03-08,9009325447
2016-03-09,8883825621
2016-03-10,8868205471
2016-03-11,9040835060
2016-03-14,8986703161
2016-03-15,8960849119
2016-03-16,9068843604
2016-03-17,8954385609
2016-03-18,9019828651
2016-03-21,9017135522
2016-03-22,9072075359
2016-03-23,9080693373
2016-03-24,9099814591
2016-03-28,9211579457
2016-03-29,9347582487
2016-03-30,9243897009
2016-03-31,9181308731
2016-04-01,9318192148
2016-04-04,9336567548
2016-04-05,9277979315
2016-04-06,9493956847
2016-04-07,9261201776
2016-04-08,9328311934
2016-04-11,9338698030
2016-04-12,9429509791
2016-04-13,9569588930
2016-04-14,9559202834
2016-04-15,9594888394
2016-04-18,9619921548
2016-04-19,9645221012
2016-04-20,9579442405
2016-04-21,9724048817
2016-04-22,9739228495
2016-04-25,9625780371
2016-04-26,9631372884
2016-04-27,9733369672
2016-04-28,9569056309
2016-04-29,9532571819
2016-05-02,9666792134
2016-05-03,9563996416
2016-05-04,9445754710
2016-05-05,9695021010
2016-05-06,9514196418
2016-05-09,9585567539
2016-05-10,9758136516
2016-05-11,9678243471
2016-05-12,9832969668
2016-05-13,9798349348
2016-05-16,9850546138
2016-05-17,9737630634
2016-05-18,9795419937
2016-05-19,9676379300
2016-05-20,9695021010
2016-05-23,9752544003
2016-05-24,9884367527
2016-05-25,9815393198
2016-05-26,9858535442
2016-05-27,9896351484
2016-05-31,9995152549
2016-06-01,10011663779
2016-06-02,10049746130
2016-06-03,9962662711
2016-06-06,10066257359
2016-06-07,10055338643
2016-06-08,10227641310
2016-06-09,10266256282
2016-06-10,10058268055
2016-06-13,9989293726
2016-06-14,9941357899
2016-06-15,9914726884
2016-06-16,9971983566
2016-06-17,9848681967
2016-06-20,10012995329
2016-06-21,9979706561
2016-06-22,10064925809
2016-06-23,10161330083
2016-06-24,9629775024
2016-06-27,9281441347
2016-06-28,9520587862
2016-06-29,9604475559
2016-06-30,9624935782
2016-07-01,9731492673
2016-07-05,9579306222
2016-07-06,9669510323
2016-07-07,9673202889
2016-07-08,9838840828
2016-07-11,9899240649
2016-07-12,9999203673
2016-07-13,10007643823
2016-07-14,10159039009
2016-07-15,10156928972
2016-07-18,10140576181
2016-07-19,10155610198
2016-07-20,10272453521
2016-07-21,10161412801
2016-07-22,10209416153
2016-07-25,10118684543
2016-07-26,10233154074
2016-07-27,10313335497
2016-07-28,10489259868
2016-07-29,10845856196
2016-08-01,10833459726
2016-08-02,10558627349
2016-08-03,10523284222
2016-08-04,10448377893
2016-08-05,10521965449
2016-08-08,10509305224
2016-08-09,10551505973
2016-08-10,10599509325
2016-08-11,10639863791
2016-08-12,10548340917
2016-08-15,10638017508
2016-08-16,10546494634
2016-08-17,10579200214
2016-08-18,10694988519
2016-08-19,10760399679
2016-08-22,10780181280
2016-08-23,10829767160
2016-08-24,10627731075
2016-08-25,10682592049
2016-08-26,10799435372
2016-08-29,10763037226
2016-08-30,10664392976
2016-08-31,10631159886
2016-09-01,10674679408
2016-09-02,10591069175
2016-09-06,10677053201
2016-09-07,10729540382
2016-09-08,10617180888
2016-09-09,10254781958
2016-09-12,10433080122
2016-09-13,10409342200
2016-09-14,10427541273
2016-09-15,10525658014
2016-09-16,10544384597
2016-09-19,10557044821
2016-09-20,10573397611
2016-09-21,10631159886
2016-09-22,10844801177
2016-09-23,10765674773
2016-09-26,10808139277
2016-09-27,10920762525
2016-09-28,10929466429
2016-09-29,10743519380
2016-09-30,10973946445
2016-10-03,10948591592
2016-10-04,10869651740
2016-10-05,10891347130
2016-10-06,10947546031
2016-10-07,10899973008
2016-10-10,11068831103
2016-10-11,10754640034
2016-10-12,10724318766
2016-10-13,10604079256
2016-10-14,10628388548
2016-10-17,10693736108
2016-10-18,10718829571
2016-10-19,10752026132
2016-10-20,10733467425
2016-10-21,10644594743
2016-10-24,10829136252
2016-10-25,10505796526
2016-10-26,10445938161
2016-10-27,10396274015
2016-10-28,10473122746
2016-10-31,10562256817
2016-11-01,10523571062
2016-11-02,10484623916
2016-11-03,10402024600
2016-11-04,10990414031
2016-11-07,11220437442
2016-11-08,11237427807
2016-11-09,11136269784
2016-11-10,11115358565
2016-11-11,11038509835
2016-11-14,10959569982
2016-11-15,11150123467
2016-11-16,11013154981
2016-11-17,10938658763
2016-11-18,10846910789
2016-11-21,10903109690
2016-11-22,10879061788
2016-11-23,10974469226
2016-11-25,10956171909
2016-11-28,10868867569
2016-11-29,11022826420
2016-11-30,10769800668
2016-12-01,10688246913
2016-12-02,10738695229
2016-12-05,10793587180
2016-12-06,10941534056
2016-12-07,10959831372
2016-12-08,10944409348
2016-12-09,11023871981
2016-12-12,11058898273
2016-12-13,11129212248
2016-12-14,10966888909
2016-12-15,11128166687
2016-12-16,11029622567
2016-12-19,11011063860
2016-12-20,11119540809
2016-12-21,11058375493
2016-12-22,11058636883
2016-12-23,11137053955
2016-12-27,11169989125
2016-12-28,10993550713
2016-12-29,10986754567
2016-12-30,10940749885
2017-01-03,10952427503
2017-01-04,11065750832
2017-01-05,10956835962
2017-01-06,11217194366
2017-01-09,11056933914
2017-01-10,11149252233
2017-01-11,11040337362
2017-01-12,10941276695
2017-01-13,11006884938
2017-01-17,10936608914
2017-01-18,10936349593
2017-01-19,10780497600
2017-01-20,10761826480
2017-01-23,10749379066
2017-01-24,10826656760
2017-01-25,10874371846
2017-01-26,10923124216
2017-01-27,10972654550
2017-01-30,10944907190
2017-01-31,11063416942
2017-02-01,11293434776
2017-02-02,11245201047
2017-02-03,11998010259
2017-02-06,12080215054
2017-02-07,12012532241
2017-02-08,11964298513
2017-02-09,12069582888
2017-02-10,12068804924
2017-02-13,12028610151
2017-02-14,12014606810
2017-02-15,12064396465
2017-02-16,12091625183
2017-02-17,12228287413
2017-02-21,12284300775
2017-02-22,12278077068
2017-02-23,12256034773
2017-02-24,12329681971
2017-02-27,12326829439
2017-02-28,12349390376
2017-03-01,12542065968
2017-03-02,12486052606
2017-03-03,12491757671
2017-03-06,12436781594
2017-03-07,12481125505
2017-03-08,12496944093
2017-03-09,12552179492
2017-03-10,12626345332
2017-03-13,12588743770
2017-03-14,12482940753
2017-03-15,12590040376
2017-03-16,12451562897
2017-03-17,12494869524
2017-03-20,12475161119
2017-03-21,12275224536
2017-03-22,12379471626
2017-03-23,12402551206
2017-03-24,12410849482
2017-03-27,12419925721
2017-03-28,12435484988
2017-03-29,12399180031
2017-03-30,12413442693
2017-03-31,12332590522
2017-04-03,12305809093
2017-04-04,12272332307
2017-04-05,12280315233
2017-04-06,12374565261
2017-04-07,12435080990
2017-04-10,12390016086
2017-04-11,12361689574
2017-04-12,12283920425
2017-04-13,12202803597
2017-04-17,12391046141
2017-04-18,12306066607
2017-04-19,12692079703
2017-04-20,12612765471
2017-04-21,12630276405
2017-04-24,12842982755
2017-04-25,13118779970
2017-04-26,13210197348
2017-04-27,13218180274
2017-04-28,13221270439
2017-05-01,13228738337
2017-05-02,13304704890
2017-05-03,13221527952
2017-05-04,13372946031
2017-05-05,14012352648
2017-05-08,13972438018
2017-05-09,14097074668
2017-05-10,14228664189
2017-05-11,14233814464
2017-05-12,14320596595
2017-05-15,14534075485
2017-05-16,14570642436
2017-05-17,14378022159
2017-05-18,14459396501
2017-05-19,14526092559
2017-05-22,14673132905
2017-05-23,14697596710
2017-05-24,14777425969
2017-05-25,14861117935
2017-05-26,14894594721
2017-05-30,14931934213
2017-05-31,15008158280
2017-06-01,15163954093
2017-06-02,15376660442
2017-06-05,15333913162
2017-06-06,15283440469
2017-06-07,15480695993
2017-06-08,15480438480
2017-06-09,15295028587
2017-06-12,14874766163
2017-06-13,15049875506
2017-06-14,14981376851
2017-06-15,15044725232
2017-06-16,15125842060
2017-06-19,15316402227
2017-06-20,15267989644
2017-06-21,15413227393
2017-06-22,15341638574
2017-06-23,15441553905
2017-06-26,15351424096
2017-06-27,15222152198
2017-06-28,15313569576
2017-06-29,15035454737
2017-06-30,15074529857
2017-07-03,15070943977
2017-07-05,15060698604
2017-07-06,14977198812
2017-07-07,15065309021
2017-07-10,15188765769
2017-07-11,15178008127
2017-07-12,15428251367
2017-07-13,15445156233
2017-07-14,15489979741
2017-07-17,15617022368
2017-07-18,15534034845
2017-07-19,15592433473
2017-07-20,15632390428
2017-07-21,15713585011
2017-07-24,15752005160
2017-07-25,15391111889
2017-07-26,15312990919
2017-07-27,15245371455
2017-07-28,14806101079
2017-07-31,14678546183
2017-08-01,14689816094
2017-08-02,14778950841
2017-08-03,14795343438
2017-08-04,14768961602
2017-08-07,14897284901
2017-08-08,14732590527
2017-08-09,14742323631
2017-08-10,14631673601
2017-08-11,14793806632
2017-08-14,14909067080
2017-08-15,14875769617
2017-08-16,14982833767
2017-08-17,14698012392
2017-08-18,14718503139
2017-08-21,14854510468
2017-08-22,15180569470
2017-08-23,15112181604
2017-08-24,15158798052
2017-08-25,15121658574
2017-08-28,15215916007
2017-08-29,15162127798
2017-08-30,15327078307
2017-08-31,15498432173
2017-09-01,15443363293
2017-09-05,15451303457
2017-09-06,15508165278
2017-09-07,15671066712
2017-09-08,15693350399
2017-09-11,15976122699
2017-09-12,16121606998
2017-09-13,15979708580
2017-09-14,16003272938
2017-09-15,16034009058
2017-09-18,16220474850
2017-09-19,16194605282
2017-09-20,16268884238
2017-09-21,16172577730
2017-09-22,16209717208
2017-09-25,16024019819
2017-09-26,16018384863
2017-09-27,16105214401
2017-09-28,15995076639
2017-09-29,16038107207
2017-10-02,16252664203
2017-10-03,16357215000
2017-10-04,16444894519
2017-10-05,16484005208
2017-10-06,16507267121
2017-10-09,16665499256
2017-10-10,16691573049
2017-10-11,16863608957
2017-10-12,16873067097
2017-10-13,16836768288
2017-10-16,17049704263
2017-10-17,16928026563
2017-10-18,16760336287
2017-10-19,16901697144
2017-10-20,17094183086
2017-10-23,17059673654
2017-10-24,17110543113
2017-10-25,17010082323
2017-10-26,17069131795
2017-10-27,17356966018
2017-10-30,17260339609
2017-10-31,17449758045
2017-11-01,17615403317
2017-11-02,17167803207
2017-11-03,16513402132
2017-11-06,16235026049
2017-11-07,15965852482
2017-11-08,15943868696
2017-11-09,16023112576
2017-11-10,15916772401
2017-11-13,16125873995
2017-11-14,16139422142
2017-11-15,15981445632
2017-11-16,16117182731
2017-11-17,16127918998
2017-11-20,16153481540
2017-11-21,16043562610
2017-11-22,16011098181
2017-11-24,16232725420
2017-11-27,16200516617
2017-11-28,16210230383
2017-11-29,15987836268
2017-11-30,16084207051
2017-12-01,15967386234
2017-12-04,15511350485
2017-12-05,15650666339
2017-12-06,15746014621
2017-12-07,15852610421
2017-12-08,15930320548
2017-12-11,15968153111
2017-12-12,15976844375
2017-12-13,16012120683
2017-12-14,16102612082
2017-12-15,16358493127
2017-12-18,16436458880
2017-12-19,16234003547
2017-12-20,16019022569
2017-12-21,15808642849
2017-12-22,15715083945
2017-12-26,15683386393
2017-12-27,15744736494
2017-12-28,15915238649
2017-12-29,15836506019
2018-01-02,15945717030
2018-01-03,16084264707
2018-01-04,15969402570
2018-01-05,16232235664
2018-01-08,16126032757
2018-01-09,16554155266
2018-01-10,16457375639
2018-01-11,16280880160
2018-01-12,16569690943
2018-01-16,16539638322
2018-01-17,16720208732
2018-01-18,16649916161
2018-01-19,16979476260
2018-01-22,17086188534
2018-01-23,16991191689
2018-01-24,17132286198
2018-01-25,17268796410
2018-01-26,17631720012
2018-01-29,17465921230
2018-01-30,17245620236
2018-01-31,17197739788
2018-02-01,17423134447
2018-02-02,16991446372
2018-02-05,16185119266
2018-02-06,16230452881
2018-02-07,16349644633
2018-02-08,15306462123
2018-02-09,15290417079
2018-02-12,15634239440
2018-02-13,15629655141
2018-02-14,15909297328
2018-02-15,16095216086
2018-02-16,16156340061
2018-02-20,15897836583
2018-02-21,16009642521
2018-02-22,15916937825
2018-02-23,16200400260
2018-02-26,16213898471
2018-02-27,15932218819
2018-02-28,15694089999
2018-03-01,15183450122
2018-03-02,15109337302
2018-03-05,15279720383
2018-03-06,15415721228
2018-03-07,15574898247
2018-03-08,15456215862
2018-03-09,15688486968
2018-03-12,15686194818
2018-03-13,15586613676
2018-03-14,15437114619
2018-03-15,15633220707
2018-03-16,15634494123
2018-03-19,15574134197
2018-03-20,15584066843
2018-03-21,15444245750
2018-03-22,14908901600
2018-03-23,14437228259
2018-03-26,14994475166
2018-03-27,14598697426
2018-03-28,14565333923
2018-03-29,14645049774
2018-04-02,14235474269
2018-04-03,14384740812
2018-04-04,14535272325
2018-04-05,14614712485
2018-04-06,14047752617
2018-04-09,14173237711
2018-04-10,14453049229
2018-04-11,14298469810
2018-04-12,14414594120
2018-04-13,14375380028
2018-04-16,14439893534
2018-04-17,14713380199
2018-04-18,14816095820
2018-04-19,14607122661
2018-04-20,14591690018
2018-04-23,14530718430
2018-04-24,14215234738
2018-04-25,14184622447
2018-04-26,14259002724
2018-04-27,14269122490
2018-04-30,14165900881
2018-05-01,14350333609
2018-05-02,14188670353
2018-05-03,14542103167
2018-05-04,13989816959
2018-05-07,13988046000
2018-05-08,13824358792
2018-05-09,13906075899
2018-05-10,14249894935
2018-05-11,14261785660
2018-05-14,14393342612
2018-05-15,14077605926
2018-05-16,14186646400
2018-05-17,14220800609
2018-05-18,14501371110
2018-05-21,14724511942
2018-05-22,14524393577
2018-05-23,14415606097
2018-05-24,14308842570
2018-05-25,14036873869
2018-05-29,13832201610
2018-05-30,13957939697
2018-05-31,13933399266
2018-06-01,14395366566
2018-06-04,14475312714
2018-06-05,14526670524
2018-06-06,14796868266
2018-06-07,14942339896
2018-06-08,15049609412
2018-06-11,14984336923
2018-06-12,15056693247
2018-06-13,15002552502
2018-06-14,14994962677
2018-06-15,14901354846
2018-06-18,14808000008
2018-06-19,14700477498
2018-06-20,14664805325
2018-06-21,14580811270
2018-06-22,14732101766
2018-06-25,14432556704
2018-06-26,14516803753
2018-06-27,14276459320
2018-06-28,14488468409
2018-06-29,14638999922
2018-07-02,14341955618
2018-07-03,14587688495
2018-07-05,14672865842
2018-07-06,14667840629
2018-07-09,14943976040
2018-07-10,14909050815
2018-07-11,14621608677
2018-07-12,14749751588
2018-07-13,14651759950
2018-07-16,14456530456
