,CAH
2013-11-26,22195800000
2013-11-27,22048740000
2013-11-29,22093199999
2013-12-02,22100040000
2013-12-03,22137660000
2013-12-04,21614400000
2013-12-05,21522060000
2013-12-06,21864060000
2013-12-09,21980340000
2013-12-10,22647240000
2013-12-11,22650660000
2013-12-12,22630140000
2013-12-13,22462560000
2013-12-16,22442040000
2013-12-17,22359960000
2013-12-18,22835340000
2013-12-19,22835340000
2013-12-20,22763520000
2013-12-23,22910580000
2013-12-24,22955040000
2013-12-26,23078160000
2013-12-27,22961880000
2013-12-30,22937939999
2013-12-31,22849020000
2014-01-02,22616460000
2014-01-03,22842180000
2014-01-06,22821660000
2014-01-07,23102100000
2014-01-08,22924260000
2014-01-09,23317560000
2014-01-10,23707439999
2014-01-13,23238900000
2014-01-14,23324400000
2014-01-15,23225220000
2014-01-16,23235480000
2014-01-17,23146560000
2014-01-21,23256000000
2014-01-22,23238900000
2014-01-23,22900319999
2014-01-24,22373640000
2014-01-27,22318920000
2014-01-28,23047380000
2014-01-29,22725900000
2014-01-30,23584319999
2014-01-31,23262840000
2014-02-03,22489920000
2014-02-04,22421520000
2014-02-05,22356540000
2014-02-06,22664340000
2014-02-07,23098680000
2014-02-10,22797720000
2014-02-11,23789520000
2014-02-12,23758740000
2014-02-13,23912640000
2014-02-14,24032340000
2014-02-18,24213600000
2014-02-19,24261480000
2014-02-20,24456420000
2014-02-21,24538500000
2014-02-24,24545340000
2014-02-25,24624000000
2014-02-26,24490620000
2014-02-27,24565860000
2014-02-28,24463260000
2014-03-03,24446160000
2014-03-04,25150680000
2014-03-05,25034400000
2014-03-06,24815520000
2014-03-07,24726600000
2014-03-10,24784740000
2014-03-11,24808680000
2014-03-12,24808680000
2014-03-13,24788160000
2014-03-14,24723180000
2014-03-17,24859980000
2014-03-18,25119900000
2014-03-19,24668460000
2014-03-20,24538500000
2014-03-21,24022080000
2014-03-24,23987880000
2014-03-25,24329880000
2014-03-26,24049439999
2014-03-27,23645880000
2014-03-28,23830560000
2014-03-31,23723220000
2014-04-01,23638470000
2014-04-02,23824920000
2014-04-03,24174090000
2014-04-04,23394390000
2014-04-07,23062170000
2014-04-08,22943520000
2014-04-09,23543550000
2014-04-10,22777410000
2014-04-11,22421460000
2014-04-14,22618080000
2014-04-15,22784189999
2014-04-16,23058780000
2014-04-17,23096070000
2014-04-21,23272350000
2014-04-22,23343540000
2014-04-23,23374050000
2014-04-24,23258790000
2014-04-25,22780800000
2014-04-28,23238450000
2014-04-29,23668979999
2014-04-30,23563890000
2014-05-01,22075680000
2014-05-02,21628200000
2014-05-05,21689220000
2014-05-06,21770580000
2014-05-07,21638370000
2014-05-08,21662100000
2014-05-09,21834990000
2014-05-12,22041780000
2014-05-13,22428240000
2014-05-14,22109580000
2014-05-15,22011270000
2014-05-16,22289250000
2014-05-19,22560450000
2014-05-20,22441800000
2014-05-21,22845210000
2014-05-22,22977420000
2014-05-23,23235060000
2014-05-27,23455410000
2014-05-28,23543550000
2014-05-29,24106290000
2014-05-30,23943570000
2014-06-02,23916450000
2014-06-03,24102899999
2014-06-04,24085950000
2014-06-05,23974080000
2014-06-06,23991030000
2014-06-09,23970689999
2014-06-10,23740170000
2014-06-11,23706270000
2014-06-12,23024880000
2014-06-13,22967250000
2014-06-16,22919790000
2014-06-17,23126580000
2014-06-18,23302860000
2014-06-19,23289300000
2014-06-20,23435070000
2014-06-23,23333370000
2014-06-24,23258790000
2014-06-25,23577450000
2014-06-26,23468970000
2014-06-27,23445240000
2014-06-30,23036160000
2014-07-01,23392320000
2014-07-02,23382240000
2014-07-03,23657760000
2014-07-07,23647680000
2014-07-08,23442720000
2014-07-09,23600640000
2014-07-10,23691360000
2014-07-11,23681280000
2014-07-14,23735040000
2014-07-15,23859360000
2014-07-16,23856000000
2014-07-17,23714880000
2014-07-18,23876160000
2014-07-21,23543519999
2014-07-22,23761920000
2014-07-23,24007200000
2014-07-24,24336480000
2014-07-25,24265920000
2014-07-28,24373440000
2014-07-29,24292800000
2014-07-30,24444000000
2014-07-31,24074400000
2014-08-01,24316320000
2014-08-04,23614080000
2014-08-05,23745120000
2014-08-06,23637599999
2014-08-07,23520000000
2014-08-08,23835840000
2014-08-11,23936640000
2014-08-12,23862720000
2014-08-13,24151680000
2014-08-14,24235680000
2014-08-15,24000480000
2014-08-18,24262559999
2014-08-19,24393599999
2014-08-20,24353280000
2014-08-21,24561599999
2014-08-22,24504480000
2014-08-25,24679200000
2014-08-26,24635519999
2014-08-27,24417120000
2014-08-28,24618720000
2014-08-29,24763200000
2014-09-02,24806880000
2014-09-03,24988320000
2014-09-04,24964800000
2014-09-05,25307519999
2014-09-08,25337760000
2014-09-09,25297440000
2014-09-10,25361280000
2014-09-11,25287360000
2014-09-12,25331040000
2014-09-15,25186559999
2014-09-16,25384800000
2014-09-17,25186559999
2014-09-18,25341120000
2014-09-19,25566240000
2014-09-22,25492320000
2014-09-23,25488960000
2014-09-24,26093760000
2014-09-25,25589760000
2014-09-26,25428480000
2014-09-29,25411680000
2014-09-30,24798520000
2014-10-01,24685980000
2014-10-02,24841550000
2014-10-03,25208960000
2014-10-06,25093110000
2014-10-07,24656190000
2014-10-08,25374460000
2014-10-09,24957400000
2014-10-10,24997120000
2014-10-13,24464210000
2014-10-14,24685980000
2014-10-15,24239130000
2014-10-16,23875030000
2014-10-17,24368220000
2014-10-20,24530410000
2014-10-21,25099730000
2014-10-22,25156000000
2014-10-23,25304950000
2014-10-24,25520100000
2014-10-27,25953710000
2014-10-28,25980190000
2014-10-29,25844480000
2014-10-30,25880890000
2014-10-31,25976880000
2014-11-03,26009980000
2014-11-04,26317810000
2014-11-05,26119210000
2014-11-06,26347600000
2014-11-07,25907370000
2014-11-10,26178790000
2014-11-11,26347600000
2014-11-12,26559440000
2014-11-13,26698460000
2014-11-14,26595850000
2014-11-17,26599160000
2014-11-18,26814310000
2014-11-19,26390630000
2014-11-20,26105970000
2014-11-21,26331050000
2014-11-24,26801070000
2014-11-25,26804380000
2014-11-26,26976500000
2014-11-28,27204890000
2014-12-01,27142000000
2014-12-02,27185030000
2014-12-03,27125450000
2014-12-04,27218130000
2014-12-05,27218130000
2014-12-08,27304190000
2014-12-09,26906990000
2014-12-10,26638880000
2014-12-11,26635570000
2014-12-12,26248300000
2014-12-15,26337669999
2014-12-16,26182100000
2014-12-17,26695150000
2014-12-18,27277710000
2014-12-19,27486240000
2014-12-22,27473000000
2014-12-23,27115520000
2014-12-24,27165169999
2014-12-26,27089040000
2014-12-29,26860650000
2014-12-30,27082419999
2014-12-31,26640900000
2015-01-02,26568300000
2015-01-05,26416500000
2015-01-06,26132700000
2015-01-07,27069900000
2015-01-08,27904800000
2015-01-09,27667200000
2015-01-12,27327300000
2015-01-13,27225000000
2015-01-14,27043500000
2015-01-15,26680500000
2015-01-16,27145800000
2015-01-20,26974200000
2015-01-21,27040200000
2015-01-22,27693600000
2015-01-23,27545100000
2015-01-26,27967500000
2015-01-27,27951000000
2015-01-28,28178700000
2015-01-29,27990599999
2015-01-30,27452700000
2015-02-02,27330599999
2015-02-03,27528600000
2015-02-04,27677100000
2015-02-05,27861900000
2015-02-06,28205100000
2015-02-09,27792600000
2015-02-10,28089600000
2015-02-11,28409700000
2015-02-12,28393200000
2015-02-13,28406400000
2015-02-17,28515300000
2015-02-18,28452600000
2015-02-19,28436100000
2015-02-20,28729800000
2015-02-23,29073000000
2015-02-24,29452500000
2015-02-25,29139000000
2015-02-26,29096100000
2015-02-27,29036700000
2015-03-02,29541600000
2015-03-03,29181900000
2015-03-04,29379900000
2015-03-05,29353500000
2015-03-06,28713300000
2015-03-09,29033400000
2015-03-10,28690200000
2015-03-11,28799100000
2015-03-12,29198400000
2015-03-13,29079600000
2015-03-16,29693400000
2015-03-17,29551500000
2015-03-18,29825400000
2015-03-19,29673600000
2015-03-20,30112500000
2015-03-23,29805599999
2015-03-24,29518500000
2015-03-25,29373300000
2015-03-26,29416200000
2015-03-27,29729700000
2015-03-30,29964000000
2015-03-31,29789100000
2015-04-01,29320500000
2015-04-02,29568000000
2015-04-06,29676900000
2015-04-07,29680200000
2015-04-08,29762700000
2015-04-09,29663700000
2015-04-10,29871600000
2015-04-13,29574600000
2015-04-14,29799000000
2015-04-15,29749500000
2015-04-16,29587800000
2015-04-17,29551500000
2015-04-20,29746200000
2015-04-21,29815500000
2015-04-22,30195000000
2015-04-23,30195000000
2015-04-24,30155400000
2015-04-27,29544900000
2015-04-28,29858400000
2015-04-29,29337000000
2015-04-30,27832200000
2015-05-01,28231500000
2015-05-04,28257900000
2015-05-05,27908099999
2015-05-06,27970800000
2015-05-07,28046700000
2015-05-08,28594500000
2015-05-11,28498800000
2015-05-12,28432800000
2015-05-13,28538400000
2015-05-14,29040000000
2015-05-15,28891500000
2015-05-18,28990500000
2015-05-19,28809000000
2015-05-20,29063099999
2015-05-21,29257800000
2015-05-22,29205000000
2015-05-26,28904700000
2015-05-27,29267700000
2015-05-28,29076300000
2015-05-29,29096100000
2015-06-01,29178600000
2015-06-02,29049900000
2015-06-03,29046600000
2015-06-04,28911300000
2015-06-05,29053200000
2015-06-08,29036700000
2015-06-09,28927800000
2015-06-10,29294100000
2015-06-11,29591100000
2015-06-12,29330400000
2015-06-15,29129100000
2015-06-16,29409600000
2015-06-17,29696700000
2015-06-18,29650500000
2015-06-19,29657100000
2015-06-22,29653800000
2015-06-23,29445900000
2015-06-24,28719900000
2015-06-25,28601100000
2015-06-26,28389900000
2015-06-29,27634200000
2015-06-30,27437200000
2015-07-01,27863600000
2015-07-02,27716000000
2015-07-06,27729120000
2015-07-07,27880000000
2015-07-08,27355200000
2015-07-09,27604480000
2015-07-10,28037440000
2015-07-13,28247360000
2015-07-14,28263760000
2015-07-15,28404800000
2015-07-16,28542560000
2015-07-17,28457280000
2015-07-20,28398240000
2015-07-21,28270320000
2015-07-22,28476959999
2015-07-23,27640560000
2015-07-24,27319120000
2015-07-27,26991120000
2015-07-28,27447040000
2015-07-29,27666800000
2015-07-30,27335520000
2015-07-31,27873440000
2015-08-03,28148959999
2015-08-04,28126000000
2015-08-05,28296560000
2015-08-06,27807840000
2015-08-07,27906240000
2015-08-10,28119440000
2015-08-11,28171920000
2015-08-12,27896400000
2015-08-13,27617600000
2015-08-14,27640560000
2015-08-17,27663520000
2015-08-18,27814400000
2015-08-19,27968560000
2015-08-20,26981280000
2015-08-21,26436800000
2015-08-24,25905440000
2015-08-25,26049760000
2015-08-26,27404400000
2015-08-27,27450320000
2015-08-28,27351920000
2015-08-31,26984560000
2015-09-01,26315440000
2015-09-02,26781200000
2015-09-03,26617200000
2015-09-04,26420400000
2015-09-08,26978000000
2015-09-09,26646720000
2015-09-10,27227280000
2015-09-11,27883280000
2015-09-14,27653680000
2015-09-15,27906240000
2015-09-16,27998080000
2015-09-17,27804560000
2015-09-18,27430640000
2015-09-21,27224000000
2015-09-22,26732000000
2015-09-23,26909120000
2015-09-24,26709040000
2015-09-25,26079280000
2015-09-28,25295360000
2015-09-29,25164160000
2015-09-30,25273779999
2015-10-01,25372480000
2015-10-02,25865980000
2015-10-05,26171950000
2015-10-06,25698190000
2015-10-07,25513950000
2015-10-08,25563300000
2015-10-09,25882430000
2015-10-12,26346320000
2015-10-13,26346320000
2015-10-14,25862690000
2015-10-15,26037060000
2015-10-16,26362770000
2015-10-19,26385800000
2015-10-20,25902170000
2015-10-21,25671870000
2015-10-22,25579750000
2015-10-23,26366060000
2015-10-26,26586490000
2015-10-27,27007610000
2015-10-28,27251070000
2015-10-29,27310290000
2015-10-30,27043800000
2015-11-02,28343350000
2015-11-03,28415730000
2015-11-04,28484820000
2015-11-05,29017800000
2015-11-06,29116500000
2015-11-09,28843430000
2015-11-10,28961870000
2015-11-11,28695380000
2015-11-12,28126210000
2015-11-13,28129500000
2015-11-16,28356510000
2015-11-17,28530880000
2015-11-18,29149400000
2015-11-19,28741440000
2015-11-20,28817110000
2015-11-23,28731570000
2015-11-24,28544040000
2015-11-25,28616420000
2015-11-27,28718410000
2015-11-30,28573650000
2015-12-01,29251390000
2015-12-02,28718410000
2015-12-03,28392700000
2015-12-04,29096760000
2015-12-07,29195460000
2015-12-08,29132950000
2015-12-09,28790790000
2015-12-10,28669060000
2015-12-11,28261100000
2015-12-14,28465080000
2015-12-15,28517720000
2015-12-16,29024380000
2015-12-17,28938839999
2015-12-18,28494690000
2015-12-21,28968450000
2015-12-22,29238230000
2015-12-23,29494850000
2015-12-24,29514589999
2015-12-28,29771210000
2015-12-29,29889650000
2015-12-30,29787660000
2015-12-31,29280560000
2016-01-04,28847600000
2016-01-05,29415040000
2016-01-06,28614720000
2016-01-07,27880000000
2016-01-08,27506080000
2016-01-11,26000560000
2016-01-12,26203920000
2016-01-13,25639760000
2016-01-14,26823840000
2016-01-15,26646720000
2016-01-19,26758240000
2016-01-20,26331840000
2016-01-21,26266240000
2016-01-22,26761520000
2016-01-25,26633600000
2016-01-26,27128879999
2016-01-27,26814000000
2016-01-28,25912000000
2016-01-29,26689360000
2016-02-01,26174400000
2016-02-02,25495440000
2016-02-03,25364240000
2016-02-04,25124800000
2016-02-05,25128080000
2016-02-08,24980480000
2016-02-09,25141200000
2016-02-10,25656160000
2016-02-11,25295360000
2016-02-12,25862800000
2016-02-16,26164560000
2016-02-17,26561440000
2016-02-18,26568000000
2016-02-19,26512240000
2016-02-22,26718879999
2016-02-23,26633600000
2016-02-24,26941920000
2016-02-25,27115760000
2016-02-26,27233840000
2016-02-29,26797600000
2016-03-01,27184640000
2016-03-02,27276480000
2016-03-03,27424080000
2016-03-04,27391280000
2016-03-07,27601200000
2016-03-08,27128879999
2016-03-09,27283040000
2016-03-10,27000959999
2016-03-11,27512640000
2016-03-14,27424080000
2016-03-15,26381040000
2016-03-16,26600800000
2016-03-17,26154720000
2016-03-18,26522080000
2016-03-21,26518800000
2016-03-22,26620480000
2016-03-23,26659840000
2016-03-24,26725440000
2016-03-28,26492560000
2016-03-29,26836959999
2016-03-30,26823840000
2016-03-31,26551800000
2016-04-01,26619840000
2016-04-04,26934120000
2016-04-05,26344440000
2016-04-06,27235440000
2016-04-07,27138240000
2016-04-08,26892000000
2016-04-11,26632800000
2016-04-12,26749440000
2016-04-13,27173880000
2016-04-14,27186840000
2016-04-15,27297000000
2016-04-18,27400679999
2016-04-19,27731160000
2016-04-20,28252800000
2016-04-21,28129679999
2016-04-22,28158840000
2016-04-25,27977400000
2016-04-26,28051920000
2016-04-27,28038960000
2016-04-28,25437240000
2016-04-29,25421039999
2016-05-02,25758000000
2016-05-03,25673760000
2016-05-04,25113240000
2016-05-05,25450200000
2016-05-06,24899400000
2016-05-09,25424280000
2016-05-10,25424280000
2016-05-11,24935039999
2016-05-12,24948000000
2016-05-13,24705000000
2016-05-16,25074360000
2016-05-17,24980400000
2016-05-18,25216920000
2016-05-19,25054920000
2016-05-20,25080840000
2016-05-23,24863760000
2016-05-24,25097039999
2016-05-25,24860520000
2016-05-26,25041960000
2016-05-27,25320600000
2016-05-31,25579800000
2016-06-01,25505280000
2016-06-02,25884360000
2016-06-03,25851960000
2016-06-06,26056080000
2016-06-07,25920000000
2016-06-08,25809840000
2016-06-09,25689960000
2016-06-10,25443720000
2016-06-13,25336800000
2016-06-14,25249320000
2016-06-15,24844320000
2016-06-16,24798960000
2016-06-17,24465240000
2016-06-20,24779520000
2016-06-21,24912360000
2016-06-22,24960960000
2016-06-23,25310880000
2016-06-24,24374520000
2016-06-27,23875560000
2016-06-28,24439320000
2016-06-29,25041960000
2016-06-30,24963200000
2016-07-01,25052800000
2016-07-05,25033600000
2016-07-06,25596800000
2016-07-07,25420800000
2016-07-08,25721600000
2016-07-11,25939200000
2016-07-12,26166400000
2016-07-13,26329600000
2016-07-14,26550400000
2016-07-15,26355200000
2016-07-18,26627199999
2016-07-19,26502399999
2016-07-20,26652800000
2016-07-21,26435200000
2016-07-22,26556800000
2016-07-25,26515200000
2016-07-26,26764800000
2016-07-27,26668800000
2016-07-28,26419200000
2016-07-29,26752000000
2016-08-01,26371200000
2016-08-02,27174400000
2016-08-03,27084800000
2016-08-04,26745600000
2016-08-05,26995200000
2016-08-08,26809600000
2016-08-09,26816000000
2016-08-10,26736000000
2016-08-11,26755200000
2016-08-12,26752000000
2016-08-15,26620800000
2016-08-16,26457600000
2016-08-17,26489600000
2016-08-18,26374400000
2016-08-19,26150400000
2016-08-22,26288000000
2016-08-23,26246400000
2016-08-24,25945600000
2016-08-25,25395200000
2016-08-26,25392000000
2016-08-29,25526400000
2016-08-30,25510400000
2016-08-31,25494400000
2016-09-01,25504000000
2016-09-02,25513600000
2016-09-06,25859200000
2016-09-07,25971200000
2016-09-08,25827199999
2016-09-09,25219200000
2016-09-12,25593600000
2016-09-13,24988800000
2016-09-14,24083200000
2016-09-15,24512000000
2016-09-16,24640000000
2016-09-19,24502399999
2016-09-20,24307199999
2016-09-21,24592000000
2016-09-22,24819200000
2016-09-23,24851200000
2016-09-26,24601600000
2016-09-27,25004800000
2016-09-28,25043200000
2016-09-29,24608000000
2016-09-30,24708600000
2016-10-03,24101220000
2016-10-04,24069420000
2016-10-05,24129840000
2016-10-06,24393779999
2016-10-07,24295200000
2016-10-10,24317460000
2016-10-11,23951759999
2016-10-12,24101220000
2016-10-13,23958120000
2016-10-14,23935860000
2016-10-17,23837279999
2016-10-18,24082140000
2016-10-19,23916779999
2016-10-20,24034440000
2016-10-21,23897700000
2016-10-24,24043980000
2016-10-25,23821380000
2016-10-26,23659200000
2016-10-27,23786400000
2016-10-28,21465000000
2016-10-31,21843420000
2016-11-01,21271020000
2016-11-02,21833880000
2016-11-03,20790840000
2016-11-04,20724060000
2016-11-07,20988000000
2016-11-08,20781300000
2016-11-09,22021500000
2016-11-10,22806960000
2016-11-11,22695660000
2016-11-14,23007300000
2016-11-15,22702020000
2016-11-16,22523940000
2016-11-17,22781520000
2016-11-18,22504860000
2016-11-21,22339500000
2016-11-22,22301340000
2016-11-23,22434900000
2016-11-25,22612980000
2016-11-28,22759259999
2016-11-29,22574820000
2016-11-30,22581180000
2016-12-01,22555740000
2016-12-02,22523940000
2016-12-05,22927800000
2016-12-06,22711560000
2016-12-07,22419000000
2016-12-08,22612980000
2016-12-09,23226720000
2016-12-12,23366640000
2016-12-13,23452500000
2016-12-14,23045460000
2016-12-15,23214000000
2016-12-16,23455680000
2016-12-19,23436600000
2016-12-20,23325300000
2016-12-21,23093160000
2016-12-22,22930980000
2016-12-23,23175840000
2016-12-27,23236259999
2016-12-28,23070900000
2016-12-29,23007300000
2016-12-30,22886460000
2017-01-03,23535680000
2017-01-04,23899080000
2017-01-05,23542000000
2017-01-06,23804280000
2017-01-09,23624160000
2017-01-10,23769520000
2017-01-11,23295520000
2017-01-12,23444040000
2017-01-13,23700000000
2017-01-17,23756880000
2017-01-18,23952800000
2017-01-19,23873800000
2017-01-20,23709480000
2017-01-23,23611520000
2017-01-24,23589400000
2017-01-25,23974920000
2017-01-26,23096440000
2017-01-27,22900520000
2017-01-30,23128040000
2017-01-31,23687359999
2017-02-01,23810600000
2017-02-02,23523040000
2017-02-03,23658920000
2017-02-06,24006520000
2017-02-07,24572160000
2017-02-08,24587960000
2017-02-09,24474200000
2017-02-10,24458400000
2017-02-13,24670119999
2017-02-14,24926080000
2017-02-15,25412720000
2017-02-16,25355840000
2017-02-17,25504359999
2017-02-21,25703440000
2017-02-22,25621280000
2017-02-23,25826680000
2017-02-24,25956240000
2017-02-27,26066840000
2017-02-28,25712920000
2017-03-01,25927800000
2017-03-02,25845640000
2017-03-03,26180600000
2017-03-06,25817200000
2017-03-07,25662359999
2017-03-08,25659200000
2017-03-09,25893040000
2017-03-10,25924640000
2017-03-13,26085800000
2017-03-14,26101600000
2017-03-15,26480800000
2017-03-16,26174280000
2017-03-17,26262760000
2017-03-20,26028920000
2017-03-21,25738200000
2017-03-22,25798240000
2017-03-23,25627600000
2017-03-24,25668680000
2017-03-27,25991000000
2017-03-28,25975200000
2017-03-29,25927800000
2017-03-30,25807720000
2017-03-31,25769800000
2017-04-03,25583359999
2017-04-04,25412720000
2017-04-05,25447480000
2017-04-06,26136359999
2017-04-07,26022600000
2017-04-10,26041560000
2017-04-11,26006800000
2017-04-12,25820359999
2017-04-13,25731880000
2017-04-17,25858280000
2017-04-18,22875240000
2017-04-19,22916320000
2017-04-20,23165960000
2017-04-21,22910000000
2017-04-24,22903680000
2017-04-25,22865760000
2017-04-26,22849960000
2017-04-27,23112240000
2017-04-28,22938440000
2017-05-01,22812040000
2017-05-02,23064840000
2017-05-03,22922640000
2017-05-04,22985840000
2017-05-05,22900520000
2017-05-08,22755160000
2017-05-09,22875240000
2017-05-10,22752000000
2017-05-11,22998480000
2017-05-12,23036400000
2017-05-15,23055359999
2017-05-16,22951080000
2017-05-17,22625600000
2017-05-18,22812040000
2017-05-19,23226000000
2017-05-22,23096440000
2017-05-23,23055359999
2017-05-24,23099600000
2017-05-25,23207040000
2017-05-26,23099600000
2017-05-30,23241800000
2017-05-31,23475640000
2017-06-01,23715800000
2017-06-02,23949640000
2017-06-05,23842200000
2017-06-06,23365040000
2017-06-07,23396640000
2017-06-08,23532520000
2017-06-09,23763200000
2017-06-12,23725280000
2017-06-13,23671560000
2017-06-14,23892760000
2017-06-15,23997040000
2017-06-16,23696840000
2017-06-19,24082359999
2017-06-20,24113960000
2017-06-21,24483680000
2017-06-22,24885000000
2017-06-23,25178880000
2017-06-26,25112520000
2017-06-27,25043000000
2017-06-28,24989280000
2017-06-29,24727000000
2017-06-30,24622720000
2017-07-03,24739640000
2017-07-05,24866040000
2017-07-06,24297240000
2017-07-07,24392040000
2017-07-10,24230880000
2017-07-11,24224560000
2017-07-12,24429960000
2017-07-13,24508960000
2017-07-14,24682760000
2017-07-17,24676440000
2017-07-18,24322520000
2017-07-19,24332000000
2017-07-20,24433119999
2017-07-21,24107640000
2017-07-24,24354119999
2017-07-25,24550040000
2017-07-26,24543720000
2017-07-27,24205600000
2017-07-28,24524760000
2017-07-31,24414160000
2017-08-01,24436280000
2017-08-02,22432840000
2017-08-03,21917760000
2017-08-04,21848240000
2017-08-07,21879840000
2017-08-08,21911440000
2017-08-09,21560680000
2017-08-10,21269960000
2017-08-11,21165680000
2017-08-14,21096160000
2017-08-15,20991880000
2017-08-16,20859160000
2017-08-17,20590560000
2017-08-18,20344080000
2017-08-21,20337760000
2017-08-22,20672720000
2017-08-23,20739080000
2017-08-24,20887600000
2017-08-25,20881280000
2017-08-28,20979240000
2017-08-29,20982400000
2017-08-30,21010840000
2017-08-31,21317359999
2017-09-01,21431119999
2017-09-05,21336320000
2017-09-06,21680760000
2017-09-07,21822960000
2017-09-08,21601760000
2017-09-11,22034680000
2017-09-12,21943040000
2017-09-13,21895640000
2017-09-14,21317359999
2017-09-15,21330000000
2017-09-18,21194119999
2017-09-19,20938160000
2017-09-20,21080359999
2017-09-21,21099320000
2017-09-22,21064560000
2017-09-25,21279440000
2017-09-26,21431119999
2017-09-27,21532240000
2017-09-28,21162520000
2017-09-29,21146720000
2017-10-02,21495600000
2017-10-03,21294000000
2017-10-04,21268800000
2017-10-05,21306600000
2017-10-06,20752200000
2017-10-09,20449800000
2017-10-10,20720700000
2017-10-11,20733299999
2017-10-12,20893950000
2017-10-13,20462399999
2017-10-16,20358450000
2017-10-17,20500200000
2017-10-18,20380500000
2017-10-19,20837250000
2017-10-20,21013649999
2017-10-23,20994750000
2017-10-24,20928600000
2017-10-25,21120750000
2017-10-26,20396250000
2017-10-27,19533150000
2017-10-30,19435500000
2017-10-31,19498500000
2017-11-01,19586700000
2017-11-02,19237050000
2017-11-03,19334700000
2017-11-06,18978750000
2017-11-07,18985050000
2017-11-08,19211850000
2017-11-09,19076400000
2017-11-10,18443250000
2017-11-13,18373950000
2017-11-14,17977050000
2017-11-15,17901450000
2017-11-16,18087300000
2017-11-17,18115650000
2017-11-20,17325000000
2017-11-21,17551800000
2017-11-22,17945550000
2017-11-24,17756550000
2017-11-27,17605350000
2017-11-28,18131400000
2017-11-29,18619650000
2017-11-30,18644850000
2017-12-01,18553500000
2017-12-04,19221300000
2017-12-05,19010250000
2017-12-06,18811800000
2017-12-07,18427500000
2017-12-08,18550350000
2017-12-11,18975600000
2017-12-12,18981900000
2017-12-13,19079550000
2017-12-14,19010250000
2017-12-15,19904850000
2017-12-18,19652850000
2017-12-19,19848150000
2017-12-20,19989900000
2017-12-21,19744200000
2017-12-22,19684350000
2017-12-26,19741050000
2017-12-27,19624500000
2017-12-28,19574100000
2017-12-29,19300050000
2018-01-02,19790990000
2018-01-03,19675180000
2018-01-04,19925580000
2018-01-05,19787860000
2018-01-08,20413860000
2018-01-09,21002300000
2018-01-10,21302780000
2018-01-11,21631430000
2018-01-12,22376370000
2018-01-16,22717540000
2018-01-17,22739450000
2018-01-18,22445229999
2018-01-19,22507830000
2018-01-22,23008630000
2018-01-23,22914729999
2018-01-24,23377970000
2018-01-25,23158870000
2018-01-26,23465610000
2018-01-29,23546990000
2018-01-30,23121310000
2018-01-31,22470270000
2018-02-01,21615780000
2018-02-02,21114979999
2018-02-05,20138420000
2018-02-06,20482720000
2018-02-07,20388820000
2018-02-08,20855190000
2018-02-09,20883360000
2018-02-12,21293390000
2018-02-13,20560970000
2018-02-14,21077420000
2018-02-15,21315300000
2018-02-16,21703420000
2018-02-20,21546920000
2018-02-21,21537530000
2018-02-22,21230790000
2018-02-23,21694030000
2018-02-26,22088409999
2018-02-27,21922520000
2018-02-28,21662729999
2018-03-01,21371640000
2018-03-02,21578220000
2018-03-05,22035200000
2018-03-06,21884960000
2018-03-07,21922520000
2018-03-08,22041460000
2018-03-09,22273080000
2018-03-12,22648680000
2018-03-13,22620510000
2018-03-14,22548520000
2018-03-15,22129100000
2018-03-16,22207350000
2018-03-19,21906870000
2018-03-20,20473330000
2018-03-21,20560970000
2018-03-22,19988180000
2018-03-23,19315230000
2018-03-26,19437300000
2018-03-27,19161860000
2018-03-28,19581280000
2018-03-29,19618840000
2018-04-02,18899323880
2018-04-03,18982962914
2018-04-04,19497188085
2018-04-05,19775984864
2018-04-06,19326812275
2018-04-09,19360887437
2018-04-10,19930871963
2018-04-11,19816255510
2018-04-12,19286541629
2018-04-13,18716557103
2018-04-16,19295834855
2018-04-17,19574631634
2018-04-18,19791473574
2018-04-19,19302030339
2018-04-20,19227684531
2018-04-23,19274150661
2018-04-24,19317519049
2018-04-25,19692345830
2018-04-26,19884405833
2018-04-27,20389337778
2018-04-30,19878210349
2018-05-01,19701639056
2018-05-02,20026901965
2018-05-03,15736529309
2018-05-04,16421130288
2018-05-07,16346784481
2018-05-08,16263145447
2018-05-09,16343686739
2018-05-10,16957039653
2018-05-11,17130513204
2018-05-14,17087144816
2018-05-15,16734002229
2018-05-16,16885791587
2018-05-17,16830032231
2018-05-18,16520258032
2018-05-21,16458303192
2018-05-22,16365370933
2018-05-23,16322002545
2018-05-24,16244558995
2018-05-25,16244558995
2018-05-29,16030814798
2018-05-30,16250754479
2018-05-31,16136138025
2018-06-01,16312709319
2018-06-04,16306513835
2018-06-05,16359175449
2018-06-06,16585310614
2018-06-07,16402543837
2018-06-08,16526453516
2018-06-11,16668949648
2018-06-12,16588408356
2018-06-13,16789761585
2018-06-14,16919866749
2018-06-15,16960137395
2018-06-18,16418032547
2018-06-19,16758784165
2018-06-20,16805250295
2018-06-21,16585310614
2018-06-22,16721611262
2018-06-25,16523355774
2018-06-26,16517160290
2018-06-27,16396348353
2018-06-28,15603326403
2018-06-29,15126274137
2018-07-02,14990750000
2018-07-03,15097500000
2018-07-05,15262200000
2018-07-06,15231700000
2018-07-09,15329300000
2018-07-10,15301850000
2018-07-11,15237800000
2018-07-12,15329300000
2018-07-13,15494000000
2018-07-16,15466550000
