,TPR
2014-09-09,10081500000
2014-09-10,10150250000
2014-09-11,10268500000
2014-09-12,10164000000
2014-09-15,10155750000
2014-09-16,10216250000
2014-09-17,10180500000
2014-09-18,10265750000
2014-09-19,10188750000
2014-09-22,10018250000
2014-09-23,10087000000
2014-09-24,10197000000
2014-09-25,9977000000
2014-09-26,9990750000
2014-09-29,9965696000
2014-09-30,9814116000
2014-10-01,9610172000
2014-10-02,9703876000
2014-10-03,9676316000
2014-10-06,9568832000
2014-10-07,9436544000
2014-10-08,9626708000
2014-10-09,9381424000
2014-10-10,9392448000
2014-10-13,9400716000
2014-10-14,9816872000
2014-10-15,9794824000
2014-10-16,9679072000
2014-10-17,9505444000
2014-10-20,9695608000
2014-10-21,9770020000
2014-10-22,9712144000
2014-10-23,9905064000
2014-10-24,9913332000
2014-10-27,9962940000
2014-10-28,9370400000
2014-10-29,9315280000
2014-10-30,9444812000
2014-10-31,9475128000
2014-11-03,9353864000
2014-11-04,9094800000
2014-11-05,9100312000
2014-11-06,9221576000
2014-11-07,9276696000
2014-11-10,9342840000
2014-11-11,9450324000
2014-11-12,9690096000
2014-11-13,9563320000
2014-11-14,9698364000
2014-11-17,9676316000
2014-11-18,9728680000
2014-11-19,9767264000
2014-11-20,9957428000
2014-11-21,10048376000
2014-11-24,10310196000
2014-11-25,10222004000
2014-11-26,10103496000
2014-11-28,10230272000
2014-12-01,9949160000
2014-12-02,9698364000
2014-12-03,9670804000
2014-12-04,9563320000
2014-12-05,9508200000
2014-12-08,9389692000
2014-12-09,9381424000
2014-12-10,9265672000
2014-12-11,9497176000
2014-12-12,9701120000
2014-12-15,9665292000
2014-12-16,9637732000
2014-12-17,9852700000
2014-12-18,10040108000
2014-12-19,10056644000
2014-12-22,10197200000
2014-12-23,10252320000
2014-12-24,10188932000
2014-12-26,10230272000
2014-12-29,10406948000
2014-12-30,10445574000
2014-12-31,10362804000
2015-01-02,10293829000
2015-01-05,10133807000
2015-01-06,10015170000
2015-01-07,10324178000
2015-01-08,10586283000
2015-01-09,10539380000
2015-01-12,10641463000
2015-01-13,10451092000
2015-01-14,10197264000
2015-01-15,10004134000
2015-01-16,9962749000
2015-01-20,9946195000
2015-01-21,10371081000
2015-01-22,10553175000
2015-01-23,10379358000
2015-01-26,10233131000
2015-01-27,10144843000
2015-01-28,10059314000
2015-01-29,10743546000
2015-01-30,10260721000
2015-02-02,10357286000
2015-02-03,10674571000
2015-02-04,10790449000
2015-02-05,10749064000
2015-02-06,10820798000
2015-02-09,10826316000
2015-02-10,10928399000
2015-02-11,10914604000
2015-02-12,10818039000
2015-02-13,10994615000
2015-02-17,10887014000
2015-02-18,10953230000
2015-02-19,11226371000
2015-02-20,11460886000
2015-02-23,11507789000
2015-02-24,11849905000
2015-02-25,11943711000
2015-02-26,11976819000
2015-02-27,12015445000
2015-03-02,12018204000
2015-03-03,11767135000
2015-03-04,11574005000
2015-03-05,11618149000
2015-03-06,11430537000
2015-03-09,11386393000
2015-03-10,11242925000
2015-03-11,11129806000
2015-03-12,11190504000
2015-03-13,11378116000
2015-03-16,11427778000
2015-03-17,11309141000
2015-03-18,11449850000
2015-03-19,11383634000
2015-03-20,11471922000
2015-03-23,11590559000
2015-03-24,11609872000
2015-03-25,11642980000
2015-03-26,11226371000
2015-03-27,11397429000
2015-03-30,11495476000
2015-03-31,11451252000
2015-04-01,11503768000
2015-04-02,11570104000
2015-04-06,11741472000
2015-04-07,11708304000
2015-04-08,11824392000
2015-04-09,11885200000
2015-04-10,11893492000
2015-04-13,11744236000
2015-04-14,11619856000
2015-04-15,11542464000
2015-04-16,11887964000
2015-04-17,11719360000
2015-04-20,11758056000
2015-04-21,11467836000
2015-04-22,11495476000
2015-04-23,11711068000
2015-04-24,11788460000
2015-04-27,11700012000
2015-04-28,10959260000
2015-04-29,10644164000
2015-04-30,10561244000
2015-05-01,10467268000
2015-05-04,10550188000
2015-05-05,10522548000
2015-05-06,10494908000
2015-05-07,10599940000
2015-05-08,10630344000
2015-05-11,10619288000
2015-05-12,10588884000
2015-05-13,10539132000
2015-05-14,10436864000
2015-05-15,10353944000
2015-05-18,10395404000
2015-05-19,10331832000
2015-05-20,10315248000
2015-05-21,10525312000
2015-05-22,10373292000
2015-05-26,10105184000
2015-05-27,9773504000
2015-05-28,9726516000
2015-05-29,9776268000
2015-06-01,9897884000
2015-06-02,9906176000
2015-06-03,9914468000
2015-06-04,9848132000
2015-06-05,9895120000
2015-06-08,9787324000
2015-06-09,9751392000
2015-06-10,9737572000
2015-06-11,9693348000
2015-06-12,9707168000
2015-06-15,9687820000
2015-06-16,9723752000
2015-06-17,9765212000
2015-06-18,9895120000
2015-06-19,9925524000
2015-06-22,9989096000
2015-06-23,10013972000
2015-06-24,9978040000
2015-06-25,9870244000
2015-06-26,9983568000
2015-06-29,9695729000
2015-06-30,9590431000
2015-07-01,9734523000
2015-07-02,9698500000
2015-07-06,9446339000
2015-07-07,9465736000
2015-07-08,9116590000
2015-07-09,9166468000
2015-07-10,9249598000
2015-07-13,9238514000
2015-07-14,9263453000
2015-07-15,9027918000
2015-07-16,8950330000
2015-07-17,8825635000
2015-07-20,8789612000
2015-07-21,8689856000
2015-07-22,8603955000
2015-07-23,8590100000
2015-07-24,8443237000
2015-07-27,8520825000
2015-07-28,8556848000
2015-07-29,8714795000
2015-07-30,8673230000
2015-07-31,8645520000
2015-08-03,8432153000
2015-08-04,8703711000
2015-08-05,8792383000
2015-08-06,8745276000
2015-08-07,9163697000
2015-08-10,9163697000
2015-08-11,9044544000
2015-08-12,8642749000
2015-08-13,8717566000
2015-08-14,8847803000
2015-08-17,8872742000
2015-08-18,9041773000
2015-08-19,8889368000
2015-08-20,8648291000
2015-08-21,8509741000
2015-08-24,7958312000
2015-08-25,7869640000
2015-08-26,8146740000
2015-08-27,8340710000
2015-08-28,8301916000
2015-08-31,8382275000
2015-09-01,8199389000
2015-09-02,8257580000
2015-09-03,8271435000
2015-09-04,8080236000
2015-09-08,8354565000
2015-09-09,8052526000
2015-09-10,8177221000
2015-09-11,8157824000
2015-09-14,8033129000
2015-09-15,8141198000
2015-09-16,8290832000
2015-09-17,8271435000
2015-09-18,8063610000
2015-09-21,8116259000
2015-09-22,8013732000
2015-09-23,7869640000
2015-09-24,7961083000
2015-09-25,7891808000
2015-09-28,7617344000
2015-09-29,7700624000
2015-09-30,8030968000
2015-10-01,7897720000
2015-10-02,8147560000
2015-10-05,8414056000
2015-10-06,8441816000
2015-10-07,8425160000
2015-10-08,8730520000
2015-10-09,8683328000
2015-10-12,8558408000
2015-10-13,8550080000
2015-10-14,8541752000
2015-10-15,8289136000
2015-10-16,8241944000
2015-10-19,8375192000
2015-10-20,8344656000
2015-10-21,8344656000
2015-10-22,8369640000
2015-10-23,8364088000
2015-10-26,8416832000
2015-10-27,8786040000
2015-10-28,8605600000
2015-10-29,8566736000
2015-10-30,8661120000
2015-11-02,8811024000
2015-11-03,9035880000
2015-11-04,8960928000
2015-11-05,9083072000
2015-11-06,8899856000
2015-11-09,8572288000
2015-11-10,8708312000
2015-11-11,8394624000
2015-11-12,8333552000
2015-11-13,8114248000
2015-11-16,8155888000
2015-11-17,8030968000
2015-11-18,8214184000
2015-11-19,8233616000
2015-11-20,8480680000
2015-11-23,8758280000
2015-11-24,8930392000
2015-11-25,8991464000
2015-11-27,8833232000
2015-11-30,8819352000
2015-12-01,8763832000
2015-12-02,8572288000
2015-12-03,8291912000
2015-12-04,8489008000
2015-12-07,8625032000
2015-12-08,8666672000
2015-12-09,8469576000
2015-12-10,8638912000
2015-12-11,8433488000
2015-12-14,8630584000
2015-12-15,8977584000
2015-12-16,9252408000
2015-12-17,9060864000
2015-12-18,8880424000
2015-12-21,9077520000
2015-12-22,9169128000
2015-12-23,9238528000
2015-12-24,9063640000
2015-12-28,9061836000
2015-12-29,9167400000
2015-12-30,9075726000
2015-12-31,9092394000
2016-01-04,9345192000
2016-01-05,9436866000
2016-01-06,9109062000
2016-01-07,9136842000
2016-01-08,8875710000
2016-01-11,9103506000
2016-01-12,9053502000
2016-01-13,8756256000
2016-01-14,8822928000
2016-01-15,8731254000
2016-01-19,8656248000
2016-01-20,8739588000
2016-01-21,9020166000
2016-01-22,9009054000
2016-01-25,8431230000
2016-01-26,9259074000
2016-01-27,9497982000
2016-01-28,9950796000
2016-01-29,10292490000
2016-02-01,10336938000
2016-02-02,10320270000
2016-02-03,10117476000
2016-02-04,10025802000
2016-02-05,9736890000
2016-02-08,9564654000
2016-02-09,9459090000
2016-02-10,9347970000
2016-02-11,9342414000
2016-02-12,9592434000
2016-02-16,9884124000
2016-02-17,9992466000
2016-02-18,10086918000
2016-02-19,9950796000
2016-02-22,10050804000
2016-02-23,10264710000
2016-02-24,10525842000
2016-02-25,10806420000
2016-02-26,10714746000
2016-02-29,10817532000
2016-03-01,10925874000
2016-03-02,10798086000
2016-03-03,10775862000
2016-03-04,10773084000
2016-03-07,10886982000
2016-03-08,10684188000
2016-03-09,10781418000
2016-03-10,10859202000
2016-03-11,11017548000
2016-03-14,10945320000
2016-03-15,10795308000
2016-03-16,10836978000
2016-03-17,11034216000
2016-03-18,10909206000
2016-03-21,10948098000
2016-03-22,10795308000
2016-03-23,10764750000
2016-03-24,10745304000
2016-03-28,10830326000
2016-03-29,10963862000
2016-03-30,11217024000
2016-03-31,11153038000
2016-04-01,11272664000
2016-04-04,11169730000
2016-04-05,11047322000
2016-04-06,11211460000
2016-04-07,11214242000
2016-04-08,10841454000
2016-04-11,10936042000
2016-04-12,10852582000
2016-04-13,10974990000
2016-04-14,10771904000
2016-04-15,10844236000
2016-04-18,11027848000
2016-04-19,11147474000
2016-04-20,11264318000
2016-04-21,11125218000
2016-04-22,11205896000
2016-04-25,11180858000
2016-04-26,11645452000
2016-04-27,11684400000
2016-04-28,11464622000
2016-04-29,11203114000
2016-05-02,11500788000
2016-05-03,11325522000
2016-05-04,11244844000
2016-05-05,11022284000
2016-05-06,11102962000
2016-05-09,11319958000
2016-05-10,11297702000
2016-05-11,10621676000
2016-05-12,10574382000
2016-05-13,10376860000
2016-05-16,10474230000
2016-05-17,10538216000
2016-05-18,10399116000
2016-05-19,10599420000
2016-05-20,10885966000
2016-05-23,10816416000
2016-05-24,10983336000
2016-05-25,10991682000
2016-05-26,10941606000
2016-05-27,11016720000
2016-05-31,10966644000
2016-06-01,10944388000
2016-06-02,11064014000
2016-06-03,10794160000
2016-06-06,10677316000
2016-06-07,10891530000
2016-06-08,10911004000
2016-06-09,10749648000
2016-06-10,10529870000
2016-06-13,10515960000
2016-06-14,10418590000
2016-06-15,10660624000
2016-06-16,10652278000
2016-06-17,10805288000
2016-06-20,10961080000
2016-06-21,11242062000
2016-06-22,11208678000
2016-06-23,11247626000
2016-06-24,10705136000
2016-06-27,10407462000
2016-06-28,10721828000
2016-06-29,11089052000
2016-06-30,11333868000
2016-07-01,11331086000
2016-07-05,11171615000
2016-07-06,11185590000
2016-07-07,11339315000
2016-07-08,11616020000
2016-07-11,11733410000
2016-07-12,11903905000
2016-07-13,11741795000
2016-07-14,11789310000
2016-07-15,11822850000
2016-07-18,12121915000
2016-07-19,12096760000
2016-07-20,12029680000
2016-07-21,11940240000
2016-07-22,11998935000
2016-07-25,12091170000
2016-07-26,12054835000
2016-07-27,12046450000
2016-07-28,11962600000
2016-07-29,12049245000
2016-08-01,12147070000
2016-08-02,11646765000
2016-08-03,11669125000
2016-08-04,11571300000
2016-08-05,11747385000
2016-08-08,11585275000
2016-08-09,11325340000
2016-08-10,11068200000
2016-08-11,11143665000
2016-08-12,10992735000
2016-08-15,11101740000
2016-08-16,11026275000
2016-08-17,10961990000
2016-08-18,11029070000
2016-08-19,11266645000
2016-08-22,11112920000
2016-08-23,11311365000
2016-08-24,11143665000
2016-08-25,11132485000
2016-08-26,10875345000
2016-08-29,10897705000
2016-08-30,10785905000
2016-08-31,10671310000
2016-09-01,10730005000
2016-09-02,10662925000
2016-09-06,10576280000
2016-09-07,10769135000
2016-09-08,10458890000
2016-09-09,10226905000
2016-09-12,10411375000
2016-09-13,10143055000
2016-09-14,9913865000
2016-09-15,10025665000
2016-09-16,9793680000
2016-09-19,10045230000
2016-09-20,10017280000
2016-09-21,10070385000
2016-09-22,10235290000
2016-09-23,10073180000
2016-09-26,9941815000
2016-09-27,9964175000
2016-09-28,10034050000
2016-09-29,10120695000
2016-09-30,10218520000
2016-10-03,10249470000
2016-10-04,10313985000
2016-10-05,10280325000
2016-10-06,10257885000
2016-10-07,10238250000
2016-10-10,10285935000
2016-10-11,10168125000
2016-10-12,10246665000
2016-10-13,10179345000
2016-10-14,10058730000
2016-10-17,9783840000
2016-10-18,9879210000
2016-10-19,10050315000
2016-10-20,10072754999
2016-10-21,9971775000
2016-10-24,10098000000
2016-10-25,9999825000
2016-10-26,10019460000
2016-10-27,9963360000
2016-10-28,10019460000
2016-10-31,10067145000
2016-11-01,10288740000
2016-11-02,9949335000
2016-11-03,9901650000
2016-11-04,9912870000
2016-11-07,10173735000
2016-11-08,10109220000
2016-11-09,10198980000
2016-11-10,10299960000
2016-11-11,10375695000
2016-11-14,10653390000
2016-11-15,10501920000
2016-11-16,10552410000
2016-11-17,10650585000
2016-11-18,10659000000
2016-11-21,10701075000
2016-11-22,10793640000
2016-11-23,10765590000
2016-11-25,10757175000
2016-11-28,10611315000
2016-11-29,10490700000
2016-11-30,10207395000
2016-12-01,10176540000
2016-12-02,10162515000
2016-12-05,10513140000
2016-12-06,10619730000
2016-12-07,10720710000
2016-12-08,10838520000
2016-12-09,10821690000
2016-12-12,10681440000
2016-12-13,10684245000
2016-12-14,10586070000
2016-12-15,10198980000
2016-12-16,9907260000
2016-12-19,9896040000
2016-12-20,10047510000
2016-12-21,10002629999
2016-12-22,9604320000
2016-12-23,9637980000
2016-12-27,9660420000
2016-12-28,9856770000
2016-12-29,9820305000
2016-12-30,9823110000
2017-01-03,9971208000
2017-01-04,10176192000
2017-01-05,9909432000
2017-01-06,9979632000
2017-01-09,9825192000
2017-01-10,9962784000
2017-01-11,9867312000
2017-01-12,9858888000
2017-01-13,9850464000
2017-01-17,10032984000
2017-01-18,9926280000
2017-01-19,9856080000
2017-01-20,9915048000
2017-01-23,9951552000
2017-01-24,10319400000
2017-01-25,10181808000
2017-01-26,10080720000
2017-01-27,9990864000
2017-01-30,10103184000
2017-01-31,10487880000
2017-02-01,10617048000
2017-02-02,10386792000
2017-02-03,10325016000
2017-02-06,10434527999
2017-02-07,10355904000
2017-02-08,10521576000
2017-02-09,10538424000
2017-02-10,10690056000
2017-02-13,10706904000
2017-02-14,10698480000
2017-02-15,10712520000
2017-02-16,10659168000
2017-02-17,10729368000
2017-02-21,10855727999
2017-02-22,10847304000
2017-02-23,10656360000
2017-02-24,10676016000
2017-02-27,10869768000
2017-02-28,10695672000
2017-03-01,10779912000
2017-03-02,10791144000
2017-03-03,10690056000
2017-03-06,10676016000
2017-03-07,10619856000
2017-03-08,10866960000
2017-03-09,10805184000
2017-03-10,11027016000
2017-03-13,10925927999
2017-03-14,10942776000
2017-03-15,11192688000
2017-03-16,11139336000
2017-03-17,11158992000
2017-03-20,10993320000
2017-03-21,10861344000
2017-03-22,10822032000
2017-03-23,10917504000
2017-03-24,10976472000
2017-03-27,11240424000
2017-03-28,11487527999
2017-03-29,11622312000
2017-03-30,11706552000
2017-03-31,11605464000
2017-04-03,11503584000
2017-04-04,11203392000
2017-04-05,11141088000
2017-04-06,11339328000
2017-04-07,11223216000
2017-04-10,11220384000
2017-04-11,11344992000
2017-04-12,11367648000
2017-04-13,11251536000
2017-04-17,11248704000
2017-04-18,11192064000
2017-04-19,11160911999
2017-04-20,11265696000
2017-04-21,11075952000
2017-04-24,11129760000
2017-04-25,11206224000
2017-04-26,11163744000
2017-04-27,11277024000
2017-04-28,11155248000
2017-05-01,10971168000
2017-05-02,12220080000
2017-05-03,12081311999
2017-05-04,12052992000
2017-05-05,12081311999
2017-05-08,12661872000
2017-05-09,12800640000
2017-05-10,13010208000
2017-05-11,12950736000
2017-05-12,12820464000
2017-05-15,12860111999
2017-05-16,12741168000
2017-05-17,12673200000
2017-05-18,12650544000
2017-05-19,12834624000
2017-05-22,12953568000
2017-05-23,13030032000
2017-05-24,13058352000
2017-05-25,13047024000
2017-05-26,13120656000
2017-05-30,13047024000
2017-05-31,13086672000
2017-06-01,13072511999
2017-06-02,13027200000
2017-06-05,13185792000
2017-06-06,13168800000
2017-06-07,13126320000
2017-06-08,13165968000
2017-06-09,13231104000
2017-06-12,13131984000
2017-06-13,13066848000
2017-06-14,13109328000
2017-06-15,13047024000
2017-06-16,13092336000
2017-06-19,13182960000
2017-06-20,12942240000
2017-06-21,13182960000
2017-06-22,13163136000
2017-06-23,13228272000
2017-06-26,13384032000
2017-06-27,13344384000
2017-06-28,13403856000
2017-06-29,13270752000
2017-06-30,13406688000
2017-07-03,13403856000
2017-07-05,13338720000
2017-07-06,13219776000
2017-07-07,13502976000
2017-07-10,13471824000
2017-07-11,13313232000
2017-07-12,13324560000
2017-07-13,13435008000
2017-07-14,13590768000
2017-07-17,13576608000
2017-07-18,13522800000
2017-07-19,13636080000
2017-07-20,13616256000
2017-07-21,13803168000
2017-07-24,13749360000
2017-07-25,13740864000
2017-07-26,13562448000
2017-07-27,13585104000
2017-07-28,13789008000
2017-07-31,13350048000
2017-08-01,13534128000
2017-08-02,13089504000
2017-08-03,13069680000
2017-08-04,13313232000
2017-08-07,13471824000
2017-08-08,13545456000
2017-08-09,13525632000
2017-08-10,13335888000
2017-08-11,13466160000
2017-08-14,13570944000
2017-08-15,11509248000
2017-08-16,11531904000
2017-08-17,11611200000
2017-08-18,11435616000
2017-08-21,11580048000
2017-08-22,11605536000
2017-08-23,11597040000
2017-08-24,11701824000
2017-08-25,11860416000
2017-08-28,11866080000
2017-08-29,11812272000
2017-08-30,11667840000
2017-08-31,11809440000
2017-09-01,11885904000
2017-09-05,11715984000
2017-09-06,11758464000
2017-09-07,11514911999
2017-09-08,11449776000
2017-09-11,11554560000
2017-09-12,11690496000
2017-09-13,11922720000
2017-09-14,11789616000
2017-09-15,11724480000
2017-09-18,11461104000
2017-09-19,11427120000
2017-09-20,11175072000
2017-09-21,11217552000
2017-09-22,11313840000
2017-09-25,11087280000
2017-09-26,11237376000
2017-09-27,11395968000
2017-09-28,11361984000
2017-09-29,11407296000
2017-10-02,11570615000
2017-10-03,11331635000
2017-10-04,11300340000
2017-10-05,11325945000
2017-10-06,11331635000
2017-10-09,11288960000
2017-10-10,11380000000
2017-10-11,11058515000
2017-10-12,11214990000
2017-10-13,11257665000
2017-10-16,11186540000
2017-10-17,11277580000
2017-10-18,11229215000
2017-10-19,11229215000
2017-10-20,11479575000
2017-10-23,11323100000
2017-10-24,11453970000
2017-10-25,11453970000
2017-10-26,11490955000
2017-10-27,11459660000
2017-10-30,11351550000
2017-10-31,11650275000
2017-11-01,11573460000
2017-11-02,11764075000
2017-11-03,11707175000
2017-11-06,11801060000
2017-11-07,11929085000
2017-11-08,11402760000
2017-11-09,11425519999
2017-11-10,11613290000
2017-11-13,11505180000
2017-11-14,11436900000
2017-11-15,11453970000
2017-11-16,11664500000
2017-11-17,11852269999
2017-11-20,11968915000
2017-11-21,11735625000
2017-11-22,11673035000
2017-11-24,11624670000
2017-11-27,11547855000
2017-11-28,11564925000
2017-11-29,11809595000
2017-11-30,11860805000
2017-12-01,11818130000
2017-12-04,11849425000
2017-12-05,11849425000
2017-12-06,11866495000
2017-12-07,11943310000
2017-12-08,12022970000
2017-12-11,11775455000
2017-12-12,11809595000
2017-12-13,12025815000
2017-12-14,12182290000
2017-12-15,12185135000
2017-12-18,12372905000
2017-12-19,12370060000
2017-12-20,12313160000
2017-12-21,12594815000
2017-12-22,12626110000
2017-12-26,12788275000
2017-12-27,12702925000
2017-12-28,12614730000
2017-12-29,12583435000
2018-01-02,12953412000
2018-01-03,12956274000
2018-01-04,12936240000
2018-01-05,12996341999
2018-01-08,12961998000
2018-01-09,12979170000
2018-01-10,12944826000
2018-01-11,13027824000
2018-01-12,13102236000
2018-01-16,13136580000
2018-01-17,13448538000
2018-01-18,13540122000
2018-01-19,13668912000
2018-01-22,13597362000
2018-01-23,13617396000
2018-01-24,13605948000
2018-01-25,13574466000
2018-01-26,13663188000
2018-01-29,13863528000
2018-01-30,13694670000
2018-01-31,13462848000
2018-02-01,13439952000
2018-02-02,13153752000
2018-02-05,12870414000
2018-02-06,14029524000
2018-02-07,14338620000
2018-02-08,13980870000
2018-02-09,14040972000
2018-02-12,14284241999
2018-02-13,14350068000
2018-02-14,14450238000
2018-02-15,14490306000
2018-02-16,14327172000
2018-02-20,14141141999
2018-02-21,14189796000
2018-02-22,14244174000
2018-02-23,14496030000
2018-02-26,14641991999
2018-02-27,14496030000
2018-02-28,14570441999
2018-03-01,14387274000
2018-03-02,14581890000
2018-03-05,14590476000
2018-03-06,14653440000
2018-03-07,14507478000
2018-03-08,14870952000
2018-03-09,15022638000
2018-03-12,15014052000
2018-03-13,15162876000
2018-03-14,15019776000
2018-03-15,14988294000
2018-03-16,15102774000
2018-03-19,14942502000
2018-03-20,15220116000
2018-03-21,15160014000
2018-03-22,14868090000
2018-03-23,14807988000
2018-03-26,15237288000
2018-03-27,15200082000
2018-03-28,15028362000
2018-03-29,15056982000
2018-04-02,14821092000
2018-04-03,14916099000
2018-04-04,15149298000
2018-04-05,15546600000
2018-04-06,15106113000
2018-04-09,15146419000
2018-04-10,15278853000
2018-04-11,15103234000
2018-04-12,15166572000
2018-04-13,15117629000
2018-04-16,15313401000
2018-04-17,15460230000
2018-04-18,15353707000
2018-04-19,15342191000
2018-04-20,15267337000
2018-04-23,15419924000
2018-04-24,15304763999
2018-04-25,15385376000
2018-04-26,15722219000
2018-04-27,15730856000
2018-04-30,15480383000
2018-05-01,13663734000
2018-05-02,13349923000
2018-05-03,13269311000
2018-05-04,13289463999
2018-05-07,13073538999
2018-05-08,13110966000
2018-05-09,13070660000
2018-05-10,13229005000
2018-05-11,13254916000
2018-05-14,13157030000
2018-05-15,13024596000
2018-05-16,12765486000
2018-05-17,12788518000
2018-05-18,12805792000
2018-05-21,12952621000
2018-05-22,12647447000
2018-05-23,12843219000
2018-05-24,12831703000
2018-05-25,12751091000
2018-05-29,12607141000
2018-05-30,12656084000
2018-05-31,12586988000
2018-06-01,12811550000
2018-06-04,12998685000
2018-06-05,12886404000
2018-06-06,13168546000
2018-06-07,13194457000
2018-06-08,13312496000
2018-06-11,13332649000
2018-06-12,13191578000
2018-06-13,13090813000
2018-06-14,13108087000
2018-06-15,13361438999
2018-06-18,13511147000
2018-06-19,13496752000
2018-06-20,13542816000
2018-06-21,13830716000
2018-06-22,13609033000
2018-06-25,13548574000
2018-06-26,13571606000
2018-06-27,13306738000
2018-06-28,13479478000
2018-06-29,13447809000
2018-07-02,13391656000
2018-07-03,13414760000
2018-07-05,13359888000
2018-07-06,13515840000
2018-07-09,13403207999
2018-07-10,13429200000
2018-07-11,13140400000
2018-07-12,13177944000
2018-07-13,13437864000
2018-07-16,13582264000
2018-07-17,13686232000
2018-07-18,13660240000
2018-07-19,13868176000
2018-07-20,13954816000
2018-07-23,13931712000
2018-07-24,13853736000
2018-07-25,13876840000
2018-07-26,13859512000
2018-07-27,13738216000
2018-07-30,13726664000
2018-07-31,13608256000
2018-08-01,13420536000
2018-08-02,13437864000
2018-08-03,13437864000
2018-08-06,13114407999
2018-08-07,13215488000
2018-08-08,13588040000
2018-08-09,13729552000
2018-08-10,13842184000
2018-08-13,13706448000
2018-08-14,15352607999
2018-08-15,15037816000
2018-08-16,14838544000
2018-08-17,14847207999
2018-08-20,15072472000
2018-08-21,15026264000
2018-08-22,14916520000
2018-08-23,14841432000
2018-08-24,14737464000
2018-08-27,14653712000
2018-08-28,14832768000
2018-08-29,14821216000
2018-08-30,14616168000
2018-08-31,14639272000
2018-09-04,14688368000
2018-09-05,14564184000
2018-09-06,14428448000
2018-09-07,14203184000
2018-09-10,14367800000
2018-09-11,14474656000
2018-09-12,14593064000
2018-09-13,14428448000
2018-09-14,14422672000
2018-09-17,14587288000
2018-09-18,14676816000
2018-09-19,14564184000
2018-09-20,14538192000
2018-09-21,14497760000
2018-09-24,14246504000
2018-09-25,14223400000
2018-09-26,14350472000
2018-09-27,14480432000
2018-09-28,14517976000
2018-10-01,14593566000
2018-10-02,14445717000
2018-10-03,14535586000
2018-10-04,14039857000
2018-10-05,13903604000
2018-10-08,13990574000
2018-10-09,13851422000
2018-10-10,12688923000
2018-10-11,12372932000
2018-10-12,12703418000
2018-10-15,12483094000
2018-10-16,12891853000
2018-10-17,12752701000
2018-10-18,12593256000
2018-10-19,12323649000
2018-10-22,12355538000
2018-10-23,12303356000
2018-10-24,12088830000
2018-10-25,12036648000
2018-10-26,11955476000
2018-10-29,11827920000
2018-10-30,11688768000
2018-10-31,12265669000
2018-11-01,12448306000
2018-11-02,12410619000
2018-11-05,12393225000
2018-11-06,12306255000
2018-11-07,12300457000
2018-11-08,12474397000
2018-11-09,12175800000
2018-11-12,11964173000
2018-11-13,11914890000
2018-11-14,11911991000
2018-11-15,11888799000
2018-11-16,11778637000
2018-11-19,11346686000
2018-11-20,11036493000
2018-11-21,10978513000
2018-11-23,10920533000
2018-11-26,11227827000
2018-11-27,10824866000
2018-11-28,11161150000
2018-11-29,11019099000
2018-11-30,11285807000
2018-12-03,11462646000
2018-12-04,11079978000
2018-12-06,10894442000
2018-12-07,10245066000
2018-12-10,10390016000
2018-12-11,10134904000
2018-12-12,10447996000
2018-12-13,10097217000
2018-12-14,10030540000
2018-12-17,10068227000
2018-12-18,10053732000
2018-12-19,9842105000
2018-12-20,9685558999
2018-12-21,9511619000
2018-12-24,9363770000
2018-12-26,9824711000
2018-12-27,9900085000
2018-12-28,9801519000
2018-12-31,9787500000
2019-01-02,9978899999
2019-01-03,9575800000
2019-01-04,9938300000
2019-01-07,10036900000
2019-01-08,10271800000
2019-01-09,10730000000
2019-01-10,10471900000
2019-01-11,10541500000
2019-01-14,10480600000
2019-01-15,10411000000
2019-01-16,10237000000
2019-01-17,10474800000
2019-01-18,10753200000
2019-01-22,10541500000
2019-01-23,10587900000
2019-01-24,10474800000
2019-01-25,10875000000
2019-01-28,10985200000
2019-01-29,10959100000
2019-01-30,11130200000
2019-01-31,11225900000
2019-02-01,11202700000
2019-02-04,11159200000
2019-02-05,11234600000
2019-02-06,11399900000
2019-02-07,9709200000
2019-02-08,9819400000
2019-02-11,10048500000
2019-02-12,10251500000
2019-02-13,10179000000
2019-02-14,10193500000
2019-02-15,10413899999
2019-02-19,10303700000
2019-02-20,10147100000
2019-02-21,10100700000
2019-02-22,10283400000
2019-02-25,10486399999
2019-02-26,10341399999
2019-02-27,10280500000
2019-02-28,10132600000
2019-03-01,10254400000
2019-03-04,10034000000
2019-03-05,10036900000
2019-03-06,10010800000
2019-03-07,9912200000
2019-03-08,9726600000
2019-03-11,9819400000
2019-03-12,9796200000
2019-03-13,9819400000
2019-03-14,9599000000
2019-03-15,9338000000
2019-03-18,9552600000
2019-03-19,9549700000
2019-03-20,9236500000
2019-03-21,9265500000
2019-03-22,8969700000
2019-03-25,9155300000
2019-03-26,9265500000
2019-03-27,9419200000
2019-03-28,9485900000
2019-03-29,9422100000
2019-04-01,9653049000
2019-04-02,9609684000
2019-04-03,9797599000
2019-04-04,9959495000
2019-04-05,9901675000
2019-04-08,9774471000
2019-04-09,9702196000
2019-04-10,9658830999
2019-04-11,9511390000
2019-04-12,9415987000
2019-04-15,9337930000
2019-04-16,9326366000
2019-04-17,9337930000
2019-04-18,9410205000
2019-04-22,8875370000
2019-04-23,8915844000
2019-04-24,9115323000
2019-04-25,8904280000
2019-04-26,9150015000
