,INCY
2014-08-01,7912022560
2014-08-04,8134564000
2014-08-05,8008120000
2014-08-06,8024979200
2014-08-07,7969343840
2014-08-08,8038466560
2014-08-11,8166596480
2014-08-12,8094101920
2014-08-13,8394195680
2014-08-14,8611679360
2014-08-15,8658885120
2014-08-18,8712834560
2014-08-19,8787015040
2014-08-20,8709462720
2014-08-21,8461632480
2014-08-22,8539184800
2014-08-25,9002812800
2014-08-26,9302906560
2014-08-27,9223668320
2014-08-28,9093852480
2014-08-29,9137686400
2014-09-02,8955607040
2014-09-03,8861195520
2014-09-04,8754982560
2014-09-05,8738123360
2014-09-08,8866253280
2014-09-09,8549300320
2014-09-10,8606621600
2014-09-11,8454888800
2014-09-12,8213802240
2014-09-15,8030036960
2014-09-16,8210430400
2014-09-17,8136249920
2014-09-18,8240776960
2014-09-19,8314957440
2014-09-22,7992946719
2014-09-23,8003062240
2014-09-24,8316643360
2014-09-25,8203686719
2014-09-26,8379022400
2014-09-29,8517267840
2014-09-30,8323208956
2014-10-01,8129764344
2014-10-02,7912563377
2014-10-03,8039829569
2014-10-06,8094129811
2014-10-07,7934622850
2014-10-08,8146733170
2014-10-09,8075464103
2014-10-10,7822628601
2014-10-13,7737784473
2014-10-14,7897291434
2014-10-15,8170489526
2014-10-16,8738945184
2014-10-17,8497987860
2014-10-20,8618466522
2014-10-21,8898452144
2014-10-22,8903542792
2014-10-23,9324369667
2014-10-24,9344732257
2014-10-27,9750287189
2014-10-28,9874159616
2014-10-29,9819859374
2014-10-30,10890592270
2014-10-31,11379294447
2014-11-03,11533710760
2014-11-04,11498076226
2014-11-05,11491288696
2014-11-06,11606676710
2014-11-07,11762789905
2014-11-10,12041078645
2014-11-11,12058047471
2014-11-12,12195494958
2014-11-13,12083500709
2014-11-14,11800121322
2014-11-17,11827271443
2014-11-18,11817090147
2014-11-19,12098772652
2014-11-20,12151376012
2014-11-21,12263370261
2014-11-24,12818250858
2014-11-25,12410999043
2014-11-26,12728316082
2014-11-28,12819947740
2014-12-01,12590868595
2014-12-02,12668925192
2014-12-03,12668925192
2014-12-04,12577293534
2014-12-05,12760556851
2014-12-08,13104175569
2014-12-09,13386706515
2014-12-10,13065995712
2014-12-11,12882732395
2014-12-12,12668076751
2014-12-15,12241310787
2014-12-16,12153072894
2014-12-17,12825038388
2014-12-18,13074480124
2014-12-19,13042239356
2014-12-22,12865763569
2014-12-23,11806908852
2014-12-24,12144588481
2014-12-26,12538265235
2014-12-29,12601049890
2014-12-30,12390636453
2014-12-31,12202059000
2015-01-02,12310544000
2015-01-05,12387318000
2015-01-06,11931681000
2015-01-07,12425705000
2015-01-08,12218748999
2015-01-09,12021807000
2015-01-12,12233770000
2015-01-13,12714442000
2015-01-14,12646847500
2015-01-15,12167010000
2015-01-16,12414022000
2015-01-20,12918060000
2015-01-21,12923067000
2015-01-22,12953109000
2015-01-23,13335310000
2015-01-26,13844355000
2015-01-27,13864382999
2015-01-28,13592336000
2015-01-29,13575646000
2015-01-30,13303598999
2015-02-02,13080787500
2015-02-03,12677723999
2015-02-04,12187038000
2015-02-05,12559225000
2015-02-06,12575915000
2015-02-09,12652689000
2015-02-10,12761173999
2015-02-11,12677723999
2015-02-12,12627654000
2015-02-13,12674386000
2015-02-17,12984820000
2015-02-18,13180093000
2015-02-19,13377035000
2015-02-20,13767581000
2015-02-23,13921129000
2015-02-24,13547273000
2015-02-25,14294985000
2015-02-26,14610426000
2015-02-27,14328365000
2015-03-02,14800692000
2015-03-03,14678855000
2015-03-04,14672179000
2015-03-05,15349793000
2015-03-06,15021000000
2015-03-09,14949232999
2015-03-10,14909177000
2015-03-11,15024338000
2015-03-12,15014323999
2015-03-13,14905839000
2015-03-16,15234632000
2015-03-17,15411546000
2015-03-18,15396525000
2015-03-19,16202652000
2015-03-20,15947295000
2015-03-23,15587625500
2015-03-24,15489989000
2015-03-25,15099443000
2015-03-26,14887480000
2015-03-27,15748684000
2015-03-30,15720311000
2015-03-31,16377442160
2015-04-01,15980781440
2015-04-02,15864642040
2015-04-06,15805678959
2015-04-07,15971847640
2015-04-08,16372081880
2015-04-09,16488221280
2015-04-10,16761595560
2015-04-13,17837225080
2015-04-14,17683563720
2015-04-15,17919416040
2015-04-16,18360745760
2015-04-17,18164202160
2015-04-20,18852104760
2015-04-21,19508739060
2015-04-22,19293434480
2015-04-23,19270206600
2015-04-24,19179081840
2015-04-27,18114172880
2015-04-28,17796129600
2015-04-29,18165988920
2015-04-30,17360160160
2015-05-01,17560277280
2015-05-04,18046276000
2015-05-05,17420910000
2015-05-06,17964085040
2015-05-07,18239246080
2015-05-08,18551929080
2015-05-11,18691296360
2015-05-12,18760980000
2015-05-13,18628759760
2015-05-14,19079023280
2015-05-15,19093317360
2015-05-18,19234471400
2015-05-19,19341677000
2015-05-20,19595396920
2015-05-21,19370265160
2015-05-22,19241618440
2015-05-26,19170148040
2015-05-27,19282713920
2015-05-28,19322022640
2015-05-29,19681161400
2015-06-01,19597183680
2015-06-02,19297008000
2015-06-03,19472110480
2015-06-04,19089743840
2015-06-05,19464963440
2015-06-08,19118332000
2015-06-09,18984325000
2015-06-10,18855678280
2015-06-11,18959310360
2015-06-12,18848531240
2015-06-15,18525127680
2015-06-16,18594811320
2015-06-17,18830663640
2015-06-18,19457816400
2015-06-19,19255912520
2015-06-22,19514992720
2015-06-23,19531073560
2015-06-24,18812796040
2015-06-25,18662708200
2015-06-26,18591237800
2015-06-29,18014114320
2015-06-30,18749273642
2015-07-01,18792454005
2015-07-02,18995761549
2015-07-06,19535516092
2015-07-07,19668655546
2015-07-08,19071327186
2015-07-09,19450954547
2015-07-10,19490536547
2015-07-13,20330754453
2015-07-14,21133189540
2015-07-15,20848918814
2015-07-16,21174570721
2015-07-17,21057623904
2015-07-20,20829127814
2015-07-21,20487283270
2015-07-22,20586238270
2015-07-23,20368537271
2015-07-24,19528319365
2015-07-27,18778060550
2015-07-28,18979568913
2015-07-29,18664712096
2015-07-30,18524375915
2015-07-31,18761867914
2015-08-03,18707892460
2015-08-04,19744221182
2015-08-05,19963721363
2015-08-06,18774462187
2015-08-07,18351654462
2015-08-10,18700695733
2015-08-11,18749273642
2015-08-12,19301622457
2015-08-13,19414970911
2015-08-14,19035343549
2015-08-17,20618623542
2015-08-18,20505275088
2015-08-19,20222803544
2015-08-20,19344802821
2015-08-21,18767265460
2015-08-24,17518633283
2015-08-25,18288683098
2015-08-26,19519323456
2015-08-27,20483684906
2015-08-28,21577587447
2015-08-31,20904693450
2015-09-01,20712180996
2015-09-02,22180313353
2015-09-03,20883103268
2015-09-04,20848918814
2015-09-08,21613571083
2015-09-09,21266328994
2015-09-10,22399813534
2015-09-11,23571080892
2015-09-14,23067309986
2015-09-15,23653843256
2015-09-16,23533298074
2015-09-17,23409154529
2015-09-18,22657096533
2015-09-21,21349091357
2015-09-22,21190763358
2015-09-23,20958668904
2015-09-24,20141840362
2015-09-25,19182876458
2015-09-28,17121014103
2015-09-29,17918051645
2015-09-30,20551058770
2015-10-01,21966703170
2015-10-02,23555577740
2015-10-05,22506883270
2015-10-06,20947811740
2015-10-07,20238126850
2015-10-08,19267665360
2015-10-09,19558245000
2015-10-12,19746376690
2015-10-13,18852285490
2015-10-14,19727749790
2015-10-15,20958987880
2015-10-16,20076072820
2015-10-19,20618115610
2015-10-20,20023917500
2015-10-21,19958723350
2015-10-22,20307046380
2015-10-23,20493315380
2015-10-26,20916146010
2015-10-27,21912685160
2015-10-28,22419336840
2015-10-29,21799061070
2015-10-30,21892195570
2015-11-02,22473354850
2015-11-03,22350417310
2015-11-04,21819550660
2015-11-05,21748768440
2015-11-06,18666016490
2015-11-09,19718436340
2015-11-10,20333124040
2015-11-11,19772454350
2015-11-12,19409229800
2015-11-13,19997839840
2015-11-16,20128228140
2015-11-17,21137806120
2015-11-18,21767395340
2015-11-19,21687299670
2015-11-20,21072611970
2015-11-23,21044671620
2015-11-24,20809972680
2015-11-25,21497305290
2015-11-27,21746905750
2015-11-30,21279370560
2015-12-01,20901244490
2015-12-02,21206725650
2015-12-03,19899117270
2015-12-04,20323810590
2015-12-07,20064896680
2015-12-08,20508216900
2015-12-09,20156168490
2015-12-10,20526843800
2015-12-11,19837648500
2015-12-14,20379691290
2015-12-15,21369711025
2015-12-16,21940625510
2015-12-17,21385543890
2015-12-18,21091238870
2015-12-21,21029770100
2015-12-22,20301458310
2015-12-23,20586449880
2015-12-24,20288419480
2015-12-28,20429983920
2015-12-29,20623703680
2015-12-30,20323810590
2015-12-31,20300104800
2016-01-04,19339850880
2016-01-05,19429699200
2016-01-06,19141435840
2016-01-07,17924739840
2016-01-08,17741299520
2016-01-11,17256492960
2016-01-12,16489038560
2016-01-13,14678969280
2016-01-14,15158160320
2016-01-15,14403808800
2016-01-19,13722459040
2016-01-20,13898412000
2016-01-21,13810435520
2016-01-22,14862409600
2016-01-25,14658379040
2016-01-26,14233471360
2016-01-27,14036928159
2016-01-28,12692947040
2016-01-29,13207703040
2016-02-01,13585814720
2016-02-02,12904464960
2016-02-03,12947517280
2016-02-04,13482863520
2016-02-05,13290064000
2016-02-08,13273217440
2016-02-09,13525915840
2016-02-10,13535275040
2016-02-11,12262423840
2016-02-12,12795898240
2016-02-16,13415477280
2016-02-17,13935848800
2016-02-18,13293807680
2016-02-19,13608276800
2016-02-22,13832897600
2016-02-23,13479119840
2016-02-24,13911514879
2016-02-25,13904027520
2016-02-26,13915258560
2016-02-29,13758024000
2016-03-01,14048159200
2016-03-02,13776742399
2016-03-03,13582071040
2016-03-04,13475376159
2016-03-07,13718715360
2016-03-08,13321885280
2016-03-09,12887618399
2016-03-10,12850181600
2016-03-11,13269473760
2016-03-14,12911952320
2016-03-15,12286757760
2016-03-16,11936723680
2016-03-17,11801951200
2016-03-18,12180062879
2016-03-21,12842694240
2016-03-22,12936286240
2016-03-23,12621817120
2016-03-24,13057955840
2016-03-28,12812744800
2016-03-29,12962492000
2016-03-30,12794026399
2016-03-31,13601314540
2016-04-01,13757090600
2016-04-04,13792750179
2016-04-05,13766474699
2016-04-06,15365525340
2016-04-07,14901950800
2016-04-08,14539724540
2016-04-11,14228172420
2016-04-12,14520956340
2016-04-13,14868168040
2016-04-14,14740544280
2016-04-15,14597905960
2016-04-18,14618550980
2016-04-19,14408347140
2016-04-20,14731160179
2016-04-21,14556615920
2016-04-22,14408347140
2016-04-25,14367057100
2016-04-26,13969171260
2016-04-27,13736445580
2016-04-28,13576915880
2016-04-29,13563778140
2016-05-02,13956033520
2016-05-03,13529995380
2016-05-04,12891876580
2016-05-05,13214689620
2016-05-06,13267240580
2016-05-09,13674510520
2016-05-10,13792750179
2016-05-11,13254102840
2016-05-12,13239088280
2016-05-13,13740199219
2016-05-16,14352042540
2016-05-17,14179375100
2016-05-18,14550985460
2016-05-19,14271339280
2016-05-20,14573507300
2016-05-23,15142183760
2016-05-24,15252916140
2016-05-25,15607635120
2016-05-26,15348633960
2016-05-27,15864759460
2016-05-31,15842237620
2016-06-01,15986752760
2016-06-02,16461588219
2016-06-03,15945462719
2016-06-06,16044934179
2016-06-07,15472504080
2016-06-08,15558837800
2016-06-09,15316728020
2016-06-10,15091509620
2016-06-13,15016436820
2016-06-14,14973269960
2016-06-15,14911334900
2016-06-16,15014560000
2016-06-17,14472159020
2016-06-20,14731160179
2016-06-21,14564123199
2016-06-22,14733037000
2016-06-23,15326112120
2016-06-24,14447760360
2016-06-27,13595684080
2016-06-28,14372687560
2016-06-29,14777142270
2016-06-30,15038559420
2016-07-01,15281116830
2016-07-05,14987791589
2016-07-06,15508631920
2016-07-07,15706062370
2016-07-08,16114085300
2016-07-11,15982465000
2016-07-12,15976824130
2016-07-13,15523674240
2016-07-14,15444702060
2016-07-15,15762471070
2016-07-18,15818879770
2016-07-19,15572561779
2016-07-20,16335959520
2016-07-21,16507065910
2016-07-22,16247585890
2016-07-25,16251346470
2016-07-26,16351001839
2016-07-27,16681932880
2016-07-28,16569115480
2016-07-29,16962096089
2016-08-01,16922610000
2016-08-02,16725179550
2016-08-03,17074913490
2016-08-04,16945173480
2016-08-05,17080554360
2016-08-08,16554073160
2016-08-09,16260747920
2016-08-10,15698541209
2016-08-11,15269835089
2016-08-12,15239750450
2016-08-15,15145735950
2016-08-16,14638997795
2016-08-17,14380457920
2016-08-18,14320288640
2016-08-19,14310887190
2016-08-22,15414617420
2016-08-23,15399575100
2016-08-24,15501110760
2016-08-25,15061122899
2016-08-26,15237870160
2016-08-29,15292398570
2016-08-30,15226588420
2016-08-31,15249151899
2016-09-01,15194623490
2016-09-02,15422138580
2016-09-06,15747428750
2016-09-07,15502991050
2016-09-08,15335645240
2016-09-09,14878734770
2016-09-12,15260433640
2016-09-13,14893777089
2016-09-14,15051721450
2016-09-15,15110010440
2016-09-16,15446582350
2016-09-19,15702301790
2016-09-20,15993746740
2016-09-21,16303994589
2016-09-22,16785348830
2016-09-23,16730820420
2016-09-26,16689454040
2016-09-27,16747743029
2016-09-28,17524302800
2016-09-29,17353196410
2016-09-30,17782905420
2016-10-03,18018652920
2016-10-04,17760273660
2016-10-05,18046942620
2016-10-06,17875318440
2016-10-07,18450542340
2016-10-10,18095978100
2016-10-11,17371761780
2016-10-12,16968162060
2016-10-13,16885178940
2016-10-14,16426885799
2016-10-17,16351446600
2016-10-18,16743730440
2016-10-19,16589080079
2016-10-20,16689037019
2016-10-21,16543816560
2016-10-24,16630571640
2016-10-25,16445745600
2016-10-26,16455175500
2016-10-27,16409911980
2016-10-28,16432543740
2016-10-31,16402368060
2016-11-01,16979477940
2016-11-02,16442916630
2016-11-03,15706441440
2016-11-04,16515526859
2016-11-07,17379305700
2016-11-08,17381191680
2016-11-09,19638709740
2016-11-10,19748096580
2016-11-11,19710376980
2016-11-14,19782044220
2016-11-15,19455769680
2016-11-16,18999362520
2016-11-17,19906518900
2016-11-18,19544410740
2016-11-21,20387443800
2016-11-22,20142266400
2016-11-23,20142266400
2016-11-25,20317662540
2016-11-28,19834851660
2016-11-29,19815991860
2016-11-30,19291689420
2016-12-01,18846598140
2016-12-02,19240767960
2016-12-05,19757526480
2016-12-06,20219591580
2016-12-07,19229452080
2016-12-08,19402962240
2016-12-09,18978616740
2016-12-12,19021994280
2016-12-13,19150240920
2016-12-14,19316207160
2016-12-15,19723578840
2016-12-16,19425594000
2016-12-19,19008792420
2016-12-20,19276601580
2016-12-21,18814536480
2016-12-22,19137039060
2016-12-23,19414278120
2016-12-27,19336952940
2016-12-28,19067257800
2016-12-29,19229452080
2016-12-30,18910721460
2017-01-03,19979003200
2017-01-04,20080538400
2017-01-05,20465200600
2017-01-06,21147634300
2017-01-09,23143191500
2017-01-10,23294518000
2017-01-11,22511525400
2017-01-12,22952813000
2017-01-13,22991865000
2017-01-17,22189346400
2017-01-18,22472473400
2017-01-19,22948907800
2017-01-20,22888377200
2017-01-23,22927429200
2017-01-24,23099258000
2017-01-25,23608886600
2017-01-26,23556166400
2017-01-27,23767047200
2017-01-30,23085589800
2017-01-31,23667464600
2017-02-01,24264960200
2017-02-02,23610839200
2017-02-03,23497588400
2017-02-06,23368716800
2017-02-07,23075826800
2017-02-08,23964259800
2017-02-09,24009169600
2017-02-10,23763142000
2017-02-13,23655749000
2017-02-14,24079463200
2017-02-15,23614744400
2017-02-16,23466346800
2017-02-17,23526877400
2017-02-21,23892013600
2017-02-22,23696753600
2017-02-23,23811957000
2017-02-24,25620064600
2017-02-27,26168745200
2017-02-28,25989106000
2017-03-01,26012537200
2017-03-02,25930528000
2017-03-03,26733046600
2017-03-06,26239038800
2017-03-07,26045731399
2017-03-08,26555360000
2017-03-09,26949785200
2017-03-10,29140602400
2017-03-13,29490117800
2017-03-14,29476449600
2017-03-15,29808391600
2017-03-16,28984394400
2017-03-17,28890669600
2017-03-20,29000015200
2017-03-21,27478939799
2017-03-22,27586332800
2017-03-23,27135282200
2017-03-24,27266106399
2017-03-27,27314921399
2017-03-28,27234864799
2017-03-29,27195812800
2017-03-30,26900970200
2017-03-31,27421197469
2017-04-03,28416131320
2017-04-04,29037708550
2017-04-05,28397668630
2017-04-06,27796605500
2017-04-07,28742305510
2017-04-10,28079700080
2017-04-11,27913535870
2017-04-12,28364846070
2017-04-13,28892058440
2017-04-17,25862125870
2017-04-18,25827251900
2017-04-19,25548260140
2017-04-20,25254908510
2017-04-21,25234394410
2017-04-24,25419021310
2017-04-25,25517488990
2017-04-26,25248754280
2017-04-27,25472357970
2017-04-28,25494923480
2017-05-01,25437484000
2017-05-02,25377993110
2017-05-03,25275422610
2017-05-04,25642625000
2017-05-05,25111309810
2017-05-08,24163558390
2017-05-09,24561531930
2017-05-10,24251769020
2017-05-11,23884566630
2017-05-12,23630191790
2017-05-15,24073296350
2017-05-16,24157404160
2017-05-17,24717439090
2017-05-18,26422160800
2017-05-19,26961681630
2017-05-22,27577104630
2017-05-23,27931998560
2017-05-24,28329972100
2017-05-25,28393565810
2017-05-26,27566847580
2017-05-30,26768849090
2017-05-31,26530885530
2017-06-01,26520628480
2017-06-02,26976041500
2017-06-05,25443638230
2017-06-06,25082590070
2017-06-07,24442550150
2017-06-08,24565634750
2017-06-09,24419984640
2017-06-12,23886618040
2017-06-13,24313311320
2017-06-14,24635382690
2017-06-15,24692822170
2017-06-16,24216895050
2017-06-19,25084641480
2017-06-20,25556465780
2017-06-21,27486842590
2017-06-22,27823273830
2017-06-23,27956615480
2017-06-26,27626338469
2017-06-27,26731923710
2017-06-28,27556590530
2017-06-29,26418057980
2017-06-30,26037684360
2017-07-03,26029412520
2017-07-05,26540198640
2017-07-06,26308587120
2017-07-07,27057188640
2017-07-10,26792489760
2017-07-11,27280528319
2017-07-12,27549363120
2017-07-13,27590722319
2017-07-14,27766498920
2017-07-17,27011693520
2017-07-18,27059256600
2017-07-19,26976538199
2017-07-20,27667236840
2017-07-21,27756159120
2017-07-24,28593682920
2017-07-25,27619673760
2017-07-26,28370343240
2017-07-27,27445965120
2017-07-28,28070489040
2017-07-31,27563838840
2017-08-01,26627052960
2017-08-02,25996325160
2017-08-03,26052160080
2017-08-04,26614645199
2017-08-07,27297072000
2017-08-08,27028237199
2017-08-09,26900023680
2017-08-10,25253927520
2017-08-11,25663383600
2017-08-14,26114198880
2017-08-15,26132810520
2017-08-16,25713014640
2017-08-17,25175345040
2017-08-18,25061607240
2017-08-21,24999568440
2017-08-22,25613752560
2017-08-23,25570325400
2017-08-24,25605480720
2017-08-25,25179480960
2017-08-28,25547577840
2017-08-29,25843296120
2017-08-30,28593682920
2017-08-31,28415838360
2017-09-01,28544051880
2017-09-05,27987770640
2017-09-06,28095304560
2017-09-07,27780974640
2017-09-08,26771810160
2017-09-11,25839160200
2017-09-12,25466927400
2017-09-13,25557917640
2017-09-14,24765888960
2017-09-15,24639743400
2017-09-18,24484646400
2017-09-19,24213743640
2017-09-20,23754656520
2017-09-21,23791879800
2017-09-22,22923336600
2017-09-25,22683453240
2017-09-26,22571783400
2017-09-27,22811666760
2017-09-28,23396899440
2017-09-29,24141365040
2017-10-02,24319488750
2017-10-03,23814900000
2017-10-04,24032358750
2017-10-05,23977466250
2017-10-06,24216037500
2017-10-09,24066138750
2017-10-10,24230816250
2017-10-11,23565772500
2017-10-12,23800121250
2017-10-13,24133698750
2017-10-16,24617175000
2017-10-17,24414495000
2017-10-18,24308932500
2017-10-19,24125253750
2017-10-20,24108363750
2017-10-23,23958465000
2017-10-24,24076695000
2017-10-25,24184368750
2017-10-26,24397605000
2017-10-27,24547503750
2017-10-30,24118920000
2017-10-31,23909906250
2017-11-01,22793055000
2017-11-02,22486923750
2017-11-03,22185015000
2017-11-06,22258908750
2017-11-07,22831057500
2017-11-08,22163902500
2017-11-09,21743763750
2017-11-10,22117455000
2017-11-13,22634711250
2017-11-14,22193460000
2017-11-15,22218795000
2017-11-16,22480590000
2017-11-17,22267353750
2017-11-20,20890818750
2017-11-21,20890818750
2017-11-22,20901375000
2017-11-24,20854927500
2017-11-27,20660692500
2017-11-28,20232108750
2017-11-29,20259555000
2017-11-30,20899263750
2017-12-01,20677582500
2017-12-04,19778190000
2017-12-05,19784523750
2017-12-06,19801413750
2017-12-07,20020983750
2017-12-08,20390452500
2017-12-11,20531906250
2017-12-12,20141325000
2017-12-13,20711362500
2017-12-14,20261666250
2017-12-15,20354561250
2017-12-18,19752855000
2017-12-19,20061097500
2017-12-20,19852083750
2017-12-21,20344005000
2017-12-22,20227886250
2017-12-26,20141325000
2017-12-27,20375673750
2017-12-28,20137102500
2017-12-29,19995648750
2018-01-02,21356496090
2018-01-03,21375547380
2018-01-04,20837877640
2018-01-05,21136347850
2018-01-08,21339561610
2018-01-09,20382763490
2018-01-10,20452618220
2018-01-11,19699033860
2018-01-12,19912831670
2018-01-16,19400563650
2018-01-17,19116911110
2018-01-18,19457717520
2018-01-19,19720201960
2018-01-22,19914948480
2018-01-23,20031373030
2018-01-24,20181666540
2018-01-25,19953051060
2018-01-26,20217652310
2018-01-29,19800640740
2018-01-30,19580492500
2018-01-31,19112677490
2018-02-01,18981435270
2018-02-02,18187631520
2018-02-05,18064856540
2018-02-06,18651212910
2018-02-07,18276537540
2018-02-08,17764269520
2018-02-09,17887044500
2018-02-12,18526321120
2018-02-13,18634278430
2018-02-14,18663913770
2018-02-15,18117776790
2018-02-16,18210916430
2018-02-20,18100842310
2018-02-21,17931497510
2018-02-22,18033104390
2018-02-23,18585591800
2018-02-26,18528437930
2018-02-27,18325224170
2018-02-28,18026753960
2018-03-01,17588574290
2018-03-02,18333691410
2018-03-05,19256620570
2018-03-06,19282022290
2018-03-07,19411147700
2018-03-08,19563558020
2018-03-09,19946700630
2018-03-12,19993270450
2018-03-13,20031373030
2018-03-14,19529689060
2018-03-15,18773987890
2018-03-16,19057640430
2018-03-19,18261719870
2018-03-20,18418363810
2018-03-21,18795155990
2018-03-22,18045805250
2018-03-23,17582223860
2018-03-26,18282887970
2018-03-27,17999235430
2018-03-28,17984417760
2018-03-29,17639377730
2018-04-02,17095637600
2018-04-03,17377876900
2018-04-04,17821395800
2018-04-05,17628284700
2018-04-06,13585684200
2018-04-09,13870045600
2018-04-10,14455745200
2018-04-11,14067400900
2018-04-12,14818624300
2018-04-13,14880165200
2018-04-16,14933217700
2018-04-17,14965049200
2018-04-18,14869554699
2018-04-19,14653100500
2018-04-20,14521530300
2018-04-23,14459989400
2018-04-24,13231293500
2018-04-25,13367107900
2018-04-26,13286468100
2018-04-27,13360741600
2018-04-30,13144287400
2018-05-01,12912978500
2018-05-02,12955420500
2018-05-03,13239781900
2018-05-04,13184607300
2018-05-07,13341642700
2018-05-08,13341642700
2018-05-09,13655713499
2018-05-10,13850946700
2018-05-11,14101354500
2018-05-14,14264756200
2018-05-15,14266878300
2018-05-16,14222314200
2018-05-17,14141674400
2018-05-18,14394204300
2018-05-21,14173505900
2018-05-22,14124697600
2018-05-23,14126819699
2018-05-24,14148040700
2018-05-25,14521530300
2018-05-29,14230802600
2018-05-30,14402692700
2018-05-31,14487576700
2018-06-01,14411181100
2018-06-04,14438768400
2018-06-05,14517286100
2018-06-06,14546995500
2018-06-07,14646734200
2018-06-08,14856822100
2018-06-11,14718885600
2018-06-12,14977781800
2018-06-13,14969293400
2018-06-14,15627144400
2018-06-15,15695051599
2018-06-18,15283364200
2018-06-19,15487085800
2018-06-20,15582580300
2018-06-21,15383102899
2018-06-22,15709906300
2018-06-25,15221823300
2018-06-26,14160773300
2018-06-27,13891266599
2018-06-28,13954929600
2018-06-29,14218070000
2018-07-02,14590464740
2018-07-03,14518171560
2018-07-05,14732924830
2018-07-06,15060370410
2018-07-09,15228345740
2018-07-10,14922162860
2018-07-11,14943425560
2018-07-12,15126284780
2018-07-13,14924289130
2018-07-16,14907278970
2018-07-17,14932794210
2018-07-18,14962561990
2018-07-19,14907278970
2018-07-20,14713788400
2018-07-23,14662757919
2018-07-24,14669136729
2018-07-25,14905152699
2018-07-26,14864753570
2018-07-27,14594717280
2018-07-30,14581959660
2018-07-31,14148200580
2018-08-01,13946204930
2018-08-02,13703810150
2018-08-03,13404006080
2018-08-06,13129717250
2018-08-07,13397627270
2018-08-08,13525203470
2018-08-09,13688926259
2018-08-10,13701683880
2018-08-13,13793113490
2018-08-14,14129064150
2018-08-15,14218367490
2018-08-16,14426741949
2018-08-17,14628737600
2018-08-20,14681894350
2018-08-21,14803091740
2018-08-22,14773323960
2018-08-23,14709535860
2018-08-24,14900900160
2018-08-27,15385689720
2018-08-28,15702503949
2018-08-29,15751408160
2018-08-30,15659978550
2018-08-31,15715261570
2018-09-04,15700377680
2018-09-05,15783302210
2018-09-06,15353795669
2018-09-07,14707409590
2018-09-10,14543686800
2018-09-11,14207736139
2018-09-12,14141821770
2018-09-13,14348069960
2018-09-14,14477772430
2018-09-17,14250261540
2018-09-18,14420363139
2018-09-19,14299165750
2018-09-20,14518171560
2018-09-21,14158831930
2018-09-24,14135442960
2018-09-25,14003614220
2018-09-26,14335312340
2018-09-27,14679768080
2018-09-28,14688273160
2018-10-01,14659554659
2018-10-02,14878958049
2018-10-03,14898129220
2018-10-04,14099330470
2018-10-05,13862886040
2018-10-08,13669044210
2018-10-09,13952351500
2018-10-10,13600880050
2018-10-11,13153552750
2018-10-12,13326093280
2018-10-15,13213196390
2018-10-16,13826673830
2018-10-17,13854365520
2018-10-18,13726557720
2018-10-19,14071638780
2018-10-22,13884187340
2018-10-23,13854365520
2018-10-24,12976751960
2018-10-25,13694605770
2018-10-26,13622181350
2018-10-29,13487983160
2018-10-30,13000183390
2018-10-31,13807502659
2018-11-01,14576479590
2018-11-02,14359206330
2018-11-05,14691506610
2018-11-06,14597780890
2018-11-07,14704287390
2018-11-08,14627602710
2018-11-09,14065248390
2018-11-12,13389997180
2018-11-13,13575318490
2018-11-14,13664783950
2018-11-15,13852235390
2018-11-16,14167494630
2018-11-19,13686085250
2018-11-20,13545496670
2018-11-21,13647742909
2018-11-23,13775550710
2018-11-26,14352815939
2018-11-27,14312343470
2018-11-28,14007734880
2018-11-29,13801112270
2018-11-30,13686085250
2018-12-03,14553048159
2018-12-04,13956611760
2018-12-06,13867146299
2018-12-07,13741468630
2018-12-10,13935310460
2018-12-11,13973652799
2018-12-12,14414589710
2018-12-13,14333644770
2018-12-14,14112111250
2018-12-17,13807502659
2018-12-18,13688215380
2018-12-19,13366565750
2018-12-20,13149292490
2018-12-21,12497472710
2018-12-24,12461260500
2018-12-26,13211066260
2018-12-27,13279230420
2018-12-28,13266449640
2018-12-31,13612393350
2019-01-02,13605971400
2019-01-03,14569263900
2019-01-04,15470477550
2019-01-07,15885763649
2019-01-08,16033468500
2019-01-09,15776590500
2019-01-10,16080562800
2019-01-11,15979952250
2019-01-14,15742340100
2019-01-15,16859759400
2019-01-16,16388816400
2019-01-17,16840493550
2019-01-18,16786977300
2019-01-22,16553646450
2019-01-23,16097688000
2019-01-24,16485145650
2019-01-25,17114496750
2019-01-28,17266482900
2019-01-29,16973213850
2019-01-30,17120918700
2019-01-31,17251498350
2019-02-01,17750269800
2019-02-04,17467704000
2019-02-05,17424891000
2019-02-06,17429172300
2019-02-07,17088808950
2019-02-08,17311436550
2019-02-11,17170153649
2019-02-12,17424891000
2019-02-13,17352108900
2019-02-14,17857302300
2019-02-15,18013569750
2019-02-19,17998585200
2019-02-20,17925803100
2019-02-21,17838036450
2019-02-22,18163415250
2019-02-25,18597967200
2019-02-26,18345370500
2019-02-27,18623655000
2019-02-28,18458824950
2019-03-01,18874111050
2019-03-04,18283291650
2019-03-05,18204087600
2019-03-06,17846599050
2019-03-07,17649659250
2019-03-08,17579017800
2019-03-11,18017851050
2019-03-12,18174118500
2019-03-13,18208368900
2019-03-14,18047820150
2019-03-15,18152712000
2019-03-18,18328245300
2019-03-19,18338948550
2019-03-20,18475950150
