,RF
2018-07-18,19613160000
2018-07-19,19135320000
2018-07-20,19352520000
2018-07-23,19841220000
2018-07-24,19841220000
2018-07-25,19862940000
2018-07-26,19971540000
2018-07-27,20156160000
2018-07-30,20438520000
2018-07-31,20210460000
2018-08-01,20449380000
2018-08-02,20710020000
2018-08-03,20786040000
2018-08-06,20764320000
2018-08-07,20970660000
2018-08-08,21035820000
2018-08-09,20938080000
2018-08-10,20775180000
2018-08-13,20579700000
2018-08-14,20851200000
2018-08-15,20710020000
2018-08-16,21068400000
2018-08-17,21166140000
2018-08-20,21155280000
2018-08-21,21220440000
2018-08-22,21209580000
2018-08-23,21003240000
2018-08-24,20916360000
2018-08-27,21111840000
2018-08-28,21144420000
2018-08-29,21198720000
2018-08-30,21014100000
2018-08-31,21133560000
2018-09-04,21329040000
2018-09-05,21643980000
2018-09-06,21263880000
2018-09-07,21296460000
2018-09-10,21220440000
2018-09-11,21339900000
2018-09-12,20796900000
2018-09-13,20492820000
2018-09-14,20601420000
2018-09-17,20612280000
2018-09-18,20536260000
2018-09-19,20807760000
2018-09-20,21166140000
2018-09-21,21111840000
2018-09-24,20948940000
2018-09-25,20905500000
2018-09-26,20568840000
2018-09-27,20134440000
2018-09-28,19928100000
2018-10-01,18774900000
2018-10-02,18743850000
2018-10-03,19116450000
2018-10-04,19323450000
2018-10-05,19188900000
2018-10-08,19344150000
2018-10-09,19240650000
2018-10-10,18909450000
2018-10-11,18360900000
2018-10-12,17895150000
2018-10-15,17760600000
2018-10-16,17822700000
2018-10-17,17936550000
2018-10-18,17636400000
2018-10-19,17491500000
2018-10-22,16963650000
2018-10-23,16849800000
2018-10-24,16001100000
2018-10-25,16622099999
2018-10-26,16622099999
2018-10-29,17005050000
2018-10-30,17098200000
2018-10-31,17563950000
2018-11-01,17812350000
2018-11-02,17864100000
2018-11-05,17926200000
2018-11-06,18257400000
2018-11-07,18133200000
2018-11-08,18288450000
2018-11-09,17843400000
2018-11-12,17522550000
2018-11-13,17470800000
2018-11-14,16942950000
2018-11-15,17025750000
2018-11-16,16767000000
2018-11-19,16694549999
2018-11-20,16384050000
2018-11-21,16373700000
2018-11-23,16518600000
2018-11-26,16911900000
2018-11-27,16829100000
2018-11-28,17005050000
2018-11-29,16777350000
2018-11-30,17025750000
2018-12-03,17212050000
2018-12-04,16135650000
2018-12-06,15835500000
2018-12-07,15421500000
2018-12-10,14893650000
2018-12-11,14655600000
2018-12-12,14759100000
2018-12-13,14262300000
2018-12-14,13941450000
2018-12-17,13858650000
2018-12-18,13693050000
2018-12-19,13289400000
2018-12-20,13361850000
2018-12-21,13310100000
2018-12-24,13009950000
2018-12-26,13858650000
2018-12-27,13827600000
2018-12-28,13817250000
2018-12-31,13634220000
2019-01-02,13929730000
2019-01-03,13909350000
2019-01-04,14418850000
2019-01-07,14663410000
2019-01-08,14816260000
2019-01-09,14979300000
2019-01-10,14989490000
2019-01-11,15060820000
2019-01-14,15244240000
2019-01-15,15397090000
2019-01-16,15692600000
2019-01-17,15906590000
2019-01-18,15998300000
2019-01-22,15886210000
2019-01-23,15662030000
2019-01-24,15804690000
2019-01-25,15947350000
2019-01-28,15977920000
2019-01-29,15825070000
2019-01-30,15723170000
2019-01-31,15458230000
2019-02-01,15621270000
2019-02-04,15763930000
2019-02-05,15702790000
2019-02-06,15702790000
2019-02-07,15804690000
2019-02-08,15733360000
2019-02-11,15651840000
2019-02-12,15763930000
2019-02-13,15886210000
2019-02-14,15804690000
2019-02-15,16304000000
2019-02-19,16446660000
2019-02-20,16670840000
2019-02-21,16558750000
2019-02-22,16548559999
2019-02-25,16681030000
2019-02-26,16507800000
2019-02-27,16884830000
2019-02-28,16711599999
2019-03-01,16619889999
2019-03-04,16467040000
2019-03-05,16416090000
2019-03-06,16069630000
2019-03-07,15712980000
2019-03-08,15763930000
2019-03-11,15865830000
2019-03-12,15916780000
2019-03-13,16110390000
2019-03-14,16090010000
2019-03-15,16039060000
2019-03-18,16273430000
2019-03-19,15926970000
2019-03-20,15244240000
2019-03-21,14704170000
2019-03-22,13787070000
2019-03-25,13787070000
2019-03-26,14194670000
2019-03-27,14235430000
2019-03-28,14439230000
2019-03-29,14418850000
2019-04-01,14816700000
2019-04-02,14988400000
2019-04-03,15018700000
2019-04-04,15251000000
2019-04-05,15291400000
2019-04-08,15392400000
2019-04-09,15150000000
2019-04-10,15271200000
2019-04-11,15362100000
2019-04-12,15756000000
2019-04-15,15412600000
2019-04-16,15715600000
2019-04-17,15917600000
2019-04-18,15402500000
2019-04-22,15392400000
2019-04-23,15523700000
2019-04-24,15533800000
2019-04-25,15624700000
2019-04-26,15705500000
2019-04-29,15836800000
2019-04-30,15685300000
2019-05-01,15321700000
2019-05-02,15584300000
2019-05-03,15735800000
2019-05-06,15543900000
2019-05-07,15261100000
2019-05-08,15099500000
2019-05-09,15079300000
2019-05-10,15200500000
2019-05-13,14483400000
2019-05-14,14685400000
2019-05-15,14463200000
2019-05-16,14665200000
2019-05-17,14544000000
2019-05-20,14614700000
2019-05-21,14705600000
2019-05-22,14554100000
2019-05-23,14210700000
2019-05-24,14331900000
2019-05-28,14079400000
2019-05-29,14291500000
2019-05-30,14200600000
2019-05-31,13968300000
2019-06-03,14119800000
2019-06-04,14473300000
2019-06-05,14311700000
2019-06-06,14180400000
2019-06-07,14018800000
2019-06-10,14129900000
2019-06-11,14614700000
2019-06-12,14382400000
2019-06-13,14634900000
2019-06-14,14735900000
2019-06-17,14483400000
2019-06-18,15018700000
2019-06-19,14715700000
2019-06-20,14746000000
2019-06-21,14776300000
2019-06-24,14655100000
2019-06-25,14533900000
2019-06-26,14574300000
2019-06-27,14725800000
2019-06-28,15089400000
2019-07-01,14889160000
2019-07-02,14681680000
2019-07-03,14889160000
2019-07-05,15027480000
2019-07-08,14948440000
2019-07-09,15126280000
2019-07-10,14879280000
2019-07-11,15047240000
2019-07-12,15037360000
2019-07-15,14800240000
2019-07-16,14760720000
2019-07-17,14533480000
2019-07-18,14612520000
2019-07-19,14948440000
2019-07-22,14938560000
2019-07-23,15383160000
2019-07-24,15758600000
2019-07-25,15531360000
2019-07-26,15847520000
2019-07-29,15620280000
2019-07-30,15857400000
2019-07-31,15738840000
2019-08-01,15047240000
2019-08-02,15146040000
2019-08-05,14385280000
2019-08-06,14573000000
2019-08-07,14306240000
2019-08-08,14543360000
2019-08-09,14493960000
2019-08-12,14128400000
2019-08-13,14098760000
2019-08-14,13496080000
2019-08-15,13407160000
2019-08-16,13920920000
2019-08-19,14088880000
2019-08-20,13832000000
2019-08-21,13960440000
2019-08-22,14079000000
2019-08-23,13624520000
2019-08-26,13861640000
2019-08-27,13683800000
2019-08-28,13930800000
2019-08-29,14296360000
2019-08-30,14444560000
2019-09-03,14088880000
2019-09-04,14266720000
2019-09-05,14632280000
2019-09-06,14671800000
2019-09-09,15264600000
2019-09-10,15817880000
2019-09-11,16045119999
2019-09-12,16055000000
2019-09-13,16153800000
2019-09-16,16242720000
2019-09-17,16064880000
2019-09-18,16153800000
2019-09-19,15926560000
2019-09-20,15768480000
2019-09-23,15857400000
2019-09-24,15659800000
2019-09-25,15847520000
2019-09-26,15699320000
2019-09-27,15768480000
2019-09-30,15139740000
2019-10-01,14766510000
2019-10-02,14508120000
2019-10-03,14575110000
2019-10-04,14728230000
2019-10-07,14718660000
2019-10-08,14249730000
2019-10-09,14268870000
2019-10-10,14460270000
2019-10-11,14766510000
2019-10-14,14728230000
2019-10-15,14938770000
2019-10-16,14862210000
2019-10-17,14871780000
2019-10-18,15091890000
2019-10-21,15378990000
2019-10-22,15522539999
2019-10-23,15579960000
2019-10-24,15484260000
2019-10-25,15694799999
2019-10-28,15809640000
2019-10-29,15761789999
2019-10-30,15570390000
2019-10-31,15407700000
2019-11-01,15838350000
2019-11-04,16259429999
2019-11-05,16460400000
2019-11-06,16326419999
2019-11-07,16182870000
2019-11-08,16154160000
2019-11-11,16048890000
2019-11-12,15972330000
2019-11-13,15704370000
2019-11-14,15733080000
2019-11-15,15809640000
2019-11-18,15867059999
2019-11-19,15809640000
2019-11-20,15704370000
2019-11-21,15780929999
2019-11-22,15953190000
2019-11-25,16115880000
2019-11-26,15876630000
2019-11-27,16020179999
2019-11-29,15924480000
2019-12-02,15895770000
2019-12-03,15713940000
2019-12-04,15962760000
2019-12-05,15962760000
2019-12-06,16307280000
2019-12-09,16335990000
2019-12-10,16269000000
2019-12-11,16115880000
2019-12-12,16670940000
2019-12-13,16431690000
2019-12-16,16498679999
2019-12-17,16680510000
2019-12-18,16584809999
2019-12-19,16556100000
2019-12-20,16508250000
2019-12-23,16431690000
2019-12-24,16460400000
2019-12-26,16517820000
2019-12-27,16422120000
2019-12-30,16383840000
2019-12-31,16422120000
2020-01-02,16355130000
2020-01-03,16048890000
2020-01-06,15867059999
2020-01-07,15646950000
2020-01-08,15742650000
2020-01-09,15838350000
2020-01-10,15646950000
2020-01-13,15733080000
2020-01-14,15780929999
2020-01-15,15608669999
2020-01-16,15934049999
2020-01-17,15685230000
2020-01-21,15551250000
2020-01-22,15522539999
2020-01-23,15474690000
2020-01-24,15044040000
2020-01-27,14785650000
2020-01-28,14862210000
2020-01-29,14737800000
2020-01-30,14938770000
2020-01-31,14900490000
2020-02-03,15178020000
2020-02-04,15560820000
2020-02-05,15857490000
2020-02-06,15646950000
2020-02-07,15618240000
2020-02-10,15579960000
2020-02-11,15704370000
2020-02-12,15761789999
2020-02-13,15886200000
2020-02-14,15828780000
2020-02-18,15608669999
2020-02-19,15723510000
2020-02-20,15828780000
2020-02-21,15627809999
2020-02-24,15053610000
2020-02-25,14154030000
2020-02-26,13953060000
2020-02-27,13254450000
2020-02-28,12938640000
2020-03-02,13886070000
2020-03-03,13484130000
2020-03-04,13924350000
2020-03-05,13216170000
2020-03-06,12421860000
2020-03-09,10019790000
2020-03-10,10976790000
2020-03-11,10230330000
2020-03-12,9053220000
2020-03-13,9550860000
2020-03-16,7952670000
2020-03-17,8498160000
2020-03-18,7043520000
2020-03-19,7923959999
2020-03-20,7904820000
2020-03-23,7388040000
2020-03-24,8469450000
2020-03-25,8354610000
2020-03-26,9426450000
2020-03-27,9254190000
2020-03-30,9091500000
2020-03-31,8503560000
2020-04-01,7868400000
2020-04-02,7953720000
2020-04-03,7650360000
2020-04-06,8418240000
2020-04-07,8901720000
2020-04-08,9584280000
2020-04-09,10437480000
2020-04-13,10115160000
2020-04-14,9593760000
2020-04-15,8806920000
2020-04-16,8389800000
2020-04-17,9024960000
2020-04-20,8911200000
2020-04-21,8418240000
2020-04-22,8617320000
2020-04-23,8930160000
2020-04-24,9280920000
2020-04-27,9935040000
2020-04-28,10134120000
2020-04-29,10674480000
2020-04-30,10191000000
2020-05-01,9641160000
2020-05-04,9631680000
2020-05-05,9461040000
2020-05-06,9148200000
2020-05-07,9337800000
2020-05-08,9783360000
2020-05-11,9299880000
2020-05-12,8835360000
2020-05-13,8456160000
2020-05-14,8854320000
2020-05-15,8712120000
2020-05-18,9508440000
2020-05-19,9138720000
2020-05-20,9527400000
2020-05-21,9423120000
2020-05-22,9432600000
2020-05-26,10390080000
2020-05-27,11357040000
2020-05-28,10902000000
2020-05-29,10721880000
2020-06-01,10883040000
2020-06-02,11091600000
2020-06-03,11669880000
2020-06-04,12257640000
2020-06-05,12636840000
2020-06-08,13120320000
2020-06-09,12760080000
2020-06-10,12001680000
2020-06-11,10807200000
2020-06-12,11281200000
2020-06-15,11527680000
2020-06-16,11925840000
2020-06-17,11717280000
2020-06-18,11717280000
2020-06-19,11376000000
2020-06-22,11451840000
2020-06-23,11385480000
2020-06-24,10693440000
2020-06-25,11044200000
2020-06-26,10096200000
2020-06-29,10295280000
2020-06-30,10675200000
2020-07-01,10204800000
2020-07-02,10176000000
2020-07-06,10368000000
2020-07-07,9916800000
2020-07-08,9926400000
2020-07-09,9436800000
2020-07-10,9878400000
2020-07-13,10060800000
2020-07-14,9801600000
2020-07-15,10300800000
2020-07-16,10368000000
2020-07-17,9907200000
2020-07-20,9820800000
2020-07-21,10368000000
2020-07-22,10368000000
2020-07-23,10598400000
2020-07-24,10483200000
2020-07-27,10185600000
2020-07-28,10118400000
2020-07-29,10598400000
2020-07-30,10320000000
2020-07-31,10425600000
2020-08-03,10329600000
2020-08-04,10272000000
2020-08-05,10492800000
2020-08-06,10406400000
2020-08-07,10809600000
2020-08-10,11040000000
2020-08-11,11452800000
2020-08-12,11443200000
2020-08-13,11155200000
2020-08-14,11299200000
2020-08-17,11203200000
2020-08-18,10915200000
2020-08-19,10963200000
2020-08-20,10636800000
2020-08-21,10531200000
2020-08-24,11078400000
2020-08-25,11212800000
2020-08-26,10924800000
2020-08-27,11232000000
2020-08-28,11241600000
2020-08-31,11097600000
2020-09-01,11164800000
2020-09-02,11318400000
2020-09-03,11068800000
2020-09-04,11328000000
2020-09-08,10915200000
2020-09-09,11001600000
2020-09-10,10790400000
2020-09-11,11059200000
2020-09-14,11577600000
2020-09-15,11500800000
2020-09-16,11606400000
2020-09-17,11548800000
2020-09-18,11433600000
2020-09-21,10857600000
2020-09-22,10598400000
2020-09-23,10320000000
2020-09-24,10329600000
2020-09-25,10560000000
2020-09-28,11049600000
2020-09-29,10915200000
2020-09-30,11068800000
2020-10-01,11068800000
2020-10-02,11472000000
2020-10-05,12067200000
2020-10-06,11894400000
2020-10-07,12201600000
2020-10-08,12518400000
2020-10-09,12278400000
2020-10-12,12432000000
2020-10-13,11990400000
2020-10-14,11760000000
2020-10-15,12038400000
2020-10-16,11971200000
2020-10-19,11846400000
2020-10-20,12422400000
2020-10-21,12278400000
2020-10-22,13248000000
2020-10-23,13228800000
2020-10-26,12816000000
2020-10-27,12384000000
2020-10-28,12220800000
2020-10-29,12672000000
2020-10-30,12768000000
2020-11-02,13209600000
2020-11-03,13468800000
2020-11-04,12604800000
2020-11-05,13132800000
2020-11-06,12528000000
2020-11-09,14611200000
2020-11-10,14620800000
2020-11-11,14275200000
2020-11-12,13843200000
2020-11-13,14304000000
2020-11-16,14985600000
2020-11-17,14995200000
2020-11-18,14793600000
2020-11-19,14841600000
2020-11-20,14505600000
2020-11-23,14774400000
2020-11-24,15446400000
2020-11-25,15120000000
2020-11-27,14995200000
2020-11-30,14659200000
2020-12-01,15235200000
2020-12-02,15523200000
2020-12-03,15388800000
2020-12-04,15523200000
2020-12-07,15331200000
2020-12-08,15312000000
2020-12-09,15235200000
2020-12-10,15216000000
2020-12-11,14918400000
2020-12-14,14544000000
2020-12-15,14764800000
2020-12-16,14976000000
2020-12-17,14937600000
2020-12-18,14649600000
2020-12-21,14918400000
2020-12-22,14812800000
2020-12-23,15302400000
2020-12-24,15312000000
2020-12-28,15321600000
2020-12-29,15120000000
2020-12-30,15292800000
2020-12-31,15491320000
2021-01-04,15327950000
2021-01-05,15616250000
2021-01-06,16577250000
2021-01-07,16971260000
2021-01-08,16884770000
2021-01-11,17182680000
2021-01-12,17547860000
2021-01-13,17451760000
2021-01-14,17922650000
2021-01-15,17519030000
2021-01-19,17701620000
2021-01-20,17442150000
2021-01-21,17096190000
2021-01-22,17048139999
2021-01-25,17028919999
2021-01-26,17057750000
2021-01-27,16481149999
2021-01-28,16923210000
2021-01-29,16346610000
2021-02-01,16644520000
2021-02-02,17067360000
2021-02-03,17624740000
2021-02-04,18239780000
2021-02-05,18191730000
2021-02-08,18777940000
2021-02-09,18787550000
2021-02-10,18720280000
2021-02-11,18585740000
2021-02-12,18797160000
2021-02-16,19431420000
2021-02-17,19239220000
2021-02-18,18893260000
2021-02-19,19575570000
2021-02-22,19902310000
2021-02-23,20430860000
2021-02-24,21343810000
2021-02-25,20488520000
2021-02-26,19825430000
2021-03-01,20488520000
2021-03-02,20286710000
2021-03-03,20171390000
2021-03-04,19469860000
2021-03-05,20094510000
2021-03-08,20488520000
2021-03-09,20200220000
2021-03-10,20671110000
2021-03-11,20603840000
2021-03-12,21007460000
2021-03-15,20623060000
2021-03-16,20123340000
2021-03-17,20363590000
2021-03-18,20623060000
2021-03-19,20257880000
2021-03-22,19642840000
2021-03-23,19277660000
2021-03-24,19143120000
2021-03-25,19950360000
2021-03-26,20181000000
2021-03-29,19527520000
2021-03-30,20094510000
2021-03-31,19792280000
2021-04-01,20175480000
2021-04-05,20108420000
2021-04-06,20194640000
2021-04-07,20232960000
2021-04-08,20165900000
2021-04-09,20338340000
2021-04-12,20520360000
2021-04-13,19964720000
2021-04-14,20338340000
2021-04-15,20089260000
2021-04-16,20309600000
2021-04-19,20022200000
2021-04-20,19160000000
2021-04-21,19686900000
2021-04-22,19437820000
2021-04-23,19763540000
2021-04-26,20223380000
2021-04-27,20338340000
2021-04-28,20510780000
2021-04-29,21028100000
2021-04-30,20884400000
2021-05-03,20884400000
2021-05-04,21382560000
2021-05-05,21545420000
2021-05-06,21727440000
2021-05-07,21928620000
2021-05-10,21698700000
2021-05-11,21497520000
2021-05-12,20970620000
2021-05-13,21612480000
2021-05-14,22273500000
2021-05-17,22417200000
2021-05-18,21919040000
2021-05-19,21717860000
2021-05-20,21574160000
2021-05-21,21804080000
2021-05-24,21909460000
2021-05-25,21516680000
2021-05-26,21871140000
2021-05-27,22388460000
2021-05-28,22426780000
2021-06-01,22627960000
2021-06-02,22273500000
2021-06-03,21976520000
2021-06-04,21679540000
2021-06-07,21564580000
2021-06-08,21401720000
2021-06-09,20980200000
2021-06-10,20395820000
2021-06-11,20616160000
2021-06-14,20290440000
2021-06-15,20405400000
2021-06-16,20501200000
2021-06-17,18987560000
2021-06-18,18518140000
2021-06-21,19025880000
2021-06-22,19045040000
2021-06-23,19179160000
2021-06-24,19466560000
2021-06-25,19734800000
2021-06-28,19485720000
2021-06-29,19217480000
2021-06-30,19271900000
2021-07-01,19510650000
2021-07-02,19348300000
2021-07-06,18698900000
2021-07-07,18555650000
2021-07-08,18116350000
2021-07-09,18975850000
2021-07-12,19128650000
2021-07-13,18832600000
2021-07-14,18622500000
2021-07-15,18842150000
2021-07-16,18154550000
2021-07-19,17323700000
2021-07-20,18059050000
2021-07-21,18374200000
2021-07-22,18106800000
2021-07-23,18240500000
2021-07-26,18469700000
2021-07-27,18517450000
2021-07-28,18536550000
2021-07-29,18651150000
2021-07-30,18383750000
2021-08-02,18250050000
2021-08-03,18737100000
2021-08-04,18412400000
2021-08-05,18660700000
2021-08-06,19061800000
2021-08-09,18994950000
2021-08-10,19281450000
2021-08-11,19692100000
2021-08-12,19854450000
2021-08-13,19577500000
2021-08-16,19415150000
2021-08-17,19042700000
2021-08-18,18918550000
2021-08-19,18784850000
2021-08-20,19128650000
2021-08-23,19434250000
2021-08-24,19682550000
2021-08-25,19988150000
2021-08-26,19625250000
2021-08-27,19978600000
2021-08-30,19424700000
2021-08-31,19510650000
2021-09-01,19224150000
2021-09-02,19138200000
2021-09-03,18823050000
2021-09-07,18794400000
2021-09-08,18612950000
2021-09-09,18775300000
2021-09-10,18622500000
2021-09-13,18994950000
2021-09-14,18574750000
2021-09-15,18909000000
2021-09-16,18947200000
2021-09-17,18937650000
2021-09-20,18297800000
2021-09-21,18250050000
2021-09-22,18641600000
2021-09-23,19482000000
2021-09-24,19720750000
2021-09-27,20780800000
2021-09-28,20608900000
2021-09-29,20713950000
2021-09-30,20223190000
2021-10-01,20631260000
2021-10-04,20707180000
2021-10-05,20735650000
2021-10-06,20593300000
2021-10-07,20735650000
2021-10-08,20896980000
2021-10-11,20735650000
2021-10-12,20925450000
2021-10-13,20621770000
2021-10-14,20991880000
2021-10-15,21286070000
2021-10-18,21418930000
2021-10-19,21656180000
2021-10-20,22320480000
2021-10-21,22092720000
2021-10-22,22861410000
2021-10-25,22984780000
2021-10-26,22851920000
2021-10-27,22178130000
2021-10-28,22529260000
2021-10-29,22472320000
2021-11-01,22918350000
2021-11-02,22738040000
2021-11-03,23449790000
2021-11-04,23032230000
2021-11-05,23070190000
2021-11-08,23250500000
2021-11-09,23098660000
2021-11-10,22937330000
2021-11-11,22889880000
2021-11-12,22728550000
2021-11-15,23003760000
2021-11-16,23013250000
2021-11-17,22804470000
2021-11-18,22681100000
2021-11-19,22481810000
2021-11-22,22823450000
2021-11-23,23335910000
2021-11-24,23326420000
2021-11-26,22273030000
2021-11-29,22339460000
2021-11-30,21589750000
2021-12-01,21020350000
2021-12-02,21475870000
2021-12-03,20783100000
2021-12-06,21295560000
2021-12-07,21703630000
2021-12-08,21485360000
2021-12-09,21153210000
2021-12-10,21096270000
2021-12-13,20356050000
2021-12-14,20716670000
2021-12-15,20754630000
2021-12-16,20840040000
2021-12-17,20185230000
2021-12-20,19634810000
2021-12-21,20232680000
2021-12-22,20251660000
2021-12-23,20422480000
2021-12-27,20773610000
2021-12-28,20735650000
2021-12-29,20735650000
2021-12-30,20754630000
2021-12-31,20448400000
2022-01-03,21264460000
2022-01-04,22211840000
2022-01-05,21996100000
2022-01-06,23065420000
2022-01-07,23562560000
2022-01-10,23318680000
2022-01-11,23131080000
2022-01-12,23243640000
2022-01-13,23478140000
2022-01-14,23834580000
2022-01-18,23271780000
2022-01-19,22183700000
2022-01-20,21029960000
2022-01-21,20729800000
2022-01-24,21545860000
2022-01-25,21780360000
2022-01-26,21977340000
2022-01-27,21489580000
2022-01-28,21667800000
2022-01-31,21517720000
2022-02-01,22136800000
2022-02-02,22315020000
2022-02-03,22118040000
2022-02-04,22746500000
2022-02-07,22952860000
2022-02-08,23534420000
2022-02-09,23309300000
2022-02-10,23374960000
2022-02-11,23290540000
2022-02-14,22999760000
2022-02-15,23722020000
2022-02-16,23675120000
2022-02-17,22418200000
2022-02-18,22230600000
2022-02-22,22399440000
2022-02-23,21967960000
2022-02-24,21649040000
2022-02-25,22784020000
2022-02-28,22690220000
2022-03-01,20739180000
2022-03-02,21921060000
2022-03-03,21977340000
2022-03-04,21208180000
2022-03-07,19941880000
2022-03-08,20073200000
2022-03-09,21058100000
2022-03-10,20636000000
2022-03-11,20551580000
2022-03-14,21311360000
2022-03-15,21377020000
2022-03-16,22080520000
2022-03-17,21827260000
2022-03-18,21527100000
2022-03-21,21367640000
2022-03-22,21977340000
2022-03-23,21292600000
2022-03-24,21480200000
2022-03-25,21986720000
2022-03-28,21602140000
2022-03-29,21789740000
2022-03-30,21245700000
2022-03-31,20790840000
2022-04-01,20052980000
2022-04-04,20052980000
2022-04-05,19912880000
2022-04-06,19445880000
2022-04-07,19072280000
2022-04-08,19380500000
2022-04-11,19744760000
2022-04-12,19445880000
2022-04-13,19548620000
2022-04-14,19361820000
2022-04-18,19539280000
2022-04-19,20249120000
2022-04-20,20519980000
2022-04-21,20118360000
2022-04-22,19959580000
2022-04-25,20174400000
2022-04-26,19632680000
2022-04-27,19866180000
2022-04-28,19931560000
2022-04-29,19352480000
2022-05-02,19670040000
2022-05-03,20127700000
2022-05-04,20594700000
2022-05-05,20034300000
2022-05-06,19726080000
2022-05-09,19212380000
2022-05-10,18857460000
2022-05-11,18698680000
2022-05-12,18511880000
2022-05-13,18567920000
2022-05-16,18418480000
2022-05-17,19277760000
2022-05-18,18614620000
2022-05-19,18698680000
2022-05-20,18820100000
2022-05-23,19352480000
2022-05-24,19081620000
2022-05-25,19772780000
2022-05-26,20183740000
2022-05-27,20435920000
2022-05-31,20632060000
2022-06-01,20183740000
2022-06-02,20445260000
2022-06-03,20314500000
2022-06-06,20342520000
2022-06-07,20548000000
2022-06-08,20361200000
2022-06-09,19698060000
2022-06-10,18810760000
2022-06-13,18156960000
2022-06-14,18072900000
2022-06-15,18100920000
2022-06-16,17325700000
2022-06-17,17465800000
2022-06-21,17830060000
2022-06-22,17811380000
2022-06-23,17204280000
2022-06-24,18203660000
2022-06-27,18072900000
2022-06-28,18147620000
2022-06-29,17970160000
2022-06-30,17512500000
2022-07-01,17774020000
2022-07-05,17605900000
2022-07-06,17335040000
2022-07-07,17783360000
2022-07-08,17764680000
2022-07-11,17792700000
2022-07-12,17717980000
2022-07-13,17409760000
2022-07-14,17036159999
2022-07-15,17923460000
2022-07-18,18175640000
2022-07-19,18717360000
2022-07-20,18932180000
2022-07-21,19025580000
2022-07-22,19287100000
2022-07-25,19884860000
2022-07-26,19259080000
2022-07-27,19772780000
2022-07-28,19539280000
2022-07-29,19782120000
2022-08-01,19726080000
2022-08-02,19455220000
2022-08-03,19754100000
2022-08-04,19632680000
2022-08-05,19940900000
2022-08-08,19856840000
2022-08-09,20043640000
2022-08-10,20753480000
2022-08-11,21145760000
2022-08-12,21444640000
2022-08-15,21397940000
2022-08-16,21640780000
2022-08-17,21332560000
2022-08-18,21444640000
2022-08-19,21108400000
2022-08-22,20650740000
2022-08-23,20594700000
2022-08-24,20660080000
2022-08-25,21033680000
2022-08-26,20519980000
2022-08-29,20305160000
2022-08-30,20258460000
2022-08-31,20239780000
2022-09-01,19968920000
2022-09-02,19875520000
2022-09-06,19623340000
2022-09-07,20127700000
2022-09-08,20744140000
2022-09-09,20744140000
2022-09-12,20977640000
2022-09-13,20249120000
2022-09-14,20669420000
2022-09-15,20958960000
2022-09-16,20482620000
2022-09-19,20772160000
2022-09-20,20725460000
2022-09-21,20426580000
2022-09-22,19903540000
2022-09-23,19501920000
2022-09-26,19324460000
2022-09-27,19062940000
2022-09-28,19109640000
2022-09-29,18558580000
2022-09-30,18745380000
2022-10-03,19165680000
2022-10-04,19987600000
2022-10-05,19772780000
2022-10-06,19436540000
2022-10-07,19100300000
2022-10-10,18922840000
2022-10-11,18577260000
2022-10-12,18306400000
2022-10-13,19501920000
2022-10-14,19315120000
2022-10-17,19847500000
2022-10-18,20230440000
2022-10-19,19520600000
2022-10-20,18437160000
2022-10-21,18231680000
2022-10-24,19193700000
2022-10-25,19828820000
2022-10-26,19884860000
2022-10-27,20127700000
2022-10-28,20407900000
2022-10-31,20501300000
2022-11-01,20828200000
2022-11-02,20407900000
2022-11-03,20538660000
2022-11-04,20977640000
2022-11-07,21313880000
2022-11-08,21323220000
2022-11-09,20977640000
2022-11-10,21743520000
2022-11-11,21864940000
2022-11-14,21397940000
2022-11-15,21603420000
2022-11-16,21192460000
2022-11-17,20874900000
2022-11-18,21005660000
2022-11-21,21024340000
2022-11-22,21164440000
2022-11-23,21239160000
2022-11-25,21360580000
2022-11-28,21052360000
2022-11-29,21397940000
2022-11-30,21678140000
2022-12-01,21472660000
2022-12-02,21631440000
2022-12-05,20529320000
2022-12-06,20174400000
2022-12-07,20165060000
2022-12-08,20604040000
2022-12-09,20566680000
2022-12-12,20912260000
2022-12-13,20221100000
2022-12-14,19726080000
2022-12-15,19445880000
2022-12-16,19221720000
2022-12-19,19240400000
2022-12-20,19343140000
2022-12-21,19651360000
2022-12-22,19688720000
2022-12-23,19819480000
2022-12-27,20024960000
2022-12-28,19847500000
2022-12-29,20193080000
2022-12-30,20137040000
2023-01-03,20074450000
2023-01-04,20485850000
2023-01-05,20261450000
2023-01-06,20934650000
2023-01-09,20654150000
2023-01-10,20598050000
2023-01-11,20691550000
2023-01-12,20906600000
2023-01-13,20972050000
2023-01-17,20972050000
2023-01-18,20401700000
2023-01-19,20280150000
2023-01-20,21215150000
2023-01-23,21467600000
2023-01-24,21346050000
2023-01-25,21411500000
2023-01-26,21692000000
2023-01-27,21879000000
2023-01-30,21692000000
2023-01-31,22009900000
2023-02-01,22234300000
2023-02-02,22393250000
2023-02-03,22440000000
2023-02-06,22150150000
2023-02-07,22318450000
2023-02-08,22299750000
2023-02-09,22000550000
2023-02-10,22131450000
2023-02-13,22346500000
2023-02-14,22299750000
2023-02-15,22346500000
2023-02-16,22122100000
2023-02-17,22309100000
2023-02-21,21682650000
2023-02-22,21542400000
2023-02-23,21514350000
2023-02-24,21663950000
2023-02-27,21757450000
2023-02-28,21804200000
2023-03-01,21841600000
2023-03-02,21402150000
2023-03-03,21832250000
2023-03-06,21794850000
