,WBA
2013-11-26,56521322000
2013-11-27,56208053000
2013-11-29,56198560000
2013-12-02,56257290000
2013-12-03,55886049000
2013-12-04,54800883000
2013-12-05,53411109000
2013-12-06,53982249000
2013-12-09,53934654000
2013-12-10,53877540000
2013-12-11,54905592000
2013-12-12,54781845000
2013-12-13,54267819000
2013-12-16,54144072000
2013-12-17,53544375000
2013-12-18,54581946000
2013-12-19,54201186000
2013-12-20,56200176000
2013-12-23,54772326000
2013-12-24,54838959000
2013-12-26,54896073000
2013-12-27,54667617000
2013-12-30,55057896000
2013-12-31,54677136000
2014-01-02,53906097000
2014-01-03,54086958000
2014-01-06,54391566000
2014-01-07,54743769000
2014-01-08,56504784000
2014-01-09,58199166000
2014-01-10,57456684000
2014-01-13,57304380000
2014-01-14,57114000000
2014-01-15,56628531000
2014-01-16,57009291000
2014-01-17,56314404000
2014-01-21,55905087000
2014-01-22,56076429000
2014-01-23,55543365000
2014-01-24,54477237000
2014-01-27,54639060000
2014-01-28,54277338000
2014-01-29,53782350000
2014-01-30,54505794000
2014-01-31,54591465000
2014-02-03,52897083000
2014-02-04,53258805000
2014-02-05,55067415000
2014-02-06,56371518000
2014-02-07,58027824000
2014-02-10,57732735000
2014-02-11,61111980000
2014-02-12,62273298000
2014-02-13,63196641000
2014-02-14,61664082000
2014-02-18,61435626000
2014-02-19,62358969000
2014-02-20,63348945000
2014-02-21,63130007999
2014-02-24,63320388000
2014-02-25,63729705000
2014-02-26,63310869000
2014-02-27,64910061000
2014-02-28,64681605000
2014-03-03,64387220000
2014-03-04,66001677000
2014-03-05,65418944000
2014-03-06,63728062999
2014-03-07,64205712999
2014-03-10,63794934000
2014-03-11,63546556000
2014-03-12,63938229000
2014-03-13,63938229000
2014-03-14,64071970999
2014-03-17,64329902000
2014-03-18,64196160000
2014-03-19,63842699000
2014-03-20,63527450000
2014-03-21,61855675000
2014-03-24,61435343000
2014-03-25,63451026000
2014-03-26,62027629000
2014-03-27,61473554999
2014-03-28,62438408000
2014-03-31,63078459000
2014-04-01,62887399000
2014-04-02,63384154999
2014-04-03,64091077000
2014-04-04,63097565000
2014-04-07,62190029999
2014-04-08,60967246000
2014-04-09,62591256000
2014-04-10,60566020000
2014-04-11,61387578000
2014-04-14,62734551000
2014-04-15,63059353000
2014-04-16,63202648000
2014-04-17,63766275000
2014-04-21,63173988999
2014-04-22,64368113999
2014-04-23,64377667000
2014-04-24,64406326000
2014-04-25,63670745000
2014-04-28,64434985000
2014-04-29,64310795999
2014-04-30,64864870000
2014-05-01,66326479000
2014-05-02,65781958000
2014-05-05,66727704999
2014-05-06,65705534000
2014-05-07,66746811000
2014-05-08,65619557000
2014-05-09,65590898000
2014-05-12,66250054999
2014-05-13,66460220999
2014-05-14,65543133000
2014-05-15,65065483000
2014-05-16,64740681000
2014-05-19,66431562000
2014-05-20,65801063999
2014-05-21,65772404999
2014-05-22,66708599000
2014-05-23,66670387000
2014-05-27,67100271999
2014-05-28,66689493000
2014-05-29,67931383000
2014-05-30,68695623000
2014-06-02,68841560000
2014-06-03,68411360000
2014-06-04,71279360000
2014-06-05,72273600000
2014-06-06,71728680000
2014-06-09,71623520000
2014-06-10,71451440000
2014-06-11,71384520000
2014-06-12,69281320000
2014-06-13,69845360000
2014-06-16,70065240000
2014-06-17,69883600000
2014-06-18,72732480000
2014-06-19,72072840000
2014-06-20,71260240000
2014-06-23,70485880000
2014-06-24,69290880000
2014-06-25,70925640000
2014-06-26,70963880000
2014-06-27,70839600000
2014-06-30,70868280000
2014-07-01,70533680000
2014-07-02,69826240000
2014-07-03,70724880000
2014-07-07,70342480000
2014-07-08,67990720000
2014-07-09,68784200000
2014-07-10,68382680000
2014-07-11,68506960000
2014-07-14,68344439999
2014-07-15,68440040000
2014-07-16,68277520000
2014-07-17,67092080000
2014-07-18,68803320000
2014-07-21,68516520000
2014-07-22,69654160000
2014-07-23,69692400000
2014-07-24,69864480000
2014-07-25,70065240000
2014-07-28,68306200000
2014-07-29,67072960000
2014-07-30,67770840000
2014-07-31,65744120000
2014-08-01,67426680000
2014-08-04,68937160000
2014-08-05,66078720000
2014-08-06,56604760000
2014-08-07,58191720000
2014-08-08,58029200000
2014-08-11,59262440000
2014-08-12,59424960000
2014-08-13,59702200000
2014-08-14,59511000000
2014-08-15,59033000000
2014-08-18,59338920000
2014-08-19,59415400000
2014-08-20,59272000000
2014-08-21,58382920000
2014-08-22,58363800000
2014-08-25,58115240000
2014-08-26,58249080000
2014-08-27,57866680000
2014-08-28,57809320000
2014-08-29,57857120000
2014-09-02,56757458000
2014-09-03,56956076000
2014-09-04,59074668000
2014-09-05,60483910000
2014-09-08,59547568000
2014-09-09,59216538000
2014-09-10,59888056000
2014-09-11,60001552000
2014-09-12,59415156000
2014-09-15,59320576000
2014-09-16,60190712000
2014-09-17,60275834000
2014-09-18,59755644000
2014-09-19,59471904000
2014-09-22,57145236000
2014-09-23,57788380000
2014-09-24,58185616000
2014-09-25,57211442000
2014-09-26,56918244000
2014-09-29,56369680000
2014-09-30,56057566000
2014-10-01,55840032000
2014-10-02,56521008000
2014-10-03,57476266000
2014-10-06,57362770000
2014-10-07,56596672000
2014-10-08,58128868000
2014-10-09,58213990000
2014-10-10,59575942000
2014-10-13,57400602000
2014-10-14,57400602000
2014-10-15,57646510000
2014-10-16,57116862000
2014-10-17,57003366000
2014-10-20,56937160000
2014-10-21,58213990000
2014-10-22,58166700000
2014-10-23,58705806000
2014-10-24,59254370000
2014-10-27,59689438000
2014-10-28,60247460000
2014-10-29,59424614000
2014-10-30,59547568000
2014-10-31,60739276000
2014-11-03,61458084000
2014-11-04,61703991999
2014-11-05,62101228000
2014-11-06,63037570000
2014-11-07,63292936000
2014-11-10,64106324000
2014-11-11,63841500000
2014-11-12,63784752000
2014-11-13,63330767999
2014-11-14,63302394000
2014-11-17,62942990000
2014-11-18,64371148000
2014-11-19,64115782000
2014-11-20,63690172000
2014-11-21,63926622000
2014-11-24,64059034000
2014-11-25,64134698000
2014-11-26,64758926000
2014-11-28,64891338000
2014-12-01,70724772000
2014-12-02,69660300000
2014-12-03,70317768000
2014-12-04,70860440000
2014-12-05,71590960000
2014-12-08,70683028000
2014-12-09,71580524000
2014-12-10,71121340000
2014-12-11,76193236000
2014-12-12,77748200000
2014-12-15,76641984000
2014-12-16,75546204000
2014-12-17,75128764000
2014-12-18,77622968000
2014-12-19,76422828000
2014-12-22,77508172000
2014-12-23,79845836000
2014-12-24,80012812000
2014-12-26,79793656000
2014-12-29,80138044000
2014-12-30,79365780000
2014-12-31,79522320000
2015-01-02,79313600000
2015-01-05,77748200000
2015-01-06,77946484000
2015-01-07,79939760000
2015-01-08,80931180000
2015-01-09,78969212000
2015-01-12,79000520000
2015-01-13,78541336000
2015-01-14,78259564000
2015-01-15,78040408000
2015-01-16,79344908000
2015-01-20,79365780000
2015-01-21,78885724000
2015-01-22,79334472000
2015-01-23,78885724000
2015-01-26,79146624000
2015-01-27,78196948000
2015-01-28,76986372000
2015-01-29,77821252000
2015-01-30,76965500000
2015-02-02,78155204000
2015-02-03,78050844000
2015-02-04,77925612000
2015-02-05,78050844000
2015-02-06,79470140000
2015-02-09,79731040000
2015-02-10,80033684000
2015-02-11,82997508000
2015-02-12,83446256000
2015-02-13,82162628000
2015-02-17,81400800000
2015-02-18,81181644000
2015-02-19,80461560000
2015-02-20,80492868000
2015-02-23,82016524000
2015-02-24,83895004000
2015-02-25,83498436000
2015-02-26,85209940000
2015-02-27,86702288000
2015-03-02,91262868000
2015-03-03,90815394000
2015-03-04,90608028000
2015-03-05,90804480000
2015-03-06,89876790000
2015-03-09,91131900000
2015-03-10,90280608000
2015-03-11,90051414000
2015-03-12,91950450000
2015-03-13,91372008000
2015-03-16,94700778000
2015-03-17,94144164000
2015-03-18,95148252000
2015-03-19,95344704000
2015-03-20,96294222000
2015-03-23,95955888000
2015-03-24,96043200000
2015-03-25,93729432000
2015-03-26,92157816000
2015-03-27,93085506000
2015-03-30,93849486000
2015-03-31,92419752000
2015-04-01,91961364000
2015-04-02,93827658000
2015-04-06,96054114000
2015-04-07,95257392000
2015-04-08,95693952000
2015-04-09,101085468000
2015-04-10,100430628000
2015-04-13,100092294000
2015-04-14,100386972000
2015-04-15,99906756000
2015-04-16,97702128000
2015-04-17,94908144000
2015-04-20,95082768000
2015-04-21,95050026000
2015-04-22,94973628000
2015-04-23,94613466000
2015-04-24,93838572000
2015-04-27,93991368000
2015-04-28,93947712000
2015-04-29,92299698000
2015-04-30,90509802000
2015-05-01,91088244000
2015-05-04,91819482000
2015-05-05,90738996000
2015-05-06,90695340000
2015-05-07,91928622000
2015-05-08,92790828000
2015-05-11,91950450000
2015-05-12,91874052000
2015-05-13,91753998000
2015-05-14,93150990000
2015-05-15,94373358000
2015-05-18,94253304000
2015-05-19,93685776000
2015-05-20,92648946000
2015-05-21,95104596000
2015-05-22,94351530000
2015-05-26,93369270000
2015-05-27,94056852000
2015-05-28,93914970000
2015-05-29,93685776000
2015-06-01,93881562000
2015-06-02,94263727000
2015-06-03,93706858000
2015-06-04,93084475000
2015-06-05,91599491000
2015-06-08,90911594000
2015-06-09,91905223000
2015-06-10,93346531000
2015-06-11,93674101000
2015-06-12,92877014000
2015-06-15,92178198000
2015-06-16,93772372000
2015-06-17,93488478000
2015-06-18,95868820000
2015-06-19,96654988000
2015-06-22,95814225000
2015-06-23,95093571000
2015-06-24,94067185000
2015-06-25,94296484000
2015-06-26,94744163000
2015-06-29,92025332000
2015-06-30,92200036000
2015-07-01,93652263000
2015-07-02,93695939000
2015-07-06,93237341000
2015-07-07,95268275000
2015-07-08,93805129000
2015-07-09,97779645000
2015-07-10,101666809000
2015-07-13,103162712000
2015-07-14,102998927000
2015-07-15,102584005000
2015-07-16,104920671000
2015-07-17,104549425000
2015-07-20,104440235000
2015-07-21,104451154000
2015-07-22,105521216000
2015-07-23,104254612000
2015-07-24,103850609000
2015-07-27,103053522000
2015-07-28,105062618000
2015-07-29,105455702000
2015-07-30,105412026000
2015-07-31,105510297000
2015-08-03,104724129000
2015-08-04,104462073000
2015-08-05,105564892000
2015-08-06,102343787000
2015-08-07,101852432000
2015-08-10,102584005000
2015-08-11,101492105000
2015-08-12,101939784000
2015-08-13,101044426000
2015-08-14,100563990000
2015-08-17,101219130000
2015-08-18,100389286000
2015-08-19,99810579000
2015-08-20,98019863000
2015-08-21,93477559000
2015-08-24,89830613000
2015-08-25,88443900000
2015-08-26,93259179000
2015-08-27,95923415000
2015-08-28,95453898000
2015-08-31,94252950000
2015-09-01,93697560000
2015-09-02,95646870000
2015-09-03,96115140000
2015-09-04,95211270000
2015-09-08,98108010000
2015-09-09,96855660000
2015-09-10,97334820000
2015-09-11,98445600000
2015-09-14,98195130000
2015-09-15,99011880000
2015-09-16,99000990000
2015-09-17,97661520000
2015-09-18,94187610000
2015-09-21,96104250000
2015-09-22,94427190000
2015-09-23,95222160000
2015-09-24,93381750000
2015-09-25,92913480000
2015-09-28,89984070000
2015-09-29,89363340000
2015-09-30,90495900000
2015-10-01,92162070000
2015-10-02,94862790000
2015-10-05,95788440000
2015-10-06,91584900000
2015-10-07,91955160000
2015-10-08,91780920000
2015-10-09,92967930000
2015-10-12,93882690000
2015-10-13,92717460000
2015-10-14,91508670000
2015-10-15,95026140000
2015-10-16,95984460000
2015-10-19,96332940000
2015-10-20,96637860000
2015-10-21,95875560000
2015-10-22,96518070000
2015-10-23,97966440000
2015-10-26,97443720000
2015-10-27,103629240000
2015-10-28,92510550000
2015-10-29,91345320000
2015-10-30,92216520000
2015-11-02,94252950000
2015-11-03,96082470000
2015-11-04,95265720000
2015-11-05,93599550000
2015-11-06,92205630000
2015-11-09,90909720000
2015-11-10,90964170000
2015-11-11,89101980000
2015-11-12,87555600000
2015-11-13,86216130000
2015-11-16,89123760000
2015-11-17,90354330000
2015-11-18,92107620000
2015-11-19,90201870000
2015-11-20,89112870000
2015-11-23,89199990000
2015-11-24,90310770000
2015-11-25,90822600000
2015-11-27,91672020000
2015-11-30,90769206000
2015-12-01,90725998000
2015-12-02,89991462000
2015-12-03,88511588000
2015-12-04,91406524000
2015-12-07,91676574000
2015-12-08,90369532000
2015-12-09,90023868000
2015-12-10,90110284000
2015-12-11,88263142000
2015-12-14,89181312000
2015-12-15,88695222000
2015-12-16,91503742000
2015-12-17,90023868000
2015-12-18,89127302000
2015-12-21,91698178000
2015-12-22,92908002000
2015-12-23,92951210000
2015-12-24,93394092000
2015-12-28,92724368000
2015-12-29,93782964000
2015-12-30,93318478000
2015-12-31,91989832000
2016-01-04,89710610000
2016-01-05,87355774000
2016-01-06,86016326000
2016-01-07,87679834000
2016-01-08,87550210000
2016-01-11,87517804000
2016-01-12,88381964000
2016-01-13,86340386000
2016-01-14,88435974000
2016-01-15,86340386000
2016-01-19,87172140000
2016-01-20,85821890000
2016-01-21,85314196000
2016-01-22,87323368000
2016-01-25,85022542000
2016-01-26,85811088000
2016-01-27,84741690000
2016-01-28,83834322000
2016-01-29,86113544000
2016-02-01,86491614000
2016-02-02,84255600000
2016-02-03,82970162000
2016-02-04,83380638000
2016-02-05,81231040000
2016-02-08,78757382000
2016-02-09,80939386000
2016-02-10,82106002000
2016-02-11,81587506000
2016-02-12,83261816000
2016-02-16,82689310000
2016-02-17,84428432000
2016-02-18,82689310000
2016-02-19,83791114000
2016-02-22,85119760000
2016-02-23,85044146000
2016-02-24,85800286000
2016-02-25,86329584000
2016-02-26,85951514000
2016-02-29,85318352000
2016-03-01,86842280000
2016-03-02,85880368000
2016-03-03,86377536000
2016-03-04,85869560000
2016-03-07,85545320000
2016-03-08,86885512000
2016-03-09,88193280000
2016-03-10,87177328000
2016-03-11,87987928000
2016-03-14,88106816000
2016-03-15,87890656000
2016-03-16,88733680000
2016-03-17,90030640000
2016-03-18,90722352000
2016-03-21,90300840000
2016-03-22,89490240000
2016-03-23,88993072000
2016-03-24,88982264000
2016-03-28,89479432000
2016-03-29,89728016000
2016-03-30,90387304000
2016-03-31,91046592000
2016-04-01,93705360000
2016-04-04,93283848000
2016-04-05,90095488000
2016-04-06,90452152000
2016-04-07,87869040000
2016-04-08,87944696000
2016-04-11,87706920000
2016-04-12,87879848000
2016-04-13,87631264000
2016-04-14,87825808000
2016-04-15,88020352000
2016-04-18,87815000000
2016-04-19,88452672000
2016-04-20,87685304000
2016-04-21,87069248000
2016-04-22,86615312000
2016-04-25,86885512000
2016-04-26,87879848000
2016-04-27,88150048000
2016-04-28,86842280000
2016-04-29,85685824000
2016-05-02,87069248000
2016-05-03,88041968000
2016-05-04,88074392000
2016-05-05,88041968000
2016-05-06,85847944000
2016-05-09,87425912000
2016-05-10,87458336000
2016-05-11,86712584000
2016-05-12,86323496000
2016-05-13,84961688000
2016-05-16,85242696000
2016-05-17,82659584000
2016-05-18,82724432000
2016-05-19,82367768000
2016-05-20,83459376000
2016-05-23,82713624000
2016-05-24,83383720000
2016-05-25,83902504000
2016-05-26,82983824000
2016-05-27,83221600000
2016-05-31,83785500000
2016-06-01,84543250000
2016-06-02,85625750000
2016-06-03,85171100000
2016-06-06,85149450000
2016-06-07,85647400000
2016-06-08,85993800000
2016-06-09,85528325000
2016-06-10,89273775000
2016-06-13,91319700000
2016-06-14,91298050000
2016-06-15,90074825000
2016-06-16,90009875000
2016-06-17,89468625000
2016-06-20,89771725000
2016-06-21,90064000000
2016-06-22,90648550000
2016-06-23,92077450000
2016-06-24,88526850000
2016-06-27,85939675000
2016-06-28,86470100000
2016-06-29,90053175000
2016-06-30,90139775000
2016-07-01,89912450000
2016-07-05,90410400000
2016-07-06,88277875000
2016-07-07,87141250000
2016-07-08,88548500000
2016-07-11,88775825000
2016-07-12,87920650000
2016-07-13,88516025000
2016-07-14,90691850000
2016-07-15,89317075000
2016-07-18,89609350000
2016-07-19,88992325000
2016-07-20,89317075000
2016-07-21,88440250000
2016-07-22,88061375000
2016-07-25,88299525000
2016-07-26,88039725000
2016-07-27,86535050000
2016-07-28,86015450000
2016-07-29,85788125000
2016-08-01,85809775000
2016-08-02,85463375000
2016-08-03,86167000000
2016-08-04,86437625000
2016-08-05,87173725000
2016-08-08,87281975000
2016-08-09,87563425000
2016-08-10,89306250000
2016-08-11,89750075000
2016-08-12,90193900000
2016-08-15,90507825000
2016-08-16,89631000000
2016-08-17,89327900000
2016-08-18,89468625000
2016-08-19,89403675000
2016-08-22,89566050000
2016-08-23,89176350000
2016-08-24,88191275000
2016-08-25,86794850000
2016-08-26,85939675000
2016-08-29,86978875000
2016-08-30,87162900000
2016-08-31,87336291000
2016-09-01,88234434000
2016-09-02,88970262000
2016-09-06,88342644000
2016-09-07,89684448000
2016-09-08,91621407000
2016-09-09,89727732000
2016-09-12,90431097000
2016-09-13,89002725000
2016-09-14,87628458000
2016-09-15,88082940000
2016-09-16,88180329000
2016-09-19,87444501000
2016-09-20,87260544000
2016-09-21,87195618000
2016-09-22,89143398000
2016-09-23,88786305000
2016-09-26,87303828000
2016-09-27,87617637000
2016-09-28,87282186000
2016-09-29,85713141000
2016-09-30,87238902000
2016-10-03,86979198000
2016-10-04,86827704000
2016-10-05,87119871000
2016-10-06,86892630000
2016-10-07,86438148000
2016-10-10,86189265000
2016-10-11,84490368000
2016-10-12,84728430000
2016-10-13,84620220000
2016-10-14,84739251000
2016-10-17,84414621000
2016-10-18,84490368000
2016-10-19,83516478000
2016-10-20,87671742000
2016-10-21,88266897000
2016-10-24,89933331000
2016-10-25,89219145000
2016-10-26,89056830000
2016-10-27,88905336000
2016-10-28,87758310000
2016-10-31,89522133000
2016-11-01,89229966000
2016-11-02,88656453000
2016-11-03,87412038000
2016-11-04,86946735000
2016-11-07,88137045000
2016-11-08,86665389000
2016-11-09,88234434000
2016-11-10,87509427000
2016-11-11,87704205000
2016-11-14,88472496000
2016-11-15,90117288000
2016-11-16,90019899000
2016-11-17,90885579000
2016-11-18,90106467000
2016-11-21,91350882000
2016-11-22,90809832000
2016-11-23,90950505000
2016-11-25,91361703000
2016-11-28,92357235000
2016-11-29,92552013000
2016-11-30,91482981000
2016-12-01,90932334000
2016-12-02,91893267000
2016-12-05,91774500000
2016-12-06,91461387000
2016-12-07,91763703000
2016-12-08,90997116000
2016-12-09,93275283000
2016-12-12,93545208000
2016-12-13,94722081000
2016-12-14,92573478000
2016-12-15,92551884000
2016-12-16,92940576000
2016-12-19,92918982000
2016-12-20,93156516000
2016-12-21,92692245000
2016-12-22,90986319000
2016-12-23,90997116000
2016-12-27,91223853000
2016-12-28,90252123000
2016-12-29,90133356000
2016-12-30,89355972000
2017-01-03,89571912000
2017-01-04,89593506000
2017-01-05,89647491000
2017-01-06,89723070000
2017-01-09,89129235000
2017-01-10,89258799000
2017-01-11,91159071000
2017-01-12,90608424000
2017-01-13,90500454000
2017-01-17,90932334000
2017-01-18,90824364000
2017-01-19,90144153000
2017-01-20,88233084000
2017-01-23,88049535000
2017-01-24,87704031000
2017-01-25,88567791000
2017-01-26,87747219000
2017-01-27,87995550000
2017-01-30,87973956000
2017-01-31,88470618000
2017-02-01,87498888000
2017-02-02,87013023000
2017-02-03,86883459000
2017-02-06,87239760000
2017-02-07,87919971000
2017-02-08,88027941000
2017-02-09,88945686000
2017-02-10,89949807000
2017-02-13,90079371000
2017-02-14,90468063000
2017-02-15,90964725000
2017-02-16,92476305000
2017-02-17,92703042000
2017-02-21,93296877000
2017-02-22,93167313000
2017-02-23,93923103000
2017-02-24,94592517000
2017-02-27,94171434000
2017-02-28,93039898000
2017-03-01,93459967000
2017-03-02,93427654000
2017-03-03,92512119000
2017-03-06,92501348000
2017-03-07,92619829000
2017-03-08,91725836000
2017-03-09,91887401000
2017-03-10,92232073000
2017-03-13,92210531000
2017-03-14,91984340000
2017-03-15,92415180000
2017-03-16,92275157000
2017-03-17,92533661000
2017-03-20,91154973000
2017-03-21,89625491000
2017-03-22,89431613000
2017-03-23,89377758000
2017-03-24,89366987000
2017-03-27,90002476000
2017-03-28,90196354000
2017-03-29,90228667000
2017-03-30,89733201000
2017-03-31,89453155000
2017-04-03,89345445000
2017-04-04,88860750000
2017-04-05,87428207000
2017-04-06,87955986000
2017-04-07,88677643000
2017-04-10,88871521000
2017-04-11,89054628000
2017-04-12,88936147000
2017-04-13,88839208000
2017-04-17,89539323000
2017-04-18,89205422000
2017-04-19,89948621000
2017-04-20,90627194000
2017-04-21,90508713000
2017-04-24,90777988000
2017-04-25,92544432000
2017-04-26,92544432000
2017-04-27,92512119000
2017-04-28,93212234000
2017-05-01,93126066000
2017-05-02,92425951000
2017-05-03,92404409000
2017-05-04,92684455000
2017-05-05,92512119000
2017-05-08,92458264000
2017-05-09,92609058000
2017-05-10,92221302000
2017-05-11,92092050000
2017-05-12,91822775000
2017-05-15,91510416000
2017-05-16,91025721000
2017-05-17,88031383000
2017-05-18,87729795000
2017-05-19,86825031000
2017-05-22,87611314000
2017-05-23,87503604000
2017-05-24,86792718000
2017-05-25,86975825000
2017-05-26,87514375000
2017-05-30,86340336000
2017-05-31,85484202000
2017-06-01,86708118000
2017-06-02,87678810000
2017-06-05,87974238000
2017-06-06,85937895000
2017-06-07,85948446000
2017-06-08,85958997000
2017-06-09,85452549000
2017-06-12,86317731000
2017-06-13,86307180000
2017-06-14,87446688000
2017-06-15,87109056000
2017-06-16,82762044000
2017-06-19,84207531000
2017-06-20,82614330000
2017-06-21,82424412000
2017-06-22,80577987000
2017-06-23,80546334000
2017-06-26,81801903000
2017-06-27,81517026000
2017-06-28,81337659000
2017-06-29,82688187000
2017-06-30,82624881000
2017-07-03,82434963000
2017-07-05,82973064000
2017-07-06,82002372000
2017-07-07,81738597000
2017-07-10,81411516000
2017-07-11,81548679000
2017-07-12,81791352000
2017-07-13,82308351000
2017-07-14,83257941000
2017-07-17,83542818000
2017-07-18,83004717000
2017-07-19,83943756000
2017-07-20,84196980000
2017-07-21,83247390000
2017-07-24,83985960000
2017-07-25,84471306000
2017-07-26,83015268000
2017-07-27,83120778000
2017-07-28,84007062000
2017-07-31,85114917000
2017-08-01,85600263000
2017-08-02,85494753000
2017-08-03,85515855000
2017-08-04,85526406000
2017-08-07,86001201000
2017-08-08,85547508000
2017-08-09,85758528000
2017-08-10,84144225000
2017-08-11,85167672000
2017-08-14,86022303000
2017-08-15,85600263000
2017-08-16,85737426000
2017-08-17,85347039000
2017-08-18,84439653000
2017-08-21,85041060000
2017-08-22,85758528000
2017-08-23,85842936000
2017-08-24,84935550000
2017-08-25,85600263000
2017-08-28,85631916000
2017-08-29,85906242000
2017-08-30,86286078000
2017-08-31,81997150000
2017-09-01,81715442000
2017-09-05,81956906000
2017-09-06,82258736000
2017-09-07,82057516000
2017-09-08,81886479000
2017-09-11,82781908000
2017-09-12,83244714000
2017-09-13,83234653000
2017-09-14,82510261000
2017-09-15,83003250000
2017-09-18,83103860000
2017-09-19,81705381000
2017-09-20,79320924000
2017-09-21,78677020000
2017-09-22,78888301000
2017-09-25,79441656000
2017-09-26,79562388000
2017-09-27,78626715000
2017-09-28,77992872000
2017-09-29,77691042000
2017-10-02,77067260000
2017-10-03,77258419000
2017-10-04,76292563000
2017-10-05,77419395000
2017-10-06,73646520000
2017-10-09,71302307000
2017-10-10,70276085000
2017-10-11,69340412000
2017-10-12,69420900000
2017-10-13,67972116000
2017-10-16,67720591000
2017-10-17,67811140000
2017-10-18,68153213999
2017-10-19,67609920000
2017-10-20,68475166000
2017-10-23,67921811000
2017-10-24,67700469000
2017-10-25,69783096000
2017-10-26,67519371000
2017-10-27,64873328000
2017-10-30,66664186000
2017-10-31,66674246999
2017-11-01,67418761000
2017-11-02,67187358000
2017-11-03,67277907000
2017-11-06,66342234000
2017-11-07,68334312000
2017-11-08,69320290000
2017-11-09,69964194000
2017-11-10,71423039000
2017-11-13,70799257000
2017-11-14,71020599000
2017-11-15,70628220000
2017-11-16,71734930000
2017-11-17,71684625000
2017-11-20,71211758000
2017-11-21,71594076000
2017-11-22,71765113000
2017-11-24,70708708000
2017-11-27,69813279000
2017-11-28,72680664000
2017-11-29,72358712000
2017-11-30,72105160000
2017-12-01,70806950000
2017-12-04,70925870000
2017-12-05,69548380000
2017-12-06,70410550000
2017-12-07,68983510000
2017-12-08,70906050000
2017-12-11,71233080000
2017-12-12,71361910000
2017-12-13,71074520000
2017-12-14,69726760000
2017-12-15,71292540000
2017-12-18,71897050000
2017-12-19,71540290000
2017-12-20,72065520000
2017-12-21,72590750000
2017-12-22,72055610000
2017-12-26,72640300000
2017-12-27,72204260000
2017-12-28,72283540000
2017-12-29,71966420000
2018-01-02,74275450000
2018-01-03,74830410000
2018-01-04,70955600000
2018-01-05,72263720000
2018-01-08,73185350000
2018-01-09,72759220000
2018-01-10,73413280000
2018-01-11,74701580000
2018-01-12,75385370000
2018-01-16,75345730000
2018-01-17,75097980000
2018-01-18,75316000000
2018-01-19,75781770000
2018-01-22,76703400000
2018-01-23,76326820000
2018-01-24,76634030000
2018-01-25,77565570000
2018-01-26,78437650000
2018-01-29,79547570000
2018-01-30,75444830000
2018-01-31,74582660000
2018-02-01,75375460000
2018-02-02,72897960000
2018-02-05,69796130000
2018-02-06,71143890000
2018-02-07,70886230000
2018-02-08,67606020000
2018-02-09,67843859999
2018-02-12,67843859999
2018-02-13,67675390000
2018-02-14,67873589999
2018-02-15,69151980000
2018-02-16,70281720000
2018-02-20,70271810000
2018-02-21,69003330000
2018-02-22,69042970000
2018-02-23,69726760000
2018-02-26,69964600000
2018-02-27,68517740000
2018-02-28,68345769000
2018-03-01,69645420000
2018-03-02,70022418000
2018-03-05,69992655000
2018-03-06,69238659000
2018-03-07,68950950000
2018-03-08,68425137000
2018-03-09,70042260000
2018-03-12,69595815000
2018-03-13,69308106000
2018-03-14,68008455000
2018-03-15,66847697999
2018-03-16,67036196999
2018-03-19,66093702000
2018-03-20,65528205000
2018-03-21,65746466999
2018-03-22,65309943000
2018-03-23,64913103000
2018-03-26,66936987000
2018-03-27,65438915999
2018-03-28,67056039000
2018-03-29,64952787000
2018-04-02,62601510000
2018-04-03,62670957000
2018-04-04,64992471000
2018-04-05,64139265000
2018-04-06,62968587000
2018-04-09,62353485000
2018-04-10,63256296000
2018-04-11,63603531000
2018-04-12,63534084000
2018-04-13,63315822000
2018-04-16,65696862000
2018-04-17,65448837000
2018-04-18,65736546000
2018-04-19,64764288000
2018-04-20,63415032000
2018-04-23,64089659999
2018-04-24,64486500000
2018-04-25,65428995000
2018-04-26,66212753999
2018-04-27,66579831000
2018-04-30,65925045000
2018-05-01,64903182000
2018-05-02,63147165000
2018-05-03,61738383000
2018-05-04,63305901000
2018-05-07,61807830000
2018-05-08,61867356000
2018-05-09,62442774000
2018-05-10,63305901000
2018-05-11,63583689000
2018-05-14,64585709999
2018-05-15,64099581000
2018-05-16,65220653999
2018-05-17,65468678999
2018-05-18,63831714000
2018-05-21,63990450000
2018-05-22,63722583000
2018-05-23,63405111000
2018-05-24,62909061000
2018-05-25,63028113000
2018-05-29,62204670000
2018-05-30,63038034000
2018-05-31,60805294000
2018-06-01,61263356000
2018-06-04,61692180000
2018-06-05,61292594000
2018-06-06,61545990000
2018-06-07,61984560000
2018-06-08,61789640000
2018-06-11,62432876000
2018-06-12,62082020000
2018-06-13,62286686000
2018-06-14,63222302000
2018-06-15,64128680000
2018-06-18,62520590000
2018-06-19,62968906000
2018-06-20,66272800000
2018-06-21,66068134000
2018-06-22,65892706000
2018-06-25,65532103999
2018-06-26,64879121999
2018-06-27,64576996000
2018-06-28,58183620000
2018-06-29,58495492000
2018-07-02,59577298000
2018-07-03,59216696000
2018-07-05,60795548000
2018-07-06,61692180000
2018-07-09,62111258000
2018-07-10,61594720000
2018-07-11,62043036000
2018-07-12,62257448000
2018-07-13,63514682000
2018-07-16,63504936000
