,SLG
2014-02-27,9672692585
2014-02-28,9746628702
2014-03-03,9727220471
2014-03-04,9862153886
2014-03-05,9806701798
2014-03-06,9777127351
2014-03-07,9703191233
2014-03-10,9594135460
2014-03-11,9684707204
2014-03-12,9684707204
2014-03-13,9599680668
2014-03-14,9665298973
2014-03-17,9694873420
2014-03-18,9806701798
2014-03-19,9583969243
2014-03-20,9627406712
2014-03-21,9729993076
2014-03-24,9649587548
2014-03-25,9756794918
2014-03-26,9616316295
2014-03-27,9685631405
2014-03-28,9760491724
2014-03-31,9908329092
2014-04-01,9991802799
2014-04-02,9966760687
2014-04-03,9913894005
2014-04-04,9960268287
2014-04-07,9983455428
2014-04-08,10034467139
2014-04-09,9964905716
2014-04-10,9823927898
2014-04-11,9779408588
2014-04-14,9857317381
2014-04-15,10050234395
2014-04-16,10104956047
2014-04-17,9993657771
2014-04-21,10054871823
2014-04-22,10072494050
2014-04-23,10040032053
2014-04-24,10180082384
2014-04-25,10065074165
2014-04-28,10216254324
2014-04-29,10193067183
2014-04-30,10310857859
2014-05-01,10394331567
2014-05-02,10448125734
2014-05-05,10440705849
2014-05-06,10445343277
2014-05-07,10594668465
2014-05-08,10624348006
2014-05-09,10683707087
2014-05-12,10728226397
2014-05-13,10674432230
2014-05-14,10664229888
2014-05-15,10633622862
2014-05-16,10691126972
2014-05-19,10671649773
2014-05-20,10671649773
2014-05-21,10659592460
2014-05-22,10613218178
2014-05-23,10723588969
2014-05-27,10743066168
2014-05-28,10683707087
2014-05-29,10733791311
2014-05-30,10782020565
2014-06-02,10870131700
2014-06-03,10844162102
2014-06-04,10894246327
2014-06-05,11106640539
2014-06-06,11076033512
2014-06-09,10961952779
2014-06-10,10855291930
2014-06-11,10883116499
2014-06-12,10846944559
2014-06-13,10900738726
2014-06-16,10851581988
2014-06-17,10832104789
2014-06-18,10896101298
2014-06-19,10986994891
2014-06-20,10932273238
2014-06-23,10906303640
2014-06-24,10897028784
2014-06-25,10837669703
2014-06-26,10733791311
2014-06-27,10765325823
2014-06-30,10805162892
2014-07-01,10828417805
2014-07-02,10754932279
2014-07-03,10700050684
2014-07-07,10691678915
2014-07-08,10734467956
2014-07-09,10726096187
2014-07-10,10838649967
2014-07-11,10786558961
2014-07-14,10814464857
2014-07-15,10891671169
2014-07-16,10887950383
2014-07-17,10803302499
2014-07-18,10924228048
2014-07-21,10888880580
2014-07-22,11033991238
2014-07-23,11024689273
2014-07-24,11047013990
2014-07-25,10838649967
2014-07-28,10894461759
2014-07-29,10766094638
2014-07-30,10801442106
2014-07-31,10646099285
2014-08-01,10599589459
2014-08-04,10683307147
2014-08-05,10544707864
2014-08-06,10547498453
2014-08-07,10543777667
2014-08-08,10602380048
2014-08-11,10647959678
2014-08-12,10664703216
2014-08-13,10870276649
2014-08-14,10876788025
2014-08-15,10847021736
2014-08-18,10958645319
2014-08-19,10976319054
2014-08-20,10974458660
2014-08-21,10892601366
2014-08-22,10837719771
2014-08-25,10782838175
2014-08-26,10804232695
2014-08-27,10823766823
2014-08-28,10786558961
2014-08-29,10799581713
2014-09-02,10787489158
2014-09-03,10771675817
2014-09-04,10727026383
2014-09-05,10753071886
2014-09-08,10794000534
2014-09-09,10787489158
2014-09-10,10646099285
2014-09-11,10690748719
2014-09-12,10269369691
2014-09-15,10216348488
2014-09-16,10270299887
2014-09-17,10383783864
2014-09-18,10400527401
2014-09-19,10394946222
2014-09-22,10231231633
2014-09-23,10155885714
2014-09-24,10093562547
2014-09-25,10007984466
2014-09-26,10135421390
2014-09-29,10122398639
2014-09-30,9814111408
2014-10-01,9814111408
2014-10-02,9838744763
2014-10-03,9891660861
2014-10-06,9929979414
2014-10-07,9805900289
2014-10-08,10098763519
2014-10-09,10081428935
2014-10-10,10200946328
2014-10-13,10245651307
2014-10-14,10481036706
2014-10-15,10335973611
2014-10-16,10429945302
2014-10-17,10485598439
2014-10-20,10635223267
2014-10-21,10740143115
2014-10-22,10713685066
2014-10-23,10919875378
2014-10-24,10865134587
2014-10-27,10919875378
2014-10-28,10981914940
2014-10-29,10969142089
2014-10-30,11133364461
2014-10-31,11207264528
2014-11-03,11284813982
2014-11-04,11314009070
2014-11-05,11314009070
2014-11-06,11139750887
2014-11-07,11048516236
2014-11-10,11178981787
2014-11-11,11054902661
2014-11-12,10865134587
2014-11-13,11008372989
2014-11-14,10959106278
2014-11-17,10966405050
2014-11-18,11074974284
2014-11-19,11064026126
2014-11-20,11066763166
2014-11-21,11078623670
2014-11-24,11105994066
2014-11-25,11084097749
2014-11-26,11223686766
2014-11-28,11250144814
2014-12-01,11270216438
2014-12-02,11456335126
2014-12-03,11505601837
2014-12-04,11539358658
2014-12-05,11578589558
2014-12-08,11667087169
2014-12-09,11844994739
2014-12-10,11864154016
2014-12-11,11838608313
2014-12-12,11661613090
2014-12-15,11532972232
2014-12-16,11500127758
2014-12-17,11843170046
2014-12-18,11924368885
2014-12-19,11796640374
2014-12-22,11882400946
2014-12-23,11811237918
2014-12-24,11719090920
2014-12-26,11821273730
2014-12-29,11775656404
2014-12-30,11768357632
2014-12-31,12082489450
2015-01-02,12315782750
2015-01-05,12382711156
2015-01-06,12478323164
2015-01-07,12621741176
2015-01-08,12683888981
2015-01-09,12709704223
2015-01-12,12964988284
2015-01-13,12934392442
2015-01-14,13010882048
2015-01-15,13025223849
2015-01-16,12993671887
2015-01-20,12967856645
2015-01-21,12964988284
2015-01-22,13058688052
2015-01-23,13045302371
2015-01-26,13253736548
2015-01-27,13227921306
2015-01-28,13198281584
2015-01-29,13157168420
2015-01-30,12790974430
2015-02-02,12814877432
2015-02-03,12954470963
2015-02-04,12931524082
2015-02-05,13134221538
2015-02-06,12950646483
2015-02-09,12850253875
2015-02-10,12933436322
2015-02-11,12939173042
2015-02-12,13119879737
2015-02-13,13053907452
2015-02-17,13035741170
2015-02-18,13189676503
2015-02-19,12909533320
2015-02-20,13058688052
2015-02-23,13171510222
2015-02-24,12879893597
2015-02-25,12904752719
2015-02-26,12766115308
2015-02-27,12884674198
2015-03-02,12982198446
2015-03-03,13005145328
2015-03-04,12928655721
2015-03-05,12984110686
2015-03-06,12540470969
2015-03-09,12706835863
2015-03-10,12611223855
2015-03-11,12587320853
2015-03-12,12927699601
2015-03-13,12934392442
2015-03-16,13032872810
2015-03-17,13109362416
2015-03-18,13257561029
2015-03-19,13239394747
2015-03-20,13602720378
2015-03-23,13543440933
2015-03-24,13361778118
2015-03-25,13123704218
2015-03-26,13022355489
2015-03-27,12966900524
2015-03-30,13151431700
2015-03-31,13187793186
2015-04-01,13144253150
2015-04-02,13342602204
2015-04-06,13522567687
2015-04-07,13300997280
2015-04-08,13355180437
2015-04-09,13056205521
2015-04-10,13133610030
2015-04-13,13101680670
2015-04-14,13181987848
2015-04-15,13032984169
2015-04-16,13121999354
2015-04-17,13013633042
2015-04-20,13049432627
2015-04-21,13161669165
2015-04-22,13201338975
2015-04-23,13082329543
2015-04-24,13233268335
2015-04-27,13267132808
2015-04-28,13122966910
2015-04-29,12744652373
2015-04-30,12569524672
2015-05-01,12606291814
2015-05-04,12702079894
2015-05-05,12346986709
2015-05-06,12257971524
2015-05-07,12446645015
2015-05-08,12636286061
2015-05-11,12443742345
2015-05-12,12484379713
2015-05-13,12354727160
2015-05-14,12614032265
2015-05-15,12709820344
2015-05-18,12519211742
2015-05-19,12365370280
2015-05-20,12389559189
2015-05-21,12254101299
2015-05-22,12246360848
2015-05-26,12243458179
2015-05-27,12376980957
2015-05-28,12320862688
2015-05-29,12189275023
2015-06-01,12430196556
2015-06-02,12302479117
2015-06-03,12205723481
2015-06-04,12083811380
2015-06-05,11944483264
2015-06-08,11855468079
2015-06-09,11769355563
2015-06-10,11817733381
2015-06-11,11905781009
2015-06-12,11807090261
2015-06-15,11723880414
2015-06-16,11812895599
2015-06-17,11878689431
2015-06-18,11970607285
2015-06-19,11850630297
2015-06-22,11749036879
2015-06-23,11693886166
2015-06-24,11660989250
2015-06-25,11519726022
2015-06-26,11477153542
2015-06-29,11302993397
2015-06-30,11293241238
2015-07-01,11506193417
2015-07-02,11586534466
2015-07-06,11670747373
2015-07-07,11814974076
2015-07-08,11725921347
2015-07-09,11708497987
2015-07-10,11811102218
2015-07-13,11742376742
2015-07-14,11756896209
2015-07-15,11756896209
2015-07-16,11841109116
2015-07-17,11769479747
2015-07-20,11784967178
2015-07-21,11775287534
2015-07-22,11800454609
2015-07-23,11586534466
2015-07-24,11633964724
2015-07-27,11642676404
2015-07-28,11682362947
2015-07-29,11778191427
2015-07-30,11737536920
2015-07-31,11833365401
2015-08-03,11886603446
2015-08-04,11789807001
2015-08-05,11700754271
2015-08-06,11695914449
2015-08-07,11676555160
2015-08-10,11685266840
2015-08-11,11766575854
2015-08-12,11790774965
2015-08-13,11889507339
2015-08-14,11915642379
2015-08-17,12021150504
2015-08-18,11992111571
2015-08-19,11927257952
2015-08-20,11713337809
2015-08-21,11467474839
2015-08-24,10817002728
2015-08-25,10471439420
2015-08-26,10791835653
2015-08-27,10925414747
2015-08-28,10951549787
2015-08-31,10637929305
2015-09-01,10413361553
2015-09-02,10544036753
2015-09-03,10602114620
2015-09-04,10374642975
2015-09-08,10564364007
2015-09-09,10464663668
2015-09-10,10589531083
2015-09-11,10795707510
2015-09-14,10761828755
2015-09-15,10922510853
2015-09-16,11125783388
2015-09-17,11363902643
2015-09-18,11325184065
2015-09-21,11419076616
2015-09-22,11227419655
2015-09-23,11340671496
2015-09-24,11243875051
2015-09-25,11276785842
2015-09-28,11061897734
2015-09-29,11196444793
2015-09-30,11082145096
2015-10-01,11122675407
2015-10-02,11234616267
2015-10-05,11452707941
2015-10-06,11488413216
2015-10-07,11661149542
2015-10-08,11700714846
2015-10-09,11703609868
2015-10-12,11741245157
2015-10-13,11671764623
2015-10-14,11663079557
2015-10-15,11917841513
2015-10-16,12050047528
2015-10-19,12191903617
2015-10-20,12124353099
2015-10-21,12040397454
2015-10-22,12216993810
2015-10-23,12056802580
2015-10-26,12114703025
2015-10-27,12152338314
2015-10-28,12152338314
2015-10-29,12211203766
2015-10-30,12153303321
2015-11-02,12479475826
2015-11-03,12286474344
2015-11-04,12276824270
2015-11-05,12308669514
2015-11-06,11909156446
2015-11-09,11756685276
2015-11-10,11991182076
2015-11-11,12005657187
2015-11-12,11884066254
2015-11-13,11803970639
2015-11-16,11889856298
2015-11-17,11952581780
2015-11-18,12086717810
2015-11-19,12129178136
2015-11-20,12223748862
2015-11-23,12181288536
2015-11-24,12045222491
2015-11-25,12119528062
2015-11-27,12184183558
2015-11-30,12098297899
2015-12-01,12350164833
2015-12-02,12061627617
2015-12-03,11913016476
2015-12-04,12071277691
2015-12-07,11883101246
2015-12-08,11790460535
2015-12-09,11794320565
2015-12-10,11575263882
2015-12-11,11461393008
2015-12-14,11418932682
2015-12-15,11547278668
2015-12-16,11711329927
2015-12-17,11552103705
2015-12-18,11292516711
2015-12-21,11270321541
2015-12-22,11315676889
2015-12-23,11589738994
2015-12-24,11582983942
2015-12-28,11623514253
2015-12-29,11687204742
2015-12-30,11683344712
2015-12-31,12124015701
2016-01-04,11812702917
2016-01-05,11903670938
2016-01-06,11723756408
2016-01-07,11417497403
2016-01-08,11190077351
2016-01-11,11236572117
2016-01-12,11050593052
2016-01-13,10961646542
2016-01-14,10926270089
2016-01-15,10746355559
2016-01-19,10738269512
2016-01-20,10369343649
2016-01-21,10382483474
2016-01-22,10957603519
2016-01-25,10909087241
2016-01-26,11072829679
2016-01-27,10910097997
2016-01-28,10025686681
2016-01-29,10367322138
2016-02-01,9977170403
2016-02-02,9645642503
2016-02-03,9558717506
2016-02-04,9770976221
2016-02-05,9417211695
2016-02-08,9001791065
2016-02-09,8712714909
2016-02-10,8877468103
2016-02-11,8642972760
2016-02-12,8693510549
2016-02-16,8878478859
2016-02-17,8981575949
2016-02-18,9140264608
2016-02-19,9370716929
2016-02-22,9668889887
2016-02-23,9512222739
2016-02-24,9498072158
2016-02-25,9662825352
2016-02-26,9587018668
2016-02-29,9462695705
2016-03-01,10019622146
2016-03-02,10120697725
2016-03-03,10229859350
2016-03-04,10192461386
2016-03-07,10070159935
2016-03-08,9776030000
2016-03-09,9940783194
2016-03-10,9930675636
2016-03-11,10183364584
2016-03-14,10119686969
2016-03-15,9952912264
2016-03-16,10221773304
2016-03-17,10356203824
2016-03-18,10168203247
2016-03-21,10312741325
2016-03-22,10320827371
2016-03-23,10143945108
2016-03-24,10116654702
2016-03-28,10108568655
2016-03-29,10327902662
2016-03-30,10287472430
2016-03-31,10007753414
2016-04-01,9985375587
2016-04-04,9948403525
2016-04-05,9865702860
2016-04-06,10006780465
2016-04-07,9880297095
2016-04-08,10012618159
2016-04-11,10107967161
2016-04-12,10237369378
2016-04-13,10215964500
2016-04-14,10250017715
2016-04-15,10378446983
2016-04-18,10455309954
2016-04-19,10574009732
2016-04-20,10548713058
2016-04-21,10864921483
2016-04-22,10872705075
2016-04-25,10940811505
2016-04-26,11010863833
2016-04-27,10975837669
2016-04-28,10912595984
2016-04-29,10855191993
2016-05-02,11024485119
2016-05-03,10861029687
2016-05-04,10869786228
2016-05-05,10816274033
2016-05-06,10836705962
2016-05-09,10909677137
2016-05-10,10993350751
2016-05-11,10805571594
2016-05-12,10753032348
2016-05-13,10535091772
2016-05-16,10611954743
2016-05-17,10437796872
2016-05-18,10256828358
2016-05-19,10157587560
2016-05-20,10261693103
2016-05-23,10297692216
2016-05-24,10339529023
2016-05-25,10370663391
2016-05-26,10367744544
2016-05-27,10390122371
2016-05-31,10470877138
2016-06-01,10477687781
2016-06-02,10542875364
2016-06-03,10488390220
2016-06-06,10375528136
2016-06-07,10411527249
2016-06-08,10464066495
2016-06-09,10482552526
2016-06-10,10326880686
2016-06-13,10274341440
2016-06-14,10166344101
2016-06-15,10302556961
2016-06-16,10315205298
2016-06-17,10362879799
2016-06-20,10562334344
2016-06-21,10556496650
2016-06-22,10596387559
2016-06-23,10884380463
2016-06-24,10553577803
2016-06-27,10113804855
2016-06-28,10322988890
2016-06-29,10642116162
2016-06-30,11009089152
2016-07-01,10772428796
2016-07-05,10731524537
2016-07-06,10683802902
2016-07-07,10604916116
2016-07-08,10958445784
2016-07-11,11069471630
2016-07-12,11273019014
2016-07-13,11292497233
2016-07-14,11240879954
2016-07-15,11288601589
2016-07-18,11399627435
2016-07-19,11464879467
2016-07-20,11466827289
2016-07-21,11697644180
2016-07-22,11872948147
2016-07-25,11959626220
2016-07-26,11995660924
2016-07-27,11988843548
2016-07-28,12025852163
2016-07-29,12182651823
2016-08-01,12148564940
2016-08-02,11997608746
2016-08-03,12023904341
2016-08-04,12098895483
2016-08-05,12156356228
2016-08-08,12169017070
2016-08-09,12201156131
2016-08-10,12177782268
2016-08-11,12287834203
2016-08-12,12319973264
2016-08-15,12325816730
2016-08-16,12224529993
2016-08-17,12232321280
2016-08-18,12180704001
2016-08-19,11938200179
2016-08-22,12014165232
2016-08-23,11989817459
2016-08-24,11942095823
2016-08-25,11945017556
2016-08-26,11814513491
2016-08-29,11948913200
2016-08-30,11916774139
2016-08-31,12172912714
2016-09-01,11945991467
2016-09-02,12074547710
2016-09-06,12132982365
2016-09-07,12246929944
2016-09-08,12056043402
2016-09-09,11477540310
2016-09-12,11780426609
2016-09-13,11457088180
2016-09-14,11457088180
2016-09-15,11438583872
2016-09-16,11364566642
2016-09-19,11412288277
2016-09-20,11397679613
2016-09-21,11596357443
2016-09-22,11755104925
2016-09-23,11770687499
2016-09-26,11610966107
2016-09-27,11456114269
2016-09-28,11414236099
2016-09-29,11158097525
2016-09-30,11187389152
2016-10-03,11077240596
2016-10-04,10973915402
2016-10-05,10719501482
2016-10-06,10865716379
2016-10-07,10840372463
2016-10-10,10968066806
2016-10-11,10827700505
2016-10-12,10903732252
2016-10-13,10928101401
2016-10-14,10873514506
2016-10-17,10884236932
2016-10-18,10900807954
2016-10-19,10938823827
2016-10-20,10816978080
2016-10-21,10722425780
2016-10-24,10538195009
2016-10-25,10400753006
2016-10-26,10228219428
2016-10-27,10016695210
2016-10-28,9915319548
2016-10-31,10164859639
2016-11-01,10029367168
2016-11-02,9880227973
2016-11-03,9752533629
2016-11-04,9940663464
2016-11-07,10207749342
2016-11-08,10158036277
2016-11-09,10290604450
2016-11-10,10532346413
2016-11-11,10712678120
2016-11-14,11114281703
2016-11-15,10981713530
2016-11-16,10765315483
2016-11-17,10814053782
2016-11-18,10702930460
2016-11-21,10848170591
2016-11-22,10977814466
2016-11-23,10905681784
2016-11-25,10884236932
2016-11-28,10854993953
2016-11-29,10972940636
2016-11-30,10903732252
2016-12-01,10904707018
2016-12-02,11117206001
2016-12-05,11201035876
2016-12-06,11359922730
2016-12-07,11488591840
2016-12-08,11462273158
2016-12-09,11443752605
2016-12-12,11683545036
2016-12-13,11666974014
2016-12-14,11451550733
2016-12-15,11171792896
2016-12-16,11341402177
2016-12-19,11395989072
2016-12-20,11415484391
2016-12-21,11136701321
2016-12-22,11052871447
2016-12-23,10928101401
2016-12-27,10970016338
2016-12-28,10876438804
2016-12-29,10877413570
2016-12-30,11130852725
2017-01-03,11268280512
2017-01-04,11491240502
2017-01-05,11350423666
2017-01-06,11471682608
2017-01-09,11154844728
2017-01-10,11011094209
2017-01-11,10906459477
2017-01-12,11022828945
2017-01-13,11053143681
2017-01-17,11214496304
2017-01-18,11303484721
2017-01-19,11143109992
2017-01-20,11223297357
2017-01-23,11379760507
2017-01-24,11356291034
2017-01-25,11288816301
2017-01-26,11422787873
2017-01-27,11378782612
2017-01-30,11321086826
2017-01-31,11314241563
2017-02-01,11099104731
2017-02-02,11264368934
2017-02-03,11304462616
2017-02-06,11266324723
2017-02-07,11149955255
2017-02-08,11261435250
2017-02-09,11316197352
2017-02-10,11399318401
2017-02-13,11453102609
2017-02-14,11528400500
2017-02-15,11541113131
2017-02-16,11494174186
2017-02-17,11553825762
2017-02-21,11661394178
2017-02-22,11672151019
2017-02-23,11631079442
2017-02-24,11601742602
2017-02-27,11703443649
2017-02-28,11698554176
2017-03-01,11810034171
2017-03-02,11576317340
2017-03-03,11658460494
2017-03-06,11713222596
2017-03-07,11640858389
2017-03-08,11501997343
2017-03-09,11301528932
2017-03-10,11075635258
2017-03-13,11051187891
2017-03-14,10974912105
2017-03-15,11295661564
2017-03-16,11235032093
2017-03-17,11349445772
2017-03-20,11305440511
2017-03-21,11085414205
2017-03-22,10974912105
2017-03-23,11167557359
2017-03-24,11087369995
2017-03-27,10955354212
2017-03-28,10953398422
2017-03-29,10862454216
2017-03-30,10918194213
2017-03-31,10988044962
2017-04-03,11008429144
2017-04-04,11064728314
2017-04-05,11053080210
2017-04-06,11190916110
2017-04-07,11089965873
2017-04-10,11181209356
2017-04-11,11238479202
2017-04-12,11223919072
2017-04-13,11115203432
2017-04-17,11308367827
2017-04-18,11189945434
2017-04-19,11125880861
2017-04-20,11013282521
2017-04-21,11096760601
2017-04-24,11034637378
2017-04-25,11156942472
2017-04-26,10926892414
2017-04-27,10834678256
2017-04-28,10814294074
2017-05-01,10883212024
2017-05-02,10946305921
2017-05-03,10837590282
2017-05-04,10806528671
2017-05-05,10873505270
2017-05-08,10793909892
2017-05-09,10666751421
2017-05-10,10741493423
2017-05-11,10663839395
2017-05-12,10584244016
2017-05-15,10586185367
2017-05-16,10536680924
2017-05-17,10514355391
2017-05-18,10497853910
2017-05-19,10537651599
2017-05-22,10563859834
2017-05-23,10605598874
2017-05-24,10529886196
2017-05-25,10580361315
2017-05-26,10495912559
2017-05-30,10431847986
2017-05-31,10412434479
2017-06-01,10585214691
2017-06-02,10647337914
2017-06-05,10632777783
2017-06-06,10477469727
2017-06-07,10546387677
2017-06-08,10671604797
2017-06-09,10942423220
2017-06-12,11164707875
2017-06-13,11044344132
2017-06-14,10949217948
2017-06-15,10931745791
2017-06-16,10896801479
2017-06-19,10835648932
2017-06-20,10854091763
2017-06-21,10977367533
2017-06-22,10955042000
2017-06-23,11003575767
2017-06-26,10999693066
2017-06-27,10921068362
2017-06-28,10894860128
2017-06-29,10894860128
2017-06-30,10672535980
2017-07-03,10846405301
2017-07-05,10684887352
2017-07-06,10364701772
2017-07-07,10332398182
2017-07-10,10160429072
2017-07-11,10032164819
2017-07-12,10160429072
2017-07-13,10442610429
2017-07-14,10561373627
2017-07-17,10579425633
2017-07-18,10424558423
2017-07-19,10582275950
2017-07-20,10202233718
2017-07-21,10282042586
2017-07-24,10289643431
2017-07-25,10291543642
2017-07-26,10273491636
2017-07-27,10371352511
2017-07-28,10415057367
2017-07-31,10416957579
2017-08-01,10496766447
2017-08-02,10374202828
2017-08-03,10316246387
2017-08-04,10348549977
2017-08-07,10318146598
2017-08-08,10274441742
2017-08-09,10259240052
2017-08-10,10090121259
2017-08-11,9986559751
2017-08-14,10124325060
2017-08-15,10034065030
2017-08-16,10006511968
2017-08-17,9851644759
2017-08-18,9730981350
2017-08-21,9832642647
2017-08-22,9783237157
2017-08-23,9899150038
2017-08-24,9794638424
2017-08-25,9870646870
2017-08-28,9768035467
2017-08-29,9699627866
2017-08-30,9789887896
2017-08-31,9722430400
2017-09-01,9795588529
2017-09-05,9656873115
2017-09-06,9738582195
2017-09-07,9718629977
2017-09-08,9628369947
2017-09-11,9744282828
2017-09-12,9701528077
2017-09-13,9695827443
2017-09-14,9869696765
2017-09-15,9930503522
2017-09-18,9903900565
2017-09-19,9718629977
2017-09-20,9857345392
2017-09-21,10201283612
2017-09-22,10154728439
2017-09-25,10259240052
2017-09-26,10396055256
2017-09-27,10213634985
2017-09-28,10164229494
2017-09-29,10220285724
2017-10-02,9816607558
2017-10-03,9920712120
2017-10-04,10032963995
2017-10-05,10031153481
2017-10-06,10092710961
2017-10-09,10029342967
2017-10-10,10042921823
2017-10-11,10081847877
2017-10-12,10075511077
2017-10-13,9946964575
2017-10-16,9887217609
2017-10-17,9804839216
2017-10-18,9759576363
2017-10-19,9482567703
2017-10-20,9361263257
2017-10-23,9411052395
2017-10-24,9246295610
2017-10-25,9207369557
2017-10-26,9215516870
2017-10-27,9175685560
2017-10-30,9085159854
2017-10-31,9196506472
2017-11-01,9148527848
2017-11-02,9148527848
2017-11-03,9048949571
2017-11-06,9159390933
2017-11-07,9270737551
2017-11-08,9326863489
2017-11-09,9490715017
2017-11-10,9600251121
2017-11-13,9617451005
2017-11-14,9614735234
2017-11-15,9626503576
2017-11-16,9688966313
2017-11-17,9695303112
2017-11-20,9660903344
2017-11-21,9713408253
2017-11-22,9683534770
2017-11-24,9705260940
2017-11-27,9727892366
2017-11-28,9696208369
2017-11-29,9825660129
2017-11-30,9825660129
2017-12-01,9806649730
2017-12-04,9991322171
2017-12-05,9861870411
2017-12-06,9841049499
2017-12-07,9785828818
2017-12-08,9860965154
2017-12-11,9860965154
2017-12-12,9901701722
2017-12-13,9889933380
2017-12-14,9911659549
2017-12-15,9921617377
2017-12-18,9975932801
2017-12-19,9766818420
2017-12-20,9514251700
2017-12-21,9526925299
2017-12-22,9614735234
2017-12-26,9644608717
2017-12-27,9674482200
2017-12-28,9700734654
2017-12-29,9700734654
2018-01-02,9397829979
2018-01-03,9426854629
2018-01-04,9230718355
2018-01-05,9324828585
2018-01-08,9279972307
2018-01-09,9210489053
2018-01-10,8972135106
2018-01-11,8939592317
2018-01-12,8914965340
2018-01-16,8870109063
2018-01-17,8878024876
2018-01-18,8788312321
2018-01-19,8769842089
2018-01-22,8960701153
2018-01-23,9072402080
2018-01-24,9056570453
2018-01-25,9010834640
2018-01-26,9143644404
2018-01-29,9195536961
2018-01-30,9169150915
2018-01-31,9386396025
2018-02-01,9291406261
2018-02-02,9157716962
2018-02-05,8744335578
2018-02-06,8726744880
2018-02-07,8671334184
2018-02-08,8461125353
2018-02-09,8608007674
2018-02-12,8655502557
2018-02-13,8761046740
2018-02-14,8758408135
2018-02-15,8922001619
2018-02-16,8983569060
2018-02-20,8987966734
2018-02-21,8824373250
2018-02-22,8956303479
2018-02-23,9115499289
2018-02-26,9156837427
2018-02-27,8954544409
2018-02-28,9050413709
2018-03-01,9027545803
2018-03-02,9137487660
2018-03-05,9189380217
2018-03-06,9322189981
2018-03-07,9345937422
2018-03-08,9288767656
2018-03-09,9301960679
2018-03-12,9318671841
2018-03-13,9197296031
2018-03-14,9217525332
2018-03-15,9186741612
2018-03-16,9239513704
2018-03-19,9175307659
2018-03-20,9111981149
2018-03-21,9056570453
2018-03-22,8969496502
2018-03-23,8679249998
2018-03-26,8819096041
2018-03-27,8867470458
2018-03-28,9150680683
2018-03-29,9042497895
2018-04-02,8577157215
2018-04-03,8705060705
2018-04-04,8661861513
2018-04-05,8633062052
2018-04-06,8500076304
2018-04-09,8494147003
2018-04-10,8560216355
2018-04-11,8553440012
2018-04-12,8543275496
2018-04-13,8555981140
2018-04-16,8680496459
2018-04-17,8730471994
2018-04-18,8679649416
2018-04-19,8727930865
2018-04-20,8633062052
2018-04-23,8653391083
2018-04-24,8649155868
2018-04-25,8668637857
2018-04-26,8783835702
2018-04-27,8869387043
2018-04-30,8789765003
2018-05-01,8828728980
2018-05-02,8724542694
2018-05-03,8769435971
2018-05-04,8986278974
2018-05-07,9025242951
2018-05-08,9017619565
2018-05-09,9075218487
2018-05-10,9103170906
2018-05-11,9000678705
2018-05-14,8899880590
2018-05-15,8676261244
2018-05-16,8554287055
2018-05-17,8505158562
2018-05-18,8478053186
2018-05-21,8570380871
2018-05-22,8555134098
2018-05-23,8654238126
2018-05-24,8608497805
2018-05-25,8621203450
2018-05-29,8599180332
2018-05-30,8745718768
2018-05-31,8770283014
2018-06-01,8812635163
2018-06-04,8839740539
2018-06-05,8843128711
2018-06-06,8908351020
2018-06-07,8880398602
2018-06-08,8862610699
2018-06-11,8771130057
2018-06-12,8763506671
2018-06-13,8614427106
2018-06-14,8799082476
2018-06-15,8932068224
2018-06-18,8974420373
2018-06-19,8936303439
2018-06-20,9053195370
2018-06-21,9010843221
2018-06-22,9136205582
2018-06-25,9048113112
2018-06-26,9007455049
2018-06-27,9010843221
2018-06-28,9065053971
2018-06-29,9040489725
2018-07-02,8859392752
2018-07-03,8940038500
2018-07-05,9052277429
2018-07-06,9066411220
2018-07-09,9050614630
2018-07-10,9004887659
2018-07-11,8985765471
2018-07-12,9075556614
2018-07-13,9089690405
2018-07-16,8999899262
2018-07-17,8845258961
2018-07-18,8881840538
2018-07-19,8973294479
2018-07-20,8766276011
2018-07-23,8795374993
2018-07-24,8827799572
2018-07-25,8920916313
2018-07-26,8955835090
2018-07-27,8895142929
2018-07-30,8873526543
2018-07-31,9101329998
2018-08-01,9157033762
2018-08-02,9107149794
2018-08-03,9214400326
2018-08-06,9313336862
2018-08-07,9340773045
2018-08-08,9280080884
2018-08-09,9255138900
2018-08-10,9163684958
2018-08-13,9112969590
2018-08-14,9117126588
2018-08-15,9155370963
2018-08-16,9261790095
2018-08-17,9344098643
2018-08-20,9312505463
2018-08-21,9176987349
2018-08-22,9131260379
2018-08-23,9078882212
2018-08-24,9108812593
2018-08-27,9108812593
2018-08-28,9187795542
2018-08-29,9213568926
2018-08-30,9176155950
2018-08-31,9215231725
2018-09-04,9073062416
2018-09-05,9092184603
2018-09-06,9090521804
2018-09-07,8907613921
2018-09-10,8884334736
2018-09-11,8890154532
2018-09-12,8939207101
2018-09-13,8880177739
2018-09-14,8846921760
2018-09-17,8965811884
2018-09-18,8916759315
2018-09-19,8700595453
2018-09-20,8768770210
2018-09-21,8850247358
2018-09-24,8621612503
2018-09-25,8621612503
2018-09-26,8475286197
2018-09-27,8507710776
2018-09-28,8609141511
2018-10-01,8813727070
2018-10-02,8795732877
2018-10-03,8762315090
2018-10-04,8639783205
2018-10-05,8568663300
2018-10-08,8620075279
2018-10-09,8620932146
2018-10-10,8471837404
2018-10-11,8246481559
