,APH
2013-11-27,13460397035
2013-11-29,13460397035
2013-12-02,13460397035
2013-12-03,13511047635
2013-12-04,13485722335
2013-12-05,13460397035
2013-12-06,13625011486
2013-12-09,13700987386
2013-12-10,13688324736
2013-12-11,13447734384
2013-12-12,13460397035
2013-12-13,13485722335
2013-12-16,13625011486
2013-12-17,13662999436
2013-12-18,13802288587
2013-12-19,13776963287
2013-12-20,13903589787
2013-12-23,13916252437
2013-12-24,13954240388
2013-12-26,13992228338
2013-12-27,13966903038
2013-12-30,14042878938
2013-12-31,14051540594
2014-01-02,13824699580
2014-01-03,13875108694
2014-01-06,13749085908
2014-01-07,13837301858
2014-01-08,13912915530
2014-01-09,14089347430
2014-01-10,14076745151
2014-01-13,14051540594
2014-01-14,14555631736
2014-01-15,14505222622
2014-01-16,14467415786
2014-01-17,14505222622
2014-01-21,14341393001
2014-01-22,14341393001
2014-01-23,13938120087
2014-01-24,13534847173
2014-01-27,13446631223
2014-01-28,13560051730
2014-01-29,13484438059
2014-01-30,13648267680
2014-01-31,13686074516
2014-02-03,13345812995
2014-02-04,13383619830
2014-02-05,13446631223
2014-02-06,13660869959
2014-02-07,13761688187
2014-02-10,13711279073
2014-02-11,13862506416
2014-02-12,13912915530
2014-02-13,13950722365
2014-02-14,13900313251
2014-02-18,14001131480
2014-02-19,13950722365
2014-02-20,14013733758
2014-02-21,13887710973
2014-02-24,14001131480
2014-02-25,13912915530
2014-02-26,13723881351
2014-02-27,13799495023
2014-02-28,13862506416
2014-03-03,13824699580
2014-03-04,14177563380
2014-03-05,14064142872
2014-03-06,14215370215
2014-03-07,14240574772
2014-03-10,14253177051
2014-03-11,14152358822
2014-03-12,14265779329
2014-03-13,14215370215
2014-03-14,14253177051
2014-03-17,14379199836
2014-03-18,14454813508
2014-03-19,14353995279
2014-03-20,14442211229
2014-03-21,14694256800
2014-03-24,14568234015
2014-03-25,14606040851
2014-03-26,14404404394
2014-03-27,14303586165
2014-03-28,14429608951
2014-03-31,14404274320
2014-04-01,14492258544
2014-04-02,14768780390
2014-04-03,14731072865
2014-04-04,14567673593
2014-04-07,14366566796
2014-04-08,14416843495
2014-04-09,14630519467
2014-04-10,14303720922
2014-04-11,14228305873
2014-04-14,14328859272
2014-04-15,14353997621
2014-04-16,14668226991
2014-04-17,14793918739
2014-04-21,14831626264
2014-04-22,14932179662
2014-04-23,15007594711
2014-04-24,15133286459
2014-04-25,14881902963
2014-04-28,14881902963
2014-04-29,14919610487
2014-04-30,14982456361
2014-05-01,15133286459
2014-05-02,15045302235
2014-05-05,15170993983
2014-05-06,14982456361
2014-05-07,15032733060
2014-05-08,15007594711
2014-05-09,15083009760
2014-05-12,15183563158
2014-05-13,15108148109
2014-05-14,15020163886
2014-05-15,14894472138
2014-05-16,15007594711
2014-05-19,15045302235
2014-05-20,14869333788
2014-05-21,14944748837
2014-05-22,14995025536
2014-05-23,15032733060
2014-05-27,15007594711
2014-05-28,14969887186
2014-05-29,15070440585
2014-05-30,15057871410
2014-06-02,15208701508
2014-06-03,15158424808
2014-06-04,15095578934
2014-06-05,15221270682
2014-06-06,15334393256
2014-06-09,15434946654
2014-06-10,15346962430
2014-06-11,15409808304
2014-06-12,15246409032
2014-06-13,15208701508
2014-06-16,15158424808
2014-06-17,15196132333
2014-06-18,15246409032
2014-06-19,15309254906
2014-06-20,15321824081
2014-06-23,15258978207
2014-06-24,15108148109
2014-06-25,15108148109
2014-06-26,15020163886
2014-06-27,15120717284
2014-06-30,15087769094
2014-07-01,15250676900
2014-07-02,15225614161
2014-07-03,15325865118
2014-07-07,15325865118
2014-07-08,15300802379
2014-07-09,15238145530
2014-07-10,15137894573
2014-07-11,15125363203
2014-07-14,15188020052
2014-07-15,15112831834
2014-07-16,15112831834
2014-07-17,14824610331
2014-07-18,15100300464
2014-07-21,15087769094
2014-07-22,15225614161
2014-07-23,15188020052
2014-07-24,15300802379
2014-07-25,15288271009
2014-07-28,15288271009
2014-07-29,15225614161
2014-07-30,15263208270
2014-07-31,15062706355
2014-08-01,15075237725
2014-08-04,15225614161
2014-08-05,15250676900
2014-08-06,15325865118
2014-08-07,15263208270
2014-08-08,15438647445
2014-08-11,15538898403
2014-08-12,15639149360
2014-08-13,15664212100
2014-08-14,15802057166
2014-08-15,15726868948
2014-08-18,15939902232
2014-08-19,16002559081
2014-08-20,16015090451
2014-08-21,16353437432
2014-08-22,16265717844
2014-08-25,16340906062
2014-08-26,16253186474
2014-08-27,16215592365
2014-08-28,16190529626
2014-08-29,16140404147
2014-09-02,16340906062
2014-09-03,16315843323
2014-09-04,16278249214
2014-09-05,16315843323
2014-09-08,16303311953
2014-09-09,16203060996
2014-09-10,16203060996
2014-09-11,16365968802
2014-09-12,16328374693
2014-09-15,16228123735
2014-09-16,16290780584
2014-09-17,16365968802
2014-09-18,16503813868
2014-09-19,16278249214
2014-09-22,16228123735
2014-09-23,15952433602
2014-09-24,16002559081
2014-09-25,15776994427
2014-09-26,15952433602
2014-09-29,15952433602
2014-09-30,15476707883
2014-10-01,15203881302
2014-10-02,15303090968
2014-10-03,15402300634
2014-10-06,15352695801
2014-10-07,15154276469
2014-10-08,15476707883
2014-10-09,15303090968
2014-10-10,14174581018
2014-10-13,14124976185
2014-10-14,14397802766
2014-10-15,14596222098
2014-10-16,14633425723
2014-10-17,14893851096
2014-10-20,14968258345
2014-10-21,15402300634
2014-10-22,14608623306
2014-10-23,14881449888
2014-10-24,15141875261
2014-10-27,14993060762
2014-10-28,15265887343
2014-10-29,15253486135
2014-10-30,15340294592
2014-10-31,15687528423
2014-11-03,15625522382
2014-11-04,15501510300
2014-11-05,15699929631
2014-11-06,15823941714
2014-11-07,15799139297
2014-11-10,15712330840
2014-11-11,15749534464
2014-11-12,15898348963
2014-11-13,15724732048
2014-11-14,15774336881
2014-11-17,15761935673
2014-11-18,15985157421
2014-11-19,15972756213
2014-11-20,15923151380
2014-11-21,16133971920
2014-11-24,16257984002
2014-11-25,16307588835
2014-11-26,16431600918
2014-11-28,16630020249
2014-12-01,16419199709
2014-12-02,16493606959
2014-12-03,16654822666
2014-12-04,16642421458
2014-12-05,16654822666
2014-12-08,16617619041
2014-12-09,16704427499
2014-12-10,16692026291
2014-12-11,16679625082
2014-12-12,16220780377
2014-12-15,16096768295
2014-12-16,16009959837
2014-12-17,16319990043
2014-12-18,16865643206
2014-12-19,17064062538
2014-12-22,17126068579
2014-12-23,17188074620
2014-12-24,17138469787
2014-12-26,17126068579
2014-12-29,17051661330
2014-12-30,16890445622
2014-12-31,16680503529
2015-01-02,16630896083
2015-01-05,16333251411
2015-01-06,16122419768
2015-01-07,16395260717
2015-01-08,16717709113
2015-01-09,16618494222
2015-01-12,16420064440
2015-01-13,16382858856
2015-01-14,16258840242
2015-01-15,16097616045
2015-01-16,16258840242
2015-01-20,16234036520
2015-01-21,16717709113
2015-01-22,16978148201
2015-01-23,17027755647
2015-01-26,16990550063
2015-01-27,16841727726
2015-01-28,16730110974
2015-01-29,17040157508
2015-01-30,16655699806
2015-02-02,16816924004
2015-02-03,16928540756
2015-02-04,16916138895
2015-02-05,17126970538
2015-02-06,17064961231
2015-02-09,16990550063
2015-02-10,17288194735
2015-02-11,17226185429
2015-02-12,17362605904
2015-02-13,17486624517
2015-02-17,17362605904
2015-02-18,17437017072
2015-02-19,17437017072
2015-02-20,17647848715
2015-02-23,17585839408
2015-02-24,17623044992
2015-02-25,17623044992
2015-02-26,17610643131
2015-02-27,17511428240
2015-03-02,17747063606
2015-03-03,17771867328
2015-03-04,18057110140
2015-03-05,18205932476
2015-03-06,17908287803
2015-03-09,17895885942
2015-03-10,17759465467
2015-03-11,17759465467
2015-03-12,18069512001
2015-03-13,17970297110
2015-03-16,18391960396
2015-03-17,18292745506
2015-03-18,18664801346
2015-03-19,18590390178
2015-03-20,18615193901
2015-03-23,18528380871
2015-03-24,18317549228
2015-03-25,17858680358
2015-03-26,17833876635
2015-03-27,17871082219
2015-03-30,18218334337
2015-03-31,18200384288
2015-04-01,18002688328
2015-04-02,18163316295
2015-04-06,18212740285
2015-04-07,18175672293
2015-04-08,18286876270
2015-04-09,18323944262
2015-04-10,18398080247
2015-04-13,18225096283
2015-04-14,18200384288
2015-04-15,18299232267
2015-04-16,18150960298
2015-04-17,17903840348
2015-04-20,18052112318
2015-04-21,17965620335
2015-04-22,17545516421
2015-04-23,17520804426
2015-04-24,17347820461
2015-04-27,17372532456
2015-04-28,17298396472
2015-04-29,17236616484
2015-04-30,17100700512
2015-05-01,17446668441
2015-05-04,17557872419
2015-05-05,17273684477
2015-05-06,17211904489
2015-05-07,17224260487
2015-05-08,17545516421
2015-05-11,17656720398
2015-05-12,17533160424
2015-05-13,17594940411
2015-05-14,17940908340
2015-05-15,17854416358
2015-05-18,17965620335
2015-05-19,17940908340
2015-05-20,18002688328
2015-05-21,17903840348
2015-05-22,17891484351
2015-05-26,17669076396
2015-05-27,17804992368
2015-05-28,17804992368
2015-05-29,17619652406
2015-06-01,17669076396
2015-06-02,17817348366
2015-06-03,17879128353
2015-06-04,17594940411
2015-06-05,17656720398
2015-06-08,17570228416
2015-06-09,17508448429
2015-06-10,17730856383
2015-06-11,17767924376
2015-06-12,17817348366
2015-06-15,17607296409
2015-06-16,17656720398
2015-06-17,17619652406
2015-06-18,17977976333
2015-06-19,17817348366
2015-06-22,17891484351
2015-06-23,17829704363
2015-06-24,17545516421
2015-06-25,17360176459
2015-06-26,17199548492
2015-06-29,17557872419
2015-06-30,17901157090
2015-07-01,17740553196
2015-07-02,17604657594
2015-07-06,17308158097
2015-07-07,17258741514
2015-07-08,16739867396
2015-07-09,16764575687
2015-07-10,16838700561
2015-07-13,17110491766
2015-07-14,17036366892
2015-07-15,16986950310
2015-07-16,16974596164
2015-07-17,16776929833
2015-07-20,16789283979
2015-07-21,16702804959
2015-07-22,17542886865
2015-07-23,17382282971
2015-07-24,17258741514
2015-07-27,16912825435
2015-07-28,17468761991
2015-07-29,17617011739
2015-07-30,17579949302
2015-07-31,17419345408
2015-08-03,17283449806
2015-08-04,17172262495
2015-08-05,17320512243
2015-08-06,17221679077
2015-08-07,17159908349
2015-08-10,17493470282
2015-08-11,17271095660
2015-08-12,17221679077
2015-08-13,17122845912
2015-08-14,17159908349
2015-08-17,17234033223
2015-08-18,17048721038
2015-08-19,17061075184
2015-08-20,16715159105
2015-08-21,16010972801
2015-08-24,15158536749
2015-08-25,15319140643
2015-08-26,15627994285
2015-08-27,16443367900
2015-08-28,16332180588
2015-08-31,16171576695
2015-09-01,15566223556
2015-09-02,16048035238
2015-09-03,16060389384
2015-09-04,15677410867
2015-09-08,15936847927
2015-09-09,15627994285
2015-09-10,15875077198
2015-09-11,15924493781
2015-09-14,15912139635
2015-09-15,16146868403
2015-09-16,16282764006
2015-09-17,16319826443
2015-09-18,16048035238
2015-09-21,16060389384
2015-09-22,15652702576
2015-09-23,15590931848
2015-09-24,15467390391
2015-09-25,15640348430
2015-09-28,15282078206
2015-09-29,15356203080
2015-09-30,15722967194
2015-10-01,15439114568
2015-10-02,15587211590
2015-10-05,15982136983
2015-10-06,15809357124
2015-10-07,15945112727
2015-10-08,16080868331
2015-10-09,16019161238
2015-10-12,16056185494
2015-10-13,15945112727
2015-10-14,16019161238
2015-10-15,16303013864
2015-10-16,16451110887
2015-10-19,16377062376
2015-10-20,16475793724
2015-10-21,15562528753
2015-10-22,16068526913
2015-10-23,16512817979
2015-10-26,16611549327
2015-10-27,16660915002
2015-10-28,16796670605
2015-10-29,16784329187
2015-10-30,16734963513
2015-11-02,16994133302
2015-11-03,16932426209
2015-11-04,16944767627
2015-11-05,16883060535
2015-11-06,17018816139
2015-11-09,16944767627
2015-11-10,16796670605
2015-11-11,16883060535
2015-11-12,16636232164
2015-11-13,16352379539
2015-11-16,16821353442
2015-11-17,16623890746
2015-11-18,16907743372
2015-11-19,16846036279
2015-11-20,16883060535
2015-11-23,17092864650
2015-11-24,16870719116
2015-11-25,16895401953
2015-11-27,16957109046
2015-11-30,16981791883
2015-12-01,17117547487
2015-12-02,16846036279
2015-12-03,16549842235
2015-12-04,16907743372
2015-12-07,16883060535
2015-12-08,16759646350
2015-12-09,16623890746
2015-12-10,16525159398
2015-12-11,16228965353
2015-12-14,16303013864
2015-12-15,16179599679
2015-12-16,16315355283
2015-12-17,16265989609
2015-12-18,15932771309
2015-12-21,16080868331
2015-12-22,16364720957
2015-12-23,16525159398
2015-12-24,16488135142
2015-12-28,16401745213
2015-12-29,16488135142
2015-12-30,16327696701
2015-12-31,16069024000
2016-01-04,15650688000
2016-01-05,15478432000
2016-01-06,15109312000
2016-01-07,14567936000
2016-01-08,14346464000
2016-01-11,14235728000
2016-01-12,14592544000
2016-01-13,14321856000
2016-01-14,14371072000
2016-01-15,13989647999
2016-01-19,13977344000
2016-01-20,14309552000
2016-01-21,14703280000
2016-01-22,14986272000
2016-01-25,14826320000
2016-01-26,14949360000
2016-01-27,14887840000
2016-01-28,14912447999
2016-01-29,15244656000
2016-02-01,15343088000
2016-02-02,15133920000
2016-02-03,15084704000
2016-02-04,15244656000
2016-02-05,15244656000
2016-02-08,15072400000
2016-02-09,15084704000
2016-02-10,15293872000
2016-02-11,15072400000
2016-02-12,15244656000
2016-02-16,15601472000
2016-02-17,16007504000
2016-02-18,16032112000
2016-02-19,16032112000
2016-02-22,16155152000
2016-02-23,16044415999
2016-02-24,16130544000
2016-02-25,16216672000
2016-02-26,16290496000
2016-02-29,16327408000
2016-03-01,16881088000
2016-03-02,16979520000
2016-03-03,17176384000
2016-03-04,17287120000
2016-03-07,17447072000
2016-03-08,17127168000
2016-03-09,17164080000
2016-03-10,17053344000
2016-03-11,17274816000
2016-03-14,17127168000
2016-03-15,17077952000
2016-03-16,17348640000
2016-03-17,17570112000
2016-03-18,17730064000
2016-03-21,17594720000
2016-03-22,17619328000
2016-03-23,17496288000
2016-03-24,17582416000
2016-03-28,17607024000
2016-03-29,17779280000
2016-03-30,17754672000
2016-03-31,17826288000
2016-04-01,18023536000
2016-04-04,17949568000
2016-04-05,17937240000
2016-04-06,17998880000
2016-04-07,17813960000
2016-04-08,17986552000
2016-04-11,18011208000
2016-04-12,17961896000
2016-04-13,18196128000
2016-04-14,18109832000
2016-04-15,18109832000
2016-04-18,18035864000
2016-04-19,17974224000
2016-04-20,17826288000
2016-04-21,17518088000
2016-04-22,17555072000
2016-04-25,17493432000
2016-04-26,17579728000
2016-04-27,17567400000
2016-04-28,17382480000
2016-04-29,17209888000
2016-05-02,17345496000
2016-05-03,17185232000
2016-05-04,17074280000
2016-05-05,17148248000
2016-05-06,17222216000
2016-05-09,17308512000
2016-05-10,17407136000
2016-05-11,17308512000
2016-05-12,17197560000
2016-05-13,16975656000
2016-05-16,17148248000
2016-05-17,17086608000
2016-05-18,17160576000
2016-05-19,17049624000
2016-05-20,17271528000
2016-05-23,17370152000
2016-05-24,17764648000
2016-05-25,17776976000
2016-05-26,17875600000
2016-05-27,17924912000
2016-05-31,18097504000
2016-06-01,18122160000
2016-06-02,18208456000
2016-06-03,18270096000
2016-06-06,18307080000
2016-06-07,18393376000
2016-06-08,18528984000
2016-06-09,18492000000
2016-06-10,18331736000
2016-06-13,18072848000
2016-06-14,18048192000
2016-06-15,18035864000
2016-06-16,17974224000
2016-06-17,17838616000
2016-06-20,17961896000
2016-06-21,17961896000
2016-06-22,17937240000
2016-06-23,18356392000
2016-06-24,17641368000
2016-06-27,17111264000
2016-06-28,17209888000
2016-06-29,17382480000
2016-06-30,17706148000
2016-07-01,17681436000
2016-07-05,17286044000
2016-07-06,17310756000
2016-07-07,17335468000
2016-07-08,17718504000
2016-07-11,17780284000
2016-07-12,17829708000
2016-07-13,17916200000
2016-07-14,18039760000
2016-07-15,18249812000
2016-07-18,18249812000
2016-07-19,18089184000
2016-07-20,18286880000
2016-07-21,18299236000
2016-07-22,18225100000
2016-07-25,18113896000
2016-07-26,18348660000
2016-07-27,18262168000
2016-07-28,18274524000
2016-07-29,18385728000
2016-08-01,18361016000
2016-08-02,18138608000
2016-08-03,18237456000
2016-08-04,18286880000
2016-08-05,18509288000
2016-08-08,18509288000
2016-08-09,18583424000
2016-08-10,18571068000
2016-08-11,18657560000
2016-08-12,18657560000
2016-08-15,18694628000
2016-08-16,18484576000
2016-08-17,18521644000
2016-08-18,18694628000
2016-08-19,18904680000
2016-08-22,19003528000
2016-08-23,18991172000
2016-08-24,18978816000
2016-08-25,18978816000
2016-08-26,19003528000
2016-08-29,19176512000
2016-08-30,19238292000
2016-08-31,19250648000
2016-09-01,19250648000
2016-09-02,19337140000
2016-09-06,19361852000
2016-09-07,19423632000
2016-09-08,19423632000
2016-09-09,18929392000
2016-09-12,19201224000
2016-09-13,19028240000
2016-09-14,19090020000
2016-09-15,19398920000
2016-09-16,19448344000
2016-09-19,19695464000
2016-09-20,19806668000
2016-09-21,20053788000
2016-09-22,20288552000
2016-09-23,19905516000
2016-09-26,19781956000
2016-09-27,19930228000
2016-09-28,20078500000
2016-09-29,19979652000
2016-09-30,20027820000
2016-10-03,19867400000
2016-10-04,19842719999
2016-10-05,20027820000
2016-10-06,20212920000
2016-10-07,20163560000
2016-10-10,20015480000
2016-10-11,19744000000
2016-10-12,19731660000
2016-10-13,19534220000
2016-10-14,19608260000
2016-10-17,19447840000
2016-10-18,19497200000
2016-10-19,19966120000
2016-10-20,20496740000
2016-10-21,20348659999
2016-10-24,20361000000
2016-10-25,20114200000
2016-10-26,20212920000
2016-10-27,20163560000
2016-10-28,20200580000
2016-10-31,20336320000
2016-11-01,20373340000
2016-11-02,20089520000
2016-11-03,20015480000
2016-11-04,20027820000
2016-11-07,20533760000
2016-11-08,20607800000
2016-11-09,20780560000
2016-11-10,20509080000
2016-11-11,20558440000
2016-11-14,20558440000
2016-11-15,20706520000
2016-11-16,20916300000
2016-11-17,20978000000
2016-11-18,20990340000
2016-11-21,20965659999
2016-11-22,20990340000
2016-11-23,20990340000
2016-11-25,21187780000
2016-11-28,21126080000
2016-11-29,21113740000
2016-11-30,21064380000
2016-12-01,20583120000
2016-12-02,20780560000
2016-12-05,20928640000
2016-12-06,20854600000
2016-12-07,21002680000
2016-12-08,21237140000
2016-12-09,21138420000
2016-12-12,20879280000
2016-12-13,20953320000
2016-12-14,20903960000
2016-12-15,20978000000
2016-12-16,20792900000
2016-12-19,20978000000
2016-12-20,21076719999
2016-12-21,21052040000
2016-12-22,21064380000
2016-12-23,21076719999
2016-12-27,21089060000
2016-12-28,20842260000
2016-12-29,20854600000
2016-12-30,20731200000
2017-01-03,20677104000
2017-01-04,20824272000
2017-01-05,20713896000
2017-01-06,20873328000
2017-01-09,20664840000
2017-01-10,20787480000
2017-01-11,20787480000
2017-01-12,20836535999
2017-01-13,20885592000
2017-01-17,20762952000
2017-01-18,20934648000
2017-01-19,20910120000
2017-01-20,21032760000
2017-01-23,20848800000
2017-01-24,21081816000
2017-01-25,20554464000
2017-01-26,20431824000
2017-01-27,20517672000
2017-01-30,20542200000
2017-01-31,20689368000
2017-02-01,20419560000
2017-02-02,20591256000
2017-02-03,20677104000
2017-02-06,20566728000
2017-02-07,20628048000
2017-02-08,20861064000
2017-02-09,20934648000
2017-02-10,21081816000
2017-02-13,21143135999
2017-02-14,21192192000
2017-02-15,21167664000
2017-02-16,21278040000
2017-02-17,21290304000
2017-02-21,21339360000
2017-02-22,21400680000
2017-02-23,21449735999
2017-02-24,21523320000
2017-02-27,21302568000
2017-02-28,21216720000
2017-03-01,21731808000
2017-03-02,21609168000
2017-03-03,21609168000
2017-03-06,21498792000
2017-03-07,21547848000
2017-03-08,21584640000
2017-03-09,21511056000
2017-03-10,21633696000
2017-03-13,21891240000
2017-03-14,21756335999
2017-03-15,22038408000
2017-03-16,21903504000
2017-03-17,21878976000
2017-03-20,21878976000
2017-03-21,21584640000
2017-03-22,21756335999
2017-03-23,21744072000
2017-03-24,21756335999
2017-03-27,21768600000
2017-03-28,21866711999
2017-03-29,21866711999
2017-03-30,22038408000
2017-03-31,21760728000
2017-04-03,21491624000
2017-04-04,21381536000
2017-04-05,21271448000
2017-04-06,21381536000
2017-04-07,21332608000
2017-04-10,21295912000
2017-04-11,21320376000
2017-04-12,21051272000
2017-04-13,20990112000
2017-04-17,21259216000
2017-04-18,21393767999
2017-04-19,21442696000
2017-04-20,21650640000
2017-04-21,21552784000
2017-04-24,21993136000
2017-04-25,22078760000
2017-04-26,21931976000
2017-04-27,22262240000
2017-04-28,22115455999
2017-05-01,21980904000
2017-05-02,21870816000
2017-05-03,21797424000
2017-05-04,21968672000
2017-05-05,22054296000
2017-05-08,22176616000
2017-05-09,22225544000
2017-05-10,22323400000
2017-05-11,22213312000
2017-05-12,22274472000
2017-05-15,22372328000
2017-05-16,22543576000
2017-05-17,22188848000
2017-05-18,22152152000
2017-05-19,22298936000
2017-05-22,22506880000
2017-05-23,22433488000
2017-05-24,22604736000
2017-05-25,22800448000
2017-05-26,22873840000
2017-05-30,22898304000
2017-05-31,22812680000
2017-06-01,22971696000
2017-06-02,23106248000
2017-06-05,23118480000
2017-06-06,23106248000
2017-06-07,23216336000
2017-06-08,23301960000
2017-06-09,23167408000
2017-06-12,23069552000
2017-06-13,23216336000
2017-06-14,23228567999
2017-06-15,23253032000
2017-06-16,23130712000
2017-06-19,23130712000
2017-06-20,22922767999
2017-06-21,22849376000
2017-06-22,22739288000
2017-06-23,22959464000
2017-06-26,22861608000
2017-06-27,22702592000
2017-06-28,22971696000
2017-06-29,22555808000
2017-06-30,22509000000
2017-07-03,22289400000
2017-07-05,22496800000
2017-07-06,22106400000
2017-07-07,22387000000
2017-07-10,22496800000
2017-07-11,22472400000
2017-07-12,22753000000
2017-07-13,22753000000
2017-07-14,22740800000
2017-07-17,22826200000
2017-07-18,22850600000
2017-07-19,23058000000
2017-07-20,23082400000
2017-07-21,23045800000
2017-07-24,23070200000
2017-07-25,23131200000
2017-07-26,22862800000
2017-07-27,23131200000
2017-07-28,23216600000
2017-07-31,23375200000
2017-08-01,23607000000
2017-08-02,23741200000
2017-08-03,23741200000
2017-08-04,23692400000
2017-08-07,23790000000
2017-08-08,23777800000
2017-08-09,23936400000
2017-08-10,23716800000
2017-08-11,23777800000
2017-08-14,24119400000
2017-08-15,24070600000
2017-08-16,24192599999
2017-08-17,24082800000
2017-08-18,23924200000
2017-08-21,24009600000
2017-08-22,24314600000
2017-08-23,24217000000
2017-08-24,24217000000
2017-08-25,24339000000
2017-08-28,24326800000
2017-08-29,24448800000
2017-08-30,24497599999
2017-08-31,24692800000
2017-09-01,24668400000
2017-09-05,24509800000
2017-09-06,24583000000
2017-09-07,24558600000
2017-09-08,24558600000
2017-09-11,24997800000
2017-09-12,25046600000
2017-09-13,24924600000
2017-09-14,25071000000
2017-09-15,25193000000
2017-09-18,25254000000
2017-09-19,25339400000
2017-09-20,25315000000
2017-09-21,25363800000
2017-09-22,25302800000
2017-09-25,24985600000
2017-09-26,24900200000
2017-09-27,24997800000
2017-09-28,25095400000
2017-09-29,25815200000
2017-10-02,25885704000
2017-10-03,25959000000
2017-10-04,26191104000
2017-10-05,26362127999
2017-10-06,26447640000
2017-10-09,26435424000
2017-10-10,26582016000
2017-10-11,26508720000
2017-10-12,26801904000
2017-10-13,26630880000
2017-10-16,26557583999
2017-10-17,26484288000
2017-10-18,26459856000
2017-10-19,26301048000
2017-10-20,26435424000
2017-10-23,26374344000
2017-10-24,26459856000
2017-10-25,26643096000
2017-10-26,26117808000
2017-10-27,26447640000
2017-10-30,26191104000
2017-10-31,26569800000
2017-11-01,26533152000
2017-11-02,26753040000
2017-11-03,26667527999
2017-11-06,26643096000
2017-11-07,26679744000
2017-11-08,26801904000
2017-11-09,26484288000
2017-11-10,26936280000
2017-11-13,27021792000
2017-11-14,27180600000
2017-11-15,26997360000
2017-11-16,27278327999
2017-11-17,27339408000
2017-11-20,27449352000
2017-11-21,27742536000
2017-11-22,27461568000
2017-11-24,27766968000
2017-11-27,27608160000
2017-11-28,27803616000
2017-11-29,27412704000
2017-11-30,27669240000
2017-12-01,27424920000
2017-12-04,27021792000
2017-12-05,26936280000
2017-12-06,26814120000
2017-12-07,26924064000
2017-12-08,27290544000
2017-12-11,27253896000
2017-12-12,27388272000
2017-12-13,27339408000
2017-12-14,27253896000
2017-12-15,27217248000
2017-12-18,27314976000
2017-12-19,27119520000
2017-12-20,27070656000
2017-12-21,27009576000
2017-12-22,26924064000
2017-12-26,26814120000
2017-12-27,26899632000
2017-12-28,27058440000
2017-12-29,26814120000
2018-01-02,26664860000
2018-01-03,27017152000
2018-01-04,26919968000
2018-01-05,27247964000
2018-01-08,27539516000
2018-01-09,27575960000
2018-01-10,27187224000
2018-01-11,27575960000
2018-01-12,27891808000
2018-01-16,27721736000
2018-01-17,28195508000
2018-01-18,28025436000
2018-01-19,28280544000
2018-01-22,27940400000
2018-01-23,27891808000
2018-01-24,27697440000
2018-01-25,27697440000
2018-01-26,28159064000
2018-01-29,27976844000
2018-01-30,28110472000
2018-01-31,28171212000
2018-02-01,28195508000
2018-02-02,27709588000
2018-02-05,26847080000
2018-02-06,26895672000
2018-02-07,26810636000
2018-02-08,25644428000
2018-02-09,25753760000
2018-02-12,26239680000
2018-02-13,26385456000
2018-02-14,26531232000
2018-02-15,27077892000
2018-02-16,27333000000
2018-02-20,27442332000
2018-02-21,27466628000
2018-02-22,27405888000
2018-02-23,27588108000
2018-02-26,28061880000
2018-02-27,27928252000
2018-02-28,27758180000
2018-03-01,27017152000
2018-03-02,27223668000
2018-03-05,27090040000
2018-03-06,27260112000
2018-03-07,27418036000
2018-03-08,27515220000
2018-03-09,28074028000
2018-03-12,28146916000
2018-03-13,28098324000
2018-03-14,27746032000
2018-03-15,27928252000
2018-03-16,27940400000
2018-03-19,27746032000
2018-03-20,27855364000
2018-03-21,27648848000
2018-03-22,26774192000
2018-03-23,25911683999
2018-03-26,26446196000
2018-03-27,25996720000
2018-03-28,25765908000
2018-03-29,26154644000
2018-04-02,25279232000
2018-04-03,25507840000
2018-04-04,25568000000
2018-04-05,25495808000
2018-04-06,24834048000
2018-04-09,25146880000
2018-04-10,25676288000
2018-04-11,25652224000
2018-04-12,25916928000
2018-04-13,25748480000
2018-04-16,26013184000
2018-04-17,26121472000
2018-04-18,26229760000
2018-04-19,25928960000
2018-04-20,25628160000
2018-04-23,25387520000
2018-04-24,24894208000
2018-04-25,24930304000
2018-04-26,25207040000
2018-04-27,25351424000
2018-04-30,25182976000
2018-05-01,25255168000
2018-05-02,25255168000
2018-05-03,25351424000
2018-05-04,25676288000
2018-05-07,25820672000
2018-05-08,25796608000
2018-05-09,25965055999
2018-05-10,26253824000
2018-05-11,26470400000
2018-05-14,26530560000
2018-05-15,26434304000
2018-05-16,26578688000
2018-05-17,26506496000
2018-05-18,26470400000
2018-05-21,26747136000
2018-05-22,26506496000
2018-05-23,26530560000
2018-05-24,26410240000
2018-05-25,26253824000
2018-05-29,26169600000
2018-05-30,26338048000
2018-05-31,26145536000
2018-06-01,26578688000
2018-06-04,26494464000
2018-06-05,27059968000
2018-06-06,27204352000
2018-06-07,27312640000
2018-06-08,27348736000
2018-06-11,27288576000
2018-06-12,27336704000
2018-06-13,27384832000
2018-06-14,27432960000
2018-06-15,27469055999
2018-06-18,27312640000
2018-06-19,26975744000
2018-06-20,27023872000
2018-06-21,26614784000
2018-06-22,26831360000
2018-06-25,26410240000
2018-06-26,26217728000
2018-06-27,25953024000
2018-06-28,26193664000
2018-06-29,26217728000
2018-07-02,26179560000
2018-07-03,26059360000
2018-07-05,26383900000
2018-07-06,26504100000
2018-07-09,26852680000
2018-07-10,26828640000
2018-07-11,26335820000
2018-07-12,26756520000
2018-07-13,26660360000
2018-07-16,26600260000
2018-07-17,26744500000
