,BR
2021-02-11,16831530000
2021-02-12,17146506000
2021-02-16,16934592000
2021-02-17,17072394000
2021-02-18,17286624000
2021-02-19,17316732000
2021-02-22,17080500000
2021-02-23,16635828000
2021-02-24,16800264000
2021-02-25,16589507999
2021-02-26,16500342000
2021-03-01,16962383999
2021-03-02,16656672000
2021-03-03,16430861999
2021-03-04,16115885999
2021-03-05,16499183999
2021-03-08,16422756000
2021-03-09,16441283999
2021-03-10,16487604000
2021-03-11,16731942000
2021-03-12,16682148000
2021-03-15,16951961999
2021-03-16,17095554000
2021-03-17,16993650000
2021-03-18,16844268000
2021-03-19,16927644000
2021-03-22,17090922000
2021-03-23,17053866000
2021-03-24,17239146000
2021-03-25,17166192000
2021-03-26,17768352000
2021-03-29,18216498000
2021-03-30,17715084000
2021-03-31,17774910000
2021-04-01,17986212000
2021-04-05,18413460000
2021-04-06,18126693000
2021-04-07,17958348000
2021-04-08,17922357000
2021-04-09,18111600000
2021-04-12,18103473000
2021-04-13,18084897000
2021-04-14,18097668000
2021-04-15,18061677000
2021-04-16,18227700000
2021-04-19,18104634000
2021-04-20,18442485000
2021-04-21,18663075000
2021-04-22,18724608000
2021-04-23,18881343000
2021-04-26,18694422000
2021-04-27,18718803000
2021-04-28,18693261000
2021-04-29,18745506000
2021-04-30,18416943000
2021-05-03,18573678000
2021-05-04,18908046000
2021-05-05,19161144000
2021-05-06,19144890000
2021-05-07,19063620000
2021-05-10,19229643000
2021-05-11,19016019000
2021-05-12,18462222000
2021-05-13,18688617000
2021-05-14,18945198000
2021-05-17,18836064000
2021-05-18,18638694000
2021-05-19,18508662000
2021-05-20,18601542000
2021-05-21,18491247000
2021-05-24,18512145000
2021-05-25,18479637000
2021-05-26,18432036000
2021-05-27,18534204000
2021-05-28,18515628000
2021-06-01,18362376000
2021-06-02,18403011000
2021-06-03,18413460000
2021-06-04,18677007000
2021-06-07,18376308000
2021-06-08,18370503000
2021-06-09,18468027000
2021-06-10,18735057000
2021-06-11,18896436000
2021-06-14,18687456000
2021-06-15,18765243000
2021-06-16,18601542000
2021-06-17,18543492000
2021-06-18,18382113000
2021-06-21,18679329000
2021-06-22,18700227000
2021-06-23,18541170000
2021-06-24,18613152000
2021-06-25,18656109000
2021-06-28,18670041000
2021-06-29,18814005000
2021-06-30,18769786000
2021-07-01,18932466000
2021-07-02,19104442000
2021-07-06,19133492000
2021-07-07,19542516000
2021-07-08,19341490000
2021-07-09,19602940000
2021-07-12,19575052000
2021-07-13,19551812000
2021-07-14,19759810000
2021-07-15,19830692000
2021-07-16,19738894000
2021-07-19,19361244000
2021-07-20,19655230000
2021-07-21,19719140000
2021-07-22,19816748000
2021-07-23,20043338000
2021-07-26,20029394000
2021-07-27,19973618000
2021-07-28,19851608000
2021-07-29,20041014000
2021-07-30,20159538000
2021-08-02,20147918000
2021-08-03,20333838000
2021-08-04,20223448000
2021-08-05,20210666000
2021-08-06,20145594000
2021-08-09,20094466000
2021-08-10,19931786000
2021-08-11,20000344000
2021-08-12,20090980000
2021-08-13,20260632000
2021-08-16,20566238000
2021-08-17,20544160000
2021-08-18,20180454000
2021-08-19,20187426000
2021-08-20,20281548000
2021-08-23,20044500000
2021-08-24,19901574000
2021-08-25,19867876000
2021-08-26,19731922000
2021-08-27,19937596000
2021-08-30,20024746000
2021-08-31,20011964000
2021-09-01,19920166000
2021-09-02,19872524000
2021-09-03,19841150000
2021-09-07,19612236000
2021-09-08,19964322000
2021-09-09,19838826000
2021-09-10,19749352000
2021-09-13,19790022000
2021-09-14,19715654000
2021-09-15,19713330000
2021-09-16,19598292000
2021-09-17,19354272000
2021-09-20,19107928000
2021-09-21,18883662000
2021-09-22,19068420000
2021-09-23,19529734000
2021-09-24,19638962000
2021-09-27,19549488000
2021-09-28,19386808000
2021-09-29,19568080000
2021-09-30,19430224000
2021-10-01,19357932000
2021-10-04,18953330000
2021-10-05,19173704000
2021-10-06,19469868000
2021-10-07,19693740000
2021-10-08,19698404000
2021-10-11,19627278000
2021-10-12,19904786000
2021-10-13,20133322000
2021-10-14,20760630000
2021-10-15,20981004000
2021-10-18,20757132000
2021-10-19,21096438000
2021-10-20,21139580000
2021-10-21,21258512000
2021-10-22,21462562000
2021-10-25,21387938000
2021-10-26,21481218000
2021-10-27,21139580000
2021-10-28,20943692000
2021-10-29,20802606000
2021-11-01,20666184000
2021-11-02,20856242000
2021-11-03,19806842000
2021-11-04,19981742000
2021-11-05,20266246000
2021-11-08,20413162000
2021-11-09,20796776000
2021-11-10,20851578000
2021-11-11,20497114000
2021-11-12,20592726000
2021-11-15,20647528000
2021-11-16,20652192000
2021-11-17,20364190000
2021-11-18,20171800000
2021-11-19,20303558000
2021-11-22,20296562000
2021-11-23,20178796000
2021-11-24,20186958000
2021-11-26,20005062000
2021-11-29,20464466000
2021-11-30,19655262000
2021-12-01,19617950000
2021-12-02,20230100000
2021-12-03,19900122000
2021-12-06,20021386000
2021-12-07,20314052000
2021-12-08,20284902000
2021-12-09,20457470000
2021-12-10,20796776000
2021-12-13,20915708000
2021-12-14,20694168000
2021-12-15,20757132000
2021-12-16,20994996000
2021-12-17,20497114000
2021-12-20,20038876000
2021-12-21,20413162000
2021-12-22,20902882000
2021-12-23,21021814000
2021-12-27,21510368000
2021-12-28,21449736000
2021-12-29,21362286000
2021-12-30,21322642000
2021-12-31,21353376000
2022-01-03,21134960000
2022-01-04,21090576000
2022-01-05,20727328000
2022-01-06,20354736000
2022-01-07,20031200000
2022-01-10,19651600000
2022-01-11,19615392000
2022-01-12,19907392000
2022-01-13,19094464000
2022-01-14,18695008000
2022-01-18,18678656000
2022-01-19,18744064000
2022-01-20,18663472000
2022-01-21,18290880000
2022-01-24,18445056000
2022-01-25,17754768000
2022-01-26,17399696000
2022-01-27,17537520000
2022-01-28,18004720000
2022-01-31,18596896000
2022-02-01,17908944000
2022-02-02,18022240000
2022-02-03,17331952000
2022-02-04,17505984000
2022-02-07,17271216000
2022-02-08,17379840000
2022-02-09,17620448000
2022-02-10,17105359999
2022-02-11,16891616000
2022-02-14,16917312000
2022-02-15,17243184000
2022-02-16,17049296000
2022-02-17,16629984000
2022-02-18,16629984000
2022-02-22,16688384000
2022-02-23,16455951999
2022-02-24,16969872000
2022-02-25,17315600000
2022-02-28,17077328000
2022-03-01,17087840000
2022-03-02,17307424000
2022-03-03,17087840000
2022-03-04,17220992000
2022-03-07,17202304000
2022-03-08,16945344000
2022-03-09,17177776000
2022-03-10,17013088000
2022-03-11,16889280000
2022-03-14,16738608000
2022-03-15,17085504000
2022-03-16,17622784000
2022-03-17,17787472000
2022-03-18,17939312000
2022-03-21,17748928000
2022-03-22,17837696000
2022-03-23,17585408000
2022-03-24,17744256000
2022-03-25,17843536000
2022-03-28,18036256000
2022-03-29,18393664000
2022-03-30,18202112000
2022-03-31,18264783000
2022-04-01,18335163000
2022-04-04,18370353000
2022-04-05,18710523000
2022-04-06,18721080000
2022-04-07,18634278000
2022-04-08,18866532000
2022-04-11,18161559000
2022-04-12,18072411000
2022-04-13,18237804000
2022-04-14,18007896000
2022-04-18,17785026000
2022-04-19,18139272000
2022-04-20,18235458000
2022-04-21,18119331000
2022-04-22,17395590000
2022-04-25,17716992000
2022-04-26,17177412000
2022-04-27,17221986000
2022-04-28,17620806000
2022-04-29,16906449000
2022-05-02,16804397999
2022-05-03,17177412000
2022-05-04,17518755000
2022-05-05,16782111000
2022-05-06,16637832000
2022-05-09,16153383000
2022-05-10,16043121000
2022-05-11,15827289000
2022-05-12,16000893000
2022-05-13,16344582000
2022-05-16,16300008000
2022-05-17,16478303999
2022-05-18,16023180000
2022-05-19,16189746000
2022-05-20,16302353999
2022-05-23,16467746999
2022-05-24,16385637000
2022-05-25,16482996000
2022-05-26,16942812000
2022-05-27,17219640000
2022-05-31,17151606000
2022-06-01,16976828999
2022-06-02,17316999000
2022-06-03,17159817000
2022-06-06,17050728000
2022-06-07,17328729000
2022-06-08,17065977000
2022-06-09,16714077000
2022-06-10,16432557000
2022-06-13,15853095000
2022-06-14,15767465999
2022-06-15,16181534999
2022-06-16,15736968000
2022-06-17,15648993000
2022-06-21,15802656000
2022-06-22,15910571999
2022-06-23,16270683000
2022-06-24,17077707000
2022-06-27,17230197000
2022-06-28,16558068000
2022-06-29,16878296999
2022-06-30,16749625000
2022-07-01,17204350000
2022-07-05,17172625000
2022-07-06,17479300000
2022-07-07,17552150000
2022-07-08,17542750000
2022-07-11,17353575000
2022-07-12,17165575000
2022-07-13,17145599999
2022-07-14,17247825000
2022-07-15,17545100000
2022-07-18,17280725000
2022-07-19,17899950000
2022-07-20,17919925000
2022-07-21,18318250000
2022-07-22,18352325000
2022-07-25,18206625000
2022-07-26,18205450000
2022-07-27,18588500000
2022-07-28,18898700000
2022-07-29,18864625000
2022-08-01,18957450000
2022-08-02,19185400000
2022-08-03,19411000000
2022-08-04,19636600000
2022-08-05,19722375000
2022-08-08,19689475000
2022-08-09,19857500000
2022-08-10,20036100000
2022-08-11,19943275000
2022-08-12,21528350000
2022-08-15,20931450000
2022-08-16,20835100000
2022-08-17,20871525000
2022-08-18,20815125000
2022-08-19,20683525000
2022-08-22,20521375000
2022-08-23,20405050000
2022-08-24,20502575000
2022-08-25,20736400000
2022-08-26,20443825000
2022-08-29,20426200000
2022-08-30,20279325000
2022-08-31,20112475000
2022-09-01,20175925000
2022-09-02,19561400000
2022-09-06,19724725000
2022-09-07,19923300000
2022-09-08,20085450000
2022-09-09,20258175000
2022-09-12,20332200000
2022-09-13,19798750000
2022-09-14,19594300000
2022-09-15,19224175000
2022-09-16,19226525000
2022-09-19,19395725000
2022-09-20,19047925000
2022-09-21,18795300000
2022-09-22,18467475000
2022-09-23,18146700000
2022-09-26,18002175000
2022-09-27,17548625000
2022-09-28,17494575000
2022-09-29,17260750000
2022-09-30,16986464000
2022-10-03,17526707000
2022-10-04,17944542000
2022-10-05,17722089000
2022-10-06,17118288000
2022-10-07,16815799000
2022-10-10,16893481000
2022-10-11,16760480000
2022-10-12,16439158999
2022-10-13,16796967000
2022-10-14,16372070000
2022-10-17,16806383000
2022-10-18,17132412000
2022-10-19,16889950000
2022-10-20,16525080000
2022-10-21,16594523000
2022-10-24,16760480000
2022-10-25,16994702999
2022-10-26,16987641000
2022-10-27,17066500000
2022-10-28,17525530000
2022-10-31,17662062000
2022-11-01,17607920000
2022-11-02,16210820999
2022-11-03,15761207000
2022-11-04,15705888000
2022-11-07,15948350000
2022-11-08,16064873000
2022-11-09,15741198000
2022-11-10,16623948000
2022-11-11,16476823000
2022-11-14,16633364000
2022-11-15,16784020000
2022-11-16,16826392000
2022-11-17,16780489000
2022-11-18,17019420000
2022-11-21,17313670000
2022-11-22,17461972000
2022-11-23,17470211000
2022-11-25,17480804000
2022-11-28,17243050000
2022-11-29,16809914000
2022-11-30,17550247000
2022-12-01,17638522000
2022-12-02,17536123000
2022-12-05,17064145999
2022-12-06,16869941000
2022-12-07,16759302999
2022-12-08,17045314000
2022-12-09,16726347000
2022-12-12,17081801000
2022-12-13,17090039999
2022-12-14,16578045000
2022-12-15,15884792000
2022-12-16,15695295000
2022-12-19,15678817000
2022-12-20,15702357000
2022-12-21,16046041000
2022-12-22,15818880000
2022-12-23,15828295999
2022-12-27,15944819000
2022-12-28,15697649000
2022-12-29,16084882000
2022-12-30,15787101000
2023-01-03,15837712000
2023-01-04,16086058999
2023-01-05,15656454000
2023-01-06,16136670000
2023-01-09,16320282000
2023-01-10,16363831000
2023-01-11,16898189000
2023-01-12,17065323000
2023-01-13,16961747000
2023-01-17,17082977999
2023-01-18,16948800000
2023-01-19,16753418000
2023-01-20,17218333000
2023-01-23,17671478000
2023-01-24,17685602000
2023-01-25,17536123000
2023-01-26,17765638000
2023-01-27,17591442000
2023-01-30,17651469000
2023-01-31,17697372000
2023-02-01,18052826000
2023-02-02,18042233000
2023-02-03,18076366000
2023-02-06,17540831000
2023-02-07,17730328000
2023-02-08,17273652000
2023-02-09,17145358999
2023-02-10,17190085000
2023-02-13,17380759000
2023-02-14,17013535000
2023-02-15,17027658999
2023-02-16,16900543000
2023-02-17,16932322000
2023-02-21,16805206000
2023-02-22,16814622000
2023-02-23,16824038000
2023-02-24,16607470000
2023-02-27,16542735000
2023-02-28,16569806000
2023-03-01,16476823000
2023-03-02,16748710000
2023-03-03,16961747000
2023-03-06,16844047000
2023-03-07,16675736000
2023-03-08,16764011000
2023-03-09,16614532000
2023-03-10,16123723000
2023-03-13,16142555000
2023-03-14,16128431000
2023-03-15,16024855000
2023-03-16,16182573000
2023-03-17,15908332000
2023-03-20,16033094000
2023-03-21,16116661000
2023-03-22,15981306000
2023-03-23,16226122000
2023-03-24,16548620000
2023-03-27,16587461000
2023-03-28,16552151000
2023-03-29,16828745999
2023-03-30,17079447000
2023-03-31,17295260000
2023-04-03,17133599999
2023-04-04,16936540000
2023-04-05,16623840000
2023-04-06,16661599999
2023-04-10,16754820000
2023-04-11,16997900000
2023-04-12,17172540000
2023-04-13,17294080000
2023-04-14,17131240000
2023-04-17,17233900000
2023-04-18,17207940000
2023-04-19,17023860000
2023-04-20,16827980000
2023-04-21,16955420000
2023-04-24,17073420000
2023-04-25,16660420000
2023-04-26,16512920000
2023-04-27,16934179999
2023-04-28,17158380000
2023-05-01,17013240000
2023-05-02,18084680000
2023-05-03,18299440000
2023-05-04,18061080000
2023-05-05,18038660000
2023-05-08,18002080000
2023-05-09,18000900000
2023-05-10,18272300000
2023-05-11,18254600000
2023-05-12,18239260000
2023-05-15,18223920000
2023-05-16,17997360000
2023-05-17,18023320000
2023-05-18,18194420000
2023-05-19,18085860000
2023-05-22,18138960000
2023-05-23,17830980000
2023-05-24,17703540000
2023-05-25,17484060000
2023-05-26,17651620000
2023-05-30,17439220000
2023-05-31,17312960000
2023-06-01,17582000000
2023-06-02,18083500000
2023-06-05,18117720000
2023-06-06,18207400000
2023-06-07,18164920000
2023-06-08,18170820000
2023-06-09,18153120000
2023-06-12,18207400000
2023-06-13,18616860000
2023-06-14,18576740000
2023-06-15,18844600000
2023-06-16,18974400000
2023-06-20,18736040000
2023-06-21,18842240000
2023-06-22,18708900000
2023-06-23,18645180000
2023-06-26,18869380000
2023-06-27,19058180000
2023-06-28,19084140000
2023-06-29,19269400000
2023-06-30,19527777000
2023-07-03,19322631000
2023-07-05,19328526000
2023-07-06,19277829000
2023-07-07,19253070000
2023-07-10,19473543000
2023-07-11,19612665000
2023-07-12,19626813000
2023-07-13,19800126000
2023-07-14,19806021000
2023-07-17,19657467000
2023-07-18,19728207000
2023-07-19,20004093000
2023-07-20,19947501000
2023-07-21,20022957000
2023-07-24,20026494000
2023-07-25,20169153000
2023-07-26,20276442000
2023-07-27,20020599000
2023-07-28,19785978000
2023-07-31,19797768000
2023-08-01,19833138000
2023-08-02,19652751000
2023-08-03,19559610000
2023-08-04,19538388000
2023-08-07,19589085000
2023-08-08,20851794000
2023-08-09,21054582000
2023-08-10,21146544000
2023-08-11,21446010000
2023-08-14,21554478000
2023-08-15,21322215000
2023-08-16,21381165000
2023-08-17,21054582000
2023-08-18,21104100000
2023-08-21,20977947000
2023-08-22,20962620000
2023-08-23,21516750000
2023-08-24,21517929000
2023-08-25,21657051000
2023-08-28,21935295000
2023-08-29,21957696000
2023-08-30,22027257000
2023-08-31,21954159000
2023-09-01,22134546000
2023-09-05,22128651000
2023-09-06,21845691000
2023-09-07,22062627000
2023-09-08,22133367000
2023-09-11,22283100000
2023-09-12,22259520000
2023-09-13,22181706000
2023-09-14,22168737000
2023-09-15,21828006000
2023-09-18,21806784000
2023-09-19,21901104000
2023-09-20,21751371000
2023-09-21,21634650000
2023-09-22,21723075000
2023-09-25,21822111000
2023-09-26,21466053000
2023-09-27,21365838000
2023-09-28,21339900000
2023-09-29,21109995000
2023-10-02,20831723000
2023-10-03,20683421000
2023-10-04,21121265000
2023-10-05,21105964000
2023-10-06,21149513000
2023-10-09,21409630000
2023-10-10,21359019000
2023-10-11,21467303000
2023-10-12,21329594000
2023-10-13,20912936000
2023-10-16,21138920000
2023-10-17,21316647000
2023-10-18,20908228000
2023-10-19,20703430000
2023-10-20,20384463000
2023-10-23,20322082000
2023-10-24,20344445000
2023-10-25,20007823000
2023-10-26,19930141000
2023-10-27,19700626000
2023-10-30,19946619000
2023-10-31,20084328000
2023-11-01,20071381000
2023-11-02,21045937000
2023-11-03,20847024000
2023-11-06,20871741000
2023-11-07,20821130000
2023-11-08,20943538000
2023-11-09,20736386000
2023-11-10,20847024000
2023-11-13,20927060000
2023-11-14,21304877000
2023-11-15,21223664000
2023-11-16,21328417000
2023-11-17,21503790000
2023-11-20,21622667000
2023-11-21,21803925000
2023-11-22,21974590000
2023-11-24,21961643000
2023-11-27,22082874000
2023-11-28,22194689000
2023-11-29,22438328000
2023-11-30,22812614000
2023-12-01,22998580000
2023-12-04,22965624000
2023-12-05,22873818000
2023-12-06,22526603000
2023-12-07,22599577000
2023-12-08,22523072000
2023-12-11,22491293000
2023-12-12,22814968000
2023-12-13,22751410000
2023-12-14,22791428000
2023-12-15,22804375000
2023-12-18,23152767000
2023-12-19,23189254000
2023-12-20,23111572000
2023-12-21,23111572000
2023-12-22,23501159000
2023-12-26,23777754000
2023-12-27,24042579000
2023-12-28,24226191000
2023-12-29,24216775000
2024-01-02,23527053000
2024-01-03,23201024000
2024-01-04,23197493000
2024-01-05,23110395000
2024-01-08,23540000000
2024-01-09,23540000000
2024-01-10,23771869000
2024-01-11,23682417000
2024-01-12,23846020000
2024-01-16,23794232000
2024-01-17,23769515000
2024-01-18,23684771000
2024-01-19,24115553000
2024-01-22,24290926000
2024-01-23,24283864000
2024-01-24,24254439000
2024-01-25,24511025000
2024-01-26,24467476000
2024-01-29,24500432000
2024-01-30,24594592000
2024-01-31,24034340000
2024-02-01,23731851000
2024-02-02,23744798000
2024-02-05,23331671000
2024-02-06,23404645000
2024-02-07,23334025000
2024-02-08,23422300000
2024-02-09,23419946000
2024-02-12,23261051000
2024-02-13,22782012000
2024-02-14,23124519000
2024-02-15,23339910000
2024-02-16,23295184000
2024-02-20,22970332000
2024-02-21,23137466000
2024-02-22,23521168000
2024-02-23,23715373000
2024-02-26,23704780000
2024-02-27,23541177000
2024-02-28,23710665000
2024-02-29,23961366000
2024-03-01,23980198000
2024-03-04,24194412000
2024-03-05,23681240000
2024-03-06,23895454000
2024-03-07,24116730000
2024-03-08,23957835000
2024-03-11,23817772000
2024-03-12,24011977000
2024-03-13,23890746000
2024-03-14,23508221000
2024-03-15,23563540000
2024-03-18,23478796000
2024-03-19,23804825000
2024-03-20,24029632000
2024-03-21,24252085000
2024-03-22,23953127000
2024-03-25,23815418000
2024-03-26,23741267000
2024-03-27,23991968000
2024-03-28,24112022000
2024-04-01,23920171000
2024-04-02,23843666000
2024-04-03,23478796000
2024-04-04,23374043000
2024-04-05,23863675000
2024-04-08,24113199000
2024-04-09,24392148000
2024-04-10,23960189000
2024-04-11,23628275000
2024-04-12,23402291000
2024-04-15,23030359000
2024-04-16,22787897000
2024-04-17,22769065000
2024-04-18,22713746000
2024-04-19,22760826000
2024-04-22,22860871000
2024-04-23,23058607000
2024-04-24,22960916000
2024-04-25,23017412000
2024-04-26,22851455000
2024-04-29,23103333000
2024-04-30,22764357000
2024-05-01,22766711000
2024-05-02,22992695000
2024-05-03,23404645000
2024-05-06,23640104000
2024-05-07,23720208000
2024-05-08,22436188000
2024-05-09,22742468000
2024-05-10,23052282000
2024-05-13,23300840000
2024-05-14,23544686000
2024-05-15,23809736000
2024-05-16,24034734000
2024-05-17,23971122000
2024-05-20,23605942000
2024-05-21,23556466000
2024-05-22,24026488000
2024-05-23,23759082000
2024-05-24,23623612000
2024-05-28,23115894000
2024-05-29,22867336000
2024-05-30,23053460000
2024-05-31,23650706000
2024-06-03,23510524000
2024-06-04,23557644000
2024-06-05,23320866000
2024-06-06,23289060000
2024-06-07,23329112000
2024-06-10,23188930000
2024-06-11,23167726000
2024-06-12,23201888000
2024-06-13,23113538000
2024-06-14,22986314000
2024-06-17,23283170000
2024-06-18,23470472000
2024-06-20,23552932000
2024-06-21,23653062000
2024-06-24,23776752000
2024-06-25,23617722000
2024-06-26,23609476000
2024-06-27,23466938000
2024-06-28,23206600000
2024-07-01,23154768000
2024-07-02,23358562000
2024-07-03,23501100000
2024-07-05,23809736000
2024-07-08,23768506000
2024-07-09,23558822000
2024-07-10,23628324000
2024-07-11,23968766000
2024-07-12,24202010000
2024-07-15,24518892000
2024-07-16,24707372000
2024-07-17,24495332000
2024-07-18,24127796000
2024-07-19,23782642000
2024-07-22,24117194000
2024-07-23,24213790000
2024-07-24,23931070000
2024-07-25,24510646000
2024-07-26,25047814000
2024-07-29,24858156000
2024-07-30,25372942000
2024-07-31,25209200000
2024-08-01,25321110000
2024-08-02,25441266000
2024-08-05,24501100000
2024-08-06,25679625000
2024-08-07,24899425000
2024-08-08,25384700000
2024-08-09,25200225000
