,CL
2018-07-18,56306928000
2018-07-19,57123600000
2018-07-20,57297360000
2018-07-23,57201792000
2018-07-24,56706576000
2018-07-25,57297360000
2018-07-26,58157472000
2018-07-27,57914208000
2018-07-30,57740447999
2018-07-31,58218288000
2018-08-01,57410304000
2018-08-02,58418111999
2018-08-03,58644000000
2018-08-06,58539743999
2018-08-07,58409424000
2018-08-08,57853392000
2018-08-09,57279984000
2018-08-10,56845584000
2018-08-13,56949840000
2018-08-14,56923776000
2018-08-15,57193104000
2018-08-16,57966336000
2018-08-17,58644000000
2018-08-20,58783008000
2018-08-21,58557120000
2018-08-22,58200911999
2018-08-23,57836015999
2018-08-24,58105343999
2018-08-27,58287792000
2018-08-28,58018464000
2018-08-29,58174847999
2018-08-30,57549311999
2018-08-31,57697008000
2018-09-04,56671824000
2018-09-05,57853392000
2018-09-06,58209600000
2018-09-07,58218288000
2018-09-10,58348608000
2018-09-11,58365984000
2018-09-12,59061024000
2018-09-13,59217408000
2018-09-14,59069711999
2018-09-17,59782128000
2018-09-18,59304288000
2018-09-19,59017584000
2018-09-20,59764752000
2018-09-21,60025392000
2018-09-24,59026272000
2018-09-25,58331232000
2018-09-26,58296479999
2018-09-27,57975024000
2018-09-28,58166160000
2018-10-01,58129568999
2018-10-02,58406913000
2018-10-03,57132864000
2018-10-04,56266164000
2018-10-05,56084156999
2018-10-08,56638844999
2018-10-09,56396168999
2018-10-10,55321461000
2018-10-11,54038745000
2018-10-12,54203418000
2018-10-15,54212085000
2018-10-16,54264087000
2018-10-17,55078785000
2018-10-18,54290088000
2018-10-19,55919484000
2018-10-22,55156788000
2018-10-23,54948780000
2018-10-24,56023488000
2018-10-25,55312794000
2018-10-26,51637986000
2018-10-29,50164596000
2018-10-30,52166673000
2018-10-31,51611985000
2018-11-01,52071336000
2018-11-02,52253343000
2018-11-05,52201341000
2018-11-06,52444017000
2018-11-07,53154711000
2018-11-08,52782030000
2018-11-09,55295460000
2018-11-12,53172045000
2018-11-13,53614062000
2018-11-14,54142749000
2018-11-15,54082080000
2018-11-16,54810108000
2018-11-19,54402759000
2018-11-20,54004077000
2018-11-21,53666064000
2018-11-23,53544726000
2018-11-26,54376758000
2018-11-27,54810108000
2018-11-28,54454761000
2018-11-29,54636768000
2018-11-30,55052784000
2018-12-03,55260792000
2018-12-04,54671436000
2018-12-06,54801441000
2018-12-07,54350757000
2018-12-10,55070118000
2018-12-11,55945485000
2018-12-12,56578176000
2018-12-13,56742849000
2018-12-14,56482839000
2018-12-17,54532764000
2018-12-18,54134082000
2018-12-19,53631396000
2018-12-20,52851366000
2018-12-21,51923997000
2018-12-24,50303268000
2018-12-26,51481980000
2018-12-27,51733323000
2018-12-28,51672654000
2018-12-31,51306240000
2019-01-02,51073500000
2019-01-03,50832140000
2019-01-04,51306240000
2019-01-07,51616560000
2019-01-08,52194100000
2019-01-09,52840600000
2019-01-10,53288840000
2019-01-11,53530200000
2019-01-14,53107820000
2019-01-15,53633640000
2019-01-16,53556060000
2019-01-17,53444000000
2019-01-18,53987060000
2019-01-22,53219880000
2019-01-23,53745700000
2019-01-24,53616400000
2019-01-25,53306080000
2019-01-28,54081880000
2019-01-29,54900780000
2019-01-30,55124900000
2019-01-31,55754160000
2019-02-01,56073100000
2019-02-04,56193780000
2019-02-05,55805879999
2019-02-06,56314460000
2019-02-07,56073100000
2019-02-08,56624780000
2019-02-11,56710980000
2019-02-12,56909240000
2019-02-13,56840280000
2019-02-14,56417900000
2019-02-15,57305760000
2019-02-19,57512640000
2019-02-20,57331620000
2019-02-21,57495400000
2019-02-22,57667800000
2019-02-25,57340240000
2019-02-26,57314379999
2019-02-27,56779940000
2019-02-28,56779940000
2019-03-01,56892000000
2019-03-04,56917860000
2019-03-05,56650640000
2019-03-06,56555820000
2019-03-07,56323080000
2019-03-08,56331699999
2019-03-11,56762699999
2019-03-12,56667879999
2019-03-13,57340240000
2019-03-14,57107500000
2019-03-15,57926400000
2019-03-18,57141980000
2019-03-19,56676500000
2019-03-20,56124820000
2019-03-21,56745460000
2019-03-22,56892000000
2019-03-25,57116120000
2019-03-26,57685040000
2019-03-27,57762620000
2019-03-28,58072940000
2019-03-29,59081480000
2019-04-01,58697020000
2019-04-02,58757178000
2019-04-03,58284507999
2019-04-04,58052470000
2019-04-05,58370448000
2019-04-08,58456388000
2019-04-09,58533734000
2019-04-10,58533734000
2019-04-11,58516546000
2019-04-12,59100938000
2019-04-15,59049373999
2019-04-16,59332976000
2019-04-17,59023592000
2019-04-18,59599389999
2019-04-22,59814239999
2019-04-23,59307194000
2019-04-24,59178284000
2019-04-25,59032186000
2019-04-26,61275220000
2019-04-29,61343971999
2019-04-30,62555726000
2019-05-01,61266626000
2019-05-02,61722107999
2019-05-03,61833830000
2019-05-06,61610386000
2019-05-07,60596294000
2019-05-08,61008805999
2019-05-09,60888489999
2019-05-10,61447100000
2019-05-13,61498664000
2019-05-14,61146310000
2019-05-15,61309596000
2019-05-16,62306500000
2019-05-17,61851018000
2019-05-20,61618980000
2019-05-21,61472882000
2019-05-22,61472882000
2019-05-23,61661950000
2019-05-24,61189280000
2019-05-28,60252534000
2019-05-29,60132218000
2019-05-30,60888489999
2019-05-31,59831428000
2019-06-03,60750986000
2019-06-04,60862707999
2019-06-05,61808048000
2019-06-06,62830734000
2019-06-07,63587005999
2019-06-10,62761982000
2019-06-11,63019802000
2019-06-12,62779170000
2019-06-13,62521350000
2019-06-14,63036989999
2019-06-17,63088554000
2019-06-18,62641666000
2019-06-19,63191682000
2019-06-20,63251839999
2019-06-21,62693230000
2019-06-24,63569818000
2019-06-25,63518254000
2019-06-26,62177589999
2019-06-27,61997116000
2019-06-28,61593198000
2019-07-01,61895096000
2019-07-02,62461837999
2019-07-03,63543800000
2019-07-05,62805318000
2019-07-08,63011405999
2019-07-09,62779557000
2019-07-10,63105862999
2019-07-11,63449343000
2019-07-12,63870105999
2019-07-15,63543800000
2019-07-16,63973150000
2019-07-17,63329125000
2019-07-18,63440755999
2019-07-19,62427490000
2019-07-22,62126944999
2019-07-23,62066836000
2019-07-24,61208136000
2019-07-25,61766291000
2019-07-26,63277603000
2019-07-29,64891958999
2019-07-30,64179237999
2019-07-31,61603137999
2019-08-01,61190962000
2019-08-02,61139440000
2019-08-05,59078560000
2019-08-06,59980194999
2019-08-07,60486828000
2019-08-08,61577376999
2019-08-09,61414224000
2019-08-12,60735851000
2019-08-13,61560203000
2019-08-14,60555524000
2019-08-15,61285419000
2019-08-16,62066836000
2019-08-19,62753796000
2019-08-20,62290098000
2019-08-21,62350207000
2019-08-22,62719448000
2019-08-23,62023901000
2019-08-26,62487599000
2019-08-27,63062928000
2019-08-28,63543800000
2019-08-29,63715540000
2019-08-30,63672605000
2019-09-03,63809997000
2019-09-04,64290869000
2019-09-05,63792823000
2019-09-06,64144890000
2019-09-09,62848253000
2019-09-10,61929444000
2019-09-11,62556294999
2019-09-12,62075423000
2019-09-13,60718676999
2019-09-16,59619541000
2019-09-17,59988782000
2019-09-18,60753025000
2019-09-19,60924765000
2019-09-20,60924765000
2019-09-23,61397050000
2019-09-24,62247162999
2019-09-25,62032487999
2019-09-26,62444664000
2019-09-27,62908362000
2019-09-30,62976017000
2019-10-01,61451091000
2019-10-02,60414484000
2019-10-03,60714329000
2019-10-04,61742368999
2019-10-07,61356854000
2019-10-08,60551556000
2019-10-09,60508720999
2019-10-10,60628659000
2019-10-11,60405917000
2019-10-14,59463547000
2019-10-15,58598280000
2019-10-16,58127094999
2019-10-17,58324136000
2019-10-18,58281301000
2019-10-21,58512610000
2019-10-22,57450302000
2019-10-23,57861518000
2019-10-24,58546878000
2019-10-25,58606847000
2019-10-28,57698744999
2019-10-29,58187064000
2019-10-30,58752486000
2019-10-31,58769619999
2019-11-01,57236127000
2019-11-04,56036747000
2019-11-05,56507931999
2019-11-06,56987684000
2019-11-07,57287529000
2019-11-08,57081920999
2019-11-11,57004818000
2019-11-12,57090488000
2019-11-13,57296095999
2019-11-14,57090488000
2019-11-15,56859179000
2019-11-18,57510270999
2019-11-19,57535972000
2019-11-20,57578806999
2019-11-21,57184725000
2019-11-22,57150456999
2019-11-25,57381766000
2019-11-26,58075693000
2019-11-27,57981456000
2019-11-29,58101393999
2019-12-02,57887218999
2019-12-03,57655910000
2019-12-04,58324136000
2019-12-05,58101393999
2019-12-06,58461207999
2019-12-09,58769619999
2019-12-10,58195631000
2019-12-11,57792981999
2019-12-12,57595941000
2019-12-13,58846723000
2019-12-16,59000929000
2019-12-17,58118528000
2019-12-18,58486909000
2019-12-19,58546878000
2019-12-20,58983794999
2019-12-23,58872424000
2019-12-24,58726785000
2019-12-26,58752486000
2019-12-27,59266506000
2019-12-30,58932393000
2019-12-31,58988996000
2020-01-02,58372028000
2020-01-03,58286338000
2020-01-06,58689080999
2020-01-07,57883595000
2020-01-08,59357463000
2020-01-09,59863034000
2020-01-10,60111535000
2020-01-13,60102966000
2020-01-14,60231501000
2020-01-15,60668520000
2020-01-16,60625675000
2020-01-17,60994142000
2020-01-21,61088401000
2020-01-22,60437157000
2020-01-23,60505709000
2020-01-24,60240070000
2020-01-27,60068689999
2020-01-28,59734498999
2020-01-29,58980427000
2020-01-30,59528843000
2020-01-31,63222082000
2020-02-03,64207517000
2020-02-04,64610260000
2020-02-05,64893037000
2020-02-06,65390039000
2020-02-07,65150107000
2020-02-10,66281214999
2020-02-11,65218659000
2020-02-12,65081555000
2020-02-13,65441453000
2020-02-14,65715661000
2020-02-18,65184382999
2020-02-19,64730226000
2020-02-20,64404604000
2020-02-21,65355763000
2020-02-24,63770498000
2020-02-25,63239220000
2020-02-26,62485148000
2020-02-27,60111535000
2020-02-28,57900732999
2020-03-02,62073836000
2020-03-03,61508282000
2020-03-04,64584553000
2020-03-05,61988146000
2020-03-06,62133819000
2020-03-09,59974430999
2020-03-10,61533989000
2020-03-11,59040410000
2020-03-12,54747341000
2020-03-13,59211789999
2020-03-16,53419146000
2020-03-17,60154380000
2020-03-18,58003561000
2020-03-19,57112385000
2020-03-20,53196352000
2020-03-23,51816743000
2020-03-24,52425142000
2020-03-25,51319741000
2020-03-26,54687358000
2020-03-27,55921294000
2020-03-30,57052402000
2020-03-31,56897064000
2020-04-01,56202570000
2020-04-02,58448958000
2020-04-03,57977388000
2020-04-06,60446700000
2020-04-07,59194896000
2020-04-08,60206628000
2020-04-09,59940834000
2020-04-13,59580725999
2020-04-14,62684514000
2020-04-15,62290110000
2020-04-16,62453016000
2020-04-17,62950308000
2020-04-20,61869984000
2020-04-21,60541014000
2020-04-22,61055453999
2020-04-23,61072602000
2020-04-24,61218360000
2020-04-27,60901122000
2020-04-28,60969714000
2020-04-29,60155184000
2020-04-30,60249498000
2020-05-01,58757622000
2020-05-04,59572152000
2020-05-05,59606448000
2020-05-06,58166016000
2020-05-07,58989120000
2020-05-08,59477838000
2020-05-11,59486411999
2020-05-12,58929102000
2020-05-13,58560420000
2020-05-14,57497244000
2020-05-15,59117730000
2020-05-18,60206628000
2020-05-19,59374950000
2020-05-20,60420978000
2020-05-21,60240924000
2020-05-22,60661050000
2020-05-26,59529282000
2020-05-27,60523866000
2020-05-28,61809966000
2020-05-29,62015742000
2020-06-01,62358702000
2020-06-02,62110056000
2020-06-03,61432710000
2020-06-04,60661050000
2020-06-05,62075760000
2020-06-08,63027474000
2020-06-09,62830272000
2020-06-10,63756264000
2020-06-11,62675939999
2020-06-12,62410146000
2020-06-15,62495886000
2020-06-16,63044622000
2020-06-17,63284694000
2020-06-18,63113214000
2020-06-19,62898864000
2020-06-22,62675939999
2020-06-23,62521608000
2020-06-24,61758522000
2020-06-25,62281536000
2020-06-26,61321248000
2020-06-29,62101482000
2020-06-30,62930340000
2020-07-01,62732770000
2020-07-02,62947520000
2020-07-06,63093550000
2020-07-07,63540230000
2020-07-08,63986909999
2020-07-09,62981879999
2020-07-10,63291120000
2020-07-13,63102139999
2020-07-14,64296149999
2020-07-15,64158710000
2020-07-16,64407820000
2020-07-17,64596800000
2020-07-20,63737800000
2020-07-21,63600360000
2020-07-22,63686260000
2020-07-23,63763570000
2020-07-24,63840879999
2020-07-27,64124350000
2020-07-28,65034889999
2020-07-29,65455800000
2020-07-30,66031330000
2020-07-31,66314800000
2020-08-03,65773629999
2020-08-04,65945430000
2020-08-05,65438620000
2020-08-06,65163740000
2020-08-07,65490159999
2020-08-10,65842350000
2020-08-11,65249639999
2020-08-12,66349159999
2020-08-13,66125820000
2020-08-14,66185950000
2020-08-17,66323389999
2020-08-18,66701350000
2020-08-19,66959050000
2020-08-20,67216750000
2020-08-21,67594710000
2020-08-24,67972669999
2020-08-25,67508810000
2020-08-26,67560350000
2020-08-27,67912540000
2020-08-28,68178830000
2020-08-31,68084340000
2020-09-01,67079310000
2020-09-02,68264730000
2020-09-03,66718530000
2020-09-04,66323389999
2020-09-08,64974760000
2020-09-09,66632629999
2020-09-10,65636190000
2020-09-11,65928250000
2020-09-14,66271850000
2020-09-15,66091460000
2020-09-16,66065690000
2020-09-17,65893889999
2020-09-18,65137970000
2020-09-21,64588210000
2020-09-22,65344129999
2020-09-23,64545260000
2020-09-24,65077840000
2020-09-25,65241050000
2020-09-28,65807990000
2020-09-29,65472980000
2020-09-30,65893815000
2020-10-01,65816946000
2020-10-02,66107340000
2020-10-05,66978522000
2020-10-06,66226914000
2020-10-07,66730832999
2020-10-08,67251833999
2020-10-09,68131557000
2020-10-12,68866083000
2020-10-13,68550066000
2020-10-14,68208426000
2020-10-15,68080310999
2020-10-16,68592771000
2020-10-19,67653260999
2020-10-20,68182803000
2020-10-21,68498820000
2020-10-22,67721589000
2020-10-23,67764294000
2020-10-26,67209129000
2020-10-27,67345784999
2020-10-28,65646126000
2020-10-29,65483847000
2020-10-30,67379949000
2020-11-02,68464656000
2020-11-03,70984251000
2020-11-04,71624826000
2020-11-05,70898841000
2020-11-06,70915923000
2020-11-09,69848298000
2020-11-10,71189235000
2020-11-11,72538713000
2020-11-12,72367893000
2020-11-13,72905976000
2020-11-16,73392813000
2020-11-17,72897435000
2020-11-18,72265401000
2020-11-19,72923058000
2020-11-20,72735156000
2020-11-23,72205614000
2020-11-24,72350811000
2020-11-25,72384975000
2020-11-27,72513090000
2020-11-30,73145124000
2020-12-01,73674666000
2020-12-02,73230534000
2020-12-03,72760779000
2020-12-04,72624123000
2020-12-07,72931599000
2020-12-08,72743697000
2020-12-09,72384975000
2020-12-10,72248319000
2020-12-11,72325188000
2020-12-14,71906679000
2020-12-15,72384975000
2020-12-16,72632664000
2020-12-17,73162206000
2020-12-18,73392813000
2020-12-21,72863271000
2020-12-22,72086040000
2020-12-23,72111663000
2020-12-24,72632664000
2020-12-28,72948681000
2020-12-29,72624123000
2020-12-30,72367893000
2020-12-31,72563786000
2021-01-04,71562438000
2021-01-05,71723672000
2021-01-06,69797350000
2021-01-07,69415480000
2021-01-08,69882210000
2021-01-11,69704004000
2021-01-12,69805836000
2021-01-13,70001014000
2021-01-14,69534284000
2021-01-15,69483368000
2021-01-19,68609309999
2021-01-20,68057720000
2021-01-21,67277008000
2021-01-22,66352034000
2021-01-25,66708446000
2021-01-26,66827250000
2021-01-27,66216258000
2021-01-28,67166690000
2021-01-29,66190800000
2021-02-01,66632072000
2021-02-02,66912109999
2021-02-03,66937567999
2021-02-04,66979998000
2021-02-05,67777682000
2021-02-08,67633420000
2021-02-09,66784820000
2021-02-10,67132746000
2021-02-11,66538726000
2021-02-12,66555698000
2021-02-16,66352034000
2021-02-17,66564184000
2021-02-18,66801792000
2021-02-19,65511920000
2021-02-22,65571322000
2021-02-23,65758013999
2021-02-24,65036704000
2021-02-25,65079134000
2021-02-26,63814720000
2021-03-01,64154159999
2021-03-02,64001412000
2021-03-03,63314046000
2021-03-04,63169784000
2021-03-05,64544516000
2021-03-08,64875470000
2021-03-09,63594084000
2021-03-10,64323880000
2021-03-11,63874122000
2021-03-12,64077786000
2021-03-15,64222048000
2021-03-16,64374796000
2021-03-17,64323880000
2021-03-18,64553001999
2021-03-19,63628028000
2021-03-22,64298422000
2021-03-23,65978650000
2021-03-24,65995622000
2021-03-25,66097454000
2021-03-26,67226092000
2021-03-29,67803140000
2021-03-30,67319438000
2021-03-31,66658648000
2021-04-01,66421880000
2021-04-05,67250568000
2021-04-06,67529616000
2021-04-07,67326672000
2021-04-08,67343584000
2021-04-09,67461968000
2021-04-12,67783296000
2021-04-13,67419688000
2021-04-14,67140640000
2021-04-15,68036975999
2021-04-16,68239920000
2021-04-19,67960872000
2021-04-20,68772648000
2021-04-21,68620440000
2021-04-22,68535880000
2021-04-23,67470424000
2021-04-26,67039168000
2021-04-27,66430336000
2021-04-28,66607912000
2021-04-29,67495791999
2021-04-30,68239920000
2021-05-03,68552791999
2021-05-04,68569704000
2021-05-05,68764192000
2021-05-06,69601336000
2021-05-07,69491408000
2021-05-10,70472304000
2021-05-11,69711264000
2021-05-12,69381480000
2021-05-13,70404656000
2021-05-14,70658336000
2021-05-17,70649880000
2021-05-18,70277816000
2021-05-19,70362376000
2021-05-20,71106504000
2021-05-21,71224888000
2021-05-24,71368640000
2021-05-25,71529304000
2021-05-26,71394008000
2021-05-27,70768264000
2021-05-28,70844368000
2021-06-01,69745088000
2021-06-02,70083328000
2021-06-03,70988120000
2021-06-04,71005032000
2021-06-07,70945840000
2021-06-08,70125608000
2021-06-09,69812736000
2021-06-10,70692160000
2021-06-11,70717528000
2021-06-14,70531496000
2021-06-15,70413112000
2021-06-16,69296920000
2021-06-17,69702808000
2021-06-18,68510512000
2021-06-21,68865664000
2021-06-22,68738824000
2021-06-23,67859400000
2021-06-24,68121536000
2021-06-25,68882576000
2021-06-28,69102432000
2021-06-29,68705000000
2021-06-30,68626859999
2021-07-01,68955864000
2021-07-02,68922120000
2021-07-06,69149892000
2021-07-07,69731976000
2021-07-08,69462024000
2021-07-09,69537948000
2021-07-12,69959748000
2021-07-13,69715104000
2021-07-14,70212828000
2021-07-15,70550268000
2021-07-16,71191404000
2021-07-19,70837092000
2021-07-20,69757284000
2021-07-21,69327048000
2021-07-22,69040224000
2021-07-23,70255008000
2021-07-26,70938324000
2021-07-27,70820220000
2021-07-28,70170648000
2021-07-29,70457472000
2021-07-30,67066200000
2021-08-02,67099944000
2021-08-03,66998712000
2021-08-04,66011700000
2021-08-05,66560040000
2021-08-06,66332267999
2021-08-09,66087624000
2021-08-10,66416628000
2021-08-11,66728759999
2021-08-12,66467244000
2021-08-13,67015584000
2021-08-16,67302408000
2021-08-17,67513308000
2021-08-18,65935776000
2021-08-19,66619092000
2021-08-20,66475680000
2021-08-23,66121367999
2021-08-24,65522412000
2021-08-25,65505540000
2021-08-26,65218716000
2021-08-27,65328384000
2021-08-30,65505540000
2021-08-31,65758620000
2021-09-01,66079188000
2021-09-02,66239472000
2021-09-03,65724876000
2021-09-07,64872840000
2021-09-08,65615208000
2021-09-09,65210280000
2021-09-10,64990944000
2021-09-13,65277767999
2021-09-14,65210280000
2021-09-15,65134355999
2021-09-16,64510092000
2021-09-17,64307628000
2021-09-20,64257012000
2021-09-21,64442604000
2021-09-22,64476348000
2021-09-23,64678812000
2021-09-24,64645067999
2021-09-27,64122036000
2021-09-28,63961751999
2021-09-29,65024688000
2021-09-30,63645918000
2021-10-01,63645918000
2021-10-04,63208026000
2021-10-05,62669082000
2021-10-06,63241709999
2021-10-07,63654339000
2021-10-08,63654339000
2021-10-11,63831180000
2021-10-12,63721707000
2021-10-13,64058546999
2021-10-14,64504859999
2021-10-15,64210125000
2021-10-18,63393288000
2021-10-19,62972238000
2021-10-20,63241709999
2021-10-21,63064869000
2021-10-22,63578550000
2021-10-25,63275394000
2021-10-26,64134336000
2021-10-27,63915390000
2021-10-28,64740647999
2021-10-29,64159599000
2021-11-01,63957495000
2021-11-02,64226967000
2021-11-03,65069067000
2021-11-04,65085909000
2021-11-05,65549064000
2021-11-08,65464853999
2021-11-09,65725905000
2021-11-10,66088008000
2021-11-11,65675378999
2021-11-12,65709063000
2021-11-15,65936430000
2021-11-16,65582747999
2021-11-17,65330118000
2021-11-18,64328019000
2021-11-19,65010120000
2021-11-22,65313276000
2021-11-23,65624853000
2021-11-24,65481696000
2021-11-26,64892226000
2021-11-29,65439590999
2021-11-30,63174342000
2021-12-01,63485919000
2021-12-02,63561708000
2021-12-03,64648017000
2021-12-06,66172218000
2021-12-07,65523801000
2021-12-08,65481696000
2021-12-09,65683800000
2021-12-10,66921687000
2021-12-13,68327994000
2021-12-14,69161673000
2021-12-15,69692196000
2021-12-16,70694295000
2021-12-17,69456408000
2021-12-20,69490092000
2021-12-21,69127989000
2021-12-22,69439566000
2021-12-23,69717459000
2021-12-27,70660611000
2021-12-28,71123766000
2021-12-29,71502711000
2021-12-30,71233239000
2021-12-31,71736804000
2022-01-03,71106354000
2022-01-04,71341722000
2022-01-05,71635932000
2022-01-06,71165196000
2022-01-07,70980264000
2022-01-10,70366626000
2022-01-11,69912702000
2022-01-12,69660522000
2022-01-13,69383124000
2022-01-14,70148070000
2022-01-18,69870672000
2022-01-19,70660836000
2022-01-20,70013574000
2022-01-21,70333002000
2022-01-24,70333002000
2022-01-25,68710643999
2022-01-26,68416434000
2022-01-27,69517620000
2022-01-28,69811830000
2022-01-31,69307470000
2022-02-01,68861952000
2022-02-02,69601680000
2022-02-03,69542838000
2022-02-04,68189472000
2022-02-07,68189472000
2022-02-08,68021352000
2022-02-09,67979322000
2022-02-10,67012632000
2022-02-11,66852918000
2022-02-14,66625956000
2022-02-15,66054348000
2022-02-16,65852604000
2022-02-17,66533490000
2022-02-18,66869730000
2022-02-22,66281309999
2022-02-23,66104784000
2022-02-24,63532548000
2022-02-25,65684484000
2022-02-28,64684170000
2022-03-01,63919224000
2022-03-02,64474020000
2022-03-03,65062440000
2022-03-04,65028816000
2022-03-07,64457208000
2022-03-08,62935722000
2022-03-09,63498924000
2022-03-10,62069904000
2022-03-11,62011062000
2022-03-14,62170775999
2022-03-15,63456893999
2022-03-16,63171090000
2022-03-17,63154277999
2022-03-18,60691320000
2022-03-21,62330490000
2022-03-22,62624700000
2022-03-23,61893377999
2022-03-24,61910190000
2022-03-25,62860068000
2022-03-28,63372834000
2022-03-29,64053720000
2022-03-30,64188216000
2022-03-31,63454544000
2022-04-01,63948256000
2022-04-04,64090512000
2022-04-05,64810160000
2022-04-06,65948208000
2022-04-07,67295456000
2022-04-08,67153200000
2022-04-11,67312192000
2022-04-12,67780800000
2022-04-13,67772431999
2022-04-14,67730592000
2022-04-18,66952368000
2022-04-19,67454448000
2022-04-20,68224304000
2022-04-21,68701279999
2022-04-22,67864479999
2022-04-25,68458608000
2022-04-26,67379136000
2022-04-27,67521392000
2022-04-28,67964896000
2022-04-29,64475440000
2022-05-02,62910624000
2022-05-03,62333231999
2022-05-04,64433600000
2022-05-05,63672112000
2022-05-06,64299712000
2022-05-09,64994256000
2022-05-10,64157456000
2022-05-11,64224400000
2022-05-12,64893840000
2022-05-13,65605120000
2022-05-16,65881264000
2022-05-17,65914736000
2022-05-18,63354127999
2022-05-19,62860416000
2022-05-20,62868784000
2022-05-23,64031936000
2022-05-24,65370816000
2022-05-25,64843631999
2022-05-26,65404288000
2022-05-27,65990048000
2022-05-31,65948208000
2022-06-01,65437760000
2022-06-02,66333136000
2022-06-03,66048624000
2022-06-06,65923104000
2022-06-07,65864527999
2022-06-08,65161616000
2022-06-09,64308079999
2022-06-10,64123984000
2022-06-13,63755792000
2022-06-14,62149136000
2022-06-15,62057088000
2022-06-16,61856256000
2022-06-17,61956672000
2022-06-21,63981727999
2022-06-22,65195088000
2022-06-23,66006784000
2022-06-24,67261984000
2022-06-27,66843584000
2022-06-28,66006784000
2022-06-29,66667856000
2022-06-30,66972998000
2022-07-01,68502329000
2022-07-05,67691700000
2022-07-06,67708414000
2022-07-07,66404721999
2022-07-08,65477094999
2022-07-11,65769590000
2022-07-12,65443667000
2022-07-13,65543951000
2022-07-14,65468738000
2022-07-15,65309955000
2022-07-18,64449184000
2022-07-19,64791821000
2022-07-20,63187277000
2022-07-21,63646912000
2022-07-22,64741679000
2022-07-25,65059244999
2022-07-26,65627521000
2022-07-27,65819732000
2022-07-28,66179083000
2022-07-29,65803017999
2022-08-01,67775269999
2022-08-02,67073282000
2022-08-03,68051051000
2022-08-04,67599773000
2022-08-05,67215351000
2022-08-08,67532917000
2022-08-09,66906142000
2022-08-10,67140138000
2022-08-11,66438150000
2022-08-12,67098353000
2022-08-15,67892267999
2022-08-16,68677826000
2022-08-17,68669469000
2022-08-18,69237745000
2022-08-19,69588739000
2022-08-22,68493971999
2022-08-23,67658271999
2022-08-24,67691700000
2022-08-25,67624844000
2022-08-26,66195796999
2022-08-29,66513363000
2022-08-30,66020300000
2022-08-31,65360096999
2022-09-01,66688860000
2022-09-02,65326669000
2022-09-06,64992389000
2022-09-07,65644235000
2022-09-08,65050888000
2022-09-09,65209671000
2022-09-12,65101030000
2022-09-13,63036851000
2022-09-14,63563342000
2022-09-15,62869711000
2022-09-16,63254133000
2022-09-19,63521557000
2022-09-20,62811212000
2022-09-21,62593930000
2022-09-22,62978352000
2022-09-23,63120421000
2022-09-26,62677500000
2022-09-27,60655106000
2022-09-28,60930887000
2022-09-29,59978189000
2022-09-30,58490150000
2022-10-03,59206186000
2022-10-04,59813984000
2022-10-05,59206186000
2022-10-06,57915656000
2022-10-07,57441073999
2022-10-10,57016448000
2022-10-11,57491030000
2022-10-12,57540986000
2022-10-13,59122926000
2022-10-14,59389358000
2022-10-17,60063764000
2022-10-18,60713192000
2022-10-19,59739050000
2022-10-20,58490150000
2022-10-21,59505922000
2022-10-24,59963852000
2022-10-25,60579976000
2022-10-26,61137818000
2022-10-27,60971298000
2022-10-28,62145264000
2022-10-31,61479184000
2022-11-01,61395923999
2022-11-02,60588302000
2022-11-03,60271914000
2022-11-04,60937994000
2022-11-07,61196100000
2022-11-08,61454206000
2022-11-09,61162795999
2022-11-10,62420022000
2022-11-11,62086981999
2022-11-14,62086981999
2022-11-15,62711431999
2022-11-16,63285926000
2022-11-17,62686454000
2022-11-18,63660595999
2022-11-21,64043592000
2022-11-22,63585662000
2022-11-23,64051918000
2022-11-25,63918702000
2022-11-28,63593988000
2022-11-29,63252622000
2022-11-30,64509848000
2022-12-01,64734650000
2022-12-02,65084342000
2022-12-05,64210112000
2022-12-06,64285045999
2022-12-07,64568130000
2022-12-08,65059364000
2022-12-09,64759628000
2022-12-12,65450686000
2022-12-13,65567250000
2022-12-14,66058484000
2022-12-15,64842888000
2022-12-16,64742976000
2022-12-19,64926148000
2022-12-20,64684694000
2022-12-21,65767073999
2022-12-22,66008528000
2022-12-23,66150070000
2022-12-27,66558044000
2022-12-28,65625531999
2022-12-29,66083462000
2022-12-30,65600554000
2023-01-03,65788682000
2023-01-04,66212696000
2023-01-05,65298156000
2023-01-06,66495372000
2023-01-09,65456122000
2023-01-10,65106934000
2023-01-11,64125882000
2023-01-12,63884776000
2023-01-13,64724489999
2023-01-17,65040422000
2023-01-18,63452447999
2023-01-19,62521280000
2023-01-20,62720816000
2023-01-23,62770700000
2023-01-24,63136516000
2023-01-25,62995178000
2023-01-26,62795642000
2023-01-27,59519926000
2023-01-30,60592432000
2023-01-31,61964242000
2023-02-01,62346685999
2023-02-02,61299122000
2023-02-03,61764706000
2023-02-06,61398889999
2023-02-07,61066330000
2023-02-08,60991504000
2023-02-09,60550862000
2023-02-10,61149470000
2023-02-13,61332378000
2023-02-14,60841852000
2023-02-15,60442780000
2023-02-16,60500978000
2023-02-17,61955928000
2023-02-21,61739764000
2023-02-22,61864474000
2023-02-23,61240924000
2023-02-24,60800282000
2023-02-27,61191039999
2023-02-28,60941620000
2023-03-01,60318070000
2023-03-02,61332378000
2023-03-03,61482030000
2023-03-06,60933306000
