,RL
2018-07-18,10862493000
2018-07-19,10990134000
2018-07-20,11102328000
2018-07-23,10996638000
2018-07-24,10841355000
2018-07-25,11151920999
2018-07-26,11111270999
2018-07-27,11060865000
2018-07-30,11047856999
2018-07-31,10973874000
2018-08-01,10475505000
2018-08-02,10609650000
2018-08-03,10598268000
2018-08-06,10712901000
2018-08-07,10838916000
2018-08-08,10914525000
2018-08-09,11108019000
2018-08-10,11087694000
2018-08-13,11106393000
2018-08-14,11260050000
2018-08-15,10703958000
2018-08-16,10760055000
2018-08-17,11008833000
2018-08-20,11293383000
2018-08-21,11334033000
2018-08-22,11177124000
2018-08-23,11198262000
2018-08-24,11113710000
2018-08-27,11067369000
2018-08-28,11046231000
2018-08-29,10968183000
2018-08-30,10716966000
2018-08-31,10797453000
2018-09-04,10640544000
2018-09-05,10664934000
2018-09-06,10655178000
2018-09-07,10572252000
2018-09-10,10822656000
2018-09-11,10696641000
2018-09-12,10921029000
2018-09-13,10834851000
2018-09-14,10710462000
2018-09-17,10695015000
2018-09-18,10749486000
2018-09-19,10904769000
2018-09-20,11066556000
2018-09-21,11103141000
2018-09-24,10889322000
2018-09-25,10933224000
2018-09-26,11173872000
2018-09-27,11191758000
2018-09-28,11182815000
2018-10-01,10862288000
2018-10-02,10422792000
2018-10-03,10665798000
2018-10-04,10150112000
2018-10-05,10142092000
2018-10-08,10267204000
2018-10-09,10244748000
2018-10-10,9380192000
2018-10-11,9435530000
2018-10-12,9737884000
2018-10-15,10146102000
2018-10-16,10358632000
2018-10-17,10279233999
2018-10-18,10157330000
2018-10-19,9903096000
2018-10-22,10270412000
2018-10-23,10251966000
2018-10-24,9977682000
2018-10-25,10188608000
2018-10-26,10203044000
2018-10-29,10496576000
2018-10-30,10513418000
2018-10-31,10394722000
2018-11-01,10622490000
2018-11-02,10749206000
2018-11-05,10971360000
2018-11-06,10248758000
2018-11-07,10217480000
2018-11-08,10603242000
2018-11-09,9939186000
2018-11-12,9706606000
2018-11-13,9737884000
2018-11-14,9799638000
2018-11-15,9609564000
2018-11-16,9405856000
2018-11-19,9097888000
2018-11-20,8932676000
2018-11-21,9206960000
2018-11-23,9214980000
2018-11-26,9389014000
2018-11-27,9027312000
2018-11-28,9020896000
2018-11-29,8925458000
2018-11-30,8934280000
2018-12-03,9218188000
2018-12-04,8811574000
2018-12-06,8728166000
2018-12-07,8412980000
2018-12-10,8432228000
2018-12-11,8445862000
2018-12-12,8672828000
2018-12-13,8299096000
2018-12-14,8140300000
2018-12-17,8096991999
2018-12-18,8218896000
2018-12-19,8104210000
2018-12-20,7971078000
2018-12-21,7821906000
2018-12-24,7715240000
2018-12-26,8174786000
2018-12-27,8184410000
2018-12-28,8162756000
2018-12-31,8173339999
2019-01-02,8329760000
2019-01-03,7953720000
2019-01-04,8278410000
2019-01-07,8429300000
2019-01-08,8558070000
2019-01-09,8647340000
2019-01-10,8441940000
2019-01-11,8328970000
2019-01-14,8426930000
2019-01-15,8387430000
2019-01-16,8344770000
2019-01-17,8522520000
2019-01-18,8814030000
2019-01-22,8637070000
2019-01-23,8712120000
2019-01-24,8764260000
2019-01-25,8977560000
2019-01-28,9092110000
2019-01-29,9175850000
2019-01-30,9239050000
2019-01-31,9175060000
2019-02-01,9146620000
2019-02-04,9049450000
2019-02-05,9808640000
2019-02-06,9960320000
2019-02-07,9914500000
2019-02-08,9877370000
2019-02-11,9922400000
2019-02-12,10006140000
2019-02-13,9735960000
2019-02-14,9700410000
2019-02-15,9882110000
2019-02-19,9910550000
2019-02-20,9901070000
2019-02-21,9972960000
2019-02-22,10042480000
2019-02-25,10044850000
2019-02-26,9994290000
2019-02-27,10051170000
2019-02-28,9888430000
2019-03-01,10030630000
2019-03-04,9908180000
2019-03-05,9864730000
2019-03-06,9803110000
2019-03-07,9744650000
2019-03-08,9642740000
2019-03-11,9753340000
2019-03-12,9705150000
2019-03-13,9612720000
2019-03-14,9600870000
2019-03-15,9541620000
2019-03-18,9812590000
2019-03-19,9859990000
2019-03-20,9697250000
2019-03-21,9846560000
2019-03-22,9498170000
2019-03-25,9684610000
2019-03-26,9659330000
2019-03-27,9901860000
2019-03-28,10222600000
2019-03-29,10244720000
2019-04-01,10087018000
2019-04-02,9954078000
2019-04-03,9956424000
2019-04-04,10038534000
2019-04-05,9977538000
2019-04-08,9962680000
2019-04-09,9849290000
2019-04-10,9889172000
2019-04-11,9896992000
2019-04-12,10021330000
2019-04-15,9945476000
2019-04-16,10131592000
2019-04-17,10303632000
2019-04-18,10252020000
2019-04-22,10224650000
2019-04-23,10327874000
2019-04-24,10324746000
2019-04-25,10144886000
2019-04-26,10259058000
2019-04-29,10329438000
2019-04-30,10289556000
2019-05-01,10143322000
2019-05-02,10313797999
2019-05-03,10266878000
2019-05-06,10026804000
2019-05-07,9689762000
2019-05-08,9727298000
2019-05-09,9828176000
2019-05-10,9717914000
2019-05-13,9249496000
2019-05-14,8910890000
2019-05-15,9046176000
2019-05-16,8973450000
2019-05-17,8798282000
2019-05-20,8752144000
2019-05-21,8912454000
2019-05-22,8820178000
2019-05-23,8542568000
2019-05-24,8542568000
2019-05-28,8447164000
2019-05-29,8288418000
2019-05-30,8213346000
2019-05-31,8221166000
2019-06-03,8386950000
2019-06-04,8739632000
2019-06-05,8678636000
2019-06-06,8560554000
2019-06-07,8670816000
2019-06-10,8888212000
2019-06-11,8903852000
2019-06-12,8810794000
2019-06-13,8806884000
2019-06-14,8768566000
2019-06-17,8781860000
2019-06-18,8866316000
2019-06-19,8809230000
2019-06-20,8985962000
2019-06-21,9210396000
2019-06-24,9144708000
2019-06-25,8889776000
2019-06-26,9021152000
2019-06-27,8844420000
2019-06-28,8882738000
2019-07-01,8717722000
2019-07-02,8457709000
2019-07-03,8474583000
2019-07-05,8512933000
2019-07-08,8539778000
2019-07-09,8482253000
2019-07-10,8403252000
2019-07-11,8522137000
2019-07-12,8626449000
2019-07-15,8634119000
2019-07-16,8835840000
2019-07-17,8498360000
2019-07-18,8390213000
2019-07-19,8457709000
2019-07-22,8237580000
2019-07-23,8351863000
2019-07-24,8416291000
2019-07-25,8456175000
2019-07-26,8443136000
2019-07-29,8534409000
2019-07-30,8216871000
2019-07-31,7994441000
2019-08-01,7564154000
2019-08-02,7584096000
2019-08-05,7342491000
2019-08-06,7339423000
2019-08-07,7301840000
2019-08-08,7440667000
2019-08-09,7188324000
2019-08-12,7051031000
2019-08-13,7164547000
2019-08-14,6738095000
2019-08-15,6524868999
2019-08-16,6668298000
2019-08-19,6684405000
2019-08-20,6659093999
2019-08-21,6678268999
2019-08-22,6741930000
2019-08-23,6435897000
2019-08-26,6414421000
2019-08-27,6551714000
2019-08-28,6729658000
2019-08-29,6748833000
2019-08-30,6775678000
2019-09-03,6668298000
2019-09-04,6887660000
2019-09-05,7229742000
2019-09-06,7254286000
2019-09-09,7428395000
2019-09-10,7570290000
2019-09-11,7697612000
2019-09-12,7714486000
2019-09-13,7843342000
2019-09-16,7911605000
2019-09-17,7597135000
2019-09-18,7558018000
2019-09-19,7351695000
2019-09-20,7130799000
2019-09-23,7112391000
2019-09-24,7102420000
2019-09-25,7211334000
2019-09-26,7143071000
2019-09-27,7228208000
2019-09-30,7131609000
2019-10-01,6838038000
2019-10-02,6684156000
2019-10-03,6870159000
2019-10-04,6831315000
2019-10-07,6839532000
2019-10-08,6721506000
2019-10-09,6743916000
2019-10-10,6724494000
2019-10-11,7000884000
2019-10-14,6906015000
2019-10-15,6963534000
2019-10-16,7045703999
2019-10-17,7102476000
2019-10-18,7094259000
2019-10-21,7206309000
2019-10-22,7365420000
2019-10-23,7255611000
2019-10-24,7254864000
2019-10-25,7379613000
2019-10-28,7299684000
2019-10-29,7178670000
2019-10-30,7216020000
2019-10-31,7175682000
2019-11-01,7319853000
2019-11-04,7398288000
2019-11-05,7623882000
2019-11-06,7535736000
2019-11-07,8640549000
2019-11-08,8498619000
2019-11-11,8516547000
2019-11-12,8318592000
2019-11-13,8266302000
2019-11-14,8320833000
2019-11-15,8411967000
2019-11-18,8467992000
2019-11-19,8252109000
2019-11-20,7986177000
2019-11-21,7747137000
2019-11-22,8038467000
2019-11-25,8137071000
2019-11-26,8105697000
2019-11-27,8120637000
2019-11-29,8018298000
2019-12-02,7979453999
2019-12-03,7884585000
2019-12-04,8119143000
2019-12-05,8370882000
2019-12-06,8341749000
2019-12-09,8459775000
2019-12-10,8515800000
2019-12-11,8338761000
2019-12-12,8646525000
2019-12-13,8733924000
2019-12-16,8792937000
2019-12-17,8774262000
2019-12-18,8887806000
2019-12-19,8779491000
2019-12-20,8846721000
2019-12-23,8798913000
2019-12-24,8839998000
2019-12-26,8844480000
2019-12-27,8770527000
2019-12-30,8591946000
2019-12-31,8639114000
2020-01-02,8754823000
2020-01-03,8708392000
2020-01-06,8829997000
2020-01-07,8868321000
2020-01-08,8844000000
2020-01-09,8691441000
2020-01-10,8693652000
2020-01-13,8832945000
2020-01-14,8806413000
2020-01-15,8722395000
2020-01-16,8866847000
2020-01-17,8998770000
2020-01-21,8771037000
2020-01-22,8642799000
2020-01-23,8698074000
2020-01-24,8566151000
2020-01-27,8325152000
2020-01-28,8303042000
2020-01-29,8342103000
2020-01-30,8567625000
2020-01-31,8364950000
2020-02-03,8347262000
2020-02-04,9115216000
2020-02-05,9028987000
2020-02-06,8948654000
2020-02-07,8885272000
2020-02-10,8891905000
2020-02-11,8871269000
2020-02-12,9115953000
2020-02-13,9063626000
2020-02-14,8979608000
2020-02-18,8888957000
2020-02-19,8829260000
2020-02-20,8981082000
2020-02-21,8656802000
2020-02-24,8078257000
2020-02-25,7573412000
2020-02-26,7486446000
2020-02-27,7488657000
2020-02-28,7776087000
2020-03-02,7930857000
2020-03-03,7843891000
2020-03-04,8146798000
2020-03-05,7973603000
2020-03-06,7795249000
2020-03-09,7000763000
2020-03-10,7289667000
2020-03-11,6682379000
2020-03-12,5871679000
2020-03-13,6166479000
2020-03-16,5276920000
2020-03-17,5417687000
2020-03-18,5423583000
2020-03-19,5197324000
2020-03-20,4909157000
2020-03-23,4819980000
2020-03-24,5119939000
2020-03-25,5203220000
2020-03-26,5477383999
2020-03-27,5010863000
2020-03-30,5199943959
2020-03-31,4876680533
2020-04-01,4793493105
2020-04-02,4813925105
2020-04-03,4451257108
2020-04-06,5005839960
2020-04-07,5384561672
2020-04-08,5557503956
2020-04-09,5867632525
2020-04-13,5543639385
2020-04-14,5582314242
2020-04-15,5077351960
2020-04-16,5000002246
2020-04-17,5303563387
2020-04-20,5077351960
2020-04-21,4985407960
2020-04-22,4891274818
2020-04-23,5031379960
2020-04-24,4983948532
2020-04-27,5459722242
2020-04-28,5724608526
2020-04-29,5908496525
2020-04-30,5383831957
2020-05-01,5333481672
2020-05-04,5244456530
2020-05-05,5277293672
2020-05-06,5190457673
2020-05-07,5124783388
2020-05-08,5259780530
2020-05-11,5064946817
2020-05-12,4781817676
2020-05-13,4720521677
2020-05-14,4806627962
2020-05-15,4770871962
2020-05-18,5102891960
2020-05-19,5054001103
2020-05-20,5210159959
2020-05-21,5441479385
2020-05-22,5315238815
2020-05-26,5937685096
2020-05-27,5901929096
2020-05-28,5836254811
2020-05-29,5510072528
2020-06-01,5597638241
2020-06-02,5720230240
2020-06-03,6179220523
2020-06-04,6196733665
2020-06-05,6536050805
2020-06-08,6586401091
2020-06-09,6237597665
2020-06-10,5888064525
2020-06-11,5402074814
2020-06-12,5456073671
2020-06-15,5380913100
2020-06-16,5576476527
2020-06-17,5434911957
2020-06-18,5395507386
2020-06-19,5209430244
2020-06-22,5351724529
2020-06-23,5360481100
2020-06-24,5155431388
2020-06-25,5131350816
2020-06-26,4940165675
2020-06-29,5333894999
2020-06-30,5330220000
2020-07-01,5194245000
2020-07-02,5200125000
2020-07-06,5247165000
2020-07-07,5064150000
2020-07-08,5111925000
2020-07-09,4959045000
2020-07-10,5070030000
2020-07-13,5121480000
2020-07-14,5142060000
2020-07-15,5452965000
2020-07-16,5483100000
2020-07-17,5388285000
2020-07-20,5240550000
2020-07-21,5259660000
2020-07-22,5244960000
2020-07-23,5266275000
2020-07-24,5251575000
2020-07-27,5263335000
2020-07-28,5247900000
2020-07-29,5345655000
2020-07-30,5224380000
2020-07-31,5240550000
2020-08-03,5124420000
2020-08-04,4900980000
2020-08-05,5035485000
2020-08-06,4769415000
2020-08-07,4848060000
2020-08-10,5047980000
2020-08-11,5160435000
2020-08-12,5131035000
2020-08-13,5154555000
2020-08-14,5193510000
2020-08-17,5211150000
2020-08-18,5034750000
2020-08-19,4964925000
2020-08-20,4944345000
2020-08-21,4928175000
2020-08-24,5163375000
2020-08-25,5080320000
2020-08-26,4972275000
2020-08-27,5015640000
2020-08-28,5232465000
2020-08-31,5059005000
2020-09-01,5083995000
2020-09-02,5261865000
2020-09-03,5450025000
2020-09-04,5442675000
2020-09-08,5516910000
2020-09-09,5402985000
2020-09-10,5549985000
2020-09-11,5597760000
2020-09-14,5923365000
2020-09-15,5925570000
2020-09-16,5973345000
2020-09-17,5788860000
2020-09-18,5573505000
2020-09-21,5230995000
2020-09-22,5515440000
2020-09-23,5292735000
2020-09-24,5267010000
2020-09-25,5223644999
2020-09-28,5184384000
2020-09-29,4956224000
2020-09-30,5002592000
2020-10-01,5087232000
2020-10-02,5146848000
2020-10-05,5284480000
2020-10-06,5099008000
2020-10-07,5283008000
2020-10-08,5470688000
2020-10-09,5438304000
2020-10-12,5419904000
2020-10-13,5317600000
2020-10-14,5370592000
2020-10-15,5575200000
2020-10-16,5504544000
2020-10-19,5472896000
2020-10-20,5410336000
2020-10-21,5520736000
2020-10-22,5675296000
2020-10-23,5695904000
2020-10-26,5652480000
2020-10-27,5480992000
2020-10-28,5468480000
2020-10-29,5194688000
2020-10-30,4920160000
2020-11-02,4962848000
2020-11-03,5087232000
2020-11-04,5057056000
2020-11-05,5146848000
2020-11-06,5021728000
2020-11-09,6016064000
2020-11-10,5987360000
2020-11-11,5609056000
2020-11-12,5466272000
2020-11-13,5712096000
2020-11-16,5839424000
2020-11-17,6189760000
2020-11-18,6016064000
2020-11-19,5931424000
2020-11-20,5756992000
2020-11-23,6133824000
2020-11-24,6552608000
2020-11-25,6479008000
2020-11-27,6475328000
2020-11-30,6311200000
2020-12-01,6522432000
2020-12-02,6544512000
2020-12-03,7114176000
2020-12-04,7081056000
2020-12-07,7028064000
2020-12-08,7150240000
2020-12-09,7421088000
2020-12-10,7643360000
2020-12-11,7458624000
2020-12-14,7279040000
2020-12-15,7399008000
2020-12-16,7323200000
2020-12-17,7432864000
2020-12-18,7449056000
2020-12-21,7457888000
2020-12-22,7274624000
2020-12-23,7504256000
2020-12-24,7427712000
2020-12-28,7592795148
2020-12-29,7454797711
2020-12-30,7629496594
2020-12-31,7614816016
2021-01-04,7437915046
2021-01-05,7633900768
2021-01-06,8033212500
2021-01-07,8234336424
2021-01-08,8036148616
2021-01-11,8117625826
2021-01-12,8405365162
2021-01-13,8290122622
2021-01-14,8182220371
2021-01-15,8079456322
2021-01-19,7872460167
2021-01-20,7824014258
2021-01-21,7919438017
2021-01-22,7962011695
2021-01-25,8036882645
2021-01-26,7859247646
2021-01-27,7399745542
2021-01-28,7600135437
2021-01-29,7417362236
2021-02-01,7522328372
2021-02-02,7592061119
2021-02-03,7721250209
2021-02-04,7915033844
2021-02-05,7964213782
2021-02-08,8089732727
2021-02-09,8100743161
2021-02-10,8232868366
2021-02-11,8326824068
2021-02-12,8125700144
2021-02-16,8204241238
2021-02-17,8177816197
2021-02-18,8146986983
2021-02-19,8328292126
2021-02-22,8616031462
2021-02-23,8597680739
2021-02-24,8799538692
2021-02-25,8630712041
2021-02-26,8594010595
2021-03-01,8833304023
2021-03-02,8928727782
2021-03-03,8977173691
2021-03-04,8879547845
2021-03-05,8969833402
2021-03-08,9289135982
2021-03-09,9171691355
2021-03-10,8999928588
2021-03-11,8936802101
2021-03-12,9100490550
2021-03-15,9101958608
2021-03-16,8937536129
2021-03-17,8886888134
2021-03-18,8990386212
2021-03-19,8936802101
2021-03-22,8919919435
2021-03-23,8335632415
2021-03-24,8364993572
2021-03-25,8683562123
2021-03-26,8966897286
2021-03-29,8707662000
2021-03-30,8873712000
2021-03-31,9089208000
2021-04-01,8851572000
2021-04-05,9100278000
2021-04-06,9129060000
2021-04-07,9124632000
2021-04-08,9120204000
2021-04-09,9412452000
2021-04-12,9428688000
2021-04-13,9189576000
2021-04-14,9283302000
2021-04-15,9297324000
2021-04-16,9192528000
2021-04-19,9016884000
2021-04-20,8814672000
2021-04-21,9050094000
2021-04-22,9109134000
2021-04-23,9260424000
2021-04-26,9286254000
2021-04-27,9509130000
2021-04-28,9763002000
2021-04-29,9845658000
2021-04-30,9836802000
2021-05-03,10059678000
2021-05-04,9993258000
2021-05-05,9959310000
2021-05-06,9889200000
2021-05-07,10305431999
2021-05-10,10152666000
2021-05-11,9892890000
2021-05-12,9449352000
2021-05-13,9707652000
2021-05-14,10072224000
2021-05-17,10193256000
2021-05-18,10088460000
2021-05-19,9671490000
2021-05-20,8994006000
2021-05-21,8936442000
2021-05-24,8827218000
2021-05-25,8970390000
2021-05-26,9154152000
2021-05-27,9272232000
2021-05-28,9157104000
2021-06-01,9219096000
2021-06-02,9071496000
2021-06-03,8940132000
2021-06-04,8912826000
2021-06-07,8926110000
2021-06-08,9037548000
2021-06-09,8962272000
2021-06-10,8830908000
2021-06-11,9057474000
2021-06-14,8884044000
2021-06-15,8952678000
2021-06-16,8964486000
2021-06-17,8638290000
2021-06-18,8374824000
2021-06-21,8518734000
2021-06-22,8660430000
2021-06-23,8831646000
2021-06-24,8884782000
2021-06-25,8943084000
2021-06-28,8672800000
2021-06-29,8651340000
2021-06-30,8717940000
2021-07-01,8734220000
2021-07-02,8716460000
2021-07-06,8523320000
2021-07-07,8396780000
2021-07-08,8404179999
2021-07-09,8613600000
2021-07-12,8561800000
2021-07-13,8485580000
2021-07-14,8413060000
2021-07-15,8256179999
2021-07-16,8042320000
2021-07-19,7680460000
2021-07-20,8068960000
2021-07-21,8187360000
2021-07-22,8132600000
2021-07-23,8139260000
2021-07-26,8247300000
2021-07-27,8150360000
2021-07-28,8171080000
2021-07-29,8151840000
2021-07-30,8400480000
2021-08-02,8731260000
2021-08-03,9266280000
2021-08-04,9115320000
2021-08-05,9215220000
2021-08-06,9112360000
2021-08-09,8934020000
2021-08-10,8953260000
2021-08-11,9084980000
2021-08-12,9191540000
2021-08-13,9209300000
2021-08-16,9065000000
2021-08-17,8821540000
2021-08-18,8605460000
2021-08-19,8499640000
2021-08-20,8603980000
2021-08-23,8751240000
2021-08-24,8917000000
2021-08-25,8881480000
2021-08-26,8606200000
2021-08-27,8754940000
2021-08-30,8660220000
2021-08-31,8593620000
2021-09-01,8801560000
2021-09-02,8694260000
2021-09-03,8497420000
2021-09-07,8354600000
2021-09-08,8192540000
2021-09-09,8418240000
2021-09-10,8334620000
2021-09-13,8413800000
2021-09-14,8267280000
2021-09-15,8297620000
2021-09-16,8334620000
2021-09-17,8364960000
2021-09-20,8217700000
2021-09-21,8154060000
2021-09-22,8380500000
2021-09-23,8558840000
2021-09-24,8618780000
2021-09-27,8635404000
2021-09-28,8711532000
2021-09-29,8556348000
2021-09-30,8128128000
2021-10-01,8402628000
2021-10-04,8590752000
2021-10-05,8743740000
2021-10-06,8437764000
2021-10-07,8579772000
2021-10-08,8289900000
2021-10-11,8158872000
2021-10-12,8422392000
2021-10-13,8508036000
2021-10-14,8631744000
2021-10-15,8695428000
2021-10-18,8734224000
2021-10-19,8681520000
2021-10-20,8687376000
2021-10-21,8893068000
2021-10-22,9013116000
2021-10-25,9081924000
2021-10-26,9105348000
2021-10-27,8917224000
2021-10-28,9131700000
2021-10-29,9308844000
2021-11-01,9497700000
2021-11-02,8573916000
2021-11-03,8999208000
2021-11-04,9103152000
2021-11-05,9335928000
2021-11-08,9439872000
2021-11-09,9451584000
2021-11-10,9242964000
2021-11-11,9161712000
2021-11-12,9143412000
2021-11-15,9152196000
2021-11-16,9341052000
2021-11-17,9201240000
2021-11-18,9212952000
2021-11-19,8916492000
2021-11-22,9127308000
2021-11-23,9102420000
2021-11-24,8897460000
2021-11-26,8522676000
2021-11-29,8719584000
2021-11-30,8494128000
2021-12-01,8524140000
2021-12-02,8721048000
2021-12-03,8503644000
2021-12-06,8971392000
2021-12-07,9114864000
2021-12-08,9089244000
2021-12-09,8978712000
2021-12-10,8996280000
2021-12-13,8789856000
2021-12-14,8554152000
2021-12-15,8480220000
2021-12-16,8375544000
2021-12-17,8421660000
2021-12-20,7971480000
2021-12-21,8196204000
2021-12-22,8169120000
2021-12-23,8208648000
2021-12-27,8290337000
2021-12-28,8277575000
2021-12-29,8327914000
2021-12-30,8361237000
2021-12-31,8427174000
2022-01-03,8573228000
2022-01-04,8803653000
2022-01-05,8659017000
2022-01-06,8511545000
2022-01-07,8370454000
2022-01-10,8191077000
2022-01-11,8315152000
2022-01-12,8157045000
2022-01-13,8321533000
2022-01-14,8142156000
2022-01-18,7962779000
2022-01-19,8018081000
2022-01-20,7794746000
2022-01-21,7692650000
2022-01-24,7822397000
2022-01-25,7667126000
2022-01-26,7501220000
2022-01-27,7599771000
2022-01-28,7748661000
2022-01-31,7858556000
2022-02-01,8047859000
2022-02-02,8059203000
2022-02-03,8343512000
2022-02-04,8410867000
2022-02-07,8461206000
2022-02-08,8839103000
2022-02-09,9014935000
2022-02-10,8904331000
2022-02-11,8631366000
2022-02-14,8688086000
2022-02-15,9129084000
2022-02-16,9219836000
2022-02-17,8983030000
2022-02-18,8974522000
2022-02-22,9190767000
2022-02-23,9153190000
2022-02-24,9141137000
2022-02-25,9508399000
2022-02-28,9361636000
2022-03-01,8841230000
2022-03-02,9108523000
2022-03-03,8832013000
2022-03-04,8227945000
2022-03-07,7221874000
2022-03-08,7161609000
2022-03-09,7702576000
2022-03-10,7736608000
2022-03-11,7624586000
2022-03-14,7628131000
2022-03-15,7658618000
2022-03-16,8082600000
2022-03-17,8452698000
2022-03-18,8607260000
2022-03-21,8401650000
2022-03-22,8315152000
2022-03-23,8250633000
2022-03-24,8336422000
2022-03-25,8326496000
2022-03-28,8444899000
2022-03-29,8694467000
2022-03-30,8488148000
2022-03-31,8042896000
2022-04-01,7940800000
2022-04-04,8066406999
2022-04-05,7755163000
2022-04-06,7424291000
2022-04-07,7347181000
2022-04-08,7403261000
2022-04-11,7363304000
2022-04-12,7417981999
2022-04-13,7546966000
2022-04-14,7607252000
2022-04-18,7619870000
2022-04-19,7907981000
2022-04-20,8088138000
2022-04-21,8008224000
2022-04-22,7658425000
2022-04-25,7600943000
2022-04-26,7312831999
2022-04-27,7247639000
2022-04-28,7483876000
2022-04-29,7314234000
2022-05-02,7479670000
2022-05-03,7417281000
2022-05-04,7541358000
2022-05-05,7024721000
2022-05-06,6907654000
2022-05-09,6651088000
2022-05-10,6663005000
2022-05-11,6475137000
2022-05-12,6691746000
2022-05-13,7005093000
2022-05-16,6890830000
2022-05-17,7150200000
2022-05-18,6679829000
2022-05-19,6455509000
2022-05-20,6536124000
2022-05-23,6375595000
2022-05-24,6388914000
2022-05-25,6567669000
2022-05-26,6898541000
2022-05-27,6930787000
2022-05-31,7086409000
2022-06-01,7093419000
2022-06-02,7297410000
2022-06-03,7373819000
2022-06-06,7418683000
2022-06-07,7467753000
2022-06-08,7321244000
2022-06-09,7232918000
2022-06-10,6995279000
2022-06-13,6616739000
2022-06-14,6629356999
2022-06-15,6720487000
2022-06-16,6108514000
2022-06-17,6288671000
2022-06-21,6460416000
2022-06-22,6468127000
2022-06-23,6542433000
2022-06-24,6754135000
2022-06-27,6602719000
2022-06-28,6524206999
2022-06-29,6416253000
2022-06-30,6284465000
2022-07-01,6358070000
2022-07-05,6171000000
2022-07-06,6122720000
2022-07-07,6333520000
2022-07-08,6337600000
2022-07-11,6242400000
2022-07-12,6343040000
2022-07-13,6387920000
2022-07-14,6296120000
2022-07-15,6324680000
2022-07-18,6271640000
2022-07-19,6598720000
2022-07-20,6675560000
2022-07-21,6678960000
2022-07-22,6591920000
2022-07-25,6581040000
2022-07-26,6162840000
2022-07-27,6476320000
2022-07-28,6619120000
2022-07-29,6706840000
2022-08-01,6659920000
2022-08-02,6457960000
2022-08-03,6688480000
2022-08-04,6713640000
2022-08-05,6814960000
2022-08-08,6878880000
2022-08-09,6580360000
2022-08-10,6495360000
2022-08-11,6740160000
2022-08-12,6721120000
2022-08-15,6695960000
2022-08-16,6858480000
2022-08-17,6672160000
2022-08-18,6746280000
2022-08-19,6668080000
2022-08-22,6470200000
2022-08-23,6478360000
2022-08-24,6465440000
2022-08-25,6681000000
2022-08-26,6398800000
2022-08-29,6332840000
2022-08-30,6422600000
2022-08-31,6210440000
2022-09-01,6123400000
2022-09-02,6120680000
2022-09-06,6086000000
2022-09-07,6285920000
2022-09-08,6406960000
2022-09-09,6564720000
2022-09-12,6743560000
2022-09-13,6398800000
2022-09-14,6378400000
2022-09-15,6329440000
2022-09-16,6357320000
2022-09-19,6546360000
2022-09-20,6406280000
2022-09-21,6277080000
2022-09-22,6010520000
2022-09-23,5809240000
2022-09-26,5709280000
2022-09-27,5815360000
2022-09-28,6051320000
2022-09-29,5934360000
2022-09-30,5775240000
2022-10-03,5776190000
2022-10-04,6101375000
2022-10-05,6252330000
2022-10-06,6219745000
2022-10-07,6035540000
2022-10-10,5894560000
2022-10-11,6022240000
2022-10-12,6152580000
2022-10-13,6258980000
2022-10-14,6153910000
2022-10-17,6313510000
2022-10-18,6280260000
2022-10-19,6103370000
2022-10-20,5965050000
2022-10-21,6032215000
2022-10-24,5929140000
2022-10-25,6238365000
2022-10-26,6219080000
2022-10-27,6106030000
2022-10-28,6203120000
2022-10-31,6163885000
2022-11-01,6218415000
2022-11-02,6004950000
2022-11-03,6031550000
2022-11-04,6321490000
2022-11-07,6288905000
2022-11-08,6327475000
2022-11-09,6000960000
2022-11-10,6347425000
2022-11-11,6941270000
2022-11-14,6739110000
2022-11-15,6907355000
2022-11-16,6657980000
2022-11-17,6787655000
2022-11-18,6840855000
2022-11-21,6727805000
2022-11-22,7063630000
2022-11-23,7122150000
2022-11-25,7279755000
2022-11-28,7178675000
2022-11-29,7491890000
2022-11-30,7522480000
2022-12-01,7573020000
2022-12-02,7684740000
2022-12-05,7382165000
2022-12-06,7369530000
2022-12-07,7300370000
2022-12-08,7456645000
2022-12-09,7149415000
2022-12-12,7396130000
2022-12-13,7392140000
2022-12-14,7346255000
2022-12-15,7086905000
2022-12-16,6994470000
2022-12-19,6850830000
2022-12-20,6759725000
2022-12-21,6871445000
2022-12-22,6900040000
2022-12-23,6939940000
2022-12-27,6931960000
2022-12-28,6809600000
2022-12-29,6961220000
2022-12-30,7027055000
2023-01-03,7244904000
2023-01-04,7513824000
2023-01-05,7600144000
2023-01-06,7700408000
2023-01-09,7594832000
2023-01-10,7574912000
2023-01-11,7717008000
2023-01-12,7930152000
2023-01-13,7888984000
2023-01-17,7919528000
2023-01-18,7896288000
2023-01-19,7791376000
2023-01-20,8037720000
2023-01-23,8424168000
2023-01-24,8386320000
2023-01-25,8232272000
2023-01-26,8247544000
2023-01-27,8155248000
2023-01-30,8091504000
2023-01-31,8223640000
2023-02-01,8481272000
2023-02-02,8426160000
2023-02-03,8359096000
2023-02-06,8032408000
2023-02-07,8120720000
2023-02-08,7774112000
2023-02-09,7809968000
2023-02-10,7849144000
2023-02-13,8159232000
2023-02-14,8108768000
2023-02-15,8209032000
2023-02-16,8162552000
2023-02-17,8151928000
2023-02-21,7874376000
2023-02-22,7906912000
2023-02-23,7876368000
2023-02-24,7898280000
2023-02-27,7908240000
2023-02-28,7847816000
2023-03-01,7760832000
2023-03-02,7861096000
2023-03-03,7894296000
2023-03-06,7771456000
