,COP
2013-11-27,89594271420
2013-11-29,89816344800
2013-12-02,89532584369
2013-12-03,89409210270
2013-12-04,88101444810
2013-12-05,87398212440
2013-12-06,87311850570
2013-12-09,86904716040
2013-12-10,86744329710
2013-12-11,85263840510
2013-12-12,85720324680
2013-12-13,85658637630
2013-12-16,86102784390
2013-12-17,85202153460
2013-12-18,85621625400
2013-12-19,85226828280
2013-12-20,86213821080
2013-12-23,85819023960
2013-12-24,86275508130
2013-12-26,86596280790
2013-12-27,86843028990
2013-12-30,86250833310
2013-12-31,87250489200
2014-01-02,86176067040
2014-01-03,86398361279
2014-01-06,86768851680
2014-01-07,86904698160
2014-01-08,86064919920
2014-01-09,85780877279
2014-01-10,85052246160
2014-01-13,83656732320
2014-01-14,84373013759
2014-01-15,84076621440
2014-01-16,83767879440
2014-01-17,83372689680
2014-01-21,84298915680
2014-01-22,84434762160
2014-01-23,83792578800
2014-01-24,82211819759
2014-01-27,81334992480
2014-01-28,81767231279
2014-01-29,81285593759
2014-01-30,81199146000
2014-01-31,80211171600
2014-02-03,78865056480
2014-02-04,78679811280
2014-02-05,78371069280
2014-02-06,79408442400
2014-02-07,80235870960
2014-02-10,79754233440
2014-02-11,80976851759
2014-02-12,80544612960
2014-02-13,79914779279
2014-02-14,80927453040
2014-02-18,80729858160
2014-02-19,80272920000
2014-02-20,80174122560
2014-02-21,79877730240
2014-02-24,82026574560
2014-02-25,82150071360
2014-02-26,81668433840
2014-02-27,81816630000
2014-02-28,82125372000
2014-03-03,81890728080
2014-03-04,82125372000
2014-03-05,81878378400
2014-03-06,81989525520
2014-03-07,82137721680
2014-03-10,82607009520
2014-03-11,82162421040
2014-03-12,82174770720
2014-03-13,81903077759
2014-03-14,82248868800
2014-03-17,83100996720
2014-03-18,84101320800
2014-03-19,83360340000
2014-03-20,83854327200
2014-03-21,83335640640
2014-03-24,83434438080
2014-03-25,84459461520
2014-03-26,84718804800
2014-03-27,85570932720
2014-03-28,86879998800
2014-03-31,86956609950
2014-04-01,86907167670
2014-04-02,87624080730
2014-04-03,86771201400
2014-04-04,86795922540
2014-04-07,85881240360
2014-04-08,86610513989
2014-04-09,88427517780
2014-04-10,86165533469
2014-04-11,87599359590
2014-04-14,88390436070
2014-04-15,90157997580
2014-04-16,91196285460
2014-04-17,92419981890
2014-04-21,92209852200
2014-04-22,91678347690
2014-04-23,91492939140
2014-04-24,92073885930
2014-04-25,91962640800
2014-04-28,92271655050
2014-04-29,92308736760
2014-04-30,91851395670
2014-05-01,92741356710
2014-05-02,94583081640
2014-05-05,95040422730
2014-05-06,95275273560
2014-05-07,96548412270
2014-05-08,95188749570
2014-05-09,95967465480
2014-05-12,96919229370
2014-05-13,97203522480
2014-05-14,97067556210
2014-05-15,96548412270
2014-05-16,96486609420
2014-05-19,96943950510
2014-05-20,97079916780
2014-05-21,97067556210
2014-05-22,96981032219
2014-05-23,96943950510
2014-05-27,97697945280
2014-05-28,98353055489
2014-05-29,98328334350
2014-05-30,98810396580
2014-06-02,98241810360
2014-06-03,98662069739
2014-06-04,98637348600
2014-06-05,98946362850
2014-06-06,99922847880
2014-06-09,99935208450
2014-06-10,100899332910
2014-06-11,101294871150
2014-06-12,102419683020
2014-06-13,102691615560
2014-06-16,103445610330
2014-06-17,103519773750
2014-06-18,104125441680
2014-06-19,104780551890
2014-06-20,105509825520
2014-06-23,106424507700
2014-06-24,104817633600
2014-06-25,105831200340
2014-06-26,106251459719
2014-06-27,106300902000
2014-06-30,106153800820
2014-07-01,106624329740
2014-07-02,106314771240
2014-07-03,106983417600
2014-07-07,106611947400
2014-07-08,106537653360
2014-07-09,106240477200
2014-07-10,106079506780
2014-07-11,104915566820
2014-07-14,106290006560
2014-07-15,104890802139
2014-07-16,107342505460
2014-07-17,104853655120
2014-07-18,104952713840
2014-07-21,104667920020
2014-07-22,106512888680
2014-07-23,107429181840
2014-07-24,106797682500
2014-07-25,106389065280
2014-07-28,105485154460
2014-07-29,104890802139
2014-07-30,104791743420
2014-07-31,102154305000
2014-08-01,99925483800
2014-08-04,101510423320
2014-08-05,98736779160
2014-08-06,99814042740
2014-08-07,98551044060
2014-08-08,100705571220
2014-08-11,100049307200
2014-08-12,99578778280
2014-08-13,100160748260
2014-08-14,99269219780
2014-08-15,99826425080
2014-08-18,98241485560
2014-08-19,98947278940
2014-08-20,99677837000
2014-08-21,100272189320
2014-08-22,99355896160
2014-08-25,100049307200
2014-08-26,99727366360
2014-08-27,100334101020
2014-08-28,99875954440
2014-08-29,100569365480
2014-09-02,99331131480
2014-09-03,100173130600
2014-09-04,98872984900
2014-09-05,99492101900
2014-09-08,97857633020
2014-09-09,97770956639
2014-09-10,97808103660
2014-09-11,98291014920
2014-09-12,97139457300
2014-09-15,98315779600
2014-09-16,99987395500
2014-09-17,99851189760
2014-09-18,99021572980
2014-09-19,99752131040
2014-09-22,98662485120
2014-09-23,97709044940
2014-09-24,97473780480
2014-09-25,96049811379
2014-09-26,96730840080
2014-09-29,96384134560
2014-09-30,94882887000
2014-10-01,92998125000
2014-10-02,92613732750
2014-10-03,92712930750
2014-10-06,92948525999
2014-10-07,91646552250
2014-10-08,92415336750
2014-10-09,88583814000
2014-10-10,87244641000
2014-10-13,84405098249
2014-10-14,82086345000
2014-10-15,82148343750
2014-10-16,82991526750
2014-10-17,84417498000
2014-10-20,85347479250
2014-10-21,87529835250
2014-10-22,86103864000
2014-10-23,86798250000
2014-10-24,86885048249
2014-10-27,85347479250
2014-10-28,87071044500
2014-10-29,87728231250
2014-10-30,88472216250
2014-10-31,89464196250
2014-11-03,87492636000
2014-11-04,85273080750
2014-11-05,86649453000
2014-11-06,88435016999
2014-11-07,89476596000
2014-11-10,88782210000
2014-11-11,88968206250
2014-11-12,88286220000
2014-11-13,87232241250
2014-11-14,88546614750
2014-11-17,88559014500
2014-11-18,88869008250
2014-11-19,89439396750
2014-11-20,90778569749
2014-11-21,91311759000
2014-11-24,90927366750
2014-11-25,88943406750
2014-11-26,87827429250
2014-11-28,81925148249
2014-12-01,84033105750
2014-12-02,85818669749
2014-12-03,87790230000
2014-12-04,85942667250
2014-12-05,84132303750
2014-12-08,80635574250
2014-12-09,80548775999
2014-12-10,78788011500
2014-12-11,78874809750
2014-12-12,77436438750
2014-12-15,76494057750
2014-12-16,78391219500
2014-12-17,83003926500
2014-12-18,86488256250
2014-12-19,88013425500
2014-12-22,86203062000
2014-12-23,88100223750
2014-12-24,86959446750
2014-12-26,86649453000
2014-12-29,86934647250
2014-12-30,86711451750
2014-12-31,85689026460
2015-01-02,85515315720
2015-01-05,81445521240
2015-01-06,78082977630
2015-01-07,78604109850
2015-01-08,80564559630
2015-01-09,80552151720
2015-01-12,78256688370
2015-01-13,77474990040
2015-01-14,77698332420
2015-01-15,76196975310
2015-01-16,78269096280
2015-01-20,78405583290
2015-01-21,80080651140
2015-01-22,81023652300
2015-01-23,80217138150
2015-01-26,81668863619
2015-01-27,81321442140
2015-01-28,77648700780
2015-01-29,77946490620
2015-01-30,78145017180
2015-02-02,81606824070
2015-02-03,84051182340
2015-02-04,81730903170
2015-02-05,83840247869
2015-02-06,83740984590
2015-02-09,84187669350
2015-02-10,84361380090
2015-02-11,84224893080
2015-02-12,84423419640
2015-02-13,86706475080
2015-02-17,86197750770
2015-02-18,84038774430
2015-02-19,83654129220
2015-02-20,83604497580
2015-02-23,83033733720
2015-02-24,83244668190
2015-02-25,83790616230
2015-02-26,81706087350
2015-02-27,80899573200
2015-03-02,79906940400
2015-03-03,80378440980
2015-03-04,79720821750
2015-03-05,78579294030
2015-03-06,77909266890
2015-03-09,76891818270
2015-03-10,75526948170
2015-03-11,76060488300
2015-03-12,76134935760
2015-03-13,76482357240
2015-03-16,77425358400
2015-03-17,76941449910
2015-03-18,78963939240
2015-03-19,77872043160
2015-03-20,79212097440
2015-03-23,78455214930
2015-03-24,77611477050
2015-03-25,78231872550
2015-03-26,78467622840
2015-03-27,78082977630
2015-03-30,79410624000
2015-03-31,74296933312
2015-04-01,75203866645
2015-04-02,75394799978
2015-04-06,78032066644
2015-04-07,78509399978
2015-04-08,77339933311
2015-04-09,79953333311
2015-04-10,79392466644
2015-04-13,79165733311
2015-04-14,81576266643
2015-04-15,82817333310
2015-04-16,82351933310
2015-04-17,80776733310
2015-04-20,81874599977
2015-04-21,81170533310
2015-04-22,81003466644
2015-04-23,81456933310
2015-04-24,80561933310
2015-04-27,80024933310
2015-04-28,80836399977
2015-04-29,81218266643
2015-04-30,81051199977
2015-05-01,80478399977
2015-05-04,79977199977
2015-05-05,80191999977
2015-05-06,80227799977
2015-05-07,79499866644
2015-05-08,80156199977
2015-05-11,77900799978
2015-05-12,78043999978
2015-05-13,78032066644
2015-05-14,78067866644
2015-05-15,78473599978
2015-05-18,78807733311
2015-05-19,77709866644
2015-05-20,77304133311
2015-05-21,78258799978
2015-05-22,77697933311
2015-05-26,76182399978
2015-05-27,76158533312
2015-05-28,76206266645
2015-05-29,75991466645
2015-06-01,75907933312
2015-06-02,76456866645
2015-06-03,76134666645
2015-06-04,75179999979
2015-06-05,75227733312
2015-06-08,75693133312
2015-06-09,75251599978
2015-06-10,76397199978
2015-06-11,76409133311
2015-06-12,75788599978
2015-06-15,75502199978
2015-06-16,75693133312
2015-06-17,75287399978
2015-06-18,75096466645
2015-06-19,74404333312
2015-06-22,74678799979
2015-06-23,75382866645
2015-06-24,74977133312
2015-06-25,74249199979
2015-06-26,74201466645
2015-06-29,72805266646
2015-06-30,75597827539
2015-07-01,73898999954
2015-07-02,74502206850
2015-07-06,72704896506
2015-07-07,73431206851
2015-07-08,71843172369
2015-07-09,72224793058
2015-07-10,72791068920
2015-07-13,72544862024
2015-07-14,73283482713
2015-07-15,71917034438
2015-07-16,71338448231
2015-07-17,70415172370
2015-07-20,69639620646
2015-07-21,69541137888
2015-07-22,68728655130
2015-07-23,66525103407
2015-07-24,64124586167
2015-07-27,62351896513
2015-07-28,64309241339
2015-07-29,65121724097
2015-07-30,64099965477
2015-07-31,61970275823
2015-08-03,61194724100
2015-08-04,61391689617
2015-08-05,60468413755
2015-08-06,61896413754
2015-08-07,60123724100
2015-08-10,61797930996
2015-08-11,62044137892
2015-08-12,63447517202
2015-08-13,61674827548
2015-08-14,61268586169
2015-08-17,61010068927
2015-08-18,60948517203
2015-08-19,58695724101
2015-08-20,57858620654
2015-08-21,55876655137
2015-08-24,52848310312
2015-08-25,51937344795
2015-08-26,53439206863
2015-08-27,56467551689
2015-08-28,57637034447
2015-08-31,60505344790
2015-09-01,58781896515
2015-09-02,59323551687
2015-09-03,59311241342
2015-09-04,58104827550
2015-09-08,59655930997
2015-09-09,58904999963
2015-09-10,59618999963
2015-09-11,58301793067
2015-09-14,57575482723
2015-09-15,58203310308
2015-09-16,60899275824
2015-09-17,61711758582
2015-09-18,59532827549
2015-09-21,60012930997
2015-09-22,59852896514
2015-09-23,58917310308
2015-09-24,58794206860
2015-09-25,58092517205
2015-09-28,56442930999
2015-09-29,57329275826
2015-09-30,59595729263
2015-10-01,59844251904
2015-10-02,63609369912
2015-10-05,65833647547
2015-10-06,68517692068
2015-10-07,68679231785
2015-10-08,69934271121
2015-10-09,69710600744
2015-10-12,68679231785
2015-10-13,68393430748
2015-10-14,68915328293
2015-10-15,68629527256
2015-10-16,68629527256
2015-10-19,66715902922
2015-10-20,66529510942
2015-10-21,65821221415
2015-10-22,67821828674
2015-10-23,67859107070
2015-10-26,65796369151
2015-10-27,64230676514
2015-10-28,66280988301
2015-10-29,66628919998
2015-10-30,66293414433
2015-11-02,68269169427
2015-11-03,70493447062
2015-11-04,70008827913
2015-11-05,69934271121
2015-11-06,69300538387
2015-11-09,67896385466
2015-11-10,67908811598
2015-11-11,66405249621
2015-11-12,64578608211
2015-11-13,64404642363
2015-11-16,67560879901
2015-11-17,66976851695
2015-11-18,67697567353
2015-11-19,66554363206
2015-11-20,65771516887
2015-11-23,66206431509
2015-11-24,68741362445
2015-11-25,67573306033
2015-11-27,66454954149
2015-11-30,67163243676
2015-12-01,67859107070
2015-12-02,65299323870
2015-12-03,64131267458
2015-12-04,63609369912
2015-12-07,60875620863
2015-12-08,60018217753
2015-12-09,60229461997
2015-12-10,61161421900
2015-12-11,59806973508
2015-12-14,61546631994
2015-12-15,62826523594
2015-12-16,61322961617
2015-12-17,58750752285
2015-12-18,57073224459
2015-12-21,56041855500
2015-12-22,57508139081
2015-12-23,60925325392
2015-12-24,60378575582
2015-12-28,58638917096
2015-12-29,59359632755
2015-12-30,57905775306
2015-12-31,58108366330
2016-01-04,58344832160
2016-01-05,58992001800
2016-01-06,56440659950
2016-01-07,54835181420
2016-01-08,53876872530
2016-01-11,51176183840
2016-01-12,50093419250
2016-01-13,48537723000
2016-01-14,51337976250
2016-01-15,48985763520
2016-01-19,45301874800
2016-01-20,43248355750
2016-01-21,45936598869
2016-01-22,46882462190
2016-01-25,42563849400
2016-01-26,43995089950
2016-01-27,45065408970
2016-01-28,47318057140
2016-01-29,48637287560
2016-02-01,48039900200
2016-02-02,45538340630
2016-02-03,48077236910
2016-02-04,43957753240
2016-02-05,40945925300
2016-02-08,42850097510
2016-02-09,41792224060
2016-02-10,40248973380
2016-02-11,39676477160
2016-02-12,40945925300
2016-02-16,40771687320
2016-02-17,42202927869
2016-02-18,41941570900
2016-02-19,40908588590
2016-02-22,42874988650
2016-02-23,40970816440
2016-02-24,41020598720
2016-02-25,41145054420
2016-02-26,42464284840
2016-02-29,42103363310
2016-03-01,42887434220
2016-03-02,45413884930
2016-03-03,47990117920
2016-03-04,51176183840
2016-03-07,51524659800
2016-03-08,48064791340
2016-03-09,48599950850
2016-03-10,48575059710
2016-03-11,50429449640
2016-03-14,49794725570
2016-03-15,49570705310
2016-03-16,52109601590
2016-03-17,53528396570
2016-03-18,53540842140
2016-03-21,52993237060
2016-03-22,52171829440
2016-03-23,49595596450
2016-03-24,49832062280
2016-03-28,49384021760
2016-03-29,49309348340
2016-03-30,49881844560
2016-03-31,50131800840
2016-04-01,49521803760
2016-04-04,48675277200
2016-04-05,48600583680
2016-04-06,50729349000
2016-04-07,50181596520
2016-04-08,51326897159
2016-04-11,51277101480
2016-04-12,54115455240
2016-04-13,54252393360
2016-04-14,55049124240
2016-04-15,54401780400
2016-04-18,56020140000
2016-04-19,58584617520
2016-04-20,58609515360
2016-04-21,57551357159
2016-04-22,59281757040
2016-04-25,57601152840
2016-04-26,59854407360
2016-04-27,59891754120
2016-04-28,59344001640
2016-04-29,59493388680
2016-05-02,58323190200
2016-05-03,56119731360
2016-05-04,54040761719
2016-05-05,53791783320
2016-05-06,53231581920
2016-05-09,51849751800
2016-05-10,53368520040
2016-05-11,54376882560
2016-05-12,54439127159
2016-05-13,53555253840
2016-05-16,54874839360
2016-05-17,54501371760
2016-05-18,53953619280
2016-05-19,53978517120
2016-05-20,54252393360
2016-05-23,54264842280
2016-05-24,54103006320
2016-05-25,55895650800
2016-05-26,55684019159
2016-05-27,55186062360
2016-05-31,54513820680
2016-06-01,54849941520
2016-06-02,55248306960
2016-06-03,54999328560
2016-06-06,56667483840
2016-06-07,59182165680
2016-06-08,59119921080
2016-06-09,57974620440
2016-06-10,55410142920
2016-06-13,54625860960
2016-06-14,55173613440
2016-06-15,54414229320
2016-06-16,53729538719
2016-06-17,54961981800
2016-06-20,55634223480
2016-06-21,55771161600
2016-06-22,54762799080
2016-06-23,56804421960
2016-06-24,53741987640
2016-06-27,50766695760
2016-06-28,52223219400
2016-06-29,54663207719
2016-06-30,53980952376
2016-07-01,53869523805
2016-07-05,51628571424
2016-07-06,51876190472
2016-07-07,51393333329
2016-07-08,52371428567
2016-07-11,52557142853
2016-07-12,54228571424
2016-07-13,53077142853
2016-07-14,53262857138
2016-07-15,53163809519
2016-07-18,52879047614
2016-07-19,51888571424
2016-07-20,52037142853
2016-07-21,50811428567
2016-07-22,50464761900
2016-07-25,49820952377
2016-07-26,50501904758
2016-07-27,49610476186
2016-07-28,49845714281
2016-07-29,50539047615
2016-08-01,49040952377
2016-08-02,49263809520
2016-08-03,49907619043
2016-08-04,49647619043
2016-08-05,50266666662
2016-08-08,51455238091
2016-08-09,51059047615
2016-08-10,50266666662
2016-08-11,51244761900
2016-08-12,51219999996
2016-08-15,52222857138
2016-08-16,53064761900
2016-08-17,53485714281
2016-08-18,53968571424
2016-08-19,53634285710
2016-08-22,52779999995
2016-08-23,53510476186
2016-08-24,53188571424
2016-08-25,52965714281
2016-08-26,52371428567
2016-08-29,52433333329
2016-08-30,52284761900
2016-08-31,50823809519
2016-09-01,50266666662
2016-09-02,50662857138
2016-09-06,50761904758
2016-09-07,51356190472
2016-09-08,53584761900
2016-09-09,52309523805
2016-09-12,52829523805
2016-09-13,50774285710
2016-09-14,49511428567
2016-09-15,49560952377
2016-09-16,49362857139
2016-09-19,48632380948
2016-09-20,48298095234
2016-09-21,49598095234
2016-09-22,50786666662
2016-09-23,49449523805
2016-09-26,49548571424
2016-09-27,48818095234
2016-09-28,52222857138
2016-09-29,54055238091
2016-09-30,54178269390
2016-10-03,54128415910
2016-10-04,53430467190
2016-10-05,54726657669
2016-10-06,55486923240
2016-10-07,55113022140
2016-10-10,55324899430
2016-10-11,54003782210
2016-10-12,54178269390
2016-10-13,52533104550
2016-10-14,51934862790
2016-10-17,51224450700
2016-10-18,50663599050
2016-10-19,51997179640
2016-10-20,51710522130
2016-10-21,51772838980
2016-10-24,52645274880
2016-10-25,52109349970
2016-10-26,52096886600
2016-10-27,54838828000
2016-10-28,56047774890
2016-10-31,54153342650
2016-11-01,54265512980
2016-11-02,53879148509
2016-11-03,54340293200
2016-11-04,53293370120
2016-11-07,54739121040
2016-11-08,55250119210
2016-11-09,56994991009
2016-11-10,55810970860
2016-11-11,54764047780
2016-11-14,55000851810
2016-11-15,56434139360
2016-11-16,55312436060
2016-11-17,54352756570
2016-11-18,55786044120
2016-11-21,57780183320
2016-11-22,57418745590
2016-11-23,57705403100
2016-11-25,57019917750
2016-11-28,56708333500
2016-11-29,55125485509
2016-11-30,60472271240
2016-12-01,60098370140
2016-12-02,59973736440
2016-12-05,60920952560
2016-12-06,62192216300
2016-12-07,62192216300
2016-12-08,62042655860
2016-12-09,63276529490
2016-12-12,64036795060
2016-12-13,65607179680
2016-12-14,64173892130
2016-12-15,64485476380
2016-12-16,64734743780
2016-12-19,64784597259
2016-12-20,64248672350
2016-12-21,64161428759
2016-12-22,64236208980
2016-12-23,64024331690
2016-12-27,64310989200
2016-12-28,63276529490
2016-12-29,62989871980
2016-12-30,62491337180
2017-01-03,62922400800
2017-01-04,63506742400
2017-01-05,63320250400
2017-01-06,63084027200
2017-01-09,61741284799
2017-01-10,61741284799
2017-01-11,63680801600
2017-01-12,62350492000
2017-01-13,62897535200
2017-01-17,62350492000
2017-01-18,62499685600
2017-01-19,61989940800
2017-01-20,63071594399
2017-01-23,62089403200
2017-01-24,62499685600
2017-01-25,63021863200
2017-01-26,62947266400
2017-01-27,61455330400
2017-01-30,59030934399
2017-01-31,60622332800
2017-02-01,60299080000
2017-02-02,60535303200
2017-02-03,62698610400
2017-02-06,62275895200
2017-02-07,61442897600
2017-02-08,61666688000
2017-02-09,61927776800
2017-02-10,62338059200
2017-02-13,61791016000
2017-02-14,62338059200
2017-02-15,61368300800
2017-02-16,60100155200
2017-02-17,59068232800
2017-02-21,59839066400
2017-02-22,58558488000
2017-02-23,58807144000
2017-02-24,58483891200
2017-02-27,58881740800
2017-02-28,59142829600
2017-03-01,60982884000
2017-03-02,59938528800
2017-03-03,59453649600
2017-03-06,60075289600
2017-03-07,59329321600
2017-03-08,57078984799
2017-03-09,57787654399
2017-03-10,56780597600
2017-03-13,56991955200
2017-03-14,55873003200
2017-03-15,56991955200
2017-03-16,56991955200
2017-03-17,56805463200
2017-03-20,57016820800
2017-03-21,56171390400
2017-03-22,55512452000
2017-03-23,55301094399
2017-03-24,54828648000
2017-03-27,55064871200
2017-03-28,56420046400
2017-03-29,57128716000
2017-03-30,62164000000
2017-03-31,61680761970
2017-04-03,61161292950
2017-04-04,61507605629
2017-04-05,60740770410
2017-04-06,61606552110
2017-04-07,61272607740
2017-04-10,62027074650
2017-04-11,62027074650
2017-04-12,61148924640
2017-04-13,60134723220
2017-04-17,60542877450
2017-04-18,60221301390
2017-04-19,59367888000
2017-04-20,59306046450
2017-04-21,59046311940
2017-04-24,59256573209
2017-04-25,60344984490
2017-04-26,59788410540
2017-04-27,59194731660
2017-04-28,59256573209
2017-05-01,58724735879
2017-05-02,57760007700
2017-05-03,58230003480
2017-05-04,56795279520
2017-05-05,57846585870
2017-05-08,58291845030
2017-05-09,57228170370
2017-05-10,58885523910
2017-05-11,58650526020
2017-05-12,58093952070
2017-05-15,58675262640
2017-05-16,58291845030
2017-05-17,57401326709
2017-05-18,57413695020
2017-05-19,58724735879
2017-05-22,58044478830
2017-05-23,57834217560
2017-05-24,57722902770
2017-05-25,55719236550
2017-05-26,56090285850
2017-05-30,55397660490
2017-05-31,55273977390
2017-06-01,55484238660
2017-06-02,54742140060
2017-06-05,54445300620
2017-06-06,55014242879
2017-06-07,53876358360
2017-06-08,53270311170
2017-06-09,55434765420
2017-06-12,56547913320
2017-06-13,57426063330
2017-06-14,56176864020
2017-06-15,56139759090
2017-06-16,57549746430
2017-06-19,57339485160
2017-06-20,56671596420
2017-06-21,55595553450
2017-06-22,55422397110
2017-06-23,55447133730
2017-06-26,54705035129
2017-06-27,54383459070
2017-06-28,54371090760
2017-06-29,54519510480
2017-06-30,53299477840
2017-07-03,55360649639
2017-07-05,53541968639
2017-07-06,52511382740
2017-07-07,52135522000
2017-07-10,52426510960
2017-07-11,52559880900
2017-07-12,52426510960
2017-07-13,52438635500
2017-07-14,52681126300
2017-07-17,52365888260
2017-07-18,52220393780
2017-07-19,52935741639
2017-07-20,52414386420
2017-07-21,51711163100
2017-07-24,51662664940
2017-07-25,52923617100
2017-07-26,52984239800
2017-07-27,54148195639
2017-07-28,54875668040
2017-07-31,55009037980
2017-08-01,54257316500
2017-08-02,55300026940
2017-08-03,54451309139
2017-08-04,55239404240
2017-08-07,54766547180
2017-08-08,55324276020
2017-08-09,55348525100
2017-08-10,54524056380
2017-08-11,54305814660
2017-08-14,54002701160
2017-08-15,53954203000
2017-08-16,52972115260
2017-08-17,52135522000
2017-08-18,52268891940
2017-08-21,51529295000
2017-08-22,52365888260
2017-08-23,52972115260
2017-08-24,52499258200
2017-08-25,52838745320
2017-08-28,52196144700
2017-08-29,51953653900
2017-08-30,52632628139
2017-08-31,52935741639
2017-09-01,53638964960
2017-09-05,53820833060
2017-09-06,54633177240
2017-09-07,54693799940
2017-09-08,53917829380
2017-09-11,54475558220
2017-09-12,54475558220
2017-09-13,55239404240
2017-09-14,55566766820
2017-09-15,56391235540
2017-09-18,57094458860
2017-09-19,57652187700
2017-09-20,58597901820
2017-09-21,59034385260
2017-09-22,59507242320
2017-09-25,60598450920
2017-09-26,60222590180
2017-09-27,60889439880
2017-09-28,60622700000
2017-09-29,60683322700
2017-10-02,59981745330
2017-10-03,58706045320
2017-10-04,58789502330
2017-10-05,59254477100
2017-10-06,58252992980
2017-10-09,58312605129
2017-10-10,58646433170
2017-10-11,59135252800
2017-10-12,59385623830
2017-10-13,58896804200
2017-10-16,59278321960
2017-10-17,59278321960
2017-10-18,59266399530
2017-10-19,59266399530
2017-10-20,59910210750
2017-10-23,59922133180
2017-10-24,60792470570
2017-10-25,59564460280
2017-10-26,61352824780
2017-10-27,61054764030
2017-10-30,61269367770
2017-10-31,60983229450
2017-11-01,62115860300
2017-11-02,62568912640
2017-11-03,63141189280
2017-11-06,63987681810
2017-11-07,63761155640
2017-11-08,63808845360
2017-11-09,63820767790
2017-11-10,63176956570
2017-11-13,62676214510
2017-11-14,61078608890
2017-11-15,60196349070
2017-11-16,59874443460
2017-11-17,59767141590
2017-11-20,59707529440
2017-11-21,59624072430
2017-11-22,59874443460
2017-11-24,60172504210
2017-11-27,58610665879
2017-11-28,59767141590
2017-11-29,60482487390
2017-11-30,60661323840
2017-12-01,61686652820
2017-12-04,61150143470
2017-12-05,61078608890
2017-12-06,60065202340
2017-12-07,60255961220
2017-12-08,61483971510
2017-12-11,61627040670
2017-12-12,61948946280
2017-12-13,61615118240
2017-12-14,62366231330
2017-12-15,62199317310
2017-12-18,62401998620
2017-12-19,62807361240
2017-12-20,64679182750
2017-12-21,66705995850
2017-12-22,66169486500
2017-12-26,67039823890
2017-12-27,66276788370
2017-12-28,65787968740
2017-12-29,65442218270
2018-01-02,65266093440
2018-01-03,66469481280
2018-01-04,67236346080
2018-01-05,67106568960
2018-01-08,67790848320
2018-01-09,68345350560
2018-01-10,68015008800
2018-01-11,69820090560
2018-01-12,70846509600
2018-01-16,69418961280
2018-01-17,70622349120
2018-01-18,70504369920
2018-01-19,70492572000
2018-01-22,71577980640
2018-01-23,71342022240
2018-01-24,71365618080
2018-01-25,70174028160
2018-01-26,71247638880
2018-01-29,70386390720
2018-01-30,68970640320
2018-01-31,69383567520
2018-02-01,70020655200
2018-02-02,68097594240
2018-02-05,65997564480
2018-02-06,65997564480
2018-02-07,65631828960
2018-02-08,62812126080
2018-02-09,61372779840
2018-02-12,63012690719
2018-02-13,62906509440
2018-02-14,65490253920
2018-02-15,64345855680
2018-02-16,64475632800
2018-02-20,64699793280
2018-02-21,63413820000
2018-02-22,64782378719
2018-02-23,67307133600
2018-02-26,66764429280
2018-02-27,65867787360
2018-02-28,64074503520
2018-03-01,63567192960
2018-03-02,63779555520
2018-03-05,63696970080
2018-03-06,63779555520
2018-03-07,63791353440
2018-03-08,63201457440
2018-03-09,64959347520
2018-03-12,64581814080
2018-03-13,63661576320
2018-03-14,63661576320
2018-03-15,63744161760
2018-03-16,64805974560
2018-03-19,63201457440
2018-03-20,64534622400
2018-03-21,67295335680
2018-03-22,66658248000
2018-03-23,68121190080
2018-03-26,69702111360
2018-03-27,69772898880
2018-03-28,69289184160
2018-03-29,69949867680
2018-04-02,68103438020
2018-04-03,70377851340
2018-04-04,69826833680
2018-04-05,70881973880
2018-04-06,69475120280
2018-04-09,71069554360
2018-04-10,73086044520
2018-04-11,74129460940
2018-04-12,74141184720
2018-04-13,76087332200
2018-04-16,77060405940
2018-04-17,77974860780
2018-04-18,77869346760
2018-04-19,77740385180
2018-04-20,77130748620
2018-04-23,76767311440
2018-04-24,76568007180
2018-04-25,76274912680
2018-04-26,78514154660
2018-04-27,76145951100
2018-04-30,76790759000
2018-05-01,77036958380
2018-05-02,76732140100
2018-05-03,77365224220
2018-05-04,78385193080
2018-05-07,78279679060
2018-05-08,79416885720
2018-05-09,80542368600
2018-05-10,81292690520
2018-05-11,81409928320
2018-05-14,81585785020
2018-05-15,82171974020
2018-05-16,81890603300
2018-05-17,82840229480
2018-05-18,81538889900
2018-05-21,82840229480
2018-05-22,82218869140
2018-05-23,81034767360
2018-05-24,80249274100
2018-05-25,76755587660
2018-05-29,77036958380
2018-05-30,79780322900
2018-05-31,79006553420
2018-06-01,80061693620
2018-06-04,79604466200
2018-06-05,79205857680
2018-06-06,79581018640
2018-06-07,81456823440
2018-06-08,81398204540
2018-06-11,82640925220
2018-06-12,81398204540
2018-06-13,81620956360
2018-06-14,79874113140
2018-06-15,76626626080
2018-06-18,78080374800
2018-06-19,77681766280
2018-06-20,79100343660
2018-06-21,76333531580
2018-06-22,79463780840
2018-06-25,77541080920
2018-06-26,78947934520
2018-06-27,80589263720
2018-06-28,80202378980
2018-06-29,81620956360
2018-07-02,79772433470
2018-07-03,80900575480
2018-07-05,80167864690
2018-07-06,81005248450
2018-07-09,82575343000
2018-07-10,83435987420
2018-07-11,81470461650
2018-07-12,83098707850
2018-07-13,83738376000
2018-07-16,82086869140
2018-07-17,81737959240
