,COP
2000-09-07,12196329600
2000-09-08,12038266800
2000-09-11,12318700800
2000-09-12,12573640800
2000-09-13,12583838400
2000-09-14,12583838400
2000-09-15,12899964000
2000-09-18,12945853200
2000-09-19,12655221600
2000-09-20,12925458000
2000-09-21,12379886400
2000-09-22,11951587200
2000-09-25,11890401600
2000-09-26,12135144000
2000-09-27,12512455200
2000-09-28,12196329600
2000-09-29,12196329600
2000-10-02,12323836994
2000-10-03,12359513941
2000-10-04,12104678602
2000-10-05,11997647760
2000-10-06,11778489368
2000-10-09,12237192978
2000-10-10,12481834904
2000-10-11,12527705265
2000-10-12,12904861566
2000-10-13,12430867836
2000-10-16,12226999565
2000-10-17,12420674422
2000-10-18,12313643580
2000-10-19,12349320527
2000-10-20,12675509761
2000-10-23,12614349280
2000-10-24,12298353460
2000-10-25,12176032497
2000-10-26,11900810331
2000-10-27,11875326797
2000-10-30,11961970812
2000-10-31,11997647760
2000-11-01,12069001655
2000-11-02,11742812421
2000-11-03,11645974992
2000-11-06,11717328887
2000-11-07,11559330977
2000-11-08,11742812421
2000-11-09,11839649849
2000-11-10,11742812421
2000-11-13,11860036677
2000-11-14,12018034587
2000-11-15,12140355549
2000-11-16,12165839083
2000-11-17,11982357639
2000-11-20,11824359729
2000-11-21,11961970812
2000-11-22,12043518121
2000-11-24,11997647760
2000-11-27,12033324707
2000-11-28,11921197158
2000-11-29,11472686961
2000-11-30,10978306404
2000-12-01,11136304314
2000-12-04,11391139653
2000-12-05,10733664478
2000-12-06,10489022553
2000-12-07,10392185124
2000-12-08,10489022553
2000-12-11,10269864161
2000-12-12,10331024643
2000-12-13,10585859982
2000-12-14,10198510266
2000-12-15,10295347695
2000-12-18,10514506087
2000-12-19,10463539019
2000-12-20,10285154282
2000-12-21,10381991710
2000-12-22,10611343515
2000-12-26,10952822870
2000-12-27,11243335156
2000-12-28,11304495638
2000-12-29,11049660299
2001-01-02,11116686000
2001-01-03,10825352160
2001-01-04,10692463040
2001-01-05,10886685600
2001-01-08,10896907840
2001-01-09,10728240880
2001-01-10,10534018320
2001-01-11,10641351840
2001-01-12,10738463120
2001-01-16,11065574800
2001-01-17,10799796560
2001-01-18,10738463120
2001-01-19,10764018720
2001-01-22,10994019120
2001-01-23,11106463760
2001-01-24,11055352560
2001-01-25,11310908560
2001-01-26,11080908160
2001-01-29,11157574960
2001-01-30,11218908400
2001-01-31,11423353200
2001-02-01,11305797440
2001-02-02,11326241920
2001-02-05,10390906960
2001-02-06,10518684960
2001-02-07,10687351920
2001-02-08,10677129680
2001-02-09,10861130000
2001-02-12,10973574640
2001-02-13,11137130480
2001-02-14,11019574720
2001-02-15,10927574560
2001-02-16,10902018960
2001-02-20,10907130080
2001-02-21,10810018800
2001-02-22,10794685440
2001-02-23,10723129760
2001-02-26,10712907520
2001-02-27,10712907520
2001-02-28,10385795840
2001-03-01,10421573680
2001-03-02,10707796400
2001-03-05,10789574320
2001-03-06,10794685440
2001-03-07,10948019040
2001-03-08,11224019520
2001-03-09,11198463920
2001-03-12,10963352400
2001-03-13,10743574240
2001-03-14,10656685200
2001-03-15,10723129760
2001-03-16,10707796400
2001-03-19,10815129920
2001-03-20,10861130000
2001-03-21,10718018640
2001-03-22,10390906960
2001-03-23,10600462880
2001-03-26,10503351600
2001-03-27,10549351680
2001-03-28,10442018160
2001-03-29,10401129200
2001-03-30,10723129760
2001-04-02,10426774840
2001-04-03,10334683600
2001-04-04,10523982260
2001-04-05,10820720700
2001-04-06,10738861820
2001-04-09,10969089920
2001-04-10,11230015100
2001-04-11,11010019360
2001-04-12,11035600260
2001-04-16,11327222520
2001-04-17,11327222520
2001-04-18,11270944540
2001-04-19,11183969480
2001-04-20,11168620940
2001-04-23,11444894660
2001-04-24,11542102080
2001-04-25,11670006580
2001-04-26,11695587480
2001-04-27,11700703660
2001-04-30,11623960960
2001-05-01,11552334440
2001-05-02,11040716440
2001-05-03,10979322280
2001-05-04,11204434200
2001-05-07,11291409260
2001-05-08,11352803420
2001-05-09,11608612420
2001-05-10,11603496240
2001-05-11,11603496240
2001-05-14,11920699400
2001-05-15,12150927500
2001-05-16,12509060100
2001-05-17,12846727980
2001-05-18,13169047320
2001-05-21,13117885520
2001-05-22,13036026640
2001-05-23,12933703040
2001-05-24,12851844160
2001-05-25,12672777860
2001-05-29,12672777860
2001-05-30,12647196960
2001-05-31,12626732240
2001-06-01,12575570440
2001-06-04,12647196960
2001-06-05,12580686620
2001-06-06,12345342340
2001-06-07,12145811320
2001-06-08,12186740760
2001-06-11,12161159860
2001-06-12,12232786380
2001-06-13,12109998060
2001-06-14,11849072880
2001-06-15,11828608160
2001-06-18,11700703660
2001-06-19,11787678720
2001-06-20,11649541860
2001-06-21,11337454880
2001-06-22,11429546120
2001-06-25,11214666560
2001-06-26,11286293080
2001-06-27,10912811940
2001-06-28,10841185420
2001-06-29,11117459140
2001-07-02,11968571760
2001-07-03,12040805480
2001-07-05,12179716480
2001-07-06,12163047160
2001-07-09,12035249040
2001-07-10,12063031240
2001-07-11,11857442960
2001-07-12,11751870600
2001-07-13,11824104320
2001-07-16,11646298240
2001-07-17,11368476240
2001-07-18,11251791000
2001-07-19,11435153520
2001-07-20,11629628920
2001-07-23,11679636880
2001-07-24,11224008800
2001-07-25,11779652800
2001-07-26,11918563800
2001-07-27,12063031240
2001-07-30,12163047160
2001-07-31,12090813440
2001-08-01,12063031240
2001-08-02,12190829360
2001-08-03,12001910400
2001-08-06,11918563800
2001-08-07,12101926320
2001-08-08,12074144120
2001-08-09,12040805480
2001-08-10,12268619520
2001-08-13,12190829360
2001-08-14,12263063080
2001-08-15,12540885080
2001-08-16,12485320680
2001-08-17,12285288840
2001-08-20,12218611560
2001-08-21,12240837320
2001-08-22,12207498680
2001-08-23,12413086960
2001-08-24,12574223720
2001-08-27,12446425600
2001-08-28,12340853240
2001-08-29,12390861200
2001-08-30,12329740360
2001-08-31,12179716480
2001-09-04,12401974080
2001-09-05,12535328640
2001-09-06,12579780160
2001-09-07,12529772200
2001-09-10,12401974080
2001-09-17,12407530520
2001-09-18,11785209240
2001-09-19,11190670160
2001-09-20,11279573200
2001-09-21,11474048600
2001-09-24,10907291720
2001-09-25,10773937160
2001-09-26,10673921240
2001-09-27,11085097800
2001-09-28,11424040640
2001-10-01,11240678120
2001-10-02,11424040640
2001-10-03,11351806920
2001-10-04,11496274360
2001-10-05,11512943680
2001-10-08,11646298240
2001-10-09,11768539920
2001-10-10,12163047160
2001-10-11,12063031240
2001-10-12,12179716480
2001-10-15,11879668720
2001-10-16,12074144120
2001-10-17,12057474800
2001-10-18,11601846720
2001-10-19,11629628920
2001-10-22,11712975520
2001-10-23,11807435000
2001-10-24,11801878560
2001-10-25,12035249040
2001-10-26,12263063080
2001-10-29,12196385800
2001-10-30,11701862640
2001-10-31,11524056560
2001-11-01,11779652800
2001-11-02,11396258440
2001-11-05,11457379280
2001-11-06,11612959600
2001-11-07,11779652800
2001-11-08,11729644840
2001-11-09,11974128200
2001-11-12,11879668720
2001-11-13,11974128200
2001-11-14,11312911840
2001-11-15,10885065960
2001-11-16,10973969000
2001-11-19,11296242520
2001-11-20,11585177400
2001-11-21,11496274360
2001-11-23,11646298240
2001-11-26,11457379280
2001-11-27,11585177400
2001-11-28,11574064520
2001-11-29,11885225160
2001-11-30,11779652800
2001-12-03,11896338040
2001-12-04,11996353960
2001-12-05,12424199840
2001-12-06,11924120240
2001-12-07,12085257000
2001-12-10,12018579720
2001-12-11,11740757720
2001-12-12,11918563800
2001-12-13,11701862640
2001-12-14,11990797520
2001-12-17,11840773640
2001-12-18,12007466840
2001-12-19,12251950200
2001-12-20,12368635440
2001-12-21,12418643400
2001-12-24,12624231680
2001-12-26,12796481320
2001-12-27,12685352520
2001-12-28,12813150640
2001-12-31,12763142680
2002-01-02,17526328080
2002-01-03,17419273720
2002-01-04,17564561780
2002-01-07,17572208520
2002-01-08,17342806320
2002-01-09,17197518260
2002-01-10,17251045440
2002-01-11,17266338920
2002-01-14,17006349759
2002-01-15,17220458480
2002-01-16,16937529099
2002-01-17,16937529099
2002-01-18,16906942140
2002-01-22,16723420380
2002-01-23,17143991080
2002-01-24,17251045440
2002-01-25,17289279140
2002-01-28,17159284560
2002-01-29,16776947560
2002-01-30,17036936720
2002-01-31,17044583460
2002-02-01,17205165000
2002-02-04,16884001919
2002-02-05,16845768220
2002-02-06,16945175840
2002-02-07,16715773640
2002-02-08,16746360599
2002-02-11,16914588880
2002-02-12,16731067120
2002-02-13,16761654080
2002-02-14,16845768220
2002-02-15,16945175840
2002-02-19,16432844259
2002-02-20,16356376860
2002-02-21,16532251880
2002-02-22,16922235620
2002-02-25,17251045440
2002-02-26,17166931300
2002-02-27,16937529099
2002-02-28,17228105220
2002-03-01,17281632400
2002-03-04,17434567200
2002-03-05,17457507420
2002-03-06,17732790060
2002-03-07,17725143320
2002-03-08,17648675920
2002-03-11,17893371600
2002-03-12,18183947720
2002-03-13,18214534680
2002-03-14,18084540100
2002-03-15,18283355340
2002-03-18,18489817320
2002-03-19,18550991240
2002-03-20,18359822740
2002-03-21,18222181420
2002-03-22,17992779220
2002-03-25,17809257460
2002-03-26,17893371600
2002-03-27,18268061860
2002-03-28,18306295560
2002-04-01,18650493540
2002-04-02,18635137020
2002-04-03,18404789220
2002-04-04,18097658820
2002-04-05,17744458860
2002-04-08,18105337080
2002-04-09,17575537140
2002-04-10,17659998000
2002-04-11,17475719760
2002-04-12,17007345899
2002-04-15,17414293680
2002-04-16,17575537140
2002-04-17,17675354520
2002-04-18,17752137120
2002-04-19,17928737100
2002-04-22,17752137120
2002-04-23,17844276240
2002-04-24,17583215400
2002-04-25,17752137120
2002-04-26,17506432800
2002-04-29,17544824100
2002-04-30,17506432800
2002-05-01,17613928440
2002-05-02,17767493640
2002-05-03,17844276240
2002-05-06,17445006720
2002-05-07,17421971940
2002-05-08,17744458860
2002-05-09,17698389300
2002-05-10,17567858880
2002-05-13,17844276240
2002-05-14,17844276240
2002-05-15,17629284960
2002-05-16,17836597980
2002-05-17,17706067560
2002-05-20,17598571920
2002-05-21,17521789320
2002-05-22,17713745820
2002-05-23,17698389300
2002-05-24,17345189340
2002-05-28,17245371960
2002-05-29,17122519800
2002-05-30,16684858980
2002-05-31,16846102440
2002-06-03,16523615520
2002-06-04,16377728579
2002-06-05,16431476399
2002-06-06,16370050320
2002-06-07,16562006820
2002-06-10,16339337280
2002-06-11,16254876420
2002-06-12,16300945980
2002-06-13,16316302500
2002-06-14,16262554680
2002-06-17,16792354620
2002-06-18,16800032880
2002-06-19,16638789420
2002-06-20,16684858980
2002-06-21,16546650300
2002-06-24,16538972040
2002-06-25,16492902480
2002-06-26,16792354620
2002-06-27,16938241559
2002-06-28,17230015440
2002-07-01,21621930980
2002-07-02,21083545860
2002-07-03,21045089780
2002-07-05,21439264600
2002-07-08,21679615100
2002-07-09,21314282340
2002-07-10,20487476620
2002-07-11,19564530700
2002-07-12,19439548440
2002-07-15,18997303520
2002-07-16,18776181060
2002-07-17,18997303520
2002-07-18,18622356740
2002-07-19,17958989360
2002-07-22,17007201380
2002-07-23,16757236860
2002-07-24,17507130420
2002-07-25,16882219119
2002-07-26,17401376200
2002-07-29,18391620260
2002-07-30,18362778200
2002-07-31,18958847440
2002-08-01,18035901520
2002-08-02,17834007100
2002-08-05,17036043439
2002-08-06,17766708960
2002-08-07,17910919260
2002-08-08,18689654880
2002-08-09,18978075480
2002-08-12,18958847440
2002-08-13,18545444580
2002-08-14,19151127840
2002-08-15,19208811960
2002-08-16,18997303520
2002-08-19,19160741860
2002-08-20,18843479200
2002-08-21,19006917540
2002-08-22,19343408240
2002-08-23,18987689500
2002-08-26,19054987640
2002-08-27,18997303520
2002-08-28,18872321260
2002-08-29,18891549300
2002-08-30,19266496080
2002-09-03,19314566180
2002-09-04,18949233420
2002-09-05,18910777340
2002-09-06,18805023120
2002-09-09,18785795080
2002-09-10,19093443720
2002-09-11,19228040000
2002-09-12,19103057740
2002-09-13,19035759600
2002-09-16,19006917540
2002-09-17,18305094080
2002-09-18,18439690360
2002-09-19,18266638000
2002-09-20,17882077200
2002-09-23,17757094940
2002-09-24,17324464040
2002-09-25,17603270620
2002-09-26,18026287500
2002-09-27,17487902380
2002-09-30,23943782760
2002-10-01,24922189320
2002-10-02,24500930940
2002-10-03,25180379940
2002-10-04,24324274199
2002-10-07,23794303980
2002-10-08,24066083580
2002-10-09,23128443960
2002-10-10,23549702339
2002-10-11,23699181120
2002-10-14,24514519920
2002-10-15,24990134220
2002-10-16,24881422380
2002-10-17,25520104440
2002-10-18,25329858720
2002-10-21,25166790960
2002-10-22,24446575019
2002-10-23,24840655440
2002-10-24,24446575019
2002-10-25,24596053800
2002-10-28,24895011360
2002-10-29,24215562360
2002-10-30,25465748519
2002-10-31,25126024019
2002-11-01,25003723199
2002-11-04,24704765640
2002-11-05,25098846060
2002-11-06,25384214640
2002-11-07,25479337500
2002-11-08,25492926480
2002-11-11,24908600339
2002-11-12,24827066460
2002-11-13,24134028480
2002-11-14,24990134220
2002-11-15,25248324839
2002-11-18,25628816280
2002-11-19,25221146880
2002-11-20,25669583220
2002-11-21,25873417920
2002-11-22,25153201980
2002-11-25,25085257080
2002-11-26,24500930940
2002-11-27,24908600339
2002-11-29,24759121560
2002-12-02,24799888500
2002-12-03,25370625660
2002-12-04,25506515460
2002-12-05,25846239960
2002-12-06,25859828940
2002-12-09,25737528120
2002-12-10,26050074660
2002-12-11,25683172199
2002-12-12,25506515460
2002-12-13,25071668100
2002-12-16,25696761180
2002-12-17,25791884040
2002-12-18,25520104440
2002-12-19,25302680760
2002-12-20,25859828940
2002-12-23,25737528120
2002-12-24,25452159540
2002-12-26,25166790960
2002-12-27,24772710540
2002-12-30,25153201980
2002-12-31,25061361440
2003-01-02,25550628800
2003-01-03,25591401079
2003-01-06,26067077680
2003-01-07,25088542960
2003-01-08,24653638640
2003-01-09,24871090800
2003-01-10,24191552800
2003-01-13,24436186480
2003-01-14,24735183200
2003-01-15,24721592440
2003-01-16,24993407640
2003-01-17,24925453840
2003-01-21,24558503320
2003-01-22,24585684840
2003-01-23,24626457120
2003-01-24,24014872920
2003-01-27,23471242520
2003-01-28,23783830000
2003-01-29,24871090800
2003-01-30,24585684840
2003-01-31,24966226120
2003-02-03,25686536399
2003-02-04,25931170079
2003-02-05,25591401079
2003-02-06,25305995120
2003-02-07,25210859800
2003-02-10,25278813600
2003-02-11,25129315239
2003-02-12,24803137000
2003-02-13,24830318520
2003-02-14,25238041320
2003-02-18,25523447280
2003-02-19,25632173360
2003-02-20,25170087520
2003-02-21,25876807040
2003-02-24,25727308680
2003-02-25,25876807040
2003-02-26,26039896160
2003-02-27,26257348320
2003-02-28,26257348320
2003-03-03,26800978720
2003-03-04,26678661880
2003-03-05,26610708079
2003-03-06,26325302120
2003-03-07,26733024920
2003-03-10,26379665160
2003-03-11,26270939079
2003-03-12,25740899440
2003-03-13,26039896160
2003-03-14,26202985280
2003-03-17,26420437440
2003-03-18,26379665160
2003-03-19,26610708079
2003-03-20,26977658600
2003-03-21,26760206440
2003-03-24,26461209720
2003-03-25,26950477079
2003-03-26,26868932520
2003-03-27,27276655320
2003-03-28,27765922680
2003-03-31,27785944080
2003-04-01,28003553040
2003-04-02,27649938479
2003-04-03,27119516640
2003-04-04,27269122800
2003-04-07,26820304320
2003-04-08,26561893680
2003-04-09,26385086399
2003-04-10,26439488640
2003-04-11,26480290320
2003-04-14,26589094800
2003-04-15,26548293120
2003-04-16,26317083600
2003-04-17,26561893680
2003-04-21,26480290320
2003-04-22,26820304320
2003-04-23,26738700960
2003-04-24,26344284720
2003-04-25,26126675760
2003-04-28,26249080800
2003-04-29,25949868479
2003-04-30,26072273520
2003-05-01,26085874080
2003-05-02,26697899280
2003-05-05,26725100399
2003-05-06,26752301520
2003-05-07,26901907680
2003-05-08,26629896479
2003-05-09,26330684160
2003-05-12,26629896479
2003-05-13,26983511040
2003-05-14,26847505439
2003-05-15,26956309920
2003-05-16,26997111600
2003-05-19,26833904880
2003-05-20,26915508240
2003-05-21,27554734560
2003-05-22,27418728960
2003-05-23,27554734560
2003-05-27,28207561439
2003-05-28,27908349120
2003-05-29,27473131200
2003-05-30,27976351920
2003-06-02,28533974880
2003-06-03,28697181600
2003-06-04,28751583840
2003-06-05,28615578240
2003-06-06,28357167600
2003-06-09,28003553040
2003-06-10,28275564240
2003-06-11,28656379920
2003-06-12,28737983280
2003-06-13,28153159200
2003-06-16,28384368720
2003-06-17,28425170399
2003-06-18,28370768160
2003-06-19,28384368720
2003-06-20,28411569840
2003-06-23,28438770960
2003-06-24,28411569840
2003-06-25,28139558640
2003-06-26,28302765360
2003-06-27,28357167600
2003-06-30,28439186420
2003-07-01,28561710440
2003-07-02,28561710440
2003-07-03,28330276180
2003-07-07,27989931680
2003-07-08,27704042300
2003-07-09,27595132060
2003-07-10,27445380480
2003-07-11,27731269860
2003-07-14,27840180100
2003-07-15,27499835600
2003-07-16,27445380480
2003-07-17,27377311580
2003-07-18,27867407660
2003-07-21,27758497420
2003-07-22,27989931680
2003-07-23,27676814739
2003-07-24,27336470239
2003-07-25,27472608040
2003-07-28,27472608040
2003-07-29,26955284400
2003-07-30,26982511960
2003-07-31,27159491100
2003-08-01,26996125739
2003-08-04,27118649760
2003-08-05,27077808420
2003-08-06,27377311580
2003-08-07,27840180100
2003-08-08,28017159239
2003-08-11,27989931680
2003-08-12,28262207280
2003-08-13,28275821060
2003-08-14,28480027760
2003-08-15,28357503739
2003-08-18,28480027760
2003-08-19,28493641540
2003-08-20,28357503739
2003-08-21,28452800199
2003-08-22,28166910820
2003-08-25,28207752160
2003-08-26,28166910820
2003-08-27,28439186420
2003-08-28,28820372260
2003-08-29,28970123840
2003-09-02,29501061260
2003-09-03,29446606140
2003-09-04,29473833699
2003-09-05,29106261640
2003-09-08,29432992360
2003-09-09,29623585280
2003-09-10,29432992360
2003-09-11,29296854560
2003-09-12,29310468340
2003-09-15,29215171880
2003-09-16,29501061260
2003-09-17,28970123840
2003-09-18,29051806520
2003-09-19,29065420300
2003-09-22,28874827380
2003-09-23,28983737620
2003-09-24,28929282500
2003-09-25,28616165560
2003-09-26,28316662400
2003-09-29,28139683260
2003-09-30,28453865820
2003-10-01,28794712320
2003-10-02,29081023379
2003-10-03,29067389520
2003-10-06,29312799000
2003-10-07,29462771460
2003-10-08,29230995840
2003-10-09,29421869879
2003-10-10,29721814800
2003-10-13,30130830600
2003-10-14,30158098320
2003-10-15,29926322700
2003-10-16,30253535340
2003-10-17,30144464460
2003-10-20,29980858139
2003-10-21,29844519540
2003-10-22,29517306899
2003-10-23,29817251820
2003-10-24,29885421120
2003-10-27,29803617960
2003-10-28,29830885680
2003-10-29,29599110060
2003-10-30,29380968300
2003-10-31,29694547080
2003-11-03,29612743920
2003-11-04,29626377780
2003-11-05,29912688840
2003-11-06,30089929020
2003-11-07,30198999899
2003-11-10,30117196740
2003-11-11,29544574620
2003-11-12,29653645500
2003-11-13,29912688840
2003-11-14,29789984100
2003-11-17,29708180940
2003-11-18,29694547080
2003-11-19,29640011639
2003-11-20,29653645500
2003-11-21,29340066720
2003-11-24,29735448660
2003-11-25,29735448660
2003-11-26,29803617960
2003-11-28,29490039180
2003-12-01,30130830600
2003-12-02,30498944820
2003-12-03,30348972360
2003-12-04,30962496060
2003-12-05,31098834660
2003-12-08,31153370100
2003-12-09,31303342560
2003-12-10,31316976420
2003-12-11,31685090639
2003-12-12,31685090639
2003-12-15,31303342560
2003-12-16,31685090639
2003-12-17,32135008020
2003-12-18,33239350680
2003-12-19,32966673480
2003-12-22,32966673480
2003-12-23,32843968740
2003-12-24,33212082960
2003-12-26,33457492440
2003-12-29,33702901920
2003-12-30,33975579120
2003-12-31,34291178039
2004-01-02,34250012160
2004-01-05,35169383480
2004-01-06,34785168600
2004-01-07,34606783120
2004-01-08,34414675680
2004-01-09,34222568240
2004-01-12,34373509800
2004-01-13,34455841560
2004-01-14,34579339200
2004-01-15,33879519240
2004-01-16,34057904720
2004-01-20,34812612520
2004-01-21,35141939560
2004-01-22,35251715240
2004-01-23,35224271320
2004-01-26,35526154440
2004-01-27,35416378760
2004-01-28,34689114880
2004-01-29,34840056440
2004-01-30,34455841560
2004-02-02,34675392920
2004-02-03,34428397640
2004-02-04,34126514520
2004-02-05,34140236480
2004-02-06,34538173320
2004-02-09,34606783120
2004-02-10,34949832120
2004-02-11,35731983840
2004-02-12,35718261880
2004-02-13,35896647360
2004-02-17,36280862240
2004-02-18,35663374040
2004-02-19,35759427760
2004-02-20,35635930120
2004-02-23,36006423040
2004-02-24,36047588920
2004-02-25,35978979120
2004-02-26,36006423040
2004-02-27,36020145000
2004-03-01,36925794360
2004-03-02,36376915960
2004-03-03,36472969680
2004-03-04,36376915960
2004-03-05,36788574760
2004-03-08,36939516320
2004-03-09,36939516320
2004-03-10,36198530480
2004-03-11,35581042280
2004-03-12,36171086560
2004-03-15,35841759520
2004-03-16,35855481480
2004-03-17,36033866960
2004-03-18,36788574760
2004-03-19,36239696360
2004-03-22,36061310880
2004-03-23,35800593640
2004-03-24,35169383480
2004-03-25,34538173320
2004-03-26,34936110160
2004-03-29,35265437200
2004-03-30,36280862240
2004-03-31,36705301800
2004-04-01,36112168400
2004-04-02,36236312600
2004-04-05,36525982400
2004-04-06,36636332800
2004-04-07,36801858400
2004-04-08,37394991800
2004-04-12,38043300400
2004-04-13,37560517400
2004-04-14,37891568600
2004-04-15,38222619800
2004-04-16,38264001200
2004-04-19,38401939200
2004-04-20,37339816600
2004-04-21,37119115800
2004-04-22,37601898800
2004-04-23,37767424400
2004-04-26,38222619800
2004-04-27,38829547000
2004-04-28,38774371800
2004-04-29,37505342200
2004-04-30,37491548400
2004-05-03,38857134600
2004-05-04,38857134600
2004-05-05,39546824600
2004-05-06,39174392000
2004-05-07,38457114400
2004-05-10,37739836800
2004-05-11,38484702000
2004-05-12,38429526800
2004-05-13,37822599600
2004-05-14,38553671000
2004-05-17,38664021400
2004-05-18,37960537600
2004-05-19,37463960800
2004-05-20,37146703400
2004-05-21,37050146800
2004-05-24,38139857000
2004-05-25,38774371800
2004-05-26,38581258600
2004-05-27,38098475600
2004-05-28,38553671000
2004-06-01,39546824600
2004-06-02,39257154800
2004-06-03,39367505200
2004-06-04,38870928400
2004-06-07,39850288200
2004-06-08,39312330000
2004-06-09,38953691200
2004-06-10,39464061800
2004-06-14,38829547000
2004-06-15,39215773400
2004-06-16,39960638600
2004-06-17,40181339400
2004-06-18,40319277400
2004-06-21,40291689800
2004-06-22,40581359600
2004-06-23,41340018600
2004-06-24,41064142600
2004-06-25,40581359600
2004-06-28,39988226200
2004-06-29,39767525400
2004-06-30,40236600160
2004-07-01,40291946240
2004-07-02,40181254080
2004-07-06,40291946240
2004-07-07,40803897480
2004-07-08,40637859240
2004-07-09,40790060960
2004-07-12,40541003600
2004-07-13,40499494040
2004-07-14,41191320040
2004-07-15,41620252160
2004-07-16,41924655600
2004-07-19,41730944320
2004-07-20,41813963440
2004-07-21,40969935720
2004-07-22,41039118320
2004-07-23,40693205320
2004-07-26,40153581040
2004-07-27,40554840120
2004-07-28,40430311440
2004-07-29,41191320040
2004-07-30,41537233040
2004-08-02,41620252160
2004-08-03,41675598240
2004-08-04,40444147960
2004-08-05,40029052360
2004-08-06,38991313360
2004-08-09,39600120240
2004-08-10,39143515080
2004-08-11,38631563840
2004-08-12,38271814320
2004-08-13,38742256000
2004-08-16,39157351600
2004-08-17,38174958680
2004-08-18,38576217760
2004-08-19,39005149880
2004-08-20,39115842040
2004-08-23,38756092520
2004-08-24,38161122160
