,THC
2013-12-11,3962225580
2013-12-12,3927247620
2013-12-13,3919474740
2013-12-16,3945708210
2013-12-17,3872837460
2013-12-18,3975828120
2013-12-19,3871865850
2013-12-20,3916559910
2013-12-23,3867979410
2013-12-24,3974856509
2013-12-26,3968055240
2013-12-27,3972913290
2013-12-30,4037039549
2013-12-31,4061571410
2014-01-02,4157999981
2014-01-03,4262142838
2014-01-06,4238035695
2014-01-07,4445357123
2014-01-08,4373999980
2014-01-09,4420285694
2014-01-10,4501285694
2014-01-13,4427035694
2014-01-14,4485857122
2014-01-15,4482964265
2014-01-16,4554321408
2014-01-17,4555285694
2014-01-21,4391357123
2014-01-22,4417392837
2014-01-23,4446321408
2014-01-24,4334464266
2014-01-27,4331571409
2014-01-28,4416428551
2014-01-29,4360499980
2014-01-30,4371107123
2014-01-31,4436678551
2014-02-03,4336392837
2014-02-04,4290107123
2014-02-05,4249607123
2014-02-06,4309392837
2014-02-07,4319035695
2014-02-10,4376892837
2014-02-11,4415464266
2014-02-12,4404857123
2014-02-13,4532142837
2014-02-14,4489714265
2014-02-18,4489714265
2014-02-19,4444392837
2014-02-20,4447285694
2014-02-21,4519607122
2014-02-24,4660392836
2014-02-25,4236107124
2014-02-26,4275642838
2014-02-27,4249607123
2014-02-28,4254428552
2014-03-03,4209107124
2014-03-04,4238035695
2014-03-05,4184035695
2014-03-06,4129071410
2014-03-07,4079892839
2014-03-10,4050964267
2014-03-11,4060607124
2014-03-12,3983464268
2014-03-13,3880285697
2014-03-14,3837857125
2014-03-17,3860035697
2014-03-18,3924642839
2014-03-19,3961285696
2014-03-20,3910178554
2014-03-21,3875464268
2014-03-24,3785785697
2014-03-25,3751071411
2014-03-26,3946821411
2014-03-27,3982499982
2014-03-28,4036499982
2014-03-31,4181552370
2014-04-01,4157133120
2014-04-02,4161040200
2014-04-03,4144435110
2014-04-04,4090712760
2014-04-07,3921731550
2014-04-08,3963732660
2014-04-09,3966662970
2014-04-10,3913917390
2014-04-11,3842613180
2014-04-14,3853357650
2014-04-15,3852380880
2014-04-16,3784983750
2014-04-17,3879730440
2014-04-21,3897312300
2014-04-22,3940290180
2014-04-23,4105364310
2014-04-24,4127830020
2014-04-25,4504863240
2014-04-28,4518538020
2014-04-29,4464815670
2014-04-30,4403279160
2014-05-01,4445280270
2014-05-02,4435512570
2014-05-05,4430628720
2014-05-06,4428675180
2014-05-07,4351510350
2014-05-08,4275322290
2014-05-09,4332951720
2014-05-12,4354440660
2014-05-13,4496072310
2014-05-14,4500956160
2014-05-15,4476536910
2014-05-16,4411093320
2014-05-19,4473606600
2014-05-20,4483374300
2014-05-21,4590819000
2014-05-22,4620122100
2014-05-23,4678728300
2014-05-27,4617191790
2014-05-28,4600586700
2014-05-29,4631843340
2014-05-30,4590819000
2014-06-02,4564446210
2014-06-03,4586911920
2014-06-04,4638680730
2014-06-05,4828174110
2014-06-06,4807661940
2014-06-09,4800824550
2014-06-10,4764684060
2014-06-11,4708031400
2014-06-12,4666030290
2014-06-13,4587888690
2014-06-16,4699240470
2014-06-17,4689472770
2014-06-18,4666030290
2014-06-19,4688496000
2014-06-20,4761753750
2014-06-23,4832081190
2014-06-24,4670914140
2014-06-25,4682635380
2014-06-26,4554678510
2014-06-27,4582028070
2014-06-30,4601809840
2014-07-01,4568477600
2014-07-02,4691022600
2014-07-03,4681219000
2014-07-07,4563575800
2014-07-08,4449854040
2014-07-09,4453775480
2014-07-10,4433187920
2014-07-11,4427305760
2014-07-14,4413580720
2014-07-15,4408678920
2014-07-16,4775333560
2014-07-17,4685140440
2014-07-18,4746903120
2014-07-21,4720433400
2014-07-22,4755726360
2014-07-23,4752785280
2014-07-24,4825331920
2014-07-25,5255709960
2014-07-28,5276297520
2014-07-29,5293944000
2014-07-30,5288061840
2014-07-31,5173359720
2014-08-01,5131204240
2014-08-04,5225318800
2014-08-05,5375313880
2014-08-06,5503741040
2014-08-07,5585110920
2014-08-08,5571385880
2014-08-11,5571385880
2014-08-12,5586091280
2014-08-13,5655696840
2014-08-14,5748831040
2014-08-15,5744909600
2014-08-18,5898826120
2014-08-19,5863533160
2014-08-20,5896865400
2014-08-21,5888042160
2014-08-22,5940001240
2014-08-25,5872356400
2014-08-26,5923335120
2014-08-27,5918433320
2014-08-28,5881179640
2014-08-29,5997842480
2014-09-02,5956667360
2014-09-03,5891963600
2014-09-04,5588052000
2014-09-05,5657657560
2014-09-08,5783143640
2014-09-09,5977254920
2014-09-10,5967451320
2014-09-11,6160582240
2014-09-12,6032155080
2014-09-15,5948824480
2014-09-16,6068428400
2014-09-17,6108623160
2014-09-18,6147837560
2014-09-19,6202737720
2014-09-22,6122348200
2014-09-23,6110583880
2014-09-24,6189012680
2014-09-25,6062546240
2014-09-26,5955687000
2014-09-29,5944903040
2014-09-30,5839878090
2014-10-01,5677631940
2014-10-02,5717947650
2014-10-03,5785796040
2014-10-06,5668782150
2014-10-07,5607816930
2014-10-08,5721880890
2014-10-09,5503586070
2014-10-10,5460320430
2014-10-13,5373789150
2014-10-14,5373789150
2014-10-15,5248908780
2014-10-16,5467203600
2014-10-17,5563567980
2014-10-20,5550784950
2014-10-21,5788745970
2014-10-22,5665832220
2014-10-23,5712047790
2014-10-24,5724830820
2014-10-27,5653049190
2014-10-28,5587167420
2014-10-29,5537018610
2014-10-30,5450487330
2014-10-31,5511452550
2014-11-03,5577334320
2014-11-04,5217442860
2014-11-05,5054213400
2014-11-06,5032580580
2014-11-07,4705138350
2014-11-10,4722837930
2014-11-11,4746437370
2014-11-12,4731687720
2014-11-13,4713988140
2014-11-14,4572391500
2014-11-17,4666789260
2014-11-18,4832968650
2014-11-19,4691372010
2014-11-20,4670722500
2014-11-21,4733654340
2014-11-24,4772986740
2014-11-25,4832968650
2014-11-26,4742504130
2014-11-28,4724804550
2014-12-01,4597957560
2014-12-02,4596974250
2014-12-03,4636306650
2014-12-04,4761187020
2014-12-05,5092562490
2014-12-08,5045363610
2014-12-09,5046346920
2014-12-10,4996198110
2014-12-11,5103378900
2014-12-12,4941132750
2014-12-15,4843785060
2014-12-16,4755287160
2014-12-17,4763153640
2014-12-18,5044380300
2014-12-19,5098462350
2014-12-22,5083712700
2014-12-23,5052246780
2014-12-24,5156477640
2014-12-26,5050280160
2014-12-29,5083712700
2014-12-30,5100428970
2014-12-31,5001078330
2015-01-02,4955676790
2015-01-05,4840198960
2015-01-06,4792823440
2015-01-07,5031675020
2015-01-08,5148139840
2015-01-09,5097803350
2015-01-12,4638853000
2015-01-13,4555945840
2015-01-14,4466129750
2015-01-15,4414806270
2015-01-16,4439481020
2015-01-20,4411845300
2015-01-21,4412832290
2015-01-22,4493765470
2015-01-23,4330912120
2015-01-26,4383222590
2015-01-27,4303276400
2015-01-28,4239122050
2015-01-29,4282549610
2015-01-30,4172993720
2015-02-02,4167071780
2015-02-03,4361508810
2015-02-04,4285510580
2015-02-05,4367430750
2015-02-06,4311172320
2015-02-09,4209512350
2015-02-10,4328938140
2015-02-11,4308211350
2015-02-12,4298341450
2015-02-13,4372365700
2015-02-17,4472051690
2015-02-18,4437507040
2015-02-19,4410858310
2015-02-20,4426650150
2015-02-23,4498700420
2015-02-24,4470077710
2015-02-25,4503635370
2015-02-26,4613191260
2015-02-27,4569763700
2015-03-02,4640826980
2015-03-03,4644774940
2015-03-04,4933963010
2015-03-05,4858951770
2015-03-06,4858951770
2015-03-09,4697085410
2015-03-10,4611217280
2015-03-11,4719786180
2015-03-12,4710903270
2015-03-13,4667475710
2015-03-16,4793810430
2015-03-17,4855990800
2015-03-18,4915210200
2015-03-19,4971468630
2015-03-20,4897444380
2015-03-23,5139256930
2015-03-24,5066219670
2015-03-25,4930015050
2015-03-26,4896457390
2015-03-27,4930015050
2015-03-30,4973442610
2015-03-31,4913570440
2015-04-01,4842114760
2015-04-02,4878835040
2015-04-06,4961207560
2015-04-07,4935404120
2015-04-08,4995942960
2015-04-09,5016784200
2015-04-10,5015791760
2015-04-13,5019761520
2015-04-14,5052512040
2015-04-15,5175574600
2015-04-16,5046557400
2015-04-17,5099156720
2015-04-20,5107096240
2015-04-21,5046557400
2015-04-22,5019761520
2015-04-23,5084270120
2015-04-24,5026708600
2015-04-27,4933419240
2015-04-28,4949298280
2015-04-29,4850054280
2015-04-30,4749817840
2015-05-01,4731953920
2015-05-04,4911585560
2015-05-05,4752795160
2015-05-06,4663475560
2015-05-07,4764704440
2015-05-08,4789515440
2015-05-11,4862956000
2015-05-12,4765696880
2015-05-13,4780583480
2015-05-14,4827228160
2015-05-15,4808371800
2015-05-18,4976094160
2015-05-19,5060451560
2015-05-20,5141831640
2015-05-21,5157710680
2015-05-22,5152748480
2015-05-26,5205347800
2015-05-27,5271841280
2015-05-28,5266879080
2015-05-29,5278788360
2015-06-01,5284743000
2015-06-02,5221226840
2015-06-03,5185499000
2015-06-04,5098164280
2015-06-05,5132899680
2015-06-08,5050527160
2015-06-09,5065413760
2015-06-10,5161680440
2015-06-11,5244052960
2015-06-12,5142824080
2015-06-15,5187483880
2015-06-16,5103126480
2015-06-17,5144808960
2015-06-18,5167635080
2015-06-19,5226189040
2015-06-22,5184506560
2015-06-23,5120990400
2015-06-24,4970139520
2015-06-25,5578505240
2015-06-26,5736303200
2015-06-29,5644006280
2015-06-30,5761201560
2015-07-01,5822914500
2015-07-02,5914488540
2015-07-06,5941363530
2015-07-07,5952312600
2015-07-08,5821919130
2015-07-09,5867706150
2015-07-10,5915483910
2015-07-13,5963261670
2015-07-14,6049858860
2015-07-15,5944349640
2015-07-16,5873678370
2015-07-17,5845808010
2015-07-20,5840831160
2015-07-21,5769164520
2015-07-22,5822914500
2015-07-23,5810970060
2015-07-24,5734326570
2015-07-27,5615877540
2015-07-28,5641757160
2015-07-29,5645738640
2015-07-30,5636780310
2015-07-31,5603933100
2015-08-03,5644743270
2015-08-04,5723377500
2015-08-05,5474535000
2015-08-06,5393910030
2015-08-07,5296363770
2015-08-10,5288400810
2015-08-11,5198817510
2015-08-12,5222706390
2015-08-13,5187868440
2015-08-14,5193840660
2015-08-17,5215738800
2015-08-18,5156016600
2015-08-19,5127150870
2015-08-20,4975854630
2015-08-21,4900206510
2015-08-24,4668285300
2015-08-25,4597614030
2015-08-26,4717058430
2015-08-27,4946988900
2015-08-28,5008701840
2015-08-31,4900206510
2015-09-01,4712081580
2015-09-02,4758863970
2015-09-03,4759859340
2015-09-04,4699141770
2015-09-08,4805646360
2015-09-09,4719049170
2015-09-10,4695160290
2015-09-11,4664303820
2015-09-14,4687197330
2015-09-15,4672266780
2015-09-16,4635438090
2015-09-17,4693169550
2015-09-18,4429396500
2015-09-21,4356734490
2015-09-22,4339813200
2015-09-23,4423424280
2015-09-24,4224350280
2015-09-25,4034234610
2015-09-28,3697799550
2015-09-29,3586318110
2015-09-30,3656115199
2015-10-01,3603630339
2015-10-02,3596698376
2015-10-05,3761084921
2015-10-06,3745240434
2015-10-07,3783861370
2015-10-08,3689784733
2015-10-09,3692755574
2015-10-12,3599669217
2015-10-13,3558077441
2015-10-14,3469942486
2015-10-15,3465981365
2015-10-16,3552135758
2015-10-19,3569960805
2015-10-20,3604620619
2015-10-21,3447166037
2015-10-22,2796551821
2015-10-23,2969850889
2015-10-26,3014413507
2015-10-27,2939152197
2015-10-28,3154043042
2015-10-29,3163945846
2015-10-30,3106509583
2015-11-02,3243168277
2015-11-03,3392700616
2015-11-04,3386758933
2015-11-05,3329322671
2015-11-06,3499650898
2015-11-09,3434292392
2015-11-10,3394681176
2015-11-11,3251090520
2015-11-12,3112451265
2015-11-13,3140179116
2015-11-16,3223362669
2015-11-17,3233265473
2015-11-18,3272876688
2015-11-19,3010452385
2015-11-20,3102548461
2015-11-23,3188702855
2015-11-24,3336254633
2015-11-25,3338235194
2015-11-27,3363982484
2015-11-30,3286740614
2015-12-01,3460039682
2015-12-02,3377846410
2015-12-03,3268915567
2015-12-04,3288721175
2015-12-07,3107499863
2015-12-08,3088684536
2015-12-09,3093635938
2015-12-10,3163945846
2015-12-11,2970841170
2015-12-14,2696533501
2015-12-15,2718319670
2015-12-16,2712377988
2015-12-17,2736144717
2015-12-18,2714358548
2015-12-21,3029267713
2015-12-22,3002530142
2015-12-23,3229304351
2015-12-24,3195634818
2015-12-28,3073830330
2015-12-29,3121363789
2015-12-30,2998569020
2015-12-31,2975892835
2016-01-04,2890446407
2016-01-05,2836428550
2016-01-06,2679285694
2016-01-07,2485803553
2016-01-08,2488749981
2016-01-11,2531964267
2016-01-12,2379732125
2016-01-13,2222589269
2016-01-14,2294285697
2016-01-15,2266785697
2016-01-19,2358124982
2016-01-20,2424910696
2016-01-21,2436696410
2016-01-22,2462232124
2016-01-25,2435714268
2016-01-26,2563392838
2016-01-27,2619374980
2016-01-28,2512321410
2016-01-29,2663571409
2016-02-01,2686160694
2016-02-02,2561428552
2016-02-03,2511339267
2016-02-04,2599732123
2016-02-05,2544732124
2016-02-08,2371874982
2016-02-09,2377767839
2016-02-10,2447499982
2016-02-11,2297232126
2016-02-12,2357142840
2016-02-16,2315892840
2016-02-17,2460267839
2016-02-18,2459285696
2016-02-19,2339464268
2016-02-22,2504464267
2016-02-23,2465178553
2016-02-24,2434732125
2016-02-25,2436696410
2016-02-26,2522142838
2016-02-29,2437678553
2016-03-01,2538839267
2016-03-02,2575178552
2016-03-03,2758839265
2016-03-04,2657678552
2016-03-07,2625267838
2016-03-08,2536874981
2016-03-09,2564374981
2016-03-10,2504464267
2016-03-11,2710714266
2016-03-14,2681249980
2016-03-15,2491696410
2016-03-16,2584999981
2016-03-17,2609553552
2016-03-18,2763749979
2016-03-21,2791249979
2016-03-22,2871785693
2016-03-23,2849196407
2016-03-24,2748035694
2016-03-28,2750982122
2016-03-29,2874732121
2016-03-30,2841339265
2016-03-31,2873935130
2016-04-01,2869961490
2016-04-04,2837178960
2016-04-05,2801416200
2016-04-06,2865987850
2016-04-07,2834198730
2016-04-08,2880889000
2016-04-11,2845126240
2016-04-12,2884862640
2016-04-13,3152089930
2016-04-14,3201760429
2016-04-15,3139175600
2016-04-18,3165997670
2016-04-19,3136195370
2016-04-20,3184872460
2016-04-21,3147122880
2016-04-22,3234542960
2016-04-25,3145136060
2016-04-26,3237523190
2016-04-27,3239510010
2016-04-28,3204740660
2016-04-29,3148116290
2016-05-02,3143149240
2016-05-03,3173944950
2016-05-04,3125267860
2016-05-05,3139175600
2016-05-06,3120300810
2016-05-09,3093478740
2016-05-10,3125267860
2016-05-11,3129241500
2016-05-12,2822277810
2016-05-13,2824264630
2016-05-16,2862014210
2016-05-17,2898770380
2016-05-18,2832211910
2016-05-19,2760686390
2016-05-20,2777574360
2016-05-23,2749758880
2016-05-24,2791482100
2016-05-25,2871948310
2016-05-26,2824264630
2016-05-27,2855060340
2016-05-31,2874928540
2016-06-01,2942480420
2016-06-02,2947447470
2016-06-03,2871948310
2016-06-06,2946454060
2016-06-07,2972282720
2016-06-08,3012019120
2016-06-09,2975262950
2016-06-10,2870954900
2016-06-13,2750752290
2016-06-14,2743798420
2016-06-15,2771613900
2016-06-16,2725917040
2016-06-17,2698101560
2016-06-20,2746778650
2016-06-21,2737837960
2016-06-22,2781548000
2016-06-23,2918638580
2016-06-24,2781548000
2016-06-27,2586839640
2016-06-28,2653398110
2016-06-29,2746778650
2016-06-30,2750815720
2016-07-01,2781667850
2016-07-05,2707025600
2016-07-06,2771715550
2016-07-07,2786644000
2016-07-08,2874224240
2016-07-11,2921000050
2016-07-12,2960809250
2016-07-13,2969766320
2016-07-14,2971756780
2016-07-15,2969766320
2016-07-18,3050379950
2016-07-19,3046399030
2016-07-20,3074265470
2016-07-21,3104122370
2016-07-22,3130993580
2016-07-25,3098150990
2016-07-26,3144926800
2016-07-27,3057346560
2016-07-28,3036446730
2016-07-29,3046399030
2016-08-01,2877209930
2016-08-02,2743849110
2016-08-03,2769725090
2016-08-04,2716977900
2016-08-05,2734892040
2016-08-08,2718968360
2016-08-09,2674183010
2016-08-10,2624421510
2016-08-11,2548784030
2016-08-12,2537836500
2016-08-15,2558736330
2016-08-16,2503998680
2016-08-17,2420399360
2016-08-18,2404475680
2016-08-19,2390542460
2016-08-22,2410447060
2016-08-23,2457222870
2016-08-24,2356704640
2016-08-25,2336800040
2016-08-26,2310924060
2016-08-29,2387556770
2016-08-30,2388552000
2016-08-31,2378599700
2016-09-01,2346752340
2016-09-02,2408456600
2016-09-06,2394523380
2016-09-07,2456227640
2016-09-08,2455232410
2016-09-09,2350733260
2016-09-12,2445280110
2016-09-13,2369642630
2016-09-14,2313909750
2016-09-15,2269124400
2016-09-16,2297986070
2016-09-19,2293009920
2016-09-20,2191496460
2016-09-21,2126806510
2016-09-22,2170596630
2016-09-23,2186520310
2016-09-26,2124816050
2016-09-27,2157658640
2016-09-28,2225334280
2016-09-29,2189506000
2016-09-30,2258091660
2016-10-03,2167409250
2016-10-04,2142496500
2016-10-05,2160433680
2016-10-06,2099646570
2016-10-07,2062775700
2016-10-10,2127548850
2016-10-11,2087688450
2016-10-12,2120573280
2016-10-13,2304927630
2016-10-14,2270049780
2016-10-17,2294962530
2016-10-18,2359735680
2016-10-19,2353756620
2016-10-20,2343791520
2016-10-21,2344788030
2016-10-24,2373686820
2016-10-25,2328843870
2016-10-26,2152461600
2016-10-27,2061779190
2016-10-28,2017932750
2016-10-31,1964121210
2016-11-01,1905327120
2016-11-02,1873438800
2016-11-03,1740902970
2016-11-04,1768805250
2016-11-07,1975082820
2016-11-08,2019925770
2016-11-09,1515691710
2016-11-10,1445936010
2016-11-11,1449922050
2016-11-14,1634276399
2016-11-15,1644241500
2016-11-16,1636269420
2016-11-17,1717983239
2016-11-18,1681112370
2016-11-21,1695063510
2016-11-22,1608367140
2016-11-23,1620325260
2016-11-25,1616339220
2016-11-28,1535621910
2016-11-29,1493768490
2016-11-30,1517684730
2016-12-01,1512702180
2016-12-02,1499747550
2016-12-05,1529642850
2016-12-06,1537614930
2016-12-07,1490778960
2016-12-08,1518681240
2016-12-09,1512702180
2016-12-12,1507719630
2016-12-13,1497754530
2016-12-14,1432981380
2016-12-15,1464869700
2016-12-16,1507719630
2016-12-19,1492771980
2016-12-20,1473838290
2016-12-21,1482806880
2016-12-22,1473838290
2016-12-23,1518681240
2016-12-27,1496758020
2016-12-28,1465866210
2016-12-29,1494765000
2016-12-30,1478820840
2017-01-03,1540000000
2017-01-04,1675000000
2017-01-05,1660000000
2017-01-06,1639999999
2017-01-09,1725000000
2017-01-10,1752000000
2017-01-11,1802000000
2017-01-12,1809000000
2017-01-13,1822000000
2017-01-17,1898999999
2017-01-18,1844000000
2017-01-19,1805000000
2017-01-20,1810000000
2017-01-23,1820000000
2017-01-24,1828000000
2017-01-25,1839000000
2017-01-26,1835000000
2017-01-27,1829000000
2017-01-30,1738000000
2017-01-31,1759000000
2017-02-01,1813000000
2017-02-02,1779000000
2017-02-03,1834000000
2017-02-06,1838000000
2017-02-07,1805999999
2017-02-08,1834000000
2017-02-09,1897000000
2017-02-10,1897000000
2017-02-13,1900000000
2017-02-14,1923999999
2017-02-15,1986000000
2017-02-16,1948000000
2017-02-17,1937000000
2017-02-21,2080000000
2017-02-22,2064999999
2017-02-23,2079000000
2017-02-24,2199000000
2017-02-27,2267000000
2017-02-28,1930000000
2017-03-01,1898999999
2017-03-02,1912000000
2017-03-03,2098999999
2017-03-06,2080999999
2017-03-07,1932999999
2017-03-08,1962000000
2017-03-09,2029000000
2017-03-10,1922000000
2017-03-13,1863000000
2017-03-14,1802000000
2017-03-15,1823999999
2017-03-16,1800000000
2017-03-17,1795000000
2017-03-20,1752000000
2017-03-21,1644000000
2017-03-22,1636000000
2017-03-23,1702000000
2017-03-24,1828000000
2017-03-27,1854000000
2017-03-28,1835000000
2017-03-29,1793000000
2017-03-30,1818000000
2017-03-31,1770999982
2017-04-03,1742999982
2017-04-04,1698999983
2017-04-05,1752999982
2017-04-06,1746999982
2017-04-07,1716999982
2017-04-10,1736999982
2017-04-11,1719999982
2017-04-12,1760999982
2017-04-13,1747999982
2017-04-17,1607999983
2017-04-18,1569999984
2017-04-19,1547999984
2017-04-20,1498999985
2017-04-21,1534999984
2017-04-24,1540999984
2017-04-25,1559999984
2017-04-26,1554999984
2017-04-27,1546999984
2017-04-28,1566999984
2017-05-01,1534999984
2017-05-02,1865999981
2017-05-03,1733999982
2017-05-04,1765999982
2017-05-05,1782999982
2017-05-08,1789999982
2017-05-09,1749999982
2017-05-10,1815999981
2017-05-11,1828999981
2017-05-12,1807999981
2017-05-15,1823999981
2017-05-16,1772999982
2017-05-17,1726999982
2017-05-18,1697999983
2017-05-19,1755999982
2017-05-22,1731999982
2017-05-23,1750999982
2017-05-24,1727999982
2017-05-25,1758999982
2017-05-26,1744999982
2017-05-30,1743999982
2017-05-31,1653999983
2017-06-01,1735999982
2017-06-02,1722999982
2017-06-05,1666999983
2017-06-06,1700999982
2017-06-07,1755999982
2017-06-08,1763999982
2017-06-09,1795999982
2017-06-12,1827999981
2017-06-13,1854999981
2017-06-14,1887999981
2017-06-15,1830999981
2017-06-16,1820999981
2017-06-19,1861999981
2017-06-20,1805999981
2017-06-21,1767999982
2017-06-22,1889999981
2017-06-23,1851999981
2017-06-26,1876999981
2017-06-27,1908999980
2017-06-28,1966999980
2017-06-29,1945999980
2017-06-30,1949704080
2017-07-03,1937606640
2017-07-05,1926517320
2017-07-06,1838810879
2017-07-07,1880143799
2017-07-10,1929541680
2017-07-11,1905346799
2017-07-12,1936598520
2017-07-13,1914419879
2017-07-14,1924501080
2017-07-17,1913411760
2017-07-18,1935590400
2017-07-19,2007166920
2017-07-20,2083784040
2017-07-21,2081767799
2017-07-24,2128141320
2017-07-25,1967850240
2017-07-26,1921476719
2017-07-27,1790421120
2017-07-28,1792437360
2017-07-31,1749088200
2017-08-01,1746063840
2017-08-02,1693641600
2017-08-03,1703722799
2017-08-04,1690617240
2017-08-07,1682552280
2017-08-08,1439595360
2017-08-09,1363986360
2017-08-10,1349872680
2017-08-11,1416408600
2017-08-14,1313580360
2017-08-15,1317612840
2017-08-16,1302491040
2017-08-17,1275271800
2017-08-18,1456733400
2017-08-21,1669446719
2017-08-22,1570650960
2017-08-23,1631138160
2017-08-24,1663398000
2017-08-25,1663398000
2017-08-28,1762193760
2017-08-29,1776307440
2017-08-30,1734974520
2017-08-31,1730942040
2017-09-01,1826713440
2017-09-05,1783364280
2017-09-06,1728925799
2017-09-07,1708763400
2017-09-08,1673479200
2017-09-11,1731950160
2017-09-12,1728925799
2017-09-13,1637186879
2017-09-14,1729933920
2017-09-15,1686584760
2017-09-18,1584764640
2017-09-19,1573675320
2017-09-20,1569642840
2017-09-21,1604927040
2017-09-22,1645251840
2017-09-25,1551496680
2017-09-26,1563594120
2017-09-27,1577707800
2017-09-28,1606943280
2017-09-29,1656341160
2017-10-02,1698316000
2017-10-03,1674995840
2017-10-04,1590840480
2017-10-05,1584756960
2017-10-06,1586784800
2017-10-09,1508712960
2017-10-10,1460044800
2017-10-11,1470184000
2017-10-12,1405293120
2017-10-13,1333304800
2017-10-16,1308970720
2017-10-17,1378931200
2017-10-18,1315054240
2017-10-19,1353583200
2017-10-20,1486406720
2017-10-23,1489448480
2017-10-24,1447877760
2017-10-25,1436724640
2017-10-26,1304915040
2017-10-27,1355611040
2017-10-30,1405293120
2017-10-31,1447877760
2017-11-01,1454975200
2017-11-02,1403265280
2017-11-03,1326207360
2017-11-06,1282608800
2017-11-07,1339388320
2017-11-08,1381972960
2017-11-09,1368792000
2017-11-10,1401237440
2017-11-13,1400223520
2017-11-14,1386028640
2017-11-15,1341416160
2017-11-16,1378931200
2017-11-17,1342430080
2017-11-20,1335332640
2017-11-21,1352569280
2017-11-22,1368792000
2017-11-24,1392112160
2017-11-27,1406307040
2017-11-28,1349527520
2017-11-29,1419488000
2017-11-30,1429627200
2017-12-01,1368792000
2017-12-04,1329249120
2017-12-05,1321137760
2017-12-06,1313026400
2017-12-07,1341416160
2017-12-08,1351555360
2017-12-11,1393126080
2017-12-12,1511754720
2017-12-13,1502629440
2017-12-14,1425571520
2017-12-15,1453961280
2017-12-18,1494518080
2017-12-19,1523921760
2017-12-20,1482351040
2017-12-21,1532033120
2017-12-22,1534060960
2017-12-26,1523921760
2017-12-27,1513782560
2017-12-28,1542172320
2017-12-29,1537102720
2018-01-02,1621258080
2018-01-03,1577659520
2018-01-04,1557381120
2018-01-05,1565492480
2018-01-08,1515810400
2018-01-09,1532033120
2018-01-10,1497559840
2018-01-11,1564478560
2018-01-12,1647620000
2018-01-16,1642550400
2018-01-17,1660800960
2018-01-18,1650661760
2018-01-19,1747998079
2018-01-22,1835195200
2018-01-23,1821000320
2018-01-24,1854459680
2018-01-25,1869668480
2018-01-26,1923406240
2018-01-29,1940642880
2018-01-30,1988297120
2018-01-31,1914280960
2018-02-01,1928475840
2018-02-02,1851417920
2018-02-05,1785513120
2018-02-06,1853445760
2018-02-07,1855473600
2018-02-08,1784499200
2018-02-09,1828097760
2018-02-12,1901100000
2018-02-13,1874738079
2018-02-14,1898058240
2018-02-15,1976130079
2018-02-16,1977144000
2018-02-20,1962949120
2018-02-21,1964976960
2018-02-22,1936587200
2018-02-23,1954837760
2018-02-26,1933545440
2018-02-27,2105911840
2018-02-28,2088675200
2018-03-01,2134301600
2018-03-02,2223526560
2018-03-05,2164719200
2018-03-06,2295514880
2018-03-07,2384739840
2018-03-08,2417185280
2018-03-09,2451658560
2018-03-12,2501340640
2018-03-13,2449630720
2018-03-14,2475992640
2018-03-15,2514521600
2018-03-16,2496271040
2018-03-19,2546967040
2018-03-20,2453686400
2018-03-21,2481062240
2018-03-22,2440505440
2018-03-23,2511479840
2018-03-26,2516549440
2018-03-27,2421240960
2018-03-28,2416171360
2018-03-29,2458756000
2018-04-02,2368788930
2018-04-03,2451528000
2018-04-04,2446420650
2018-04-05,2495451210
2018-04-06,2419862430
2018-04-09,2424969780
2018-04-10,2339166300
2018-04-11,2346316590
2018-04-12,2344273650
2018-04-13,2421905370
2018-04-16,2454592410
2018-04-17,2459699760
2018-04-18,2503622970
2018-04-19,2499537090
2018-04-20,2460721230
2018-04-23,2456635350
2018-04-24,2443356240
2018-04-25,2499537090
2018-04-26,2377982160
2018-04-27,2479107690
2018-04-30,2445399180
2018-05-01,2913232440
2018-05-02,3196179630
2018-05-03,3237038430
2018-05-04,3178814640
2018-05-07,3255424890
2018-05-08,3198222570
2018-05-09,3313648680
2018-05-10,3326927790
2018-05-11,3338163960
2018-05-14,3365743650
2018-05-15,3380044230
2018-05-16,3421924500
2018-05-17,3447461250
2018-05-18,3404559510
2018-05-21,3452568599
2018-05-22,3379022760
2018-05-23,3386173050
2018-05-24,3442353900
2018-05-25,3521007090
2018-05-29,3609874980
2018-05-30,3749816370
2018-05-31,3619068210
2018-06-01,3598638809
2018-06-04,3623154090
2018-06-05,3674227590
2018-06-06,3717129330
2018-06-07,3697721400
2018-06-08,3760031070
2018-06-11,3917337450
2018-06-12,3855027780
2018-06-13,3776374590
2018-06-14,3734494320
2018-06-15,3708957570
2018-06-18,3752880780
2018-06-19,3755945190
2018-06-20,3838684260
2018-06-21,3822340740
2018-06-22,3738580200
2018-06-25,3702828750
2018-06-26,3801911340
2018-06-27,3504663570
2018-06-28,3535307670
2018-06-29,3429074790
2018-07-02,3386999999
2018-07-03,3451000000
2018-07-05,3458000000
2018-07-06,3540999999
2018-07-09,3550000000
2018-07-10,3554000000
2018-07-11,3470000000
2018-07-12,3424000000
2018-07-13,3424000000
2018-07-16,3429999999
2018-07-17,3494000000
2018-07-18,3457000000
2018-07-19,3567000000
2018-07-20,3511000000
2018-07-23,3784000000
2018-07-24,3690999999
2018-07-25,3885000000
2018-07-26,3888000000
2018-07-27,3694000000
2018-07-30,3743000000
